MAT.1.1	Ísu Káráísitini akúníꞌo uráan-aai. Ísun-aíwáꞌná Téfítin-iye. Téfítin-aíwáꞌná Émbaramun-iye.
2TI.4.1	Tímótiyo Maníkón-aúrankaꞌe Ísu Káráísiti pukáan-kwaasiye túnaraan-kwaasiye miwítí áwáumo tísai índawin-aúrankaꞌe óraaka simámeꞌa súne. Ísu Káráísiti marapáꞌó kumínda-imayaa éꞌa wení waásiyaꞌo kawáánínda-imayaa éꞌa óraaka simámeꞌa súne. 
2TI.4.2	Seyaafá-kánáá Maníkón-aai óraaka simátime kawe-kánáámó índa simátime sáwí-kanaamo índa úwoi mindáwaraꞌa simátime wempakémbá simátímínana minááígó tirumbá waeráínasa isáíyamba miwítí imáyáa arupíse úmai fasiꞌátinke simátímaꞌmae wéiye ímba ifátuwaao. 
2TI.4.3	Ánaaemba moórá-kanaa tínasa éraiꞌ-aai ímba ísámae iyónááfo káféꞌa éraiꞌ-aai simátímaꞌmae iyuwó. Ánaaemba moórá-kanaa tínasa sáwí-tantaatafesa tirááísafesa ésa aamoí íyan-aai simátimiyan-kwaasisafesa tiyaafáí ésa miwí táái aantemba isésa 
2TI.4.4	éraiꞌ-aai tínaaemba uwámesa maníꞌ-ááí isáíyambanifo 
2TI.4.5	emá fasiꞌámai ménana umbai-tántááꞌó empáꞌó tínda fasiꞌámai méma Maníkón-aai simátímaꞌmae wéiye wení kísau maimái taiꞌaaó.
2TI.4.6	Maníkóntáfésamo imáyáamo ésamo nombó fatíyóntemba kárikaꞌa kembá Póromba sínkamiyana kesí naaegó miyáumai kumínaꞌa puwónaumne. 
2TI.4.7	Tuwaantantésamo kontembá kaweꞌ-úmai wéꞌa ayáíyáꞌá koméꞌa Maníkóní éraiꞌ-aai taꞌótokeꞌa simátímakaunda 
2TI.4.8	Fasiꞌaénkó kesí méyámbá tokáimba póna arupíse úmaimo méraunda-anondaa simíníye. Ánaaemba Fasiꞌaénkó arupíse úmai-meyambo timíndawi siména ímba ken-aantemba simínífo kumíndasafesamo aamoimó ésamo amuꞌmakáawiwaraꞌa wétimena simíníye.
2TI.4.9	Tímótiyo úwoiyaambo kesópaꞌo tinda-ímáyáá
2TI.4.9	wée méraao. 
2TI.4.10	Moóráwigon-awiꞌa Tímasi marapá-tántáátáféna aamoí éna póna siyuwéna Tésáróníkaa-naopaꞌa kóísana moóráwigon-awiꞌa Kérésénisi Kárésíyaa-marafaꞌa kóísana moóráwigo Táítási Tárímésiyaa-marafaꞌa kóísana 
2TI.4.11	Rúku weyáá keséꞌa méraifo Máákaamba koáíꞌmae tekaiyó. Mááka tasúwaꞌnai éna Maníkóní kísau tamáíno. 
2TI.4.12	Moóráma Tíkíkaasimba aiꞌmaráúnana Éfésási-naopaꞌa kóuraiye. 
2TI.4.13	Ááéma Tóróasi-naopaꞌa kesí wááꞌa tuwááwánana Kápási káráwiyaifo maimaé téma aúfáí-wandaaiwaraꞌa aifaráán-tántááꞌá káriꞌ-aufaiwaraꞌa maimaé tiyó.
2TI.4.14	Moóráwigon-awiꞌa Árékísanda wení kísau kópaa-ontantambo tuwímbai-tantaaꞌo iwáí óraa-sawiꞌa uwásínkáímba póna Fasiꞌaénkó anondáá sáwí-meyamba amíníye. 
2TI.4.15	Maníkón-aaimo simátimewanda wemá símai taráísukaifo wembá káráwiyuwo.
2TI.4.16	Aifaríꞌeꞌo aaimó simásínkáámbo minááímó sénaeꞌo únda seyaafáꞌ-wáásí ímba sáéfo tésa súwaꞌnai uwaꞌá Maníkóntáféꞌa ímba anondáá sáwíꞌa uwátinkaao súne. 
2TI.4.17	Miwí ímba súwaꞌnai uwaná Fasiꞌaénkó súwaꞌnai ena fasiꞌaémbá símísaꞌa Maníkón-aai seyaafáꞌ-ááímó simátímakaunda ímba Yúndaa-waasin-ifo fíꞌonkaa-waasi siyáunda ísaraawe. Áwáífiyaamo in-íyánkón-óipinkembo maiyauwénamo kawepáꞌó móánkáíntemba Fasiꞌaénkó aaifimbó maisínkáámpinkemba síkena 
2TI.4.18	sáwíꞌo uwásínkémpinkembo éna síꞌmai wíyómpaꞌo wemó kawáánipaꞌa kaweꞌ-úmai mósinkainiye. Wení sámo kaimbó waéꞌwaeꞌo índa éraiꞌ-aain-iye.
2TI.4.19	Pírísikaante Ákwíraante simátime sé kaweꞌ-úmai méraakaiyo siyó. Ónésíforasinte wení naaúmpaꞌo méraan-kwaasiye simátime sé kaweꞌ-úmai méraaro siyó. 
2TI.4.20	Érásítasi Kórinti-naopaꞌa méraisana Tórófímasi áíꞌa úwaꞌa Máíritasi-naopaꞌa auwéꞌa tiyáumne. 
2TI.4.21	Áúꞌo sin-kánáámó ímbo tiyáindaraꞌa imáyáa é úwoiyaamba tiyó. Yúpíyúrasiye Píyúténisiye Ráínásiye Kíróndiyawe seyaafáꞌá Maníkóní waásiye entáfésa sésa kaweꞌ-úmai méraao sewé.
2TI.4.22	Fasiꞌaénkó kembiwíséꞌa ména úwoimo wétuwaꞌnai-intafeꞌa inaí súne.
TIT.1.1	Táításiyo kemá Póro moórá-aai sénaumpo isaaó. Kemá Maníkóní kísau-waasi éꞌa Ísu Káráísitini aantá-waasi-iꞌa uwásinkena siꞌmákaiwai úne. Maníkómó wemparíꞌo úmakain-kwaasi timankúnkúmba úmae wéiyesa éraiꞌ-aai ísámae wéiyesa Maníkóní aampaꞌó wéiyontafena Ísu Káráísiti minááí simátimiyo séna siꞌmákaiye. 
TIT.1.2	Naaófáꞌá Maníkó ímbo karoꞌó siwáí éraiꞌ-aai aantembo siwáí óraaka séna kemparíꞌo úmaraunda-waasi aúíꞌa úmai maéꞌmaeꞌa ónááwe súwata éraiꞌ-aain-iye séta méraumne. 
TIT.1.3	Maníkómó imáyáamo urón-kanaa tínena úwana Ísu Káráísiti wenáái simátimuwana Maníkó simásimena séna kesáái simátímaꞌmae iyuwó séna kentáásí sáwí-imayaafinkentaamo faúsínkáíwaisa minááí siyáiye.
TIT.1.4	Táításiyo maanááímá maanáúfáífímbá agaimaráúmpo isaaó. Ísu Káráísitinkaꞌo simankúnkúntaamo úndantemba emá miyá éma éraiꞌa kesááninkaamba ómpo isaaó. Maníkó kentáásifowawe Ísu Káráísiti kentáásí sáwí-imayaafinkentaamo faúsínkáíwaiye úwoi áwaꞌnai esarai faru uwánkaayantafeꞌa inaí súne.
TIT.1.5	Esékaima Kíríti-marafaꞌa komékai embá auwéꞌa kenkáísí kísau ímba taíꞌáronkaꞌa embá auwéꞌa tiyáumne. Minkísáú kaweꞌó indasáféꞌa embá auwéꞌa simáme séꞌa seyaafáꞌ-náópaꞌa Maníkóní waásiti óraaꞌ-waasi íyáfasintinkafaꞌa wínone séꞌa auwéꞌa tiyáumne. 
TIT.1.6	Íyáfasintinkaan-kwaasi maarán-kwáásín-owe. Miwífímbá ímba sáwí-aaimo wéraiwai ésa kímbora-inimba mapá kuráawi owasá miwítí iyámpói maarán-íyámpóín-owe. Maníkón-aaisafesa timankúnkúmba íyasa kaweꞌ-íyámpóín-owe sen-íyámpóí ésa tinófoi-taai ísááwin-owe. 
TIT.1.7	Maníkóní waásiyaꞌo káráwiyowi Maníkóní kísauraꞌa káráwiyomba pósa maarán-kwáásín-owe. Miwífímbá ímba sáwí-aai wéraiwai ésa kesáái íyáákainkwae ímba sewí ésa ímba ááéma aaisambó sewí ésa ímba uwóíꞌo on-dómbá námae nésa uwóíꞌa owí ésa ímba aaisambó sewí ésa óntantafesa ímba túrande-urande owí ésa 
TIT.1.8	namuꞌ-waasí naané tóné timésa owí ésa seyaafá-káwé-tántáátáfésa aamoí owí ésa kaweꞌ-ímáyáá owí ésa arupíse úmai méraawi ésa Maníkón-arááímo wéwaewi ésa miwí túma kaweꞌ-úmai káráwiyowi ésa Maníkóní waásiyaꞌo káráwiyowi miyán-kwáásín-owe. 
TIT.1.9	Maníkóní éraiꞌ-aaimo simámakaunda-aai fasiꞌámai taꞌótoꞌmaesa íyóro. Miyámó ésamo ésa éraiꞌ-aai kanaaꞌá simátimesa fasiꞌátinkanaafo miwí tááisafesa
TIT.1.9	karoꞌ-ááín-iye sewí-tááigomba íyáákanaawe.
TIT.1.10	Sáwífaꞌ-waasi kaweꞌ-ááí ímba wéaraaiwaesa úwoi sáwífaꞌ-aai símae wénesa miwífínkémbá Yúndaa-waasi sáwífaꞌ-waasi miyá ésa karoꞌá simátinkesa 
TIT.1.11	óntamba maénae sésa karoꞌ-ááí simátimesa tuwímbai-akumba sáwíꞌa uwátinkesa sáwíꞌa wéofo minááí aambá fáítinkaao. 
TIT.1.12	Kíríti-waasifinkemba moóráwigo kaweꞌ-ááímó siwáí séna Kíríti-waasi aasiyaasí karoꞌ-ááí sésa afááꞌ-wáí-wáámbó ontembá sáwíꞌa úmai kafóná-íꞌa úmai mésa sáwífa-tomba námaꞌnamaꞌa wéowe siyáiye. 
TIT.1.13	Siyáin-aai éraiꞌ-aain-iye. Mindásafe miwí-ímáyáá fasiꞌámai arupíse uwátínkénasa Maníkón-aai kaweꞌ-úmai arááíwaesa 
TIT.1.14	Yúndaa-waasiti maníꞌ-ááí ímba isésa éraiꞌ-aaimo taráíyaawi-taai ímbo isáíyamba ifátúwáaro. Miyá íyantafe miwítí imáyáa arupíse uwátinkaao. 
TIT.1.15	Imáyáa kaweꞌ-aantembo owí seyaafá-tántáátáfésa imáyáa ombá kaweꞌ-ímáyáá aantemba wéofo imáyáamo sáwíꞌo owí Maníkón-aaimo taráísón-kwaasi miwítí imáyáago sáwíꞌa isaná tirumpimbá karoꞌ-ááí wéraisasa pósa seyaafá-tántáátáfésamo imáyáamo ombá ímba moórá kaweꞌ-ímáyáá wéowe. 
TIT.1.16	Miwí tóikakemba karoꞌá sésa Maníkón-aai arááíwaumne wésefo sáwíꞌ-aantemba ésa kaweꞌ-ááí taraisésa ímba kanaaꞌá kaweꞌó ombá miyáumai méraawini áwáuma Maníkómbá tínaaeniꞌa wéowe.
TIT.2.1	Táításiyo ásé-aaigoni áwáuma éraiꞌ-aaimo simámakaunda simátímaꞌmae iyuwó. 
TIT.2.2	Waurántómbá simátime sé ímba uwóíꞌo on-dómbá námae wéneꞌa uwóíꞌa wéeꞌa arupíse úmai méꞌa kentúraꞌa káráwimai kaweꞌá éꞌa Maníkón-aaisafesa timankúnkúmba éꞌa fasiꞌámai méꞌa imáyáa timéꞌa fasiꞌámai méraiyana ímba tuwesaraí íno simátimiyo. 
TIT.2.3	Áráankantomba simátime sé Maníkóntáféꞌa imáyáa éꞌa ímba tíyo-aai wéseꞌa ímba uwóíꞌo on-dómbá námae wéneꞌa uwóíꞌa éꞌa aú-inimba kaweꞌ-ámbá aráátíméro simátimiyo. 
TIT.2.4	Miyámó íyasamo ésa aú-inimba minkáwéꞌ-ámpáꞌá wésa tuwaaiꞌwainé tírááꞌmarine tirumbá timésa 
TIT.2.5	túraꞌa káráwimai
TIT.2.5	kaweꞌá ésa kaweꞌ-aantemba ésa tuwaaiꞌwainkáꞌé tirááꞌmarinkaꞌe naankaꞌé kaweꞌ-úmai káráwiyesa tuwaaiꞌwain-táái isánááwe. Miyámó íyasamo ésa tuwánésa sésa Maníkón-aai kaweꞌ-ááín-iye sénááwe.
TIT.2.6	Ifóꞌ-wáásísómbá óraaka simátime sé kentúraꞌa káráwimai kaweꞌán-oro siyó. 
TIT.2.7	Seyaafá-tántááꞌá kaweꞌá inasá awánésa emó indantembá miwí miyá íya simátímaꞌmaemo íyínda ímba óikaken-aantembo simátímínda arumpinkénkwáráꞌá simátimiyo. 
TIT.2.8	Kaweꞌ-ááí aantemba simátímínasa karoꞌ-ááín-iye sésamo karoꞌ-ááímó saafá íyanamo éna ímba wérainasa tigaesáfésa ésa ímba símai sáwíta uwásinkanaawe.
TIT.2.9	Wayó-kísáúmó máén-kwaasisafe maanááí simátimiyo. Káráwiyaan-kwaasi-taai iséꞌa aamoí uwásinkaiwae séꞌa kawe-kísáú wémaeꞌa miwísáféꞌa ímba anondáá seró. 
TIT.2.10	Miwítí moparáwímbá ímba umémbá éꞌa kaweꞌ-aantembo íyamba tuwánánááwe sé miyán-ááí simátimiyo. Miyámó íyanamo éna Maníkón-aai kentáásí sáwí-imayaafinkembo faúsínkáín-aaigo óraaꞌa íníye.
TIT.2.11	Maníkó úwoi súwaꞌnai enasa Ísu Káráísitimba aiꞌmarówana fíꞌo-fiꞌon-kwaasi miwítí sáwí-imayaafinkemba faútinkaindasafena marapáꞌá kunkáimba póna 
TIT.2.12	Maníkó úwoi súwaꞌnai enasa kaweꞌ-ámpáꞌó konda-ántá aráásímakaiye. Minánkó maarán-iye. Maníkóntáfésa ímba imáyáa owí sáwíꞌo ombá sínaaeniꞌa uwátimeta marapá-tántáátáféta sirááísafeta úndasa sínaaeniꞌa uwámeta marapátáámó méraundaraꞌa kesúrata káráwiyeta arupíse úmai méta Maníkóntáféta imáyáa éta méta 
TIT.2.13	amuꞌmaréta Maníkó fasiꞌaénkwáráwíyé Ísu Káráísiti kentáásí sáwí-imayaafinkembo faúsínkáíwaiye sáwaraꞌo paápé íyantafeta timuꞌmaréta méta paápé íyan-kanaa sirunkósá kaweꞌá íníye. 
TIT.2.14	Ísu kentáásí sáwí-imayaagomo taꞌótokaimpinkemba faúsinkenasa kaweꞌ-wáásí-íꞌa uwásinkenasa wení waási-iꞌa uwásínkáíwaisa méta kawe-kísáú maénae séta méraundasafenasa mindásafenawe séna Ísu Káráísiti pukáiye.
TIT.2.15	Táításiyo minááí simátime Maníkóní fasiꞌaéntámbá miwítí imáyáa kaweꞌá uwátínkénana aaí ímbo isáíyawi minááígó tirumbá waeráínasa aaí ísáaro. Sinda-ááí ímba ísáafainifo óraaka simátimiyo.
TIT.3.1	Táításiyo Fasiꞌaénkóní waásiyaꞌo káráwiyaandawi ómpo maarán-ááí simátimiyo. Marapá-kísáúráꞌó káráwiyaan-oraaꞌ-waasi tísamaifimba méꞌa miwí táái iséꞌa kawe-kísáúsáféꞌa toꞌmayaa úmai amuꞌmaréꞌa méꞌa 
TIT.3.2	ímba karoꞌá símai sáwíꞌa uwátinkeꞌa ímba aaisambá séꞌa faru úmai méꞌa seyaafáꞌ-wáásí kaweꞌ-ááí aantemba séꞌa méraaro. 
TIT.3.3	Ááéma sáwí-imayaawaraꞌ-waasisa méta aaí ímba iséta sáwí-ampaꞌa wéweta sáwí-tantaatafeta sirááísafeta éta méraawananasa misáwí-tántáákó taꞌótorowata sáwí-imayaasafeta sirááísafeta éta sáwíꞌa úmai méta
TIT.3.3	fíꞌowiti moparáwíntáféta súraniyamba éta síyánta uwátinkaawanasa kentáá tíyámba uwásínkaraawe. 
TIT.3.4	Énifo Maníkó kentáásí sáwí-imayaafinkemba faúsínkáíwaisa séna sirumbá uwátinkaunda póꞌa túwaꞌnai ondá aráátimenaumne siyónkaꞌa Ísu Káráísitimba aiꞌmarówana marapáꞌá kumúwana 
TIT.3.5	Maníkó kaweꞌ-ámpátá mésínkaraiye. Kesáámó kaweꞌó úndasafenasa ímba kaweꞌ-ámpátá mésínkaraifo arumbá uwásinkenasa kaweꞌ-ámpátá mésínkaraiye. Nombá maisinkénasa aúíꞌa úmai méraawananasa Maníkóní Ufaen-ámútánkó aúíta uwásinkontafena kaweꞌ-ámpátá mésínkaraiye. 
TIT.3.6	Ísu Káráísiti sáwí-imayaafinkenta faúsínkáíntafena Maníkó imáyáa éna wení Ufaen-ámútánkó kentááfímbá úwoi óraaꞌa uwásínkáínta 
TIT.3.7	póna úwoi súwaꞌnai uwásinkenasa séna arupíse-waasin-owe. Éraiꞌa aúíꞌa úmai maéꞌmaeꞌo íyaniꞌa uwátinkanaumne sisatá amuꞌmaréta méraumne. 
TIT.3.8	Minááí éraiꞌ-aain-iye. Miyáumai káráwiyaan-kwaasi-taai isésa kawe-kísáú wémaesa méraaro.
TIT.3.8	Táításiyo minááímó óraakaꞌo simátímínda siráái wétaiye. Miyámó inasamó ésa Maníkón-aaisafesa timankúnkúmbo owí fasiꞌaén-ímáyáá ésa kawe-kísáú maénááwe. Minááí kaweꞌ-ááígó póna waási túwaꞌnai íníye. 
TIT.3.9	Énifo úwoi-aaisafesa sáwífaꞌ-aai sésa tíwáꞌnáwe tinááfúísái túwíꞌwaraꞌa sésa aaisambá sésa Mósesemo siyón-amaantafesa aaisambó sembá miyán-ááí úwoi-aaigoma póna ímba túwaꞌnai ínífo ánaaemba uwátimiyo. 
TIT.3.10	Tuwímbaimo sáwí-aaimo símaimo tuwínkaaꞌ-uwátínkááwimba kaumbo-kae-kánáá óraaka simátímínasamo ímbo isáíyamo e ánaaemba uwátimiyo. 
TIT.3.11	Miyán-kwáásí kaéntámaimo méraawi ésa sáwíꞌo ombá kewáráꞌá tuwánaawata kesááwáráꞌá wétuwanaumne.
TIT.3.12	Moóráwigon-awiꞌa Átémásinaꞌi moóráwigo Tíkíkaasinaꞌiyo. Moóráwigomba aiꞌmáráanana empáꞌó wíndaraꞌa imáyáa é Níkópórisi-naopaꞌa kempáꞌá tiyó. Áúꞌo sínda-kanaa Níkópórisi-naopaꞌa méraana tiyó. 
TIT.3.13	Moóráwigon-awiꞌa Sínási aaimó isáí-wáásígóe moóráwigo Ápórosiye emá túwaꞌnai inasaráí Maníkóní kísau maimaésarai nóyááye. 
TIT.3.14	Maníkóní waási súnda-aai simátímínasa kaweꞌ-ímáyáá ésa kísau wémaesa umbai-tántááꞌó wérainda-waasi túwaꞌnai esa pósa ímba úwoi-kisau maésa méranaawe.
TIT.3.15	Seyaafáꞌó keséꞌo méraawi entáfésa sésa kaweꞌ-úmai méraao wésewe. Kentáásí waási Maníkómpáꞌó timankúnkúmbo owí eséꞌa méraawi kaweꞌ-úmai méraaro simátimiyo.
TIT.3.15	Maníkó seyaafáꞌ-wáásí úwoi wétuwaꞌnai-intafeꞌa inaí súne.
PHM.1.1+PHM.1.2	Fírímóniyo kemá Póro maanáúfáí agáúmne. Kesí waási po keséꞌa ankarotaré kísau wémaendawi isaaó. Fasiꞌaénkóní waási ení naaúmpaꞌo túwaandu owí ísáaro. Ápíyaao kentáá símánaakowaraꞌa isaaó. Ákípaasiyo keséta taankarotaré fasiꞌámai kísau wémaendawi ewáráꞌá isaaó. Ísu Káráísitin-aai simátimewandarakemba ándáfaꞌa sínkaraawaꞌa méꞌa maanáúfáí agai-amúne. Kenkáí sífáko Tímóti keséꞌa méraiye. 
PHM.1.3	Kentáásifowa Maníkóe kentáásí Fasiꞌaénkó Ísu Káráísitiye úwoi túwaꞌnai esarai faru uwátinkaayantafeꞌa inaí súne.
PHM.1.4+PHM.1.5	Fírímóniyo kentáásí Fasiꞌaénkó Ísumpaꞌa amankúnkúmba e Maníkóní waási arumbá timé méraanda-aai iséꞌa póꞌa Maníkómpáꞌó inaimó súnda entáféꞌa imáyáa éꞌa súwi súne. 
PHM.1.6	Kenkáísí kísaugo moórá-iꞌa isatá méta Káráísitiyeꞌa kááísamaisa méraundasafenasa wemá kawetá uwásínkáísa awánendasafeꞌa inaifínkémbá Maníkómbá áísai une. 
PHM.1.7	Fírímóniyo kesífáko po Fasiꞌaénkóní waási arumbá timé túwaꞌnai ónasa aúíꞌo úmaimo méraan-aai iséꞌa aamoí uwánkaunana sirunkó kaweꞌá isaꞌá áwaꞌnai eꞌa inaí súne.
PHM.1.8	Ísu Káráísiti fasiꞌaémbá símakaimba póꞌa ímba inkaiséꞌa súne. Emá moórá-iꞌa uwo séꞌa súndanifo miyán-ááí ímba sénaumpo 
PHM.1.9	aáno úmai wempakémbá áísai eꞌa súne. Sendantembá miyá ínone sénaumne. Emá arumbá siménaꞌa kemá sirumbá wéamunda póꞌa aáno úmai wempakémbó simáméndantemba miyá ínone súne. Kemá Póro Ísu Káráísiti wení kísaumo símakaimba wémaeꞌa waurámbá káúnasa ándáfaꞌa sínkaraawaꞌa méꞌa 
PHM.1.10	moóráwigon-awiꞌa Ónísímasintafeꞌa súne. Ándáfaꞌa méꞌa Fasiꞌaénkón-aai simámunana iséna Fasiꞌaénkómpáꞌá tisaꞌá séꞌa kesí iyámpóíyaamba óne séꞌa wentáféꞌa súne. 
PHM.1.11	Ááéma ení kísau ímba kaweꞌ-úmai maúmba kísaugon-áároi inkaiséna kóuraimbanifo káféꞌa kesí kísau kaweꞌ-úmai maéna ení kísau kaweꞌ-úmai máíníye. 
PHM.1.12	Káféꞌa aiꞌmáráanana empáꞌá wínama kesááninkaan-úmai aiyáínone. 
PHM.1.13	Ónísímasimba taꞌótokaanana súwaꞌnai ínkwae séꞌa únda isaꞌá úwoi miyán-ímáyáá úne. Ísu Káráísitin-aai simátimewandarakemba ándáfaꞌa mósínkááwaꞌa méraunda enanondáá Ónísímasi súwaꞌnai íníye óndanifo 
PHM.1.14	némpaꞌa mémpo ímba ewé sindasáféꞌa póꞌa ímba úwoi taꞌótóráanda póna keséꞌa ména súwaꞌnai íníye. Ímba súwaꞌnai ónae sindá súwaꞌnai ónafainifo ení imáyáafinkemba súwaꞌnai ínone.
PHM.1.15	Ónísímasi kísaugon-áároi inkaiséna embá auwéna kárikaꞌa fíꞌon-daopaꞌa taméraifo empáꞌá wéna aasiyaasí komérainiye-imayaa úne. 
PHM.1.16	Fasiꞌaénkóní waásigomo óndantemba wemá miyá éna enáfákaamba póna ímba ení kísau wémaiwai aantembanifo enáfákoraamba éna empáꞌá wíníye. Kemá wembá sirumbó amúndantemba ewáráꞌá arumbá wembá améma kesífáꞌan-iye sínone.
PHM.1.17	Fasiꞌaénkóní kísaugo kenkáísí kísaugo mimbórá-íꞌa wéimba po kentáfé kesí naaúmpaꞌa iyuwómó séndantemba Ónísímasintafe miyá siyó. 
PHM.1.18	Embó
PHM.1.18	sáwíꞌo uwánkenamo moórá-tantaaꞌo maiyénamo ímbo amínamo e ímba wenópaꞌa té kesópaꞌa tinaꞌá kemá méyánónaumne. 
PHM.1.19	Kemá Póro kesiyáántamba agaéꞌa mimbéyámbá aménaumne súne. Ísu Káráísitin-aai simámewana éraiꞌe siyáanda maéꞌmaeꞌo inda-méyámbá kempáꞌá wéraimba po ímba kanaaꞌá méyáninda-aain-iye. 
PHM.1.20	Kesífákoo Fasiꞌaénkóní waási ómpo áísai úndantemba miyá inaꞌá Fasiꞌaénkón-aúrankaꞌa aúíꞌa úmai méraano.
PHM.1.21	Maanáúfáímó agaúnda imáyáa éꞌa séꞌa kesáái isé áísai úndantemba miyá ínone. Emó indawí kemó áísai úndawimba íyáákainone. 
PHM.1.22	Empáꞌá ke kondasáfé kesí mááraruꞌa toꞌmayaa uwásinkaao. Ándáfakemba faúsinkaiyaꞌa ení naaúmpaꞌa kondasáfé Maníkómpáꞌá inaí simásinke moórá-maararuꞌa toꞌmayaa uwásinkaao.
PHM.1.23	Moóráwigon-awiꞌa Épáfarasi Ísu Káráísitin-aaimo simátimunkakemba ándáfaꞌa ánkaraawana keséꞌa ména kembiwísáféna séna kaweꞌ-úmai méraaro wésiye. 
PHM.1.24	Keséꞌa kísaumo máéwi-tuwiꞌa moóráwigo Máákaani moóráwigo Árísítakasini moóráwigo Tímasini moóráwigo Rúku miwí sésa kaweꞌ-úmai méraaro wésewe.
PHM.1.25	Fasiꞌaénkó Ísu Káráísiti keséꞌa ména úwoi wétuwaꞌnai-intafeꞌa inaí súne.
HEB.1.1	Naaófáꞌá moórá-mora-kanaa Maníkó wenáái simátímakowisafena súwasa miwí Maníkó siyáin-aai miyám-biyan-aai kentáá síwáꞌnásomba simátímaꞌmaena tiyáimba isaná 
HEB.1.2	káféꞌa ánaaen-kanaafimba Maníkón-ááninko Maníkón-aaisa simásímakaiye. Naaófáꞌá wíyóne marawé ímbo wéronkaꞌa Maníkó súwana ááninko wíyóne marawé úmakena ánaaemba seyaafá-tántáákáꞌá káráwiyiniye. 
HEB.1.3	Maníkóní sámo kainkó ááninkompinkemba sáma kaisaná Maníkómó méraintemba miyáumai ména miyáumaimo méraiwai kentáá aráásímísana wení fasiꞌaén-ááígómó intáféna wíyóne marawé waéꞌwaeꞌa wéiye. Wemó pukáintafena kentáásí sáwí-imayaa maisiyuwéna pukáimpinkemba íyáfasinena wíyómpaꞌa iyéna Maníkó fasiꞌaémbó íyáákaraiwain-ayáánúrapaꞌa fasiꞌaén-áémpáꞌá maraꞌá ména 
HEB.1.4	wenáwíꞌa Maníkón-ááninkon-awiko Maníkóní wíyómpaken-kisau-waasi-tuwikomba íyáákaraiye.
HEB.1.5	Maníkó wení wíyómpaken-kisau-waasisafena
HEB.1.5	ímba siyáifo ááninkontafena séna
HEB.1.5	emá kesáánimba ónaꞌa
HEB.1.5	kesí kísauraꞌa ankáúmne
HEB.1.5	Maníkó séna moórá-aaiwaraꞌa séna
HEB.1.5	kemá afowámá onaná wemá
HEB.1.5	kesáánimba íníye
HEB.1.5	séna wíyómpaken-kisau-waasisafena ímba
HEB.1.5	siyáifo ááninkontafena séna 
HEB.1.6	Maníkó wenááninko íyáákaraiwaimba aiꞌmarówana kunkáinkaꞌa
