GEN.1.1	Do nakapamarswaw ni Āpo Dyos so hanyit kan lobong,
HEB.13.9	Ipalōbos nyo abaw dyaya kosto a nanawo a iyaw mapasiwal dyinyo do kosto a rarahan. Ta maganaganay a maypayit kapangtokto nyo a maynamot do paraboraya no Dyos kan iyaw no kapagtongpal nyowaw do dadakay saya a mawnonotan a maynamot do makan. Ta siraw magtongpalaw siras syay, ki abaw maganay a maitoroh na dyira.
HEB.13.10	Siraw papadi saw a madama pa mangononot so adanaw a tolag, ki abaw kalintegan da machibinglay do kaganayanaya a narawat ta do nakadimanaya ni Kristo a nayparin a dāton dyaten do gatogatos ta. 
HEB.13.11	Ta iyaw katotohosanaw a padi da, ki mangyangangay so raya no binyay do Kasasantwanaw a Yanan do tabirnakolo tan idāton naw maynamot do gatos. Ki iyaw inawan dan binyay saw a nadiman, ki masosohan sa do gaganaw no kakpekpehan da. 
HEB.13.12	As dawa, nyayaw paynamotan na a naihbot si Jesos tan nadiman do gaganaw no syodad tan mawyasan na saw tawotawo do gatos da a maynamot do mismo na raya. 
HEB.13.13	As dawa, aran yaten, mangay ta pakono di Jesos do gaganaya. No chakey na batahen, ki karwan taw adan a dadakay ta a aran matahaman taw masnesnekan a akma dya. 
HEB.13.14	Ta machipandaw yanan ta do tanaya. Ki nawriw ahahayen taw abwaw anchi so pandan a yanan ta do hanyit. 
HEB.13.15	No machita ta a idāton do Dyos, ki abaw matarek, an dya iyaw kapagdayaw kan kapagyaman ta dya. Siraw nyaya, ki kosto kan maganay a dāton no mangipodnwaw a si Jesos sawen Āpo da. 
HEB.13.16	As kawayakan nyo abaw mamarin so maganay kan kapaysinsisidong nyo. Ta siraw nyaya kaparin, ki akmas dāton saya a makadadaw do Dyos.
HEB.13.17	Magtongpal kamo dyirad panglakayen nyo saw kan parinen nyo saw ibilin da dyinyo, ta siraw manyidechideb dyinyo do kapanganohed nyo kan atbayen danchi di Āpo Dyos an maypāngo nakananawo da dyinyo. On, tongpalen nyo sa tan iyaw kapaytarabako dāya, ki pakaragsakan da a dya pakalidayan. Ta an komwan a maliday sa, abaw maitoroh na kapya dyinyo.
HEB.13.18	Paydaydasal nyo yamen a kakakteh. Chapatak namen a abaw kosit do aktokto namen. Ki alit na, chakey namen a nāw namen a mabyay a madayaw do aran āngo a kayayan. 
HEB.13.19	Ipakpakaāsi ko dyinyo a paydaydasal nyo yaken tan makapaybidi ako dyinyo so malisto.
HEB.13.20	Si Āpo Dyos, ki pinagongar nas Āpo ta a si Jeso-Kristo, as kan si Jesos danaw maganay a Pastor ta a mangaywan dyaten a akmay karniro na. On, nayparin a komwan si Jesos maynamot do bayowaya a tolag a pinatnek na do kaitoroh naw so byay na do kros a inoyogan raya na. As nyaya a tolag, ki matadyan abanchi a polos. 
HEB.13.21	Si Āpo Dyos a pakayapwan kapya, iya pakono manoroh dyinyo so tabo a klasi no maganay a machita nyo tan tongpalen nyo chakey na. Parinen na pakono dyaten a tawotawo na iyaw makahwahok dya a maynamot di Jeso-Kristo. Madaydayaw pakono si Kristo a abos pandan. Amen.
HEB.13.22	Ipakpakaāsi ko dyinyo a kakakteh a anōsan nyo a rawaten pamagbaga kwaya, ta manyidayaw tolas kwaya dyinyo. 
HEB.13.23	Chakey ko a mapatakan nyo a nawayawayaan dana si kakteh ta si Timoteo do bahodan. Yangay namen anchinyo a sarongkaran, an malisto a mawara do yanan kwaya.
HEB.13.24	Irapit nyo pakomosta ko dyirad pangolo nyo saw kan tabo saw a tawotawo no Dyos. Pakomostaan daya inyo no kakakteh saya a manganohed a yapo do Italya.
HEB.13.25	Myan pakono parabor no Dyos dyinyo a tabo. Amen.
JAS.1.1	Iyaw nya tolas, ki yapo dyaken a si Santiago a adipen no Dyos kan si Āpo Jeso-Kristo, as kan mangay dyinyo a tabo a naibidang dana tawotawo no Dyos a naychawpit dana do intīrwaya a lobong. Komosta kamo?
JAS.1.2	Kakakteh, ibidang nyo pakono a soyot an myan mapadasan nyo a matatarek a pakasootan, 
JAS.1.3	ta chapatak nyo a masoot abaw kapanganohed nyo, an dya tan patobohen naw kapagibtor nyo.
JAS.1.4	As iyaw kapagibtor, ki masisitaw nawri, ta no pagtongpalan na, ki payparinen naynyo a mahnyi do kapanganohed nyo a makahwahok kan abwa polos so pagkorāngan do salapen ni Āpo Dyos.
JAS.1.5	An sino dyinyo kōrang so kasirib a makaāwat so maynamot do kalidyatan a mangay do byay na, maydasal pakono do Dyos. Ta si Āpo Dyos, masinyat aba, ta sisasagāna a manoroh dyaten so tabo a machita ta, kan paydabdab naba yaten do pagkorāngan ta. 
JAS.1.6	Ki an maydasal kamo, machita manganohed kamo a dya magmangamanga. Ta an magmangamanga kamo, akma kamos kelsangaw a padoydoydoyen salawsaw a dyi nyo a chapatak an dino kokwanan nyo. 
JAS.1.7	No tawowaw a komwan so dadakay, ki chahahaw naba sya a myan rawaten nad Āpo Dyos. 
JAS.1.8	Ta iya, ki magdwadwa so kapangtokto, as kan matohatohay do tābo a kaparin na.
JAS.1.9	Sichangori, inyo a kakakteh a mapopobri, masoyot kamo pakono, ta matohos saad nyo do salapen no Dyos a maynamot do kapachichasa nyo di Kristo. 
JAS.1.10	As inyo a kakakteh a mababaknang, charagsak nyo pakono an mabo kayayan nyo a mabaknang do lobongaya, ta ari kamo na a machichasa di Kristo. Ta no mabaknang a tawo, ki akmay tamek a magsabong a madiman anchi.
JAS.1.11	Ta an mayegen araw, ki mahayo tamekaw do kohat.
JAS.1.12	Magasat tawowaw a nāw na mangigpet so kapanganohed na an mangay kasoot na, ta an maibtoran naw nawri a kasoot na, rawaten nanchiw gon-gona na a iyaw byay na abos pandan a inkari no Dyos dyirad madawaw dya. 
JAS.1.13	An myan pakasolisogan ta, batahen taba a si Āpo Dyos nangsolisog dyaten, ta masolisog aba si Āpo Dyos a mamarin so marahet, as kan solisogen naba yaten do marahet. 
JAS.1.14	Ta no kasolisog no asa tawo, ki yapo do mismwaw a marahet a kalikāgom na, as kan nawriw omap-apan sya. 
JAS.1.15	As an maapanan do marahetaw a kalikāgom na, ki maygatos dana. As no pagtongpalan gatos na, ki pakadimanan a abos pandan.
JAS.1.16	Chadaw kwa kakakteh, paallilaw kamo aba. 
JAS.1.17	Ta no tabo a magaganay kan kosto a rigalo, ki yapod Dyos a Āmang ta do hanyit a nangparswa so tabo mararanyag do tohos. Ki aran mayweyweswes sa kan matatadyan ranyag daw, ki nāw na abos pandan ni Āpo Dyos kan aba polos kasari dya. 
JAS.1.18	Ta sigon do keddeng na, pinayparin na yaten a anak na a maynamot do kapanganohed ta do oyod a nainanawo dyaten. Tan komwan, payparinen na yaten a kasisitaan do tabo a naparswa.
JAS.1.19	Inyo a kakakteh a oyod ko a chadaw, nyaw naknakmen nyo: Sisasagāna pakono kāda asa a mangadngey, as machita maannad a maychirin kan dya malisto a makasoli, 
JAS.1.20	ta abaw maitoroh no kasoli a malinteg a kabibyay a akmas chakeyaw no Dyos. 
JAS.1.21	Dawa, tadyichokodan nyo sa tābo makasnesnek saya kaparin nyo kan tābo marahet saya a dadakay nyo. Sipapakombaba kamo pakono a magtongpal do chirin no Dyos a inmoha na do aktokto nyo a makaisalakan dyinyo.
JAS.1.22	Sichangori, masisita a tongpalen nyo chirin no Dyos. Tod nyo aba adngeyen, an dyi nyo pa parinen nyo, ta an tod a mandad tadyinya nyo, ki allilawen nyo bokod nyo a inawan. 
JAS.1.23	Ta no mangadngey so chirin as dyi na tongpalen, ki akmas tawowaw a magispiho so ropa na, 
JAS.1.24	as kan aran katatayoka na pa nagispiho, ki do kakaro naw, nanyeng na nawayakan ropa naw. 
JAS.1.25	Ki iyaw tawowaw a nāw na mangtokto kan mangtongpal so maganayaya a linteg no Dyos a mangwayawaya so tawotawo, iyaw bindisyonan no Dyos do tābo a kaparin na, ta nawayakan nabaw nadngey naw, basbāli a parinen na.
JAS.1.26	Aryoriw makabata sya manganohed an siping so rida? An komwan, allilawen naw inawan na kan abaw sirbin kabata naw sya mapasnek do dawri a inanohdan na. 
JAS.1.27	Ta no oyod a kapanganohed a abos pakapilawan do salapen no Dyos a Āmang ta, ki iyaw nyaya: no kasidong dyirad olila kan siraw bālwaw a malidyalidyat so kabibyay, as kan iyaw nāw naw a dya namanchaan so marahet saya do lobongaya.
JAS.2.1	Kakakteh ko di Kristo, maynamot ta myan kamo na a manganohed di Jeso-Kristo a matan-ok a Āpo ta, abo pakono dyinyo dadakay a kapangitatārek. 
JAS.2.2	Kaspangarigan, an makpekpeh kamo, as myan mangay a machikpeh dyinyo a asa baknang kan pobri, as no baknangaw, ki magsingsing so balitok kan maylaylay so mapintas, ki iyaw pobryaw, ki maylaylay so rotrot. 
JAS.2.3	Ki an rispitaren nyos kosto baknangaw kan paydisnahen nyo do maganay a paydisnan, ki iyaw pobryaw, ki ibahey nyo dya a, “Maytēnek ka daw,” mana “Maydisna ka do ratagaya,” 
JAS.2.4	mangitatārek kamo abawri? Naon, marahet kapangtokto nyo, ta inokom nyo a masissisītaw asaw a maynamot do kinabaknang na.
JAS.2.5	Kakakteh ko a chadaw ko, adngeyen nyo pa yaken kan iktokto nyo nya: Siraw pobryaya do lobongaya, ki pinidi sabawri no Dyos tan bomaknang sad kapanganohed, as kan dyira danchiw pagtorayan a inkari no Dyos dyirad madawaw dya? 
JAS.2.6	Ki do kapangidomdoma nyowaya, sirayaw asnesnekan nyo popobri saya. Taywaran dya siraw babaknangaw manglidyalidyat kan mangidardarom dyinyo? 
JAS.2.7	Sirabawriw maparaherahet so madaydayawaw a ngaran ni Āpo ta a inanohdan nyo?
JAS.2.8	Basta naknakmen nyo kasisitaanaya a linteg do pagāryan no Dyos a naipatolas do Masantwan a Tolas a kāna, “Chadaw nyo kapayngay nyo a tawo a akmas kadaw nyo so inawan nyo.”
JAS.2.9	Ki an mangidomdoma kamo, nakagatos kamo a maynamot do dyi nyo a tongpalan so lintegaya no Dyos, as kan naibidang kamo na a nayrarayaw so linteg. 
JAS.2.10	Ta no makey a mangtongpal so tabo a linteg, as nachichad naw asa, ki nakagatos dana, as kan naibidang dana a nachichachichad na tabo.
JAS.2.11	Ta chiban nyo, si Āpo Dyos mismo a nangibilin so nya linteg a kāna, “Machikamalala kamo aba,” as kan iya paw nagbilin so, “Mangdiman kamo aba.”
JAS.2.12	Dawa, annadan nyo tabo kapaychirin kan kaparin nyo, ta no kapangokom anchi no Dyos, ki ibasar na do linteg naya a mangwayawaya so tawotawo. 
JAS.2.13	Ta anchan okomen no Dyos tawotawo saw, abaw kāsi na dyirad dyaw a māsi. Ki siraw māsisyen saw dyirad kapayngay da tawo, mamo sabanchi do oras a kapangokom no Dyos.
JAS.2.14	Kakakteh, aryoriw sinpaspangan no kapanganohed no makabata sya a myan kapanganohed na di Kristo Jesos, ki abaw kaparin na a mangpaneknek a oyod? Makaisalakan paro nawri a kapanganohed na? 
JAS.2.15	Kaspangarigan, myan kakteh nyo a manganohed a rotrot so laylay kan maypiypisipis do kapteng. 
JAS.2.16	Aryoriw sirbi no kabata nyo sya dya a, “Chāsi pakono imo no Dyos, as dyi ka pakono a makbelan kan maptengan,” as kabo no itoroh nyo dya para do machita naya do kalidyatan na. 
JAS.2.17	Komwan kapanganohed an yapo lang do dangoy, ta naibidang a nadiman, an dya napawnotan so kaparin.
JAS.2.18	Ki myan saw machinamna a makabata sya a kon da, “Matatarek iyaw no kawnot so Dyos. No asa, ki aran tod a manganohed, as no asa, ki aran maynana kaparin.” Ki no ibahey ko dyinyo, maypāngo kaipaneknek nyo sya manganohed kamo an abo kaparin nyo, ta maparin aba maysyay oyod a kapanganohed kan maganay saya kaparin. An yaken, no kaparin ko sayaw mangipaneknek a oyod kapanganohed ko. 
JAS.2.19	Ay, maganay kamo sawen, ta anohdan nyo a asa lang Dyos! Ki machalit kamwaya dyirad marahet saw a ispirito. Ta aran sira, ki manganohed sa kan paychamirpirpir daw kāmo da, ta dosāen sanchi a oyod ni Āpo Dyos. 
JAS.2.20	Samna! Kabo pan arang nyo an nawri lang kapanganohed nyo. Chakey nyori a ipaneknek ko dyinyo a abaw sinpaspangan kapanganohed a abos kaparin? 
JAS.2.21	Chiban nyos simna Abraham a kapoonan ta kaychowa. Napalinteg abawri maynamot do nakatongpal naw so bilin no Dyos a kaidāton nas Isaak a pōtot na do pangidātonanaw a pinatnek na? 
JAS.2.22	On, mapatak a maawātan a nagtonos kapanganohed kan kaparin ni Abraham. Taywaran dya siraw kaparin naw nangpaneknek a abaw pagkorāngan no kapanganohed na. 
JAS.2.23	Oyod a natongpal inpatolasaw no Dyos do Masantwan a Tolas a kāna, “Nanganohed si Abraham do inbahey ni Āpo Dyos, kan maynamot do dyaya nakapanganohed na, inbidang no Dyos a malinteg do salapen na.”
JAS.2.24	Dawa, naboya nyo a mapalinteg asa tawo an myan kaparin na a mangpaneknek so kayan kapanganohed na. Iyabaw kaibahey naw sya a tod a myan so kapanganohed.
JAS.2.25	Komwan paw si simna Rahab
JAS.2.26	Malawag a maboya ta dya a aba polos sinpaspangan kapanganohed, an dya mapawnotan so kaparin, ta kayarig na do inawan a mabata bangkay an abo pahad na.
JAS.3.1	Kakakteh, dyi nyo pakono a kalikagōman kāro nyo a mayparin a mangnanawo so chirin no Dyos, ta chapatak nyo a an dyi da onotan innanawo daw, rakorakoh atbayen da kan siraw nachinanawo saw dyira. 
JAS.3.2	Ta yaten a tawotawo, ki pirmi tabawri a magriro, naten dana do kapaychirin ta? Ki an myan asa tawo a dya polos a magriro do kapaychirin na, apabaw pagkorāngan no nawri a tawo, ta maparin narana pagpeten inaynawan na a dya mamarin so marahet. 
JAS.3.3	Chiban nyo iyaw asa kabalyo. An bosalan ta, mapalongo taw inawan naw do aran dino a chakey ta. 
JAS.3.4	Mana ahapen ta pangarigan biray. Iyaw biray, ki rakoh, kan mayit kapadoydoy syan salawsaw. Ki aran komwan, dēkey agōsan naw a osaren kapitanaw a mapalongo so birayaw do chakey na a palongwan sya. 
JAS.3.5	Masaw rida a dēkey a partis no inawan, ki oyod a rakkoh ayaman na.
JAS.3.5	Iktokto ta an maypāngo kasosoh no rakoh a kahasan do dēkey lang a asdeb no apoy. 
JAS.3.6	On, komwan kayarig no rida, ta akmay apoy a binyayan ni Satanas do apoyaw a yapod impyirno,
JAS.3.7	Oyod a maparin tawo mangiwam so tabo a kitan parswa ni Āpo Dyos a akma siras bolaw saya, siraw somayasayap saya, siraw komayakayab saya do tana, kan siraw myanayad tāw. On, myan danaw nakaywam siras komwan saya. 
JAS.3.8	Ki aryoriw nakapaywam so rida na? Oltimo a marahet kan mapagpet aba. Kayarigan naw napnos binīno. 
JAS.3.9	Ta chiban nyo, osaren ta a pagdayaw do Dyos a Āmang tad hanyit kan pangabay ta pas kapayngay ta a tawo a pinarswa no Dyos a akma dya.
JAS.3.10	Samna! Asa lang a dangoy pakayapwan kapagyaman kan kapangabay. Kakakteh ko, dyi nyo pakono a parinen nyaya. 
JAS.3.11	Ta iyaw asa akbod, ki maparin na paro a pahtoten matami kan matabhah a ranom? Ay engga! 
JAS.3.12	Kakakteh ko, maypāngo a may-asiw kayo a igos so olibo, mana obas so igos? Masaw a polos a maparin aba ranom kan tāw pahtoten asa akbod.
JAS.3.13	Aryoriw masirib kan makaāwat dyinyo?
JAS.3.14	Ki an maiimonen ka kan rakoh kalakam mo a mangipatongpal so chakeyaw no bokod mo a inawan, ipangas mwaba myan sirib mo, ta mabayataw ka, ta aba dyimo oyod. 
JAS.3.15	No nyaya a kitan sirib, ki yapo aba do Dyos, an dya yapod lobongaya, ta sinasairo nyaya a kinasirib a yapod marahet a pangtoktwan no tawotawo. 
JAS.3.16	Ta no myan so īmon kan kalakam a mapatohos so bokod na a inawan, masigorādo a myan pa daw kaket kan tabo a kitan marahet. 
JAS.3.17	Ki no tawo a myan so sirib a yapod Āpo Dyos, ki madalos so kapangtokto. On, nya tawo, ki mapaychapya, masingpet, mapilpilit aba, taywara a māsisyen kan nāw na mamariparin so maganay, mangidomdoma aba, as kan polos a dya maysinsīsingpet. 
JAS.3.18	Siraw tawotawo a mapaychachapya tan myan tonos do payapayawan da a tabo, ki kayarig daw maymoha so kapya kan tonos. As no apīten danchi, ki malinteg a kabibyay da.
JAS.4.1	Āngo saw pakayapwan kapaydidiman kan kapagsosogal nyo? Yapo abawri do kinaderrep kan kalikāgom no inawan nyo a pirmi a maydidiman do irahem nyo?
JAS.4.2	On, myan kalikāgom nyo, ki mahap nyo abaw pakakdekden nyowaw. As dawa, nakasagāna kamo a mangdiman tan myan mahap nyo. Masaw a chaimon nyo an dyi nyo a mahap, as nawriw pachidimanan nyo. Ki no kaoyodan na, abaw mahap nyo, ata, manahes kamo abaya di Āpo Dyos. 
JAS.4.3	Ki an mangdaw kamwaya, abayaw marawat nyo, ata, madiayaw pinsar nyo, ta nawryayaw chitahen nyo paychakatekatehaw no inawan nyo. 
JAS.4.4	Pakawanem kamo! Akma kamwayas masawekaw a dya polos a mapagtalkan. Chapatak nyo abawri a iyaw kapachisit nyo do nainlobongan saya kapangtokto kan kaparin, ki kapangipsok nyo so Dyos? On, no mangīsad a maybibyay do nainlobongan saya a dadakay, ki maibidang a kabosor no Dyos. 
JAS.4.5	Batahen nyori a abos sinpaspangan naitolasaw do Masantwan a Tolas a kāna, “Iyaw Ispirito Santo a intoroh no Dyos a myan dyaten, ki siimon an dyi ta oyod a madaw dya”?
JAS.4.6	Ki aran komwan, somawasaway parabor no Dyos dyirad mapakombabaw a akmas inpatolas naw do Masantwan a Tolas a kāna, “Kontraen sa no Dyos makokospag saw, ki ipaboya naw kāsi na dyirad mapakombabaw.”
JAS.4.7	Dawa, mapaitoray kamo pakono do Dyos. Kontraen nyos Satanas tan payaywan naynyo.
JAS.4.8	An maypasngen kamo do Dyos, ayket na, maypasngen Dyos dyinyo. Inyo a maygaygatos, tadyichokodan nyo gatogatos nyo tan madalos kabibyay nyo. Inyo a matohatohay so kapangtokto, paychaycharwahen nyo pabaw kapangtokto nyo a monot do Dyos. 
JAS.4.9	On, basbāli a pagmamayo, itanyis, kan paychaychahoho nyo pakono kapagbabāwi nyo maynamot do gatogatos nyo. Tadyan nyo so katanyis kasoyot nyo, kan tadyan nyo so kapagmamayo karagsak nyo a maynamot do kāron gatos nyo. 
JAS.4.10	Ta an magpakombaba kamo do salapen no Dyos, ki idāyaw nanchinyo.
JAS.4.11	Kakakteh, maysinpaparahet kamo aba. Ta aran sino a maparahet mana mangokom so kakteh na, ki bāli maychirin danas maikontra do linteg no Dyos a iyaw bata naw a chadaw nyo kapayngay nyo a tawo.
JAS.4.12	Si Āpo Dyos lang manoroh so linteg kan myan so kalintegan a mangokom dyaten. Iya paw mangisalakan kan mangrarayaw.
JAS.4.13	Changori, adngeyen nyo yaken inyo a makabata sya a kon nyo, “Magbyahi kamis changori mana anchan delak do asa syodad, as omyan kami daw so makatawen. Magnignigosyo kaminchi, kan syirto a aro maganansya namen daw.” 
JAS.4.14	Samna! Chapatak nyori an āngo nchiw kabibyay nyo anchan delak? On, ta no byay ta, ki akmas angepaw a maboya so dēkey, as kabo na. 
JAS.4.15	Komwan pakono machita chirinen nyo: “An ipalōbos no Dyos a mabyay kami panchan delak, parinen namen anchiw nyaya mana nawri.”
JAS.4.16	Ki āngo rid mapangas kamwaya, as kan itangsit nyowayaw pariparinen nyo sanchi? Pakawanem! Maddi sa tabo akmaya syay a kapaykoykospag. 
JAS.4.17	Dawa, no tawo a dya mamarin so chapatak na maganay, ki makagatos do salapen Āpo Dyos.
JAS.5.1	Changori, inyo a mabaknang, ki adngeyen nyo yaken ah! Itanyis kan pangagagay nyonchiw kabakel nyo, ta īto danaw didigra a magtopak dyinyo. 
JAS.5.2	Apabanchiw sinpaspangan kinabaknang nyowaya, ta mararayaw sanchi. As siraw in-intwan nyo saw a laylay, ki taromitimen anchi.
JAS.5.3	No balitok nyo kan pirak nyo saw, ki naypopongos dana sa so ratchi maynamot do nakahay darana do nangapyan nyowaw sira. Iyanchiw nyaya ratchiw mangipaneknek so kakōsit nyo kan kaāgom nyo, kan iya panchiw mangronot so mismo a inawan nyo a akmay apoy. No kaoyodan na, ki iyaba lang kinabaknang kinapya nyo, an dya iya paw kadosa nyo do apoy do kapanawdyanaw a araw a kapangokom. 
JAS.5.4	Chiban nyo nyaya! Abaw tayotayo nad Āpo Dyos no tangdan dayan nachitaltalonaya dyinyo a kinopit nyo. Ki sichangori, mangagagay sa, ta chakey da a mapalobosan sa a maybidi dyirad akin dyiraw dyira. On, iyaw kapaylangetnget daw no nachiranyi saw dyinyo a kinosit nyo, ki nadngey dana sa tabo nyaya no Dyos a Manakabalin do tābo.
JAS.5.5	Do tanaya, naybibibyay kamo a siboboslon kan ninanam nyo kinaragsak. Ki akma kamo so bakaw a pinataba nyo saw inawan nyo a maisagāna do dyi nyo a chapapatak a kaparti nyo. 
JAS.5.6	Pakawanem kamo! Palalo danayaw pinarin nyowaya! Pinagatos kan diniman nyo sayaw tawotawo saw a abos gatos dyinyo, as kan polos a dyi daynyo a narawa.
JAS.5.7	Ki inyo a kakakteh, an-anōsan nyo pakono lidyalidyat nyo saya a mandanchan kapaybidi ni Āpo ta. Iktokto nyo kaānos no homakaw a mangnanaya so chimoy no ammyan kan mangchamba so chimoy no rayon tan makapaymoha so binyi na. Maanōsan na paw mangnanaya so kaapit no mapategaya a asi no nayhohopagan na. 
JAS.5.8	Dawa, aran inyo, machita magānos kamo kan nāw nyo a payiten kapangtokto nyo, ta īto danaw kapaybidi ni Āpo ta a si Jesos.
JAS.5.9	Kakakteh, dabadabayen nyo abaw kadwan dyinyo tan dyi naynyo a okomen no Dyos. Īto danaw Mangokom, kan ari dana maytēnek do rowangan! 
