MAT.1.1	Ísti karakata Jesukristueri sïrukueri, enga Dabidi ka Abrani uájpeka:
1PE.3.17	Enga Diósï ísï uéjka, sánderu sésisti nósesi ambe nitamanchani sési ambe úrini, eska nósesi nitamanchani nósesi ambe úrini. 
1PE.3.18	Jimboka Krístujtu, engajtsïni Diósï jinguni páka, juchari k'amanharhintskuechani jimbo, ma xanharkusï uarhika, ima enga no k'amanharhintstika, k'amanharhintstichani jimbo uarhisti, uándikunhasti ka espirituni jimbo tsíntasti.
1PE.3.19	Ka Espiritu jimbo niraspti aianguantaani imani espirituechani engaksï jupikata jápka, 
1PE.3.20	imechani engaksï Diósïni no uékapka kurhandirakuni jiájkani enga Noe k'éri icharhutani úni jápka, Diósï erokorhexapti eskaksï andarhentapiringa. Jiájkani engaksï no uánekua p'ímutanhantapka, engaksï iúmu tanimu k'uiripujku itsï jimbo p'ímutanhantapka; 
1PE.3.21	ka ima itsï, iásï itsï atajtsïkua arhikuekaxati engaksïni p'ímutantani jaka, ka no juparhekorhentskuesti, jinisï arhikuekajti eska sési jáxentaakia Diósïni japarini, Jesukristueri tsíntskua jimbo, 
1PE.3.22	ka enga Jesukristu kénchentaka, Diósïni jurhijkandani jakusti, ka ánjelichaksï ka juramuticha ka juramukuechaksï kurhajchasïndi.
1PE.4.1	Krístunchkaksï nósesi kántaspti atani, chájtu ísï eratseni ja je eskajtsï atanhaaka: Ima enga atanhani kánhakia, nóteru úsïndia k'amanharhintani, 
1PE.4.2	ka engateru jamberi nótki uarhini jauaka, nóteru ísï irekorheati eskaksï parhakpeni anapuecha na nósesi jánhchajka, eska ísï irekorheakia eska Diósï na uéjka. 
1PE.4.3	Sésku jarhasptia ísï jámani eskaksï na jámapka ísï eska no jakajkuticha, tsînchekorhentatini, ka ísku jámanhchani, ka jukarijtsï kauisïrempka, ka diósï eratakatechanijtsï k'éri ambe arhiasïrempka. 
1PE.4.4	Indeni jimboksïnisï no jakajkuticha nósesi xéchejti engajtsï cha nóteru imecha jinguni jurajkutakorhentka nósesi ambe úni, ka jimboksïnisï xáni uandatsechejti. 
1PE.4.5	Imaksï Diósïni japarini uandantaati imani jimbo engaksï újka, ima enga tsípiticha ka uarhirichani k'uetsaperantajka. 
1PE.4.6	Jimboksïsï uarhiricha jamberi Ambakiti aiangperakuani aiangunhantati, ka arhinharhikunhatinksï ambe engaksï xáni úka engaksï tsípiti jámani jápka, eska imecheri espiritu úaka Diósï jinguni jarhani. 
1PE.4.7	Janoxatiia ima jurhia enga iámendu ambe k'amakurhiaka. Míakua juka je ka míani ja je ka méntku uandamukukorheni ja je. 
1PE.4.8	Ka sánderu sáni kánekua xénhchpera je, jimboka xénhchperakua uánekua k'amanharhintskuechani púatspeantaasïnga. 
1PE.4.9	Iámenduechani chénio sési eroa je, méntku nómbe ma uadatsejpeparini. 
1PE.4.10	Ka máteruecha jinguni sési úra je ambe engaksïni Diósï kóndeka. 
1PE.4.11	Eka nema uadajka, ísï uande eska Diósï uandani jarhani; ka eka nema marhuatspeaka, ima uinhapekua jinguni marhuatspe enga Diósï íntskuka, ka ísï Diósï enga méntkisï k'érika ka uinhapekua jatsini, iámendu ambe jimbo Jesukrituni jimbo k'érikuarhu péranhaati, ka ísïue. 
1PE.4.12	Tátecha, ásï nósesi xe je indeni ts'éjkperakuechani jimbo engajtsï úkorhenchani jaka, ásï ísï xe je eskajtsï támusï ambe ma úkorhenchani jaka, 
1PE.4.13	sánderu sáni tsípe je engajtsï méntkueni nósesi kánhani jaka eska Krístu, ka chájtujtsï kánekua tsípeaka jiájkani enga Krístu k'érikuarhu xarhantaaka. 
1PE.4.14	Tsípe je cha engajtsï Krístuni jimbo útamenhaaka, jimboka Espiritu t'íntskueri, enga Diósïri Espiritueka cha jinguni méntkisï jámaxaka. 
1PE.4.15	Ásï nema jukanche nósesi p'ikuatanhani ka k'uratsetanhani jimboka atajpitiska ka jimboka sïpajkurheska ka jimboka nósesi úriska ka jimboka arhirperakua ínchaakutspeni jámsïnga. 
1PE.4.16	K'óru eka nema nósesi ambe úkorhenchaska ka Krístuni mintsikani, ásï k'uratse, k'éri ambe arhi Diósïni, jimbokajtsï Krístuni mintsikasïnga. 
1PE.4.17	Jimboka jurhiata janoskia enga Diósï imo anapuechani uénaaka arhinharhikuani. Enga jucha jinguni uénaaka, ¿ambeksï xáni nósesi úkorhencha ima engaksï Diósïri ambakiti aiangperakuani no jakajkujka? 
1PE.4.18	Eka kaxumbiti ma úkua jimbo p'ímutantskorheaka, ¿ambexamuksï xáni úkorhenchaa ima engaksï nósesi ambe újka ka k'amanharhintsticha? 
1PE.4.19	Ísï jimbo, ima engaksï ambe úkorhenchajka jimboka Diósï ísï uékasïnga, sési ambe ue ka imeri tsípekuani Diósï K'uerajpirini jurajkukue enga no jurajpejka.
1PE.5.1	Achamasï urhejtsïkurichani arhiaxaka, ísï uandaxaka jimbokani jíjtuni urhejtsïkuriska, ka xékorheska Krístu na enga úkorhenchaka, ka jíjtuni p'iuaka imani t'íntskuani enga xarharani jámkia. 
1PE.5.2	Eranguani ja je Diósïri karichichani engajtsï cha jurajkumenhaaka, ka ásï no únhchaparini u je, ásï tumina andanhchaparini u je. Mintsita jinguni ka tsípekua jinguni u je ísï eska Diósï na uéjka; 
1PE.5.3	ásï uinhamarhea je imechani engajtsï erangutaranhaaka, sánderu sáni cha uéna je sési ambe úni. 
1PE.5.4	Ka jiájkani enga K'éri karichi eranguti junguaka, t'íntskueri kanakuajtsï intsïnhaaka enga nómeni k'amakurhijka. 
1PE.5.5	Májkueni chájtu tumbicha, achamasïchani kurhajchaa je; iámenduechani kétsekua uérakua je, jimboka Diósï no uékaasïnga imechani engaksï k'éramakorhejka, ka kóndeantaasïndi imani engaksï kétsekua uératspejka. 
1PE.5.6	Diósïri uinhapxurhakuani kétsekua ueraku je, ka jiájkani enga jurhiatekua niáraaka imaksïni k'érikurhu péraati. 
1PE.5.7	Chári uandanheatechani Diósïni jurajkukua je, jimbokaksïni ima eranguni jarhasïnga. 
1PE.5.8	Jinguntku ja je ka míani ja je. Nóambakiti engajtsïni ikiachejka, ísï jurhani jarhasïndi eska púki, karuchantani jarhasïndi jirinhantani nénisï ántaa. 
1PE.5.9	Kánekua tekaantsï je ka kánekua sési jakajkuni ja je, nóambakitini anhatseku je, ka Diósïni méntku mintsikani ja je, míaparini eskaksï ma parhakpeni erachicha, májkueni eska cha, nósesi jásï ambe tekaantaxaka. 
1PE.5.10	Diósï, enga xáni kóntpejka ka engaksïni t'íntskuarhu péraka Krístuni jimbo, engajtsï sóndi nósesi úkorhenchakia, imaksïni sési p'ikuarhenhetantaati, ka kánekuaksïni mintsikatarani ka uiuinhajkuntaatiksïni ka nóteruksïni jurajkuatia. 
1PE.5.11	Diósïri irechekua ménkisïue. Ka ísïue. 
1PE.5.12	Silbanu, jucheti erachi engani mintsinharhijka, inderini jarhuatasti engaksïni sáni íni ambe karacheka engaksïni arhini jaka ka aianguntani jarhani, enga sési jimbo ísïka Diósïri xénhchperata; ásï jurajku je íni ambe. 
1PE.5.13	Kurhangorhexatiksïni jakajkuticha engaksï Babilonia jaka, engaksï májkueni erakukateka eskajtsï cha na erakukateka, ka jucheti uátsï Márkusïjtuksïni kurhangorhexati. 
1PE.5.14	Xénhchperaparini iámenduecha uandajpera je. Eskajtsï sési jauaka cha engajtsï Krístuni jingunika.
2PE.1.1	Simoni Pédru, Jesukristueri jántspiri ka uandakua pári, uadajpaaxaka iámenduechani engaksï juchari Diósïri ka Jesukristu p'ímutantspiri jimbo xáni sési jakajkukuni jaka, ísï eskani jucha na jakajkuni jaka, imaksï no jukari ambe arhijpesïndi. 
2PE.1.2	Eskaksïni Diósï kánekua ambe kóndeaka, ka eskaksïni sési jakua íntskuaka jimbokajtsï Diósïni ka juchari Acha Jesusini míteskia.
2PE.1.3	Diósï imeri auandarhu anapu uinhapekua jimbojtsïni iámendu ambe íntskusti, engachi jimbo úaka Diósïni íntskukorhentani ísï eska ima na uéjka, engajtsïni mítetaraka imani engajtsïni imeri k'érikua jimbo uandajpaka, ka imani xáni k'éri ambe jimbo enga ima úpka. 
2PE.1.4	Indeni jimbochi jucha intsïnhaska xáni sési ambe enga ima aiatspeka, indeni jimbojtsï Diósïriuaka, ka ísïksïni no pájtamaati íni parhakpeni anapu ísku jánhchakuarhu enga sánhani arhijka k'amajpeni. 
2PE.1.5	Jángorhekuntsï je chári jakajkukuani arini ambe kúndani: Sési ireka je, ka sési irekaparini míakua juka je, 
2PE.1.6	ka míakua jukarini, p'íngukorhe je, ka p'íngukorhetini, tekaantsï je, ka tekaantatini, Diósïni íntskukorhentsï je, 
2PE.1.7	ka Diósïni íntskukorhentatini, sési arhijpere je, ka sési arhijperatini, xénhchperakuaterku kúnda jeia.
2PE.1.8	Engajtsï cha íni ambe míauakia, chári irekua marhuauati ka juchari Acha Jesukristujtsï no ísku míteaka. 
2PE.1.9	Ne enga íni ambe no jánhaskajka, pátenharhisti ka axujku exesïndi; ka mirikurhistia eska pímbinhajkunhantaskia. 
2PE.1.10	Ísï jimbo, erachicha, Diósïksïni erakusti, jángorhentsï je chári irekuarhu íni ambe sési inchajtsïni. Ka ísï jámantsï nómeni k'amanharhintaaka. 
2PE.1.11	Ísïjtsï Acha ka p'ímutantspiri Jesukritueri irechekuarhu méntkisï anapurhu kókosï mítamenhaaka.
2PE.1.12	Ísï jimboksïni ji íni ambe méntku míatani jauaka, nájkirukajtsï mítetini jakaia, nájkirukajtsï uinhamu jakajkutini jaka imani ambe enga ísïka engajtsï mítetini jakaia. 
2PE.1.13	Sési exesïnga, ekani jamberi jámani jauaka míatanksïni jarhani. 
2PE.1.14	Mítetixaka eskani p'íkunhantaakia, jimbokarini juchari Acha Jesukristu ísï arhiska. 
2PE.1.15	K'óruni jángorhekuntaaka eskajtsï méntkisï íni ambe míauaka engani ji nóteruni jauakia.
2PE.1.16	Engaksïni aianguntaka eska Acha Jesukristu uinhapekua jinguni junguaka, jucha nómbema újtsïkorheska, jucha Jesusiri k'érikuani xékorheska. 
2PE.1.17	Jimboka Diósï Táte k'érikuarhu péraska, jiájkani enga t'íntskua arhipka: “Ísti jucheti Uátsï xénhachakata engani jimbo ji xáni tsípejka.” 
2PE.1.18	Imani jucha kurhaakorheska, enga auadarhu uéraka, jiájkani engachi juáta erakukatarhu Jesusi jinguni jápka.
2PE.1.19	Ísïchi úaka iámu ambe jakajkukuaani engaksï Diósïri uandaricha uandaka, sési japirindi eskajtsï erajkutakueni kurhanguntapiringa, enga pájpakandu t'íntskarani jarhajka, ka eka jamberi eramarhandekueuaka ka eka jamberi chári mintsitecharhu k'uanhari andarani jauakia. 
2PE.1.20	Ka méntku míani ja je eska nóma ma enga Diósïri karakata jurhentpejka úaka jánhaskorhenhani eska na uékanhaaka; 
2PE.1.21	jimboka nóma Diósïri uandari imeri jimbo uandaska; méntku ménderuenisti, Espiritu Sántusï Diósïri ambe uandarpeti.
2PE.2.1	Ka iretarhuksï ióntki uánekua diósïri uandari eratakorhericha jámaxapti, chánksïntuksïni uánekua jurhentpiri eratakorhericha niáracheati engaksïni no Diósïri ambe jurhendaaka, ka nósesi ambeksïni jurhendaati. Ka Achanksï jamberi, enga imechani euajpeantaaka nóksï jiókorheati, ka ísï jámanksï sóntku k'amajkukorheati. 
2PE.2.2	Uánekuaksï chúxapauati ka ísï jámaatiksï eskaksï ima námendu jánhchajka, ka ambakiti xanharinksï nósesi ambe arhiati. 
2PE.2.3	Ka tuminaksïni euarhenhchani, jándirachentaatiksïni ka úraatiksïni; k'óru jarhastia nénaksïsï arhinharhikunhaa, ka nóksï úati uéjkuni imani enga arhinharhikuauaka.
2PE.2.4	Diósï imani ánjelichani jamberi no púakuantaasti engaksï k'amanharhintapka, sánderu jamberi iauani kénhekua uekanhaaspti ka pájpakandu mínhaani, jima jatsiani imani jurhiatekua jamberi enga arhinharhikperanhaaka. 
2PE.2.5	Tua anapuechantu no p'amojkuaspti, ka Noéntku ka máteru iúmu tsimani k'uiripuechani tsípiti jurajkuaspti, jimboka Noe arhijpesïrempka eska kaxumbenhantapiringa, jiájkani engaksï no ambarhati k'uiripuechani iurhentpekua páapka; 
2PE.2.6	Diósï Sodomani ka Gomorrani t'upuri jáputerku jurajkuasti, ka no ambarhati k'uiripuechani exeraasti ambe engaksï úkorhenchapiringa; 
2PE.2.7	ka Lótini enga kaxumbitipka, p'ímutantaspti jimboka ima no ambarhati k'uiripuechani uandanheakuasïrempka engaksï ísku jánhchempka. 
2PE.2.8	Inde achamasï kaxumbiti enga no ambarhati k'uiripuechani exeani járhempka, mándani pauani kánekua uandanheasïrempti nósesi ambe exerini ka kurharini.
2PE.2.9	Íni jimbo, Diósï xarhataxati eska ima p'amojkpitichani p'íjpantaasïnga engaksï ts'éjkunhaaka, ka imani jurhiatekua enga Diósï arhinharhikpeaka no ambarhati k'uiripuechani maiampetarauati. 
2PE.2.10	Ka sánderia imechani engaksï ísku jánhchakua ambe tsitijka, ka Achantuksï no kurhandirakunhchani.
2PE.2.10	Imaksï jurhentpiri k'éramakorhericha, no k'uratsekua jukaricha, sési jásï uiuinharhatichaksï no chésïndi útakuani. 
2PE.2.11	K'óruksï Diósïri ánjelicha engaksï sánderu uinhapekua ka juramukua jatsika, imaksï Diósïni japarini no tekaasïndi indechani nósesi arhiani. 
2PE.2.12	Ka íchkaksï k'ória, manakorherinksï jámasïndi engaksï no kurhangujka, engaksï míndakata jaka andangunhani uándikunhani, engaksï nósesi arhijka imani ambe engaksï no míteka, ka manakorherinksï k'amandeati.
2PE.2.13	Imaksï májkueni nósesi kánhantaati eskaksï na kámpejka. Sésiksï p'ikuarherasïndi ísku ambe niátani náuejkiksï xénhani jarhani; k'uratsekua ambesti engaksïni pámbetajka t'ireni, jimbokaksïni pájtamasïnga nósesi xarharani. 
2PE.2.14	Nóksï úsïndi uarhitini ma no atamarheni, ka nóksï niáchasïndia k'amanharhintani, ka atamarhetaasïndiksï imechani engaksï nótki újka p'íngukorheni, sésimenduksï mítekusti néna ambe euakorhpeni. Indeni jimboksï ikimenhaati. 
2PE.2.15	Ambakiti xanharinksï jurajkusti, ka támu ísïksï nirastia, Balami, Bosori uájperi xanhari jimbo, ima tsípesïrempti enga maiamunhempka nósesi ambe úrini, 
2PE.2.16	k'óru imeri no kurhandirakua jimbo xukanhasti. Ch'anchaki ma uandajpaspti ka arhini eska nóteru nósesi ambe úni japiringa.
2PE.2.17	Indeksï jurhentpiri eratakorhecha, ísïsti eskaksï itsarhuecha engaksï k'arhingukia, ka eskaksï janikuecha enga akuitse janikua pájka, indeksï sánderu kánekua pájpakandekua patsamenhaxati. 
2PE.2.18	Útantasïndiksï ka ísku ambeksï uémuskorhesïndi, ka ménderuksï nósesi jánhchataasïndi imechani engaksï k'amanharhintskuani nóna jarhareani jaka. 
2PE.2.19	Arhiasïndiksï eskaksï nóteru katsijkunhatini jauakia, ka jiniksï ima sánderu katsijkukata jarhani; jimboka néma, ambe enga inchajtsïmantatini jauaka, ima ambe katsijkutixati. 
2PE.2.20	Enga jurajkunhajkia íni parhakpeni anapu nósesi jángua ambe, jimbokaksï Acha ka P'ímutantspiri Jesukristuni míteskia, ka ménderu nósesi ambe únhani, inde ambe andajpesïndi ka sánderu nósesi pakatpeni. 
2PE.2.21	Sánderu sésipirindi eskaksï ambakiti xanharini no mítepiringa, eska indeni pímbinhasï juramukuani engaksï jurhendanhaka, tátsekua mítetini jurajkuni. 
2PE.2.22	Imaksï ísï jámasti eska na uandanhajka: “Uíchu jiuasïndi ka jimajku ántskantani.” Ka ístu: “Eka kúchi ma jikuaranhapiringa sóntku atsïmurhu inchamentapirindi.”
2PE.3.1	Jucheti pámpiricha, tsimani xanharistia engaksïni karacheni jámkia; íni tsimani karakatecharhuksïni uékaska míakua jatsikuni. 
2PE.3.2	Mia je ambe engaksï Diósïri uandaricha ióntki uandapka, ka mia je juchari Acha p'ímutantspiriri juramukuani engaksïni imeri uandakua páricha jurhendaka.
2PE.3.3	Ka méntku míani ja je eska jiájkani enga jurhiatekua k'amakurhiaka, máruksï juuati engaksïni teresmarhuaka, ka tsitiatiksï néna uéjkinini irekani. 
2PE.3.4	Ka teresmarhuparinksïni kurhamarheati: “¿Nani jarhaskia Krístu enga aiakorhepka junguani? Juchari tátechaksï uarhistia, ka parhakpeni jimajkantki uératini enga kueranhaaka útasï méntkueni jánhaskorhesti.” 
2PE.3.5	Uékantkuksï no uékasïndi jiókorheni eska Diósï imeri uandakua jimbo auandani úska, ka eska echerini uémaska, ka itsï jimbo mámaru jántskarani. 
2PE.3.6	Ka jimbosï ióntki iurhentpepti. 
2PE.3.7	Ka imani uandakua jimbo iásï anapu auanda ka echeri, chpíri jimboksï k'amajkunhaati. Jiájkani enga Diósï arhinharhikpeaka, jiájkani engaksï k'amajkunhaaka iámendu ima engaksï no ambarhaka.
2PE.3.8	Pámpiricha, mia je eska Achani jimbo ma jurhiatekua ísïska eska ambe míli uéxurhinicha, ka eska míli uéxurhinicha ísïska eska ma jurhiatekua. 
2PE.3.9	Acha no ióndasïndi íntspeni ambe enga aiatspejka, no ísïsti eskaksï máru na uandajka eska ióndasïnga, Diósïksïni jinisï tekaachentajti, jimboka ima uékasïnga eska nónema uarhiaka, sánderu sáni jinisï uéjti eskaksï iámenduecha Diósïni andarhentaaka.
2PE.3.10	Ima jurhia enga Acha junguaka, sïpajkurheni janonguati; ima jurhiatekua k'éri ma charancheati ka auanda nóneuati; ka chpíri iámendu ambe kurhiraati ka parhakpeni méntku k'amajpeati.
2PE.3.11	Enga iámendu ambe ísï k'amajpanhaaka, eratsentsï je néna enga k'uanijka Diósïni jinguni irekani, kaxumbe je. 
2PE.3.12	Jinguntku ja je erokorheni imani jurhia enga Diósï arhinharhikpeaka, ima jurhiatekua auanda ka iámendu ambe k'amajpeati. 
2PE.3.13	K'óruchi jucha jimbanhe auandani ka jimbanhe echerini erokorhexaka engajtsïni Diósï aiacheka, jima enga iámendu ambe sésiuaka.
2PE.3.14	Ísï jimbo, pámpiricha, engajtsï jamberi íni ambe erokorheni jauaka, jángorhentsï je Diósï jinguni sési jarhani, ka eskajtsï nómbe ma arhikua jukaaka. 
2PE.3.15	Eka Acha tekaantani jaka, ísï exe je eskajtsïni iámenduechani uékaxaka p'ímutantani. Ísï eskaksïni juchari erachi Páblu na karacheka, imani mímixekua jimbo enga Diósï íntskuka. 
2PE.3.16	Páblujtu imeri karakatecharhu íri ambe uandaxati. Nájkiruka jaka máru ambe enga úkua jukaka kurhanguni, engaksï no jánhaskaticha ka ima engaksï tsimanitsimaneajka támisï kurhanguntajka, ísï eskaksï máteru Diósïri karakatechantu na támisï kurhanguntaka, indeni jimboksï tsînchekorheati.
2PE.3.17	Chájtsï pámpiricha, íni ambe aiangunhaskia, ísï jimbo jinguntku ja je, ka ásï jurajkutakorhe je eskaksïni no ambarhati k'uiripuecha támisï páaka, ka Diósïntsï nóteru mintsikani. 
2PE.3.18	Acha p'ímutantspiri Jesukristuni jángorhe je sánderu míteni, imeri kóntperakua ka mímixekua jimbo. Jesukristunchi k'éri ambe arhiaka iásï ka méntkisï. Ka ísï.
1JN.1.1	Karachentaxakaksïni enga xáni ambe uénani jámantki jápka, ka imantu ísï engachi xáni ambe kurhaka, ka engachi xáni ambe juchari jimbo exekorheka, ka engachi xáni tsípekueri Uandakua ambe p'árheka, 
1JN.1.2	jimboka Tsípekua xarharaska, ka juchachi exeska ka xarhataxakachi ka méntkisï anapu tsípekueri ambechi uandantaxaka, enga Diósï Táte jinguni jápka ka engajtsïni xarhacheka. 
1JN.1.3	Indeni ambeksïni aianguxamka engachi xáni ambe exeka ka kurhani, eskajtsï ísï jámani chájtu jucha jinguni májkuentatini jauaka. Eskani jucha Táte jinguni ka Uájpa Jesukristu jinguni na májkuentatini jaka. 
1JN.1.4	Íni ambechi karantaxaka eskachi ísï jámani sánderu kánekua tsípeaka.
1JN.1.5	Ka indeni aiangperakuachisï Jesusini kurhajchaka, engaksïni iásï chánksïni aianguntani jaka: Eska Diósï t'ímarhandekueska, ka eska ima nósani p'ájpakandekua jukaraska. 
1JN.1.6	Ekachi uandaparini jámka eskachi ima jinguni májkuentatixaka, ka jinichi p'ájpakandu irekani jarhani, chkuándirasïngachi ka nóchi ísï irekaxaka eska néka. 
1JN.1.7	Ka engachi t'ímarhandu irekani jarhajka, ísï eska Diósï na t'ímarhandu jaka, ísïchi k'óru májkuentatixaka, ka Uájpa Jesusiri iurhirijtsïni iámendu járhati k'amanharhintskuechani p'ikurhentasïndi.
1JN.1.8	Engachi uandajka eskachi k'amanharhintskua nóma jukaraska, jandiojkuchi tandosï úkorhesïnga ka ima enga ísïka no jucha jinguni jarhasti, 
1JN.1.9	k'óru engachi p'amongorhentaska, úakachi mintsikani jarhani eskajtsïni Diósï púachentaaka. Ima enga nómeni jurajpejka ka kaxumbitini. Ka eskajtsïni iámu pímbinhajkuntajka. 
1JN.1.10	Engachi uandajka eskachi nómeni k'amanharhintaska, Diósïnichi chkuándira úntaxaka ka imeri uandakua nótki jucha jinguni jámaxati.
1JN.2.1	Jucheti uátsïticha, íni ambeksïni karachexaka, eskajtsï ísï jámani no k'amanharhintaaka. Ka eka nema k'amanharhintaska, kángorhesïngachi ma, ne engajtsïni Diósïni japarini kuájpentaaka: Jesukristuni, enga kaxumbitika. 
