MAT.1.1	Ɗe'e ngoni inɗe maama'en Yeesu Almasiihu lenyol Dawda, Dawda lenyol Ibraahim.
JAS.2.22	Too, a yi'ii hoolaare maako e yaada e kuuɗe maako. Nden hoolaare maako wartii kewnde ngam ko o waɗi. 
JAS.2.23	Ɗum hebbinii aayaare
JAS.2.24	Too, on ngi'ii Allah e jaɓa neɗɗo o aadiliijo ngam ko o waɗi, naa' ngam hoolaare tan.
JAS.2.25	Non maa, kaaruwaajo on ɗon bi'eteeɗo Rahab, o noddiraama aadiliijo ngam ko o waɗi nde o jaɓɓii ɓe ɗum liloyi ngam ndaara sirru leydi ndin. O walliɓe ɓe ndaɗiri wongol laawol feere.
JAS.2.26	Too, non no ɓandu ndu walaa foofaango wartii mayndu, non maa hoolaare nde walaa kuuɗe wartii baatunde.
JAS.3.1	Onon bandiraaɓe am, to' ɗuɗɓe mooɗon ngarta ekkitinooɓe, ngam on andi minon ekkitinooɓe ɗum ɓuray waɗankimin kiita kalluka. 
JAS.3.2	Ngam en fuu en parka naa' seɗɗa. To boo goɗɗo farkataa nder koo ɗume ko o wi'ata, too, kanko o kewɗo, e mo waawa o sura hoore maako.
JAS.3.3	Raa misaalu. To en ngaɗanii puccu njamndi gaɗeteendi e honduko maagu ngam ngu waɗa ko ngiɗɗen, en mbaaway ngaylitenngu fuu to ngiɗɗen. 
JAS.3.4	Ndaaree komiije ndiyam maa ngi'on. Koo nde ɗe mawɗe, hendu cembindu fooɗataɗe, e jamngel pamarel pooɗoowo komiwal ngal fooɗirtangal faada e maagal fuu to yiɗi. 
JAS.3.5	Non maa, ɗemngal ɗum goɗɗum pamarum nder ɓandu, ammaa e ngal mantitoo dow fii mawɗum. Ndaaree ngi'on no doccel hiite wulirta ladde mawnde. 
JAS.3.6	Ɗemngal ɗum hiite, e ngal heewi halleende, e ngal wonna koo ɗume neɗɗo. E ngal nanginana fuu jonde neɗɗo hiite ƴiwoynge daga wuro hiite
JAS.3.7	Neɗɗo e waawa elta koo iri ndiye mardi, e colli, e marle dasotooɗe, e koo ɗume gonɗum nder ndiyam. Yimɓe njaadake eltiiɗe. 
JAS.3.8	Ammaa walaa baawayɗo eltuki koo suruki ɗemngal. Ɗemngal ɗum fii kalluɗum, e ngal heewi tooke barooje. 
JAS.3.9	E maagal mantirten Joomiraawo Nyaako meeɗen Mo Dow, nden e maagal kuɗirten yimɓe ɓe ɗum tagi nder nandi Allah. 
JAS.3.10	Mantuki e huɗuki e wurtoyoo daga honduko go'o. Onon bandiraaɓe am, non haanaa. 
JAS.3.11	Ndiyam mbelɗam e ndiyam kaɗɗam waaway ɓula wigeere go'o? 
JAS.3.12	Bandiraaɓe am, ibbi waaway rima ɓikkoy jaytun? Koo inabohi waaway rima ɓikkoy ibbe? Non maa ɗum waɗataako wigeere to ndiyam gooduɗam lamɗam ɓulata wurtina ndiyam mbelɗam.
JAS.3.13	Moye woodi andal e faamu nder mooɗon? Sey o hollaɗum nder waɗuki jonde wooɗunde e kuuɗe boɗɗe nder lesnuki hoore e faamu. 
JAS.3.14	Ammaa to on ngoodi lawliiru kallundu e yidde hoore nder ɓerɗe mooɗon, to' on mantito dow maajum koo nganyon goonga. 
JAS.3.15	Iri nga'al andal naa' daga dow ngal ƴiwoyi, ɗum ngal duuniyaaru. Nden naa' daga to Ruuhu Allah ngal ƴiwoyi, to Ceyɗan ngal ƴiwoyi. 
JAS.3.16	Ngam fuu to lawliiru e yidde hoore woni, ɗon ciya jonde jam e koo iri ndeye halleende waɗetee. 
JAS.3.17	Ammaa andal ƴiwoyngal daga dow, arande ngal lamngal, nden ngal waddataa wannaare, e ngal wadda hakkiilo, ngal walaa mangu hoore, e ngal heewi yurmeende e kuuɗe boɗɗe. Ngal hollataa feerootirol, ngal walaa ciya goonga. 
JAS.3.18	Gaddooɓe jonde jam aawuɓe jam, ɓe pe''ay aadilaaku.
JAS.4.1	Ko waddata hawre e yeddootirki hakkunde mooɗon? Naa' suunooji konidooji e ɓerɗe mooɗon waddataɗum? 
JAS.4.2	On ngiɗii goɗɗum, on keɓataaɗum, ngam non on ngaɗa warhoore. On ngoodi suuno fii ɗum on jeyaayi, ammaa on keɓataaɗum. Kanjum waɗi on kaɓa on ngeddootira. On ngalanaa ngam on toraaki Allah. 
JAS.4.3	On toroo on keɓataa ngam on tororoo nyumooji kalluɗi, on ngiɗi majjinon ko keɓɗon dow nanki belɗum ɓalli mooɗon. 
JAS.4.4	On nyaamooɓe amaana! On andaa waaduki higaaku e duuniyaaru ɗum wanyuki Allah? Ngam non, fuu cuɓuɗo waada higaaku e duuniyaaru, o wartirii hoore maako ganyo Allah. 
JAS.4.5	Koo on kammii e meere aayaare wi'i, “Allah e woodi lawliiru dow yonki ki o waɗi nder meeɗen?” 
JAS.4.6	Ammaa Allah e ɓeyda walluki'en. Kanjum waɗi aayaare wi'i, “Allah wanyii gooduɓe mangu hoore, ammaa e mo walla lesnuɓe ko'e.” 
JAS.4.7	Ngam non, lesnee ko'e mooɗon ngaɗon ko Allah wi'i. Nganyee kuuɗe Ceyɗan, kanko boo o doggay'on. 
JAS.4.8	Ɓaddoyee haade Allah, kanko maa o ɓaddoto haade mooɗon. Onon gaɗooɓe hakke, mo''inee jonde mooɗon. Laaɓinee ɓerɗe mooɗon, onon gooduɓe ɓerɗe ɗiɗi. 
JAS.4.9	Ngannee, ngullee, mboyee. Ngaylitee jaleeɗe mooɗon ngarta bojji, nanuki belɗum mooɗon warta ciya nanki belɗum. 
JAS.4.10	Lestinee ko'e mooɗon yeeso Joomiraawo, kanko boo o mawninay'on.
JAS.4.11	Bandiraaɓe, to' on metindir haalaaji kalluɗi. Ngam fuu metuɗo haala kalluka dow bandiraawo muuɗum, koo yowanimo ko wooɗaa, metii haala kalluka dow dooka Allah won ɗon, yowaniiɗum ko wooɗaa. Ammaa taa yowanii dooka Allah ko wooɗaa, a wartii mo tokkataaka jowanoowoka ko wooɗaa. 
JAS.4.12	Allah tan woni kokkoowo dooka e gaɗoowo kiita. Kanko tan woni baawayɗo hisnuki e halkuki. Ammaa an a moye nde njowantaa bandiraawo maaɗa ko wooɗaa?
JAS.4.13	Naneeyam onon wi'ooɓe, “Hande koo jaango min njahay ndi'i gariiri koo ndin ton, min ngaɗa ndungu go'o ton min ngaɗa luumo min keɓa ceede.” 
JAS.4.14	Raa boo on andaa ko wangata jaango. No yonki mooɗon wa'i? Yonki mooɗon e nandi e curka wangooha ngam carel seɗɗa, gaɗa ɗon ka majjita. 
JAS.4.15	Sey ni mbi'on, “To Joomiraawo jaɓii yaarii yonki, min ngaɗay ɗu'um e ɗum ɗaa'e.” 
JAS.4.16	Ammaa raɗɗum jooni nder mawninki ko'e mooɗon on mantitoo. Fuu iri kin ɗon mantitaaki ki kalluki. 
JAS.4.17	Ngam non fuu anduɗo ko haani waɗa, ammaa o waɗaayiɗum, o waɗii hakke.
JAS.5.1	Jooni boo, onon riskuɓe, nanee ko mbi'aymi! Mboyee, ngullee ngam bone kalluɗum garowayɗum dow mooɗon. 
JAS.5.2	Risku mooɗon nyolii, mooƴi nyaamii kolte mooɗon. 
JAS.5.3	Jiinaari mooɗon e ajurfaari mooɗon fuunii, fuunuki mayri boo wartay ceyda dow mooɗon ɗum nyaamay ɓalli mooɗon bo hiite. On moɓtanii ko'e mooɗon jawdi nder balɗe ɗe'e ɗe re'uki duuniyaaru. 
JAS.5.4	Raɗɗum! Njoɓaari ndi nganyuɗon yoɓuki kuwanooɓe'on to gese ndi wulloyake'on. Bojji ittanooɓe'on ko ɓendi to gese njaarii to Joomiraawo Joomu Bawɗe. 
JAS.5.5	On ngaɗii jonde nanki belɗum e duuniyaaru, on nyaama, on njara, on ngaɗa no ngiɗɗon. On paynii ko'e mooɗon ngam nyalnde hirsuki. 
JAS.5.6	On taƴanii aadili'en kiita kalluka, on mbariiɓe, kamɓe boo ɓe ngeddaayi'on.
JAS.5.7	Ngam non, bandiraaɓe am, ngaɗee munyal haa yaaki nyalnde nde Joomiraawo wartata. Ndaaree no demoowo munyirta ngam ndiyam seeto e ɗam ƴaawol ɓendina fii boɗɗum ɗum o remi. 
JAS.5.8	Onon maa, munyee. Cembiɗinee ɓerɗe mooɗon, ngam wartoyki Joomiraawo ɓadake. 
JAS.5.9	Bandiraaɓe am, to' on metindir metemeteeji ngam to ɗum waɗana'on kiita. Raɗɗum, Gaɗoowo Kiita e darii to dammugal! 
JAS.5.10	Bandiraaɓe am, ciftoree annabo'en metuɓe nder inde Joomiraawo, no ɓe munyiri nder torraaji. Tokkee ko ɓe ngaɗi. 
JAS.5.11	On andi, en noddira munyuɓe barkiɗinaaɓe. On nanii no Ayuuba munyiri, nden on andi no Joomiraawo barkiɗinirimo daga gaɗa. Joomiraawo o kewɗo yurmeende e yidde.
JAS.5.12	Bandiraaɓe am, ko ɓuri koo ɗume woni to' on kunoro dow, koo ley, koo e koo iri ɗume fii. To on ƴamaama, to ɗum non, mbi'on “Ee” tan. To naa' ɗum non, mbi'on “Aa'a” tan. Ngaɗee non ngam to ɗum taƴana'on kiita kalluka.
JAS.5.13	E woodi jaroowo torra nder mooɗon? Too, o waɗa do'aare. E woodi nanoowo belɗum nder ɓernde muuɗum? Too, o yima gimi mantuki Allah. 
JAS.5.14	E woodi goɗɗo mo yamɗaa nder mooɗon? Too, o nodda mawɓe nder kawtal tokkuɓe Yeesu, ɓe ngaɗanamo do'aare, ɓe ngaɗanamo nebbam dow hoore nder inde Joomiraawo. 
JAS.5.15	Ngam do'aare gaɗaande nder hoolaare nde yamɗitinay mo yamɗaa. Joomiraawo yamɗitinaymo. To o waɗii hakke, ɗum yaafantomo. 
JAS.5.16	Ngam non, mbi'indiree hakke ɗum ngaɗɗon, nden ngaɗindiree do'aare ngam ɗum yamɗitina'on. Do'aare aadiliijo e nde woodi bawɗe e nde huwa. 
JAS.5.17	Iliya o neɗɗo bo meeɗen. O waɗi do'aare naa' seɗɗa ngam to' ndiyam toɓa to leydi ndin, sey nde ɗum waɗi duuɓi tati e lebbi joweego'o ɗam toɓaayi. 
JAS.5.18	Nden o fuɗɗiti o waɗi do'aare, sey dow yoofi ndiyam, leydi boo wurtini koo ɗume ko fuɗata.
JAS.5.19	Onon bandiraaɓe am, to goɗɗo mooɗon selii laawol goonga, nden goɗɗo wartiroyiimo dow laawol, 
JAS.5.20	andee ɗu'um: koo moye so''i gaɗoowo hakke daga tokkuki laawol ngol wooɗaa, o hisnay yonki gaɗoowo hakke on daga mayde, nden o wadday laawol yaafaaki hakke ɗuɗɗum.
1PE.1.1	Min Biiturus lilaaɗo Yeesu Almasiihu windi ɗerewol ngo'ol.
1PE.1.1	Mi windanngol yimɓe ɓe Allah suɓi, cankitiiɓe, gaɗooɓe jonde koɗaaku e leydi Fantus, e leydi Galaatiya, e leydi Kafadookiya, e leydi Aasiya, e leydi Bitiiniya. 
1PE.1.2	Allah Nyaako Mo Dow suɓii'on nder yidde maako. Ruuhu maako wartirii'on ceniiɓe, ngam tokkon ko Yeesu Almasiihu wi'i, laaɓon barka ƴiiƴam maako.
1PE.1.2	Allah ɓeyda barkiɗinki'on, ɓeyda hokkuki'on jam.
1PE.1.3	Yettoore tabbita to Allah, Nyaako Joomiraawo meeɗen Yeesu Almasiihu. Ngam yurmeende maako mawnde o hokkii'en yonki kesum barka ummaaki Yeesu daga mayde. Ngam maajum en ngoodi kammunde tabbutunde, 
1PE.1.4	en keɓay ndonu ngu lallataa, ngu wonnataako, nden ngu re'ataa, ngu ɗum resani'on ton dow. 
1PE.1.5	Onon bawɗe Allah e surana'on barka hoolaaki Yeesu, ngam keɓon kisndam ɗam o siryii wanginki nyalnde re'uki duuniyaaru.
1PE.1.6	Ngam non, nanee belɗum ɗuɗɗum, koo nde jooni ɗum waɗoto on nattay torraaji feere‑feere carel seɗɗa 
1PE.1.7	ngam tabbitinki hoolaare mooɗon. Hoolaare nden nde ɓuri jiinaari. Koo nde jiinaari nyalnde go'o ɗum re'ay, e ɗum foondiree hiite. Non maa ɗum foonday hoolaare mooɗon ɗum tabbitinande ngam keɓon manteeki, e teddineeki, e mawnineeki nyalnde nde Yeesu Almasiihu wartata. 
1PE.1.8	Koo nde on meeɗaayi yiikimo, on ngiɗimo. Koo nde naa' on ngi'amo jooni, on koolakemo, on nana belɗum mawɗum nder ɓerɗe mooɗon ƴaɓɓiiɗum meteeki. 
1PE.1.9	Ngam on koolake Yeesu Almasiihu waɗi on keɓa kisndam.
1PE.1.10	Annabo'en gaɗuɓe annabaaku dow caahu ɗum keɓoton, waato kisndam, ɓe ngaɗii ka ɗaɓɓutuki laawol kisndam ɗam ɗon naa' seɗɗa. 
1PE.1.11	Ruuhu Allah gonɗum nder ɓerɗe maɓɓe wi'iiɓe no Almasiihu torrortoo, nden gaɗa ɗon o mawninee. Ngam non, ɓe ɗaɓɓitii naa' seɗɗa ngam ɓe anda moye woni Almasiihu, nden ndeye fii ɗu'um waɗata. 
1PE.1.12	Ɗum wi'iiɓe onon ɓe kuwanta naa' ko'e maɓɓe, nde ɓe meti dow fuu fii ɗum ɗon ɗum nanɗon jooni. On naniiɗum daga to ga'ajinanɓe'on Habaru Belɗum barka Ruuhu Allah liloyaaɗum daga dow. Koo malaa'ika'en e ngiɗi faamukiɗum.
1PE.1.13	Ngam non, ciryee ɓerɗe mooɗon, curee ko'e mooɗon, ngaɗee kammunde mooɗon fuu dow barka ɗum um hokkata'on nyalnde wartoyki Yeesu Almasiihu. 
1PE.1.14	Ngaɗee jonde bo ɓiɓɓe gaɗooɓe ko ɗum wi'iɓe. To' on tokkiran suuno mooɗon ngo ndenno, ngo ngoodunooɗon carel ko on andaa koo ɗume. 
1PE.1.15	Ammaa non no Allah nodduɗo'on o ceniiɗo, onon maa, ngartee ceniiɓe nder ko ngaɗoton fuu. 
1PE.1.16	Ngam aayaare wi'ii, “Ngartee ceniiɓe, ngam min mi ceniiɗo.”
1PE.1.17	On nodda Allah Nyaako Mo Dow nder do'aare mooɗon. Nde e mo waɗana koo moye kiita dow kuuɗe ɗe waɗi, o hollataa feerootirol, ngaɗee jonde mooɗon nde koɗaaku e duuniyaaru ndu'u nder kulol Allah. 
1PE.1.18	On andi ɗum rimɗinii'on daga ngikkuuji meereeji ɗi ndonuɗon to maama'en mooɗon. Ɗum rimɗiniraayi'on fii re'oojum bo ajurfaari e jiinaari. 
1PE.1.19	Ɗum rimɗinirii'on ƴiiƴam Almasiihu gooduɗam daraja. Kanko woni bo karoori ndi walaa goɗɗum ko haanaa. 
1PE.1.20	Kanko Allah suɓi daga ko ɗum taga duuniyaaru, ammaa ɗum wanginimo ngam mooɗon e balɗe ɗe'e ɗe re'uki duuniyaaru. 
1PE.1.21	Barka maako kooliiɗon Allah, umminɗomo daga mayde, hokkimo mangu. Ngam non, e hoolaare mooɗon e kammunde mooɗon dow Allah ɗum woni.
1PE.1.22	Tokkuki goonga laaɓinanii'on ɓerɗe on ngiɗindiri yidde nde goonga. Ngam maajum, ngiɗindiree e ɓernde go'o. 
1PE.1.23	Ngaɗee non ngam Allah hokkii'on yonki kesum barka wolde maako goodunde yonki tabbutunde haa abadaa. 
1PE.1.24	No aayaare wi'i,
1PE.1.24	“Fuu yimɓe bo geene mba'i,
1PE.1.24	fuu laɓki maɓɓe bo piindi ladde wa'i.
1PE.1.24	Geene e njoora, piindi e saama,
1PE.1.25	ammaa Wolde Joomiraawo e nde ɗon haa abadaa.”
1PE.1.25	Nde'e wolde kayre woni Habaru Belɗum dow Yeesu Almasiihu ɗum um wa'ajinani'on.
1PE.2.1	Ngam non, alee koo iri ɗume ngikku kalluɗum. Alee fewre, e ngikku munaafukiijo, e lawliiru, e huɗuki woɓɓe koo iri kiye. 
1PE.2.2	No ɓikkoy keccoy ngiɗiri enɗam, onon maa ngiɗiree Wolde Allah non ngam nde waɗa'on cembiɗon nder kisndam ɗam keɓuɗon, 
1PE.2.3	nde on meeɗii nanki belɗum yurmeende Joomiraawo.
1PE.2.4	Ngaree to maako. Kanko woni hayre goodunde yonki. Yimɓe nganyiimo, ammaa Allah suɓiimo mawniniimo. 
1PE.2.5	Onon boo, bo kaaƴe gooduɗe yonki, alee ɗum huutira'on ɗum maha wuro ceniingo ngam Ruuhu Allah. Onon ngoni kawtal ardiiɓe diina, on kokka Allah cakkiri
1PE.2.6	Ngam aayaare wi'ii,
1PE.2.6	“Raɗɗum, mi suɓii hayre ɓurnde koo ndeye darnuki maadi,
1PE.2.6	mi tiggiinde nde joɗɗina maadi gariiri Sihiyoona;
1PE.2.6	fuu kooliiɗomo o semtintaake koo seɗɗa.”
1PE.2.7	Hayre nden ɗon e nde woodi mangu to mooɗon onon kooliiɓe Yeesu. Ammaa to ganyuɓe kooloomo ɓe ngi'ay no,
1PE.2.7	“Hayre nde mahooɓe nganyi,
1PE.2.7	kayre woni hayre ɓurnde koo ndeye darnuki maadi.”
1PE.2.8	Ɗonmaa wonde aayaare wi'ii,
1PE.2.8	“Ɗum hayre gaɗoore yimɓe feggoo,
1PE.2.8	gaɗoore yimɓe njana.”
1PE.2.8	E ɓe peggoo ngam ɓe nganyii waɗuki ko Wolde Allah wi'i. Non ɗum siryaniiɓe.
1PE.2.9	Ammaa onon ɗum lenyol ngol Allah suɓi, on kawtal ardiiɓe diina kuwanooɓe laamiiɗo mawɗo, yimɓe ceniiɓe, ɓe Allah jeyi. O suɓu'on ngam nga'ajinon habaru kuuɗe maako kayɗiniiɗe. O wurtinoy'on nder nyiwre ngam natton jayngol maako kayɗiniingol.
1PE.2.10	Ndenno naa' on yimɓe Allah, ammaa jooni on yimɓe maako. Ndenno on keɓaayi yurmeende maako, ammaa jooni on keɓii.
1PE.2.11	Onon ɓe ngiɗumi, on hoɓɓe nder duuniyaaru ndu'u, onon naa' ɗum ɓe ɗo'o. Ngam non e mi toroo'on, cendiree e suunooji ɓandu giɗɗi halkuki'on. 
1PE.2.12	Kollee ngikku boɗɗum nder yimɓe ɓe andaa Allah, ngam to ɓe mbi'ay on kalluɓe, sey ɓe ngi'a kuuɗe mooɗon ɗe boɗɗe, ɓe mawnina Allah nyalnde wartuki maako.
1PE.2.13	Koo ɗume laamu laamotooɗum yimɓe, tokkee ko ɗum wi'i, ngam non Joomiraawo yiɗi. Tokkee mawɗo laamiiɓe, ardiiɗo dow koo moye, 
1PE.2.14	haa e gomna'en, ngam laamiiɗo on liliɓe ɓe kokka gaɗooɓe ko wooɗaa bone, ɓe manta gaɗooɓe ko wooɗi. 
1PE.2.15	Ngam Allah e yiɗi ngaɗon ko wooɗi yeeso yimɓe ɓe ngalaa andal, ngam ngaɗon ɓe ala metemeteeji ɗi ngalaa faamu. 
1PE.2.16	Naa' on maccuɓe, on rimɗinaaɓe, ammaa to' on ngartir rimɗinki mooɗon warta laawol waɗuki ko halli, ammaa ngaɗee jonde bo maccuɓe Allah. 
1PE.2.17	Kokkee koo moye mangu, ngiɗee tokkuɓe Yeesu. Kulee Allah, mawninee laamiiɗo.
1PE.2.18	Onon maccuɓe, ngaɗee ko jeyɓe'on mbi'i'on kokkonɓe mangu koo ndeye. Naa' gooduɓe ngikku boɗɗum tan e ɓe caɗaa ngaɗanton non, haa maa e gooduɓe ɓerɗe kaɓooje. 
1PE.2.19	To neɗɗo munyii nder torra ngam e nyuma dow ko Allah yiɗi, Allah barkiɗinaymo, to e mo yara torra kan naa' ngam waɗuki ko wooɗaa. 
1PE.2.20	To on ngaɗii ko wooɗaa on piyaama on munyii, moye mantata munyal mooɗon? Ammaa to on ngaɗii ko wooɗi on torraama on munyii, Allah barkiɗinay'on. 
1PE.2.21	Dow iri kan ɗon torra Allah noddi'on, ngam Almasiihu maa yarii torra ngam mooɗon. O alanii'on ko tokkoton ngam njooɗorooɗon no o jooɗorii. 
1PE.2.22	O meeɗaayi waɗuki hakke koo seɗɗa, ɗum meeɗaayi nanki fewre wurtake daga honduko maako.
1PE.2.23	Nde o huɗaa, o waataaki. Nde o yari torra, o wi'aayi o waatoto, ammaa o alanii Allah gaɗoowo kiita goonga.
1PE.2.24	Kanko e hoore maako jaɓi o yowanee hakke ɗum ngaɗuɗen o ɓilee dow gaafaangal. O waɗu non ngam laawol mayde maako alen waɗuki hakke, njooɗooɗen jonde aadilaaku. No aayaare wi'i, “Barka nawnooɗe maako on njamɗitii.” 
1PE.2.25	Ndenno on nandii e baali majjuɗi laawol, ammaa jooni ɗum so''oyii'on ngam tokkon Gaynaako Paamanayɗo yonkiiji mooɗon.
1PE.3.1	Non maa onon rewɓe teegal, tokkee ko worɓe mooɗon mbi'i. Ngam to e woodi woɓɓe worɓe ɓe tokkaayi Wolde Allah, ɗum gaɗotooɗum ngikku rewɓe maɓɓe waɗa ɓe tokka Allah, naa' sey to ɓe metanaama,
1PE.3.2	to ɓe ngi'ii ngikku mooɗon boɗɗum nden ɓe ngi'i on ngaɗa ko ɓe mbi'i. 
1PE.3.3	To' mo''itinaaki ki mo''itintooɗon warta ki ɓandu tan, bo morɗi, e ko waɗiraa e jiinaari, e kolte gooduɗe ceede.
1PE.3.4	Sey ni mo''itinaaki mooɗon warta mo''inki ɓerɗe mooɗon e waɗuki ko lallataa waato lestinki hoore, e suruki hoore. Iri kin ɗon mo''itinaaki ki lallataa; kanki woni ɓurki wooɗuki yeeso Allah. 
1PE.3.5	Ngam ndenno non rewɓe ceniiɓe gaɗuɓe ɓerɗe maɓɓe dow Allah mo''itinorii nde ɓe tokki worɓe maɓɓe. 
1PE.3.6	Misaalu, Saaratu waɗii ko gorko muuɗum Ibraahim wi'i, e mo noddiramo joomu maako. Jooni, onon ngoni ɓiɓɓe Saaratu to on ngaɗii ko wooɗi, on njaɓaayi goɗɗum hulni'on.
1PE.3.7	Non maa, onon worɓe, njooɗodee e rewɓe mooɗon no haani. Kokkeeɓe mangu ngam kamɓe ɓe ngalaa sembe bo mooɗon, ɗonmaa onon e rewɓe mooɗon on fuu on keɓay caahu Joomiraawo, waato yonki ki re'ataa. Ngaɗee non ngam to' goɗɗum haɗa'on waɗuki do'aare.
1PE.3.8	Jooni e mi yiɗi yottinki ko mbi'aymi e wiiki, on fuu nyumo mooɗon warta go'o. Njurmindiree, ngiɗindiree no haani tokkuɓe Yeesu ngaɗa, mballindiree, lestinee ko'e mooɗon. 
1PE.3.9	To' on ngaato halleende e halleende, koo huɗuki e huɗuki, ammaa ngaatoree barkiɗinki, ngam Allah noddii'on ngaɗon non ngam o barkiɗina'on. 
1PE.3.10	Aayaare wi'ii,
1PE.3.10	“Fuu giɗɗo nana belɗum jonde muuɗum,
1PE.3.10	neeɓa e duuniyaaru,
1PE.3.10	sey o ala meto kallungo,
1PE.3.10	o ala fewre.
1PE.3.11	O ala waɗuki ko halli, o waɗa aadilaaku;
1PE.3.11	o ɗaɓɓita jam e ɓernde go'o.
1PE.3.12	Ngam Joomiraawo e faamana gooduɓe aadilaaku,
1PE.3.12	e mo nana do'aaje maɓɓe,
1PE.3.12	ammaa e mo wanya kuwooɓe ko halli.”
1PE.3.13	To on ngaɗa ko mbaawoton waɗuki ngam ngaɗon ko wooɗi, moye hallanta'on? 
1PE.3.14	Ammaa koo to on njarii torra ngam waɗuki ko wooɗi, Allah barkiɗinay'on. Ngam non, to' on kulu torrayɓe'on, to' on ngannu.
1PE.3.15	Ammaa mawninee Almasiihu nder ɓerɗe mooɗon ngam kanko woni Joomiraawo. Koo ndeye njooɗee on ciryii nootaaki koo moye ƴamuɗo'on dow waɗuki ɓernde ki ngaɗɗon dow Almasiihu. Ngaɗee non nder lesnuki hoore e mawninki.
1PE.3.16	Koo ndeye ɗum tawra'on e ɓernde lamnde, ngam to ɗum huɗii'on, ɓen ɗon kuɗooɓe ngikku mooɗon boɗɗum ngam on tokkuɓe Yeesu ɓe cemta. 
1PE.3.17	Ngam ɗum ɓurii neɗɗo yara torra ngam waɗuki fii boɗɗum, to ɗum cuɓol Allah, e dow yara torra ngam waɗuki ko halli. 
1PE.3.18	Ngam Almasiihu maayii nde go'o ngam ittuki hakkeeji meeɗen. Kanko o gooduɗo aadilaaku, ammaa o maayii ngam ɓe ngalaa aadilaaku ngam o yaara'en to Allah. Ɗum wariimo, ammaa Ruuhu Allah hokkiimo yonki. 
1PE.3.19	Nder bawɗe Ruuhu ɗum o yahi o wa'ajinani ruuhuuji maɓɓaaɗi. 
1PE.3.20	Ruuhuuji ɗin ɗon kanji ngoni ɗi tokkaayi Allah ndenno e jaamanu Annabi Nuhu. Allah heɗake e munya carel ko Annabi Nuhu waɗata komiwal. Yimɓe seɗɗa tan nattingal kisi ndiyam tufaana, kamɓe njoweetato.
1PE.3.21	Ndiyam ɗam boo ɗum misaalu baptisma. Jooni baptisma hisnii'on barka bawɗe ummaaki Yeesu Almasiihu daga mayde. Baptisma naa' ɗum ittuki tuundi daga ɓalli meeɗen, ɗum alkawal ngal neɗɗo waɗani Allah e ɓernde lamnde. 
1PE.3.22	Yeesu yahi dow, e mo jooɗii to jungo Allah nyaamo, e mo laamoo malaa'ika'en, e gooduɓe laamu, e gooduɓe bawɗe.
1PE.4.1	Nde Almasiihu yarii torra nder ɓandu, onon maa ciryee ɓerɗe mooɗon ngam yarki torra. Ngam fuu jarɗo torra nder ɓandu, alii waɗuki hakke. 
1PE.4.2	Ngam non, nder balɗe mooɗon koriiɗe e duuniyaaru, to' on ɓeydu tokkuki suuno ɓandu, ammaa tokkee ko Allah yiɗi. 
1PE.4.3	Jonde nde ngaɗɗon ndenno iri nde yimɓe ɓe andaa Allah ngiɗi, nde heƴii non. Ndenno on ngaɗi ka halleende, e suunooji kalluɗi, e yareyareeji pooɗooji jonde meere, e mawninki gunkiiji fii koo wooɗaa. 
1PE.4.4	E ɓe kayɗina ngam on kawtataa ko'e e maɓɓe jooni nder waɗuki kuuɗe ɗuɗɗe ɗe mbooɗaa. Ngam non e ɓe kuɗa'on. 
1PE.4.5	Ammaa ɓe mbi'ay Allah ko ɓe ngaɗi, kanko kiitotooɗo ɓe yonki e mayɓe. 
1PE.4.6	Kanjum waɗi haa mayɓe maa nga'ajinanaa Habaru Belɗum dow Yeesu Almasiihu. Ngam koo nde Allah torririiɓe mayde nder ɓandu bo koo moye, yonkiiji maɓɓe njooɗodoto e Allah.
1PE.4.7	Re'uki koo ɗume ɓadake. Ngam non paamee, curee ko'e mooɗon ngam mbaawon waɗuki do'aare. 
1PE.4.8	Ko ɓuri koo ɗume woni, ngiɗindiree naa' seɗɗa, ngam yidde e waɗa ɗum yaafoo hakkeeji ɗuɗɗi.
1PE.4.9	Ngaɗee ka jaɓɓootirki nder gureeje mooɗon naa' e metemeteeji. 
1PE.4.10	Nde Allah hokki koo moye tokkuɗo Yeesu dokkal, kuutiree dokkal ngal hakkunde mooɗon no paamanoowo dokkal Allah boɗɗum waɗata. 
1PE.4.11	Fuu ga'ajinoowo, sey wa'ajina Wolde Allah. Fuu balloowo sey wallira sembe ɗum Allah hokkimo, ngam nder koo ɗume ɗum mawnina Allah barka Yeesu Almasiihu. Mangu e laamu tabbita to maako haa abadaa abadin. Aamin.
1PE.4.12	Onon ɓe ngiɗumi, to' on kayɗin dow torra kalluka keɓuka'on. Ka heɓu'on ngam ɗum foonda'on. To' on nyumu goɗɗum fii kesum heɓii'on. 
1PE.4.13	Ammaa nanee belɗum to on njara torra iri ka Almasiihu yari, ngam to o wartii nder mangu maako nanon belɗum naa' seɗɗa. 
1PE.4.14	On barkiɗinaaɓe, to e ɗum huɗa'on ngam inde Almasiihu, ngam Ruuhu Allah gooduɗum teddungal e wondi e mooɗon. 
1PE.4.15	Ammaa to' goɗɗo nder mooɗon yara torra ngam waɗuki warhoore, koo nguyka, koo waɗuki ko halli, koo waɗuki ko waɗaaka. 
