GEN.1.1	Owakira itanta-nakari iwitsikan-taitzi, iriitakira Pawa owitsika-kirori inkiti aajatzi kipatsi. 
REV.6.6	Nokimatzii ñaawaita-naintsiri ikatziya-jiitaka inkiti-wiri, ikantaitzi: “Pimpimantayiti kapichiini piwankiri, pimpinatakaa-pirotyaaro, tima ti ontzima-piroti. Aritaki paaki oshiki kiriiki aparoni kitaitiri, irojatzi iñiitan-takyaarori antaroiti tashitsi. Iro kantacha airo piwaaripirotzitaro pankirintsi tsika yaayitai-tziro iraitsiri, tsika yaayitai-tziro aajatzi yiinkantsi.” 
REV.6.7	Ipoñaa Ipiraitari intsirika-ryaakiro pasini. Ari iñaawaitanaki pasini inkiti-wiri, ikantzi: “¡Pimpoki!” 
REV.6.8	Naminaki, noñaatziiri isiyatai-paaka pasini ikyaakoitari kitiriri, ipaitai-tziri “Kaamanitaantsi” kyaakota-kariri. Ari itsipatakari ipaitai-tziri “Sarinka-wini.” Yoka ipaitai-tziri “Kaamanitaantsi” isinitai-takiri iwamaayiti oshiki osaawi-satziiti. Tzimayitatsi iwamaakaan-takiri iwisantan-taityaari sataa-mintotsi, tzimayitatsi aayitiri itashi, pasini aayitakiri mantsiyarintsi, pasini yatsika-yitiri katsimari piratsi. 
REV.6.9	Ipoñaa Ipiraitari intsirika-ryaakiro pasini. Noñaatzii oponkitziki taamintotsi isiri-payi ikaratzi iwamaawintai-takiri yiriipirotzi ikinkithata-kotairo iñaani Pawa. 
REV.6.10	Iriitaki kaimayita-naintsi sintsiini, ikantajiitzi: “Nowinkathari-pirotí, Tasorintsí, Iriipirorí. ¿Tsika-paitima onkarati piyaawintyaa onkantyaa pinkisako-wintan-tyaanari, piwasankitaa-yitajiri osaawi-satziiti?” 
REV.6.11	Ipoñaa ipaitakiri kitamaarori kithaarintsi inkithaatyaa, ikantziri: “Pijatakairo pimakoryaawaki irojatzi yariitan-takyaari pirintziiti pikaratziri pantawaitaki. Tima ontzimatyii iwamaitiri iriroriiti inkimita-kotyaamiro awirokaiti.”
REV.6.12	Noñaatziiri Ipiraitari intsirika-ryaakiro pasini, oyotapaaka aparoni inthonkan-tyaarori. Ari omapoka-nakari antaroiti onikaro. Tsiwaki-matanaki ooryaatsiri, tsitiniki okantanaka. Kityonka ikantanaka kasiri ikimita-nakaro iraantsi. 
REV.6.13	Ari ithopiryaa-yitanaki impokiro, ikimiwaita-nakaro oparyiikitzi irakakiri chochoki otika-kitziro antaroiti tampyaa. 
REV.6.14	Ti onkoñaatanaji inkiti, okimiwaita-nakaro apinaita-ranki antaroiti tsipana. Ti iñiitajiro otzisi-payi ithonka otaranka-yitanaki aajatzi othampisi-payi. 
REV.6.15	Omanajiitanaka atziri-payi impirita-moroki. Ari ikaratzi imanajiitanaka maaroni, pinkathariiti, iriipiroriiti, ijiwari-payi owayiriiti, ashaaranta-niriiti, sintsiriiti, ompirataariiti, saikasi-waita-niriiti, maaroni. 
REV.6.16	Yokaiti manayita-nainchari ikaima-kaimata-nakiro otzisi, mapipayi, ikantzi: “Patsinaka-jiitina. Pimanina airo noñaantari saikain-tsiri iwinkathari-mintoki. Pimanina airo noñaantaro iyatsimanka Ipiraitari. 
REV.6.17	Tima monkara-paitita-paakaa iyatsimanka. ¿Tzimatsima amawitaironi?”
REV.7.1	Okanta okarata-paaki iroka, noñaaki ikatziyayita 4 Maninkariiti tsika-rika owachintitapaja kipatsi. Iriitaki otamakatakairori antaroiti tampyaa. Iro kaari iñaitantaro otamakata-kairo inkaari, ti iñiitiro aajatzi owaraa-pana-yitiro osi inchato. 
REV.7.2	Ipoñaa noñaaki aajatzi pasini Maninkari itonkaa-paaki isitowa-kirotziro ooryaatsiri. Iriitaki amakirori ikintako-minto Pawa, Añaanita-tsiri. Sinchiinka iñaanata-paakiri 4 Maninkariiti. Tima yokaiti 4 Maninkariiti, otzimi-motziri isintsinka, isinitai-takiri iyaaripirotiro kipatsi aajatzi inkaari. 
REV.7.3	Ikantapaakiri: “Apaata pikaaripirotziro kipatsi, inkaari, inchato-payi, nopothota-wakiriita nonkintako-tamakotan-tyaariri impira-yitaari Pawa.” 
REV.7.4	Nokimatzii aparoni kinkitha-waita-kota-nakiriri ikaratzi ikintako-tamakoi-takiri. Ikarajiitzi 144,000. Iriiyitaki karatatsiri 12 inasiyitaja icharini-yitari Israel. 
REV.7.5	Ikintako-tamakoitaki 12,000 icharini-payi Judá, 12,000 icharini-payi Rubén, 12,000 icharini-payi Gad, 
REV.7.6	12,000 icharini-payi Aser, 12,000 icharini-payi Neftalí, 12,000 icharini-payi Manasés, 
REV.7.7	12,000 icharini-payi Simeón, 12,000 icharini-payi Leví, 12,000 icharini-payi Isacar, 
REV.7.8	12,000 icharini-payi Zabulón, 12,000 icharini-payi José, 12,000 icharini-payi Benjamín.
REV.7.9	Okanta okarata-paaki iroka, noñaatzii ipiyojiitaka atziri-payi. Tima oshiki-piro ikantaka, tikachaa-jaini matironi iyotiri tsika-rika ikarajiitzi. Iriiyitakira poñaayitain-chari tsika ipinkathari-wintzi-taikari tsika-rika-payi, shininkata-wakaa-chari tsika-rika-payi, nampitzi-yiwitarori tsika-rika-payi, kimathata-wakaarori iñaani tsika-rika-payi. Yoka atziri-payi, iriitaki katziyi-mota-kariri saikain-tsiri iwinkathari-mintoki aajatzi Ipiraitari, kitamaaro ikantayitaka ikithaa-yitaka. Yairika-yitaki kompirosi-pina. 
REV.7.10	Tharowinta ikantajiitaka, ikaimajiitzi ikantzi:
REV.7.10	Iriira Pawa wawisaa-kotan-tatsiri, iriitakira saikain-tsiri iwinkathari-mintoki, itsipatakari Ipiraitari.
REV.7.11	Ipoñaa ityiirowa-jiitanaka tapothaita-kirori pinkathari-mintotsi. Yoka ikarajiitaki: Maninkariiti, antari-konaiti aajatzi inkiti-wiri-payi karatatsiri 4. Iwisiryaawinta-nakari Pawa, 
REV.7.12	ikantajiitzi:
REV.7.12	“¡Omapirowí! Tharowintaari inatzi irirori, otzimi-motziri iwaniinkaro, yotaniri inatzi,
REV.7.12	paasoonkitaari inatzi, pinkathataari inatzi,
REV.7.12	tzimatsi itasorinka aajatzi isintsinka.
REV.7.12	Asi owairo awisiryaawinta-jyaari Pawa. Omapirowí.”
REV.7.13	Ipoñaa iñaanata-nakina aparoni antari-kona, ikantzi isampitana: “¿Paitama yokaiti kitamaaro-thaitain-tsiri ikithaataka? ¿Tsikama ikinapaakika?” 
REV.7.14	Ari nokanta-nakiri naaka: “Taanitya, piyotziro awiroka nowinkathariti.” Ipoñaa ikantanakina irirori: “Iriiyitakira ñaayita-kirori ‘Antaroiti Kimaatsi-waitaantsi.’ Okimiwaitakaro inkiwayitan-takyaaromi iithaari iriraani Ipiraitari, irootaki kitamaaro-piro-masita-kairori. 
REV.7.15	Irootaki imatantaarori yoitsinampairi yokaiti ikatziyi-motaari Pawa isaika-mintoki. Irasi iwiro kitaitiri aajatzi tsitiniri yantawaitainiri itasorintsi-pankotiki. Yoka saikain-tsiri iwinkathari-mintoki, ikimitaaro iriimi katziya-thaantitain-chani, yaimpiyaari yokaiti. 
REV.7.16	Airo itasha-niinta-waitaji, airo imiri-niinta-waitaji, airo ikimaatsi-waitaari ooryaatsiri, airo yatsipi-waitaaro amasawirintsi. 
REV.7.17	tima yoka Ipiraitari, tsipata-kariri saikain-tsiri iwinkathari-mintoki, iriitakira aamaako-winta-jyaarini, inkimita-kaantairi yaamaako-wintaitari ipiraitari, iriitaki aayitairini yirakajiri nijaa añaakaan-tatsiri. Tima Pawa oshipirotairini, yiraawai-yitaka.”
REV.8.1	Ikanta Ipiraitari, intsirika-ryaakiro pasini karatapain-tsiri 7 intsirikai-takiro. Osamani kapichiini imairitaita-paintzi inkitiki, tikachaa-jaini aparoni ñaawaita-tsini. 
REV.8.2	Ipoñaa noñaakiri 7 Maninkari itsipata-piintakari Pawa. Ipaitakiri tyoomintotsi. 
REV.8.3	Ipoñaa ipokapaaki pasini Maninkari, ikatziyi-mota-paakaro taamintotsi, yairika-nakitakiro iwitsikai-tziri ooro. Yoka Maninkari, ipaitawakiri oshiki kasankainkari intaantyaaro yairika-nakitakiri. Ari okonowakaro yamanani atziri-payi yasiyitaari Pawa, kimiwaitaka ompiyota-kyaami taaminto-tsiki. 
REV.8.4	Okanta otaanaka kasankainkari anta yairika-nakitakiri Maninkari, katziyai-nkatanaka oyachaari okonowai-nkata-nakaro yamanani yasiyitaari Pawa, oshiki onimotakiri. 
REV.8.5	Ipoñaa yoka Maninkari airika-nakitakiro itaaminto, yaaki owaamari-minkiti taamintotsi, ititakiri yairika-nakitakiri. Yookakiri kipatsiki. Ari omapoka-nakari kampinii-nkata-naintsiri, antaroiti ookathatanaka, antaroiti onikanaka aajatzi.
REV.8.6	Owitsika-jiitanaka 7 Maninkari intyoojiiti.
REV.8.7	Ari yitanakaro aparoni Maninkari ityootanaki, omapoka-sita-paaka ookathatanaka, oparyaa-paaki kipatsiki sharaka okonowa-nakaro iraantsi. Otaapaakiro kipatsi. Iro apirotyaami kashitani kipatsi ontayaa inchato-payi, aajatzi inchasi-payi. 
REV.8.8	Ipoñaa ityootanaki pasini Maninkari, omapoka-sitanaka otonkanaki kimitakarori antaroiti otzisi, sitowanaki paamari ookapaaka inkaariki. Iro apirotyaami kashitani kipatsi tsika otzimayitzi nijaa aajatzi inkaari-payi okimita-nakaro iraantsi. 
REV.8.9	Iro yapirotyaami inkamayitimi kashitani ikaratzi saikayitan-tarori inkaari, iro apirotyaami kashitani antaroiti amaatako-mintotsi-payi. 
REV.8.10	Ipoñaa ityootanaki pasini Maninkari, omapoka-sitanaka ithopiryaanaki impokiro, paama ikantanaka irojatzi tsika otzimayitzi nijaa, iro apirotyaami kashitani antaraani, aajatzi tsika ikaapiintaitzi nijaa. 
REV.8.11	Yoka impokiro paryaanain-tsiri kipatsiki ipaitai-tziri “Kipisiri.” Tima kipishaa ikantapaakaro maaroni nijaa tsika oparyaa-yitaki ipomiki. Iro apirotyaami kashitani kipatsi inkamayitimi atziri opiyakiri irakirora nijaa.
REV.8.12	Ipoñaa ityootanaki pasini Maninkari, omapoka-sitanaka itsitini-kitanaki ooryaatsiri, iro apirotyaami kashitani ti ooryaaji kitaitiri. Ari ikimita-nakari kasiri aajatzi impokiro, ti yoorintajyaa tsitiniriki.
REV.8.13	Nokimatzii poimata-paintsiri yarapaaki inkitiki, noñaatziiri pakitha inatzi, ikantapaaki ikawinthaatzi: “¡Ñaamisa, ñaamisa, ñaamisa, inkanta-machiitiri inkarati nampita-jyaaroni kipatsiki, iriitaki atsipityaaroni yotapain-chari intyootawaji mawa Maninkari-payi!”
REV.9.1	Ipoñaa ityootanaki pasini Maninkari. Noñaatzii ithatyaanaki osiyakariri impokiro irojatzi kipatsiki. Iriira isinitaitaki yasitaryairo omorona inthopointa-pirota-tsiri. 
REV.9.2	Ikanta yasitaryaakiro, ari ositowain-katanaki kachaari, iroowaitaki okantaranki antaroiti ootaantsi. Anaanakiri ooryaatsiri aajatzi tampyainka. 
REV.9.3	Ari isitowa-nakiri kachaariki oshiki tsinaro-niro, ikimita-paakari ikintantzi kitoniro. 
REV.9.4	Ti isinitaitiri iwaaripirotiro pankirintsi, inchasi-payi, inchato-payi. Apatziro ikintayita-paakiri atziri-payi kaari ikintako-tamako-yitzi Pawa. 
REV.9.5	Yokapayi tsinaro-niro, ti isinitaitiri iwamairi atziri-payi ikintayitakiri. Intaini ikimaatsita-kaayita-sitakari ikaratzi 5 kasiri. Antaroiti ikatsitzi-motakiri, iroowaitaki iyatsinka kitoniro. 
REV.9.6	Oshikira inkimaatsi-waityaa atziri-payi, inintawityaa inkama-pithatiri, airo okanta-tzimaita.
REV.9.7	Yokapayi tsinaro-niro ikimita-kotakari ikyaakoitari iñaanta-kaitari iwayirityaa, yamathai-yitakari ooro. Atziri-poro-waitaki ikantayitaka. 
REV.9.8	Santha-pitaisi okanta iisi, iroowaitaki oisi kooya. Antaro-payi iraiki iroowaitaki iraiki kashikari. 
REV.9.9	Kimiwaitaka ikithaata-karomi asiro-taki iniiki. Antaroiti impoimatanaki yarajiitanaki, iroowaitaki opoimatzi isiya-kotan-taitari inosika-yitziri ikyaakoitari aririka ijataiti iwayirita-wakaityaa. 
REV.9.10	Ikimitakari kitoniro-payi otzimayitzi ithoyini ipatzisi-thaki. Ikaratzi 5 kasiri osamanitzi awisantyaari iyatsinka. 
REV.9.11	Yoka ijiwaritakari tsinaro-niro, Maninkari inawitaka, iriitakira pinkathari-wintan-tatsiri anta inthopointa-pirotzi omorona. Ipaitai-tziri “Apirotan-taniri.” Iñaaniki Heber-iiti, ipaitai-tziri “Abadón.” Iñaaniki wirakocha, ipaitai-tziri “Apolión.” 
REV.9.12	Arira owiraari itanakarori ikaminthaataitzi “¡ñaamisa!” Iro kantacha ainirora oyota omonkaratyaa apiti inkantaiti “¡ñaamisa!”.
REV.9.13	Ipoñaa ityootanaki pasini Maninkari, ainiro oyotapaaka intyootawaji aparoni Maninkari irojatzi imonkaratan-tyaari 7 Maninkariiti. Nokimatzii ñaawaita-naintsiri osorinachii-nampiki taamintotsi montita-kariri Pawa. 
REV.9.14	Iñaanata-paakiri Maninkari tyootanain-tsiri, ikantziri: “Poosoryaa-kotiri 4 Maninkari kimitakarori oosotatyiirimi nijaa Antaraani.” 
REV.9.15	Yoosoryaa-koitakiri Maninkari ayimatakiri iwanti. Iro yapirotirimi iwamairi atziri nampiyitarori kashitani kipatsi. Irootaki yoosoryaa-koitan-takariri yapirotanti. 
REV.9.16	Tzimatsi oshiki owayiriiti kyaakota-kariri ipiraitari. Ikantai-takina, ikarajiitzi 200,000,000 owayiriiti. 
REV.9.17	Ipoñaa noñaakiri ikoñaa-pirotanaki yoka owayiriiti noñaawyatakari, ikithaa-yitakaro asiro-taki iniiki. Tzimatsi poriryaa-thaitain-tsiri ikimitakari paamari, pasini kityonkai-ronka-thaitain-tsiri, pasini kitirithaitain-tsiri. Yokapayi ikyaakoitari, iriiwaitaki iito kashikari. Ositowanaki ipaantiki paamari, kachaari, kitiri-moito okantanaka kachaari, oshiki ositzinka. 
REV.9.18	Iroka okaratzi sitowanain-tsiri ipaantiki, iro apirotirimi owamairi atziri nampiyitarori kashitani kipatsi. 
REV.9.19	Tima ipaantiki ikyaakoitari otzimayitzi isintsinka. Kantatsi yatsikan-tantyaaro aajatzi ipatzisitha, ikimiwaitakari maranki.
REV.9.20	Iro kantacha, tira iwashaantiro ikaaripiro-yitzi atziri-payi kaari iwamaiti. Aikiro ijatakaa-tziiro ipinkatha-yitanakiri piyari-payi, ipinkathatziri osiyakaarontsi iwitsikai-tziri ooro, kiriiki, asiro, mapi, incha-kota, iriiyitaki iwawa-niroti, titzimaita iñaanta-niti, ti inkima-niti, ti yaniita-niti. 
REV.9.21	Tira iwashaantiro iwan-tayitzi, ikisa-minthatantzi, imayimpitzi, ikosiyitzi.
REV.10.1	Ipoñaa noñaaki isaawii-nkata-paaki pasini Maninkari, ikinanta-paakaro minkori, kimiwaitaka yoka iro inkithaata-kyaami minkori. Kimiwaitaka iriimi oyi yamathaitakyaa iitoki. Siparyaa ikantaka iporoki, iriiwaitaki ooryaatsiri. Kimitaka omorika-tyiimi ipori-payi. 
REV.10.2	Yairikaki yanini sankinarintsi panaryain-chari. Ikanta yayiitzi-mata-paakira, yaatzikan-tapaakaro iitzi-pirori inkaariki, irooma yampati yaatzikan-tapaakaro kipatsiki. 
REV.10.3	Ikaimapaaki sintsiini, iriiwaitaki ikaimi kashikari. Omapoka-sitanaka ookathatanaka, 7 okaratzi apiitanakiro ookathata. 
REV.10.4	Okanta okarata-paaki 7 ookathataka, ari nonintawita nosankinatiromi nokimakiri iñaawaitakiri ookatha-rontsiki. Nokimatzii iñaanata-nakina aparoni inkiti-satzi, ikantana: “Airo pisankinatziro pikimakiri ookatha-rontsiki.” 
REV.10.5	Ipoñaa iñaawaitanaki noñaakiri Maninkari yaatzika-paakiro inkaari aajatzi kipatsi. Itzinaa-wakota-nakiro irako-pirori, 
REV.10.6	iro iyoitan-tyaari ti inthaiyaa. Ikantanaki: “Iriitaki Pawa oyotzirori omapiro nonkamantimi, iriitaki Añaanita-tsiri, witsika-kirori inkiti, kipatsi, inkaari, maaroni ikaratzi tzimantarori. Tira osamanitapaji, 
REV.10.7	irootaintsi intyooti owiraantarori Maninkari, arira omonkara-paitityaari okaratzi ikantakiriri Pawa Kamantan-tzinkariiti ikamantantiro kaari iyotako-witaita pairani.”
REV.10.8	Nokimatzii yapiita-nakiro iñaanatana inkiti-satzi, ikantana: “Pijata-sitiri Maninkari katziyain-chari inkaariki aajatzi kipatsiki, payiro awiroka sankinarintsi panaryain-chari yairikakiri.” 
REV.10.9	Ari nokantakiro. Nojata-sita-nakiri Maninkari, nokampita-paakiri, nokantziri: “Pimpinaro sankinarintsi.” Ipoñaa ikantanakina irirori: “Iroka, piyaaro. Oshiki owochanka, iriiwaitaki pitsi aririka piwakyaaro, irooma aririka piniyakiro, oshiki okipisikimi pimotyaaki.” 
REV.10.10	Ari nokantakiro, naakiro, nowakaro. Ari okantaka, pochakitaki iriiwaitaki pitsi, iro kantacha oshiki okipisika-nakina nomotyaaki. 
REV.10.11	Ipoñaa ikantanakina Maninkari: “Pikamantantajiro onkarati awishimo-yitirini ikaratzi nampiyitarori tsika-rika-payi anta, ikaratzi ipinkathari-wintai-tziri tsika-rika-payi, kimathata-wakaarori iñaani tsika-rika-payi. Pinkaman-tayitairi aajatzi pinkathariiti.”
REV.11.1	Ipoñaa ipaitakina kotzikiri, nomonkara-minto onatyii. Ikantaitana: “Pijati pimonkaratiro tasorintsi-panko, aajatzi taamintotsi. Piyotiri aajatzi tsika ikaratzi piyotain-chari anta ipinkathatantzi. 
REV.11.2	Airo pimonkaratziro intakiroki tasorintsi-panko. Iro isinitai-takiniriri pasini-satzi atziri-payi, arira impiyojiityaa maimanitan-taniri anta tasorintsiki nampitsi. Ari yawishiri inkarati 42 kasiri osamaniti. 
REV.11.3	Aripaitira, nontyaanti apiti kinkithata-kotinari, iriitakira kinkithata-paakironi awisayita-tsini, onkarati 1260 kitaitiri inkinkithata-kotina. Inkimita-kotyaari ikanta ikithaayita owasirita-kotariri kaminkari.” 
REV.11.4	Yoka apiti kinkithata-kowintan-taniri, iriitaki isiyakaa-wintai-takiri pairani apiti inchato, irijatzi isiyakaa-wintai-takiri apiti yoota-minto Pawa pinkathari-wintziriri kipatsi-satziiti. 
REV.11.5	Intzimi-rika nintatsini imaimanitiri yoka apiti kinkithata-kowintaniri, ari isitowanaki ipaantiki paamari, yapirotakiri kisaniintziriri. Ari inkantyaari maaroni nintawita-chani imaimanitiri, ari inkamaki. 
REV.11.6	Yoka kinkithata-kowintaniri ontzimi-motiri isintsinka. Ari inkanta-kaakyaaro irirori airo oparyaaji inkani irojatzi imonkaratan-takyaarori ikinkithata-kaantzi. Ari onkantaki impyiiro iraantsi nijaa-payi. Ari onkantaki ontzimi ompaityaa pomirintsitzi-mowaityaarini osaawi-satzi. Ari yapii-yapiitiro okaratzi inintziri irirori. 
REV.11.7	Aririka onkarata-paaki ikinkithataki, ari isitowa-nakiri kowiinkari owantaniri impoñaa-kyaaro omoroki inthopointa-pirota-tsiri, imaimanita-paakiri apiti kinkithata-kowintaniri, irojatzi iwamaan-takyaariri. 
REV.11.8	Yookanakiri iwamaani awotsiki antaroitiki nampitsi, tsika ipaika-kotai-takiri pairani Iwinkathariti. Iro siyakaa-winta-chari “Paamaa-rini” aajatzi “Apitantoni.” 
REV.11.9	Airo isinitai-tziri inkitaitiri iwamaani, aririka awisaniintanaki mawa kitaitiri onkarati osamaniti yamina-minthaitiri. Ithonka iñiiri nampiyitarori tsika-rika-payi, shininkata-wakaa-chari tsika-rika-payi, kimathata-wakaarori iñaani tsika-rika-payi, ikaratzi ipinkathari-wintai-tziri tsika-rika-payi. 
REV.11.10	Antaroiti yoimosirinkyaa kipatsi-satziiti, impasita-wakai-yityaa opaiyita-rika. Kimosiri inkanta-yityaa iwamaita-kirira apitiroiti kinkithata-kotaniri kimaatsita-kaayita-kariri kipatsi-satziiti. 
REV.11.11	Iro kantacha, awisaniintanaki pasini mawa kitaitiri, itasonkairi Pawa yokaiti, añaayitaji. Ipoñaa ipiriintaja. Oshiki itharowai-tanaki iñiitakiri ipiriintaja. 
REV.11.12	Ikimaitaki sintsiri ñaantsi inkitiki, ikantaitaki: “Patiiti aka jinoki.” Imapoka-sitanaka iwajinokan-tanaaro minkori. Tima iñaawajiri maaroni kisaniinta-waita-kiriri. 
REV.11.13	Ari onikanakari antaroiti kipatsi, iro apirotiromi nampitsi, ikamayitaki ikaratzi 7000 atziri. Iriima kaari kamatsini, ikantayitanaki: “Omapiro otzimi isintsinka Pawa saikatsiri inkitiki.” 
REV.11.14	Ari awisawitaka apiti ikantaitaki “¡ñaamisa!” Iro kantacha, irootaintsira iñiitiro mawatatsini.
REV.11.15	Ipoñaa ityootanaki owiraantarori Maninkari, ari ikaimai-tanaki sintsiini inkitiki, ikantaitzi:
REV.11.15	Iroñaaka impinkathari-wintantai Awinkathariti kipatsi-kinta.
REV.11.15	Ari impinkathari-wintantai Saipatzii-totaari, ityaantakiri Pawa,
REV.11.15	irasi iwiro impinkathari-wintantaji. 
REV.11.16	Ari ityiirowa-jiitanaka 24 antari-konaiti, iwisiryaawinta-nakari Pawa, 
REV.11.17	ikantajiitzi:
REV.11.17	¡Pawá! ¡Pinkatharí! ¡Sintsi-pirorí!
REV.11.17	Awirokataki iroñaaka, pitzimita pairani, irootzi-mataki pimpiyi.
REV.11.17	Oshiki nompaasoonkitimi, tima pimatakiro piñaakan-tziro pisintsinka, pipinkathari-wintantzi.
REV.11.18	Pairani oshiki ikisaniintakimi atziri-payi,
REV.11.18	irooma iroñaaka, monkarata-paaka piñaakan-tajyaariri piyatsimanka,
REV.11.18	piwasankitaajiri kamayitain-tsiri,
REV.11.18	papirotairi wamaanta-yitain-tsiri.
REV.11.18	Aripaiti pimpina-yitairi Kamantan-tzinkariiti pimpiratani awiroka,
REV.11.18	ari pinkimitaajiri maaroni kitisiriri pasiyitari, ikaratzi pinkatha-yitajimiri.
REV.11.18	Maaroni pimpina-yitairi, pitanakyaari antari-payi aajatzi yanini-payi, maaroni.” 
REV.11.19	Ipoñaa asitaryaanaka itasorintsi-pankoti Pawa anta inkitiki, koñaawaitanaki tasorintsi-moko tsika ititakoi-tziro sankinata-kota-chari ikasiya-kaitani. Antaro ookathatanaka, onikanaka kipatsi, paryaapaaki antaroiti jiriniki.
REV.12.1	Opoñaa okoñaatanaki inkitiki aamparintsi. Noñaatzii aparoni kooya, iriiwaitaki ooryaatsiri okithaatakari, iriira kasiri okatziyantaka. Amathaita-kotakari ikaratzi 12 impokiro. 
REV.12.2	Tima omotyaatatzii iroka kooya. Oshiki okaima-kaima-waitaki okimaatsita ontzimaa-niti. 
REV.12.3	Ari okoñaatanaki inkitiki pasini aamparintsi. Noñaatzii aparoni kyaatsi, kityonka ikantaka. Tzimatsi 7 iito, aajatzi 10 ichii. Yamathai-yitakiro iito. 
REV.12.4	Oshiki impokiro itatsikan-takari ipatsisita, iro imatirimi kashitani itzimayitzi impokiro, itziryaakiri kipatsiki. Ikanta ipokaki kyaatsi osaiki kooya, inintaki iwityaaro iinchaa-nikiti aririka intzima-paaki. 
REV.12.5	Okanta otzimaa-nitaki kooya, siramparyaa-niki inatzi. Iriitaki jiwatan-tajyaarini atziri-payi irasiro-kotziti. Omapoka-sitaka yaitanakiri isaikaki Pawa iwinkathari-mintoki. 
REV.12.6	Irooma kooya, siyanaka iroori otzisi-masiki. Ari iwitsika-kiniro Pawa tsika onampityaaro, onkarati 1260 kitaitiri inpaitiro owariti anta.
REV.12.7	Aripaiti otzimaki owayiritaantsi inkitiki. Iriitaki Miguel maimanitan-taintsiri itsipatakari Imaninkariti. Iriitaki imaimanitaki Kyaatsi itsipayitakari irirori Imaninkariti. 
REV.12.8	Titzimaita ontzima-piroti isintsinka yoka Kyaatzi aajatzi Imaninkariti. Ti isinitaitiri isaikawaiti inkitiki. 
REV.12.9	Ari itziryai-takiri Kyaatzi itsipatai-takiri Imaninkariti. Yoka Kyaatsi itziryai-takiri, iriitaki ipaitai-tziri “Kamaari,” ipaita aajatzi “Mishatantaniri.” Iriitaki nintatsiri yamatawitiri maaroni atziri ikaratzi nampitarori kipatsiki. 
REV.12.10	Nokimataitatzii ñaawaita-naintsiri sintsiini inkitiki, ikantzi:
REV.12.10	Yitaita-nakaro ipinkathari-wintantzi Pawa,
REV.12.10	yitaita-nakaro iñaakan-tziro isintsinka, iwawisaa-kotantai.
REV.12.10	Yitaita-nakaro aajatzi Saipatzii-totaari ityaankakiri.
REV.12.10	Tima itziryaakiri kamanta-kota-piinta-kiriri apaitziri “iyikiiti.”
REV.12.10	Kitaitiri aajatzi tsitiniri kamanta-kota-piintziri Awawani.
REV.12.11	Tima yokaiti ipaitai-tziri “iyiki” yoitsinampaajiri irirori Kamaari,
REV.12.11	tima ikamawintajiri Ipiraitari, kapathainka ikantaka ikamaki.
REV.12.11	Irootaki imatantaarori aajatzi irirori ikinkithatairo ñaantsi,
REV.12.11	iwinthataaro irirori inkamawintairi Saipatzii-totaari.
REV.12.12	Irootaki pintharowintan-tyaari awirokaiti inkiti-satzi.
