MAT.1.1	Kitsy re xseety pxusykoltoo Jesucrist. Lo xtiiy David ni lo xtiiy Abraham sëëd Jesús.
COL.3.22	Singo gak lëë do nii psyuuy do, kol ksoob xtiits xaa nii kwxii lëë do. Tugak kol kyë tsiiñ, lëjty xaktyee tsiñee so xaa, sink tyub styoo do kol kuñ tsiiñ. Kol ktsyeb Dios. 
COL.3.23	Nguiool kol ko styoo do tsiñee kuuñtsyey do cualquier cos. Kuñdy tow sinak nyako xtsiiñ meñ, sink kol kuño sinak nii nyako xtsiiñ Dios. 
COL.3.24	Por nan do nii lëë Dios knee nii jkaa do. Por xtsiiñ Jesucrist xkyë do. 
COL.3.25	Per lëë kchë xaa nii chuñ cos mal, lëë xaa kazh por xkyalmal xaa, por lëdy wi Dios xkwe meñ.
COL.4.1	Singo gak lëë do nii kwxii do mos, ngui kol kak lo xaa. Kol ksaladzy nii nikle lëë do no tu xaa nii xñabey lo do kpaa. 
COL.4.2	Tugak kol kutiitsni Dios ni ligier kol kak, tugak kol ktee skizh. 
COL.4.3	Kol nab por lëë noo parñee knee Dios tiits kluuy noo xtiits xaa ni kñee noo cho nak Crist, porñee por tiits re non skiib. 
COL.4.4	Kol nab nii nyë kluyno. 
COL.4.5	Ngui kol kak lo meñ nii xnilasty xtiits Dios. Kxiñdy to xtiemp to. 
COL.4.6	Tsiñee kutiits to, ngui kol nee, ni ngui kol ktikche lo xtiits xcombañer do.
COL.4.7	Lëë beetsy no Tíquico nii chuñ naa yudar lo xtsiiñ Dios lox kñë lo do dyon xa non. 
COL.4.8	Por ngo xalaa xaa lo do parñee kñë xaa xa no noo nu ni kchoobladzy xaa styoo do. 
COL.4.9	Chop xaa betsy no Onésimo sëëd. Wi Onésimo xkyë xtsiiñ Dios. Xaa xkyedzy to nak xaa. Chop xaa kutiits kchë nii chak nu lo do. 
COL.4.10	Xkëëptyux Aristarco nii chopaa no skiib lëë do, ni xkëëptyux Marcos betsy yeeñ Bernabé lëë do. Lëën niyle lo do cho nak Marcos. Deelñee kiid tedy xaa lo do, ngui kol nee lo xaa. 
COL.4.11	Wi Jesús nii xñee meñ Justo lo xkëëptyux lëë do. Lëësy ksa tson xaa Israel nii chuñ naa yudar lo xtiits Dios nrii. Xchoobladzy xaa styoon. 
COL.4.12	Xkëëptyux Epafras nii chuuñ xtsiiñ Crist lëë do. Tu xcombañer do nak xaa. Tugak xñab xaa lo Dios por lëë do parñee tsiitsy so do lo xtiits Dios ni kuuñtsyey do nii chakladzy Dios. 
COL.4.13	Yuubaa chan nii choxko Epafras por lëë do ni por meñ nii no leñ kyedzy Laodicea ni kyedzy Hierápolis. 
COL.4.14	Wi xamigw no Lucas nii chuñ rmedy ni Demas xaal tyux lo do. 
COL.4.15	Kol jkëëptyux meñ Laodicea. Ni kol jkëëptyux Ninfas ni meñ nii xniladzy xtiits Dios nii xkaal lsa lidzy me. 
COL.4.16	Loxsye klab to kitsy re kol kxaalo parñee klab meñ Laodiceaw. Singo gak lëë do kol klab kitsy nii kneetsy meñ Laodicea lo do. 
COL.4.17	Kol këb lo Arquipo: “Beeñtsyey tsiiñ nii bneetsy Dios lool.” 
COL.4.18	Paablaa, con yuub ñan ni xletraa xkën tyux nii xalaa lo do. Kol ksaladzy nii skiib non. Lëë lëësy Dios dyon kakni lëë do. Amén.
1TH.1.1	Lëë Pable ni Sil ni Timoteo xaal kitsy re lo meñ Tesalónica nii xsoob xtiits Tat Tios ni xtiits Jesucrist. Lëë lëësy Dios dyon kakni lëë do ni knee tiits nii mbëë kpañ do.
1TH.1.2	Tugak xtee noo skizh lo Dios por kchë nii chuuñtsyey do ni tugak xsaladzy noo lëë do tsiñee chutiitsni noo Dios. 
1TH.1.3	Cad nii chutiitsni noo Tat Tios, xsaladzy noo kchë tsiiñ nii beeñ do porñee xniladzy to xtiits xaa. Ni xtee noo skizh lo Dios porñee beeñtsyey do kchë tsiiñ go tyub styoo do. Ni porñee gaa Jesúsye xsaladzy to, ngo nii xekw to kchë kyalnë nii xtsyool do. 
1TH.1.4	Beetsy, xkëstyoo Dios to, ni ndon noo nii lëë xaa kwle lëë do. 
1TH.1.5	Por ngo, worñee bluuy noo xtiits Dios nii xñee cho nak Jesucrist lo do, lëdy singosy bñee noow, sink lëë Kyalbini Ntson bnee tiitspey bñee noow, ni tyub kaa styoo noo ndon noo nii tiitsli nak kchë tiits nii bñee noo. Nan buen do nii ngui kok xmood noo worñee ptsyo noo lady to porñee pkëstyoo noo lëë do.
1TH.1.6	Lëë do byak sinak noo ni sinak Jesús, aan nikxe gaa mban kwtedy to worñee bniladzy to xtiits Dios, lëë Kyalbini Ntson pchoobladzy styoo do. 
1TH.1.7	Por ngo, axte wi meñ Macedonia ni meñ Acaya nii xniladzy xtiits Dios byeñ nii ngui nak xmod to. 
1TH.1.8	Lëdy nonsy Macedonia ni Acaya pkaasy xtiits Dios nii xñee cho nak Jesús worñee bniladzy tow, sink wi tyub lo kislyu ni ndaly gaa laañee nan meñ nii nli tyub styoo do xniladzy to xtiits Dios. Por ngo xkiiñtre nii kutiits noow. 
1TH.1.9	Por kchë laañee xyo noo xaly gaa meñ chutiits nii ngui kon do lëë noo worñee klootyee byoob teedy noo lo do ni xaly gaa meñ chutiits nii lëë do psaan kchë ximdyo do par ksoob to xtiits xaa nii nli nak Dios. 
1TH.1.10	Chutiits meñ nii lëë do këmbës kyety Xiñ Dios kpaa. Lëë Dios beeñ kpañ xaa worñee kuty xaa. Lëë xaa kteelaa lëë no lo xkyalntseeb Dios nii kiid.
1TH.2.1	Misme lëë do, beetsy, nan nii byoob xlyëdy noo lo do. 
1TH.2.2	Ni nan bueen gaa to nii antes nii kyoop no lo do lëë meñ kyedzy Filipos psaksi lëë noo, aan nikxe mban ptyee noo kchëlo kyalnë go, lëë Dios beeñ lëë noo yudar bluuy noo xtiits xaa nii xñee cho nak Jesús lo do. 
1TH.2.3	Porñee tiitsli nak kchë nii bñee noo, lëdy tiits nii xkëëti meño. 
1TH.2.4	Porñee xsoob noo xtiits Dios, ngo nii lëë xaa kwle lëë noo kluuy noo xtiits xaa nii xñee cho nak Jesús. Xluuydy noo xtiits Dios par kuuñ ksak noo styoo chol meñ, sink lëëw xluuy noo par kuuñ ksak noo styoo xaa. Lëë xaa nan kchë nii xsya styoo noo. 
1TH.2.5	Axte Dios kaa chan nii karty kñee noo tiits ngui par jko noo styoo do ni karty kaa kyuub noo mod nii ktsiñaa noo tumi. 
1TH.2.6	Xyuubty noo nii ksal meñ lëë noo ni xyuubty noo nii ksal do lëë noo. 
1TH.2.7	Xapostle Crist nak noo, ngo nii ptee tiits ñabey noo lëë do worñee ptsyo noo lady to, per kwnabeydy noo lëë do, sink lëë noo kok sinak tu kwnaa nii chantsi xiñ. 
1TH.2.8	Ble noo bluuy noo xtiits Dios nii xñee cho nak Jesús lo do, ni lëdy kaa nonsy xtiits Dios bluuy noo, sink beeñ noo to yudar porñee tir xkëstyoo noo lëë do. 
1TH.2.9	Xsaladzy to gon, beetsy, xa pkyëë noo tsiiñ, ptsiñaa noo nii kwte lo xtsee noo. Tsel kyool pkyëë noo tsiiñ parñee ko tsiiñdy noo ni tu lo do mentre no kluuy noo xtiits Dios.
1TH.2.10	Axte Dios kaa ni lëë do nan nii ngui kok xmood noo worñee ptsyo noo lady to, blyody noo falt ni tu lo do. 
1TH.2.11	Ngui ptyon noo lëë do sinak nii chan meñ xiñ. 
1TH.2.12	Pchoobladzy noo styoo do ni bluuy noo xa kpañ do sinak xñabey Dios, por lëë Dios kwle lëë do parñee tso do laañee xñabey xaa.
1TH.2.13	Tugak xtee noo skizh lo Dios, porñee kaazhkaa bniladzy to nii nli xtiits Dios nak kchë nii bñee noo, kwxaakty to nii xtiits chol meño. Ni nli gaa nii xtiits Dioso. Lëëw xtsëë xmod kchë meñ nii xniladzy. 
1TH.2.14	Beetsy, sinak nii psaksi gak meñ xkyedzy to lëë do, psaksi meñ Israel kchë meñ nii xniladzy xtiits Dios nii no nëz Judea. 
1TH.2.15	Lëë xaa Israel go beety Jesús, sinak nii beetyak xaa kchë profet nii biid penaadle, ni lëë xaa kwlii lëë noo Judea. Chuuñ ksakty xaa Dios, sink kchë meñ xtilyni xaa. 
1TH.2.16	Tsiñee chakladzy noo kluuy noo xtiits Dios nii xñee cho nak Jesús lo meñ sit parñee wi meñ sit telaa, xlaady xaa. Por ngo lëë kchë xtol xaa lox ptyaly, ni lëë Dios kaa ksaksi xaa.
1TH.2.17	Beetsy, worñee lëë no blë, nikxe nii xtse ptyoondy noo lëë do, per tugak psaladzy noo lëë do ni tugak kwyo kik noo nii lëë noo kyop tyon lëë do. 
1TH.2.18	Ndaly vuelt kokladzyaa nii nyoopteedy noo lo do, per blaady xaatox. 
1TH.2.19	¿Cho ksaladzy sye noo dyon ni cho kuuñ ksak styoo noo tsiñee lëë Jesús kiid? 
1TH.2.20	Misme lëë dow.
1TH.3.1	Por ngo pxekwtraa, lëën byaan Atenas nonsyaa, 
1TH.3.2	aan lëën pxal betsy no Timoteo. Wi xaa xkyë xtsiiñ Dios xluuy xaa xtiits Dios nii xñee cho nak Jesucrist. Lëë xaa pxalaa biid tedy xaa lo do parñee kchoobladzy xaa styoo do tsiin kniladzy re to. 
1TH.3.3	Por chaklastyaa nii kchoso styoo do por kchë kyalnë re, ni nanle gaa to nii no nii singo ktsyool no. 
1TH.3.4	Worñee bii ncheno noo lo do, niiy kaazh noo nii no nii tyeedy no kyalnë. Aan nli gaa singo koko. 
1TH.3.5	Aan como pxekwtraa lëën pxal Timoteo biidnabtiits dyon pe bii xniladzy to xtiits Dios. Por ptsyeebaa nii nchëëp xaatox to lo tol aan pe nandy tsiiñ nii pkyëë noo tsigo.
1TH.3.6	Per lëë na nii lëë Timoteo blañ chutiits xaa nii mbëë xniladzy to xtiits Dios ni mbëë xkëstyoo do meñ. Në xaa nii tugak xsaladzy to lëë noo tyub styoo do ni tugak xkokyeñ do kan do lëë noo sinakak lëë noo soot noo deelba xaatsye tyon noo lëë do. 
1TH.3.7	Por ngo, nikxe nii no noo lyaadzy ni xtyee noo kyalnë, lëë do xchoobladzy styoo noo porñee ndon noo nii mbëë xniladzy to Dios. 
1TH.3.8	Pchoobladzy to styoo noo tsiñee ptsyon noo nii iip xsaandy to xtiits Dios. 
1TH.3.9	Por ngo, tugak xtee noo skizh lo Dios por lëë Dios chuuñ ksak styoo noo por lëë do. 
1TH.3.10	Tsel kyool xñab noo lo Dios nii knee xaa tiits kyoop teedy noo lo do parñee lox kluuy noo xtiits xaa nii bii chak falt.
1TH.3.11	Xñab noo lo Tat Tios ni lo Jesucrist nii knee xaa tiits parñee kyoopteedy noo lo do. 
1TH.3.12	Ni xñab noo nii jkëstyoo do kchë meñ tyub styoo do sinak nii xkëstyoo noo lëë do. 
1TH.3.13	Xñab noo nii kchooxsody styoo do tsiin tsody xtol do lo Tat Tios tsiñee lëë Jesucrist kiid stub kchë xangly xaa. Singo kako.
1TH.4.1	Por tiitspey nii bneetsy Jesús loo noo, lëë noo xñab nii ksaandy to nii kpañ do sinak nii bluuy noo lo do parñee kuuñ ksak to Dios.
1TH.4.2	Nanle to kchë nii bluuy noo lo do, ni lëë gaa Jesús kwnabey lëë noo bluuy noow. 
1TH.4.3	Chakladzy Dios gon nii ngui kpañ do parñee kuuñ ksak to xaa. Chaklasty Dios nii tsoni do stu meñ deelñee no tsiil do. 
1TH.4.4	No nii ngui kan do tsiil do sinak xñabey Dios, 
1TH.4.5	ksaksidy to me. Kuuñtsyeydy to sinak chuuñtsyey meñ nii xnilasty Dios. 
1TH.4.6	Ndox tsoni do stu meñ deelñee no tsiil do, por xsaksi Dios kchë meñ nii chuuñtsyey singo, ni lëëw niiyle gaa noo lo do. 
1TH.4.7	Por lëë Dios kwtsyetsy lëë no parñee ksaan no xtol no ni parñee kpañ no sinak xñabey xaa. 
1TH.4.8	Kchësy meñ nii chaklasty ksal nii xluuy noo, lëdy xtiits noo xsaldy meñ go, sink xtiits Dios nii xneetsy Kyalbini Ntson lo dow.
1TH.4.9	Xkiiñdy nii kniiy noo leñ kitsy re nii jkëstyoo do kchë xcombañer do nii xniladzy xtiits Dios, por ndon noo nii lëë Dios tse bluuy lo do nii no nii jkëstyoo lsa do lëë do. 
1TH.4.10	Sinak nii jkëstyoo do kchë meñ nii xniladzy xtiits Dios nii no nëz Macedonia, per lëë noo xñab nii mastre jkëstyoo do. 
1TH.4.11	Kol tsoxko nii nsaaksye kpañ do. Sëëbty to lo xcuent meñ, sink kol kuñ tsiiñ con ña do sinak nii bluuy noo lo do, 
1TH.4.12	parñee ni tu pe kakty falt lo do ni parñee kñeenëdy meñ nii nche tublad lëë do.
1TH.4.13	Beetsy, chakladzy noo nii kaknan do xa kak kchë meñ kuty parñee ktee nëdy to sinak xtee në meñ nii xnilasty Dios. 
1TH.4.14	Por deelñee xniladzy no nii kuty Jesús ni xniladzy no nii beeñ kpañ Dios xaa, no nii kniladzy no nii lëë Dios kuuñ kpañ kchë meñ kuty nii xniladzy Jesús.
1TH.4.15	Xtiits Dios xluuy noo. Por ngo nii xñee noo lo do nii tsiñee lëë Jesús kiid stub, deelñee bii mbañ no, chilody tyenech no lo meñ nii klo kuty. 
1TH.4.16	Por lëë tu angly jkwetsy xtrompet Dios aan klo meñ kuty nii xniladzy Jesús kpañ. 
1TH.4.17	Loxsye ngo deelñee bii mbañ no, lëë no kyo ksa no meñ nii pañ, kyo ktsiil nëz no Jesús lo me, parñee tugak tsyo no ksa no xaa. 
1TH.4.18	Kol kchoobladzy lsa styoo xcombañer do con kchë tiits re.
1TH.5.1	Precisty gon, beetsy, nii jkëë noo leñ kitsy re pa wor o pa tsee gaa kiid Jesús stub. 
1TH.5.2	Por nan buenle to nii kuñdy Jesús visy tsiñee lëë xaa kiid, sink lëë xaa kiid sinak tu ngbaan nii chi kyalkpaan kyool. 
1TH.5.3	Tsiñee lëë meñ këb: “Mbëë nak, kindy kyalnë”, lëë Dios kxaal kyalnë sinak nii kolpsye chislo xyoob kwnaa nii kap mëëd, aan ni tu cho telaady. 
1TH.5.4	Per lëë lëë do, beetsy, nchedy to lo nguey parñee kyeñdy to kiid Jesús sinak nii chiid ngbaan. 
1TH.5.5	Kchësy to nak sinak xbini ngbidz nii xsaani wor yutsye. Nchedy no kyool ni nchedy no lo nguey. 
1TH.5.6	Por ngo nody nii kyëë no mgaal sinak grol meñ, sink no nii list kwe no ni no nii tugak kak nyaani no. 
1TH.5.7	Kyool chakesy meñ nii xkyë mgaal ni kyool gaa xsyutsy meñ nii xkyë kunip. 
1TH.5.8	Per lëë lëë no, nii nak no sinak xbini ngbidz nii xsaani wor yutsye, no nii tugak nyaani kwe no. No nii tsyakw no xtiits Dios ni xkyalwkëstyoo xaa sinak nii nyako tu mankw kiib nii chakw soldad, ni no gaa nii ksoob no xtiits Dios nii xteelaa kik no sinak nii nyako tu cachuch kiib nii xsyob kik soldad. 
1TH.5.9	Porque kwtsyesty Dios lëë no parñee ksaksi xaa lëë no, sink lëë xaa kwtsyetsy lëë no parñee kteelaa Jesucrist no lo tol. 
1TH.5.10	Lëë Jesucrist kuty por lëë no, parñee nikxe mbañ no o kety kaa no lëë no tsyo ksa no xaa. 
1TH.5.11	Por ngo, ksaandy to tugak kol ko nguiool styoo do ni kol kchoobladzy lsa styoo xcombañer do.
1TH.5.12	Beetsy, xñab noo nii ksal do kchë xaa nii xluuy xtiits Dios lo do, por lëë Dios pso xaa parñee kuñ xaa tsiiñ lo do. 
1TH.5.13	No nii kantsi do xaa ni jkëstyoo do xaa por kchë tsiiñ nii chuñ xaa. Ngui kol kwe kchë xcombañer do.
1TH.5.14	Ni xñab noo lo do, beetsy, nii kak ntseeb to lo meñ nii chaklasty kyë tsiiñ. Kol kchoobladzy styoo meñ nii no kyalnë, ni kol kap paciensy lo kchë meñ.
1TH.5.15	Deelñee ksaksi meñ do, kol kap cuent kuñdy to kyalxtisy xaly gaa to, sink kol tsoxko nii tugak kuñ do kyalbuen lo xcombañer do ni lo kchë meñ nii nche tublad.
1TH.5.16	Tugak kol ko nguiool styoo do. 
1TH.5.17	Ni ksaandy to, tugak kol kutiitsni Dios. 
1TH.5.18	Nikxe peetyee xtsyool do tugak kol ktee skizh lo Dios, por no nii singo kuuñtsyey meñ nii xniladzy Jesús.
1TH.5.19	Sonlëdy to lo xKyalbini Ntson Dios nii no leñ styoo do. 
1TH.5.20	No nii ksal do xtiits xaa nii xsaabini Dios leñ kik. 
1TH.5.21	Kol kyeñ cho xñee tiitsli ni kol kyeñ cho xñee tiits xuuy aan kol kniladzy tiitsli. 
1TH.5.22	Kol ksaan kchë cos nii chuñ xtol do.
1TH.5.23	Lëë Dios nii xkëstyoo lëë no kuuñ nyë xkyalmbañ do ni xkyalbini do ni lëë xaa kuuñ nyë tyubñaa do parñee tsel nyë nche do tsiñee lëë Jesucrist kiid. 
1TH.5.24	Buen xaa, ksaandy xaa lëë do, ni suñ gaa xaa cumplir kchë nii në xaa lo do, sisyaal xaa xtsiiñ xaa.
1TH.5.25	Beetsy, kol nab lo Dios nii kuñ xaa lëë noo yudar.
1TH.5.26	Tsiñee jkëëptyux to, kol ktee tu pxit kwesy xcombañer do.
1TH.5.27	Por tiitspey nii bneetsy Dios lon, lëën xñab nii jkab kitsy re lo kchë meñ nii xniladzy xtiits Dios.
1TH.5.28	Lëë lëësy Jesucrist nii xñabey dyon kakni lëë do.
2TH.1.1	Lëë Pable ni Sil ni Timoteo xaal kitsy re lo meñ Tesalónica nii xsoob xtiits Tat Tios ni xtiits Jesucrist. 
2TH.1.2	Lëë lëësy Tat Tios dyon ni lëë lëësy Jesucrist kakni lëë do ni knee tiits nii mbëë kpañ do.
2TH.1.3	Beetsy, nonguial gon nii tugak ktee noo skizh lo Dios por lëë do, por sisi tse lëë do xniladzyre xtiits xaa ni sisi tse lëë do xkëstyoore xcombañer do. 
2TH.1.4	Por ngo, yuub noo chutiits lo meñ nii xniladzy xtiits Dios nii tsiitsy so do lo xtiits Dios ni xekw to xtyedy to kchëlo kyalnë. 
2TH.1.5	Nyoo nii chuñ Dios kyalxtisy, por lëë xaa kwle lëë do parñee tso do laañee xñabey xaa. Por ngo xekw to kchëlo kyalnë.
2TH.1.6	Nonguial ksaksi Dios meñ nii xsaksi lëë do, 
2TH.1.7	tsiin ktee tiits kxiladzy to kchësy to siñee notedy to kyalnë ni ktee tiits kxiladzy noo. Lëë Dios kuuñtsyey ngo tsiñee lëë Jesús kiid ksa angly nii xñabey. 
2TH.1.8	Con bëly ksaksi xaa meñ nii xnilasty xtiits Dios ni meñ nii xsoobty xtiits xaa. 
2TH.1.9	Lëë meñ go nitylo kaazhkaa, aan kpikchedre kan meñ go Dios ni kpikchedre kan meñ go xkyalwnabey Dios. 
2TH.1.10	Tse go lëë Jesús kiid par kleni meñ nii xniladzy xtiits Dios xaa, aan wi do ksee ksa do meñ go porñee bniladzy to xtiits Dios nii bluuy noo lo do.
2TH.1.11	Por ngo, tugak xñab noo lo Dios nii kpañ do sinak xñabey xaa tsiin kak nyoo nii lëdy xlyësy kwle xaa lëë do, ni xñab noo nii knee xaa tiits kuuñtsyey do kchë cos buen nii no kik to ni kchë tsiiñ nii chuuñtsyey do porñee xniladzy to xtiits xaa. 
2TH.1.12	Singo mod lëë meñ kleni Jesucrist por lëë do, ni lëë gaa xaa kleni lëë do según xkyalnsaak Tat Tios ni xkyalnsaak xaa.
2TH.2.1	Lëë nana, beetsy, lëë noo kniiy lo do xa kak tse nii lëë Jesucrist kiid stub ni xa ktsiilnëz no xaa. Xñab noo 
2TH.2.2	nii jkandy kik to ni ktsyebty to deelñee kon do nii lëë tse kutsiñ nii lëë Jesucrist kpikche. Nikxe kñë meñ nii lëë noo bñeew o lëë gaa noo pkëëw, knilasty tow. 
2TH.2.3	Kyëtidy to, por antes nii tsitsiñ tse go, lëë meñ ktilyni Dios, ni lëë tu xaa mal kiid, per nol nii lëë xaa nitylo. 
2TH.2.4	Lëë xaa go ktilyni Dios ni lëë xaa këb nii mastre non xaa lo kchë mdyo nii xleni meñ. Lëë xaa sob leñ lidzy Dios aan lëë xaa këb nii Dios xaa.
2TH.2.5	¿Pe xsalasty to nayak nii bitiitsaa kchë cos re worñee bii kwyon lady to? 
2TH.2.6	Ni nan gaa to cho xsyonlë lo xaa parñee axte kal tiemp kiid xaa. 
2TH.2.7	Lëë kchë cos ntseeb nii kuuñtsyey xaa mal go lox kwxixkwaa, xaktyee kpichee xaa nii sonlë lo xaa. 
2TH.2.8	Lëë xaa kiid, per xaktyee con xpe Jesús kuty Jesús xaa, ni lëë Jesús knitylo xaa con xkyalwnabey. 
2TH.2.9	Lëë xaatox nakni xaa mal go. Lëë xaa kñabey ni lëë xaa kuuñtsyey kchë clasy kyalntson. 
2TH.2.10	Lëë xaa mal go jkëëti kchë meñ nii këtañ, porñee koklasty meñ go niladzy xtiits Dios nii xteelaa. 
2TH.2.11	Por ngo lëë Dios xsaan nii kniladzy meñ go tiits xuuy 
2TH.2.12	parñee ksaksi Dios kchë meñ go, porñee koklasty meñ go niladzy tiitsli, sink tol byo styoo meñ go.
2TH.2.13	Beetsy, xkëstyoo Dios to. Por ngo lëë xaa kwle lëë do parñee klo do jkaa kyalwtelaa nii sëëdni Kyalbini Ntson porñee bniladzy to xtiits xaa, ni por ngo gaa no nii tugak ktee noo skizh lo Dios por lëë do. 
2TH.2.14	Lëë Dios kwtsyetsy lëë do parñee tso do laañee xñabey Jesucrist porñee bniladzy to xtiits xaa nii bluuy noo.
2TH.2.15	Tsiitsy tsigo busy, beetsy, kol so, kchosody to lo xtiits Dios nii yuub noo bluuy lo do ni lo kchë tiits nii pkëë noo lo kitsy nii pxaal noo lo do. 
2TH.2.16+2TH.2.17	Lëë lëësy Jesucrist dyon ni lëë lëësy Tat Tios nii xkëstyoo lëë no ni xchoobladzy styoo no kakni lëë do parñee kchosody styoo do ni parñee ngui kchukë kchë nii kñee do ni kchë nii kuuñtsyey do.
2TH.3.1	Beetsy, kol nab lo Dios por lëë noo parñee kyob jkaasy xtiits Dios ni jkëëtyag meño sinak nii pkëëtyag tow. 
2TH.3.2	Ni kol nab nii kteelaa xaa lëë noo lo kchë xaa ntseeb ni xaa mal, porque lëdy kchë meñ xniladzy xtiits Dios. 
2TH.3.3	Per lëë Dios kakni lëë do parñee kchoxsody styoo do ni kyabty to lo tol. 
2TH.3.4	Tyub styoo noo xniladzy noo nii lëë Dios kuñ lëë do yudar parñee kuuñtsyey do kchë nii bluuy noo lo do. 
2TH.3.5	Lëë lëësy Dios dyon kuñ lëë do yudar parñee jkëstyoo do sinak nii xkëstyoo xaa, ni lëë lëësy xaa kakni lëë do parñee kxekw to kyalnë sinak nii pxekw Jesucristo.
2TH.3.6	Beetsy, por xtiitspey Jesucrist lëë noo xñab nii ktsiil lsady to xaa nii chaklasty kyë tsiiñ ni chaklasty ksoob xtiits Dios nii bluuy noo lo do. 
2TH.3.7	Por nan do xa kpañ do parñee kak to sinak noo. Ptsyody noo lady to singosy, 
2TH.3.8	ni karty kaa tyaaw noo xkuuñ meñ singosy, sink tsel kyool pkyëë noo tsiiñ parñee kotsiiñdy noo ni tu lo do. 
2TH.3.9	Ni lëëw na nchilopee nyab noo nii nyuñ do lëë noo yudar, per lëë noo pkyëë tsiiñ parñee kluuy noo lo do xa kpañ do. 
2TH.3.10	Worñee ptsyo noo lady to niiy noo nii kawdy xaa nii chaklasty kyë tsiiñ. 
2TH.3.11	Per xtsyon noo gon nii no bla xaa nii xkyëdy tsiiñ lady to, aan sidy kik xaa nii pe kuuñtsyey xaa. 
2TH.3.12	Con xtiitspey Jesucrist lëë noo xñab nii kyë kchë xaa go tsiiñ par kaw xaa ni parñee ngui kpañ xaa.
2TH.3.13	Beetsy, ktsagty to, tugak kol kuñ kyalbuen. 
2TH.3.14	Deelñee no xaa nii chaklasty ksal nii xñee noo leñ kitsy re, kol kuy chow aan ktsiil lsady to xaa parñee kteladzy xaa. 
2TH.3.15	Per klëëdy to lo xaa, sink ngui kol nee lo xaa sinak nii nyak xaa betsy to.
2TH.3.16	Lëë lëësy Dios nii xchoobladzy dyon tugak kchoobladzy styoo do ni lëë lëësy xaa kakni lëë do.
2TH.3.17	Paablaa, con yuub ñan ni xletraa xkën tyux re. Sinrii xkën kchë leñ kitsy nii xalaa, con xletraa xkëno. 
2TH.3.18	Lëë lëësy Jesucrist dyon kakni lëë do.
1TI.1.1	Naa nak Pable. Xapostle Jesucrist nakaa. Lëë Dios nii xteelaa lëë no lo tol ni lëë Jesucrist nii këmbëës no pxaal naa. 
1TI.1.2	Lëën xal kitsy re lool, Timoteo, xiñpaa nakoo por xniladzyoo xtiits Dios. Xñabaa lo Tat Tios ni lo Jesucrist nii kakni xaa lii ni jkëstyoo xaa lii ni knee xaa tiits nii mbëë kpañoo.
1TI.1.3	Lëën kwnel lool worñee lëën sa nëz Macedonia niyaa:
1TI.1.3	—Byaan kyedzy Efeso, parñee klaadyoo kluuy grol meñ tiits wkëti, 
1TI.1.4	ni kudzy nii ksaldy meñ cuent tiemp nii toon pare xseety. Por pa xkiiñdyo, xaktyee xlyëw parñee knilasty meñ xtiits Dios tyub styoo meñ.
1TI.1.5	Lëën psan tiits nii kuuñtsyeyoo ngo parñee jkëstyoo lsa no lëë no tyub styoo no, ni mbëë tso kik no ni kniladzy no xtiits Dios tyub styoo no. 
1TI.1.6	No xaa nii pchoxso lo xtiits Dios aan lëë xaa këtañ por cos nii pa xkiiñdy. 
1TI.1.7	Chakladzy xaa kluuy xaa xley Moisés, aan ni nandy xa pe xñee xaa ni xyeñdy xaa nii xluuy xaa, per nder confians xluuy xaaw.
1TI.1.8	Ndon no nii buen xley Moisés, deelñee kluuy meño siñee nakpew. 
1TI.1.9	Per byaandy ley gon par ksaksiw meñ buen. Sink lëëw byaan par ksaksiw xaa yox ni xaa nii xsoobty tiits, ni xaa ntseeb ni xaa ngoptol, ni xaa nii xsaldy Dios ni xaa nii xsaldy xtiits Dios, ni xaa nii chuty pxosy o xñaa gaa, ni kchë nweety bñech. 
1TI.1.10	Lëë ley ksaksi xaa nii choni stu meñ nii no tsiil, ni xaa nii choni saapkiy, ni xaa nii xto meñ ni xaa nii xkëëti ni xaa nii xkon Dios parñee kniladzy meñ nii tiitsli xñee xaa, ni kchë xaa nii xsoobtiisty xtiits Dios. 
1TI.1.11	Aan lëë Dios pso naa parñee kluyaa tiits ntson go lo meñ.
1TI.1.12	Xtedyaa skizh lo Jesucrist, por lëë xaa xnee kyalndaan lon ni lëë xaa kwle naa parñee kuñaa xtsiiñ xaa, 
