MAT.1.1	Yesu Kristi azakwoyi aye nu nyi, Dauda nugun n Ibrahim yi.
HEB.13.11	A Yahudiyi ɓei zhin apma n na nyakpa yi nu ntu sadaka ɓo, ɓa ɓei zhin ɓa wu nyap-kpa ɓa lo ɓa gyi kona n zhimi avun. A mi da ɓa ɓe n cei n Shekwoyi nyakun. Deye ɓei zhin sadaka ntu alaifi ɓo nu. 
HEB.13.12	Cenu ɓei zhin a wu Yesu n pifun, wa ga sadaka owo nyai nya ntu yi a laifi ɓo.
HEB.13.13	Yi shegun Yesu n zhimi avun. Wato to ge nanyi ye mi m. Yi sun wahala ɓedo n vinyikwo yi n kun-sun woi. 
HEB.13.14	Anyi ye to zhin yi nya nun, yi pmi eya ʼpa, nyalo-nyalo nya nu, wato eshe.
HEB.13.15	Yi ga Shekwoyi mwa-mwa, kwo nu zhin yi sadaka ga. Yi zhin dna n Yesu ye. Yi gna azaje owo eye mwa-mwa ɓo, yi ci wo. 
HEB.13.16	To ze ɓemana zhin amwi m, zhin aɓo manayi. Ce nya ga aza n ɓa to cei lon. Nyaga nu Shekwoyi ye n cei.
HEB.13.17	Ga aza mwa-mwa n ɓa du ho, nwyihoi ɓa ɓei wu Shekwoyi oɓa tnu-tnu. Ndei fya ga ɓa mwa-mwa tnu-tnu ɓa da ɓa zhin. Ko ɓa bma fyehin zhin ce. 
HEB.13.18	Fye zhin aduwa ntu yi ɓo, yi ye ya zhin tnu-tnu ɓehinhin nya nu n ɓefyece yi. 
HEB.13.19	Ntu cenu fye zhin aduwa ntu mi ɓo, ko n naiye ma fye ya zhin, mi cei pma ma ɓe fya ba sa fyewyi.
HEB.13.20	Shekwoyi wo tu fye anabarka, wonu ɓei la Yesu ka. Yesu kwa wo nu zhin knikna yi, wotu fye anabarka ntu owo ami zeya ɓo, dna n na alkawali woi-woyi. 
HEB.13.21	Shekwoyi wo gba fya bukata ntu ge fya zhin wo ɓeye. Wo zhin ɓo n yi-i, nwo cei pma, wo zhin ntu Yesu ɓo. A ga Yesu mwa-mwa nyalo-nyalo.
HEB.13.22	Omi-azaje, kna tnubua n ɓo mi ku da dna n wasika ye mi. 
HEB.13.23	Ala Timatawus loya n kurkuku, yi ɓa kun ɓe n woi. Kpekni sa fyewyi wo ɓa ɓe ma ba. 
HEB.13.24	Fye ɓi fya atukwo da gna ga mi, a Yesu viyi dna nu Italiya, ɓa ɓi fye gna lo. 
HEB.13.25	Shekwoyi alheri ɓa kun-sun n fyei nyalonyalo. Amin.
JAS.1.1	Wasika ye gmi n Yakubu akun nu, Shekwoyi bara n Dagayi Yesu Kristi nya yi. Kwoi lo a Yahudiyi a Yesu-viyi aba, n ɓa busi yafi laɓa nyi, mi tnu fye lo n gnaɓiyi.
JAS.1.2	Omi azaje ye-yeyi, fye sin wahala lo, fyei gye azhin? Fye dagma. 
JAS.1.3	Ntu ge esa wahala nyi, efye bugba-bwa zhin kwa mwa. 
JAS.1.4	Fa efye bugba bwa kwa mwa har fya ze aza hin-hin, nfye ta gyi nyaho san. 
JAS.1.5	Nfye n cei pma fya kpe enya n Shekwoyi ye fya zhin, fye nya wo, wo ɓa wu fye n ɓugbai gmanyi, gama wo n shiri yi zhin lo wa ga oza ɓeyekpe n bugbai gmanyi, oza nwa nya wo, wo ta na ɓon.
JAS.1.6	Ama n ha nya wo, la awyetu n ge woɓa gaho, gama bugba shaka zhinyi wu ngye anuwan dokwo nu n ese zhin kwa cekwo abwaya nyi. 
JAS.1.7+JAS.1.8	 Shaula doho-dohoi nha zhin, hoi to n bugbai shi lo pin, shi ho pmi lo bwaye ha pmilo bwaye. Nhoto nya n gaiciya gayin, to gye ge Dagayi ɓaga ho amsan. 
JAS.1.9	Yesu-viyi nwo to zhin nyaho nu dna n na nyin, a dawo, gama wo zhin nyaho nu n Dagayi abye.
JAS.1.10+JAS.1.11	 Ama nyabwayi dagma n tuge owo nyabwa to zhin nyaho nu n Dagayi aban, gama esa fyewyi wo ɓa duya ngye mamawyi n kwo bmiya-bmiya la duya kwoi la bwa, kwo la fi ntu n nyipyei wo-wo ɓo. Anyabwai wulo, nu Safyewyi ɓa ɓa fi ɓa fa ɓa nyabwa n ɓa avun.
JAS.1.12	Bugba bui-da nu oza n wo wan wohin shi, to wa kaya dna n jaraban, gama n na avun wo ɓa bwa rawani wye-wyeyi nyalo-nyalo nya, n Dagayi a zhin aza alkawali nɓa ye wo nyi. 
JAS.1.13	Pa esa n oza ye wa zhin ɓenukwoyi, Shekwoyi nu ta zhin wo jaraban, gama Shekwoyi ta zhin ɓenukwoyin, woi ta zhin aza jaraba n ɓenukwoyin.
JAS.1.14	Jaraba kun n oza bugba nu, oza n wo n shakpei fi n wo mi. 
JAS.1.15	Aɓonubo-zhin nukwoyi ye zhin oza wa zhin aɓo nukwoyi, n na avun kwa zhin oza wa gwo tata efi nya n Shekwoyi aba. 
JAS.1.16	Ntucenu fye to bwi zokwon, emi azaje.
JAS.1.17	Ama enya manayi doho-dohoyi nkwo bmiya kwo gmi n Shekwoyi aba nu, Owo na zhin buzangna, woi bmiyana nyalo-nyalo, n tna jejelu kwo kuwa wyegma. 
JAS.1.18	Njesun nyipyei a gmadanya nu n wo aba ewyi n wo ɓei gayi awye-wyeyi woi-woi n cei nyi, ntu gaiciya owo ɓeda nya ɓo, ya ku ze, aɓo kmisunyi, Owo puwa woi-woi nya.
JAS.1.19	Omi azaje ye-yeyi fye to ze amwi ge, kwo gna bmiya oza kna ɓeda tnubuan n mwa, ama oza daɓo cewyi, to oza gyi minagyin. 
JAS.1.20	Gama minagyi ta zhin yi ya ze aza manayin, shi Shekwoyi ye ya zen.
JAS.1.21	Ntu cenu fye la anya nukwoyi kunya nfye awye-wyeyi nɓa to bmiyan, n na ɓo yi n ɓa she fye kna, fya gba fyehin tukwo fya dagma shi fye la nabari manayi woi-woi gwo, gama kwo ɓami kwa gni yi awyewyeyi, ngye shi kwo shi yi abugba bwa nyi. 
JAS.1.22	Fye pa ge ɓeda nu n oza ɓa zhinkwo, to ge oza knatun-bua kawai n, Ntu cenu fye to dna fyehin kwocen.
JAS.1.23	Gama n oza wo, to wa zhin, wo wu ngye ozanu n wo shi wohin awye n maganyi. 
JAS.1.24	Shi wo la kala wo ta shan wohin awyeshi wa shan pa ngye shi wo wun. 
JAS.1.25	Ama n oza shi wohin awye biwu n Shekwoyi owa, nkwo zai lo-lo yi ya nyi, wo ta pa kwo ɓonu gmanyin, ama wo ɓa zhin oɓo n kwa da. Shekwoyi ɓa tu wo anabarka dna n ɓeho-ɓehoyi n wo ɓa zhin.
JAS.1.26	Oza nwa ci ge wo zhin Yesu-viyi nu, to wa wan wo nyitala shi nkwo gyi-gyi-yi ngye ebe nyin, wo dna wohin kwoce nu, owo knunnu zhin gbeloyi nu.
JAS.1.27	Yesu-viyi nwo gyi-gyi-yi ntna aɓe nya n Shekwoyi Dada awyeba, ozanu n wo shi a kuwyi bwa, n na anyigbayi, n zayi n wo kpema Dagayi n gaiciya yi, to wun-wun yi ya, kwo n tucegye n na anyi nya yin.
JAS.2.1	Omi aza ye-yeyi fye ɓa gna n wuna nu ge fye zhin Dagayi Yesu Kristi nya nu, Dagayi latu nya, fye gna ye n na anyabwayi nu fyei zhin awyekwoyi nukwoyia?
JAS.2.2	N oza loɓe efye aduwa nyakun, n na aje nakwoyi kpe, n zinariya abwanyayifi, njesun ozado wa loɓe n wo naje sakunyi kpe. 
JAS.2.3	Fya gnaye n nyabwayi nu, fya ga wo aseseba manayi fya gna wyekwoyi ge, “La gni n bwai kwo ha sase.”
JAS.2.4	To, fye ye n zayi n tu n wo nyabwa ɓo kwa wanu ge fye kni aza kni-kni le nu.
JAS.2.5	Fye wo, emi azaje, Shekwoyi nla awyekwoyi kni ɓa ze anyabwayi dna n gaiciya ga, Eshebemi zhin ɓa nya nu, gama cauta nu n Shekwoyi zhin aza alkawali nɓa ye Wo. 
JAS.2.6	Ama dna n na aza ngun abahi fye la wyekwoyi ci wyegba, fyei dnawo vinyikwo. Fye ta palo ge anyabwayi nu lo n fyei n na awada ban, ai gyi fye tara ai gu fye fi n wyegma nyakun. 
JAS.2.7	Nsai mwa begye oɓanu ma Yesu Kristi esan. Oza n na yi fye n woye manayi nyi.
JAS.2.8	E, ɓehin-hin, kwo bmiya fya shi Dagayi wyidna bwa, “Tilas ha ye nho kunzhinyi ha bmawo zhin shi ho ye hohin tukwo.”
JAS.2.9	Ama fye ta shi Dagayi owa ye bwa lon, nfya gnaye n na anyabwayi fya laɓatu, kwo zhin ɓenukwoyi nu.
JAS.2.10	Oza n wa shi awyidna bwa vinya wa fa gmanyi wo n iaifiyi lo ngye oza nwo to shiɓa bwan vinya. 
JAS.2.11	Gama Shekwoyi n wa ci ge hota la nyikwo n wo eɓayilon, wo na ci ge hota wu zan, ntucenu kwo ho to zun mula owa gnanan ha zhin anagbayin, ama ho la oza wu, ho la Shekwoyi owa zungna-na vinya, hola ze owa gnazunyi, laifida nu nwa bye.
JAS.2.12	Aɓei da fye owa, kwo fya zhin kwo to fya zhin oɓo n Kristi yen. Ntucenu fye zhin peceye n nyayi n Ifye zhin n nyayi n fye da. 
JAS.2.13	Gama ato ɓei gye aza sun-sun n ɓa to gye aza sun-sun. Ama nha gye oza sun-sun Shekwoyi ɓei gye ho sun-sun esa n wo ɓei da ho wa cei.
JAS.2.14	Emi azaje ye-yeyi, mi gye kwo apma, nfye cige fye n gaiciya gailo, fyei zhin a Yesu-viyi nu, ama to fyei bma azaje zhin. Gaiciya-ga yi pya ɓa gni oza? 
JAS.2.15	Ndei ho nugundo yilo n wo to n nyagyi yi lo na jekpeyin. 
JAS.2.16	Ha gna wo ge, “To, lohonya Shekwoyi tu ho anabarka, ha bwa jekpe, ha gyi nyagyi n bugbai gmanyi,” To ha gawo ajekpe kwo nyagyin, mi gye kwo ampanyi?
JAS.2.17	Ntucenu fye gye, gaiciyaga to kunlo n kwo gmanyin, Tilas ha zhin bemana ha wu ge ho n gaiciya gailo. Gaiciya ga n kwo to wu kwohin n na tnu-tnu manayin, kwo to zhin gaiciya ga nun, kwo zhin gbeloyi nu, fi-fiyi njesun.
JAS.2.18	Ama zaho ɓa naɓo ge “Fye gna, zokwo n kwo lo Shekwoyi aba gaiciya ga nu gmanyi, to ma cige atnu-tnu n na pmailo n mwa, gama n tna atnu-tnu manayi, ho takpe kwo ho n gaiciya gai lo, kwo ho to n cei lon. Ama zaho-zahoi ɓakpe ge mi n gaiciya gai lo ngye shi mi zhin aɓo n wu.”
JAS.2.19	Aza lo n fyemi n ɓa ye n cei shilo ge gaiciya ga gmanyi nu kun lo? Gaiciya ga n Shekwoyi gmanyi, To, pa ge aljanu ga gaiciya lo nu ce, n kalayi, har ɓei vin n dnayi. 
JAS.2.20	Azacije, fye ɓei tumwi n kniwyiyi nu ge, gaiciya ga to n na pmayi lo ntna aɓe zhin n Shekwoyi yen ma? Gaiciya ga n kwo ta wu kwohin n na tnu-tnu manayin kwo to zhin gaiciya ga nun.
JAS.2.21	Fye to ye palo ge kwo Ibrahim eyi dada aɓei yiwo oza manayi ntu n wa tnu-tnu manayi ɓo nu n wo ɓei zhin nyin, n wo ɓei ye wa zhin Shekwoyi ɓeye, har wa ga owo nugun Ishaku ɓigba gmanyi, wa fi tu n bagadi n? 
JAS.2.22	Ho ku gye, wo ɓei kpema Shekwoyi, n mwa har woi cei pma wa zhin oɓo n Shekwoyi wa gna wo ge wo zhin, owo gaiciya ga ɓei nunuyi ntu n wo atnu-tnu manayi ɓo n wo ɓei zhin n Yi 
JAS.2.23	Ntucenu kwo ɓei zhin shi Shekwoyi ɓeda da n ge Ibrahim ɓei kpema Shekwoyi. Dagayi wa yiwo oza manayi n Shekwoyi abye, har ayiwo nge, “Shekwoyi nugundo.” 
JAS.2.24	Ntucenu ho ku gye, agni oza ntu n nya bo nu n wa zhin, n nyayi n wo ga gaiciya.
JAS.2.25	Rahab Karuwa zhin misali deye nya nu. Aɓei gniwo ntu nyaɓonu n wo ɓei zhinyi, oza n wo ɓei so atnutnuyi fi, wa tnu n ɓai n zokwo do gbo. 
JAS.2.26	Shi nayi n kwo to n zafun yi n zhin fi-fiyi nu nyi, elonu gaiciya ga n kwo to n na atnu-tnu manayin, zhin fi-fiyi nu.
JAS.3.1+JAS.3.2	 Omi azaje ye-yei, fye to gna ye, fya ze anya-wuyi num, gama yi zhin ya bwi aba nsayi mwa begye. Esa yi adini wuyi, n yi kpe ɓemanayi ye nyi, n ya zhin ɓenukwoyi eyi tata ɓei la du azaje nya. Nʼza mi wa wan wo nyitala, kwo wunu wo ɓa mi wa wan wo nayi shi vinya, n zokwo doho-dohoyi. 
JAS.3.3	Yi ɓami ya pmi doko awye, shiyi ncei pma ntu na luzami ɓo n yi dna n kwo gbe nyi. 
JAS.3.4	Eya busi nawyi kwo zhin kwa pmi eya awye lo, aba vinya n eyada n cei pma kwo lo, kwo esayi dnakala.
JAS.3.5	Nlonu nyitla zhin enya ɓiyinu, ama kwo wun anya ya n mwa, nakna ɓiyi zhin kwa kuci yakwo dnana. 
JAS.3.6	Nyitala zhin ena gwo-gwoi nu. Kwo nunuyi n na anya nukwoyi, kwa du nayi vinya n mui, anapinu ku kwo ena n kwohin, kwa zeyi awye-wyeyi ena gwo-gwoyi bwi-bwi nya n wahalayi.
JAS.3.7	Aza ɓami ɓa kpa, kwo ɓa wu anyafanya n na luyi n na awyisala yi. 
JAS.3.8	Ama zanyikwoci ho to lon n wo ɓa mi wa wu nyitalan, kwo n shiri yi zhin kwa da ɓeda kasa. 
JAS.3.9	Nsahoi kwa ci eyi Dada n wo dna n ʼshe nyi, nsahoi kwa tu aza kni nna zhin ɓa dna n Shekwoyi dogbe nyi. 
JAS.3.10	Nlonu ɓeda nukwoyi n anabarkayi ɓai kun ngbe gmanyi. Omi azaje ye-yei kwo to bmiya lo lonun. 
JAS.3.11	Nuwan manayi n nuwan nukwoyi, zhin kwapi n obwo gmanyi? 
JAS.3.12	Ho ɓa ka zaitun n gbayi shinwan? Awo, ho ta bwa nuwan manayi n snakpegye nuwan.
JAS.3.13	Ngye hoce-ceyi lo, zan-zan cewo n bmiya ntuge ɓe manayi zhin, n hohin tukwo-gbayi nu ɓa zhin akpe ge ho ce-cei lo. 
JAS.3.14	Dna n zokwo doho-dohoi to gna ge ho cei-cei lon, ndei ho gyi minagyi lo, hoi woshe, hoi ye hohin tukwom, deye kwo zhin akata nu. 
JAS.3.15	Gama shewo n hohin tukwoye yi, ɓa to zhin Shekwoyi ce-ce pya nun. Aɓeye pya zhin anyi nyanu n tna zafun, shetan nu ce aɓeye pya bwa. 
JAS.3.16	Gama aba n Shewo nyi, n tukwoye yi, aɓa bwa ɓenukwoyi doho-dohoi n ɓo.
JAS.3.17	Ama wyemwa n kwo gmi n ʼshe, kwo gyi-gyi-yi, n nasuwayi, kwo ye bugba fu n ɓemanazhin yi, kwo ye n na aza tayi, kwo ga kwohin n na aza ba, kwo nunuyi n sun-sun-gyeyi, n na ɓemana-zhinyi, kwo n bugbayi gmanyi, n lo cewo n tna kata. 
JAS.3.18	Aza n ɓa ga bugba-fu, ɓa ɓa bye nyabye bugbafu nya, ɓa do ɓemana.
JAS.4.1	A Kni donu ɓe fye n na anyawuyi n guyia? Aɓo pwawo n na shakpe nukwoyi nu n ɓa fi fyemi ɓai sunkun n fyei nyi? 
JAS.4.2	Fye ye nya n fye to n cei lon, ntu cenu fyei wu aza ntuge fya bwa. Fyei wo anya she nʼza cei lo, to fyei bwan, ntuce fya Iya anya n guyi ntuge fya gwo ɓa kwo, Duk dalili n kwo zhin fyei to n nyayilo n fye ye nyin ntuge fye ta nya Shekwoyi ɓon. 
JAS.4.3	Kwo n fya nya fye ta bwan, ntuge fye nya n na bugba nukwoyi nu, fye ye nya nu n kwo ɓa ga fye agmada n fye nayi.
JAS.4.4	Fye wu ngye nyikwoza nu nwo to gaiciya yi nwo ɓa aban, woi ye nwo ɓa anuwuyi. Fye ta kpe lo ge nfya gyi nugundo n anyi yi, kwo ɓa zhin fye fya ze Shekwoyi anubayi n? Ma gna fye ndei fye ye anyig-mada lo, fye ta mi fya zhin Shekwoyi anugundon sai owo anuwuyi. 
JAS.4.5	Kwo fye gye ge litafi a gna ge na na, esa n kwa ci ncei ge Zafun Gyi-gyi-yi, n Shekwoyi wa dna wo n yi mi nyi, wo dna yi wye n Shewo manayiʼa? 
JAS.4.6	Ama wo gayi kala ci-ci n na bai ya gyi nasara, n na ɓo pwawo nukwoyi yi, shi littafi a da, Shekwoyi ga za nu kala n wo gba wohin tukwo, ama wo gyi minagyi n ʼzayi n wo zhin aɓokwo, woi gma.
JAS.4.7	Ntucenu fye ga fyehin n Shekwoyi a kun ntna tukwo mwa. 
JAS.4.8	Esa n ha ɓe viwyi n Shekwoyi, Shekwoyi ɓa wo viwyi n hoi. Fye la abwana nfye a laifi, fya fa Shekwoyi wa nu fye abugba, wa ze ɓa agyi-gyi-yi, agaiciya da n wo aba. 
JAS.4.9	Fye ci bwi ntu na ɓonukwoyi ɓo n fye ku zhin, Fye wun bugba, fya wunwye, fye wun bugba to fya masan, maimakon a gmada, fye zhin bugba zhi-zhiyi. 
JAS.4.10	Nnavun, n ha gye ho akalagba n Dagayi aba, wo ɓa la hotu, wa gaho kala, wa bma ho zhin.
JAS.4.11	Fye to ci aje wyegba, fya zan aje laifi zanshin, fya da aje ɓon, emi azaje. Nfya zhin lonu, fye sunkun n Shekwoyi wayi nu n kwo gna ge, fye ye n na jeyi nyi, fyei gna kwo to bmiya lon, ama, of ye tnu-tnu nu to fya kni, kwo owa ye bmiya lo kwo kwo to bmiya lon, ama fye vi kwo. 
JAS.4.12	Oza n wa zhin owaye nyi wonu ɓa mi wa da owa n yi atasin. Owo nu ɓa mi wa kni kwo wa wuyi kwo wo gniyi. Ntu cenu kni ikoyi nu n ho cei lo ha da owa, kwo ha zan za laifi zanshin a?
JAS.4.13	Fye gye wye, ofye nfye cige, “Nna ye kwo n su yi ɓei lo ʼzhi deye, kwo ʼzhi dehi ya fi ɓo eye bwugyi, ya ze abwa ya gyi gyiba.” 
JAS.4.14	Ho kpe ɓeye lo n kwo ɓei zhin n su? Gama oho wye-wyeyi kpamwa wu ngye bwigye nu, hagye kwo nsaiye esa fyewyi kwo la duya. 
JAS.4.15	Nya n kwo kunce ha da okwonu nyi, “N Dagayi wa ye, yiɓa sase ya zhin deye kwo dehi.” 
JAS.4.16	Nto lonu, fye mwa fyehin tukwo nu, tukwo-mwa ye pya ta da Shekwoyi n.
JAS.4.17	Fye pa ge, oza nwo kpe ɓemanayi ye to wa zhin kwon, kwo zhin laifi nu nwa ba.
JAS.5.1	Dnawye, ofye anyabwayi, esa nyi nfye ɓa cibwi fyei do mi, nbugbawun yi ntu n wahala ɓo n kwo ɓelo nfye abye nyi. 
JAS.5.2	Ofye nyabwa nkubo ofye aje manayi anya ku gyi, ɓaku ze aje sakun. 
JAS.5.3	Ofye zinariya n azurfayi ampanyi nla kniya, kwo zhin efye ɓenukwoyi saida. Kwa gyifye abu ngye na, Nyanu n fye ku sozhi fyehin, fya ɓei gwo n wada nyipyei n kwo ɓelo nyi. 
JAS.5.4	Fye kna tnubua fya wo atnu-tnuyi bwici, nfye la ɓa gyifi to fyei gba ɓa nyin. Oɓa bwici kusi Dagayi azabegye nya atnubua.
JAS.5.5	Fye ku sun fi n na anyi, dna n anyida, fyei fu fyehin bugba, nsaiye efye abugba awye-wyeyi zhin ɓa pmi shazun nyipyeyi nu. 
JAS.5.6	Fye ku aɓo manayi-zhin-yi zun kni, fyei ku aza wu n ɓa to n kalayi lo ɓa gni ɓahin n fye akun.
JAS.5.7	Nsaiye n fye aba omi azaje, nfye zhi fyei pmi Dagayi jezeɓe nyi, fye zhin hakuri, ngye shi fwai-za zhin wa pmi har mikegye wa do wo ofwa ampanyi nyi. 
JAS.5.8	E, fye zhin hakuri, fya bwa bugba kala gama Dagayi la ga ɓe.
JAS.5.9	Fye to da gunnu-gunnu tu n na je tukwon, omi azaje, Ho du laifi akpeya lo nu? Gama gye, Owadayi dnagmayi ɓelo, wo la gaɓe, (Fye fa wa wan wyebwo doho-dohoyi n kwo kunce.)
JAS.5.10	Ntu hakuri ɓo dna n wahala, fye shi Dagayi anabi wye kwa ze fye ɓesisi. 
JAS.5.11	Yi kpelo shi ɓa dagma lo n saiye, ntu ge ɓa bei la kpema wo nsahi yi, kwo dayake ɓa bei ku wahala sin n mwa. Ayuba zhin misalinu oza n wo ɓei kpema Dagayi dna n wo azhin-gye, dna n wo wahala, yi ku gye shi Dagayi shiri bei zofi n ɓemana, gama wo nu-nuyi n sun-sungye yi. 
JAS.5.12	Ama dna aɓo vinya omi azaje, fye to si nyasi n ʼshe yi kwo anyin, bwaci ge e, kwo aʼa nnabai n ho ta zhin laifi a zun ho kni n.
JAS.5.13	Zaholo n fyemi woi sin wahala? Wo zhin aduwa ntuce, Aza n ɓa n ɓei lo n ɓa ɓa sa Shekwoyi ami ɓa gyi abye ɓai kwo anyi ga Dagayi, bai la Wo tu.
JAS.5.14	Nyasan san Zaho lo? Wo yi a ikklisiya atukwoda ɓa zhin aduwa gawo, ɓa shin wo emi, ɓai yi Dagayi wa kawo gna. 
JAS.5.15	Oɓa aduwa nɓa zhin n gaiciya yli ga, ɓa ɓa kawo gna, gama Dagayi ɓa ka wo gna, ndei nyasan n kwo sanwo nyi laifi nu na bewo n kwoi, Dagayi ɓa zhin wo gafara.
JAS.5.16	Fye zhin aje gafara fyei zhin aduwa ga je, n na bai fya bwa lafiya Ɓefyece zhinyi aduwa ɓa zhin ikoyi mwa, kwa ɓe n amsa manayi. 
JAS.5.17	Iliya ɓei zhin oza nu n gye yi, ama wa mi wa zhin aduwa nge ogma to zhin, to kwa zhin har eye ngun ata n na pyai kpe ngun tnanyi. 
JAS.5.18	N navun wa je aduwa zhin ge ogma kwo zhi, agbe-gbe ɓa je ya pa, anya ya pa njesun n na fwa.
JAS.5.19	Omi azaje, ndei zaho la bma n Shekwoyi zokwo to woi ye kpema Dagayin, oza ho wa bma wo zhin wa gye Gaiciya. 
JAS.5.20	Ozahi n wa jezeɓe n woi n Shekwoyi aba nyi, wo la wyewyeyi bwi-bwiyi gni n efi, kwoi ɓe n owo a laifi gafara zhin yi n mwa.
1PE.1.1	Wasika yi gmi n Bitrus akun, Yesu Kristi tnu-tnuyi, Kwoi lo a Yahudiyi a Yesu viyi aba n na nya ɓa ya n Urushelima, ɓai gnami fi laɓa n Buntus, Galatiya, Kapadokiya, Asiya, n Bitniya yi nyi.
1PE.1.2	Oma nugundo, Shekwoyi Dada ɓei kni fye tunyi n sapa, Wa ku pma kpe ge fye ɓa ze owo aɓi, Zafun Gyi-gyi-yi lo tnu-tnu lo n fya bugba mi woi zhan fye ya n Yesu Kristi ami yi, woi zhin fye fyei zhin oɓo kwo dawo, alheri n bugba-fuyi ɓa la lakpe nfya ba.
1PE.1.3	Mwa-mwa vinya Shekwoyi nya nu n Dadayi, eyi Dagayi Yesu Kristi nya, ntuge owo sun-sungye tnazoyi nu na gayi esa a shan yi ma. Nsaiye yi sase n na awyetu wye-wyeyi nyalo-nyalo nya yi, ntuge Kristi ɓei la laka n efi. 
1PE.1.4	Shekwoyi n cauta dnagmayi so shi owo aɓi lo n ʼshe; kwo gyi-gyi-yi lo, kwoi ta shando aigna kwo bom kwoi ta shan zom. 
1PE.1.5	Shekwoyi, dna n wo iko yakwo, wo ɓa shi fye bwa fya si ɓo n lafiyai n nabai fya bwa fya si ɓo n lafiyai n nabai fya bwa kwo, ntuge fye kpema wo lo. Kwo ɓei ze ofye nya dna n nyipyei kmaknayi n kwo ɓelo nyi zaho-zahoi wo gye. 
1PE.1.6	Ntu cenu a da fye n mwa, a gmada yakwo lo n fya bye, kwoda shike ezan dna ɓo lo n saiye kpa ntu mu-mugye ɓo nɓa ɓe fya ba nyi.
1PE.1.7	A wahala ye ɓe da fye ntuge, a mwi fye gaiciya ga gye nu, agye kwo kwo n kalayi lo, n gyi-gyi-yi, a mwi kwo gye shi ena zhin kwo mwi zinariya gye nyi kwa zhan kwo ya, ofye gaiciya ga du zinariya lo n latu n Shekwoyi aba, ntu cenu n fye gaiciya ga migni n kalayi n kwo mutu, avun, dna n wahala abednai, kwo ɓa ɓe fye n ci-ci yi, n mwa-mwayi, n latuyi ewyi n Yesu Kristi ɓei jezeɓe nyi.
1PE.1.8	Fye yewo lo, kwo da yake fye to shin wo gyen. Fye ta gye wo lon, ama fye kpma wo lo, kwo nsaiye a da fye lo n na gmadayi n na ta shin kwo ɓedan, 
1PE.1.9	Efye lada n na bye deye ntu fye gaiciya ga ɓo, okwonu zhin efya wye-wyeyi gni-gni.
1PE.1.10	Gni-gni ye zhin enya nu n na anabi to ɓei n kwo awyega yin, kwo da yake ɓa ɓei ku ka nkwo tukwo, ɓa ɓei n na ɓenya-nyai mwa n kwo awyega tukwo. 
1PE.1.11	Ɓa ɓei ye ɓa kpe esa ye n ʼza yi n Kristi Zafun, nkwo ɓei dna ɓami nyi, ɓai daɓo tu n ɓa tukwo, esa wo ɓei gna ɓa ge ɓaka nya tu n Kristi azhingye tukwo n latu yi nkwo ɓa vi azhingye yi nyi.
1PE.1.12	Aku gna ɓa ge aɓeye ta zhin n ɓa wye-wyeyi sa nun, ama nna aye begye avun nu. Nsaiye aku Nabari Manayi ye wuyi pei-pei, Aɓei zhinyi kwo waʼazi dna n iko Zafun Gyi-gyi-yi nya n wo gmi n ʼshe, n wo ɓei da ɓo n ɓai nyi kwo zhin oɓo wo-woyi nu, oɓo agmada nya njesun, ntuge har amalaika ma ɓa cei pma lo ɓa kpe ɓeye awyega. 
1PE.1.13	Ntucenu fye ku fyehin wan shi, fya pmi n na wye tuyi tu n Shekwoyi alheri nkwo ɓe fya ba lo, esa n Yesu Kristi ɓa jezeɓe cei nyi. 
1PE.1.14	Fye vi Shekwoyi ɓo, ntu ge fye zhin owo aɓi nu, fye to jezelo fya zokwo kwokwoyi ɓenukwoyi zhin nyam, ntuge fye to ɓei zhin fyei kpe ɓemanai ye num. 
1PE.1.15	Ama fye ku ze agyi-gyiyi n ɓeho-ɓehoi nfye zhin, ngye shi Dagayi zhin gyi-gyi-yi nu n wa yi fye nyi. 
1PE.1.16	A cei kafi lo n Littafi ge, “Fye ku ze a gyi-gyi-yi, ntuge Mi gyi-gyi-yi lo.”
1PE.1.17	Fye pa ge, ofye Dada nfye zhin aduwa ga wo dna n ʼshe nyi, wo ta kni za kni-kni, esa n wa da owa cei n. Wo ɓei daho wa cewo n tna gyifi tu n nyaho-nyahoi tukwo n ha zhin, ntucenu zhin ɓeho-ɓehoi n wo dna woi ɓe kafin ho si eshe.
1PE.1.18	Shekwoyi ɓei gba efye shan-shan agyiwye ntuge wa gni fye n zokwo n kwo to ɓei ɓa lo fyei n ʼshen n fye azakwoi ɓei wan nyi, tagba n wo ɓei gbani zinarya nu ton kwo azurfa shi fye shin fye nya kpelo. 
1PE.1.19	Ama wo ɓei gba n Kristi ami gyi-gyiyi nu, Shekwoyi kugya n tna laifi n tna ecigusa. 
1PE.1.20	Shekwoyi ɓei kni wo tunyi n sapa to ai zhin anyin, ama n na anyipyei kmaknayi ye kwa ze anabarka n fya ba.
1PE.1.21	Ntu cenu efye gaiciya ga nyi n Shekwoyi nu n wo ɓei la Kristi kala n efi, wa gawo mwa-mwa n jesun nyi. Nsaiye efye gaiciya ga n na wyetui ɓa bwa kpema n wo nu gmanyi. 
1PE.1.22	Nsaiye fye ɓa mi fya ye n na zai n tuge ala fya bugba zhan ya n tukwo ye yi, n nuwun yi, esa n fye ɓei kpema Kristi wa gni fye nyi, ntucenu fye ku kpe lalei ge fye ku yelo n jei, n bugbai gmanyi.
