MAT.1.1	Jesukristo mräkä känekäne jrei Davikri amne Abrahamkri abko nere:
2CO.4.1	Ye abko, Ngöbökwe ja moto mikani kuin ti kräke, käkwe sribi bäri ütiäte biani tie, ye tita naente ñakare nuene. 
2CO.4.2	Akwa kukwe käme gaidre kri nuenta kaibe tiebe, ye abko tikwe kitani jökrä temen amne ñan tita näin kukwe miketbe ni mda mda ngökakrä. Erere arato, ñan tita näin Ngöbö Kukwei mrite kukwe mda mdabe dirikäre; akwa kukwe era erere tita niere kwatibe, aisete Ngöbö ngwärekri ti töi ño ño amne tita nüne ño ño, ye erere tä nüke gare ni jökräye. 
2CO.4.3	Akwa nane Ngöbö kukwei kuin Kristobtä mikata gare tikwe, yebtä ni ruäre töi mräme, aisete nüke gare ñakare ietre, ne ngwane ni riadite kärekäre Ngöbö okwä bäre mento, ye aibe ie ñan rükadre gare, 
2CO.4.4	ñobtä ñan angwane niaratre ñan tä tödeke Kristobti, aisete ni rüe Satana tä ngöböre kä nebtä käkwe niaratre töi mikani ngwarbe kä drünente ta amne, Ngöbö kukwei kuin Kristobtä trä ngitiekä dirare abko ñan jatadre ietre amne Kristo abko ja kwrere Ngöböbe abko ñan jatadre ietre, abkokäre töi mikani kä drünente kore. 
2CO.4.5	Amne ti abko tä Ngöbö kukwei kuin Kristobtä mike gare angwane, ñan tita blite kuin jabtä au, akwa Jesukristo ni Dänkien, ye aibe mikata gare tikwe. Mdakäre abko, tita Jesu tarere, aisete ti abko sribikä munkrä, aibe tita niere jabtä, 
2CO.4.6	ñobtä ñan angwane kena dekä Ngöbökwe kä ne dätebare angwane, kä nämane iko jökrä angwane, Ngöbökwe niebare: Kä trä raba ngwen, niebare kwe, ye erere kä trä namani, aisete Ngöbö ye ara käkwe kä trä kwe mikani trä ngitiekä ti töibtä angwane, kukwe kuin Kristobtä mikani gare tie. Ngöbö trä dirare bä nuäre tä trä ngitiekä Jesukristobtä, ye abko tikwe mikadre gare ni mda mdaye, abkokäre Ngöbökwe kä trä tikaninkä ti töibtä.
2CO.4.7	Ye abko, jändrän ütiäte kri mikata ñakare dobro unkweinte, akwa kore tä nakenkä nunbtä abko krörö: Ngöbö di kri bä nuäre, ütiäte kri, bti nunta sribire, ye abko tä nunbtä. Akwa tä kite Ngöbökri amne ñan nunkri, ye rabadre gare ni jökräye, abkokäre nun abko di ñakare amne nun ngrabare abko därebe amne mutro dobro sribebare unkwenre kwrere, akwa nunbti Ngöböta sribire. 
2CO.4.8	Ye abko, kukwe tärä kri nun kisete, akwa ñan kukwe ye käta ji dike nun jiete; erere arato töbika kukwe kri nun kisete, akwa ñan yebtä nunta naente. 
2CO.4.9	Mdakäre abko, nun rüe tätre näin kisere nun jiebti, akwa Ngöböta nun mikete ñakare kaibe amne, nun nitata temen nun rüekwe, akwa niaratre ñan tä nun gaenkä. 
2CO.4.10	Ye abko, nunta niken mdente erere ye känti, Jesu kämikani, ye kwrere bäsi nun kämikata kore, Jesuta nire kärekäre abko käta nun ngibiare amne nun mikadita nire kwe, ye bä mikakäre nunbtä. 
2CO.4.11	Ne aisete, nun tä nüne, ye ngwane nun rüe tö nun kämikai Ngöbö kukwei kuin Jesubtä diri dokwäre, akwa nun ngrabare gatadre, nebtä Jesu tä nire kärekäre, ye bä rabadi arato, abkokäre nunta ja tare nike kore. 
2CO.4.12	Ne abko, nun rüe tö nun kämikai kore Ngöbö kukwei kuin Jesubtä diri dokwäre, ye köböire abko munkwe tödekani Jesubti abko rabadi nüne kärekäre Ngöböbe.
2CO.4.13	Ngöbö Kukwei käta niere krörö:
2CO.4.13	Tikwe tödekani kwatibe Ngöböbti abko erere tikwe blitabare btä, 
2CO.4.13	abko tä tikani kore Ngöbö Kukweibtä. Ye mden kwrere, nun abko käta tödeke kwatibe Ngöböbti, abtä nunta blite Jesubtä, käta sribire, 
2CO.4.14	ñobtä ñan angwane Ngöbö käkwe ni Dänkien Jesu mikaninta nire, ye ara käkwe nun mikadita nire munbe gwaire Jesu köböire, abti näin ni ngwena nebe ja ngwärekri kä käinbti, ye abko gare kuin nunye, aisete nunta biare ja tare nike Jesukrä. 
2CO.4.15	Kukwe tä nakenkä jökrä kore nunbtä, akwa ye abko kuin munkrä, ñobtä ñan angwane Ngöbö moto kuin rükai gare ni kwatiye mun känti angwane, ni kwati rabadi kuin niere Ngöböye angwane, Ngöbö rabadi käikitaninkä bäri mda.
2CO.4.16	Ne mden kisete, nun naente ñakare sribi nuene Ngöbökrä. Nun ngrabare ye abko kite niken ngwarbe janknu mentokwäre, akwa nun üai abko Ngöböta kwite bäri btin köbö kwatirekwatire. 
2CO.4.17	Ne aisete, nunta nüne kä nebtä angwane, nunta ja tare nike, akwa ye jötrö amne ñakare tare, aisete gwä näin ta. Ja tare nika kore, ye ütiäre abko jändrän bäri ütiäte kri Ngöbökwe rabadi kärekäre nunkwe. 
2CO.4.18	Ne mden kisete, jändrän tuen kä nebtä, yebtä nunta okwä ketete ñakare, akwa jändrän kuin Ngöbökwe tuen ñakare, yebtä nun töita, ñobtä ñan angwane jändrän tuen nie kä nebtä, ye abko tä jötrö, gwä näin ta, akwa jändrän kuin Ngöbökwe tuen ñakare, ye abko rabadi kärekäre, aisete bäri ütiäte.
2CO.5.1	Mdakäre abko, ju nuäre ngwiandre tä niken ngwarbe jötrö, ye kwrere ni ngrabare tä jötrö kä nebtä. Akwa ju nuäre ngwiandre tä niken ngwarbe, ye kwrere ni ngrabare ne näin ngwarbe angwane ni krütadi, ye ngwane ni ngrabare btin abko ju bäri kuin niken ngwarbe ñakare ye kwrere abko Ngöbökwe biandi nie kä käinbti abko te ni näin nüne. Ju ye abko mikani ñakare ni kä nebtäkwe abko te ni näin nüne kärekäre. 
2CO.5.2	Ni ngrabare tä ju nuäre ngwiandre kwrere ni kräke, te nita nüne angwane, nita täkekäbe jabe ja tare nika kisete, ñobtä ñan angwane Ngöbökwe ni kwitadre jötrö ju mdate kä käinbti angwane, ni ngrabare biandre btin kwe nie, ie ni tö bäri, 
2CO.5.3	ñobtä ñan angwane ni ngrabare tä dän kwrere nibtä ni üaikrä, ne rikadre ngwarbe angwane, Ngöbökwe ni ngrabare biandi btin nie kä käinbti, ni ñan rabadre ni bütiere kwrere abkokäre. 
2CO.5.4	Ni ngrabare tä niken ngwarbe jötrö, ye abko ju nuäre ngwiandre kwrere amne nita nüne te kä nebtä angwane, nita täkekäbe jabe kukwe taretare kisete. Akwa ni ñan tö ja tuai ni bütiere kwrere, aisete Ngöbökwe ni ngrabare mdara jire biandre btin nie abko ie ni tö. Ni ngrabare btin biandre nie Ngöbökwe, ye abko rabadre kärekäre, käkwe ni ngrabare tä krüte ye gadrekä jökrä. 
2CO.5.5	Amne Ngöbö ara jire käkwe ni dätebare nünakäre kärekäre jabe, aisete Ngöbökwe ni ngrabare btin köböi mikani nie, yebtä ja kukwei mikadi täte jökrä kwe bä mikakäre abko ja Üai Deme biani kwe nie.
2CO.5.6	Ye mden kisete, nita nebe ulire ñakare nüne ni ngrabare nebti, akwa nita tödeke käre Ngöböbti. Akwa ni ngrabare nebti ni tä nüne kä nebtä angwane, ni tä nüne mente Ngöböye, aisete nita nüne ñakare ni Dänkien Jesu känti. 
2CO.5.7	Akwa mtare jändrän tuen ñakare nie Ngöbö känti, bti nita tödeke nünane kwärä kä nebtä, akwa jändrän tuen nie, yebti nita tödeke ñakare. 
2CO.5.8	Ye abko, Ngöbökwe ni ngrabare btin biandi nie, bti nita tödeke, yebtä abko ti töta nebe ja ngrabare ne mikaite jötrö rikakäre nüne kärekäre ni Dänkien Jesube kä käinbti. 
2CO.5.9	Ye mden kisete, ni tädre nüne janknu ja ngrabare nebti kä nebtä ya o ni rikadrera nüne kä käinbti ya, akwa käre nita dre dre nuene, yebtä ni tö ni Dänkien moto mikai nuäre, 
2CO.5.10	ñobtä ñan angwane batira jire ni jökrä rabadi Kristo ngwärekri, känti kukwe ükadite kwe nikrä angwane, ni nämane nüne kä nebtä käkwe jändrän kuin nuenbare ya o jändrän käme nuenbare, ye erere Kristo käkwe ütiä biandi nie, aisete ni itire itire käkwe dre nuenbare, ye erere ütiä rabadi kisete.
2CO.5.11	Ye mden kisete, nita ni Dänkien mike ütiäte jae, aisete nita sribire ni jökrä töi kwitakäre Ngöbökri, niaratre käkwe tödekadre Jesubti abkokäre. Tita sribire era metre, ye abko gare kuin Ngöböye, ye kwrere arato rabadre gare kuin munye abko ie ti tö. 
2CO.5.12	Ye abko, ñan ti tö ja käikitaikäta au, käta blite kore, akwa ja rabadre ruen ütiäte mda bati munye sribi tikwe köböire, abkokäre tita blite kore. Akwa nitre dirikä blo tä yete mun ngätäite abko tä näin sribi kwekwe aibe käikitekä au, akwa töi ño amne moto ño Ngöbö ngwärekri abko tätre mike ütiäte ñakare, ye okwäbti abko munkwe sribi tikwe mikadre ütiäte, abkokäre tita blite kore. 
2CO.5.13	Akwa sribibtä Ngöbökrä käta nebe tuen jäme ti dokwäbti, ye abko Ngöbökrä; akwa kä ruen kuin ti dokwäbti, ye abko mun die mikakrä nüne Kristokrä. 
2CO.5.14	Tita kore ñobtä ñan angwane Kristota nun tarere, ye käta ti kite nüne Kristo kräke ja di ngöi jökrä, ñobtä ñan angwane Kristo krütani ni jökrä täte, aisete ni ngwäkäre käta töbike ñakare mda kukwe kämekämenbtä, ye kwrere jire ni jökrä tödekaka Jesubti käkwe trö kwitadre kukwe kämeye amne, ñan nünandre jakrä kwetre, ye abko tä gare metre tie, aisete tita nüne kore Kristo kräke. 
2CO.5.15	Kristo abko krütani ni jökrä kräke, aisete nikwe ñan nünandre jire chi mda jakrä, akwa Kristo krütani nikrä, abti Ngöbökwe mikaninta nire, ye aibe kräke nikwe nünandre, abkokäre krütani ni jökrä kräke.
2CO.5.16	Kristo krütani ni jökrä kräke, ye mden kisete ni tödekaka ñakare Jesubti käta töbike ño ño ni mda mdabtä, ye kwrere nita töbike ñakare mda mtare. Käne ni ngämi tödeke Kristobti angwane, Kristo abko ni ngwarbe ni mda mda kwrere ni nämane nütüre btä, akwa mtare nita töbike ñakare kore mda. 
2CO.5.17	Ne aisete nire nire tä ketetibe Kristobe abko töita nebe ni btin kwrere amne, jändrän jökrä kira kämekäme nämane btä, ye abko nikanina ta. Ye täte Ngöbökwe ni kwitanina btin ketetibe Kristobe, aisete ni töita nebe btin mda. 
2CO.5.18	Sribi jökrä, ye abko sribi Ngöbökwe amne Ngöbö ara jire käkwe ni mikani ja mäketa jabe Kristo köböire. Erere arato, ni jökrä käkwe ja mäkädreta Ngöböbe, ye abko tikwe mikadre gare ni mda mdaye abko sribi ye mikani ti kisete kwe abko krörö: 
2CO.5.19	Kristo krütani ni kräke, ye köböire Ngöbö ara jire namani ja mäketa ni jökräbe amne, nita tödeke Kristobti, ye ngwane Ngöböta ni ngite niara rüere denkä mento nibtä. Amne Ngöbö tö ni tuai ja mäketa jabe, ye abko ti mikani niekä kwe ni mda mdaye. 
2CO.5.20	Ne aisete, Kristo ara jire käkwe ti juani blite niara käbti amne niara diäre amne, Ngöbö ara jire käkwe blitadre, ye kwrere jire Ngöböta kukwe ribere ti köböire munye. Kristo diäre tita kukwe krörö ribere kisere munye: Munkwe ja mäkädreta Ngöböbe, ye abko tita mätäire munbtä Kristo käbti. 
2CO.5.21	Kristo käkwe ja mikani ngite ñakare jire chi Ngöbö rüere, akwa Ngöbökwe niara mikani ngite ni kwrere, niara köböire ni rabadre tuen metre Ngöbö ngwärekri abkokäre.
2CO.6.1	Mtare ti abko sribikä Ngöbökwe, aisete tita ribere krörö munye: Ngöbökwe ja moto mikani kuin munkrä abko munkwe kanina ngäbti, akwa mtare munkwe ñan trö kwita ie, 
2CO.6.2	ñobtä ñan angwane Ngöbö Kukwei käta niere krörö:
2CO.6.2	Kä kuin näire munkwe ja di käräbare tie angwane, tikwe mun kukwei kani ngäbti.
2CO.6.2	Erere arato, köbö ye näire mun rabadre dianintari, ye angwane tikwe mun die mikani käkwe mun dianintari, 
2CO.6.2	abko nieta kore Ngöbö Kukweibtä. Ne aisete mtare abko kä kuin nüra munkrä amne mun rabadre dianintari abko köböi nüra mtare.
2CO.6.3	Nunta sribire ye rüere ni mda mdakwe ñan ñäkädre blo, abkokäre nunta nüne ñakare blo ni mda mda okwäbti. 
2CO.6.4	Akwa nun abko sribikä era metre Ngöbökwe abko nunta bä mike krörö jabtä: Nunta ja tare nike kri krübäte angwane, nunta ja tare nika ye mike niken bätärekä ta. Erere arato, nunta jändrän jökrä mdei nike kri amne kukwe bätäkä ngwarbe tä kite nun rüere kwärikwäri sribibtä Jesukristokrä abko kisete nunta ja tare nike. 
2CO.6.5	Erere arato, kukwe kuin Jesukwe dokwäre nun kwata metata, nun kitata ngite kä teri amne, juta kwatirekwatire te ni kwati käta kä mike nokre nun rüere. Mdakäre abko, nunta sribire tare krübäte au jakrä amne nunta kibien ñakare sribibtä amne nunta mrö nike kri arato. 
2CO.6.6	Mdakäre abko, nun sribikä era metre Ngöbökwe abko nunta bä mike krörö arato: nunta nüne deme Ngöbökrä amne kukwe kuin era metre Ngöbökwe Jesubtä abko gare kuin nunye. Erere arato, nun motota nebe romon ñakare jötrö jötrö nun rüe kräke, akwa nunta tarere bätärekä ja täritäri. Erere arato, Ngöbö Üai Deme tä nüne nunbtä, köböire nunta ni mda mda tarere era metre jökrä. 
2CO.6.7	Amne nunta kukwe era metre Ngöbökwe niere amne, Ngöbö di kri tä nunbtä, ye köböire abko nun sribikä era metre Ngöbökwe abko nunta bä mike. Mdakäre abko, nunta nüne era metre Ngöbökrä ni mda mda okwäbti, ye abko jändrän rükrä kwrere amne jändrän ja ngibiakrä ni rüe ngäniene, kwrere tä nun kisete kwärikwäri abko bti nunta rüre nun rüebe. 
2CO.6.8	Erere arato, batira jire nun mikata ütiäte jae ni mda mdakwe amne batira jire abko ñäkäta taretare nunye arato. Erere arato, batira jire ni mda mda tä blite kuin nunbtä, akwa batira jire abko blitata blo nun rüere ni mda mdakwe. Erere arato, nunta kukwe era erere niere, akwa nun bä mikata ni ni ngökaka kwrere. 
2CO.6.9	Erere arato, nun abko gare kuin ni mda mdaye, akwa nun gare ñakare ietre tä niere; bäsi nun kämikata batire batire, akwa nun tä nüne; nun kwata metata krübäte, akwa nun kämikata ñakare. 
2CO.6.10	Mdakäre abko, nun motota nebe ulire, akwa käre käta nebe bäri nuäre nunbtä. Erere arato, nun bobre, jändrän ñakare nunkwe, akwa nunta ni kwati mike jändrän Ngöbökwe bkäne kabre; nun jändrän kä nebtä bkäne ñakare, akwa nunta jändrän jökrä Ngöbökwe bkäne, ye kwrere nun abko sribikä era metre Ngöbökwe abko nunta bä mike jabtä.
2CO.6.11+2CO.6.12	Ti mräkätre Corintobo, nun näma töbike ño, erere nunkwe niebare kwatibe munye amne, nunta mun jökrä tarere kri krübäte, akwa munta nun tarere ñakare metre. 
2CO.6.13	Ye abko, ngäbäkre rün käta kukwe ribere ngobo kwe ie, ye kwrere ti bike ribere munye: Tita mun tarere kri abko ütiäre munkwe ti tare ja di ngöi jökrä abko ti tö ribei munye.
2CO.6.14	Mdakäre abko, jändrän ngwarbe bä jene jene, ye ni ñan raba mäkete krito kratibebtä mikakäre sribire gwaire abko tä tikani Ngöbö Kukweibtä, ye kwrere arato nitre tödekaka ñakare Jesubti, ye ben munkwe ñan ja geta dikaro, ñobtä ñan angwane kukwe era metre Ngöbökwe abko ñakare ja kwrere jire chi kukwe käme yebe. Erere arato, kä iko abko ñakare jire chi kä ngwen kwrere, aisete ñan rabadre ketetibe jire chi. 
2CO.6.15	Erere arato, Kristo abko töi ñakare ja näre Belialibe (abko Satana ara), ye kwrere arato nitre tödekaka ñakare Jesubti abko ñakare töi ja näre nitre tödekaka Jesubti ben. 
2CO.6.16	Erere arato, mun tödekaka Jesubti abko ju Ngöbö nire kwe ye kwrere amne, mun ñan rabadre jire chi ketetibe ngöbötre ngwarbe ben mikakäre ütiäte jae, ne abko gare metre munye. Ni tödekaka Jesubti abko ju Ngöböbe kwrere gare nie, ñobtä ñan angwane Ngöbö ara jire käkwe niebare krörö ja Kukweibtä:
2CO.6.16	Tikwe nünandi amne tikwe dikadikä niaratre ngätäite amne, ti rabadi Ngöböre kräke amne niaratre rabadi juta jen tikwe, 
2CO.6.16	abko nieta Ngöbö Kukweibtä. 
2CO.6.17	Ne aisete ni Dänkien Ngöbö käta niere krörö nitre tödekaka Jesubtiye arato:
2CO.6.17	Nitre tödeke ñakare tibti, ye ngätäite nän mento amne kä mikekä munkwe.
2CO.6.17	Amne jändrän dbe ñakare ti ngwärekri, yebtä munkwe ñan kise mika jire chi.
2CO.6.17	Munkwe nuendre kore ne ngwane, tikwe mun kadi ngäbti.
2CO.6.18	Amne ti rabadi mun Rün munkwe amne mun merire brare abko rabadi ti ngäbriänkäre tikwe, ye abko ni Dänkien Ngöbö Di Kri Jändrän Jökrä Nuenkrä käta niere kore, 
2CO.6.18	abko nieta Ngöbö Kukweibtä.
2CO.7.1	Ti mräkätre tare tikwe, ni Dänkien käkwe jändrän kuin köböi mikani kore nie, ye mden kisete jändrän jökrä käta ni mike käme Ngöbö ngwärekri, ye ngäniene nikwe ja ngibiadre kuin deme Ngöbökrä. Ye abko, ni ngrabare amne ni üai abko nikwe ngibiadre deme jökrä amne, nita Ngöbö jürä ngwen jabtä, ye köböire abko ari ja töi mike kwatibe nünakäre bäri deme Ngöbökrä.
2CO.7.2	Ti mräkätre, munkwe ti tareta, ñobtä ñan angwane ni ñakare jire iti mun ngätäite abko rüere tikwe kukwe nuenbare blo amne, ni ñakare jire iti nikani ji blobti nünakäre Ngöbö rüere ti köböite. Erere arato, ni ñakare jire iti mun ngätäite abko tikwe ngökani ngwianbtä. 
2CO.7.3	Tita blite kore ye abko ñan tita blite blo mun rüere mun bä mikakäre käme, akwa tikwe kukwe niebare käne munye, ye erere ti tö nieita munye: Mun tare kri tikwe, aisete tita juto biare nüne amne krüte munbe gwaire. 
2CO.7.4	Mun rikai janknu mentokwäre Jesukristo jiebti ruen tie bäri, aisete tita blite kore munbe. Mun käi juto krübäte tibtä. Tita ja tare nike bätäkä ngwarbe, akwa ti töita nebe munbtä angwane, jata nebe ruen dite tie amne käta nebe nuäre krübäte tibtä.
2CO.7.5	Kukwe rakakaba mda tibtä abko ti bike niere munye: Ti rükaba Macedonia nete, ye näire mentokwäre tita jadüke ñakare jire amne, kukwe taretare tä kite ti rüere kwärikwäri. Yebtä abko, kä jüräta nebe kri tibtä, aisete tita nüne ñakare jäme abti kä nüke mtare. 
2CO.7.6	Akwa Tito rükabata angwane, Ngöbö kä mikakata nuäre ni moto ulire btä, Ngöbö ye abko käkwe kä mikabata nuäre tibtä Tito köböire. 
2CO.7.7	Ye abko, ñan Tito rükabata aibe käkwe kä mikabata nuäre tibtä, akwa munkwe kä mikani nuäre Titobtä arato, ye abko käi rababa nuäre tibtä. Ye abko, mun tö ti tuaita krübäte amne munkwe ja mikani ngite, yebtä mun motota ulire ti jiebti amne munta töbike kri tibtä, ye nieba jökrä Titokwe tie abko bäri käi rababa nuäre tibtä mda.
2CO.7.8	Ti mräkätre, tikwe tärä tikaba tare munye ye käkwe mun moto mikani ulire, akwa yebtä abko ja ruen ngite ñakare tie mtare. Tikwe tärä tikaba tare munye, ye käkwe mun moto mikani ulire bä jötrö, yebtä bäsi ja rababa ruen ulire tie kena, 
2CO.7.9	akwa mtare käi nuäre tibtä. Ye abko ñan tikwe tärä tikaba munye, käkwe mun moto mikani ulire abko käi nuäre tibtä abko mun raba nütüre, akwa tikwe tärä tikani munye, ye käkwe mun moto mikani ulire Ngöbö ngwärekri, ye köböire abko munkwe ja töi kwitaninta Ngöbö kukwäre käkwe kukwe käme nuen nämane munkwe, ye munkwe kitani temen, ye abko käi nuäre tibtä. Ne aisete, mun moto rabadre ulire kore, ie Ngöbö tö namani abko erere namani bare, aisete mun ñan nikani jire Ngöbö bäre mento nun köböite. 
2CO.7.10	Ye abko, nikwe kukwe käme kitadre temen, abkokäre ere angwane Ngöböta ni moto mike bäri ulire, ye abko käta ni töi kwiteta Ngöbö kukwäre amne nita kukwe käme ye kite temen ni rabadre dianintari abkokäre. Ye mden kisete, ni motota nebe ulire kore, ye ngwane ja ñan rabadre ruen ngite nie. Akwa nitre tödekaka ñakare Jesubti motota nebe ulire, akwa ñan tä kukwe käme kite temen, ye abko rabadi kärekäre Ngöbö okwä bäre mento. 
2CO.7.11	Ngöbö tö namani mun tuai moto ulire, ye erere mun moto namani, ye köböire abko jändrän bäri kuin namani bare munye abko krörö: kukwe nämane nakenkä ti rüere, yebtä munkwe töbikabare kuin ja käne amne munkwe ti ngie mikani. Ni nämane rüre ti rüere, kräke mun moto namani romon amne nane Ngöbökwe mun mikadre ja ngie nuen ti dokwäre, yebtä kä jürä namani munbtä arato. Akwa yebti abko mun tö namani ti tuaita amne mun namani mokrere tibti, käkwe ni ja mikaka ngite ti rüere ye mikani ja ngie nuen ti dokwäre. Munkwe jändrän jökrä nuenbare kore, ye köböire abko mun ja mike ngite ñakare siba ti rüere abko munkwe bä mikani jabtä. 
