GEN.1.1	Sintinoo ga, Irkoy na beenaa nda gandaa taka. 
ACT.23.19	Boŋkoynoo nʼa dii nda kaboo kʼa ka koy jere ga kʼa hãa ka nee: «Macin no nʼga baa mʼa har ya ne?» 
ACT.23.20	A nee: «Alyahuudey waafaku, ngi ma ni ŋaaray suba ma Pol zumandi hoyraykey margaroo jine, a ma tee sanda ngi mma baa ngi ma nga misoo hãa ka faham kaaray. 
ACT.23.21	Ni, masi yadda i se. I bisa boro woytaaci (40) kaŋ hawandifutay a ga. I na žeeyan beeri tee kaŋ ngi si ŋaa ngi si haŋ nda manʼti ngi nka Pol wii. Sohõ i soolu, i si haya kul batu kala ma ni jindoo noo.» 
ACT.23.22	Boŋkoynoo na arusoogaa yaamar ka nee: «Masi nee boro kul se kaŋ nʼna šennoo woo har ya ne!» A nʼa naŋ a ma koy.
ACT.23.23	Sooje boŋkoyni beeroo ciya boro hinka se jalakoyney ra, a nee: «Wa sooje zangu hinka (200) soolu kʼi ka koy Sezare, nda barikaarukaw woyye (70), nda yaajikarkaw zangu hinka (200). War ma koy nda ey za cijinoo guuru yagga ga. 
ACT.23.24	War ma kaarumayyaŋ soolu, nga ra war ga Pol žigandi a boŋ kʼa ka koy bila albasi Feliks do kaŋ ti goforneroo.» 
ACT.23.25	Woo banda ga, a na batagaa woo hantum ka nee:
ACT.23.26	«Klod Lisiyas ka batagaa woo hantum ka ni foo, goforner beeroo Feliks! 
ACT.23.27	Alyahuudey na aroo woo dii, i baa ngi mʼa wii, agay nda soojey koy a taa i kone, zama ay maa kaŋ Rom boro no. 
ACT.23.28	Zama ay baa ya hayaa bay kaŋ se i nʼa torce, ay nʼa zumandi ngi 
ACT.23.29	Ay gar kaŋ ngi 
ACT.23.30	Waatoo kaŋ ay maa anniya futaa kaŋ Alyahuudey nʼa haw aroo woo ga, dogoo din da ay nʼa sanba ni do. Borey kaŋ ga tuume a ga mo ay nʼi yaamar i ma hayey har ma ne kaŋ se i nʼa torce.»
ACT.23.31	Soojey na hayey tee nda takaa kaŋ nda a yaamarandi i se, i na Pol zaa cijin here kʼa ka koy Antipatris. 
ACT.23.32	Subaa ra, i na barikaarukey naŋ i ma koy nda Pol, i yee soojey hugoo do. 
ACT.23.33	I huru Sezare, i na batagaa noo goforneroo se, i na Pol mo cebe a se. 
ACT.23.34	Waatoo kaŋ a nʼa caw ka ben, a hãa wala ganda foo wane Pol. Kaŋ a maa kaŋ Silisi wane nda a, 
ACT.23.35	a nee a se: «Ay ga kaa ka ni hãa waati kaŋ borey kaŋ na ni torce mo kaa.» A na yaamar noo kaŋ i ma Pol lakkal 
ACT.24.1	Jirbi guu banda ga, 
ACT.24.2	Kaŋ i ciya Pol se, Tertilus sintin ka šelaŋ a ga ka nee: «Ir aru beeroo Feliks, alaafiyaa beeroo kaŋ ir duu a mana hun kala ni ra, gandaa woo, ni lakkaloo goyoo ka kate a barmay. 
ACT.24.3	Woo tee haya kaŋ kan ir se, woo se ir ga albarka timmante dumi-dumi kul daŋ ma ne nongu kul ra nda waati kul. 
ACT.24.4	Hala ya si koy ni torro koyne, ay gʼa ŋaaray ni ga ni borohennataraa maaganda se, ma haŋajer ya ne kayna, 
ACT.24.5	zama ir nka gar kaŋ aroo woo manʼti kala bone teekaw, a na Alyahuudey kul kaŋ goo laboo ga turandi, de mo Nazaret borey kondaa jineboro no. 
ACT.24.6	A ceeci mo nga ma Irkoy 
ACT.24.7	Amma Lisiyas kaŋ ti sooje boŋkoyni beeroo kaa kʼa cendi kʼa kaa ir kabey ra nda gaabi. 
ACT.24.8	A ciya nga torcekey se i ma kaa ni do.] Ni hunday ga hin kʼa hãa ka dii hayey kul kaŋ se ir gʼa torce.» 
ACT.24.9	Alyahuudey na torceyanoo cimandi ka nee kaŋ takaa din nda a teendi.
ACT.24.10	Waatoo kaŋ goforneroo na Pol noo fondo a ma šelaŋ, Pol zaabi ka nee: «Ay ga bay kaŋ za jiiriyaŋ ni ti gandaa woo ciitikaa. Woo se ay ga kay ka faasa ay boŋ se nda naanay. 
ACT.24.11	Nʼga hin ka ceeci ka bay, a si too jirbi woy cindi hinka (12) kaŋ ay žigi ka koy Žerizalem ka sujudu Irkoy se. 
ACT.24.12	Ay mana garandi, agay nda boro ga kakaw wala ay goo ma jama turandi Irkoy 
ACT.24.13	I si hin ka hayaa har ma ne nda cimi kaŋ se sohõ i nʼay torce. 
ACT.24.14	Hayaa ne kaŋ ay gʼa har ni jine kaaray, nda ay Koyoo fondaa kaŋ i ga nee konday no, takaa din da nda ay gʼay baabey Koyoo gana, ka naanay hayey kul kaŋ hantumandi 
ACT.24.15	Ay naataa sii kala Irkoy ra, ngi mo ga naata kaŋ tunyan ga bara, a ma tee boro šerrantey wala wey kaŋ si šerre. 
ACT.24.16	Woo maaganda se ay ga gaabandi waati kul žiibi masi huru ay binoo ra Irkoy nda adamizey jine. 
ACT.24.17	Jiiri boobo banda ga, ay kaa ka sarga ay jamaa ga, ay na sargari kaa Irkoy maaɲoo ga. 
ACT.24.18	Hayaa kaŋ i nʼay gar ay gʼa tee manʼti kala ay henanandiyanoo Irkoy hugu beeroo ra bila nda jama margayan, bila tureyan. 
ACT.24.19	Amma 
ACT.24.20	Wala mo wey, ngi, i ma layboo har kaŋ i nʼay gar ay gʼa tee 
ACT.24.21	nda manʼti šenni follokaa kaŋ ay na jinde jer ka kaati ka nee: ‹Bukawey tunyanoo kaŋ ay ga naanay a maaganda se agay, ay goo ma ciitandi hõ war jine.›»
ACT.24.22	Feliks kaŋ ga bay nda cimi haya kaŋ ti ir Koyoo fondaa, nʼi naŋ i ma koy hala waati foo. A nee: «Nda Lisiyas kaŋ ti sooje boŋkoyni beeroo zunbu kate, ay ga war šennoo guna.» 
ACT.24.23	A na jalakoynoo yaamar a ma Pol lakkal, a nee a masʼa šiita, a ma naŋ nga borey mʼa saajaw.
ACT.24.24	Jirbiyaŋ banda ga, Feliks kaa, nga nda nga wandoo Drusil kaŋ ti Alyahuudu. Feliks daŋ i ma ciya kate Pol se a ma kaa. A na haŋajer Pol se šenney kaŋ a gʼi har 
ACT.24.25	Amma kaŋ Pol goo ma šelaŋ šerretaray ga, nda boŋdiiyan, nda ciitoo kaŋ goo kaa ga, Feliks hunbur, a zaabi ka nee: «Sohõ koy, waati kaŋ ay duu ay boŋ henna, ay ga ciya ma ne.» 
ACT.24.26	A mma naata mo kaŋ Pol ga nga noo nooru, woo se a ga ciya kate a se cee fooyaŋ ngi ma faajikaaray.
ACT.24.27	Jiiri hinka banda ga, Porsiyus Festus huru Feliks dogoo ra. Feliks baa Alyahuudey ma alhormo tee nga se, a na Pol naŋ a ma cindi kasaa ra.
ACT.25.1	Festus kaa gandaa ra, jirbi hinza banda ga, a hun Sezare ka žigi ka koy Žerizalem. 
ACT.25.2	 nda Alyahuudey boro kayantey na Pol torce a do. I wiri a ga 
ACT.25.3	kʼa ŋaaray a ma alhormo tee ngi se ka kate Pol Žerizalem. I nka hawandifutay ngi mʼa wii fondaa ra. 
ACT.25.4	Festus zaabi ka nee kaŋ Pol sii kala Sezare kasaa ra, kaŋ ne nda kayna nga ga koy no din. 
ACT.25.5	A nee: «War ra, jineborey ma hanga agay ka doo Sezare, nda aroo na goy futu tee, i mʼa torce.»
ACT.25.6	Festus mana goro i do haya kaŋ bisa jirbi yaaha wala iwoy (10), woo din banda ga, a doo Sezare. Subaa ra, a goro ciitidogoo ra, a na yaamar noo i ma kate Pol. 
ACT.25.7	Waatoo kaŋ Pol too kate, Alyahuudey kaŋ doo ka hun Žerizalem nʼa kuubi kʼa bere, i na haya boobo laalayaŋ kaŋ i si hin kʼi cebe daŋ Pol ga. 
ACT.25.8	Pol kay ka faasa nga boŋ se ka nee: «Ay mana laybu tee, a ma tee Alyahuudey 
ACT.25.9	Amma Festus kaŋ baa nga ma alhormo tee Alyahuudey se, a zaabi ka nee Pol se: «Nʼga baa ma žigi ka koy Žerizalem ka ciitandi hayey wey se ay jine?»
ACT.25.10	Pol nee: «Ay sii kala kokoy beeroo hinoo cire, nga jine ay ga hima ka ciitandi. Alyahuudey, ay mana tooɲe kul tee i se, sanda takaa kaŋ nda ni hunday ga hanse kʼa bay. 
ACT.25.11	Adiši nda ay nʼi tooɲe wala nda ay na haya tee kaŋ ga hima nda buuyan, ay si wanji buuyanoo, amma nda hayaa kul kaŋ se i gʼay torce manʼti kala taari, boro kul si hin kʼay noo i se. Ay šennoo ga cindi kokoy beeroo kone.» 
ACT.25.12	Waatoo kaŋ Festus nda nga hoyraykey na cere guna ka ben, a zaabi ka nee: «Ni šennoo ma cindi kokoy beeroo kone, nʼga koy kokoy beeroo do.»
ACT.25.13	Jirbiyaŋ banda ga, kokoyoo kaŋ se i ga nee Agripa nda Berenis kaa Sezare ka Festus foo. 
ACT.25.14	I na jirbi boobo tee no din. Festus na Pol misoo daŋ kokoyoo jine ka nee: «Feliks na aru foo naŋ a ma cindi kasaa ra, 
ACT.25.15	boraa no kaŋ waatoo kaŋ ay goo Žerizalem, 
ACT.25.16	Ay nʼi zaabi ka nee: ‹Manʼti Rom borey alaadaa no i ma boro zukandi bila nda i ma boraa torcekey kayandi a jine a ma kay ka faasa nga boŋ se hayaa ga kaŋ se i nʼa torce.› 
ACT.25.17	Waatoo kaŋ i kaa ka marga ne ra, ay mana naŋ a ma gay, subaa ra, ay goro ciitidogoo ra ka yaamar noo i ma kate aroo. 
ACT.25.18	Torcekey marga no din, amma i mana hayey kaŋ se ay ga hongu i nʼa torce ba affoo har a ga. 
ACT.25.19	Hayaa kaŋ no manʼti kala ngi boŋ Irkoy ganayanoo ga i gʼa kakaw nda boro foo kaŋ maaɲoo ti Isa kaŋ buu, amma Pol tabatandi kaŋ a ga huna. 
ACT.25.20	Ay boŋoo haw šenney wey jine, ay nʼa hãa wala a ga baa nga ma koy Žerizalem ka ciitandi hayey wey se no din. 
ACT.25.21	Amma waatoo kaŋ Pol baa nga šennoo ma cindi kokoy beeroo kone, ay na yaamar noo i mʼa lakkal hala ay ga kaa kʼa sanba kokoy beeroo do.» 
ACT.25.22	Agripa nee Festus se: «Ay ga baa mo agay hunday ma maa boraa woo se.» A nee a se: «Suba nʼga maa a se.»
ACT.25.23	Subaa ra, Agripa nda Berenis kaa nda foomataray, kaŋ i huru margadogoo ra, ngi, nda sooje boŋkoyni beerey, nda koyraa aru kayantey, Festus na yaamar noo i ma kate Pol. 
ACT.25.24	Festus nee: «Kokoyoo Agripa nda borey kul kaŋ goo ir bande ne ra, war ga dii boraa kaŋ maaganda se Alyahuudey jamaa kul šelaŋ ya ne, a ma tee Žerizalem wala ne, i kaati ka nee a si hima ka huna. 
ACT.25.25	Amma agay, ay dii kaŋ a mana haya kul tee kaŋ ga hima nda buuyan. Boraa woo, nga hunday ka nee nga šennoo ma cindi kokoy beeroo kone. Ay kayandi yʼa sanba. 
ACT.25.26	Amma haya hakiikante kul sii no kaŋ ay gʼa hantum a ga koyoo kaŋ ti kokoy beeroo se, woo se ay kate a war jine, cere-cereyan ra, ni, kokoyoo Agripa, hala waati kaŋ hãayanoo ben ya duu haya kaŋ ay na hantum a ga. 
ACT.25.27	Zama ay dii kaŋ a si hima boro ma kasa-ize sanba bila nda mo ma hayey hantum kaŋ harandi a ga.»
ACT.26.1	Agripa nee Pol se: «Nʼgoo nda fondo ka kay ka šelaŋ ka faasa ni boŋ se.» Pol na nga kaboo jer ka šelaŋ ka faasa nga boŋ se 
ACT.26.2	ka nee: «Kokoyoo Agripa, a kan ya ne kaŋ hayey kul kaŋ se Alyahuudey nʼay torce, ay ga hima hõ ka kay ka faasa ay boŋ se ni jine. 
ACT.26.3	Zama nʼga hanse ka alaadawey nda hayey kaŋ ga Alyahuudey ga kakaw bay, woo se ay gʼa wiri ni ga, ma haŋajer ya ne nda suuri.
ACT.26.4	Takaa kaŋ ga ay cindi ay dumoo game za ay zankataraa sintinoo ga Žerizalem, Alyahuudey kul gʼa bay. 
ACT.26.5	I gʼay bay za gayyan, nda i ga baa ka seedetaray tee ka nee kaŋ ir addinaa kondawey kul išendaa ra ay cindi kaŋ ti 
ACT.26.6	Sohõ ay ga ciitandi, zama ay nʼay naataa daŋ allaahidoo ra kaŋ Irkoy nʼa zaa ir baabey se. 
ACT.26.7	Ir alkabiila woy cindi hinkaa (12) ga naata kaŋ allaahidoo ga tabati. I ga gaabandi Irkoy ganayan ra cijin nda zaari. Kokoyoo, naataa woo maaganda se Alyahuudey goo mʼay torce. 
ACT.26.8	Macin se war ga miile cere game ka nee a si hin ka tee Irkoy ma bukawey tunandi?
ACT.26.9	Agay hunday, ay tammahã kaŋ ay ga hima ka haya kul tee ka Isa Nazaret boraa maaɲoo haryanoo ganji. 
ACT.26.10	Woo ti haya kaŋ ay nʼa tee mo Žerizalem. Kaŋ 
ACT.26.11	Cee boobo 
ACT.26.12	«Taka follokaa din da, ay duu hini nda fondo 
ACT.26.13	Fondaa ra, zaarikay cululu, kokoyoo, ay dii gaay kaŋ nereroo bisa waynaa nereroo hun beenaa ra kʼay kuubi kʼay bere, agay nda borey kaŋ ga naaru ay bande. 
ACT.26.14	Ir kul kaŋ ganda, ay maa jinde kaŋ ga šelaŋ ya ne ka nee Ebere šenni ra: ‹Sol, Sol, macin se nʼgʼay gurzugay? A ga šendi ma ne ma guuru mee cuutu kaaney zii nda cee
ACT.26.15	Agay, ay nee: ‹May ti ni, ay Koyoo?› Ay Koyoo nee: ‹Agay ti Isa kaŋ ni, nʼgʼa gurzugay. 
ACT.26.16	Amma tun, ma kay ni cewey ga, zama ya nka bangay ma ne hala ya ni kayandi ma tee ay tamoo nda ay seedaa hayey kaŋ ni, nʼdii ey [ay ga], nda hayey kaŋ maaganda se ay ga kaa ka bangay ma ne. 
ACT.26.17	Ay ga ni kaa jamaa nda dumey kaŋ manʼti Alyahuudu kabey ra kaŋ do agay, ay ga ni sanba, 
ACT.26.18	hala ma moɲey feeri, i ma bere ka hun kubaa ra ka koy gaayoo ra, ka hun Ibilisi hinoo cire ka koy Irkoy do hala i ma duu zunubey yaafaa, ka duu baa borey bande kaŋ yeetandi jere ga Irkoy se ngi naanaa kaŋ i nʼa daŋ ay ra maaganda se.›»
ACT.26.19	«Adiši kokoyoo Agripa, bangayyanoo kaŋ hun beenaa ra, ya na wanji a ga. 
ACT.26.20	Ay jin ka borey kaŋ goo Damas, nda Žerizalem mo, nda Žude gandaa kul, nda gandawey waazu i ma 
ACT.26.21	Woo maaganda se Alyahuudey nʼay dii [waatoo kaŋ ay goo] Irkoy 
ACT.26.22	Irkoy nʼay faaba, agay ne ma kay hala hõ ka seedetaray tee boro kaccey nda ibeerey do. Ay si haya kul har kala woo kaŋ annabey nda Musa nee i ga kaa ka tee 
ACT.26.23	kaŋ a nka tilasu 
ACT.26.24	Kaŋ Pol goo ma šenney wey har ka kay ka faasa nga boŋ se, Festus na jinde jer ka nee: «Pol, ni hollo! Ni bayray beeroo ka ni hollandi.» 
ACT.26.25	Pol nee: «Ay ga mooru hollay, aru beeroo Festus, amma cimi nda lakkal šenniyaŋ no ay gʼi har. 
ACT.26.26	Kokoyoo ga haya bay wey kul se. Ay gʼi har a se nda naanay, zama ay ga naanay ka bay kaŋ hayey wey ba affoo sʼa yena, i mana teendi tuguyan ra. 
ACT.26.27	Kokoyoo Agripa, nʼga naanay annabey? Ay ga bay kaŋ nʼga naanay.» 
ACT.26.28	Agripa nee Pol se: «Ne nda kayna nʼgʼay bere kʼay tee 
ACT.26.29	Pol nee: «Ay ga Irkoy ŋaaray, a ma tee waati kayna wala waati kuku ra, a masi tee ni hinne, amma borey mo kul kaŋ ga maa ya ne hõ, war ma tee takaa kaŋ ga ay goo, bila gaalawey wey.»
ACT.26.30	Kokoyoo, nda goforneroo, nda Berenis, nda borey kul kaŋ goo ma goro i bande tun. 
ACT.26.31	Waatoo kaŋ i fatta, i nee cere se: «Boraa woo si haya kul tee kaŋ ga hima nda buuyan wala gaalayan». 
ACT.26.32	Agripa nee Festus se: «Boraa woo ga hin ka naŋandi nda a nka mana nga šennoo daŋ kokoy beeroo kaboo ra.»
ACT.27.1	Waatoo kaŋ i kayandi ir ma harihii zaa ka koy Itali, i na Pol nda kasa-ize fooyaŋ daŋ jalakoyni foo kaŋ maaɲoo ti Žiliyus kaboo ra. Soojey kaŋ se i ga nee Ogist soojey, wey din jalakoyni no. 
ACT.27.2	Harihiyoo si hun kala Adramit ka ceesi nongey kaŋ goo 
ACT.27.3	Subaa ra, ir fandi Sidoŋ. Žiliyus na taka henna tee Pol se, a naŋ Pol ma koy cerey do i ma huga nda a. 
ACT.27.4	Ir taŋa ka hun no din ka koy Šipir dumaa ga, zama hewoo gʼir gande. 
ACT.27.5	Ir na teekoo kottu ka ceesi Silisi nda Panfili here ka too Mira, Lisi gandaa ra. 
ACT.27.6	No din ra jalakoynoo duu harihii foo kaŋ hun Aleksandiri, a ga koy Itali, a nʼir daŋ a ra. 
ACT.27.7	Ir na jirbi boobo tee ir ga mossoyaada ka zurandi. Kaŋ ir ga baa ka too Kinid koyraa here nda šenday, hewoo nʼir ganji ir ma koy jine, ir koy Kret gungoo dumaa ga, Salmone tenje. 
ACT.27.8	Kret bisayanoo šendi ir ga, ir too nongu foo ra kaŋ se i ga nee Kaydoo Hennaa. Nga jeroo ga koyraa goo kaŋ se i ga nee Lase.
ACT.27.9	Waati kuku banda ga, naarumaa tee farratay, zama meehawoo zaaroo
ACT.27.10	ka nee i se: «Arey, ay ga dii kaŋ albasi nda hasaraw boobo ga tee naarumaa ra, manʼti jinaa hinne here, wala hiyoo, amma ir hundey zaati here.» 
ACT.27.11	Amma jalakoynoo ga haŋajer hiyoo zurandikaa nda hiyoo jineboraa se ka bisa hayaa kaŋ Pol gʼa har. 
ACT.27.12	Kaŋ hii kaydogoo din si boori jiyaw waati, borey jere beeroo nee kaŋ ngi ma koy jine, nda a ga hin ka tee ngi ma too Feniks kaŋ ti Kret hii kaydoo foo kaŋ goo hawsa nda dangay tenje, nda gurma nda dangay, hala ngi ma jiyaa tee no din.
ACT.27.13	Hew kaccu hẽe ka hun dandi kaboo here, i hongu kaŋ hayaa kaŋ ngi ga baa ngi mʼa tee, ngi ga hin kʼa tee, i tun no din ka bisa Kret gungoo jere. 
ACT.27.14	Amma hala kayna ga too, hew beeri kaŋ se i ga nee Erakiloŋ tun gungoo ra. 
ACT.27.15	Hiyoo dandi, a si hin ka kay hewoo jine. Ir nʼa naŋ a mʼir ka doy. 
ACT.27.16	Ir bisa gungu-ize kaccu foo jere kaŋ se i ga nee Koda, a šendi ir ga hala ir ga duu hii izoo kaŋ ga hawa hii beeroo ga se dabari. 
ACT.27.17	I na hii izoo daŋ a ra. Faaba karfey, i nʼi ka hii beeroo haw, i hunbur a masi koy googu labutaasoo boŋ kaŋ se i ga nee Sirt. Hayaa kaŋ ga hiyoo dii nda a kay, i nʼa feeri ka hiyoo naŋ a ma koy nda nga boŋ. 
ACT.27.18	Kaŋ hewoo hanse kʼir kar, subaa ra, i na hiyoo jinaa jere foo doori haroo ra. 
ACT.27.19	Jirbi hinzantoo hane, ngi hunday kabey ka hiyoo jinaa warra. 
ACT.27.20	Jirbi boobo waynaa si fatta, handarawey si fatta, hew beeri foo gʼir zaa ka kay, waatoo din ir naataa hun hallasiyan ra.
ACT.27.21	Kaŋ ir gay ir mana ŋaayan ŋaa, Pol kay i game ka nee: «He arey, war hima ka maa ya ne kaŋ ay nee war se ir masi hun Kret. Nda a gar war nka maa ya ne, albasoo nda hasaraa woo si duu ir. 
ACT.27.22	Sohõ ay gʼa wiri war ga, war ma bine tee, zama war ra, boro kul hundoo si faati nda manʼti hiyoo hinne. 
ACT.27.23	Irkoy kaŋ mayray ra [agay,] ay goo, kaŋ ay gʼa gana, nga almalayka foo kay ay jeroo ga cijin, 
ACT.27.24	a nee: ‹Masi hunbur, Pol, a tilasu ma kay kokoy beeroo jine. Nga ne, Irkoy na ni noo borey kul kaŋ goo ma naaru ni bande.› 
ACT.27.25	Woo se arey, wa bine tee, zama ay ga naanay Irkoy, ay ga bay kaŋ hayaa ga teendi nda takaa kaŋ nda a nʼa har ya ne. 
ACT.27.26	Amma a nka tilasu ir ma koy googu gungu foo ra.»
ACT.27.27	Ir cijin woy cindi taacantoo (14to) kaŋ ir goo Adriya teekoo boŋ hewoo gʼir ka koy ka kaa, cijinoo gamoo ra hiyoo goykey hongu kaŋ guray no ma man kate ngi do. 
ACT.27.28	I na haroo susura, i gar kaŋ nga guusuroo ti meetar waranza cindi iyye (37). I koy jine kayna i yee ka susura, i gar kaŋ nga guusuroo manʼti kala meetar waranka cindi yaaha (28). 
ACT.27.29	I hunbur hiyoo masi koy kara tondi nonguyaŋ ga, i na 
ACT.27.30	Hiyoo goykey ceeci ka zuru ka hun a ra, i na hii izoo zumandi haroo ra ka nee ngi ma koy langarawey zaa hiyoo niinoo ra kʼi zumandi teekoo ra. 
ACT.27.31	Pol nee jalakoynoo nda soojey se: «Nda borey wey mana cindi hiyoo ra, war, war si hin ka hallasi.» 
ACT.27.32	Waatoo din soojey na hii izoo karfey dunbu kʼa taŋ a ma kaŋ haroo ra.
ACT.27.33	Kaŋ moo ga baa ka boo, Pol nʼa wiri i kul ga i ma ŋaa, a nee: «Hõ ti jirbi woy cindi taacantoo (14to) kaŋ war si ŋaa, war ga batu, war si haya kul ŋaa.» 
ACT.27.34	Woo se ay gʼa wiri war ga, war ma ŋaa, zama war ga too a ga war hunaroo se, war ra, ba boro foo hinbirey affoo si kaŋ. 
ACT.27.35	Kaŋ a na woo har ka ben, a na takula zaa ka albarka tee Irkoy se borey kul jine, a nʼa dunbu, de a sintin ka ŋaa. 
ACT.27.36	Borey kul na bine tee, ngi mo ŋaa. 
ACT.27.37	Ka gar ir kul kaŋ goo hiyoo ra manʼti kala boro zangu hinka nda woyye cindi iddu (276). 
ACT.27.38	Waatoo kaŋ i ŋaa hala i kungu, i na alkamaa warra teekoo ra ka hiyoo felawandi.
ACT.27.39	Waatoo kaŋ moo boo, i mana bay labu kaŋ ga ngi goo, amma i dii almun
ACT.27.40	I na 
ACT.27.41	I mana kaŋ kala nongu ga kaŋ caraw hinkaa kul goo haroo ra, i na hiyoo fandandi, hiyoo niinoo fiji labutaasoo ra, a mana hin ka ɲuuti, de [bondawey] gaaboo na hiyoo koroo kayri-kayri. 
ACT.27.42	Soojey kayandi kaŋ ngi ma kasa-izey wii hala affoo masi koy zii ka zuru. 
ACT.27.43	Amma jalakoynoo baa nga ma Pol hallasi, a nʼi ganji i ma hayaa tee kaŋ i nʼa kayandi. A na yaamar noo kaŋ borey kaŋ ga wan ziiyan ma jin ka doo haroo ra ka guraa ceeci. 
ACT.27.44	Borey cindey žigi bundey ga, affooyaŋ hiyoo kayrey ga. Kaŋ i na woo tee, borey kul too guraa ga nda baani.
ACT.28.1	Waatoo kaŋ ir too nda baani, nga no ir maa kaŋ gungoo maaɲoo ti Malt. 
ACT.28.2	Laboo izey nʼir kubay henna, kubayyan no kaŋ cine ga šendi. I na nuune diinandi kʼir kubay, ncirɲoo kaŋ sintin ka kara nda hargoo maaganda se. 
ACT.28.3	Pol na tuuri koga boobo marga, a nʼi daŋ nuunaa ra, gondi foo fatta a ra konnoo maaganda se ka denji kaboo ga. 
ACT.28.4	Kaŋ laboo izey dii gondoo deeji kaboo ga, i nee cere se: «Šikka sii kaŋ boraa woo borowiikaw no, zama a hallasi teekoo ra, amma Dike
ACT.28.5	A na gondoo fittaw nuunaa ra, Pol mana maate albasi kul. 
ACT.28.6	I mma nee a mma funsu wala a ma kaŋ ka buu dogoo din da. I gay i ga lakkal daŋ ka guna, amma kaŋ i dii baffoo mana duu a, i na šenni barmay ka nee kaŋ koy no.
ACT.28.7	Gamey din ra, boro jinaa kaŋ goro gungoo ra, maaɲoo ti Publiyus, nga wane nda gungoo nongu foo. A nʼir kubay henna kʼir zumandi nga do nda borohennataray, ir na jirbi hinza tee a do. 
ACT.28.8	Woo gar Publiyus baaba goo no a ga kani, gaaham konni laala nda tooto bara a ga. Pol huru a do, a na Irkoy ŋaaray ka nga kabey fur a ga, a nʼa noo baani. 
ACT.28.9	Kaŋ woo tee, borey jerey kaŋ ga wirci kaŋ goo gungoo ra mo kaa, i duu baani. 
ACT.28.10	I hanse kʼir beerandi mo, waatoo kaŋ ir ga koy i nʼir noo hayayaŋ ir almušakkawey se.
ACT.28.11	Handu hinza banda ga, harihii foo kaŋ hun Aleksandiri kaŋ na jiyaa tee gungoo ra, ir huru a ra ka koy. Diyoskirey
ACT.28.12	Kaŋ ir kay Sirakis, ir na jirbi hinza tee no din. 
ACT.28.13	Ir tun no din ka koy Režiyo. Subaa ra, hew hẽe ka hun dandi kaboo here, jirbi hinkantoo ra ir too Puzol. 
ACT.28.14	Ir na armayaŋ gar no din, i nʼa wiri ir ga, ir ma jirbi iyye tee ngi do. Takaa woo nda ir koy Rom. 
ACT.28.15	Ir armey kaŋ goo koyraa din ra, kaŋ i maa ir kaayanoo, i koy ir kubay hala Apiyus Yooboo nda Yawzunbu Hugu Hinzaa do. Kaŋ Pol dii ey, a na albarka daŋ Irkoy se, a na bine tee.
ACT.28.16	Waatoo kaŋ ir too Rom, i yadda Pol ma cindi nga boŋ do, nga nda soojaa kaŋ gʼa lakkal.
ACT.28.17	Jirbi hinza banda ga, Pol ciya borey se kaŋ ti Alyahuudey jineborey. Waatoo kaŋ i marga, a nee i se: «Arma arey, agay, ba kaŋ se ya na haya kul hasara ir jamaa se, ya nʼir baabey alaadawey mo hoo, ay tee kasa-ize Žerizalem ka daŋandi Rom borey kabey ra. 
ACT.28.18	Waatoo kaŋ i nʼay hãa ka ben, i baa ngi mʼay naŋ, zama haya futu kul mana garandi ay ga kaŋ ga hima nda buuyan. 
ACT.28.19	Amma Alyahuudey mana yadda a ga, woo ka kate a tilasu ay ga yʼay šennoo daŋ kokoy beeroo kaboo ra. Manʼti ya nka baa yʼay jamaa torce. 
ACT.28.20	Woo ti hayaa kaŋ se ay ciya war se ka dii war ka šelaŋ war se, Boraa kaŋ ga Izirayel ga naata, nga se guuru karfoo woo goo ay ga.» 
ACT.28.21	I nee a se: «Batagayaŋ mana hun Žude ir se kaŋ ga šelaŋ ni ga, ir armey ra mo, boro mana kaa ka ifutu har ni ga. 
ACT.28.22	Amma ir ga baa ir ma maa hayaa kaŋ nʼgʼa hongu, zama ir ga bay kaŋ kondaa woo, nongoo kul ra a ga kakawandi.»
ACT.28.23	I na zaari kayandi Pol se kaŋ ra ngi ma cere kubay. Kaŋ hanoo too, boro boobo kaa a do nongoo kaŋ ra a goo. Pol nʼi fahamandi ka seedetaray tee i se Irkoy 
ACT.28.24	Boro fooyaŋ yadda hayey kaŋ harandi ga, affooyaŋ mana naanay. 
ACT.28.25	I mana faham cere se, i koy waatoo kaŋ Pol na šenni foo har i se ka nee: «
ACT.28.26	ka nee:
ACT.28.26	‹Koy jamaa din do ka nee:
ACT.28.26	“War ga haŋajer ka maa, amma war si faham baffoo se,
ACT.28.26	war ga moo feeri ka dii, amma war si dii baffoo.”
ACT.28.27	Zama jamaa woo binoo šendi,
ACT.28.27	i na ngi haŋawey tiŋandi, i na ngi moɲey daabu,
ACT.28.27	hala ngi moɲey masi duu ka dii, ngi haŋawey masi duu ka maa,
ACT.28.27	ngi lakkaley masi faham, i masi 
ACT.28.27	yʼi noo baani.›
ACT.28.28	War ma bay kaŋ Irkoy hallasiroo sanbandi dumey do kaŋ manʼti Alyahuudu, ngi, i ga haŋajer a se.» 
ACT.28.29	[Kaŋ Pol na šenney wey har, Alyahuudey fatta, kakaw beeri huru ngi nda cere game.]
