MAT.1.1	Gyoo Defidi na Aberaham be naanabii Yesu Kristo duuluŋ man balaŋ yaa.
JAS.3.18	Balaŋ baŋ bɛɛ gyae wosefɛɛreŋ gbɛɛ nɛ, debaŋ kamasɛ na bɛɛ kyɔ be tebia na baa ta wosefɛɛreŋ man. Be yɛɛ mena na bɛɛ naa nyi deeli na lee kpene keŋ bɛɛ yɛɛ nɛ man. Na yɛɛ yaa ŋgba be duu kolobii daale baa balaŋ benaŋ konɔɔse man nɛ. Kenaŋ wɔle na bɛɛ naa nyi kpene keŋ bɔɔ duu nɛ, kolo kpaakpaa ta lee balaŋ baŋ dinɔɔ man kɔŋ ŋgba deeli keyɛɛ nɛ.
JAS.4.1	Woŋ na moona yoo na kalese nombia kɔŋ ya nsana? Na lookum keŋ doo ɛ man te ke dana ŋon kɛɛ wɔŋee gyu kɔŋ nɛ, na moona yoo na kalese nombia kɔŋ ya nsana yee? 
JAS.4.2	Ɛ sia ne yɛɛ keŋ ɛ ne gyae abɔɔ mɔna ɛ bee nyiŋ ŋa ya. Mena dɔɔ ɛ na koe balaŋ te ɛ sia ne yɛɛ balaŋ abɔɔ dɔɔ mɔna ɛ bee nyiŋ kpene keŋ ɛ ne gyae ya. Ɛ ne kale te ɛ ne yoo na dɔŋa mɔna ɛ bee nyiŋ abɔɔ ŋan ɛ ne gyae ya, nawolo nyi ɛ bɛɛ sola Wurubuarɛ ya. 
JAS.4.3	Akpaa ɛ sola Wurubuarɛ koraŋ na ɛ bee nyiŋ ŋa ya, nawolo nyi ɛ bɛɛ mo agyueŋ kpaakpaa sola ya. Ɛ na sola e abɔɔ ŋan bo na ɛmɛɛ gbagba ka mo di ɛ kegyaebii man. Mena dɔɔ te ɛ bee nyiŋ ŋa ya nɛ.
JAS.4.4	Ɛ yɛɛ yaa ŋgba ala baŋ bɔɔ lee be baala wɔle nɛ, nawolo nyi ɛ bee di anokoare fa Wurubuarɛ ya. Ɛ ba gyeŋ nyi akpaa ŋolo de yeli tɛɛle kei dɔɔ abɔɔ kegyae de di ɔ nyee na, nawolo baa nyi ɔ ne kɔla Wurubuarɛ yee? Mena dɔɔ nyi akpaa ŋolo de yeli tɛɛle kei dɔɔ abɔɔ de di ɔ nyee na, na ɔ ta bese Wurubuarɛ kɔlare. 
JAS.4.5	Ɛ te wolee nyi Wurubuarɛ nombia aŋmaraseŋ see ŋan yakowɔ yenaŋ daale nyi, “Wurubuarɛ feliŋ ŋon ɔ ba mo do de man nɛ ɔ ne yoo daaworo?” Yaa ɛ gyeŋ nyi ɔ yako mena nombia ŋenaŋ bo yakaa? 
JAS.4.6	Wurubuarɛ ta mo ɔ bɛrɛɛ boele daa nideli. Mena dɔɔ te ɔ nombia aŋmaraseŋ see ŋan besewɔ yako yenaŋ daale bela nyiaa,
JAS.4.6	“Wurubuarɛ ne bɛɛ balaŋ baŋ bɛɛ wola ba wose nɛ,
JAS.4.6	mɔna ɔ na mo ɔ bɛrɛɛ boele baŋ bɛɛ yɔkɔse ba wose nɛ.”
JAS.4.7	Mena dɔɔ ɛ yɔkɔse ɛ wose fa Wurubuarɛ. Ɛ seŋ tia ɔbɔnsam, na waa yeu lee ɛ gyaŋ. 
JAS.4.8	Ɛ tuu benaa Wurubuarɛ, na ŋon mɔ ke tuu benaa ŋon. Ɛmɛɛ nombiakumɛɛyɛɛra, ɛ lese ɛ nyiŋmaase lee ɛ nombiakumɛɛ man. Ɛmɛɛ baŋ ya agyueŋse ne yɛɛ ŋon ala ala nɛ, ɛ lese nombiakumɛɛ lee ɛ konɔɔse man na ɛ ke nyiŋ konɔɔse kpaakpaa. 
JAS.4.9	Ɛ nyii weeleŋ nideli lee ɛ nombiakumɛɛ dɔɔ, na dokpokpo ke kyaŋ ŋon na ɛ ke wii. Ɛ yela ɛ boŋɛɛse ka bese kewii, na ɛ gyoŋ kedi keŋ ka bese ŋan. 
JAS.4.10	Ɛ yɔkɔse ɛ wose fa de Gbeŋgyoo Wurubuarɛ, na waa gyina ŋon siaman.
JAS.4.11	Me tebia, ɛ na tɛɛ wɔlɛɛ dɔŋa ya. Nyi akpaa ŋolo de kolosi nombiikum gyakaa ɔ dɔɔ ŋolo dɔɔ yaa ɔ bu ɔ e fɔɔ na, kenaŋ na nawolo baa nyi ɔ ne kolosi nombiakumɛɛ tia Wurubuarɛ mmaraa te ɔ ne bu ke fɔɔ mɔ baa. Na ɔ bɛɛ tekaa di mmaraa kenaŋ dɔɔ baa ya, te ɔ ne kɛɛ ɔ wose nyi ɔ dei kela mmaraa keŋ. 
JAS.4.12	Wurubuarɛ waageŋ yɛna walaŋ ŋon ɔ ne fa mmaraa te ɔ ne di balaŋ nombia. Ŋon waageŋ ne gyaela waa tale lɛɛ balaŋ nyee, te ŋon ne gyaela waa tale wɔlɛɛ ba woya mɔ kekpaakekpaa. Te nɛnɛɛ nyaŋ yɛna amɔte ŋon nyaŋ ne di n dɔɔ nombia bu e fɔɔ?
JAS.4.13	Ɛmɛɛ baŋ ɛ koro na ɛ ne gyɔ ɛ konɔɔ yako nyi “Gyɛŋ yaa kyoo dɛɛ koro gyu donɔɔ kei yaa donɔɔ daale man, na de kaa kyaa botɔɔ kulutoo na dee di kebu gyae kɔba” nɛ, ɛ tei me maŋ nideli. 
JAS.4.14	Ɛ ne yako mena, mɔna ɛ ba gyeŋ kpene keŋ gyae ke kɔŋ ɛ dɔɔ kyoo gba ya. Ɛ gyeŋ ɛ nyeedoŋ kedoobii? Ɛ yɛɛ ŋgba debuŋta nɛ, kɔɔ ne kyare ya na ka te ŋaalaa. 
JAS.4.15	Kpene keŋ kaboena nyi yaa yako yɛna nyiaa, “Akpaa Wurubuarɛ de sɛɛ te de kyaa nyeedoŋ man na, dɛɛ yɛɛ kpene kei yaa kedɔɔ kei.” 
JAS.4.16	Mɔna ɛ ne gyina ɛ wose adido te ɛ na wola ɛ wose. Mena wose kawola kenaŋ yɛɛ dukum ke. 
JAS.4.17	Mena dɔɔ nyi walaŋ kamasɛ ŋon ɔ gyeŋ nombii kpaakpaa keŋ kaboena nyi waa yɛɛ, te ɔ te yɛɛ ke ya na ɔ te yɛɛ dukum.
JAS.5.1	Nɛnɛɛ ɛ tei maŋ ɛmɛɛ baŋ ɛ dana ɛ wose nɛ. Ɛ wii na ɛ ke di walaŋsa nideli, nawolo nyi kayeyɛɛ dinaa daale gyae ke kɔŋ ɛ dɔɔ. 
JAS.5.2	Ɛ kɔba ŋan ɛ dana nɛ pou te wɔlɛɛ, te paapaase mɔ te wɔlɛɛ ya abɔɔ ŋan pou ɛ dana nɛ. 
JAS.5.3	Ɛ kɔba yayam na ɛ kɔba wolom abɔɔ ŋan ɛ ba mo weese nɛ pou te doo kandorɔse. Kei ne gyae la kawola nyi ampaŋ ɛ te yɛɛ dukum Wurubuarɛ siaman. Mena keŋ kandorɔse ŋan be wɔlɛɛ abɔɔ ŋan nɛ, mena ke te ɛ wosenaane mɔ gyae ke wɔlɛɛ ŋgba mena keŋ boalaŋ ne wɔlɛɛ abɔɔ nɛ. Nɛnɛɛ keŋ tɛɛle kei ne gyu kɔ ɔto keŋ Wurubuarɛ waa di walaŋ kamasɛ nombia na, keŋte ɛ ne yilaa abɔɔ see fa ɛ wose? 
JAS.5.4	Balaŋ yɛɛ tom ɛ wɔɔse man fa ŋon mɔna ɛ bɛe ɛ te tɔ wɔ kom ya. Ɛ nyii mena keŋ bee mutii. Balaŋ baŋ bɔɔ kyɔ ŋon te ɛ be kɛrɛɛ ɛ wɔɔse man weenɛɛ nɛ, be kewii te lii de Gbeŋgyoo Wurubuarɛ doŋ pou nyee ŋon gyaŋ. 
JAS.5.5	Debaŋ keŋ ɛ kyaa tɛɛle kei dɔɔ nɛ, ɛ wose te fɛɛ ŋon te ɛmɛɛ gbagba kegyaebii mɔ te ɛ ne yɛɛ. Ɛ te di weenɛɛ kpaakpaa nyiŋan doo nuŋ ɛ ne daa Wurubuarɛ nombia kedi wee keŋ, ŋgba wonembu ne dii doo nuŋ daa wee keŋ baa ko e nɛ. 
JAS.5.6	Ɛ buu balaŋ baŋ be nombia tenɛɛ Wurubuarɛ siaman nɛ fɔɔ te ɛ koe wɔ. Mɔna ba te yɛɛ nombiikum kamasɛ ya te be ta koro seŋ tia ŋon lee gbɛɛ kamasɛ man gba nyi ɛ na yɛɛ ɛ kegyaebii ya.
JAS.5.7	Mena dɔɔ me tebia, ɛ nyiŋ konɔɔ kelii wee keŋ de Gbeŋgyoo Yesu waa bese kɔŋ nɛ. Ɛ kɛɛ mena keŋ wɔɔfarale ne nyiŋ konɔɔ gyeki kelii debaŋ keŋ waa nyiŋ abɔɔ kpaakpaa lee ɔ wɔɔman nɛ. Ɔ ne nyiŋ konɔɔ gyeki ɔga gyaŋgbate na ɔga ɔtomante ke ŋɛɛ do ɔ weenɛɛ, te ɔ ne nyiŋ konɔɔ gyeki kelii debaŋ keŋ ɔ weenɛɛ ŋan na bee. 
JAS.5.8	Lee mena dɔɔ ɛmɛɛ mɔ ɛ nyiŋ konɔɔ na ɛ ka seŋ keŋkeŋ, nawolo nyi de Gbeŋgyoo Yesu ka bese kɔŋ keŋ ta benaa. 
JAS.5.9	Me tebia, ɛ na toroŋ na dɔŋa ya, na mena ya na Wurubuarɛ waa di ɛ nombia na waa bu ŋon fɔɔ. Ɛ kɛɛ, walaŋ ŋon waa di de nombia nɛ, ɔ kekɔŋ ta benaa.
JAS.5.10	Me tebia, ɛ tɔɔse Wurubuarɛ akpeŋkpeŋgyɔɔra baŋ bɔɔ naa diyem, lee mena keŋ bɔɔ kolosi de Gbeŋgyoo Wurubuarɛ nombia ŋan dɔɔ nɛ. Na ɛ ke kasee mena keŋ bɔɔ nyiŋ konɔɔ seŋ keŋkeŋ be kayeyɛɛ man. 
JAS.5.11	Balaŋ baŋ bɔɔ nyiŋ konɔɔ seŋ keŋkeŋ naa diyem kelii ɔto nɛ, baŋ na nyeebam. Ɛ yela dɛɛ mo nombia kɛŋa maa na balee ŋon bɛɛ baake e nyi Gyɔbo nɛ. Ɛ nyii mena keŋ ɔ be nyiŋ konɔɔ seŋ keŋkeŋ debaŋ keŋ ɔ doo kayeyɛɛ man nɛ. Ŋgba ɛ naa mena keŋ de Gbeŋgyoo Wurubuarɛ be tɔ e kom kpaakpaate te ɔ be yeli be yɛɛ e gyoŋ ɔ kaale keŋ ɔto na? Kei nawolo baa nyi de Gbeŋgyoo Wurubuarɛ dana wɔe te ɔ ne wii balaŋ waraŋase.
JAS.5.12	Me tebia, nombii keŋ mɛɛ gyae ɛ ka gyeŋ nideli yɛna nyiaa, ɛ na kaŋ ntam ya. Ɛ na kaŋ adido yaa tɛɛle yaa kolo daale ntam ya. Nyi nombii kaboena nyi ya sɛɛ nyi “Ayi” na, ɛ sɛɛ nyi Ayi, te akpaa ke kaboena nyi ya bɛɛ nyi “Koa” na, ɛ bɛɛ nyi Koa. Ɛ yɛɛ mena na wee keŋ Wurubuarɛ waa di balaŋ nombia na ɔ be gyae waa bu ŋon fɔɔ ya.
JAS.5.13	Akpaa ɛ man ŋolo ne naa diyem na waa fane fa Wurubuarɛ. Akpaa ɛ man ŋolo wose de fɛɛ e na waa kpee nɔɔneŋ lese Wurubuarɛ yele. 
JAS.5.14	Akpaa ɛ man ŋolo na wee na waa baake Kristotena kegyiise na be kaa fane fa e, na baa tiu e nuŋ de Gbeŋgyoo Yesu yele man. 
JAS.5.15	Nyi akpaa ba mo kelɛɛdi fane na, kaweete ŋon waa nyiŋ kawee kekyɔ. De Gbeŋgyoo Yesu waa kyɔ e kawee na ɔ wose ke yɛɛ e doŋ. Nyi akpaa ɔ yɛɛ nombiikum daale bo koraŋ na, waa mo ke kyɛɛ e. 
JAS.5.16	Mena dɔɔ ɛ lese ɛ nombiakumɛɛ ŋan ɛ ne yɛɛ tia dɔŋa nɛ yako dɔŋa, na ɛ ke fane fa dɔŋa na Wurubuarɛ ke nyiŋ kyɔ ŋon ɛ kaweese. Walaŋ ŋon ɔ gbɛɛneŋ tenɛɛ Wurubuarɛ siaman nɛ, ɔ kefane dana nɔɔdoŋ te kɛɛ yɛɛ tom mɔ nideli.
JAS.5.17	Ɛ yela dɛɛ mo nombii kei maa na Wurubuarɛ dekpeŋkpeŋgyɔɔre ŋon bɛɛ baake e nyi Elaegya nɛ. Ɔ yɛɛ deniwalaŋ e ŋgba daa nɛ. Ɔ fanewɔ nideli lee ɔ konɔɔ man nyi ɔga na ŋɛɛ ya, te ampaŋ ɔga seŋawɔ tɛɛle kenaŋ dɔɔ kulutooneŋ atooro na yale. 
JAS.5.18	Keŋte ɔ besewɔ fane bela te ɔga ŋon torowɔ, te tɛɛle kenaŋ besewɔ dee weenɛɛ bela.
JAS.5.19	Me tebia, gyae ke tale kɔŋ nyi ɛ man ŋolo waa yo gbɛɛ lee Wurubuarɛ gbɛɛ keŋ ka tenɛɛ nɛ man, na ŋolo ka besena e kɔŋ gbɛɛ kenaŋ man. 
JAS.5.20	Ɛ tɔɔse nyiaa, nyi akpaa ŋolo da besena walaŋkum lee ɔ gbɛɛ kum man na, na mena walaŋ ŋonaŋ te lɛɛ walaŋkum ŋon nyee lee yeŋ kekpaakekpaa keŋ man. Kei gyae ke yela Wurubuarɛ ka mo nombiakumɛɛ burum ŋan ɔtenate be yɛɛ nɛ kyɛɛ e.
1PE.1.1	Tɔne kei lee maŋ Pita ŋon me yɛɛ Yesu Kristo kpilale e nɛ gyaŋ. Mɛɛ ŋmarase kei mee yelee ɛmɛɛ baŋ Wurubuarɛ ba lese yɛɛ ɔ balaŋ, te ɛ be yaasee gyu ka bese ŋɔɔla Pɔntuse na Galatia na Kapadosia na Esia na Bitinia tɛɛlese man nɛ. 
1PE.1.2	De kya Wurubuarɛ wulaa bakewɔ see leenaŋ gyaŋgba gyaŋgba keŋ nyi waa lese ŋon yɛɛ ɔ balaŋ. Ŋon tɛɛ la ɔ feliŋ ŋon dɔɔ lese ŋon, te ɔ desina ŋon see ŋgba ŋon gbagba ɔ balaŋ nɛ, na ɛ ka som Yesu Kristo. Na Yesu Kristo ka mo ɔ fatabo faafo ɛ nombiakumɛɛ pou leki, na ɛ ka bese balaŋ baŋ ayimɛɛ be doo ɛ wose man ya Wurubuarɛ siaman. De Gbeŋgyoo Wurubuarɛ waa mo ɔ bɛrɛɛ keŋ boele ŋon nideli na waa fa ŋon wosefɛɛreŋ.
1PE.1.3	Ɛ yela dɛɛ lese de Gbeŋgyoo Yesu Kristo ɔ kya Wurubuarɛ ŋon yele. Ŋon wii na de waraŋase nideli, mena dɔɔ te ɔ tɛɛwɔ Yesu Kristo kefoŋ lee yeŋ man keŋ dɔɔ fa daa nyeedoŋ wɔle. Mena nyeedoŋ wɔle kei dɔɔ te de dana loo kegyakaa kekpaa nyi waa gyuusu daa lee yeŋ man wee daale. 
1PE.1.4	Mena dɔɔ de loo gyakaa nyi dee nyiŋ abɔɔ kpaakpaa ŋan Wurubuarɛ be desina see ɔ balaŋ adido nɛ. Mena abɔɔ kɛŋa yɛɛ abɔɔ ŋan ŋɔɔ gyae ŋa ke wɔlɛɛ ya, te ŋɔɔ gyae ŋa ke pɔ mɔ ya. Ŋe gyae ke doo ŋa kedoobii kekpaakekpaa. 
1PE.1.5	Lee ɛ kelɛɛdi dɔɔ Wurubuarɛ ta mo ɔ doŋ ɔ ne gyee ŋon na kolo be nyiŋ yɛɛ ŋon ya, kelii debaŋ keŋ tɛɛle kei gyae ke gyu kɔ ɔto. Wurubuarɛ wulaa bakewɔ see nyi, waa lese mena keŋ waa lɛɛ balaŋ nyee nɛ wola mena debaŋ kenaŋ man.
1PE.1.6	Mena dɔɔ kaboena nyi yaa yela mena nombia kɛŋa ke yɛɛ ŋon gyoŋ. Mɔna debaŋ kei dɔɔ n te yɛɛ ya na ɛ kena diyem debaŋ kyomii, nawolo nyi baa kɛɛse ŋon kɛɛ lee gbɛɛneŋ burum man. Mɔna ɛ tɔɔse nyi mena kekɛɛsekɛɛ kei be gyae ke kyare ya na ka te kɔŋ ɔto. 
1PE.1.7	Kekɛɛsekɛɛ kɛŋa ne kɔŋ bo ɛ dɔɔ na ka lese ɛ kelɛɛdi dinɔɔ keŋ ka kela kɔba yayam gba nɛ wola. Kɔba yayam gba koraŋ pɛ baa naa ke dinɔɔ gbagba na, bɛɛ do ke bo boalaŋ man. Kenaŋ wɔle koraŋ na kɛɛ tale wɔlɛɛ. Te n kɛɛ na Kristotena kelɛɛdi ne hia kela kɔba yayam. Nyi ɛ kelɛɛdi yɛɛ anokoare te ɛ seŋ ke man keŋkeŋ na, wee keŋ de Gbeŋgyoo Yesu Kristo waa lese ɔ wose wola balaŋ pou nɛ, Wurubuarɛ waa do ŋon nɔɔ fa ŋon karaŋ na waa yela ɛ ka bese gyoorobia.
1PE.1.8	Ɛ te naa ta de Gbeŋgyoo Yesu na ɛ sia ya, mɔna ɛ ne gyae e. Keŋ na keŋ ɛ bɛɛ naa e na ɛ sia debaŋ kei koraŋ ya nɛ, ɛ ne lɛɛ e di te gyoŋ keŋ ke taŋ keyako ya nɛ doo ɛ man. 
1PE.1.9	Nawolo nyi nyeekelɛɛ keŋ dɔɔ ɛ be kaa lɛɛ Wurubuarɛ di nɛ ɛ ne nyiŋ ke.
1PE.1.10	Wurubuarɛ akpeŋkpeŋgyɔɔra baŋ bɔɔ yako Wurubuarɛ bɛrɛɛ keŋ waa mo boele ŋon wose man nombia see nɛ, yase be sia bukitii tɔna, kɛo ŋe man nideli na baa gyeŋ nyeekelɛɛ kei wose man nombia nideli. 
1PE.1.11	Kristo feliŋ ŋon ɔ doo Wurubuarɛ akpeŋkpeŋgyɔɔra baŋ man nɛ, yako na wɔ mena keŋ Kristo waa naa diyem pɛna ɔ kaa nyiŋ gyoorobiiri na obuo. Mena dɔɔ be yɛɛ kakyeŋ gyoo nombia ŋan man na baa gyeŋ debaŋ keŋ mena nombia kɛŋa gyae ke kɔŋ, na gbɛɛ keŋ man ŋe gyae ka mo kɔŋ. 
1PE.1.12	Wurubuarɛ lesewɔ wola wɔ nyi nombia ŋan bɛɛ yako nɛ te yɛɛ fa baŋ gbagba ya, mɔna ŋe yɛɛ fa balaŋ baŋ baa kɔŋ be wɔle nɛ. Mena balaŋ benaŋ yɛna ɛmɛɛ baŋ ɛ ne nyii nombia kɛŋa nɛ. Nombia ŋenaŋ yɛna nyeedoŋ nombia ŋan balaŋ ne tɛɛ Wurubuarɛ feliŋ ŋon ɔ be kpili lee adido nɛ doŋ dɔɔ kolosi fa ŋon nɛ. Wurubuarɛ kpilala baŋ be kyaa adido nɛ gbagba koraŋ gyaewɔ nideli nyi baa gyeŋ mena nombia kɛŋa man.
1PE.1.13	Lee mena dɔɔ ɛ yela ya agyueŋse ke doo ŋon kyɛɛkyɛɛ, na ɛ ke desina ɛ wose na ɛ ke tale yɛɛ Wurubuarɛ kegyaebii. Ɛ tela ɛ wose nideli na ɛ ka mo ɛ loo pou gyakaa Wurubuarɛ bɛrɛɛ keŋ waa mo boele ŋon wee keŋ de Gbeŋgyoo Yesu Kristo waa bese kɔŋ bela nɛ dɔɔ. 
1PE.1.14	Keŋ ɛ yɛɛ Wurubuarɛ bia gbagbawɔ te ɛ ne nyii ɔ dei nɛ dɔɔ, ɛ na bese ɛ wɔle gyu ke yɛɛ abɔɔ ŋan ɛ be yɛɛ gyaŋgba keŋ ɛ ba gyeŋ Wurubuarɛ nɛ ya. 
1PE.1.15	Ɛ tɔɔse nyi Wurubuarɛ ŋon ɔ be baake ŋon kɔŋ ɔ gyaŋ nɛ, ɔ yɛɛ walaŋ ŋon ayimɛɛ be doo ɔ man ya. Mena dɔɔ kpene kamasɛ keŋ ɛ ke yɛɛ na, ɛ kɛɛ nyi ayimɛɛ na doo ke man ya. 
1PE.1.16	Wurubuarɛ nombia aŋmaraseŋ see ŋan yakowɔ yenaŋ daale nyiaa, “Wurubuarɛ kpa ɛ na yeli ayimɛɛ ke doo ɛ wose man korakora ya, nawolo nyi ayimɛɛ be doo me man ya.”
1PE.1.17	Ɛ ne fane na ɛ ne baake Wurubuarɛ nyi de kya. Ŋon Wurubuarɛ ne diina walaŋ kamasɛ nombia ŋgba mena keŋ ɔtenate nombia ayɛɛsa doo nɛ. Ɔ bɛɛ kɛɛ ŋolo siaman pɛte ɔ ne di ɔ nombia ya. Mena dɔɔ debaŋ keŋ ɛ kyaa tɛɛle kei dɔɔ ŋgba ŋɔɔla nɛ, ɛ mo obuo fa ŋon Wurubuarɛ. 
1PE.1.18	Nawolo nyi ɛ gyeŋ kpene keŋ Wurubuarɛ ba mo tɔ kom lɛɛ ŋon, te ɛ be nyiŋ ɛ wose lee nombiakumɛɛ ŋan ɛ be kasee lee ɛ naanaɔ gyaŋ nɛ man. Na kɔba yayam yaa kɔba wolom ŋan ne wɔlɛɛ nɛ te ɔ moowɔ lɛɛ ŋon ya. 
1PE.1.19	Mɔna Yesu Kristo fatabo keŋ ke dana koya doŋ nɛ te Wurubuarɛ moowɔ tɔ ɛ nyeeman kom. Yesu Kristo kei yɛɛ ŋgba nambu ŋon ayimɛɛ kamasɛ be doo ɔ wose man ya te bɔɔ mo deesi nɛ. 
1PE.1.20	Pɛte Wurubuarɛ ke yɛɛ tɛɛle kei nɛ, na ɔ taŋ ke wulaa lese Yesu Kristo see nyi waa kaa yeŋ lɛɛ daa wee daale. Mɔna ɛmɛɛ dɔɔ te ɔ lese e wola debaŋ keŋ tɛɛle kei ne gyu kɔ ɔto nɛ. 
1PE.1.21	Lee ŋon Kristo dɔɔ te ɛ lɛɛ Wurubuarɛ ŋon ɔ be gyuusu e lee yeŋ man te ɔ ba lese e yele nɛ di. Mena dɔɔ te ɛ kelɛɛdi na ɛ loo pou gyakae Wurubuarɛ dɔɔ nɛ.
1PE.1.22	Ma gyeŋ nyi ɛ ne di nombia ŋan ŋe doo na ŋe gbɛɛ nɛ dɔɔ te ɛ ne gyae ɛ tebia Kristotena mɔ nideli, mena dɔɔ ayimɛɛ kamasɛ be doo ɛ man ya. Nɛnɛɛ dɔɔ, ɛ kɛɛ na ɛ ke gyae dɔŋa nideli lee ɛ konɔɔse man. 
1PE.1.23	Nawolo nyi Wurubuarɛ ta lola ŋon wɔle. Mɔna na deniwalaŋ ŋon ɔ be gyae waa kyaa kekpaakekpaa ya nɛ dɔɔ te ɔ tɛɛwɔ lola ŋon wɔle ya. Ɔ tɛe ŋon Wurubuarɛ nombia ŋan ŋe bɛɛ taŋ ya, te ŋe bɛɛ kyɛɛkee korakora ya nɛ dɔɔ lola ŋon wɔle. 
1PE.1.24	Wurubuarɛ nombia aŋmaraseŋ see ŋan yakowɔ yenaŋ daale nyiaa,
1PE.1.24	“Walaŋ kamasɛ yɛɛ ŋgba ŋale nɛ,
1PE.1.24	te ɔ gyoorobiiri mɔ pou yɛɛ ŋgba ka kyeŋkyeŋkɔɔse nɛ.
1PE.1.24	Ŋale keŋ na yem na ka kyeŋkyeŋkɔɔse ŋan mɔ te kpiisi yala.
1PE.1.25	Mɔna de Gbeŋgyoo Wurubuarɛ nombia ŋan dɔɔ
1PE.1.25	ŋan kyaa kekpaakekpaa.”
1PE.1.25	Nombia ŋenaŋ yɛna nyeedoŋ nombia ŋan bɔɔ kolosi fa ŋon nɛ.
1PE.2.1	Nɛnɛɛ be ta lola ŋon wɔle. Mena dɔɔ ɛ lese nombiakumɛɛ kamasɛ lee ɛ kekyaabii man. Ɛ na dii akɛrɛɛ bela ya. Ɛ na yɛɛ nɔɔse ala ala ya. Ɛ na yeli ɛ sia keyɛɛ balaŋ abɔɔ ya. Ɛ na wɔlɛɛ balaŋ yela lee gbɛɛ kamasɛ man ya. 
1PE.2.2	Mɔna debaŋ kamasɛ na ɛ yela Wurubuarɛ nombia ŋan ŋaageŋ ke gyɔ ŋon loo, ŋgba mena keŋ dide loŋ ne gyɔ biikyaa loo nɛ. Akpaa ɛ yɛɛ mena na gyae ke yela ɛ ka bee ɛ kelɛɛdi keŋ man nideli, na ɛ ke nyiŋ nyeedoŋ kekpaa keŋ. 
1PE.2.3	Ɛ yela ɛ loo ke gyakaa mena nombia kɛŋa dɔɔ debaŋ kamasɛ, nawolo nyi ɛmɛɛ gbagba te naa nyi de Gbeŋgyoo Yesu Kristo dana wɔe nideli.
1PE.2.4	Mena dɔɔ ɛ tuu benaa de Gbeŋgyoo Yesu Kristo, nawolo nyi ŋon yɛna nyeedoŋ pou nyee. Ɔ yɛɛ ŋgba boe keŋ deni maara ne kɛɛ ke nyi kɔɔ taŋ tɔnɔɔ ya nɛ. Mɔna Wurubuarɛ ŋon ɔ ba lese e nɛ siaman na, ɔ dana tɔnɔɔ nideli. 
1PE.2.5	Ɛmɛɛ mɔ te nyiŋ nyeedoŋ. Ɛ yɛɛ yaa ŋgba boya ŋan Wurubuarɛ ba mo ɔ ne ma ɔ deni dinaa keŋ nɛ, te ɛ bese ɔ saese na ɛ ke ta Yesu Kristo dɔɔ fa e kedi keŋ na gyoo ɔ sia. 
1PE.2.6	Nawolo nyi Wurubuarɛ nombia aŋmaraseŋ see ŋan yakowɔ yenaŋ daale nyiaa,
1PE.2.6	“Wurubuarɛ kpa ɛ kɛɛ,
1PE.2.6	me ta mo boe kpaakpaate daale
1PE.2.6	mɛɛ see deni mokɔɔ Gyerusalɛm donɔɔ man.
1PE.2.6	Maŋ lese na e,
1PE.2.6	mena dɔɔ walaŋ kamasɛ ŋon
1PE.2.6	ɔ lɛɛ e di na desɛŋ be gyae ke kyaŋ e ya.”
1PE.2.7	Ɛmɛɛ baŋ ɛ ne lɛɛ e di nɛ dɔɔ ɔ dana tɔnɔɔ fa ŋon, mɔna balaŋ baŋ bɔɔ bɛɛ e nɛ dɔɔ ba te yeli Wurubuarɛ nombia ŋan ɔ be ŋmarase see nɛ te kaa yɛɛ ampaŋ. Nombia ŋenaŋ yɛna nyi,
1PE.2.7	“Boe keŋ deni maara be bɛɛ ke nɛ,
1PE.2.7	keŋ bese la kaa yɛɛ boe keŋ
1PE.2.7	kɔɔ kyaŋ deni keŋ seŋ keŋkeŋ.”
1PE.2.8	Wurubuarɛ nombia aŋmaraseŋ see ŋan besewɔ yako yenaŋ daale bela nyiaa,
1PE.2.8	“Boe kei dɔɔ te balaŋ baa gyɔ nae kpaŋte.
1PE.2.8	Mena boe kenaŋ dɔɔ ke te balaŋ baa sarakee yala.”
1PE.2.8	Kpene keŋ dɔɔ te baa sarakee ke dɔɔ yala yɛna nyi ba te bɛɛ Wurubuarɛ nombia ŋan. Wurubuarɛ wulaa yakowɔ lee gyaŋgba gyaŋgba keŋ nyi be fareba kenaŋ.
1PE.2.9	Mɔna ɛmɛɛ dɔɔ, ɛmɛɛ yɛna balaŋ baŋ Wurubuarɛ ba lese nɛ. Ɛmɛɛ yɛna ɔ saese na ɔ gyoorobia. Ɛmɛɛ yɛna balaŋ baŋ Wurubuarɛ ba lese te ɔ be desina wɔ see fa ɔ wose. Ɛmɛɛ yɛna Wurubuarɛ balaŋ gbagba baŋ. Ŋon lesena ŋon na ɛ ke nyiŋ kolosi ɔ nombia dinaana ŋan ŋɔɔ taŋ keyako ya nɛ fa balaŋ. Ŋon lesena ŋon lee ditiŋtɛɛ man kɔŋ ɔ keŋmaŋee dinaa keŋ man. 
1PE.2.10	Gyaŋgba keŋ na nafɔ ɛ te yɛɛ Wurubuarɛ balaŋwɔ ya, mɔna nɛnɛɛ dɔɔ ɛ te kaa bese ɔ balaŋ gbagba. Gyaŋgba keŋ na Wurubuarɛ te wii ɛ waraŋase ya, mɔna nɛnɛɛ dɔɔ ɔ te kaa wii ɛ waraŋase.
