MAT.1.1	Yeezu, a Mɛzaaya
2TI.3.4	a e nenfaare, a e noba naŋ maŋ erɛ yɛlɛ kyɛ ba teɛrɛ, a paale ne pɔloo, a nɔŋ a eŋɛ noɔ yɛlɛ gaŋ Naaŋmen. 
2TI.3.5	Ba maŋ erɛ ŋa ba naŋ puoro Naaŋmen kyɛ zagra a O kpeɛ̃õ. Ta laŋna ne ba! 
2TI.3.6	A ba noba mine la a banaŋ naŋ maŋ kpɛ yie poore a te bɛlle nyɔge pɔgeba na naŋ ba kyele kyɛ tuo a ba yelbebe a zoro tuuro vɔlfaare boorɔ zaa. 
2TI.3.7	Bana la ka ba maŋ wullo tegitegilɛ kyɛ ka ba daŋ ba baŋ a yelmeŋɛ. 
2TI.3.8	Aŋa Gyanese ane Gyamberese naŋ da zɔɔ ne Moozul, lɛ la ka a noba ŋa teɛrɛ naŋ sãã kyɛ ka ba yeldeebo ba waa serɛ meŋ zɔɔrɔ ne a yelmeŋɛ. 
2TI.3.9	Kyɛ a ba yɛlɛ kontoɔ̃ gaa zie zaa, bonso, aŋa a naŋ da waa a dɔbɔ bayi na zie, a ba dambol-yɛlɛ na sãã la weliweli ko neɛzaa.
2TI.3.10	Pampana, fo nyɛ la a n wuluu, a n eebo, a n nyɔvore yelnyɔgraa, a n yeldeebo, a n kannyiri, a n nɔmmo, a n kpimaroo, 
2TI.3.11	a n dɔgɛɛ ane a tuo N naŋ woŋ a yɛlɛ na zaa naŋ pɔge ma a Antoɔki, Ikoniyo ane Lisitera tenne poore. Boŋ dɔgɛɛ la ka N da ba di! Kyɛ a Daana faa ma la yi a zaa poɔ. 
2TI.3.12	Serɛzaa, noba na zaa naŋ boɔrɔ ka ba taa nyɔvo-soŋ a Kirista Yeezu eŋɛ na nyɛ la dɔgɛɛ 
2TI.3.13	Kyɛ potuodeme ane zirŋmaareba naŋ na kyɛnɛ erɛ la yelfaare dɔglɔ dɔglɔ taa gɛrɛ, a bɛllɛ ba taaba ane bamenne. 
2TI.3.14	Kyɛ fõõ eŋ, naŋ kyɛnɛ taa kpeɛŋaa bonna fo naŋ da zanne kyɛ da sage de. Fo baŋ la neɛ na zie fo naŋ da zanne a. 
2TI.3.15	A yi a fo biiluŋ saŋ, fo baŋ la a gansoŋ poɔ yɛlɛ naŋ na toɔ̃ wuli fo ka fo nyɛ faabo naŋ yi a yeldeebo naŋ be a Kirista Yeezu eŋɛ. 
2TI.3.16	A gansoŋ poɔ yɛlɛ zaa, Naaŋmen Vooroŋ la e ka ba sɛge a, ka a taa tɔnɔ noba wuluu eŋɛ, noba kpããmo eŋɛ, noba dɛnnoo eŋɛ, kyɛ kanna noba kyaara ne mennoŋ, 
2TI.3.17	ka ka neɛzaa naŋ waa Naaŋmen neɛ na toɔ̃ taa faŋ tonsoŋ zaa tommo poɔ.
2TI.4.1	A Naaŋmen ane a Kirista Yeezu naŋ na di a voba ane a kuuni sɛrɛɛ niŋesogɔ la ka N sɔrɔ fo yããyãã ka a Kirista leɛ waabo ane a O naaloŋ zuiŋ, 
2TI.4.2	moɔlɔ a Naaŋmen yelbiri; ka a naŋ waa wola zaa, kpimare moɔlɔ; a erɛ ka ba sagra derɛ, a kpaana ba kyɛ yele yɛlɛ teɛrɛ ba ne kannyiri kpoŋ a fo wuluu poɔ. 
2TI.4.3	Bonso, a saŋ waana la ka noba koŋ la derɛ wulsonne. Kyɛ ba naŋ taa tobo naŋ noma yɛlɛ wommu eŋɛ, ba na bɔ la wulwulibo ko bamenne ka ba yele yɛlɛ ba naŋ boɔrɔ ka ba woŋ, 
2TI.4.4	kyɛ furi ba tobo a yelmeŋɛ kyɛlloo eŋɛ a bɔre tu sensellɛ puori. 
2TI.4.5	Kyɛ fõõ eŋ, taa meŋɛ sigruu tegitegilɛ, a dire kannyiri, a tonɔ a Naaŋmen yelbiri ŋmɛyaara toma, a tonɔ a fo toma ka a baare velaa.
2TI.4.6	Maa eŋ, ba de ma la maale ne bagre baare aŋa ba naŋ bare koɔ̃, ka a saŋ ta ka N yi a teŋɛzu. 
2TI.4.7	N zɔɔ la zɔɔre naŋ soma, N zo la a zoobu baare, N taa la a yeldeebo velaa. 
2TI.4.8	A yi ŋaa gɛrɛ, ba nare la a mennoŋ nazupili biŋ kyɛllɛ ne ma, ona la ka a Daana, a sɛredi-meŋɛ na ko ma a bebiri na daare. Maa yoŋ naane ka O na ko, kyɛ O na ko la a banaŋ zaa naŋ kyɛllɛ a O leɛ waabo.
2TI.4.9	E aneɛ wa n zie wieouŋ, 
2TI.4.10	bonso, Dɛmase naŋ nɔŋ a teŋɛ ŋa zu yɛlɛ bare ma la kyɛ gaa Tɛsalonika teŋɛ; Kirisɛnse meŋ gaa la Galesiya, ka Tiitu gaa Dalemaseya. 
2TI.4.11	Luka yoŋ la be n zie. Taa Marko waana ne, bonso, o taa la sommo a n toma poɔ. 
2TI.4.12	N toŋ la Takyiku ka o gaa Efesu teŋɛ. 
2TI.4.13	Ka fooŋ wa waana, taa a kpar-kpoŋ na N naŋ da inni bare Kapuse yiri a Turose teŋɛ poɔ waana ne ma. De a gama na naŋ taa sɛgre meŋ, a gaŋ a zaa a doŋgama na naŋ ba taa sɛgre waana ne. 
2TI.4.14	A kurkuro na ba naŋ boɔlɔ Alɛzanda e ma la yelfaare yaga; a Daana na yɔɔ la a o yelfaare sane. 
2TI.4.15	A seŋ ka fo meŋ gu fo meŋɛ velaa ne o, bonso, o da zɔɔ ne la a Naaŋmen yelbiri te naŋ moɔlɔ kpeɛŋaa zaa.
2TI.4.16	A dɛndɛŋ saŋ N naŋ da yele yɛlɛ ka n faa n meŋɛ, neɛzaa da ba tu n puori kyɛ ba zaa da zo kyɛ bare ma la. N sɔrɔ la ka Naaŋmen ta de a yeli ŋa dɔgle ba zu! 
2TI.4.17	Kyɛ a Daana da are ko ma la, a ko ma faŋ ka ka O na tu n zie moɔle a Ŋmen-yelnoore zaa pabo, ka a Nemboore-yobo
2TI.4.18	A Daana na faa ma la yi yelfaa zaa poɔ, a faa ma a O tenvelaa
2TI.4.19	Puori Piriska ane Akiila ane Onesiforuse yideme. 
2TI.4.20	Erasetu eŋ be la Korinti teŋɛ poɔ; Turofimu beɛrɛ la ka N bare o Miletu teŋɛ poɔ. 
2TI.4.21	E aneɛ kyɛ wa n zie sɛre kyɛ ka a sakyɔre saŋ ta. Yubuluse ane Puden ane Liinuse ane Kelɔdiya ane a yɔɔmine ane a yɔɔpuuli zaa puoro fo la.
2TI.4.22	Ka a Daana be fo seɛ poɔ. Ka O garaaseɛ meŋ be yɛ zaa zie.
TIT.1.1	Maa Pɔɔl naŋ waa a Naaŋmen tontonɔ ane a Yeezu Kirista apostolii, a Naaŋmen neŋkaa-irri yeldeebo ane a yelmeŋɛ bammo naŋ kyaare ne a Naaŋmennoŋ zuiŋ, 
TIT.1.2	a nyɔvo-babaaraa teɛretɔroo
TIT.1.3	A saŋ naŋ da wa ta, Naaŋmen da iri la O yelbiri wuli, a yelbiri ŋa la ka a Naaŋmen a te Faara da de eŋ n nuuriŋ ka N moɔlɔ.
TIT.1.4	N sɛgrɛ la a lɛtɛ ŋa korɔ Tiitu naŋ e a n bi-meŋɛ a yeldeebo te naŋ laŋ poɔ:
TIT.1.4	Ka a Saa Naaŋmen ane a te Faara Kirista Yeezu garaaseɛ ane maaroŋ be fo zie.
TIT.1.5	A yeli ŋa zuiŋ la ka N da bare fo a Kirite teŋɛ poɔ ka fo baare e a yɛlɛ na naŋ kyɛre ka a tu, kyɛ kaa-iri nembɛrɛ teŋɛ zaa poɔ a seŋ N naŋ da wuli fo lɛ. 
TIT.1.6	A seŋ ka yɛ iri neɛ naŋ ba taa saanaa zaa, kyɛ taa pɔge yeni, ka o bibiiri waa yelderebɛ, ka noba ta yele ba yelfaare yɛlɛ bee a ta waa biiri naŋ ba sagra ba dɔgrebɔ nɔɛ. 
TIT.1.7	Bonso, besɔp
TIT.1.8	kyɛ a fere ka o waa neɛ naŋ derɛ noba saanoŋ, a nɔŋ tonveɛle, a baŋ o meŋɛ taabo, a e neɛ naŋ tori, a e neɛ naŋ kpimare Naaŋmen puoruu kyɛ baŋ o meŋɛ nyɔgebo. 
TIT.1.9	A seŋ ka o e neɛ naŋ baŋ a yelbiri naŋ seŋ ne dɛloo ka a ta aŋa lɛ a kannoo naŋ wuli, ka ka o na toɔ̃ wullo wuluu naŋ soma kyɛ toɔ̃ yeli lɔɔ a banaŋ naŋ tullo a yelmeŋɛ.
TIT.1.10	Noba yaga meŋ bebe la a zagra noɔre, a yele yelfoglo kyɛ bɛllɛ noba, a gaŋ a zaa, banaŋ naŋ are ko dɛgre iruu. 
TIT.1.11	A ferɛɛ la ka fo e ka ba pɔge ba nɔɛ, ba naŋ saana a yideme teɛroŋ ne ba wulfaare a naŋ ba taa sori ka ba wuli a ba bombɔ-faare zuiŋ. 
TIT.1.12	A ba poɔ neɛ kaŋ, a ba meŋɛ neɛ naŋ waa ba ŋmen-yelmanna la da yeli:
TIT.1.12	“Kirite teŋɛ noba maŋ ŋmaara la zirii tegitegilɛ, ba waa ŋa wɛdonfaare, entuo deme naŋ dire digbogbo.”
TIT.1.13	A yeli ŋa e la yelmeŋɛ. A ŋaa zuiŋ, kpãã ba nimizeɛ zaa, ka ba na leɛ taa yeldeebo naŋ waa meŋɛ, 
TIT.1.14	a ta kyɛllɛ a Gyuumine sensellɛ yɛlɛ bee a noba na naŋ zagre a yelmeŋɛ nɔɛ. 
TIT.1.15	A banaŋ naŋ taa sukyiri peɛle, boma zaa maŋ e la peɛle, kyɛ banaŋ naŋ taa sukyiri dɛgɛ ane a yelbaderebɛ bonzaa ba e pelaa ba zie. Ba teɛrɛ ane ba zomɔ zaa dɛgɛɛ la. 
TIT.1.16	Ba maŋ yeli ka ba baŋ la Naaŋmen kyɛ ka ba yel-erre wuli ka ba zagra la Naaŋmen. Ba waa la nendɛgɛ, a waa noba naŋ zagra noɔre, a ba seŋ ne tonvelaa zaa.
TIT.2.1	Kyɛ fõõ eŋ, wullo wuluu naŋ tori ne a wul-meŋɛ. 
TIT.2.2	Yeli ko a dɔɔnyaŋne ka ba nyɔgrɔ bamenne, a taa nimizeɛ, a erɛ yɛlɛ ne yɛŋ, a taa yeldeebo naŋ e meŋɛ, a taa nɔmmo kyɛ e noba naŋ taa kannyiri.
TIT.2.3	A lɛ ne o zu, yeli ko a pɔgenyaŋne ka ba e ka ba gyogo taa emmo, a ta e noba naŋ na saana ba taaba yoe bee a e dããnyu gbaŋgbaare; kyɛ a seŋ ka ba wullo yelsonne, 
TIT.2.4	ka lɛ vɛŋ ka ba toɔ̃ yele yɛlɛ teɛrɛ a pɔgsarre ka ba nɔŋ ba serebɛ ane ba bibiiri. 
TIT.2.5	Ba baŋ bamenne taabo, a ta waa pɔgeba naŋ sãã, kyɛ e noba naŋ kaara ba yie zu velaa, a taa nimimaaroŋ, kyɛ sigre bamenne korɔ ba serebɛ, ka lɛ vɛŋ ka a Naaŋmen yelbiri ta wa taa yofaa.
TIT.2.6	A lɛ ne o zu, sɔre a bipɔlɔ ka ba baŋ bamenne taabo. 
TIT.2.7	Kyɛ fooŋ, wuli yelzaa poɔ ka fo waa la neɛ naŋ seŋ ne ka ba tɔglɔ fo tonsonne. Kyɛ a fo kannoo poɔ, wullo yelmennoŋ, a taa nimizeɛ, 
TIT.2.8	ka a fo yelyelii waa soŋ ka neɛzaa ta nyɛ fo yelfaa zaa yeli; a lɛ la ka banaŋ naŋ zɔɔrɔ ne te na di vi, ba naŋ koŋ nyɛ yelfaa zaa a na yeli kyaare ne te zuiŋ.
TIT.2.9	Yeli ko gbaŋgbaare ka ba sigre bamenne korɔ a noba naŋ so ba kyɛ erɛ ka ba poore pɛllɛ ne ba yelzaa poɔ, kyɛ a ba seŋ ka ba yele yɛlɛ legre a ba nembɛrɛ nɔɛ, 
TIT.2.10	a ta zuuro, kyɛ ba e noba a ba nembɛrɛ naŋ na baŋ dɛle, ka ka yɛlɛ zaa poɔ ka ba e noba naŋ na vɛŋ ka Naaŋmen a te Faara wuluu taa kyɛl-wommu.
TIT.2.11	Bonso, a Naaŋmen garaaseɛ sããɛ la a wa ko nensaalba zaa faabo, 
TIT.2.12	a wullo te ka te bare yelfaare ane vɔlfaare, kyɛ vɛŋ ka a te nyɔvoɛ te naŋ taa a zenɛ bebiri wuli ka te baŋ la temenne taabo, a e noba naŋ tori kyɛ taa Naaŋmennoŋ, 
TIT.2.13	kyɛ ka te naŋ kyɛllɛ a maaloo bebiri te naŋ taa teɛretɔroo
TIT.2.14	Ona la da de O meŋɛ tere ka O faa te yi yelbebe zaa poɔ kyɛ peere te ka te yi fanana a waa O meŋɛ noba naŋ kyerɛ ne tonsonne tommo.
TIT.2.15	Yele a yɛlɛ ama; yele yɛlɛ teɛrɛ kyɛ kpaana noba ne kpeɛ̃õ. Ta wa vɛŋ ka neɛzaa erɛ fo kaabanyɛ yɛlɛ.
TIT.3.1	Leɛ-teɛre ba ka ba sigre bamenne korɔ namine ane a teŋɛ nembɛrɛ, a e noba naŋ sagra noɔre, a maŋ nare ka ba toŋ tonsonne zaa, 
TIT.3.2	kyɛ ta yele yelfaare korɔ neɛzaa, a bare zɔɔre, a taa nimibaaloŋ kyɛ korɔ noba zaa gyeremɛ. 
TIT.3.3	Bonso, temenne da waa la dambolo saŋ kaŋ naŋ tɔle, a ba sagra nɔɛ, a waa noba naŋ da bɔre, a waa vɔlfa-boorɔ zaa ane a eŋgane yelboɔre gbaŋgbaare, a da waa potuodeme, a erɛ nyuuri kyɛ kyiire taa. 
TIT.3.4	Kyɛ a Naaŋmen te Faara sonnoŋ ane O nimimaaroŋ nɔmmo naŋ da wa sãã, 
TIT.3.5	O da faa te la ka a ba e ka te naŋ da toŋ mennoŋ toma zuiŋ la, kyɛ O nembaalonzoe zuiŋ la ka O tu a koɔ̃ suobu deebo eŋɛ a leɛ dɔge te kyɛ ko te a Vooroŋ Soŋ ka te leɛ e nempaalba. 
TIT.3.6	A Vooroŋ Soŋ ŋa la ka O tu a te Faara Yeezu Kirista zie kyɛ kyiri paale te yaga zaa lɛ, 
TIT.3.7	ka ka tenee wa leɛ nensonne a O garaaseɛ zuiŋ, te pãã na nyɛ la a nyɔvo-babaaraa teɛretɔroo
TIT.3.8	A yeluu ŋa e la yelmeŋɛ.
TIT.3.8	N boɔrɔ la ka fo maaleŋ yele a yɛlɛ ama, ka a banaŋ naŋ wa sage de a Naaŋmen yɛlɛ e noba naŋ na kpimare tonsonne tommo eŋɛ. A yɛlɛ ama veɛlɛ la kyɛ taa tɔnɔ ko neɛzaa. 
TIT.3.9	Kyɛ bare dambol-nɔkpeɛne ŋmeɛbo, sããkommine dɔge-tu-taa yoe yɛlɛ, wɛltaa ane zɔɔre naŋ kyaare ne a bege, bonso, a ba taa tɛgɛ ane tɔnɔ zaa. 
TIT.3.10	Ka neɛŋ wa waana ne wɛltaa ka fo yeli yɛlɛ ko o gbɛre boyi bee bota kyɛ ka o ba leɛ o eebo, ta la taa yelzaa ne o soba. 
TIT.3.11	Fo baŋ ka a neɛ ŋa tɔsoba teɛroŋ sããɛ la ka o waa yelbe-erɛ, a dire o meŋɛ sɛrɛɛ.
TIT.3.12	Ka maa wa toŋ Atemase bee Takyiku ka o wa fo zie, e aneɛ wa n zie a Nikopolise teŋɛ poɔ, bonso, N boɔrɔ la ka N be a be ka a ɔɔkpoŋ saŋ te baare. 
TIT.3.13	Mɔ fo moɔbo zaa a e ka Zɛnase a bege baŋna ane Apolose tu a sori, kyɛ ka fo kaa soŋ ka yelzaa ta fãã ba. 
TIT.3.14	Vɛŋ ka a noba zanne ka ba kpimare tonsonne tommo, a maŋ toɔ̃ soŋ a banaŋ a naŋ wono ka ka ba ta wa e noba naŋ ba taa tɔnɔ.
TIT.3.15	A banaŋ zaa naŋ be n zie puoro fo la. Puori a banaŋ naŋ nɔŋ te a yeldeebo poɔ.
TIT.3.15	Ka a garaaseɛ be yɛ zaa zie.
PHM.1.1	Maa Pɔɔl naŋ waa nempɔgraa a Kirista Yeezu zuiŋ ane te yɔɔ Timoti la sɛgrɛ a lɛtɛ korɔ te ba Filimɔn naŋ e a te tontontɔ, 
PHM.1.2	a sɛgrɛ korɔ te yɔɔpɔge Afiya, a sɛgrɛ korɔ Akyipu a te sogyɛ-tɔ a Kirista toma poɔ ne a puoruu laŋne naŋ be a fo yiri poɔ:
PHM.1.3	Ka garaaseɛ ane maaroŋ naŋ yi a te Saa Naaŋmen ane a Daana Yeezu Kirista zie be yɛ zie.
PHM.1.4	Ka maa wa teɛre fo yɛlɛ n puoruu poɔ, N maŋ puoro la n Naaŋmen bareka tegitegilɛ 
PHM.1.5	bonso, N woŋ la a fo yɛlɛ kyaare ne a nɔmmo fo naŋ taa ne a nensonne zaa ane a fo yeldeebo fo naŋ taa a Daana Yeezu eŋɛ. 
PHM.1.6	N puoro la ka ka a fo yeldeebo fo naŋ wullo kyɛnɛ velaa ka fooŋ wa teɛrɛ a tonsonne zaa te naŋ na toɔ̃ toŋ ko a Kirista. 
PHM.1.7	N yɔɔ, N sereŋ nyɛ la popeɛloŋ ane yelteɛbo yi a fo nɔmmo eŋɛ, bonso a nensonne sukyie leɛ nyɛ la faŋ paalaa a yi fo zie.
PHM.1.8	A ŋaa zuiŋ, aneazaa ka N ba zoro dabeɛ̃ ka N ko fo noɔre a Kirista eŋɛ ka fo tonɔ a fo feroo toma, 
PHM.1.9	kyɛ N na sɔre fo la ne nɔmmo; kyɛ maa Pɔɔl, nyɛ erɛ la a ŋaa N naŋ e dɔɔnyaŋaa kyɛ ka pampana meŋ ka N waa nempɔgraa a Kirista Yeezu zuiŋ. 
PHM.1.10	N sɔrɔ fo la yaga zaa n bie Onesimu zuiŋ. N leɛ la o saa a Kiristabiiluŋ poɔ saŋ na N naŋ da be nempagdie poɔ. 
PHM.1.11	Saŋ kaŋ naŋ tɔle, o da waa la neɛ naŋ ba taa tɔnɔ ko fo, kyɛ pampana, o sereŋ taa la tɔnɔ ko fo ane ma. 
PHM.1.12	N tonɔ o la ka o leɛ wa fo zie, bonso, o waa la neɛ N naŋ nɔŋ ne n sukyiri zaa. 
PHM.1.13	N da boɔrɔ la ka o be n zie a leɛre fo gbɛɛ a soŋnɔ ma a saŋ N naŋ da be a nempagdie poɔ a Ŋmen-yelnoore zuiŋ. 
PHM.1.14	Kyɛ N ba boɔrɔ ka N e yelzaa ka fo ba tere sori, ka a lɛ vɛŋ ka a fo tonsonne e fo meŋɛ poboɔbo yeli, kyɛ ta e ŋa feroo la ka ba ferɛ fo. 
PHM.1.15	Kaapɔge, a yeli ŋa la so ka o da wɛle yi fo zie belaa, ka ka fo na taa o tegitegilɛ ka o naŋ wa leɛ wa, 
PHM.1.16	a koŋ la waa gbaŋgbaa, kyɛ waa neɛ naŋ gaŋ gbaŋgbaa; a gaŋ a zaa, ka o waa n yɔɔ-nɔnaa kyɛ maaleŋ gaŋ lɛ fo zie a nensaaloŋ ane a Daana eŋɛ.
PHM.1.17	Azuiŋ, ka fõõ wa de ma ka N waa fo tontontɔ, tuori de o aŋa lɛ fo naŋ da na tuori de ma. 
PHM.1.18	Ka o naŋ wa sãã fo yelzaa poɔ, bee a di fo bonzaa sane, vɛŋ ka a leɛ n sane. 
PHM.1.19	Maa Pɔɔl sɛgrɛ la a yeli ŋa ne n meŋɛ nu: N na leɛ yɔɔ la a sane. N ba yele yelzaa kyaare ne fo naŋ di n sane yɛlɛ, haali fo meŋɛ zaa tɔre e la n sane bon. 
PHM.1.20	Serɛzaa, n yɔɔ, vɛŋ ka n nyɛ a tɔnɔ ŋa yi fo zie a Daana eŋɛ! E ka a n sukyiri maa a Kirista eŋɛ. 
PHM.1.21	N naŋ ba taa bonnoo ka fo maŋ sagra la noɔre, N sɛgrɛ korɔ fo la kyɛ baŋ ka fo na e gaŋ la lɛ N naŋ yele korɔ fo.
PHM.1.22	Ka N la poɔ yelyeni kaŋ: nare saama die bare ma, bonso, N taa la teɛretɔroo
PHM.1.23	Epaferase naŋ waa n nempɔge-tɔ a Kirista Yeezu zuiŋ puoro fo la, 
PHM.1.24	a lɛ la ka Marko, Arestaku, Dɛmase ane Luka naŋ waa n tonton-taaba meŋ puoro fo.
PHM.1.25	Ka a Daana Yeezu Kirista garaaseɛ be yɛ seere poɔ.
HEB.1.1	A dakoroŋ saŋ, Naaŋmen da tu la O yelmanneba zie kyɛ yeli yɛlɛ gbɛɛ yaga ane sobie tɛɛtɛɛ ko a te sããkommine. 
HEB.1.2	Kyɛ a bebi-baare ŋa poɔ, O tu la O Bidɔɔ zie a yeli yɛlɛ ko te. Ona la ka O iri ka O e a boma zaa gbandire.
HEB.1.3	Ona la a Naaŋmen veɛloŋ naŋ kyuoli sãã ane a Naaŋmen waaloŋ meŋɛ zaa tɔre, kyɛ nyɔge a boma zaa taa ka a are ne a O yelbiri kpeɛ̃õ. O naŋ da wa peere yelbebe zaa bare, O da zeŋ la a Naaloŋ Soba nuduluŋ seŋ a sazu poɔ. 
HEB.1.4	O e la kpoŋ gaŋ malekere, O naŋ da nyɛ yuori naŋ waa kpoŋ gaŋ a malekere yuori zuiŋ.
HEB.1.5	Ka a Malekere buo soba la ka Naaŋmen daŋ yeli:
HEB.1.5	“Fo waa la N Bidɔɔ;
HEB.1.5	zenɛ la ka N dɔge fo”?
HEB.1.5	Bee a la yeli:
HEB.1.5	“N na waa la o Saa,
HEB.1.5	kyɛ ka o waa N Bidɔɔ”?
HEB.1.6	Kyɛ laboreŋ, O naŋ da wa taa a bidɔɔ dɛndɛŋ wa ne a teŋɛzu, O yelee la:
HEB.1.6	“Vɛŋ ka a Naaŋmen malekere zaa puori O”
HEB.1.7	Kyɛ a malekere eŋ ka O da yeli:
HEB.1.7	“O maŋ e la ka O malekere waa saseɛ,
HEB.1.7	kyɛ ka O tontonema waa vũũzelɛ.”
HEB.1.8	Kyɛ a O Bidɔɔ eŋ zie, O yelee la:
HEB.1.8	“Oo Naaŋmen, a fo naaloŋ kogi na bebe la tegitegilɛ,
HEB.1.8	ka a mennoŋ naaloŋ daŋgbale waa a fo naaloŋ daŋgbale.
HEB.1.9	Fo nɔŋ la mennoŋ kyɛ kyiiri potuoloŋ.
HEB.1.9	A lɛ zuiŋ, Naaŋmen, a fo Naaŋmen, sɔ fo la
HEB.1.9	ne popeɛloŋ kããsoŋ a gaŋ fo taaba.”
HEB.1.10	Kyɛ,
HEB.1.10	“Daana, a piiluu saŋ, fõõ la iri a teŋɛ,
HEB.1.10	ka a saluoni waa fo nuuri toma.
HEB.1.11	A na wɛ la kyɛ ka fo naŋ bebe.
HEB.1.11	A zaa na kore la yi kyeɛ aŋa bonsuuri.
HEB.1.12	Fo na pilli a la ka a lantaa aŋa kpar-kpoŋ,
HEB.1.12	kyɛ ka ba leɛre a aŋa bonsuuri.
HEB.1.12	Kyɛ a lɛ fo naŋ waa ne o zu la ka fo waa,
HEB.1.12	ka a fo yuomo daŋ koŋ baŋ baare.”
HEB.1.13	Kyɛ a malekere buo soba la ka O daŋ yeli:
HEB.1.13	“Zeŋ a N nuduluŋ seŋ
HEB.1.13	a te ta saŋ na N naŋ na e ka a fo dɔndɔnne leɛ fo gbɛɛ bimmu zie”?
HEB.1.14	A malekere zaa ba waa seere a Naaŋmen toma poɔ, ka ba toŋ ba ka ba te toŋ ko a banaŋ naŋ na nyɛ faabo be?
HEB.2.1	Azuiŋ a ferɛɛ la ka te maaleŋ kyɛlle velaa bon te naŋ da woŋ, ka te ta wa sare yi a poɔ. 
HEB.2.2	Ka a yɛlɛ naŋ da tu a malekere zie wa da waa yelmeŋɛ, ka faaloŋ zaa bee tookoŋwoŋyɛlɛ deme da nyɛ dɔgroŋ naŋ seŋ ne, 
HEB.2.3	wola ka te na baŋ e yi a poɔ ka tenee zagre a faabo kpoŋ ŋa bare? A Daana la da daŋ moɔle a faabo ŋa yɛlɛ, ka a banaŋ naŋ da woŋ a yeli ko te, 
HEB.2.4	kyɛ ka Naaŋmen meŋ di a danseɛ ne yelwulii ane nɔmaa toma ane yelseɛlɛ tɛɛtɛɛ, ane a Vooroŋ Soŋ kyɔɔtaare O naŋ tere a seŋ O naŋ boɔrɔ lɛ.
HEB.2.5	Naaŋmen ba de a nendaare kaŋ teŋɛ yɛlɛ te naŋ yele na eŋ a malekere nuuriŋ. 
HEB.2.6	Kyɛ neɛ kaŋ da di la danseɛ a gansoŋ poɔ zie kaŋ a yele:
HEB.2.6	“Nensaalba la boŋ ka fo taa ba teɛroŋ lɛ,
HEB.2.6	bee nensaalba biiri la boŋ ka fo taa ba yɛlɛ lɛ?
HEB.2.7	Fo da maale ba la ka ba sigi belaa gaŋ a malekere;
HEB.2.7	kyɛ ka fo ko ba puubu ane emmo,
HEB.2.8	kyɛ e ka ba di naaloŋ boma zaa zu.”
HEB.2.8	A Naaŋmen naŋ wa de a boma zaa eŋ ba nuuriŋ, bonzaa ba la kyebe O naŋ ba de eŋ ba nuuriŋ. Aŋa a naŋ waa lɛ, te naŋ ba nyɛ ba ka ba di naaloŋ a boma zaa zu sɛre, 
HEB.2.9	kyɛ te nyɛ la Yeezu, Ona la ka Naaŋmen da sigri bebie belaa lɛ gaŋ a malekere. Kyɛ pampana, Naaŋmen ko O la puubu ane emmo, a dɔgɛɛ kũũ O naŋ kpi zuiŋ ka ka a Naaŋmen garaaseɛ eŋɛ ka O na kpi ko neɛzaa.
HEB.2.10	A da tu la sori ka Naaŋmen naŋ so a boma zaa kyɛ ka a zaa tu O zie a wa bebe, ka O taa biiri yaga wa ne puubu poɔ. A da ferɛɛ la ka O e ka a soba na naŋ na de ba weɛ e ka ba faabo tori dɔgɛɛ poɔ. 
HEB.2.11	Bonso, a soba na naŋ peerɛ yelbebe bara ane banaŋ yelbebe ba naŋ peere bare zaa taa la Saa yeni. A ŋaa zuiŋ la ka Yeezu ba zoro vi ka O boɔle ba O yɔɔmine ane n yɔɔpuuli, 
HEB.2.12	a yele:
HEB.2.12	“N na yeli la fo yɛlɛ ko a N yɔɔmine ane n yɔɔpuuli.
HEB.2.12	N na danne fo la a laŋne deme poɔ.”
HEB.2.13	Kyɛ laboreŋ yeli:
HEB.2.13	“N na dɛle O la.”
HEB.2.13	A laboreŋ yeli:
HEB.2.13	“Maa la ŋa ane a bibiiri banaŋ Naaŋmen naŋ ko ma.”
HEB.2.14	A naŋ waa ka a bibiiri laŋ la nensaala waaloŋ, lɛ la ka a Yeezu meŋ da e nensaala ka ka a O kũũ poɔ, ka O na sãã a soba na naŋ taa a kũũ kpeɛ̃õ, ona la a sebɛlbɛllɛ, 
HEB.2.15	kyɛ faa a banaŋ kũũ dabeɛ̃ naŋ da nyɔge ba biŋ gbaŋgbaaloŋ poɔ ba nyɔvore zaa poɔ. 
HEB.2.16	A e la weliweli ka O da ba wa ka O soŋ malekere, kyɛ a Aboraham boorɔ la ka O da wa ka O soŋ. 
HEB.2.17	A lɛ zuiŋ a da ferɛɛ la ka O waa ŋa a O yɔɔmine ane O yɔɔpuuli yelzaa poɔ, ka ka O na waa Naaŋmen bagmaalkare neŋkpoŋ naŋ taa nembaalonzoe ane yelmennoŋ, ka O maale bagre a nensaalba yelbebe zuiŋ. 
HEB.2.18	A O meŋɛ naŋ da kpɛ enyaabo poɔ a O tuo wommu poɔ zuiŋ, O na toɔ̃ soŋ la banaŋ zaa naŋ kpɛ enyaabo poɔ.
HEB.3.1	Azuiŋ, n yɔɔmine ane n yɔɔpuuli naŋ e nensonne a poɔ a tenvelaa
HEB.3.2	da taa la yelmennoŋ ko a soba na naŋ iri O aŋa lɛ a Moozul meŋ “naŋ da taa yelmennoŋ a Naaŋmen yiri zaa poɔ.” 
