GEN.1.1	Makasososan Manetualain nakadadadik lalai no dae-inak.
2CO.11.26	Laꞌi-laꞌik ka au laꞌok losa dook ka sudi uni bee uu ena. Hambu sosoek noꞌun seli tao nala au, ela kada faa mate. Haꞌi netuduk leo: faa nai lee moꞌok ma naꞌo manu-meor. Hambu doidosok numa au hatahori Yahudi heli-heling nggara mai, hatahori ta Yahudir, ma hatahori mana tao aon nara sama leo toranoo hatahori kamaherek, naa te ara kedi. Au oo ela kada faa mate numa tasi taladan, numa kota, ma numa mamana nees boe.
2CO.11.27	Au aue-osa fafandek lima-eing, ma au hambu susa-sonak mata-matak kara. Hambu laꞌe noꞌuk ka au ta bisa sunggu. Au oo ndoe ma dale mada boe. Laꞌe noꞌuk ka au ta hambu uꞌa hata esa boe na. Laꞌe noꞌuk ka au oo ta aena bua-loꞌa nelusek boe, de au marini alan seli. 
2CO.11.28	Mete ma ta nau reke basa dedeꞌak kara raa, na, reke kada talo ia leo: tungga-tungga faik au duduꞌang tarabangga, nahuu au duduꞌa laꞌe-neu basa ita toranoo kamaheren nara, fo mana rakabua nai bee a mesan. 
2CO.11.29	Mete ma hambu hatahori nameda aon ta nabeꞌi, na, masaneda au. Huu au oo leo naak boe. Mete ma hambu hatahori fufudi-hohodo hatahori kamaherek fo tungga tao salak, au dadi mae ma asakele.
2CO.11.30	Mete ma au muste kokolak aloloa bafang, malole lenak au kokolak aloloa bafang laꞌe-neu dedeꞌak kara fo ratudu rae, au ia, kada noe-naꞌuk a mesan. Tebe! 
2CO.11.31	Manetualain fo ita Lamatuan Yesus Aman, bubuluk au ta kokolak bafa rouk. Naa, nandaa mete ma hatahori soꞌuk kokoa-kikiok neu Ndia nakandoo.
2CO.11.32	Masaneda! Au ia, kada noe-naꞌuk a mesan. Mete ma au mesa ngga, na, ta bisa tao hata-hata. Haꞌi netuduk leo, fai bakahulun numa kota Damsik, manek Aretas nggubenor, nadenu hatahorir fo ramangge au numa kota lelesun, fo ara bisa humu rala au. 
2CO.11.33	Tehuu au nonoong nggara tao au uu loꞌak esa dale, basa de rakonda au pake tali tungga kota tembok dean. Dadi mboꞌi heni au numa nggubenor liman mai.
2CO.12.1	Mete ma ei nau, na, elan fo au kokolak aloloa bafang faa bali. Naa te kokolak aloloa bafak, sosoan taa. Tehuu au nau afada ei dedeꞌak kara fo ita Lamatuan natudu neu au ena, nok bali nai meꞌis dale. 
2CO.12.2+2CO.12.3+2CO.12.4	Au alela hatahori esa mana nakaesa no Karistus. Teuk salahunu haa maneuk kara, hambu esa noon neni lalai fo demak mateꞌen neu. Tehuu au ta bubuluk, mete ma ana hene, bei no ndia ao-inan, do, kada samanen ndia hene lain neu. Kada Manetualain ndia bubuluk. Au oo bubuluk boe ae, neu ana neni soꞌuk hene neni Lamatuak Mamana Malolen naa neu, ana namanene dedeꞌa-kokolak ta neni babanggak, losa hatahori dae-bafok ta bisa kokolak. 
2CO.12.5	Dadi soa-neu hatahori matak leo naak, au nau kokolak aloloa bafang. Tehuu au ta nau kokolak aloloa bafang laꞌe-neu au ao heli-heling. Kada laꞌe-neu dedeꞌak fo au ta abeꞌi tao, dei fo au kokolak abafa loa talo naa. 
2CO.12.6	Leo au nau kokolak aloloa bafang, au ta parluu kokolak bafa rouk, huu au aena dedeꞌak tetebes noꞌuk ka fo au bisa kokolak. Tehuu au kada akatataak aong leo, fo hatahorir boso duꞌa rae, au ta hohoꞌang lena heni numa hata fo ara ramanenen ma mete-ritan numa au mai. 
2CO.12.7	Lena-lenak bali, Lamatuak natudu dedeꞌak ta neni babanggak noꞌuk ka neu au ena.
2CO.12.7	Tehuu Manetualain oo fee lelak neu au fo hambu susa-sonak boe, mita fo au boso koa ao. Huu nitur malanggan nadenu ndia ana nunin esa fo kada dudunggu babalik au nakandoo, nok bali dila-nggauk esa nato nakamiminak au ao-inan. Awii! Au doidoso tebe-tebe! 
2CO.12.8	Au oke laꞌe telu ena fo Lamatuak nggari heni dedeꞌak ia numa au mai. 
2CO.12.9	Tehuu Ana naselu neu au nae, “Au atudu Au dale susueng neu o. Naa dai soa-neu o. Huu neu o mameda mae, tungga o barakai heli-helim ta dai, na, nai naa Au koasang boe tamba natea.” Huu naa de au nau kokolak aloloa bafang tamba, neu au ta abeꞌi tao dedeꞌak esa. No dalak naa, au bubuluk ae, Karistus koasan leo nai au dale. 
2CO.12.10	Huu naa de, mete ma au ameda au mesa ngga ta abeꞌi tao ue-osa esa, au daleng kada lino-lendek a mesan. Dadi neu hatahorir kokolak rakadadaek au do, rakasususak au do, tao doidoso au do, tuni-ndeni au, nahuu au dadi uu Karistus hatahorin, na, au daleng kada lino-lendek leo. Huu mete ma au mesa ngga ta abeꞌi, na, au hambu koasa numa Karistus mai fo au abeꞌi tao dedeꞌak naa.
2CO.12.11	Ei leo-laꞌo nok bali Lamatuak ta nadenu nita au uni naa uu. Huu naa de nau ta nau, bebeik kara ia au kokolak akadedemak aong baꞌu anak nok bali hatahori nggoa bebek. Teteben ndia, ei ndia muste kokolak maloloa bafam laꞌe-neu au. Memak au ta aena sosoa-ndandaak hata-hata. Tehuu mete ma nekesasamak au ua “hatahori ta hohoꞌak sudi selik kana” naa, fo rae Lamatuak naonda sara, na, sira raa, ta hohoꞌan ta lena heni au.
2CO.12.12	Tungga-tungga Lamatuak nadenu hatahori esa neu nafada hatahorir laꞌe-neu Ndia, hatahori naa tao tanda heran mata-matak kara pake koasa, fo natudu bukti nae, Lamatuak ndia nadenu ndia. Boso lilii-ndondou, huu neu au bei nai ei taladam mara, au oo tao tanda heran leo naak kara boe. Au aue talo naa no au daleng nakatataka nakandoo. 
2CO.12.13	Boso mamanasa, ee! Kada hambu dedeꞌak esak ka, ndia au ta tao sana nai ei, fo hatahori laen taon nai saranik laen. Ndia, au ta oke fo ei tanggon mala au.
2CO.12.14	Talo ia! Au ahani a ena uni ei neti laꞌe katelun. Au ta toꞌa ei tanggon au doi soda-ladang. Au oo ta toꞌa ei hata-hetom boe. Tungga ita dala-hadan, ta nandaa kakana anar rambeda hata-heto soa-neu sira ina-aman nara. Mana ndaak ndia, ina-amar mbeda hata-heto fee sira anan nara. Dadi au ta toꞌa ei mambeda hata-heto fee au, huu ei sama leo au anang nggara! Au toꞌak naa, ndia ei aom ma ei susue-lalaim. 
2CO.12.15	Au amahoko fee hata a mesan fo au enang neu ei. Au oo hii aue-osa fafandek lima-eing boe, mita fo ei bisa leo-laꞌo tungga Lamatuak hihii-nanaun. Mete ma au sue alan seli neu ei, na, ei oo muste sue masafali au leo naak boe. Dadi tao hata de ei makatataak ei susue-lalaim? Ta nandaa, hetu?
2CO.12.16	Hambu ketuk numa ei mai manaku rae, au ta tao amabera ei. Tehuu hambu ketuk oo rae, au dadi hatahori fo malela pepeko-lelekon seli ma kedi ala ei boe, losa tao ala ei tungga au hihiing. 
2CO.12.17	Dadi talo bee? Ndondoon naa hatahorir fo au adenu sara reni ei reti naa, kedi rala ei, do? 
2CO.12.18	Au fufudi-kokoe Titus fo neni ei neti. Au oo adenu toranook laen esa fo neu noon boe. Ndondoon naa, Titus kedi nala ei, do? Taa, hetu? Titus no au ia, mata-aok esa. Ai dua ngga duduꞌan sama, ma ai oo maue-osa no dale ndoos boe.
2CO.12.19	Toranoo susue nggara ein! Ndondoon naa ei duduꞌa numa bebeik kara iar mae, ai masalaꞌe aon nai ei matam, do? Taa! Basa hata fo ai kokolak kara iar, Manetualain bubuluk ena. Dadi ai ta bisa mafuni hata-hata numa Ndia mai. Ai oo makaesa mia Karistus boe. No ai sue ei, huu naa de basa hata fo ai taok naa, bisa tao matetea ei.
2CO.12.20	Neu ko mete ma au dadi uni ei neti, au duꞌa-duꞌa, boso losak ei ta dadi miu hatahorir fo sama leo au hihiing. Boso losak hambu ketuk rareresi, dale mana mbirik, rambeda dalek, ketuk kada duduꞌa sira aon mesa kana, ketuk kokolak rakabobook hatahori nade malolen, hambu ketuk kokolak dedeꞌa lalok laꞌe-neu hatahori leleo-lalaꞌon, hambu mana koa aok, ma tao mue-anggik basa-basan. Fama te au oo dadi uu hatahori ta sama leo ei hiik boe. 
2CO.12.21	Neu ko mete ma au uni ei neti, au duduꞌang ta namaneu nahuu ei tatao-nonoꞌim. Boso losak Manetualain nae nakamamaek au nai ei matam mara. Boso losak au tao ala hatahorir rameda berak, nahuu hambu noꞌuk ka ruma ei mai bei leo-laꞌo tao manggarauk, tehuu ta nau sale dalen do tuke tein, fo fali tungga Lamatuak eno-dala ndoon. Hambu ketuk laꞌok sala ro hatahorir ta sira saon nara. Ma ketuk tao ranggenggeo mata-matak kara. Ketuk bali tao tatao-nonoꞌi manggarau mata-matak kara mana neni mamaek, tehuu ta rameda mae, losa hatahorir nunute sara.
2CO.13.1	Dadi ia laꞌe katelun fo au nau neti tiro-dangga ei. Mete ma hambu ketuk fo nau rakasasaꞌek salak neu hatahori, na, boso lilii-ndondou ndia hohoro-lalanen. Sama leo neni surak nai Manetualain Susura Malalaon nae, “Mete ma hambu ketuk fo rakasasaꞌek salak neu hatahori esa, muste hambu sakasii dua do telu fo kokolan nara sama dei, dei fo simbok. Mete ma ta talo naa, na, boso simbok.”
2CO.13.2	Neu lelek fo au uni ei uu, laꞌe kaduan maneuk, au fee nesenedak neu hatahorir mana leo-laꞌo tao manggarauk kara raa ena. Hatematak ia, au fee nesenedak neu sara bali, sama-sama ro basa hatahorir fo mana leo-laꞌo tao manggarauk kara. Sama leo fai bakahulun, au fee nesenedak ae, neu ko mete ma au neti, au ta atanggodo sara.
2CO.13.3	No dalak naa, natudu bukti nae, Karistus kokolak nesik au. Mete ma Karistus nau koladu ei, Ana taon nenik koasa moꞌok nai ei taladam mara. Huu Ana ta tao ues no noe-naꞌuk. 
2CO.13.4	Neu ara rakanisan numa ai ngganggek lain, memak Ana noe-naꞌu, huu Ana nakamboꞌik heni Ndia koasan ena. Tehuu Manetualain fee koasa neu Karistus de Ana nasoda hatematak ia. Leo mae ita mana dadi Ndia hatahorin tameda ta tabeꞌi, tehuu Manetualain fee ita masoda beuk ena. Huu naa de ai bisa maono-lalau ei pake Ndia koasan.
2CO.13.5	Parisa ei dale heli-helim mara fo sangga bubuluk mae, ei mamahere tebe-tebe neu Karistus, do taa. Ndia koasan neni nitak nai ei leleo-lalaꞌom, do taa? Fora ei aom talo naa. Huu mete ma Ana ta nakaesa no ei, na, ei ta dadi miu Ndia hatahorin. 
2CO.13.6	Mete ma ei parisa ai, na, ei bisa mete-mita Ndia koasan neni nitak nai ai leleo-lalaꞌon. No dalak naa, ai mala dea. 
2CO.13.7	Ai oo hule-haradoi moke neu Manetualain boe, mita fo ei boso tao salak hata esa boe na. Ai ta hosek mete ma hatahorir manaku do ta manaku air ia, Lamatuak nedenun. Tehuu ai hii ei tao hata fo tetebes, leo mae hatahori ketuk nau timba heni ai. Talo naa oo ta hata-hata boe. 
2CO.13.8	Huu ita ta bisa tao hata esa boe na, fo laban hata fo tetebes. Kada ai malela tao hata fo tetebes a mesan. 
2CO.13.9	Mete ma ei dadi barakaik, ma ai dadi noe-naꞌuk, ai mamahoko a mesan. Ai hule-haradoi moke fo Lamatuak tao nala ei boe dadi mandaik. 
2CO.13.10	Huu naa de, leo mae au nai dook ka numa ei mai, au surak dedeꞌak kara iar hatematak ia, mita fo neu ko au mai, na, au hae kokolak hara berak neu ei bali. Au dadi uu ita Lamatuan nedenun. Tehuu Ana fee au haak ma koasa fo atetea ei, ta akalulutu ei.
2CO.13.11	Toranoo susue nggara ein! Au dedeꞌa deꞌen mateꞌen ia, kada hara masodak malole. Tao matetu-mandoo basa dedeꞌak kara. Mamanene matalolole au nenori-nefadang. Leo-laꞌo dalek esa. Ei muste malole esa no esa. Manetualain naa sue-lai ei. Au oke-hule fo Ana sama-sama no ei nakandoo, ma Ana tulu-fali ei fo leo-laꞌo mole-dame esa no esa.
2CO.13.12	Ei muste lole haram pake iꞌidu susuek, fo nandaa soa-neu Lamatuak hatahori lolo-laon. Manetualain hatahorin marai iar, basa sara haitua hara masodak malole soa-neu ei.
2CO.13.13	Au oke-hule fo ita Lamatuan Yesus Karistus natudu Ndia dale susuen neu ei. Au oke-hule fo Manetualain natudu Ndia susue-lalain neu ei. Au oo oke-hule fo Lamatuak Dula-dale Malalaon natudu Ndia dale lilon, mita fo ei basa ngga leo-laꞌo no dalek esa boe.
2CO.13.13	Baꞌu kada naa leo,
2CO.13.13	Paulus
GAL.1.1+GAL.1.2	Hara masodak numa au mai, Paulus. Au haitua susurak ia soa-neu toranoo hatahori kamaherek kara fo marai saranik kara rai profensi Galatia. Toranook kara fo mana sama-sama ro au rai ia oo haitua hara masodak fee ei boe.
GAL.1.1+GAL.1.2	Au fee nesenedak neu ei ae, Amak Manetualain no Yesus Karistus ndia radenu au, ta hatahori dae-bafok ndia nadenu. Yesus Karistus naa, ndia Hatahori fo Manetualain nadenun mai ena. Karistus mate, tehuu Manetualain tao nasoda falik kana numa mamaten mai. Boe ma Sira raa, ndia radenu au fo uu tui-bengga neu hatahorir laꞌe-neu Hara Lii Malole.
GAL.1.3	Au hule-haradoi neu Manetualain, ndia ita Aman, ma Yesus Karistus, ita Lamatuan. Au oke-hule fo Sira ratudu dale susuen nara reu ei, mita fo ei bisa leo-laꞌo no mole-damek ma lino-lendek. 
GAL.1.4	Karistus mate fo koka heni basa ita sala-singgon nara ma nakamboꞌik ita numa manggarauk manai dae-bafok hatematak ia. Basa naar tungga Amak Manetualain hihii-nanaun. 
GAL.1.5	Huu naa de ita muste koa-kio takandoo neun! Tebe naa!
GAL.1.6	Toranoo nggara ein! Au ta duꞌa bubuluk eir ia bali! Manetualain here nala ei ena, nahuu Ana nau fo ei malela Ndia dale susuen. Tehuu tao hata de ei masadea neuk ka fo miu mamahere nenorik laen 
GAL.1.7	fo ta ndoos? Fai bakahulun au fee nenorik hata fo ndoos laꞌe-neu Yesus Karistus Hara Lii Malolen ena. Tehuu hatematak ia mana kedi-irak kara mai ena fo puputa-papata Hara Lii Malole naa, losa tao rala ei panggananaa.
GAL.1.8	Besa-besa, ee! Neu ko Lamatuak nandoo hatahori mana maik fo fee nenorik laꞌe-neu Hara Lii Malole ta sama no fai bakahulun fo au fee nenorik naa. Leo mae hatahori naa numa ai mai, do, Manetualain atan esa numa nusa tetuk do inggu temak mai oo, nendook daka nalan boe. 
GAL.1.9	Ai mafada memak dedeꞌak ia numa fai uluk mai ena. Tehuu hatematak ia au nau fee nesenedak seluk bali, talo ia: mete ma hambu hatahori mai fo fee nenorik laen numa Hara Lii Malole fo fai bakahulun ei simbo malak naa mai ena, naa fo Manetualain oo nandoon boe.
GAL.1.10	Au ambarani kokolak talo naa, nahuu au nau tao amahoko Manetualain dalen, ta hatahori dae-bafok dalen. Ei duꞌa mae au sorodododo nai hatahori dae-bafok matan, do? Taa! Mete ma au tao talo naa, na, au ta andaa dadi uu Karistus neondan.
GAL.1.11	Toranoo nggara ein! Au afada no ledo-ledo ae, Hara Lii Malole fo au anorik neu ei naa, hatahori dae-bafok ta ndia aꞌadun. 
GAL.1.12	Au ta simbon numa hatahori dae-bafok mai, ma ta hambu hatahori dae-bafok nanori au. Yesus Karistus mesa kana ndia nafada sosoa-ndandaan neu au.
GAL.1.13	Ei mamanene mala tutuik ena laꞌe-neu au leleo-lalaꞌong fai bakahulun, neu au bei tungga anggama Yahudi, hetu? Lelek naa, au tuni-ndeni ala Lamatuak hatahorin sudi selik kana, fo ae akalulutu sara.
GAL.1.14	Faik naa oo, au daleng mbena nalan seli boe fo anori laꞌe-neu anggama Yahudi, lena heni hatahori Yahudi laen fo teun sama leo au. Ma au ia, manggaten lenak fo akalalaꞌok basa ai bei-baꞌin nara dala-hadan ma anggama hohoro-lalanen lalaꞌen.
GAL.1.15+GAL.1.16	Leo mae talo naa oo, tehuu Manetualain naketu nala ena, fo nalelelak au ua Ndia Anan boe. Au inang bei ta bonggi au, te Ana here nala au memak ena, nahuu Ana sangga natudu dale susuen neu au. Ana oo nadenu au boe, fo uu anori hatahori ta Yahudir. Neu Ana nadenu au talo naa, au ta uu oke hatahori laen nenori-nefadan.
GAL.1.17	Ma au oo ta uu atonggo ua lasi-lasi Karisten nara fo mana dadi reu Yesus nedenun numa Yerusalem boe. Tehuu au laꞌo memak uni dae Arab uu. Basa boe ma au fali uni kota Damsik uu bali.
GAL.1.18	Basa teuk telu boe ma au uu atonggo ua Petrus
GAL.1.19	Faik naa, au oo atonggo ua Lamatuak Yesus fadi bonggin boe, nade Yakobis. Tehuu au ta atonggo ua Lamatuak nedenun laen nara. Kada sira dua sara. 
GAL.1.20	Hata fo au surak ia, memak tetebes leo naak! Au ta pepeko-leleko! Te Manetualain bubuluk na!
GAL.1.21	Basa boe ma au laꞌo uni profensi Siria ma profensi Kilikia uu. 
GAL.1.22	Faik naa, Karistus hatahorin nara marai Yudea bei ta ralela au. 
GAL.1.23	Ara kada ramanene harak rae, “Hatahori fo fai bakahulun tao doidoso ita naa, hatematak ia ana fee nenorik laꞌe-neu Karistus Hara Lii Malolen. Naa te fai bakahulun ana ndia nae soba nakalulutu ita.” 
GAL.1.24	Basa sara ramanene rala naa, boe ma ara rakadedemak Manetualain, nahuu au amahere neu Yesus Karistus ena.
GAL.2.1	Basa teuk salahunu haa, boe ma au fali uni kota Yerusalem uu, sama-sama ua Barnabas. Ma ai dua ngga oo, mia hatahori kamaherek ta Yahudi esa, nade Titus.
GAL.2.2	Au uni naa uu, nahuu Manetualain ndia nadenu. Basa boe ma au tui fee lasi-lasi Karisten nara Hara Lii Malole fo au anorik neu hatahori ta Yahudir naa ena. Faik naa, au kokolak aong ua sara, mita fo ara parisa ratalolole hata fo au fee nenorik naa, ndaa do taa. Mete ma ara raketu rae, ta ndaa, na, hatahori bisa nae, au ue-tataong kada hie-hie!
GAL.2.3	Ara ramanene rala au kokolang talo naa, boe ma ara simbo no malole. Ara oo simbo rala Titus no malole boe. Leo mae ndia hatahori ta Yahudi, tehuu ara ta rakasetik kana sunat. 
GAL.2.4	Tehuu faik naa, hambu toranook ketuk ta rakaheik, nahuu ara fee nenorik laen. Sira raa, Karisten pepeko-lelekok. Boe ma ara mai rakasetik ro neneek Yesus Karistus hatahori ta Yahudin, fo tungga basa hatahori Yahudi anggaman hohoro-lalanen lalaꞌen. Naa te Yesus Karistus nakamboꞌik ita ena, huu naa de ita ta neka-lili to hohoro-lalanek kara raa, sama leo ata-dator. 
GAL.2.5	Leo mae rakasetik talo naa, tehuu ai ta nau simbok faa boe na. No dalak naa, ei bisa mamahere makandoo neu Hara Lii Malole fo au fee nenorik naa ena. Naa memak tetebes.
GAL.2.6	Lasi-lasik kara raa simbok no malole au nenoring naa, ma ara ta tia-tamba hata-hata bali. Huu Manetualain ta memete matak. De leo mae sira hatahori moꞌo-inahuuk, do kadiꞌik, naa nenenin taa.
GAL.2.7	Nenenin lenak ndia: ara bubuluk rae, Manetualain here nala au ena, fo uni Hara Lii Malole fee hatahori ta Yahudi. Sama leo Ana oo nadenu Petrus fo neni Hara Lii Malole naa fee hatahori Yahudi boe. 
GAL.2.8	Manetualain fee koasa neu Petrus ena, fo dadi neu nedenuk soa-neu hatahori Yahudi. Leo naak oo Ana fee koasa neu au fo dadi uu nedenuk soa-neu hatahori ta Yahudi boe. 
GAL.2.9	Faik naa, hatahorir duꞌa ena rae, Yakobis, Petrus,
GAL.2.10	Ara ta roke hata-hata bali. Kada ara fee nesenedak neu ai fo boso lilii-ndondou tulu-fali hatahori hata taak kara. Memak naa ndia au nau taon ena.
GAL.2.11	Laꞌe esa Petrus neni kota Antiokia mai, boe ma au kaꞌi-oren no ledo-ledo, nahuu ana tao sala. 
GAL.2.12	Neu ana bei fo mai, ana namahoko nanggatuuk naꞌa sama-sama no Karistus hatahori ta Yahudin nara. Tehuu neu Yakobis nonoon hatahori Yahudir mai, boe ma Petrus nakaheok numa toranoo ta Yahudi mai, ma ta nanggatuuk naꞌa no sara bali. Ana namataꞌu neu hatahori Yahudi fo mana fee nenorik naa nae, Karistus hatahorin nara muste toꞌu rahere basa hatahori Yahudi anggaman hohoro-lalanen lalaꞌen, ma muste leo-laꞌo rabinggak ruma hatahori ta Yahudir mai.
GAL.2.13	Hatahori Yahudi laen nara mete-rita Petrus tataon naa, ara oo tao tungga talo naa boe. Losa Barnabas oo tungga tasoso ro sira dea-matan nara raa boe. 
GAL.2.14	Tehuu neu au mete-ita sira ta tungga tebe-tebe Hara Lii Malole hihii-nanaun ena, boe ma au kaꞌi-ore memak neu Petrus numa sira matan ae, “Kaꞌa Peꞌu! Kaꞌa ia, memak hatahori Yahudi. Tehuu Manetualain soi dalak ena fo hatahori mana namahere neu Yesus Karistus nakamboꞌik numa hatahori Yahudi anggaman hohoro-lalanen nara mai. Kaꞌa simbo nala dedeꞌak naa ena. Talo bee de hatematak ia kaꞌa bei nau nakasetik hatahori ta Yahudi, fo tao tungga anggama Yahudi hohoro-lalanen bali?”
GAL.2.15	Au kaꞌi-ore Petrus talo naa, nahuu ai dua ngga sama-sama hatahori Yahudi. Ai hatahori nusa Yahudin ta sama no hatahori nusa-nusak laen nara, nahuu ai hatahori nusa Yahudin malela Manetualain dook ka ena. 
GAL.2.16	Tehuu hatematak ia ita oo bubuluk boe tae, Manetualain ta simbok hatahori esa boe na no malole, nahuu ana tao tungga anggama hohoro-lalanen. Manetualain simbok hatahori no malole, mete ma ana namahere neu Yesus Karistus, ta huu ana tao tungga anggama hohoro-lalanen. No kada hatahori namahere neu Karistus, dei fo Manetualain henggenee memak kana nae, ana ta naena salak ena.
GAL.2.17	Huu naa de ita fee nenorik tae, Manetualain simbok hatahori no malole, nahuu namahere neu Yesus Karistus. Tehuu hambu hatahori Yahudi ndia nakasasaꞌek salak neu ai nae, ai sala ena, nahuu ai mamahere neu Karistus, tehuu ta tungga anggama Yahudi hohoro-lalanen nara. Ei oo nau ndae salak talo naa boe, do? 
GAL.2.18	Mete ma au toꞌu falik anggama hohoro-lalanen, fo au akamboꞌik henin ena naa, na, dei fo au sala! 
GAL.2.19+GAL.2.20	Memak fai bakahulun au aote tebe-tebe tao tungga anggama Yahudi hohoro-lalanen nara, mita fo au malole ua Manetualain. Tehuu au oo ta bisa boe. Huu naa de hatematak ia au nggari heni hohoro-lalanek kara raa fo leo-laꞌo akaesa ua Karistus. No dalak naa, dei fo Manetualain simbok au no malole. Taon neu, au mate neni londak numa ai ngganggek lain sama-sama ua Karistus. Hatematak ia au ta ndia asoda bali, tehuu Karistus ndia nasoda nai au aon dale. Au hambu masoda beuk ia, nahuu au amahere neu Manetualain Anan. Ana sue nalan seli neu au, losa Ana mate nggati au. 
