MAT.1.3	Yúda mú byâ Farɛs bá Zára, nyɔɔŋgʉ́ wáŋ wə́ Tamar. Farɛs mú byâ Ɛsrom. Ɛsrom byâ Aram. 
2CO.4.2	Sə́ á mə́ ban mísɔ́ɔ́lʉ́gʉ́ mí shwôn mí dʉ sîy íshwoo myá, sə́ ŋgə cʉgə nə́ sáŋ kú nə məkə́ŋ, sə́ aŋgɛ̂ nə kwɨ́ɨ́ŋg Milə́sʉ́ mí Zɛmbî; sə́ ŋgə yida lwó buud obʉ́bə́lɛ́, sə́ mú ka ŋgə sɔ̧́ mísh mə́ Zɛmbî dɨ́ nə́ buud bɛ̂sh bwə́ shwúg mənyúúl nə sə̂. 
2CO.4.3	Njɨ, ŋkí Jɔ̧jɔ̧ Kɛ́ɛl sə́ ŋgə́ bwiiŋg yɛ́ ŋgə ná bə mbúdʉ́lá nə sʉláya, a ŋgə bə ntɔ́ shú búúd bwə́ ŋkág nə́ bwə́ kə́ jímb wá, 
2CO.4.4	oháádɛn, buud zɛmbî á shí ga mə́ sá nə́ milúú mí bə́g shúg nə shúg wá. A mə́ sá bwo ntɔ́ shú nə́ bwə́ bə́g kú dʉ́g mə́ŋkɛnya mâ Jɔ̧jɔ̧ Kɛ́ɛl á milwanə́, Jɔ̧jɔ̧ Kɛ́ɛl mə́ *Krîst muud jísə́ mbɛ̧ɛ̧la mə́ Zɛmbî yɛ́. 
2CO.4.5	Sə́ aŋgɛ̂ nə cúndə sâ í dʉ́gyá nə sə́mɛ́fwó yí. Mbɔ̂! Sə́ ŋgə cúndə sâ í dʉ́gyá nə Cwámba Yésus-Krîst yí. Sə́ bâŋ sə́ bʉ́sə yida bə ósɔ́ɔl ɔ mə́sáal bʉ́n lúu mə́ Yésus dɨ̂. 
2CO.4.6	Mpugá nə́ Zɛmbî muud nyə á cɨ nə́: «Məŋkɛnya mə́ fáánʉg yídʉ́gʉ́d» yɛ́ nyəmɛ́fwó wə́ nyə á faan shé mílámʉ́d. Nyə á faan ntɔ́ shú nə́ shé mpúg milwanə́ myɛ́ mí ŋgə́ ŋkənʉwa Krîst mpwóómbʉ́d myá.
2CO.4.7	Jɨ́ ka bə na nə́, sə́ buud ŋgə́ ŋkɛ̂ny tɔɔm wɔɔŋg wá, sə́ bʉ́sə nda mímbágə́ mí mpɨ́ɨ́, mí dʉ bwɨ̂l; í jəlá nə mpu nyîn nə́ fə́mbə́mbə́ nə́ məma ŋkûl sə́ bʉ́sə́ nə ndɨ́ yí nyísə ŋkul mə́ Zɛmbî, kú bə sə́mɛ́fwó ŋkul nyísʉ́. 
2CO.4.8	Minjugú mí ŋgə shúsə sə́ ikɔ́ɔ́mb byɛ̂sh, njɨ sə́ kú fína; bíl íja məfʉg shîn sə́ mílúúd, njɨ sə́ ŋgə́ ná bə nə búgə́; 
2CO.4.9	sə́ bwəma nə cúwʉ́lí, njɨ sə́ kú myeesh; bwə́ ŋgə bwam sə́ shí, njɨ sə́ kú yə. 
2CO.4.10	Sə́ ŋgə ŋkɛ̂ny shwɨy mə Yésus sə́dɨ́ nyúúlʉ́d ja jɛ̂sh. Í ŋgə bə ntɔ́ shú nə́ cʉg mə Yésus í nyínʉ́g nə́mə́ sə́dɨ́ mə́nyúúlʉ́d. 
2CO.4.11	Sə́ tɛɛm ŋgə cʉgə, shwɨy í ŋgə bwéel sə́ ja jɛ̂sh nəcé sə́ ŋgə́lə sɛ̂y nə Yésus. Í ŋgə bə ntɔ́ shú nə́ cʉg mə Yésus í nyínʉ́g nə́mə́ sə́dɨ́ nyúúl á shwɨy gaád. 
2CO.4.12	Ntɔ́ jɨ nə́ shwɨy í ŋgə bɛ̧ sə́, bɨ báá ŋgə́ ntâg ŋwa cʉg cínɔŋg. 
2CO.4.13	Cilyá wúsə Kálaad Zɛmbî dɨ́ nə́: «Mə á bə nə búgə́, mə ka lás». Váál búgə́ jɔɔŋg í ŋgə́ nə́mə́ gwɔ̧̂ sə́ mílámʉ́d, sə́ ka nə́mə́ ŋgə lás. 
2CO.4.14	Nəcé sə́ ŋgə mpu nə́ muud nyə á gwûmʉshi Cwámba Yésus yɛ́ mə́ bá nə́mə́ gwûmʉshi sə́nɔ̂ŋ Yésus, a mú jil shé nyə́dɨ́ koogʉ́. 
2CO.4.15	Bɨ mə́ dʉ́g ɨɨ́, sə́ ŋgə bwəma nə isâ ínɨ byɛ̂sh shú dʉ́n, shú nə́ buud bwə́ búlʉg ŋgə nyíi mpaam mə́ Zɛmbî dɨ̂ nə́ ndɛɛ́, buud bwə́ yə́ Zɛmbî akíba wá bwə́ mú ŋgə bul bulya, Zɛmbî mú ŋwa gúmə́.
2CO.4.17	Nəcé, bʉ́baalɛ̂ minjugú sə́ ŋgə́ bwəma nə ndɨ́ mə́fwála mə́ga dɨ́ myá mísə zhizhe sâ, mí ŋgə yida kwəmʉsa sə́ nə́ sə́ bág bə nə gúmə́ áyíyáág í bá ji kandʉgə kandʉgə yí. 
2CO.4.18	Sə́ báá sə́ aŋgɛ̂ nə sɔ̧́ sâ í ŋgə́ nyîn yí, sə́ ŋgə yida sɔ̧́ sâ í aŋgɛ̂ nə nyîn yí; nəcé sâ í ŋgə́ nyîn yí í dʉ ji njɨ fúfwálá, jɔɔŋg í aŋgɛ̂ nə nyîn yí dʉ ji kandʉgə kandʉgə.
2CO.5.2	Gwó wə́ jɨ́ nə́, sə́ ŋgə leegya wa banda gaád, sə́ mə́ ka bul bə nə yéésh nə njɔ́w wúsʉ́ á gwɔ̂w. Sə́ ŋgə cɛɛl ŋwa nyúul nyísʉ́ á gwɔ̂w, bwáád nda káándə́ wa nyíga dɨ́ gwɔ̂w, 
2CO.5.3	ŋkí nyâŋ nyúúl nyɨ́ nə ŋkul bá zə kwey sə́ ná nə nyíga í kú fwo wû. 
2CO.5.4	Jísə nə́, té sə́ ŋgə́ ná ji wa nyúúl á shí gaád yí, micúŋ mí ŋgə ntɔ̧ sə́ ŋkul, sə́ ka dʉ leegya. Njɨ́, sə́ áŋgɛ̂ nə cɛɛl béégya nə mbwéédí sə́ bɨ́ nə ndɨ́ ga, sə́ ŋgə jɨɨ nə́ sə́ mə́ bəd nyúl cínɔŋg gwɔ̂w, shú nə́ nyúúl á kandʉgə kandʉgə í mínəg nyúúl á shwɨy ga. 
2CO.5.5	Zɛmbî nyəmɛ́fwó wə́ nyə á kwəmʉsa sə́ shú cʉg jɔɔŋgʉ̂, a mú wá shé Shíshim yé mílámʉ́d tâŋ bɛ́ɛ́n nə́ a bá yə sə́ gwo.
2CO.5.6	Sâ jɔɔŋg í dʉ sá nə́ sə́ bə́g nə ŋkul búgə́d ja jɛ̂sh, tɛɛm bə́ nə́ sə́ ŋgə mpu nə́, té sə́ bɨ́ ná wa nyúúl ga dɨ́ yí, sə́ cugɛ́ sə́dɨ́ mpwág, sə́ bɨ́ shwóg-shwóg nə Cwámba. 
2CO.5.7	Ntɔ́ jɨ nə́, sə́ aŋgɛ̂ nə dʉ́g nyə, njɨ sə́ ŋgə *búgʉla nə́ sə́nɔ́ŋ sə́ bɨ́ sámbá. 
2CO.5.8	Sə́ ka ŋgə bə nə ŋkul búgə́d, sə́ ŋgə́ yida jɨɨ nə́ sə́ wúg wa nyúúl gaád kə ji Cwámba dɨ́ koogʉ́. 
2CO.5.9	Nə́ ndɛɛ́, tɔɔ sə́ mə́ nyiŋgə ná ŋgə ji wa nyúúl gaád, tɔɔ sə́ mə́ wú, sə́ ŋgə bul jɨɨ njɨ sâ ŋgwûd: nə́ sə́ ŋgə́g nə cʉgə váál á cɛ́ɛl yí. 
2CO.5.10	Nəcé shé bɛ̂sh shé mə́ bá kə tɔ̂w bəl-bə̂l dɨ́ kʉ́l *Krîst mə bá kə cígal mílə́sʉ́ yí, muud yɛ̂sh ka bá ŋwa myə́na myâ misɔ́ɔ́lʉ́gʉ́ nyə á sá ja nyə á ŋgə cʉgə nyúúl dɨ́ yí: misɔ́ɔ́lʉ́gʉ́ mí anyunywaâ nə myáŋ myə́na, mi abʉ́bɔ̂w nə myáŋ.
2CO.5.12	Sə́ áŋgɛ̂ nə nyiŋgə sɔ̧́ ja shús nə́ bɨ shwúg mənyúúl nə sə̂. Mbɔ̂. Sə́ ŋgə yida cɛɛl yə bɨ́ zhɨɨ́ nə́ bɨ jéég bəgʉwa nə shé bə́lə sámbá. Nə́ ndɛɛ́, bɨ é bə nə ciyá bɨ́ mə́ cɨ́ búúd bwə́ ŋgə́ ŋkus nə isâ yâ tɔ́ɔ́n nə tɔ́ɔ́n kú bə yâ lâm dɨ́ cwû wá. 
2CO.5.13	Ŋkí sə́ ŋgə nyîn nda lúu í cugɛ́ ná sə́ nə fʉg ɨɨ́, jísə nəcé sə́ mə́ yə Zɛmbî cʉg jísʉ́ ncindî nə ncindî. Ŋkí sə́ mə́ yida nyîn nə́ sə́ bɨ́ nə fʉg ɨɨ́, jísə nəcé sə́ mə́ cɛɛl kwíínd bɨ̂. 
2CO.5.14	Nəcé cɛɛlí *Krîst ŋgə́ cɛɛl sə́ yí í mə́ lwánd sə́ lámʉ́d, sə́ ŋgə́lə tə́dʉga nə́ muud ŋgwûd nyə á yə shú búúd bɛ̂sh, ntɔ́ jɨ nə́ bə́nɔ̂ŋ buud bɛ̂sh bwə́ á yə mísh mə́ Zɛmbî dɨ̂. 
2CO.5.15	Nyə á yə shú búúd bɛ̂sh, nə́ buud bwə́ ŋgə́ cʉgə wá, icʉg byáŋ í bə́g nə mfíí shú dɛ́, kú ná nyiŋgə ŋgə bə shú dáŋ; nəcé nyə á yə a gwûm shú dáŋ.
2CO.5.16	Nda í ká bə ntɔ́ nə́, sə́ aŋgɛ̂ ná nə dʉ́g buud mədʉ́gya mâ shí ga. Ŋkí sə́ á fwo ŋgə dʉ́g Krîst mədʉ́gya mâ shí ga, sə́ aŋgɛ̂ ná nə dʉ́g nyə váál dɔɔŋg. 
2CO.5.17	Bɨ mə́ jəlá nə ka mpu nə́, múúd mə ká bə múúd mə Krîst ɨɨ́, a músə kukwumʉga ágúgwáan, cʉg jé acwúlû í mə́ shîn; bɨ mə́ dʉ́g ɨɨ́, a músə muud agúgwáan. 
2CO.5.18	Zɛmbî wə́ ŋgə́ sá sɔ́ɔ́lʉ́gʉ́ wɔɔŋg wɛ̂sh, nyə muud nyə á zə wə́ Krîst zə sá ŋkwambʉlə nə shé yɛ́, nyə á ka nə́mə́ yə sə́ sɛ́y nə́ sə́ ŋgə́g nə kala ŋkwambʉlə nyɔɔŋg. 
2CO.5.19	Ntɔ́ jɨ nə́, Zɛmbî nyə á bə Krîst cwû
2CO.5.20	Sə́ ka ŋgə sá lwámá Krîst nyə a lwâm sə́ yí. Ja sə́ ŋgə́ jɔ̂w bɨ́ yí, Zɛmbî nyəmɛ́fwó wə́ ŋgə́ jɔ̂w bɨ́ ɛ́nɛ. Sə́ mə́ jəgʉla nə bɨ́ jínə́ mə́ Krîst dɨ́ nə́: «Bɨ́dʉ́gá nə́ Zɛmbî sáág ŋkwambʉlə mpə́dʉ́gá bɨnɔ́ŋ nyə.» 
2CO.5.21	Zɛmbî nyə a sá nə́ Krîst bə́g *sə́m jilá íshéd, í njúl nə́ Krîst nyə a shígɛ́ bwɛlɛ bə nə sə́m; nyə a sá ntɔ́ shú nə́ shé bə́g otʉ́təlí kwoŋ mə́ Krîst dɨ̂.
2CO.6.2	Mpugá nə́ Zɛmbî nyə á cɨ nə́:
2CO.6.2	Ja fwámɛ́ fwála i á bə yí, mə á magʉlə mə́jəgʉla mwô.
2CO.6.2	Jwɔ́w wo á ŋgə jɨɨ kwííndyá yí, mə a shí kwíínd wo.
2CO.6.2	Fwámɛ́ fwála wə́ mə́ ka bə ga. Jwɔ́w wó jə́lá nə bii kwííndyá wə́ ga.
2CO.6.3	Sə́ áŋgɛ̂ nə bwɛlɛ jɨɨ nə́ sə́ mə́ kwal múúd bɔɔgʉ́, nəcé sə́ acɛ́ɛ́lɛ́ sá nə́ buud bwə́ mpyényʉ́g isɛ́y bísʉ́. 
2CO.6.4	Sə́ ŋgə yida sɔ̧́ nə́ bɨ shwúg mənyúúl nə sə̂ mə́zhɨɨ́ mɛ̂sh dɨ́ nə́ sə́ bɨ́ fwámɛ́ ósɔ́ɔl ɔ mə́sáal ɔ́ Zɛmbî; sə́ ka ŋgə bul bə nə jísɔ́w: jísɔw *incwaw í ntʉg, jísɔw micúŋ, jísɔw yágʉ́wó, 
2CO.6.5	jísɔw bígə́, jísɔw mimbwug, jísɔw ociŋʉ́cində̂, jísɔw yɨ́ɨ́ŋgá ísɛ́y, jísɔw məfúfə məgwə̂, jísɔw mə́zha. 
2CO.6.6	Sə́ ŋgə ci mənyúul, sə́ nə mpúyá, sə́ nda nə milámʉsa, sə́ nə jɔ̧ lâm, Ŋkɛ̧́ŋkɛ̧́ Shíshim ŋgə́ kyey nə sə́, sə́ njúl nə cɛɛlí á kú nə məkə́ŋ, 
2CO.6.7	sə́ njúl nə ciyá jɨ́ bʉ́bə́lɛ́ yí, sə́ nə mpífə́ mə́ Zɛmbî, sə́ nə məkwɔ̧ɔ̧ mə dɔ́ɔ́mb mâ otʉ́təlí, mǎ lúmbʉ́lí nə mǎ kaambʉlə nyúul. 
2CO.6.8	Gúl ja buud gúmal sə́, gúl ja bwə́ saambʉlə sə̂; gúl ja bwə́ mpyaam sə̂, gúl ja bwə́ sá sə́ məshwúmb; gúl ja bwə́ ŋwa sə́ nda buud ɔ mə́shɨɨgâ, sə́ báá njúl otʉ́təlî; 
2CO.6.9	gúl ja bwə́ ŋwa sə́ nda ojínə, í njúl nə́ buud bwə́ mpú sə̂, bwə́ ŋwa sə́ nda sə́ ŋgə júgʉla, í njúl nə́ sə́ ŋgə cʉgə, bwə́ dʉ́g sə́ nda sə́ bɨ́ íntʉ́gʉ́líd, njɨ muud kú gwú sə́, 
2CO.6.10	bwə́ ŋgə́ sá sə́ isâ í cɛ́yʉg lámʉ́d yí, sə́ báá njɨ məshusʉg məshusʉg, sə́ njúl mə́búwa dɨ́, njɨ sə́ ŋgə́ sá nə́ bɔ́ɔ́l bwə́ bígʉ́g, sə́ ŋgə́ fúfə nə sâ jɛ̂sh, njɨ sə́ mbííd byɛ̂sh.
2CO.6.11	Yé bwááŋg wâ Kɔrɛ̂nt, sə́ á jaaw bɨ́ isâ byɛ̂sh kú shweel tɔɔ ŋgwûd, sə́ á juw bɨ́ milâm mísʉ́ nə́ wúŋgʉ́lúŋ. 
2CO.6.12	Sə́ báá sə́ afwóyɛ́ yɔw cɛɛlʉ́lə bɨ̂, bɨ wə́ bɨ acɛ́ɛ́lɛ́ lə́g cɛɛlí sə́ ŋgə́ cɛɛl bɨ́ yí. 
2CO.6.13	Ságá nə́mə́ sə́ nda sə́ ŋgə́ sá bɨ́ nə́. Mə ŋgə cɨ nə bɨ́ tâŋ nda bwán bâm náaá «juwʉgá nə́mə́ sə́ mílám mín nə́ wúŋgʉ́lúŋ!»
2CO.6.15	Dáyɛ́ váál cʉ́ŋ wɨ́ nə ŋkul bə mpə́dʉ́gá *Krîst bá Beliár
2CO.6.16	Mə bá ji bwə́dɨ́, sə́nɔ́ŋ mə bá cʉgə,
2CO.6.16	mə bə Zɛmbî wáŋ, bâŋ bə kúl jâm.
2CO.6.17	wúgá na bwə́dɨ́, béégyágá nə bwo, Cwámba ŋgə cɨ ntɔ́.
2CO.6.17	Kúgá kúnya nə sâ ádʉdanâ.
2CO.6.17	Mə ka bá ŋwa bɨ́ nə məshusʉg.
2CO.6.18	bɨ́ bə mə bwân wəábudûm nə wəábudâ.
2CO.6.18	Cwámba á ŋkul nyɛ̂sh ŋgə cɨ ntɔ́.
2CO.7.3	Mə aŋgɛ̂ cɛɛl cɨ nə́ bɨ mə́ jág sá gúl sâ; mə shí bwey jaaw bɨ́ nə́ sə́ mə́ cɛɛl bɨ́ váál á nə́, tɔɔ bɨ mə yə́, tɔɔ bɨ mə́ nyiŋgə cʉgə, njɨ sə́ ŋgə́ cɛɛl bɨ̂. 
2CO.7.4	Mə ŋgə jág bul bə nə búgə́ nə bɨ̂, mə ŋgə bəgʉwa nə bɨ́, lâm dʉ bul cwaalʉwo mə, məshusʉg dʉ bə mə ntɔ̧ mínjɨ *íncwaw í ntʉg byɛ̂sh sə́ ŋgə́ bwəma nə ndɨ́ yííd.
2CO.7.6	Njɨ, Zɛmbî mə́ dʉ bə, ja múúd cúgɛ́ ná nə bándáyé yí, a wá nyə ŋkul lámʉ́d. Nywáá nyə á ka nə́mə́ sá nə́ Títus wɔ́ɔ́sʉ́g, í mú wá sə́ ŋkul mílámʉ́d. 
2CO.7.7	Í cúgɛ́ nə́ njɨ wɔ́ɔ́sʉ́lə Títus nyə a wɔ́ɔ́s wə́ í á wá sə́ ŋkul mílámʉ́d, í á bə nə́mə́ nə bímbí bɨ́ á wá nyə ŋkul lámʉ́d yí. Nyə á jaaw sə́ váál bɨ́ ŋgə́ yímə nə́ bɨ mə dʉ́g sə́ yí, nə váál sə́ ŋgə́ cɛy bɨ́ lámʉ́d yí, nə váál bɨ́ ŋgə́ cɛɛl ŋkɛ̂ny mbag wâm yí. Məkə̂l mɔɔŋg mə́ á nyiŋgə bul sá mə məshusʉg.
2CO.7.9	Mə́ yidá bə nə məshusʉg ja gaád. Mə jɨ nə məshusʉg, kú bə nəcé nda bɨ́ á bə nə məcɛy mə lâm nə́, í yidá bə nəcé, məcɛy mə lâm mʉ́n mɔɔŋg mə́ á sá nə́ bɨ cɛ́ndʉ́g mítə́dʉ́gá. Ntɔ́ mə́ lwó nə́ məcɛy mə lâm mʉ́n mə́ á bə váál Zɛmbî mə́ dʉ́ cɛɛl yí. Ntɔ́ jɨ nə́ sə́ áshígɛ́ sá bɨ́ məbɔ̂w. 
2CO.7.10	Nəcé, múúd mə ká gwág váál mə́cɛy mə lâm Zɛmbî mə́ dʉ́ cɛɛl yí, muud wɔɔŋgʉ́ nyə e cɛ́nd mítə́dʉ́gá, a mú *dʉ́g cʉg, a kú ná nyiŋgə shíŋgi mə́cɛy mə́ á sá nyə lámʉ́d má. Njɨ, múúd mə ká gwág váál mə́cɛy mə lâm mâ shí ga, mə́ kwaamb nyə shwɨy. 
2CO.7.11	Bɨ a gwág váál mə́cɛy mə lâm Zɛmbî mə́ dʉ cɛɛl yí; bɨ mə́ ka dʉ́g sá í á kwaamb bɨ́ yí: A mâŋ mə́jigʉwa e! A wâŋ mpǔlə kaambʉlə nyúul e! A wâŋ shíŋgílə e! A jâŋ gwɔ̧́ɔ̧́gə́ e! A jâŋ jɔ̧ yéésh e! A jâŋ kááfə́ e! A wâŋ mpǔlə sʉ́g múúd nyə á byaagʉlə yɛ́ e! Bɨ a lwó nə́ milám mín mí á bə otʉ́təlí ja bɨ́ á kwambʉlə lə́sʉ́ wɔɔŋg yí.
2CO.7.13	Sâ í á wá sə́ ŋkul mílámʉ́d wə́ nɨ.
2CO.7.13	Í á ka ntâg bə, ŋkul mə́ bə sə́ mílámʉ́d ntʉ́nɨ ɨɨ́, sə́ nyiŋgə bul gwág nywa mə́shusʉg Títus nyə á bə nə ndɨ́ má. Nyə á bə nə məshusʉg nəcé bɨ bɛ̂sh bɨ a sá nə́ lâm í jáág nyə shí. 
2CO.7.14	Bɨ mə́ dʉ́g ɨɨ́, bəgʉwálə mə á ŋgə bəgʉwa nə bɨ́ nyə́dɨ́ míshʉ́d yí, í á shí bə nə zhɨɨ́. Nə́ ndɛɛ́, nda sə́ mə́ dʉ bwey jaaw bɨ́ njɨ obʉ́bə́lɛ́ nə́, í á shí nyîn nə́ mə́ a shí bə nə ŋkaam nə́ mə bə́gʉwag nə bɨ́ mísh mə Títus dɨ́. 
2CO.7.15	A jɨ njɨ kə́ dʉ tə́dʉga váál bɨ́ á dʉ sá nyə məgwág yí, nə váál bɨ́ á lə́g nyə nə gwɔ̧́ɔ̧́gə́ nə məjigʉwa yí. Nyə a mə́ ka nyiŋgə jág bul cɛɛl bɨ̂. 
2CO.7.16	Mə jɨ bul bə nə məshusʉg nə́ bɨ mə́ sá nə́ mə búgʉ́lág bɨ̂.
2CO.8.2	Ncúlyá *íncwaw í ntʉg í ŋgə tɨ̂ bwo məkuú shí, njɨ báá bʉ́sə nə məshusʉg ntɔ̧ mínjɨ. Məshusʉg mɔɔŋg mə́ wə́ mə́ sá nə́, məbúwa mə́ tɛɛm bii bwo nə́ nywád ɨɨ́, bwə́ mə́ yida lwó nə́ báá bwə́ bul bə nə lâm yána. 
2CO.8.3	Bwə́ á mə́ wá mə́yə́na bímbí í jə́lá nə məbii máŋ yí, mə jee nə́mə́ cɨ nə́ bwə́ á cɔ̧́ bímbí í jə́la yí; bwə́ á sá ntâg sɔ́ɔ́lʉ́gʉ́ wɔɔŋgʉ́ nə tə́dʉ́gá wáŋ bwə́mɛ́fwó. 
2CO.8.4	Bwə́ á zə jəgʉla nə sə́, bwə́ bul yáág nə́ sə́ sáág bwo mpaam nə́ bwə́ wáág məbwə́ sâ sə́ ŋgə́ sá buud ɔ Zɛmbî yííd. 
2CO.8.5	Bwə́ á wá ntâg mənyúúl ntɔ̧ váál sə́ á ŋgə tə́dʉga yí, tɛ́ɛ́d fwo yə Cwámba icʉg byáŋ, nyiŋgə yə sə́ nə́mə́ nda Zɛmbî nyə á jɨɨ nə́ bwə́ sáág nə́. 
2CO.8.6	Sə́ á ka nə́mə́ yáág nə Títus nə́ nyə muud á tɛ́ɛ́d nə́ bɨ sáág sɔ́ɔ́lʉ́gʉ́ mpáam wɔɔŋg yɛ́, a sáág nə́ bɨ cásʉləg váál í jə́la yí. 
2CO.8.7	Ká, bɨ báá bʉ́sə nə isâ byɛ̂sh məŋkund məŋkund: bɨ bʉ́sə nə búgə́ álal-ŋkul, bɨ́ nə fʉg kaand, nə mpúyá, nə kááfə́ áyíyáág, nə məma cɛɛlí bɨ́ á lə́g nə sə́ yí. Í jɨɨ nə́mə́ nə́ bɨ búlʉg wá mílâm sɔ́ɔ́lʉ́gʉ́ mpáam wɔɔŋgʉ́d. 
2CO.8.8	Mə ayɨ́ɨ́mbʉ́líyɛ́ bɨ̂, mə ŋgə yida jaaw bɨ́ váál bɔ́ɔ́lʉ́gá báá bwə́ ŋgə́ jigʉwa yí, shú nə́ məjigʉwa mɔɔŋg mə́ lwóg ŋkí cɛɛlí jɨ́n í ŋgə bánda wú lámʉ́d. 
2CO.8.9	Bɨ mə mpú lâm yána mə Cwámba wúsʉ́ Yésus-Krîst; bɨ mə mpú nə́ nyə á bə, a mbíd zhwog kúm, a bɨ́d dwo, a zə nyíŋgal nyúúl mə́búwa dɨ́, shú nə́ bɨ wə́ yídag bíg mə́búwa mɛ́d.
2CO.8.11	Casʉləgá tə́dʉ́gá wʉ́n ja gaád. Ságá nə́ sɔ́ɔ́lʉ́gʉ́ í bwə́mag nə məma yéésh bɨ́ á bə nə ndɨ́ yí, í nyîn nə bímbí lʉ́ mə́bii bɨ́ bʉ́sə́ nə ndɨ́ yí. 
2CO.8.12	Ja múúd mə́ sá yána nə́ i ŋgə wú nyə lám dɨ́ cwú yí, ŋgaá bwə́ lə́g nyə nə sâ á jɨ́ nə ndɨ́ yí; kú bə sâ á cúgɛ́ nə ndɨ́ yí. 
2CO.8.13	Í cúgɛ́ nə́ muud ŋgə́g nə yîl bɔ́ɔ́l búúd mə́ntágʉla dɨ́ nə́ ndɛɛ́ nyɛ yidá ŋgə nyasʉla nyasʉlág. Í yidá bə nə́ buud bɛ̂sh bwə́ bə́g nə məbii məbímbí. 
2CO.8.14	Í jɨɨ fwála gaád nə́, sâ bɨ́ mə́ búl bə nə ndɨ́ cɔ̧́ bɔ́ɔ́lʉ́gá yí, í kə́g lwándʉlə bwo kʉ́l bʉ́sə́ bush yí; shú nə́ jɔɔŋg bwə́ bá nə́mə́ bul bə nə ndɨ́ dúl jwɔ́w dɨ́ yí í bág lwándʉlə bɨ́ kʉ́l bɨ́ mə́ bá bə bush yí; na, isâ í mú bə bɨ́ məbímbí, 
2CO.8.15	nda Kálaad Zɛmbî ŋgə́ cɨ nə́. A ŋgə cɨ nə́:
2CO.8.15	Muud nyə á bul cwéég yɛ́ nyə a shígɛ́ bə nə sâ í ŋgə́ ntɔ̧ gwɔ̂w.
2CO.8.15	Nyɔɔŋg nyə á cwéég bíbíyá yɛ́, nyə ashígɛ́ fúfə nə sâ.
2CO.8.16	Mə yə́ Zɛmbî akíba, nyə muud nyə á sá nə́ Títus bə́g nə́mə́ nə váál zɛ́ny dɔɔŋg shú dʉ́n yɛ́. 
2CO.8.17	Nəcé Títus mə́ magʉlə sâ sə́ á ŋgə jɨɨ nə́ í bə́g yí. A mə́ tɨ́ njɔɔnd zə́lə nûŋ bɨ́dɨ́ nda nyə á dʉ bwey bwánd. 
2CO.8.18	Sə́ ámə ntɨ bá ŋgwɔ́l *mínyɔŋʉ̂ wúsʉ́ mə́dɔ̧ mɛ̂sh mə́ ŋgə́ ságʉsə sâ á ŋgə sá shú Jɔ̧jɔ̧ Kɛ́ɛl yí. 
2CO.8.19	Sâ í búl bə yí jɨ́ nə́ mədɔ̧ mə́ mə́ fɛ́ɛ́sh nə́mə́ nyə nə́ sə́nɔ́ŋ wə́ zə́g sá sɔ́ɔ́lʉ́gʉ́ mpáam ga. Sə́ ŋgə sá wo shú nə́ Cwámba nyəmɛ́fwó ŋwág gúmə́, sə́ lwándʉlə jɔ̧jɔ̧ íyuug bísʉ́. 
2CO.8.20	Sə́ ŋgə bwey mpu káálʉgə nə́ buud bwə́ bə́g kú kwey íwushî sə́dɨ́ ísɛ́yʉ́d ja sə́ ŋgə́ kala zhwog *mwaanɛ̂ bwə́ á mə́ yə sə́ mbag yɛ́. 
2CO.8.21	Sə́ ŋgə sɔ̧́ nə́ sə́ sáág mənywa mísh mə́ búúd dɨ́ nə́mə́, kú bul bə njɨ mísh mə́ Zɛmbî dɨ̂. 
2CO.8.22	Sə́ mə́ ntɨ nə́mə́ ŋgwɔ́l mínyɔŋʉ̂ wúsʉ́. Mínyɔŋʉ̂ wúsʉ́ wɔɔŋgʉ́, sə́ á mə́ faas kááfə́ jé ija ija nə́ ndɛɛ́, a mə́ nyiŋgə nə́mə́ lwó sə́ jíga ja nə́ a jɨ nə fwámɛ́ yéésh, a ŋgə bul shwu nyúul nə bɨ̂. 
2CO.8.23	Títus jɨ muud gwooŋg waamə̂, sá wə́ sə́ ŋgə́ sɛ̂y nûŋ bɨ́dɨ́; bɔ́ɔ́lʉ́gá bwááŋg bâŋ, mədɔ̧ wə́ mə́ ámə ntɨ bwo, bwə́ ŋgə zə shú nə́ *Krîst ŋwág gúmə́. 
2CO.8.24	Lwógá bwo nə́ bɨ mə́ cɛɛl bwo, bɨ́ lwó nə́mə́ bwo nə́ bɨ mə mpíyá nə bəgʉwálə sə́ mə́ dʉ bəgʉwa nə bɨ́ bwə́dɨ́ míshʉ́d yí; lwógá bwo ntɔ́ mədɔ̧ mə́ ŋgə́ dʉ́g.
2CO.9.2	Mə mpú nə́ bɨ bʉ́sə nə məma zɛ́ny, mə́ dʉ bəgʉwa nə zɛ́ny jɨ́n jɔɔŋg búúd ɔ Masedwân dɨ́ míshʉ́d nə́: «Buud ɔ Akayî bʉ́sə bwey bə ŋkwəmʉsá té mbú í á cɔ̧́ yí.» Wálə bɨ́ mə́ wá mə́nyúúl sáal dɔɔŋg dɨ́ yí í mə́ nyiŋgə gwûmʉshi bɔ́ɔ́l ŋkí bulya yéésh. 
2CO.9.3	Mə mə́ ka ntɨ bwááŋg shú nə́ bəgʉwálə mə́ dʉ́ bəgʉwa nə bɨ́ yí í nda bə mə ŋkóŋgʉ́g. Í jɨɨ nə́ bɨ bə́g ŋkwəmʉsá nda mə́ á cɨ nə́. 
