MAT.1.1	Ọkwukwo osnusno ọmumu Jizọsi Karaịsi, nnwọ Devidi, nnwọ Ebereham.
2TI.2.5	Kpam masị, ọ zá nye naagba ẹso ke jeenwe rikne kpuru okpu mmeri ọ bụru nụ ọ gbáge ẹso lele kpa iwu ẹso kwuru. 
2TI.2.6	Nye ẹrnu ẹkwnu ke nọornu ẹrnu nkarị kwesiri o beru ọso ri mkpụru mbọm ke hi n'ẹkwnu a whụya. 
2TI.2.7	Tule nhne me nookwu, Nyenwe aị jeenye i ọghohia nụ kpakara nhne.
2TI.2.8	Chenwanya nụ ka bụ izi ọma m, Jizọsi Karaịsi nye hiri n'avnụrnu Devidi, hiri n'ẹnwu lizọ. 
2TI.2.9	Kwnornu nụ izi ọma ka, m naata awhnụwhnu dụ kpa be tụru m ijigba lele nye noolulu iwu, kọvu be tụ́ge ikwu-ọnu Chiokike ijigba. 
2TI.2.10	Ka bụ nhne mernu me neenwe nkasi ovu kwnornu ele wam Chiokike họhiaru, ma be nwehịa ọznohia ke zị nụ Jizọsi Karaịsi nụ igwugwu kwó okwo.
2TI.2.11	Ka bụ ikwu-ọnu ke kwesiri ọkwnata ovu,
2TI.2.11	Ọ bụru nụ a snornu a nwụ,
2TI.2.11	a joosno a zịri bụdnu.
2TI.2.12	Ọ bụru nụ a nwe ndidi,
2TI.2.12	a joosno a chị lele eze.
2TI.2.12	Ọ bụru nụ a gọnahoru a,
2TI.2.12	ọ jọogonahoru aị.
2TI.2.13	Ọ bụru nụ a nwée ọkwnata ovu,
2TI.2.13	o jeekwesi kọriri ọkwnata ovu,
2TI.2.13	kwnornu nụ ọ jọ́ogonahoru ẹhni a.
2TI.2.14	Chenwanyanụ be kpakara nhne ka. Dọ be aka nụ nsnị nụ ruwhnu Chiokike gbasịri ọdogbuta n'ikwu-ọnu, ọ zá mbnarna ọbula zị a, o noolulu ele noobno nsnị. 
2TI.2.15	Gbalị gweru ẹhni i gesi nụ ruwhnu Chiokike lele nye ẹrnu Chiokike nakweru, nye iwhnerne zá nọotu, nye nwernu rikne zni ikwu-ọnu ke ezi ọka nkarị. 
2TI.2.16	Zeru ọka iwhnirniwhno nụ ọka etekne, kwnornu nụ ele nookwu a neegweme ẹhni be hne Chiokike zị. 
2TI.2.17	Iznizni be naagbasa lele bẹkwnu ọkochi, 
2TI.2.18	Ka bụ ele kpawhuru n'ezi ọka. Be nookwu nụ olizọ n'ẹnwu ele nwụrnu ọnwu whelem, be naakwnadna ọkwnata ovu agwna ele badnụ. 
2TI.2.19	Kpa ọ zị, ntụ-ẹli Chiokike gwuzo kwem, ke nwernu akara ka, “Chiokike magwụ ele ke a,” nụ “Nye ọbula ke noosukwu rẹwhna Nyenwe aị, hi nụ nhne ọjo whụya.”
2TI.2.20	N'ọro hna okpotokpo, ọ bụ́o agbụgba wiri golu nụ agbụgba wiri siliva bụ nhne zị a kpọi, kọvu okiko isisi nụ rịzna, agwna be ji nọornu ẹrnu zị mkpa, agwna be ji nọornu ẹrnu zị́la okne mkpa. 
2TI.2.21	Kọvu ọ bụru nụ badnụ ọbula snụsnama ẹhni a nkarị, be jeeji a nọornu ẹrnu zị mkpa, ke zị nsọ, be jiknernu a, Nyenwe a jeeji nọornu ẹrnu ọma ọbula. 
2TI.2.22	Gbanahọru kpakara nhne ọjo ke nọogwnu ele ikoro. Gbasnornu ome mma, nụ ọkwnata ovu, nụ ọwhnun'anya nụ udno, jị nụ kpakara ele neekpenu Nyenwe aị nụ mkpọma zị rịchna. 
2TI.2.23	I kwú ọka ọbula ke iwhnirniwhno nụ agịrigo nwée risi, kwnornu nụ be noovuya okno ọka. 
2TI.2.24	Nye izi Nyenwe aị jọ́oburu nye nookno ọka, tnụnuma, ọ jọoburiri nye neegesi nye ọbula ovu ọma, nye nwernu rikne zni nhne, nye nwernu ndidi. 
2TI.2.25	O jeegweru wọhnernerne neezni ele neemegidne a nhne, neele anya nụ Chiokike jeeme be tụhnasna, o dubna be n'ezi ọka, 
2TI.2.26	ma be mahịa nhne, gbanahọru mbịta Ekwensu sninu be, kpa o gidnernu be ma be mee nhne o pioru be mee.
2TI.3.1	Kọvu hnata ka ama, ige tụ ogwnu k'agịda vawa n'ọbochi ipne-aznụ. 
2TI.3.2	Ele badnụ jọoburu ele whnụrnu ẹhni be n'anya, ele whnụrnu ịwai n'anya, ele oknomokno, ele nganga, ele noolulu ele badnụ, ele zá noobnonu ele mụrnu be nsnị, ele nwée ovu ọtu mmamma, ele zá nsọ, 
2TI.3.3	ele nwée ọwhnun'anya, ele zá naagbarụnu ele badnụ nhne be mernu be, ele nookwulu, ele nwée rikne jikwaru ẹhni be, ele nụ lele anọhia, ele nhne bụru ọma zá naamasị, 
2TI.3.4	ele neere ele badnụ, ele risi rikne, ele nọowhu nụ nganga, ele whnụrnu nhne sọ n'ọnu n'anya karụ ọ whnụ Chiokike n'anya, 
2TI.3.5	ele nwernu ọdi ogwnu Chiokike kọvu be gọnahoru rikne a. Jị nụ be nwékọ nhne ọbula.
2TI.3.6	Be bụ ele ji aghịgho nooduwhu ezi-nụ-ọro, duwhu ele rinya nwée rikne, ele rinya mmehie noovughari lele ele nwọrnu manya nụ ẹgwnurnu nhne ọjo. 
2TI.3.7	Ele rinya nụ kpa zị nọomu nhne, kọvu be nwée rikne mụhia ezi ọka. 
2TI.3.8	Lele kpa Janisi nụ Jambirisi gwuzogidnernu Mozizi, ele ka neemegidne ezi ọka, ele mkpọma be nwụrnu ọnwu, ele ọkwnata ovu be bụ nhne etekne. 
2TI.3.9	Kọvu be jéenwe rikne zne nụ ruwhnu, lele kpa iwhnirniwhno ele wam whụyaru iwhne, ọ bụ masị kpa iwhnirniwhno ele ka jọowhuya iwhne.
2TI.3.10	Kịtna, Timoti, ị magwụ kpakara nhne me znirni nụ kpa me wuru bụdnu m. Ị magwụ nhne me neeme nụ nhne me kweru nụ ya, nkasi ovu m, nụ ọwhnun'anya m, nụ ndidi, 
2TI.3.11	nụ kpa me nagidnernu ọkpagbu, nụ awhnụwhnu. Ị magwụ kpakara nhne me whnụrnu n'Antịoku, nụ Aịkoniom, nụ Lisitira, kpa me nagidnernu ọkpagbu. Kọvu Nyenwe aị dọhiaru m nụ rime kpakara be. 
2TI.3.12	Me kanụ ị ezi ọka, nye ọbula ke joowu bụdnu ke nọotu ogwnu Chiokike nụ rime Karaịsi Jizọsi jaata awhnụwhnu. 
2TI.3.13	Kọvu ele ọjo nụ ele ka nụ be bụ nhne be bụ́la, jaazị nọojokari bụjo, nooduwhu ele badnụ, be nooduwhu masị be. 
2TI.3.14	Kọvu dazịgidne nụ nhne me znirni ị nụ nhne i kweru, hne ị magwụ nye ị mụhiaru nhne n'aka a. 
2TI.3.15	Hite n'ige ị bụ nnwọ matị, ị magwụ nhne ọkwukwo nsọ kwuru, ke nwernu rikne mee i ị bụru nye nwernu akọniche. Ka joodubna i n'ọznohia hite n'ọkwnata ovu ke zị nụ Karaịsi Jizọsi. 
2TI.3.16	Kpakara nhne be gbarụ n'ọkwukwo nsọ hi n'echiche Chiokike whụya, be bụru ọma n'ogweru zni nhne, bigbọ, dọ aka nụ nsnị nụ ọznuznu ke ome mma, 
2TI.3.17	ma badnụ ke Chiokike bụru nye zuru ozu, nye be jiknernu nọornu kpakara ẹrnu ọma.
2TI.4.1	M gwuzo m nụ ruwhnu Chiokike nụ Karaịsi Jizọsi nye jeekpe ele zị bụdnu nụ ele nwụrnu ọnwu ikpe nga ọ jaava lele eze, neenye i iwu ka. 
2TI.4.2	Kpọ okwo izi ọma, zịri gnarnagnarna n'ige kwesiri nụ ige kwésige, bna mbna, bigbọ, kwnalizọ mkpọma, gweru agịda ndidi nụ anya dụru ẹli neezni nhne. 
2TI.4.3	Kwnornu nụ ige jaava nga ele badnụ jéekweru iznizni bụru ọma. Tnụnuma, be jaachịkota ele neezni nhne, ele jeezni be nhne ke nsnị nọoko be ẹko noopio. 
2TI.4.4	Be jéekwe o bno nsnị n'ezi ọka, kọvu snornu ọtnutnu ruwhere. 
2TI.4.5	Kọvu bụru nye anya dụru ẹli ige ọbula, naagidne awhnụwhnu, rnụ ẹrnu nye nọokpo okwo izi ọma, rnụ kpakara ẹrnu ke kwesiri nye izi Chiokike.
2TI.4.6	Kịtna, ige be jọowusi bụdnu m lele arịohna manya dụlam, ige me jọonwu ẹnwu valẹm. 
2TI.4.7	M lụkwolem ọgwnu ọma wam, m gbazulem ẹso wam, m bịtala m ọkwnata ovu wam. 
2TI.4.8	Kịtna, Nyenwe aị bịtannu m okpu-eze ke ome mma, ke nye ikpe ziri ezi jeenye m n'ọbochi wam, o jéenye me nụ nsnụnu m, kọvu o jeenye kpakara ele noopio ọ whnụ a anya nga ọ jọowhuya iwhne.
2TI.4.9	Me wara wara va. 
2TI.4.10	Demasị whnụrnu nhne ọwa n'anya, ọ ghasa m zne Tẹsalonika. Kirẹskensi znernu Galasia, Taịtosi zne Dalimatia. 
2TI.4.11	Me nụ Lukwu kpọi zị. Nga ị jaava kwuru Makị va, kwnornu nụ o jeenyinu m aka n'ẹrnu me nọornu. 
2TI.4.12	M ziznernu m Taịkikosi Efesọsi. 
2TI.4.13	Nga ị jaava chịyanu m iwo me chịsaru n'ọro Kapọsi nụ Torasi, nụ ọkwukwo, ke kakwo mkpa ọkwukwo.
2TI.4.14	Alẹkizanda nye ẹrnu rugwe mernu m nhne ọjo k'agịda. Nyenwe aị jọokwu a ọgwo ẹrnu a. 
2TI.4.15	Anya dụ ẹli hne ọ zị, kwnornu nụ ọ bụ nye neemegidne izi aị.
2TI.4.16	Nga me gwuzo n'ikpe n'ọziri nọogoru ọnu m, ọ zá nye ọbula ke sno m, kpakara ele badnụ gbanahọru m. Chiokike bikno, gwnụ́ko nhne ka megidne be. 
2TI.4.17	Kọvu Nyenwe aị dagwụnu m, nyee masị m rikne, me jiri kpọ okwo izi ọma nụ nsnị kpakara ele bụ́o ele Ju. Be dọhiaru m n'ọnu odum. 
2TI.4.18	Nyenwe aị jọodohia m nụ kpakara nhne ọjo, duru m n'udno bna n'ọchichi ẹli-eze oligwe. Ya nwe igwugwu ọkwnukokwnu. Amịm.
2TI.4.19	Bekwu Prisila nụ Akwịla nụ ezi-nụ-ọro Onesiforosi. 
2TI.4.20	Erasịtosi dazịri nụ Kọrinti, Tirofimọsi naarịa ẹhni igbugbu, m ghasa a nụ Miletọsi. 
2TI.4.21	Gbalị va sụ okirika dụ. Ebulusi neebekwu i, ma Pudesi, Laịnosi, nụ Kalaudịa nụ kpakara rụmu nda.
2TI.4.22	Nyenwe aị dazịnu ị. Oru Chiokike dazịnu anụ.
TIT.1.1	Mawa, Pọlu nye izi ke Chiokike nụ nye izi Jizọsi Karaịsi. Ẹrnu m bụ o mee ele Chiokike họhiaru nwe ọkwnata ovu, ma be mahịa ezi ọka ke noodubna n'ọtu ogwnu Chiokike, 
TIT.1.2	ma be nwehịa olile anya bụdnu kwó okwo, hne Chiokike zá naagha aghalaghala, bụ ke o kweru mkwna sụ ọwa panịzoru. 
TIT.1.3	O mernu ikwu-ọnu a whụya iwhne n'ige ke a hite nụ ọgbasa izi ọma, bụ ke o yisiri n'aka m lele nhne Chiokike Nye Ọznohia aị nyernu n'iwu. 
TIT.1.4	M naagbanụ ị Taịtosi nnwọ m n'ezi n'ọkwnata ovu ke a kwekọtaru ọkwukwo.
TIT.1.4	Oru, nụ udno ke hi n'aka Chiokike Nda aị nụ Jizọsi Karaịsi, Nye Ọznohia aị.
TIT.1.5	Nhne mernu me gharụru ị nụ Kiriti bụ ma ị bịkwata nhne ke kwesiri ọbikwa, họhia ele okno badnụ nụ rime ẹli-ọhna ọbula, lele kpa me kannụ ị. 
TIT.1.6	Nye okno badnụ kwesiri ọ bụ nye nwée ọtna, nye lụ otu nnwerne, nye nwernu rụmu be tụkwasiri mkpọma, nye kpáhie agwa, ele mée risi rikne. 
TIT.1.7	Kwnornu nụ nye risi jọobu nye nwée ọtna lele nye izi Chiokike, nye mée n'iche ovu a, wé ovu ẹhni wara wara, nye zá nọonwo manya gbu ogbu, nye mée nhne rikne, nye nwée ọwho-anya. 
TIT.1.8	Ọ jọobu nye neelekọta ele izne, nye whnụrnu nhne ọma n'anya, nye zá neemewhe nhne ike, nye zị snam, zịri nsọ, nye neejikwaru ẹhni a. 
TIT.1.9	O jikwaru ọka wam ke kwesiri ọkwnata ovu rikne lele kpa be znirni a, ma o mesi ele berere ovu rikne hite n'iznizni a zị snam, gesi masị ele neemegidne a nhne ọjo be.
TIT.1.10	Agịda ele kwé ekwe nooduwhu ele berere hite nụ ikwu-ọnu etekne, ke kakwo ele knesnigwụ omen'ẹli ele Ju aka rikne. 
TIT.1.11	Be kwesiri o mee be kpusni ọnu be, ele noolulu agwna ezi-nụ-ọro, ele neezni nhne be kwésile o zni, kwnornu ịwai. 
TIT.1.12	Otu nye ọwhnurninya be, nye Kiriti, karụ kpa, “Ele Kiriti bụ ele aghalaghala, ele ovu ọjo lele anọhia, ele ime-mgwụ, nụ ele okne nkọli.” 
TIT.1.13	Nhne o kwuru bụ ezi ọka, ka kpayarụ bigbọsi be rikne, ma be gwuzosi rikne n'ọkwnata ovu, 
TIT.1.14	ma be gharụ iznizni aghalaghala ele Ju nụ iwu ele badnụ ke hi n'aka ele whọgaru n'ezi ọka. 
TIT.1.15	Kpakara nhne zị rịchna n'anya ele zị rịchna, kọvu nye rụru ọru nụ nye kwé ekwe, ọ zá nhne zị rịchna, kwnornu nụ akọniche be nụ echiche be rụru ọru. 
TIT.1.16	Be karụ nụ be magwụ Chiokike, kọvu ẹrnu be neegesi nụ be nọogonahoru a. Ele sọ ize, ele risi rikne, ele nwée rikne mee nhne ọma ọbula.
TIT.2.1	Gbalị zni iznizni zị snam. 
TIT.2.2	Ele okno badnụ nwernu anya udno, ele nwernu ọso n'anya, ele zá neemewhe nhne ike, ele zị kwem n'ọkwnata ovu be, nụ ọwhnun'anya nụ ndidi. 
TIT.2.3	Ele okno badnụ ele rinya masị wuru bụdnu lele ele zị nsọ, ele zá noobno ele berere nhne, ele zá nọonwo manya gbu ogbu, ele neezni nhne bụru ọma, 
TIT.2.4	ma be zni ele nnwerne ikne anya udno, whnụ nzi be nụ rụmu be n'anya. 
TIT.2.5	Be kwesiri ọ bụru ele zá neemewhe nhne ike, ele zị rịchna, ele rinya neelegidne ọro be anya nkarị, ele noobnonu nzi be nsnị, ma ele badnụ gharụ ọ kaja ikwu-ọnu Chiokike.
TIT.2.6	Kpam masị, neezni rụmu ikoro ma be bụru ele zá neemewhe nhne ike. 
TIT.2.7	Nụ kpakara nhne i neeme, gesi ẹhni i nye ọma atụ n'ẹrnu ọma. Nụ nhne i neezni gwuzosi rikne nụ rime a, nye anya dụru ẹli. 
TIT.2.8	Ikwu-ọnu bụru ọma ma nye ọbula ke neemegidne i tụ iwhnerne hne be nwée nhne ọjo be jeeji nookwugidne aị.
TIT.2.9	Zni ele ọhi be bnonu ele nwe be nsnị nụ kpakara nhne, neeme nhne jọoso be n'ọnu, be sá ọka nga be nookwunu be ọka. 
TIT.2.10	Be znú nhne ele nwe be, kọvu be gesi nụ be jọotukwasi be mkpọma, neegesi nhne ọma ke zị nụ iznizni Chiokike Nye Ọznohia aị nụ kpakara nhne.
TIT.2.11	Oru Chiokike ke neegweya ọznohia whụyaru iwhne hne kpakara ele badnụ zị, 
TIT.2.12	neezni aị a sịgbasi nhne nọogwnu anọ-ẹhni aị n'ọwa, nụ bụdnu ke zá nọotu ogwnu Chiokike, a wuru bụdnu ele zá neemewhe nhne ike, ome mma, nọotu ogwnu Chiokike nụ rime ọwa ka. 
TIT.2.13	A nwernu olile anya zị ngọzi, bụ ọ whụya iwhne igwugwu ke Chiokike hna ezi nụ Nye Ọznohia aị Jizọsi Karaịsi. 
TIT.2.14	Ọ bụ nye gweru ẹhni a nyee n'ọnodi aị ma ọ gbahịa aị nụ rime nhne ọjo, bịtannu ẹhni a ele ke a, ele zị rịchna, ele ovu neerne bẹkwnu n'ẹrnu ọma. 
TIT.2.15	Zni kpakara nhne ka, naakwnagidne, bna mbna nụ kpakara rikne i nwernu. I kwé badnụ ọbula ledna ị anya.
TIT.3.1	Chenwanyanụ ele badnụ be bịta ẹhni be nụ mkpururu ele risi nụ ele nẹechi ẹchi, noobno nsnị, jiknernu ọ rnụ ẹrnu ọma, 
TIT.3.2	be kwúkọ ọka ọjo megidne badnụ ọbula, be bụru ele udno, ele agwa ọma, ele ovu hieru ẹli hne kpakara ele badnụ zị.
TIT.3.3	N'ige mbọm, a bụ ele iwhnirniwhno, ele zá noobno nsnị, ele be duwhuru, noosno agịda nhne ọjo zị ọdo nụ ọdo ke nọogwnu aị, a wuru bụdnu ọjo, kwno awụwa, be snornu aị irno, aịla sno masị be irno. 
TIT.3.4	Kọvu nga ovu ọma nụ ọwhnun'anya Chiokike Nye Ọznohia aị whụyaru iwhne, 
TIT.3.5	ọ znọhia aị, ọ bụ́o kwnornu ẹrnu ọma a rnụrnu, kọvu kwnornu obirizi a. Hite n'ọsnusnu ke ọmu berere, Enine Nsọ nyernu aị bụdnu ikne. 
TIT.3.6	Chiokike wụkwasiri aị Enine Nsọ k'agịda hite nụ Jizọsi Karaịsi Nye Ọznohia aị. 
TIT.3.7	Hne o gwnụrnu aị lele ele mee mma hite n'oru, a bụru ele neekehịa olile anya bụdnu kwó okwo. 
TIT.3.8	Ka bụ ọka kwesiri ọkwnata ovu. M naakaa, jị kwusi a rikne ma ele kweru nụ Chiokike bụru ele anya dụru ẹli, neeme nhne bụru ọma. Kpakara nhne ka bụru ọma naabna iru hne ele badnụ zị.
TIT.3.9	Kọvu zeru ajịji iwhnirniwhno, nụ ọgwnu rẹwhna ẹbnurnu, oknorno, ọlu ọgwnu kwnornu iwu, be bnána iru, be bụ nhne etekne. 
TIT.3.10	Dọ nye ọbula ke neegweya okewa aka nụ nsnị mgba lawụru, i mekwo, gharụ a. 
TIT.3.11	Ị magwụ nụ badnụ kị bụ nye aghorome, nye mmehie, ọ bụ nye naama ẹhni a ikpe.
TIT.3.12	Nga me jeeziya Atemasị nụ Taịkikosi, hna anụ zị, gbalị vakwnusi m nụ Nikopolisi, kwnornu nụ m jaadazị pịi n'ige okirika. 
TIT.3.13	Gbalị yisinu Zenasi nye ọgwnu iwu nụ Apọlosi aka n'izne be, whnụ nụ be nwehịaru nhne ọbula be pioru. 
TIT.3.14	Ele ke aị mụhia kpa be jeeji ige be rnụ ẹrnu ọma, rnụhia nhne zị mkpa, be wúkọ badnụ bnána nụ nhne. 
TIT.3.15	Kpakara ele me nụ be zị neebekwu i. Bekwu kpakara ele whnụrnu aị n'anya nụ rime ọkwnata ovu. Oru Chiokike dazịnu kpakara anụ.
PHM.1.1	Mawa, Pọlu, nye ikelu kwnornu Karaịsi Jizọsi, nụ nwene aị rukna Timoti, naagbaznenu enyi aị nụ nye ẹrnu ibne aị, Filemọni, ọkwukwo izi. 
PHM.1.2	A naagbaznenu masịnu nwene aị rinya Afịa nụ nye ọgwnu ibne aị Akịposi nụ ọgbako ke zị n'ọro ị. 
PHM.1.3	Oru nụ udno ke Chiokike Nda aị nụ Nyenwe aị Jizọsi Karaịsi dazịnu anụ.
PHM.1.4	M nọotunu Chiokike mmamma ige ọbula me neechenwanya ị n'okpukpe m, 
PHM.1.5	kwnornu nụ m nọonu nhne gbasịri ọwhnun'anya i hne kpakara rụmu Chiokike zị nụ ọkwnata ovu i nụ Nyenwe aị Jizọsi Karaịsi. 
PHM.1.6	M neekpe ma ọkwnata ovu i nọornusi ẹrnu rikne n'esilawụru rụmu nda ma ị mahịa kpakara nhne ọma ke a nwernu a ji nọornu ẹrnu nụ rime Karaịsi. 
PHM.1.7	Ọwhnun'anya i nyernu m mkpọma ọso n'ọnu k'agịda sụ nwene m rukna, bụ ke mernu ovu ele nsọ zịri bụdnu ikne, gbata kwno m inwe.
PHM.1.8	M nwernu m anya rikne nụ rime Karaịsi ọ kanụ ị mee nhne ke kwesiri. 
PHM.1.9	Kọvu ọwhnun'anya mernu me rịasno i, lele ọkpa badnụ me bụ, Pọlu nye okno badnụ, kọvu kịtna, nye ikelu kwnornu Jizọsi Karaịsi. 
PHM.1.10	M nọorio ị kwnornu Ọnesimosi nnwọ m rukna nụ rime Karaịsi, nye ghọru nnwọ m kpa me zị n'ikelu. 
PHM.1.11	Nụ mbọm, ọ bnáge nụ nhne ọbula nyee i, kọvu kịtna ọ bnarnụ iru nyee i, ma mawa masị.
PHM.1.12	M neeziyanu ị ya hite n'ovu m, lele nye zị m okne mkpa. 
PHM.1.13	O znernu amasị m ọ bịta a hna me zị ma o yinu m aka n'ọnodi ị kpa me zị n'ikelu kwnornu izi ọma. 
PHM.1.14	Kọvu m jéeme nhne ovu i kwéle, kpa nhne ọma ọbula i jeeme jeehi n'ovu i whụya, ọ bụ́o nhne be kwnagidnernu i mee. 
PHM.1.15	Ọ jọobu nụ Ọnesimosi whọgaru ige matị, ma i kwubnanya a n'ẹhni ị ọkwnukokwnu. 
PHM.1.16	Ọ bụ́ma lele ọhi, o kakwo ọhi, kọvu lele nnwọ nda be whnụrnu n'anya. Ọ zị m mkpa k'ezi, kọvu ọ zị ị mkpa kakwo lele badnụ nụ lele nnwọ nda nụ rime Nyenwe aị.
PHM.1.17	Ọ bụru nụ i kwuru m nye ẹrnu ibne i, kwubnanya a lele kpa i jeegweru m. 
PHM.1.18	Ọ bụru nụ o nwernu nhne ọjo ọbula mọbu ọgwo ke o ji i, gwnụsi a nụ risi m. 
PHM.1.19	Mawa Pọlu, ji aka m naagba nhne ka, m jọokwu ị be. Ị magwụ nụ jị n'iwhuru i jigwu m ọgwo bụdnu i. 
PHM.1.20	Bikno, nwene m rukna, menu m nhne ka kwnornu nụ Nyenwe aị, mee ovu sọ m n'ọnu lele nwene rukna nụ Karaịsi. 
PHM.1.21	M tụkwasiri m mkpọma nụ ị joobno nsnị kpa me naagba ọkwukwo ka nụ i jeeme kakwo nhne me nọorio ị.
PHM.1.22	Kpam masị, bịtanu m otu ọnu ọro, kwnornu m neele anya nụ Chiokike jaaza kpakara okpukpe anụ mee m hiehnakwnusi anụ berere.
PHM.1.23	Epafarasị nye me nụ a zị n'ikelu kwnornu Karaịsi Jizọsi neebekwu i, 
PHM.1.24	ma ele ẹrnu ibne m Makị, Arịsitakosi, Demasị nụ Lukwu. 
PHM.1.25	Oru ke Nyenwe aị Jizọsi Karaịsi dazịnu enine anụ.
HEB.1.1	N'ige wheru ewhe, Chiokike kwunnu ele nda aị ọknani ọka agịda ige hite n'ọnu ele ọwhnurninya n'apna zị ichne ichne. 
HEB.1.2	Kọvu kịtna, n'ọbochi ipne-aznụ ka, o kwunnu aị ọka hite n'ọnu Nnwọ a Jizọsi, bụ nye ọ họhiaru ma ọ bụru nye jeeri kpakara mkpe, nye o hiri n'aka a kpụ ọwa. 
HEB.1.3	O nwernu igwugwu Nda a. Nnwọ wam bụ nhne Nda a bụ. O ji ikwu-ọnu a ke nwernu iknernema jigidne kpakara nhne. O jiri aka a snụsnama mmehie ọwa. Nga o mekworu ka, ọ dazịri ẹli n'akarikwnunga Chiokike n'oligwe, nye kakwo kpakara nhne n'olu.
HEB.1.4	Nnwọ wam kakwo ele enine izi lele kpa rẹwhna a “Nnwọ,” ke Chiokike nyernu a kakwo rẹwhna be.
HEB.1.5	Kwnornu nụ ọ zá enine izi ọbula ke Chiokike kannụ,
HEB.1.5	“Ji bụ Nnwọ m.
HEB.1.5	M ghọlam Nda ị tna.”
HEB.1.5	Mọbu, ọ zị́ masị enine izi ke Chiokike kannụ,
HEB.1.5	“M jọoburunu ị Nda,
HEB.1.5	ị jọoburu Nnwọ m.”
HEB.1.6	Nga Chiokike neeziya Nnwọ a nụ rime ọwa, ọ kaa,
HEB.1.6	“Kpakara ele enine izi Chiokike kpọnu a risi ẹli.”
HEB.1.7	Ka bụ nhne Chiokike kwuru gbasịri ele enine izi,
HEB.1.7	“Chiokike mernu ele enine izi a lele ruwhere,
HEB.1.7	ele izi a lele bẹkwnu neerne erne.”
HEB.1.8	Kọvu nhne gbasịri Nnwọ wam, Chiokike karụ,
HEB.1.8	“Chiokike, ngadna eze i jaazị tim tọm,
HEB.1.8	Mkpara ẹli-eze i bụ ikpe zị snam.
HEB.1.9	Ị whnụrnu nhne ọma n'anya, sno nhne ọjo irno,
HEB.1.9	kam kpayarụ, Chiokike, bụ Chiokike i teru i mọno ovu ọso n'ọnu,
HEB.1.9	bịta ị nụ hne kakwo kpakara ele ibne i.”
HEB.1.10	Ọ kaa,
HEB.1.10	“Jị Jihova, ị tụru ntụ-ẹli ọwa hite nụ mbọm.
HEB.1.10	I ji aka ị lawụru kpụ oligwe.
HEB.1.11	Kpakara be joowhu, kọvu ị jaazị ọkwnukokwnu.
HEB.1.11	Be jaaka bụka lele iwo.
HEB.1.12	Ị jaapịakota be lele iwo olu,
HEB.1.12	be jaagbanwo be lele ikpe,
HEB.1.12	kọvu ị zị kpa ị zị nụ mbọm,
HEB.1.12	ọnu ọgwnugwnu awha ị jéebi ebi.”
HEB.1.13	Ọ zá enine izi ọbula ke Chiokike kannụ,
HEB.1.13	“Dazịri ẹli n'akarikwnunga m
HEB.1.13	tem dụ nga me jaabịta ele irno i
HEB.1.13	lele nhne ị jọotukwasi ọchi ị lawụru.”
HEB.1.14	Ele enine izi, kpakara be bụ́o ele o ziyaru o yinu ele jeekehịa ọznohia aka sa?
HEB.2.1	Kam kpayarụ, a jigidne ezi ọka wam a nụrnu aka rikne, ọ zị be vume aị lele kpa mini noovume ọgbo. 
HEB.2.2	Ọ bụru nụ ikwu-ọnu ele enine izi kwuru gwuzosiri rikne, kpakara mmehie nụ risi rikne nahịaru ọgwo ẹrnu awhnụwhnu kwesiri be, 
HEB.2.3	ndaa kpa a jaagbanahọru, ọ bụru nụ a lewhuru okne ọznohia hna kpa anya? Ọ bụ ke Nyenwe aị n'iwhuru a beru ọsno zni, ele nụrnu a kannụ aị nụ ọ bụ ezi ọka. 
HEB.2.4	Chiokike gbannụ be akebne hite nụ ẹrnu elekema zị ichne ichne ke rikne, nụ ẹrnu ndu-ẹhni, nụ ẹrnu rikne zị ichne ichne. Ọ gba masịri akebne nga o nyernu ele badnụ nkesi ke Enine Nsọ lele kpa ọ masịri a.
HEB.2.5	Berere kwno, Chiokike bị́tage ele enine izi ele jaachị ọwa ke jaava, bụ ọwa ke a nookwu ọka a. 
HEB.2.6	Kọvu be kwuru n'otu hnenum n'ọkwukwo nsọ,
HEB.2.6	“Kịni bụ nhne badnụ etekne bụ, ke ị naarị ọriri gbasịri a,
HEB.2.6	nụ nnwọ ke badnụ ke i neelekọta a?
HEB.2.7	I mernu a o hietu ẹli matị karụ ele enine izi.
HEB.2.7	I jiri igwugwu nụ ọson'anya kpusi a nụ risi lele okpu-eze.
HEB.2.8	I mernu a nye risi kpakara nhne.”
HEB.2.8	Ka neegesi nụ ọ zá nhne ọ sịgbasiri ọ bịta nụ mkpururu ọchi a. Kọvu kịtna, a whnụ́ge nụ kpakara nhne ka zị nụ mkpururu ọchi a. 
HEB.2.9	Kọvu a whnụrnu Jizọsi, nye o mernu hietu ẹli matị karụ ele enine izi. O jiri igwugwu nụ ọson'anya kpusi a nụ risi lele okpu-eze kwnornu nụ ọ nwụrnu ẹnwu. Hite n'oru Chiokike, o ratụru ẹnwu riro kwnornu kpakara badnụ.
