GEN.1.1	Anns an toiseach
MAT.25.4	Ach iadsan a bha glic, thug iad ola leo nan soithichean maille rin lòchrain.
MAT.25.5	Agus air dèanamh moille don fhear nuadh‐phòsda, thuit clò cadail orra uile, agus suain
MAT.25.6	Ach anns a’ mheadhon‐oidhche
MAT.25.7	An sin dh’èirich na h‑òighean ud uile, agus dheasaich iad an lòchrain.
MAT.25.8	Agus thubhairt na h‑òighean amaideach riùsan a bha glic, Thoiribh dhuinne cuid de ur n‑ola: oir tha ar lòchrain a’ dol as
MAT.25.9	Ach fhreagair iadsan a bha glic, ag ràdh, Air eagal nach bi gu leòr ann dhuinn fhèin agus dhuibhse, gum b’fheàrr leibh dol a‑chum an luchd‐reic; agus ceannaichibh dhuibh fhèin.
MAT.25.10	Agus am feadh a bha iad a’ dol a cheannach, thàinig am fear nuadh‐pòsda; agus chaidh iadsan a bha ullamh a‑steach leis a‑chum a’ phòsaidh, agus dhruideadh an doras
MAT.25.11	Na dhèidh sin, thàinig mar an ceudna na h‑òighean eile, ag ràdh, A thighearna, a thighearna, fosgail dhuinne
MAT.25.12	Ach fhreagair esan agus thubhairt e, Gu deimhinn tha mi ag ràdh ribh nach aithne dhomh sibh
MAT.25.13	Dèanaibh faire air an adhbhar sin
MAT.25.14	Oir is cosmhail e ri duine a’ dol air choigrich
MAT.25.15	Agus do aon dhiubh thug e còig tàlannan, agus do neach eile a dhà, agus do neach eile a h‑aon; do gach aon fa leth a rèir a chomais
MAT.25.16	Agus dh’imich esan a fhuair na còig tàlannan, agus rinn e ceannachd leo, agus bhuannaich e còig tàlannan eile.
MAT.25.17	Agus mar an ceudna esan a fhuair a dhà, bhuannaich e dithis eile.
MAT.25.18	Ach an tì a fhuair a h‑aon, dh’imich e agus chladhaich e anns an talamh, agus dh’fhalaich e airgead a mhaighistir.
MAT.25.19	An dèidh aimsir fhada thàinig tighearna nan seirbhiseach sin, agus rinn e cunntas riu
MAT.25.20	Agus thàinig esan a fhuair na còig tàlannan, agus thug e leis còig tàlannan eile, ag ràdh, A thighearna, thug thu dhòmhsa còig tàlannan: feuch, bhuannaich mi còig tàlannan eile a thuilleadh orra.
MAT.25.21	Agus thubhairt a thighearna ris, Is math, a dheagh sheirbhisich fhìrinnich; bha thusa fìrinneach ann am beagan, cuiridh mise os cionn mhòran thu
MAT.25.22	Agus thàinig esan a fhuair an dà thàlann, agus thubhairt e, A thighearna, thug thu dhòmhsa dà thàlann: feuch, bhuannaich mi dà thàlann eile a thuilleadh orra.
MAT.25.23	Thubhairt a thighearna ris, Is math, a dheagh sheirbhisich fhìrinnich; bha thusa fìrinneach ann am beagan de nithean, cuiridh mise os cionn mòran de nithean thu: imich a‑steach do aoibhneas do thighearna.
MAT.25.24	Ach nuair a thàinig esan a fhuair an t‑aon tàlann, thubhairt e, A thighearna, bha fhios agam gur duine cruaidh thu, a bhuaineas anns an àite anns nach do chuir thu
MAT.25.25	Agus air dhomh a bhith fo eagal, chaidh mi agus dh’fhalaich mi do thàlann anns an talamh: feuch, sin agad do chuid fhèin.
MAT.25.26	Fhreagair a thighearna agus thubhairt e ris, A sheirbhisich uilc agus leisg
MAT.25.27	Bu chòir dhut, uime sin, m’airgead a thabhairt don luchd‐malairt agus air dhomh teachd, gheibhinn mo chuid fhèin maille ra riadh.
MAT.25.28	Buinibh uaithe, uime sin, an tàlann, agus thugaibh dhàsan e aig a bheil na deich tàlannan.
MAT.25.29	(Oir do gach neach aig a bheil, bheirear
MAT.25.30	Agus tilgibh an seirbhiseach mi‑thairbheach seo do dhorchadas iomallach
MAT.25.31	Nuair a thig Mac an Duine na ghlòir
MAT.25.32	Agus cruinnichear na làthair na h‑uile chinnich
MAT.25.33	Agus cuiridh e na caoraich air a làimh dheis, ach na gobhair air a làimh chlì.
MAT.25.34	An sin their an Rìgh riùsan air a dheis, Thigibh, a dhaoine beannaichte m’Athar‐sa, sealbhaichibh mar oighreachd
MAT.25.35	Oir bha mi acrach, agus thug sibh dhomh biadh
MAT.25.36	Lomnochd, agus dh’èidich sibh mi
MAT.25.37	An sin freagraidh na fìreanan e, ag ràdh, A Thighearna, cuin a chunnaic sinn acrach thu, agus a bheathaich sinn thu, no tartmhor, agus a thug sinn deoch dhut?
MAT.25.38	No cuin a chunnaic sinn ad choigreach thu, agus a thug sinn aoidheachd dhut, no lomnochd, agus a dh’èidich sinn thu?
MAT.25.39	No cuin a chunnaic sinn easlan thu, no ann am prìosan, agus a thàinig sinn ad ionnsaigh?
MAT.25.40	Agus freagraidh an Rìgh, agus their e riu, Gu deimhinn tha mi ag ràdh ribh, a mheud is gun do rinn sibh e do aon de na bràithrean as lugha agamsa
MAT.25.41	An sin their e mar an ceudna riùsan air an làimh chlì, Imichibh uam
MAT.25.42	Oir bha mi acrach, agus cha tug sibh dhomh biadh; bha mi tartmhor, agus cha tug sibh dhomh deoch:
MAT.25.43	Bha mi am choigreach, agus cha tug sibh aoidheachd dhomh: lomnochd, agus cha d’èidich sibh mi: easlan agus ann am prìosan, agus cha tàinig sibh gam amharc.
MAT.25.44	An sin freagraidh iadsan mar an ceudna e, ag ràdh, A Thighearna, cuin a chunnaic sinne thu acrach, no tartmhor, no ad choigreach, no lomnochd, no easlan, no am prìosan, agus nach do fhritheil sinn dhut?
MAT.25.45	An sin freagraidh esan iad, ag ràdh, Gu deimhinn tha mi ag ràdh ribh, a mheud is nach do rinn sibh e don neach as lugha dhiubh seo
MAT.25.46	Agus imichidh iadsan a‑chum peanais shìorraidh
MAT.26.1	Agus thàrladh, nuair a chrìochnaich Iosa na briathran seo uile, gun dubhairt e ra dheisciobail,
MAT.26.2	Tha fhios agaibh gu bheil a’ chàisg an dèidh dà là
MAT.26.3	An sin chruinnich uachdarain nan sagart, agus na sgrìobhaichean, agus seanairean a’ phobaill, gu talla an àrd‐shagairt, den goirear Caiaphas,
MAT.26.4	Agus ghabh iad comhairle le chèile
MAT.26.5	Ach thubhairt iad, Na dèanamaid e anns an fhèill, air eagal gum bi buaireas am measg a’ phobaill.
MAT.26.6	Agus air do Iosa a bhith ann am Betani, ann an taigh Shìmoin an lobhar,
MAT.26.7	Thàinig bean da ionnsaigh aig an robh bocsa alabastair làn de ola ro‑luachmhor
MAT.26.8	Ach nuair a chunnaic a dheisciobail sin, bha fearg orra, ag ràdh, Ciod as ciall don ana‐caitheamh seo?
MAT.26.9	Oir dh’fhaodadh an ola seo a bhith air a reic air mhòran, agus a bhith air a toirt do na bochdan.
MAT.26.10	Ach air aithneachadh seo do Iosa, thubhairt e riu, Carson a tha sibh a’ cur dragh air a’ mhnaoi? Oir rinn i deagh obair dhòmhsa.
MAT.26.11	Oir tha na bochdan agaibh a‑ghnàth maille ribh
MAT.26.12	Oir air dòrtadh na h‑ola seo dhi air mo chorp‐sa, is ann fa chomhair m’adhlacaidh a rinn i e.
MAT.26.13	Gu deimhinn tha mi ag ràdh ribh, ge bè àite anns am bi an soisgeul seo air a shearmonachadh air feadh an t‑saoghail gu h‑iomlan, aithrisear an nì a rinn a’ bhean seo, mar chuimhne oirre.
MAT.26.14	An sin dh’imich aon den dà‑fhear‐dheug
MAT.26.15	Agus thubhairt e, Ciod a bheir sibh dhòmhsa, agus brathaidh mi dhuibh e? Agus chòrd iad ris air dheich‐buinn‐fhichead airgid
MAT.26.16	Agus on àm sin a‑mach dh’iarr e fàth air esan a bhrath.
MAT.26.17	Agus air a’ chiad là de fhèill an arain neo‐ghortaichte
MAT.26.18	Agus thubhairt esan, Rachaibh don bhaile gu a leithid seo de dhuine, agus abraibh ris, Tha am Maighistir ag ràdh, Tha m’àm am fagas: cumaidh mi a’ chàisg aig do thaigh‐sa maille rim dheisciobail.
MAT.26.19	Agus rinn na deisciobail mar a dh’òrdaich Iosa dhaibh, agus dheasaich iad a’ chàisg.
MAT.26.20	Agus nuair a thàinig am feasgar, shuidh e maille ris an dà‑fhear‐dheug.
MAT.26.21	Agus ag ithe dhaibh, thubhairt e, Gu deimhinn tha mi ag ràdh ribh gum brath fear dhibh mise.
MAT.26.22	Agus bha iad ro‑bhrònach, agus thòisich gach aon aca fa‑leth air a ràdh ris, Am mise e, a Thighearna?
MAT.26.23	Agus fhreagair esan agus thubhairt e, An tì a thumas a làmh anns a’ mhèis maille riumsa
MAT.26.24	Gu deimhinn tha Mac an Duine ag imeachd, a rèir mar tha e sgrìobhte ma thimcheall
MAT.26.25	An sin fhreagair Iùdas a bhrath e, agus thubhairt e, A Mhaighistir, am mise e? Thubhairt esan ris, Thubhairt thu.
MAT.26.26	Agus ag ithe dhaibh
MAT.26.27	Agus air glacadh a’ chupain, agus air tabhairt buidheachais, thug e dhaibh e, ag ràdh, Olaibh uile dheth:
MAT.26.28	Oir is i seo m’fhuil‐sa an tiomnaidh
MAT.26.29	Ach tha mi ag ràdh ribh nach òl mi à seo suas de thoradh seo na fìonain, gus an là sin anns an òl mi e nuadh maille ribh ann an rìoghachd m’Athar
MAT.26.30	Agus air dhaibh laoidh a sheinn, chaidh iad a‑mach gu Sliabh nan Crann‐ola.
MAT.26.31	An sin thubhairt Iosa riu, Gheibh sibh uile oilbheum annamsa a‑nochd; oir tha e sgrìobhte
MAT.26.32	Ach an dèidh dhòmhsa èirigh a‑rìs, thèid mi romhaibh do Ghalile
MAT.26.33	Agus fhreagair Peadar agus thubhairt e ris, Ged gheibh na h‑uile dhaoine oilbheum annad, chan fhaigh mise oilbheum gu bràth.
MAT.26.34	Thubhairt Iosa ris, Gu deimhinn tha mi ag ràdh riut, air an oidhche seo fhèin mun goir an coileach, gun àich thu mi trì uairean.
MAT.26.35	Thubhairt Peadar ris, Ged b’èiginn dhomh bàsachadh maille riut, chan àich mi thu. Agus thubhairt na deisciobail uile mar an ceudna.
MAT.26.36	An sin thàinig Iosa maille riu gu ionad den goirear Getsemane
MAT.26.37	Agus thug e Peadar leis, agus dithis mhac Shebede
MAT.26.38	An sin thubhairt e riu, Tha m’anam ro‑bhrònach
MAT.26.39	Agus dh’imich e beagan air adhart, agus thuit e air a aghaidh, a’ dèanamh ùrnaigh, agus ag ràdh, O m’Athair, ma dh’fhaodas e a bhith
MAT.26.40	Agus thàinig e a‑chum nan deisciobal, agus fhuair e nan cadal iad, agus thubhairt e ri Peadar, An ann mar sin, nach b’urrainn sibh faire a dhèanamh aon uair a‑mhàin maille riumsa?
MAT.26.41	Dèanaibh faire agus ùrnaigh
MAT.26.42	A‑rìs an dara uair, dh’imich e agus rinn e ùrnaigh, ag ràdh, O m’Athair, mura faodar gun tèid an cupan seo seachad orm gun mi ga òl, do thoil‐sa gu robh dèante.
MAT.26.43	Agus thàinig e agus fhuair e iad a‑rìs nan cadal, oir bha an sùilean trom.
MAT.26.44	Agus dh’fhàg e iad, agus dh’imich e a‑rìs, agus rinn e ùrnaigh an treas uair
MAT.26.45	An sin thàinig e a‑chum a dheisciobal, agus thubhairt e riu, Caidlibh romhaibh a‑nis, agus gabhaibh fois; feuch, tha an uair air druideadh, agus tha Mac an Duine air a bhrath thairis do làmhan pheacach.
MAT.26.46	Eiribh, imicheamaid: feuch, tha an tì a bhrathas mise am fagas.
MAT.26.47	Agus air dha a bhith fhathast a’ labhairt, feuch, thàinig Iùdas
MAT.26.48	A‑nis bha an tì a bhrath esan air tabhairt comharraidh dhaibh
MAT.26.49	Agus air ball thàinig e a‑chum Iosa, agus thubhairt e, Fàilte dhut, a Mhaighistir
MAT.26.50	Ach thubhairt Iosa ris, A charaid
MAT.26.51	Agus, feuch, shìn aon dhiubhsan a bha maille ri Iosa a làmh, agus tharraing e a chlaidheamh, agus air dha seirbhiseach an àrd‐shagairt a bhualadh, gheàrr e a chluas dheth.
MAT.26.52	An sin thubhairt Iosa ris, Cuir a‑rìs do chlaidheamh air ais na ionad fhèin, oir iadsan uile a ghlacas an claidheamh, tuitidh iad leis a’ chlaidheamh
MAT.26.53	An saoil thusa nach faod mise a‑nis m’Athair a ghuidhe, agus bheir e dhomh tuilleadh na dà‑lègion‐dheug de ainglean
MAT.26.54	Ach cionnas an sin a bhiodh na sgriobtairean air an coileanadh, a tha ag ràdh gur ann mar seo as èiginn tachairt
MAT.26.55	Anns an uair sin fhèin thubhairt Iosa ris an t‑sluagh, An tàinig sibh a‑mach mar gum b’ann an aghaidh gadaiche, le claidheamhan agus bataichean a‑chum mise a ghlacadh? Bha mi gach là am shuidhe maille ribh anns an teampall a’ teagasg agus cha do chuir sibh làmh annam.
MAT.26.56	Ach thachair seo uile a‑chum gum biodh sgriobtairean nam fàidhean air an coileanadh
MAT.26.57	Agus air dhaibhsan Iosa a ghlacadh
MAT.26.58	Ach lean Peadar e fad uapa, eadhon gu talla an àrd‐shagairt, agus chaidh e a‑steach, agus shuidh e maille ris na seirbhisich a dh’fhaicinn na crìche.
MAT.26.59	Agus dh’iarr na h‑àrd‐shagartan agus na seanairean, agus a’ chomhairle uile, fianais bhrèige an aghaidh Iosa, a‑chum a chur gu bàs.
MAT.26.60	Ach cha d’fhuair iad i: seadh, ged a thàinig mòran fhianaisean brèige, cha d’fhuair iad i. Fa‑dheòidh thàinig dà fhianais bhrèige
MAT.26.61	Agus thubhairt iad, Thubhairt am fear seo, Is urrainn mise teampall Dhè a leagail, agus a thogail a‑rìs ann an trì làithean
MAT.26.62	Agus air don àrd‐shagart èirigh, thubhairt e ris, Nach freagair thu a’ bheag? Ciod e a tha iad sin a’ toirt am fianais ad aghaidh?
MAT.26.63	Ach dh’fhan Iosa na thosd
MAT.26.64	Thubhairt Iosa ris, Thubhairt thu: gidheadh tha mi ag ràdh ribh, Na dhèidh seo chì sibh Mac an Duine
MAT.26.65	An sin reub an t‑àrd‐shagart a aodach, ag ràdh, Gun do labhair e toibheum; ciod am feum tuilleadh a tha againn air fianaisean? Feuch, a‑nis chuala sibh a thoibheum.
MAT.26.66	Ciod i ur barail‐se? Fhreagair iadsan agus thubhairt iad, Tha e toillteanach air a’ bhàs
MAT.26.67	An sin thilg iad smugaid na aodann
MAT.26.68	Ag ràdh, Dèan fàidheadaireachd dhuinn, a Chrìosd. Cò e a bhuail thu?
MAT.26.69	Agus shuidh Peadar a‑mach anns an talla
MAT.26.70	Ach dh’àich esan nan làthair uile, ag ràdh, Chan eil fhios agam ciod a tha thu ag ràdh.
MAT.26.71	Agus air dol a‑mach dha don fhor‐dhoras, chunnaic cailinn eile e, agus thubhairt i riùsan a bha an sin, Bha am fear seo mar an ceudna maille ri Iosa o Nàsaret
MAT.26.72	Agus dh’àich e a‑rìs le mionnan, ag ràdh, Chan aithne dhomh an duine.
MAT.26.73	Agus tamall beag na dhèidh sin thàinig an dream a bha nan seasamh an làthair, agus thubhairt iad ri Peadar, Gu fìrinneach is ann dhiubh siud fhèin a tha thusa; oir tha do chainnt gad bhrath.
MAT.26.74	An sin thòisich e ri mallachadh agus mionnachadh, ag ràdh, Chan aithne dhomh an duine. Agus air ball ghoir an coileach.
MAT.26.75	Agus chuimhnich Peadar briathran Iosa
MAT.27.1	Air teachd don mhadainn, ghabh uachdarain nan sagart uile, agus seanairean a’ phobaill, comhairle le chèile an aghaidh Iosa
MAT.27.2	Agus air dhaibh esan a cheangal, thug iad leo e, agus thug iad thairis e do Phontius Pilat, an t‑uachdaran.
MAT.27.3	An sin, nuair a chunnaic Iùdas, a bhrath e, gun do dhìteadh e, ghabh e aithreachas, agus thug e air an ais na deich‐buinn‐fhichead airgid do na h‑àrd‐shagartan, agus do na seanairean,
MAT.27.4	Ag ràdh, Pheacaich mi ann am brath na fala neochiontaich. Ach thubhairt iadsan, Ciod e sin dhuinne? Amhairc thusa air a sin.
MAT.27.5	Agus air tilgeadh uaithe nam bonn airgid anns an teampall, dh’imich e roimhe, agus chaidh e agus chroch e e fhèin
MAT.27.6	Agus ghlac na h‑àrd‐shagartan na buinn airgid, agus thubhairt iad, Cha chòir an cur anns an ionmhas, oir is luach fala iad.
MAT.27.7	Agus air gabhail comhairle dhaibh, cheannaich iad leo fearann a’ chreadhadair, a‑chum a bhith na àit‐adhlaic do choigrich.
MAT.27.8	Air an adhbhar sin goirear den fhearann sin, Fearann na fala
MAT.27.9	(An sin choileanadh an nì a labhradh le Ieremias am fàidh, ag ràdh
MAT.27.10	Agus thug iad iad airson fearann a’ chreadhadair, mar a dh’òrdaich an Tighearna dhòmhsa.)
MAT.27.11	Agus sheas Iosa an làthair an uachdarain: agus dh’fhiosraich an t‑uachdaran dheth, ag ràdh, An tusa Rìgh nan Iùdhach? Agus thubhairt Iosa ris, Thubhairt thu
MAT.27.12	Agus nuair a chuir na h‑àrd‐shagartan agus na seanairean cionta as a leth, cha do fhreagair e nì sam bith
MAT.27.13	An sin thubhairt Pilat ris, Nach cluinn thu cia lìon nithean air a bheil iad a’ toirt fianais ad aghaidh?
MAT.27.14	Agus cha tug e freagradh dha air aon fhacal; ionnas gun do ghabh an t‑uachdaran iongantas ro‑mhòr.
MAT.27.15	A‑nis ri àm na fèille
MAT.27.16	Agus bha aca, anns an àm sin, prìosanach ro‑chomharraichte, dom b’ainm Barabas.
MAT.27.17	Air an adhbhar sin, nuair a bha iad cruinn an ceann a chèile, thubhairt Pilat riu, Cò as àill leibh mise a chur fa sgaoil dhuibh? Barabas, no Iosa, den goirear Crìosd?
MAT.27.18	Oir bha fhios aige gum b’ann o fharmad
MAT.27.19	Agus nuair a bha e na shuidhe air cathair a’ bhreitheanais, chuir a bhean teachdaireachd da ionnsaigh, ag ràdh, Na biodh agadsa gnothach sam bith ris an fhìrean sin: oir is mòr a dh’fhuiling mise an‑diugh ann am bruadar air a shon‐san.
MAT.27.20	Ach chuir na h‑àrd‐shagartan agus na seanairean impidh air a’ phoball gun iarradh iad Barabas
MAT.27.21	Agus fhreagair an t‑uachdaran agus thubhairt e riu, Cò den dithis as àill leibh mise a chur fa sgaoil dhuibh? Thubhairt iadsan, Barabas.
MAT.27.22	Thubhairt Pilat riu, Ciod mas eadh a nì mi ri Iosa, den goirear Crìosd? Thubhairt iad ris uile, Ceusar e.
MAT.27.23	Agus thubhairt an t‑uachdaran, Carson? Ciod an t‑olc a rinn e? Ach is mò gu mòr a ghlaodh iadsan, ag ràdh, Ceusar e.
MAT.27.24	Agus nuair a chunnaic Pilat nach do bhuadhaich e a’ bheag sam bith, ach gun d’èirich an tuilleadh buaireis, ghabh e uisge, agus dh’ionnlaid e a làmhan am fianais an t‑sluaigh
MAT.27.25	Agus fhreagair am poball uile, agus thubhairt iad, Biodh a fhuil oirnne, agus air ar cloinn
MAT.27.26	An sin leig e fa sgaoil Barabas dhaibh: ach air dha Iosa a sgiùrsadh, thug e thairis e a‑chum a cheusadh.
MAT.27.27	An sin thug saighdearan an uachdarain leo Iosa do thalla
MAT.27.28	Agus air dhaibh a rùsgadh, chuir iad uime fallaing sgàrlaid.
MAT.27.29	Agus air dhaibh crùn droighinn fhighe, chuir iad ma cheann e, agus slat chuilce na làimh dheis: agus lùb iad an glùn na làthair, agus rinn iad fanaid air, ag ràdh
MAT.27.30	Agus thilg iad smugaid air, agus ghlac iad an t‑slat chuilce, agus bhuail iad anns a’ cheann e.
MAT.27.31	Agus an dèidh dhaibh fanaid a dhèanamh air, thug iad an fhallaing dheth, agus chuir iad a aodach fhèin uime, agus thug iad leo e a‑chum a cheusadh.
MAT.27.32	Agus nuair a chaidh iad a‑mach, fhuair iad duine o Chirène, dom b’ainm Sìmon: esan cho‐èignich iad a‑chum a chrann‐ceusaidh‐san a ghiùlan.
MAT.27.33	Agus nuair a thàinig iad gu ionad don ainm Golgòta, sin ri ràdh, àite claiginn,
MAT.27.34	Thug iad dha ri òl fìon‐geur
MAT.27.35	Agus nuair a cheus iad e
MAT.27.36	Agus shuidh iad, agus rinn iad faire air an sin:
MAT.27.37	Agus chuir iad a chùis‐dhìtidh sgrìobhte os a chionn, IS E SEO IOSA, RÌGH NAN IÙDHACH.
MAT.27.38	An sin cheusadh maille ris dà ghadaiche
MAT.27.39	Agus thug iadsan a bha a’ dol seachad toibheum dha
MAT.27.40	Agus ag ràdh, Thusa a leagas an teampall, agus a chuireas suas an trì làithean e, fòir ort fhèin: mas tu Mac Dhè, thig a‑nuas on chrann‐cheusaidh.
MAT.27.41	Mar an ceudna, thubhairt na h‑àrd‐shagartan, maille ris na sgrìobhaichean, agus na seanairean, a’ fanaid air,
MAT.27.42	Shaor e daoine eile; e fhèin a shaoradh cha chomasach e: mas e Rìgh Israeil, thigeadh e a‑nis a‑nuas on chrann‐cheusaidh, agus creididh sinn e.
MAT.27.43	Chuir e a dhòigh ann an Dia; saoradh e a‑nis e
MAT.27.44	Agus thug na gadaichean a cheusadh maille ris am beum ceudna dha.
MAT.27.45	A‑nis, on t‑siathamh uair bha dorchadas air an tìr uile
MAT.27.46	Agus mu thimcheall na naoidheamh uaire, dh’èigh Iosa le guth àrd, ag ràdh, Eli, Eli, lama sabachtani? Is e sin ri ràdh, Mo Dhia, mo Dhia, carson a thrèig thu mi
MAT.27.47	Agus air cluinntinn sin do chuid dhiubhsan a bha nan seasamh an sin, thubhairt iad, Tha am fear seo a’ ghlaodhaich air Elias.
MAT.27.48	Agus air ball ruith aon dhiubh, agus ghabh e spong, agus lìon e de fhìon‐geur i, agus air dha a cur air slait chuilce, thug e dha ra òl
MAT.27.49	Ach thubhairt càch, Leig dha, faiceamaid an tig Elias ga thèarnadh.
MAT.27.50	Agus nuair a dh’èigh Iosa a‑rìs le glaodh mòr, thug e suas a spiorad.
MAT.27.51	Agus, feuch, reubadh brat‐roinn an teampaill
MAT.27.52	Agus dh’fhosgladh na h‑uaighean, agus dh’èirich mòran de chuirp nan naomh, a bha nan cadal,
MAT.27.53	Agus chaidh iad a‑mach as na h‑uaighean an dèidh a aiseirigh‐san, agus chaidh iad a‑steach don bhaile naomh, agus nochdadh iad do mhòran.
MAT.27.54	A‑nis, nuair a chunnaic an ceannard‐ceud
MAT.27.55	Agus bha an sin mòran bhan (ag amharc am fad) a lean Iosa o Ghalile
