MAT.1.1	Tô môɲ wo Jésu wo na *kuŋga kelma Dabid wo na kuŋga *Abraham a men hen a na: 
COL.3.15	Bi bô jalê wo Krist béŋge hen na, bi dô tumôrŋge. Wôsa Emen uwôgêŋge bi kené hôn bô jalê bi wo hen bi kené yiɲ kurôŋgi yi wo pôn. Iyôŋ ba, ken liri dosé. 
COL.3.16	Kwôlo Krist wo na ken toy naɲ uɲé kêm wo yi bô a hen na, ken ɓu bôrŋge a dô men, ken geliɲ yerŋge men, ken yêgiɲ marŋge a men naɲ tu melênê. Ayêŋge kibi Emen naɲ kurôŋ heramê men, kurôŋ ayê kibi men, naɲ kurôŋ wo Tunu béŋge hen men. Kibéŋge hen iyôŋ ken liɲni dosé naɲ bôrŋge pôn. 
COL.3.17	Are kêm ka ken li men, kwôlo kêm wo ken kôl a men hen na, ken li mega wo Kelma Jésu gey hen iyôŋ men, ken liɲ Ibarna Emen dosé wô sari a men.
COL.3.18	Yébé, dôbiɲge kwôrɲêrŋge sarŋge wôsa dé wo ka biɲ naɲ Kelma ré li hen iyôŋ. 
COL.3.19	Imɲê, peréŋge yébérŋge ɗiba, ken bi turŋge mêne sarji a ré. 
COL.3.20	Kamrê, biɲge balêrŋge kwôlê sa are kêm a. Hena kené li hen iyôŋ na, dôriɲ Kelma. 
COL.3.21	Balê kamrê kaɲ imɲê, lêŋge bi bô kamneŋge tarji ré, réba bôrji ma mênê.
COL.3.22	Kenbay kaɲ limé kôba, biɲge bay iyére toŋge ka sa terare a nà kwôlê sa are kêm a men. Beŋgeji kwôlê wô tirji aɲ bi yirji ré dôrji sarŋge a mera ré, niɲba, ken biji kwôlê woɲ tiri wôsa ken hariɲ tini Kelma Jésu. 
COL.3.23	Jé wo yôŋ yôŋ wo ken li ná, lêŋge naɲ bôô pôn mega wo kené li biɲ na Kelma iyôŋ, ɗiba na mega kené li biɲ na megêrji gawrê iyôŋ né. 
COL.3.24	Men, ken hôn wo ré na Kelma a ré têbêŋge sa kôbreŋge naɲ aŋga Emen na ayiɲ tôri ɗiré biɲ ɓiɲé kari hen. Aɲ na Krist a na dami wo ken li jé biri hen ɗi. 
COL.3.25	Niɲba, kwôni wo li habiɲ ba, Emen a têbri sa kôbri wô kibi habrê wori bi wo ôbi li hen ɗiba, ôbi a derê tu kwôni ré.
COL.4.1	Kenbay bay iyéy limé, liɲge limé kaŋge bay ka hen aŋgaɲ gerérji men, kaɲ derôre men, wôsa kenbay kôba, ôbi iyéreŋge derômaraŋ a ya men.
COL.4.2	Lêŋnêŋge tô uwôlê Emen a aɲ ken mô tu geɲ men, ken liɲ Emen dosé a men. 
COL.4.3	Men, ken uwôl Emen wô sarni aɲ bi ôbi ɗi geré béni bi niné iyêliɲ kwôlê wo dôri wori men, uwôliɲ béré kwôli wo na yi kini uwôbêri a wo gengiɲ sa Krist hen a men. Aɲ na wô kibi kwôlê bi wo hen aɲa haw hen ené yiɲ daŋgay a hen. 
COL.4.4	Men, bi ené dô kwôlê wori sél bi ɓiɲé kêm ré hôni dô men. Wôsa yi gengiɲ san bi ené li hen iyôŋ.
COL.4.5	Erêŋge perê ɓiɲé ka hôn Emen né a hen naɲ tu melênê aɲ geré kêm wo ken uwôɲ na, ken li hen iyôŋ. 
COL.4.6	Iyêlêŋge naɲ tô toɲ baliyare naɲ ɓiɲé ka bi bôrji sa Krist ré hen men, bi kwôli kelêrŋge bi wo hen neŋgelé mega ɗôre iyôŋ a men. Ôbi a, kené hôniɲ geré ulê kwôlê sa kwôlê woji a.
COL.4.7	A kwôlo gengiɲ san ba, yênena Tikik wo nana geyri wo li jé wo Kelma naɲ bôri pôn naɲ en hen a erê derêŋge ba ka toyé seŋge
COL.4.8	Ôbi á, ené jéri ɗôd yerŋge a bi ré ô derêŋge kwôlini men, ré dôbêŋge ibiyare bôrŋge a a men hen. 
COL.4.9	En jéji naɲ Onésim yênena wo ɗebe sa têri a men, kwo nana geyri wo na yêneŋge woɲ kema iyére hen men. Bay a sa derêŋge kwôli are kêm ka sa sarni a nà hen
COL.4.10	Aristark wo yi daŋgay a naɲ en hen lêŋge dosé men. Mark woɲ kuna Barnabas hen kôba, lêŋge dosé a men. Mega wo na en kelêŋge kwôli hen iyôŋ na, hena ôbi ré biɲ uɲéŋge ba, ken ɓiri yerŋge a. 
COL.4.11	Jésu wo bay uwôgeri Justus hen kôba, lêŋge dosé men. Ɓiɲé bay ka subu ka en kebéŋge hiniji hen na, na Jubɲê ka bi bôrji sa Emen a men, na bay mera a lê jé naɲ en wô *emê iyére to Emen men, bay dôben ibiyare bôn a damaŋ a men.
COL.4.12	Epapras woɲ yêneŋge kema iyére wo li jé biɲ Krist Jésu hen kôba, lêŋge dosé. Ôbi uwôl Emen ta ta naɲ yi gwa wô sarŋge bi kené ɗebiɲ geraŋ men, kené gesiɲ tô ayê bôô woŋge a men, kené hôn aɲ kené li are kêm ka Emen gey hen a men. 
COL.4.13	En kôl hen iyôŋ bi kené hôn mega wo ôbi ré merên gaɲ wô sarŋge men, wô sa ɓiɲé ka Lawdisé men, ka Hiyérapolis a a men. 
COL.4.14	Luk woɲ dôktôr wo nana geyri hen, bay naɲ Démas kôba, lêŋge dosé men.
COL.4.15	Liɲge yênêrna ka Lawdisé men, liɲge Nimpa naɲ églis to yi iyére tori a hen dosé béni men. 
COL.4.16	Kiriɲa ken dêŋse magtubu hende to hen perêrŋge a niɲ na, ken biɲ églis to Lawdisé a bi dêŋse men, bi bay jéɲ naɲ magtubu to na en li biji hen bi kenbay kôba, ken dêŋse men. 
COL.4.17	Kôliɲge Arsip ré cubu tiri tô jé wo Kelma ré biri kôbri a hen dô aɲ ré duu kibri.
COL.4.18	Kwôli dosé to liɲ nà nà, na nôbi Pol a lê naɲ kôben wuɲê hen. Bi bôrŋge gôrbiɲ sa yé wo en yi daŋgay a hen né.
COL.4.18	Bi bô derê wo Emen baa naɲ ken.
1TH.1.1	Nôbi, Pol naɲ Silas naɲ Timoté a lê magtubu hende to hen béŋge kenbay ɓiɲé ka Ibarna Emen naɲ ka Kelma wona Jésu Krist ka Tésalonik a. Nini lêŋge dosé. Bi bô derê naɲ bô jalê wo Emen baa naɲ ken.
1TH.1.2	Nini liɲ Emen dosé kwôy kwôy wô sarŋge kêm men, kiriɲa nini mô wô uwôlêri ba, nini uwôli wô sarŋge a men. 
1TH.1.3	Kiriɲa nini mô wô uwôlê Ibarna Emen ba, nini erem sa jé wo ken li wô kibi ayê bôô woŋge hen men, kwo ken li wô kibi peré wo ken periɲ Emen hen men, wô kibi ɓeré wo ken ɓu bôrŋge iyêre sa aŋga ken ɗi bôrŋge sara tô Kelma Jésu Krist hen a men. 
1TH.1.4	Yênêrni, nini hôn wo Emen né peréŋge men, ré terêŋge kené yi kari a men. 
1TH.1.5	Wôsa béré Kwôlo Dôri wo nini uwôl hen na, na nini uwôl naɲ kwôlo kibrini a hen mera ré, niɲba, na naɲ néé wo Tunu toɲ hendi bô bôrê. Men, na nini hôn wo béré kwôlo niné iyêl hen, ré na tu kwôlê men, ken hôn hal wo na nini môriɲ perêrŋge a hen a men. Na nini li hen iyôŋ na wô derê woŋge. 
1TH.1.6	Men, kenbay ba, ken ay na sa têrni men, sa tê Kelma men. Bi wo ken geliɲ gusiɲ hen kôba, ken ay kwôlo Emen bôrŋge a naɲ yi derê wo Tunu toɲ hendi bô bôrê béŋge hen. 
1TH.1.7	Na ôbi á, kené na ari gelé ka dôri ka bay ayê bôô ka Maséduwan a naɲ ka Akay a aɲ bi bay ré liɲ hen iyôŋ men hen. 
1TH.1.8	Sa kebreŋge kenbay na, ɓiɲé toy kwôlo gengiɲ sa Kelma. Na sa iyé Maséduwan a naɲ Akay a mera ré, niɲba, kwôli bê bôô woŋge sa Emen a ôm naɲ kiriɲ kiriɲ aɲ kwôlo niɲa hô kelê gengiɲ sari ba, naɲ niɲ. 
1TH.1.9	Wôsa bay naɲ kibriji woji dô kwôli ɓeré wo na ken ɓeréni yerŋge a wulê wo na nini ôriɲ iyére toŋge a hen men, kwôli ɗé wo ken ɗéɲ kamrê aɲ ken bul uɲé Emen woɲ tiri woɲ ôbi merê tu geɲ a men hen wô lê jé biri. 
1TH.1.10	Men, kené môriɲ gemiɲ Kemari wo ré hena derômaraŋ a hera hen a men. Na Kemari Jésu wo ôbi biri ji si kamɲê hen ôbi a sa derêna bô bô tarê wo Emen wo a era hen.
1TH.2.1	Yênên, kenbay naɲ yerŋge ken hôn wo kergare to niné ô iyére toŋge a hen na, ré na wo beray ré. Wôsa aŋga nini ô wô lê hen na, nini duu dô. 
1TH.2.2	Pa dema niné era uɲéŋge Tésalonik a tô na, gusiɲ to bay na geléni men, tiiré wo bay na tiréni a Pilip a a men na, ken hôn niɲ. Iyére toŋge a kôba, ɓiɲé ka pôni li kumbul naɲ ni damaŋ, niɲba, Emen béni néé bi niné uwôliɲ béré Kwôlo Dôri wori béŋge. 
1TH.2.3	Aɲ kelê wo nini kôliɲ ɓiɲé bi ré bi bôrji sa kwôlo Emen a hen na, nini kôl na kwôlê woɲ benare ré men, kwoɲ bô habrê ré men, kwoɲ lamê kiriɲ né a men. 
1TH.2.4	Niɲba, na kwôlo Emen gey a niné kôl hen, wôsa ôbi berêni mega wo niné nêm aɲa ré béni kwôli niné kôliɲ ɓiɲé hen. Nini uwôl béré bi wo hen na wô wo gawrê ré dinéni ré, niɲba, bi ré dôriɲ Emen wo hôn ermé woni hen ɗi. 
1TH.2.5	Men, ken hôn men, Emen kôba, hôn a men wo kwôlo niné kôl hen na, ré na kwoɲ laserê kiriɲ ré men, niné bili na wô uwôɲiɲ gursu ré a men. 
1TH.2.6	Men, nini gey diné wo gawra ré men, kwoŋge kenbay ré men, kwo kani ka ɗaŋgi ré a men. 
1TH.2.7	Wôsa nini nêm wo ré niné néŋge wô wo niné na bay jé ka Jésu Krist, niɲba, nini li hen iyôŋ né. Aɲ kiriɲa na nini mô perêrŋge a hen na, na nini bêŋge ulôŋ môɲ iyore to biɲ kamne ulôŋ hen iyôŋ. 
1TH.2.8	Na wô peré wo nini peréŋge hen aɲa niné uwôliɲ béré Kwôlo Dôri wo Emen bi wo hen béŋge hen. Nini geyéŋge damaŋ aɲ ré na yerni bi kôba, niné ayê liɲ jé béŋge hen. 
1TH.2.9	Yênêrni, erméŋge sa jé wo nini li perêrŋge a merêniɲ kêm hen. Wulê bi wo na nini uwôliɲ béré Kwôlo Dôri béŋge hen na, na nini li jé yoyre naɲ tu tare aɲ bi niné môriɲ kwôni perêrŋge a hen né.
1TH.2.10	Men, na ken gel jé lêreni wulê wo na nini baɲ perêrŋge a kenbay bay ayê bôô hen men, Emen kôba, na hôn a men wo ré na jé lê wo dôri men, kwoɲ derôre a men ɗiba, ré na kwo habiɲ né. 
1TH.2.11	Men, ken hôn wo na niné cubu tirni tôrŋge a pôn pôn kêm mega wo iba kamrê ré liɲ naɲ kamni hen iyôŋ. 
1TH.2.12	Men, na nini dôbêŋge ibiyare bôrŋge a men, na nini jal bôrŋge men, na nini masêŋge bi jé lêreŋge ré dé tu Emen woɲ ôbi uwôgêrŋge bi kené si bô emê iyére tori a men, kené mô bô hini emê wori a a men hen.
1TH.2.13	Men, nini liɲ Emen dosé kwôy kwôy wôsa kiriɲa nini ulêŋge béré kwôli na ken toy aɲ biɲ bôrŋge sara hen na, na ken bô mega ré na kwôlo gawrê ré, niɲba, ré na kwo Emen. Na tiri, kwôlê bi wo hen na kwo Emen aɲa ré li jé bôrŋge kenbay kaɲ bay ayê bôô a hen. 
1TH.2.14	Yênên, na gusiɲ to bay na geliɲ églis to Judé to na to Emen aɲ bi bôre sa Jésu Krist hen a kenbay kôba, bay ré geléŋge hen men. Yênêrŋge gaŋ a geléŋge gusiɲ mega wo Jubɲê na geliɲ bay ayê bôô ka Judé gusiɲ hen iyôŋ men. 
1TH.2.15	Na Jubɲê bay ka hen a na deré Kelma wona Jésu naɲ bay kibi Emen ka tumô aɲa ré hô geléni gusiɲ kemnêŋ a men hen. Aɲ jé lêreji dôriɲ Emen ré men, bay na bay bayi ɓiɲé kêm a men. 
1TH.2.16	Bay mase ciré jerêni bi niné kôliɲ ɓiɲé ka na Jubɲê ré hen kwôlo Emen wo a gôliɲ naɲ ci hen. Ôbi a na têriɲ to bay li deriɲ kibi to gay gay to bay lêrê hen aɲ ɓugo bô tarê wo Emen sarji a.
1TH.2.17	Yênên, kiriɲa bay na dagêni sa iyére toŋge a na, doyreŋge lêni lê wo ken gel ré. Na yerni a na erê hen niɲba, tinini ba naɲ ken yeŋ. Aɲ nini mase wo niné herê ô geléŋge. 
1TH.2.18	Nôbi naɲ yen en genge têê kwône ené herê ô geléŋge niɲba, Sidan a jerêni. 
1TH.2.19	Na kenbay naɲ tô bay ayê bôô ka baa hen a na tô aŋga nini mô gem hen men, yi derê woni men, gwôyê woɲ damɲare wo niɲa diɲ deŋgôrni tumô Kelma wona Jésu a wulê wo ôbi a buloɲ heraɲ hen a men. 
1TH.2.20	Na tiri, wo kena ari dê deŋgô kani men, yi derê woni a men.
1TH.3.1	Ôbi á, gelé wo nana geliɲ yerna ré ca yeŋ hen na, nêmêni niɲ aɲa niné genge nibay naɲ Silas niné erê merê Atên a sem, 
1TH.3.2	aɲa na niné jé Timoté ô uɲéŋge hen. Ôbi na yênena wo li jé wo Emen naɲ nini men, nini uwôl béré Kwôlo Dôri wo Jésu Krist ɓem a men, ôbi á, niné jéri yerŋge a bi ré ô lê naɲ ken men, ré dôbêŋge ibiyare bôrŋge a aɲ bi kené ɗebiɲ iyêre sa ayê bôô woŋge a. 
1TH.3.3	Wô wo gusiɲ to bay geléŋge hen na, ma kena ɗéɲ geré wo Emen. Wôsa ken hôn mega wo gusiɲ na, ré yi gengiɲ na sarna nabay ɓiɲé ka Emen. 
1TH.3.4	Na nini kelêŋge ca tumô kiriɲa na nini baɲ perêrŋge a tô hen mega wo bay ré geléna gusiɲ aɲ haw hen ba, ken gel naɲ turŋge niɲ. 
1TH.3.5	Na ôbi á, bôn né ɓu kalmê ôm né aɲa na ené jé Timoté yerŋge a bi ré ô gelé na ba, kené bi bôrŋge dô sa Emen a baa ya ba, wôsa bôn hare wô wo Sidan ma ré lamêŋge aɲ jé wo na nini li perêrŋge a hen ma ré yé aŋga beray ɗéɲ iyôŋ.
1TH.3.6	Niɲba, ôbi bulo hera niɲ aɲ derêni kwôleŋge wo dôri kôl iyôŋ ba kené bi bôrŋge sa Jésu Krist a baa ya men, kené periɲ yerŋge a men. Men, ôbi kelêni kené erem sarni a dô baa ya men, doy geléni ré lêŋge mega nibay kôba, doy gelérŋge ré lêni hen iyôŋ men. 
1TH.3.7	Yênên, bi wo nini geliɲ gusiɲ gaɲ hen hari kôba, kiriɲa Timoté derêni mega wo kené bi bôrŋge sa Jésu Krist a baa ya hen iyôŋ na, bôrni kuriɲ tôŋ hari niɲ. 
1TH.3.8	Wôsa mega wo ken ɓu bôrŋge iyêre tô biɲare toŋge a naɲ Kelma a baa ya tô hen na, nini bér cagaga niɲ. 
1TH.3.9	Yerni bi wo yéni tumô Emen a wô sarŋge hen na, ré niné liri dosé wô sarŋge têê dubu kôba, nêm né tô tô. 
1TH.3.10	Men, nini uwôli yoyre naɲ tu tare bi ré béni bi niné hô ô geléŋge men, niné hô geléŋge aŋga gengiɲ sa geré wo Emen wo ken hôn ré tô hen men.
1TH.3.11	Bi Ibarna Emen naɲ yiri naɲ Kelma wona Jésu bi ré béni geré bi niné hô ô geléŋge. 
1TH.3.12	Bi Kelma wona béŋge bi ken periɲ yerŋge men, kené periɲ tô ɓiɲé ka ɗaŋgi kêm a men tumô tumô mega wo nibay nini peréŋge hen iyôŋ men. 
1TH.3.13	Na hen iyôŋ a, kené ɗebiɲ iyêrê tô kwôli a aɲ bi kené liɲ ani kani ka habiɲ né men, kené yiɲ gawrê ka séli tu Ibarna Emen a Wulê wo Kelma wona Jésu a buloɲ heraɲ sa terare a nà naɲ *manê ka derômaraŋ a kêm hen.
1TH.4.1	Yênên, kwôlo ɗaŋgi wo niɲa kelê a na: tumô ba, na nini geléŋge hal wo kené li aɲ ré dôriɲ Emen, aɲ ken li na hen iyôŋ hende to hen têj têj. Men, haw hen nini hô uwôlêŋge men, nini sôm sarŋge a a men naɲ hini Kelma wona Jésu bi kené li hen iyôŋ tumô tumô. 
1TH.4.2	Ken hôn na kaɲ tôô to Kelma wona Jésu wo na kôliɲ ɓiɲé ré li a niné kelêŋge hen men. 
1TH.4.3	Wôsa aŋga Emen gey na, na wo kené yi ɓiɲé ka séli tiri a men, kené jôô yerŋge sa yiɲare toɲ iyôŋ a tôŋ a hen a men. 
1TH.4.4	Men, bi i i ba, bi hôn kini merê naɲ tamni naɲ bô bôrê men, naɲ geréri a men. 
1TH.4.5	Ɗiba ken ɗi doy yébé lêŋge ɗê sarŋge mega wo liɲ ɓiɲé ka hôn Emen né hen iyôŋ né. 
1TH.4.6	Sa kwôlo gengiɲ sa wogé yébé bi wo hen na, bi kwôni liɲ yêni ôbi ayê bôô habiɲ gengiɲ sari ré yôd. Na nini kelêŋge ba, na nini hô kelêŋge a tô: mega wo ɓiɲé kaɲ bay lêre are bay ka iyôŋgi hen na, Emen a sa perêji. 
1TH.4.7	Wôsa Emen na uwôgêna bi nana yiɲ yiɲare toɲ iyôŋ a tôŋ né, niɲba, bi nana yiɲ gawrê ka séli tiri a ɗi. 
1TH.4.8	Ôbi á, kwôni wo ré kaɲ kwôlê bi wo hen na, na kwôlo gawrê a ôbi ré kaɲ hen né, niɲba, na kwo Emen woɲ ôbi béŋge Tunu toɲ hendi bô bôrê hen a ôbi ré kaɲ hen.
1TH.4.9	Yênên, kwôlo gengiɲ sa peré wo kené periɲ yerŋge hen na, ken gey bi kwôni ré li magtubu béŋge kwôli ré niɲ, wôsa Emen na geléŋge geréri niɲ. 
1TH.4.10	Na tiri wo ken pur ɓiɲé ka Emen ka sa iyé Maséduwan kêm haŋge, niɲba, nini uwôlêŋge bi kené hô li hen iyôŋ damaŋ a. 
1TH.4.11	Men, masêŋge bi ken mô dô men, cebéŋge turŋge tô aŋga na kaŋge kaɲ yerŋge a men, merêŋge bi ken li jé naɲ kôbreŋge woŋge mega wo na nini kelêŋge tumô niɲ hen iyôŋ. 
1TH.4.12	Lêŋge hen iyôŋ bi ɓiɲé ka ay bôrji ré tô hen na, ré dô kwôleŋge dô men, kené môriɲ kwôni ré men.
1TH.4.13	Yênên, kwôlo gengiɲ sa ɓiɲé kaɲ bay ayê bôô ka ma hen na, nini gey bi kené hôn tôri dô aɲ bi kené li nimré mega ɓiɲé ka pôni ka ari ɗé bôô sara kaji naɲ hen iyôŋ né. 
1TH.4.14	Wôsa nana hôn wo Jésu ré ma aɲ Emen ré biri ji si kamɲê men. Na hen iyôŋ a ɓiɲé ka ré ma tô Jésu a hen na, Emen ré sa biji bay ré jê sé kamɲê aɲ heraji naɲ Jésu men.
1TH.4.15	Kwôlo niɲa kelê haw hen na, na kwôlo Kelma wona na kôl niɲ. Wulê wo ôbi a buloɲ heraɲ hen na, nabay ka nana baa geɲ hen, naa erê tumô ka ma niɲ hen né kwôy. 
1TH.4.16	Aɲ wulê bi wo hen na, Emen a ayê tôri bé, menba, tôô dami wo *manê ka derômaraŋ a emê kaŋ ta, menba, buruɲju to Emen a emê menba, Kelma Jésu Krist naɲ yiri a herbo derômaraŋ a aɲ ɓiɲé ka na ma tô *Krist, kwo Emen dôri hen hen na, bay a jê sé kamɲê tumô. 
1TH.4.17	Aɲ nabay ka nana baa tu geɲ hen na, Emen a sa dayêna naɲ ci bô kiriɲ ka geri a wô jerê kwini Kelma wona ta aɲ naa sa erê merê naɲ ɗi yôd. 
1TH.4.18	Iyôŋ ba, ken dôbiɲ ibiyare bôrŋge a naɲ kwôlê bi wo hen.
1TH.5.1	Yênên, kwôlo gengiɲ sa wulê wo are bay ka hen a saɲ hen na, ken ôriɲ doy magtubu to niné li béŋge gengiɲ sa wulê bi wo hen ré niɲ. 
1TH.5.2	Wôsa kwôlo gengiɲ sa Wulê bi wo Kelma wona a buloɲ heraɲ dus mega gemsa wo so yoyre hen na, ken hôn dô niɲ. 
1TH.5.3	Kiriɲa ɓiɲé a kelê iyôŋ ba: «Kiriɲ ré yi naɲ jalêrji men, naɲ derêrji a men tô
1TH.5.4	Yênên, kenbay ba, ken mô na bô dilemne a wo wulê bi wo hen a jebéŋge dus môɲ ôbi gemsare iyôŋ ré niɲ. 
1TH.5.5	Wôsa kenbay kena kiriɲ ka peraŋgi men, kena kam kiriɲ ka wôli a men ɗiba, kena ka dilemne ré niɲ. 
1TH.5.6	Iyôŋ ba, na yéŋge kum mega wo ɓiɲé yiɲ hen iyôŋ né niɲba, na merêŋge tu geɲ men, na ɗéŋge tu melênê sa yerna a men. 
1TH.5.7	Hena kwôni wo ré gey yé kum ba, na yoyre a ôbi ré yi kum men, hena kwôni wo ré gey kwoyé care ba, na yoyre a ôbi ré kwoyé men. 
1TH.5.8	Niɲba, nabay ba, nana kiriɲ ka wôli iyôŋ ba na ɗi tu melênê sa yerna. Men, ayê bôô wona naɲ peré wo nana pur megêrna a men hen na, bi yi môɲ *bargay kaɲ kumbul kaɲ musure ka nana tôbe têliɲ yerna iyôŋ men, gelê wo nana ɗi bôrna sara hen kôba, yi môɲ jabga woɲ kumbul wo ken têliɲ sarŋge iyôŋ a men
1TH.5.9	Wôsa Emen na terêna na wo nana geliɲ gusiɲ tô bô tarê wori a ré, niɲba, ɗiré gôliɲ naɲ na wô kibi aŋga Kelma wona Jésu Krist li hen ɗi. 
1TH.5.10	Wôsa ôbi ma wô sarna aɲ bi nana ô merê naɲ ɗi aɲ ré nana ma na ma, ré nana mô na tu geɲ kôba, wulê wo ôbi a heraɲ hen na, na kwôlê wôni ré niɲ. 
1TH.5.11	Iyôŋ ba, ken dôbiɲ ibiyare bôrŋge a men, ken liɲ bô derê naɲ yerŋge kwôy kwôy mega wo ken liɲ niɲ hen iyôŋ.
1TH.5.12	Yênên, ɓiɲé ka li jé wo Emen perêrŋge a ka na ka Kelma ɗiji bi ré dô tumôrŋge men, ré geléŋge are a men hen na, nini uwôlêŋge bi kené biji kwôlê. 
1TH.5.13	Lêŋge tôrji a men, ken perji damaŋ a wô jé wo Emen wo bay li perêrŋge a hen. Kenbay kôba, ken mô naɲ bô jalê perêrŋge a a men.
1TH.5.14	Men, yênên, nini uwôlêŋge bi kené hal ɓiɲé kaɲ kuyɲê men, kené dôbe ibiyare bô ɓiɲé ka sun kwôlê hen men, kené li naɲ ka iya hen men, ulêŋge bôrŋge sa ɓiɲé kêm a a men. 
1TH.5.15	Berêŋge dô, hena kwôni ré lêŋge habiɲ ba, ken hô liri habrê hôriɲ turu a ré, niɲba, ken liɲ derê perêrŋge a men, ken li naɲ ɓiɲé kêm a men.
1TH.5.16	Lêŋge yi derê naɲ wulê wulê men, 
1TH.5.17	ken uwôl Emen ta ta a men. 
1TH.5.18	Hena kiriɲ ré dô, ré habiɲ kôba, ken liɲ Emen dosé. Wôsa na hen iyôŋ a Emen ré gey wo kenbay ka kené biɲ naɲ Jésu Krist hen kené li.
1TH.5.19	Jôriɲge Tunu lê jé wore ré men, 
1TH.5.20	ken bô kwôlo ɓiɲé ka kôl ciré na bay kibi Emen hen mega ani ré iyôŋ né, 
1TH.5.21	niɲba, ken kôbe tô kwôlo kêm wo bay kelêŋge hen ba, ré hena na ligi Emen a ba, aɲ kwo dôri a kené ay liɲ jé. 
1TH.5.22	Men, bi lê ani kani ka habiɲ uwôge henem ré a men.
1TH.5.23	Bi Emen woɲ ôbi biɲ ɓiɲé bô jalê hen li aɲ ken yi ɓiɲé ka séli tiri a men, bi gem ermé woŋge men, tunuŋge naɲ yerŋge kêm aɲ bi Wulê wo Kelma wona Jésu Krist a buloɲ heraɲ hen na, kwôlê wôni wo habiɲ ré sa ɓu sarŋge ré. 
1TH.5.24	Emen bi wo uwôgêŋge bi kené yi kari hen na, ôbi a lê wôsa aŋga ôbi genge ba, ôbi li môj môj.
1TH.5.25	Yênên, uwôlêŋge Emen wô sarni men.
1TH.5.26	Liɲge bay ayê bôô kêm dosé naɲ yi yé béni men.
1TH.5.27	En uwôlêŋge naɲ hini Kelma wona bi kené dôŋse magtubu hende to hen tumô bay ayê bôô a kêm.
1TH.5.28	Na kwôlo en gey kelê bi a hen. Bi Kelma wona Jésu Krist tô kibri sarŋge a.
2TH.1.1	Nôbi, Pol naɲ Silas naɲ Timoté a lê magtubu hende to hen béŋge kenbay ɓiɲé ka Ibarna Emen naɲ ka Kelma wona Jésu Krist ka Tésalonik a. Nini lêŋge dosé. 
2TH.1.2	Bi bô derê naɲ bô jalê wo Ibarna Emen naɲ kwo Kelma Jésu Krist baa naɲ ken.
2TH.1.3	Yênên, dé wo niné liɲ Emen dosé wô sarŋge kwôy kwôy. Nini liri dosé wôsa ken bi bôrŋge sari a baa ya tô men, kenbay kêm ken periɲ yerŋge damaŋ a men tô. 
2TH.1.4	Ôbi a, kiriɲa niné ɗebu tumô églisɲê ka Emen a ba, nini di deŋgôrni wô kebreŋge wôsa bay geléŋge gusiɲ damaŋ hari kôba, ken ɓu ayê bôô woŋge iyêre baa ya tô.
2TH.1.5	Na wô gusiɲ hende to bay geléŋge hen aɲa niné hôn wo Emen né sa jerê kwôlê sa ɓiɲé naɲ geréri hen, wôsa ken ɓu bôrŋge iyêre baa ya tô. Ôbi a Emen ré lê wo ka sé bô emê iyére tori a. Na wô wo ôbi na Kelma woŋge aɲa bay ré geléŋge gusiɲ hen. 
2TH.1.6	Ôbi a Emen né jerê kwôlê woɲ derôre aɲ ɓiɲé ka na geléŋge gusiɲ hen na, ôbi a geléji gusiɲ men. 
2TH.1.7	Ôbi a Wulê wo Kelma wona Jésu Krist naɲ manê kari ka derômaraŋ a ka ôriɲ naɲ néé hen a heraji hen na, kenbay ka bay geléŋge gusiɲ haw hen men, nibay a men na, ôbi a sa jalê bôrna. 
2TH.1.8	Ôbi a hera naɲ tare to kôle tô pelêm pelêm hen aɲ ɓiɲé ka hôn Emen né men, ka bi bôrji sa Kwôlo Dôri wo gengiɲ sa Kelma wona Jésu a ré hen a men na, ôbi a gelji gusiɲ
2TH.1.9	Bay a geliɲ gusiɲ kelaŋgê naɲ Kelma men, naɲ damɲare tori to ɗê kiriɲ hen a men. Ôbi a na mênê wo naɲ kwini hen. 
2TH.1.10	Wulê bi wo hen na, na wulê wo Kelma wona Jésu a heraɲ. Kiriɲ bay ka hen na, ɓiɲé kari a heramiri men, ɓiɲé kêm ka bi bôrji sari a hen a ayê kibri a men. Kenbay kôba, ka perêrji a men wôsa na ken bi bôrŋge sa béré kwôli wo na nini ulêŋge hen.
2TH.1.11	Na ôbi á, niné uwôl Emen ta ta wô sarŋge men hen. Men, nini uwôli bi jé lêreŋge ré biɲ naɲ uwôgê wo ôbi na uwôgêŋge hen men, nini uwôli bi ré béŋge néé bi kené liɲ aŋga dôri kêm ka ken gey lê hen men, kené liɲ jé sa ayê bôô woŋge a dô a men. 
2TH.1.12	Ôbi a ɓiɲé ré ayê kibi hini Kelma wona Jésu wô kebreŋge men, bay ré ayê kebreŋge wô kibri men. Na hen iyôŋ a bay ré gelé derê Emen wona naɲ Kelma wona Jésu Krist a men hen.
