MAT.1.1	Taku̱rda-o̱ u̱n baag-o Ye̱so 
2PE.1.15	O̱ rwo̱'e̱ me̱tte̱ m-se̱nge̱ de̱e̱n u̱m ru̱ru̱tu̱ no̱ ká rem-se cin m-mo̱ka. Me̱ u̱n ze̱e̱ kááne̱ remen no̱ ma'asté̱ se m-baks ko̱ o̱ ke da-o̱, da-o̱ me̱ merse̱.
2PE.1.16	Da-o̱ te̱ ru̱ru̱ no̱ u̱nze, Wan-Ko̱yan na Ye̱so 
2PE.1.17	Remen Shir o-Tato ya'astu̱ wu̱ m-se̱k m-se̱ps ne̱, da-o̱ ká co̱r-o̱ rwu̱u̱ne̱ be-de u̱n se̱ps-mo̱ u̱t-gwo̱mo o̱ zet wu̱, “Wu̱ ka wu̱ ro̱ Wà re, wu̱ me̱ m-co̱n o-zak m-so̱k ne̱ à.” 
2PE.1.18	Te̱ u̱n hi u̱n te̱, te̱ ro kon káne̱ u̱n 
2PE.1.19	Te̱ nepse̱ komo u̱nze, ma-to̱ 
2PE.1.20	Ro̱ u̱r-bon ne̱ no̱ nep u̱nze, ko̱ wan-gaan be-to̱ u̱n 
2PE.1.21	Me̱ u̱n ze̱e̱ kááne̱ remen 
2PE.2.1	Cin n-ga be-de hun-ne̱ ye̱ o-
2PE.2.2	Hun-ne̱ de̱e̱n a do̱re̱ co̱w-se u̱n ye̱ se m-ba m-'e̱, u̱n kaane̱ komo ye̱ ken ye̱ hette̱ hyan u̱n co̱w-yo o-nip ba u̱r-bon. 
2PE.2.3	Ya-o-su̱u̱b ye̱ ka ya-u̱r-yoos-ye̱. Ye̱a raks no̱ be-de u̱n ru̱re̱ u̱n no̱ u̱t-zwo̱m to̱ ye̱ cekre̱ à, remen ye̱ kumut rii ko̱ hwo̱r be u̱n no̱. Amba re̱ n-ga, Shir e̱ssu̱su̱te̱ wu̱a piishe̱ ye̱ u̱t-ma. Komo Shir ro̱ zo̱ngse̱ wu̱ nomot kaane̱. Komo wu̱a sabu̱rse̱ ye̱.
2PE.2.4	No̱ nepse̱ re̱ n-ga da-o̱ ye̱ ken 
2PE.2.5	No̱ nepse̱ u̱nze n-ga, u̱n da-o 
2PE.2.6	Komo no̱ nepse̱ n-ga, Shir piishite̱ hun-ne̱ ye̱ u̱n bo̱-to̱ o-
2PE.2.7	Wu̱ guug 
2PE.2.8	Wu̱ she'ette̱ mo̱sse̱ u̱n hun-ne̱ yo̱-ye̱ ne̱, ko̱ de ke ho̱-de wu̱ hyen rem-se u̱n ba u̱r-bon se ye̱ no̱me̱ à. Komo wu̱ ho̱ge̱ me̱n-u̱t jaas-to̱ ye̱ no̱me̱ à. Kap yo ka naaste̱ me̱n-to̱ u̱n wu̱ de̱e̱n, remen wu̱ ne̱t kashi-wu̱. 
2PE.2.9	U̱rege̱ har kááne̱ o̱, Wan-Ko̱yan nepste̱ bo̱ wu̱ he gu u̱n hun-ne̱ ye̱ Shir be-de u̱t-meger à. Komo wu̱ neps bo̱ wu̱ he se̱nge̱ u̱n 'ya u̱n yan-me̱n-u̱t jaas-to̱ u̱r-ko̱o̱b à, har ho̱-de u̱n piish u̱t-ma to̱ u̱r-ko̱m wo̱o̱nte̱. 
2PE.2.10	To̱ ka nip-to̱, yagu̱nte̱ ken ka ye̱ ro̱ m-do̱re̱ u̱n sabre̱-o̱ u̱n hur-de u̱n ye̱ de 
2PE.2.11	Ko̱ 
2PE.2.12	Amba ka yan-yoos-de u̱t-bo̱ ye̱ ro̱ m-no̱m u̱ntu̱n gu̱t-to̱ o-ko̱t to̱ ro̱tte̱ be̱e̱b-de o-ceker á, amba ye̱ ro̱ m-no̱m yo wu̱r-to̱ u̱n ye̱ co̱ne̱ ye̱ nom à. An no̱m ka gu̱t-to̱ remen hun-ne̱ shipt komo ye̱ pen. U̱ntu̱ u̱t-gu̱t ka yan-yoos-de u̱t-bo̱ ye̱ ro̱, remen kaane̱ ye̱ ro̱ m-rwo̱r u̱n ma-u̱t yo̱-to̱ be-de u̱n rii-yo ye̱ nape̱ á.
2PE.2.13	Shir a sabu̱rsu̱ ye̱ bo̱ ye̱ rwo̱'e̱ hun-ne̱ swo̱ u̱r-ko̱o̱b à. Ka yan-yoos-de u̱t-bo̱ ye̱ ro̱ m-ho̱ge̱ re̱re̱m-mo̱ u̱t-biki de̱e̱n be-de ye̱ ro̱ m-re̱ m-swo̱ ne̱ à, ko̱ u̱n no̱n-ho̱ cangam. Ye̱ ro̱ u̱n ho̱ge̱ o-zak ye̱ e̱gu̱ssu̱te̱ no̱ ko̱ da-o̱ ye̱ mo̱rge̱ u̱n no̱ ne̱ be-de u̱n karge̱ de m-re̱. Remen kaane̱ a no̱ m-gwo̱t m-se̱k ne̱ á komo ye̱ hantu̱ no̱ m-'e̱. 
2PE.2.14	Yish-ye̱ u̱n ye̱ shiishte̱ o-ás, go̱p-de u̱n ye̱ de 
2PE.2.15	Ye̱ yagu̱te̱ kashi o-co̱w, ye̱ do̱ru̱te̱ co̱w-o Baram wà Beyor wan-co̱n-to̱ u̱n hwo̱r-ye̱ u̱n me̱n-u̱t jaas-to̱. 
2PE.2.16	Amba Shir we̱ne̱g Baram no̱m u̱n rii yo̱-yo da-o̱ janka-yo u̱n wu̱ kangsu̱ wu̱ u̱n co̱r-o̱ u̱n ko-hun à.
2PE.2.17	Ka yan-yoos-de u̱t-bo̱ ye̱ hwaa ye̱ ro̱ u̱ntu̱n yish-to̱ m-ho̱ to̱ hu̱se̱ à, komo ya ye̱ ro̱ u̱ntu̱n zaan-mo̱ ke'ente̱-to̱ ba u̱n kem. Remen kááne̱ Shir e̱ssu̱te̱ ye̱ caari-o̱ u̱n kuub-o̱ comb-o rim-o̱ cip, o̱ ro̱ ye̱ u̱r-'er. 
2PE.2.18	Be-de u̱n se̱s-se u̱n ye̱ u̱n hun-to̱ o-hwaa ne̱, ye̱ du̱ru̱msu̱te̱ hun-ne̱ m-do̱re̱ u̱n co̱n-m rem-u̱s ma-hun. Ye̱ ro̱ m-se̱nge̱ ye̱ nakanté̱ ká ye̱ po̱sse̱ u̱n she'et-de 
2PE.2.19	Ye̱ ro̱ m-ze̱e̱ u̱n hun-ne̱, “U̱rege̱ no̱ do̱ru̱te̱ yoos-u̱r te̱, Shir a ru̱ no̱ do̱re̱ u̱n ka 
2PE.2.20	Me̱ u̱n ze̱e̱ yo ka mo̱sse̱ u̱n yan-yoos-de u̱t-bo̱ ne̱ remen ye̱ rwu̱nte̱ be-de u̱n rii-yo ba u̱r-bon yo u̱n ho̱no o-dak yo ro̱ m-naas u̱n hur-de u̱n hun-ne̱ à. Yo ka u̱n nome̱ remen ye̱ nak Ye̱so 
2PE.2.21	A jiish ye̱ a ro ze̱e̱ge̱ ye̱ tak u̱n nap u̱n co̱w-o kashi á, o̱tte̱ nap-mo̱ ye̱ napu̱ o̱ amba ye̱ tuke̱ o̱ o-cin o̱ a ya'asu̱ ye̱ à. 
2PE.2.22	Rii-yo ye̱ no̱me̱ à yo no̱mo̱g hond hond u̱n ka Swo̱o̱g-to̱ u̱t-Ma to̱ ne̱ u̱nze, “Wo̱-o gwo̱'o̱g u̱t-gwò̱ yo wargu̱ru̱ to̱ m-rekem.”
2PE.3.1	Nay-ne̱ re, o̱ ka o̱ ro̱ taku̱rda-o ayoore̱-o̱, o̱ u̱m genbu̱ no̱ à. N-me̱ u̱n ká taku̱rda-to̱ u̱t-yoor, u̱m se̱ngu̱te̱, u̱m dootu̱ no̱ jaab-o̱ u̱t-me̱n, no̱ nomot barag-se u̱r-bon be-de u̱n bakse̱ u̱n no̱ rii-yo no̱ rege̱ no̱ nepse̱ à. 
2PE.3.2	U̱m co̱no̱g no̱ baks Ma-to̱ Shir to̱ 
2PE.3.3	Yo jiishe̱ à, depete̱ no̱ nep u̱nze n-me̱ u̱n ho̱-to̱ u̱r-ko̱m, ya-u̱r-ar ro̱o̱n, ye̱ nemestú̱ no̱ remen sakto̱-o yo̱-o̱ garamsu̱te̱ ho̱o̱g-mo̱ u̱n ye̱.
2PE.3.4	Ye̱a zee, “¿Ashi wu̱ u̱n ze̱e̱ no̱ ka wu̱a mu̱u̱n à? To̱, ¿ke ne̱ wu̱ ro̱? Amba yatt-yo barme̱ á bo̱ ka ye̱ ro se̱k-ye̱ te̱ ye̱ u̱r-takan merse̱ kap à. Ko̱yan yo ro̱ bo̱ yo ro cin da-o̱ Shir no̱me̱ ho̱no o-dak à!” 
2PE.3.5	Bu̱nbarag ye̱ yage̱ rii-yo ye̱ nepse̱ à. Remen n-ga re̱e̱no̱ Shir ya'ag ma-to̱ u̱n wu̱. Komo u̱n no̱m u̱n kaane̱, wu̱ no̱me̱ u̱t-ke'ente̱. U̱n ka co̱w-o gaan-yo, wu̱ rwo̱'e̱ dak-o̱ rwu̱u̱n n-me̱ m-ho̱, wu̱ rigimse̱ o̱ m-ho̱.
2PE.3.6	Komo wu̱ sabarsu̱te̱ ka ho̱no o-dak o̱ n-ga o̱ m-ho̱, da-o̱ wu̱ hante̱ caari-o̱ u̱n kem à.
2PE.3.7	U̱n ká gom-u̱r gaan-de, Shir e̱ste̱ ho̱no o-dak o̱ m-mo̱ka o̱ o-To̱n ne̱ remen to̱ tu̱kt o-ra, komo a u̱n yagu̱ to̱ se̱ ho̱-de u̱n piish u̱t-ma u̱n sabarse̱ u̱n hun-ne̱ ne̱ ye̱ ro̱tte̱ Shir á.
2PE.3.8	Amba no̱ nay-ne̱ re taase to̱-to̱ ke no̱ kà rii gaan-yo á. Ho̱-u̱r gaan u̱n hak o-dugu ne̱ ragaan o̱ be-u̱r Wan-Ko̱yan.
2PE.3.9	Wan-Ko̱yan ro̱tt m-it be-de u̱n shoos u̱n ma-to̱ u̱n wu̱ á, bo̱ ye̱ ken ye̱ de̱ke̱ ye̱ zee it-mo̱ à. Me̱n-to̱ wu̱ ro̱ m-gaag rem no̱, remen wu̱ co̱n no̱ sabre̱ á, amba ko̱ wu̱ ke wu̱ waktu̱ne̱, wu̱ yagne̱ 
2PE.3.10	Amba ho̱-u̱r Wan-Ko̱yan a haan u̱ntu̱n ko-hyow. To̱n-o a e̱ge̱ har u̱r-dwu̱m ne̱, ho̱n u̱s-rem se a tu̱k o-ra, o-dak u̱n ho̱n u̱n rii-yo ro̱ ne̱ n-me̱ u̱n o̱ à yoa warag m-zar.
2PE.3.11	Cin de̱ kaane̱ ko̱yan he m-sabre̱ à, ¿Yan go̱ u̱n hun-ne̱ ye̱ depe̱ no̱ she'et? Depete̱ no̱ she'et u̱n ho̱o̱g-m no̱ ba m-ku̱ko̱p bo̱ Shir ro̱ à. 
2PE.3.12	Bo̱ no̱ u̱n gwo̱t-o̱ u̱n ho̱-de Shir wo̱o̱nte̱ ho̱r-m-ho̱r à, u̱n ká ho̱-de Shir a tu̱ks o-To̱n o-ra, komo ko̱ yo ke rii-yo n-To̱n yoa yee̱ u̱n hund-o̱ o-ra. 
2PE.3.13	Amba be-de u̱n dek u̱n ma-to̱ wu̱ e̱sse̱ à, a u̱n gwo̱t-o̱ u̱n haan-mo̱ u̱n To̱n-o pu̱-o̱ u̱n dak-o pu̱-o̱ ne̱, hur-o̱ u̱n kashi u̱n hun-ne̱.
2PE.3.14	Remen kaane̱ nay-ne̱ re, bo̱ no̱ u̱n waase̱-de u̱n ka rem-se korot kap à, se̱ngu̱ no̱. No̱ nom rii-yo u̱r-bon remen Shir hyenet no̱ ba m-ku̱ko̱p. Bo̱ wu̱a zee no̱ no̱mo̱g rii yo̱-yo á. No̱ nom rii-yo u̱r-bon komo remen Shir hyenet no̱ u̱r-she'et n-me̱ m-gwu̱gwu̱ mo̱ u̱r-hur u̱n wu̱ ne̱. 
2PE.3.15	Nap no̱ u̱n hur-u̱r no̱ u̱nze 'mo̱ u̱n hur-u̱r Wan-Ko̱yan na gwu̱-o̱, u̱ntu̱n bo̱ o̱r na Burus ge̱nbe̱ no̱ u̱n nap-se Shir ya'u̱ wu̱ à. 
2PE.3.16	Ragaan-wu̱ ge̱ne̱ taku̱rda-to̱ u̱n wu̱ mo̱sse̱ u̱n ká ma-u̱t gaan-to̱ ne̱. Amba ges-o̱ u̱n yo wu̱ rwo̱re̱ n-me̱ u̱n taku̱rda-to̱ u̱n wu̱ à ro̱ u̱n rem-o̱ m-nap ne̱. Hun-ne̱ ye̱ ro̱ kang-o gaan á, u̱n ko̱o̱b-de u̱n nap-se u̱n ye̱, ye̱ piti ma-to̱ u̱n wu̱, ye̱ muutu̱ to̱ rii ho̱r-yo n-ho̱n, bo̱ ye̱ we̱te̱ m-no̱m u̱n to̱ ken be-to̱ u̱n taku̱rda-o̱ Shir à. Be-de u̱n no̱m-mo̱ u̱n kaane̱ ro̱ m-rwo̱ Shir ro̱tte̱ ye̱ m-sabarse̱.
2PE.3.17	Remen kaane̱ nay-ne̱ re, bo̱ no̱ nepse̱ u̱n kaane̱ ne̱ à, 'er no̱ hi u̱n no̱ taase ma-to̱ u̱n hun-ne̱ ye̱ u̱n ba o-
2PE.3.18	Amba bo̱'o̱su̱ no̱ n-me̱ m-so̱k u̱n nap-u̱s Wan-Ko̱yan na Ye̱so 
1JN.1.1	Te̱ genbu̱te̱ no̱ ma-to̱ u̱n ká wu̱ ro̱kne̱ cin u̱r-takan à, ká wu̱ te̱ ho̱ge̱ ma-to̱ u̱n wu̱ komo te̱ hyenes à. Te̱ hyeneste̱ wu̱ u̱n yish te̱ komo te̱ ci'is wu̱ u̱n kom-u̱t te̱. Wu̱ gom-de u̱n ho̱o̱g de.
1JN.1.2	Ká wu̱ ro̱ u̱n 'ya u̱n ho̱o̱g à rwu̱u̱nte̱ cas, te̱ hyeneste̱ ko̱r-mo̱ u̱n to̱, komo te̱ ro̱ ya-u̱s-to̱r u̱n yo te̱ hyane̱ à. M-mo̱ka te̱ no̱ m-ru̱re̱ ka ma-to̱ u̱n ho̱o̱g-mo̱ u̱n ba m-ta mo̱, mo̱ ro'e̱ be-de Shir Tato na à, m-mo̱ka mo̱ be-u̱r na.
1JN.1.3	Yo te̱ ho̱ge̱, u̱n yo te̱ hyane̱ ne̱ à, yo te̱ no̱ m-ru̱re̱, remen no̱ ma'aste̱ kang-o gaan u̱n te̱ ne̱. Bo̱ te̱ kang-o gaan o-Tato ne̱ u̱n Wà u̱n wu̱ ne̱ Ye̱so 
1JN.1.4	Te̱ no̱ m-gene̱ u̱n kà rem-se remen te̱ shooste̱ zak-o te̱.
1JN.1.5	To̱m-o̱ ká o̱ te̱ o̱ ho̱gne̱ be-u̱r Ye̱so à komo o̱ te̱ ru̱ru̱ no̱, Shir cecar-mo̱, comb-o ro̱ ko̱n be-de u̱n wu̱ á ko̱ hiin. 
1JN.1.6	U̱rege̱ a m-ze̱e̱ a u̱r-she'et kang-o gaan u̱n Shir ne̱, amba a u̱r-she'et n-me̱ o-comb, bo̱-to̱ atte̱, komo a u̱n she'et-de o-nip á. 
1JN.1.7	Amba u̱rege̱ a u̱r-she'et be-de m-cecar bo̱ Shir ro̱ à, a kang-o gaan u̱n o̱r na ne̱. Komo hyó-m Wà u̱n wu̱ Ye̱so sokste̱ 
1JN.1.8	U̱rege̱ a ze̱e̱g a ro̱tt 
1JN.1.9	Amba u̱rege̱ a rwo̱ro̱g 
1JN.1.10	U̱rege̱ a ze̱e̱g a no̱m 
1JN.2.1	Yakar re, ye̱ me̱ m-was à, me̱ no̱ m-gende̱ u̱n to̱ ka, taase no̱ nom 
1JN.2.2	Wu̱ wu̱ ya'ase̱ hyó-mo̱ u̱n wu̱ u̱r-sake̱ a rurut na be-to̱ u̱n 
1JN.2.3	Kaane̱ o̱ a he m-nap a nak Shir, u̱rege̱ a do̱ru̱te̱ 
1JN.2.4	Ko̱wan wu̱ ze̱e̱ wu̱ nak Shir, amba wu̱ do̱re̱ 
1JN.2.5	Amba kap wu̱ no̱me̱ o-do̱ro̱tte̱ u̱n Ma-to̱ Shir à, co̱n-to̱ Shir shiig o-nip u̱n hur-de u̱n wu̱. Kaane̱ o̱ a m-nap u̱nze a kang-o gaan u̱n Shir ne̱. 
1JN.2.6	Kap bo̱n wu̱ ze̱e̱ wu̱ ro̱ kang-o gaan u̱n Shir ne̱ à, se̱ wu̱ no̱mo̱g bo̱ Ye̱so no̱me̱ à.
1JN.2.7	Nay re ne̱, ba 
1JN.2.8	Amba man hoks o̱ m-ze̱e̱ 
1JN.2.9	Ko̱wan wu̱ zee wu̱ ro̱ be-de m-cecar à, komo wu̱ ro̱ m-yage̱ u̱n o̱r u̱n wu̱, har m-mo̱ka à n-me̱ o-comb wu̱ ro̱. 
1JN.2.10	Wu̱ ro̱ m-was u̱n o̱r u̱n wu̱ à, n-me̱ m-cecar wu̱ ro̱. Wu̱ ro̱ m-no̱m rii-yo he kaps u̱n wu̱ ken á. 
1JN.2.11	Amba wan-yage̱-u̱t o̱r u̱n wu̱ ne̱, n-me̱ o-comb o̱ wu̱ ro̱. Tomso ne̱ n-me̱ o-comb o̱ wu̱ ro̱ m-neke̱. Wu̱ nap be-de wu̱ he m-hwo̱ u̱n na-o̱ u̱n wu̱ á, remen comb-o po̱o̱ste̱ yish-ye̱ u̱n wu̱.
1JN.2.12	No̱ yakar re, ye̱ me̱ m-was à, me̱ u̱n genbu̱ no̱
1JN.2.12	remen Shir ho'osu̱tu̱ no̱ 
1JN.2.12	rem Ye̱so 
1JN.2.13	Tat-ne̱ u̱n in-ne̱ ne̱, me̱ u̱n ge̱nbe̱ no̱
1JN.2.13	remen no̱ nepste̱ wu̱,
1JN.2.13	wu̱ ro̱ cin ba a ro no̱mo̱g ho̱no o-dak à.
1JN.2.13	No̱ be̱e̱b-ye̱, me̱ u̱n genbu̱ no̱ to̱
1JN.2.13	remen no̱ kapste̱ 
1JN.2.14	Yakar re, u̱m genbu̱te̱ no̱,
1JN.2.14	remen no̱ nepste̱ o-Tato.
1JN.2.14	Tat-ne̱, u̱m genbu̱te̱ no̱
1JN.2.14	remen no̱ nepste̱ ká wu̱ ro̱ cin u̱r-takan à.
1JN.2.14	Be̱e̱b-ye̱, u̱m genbu̱te̱ no̱ remen no̱ m-'wo̱ns ne̱,
1JN.2.14	komo ma-to̱ Shir ro̱ ko̱n n-me̱ u̱n no̱,
1JN.2.14	har no̱ mo̱'o̱gse̱ ká yo̱-yo yo.
1JN.2.15	Taase no̱ cu̱n ho̱no o-dak, ko̱ komo rem-se ro̱ n-me̱ u̱n o̱ á. U̱rege̱ wu̱ ken wu̱ co̱no̱g ho̱no o-dak, co̱n-to̱ o-Tato ro̱ ko̱n o̱ ká be-de u̱n wu̱ á 
1JN.2.16	Remen kap rem-se ro̱ u̱n ho̱no o-dak à, u̱ntu̱n hoob-o̱ u̱n ho̱ge̱ u̱n re̱re̱m-mo̱ u̱n rii-yo wu̱r-o co̱ne̱ à, u̱n go̱p-de u̱n hyan-o̱ u̱n yish ne̱, komo u̱n gwo̱n-mo̱ u̱n rii-yo a kume̱ ne̱ à. To̱ kà ba be-de o-Tato to̱ rwu̱u̱ne̱ á, amba be-de u̱n ho̱no o-dak to̱ rwu̱u̱ne̱. 
1JN.2.17	Ho̱no o-dak u̱n go̱p-de u̱n o̱ ne̱ a tees, amba ne̱t-wu̱ do̱re̱ co̱n-mo̱ Shir à wu̱a kum ho̱o̱g-o̱ ba m-ta.
1JN.2.18	Yakar re, ko̱m-de ho̱no o-dak de ka. Bo̱ no̱ ho̱ge̱ u̱nze wan-Ryaab-u̱s Ye̱so 
1JN.2.19	Ká hun-ne̱ ye̱ u̱n rwu̱u̱n be-u̱r na, myet u̱n kaane̱ ne̱ ye̱ kang-o gaan u̱n na ne̱ á. Ye̱ rotte̱ kang-o gaan u̱n na ne̱, ye̱ ro̱a she'et be-u̱r gaan u̱n na ne̱. Amba koos-mo̱ u̱n ye̱, mo̱ a nepte̱ ye̱ ma na ye̱ á, ko̱ n-ga.
1JN.2.20	Amba no̱, Ye̱so 
1JN.2.21	Me̱ m-gende̱ no̱, yanze me̱ u̱nze no̱ nap o-nip á, se̱ de̱ remen no̱ nepste̱ o̱. Amba no̱ nepste̱ yatt bo̱-to̱ he m-rwu̱u̱n be-de o-nip á. 
1JN.2.22	¿Wan wu̱ ro̱ ko-ya-u̱t-bo̱? Kap bo̱n wu̱ ro̱ m-ze̱e̱ Ye̱so wu̱ ro̱ 
1JN.2.23	Yatt-wu̱ he no̱m u̱n she-mo̱ u̱n Wà, wu̱ kumut o-Tato á, amba wu̱ go̱kse̱ Wà à, wu̱ ro̱ ká o-Tato ne̱. 
1JN.2.24	No̱ ne̱, rii-yo no̱ ho̱ge̱ cin n-ga ne̱ à, se̱ no̱ e̱ss yo u̱n hur-u̱t no̱. U̱rege̱ ne̱ rii-yo no̱ ho̱ge̱ à, no̱ e̱sste̱ yo u̱n hur-u̱t no̱, no̱a ma'as kang-o gaan o-Tato ne̱ u̱n Wà u̱n wu̱ ne̱, Ye̱so. 
1JN.2.25	Ye̱so swo̱ro̱g o-nu, wu̱a 'ye na ho̱o̱g-o̱ u̱n ba m-ta.
1JN.2.26	Me̱ m-gende̱ no̱ u̱m nekt to̱-u̱t no̱ remen go̱ u̱n ká ye̱ ro̱ no̱ u̱n co̱n m-e̱gu̱sse̱ à. 
1JN.2.27	Amba no̱, Ye̱so ya'aste̱ no̱ 
1JN.2.28	Yakar re, se̱ngu̱ no̱ n-me̱ u̱n 
1JN.2.29	U̱rege̱ no̱ nak 
1JN.3.1	Gwo̱t no̱ go̱ u̱n was-mo̱ Shir Tato na kutu̱ na à, har wu̱ zee na yakar-ye̱ u̱n wu̱ a ro̱. Ka bo̱o̱se̱ a ro̱. Hun-ne̱ ye̱ u̱n ho̱no o-dak ye̱ nap na á, remen ye̱ nap Tato na Shir á.
1JN.3.2	O̱r re ne̱, ye̱ me̱ m-was à, m-mo̱ka yakar-ye̱ Shir a ro̱. Amba har m-mo̱ka a kutu̱ na yo a he m-warag á. A nepste̱ da-de wu̱ mu̱u̱ne̱, a warag u̱ntu̱n Ye̱so 
1JN.3.3	Kap wu̱ hwo̱ u̱r-hur wu̱ waragte̱ u̱ntu̱n wu̱ à, se̱ wu̱ waragte̱ ba m-ku̱ko̱p 'mo̱ u̱r-hur bo̱ Ye̱so ro̱ à.
1JN.3.4	Ne̱t-wu̱ se̱nge̱ she'et-de 
1JN.3.5	No̱ nepste̱ Ye̱so 
1JN.3.6	Ko̱wan wu̱ she'ete̱ kang-o gaan u̱n wu̱ ne̱, wu̱a se̱nge̱ no̱m 
1JN.3.7	Yakar re, taase wu̱ ken wu̱ raks no̱, wu̱ ro̱ u̱n no̱m u̱n kashi u̱n rii à, kashi-wu̱, bo̱ 
1JN.3.8	Bo̱n ne̱t-wu̱ ro̱ m-ma'as u̱n no̱m u̱t-
1JN.3.9	Kap bo̱n ne̱t-wu̱ ro̱ mat-de Shir à, wu̱ m-se̱nge̱ u̱n no̱m 
1JN.3.10	Kaane̱ o̱ a he m-nap u̱n yakar-ye̱ Shir u̱n yakar-ye̱ u̱n 
1JN.3.11	Ma-to̱ no̱ ho̱ge̱ cin u̱r-takan à, to̱ ka, a was no̱ o̱r na ne̱.
1JN.3.12	Taase a warag u̱ntu̱n 
1JN.3.13	Yan-dor Ye̱so, taase no̱ bu̱p o-nu u̱rege̱ hun-ne̱ yagu̱tu̱ no̱ u̱n ho̱no o-dak. 
1JN.3.14	Na ne̱, a nepste̱ a po̱ssu̱te̱ m-mar, a wooste̱ be-de u̱n ho̱o̱g remen a m-was u̱n o̱r na ne̱ ne̱. Ne̱t-wu̱ ro̱ m-was u̱n o̱r u̱n wu̱ á, wu̱ ro̱'o̱su̱tu̱ru̱ o̱ ka u̱n she'et-de m-mar.
1JN.3.15	Ko̱wan wu̱ ro̱n yage̱-u̱t o̱r u̱n wu̱, wan-ho̱ de u̱n ne̱t-wu̱ ka. No̱ nepste̱ ne̱ wan-ho̱ de u̱n ne̱t ro̱ ko̱n wu̱ he m-she'et u̱n ho̱o̱g ne̱ o̱ Shir o̱ u̱n ba m-ta á. 
1JN.3.16	Rii-yo hante̱ a nept m-was à, remen Ye̱so 
1JN.3.17	Ne̱t-wu̱ hyane̱ wu̱ ro̱ u̱n rii-yo m-re̱ ne̱ à, wu̱ hyanu̱ru̱ o̱r ru wu̱ wu̱ ka wu̱ ro̱tt rii á, wu̱ ne̱, wu̱ 'ya wu̱ á, ¿was-mo̱ Shir ro̱ u̱n hur-de u̱n wu̱ o̱ ka? 
1JN.3.18	Yakar re, no̱ no̱m was-mo̱ o-nu temb á, amba yage̱ a hyenet u̱n rem-se no̱ m-no̱m à o-nip ne̱.
1JN.3.19	Kaane̱ o̱ a nape̱ u̱nze na ya-o-nip-ye̱, a ho'os hur u̱n na sak da-o̱ a m-e̱s u̱n he̱r-o̱ Shir à. 
1JN.3.20	Ko̱ hur-u̱r na kaps na, a nep u̱nze Shir aragte̱ hur-u̱r na, komo wu̱ neps ko̱yan. 
1JN.3.21	O̱r re ne̱, ye̱ me̱ m-was à, u̱rege̱ hur-u̱t na he̱e̱s na á, a she'et be-to̱ Shir sasa. 
1JN.3.22	Aa kum kap rii-yo a ko̱ne̱ be-de Shir à, remen a nomu̱tu̱ wu̱ o-do̱ro̱tte̱, tomso ne̱ a ro̱ m-no̱m u̱n rii-yo wu̱ co̱ne̱ à. 
1JN.3.23	Yo Shir ze̱e̱ a no̱m à yo ka: A she̱r no̱ u̱n jin-u̱r Wà u̱n wu̱ Ye̱so 
1JN.3.24	Ye̱ ro̱ o-do̱ro̱tte̱ u̱n 
1JN.4.1	O̱r re ne̱, ye̱ me̱ m-was à, yan-ko̱'o̱t u̱n ma-to̱ u̱t-bo̱ rusunte̱ ho̱no o-dak ko̱ kene̱ u̱nze yan-rwo̱r u̱n Ma-to̱ Shir ye̱ ka. Remen kaane̱, no̱ go̱ks ko̱wan wu̱ zee wu̱ ro̱ u̱n 
1JN.4.2	Co̱w-yo no̱ hette̱ nap u̱n u̱n 
1JN.4.3	Amba ka ne̱t-wu̱ rwo̱re̱ kaane̱ u̱n Ye̱so á, to̱ ka ku̱kt-o wu̱ rotte̱ à o̱ Shir o̱ á. Ka ku̱kt-o̱ ro̱ u̱n wan-Ryaab-u̱s Ye̱so ne̱, o̱ no̱ ho̱ge̱ o̱ ro̱o̱n à, ko̱ m-mo̱ka ma o̱ woosu̱nte̱ u̱n ho̱no o-dak.
1JN.4.4	Yakar re, yakar-ye̱ Shir ye̱ no̱ ro̱. Tomso ne̱ no̱ kapste̱ ka ya-u̱t-bo̱-ye̱ remen 
1JN.4.5	Ka ya-u̱t-bo̱-ye̱, ya u̱n m-was u̱n ka dak-o̱ ye̱, remen kaane̱ kap yo ye̱ rwo̱re̱ à, yo u̱n ka dak-o̱ yo, hun-ne̱ ye̱ u̱n ka dak-o̱ ro̱ ye̱ m-ke'e̱ u̱t-to̱. 
1JN.4.6	Na ne̱, hun-ne̱ ye̱ Shir-ye̱. Wu̱ nape̱ Shir à, wu̱ ro̱ u̱n raks u̱t-to̱ be u̱n na. Amba wu̱ nape̱ Shir á, ne̱t-wu̱ Shir wu̱ á, har wu̱ rakste̱ u̱t-to̱ be u̱n na á. Co̱w-yo a nepte̱ ma-to̱ o-nip to̱ rwu̱u̱ne̱ be-de Shir à, u̱n to̱ u̱t-bo̱ ne̱ à, yo ka.
1JN.4.7	O̱r re ne̱ ye̱ me̱ m-was à, a was no̱ o̱r na ne̱, remen m-was mo̱ u̱n rwu̱u̱n be-de Shir. Wu̱ ro̱ m-was u̱n o̱r u̱n wu̱ à, wu̱ ro̱ u̱n ho̱o̱g-m pu̱-mo̱ ne̱, komo mat-de Shir de, tomso ne̱ wu̱ nak Shir. 
1JN.4.8	Shir was-mo̱, komo ko̱wan wu̱ yage̱ was u̱n o̱r u̱n wu̱ à, wu̱ nap Shir á. 
