MAT.1.1	Kalara
EPH.5.15	Toan yen akyaè mianyiṅ; të mianyiṅ anë mëkud, nyiṅan anë mimfëfëg, 
EPH.5.16	toan bëlan ai abog, amu mëmos mënë abe. 
EPH.5.17	Asu te, të miabò mëkud, wogan hë ṅyian Nti. 
EPH.5.18	Të miasòg mëyòg, eyë tègè bindi asò ete; dzam da boan ntud ai Nsisim, 
EPH.5.19	miyiagan mina mina bia bi oyëṅ, ai bia bi olugu, ai e bia biasò a Nsisim, mibomo mvèt, miyiaga Nti bia, a minnëm mian, 
EPH.5.20	mivaa Zamba ya anë esya ngaṅ kòm esë asu bod bësë a dzoe Nti waan Yesus Kristus.
EPH.5.21	Boan mina mina mëwog ai wòṅ Kristus: 
EPH.5.22	Bininga bëbòòg bëyom mëwog anë babò Nti mëwog, 
EPH.5.23	amu fam enë nlo mininga anë Kristus anë nlo nda-Zamba, ṅnyè anë nkode nyòl. 
EPH.5.24	Ndò hm, akyaè ya nda-Zamba enë a edzoe Kristus, nala ngò fë bininga bëbòòg ai bëyom a dzam asë. 
EPH.5.25	Mina fam, diṅan bëyal ban anë Kristus angadiṅ nda-Zamba, akaba fë emen asu nda-Zamba te, 
EPH.5.26	asu yë na afubu dzò, amana dzò bò mfuban a ṅwòban mëndim a nkòbò, 
EPH.5.27	asu yë na atele emen nda-Zamba te osu efyèg, tègè ai atòn ngë mbòd, ngë dzom ziṅ ki nala, asu yë na etòbò mfufub, hë a saaṅ. 
EPH.5.28	Nala ngò fë bëfam bayean diṅ bëyal baban anë nyòl dzaban. E mod adiṅ mininga woe adiṅ emen. 
EPH.5.29	Amu mod ziṅ abë ya ki fëm nyòl dzie, dzam da atòṅ dzò, anòṅ ai dzò okala, anë Kristus anë ai nda-Zamba. 
EPH.5.30	Amu binë bidzo ya nyòl dzie. 
EPH.5.31	Asu te fam yayi lig esya ai nyia, alada ai ngal, abog te bò bëbè bayi bò nyòl dzia
EPH.5.32	E ndimba nyi enë anen abui. Ma makòbò adzo Kristus ai adzo nda-Zamba
EPH.5.33	Ndò hm mod osë ya abë mina adiṅi ngal anë adiṅ emen, ngal nyè fë ambarëga nnom.
EPH.6.1	A bòngò, boan bëbonde ban mëwog abë Nti. Nala ngò onë sosoo. 
EPH.6.2	Olugu esoa ban nyoa, e mvende ya ebëlë fë ngaga nyili, 
EPH.6.3	asu yë na obò mvoè, onyiṅ fë kòm a si
EPH.6.4	Mina, besya, të miatibili bòn ban, dzam da mikomodo bò, miyëgëlë bò ai ayëgëlë Nti.
EPH.6.5	Mina bëlò, boan bëdzoe ban ya si mu mëwog, ai wòṅ, ai mësis, ai nnëm mòngò, anë miabò ai Kristus mëwog; 
EPH.6.6	të miabò nala hë eyòṅ bayen mina, hë anë e bod badzëṅ miṅyene, boan anë bësye bë Kristus, a babò ṅyian Zamba ai nnëm osë, 
EPH.6.7	misye bò ai mbëmbe ṅyian anë miasye Nti, së ki bod, 
EPH.6.8	miyëmë na eyòṅ mod osë abò e dzam anë mbëṅ, Nti ayi nyè vë maan ya ete tò anë olò, tò anë fili mod. 
EPH.6.9	Mina bëti, boan bò dzam dëda, dzogan adzo mvam, miyëmë na Nti waban ai Nti waan anë a yob, ai na afyal ki bod a mësu.
EPH.6.10	Mëngakë luu nkòbò na, boan ngul abë Nti ai awonòṅ ya ngul dzie. 
EPH.6.11	Bòdan bikpëlë bi Zamba asu yë na mibi ngul ya abò nkanga a mëlam më Satan. 
EPH.6.12	Amu esëki ndum awu, enë ndum ya mialuman ai bidzoe, ai mingungul, ai bëdzoe bë e si dibi nyi, ai bëbe minsisim ya yob. 
EPH.6.13	Asu te, nòṅan bikpëlë bi Zamba asu yë na mibi ngul ya alaṅan a mbë amos, abog te, eyòṅ miayi mana bò e mam mësë ma, mitëbe bëtëtëlë. 
EPH.6.14	Tëbëgan hm tëtëlë, mibòd bëbëla a angëdëg, mëkyëbë mëtoa mina eben, 
EPH.6.15	mibòd bësilfas, mitoa a ngomëzan na miakad mbëmbë foe mvoè, 
EPH.6.16	minòṅ eben ya ṅyëbë a mam mësë, ete ngò miayi dim ndoan ya mëkòṅ më Mbë Modo ya mayoṅ ai ndoan. 
EPH.6.17	Bòdan fë ekongo akode, ai nyamëla nsisim, nala watyan na ebug Zamba. 
EPH.6.18	Kogëlan, midzaaga abog asë a nsisim, asu te boan okala a mban ngogëlan asu mimfufub misë, 
EPH.6.19	ai asu dama, asu yë na eyòṅ mayaè anyu, bëvë ma ebug makòbò ai fim esë na mëkad ndimba mbëmbë foe, 
EPH.6.20	mbëmbë foe te ṅnyè mëtii ai nyè a mësuṅ nyò, mëtoa nloman, asu yë na mëkòbò fò nyè ai fim anë mayean kòbò.
EPH.6.21	Asu yë na miyëm mbol mënë ai esye mabò, ndindiṅ madzaṅ Tukikos
EPH.6.22	ṅnyè malom abë mina asu te, asu yë na mibi mëfoe maan, avòli fë minnëm mian.
EPH.6.23	Mvoè ai ediṅ a i ṅyëbë ya biasò abë Zamba esya ai Nti Yesus Kristus bibòòg ai babëdzaṅ. 
EPH.6.24	Maa abòòg ai e bod bësë badiṅ Nti waan Yesus Kristus a enyiṅ kòm.
PHP.1.1	Paulus ai Timoteus, bësye bë Kristus Yesus, biatil mimfufub misë minë abë Kristus a Filipi, ai bëtëbë bë osu ai bëbò bë esye, 
PHP.1.2	maa ai mvoè a biasò abë Zamba esya ai Nti Yesus Kristus bibòò ai mina.
PHP.1.3	Makaṅ Zamba wama eyòṅ matsog mina, 
PHP.1.4	e ngogëlan makogëlan asu daan kòm esë, mëbòò dò ai mintag, 
PHP.1.5	a enyiṅ fufulu dzaan asu mbëmbë foe, atarigi amos osu, azaag kui etoa dzi, 
PHP.1.6	mëyëmë fò mbëṅ na e mod angatari abëṅ esye di abë mina ayi dzò dzala akui a amos Kristus Yesus. 
PHP.1.7	Mbol anë sosoo asu dama na mëtsog e mam ma asu mina bësë, mbol mëbëlë mina a nnëm wama, a mimbog miama ai a makaman, mëyini fë mbëmbë foe mina bësë ya miakaban ai ma maa. 
PHP.1.8	Amu Zamba anë ma wusnèt akyaè mayi mina bësë du a nnëm Kristus Yesus. 
PHP.1.9	Ndò makogëlan na ediṅ dzaan ebui hë mbuan, na miyëm, miyen fë, 
PHP.1.10	mibindi e dzi yadaṅ mbëṅ, asu yë na mibò mfuban, tègè ai bidzo a amos Kristus Yesus. 
PHP.1.11	Mitoa hë ndzalan ai bibuma mëkyëbë a nyòl Kristus Yesus asu duma ai olugu Zamba.
PHP.1.12	Mayi na miyëm, a babëdzaṅ, na e dzam angabò ma ndò angakë ai mbëmbë foe osu 
PHP.1.13	e kan yë na mësuṅ mama mëngayene a ngëëṅ a bë Kristus a bëdzoe bësë ai e bod bësë bëvòg, 
PHP.1.14	ai na abui babëdzaṅ bëbi azombo asu mimbog miama
PHP.1.15	Bëvòg ya ete bayedan Kristus asu zuṅa ai ziṅ, e ba bëvòg asu mbëmbë ṅyian. 
PHP.1.16	E ba babò dò ai ediṅ, bayëm na mënë hala na makaman ai mbëmbë foe, 
PHP.1.17	e ba babò asu zuṅa, bayedan Kristus ai minnëm mibè, bëtsogo na babag ma ndzug a mimbog miama. 
PHP.1.18	Dze enë ete? Ṅnyie anë anë na, tò ya tò ya, tò a mfugu, tò a bëbëla, bayedan Kristus, ndò matag etere. Hë da mayi yi fë tag, 
PHP.1.19	amu mayëm na adzo te layi sò ai ma akode, asu ngogëlan dzaan ai nkëan Nsisim Kristus wakè ma, 
PHP.1.20	mbol mayanga abui, mëfidigi fë na mayi ki sama a dzom ziṅ, dzam da, na, ai fim esë, anë abog asë ai etoa dzi, Kristus ayi bi olugu a nyòl dzama, tò mëwu, tò ki mënyiṅ. 
PHP.1.21	Amu asu dama, enyiṅ enë hë Kristus, awu atoa na madò. 
PHP.1.22	Hë da, ngë enyiṅ ya nyòl enë ma bibuma bi esye, mayëm ki e dzi mayi tòb. 
PHP.1.23	Mëyëmë a zaṅ byem bite bibè, mëbëlë ṅyian na mëkë
PHP.1.24	Alaṅan a nyòl wa onë ai mina mfi abui. 
PHP.1.25	Mbol matoan yëm nala mbëṅ, mayëm na mayi tòbò, mëtoa mina bësë a mgbag asu yë na mikë osu ai mintag a zen ṅyëbë, 
PHP.1.26	asu yë na enguṅ dzan efuguzan abë Kristus Yesus abë ma eyòṅ mayi dugan sòṅ a bë mina. 
PHP.1.27	Nyiṅan hë mbol wayean ai mbëmbë foe Kristus asu yë na tò mësò, mëyënë mina, tò masëki we, mëwodan minlaṅ mian, na mitëlë a kpiim ai nsisim mbòg, nnëm mbòg, mikëan a ṅyëbë mbëmbë foe, 
PHP.1.28	mina të mbara tò nziziṅ waan a dzam ziṅ, nala wayi bò lëdë amala daban, olëdë mina akode daan. Dzom te yatye abë Zamba. 
PHP.1.29	Amu bëngavë mina na, asu Kristus, mibi ngul ya ayëbë nyè, së hm ki hë nala, ngul yë na mibi mintye asu die, 
PHP.1.30	miluman e bita mingayen na binë bita biama, mbiè fë miawog minlaṅ abë ma bili
PHP.2.1	Ndò hm awonòṅ anë abë Kristus, evòli ediṅ, enyiṅ fufulu nsisim, ediṅ a i ngòl, 
PHP.2.2	dzalan mintag miama ai mbol miatsog dzam dëda, mibëlë ediṅ dzam dëda, nnëm mbòg mbòg, ntsogan mbòg mbòg, 
PHP.2.3	mod tègè dzëṅ mfi woe emen, tègè dzëṅ engëlzëg, dzam da, ai edzòdi-nyòl, telegan e bod bëvòg osu, bëlodo mina; 
PHP.2.4	të mod adzëṅ mfi woe, hë da adzëṅë fë mfi mod osë. 
PHP.2.5	Bëlëgan e mintsogan Kristus angabë abëlë abë nyè emen
PHP.2.6	 ṅnyè atoa nyòl Zamba,
PHP.2.6	andzëki yen na nala te wakyëbë ai nyè
PHP.2.6	na ban Zamba bëbò nkoṅ,
PHP.2.7	ndò angadzòdi emen,
PHP.2.7	anòṅò nyòl olò, angafulan ai mod;
PHP.2.7	bëngayen nyè a mis anë mod,
PHP.2.8	adzòdi emen,
PHP.2.8	ndò angabò mëwog akëlë kui a awu, awu ya klos ben!
PHP.2.9	Asu te ndò Zamba nyè angabede nyè,
PHP.2.9	avëë nyè e dzoe lalod dzoe asë,
PHP.2.10	asu yë na a dzoe Yesus, abòṅ asë akudëban a si,
PHP.2.10	tò a yob, tò a si, tò a tolendoṅ,
PHP.2.11	ai na anyu asë amëm na Yesus Kristus anë Nti,
PHP.2.11	asu duma Zamba esya.
PHP.2.12	A mindidiṅ miama, antoa hm na, akyaè ya miakad ya sòṅ miabò mëwog, -së ki hë eyòṅ mënë ai mina, tò fë etoa dzi a masëki hala,- syean ai ngul asu akode daan ai wòṅ, ai mësis. 
PHP.2.13	Amu Zamba ṅnyè asye abë mina, ndò fë ayi sye asu mbëmbë ṅyian
PHP.2.14	Boan mam mësë tègè ai minaṅëdan ngë mimfèt, 
PHP.2.15	asu yë na mibò tègè ai atòn, ai evovoe nnëm, bòn bë Zamba a saaṅ a zaṅ e bod bë mvol bënë ndaman ba, a zaṅ dzaban ngò miafyè anë atitie a si-ndon, 
PHP.2.16	milëdëgë ebug enyiṅ, asu enguṅ dzama a amos Kristus, amu mandzëki mbara mbil a zëzë, ndò fë mandzëki wu esye a zëzë. 
PHP.2.17	Dzam da, ngë mëki mama mayean soeban anë efaè mëtunëṅa asu ṅyëbë waan, mawog dò mintag, mëtaga fë ai mina bësë. 
PHP.2.18	Mina fë taan, mitag fë ai ma dzam dëda nala.
PHP.2.19	Mafidi abë Nti Yesus na mëngayi ya mina lom Timoteus, asu yë na nnëm obò ma ovëves eyòṅ mayi wog mëfoe maan. 
PHP.2.20	Mabëlë ki mod mfë anë nyè, ya anë dzam mvaman ai mina mfaṅ. 
PHP.2.21	Amu bod bësë badzëṅ hë mfi waban, së ki e hi Yesus Kristus. 
PHP.2.22	Miayëm wò-esye woe, amu angasye ai ma fufulu asu mbëmbë foe anë mòn asye ai esya. 
PHP.2.23	Ṅnyè hm mafidi na mayi lom ṅnyie anë mayi yëm etye mëtëlë. 
PHP.2.24	Mëbëlë afidi abë Nti na mamen mayi fë vol sòṅ we. 
PHP.2.25	Mëyen fë na anë ai mfi na mëlom mina Epafroditus
PHP.2.26	mbol angabë ayi mina bësë du, nnëm otoa nyè a mëlunga, mbol mingawog na angabë akònò. 
PHP.2.27	Amu angakòn fò, awu ai enyiṅ ntye mbòg; Dzam da ndò Zamba angayen nyè ngòl, së ki hë nyè, tò fë mamen, asu yë na të mintye miabag ma a nyòl hë mbagan. 
PHP.2.28	Asu te hm malom mina nyè ai abui mvam asë, asu yë na mitag eyòṅ miadugan nyè yen, ma fë mëbi evovoe. 
PHP.2.29	Soan hm ai nyè abë Nti ai mintag misë, mikama fë e bod bënë anë nyè, 
PHP.2.30	amu angafam wu asu esye Kristus, ayii lig enyiṅ dzie, asu yë na adzala esye miyean bò.
PHP.3.1	Mëngakë luu nkòbò na, a babëdzaṅ, taan abë Nti. Nala waandëgëlë ki na mëbaala mina e mam ma, nala onë ai mina mfi. 
PHP.3.2	Mibòòg okala ai mvu! Mibòòg okala ai bëbe bëbò bisye, ai e bod babaè avëṅ a nyòl. 
PHP.3.3	Bia binë bod ya akele, e bia ya bialugu a Nsisim Zamba, bibòòg enguṅ a bë Kristus Yesus tègè fudi afidi daan a nyòl, 
PHP.3.4	afyaṅan bò na mënë dzam bò enguṅ tò a nyòl. Ngë mod ziṅ ayen hala na akyëbë ai afidi nyòl dzie, kë malod nyè a! 
PHP.3.5	Bëngakele ma amos mwomo; mënë mod ya ayòṅ Israel, a nda-bod Benyamin, man Ebrea, mòn Ebrea, mfag mvende, mënë man Farisea, 
PHP.3.6	mëngaluman ai nda-Zamba ai abui evag, asu mëkyëbë ya mvende, mëngabë të ai atòn; 
PHP.3.7	E dzi esë ya engabë ma ai mfi, mëngayen na, asu Kristus, engabë ma edzèè abog. 
PHP.3.8	Ndò mëngayen yen na mam mësë mënë ma edzèè abog etòm ayëmë-lë Kristus Yesus Nti wama, ya anë mbëṅ ya walod bisë, asu die ngò dzom esë yavëṅan zëzë, mëyënë na enë hë akun, asu yë na mëdò ai Kristus, 
PHP.3.9	mëtòbò abë nyè, ma tègè ai mëkyëbë mama ya masò a mvende, hë e ma masò a ṅyëbë ya mayëbë Kristus, e mëkyëbë masò abë Zamba asu ṅyëbë, 
PHP.3.10	na mëyëm nyè, mëyëm fë ngul akui-lë sòṅ die ai anòṅ ngab a mintye mie, na mëfulan fë ai nyè a awu die, 
PHP.3.11	na mëkë kui a akui-lë sòṅ bëwu.
PHP.3.12	Së ki na mëkui ya etye te, ngë ki na mëntoa ya ntud nala, makë ai ndzëṅan osu, mëfidigi na mayi bi, akyaè ya Kristus angabi ma
PHP.3.13	A babëdzaṅ, mamen matsog ki na mayi dò bi; Mabò hë dzom dzia: Mavoan e mam ya mvus, mëtoṅo hë e ma ya osu, 
PHP.3.14	matoṅ fò a mëmana, e maan ya mënë na Zamba angaloe ma a yob abë Yesus Kristus. 
PHP.3.15	E bia ya biwon ya, eyë ntsogan nala. Ndò fë ngë miatsog mbol mfë, Zamba ayi fë mina dò kulan. 
PHP.3.16	E hom osë bikë ya kui, nkaṅan ai nala osu.
PHP.3.17	Vuan ma, a babëdzaṅ, mifòmbògò fë e ba ya banyiṅ anë mingayen mvulna abë bia. 
PHP.3.18	Amu abui bod banyiṅ hala -mazuzu ya makad mina adzo daban, etoa dzi makad mina dò mëyono- bënë minziziṅ mi klos Kristus, 
PHP.3.19	a mëmana, bayi dzaṅ, Zamba waban anë abum daban, bëbëlë duma a osama waban, mbò batsog hë mam më si. 
PHP.3.20	Amu dzal daan anë a yob, awe ngò fë biayanga nkode, Nti Yesus Kristus, 
PHP.3.21	ṅnyè ayi tsende obobòd nyòl vi na ofulan ai nyòl duma dzie, ai e ngul abëlë na atëgë byem bisë.
PHP.4.1	A babëdzaṅ ya madiṅ, mëyii fë mina du, mintag miama ai ekad-olugu dzama, antoa hm na, boan minkanga nala abë Nti.
PHP.4.2	Malëb Eodia, mëlëbë fë Sintikè, na bëlad abë Nti. 
PHP.4.3	Owe, a mfaṅ mvoe mintye dzama, madzaè wa na ovòli e bininga ba, amu bëngaluman fufulu ai ma asu mbembë foe, fufulu ai Klemens ai e bod bëvòg basye ai ma fufulu, a moe maban mënë a kalara enyiṅ. 
PHP.4.4	Taan abë Nti kòm esë. Madugan baala, taan! 
PHP.4.5	Bod bësë bayean yëm fin dzaan. Nti antoa ya babi. 
PHP.4.6	Të miasaṅan; Boan na Zamba ayëm mëyaṅan maan a ngogëlan esë ai a ṅyëdan ai mvëṅan ngaṅ. 
PHP.4.7	E mvoè Zamba yalod fëg esë yayi kala minnëm mian ai mintsogan mian abë Kristus Yesus. 
PHP.4.8	A babëdzaṅ, mëngakë luu nkòbò na, e dzi esë enë bëbëla, e dzi esë enë sosoo, e dzi esë enë a saaṅ, e dzi esë yayean ai ediṅ, e dzi esë enë ntomba, e dzi enë mbëmbë fulu, ai dzam olugu, mam mëte mmò mitsogo. 
PHP.4.9	E mam ya mingayègè, a bëngavë fë mina, a mingawog, miyënë abë ma, mmò boan. Zamba mvoè nyè fë ayi bò ai mina.
PHP.4.10	Matag abui abë Nti na midugan ya nèè mbëmbë ntsogan mibëlë asu dama; mayëm na mingabë fò mimvaman asu dama, hë da tègè ai afola. 
PHP.4.11	Së ki na mënë a mëyaṅan, ndò makòbò nala, amu mëngayègè na tò mëtëlë a etye efe, hë mëtoa mintag. 
PHP.4.12	Mayëm nyiṅ a mëbua, mëyëmë fë nyiṅ a ntam. Akyaè etye esë, mënë nkomëdan: tò na madzie, tò mawog zie, tò mëbëlë abui, tò mënë a mëyaṅan. 
PHP.4.13	Mënë dzam bò mësë abë e nyò avë ma ngul. 
PHP.4.14	Dzam da mingabò mbëṅ mbol minganòṅ ngab a mindzug miama.
PHP.4.15	A bod ya Filipi, mina fë miayëm na a mëtari më mbëmbë foe, eyòṅ mëngatye a Masedonia, nda-Zamba ziṅ fë yandzëki sye ai ma fufulu na biavòlan bia bia, hë mina fò etam, 
PHP.4.16	amu mingalom ma ekè abui biyòṅ a Tesalonika. 
PHP.4.17	Së ki na madzëṅ bifaè, madzëṅ hë e bibuma bianaṅ asu mfi waan. 
PHP.4.18	Bëyaan ya ai ma alodo ben nala. Mënë ndzalan, mbol mëngabi atom ya mingalom ai Epafroditus, mëtunëṅa ya manyum mbëṅ, mëtunëṅa bayëbë, a manyëb Zamba a nnëm. 
PHP.4.19	Zamba wama ayi mina dzala ṅyian waan osë mbol abëlë abui akuma abë Kristus Yesus. 
PHP.4.20	Duma ai Zamba ya anë fë esya waan a bisëb bisëb. Amen.
PHP.4.21	Sugan e mod osë anë mfufub abë Kristus Yesus. E babëdzaṅ bënë ai ma basug mina. 
PHP.4.22	Mimfufub misë miasug mina, adaṅ adaṅ a e ba ya nda Kaiser. 
PHP.4.23	Maa Nti Yesus Kristus abò ai nsisim waan.
COL.1.1	Ma Paulus, man apostel Kristus Yesus a ṅyian Zamba, ai Timoteus, madzaṅ, 
COL.1.2	biatil mimfufub ai babëdzaṅ bayëbë Kristus a Kolosi; mvoè ai maa bibò ai mina, bisòò abë Zamba esya waan.
COL.1.3	Biakaṅ Zamba esya Nti waan Yesus Kristus kòm esë, eyòṅ biakogëlan asu dan, 
COL.1.4	mbol biawog foe ṅyëbë miayëbë Kristus Yesus, ai ediṅ mibëlë asu mimfufub misë, 
COL.1.5	asu afidi bënganyie mina a yob, a mingatari wog a ebug bëbëla mbëmbë foe 
COL.1.6	ya angasò abë mina, akyaè ya abugëban a si esë, anaṅa fë anë abë mina, atarigi amos mingawog, miyëmë fë maa Zamba a bëbëla. 
COL.1.7	Akyaè ya mingayègè abë Epafras, ndindiṅ mvoe bisye wama; anë mbò esye afidi Kristus a mëyian man, 
COL.1.8	ṅnyè angalèè bia ediṅ dzaan a nsisim.
COL.1.9	Asu te hm, bia fë, atarigi amos bingawog dò, biavòd ki bò ngogëlan asu daan, bidzaaga Zamba na midzie ai ṅyëman ṅyian woe a fëg esë ai ntsogan ya nsisim, 
COL.1.10	na minyiṅ anë mbol wayean ai Nti, midzëṅë na minyëb nyè a nnëm a mam mësë, a e dzam asë anë mbëṅ, 
COL.1.11	avë mina ngul kan esë, anë ngul duma die asu kan fin esë ai afu-nnëm. Ai mintag a nnëm 
COL.1.12	biakaṅ esya ya abò na bikyëbë ai ngab mimfufub a mfyè. 
COL.1.13	Nnyè angakode bia a edzoe dibi, akëlë ai bia a edzoe mòn ediṅ woe, 
COL.1.14	abë nyè ngò bibëlë akode, ai evaè minsëm.
COL.1.15	Anë nsisim e Zamba ya bayen ki,
COL.1.15	Ntol bikokoma bisë,
COL.1.16	Amu abë nyè, byem bisë ya yob ai e bi ya si bingakomban,
COL.1.16	Ebi bayen ai e bi bayen ki, tò mintomba, ai bati, ai bidzoe,
COL.1.16	ai mingungul; Byem bisë bingakomban ai nyè asu die.
COL.1.17	Emen anë osusua bisë, ndo byem bisë bitii abë nyè.
COL.1.18	Anë nlo nyòl, nyòl ya enë nda Zamba.
COL.1.18	Ṅnyè anë mëtari, ntol ya bëkon, Asu yë na atëbë osu a mam mësë,
COL.1.19	Amu angadiṅ na ntud osë otòbò abë nyè,
COL.1.20	Ai na a nyòl dzie, alad byem bisë abë nyè,
COL.1.20	Amana kom bitòm bisë ai mëki ya klos dzie, tò a yob tò a si.
COL.1.21	Angalad fë ai mina ya mingabë bëdzin ai minziziṅ okoba asu mintsogan ya bëbë bë mam, 
COL.1.22	etoa dzi, alad ya mina a nyòl minson dzie ai awu na miṅyene mimfufub, tègè ai atòn, tègè ai etòm ziṅ a mis moe, 
COL.1.23	ngë milaṅan a kpiim a ṅyëbë tègè tigibi, tègè fëṅëlan a afidi mbëmbë foe mingawog, a bëngakad a ekokoma esë ya enë a si, mbëmbë foe te hm ma Paulus masye.
COL.1.24	Etoa dzi, matag a mindzug misë asu daan, ndò fë madzala a minson miama, e dzom yadzëman a mindzug mi Kristus asu nyòl dzie ya enë nda Zamba. 
COL.1.25	Endzò mavëṅan mod bisye dzie akyaè Zamba abëlan ai dò, avë fë ma na mëdzala ebug Zamba abë mina, 
COL.1.26	e ndimba engabë esòlò atarigi a bisëb bisëb, atarigi fë anë miè bod minë, etoa dzi, yakulan asu mimfufub mie, 
COL.1.27	mmiè Zamba angayi na miyëm akyaè akuma duma ya e ndimba nyi a zaṅ bëhaiden, endzò enë Kristus abë mina, afidi duma. 
COL.1.28	Kristus te ṅnyè bia biayedan, bilëbë mod osë a fëg esë, asu yë na bilëdë mod osë ntud abë Kristus. 
COL.1.29	Asu te mawu esye, mëluman a nkoṅ e ngul dzie yasye ma a nyòl ai fim esë.
COL.2.1	Amu mayi na miyëm e mod ndum mëbëlë asu dan ai asu eba ya Laodisea, e ba bësë bëvòg ya babë ki ma yen ai mis, 
COL.2.2	asu yë na bëbi evòli a minnëm miaban, bëlad a ediṅ, ai asu akuma yë na bëtoan yëm mbëṅ, bëyëm ndimba Zamba ya enë Kristus; 
COL.2.3	abë nyè ngò akuma fëg ai ayëmë asë asòlò. 
COL.2.4	Madzo nala asu yë na të mod ziṅ azu mina lèè byem bi mam bi mvol. 
COL.2.5	Tò hm të mënë mò mò ai nyòl, mënë ai mina a nsisim, mëtala, mëyënë enyiṅ tëtëlë dzaan ai mbol ṅyëbë miayëbë Kristus oyëmë a kpiim.
COL.2.6	Mbol hm minganòṅ Kristus Yesus Nti, nyiṅan fë abë nyè, 
COL.2.7	milada minkaṅa bë nyè, mingabedëban anë mimfim abë nyè, miyëmë a ṅyëbë anë bëngayëgëlë mina, mifuguzu a mvëṅan ngaṅ. 
COL.2.8	Boan okala na mod aza sòṅ kë ai mina oyab ai dòkten mëdugan, ai ayëgëlë fëg anë bod bazuzu ya babò, a batye hë a si ndon, së ki abë Kristus. 
COL.2.9	Amu abë nyè ngò Zamba anë ntud, 
COL.2.10	ndò fë minë ntud abë nyè, ṅnyè anë nlo edzoe ai ngul esë. 
COL.2.11	Abë nyè ngò fë bëngakele mina akele labòban ki ai mò më mod, mbol mingasòdi ya nyòl minson, nala onë akele Kristus. 
COL.2.12	Mbol mingadzëban ai nyè a ṅduan, ete ngò fë mingakui ai nyè a sòṅ fufulu, ai ṅyëbë ngul e Zamba angakuli nyè a bëkon. 
COL.2.13	Ndò hm e mina ya mingabë ṅwuan a minsëm mian ai mbol tègè ai akele nyòl dzaan, angadugan mina vë enyiṅ ai nyè emen, adzuu mina bivus bisë. 
COL.2.14	Angamana dim e kalara ekola mingabë mibëlë a mëmvende, angabë ki asu mfi waan, ndò fë angavaè nyè a zaṅ dzaan, abomë nyè a klos. 
COL.2.15	Angafadi mintomba ai bidzoe bikpëlë biaban, atele bò a ngëëṅ, ai azombo asë, atëgë bò a klos dzie.
COL.2.16	Të mod atsig mina ntol ziṅ a mam bidi, ngë mënyu, ngë mam mëbog, ngë a mëtye më ngòn, ngë a sabbat. 
COL.2.17	Byem bite binë të hë evëgëlë e mam mazu, nyòl Kristus dzò enë ntud. 
COL.2.18	Të mod azu mina tele a mgbag ai mbol ayag ai edzòdi nyòl, ai olugu benglès, adzëṅë hë e mam angayen, atoa ndzalan ai evoe mëbun ya mintsogan mi nyòl mie, 
COL.2.19	ndò alad ki ai nlo, ete ngò nyòl esë yatye, ai biwoṅa, ai mëtiṅ, ebëlë mësë, etoa fë nladan, enganaṅ anë Zamba adiṅ.
COL.2.20	Ngë mingawu ai Kristus a mam më si, asu dze miadzoge na bëbò mina dòkten anë e bod banyiṅ a si ndon? 
COL.2.21	«Të waanamba, të wakiègè, të wafogo», 
COL.2.22	byem bite bisë biamana ndaman a babëlan ai biè; Hë mëmvende ai ayëgëlë bod, 
COL.2.23	mam mayene a mis na mënë mam më fëg eyòṅ akui ya adzo olugu, ngë edzòdi nyòl ngë atug nyòl, masëki ai mfi ziṅ asu enyiṅ nyòl.
