MAT.1.1	In e nhag rɨp Yesu Kristo
REV.4.10	Iriə kamhani vi vi In, nəmehuə mɨnə, iriə m-fam 24, kasənɨmkur ye nɨhu yermamə a yame ramkwətə-pən ye jea, mamarmaru, mamarə rerɨn, infamien rɨrkək, masəgnəgɨn In. Kwəsəvəvhao kɨn kəvəvhao kape king, məkneikɨn, mharəhsi-ta, mɨsərəhu kupən ye jea yame King ramkwətə ikɨn mamarmaru, mamhani mhamə,
REV.4.11	“Kapəmawə Yermaru Kughen,
REV.4.11	Ik nakatuatuk məmhen əgkəp mə narmamə m-fam tuksəgnəgɨn əmə Ik, mhasiai əmə Ik, meinai Ik nɨmnor narɨmnar m-fam. Nagheem rehuə pɨk.
REV.4.11	Nɨmnəgkiar əmə mɨni mə narɨmnar m-fam tukhaswin, məkneikɨn kamhaswin əfrakɨs mamhamragh.”
REV.5.1	Məkneikɨn, yɨmnəm King ramkwətə-pən ye kafan jea, mɨvəh nəkwəkwə yame kɨmnarpəvɨn-arpəvɨn ye kwermɨn matuk. Kɨmɨrai-pən nəgkiarien ye nɨkarɨn mir. Kɨvaan kandel raiyu, kɨvaan ətərəkɨn ye nəpəəg nɨmrɨn m-seven.
REV.5.2	Məkneikɨn yɨmnəm agelo əsanɨn kɨrik raməgkiar pɨk mamaiyoh mɨmə, “?Pa e in rəmhen matuatuk mə to rəvɨt-əpɨr-pɨr nehe kandel, məvi nəkwəkwə e?” 
REV.5.3	Mərɨg yermamə kɨrik rɨrkək ye rao ye neai, uə tokrei tanə, uə ye kwənmhaan kape nɨmhəyen, yame in ratuatuk mə to rəvi nəkwəkwə e məvheikɨn. 
REV.5.4	Yermamə rɨrkək yame ratuatuk mə to rəvi nəkwəkwə məhuekɨn, yakasək pɨk tukun. 
REV.5.5	Kɨni ai, yemehuə kɨrik rɨmɨni-pə tuk yo mɨmə, “Pəh nasəkien. Ǝm-ru, Kwən e kamni kɨmə, ‘Laeon kape kwənərəus kape Judah,’
REV.5.6	Məkneikɨn, yɨmnəm kwaji sipsip kɨrik ramərer ye kwerkwan ye jea kape King mɨne nar mɨragh kuas e, kamni kɨmə ‘jerubim,’ mɨne namasur mɨnə iriə 24. Nakəm Kwaji Sipsip a nakməta mə kɨnhopni-ta. Kapan əpat seven, kɨni nɨmrɨn, iriə seven mɨn, iriə a kasərer tuk nanmɨn kape Kughen iriə seven, yamə mɨne rɨmnher-pə kɨn əriə kamhavən ye tanɨmtanə. 
REV.5.7	Kwaji Sipsip e, rɨvən a ikɨn King ramkwətə-pən ye kafan jea ikɨn, mərao-pən mɨrəhsi-ta nəkwəkwə ye kwermɨ King matuk. 
REV.5.8	Mɨrəhsi-ta ta nəkwəkwə e, məkneikɨn, nar mɨragh mɨnə, iriə kuas, kamni kɨmə ‘jerubim,’ mɨne namasur, iriə m-fam 24, kasənɨmkur ye nɨhu Kwaji Sipsip. Kɨmnhavəh gita
REV.5.9	Kɨni nar mɨragh mɨnə kuas e, kamni kɨmə ‘jerubim,’ mɨne namasur mɨnə iriə 24, kasəni nɨpei vi kɨrik mhamə,
REV.5.9	“Ik nakatuatuk məmhen mə to nakvəh nəkwəkwə e,
REV.5.9	məvɨt-əpɨr-pɨr nehe kandel yame kɨmɨvaan-ətərəkɨn kɨn.
REV.5.9	Meinai kɨmɨshopni Ik, nɨtawɨm rɨmnaiyu,
REV.5.9	Nakarpɨn nɨmraghien kɨn kape narmamə ye tanə m-fam, mɨne kwənərəus m-fam, mɨne kantri m-fam, mɨne yamə mɨne kamhani nəgkiarien m-fam.
REV.5.10	Kɨni nɨmnor əriə kwənhauə ye narmaruyen kafam, kɨni iriə kafam pris mɨnə, kasor wok kape Kughen kapəmawə.
REV.5.10	Iriə tuksarmaru ye tanɨmtanə.”
REV.5.11	Kɨni yɨmɨwaag-pən mɨn məm, mərɨg rɨki agelo mɨnə khapsaah khapsaah khapsaah, to kɨpəh nəhueikɨn-famien əriə. Kasərer mɨsarkurao ye jea kape King mɨne nar mɨragh mɨnə e, kamni kɨmə, ‘jerubim,’ mɨne nəmasur mɨnə. 
REV.5.12	Kasəni pɨk nɨpei kɨrik mamhani mhamə,
REV.5.12	“Kwaji Sipsip yame kɨmnhopni, In ratuatuk məmhen mə tukhavəh-si haktə In, meinai In ravəh fam nəsanɨnien, mɨne nɨrkunien, mɨne nautə, mɨne nagheen. !Pəh khasiai In, mɨsəgnəgɨn In!”
REV.5.13	Məkneikɨn, yɨmnərɨg narɨmnar fam yame Kughen rɨmnor ye rao ye neai, mɨne ye tanɨmtanə, mɨne ye tame tahik, mɨne ye kwənmhaan kape nɨmhəyen, mɨne narɨmnar fam yame kamhaswin irəriə, iriə m-fam kamhani mhamə,
REV.5.13	“Pəh nɨni-vi-vi-yen mɨne nɨsiaiyen ramvən tuk King yame ramkwətə-pən ye jea, mɨne tuk Kwaji Sipsip, meinai In ravəh nɨkhakien mɨne narmaruyen.
REV.5.13	!Pəh nɨni-vi-vi-yen mɨne nəsanɨnien ramvən tuk əriu, mɨvən, mɨvən, mɨvən, mɨpəh norien infamien!”
REV.5.14	Məkneikɨn, nar mɨragh e, kamni kɨmə, ‘jerubim,’ iriə kuas, kamhani mhamə, “!Amen!” Kɨni nəmehuə mɨnə kɨsənɨmkur ye nɨhun, mɨsəgnəgɨn In.
REV.6.1	Kɨni yakəm Kwaji Sipsip a rəvɨt-əpɨr-pɨr nehe kandel yame rəkupən, yame kɨmɨvaan-ətərəkɨn nəkwəkwə yame kɨmnarpəvɨn-arpəvɨn kɨn. Məkneikɨn, nar mɨragh e kamni kɨmə, ‘jerubim,’ kɨrikianə irəriə rarar mokrən ehuə rəmhen kɨn karuəruə, mɨmə, “!Yuə-ru!” 
REV.6.2	Yakwaag haktə məm hos kɨrik khawən. Yermamə yame ramkwətə ye hos ramrəh nəvhagə. Məkneikɨn kəvəvhao-pən kɨn kəvəvhao kɨrik kape king iran. In ramaiyu mamavən rəmhen kɨn yermamə yame rapita ye narowagɨnien, kɨni mamvən mɨn mə tukrapita mɨn.
REV.6.3	Kɨni ai, Kwaji Sipsip a rəvɨt-əpɨr-pɨr nehe kandel yame kɨmɨvaan-ətərəkɨn nəkwəkwə kɨn, yame ror kɨraru kɨn, kɨni nar mɨragh e kamni kɨmə ‘jerubim,’ yame ror kɨraru kɨn, rarar, mamni mɨmə, “!Yuə-ru!” 
REV.6.4	Məkneikɨn, hos kɨrik kəwhao raiyu muə. Yermamə yame ramkwətə ye hos, kɨvəhsi-pən nao kape narowagɨnien kɨmin. Kɨni Kughen rameighan-pən kɨn neihuəyen kɨmin mə tukrɨrəhsita nəmərinuyen ye tanɨmtanə. Nuhyen əjir ramavən ikɨn mɨnə fam.
REV.6.5	Kɨni ai, Kwaji Sipsip a rakapɨr nehe kandel yame kɨmɨvaan-ətərəkɨn nəkwəkwə kɨn, yame ror kɨsisər kɨn, kɨni nar mɨragh e kamni kɨmə ‘jerubim,’ yame ror kɨsisər kɨn, rarar, mamni mɨmə, “!Yuə-ru!” Məkneikɨn, yɨmɨwaag-pən məm hos kɨrik kapɨg. Yermamə yame ramkwətə iran ramrəh skel kɨrik kape nəkirien nəvɨgɨnien. 
REV.6.6	Kɨni yɨmnərɨg rɨki yermamə kɨrik rɨsɨ-pən ye kwerkwan ye nar mɨragh kuas e kamni kɨmə ‘jerubim.’ Mamni-pən tukun mɨmə, “!Yuvən! Kameighan kɨn ik kɨmə takor nɨkumhə kɨmi tanɨmtanə. Tukmə kɨsarakikɨn mane ehuə mhavəh nəvɨgɨnien rɨkəskəh əmə.
REV.6.7	Kɨni ai, Kwaji Sipsip a rəvɨt-əpɨr-pɨr nehe kandel yame kɨmɨvaan-ətərəkɨn nəkwəkwə kɨn, yame ror kuas kɨn, kɨni nar mɨragh e kamni kɨmə ‘jerubim,’ yame ror kuas kɨn, rarar, mamni mɨmə, “!Yuə-ru!” 
REV.6.8	Yakwaag-pən məm hos kɨrik kərato. Yermamə yame ramkwətə iran, nhagɨn e Nɨmhəyen. Iriu kwən kɨrik, nhagɨn e Kwənmhaan kape Nɨmhəyen rɨkwasɨg kɨn in mɨravən. Kɨrəvəh neihuəyen mə tukwəhapni narmamə kɨn nao, mwhopni əriə kɨn nɨkumhə, uə kɨn nar aparu mɨnə, uə kɨn nəmhəyen. Kɨrəvəh nehuəyen məknakɨn rəmhen kɨn nɨpar nɨmoptanə kɨrikianə, mɨrəpəh əmə nɨpərɨn kɨsisər.
REV.6.9	Kɨni ai, Kwaji Sipsip a rəvɨt-əpɨr-pɨr nehe kandel yame kɨmɨvaan-ətərəkɨn nəkwəkwə kɨn, yame ror kɨrkɨrɨp kɨn, məkneikɨn yakwaag-pən ye nəpəəg tebol apa ye Nimə Ehuə kape Kughen, məm narmamə yamə mɨne kɨmnhopni əriə tuk narer-tɨmtɨmien tuk nɨni-ərhavyen nəgkiarien kape Kughen. 
REV.6.10	Iriə kasokrən apomh mamhani-pən tuk Kughen mhamə, “Ik nakamarmaru ye narɨmnar m-fam. Ik nakəmərhakə; kɨni Ik nəfrakɨsien. ?Mərɨg, tuk nagheen mɨne kɨni Ik nakəkir narmamə ye tanɨmtanə, marpɨn tai nɨtawmawə?” 
REV.6.11	Kamhani məknakɨn, Kughen rɨvəhsi-pən neipən hawən kɨmi əriə m-fam, mɨni-pən tuk əriə mɨmə, “Takhawhin pi pom. Piaumiə mɨnə mɨne kakə kapəmiə mɨnə tɨksɨn kasor hanə kafak wok. Pəh kɨseriaji tukhopni piəpiə mɨn narmamə yamə mɨne kɨmɨvəh nɨhupɨn irəriə.”
REV.6.12	Kɨni ai, Kwaji Sipsip a rəvɨt-əpɨr-pɨr nehe kandel yame kɨmɨvaan-ətərəkɨn nəkwəkwə kɨn, yame ror sikis kɨn, yakəm mig ehuə ramkiu. Mɨrh rɨpɨs rəpɨgnap. Makuə rəwhao rəmhen kɨn nɨtə.
REV.6.13	Kəmhau mɨnə kɨsəsaah-əsaah mɨseiwaiyu-pə ye nɨmoptanə, rəmhen kɨn nai
REV.6.14	Kɨni neai rɨrkək, rəmhen kɨn yame kɨmarpəvɨn-arpəvɨn fam təvheitə.
REV.6.15	Kɨni king mɨnə kape tanɨmtanə, mɨne narmaru mɨnə, mɨne namasur mɨnə kape mobael mɨnə, mɨne narmamə yamə mɨne kapəriə nautə rehuə, mɨne narmamə yamə mɨne kamhavəh nehuəyen, mɨne slef mɨnə, mɨne narmamə apnapɨg mɨnə, iriə m-fam khavən mɨserkwaig ye nəpəəg kapier ehuə, uə kasərer ətgɨn kapier mɨnə ye nɨkar tukwas mɨnə.
REV.6.16	Kɨni kɨsasək apomh-pən tuk tukwas mɨnə mɨne kapier ehuə mɨnə mhamə, “!Ǝsaah! Məkwətə-tərəkɨn əmawə merkwaig kɨn əmawə ye nɨmrɨ King e yame ramkwətə ye kafan jea, mɨne tuk niemhaa kape Kwaji Sipsip.
REV.6.17	Meinai nɨpɨg a ruauə yame Kughen mɨne Kwaji Sipsip tukravəhsi-ərhav-pə niemhaa kapəriu. ?Kɨni pa nhagɨn rɨrkun narer-huvəyen?”
REV.7.1	Kɨni ai yakəm agelo kuas kasərer-pən ye nɨkarɨn kuas kape tanɨmtanə, mamharaptərəkɨn nɨmətag kuas ye nɨkarɨn kuas kape tanɨmtanə, mə nɨmətag kɨrik tukrɨpəh nher-herien nɨmoptanə mɨne tahik mɨne naimɨnai. 
REV.7.2	Kɨmɨvəh-sipən nəsanɨnien kɨmi əriə tuk noriahyen nɨmoptanə mɨne tahik. Məkneikɨn yɨmnəm agelo kɨrik rɨsɨ-pirə. In ravəh nar kɨrik yame Kughen Mɨragh ravəh mə tukror-pən nətətao kɨn ye kafan narmamə. Mokrən apomh kɨn agelo mɨnə e kuas yamə mɨne kɨvəhsi-pən nəsanɨnien kɨmi əriə mə tuksoriah nɨmoptanə mɨne tahik, mɨmə, 
REV.7.3	“Hapəh pi pom. Kwasɨg ikɨn taksoriah tahik mɨne naimɨnai mɨne tanɨmtanə, tuksərəhu-pən nətətao kape Kughen ye nupanai narmamə kafan mɨnə.”
REV.7.4	Kɨni yɨmɨvəh nɨhupɨn ye narmamə yamə mɨne kərəhu-pən nətətao kape Kughen irəriə: Iriə m-fam wan handred foti fo taosen. Iriə kwənərəus mɨnə kape Isrel.
REV.7.5	Ye kwənərəus kape Juda, kərəhu-pən nətətao kape Kughen ye narmamə twelef taosen. Ye kwənərəus kape Ruben, iriə twelef taosen. Ye kwənərəus kape Gad, iriə twelef taosen.
REV.7.6	Ye kwənərəus kape Asere, iriə twelef taosen. Ye kwənərəus kape Naftali, iriə twelef taosen. Ye kwənərəus kape Manase, iriə twelef taosen.
REV.7.7	Ye kwənərəus kape Simeon, iriə twelef taosen. Ye kwənərəus kape Livae, iriə twelef taosen. Ye kwənərəus kape Isakara, iriə twelef taosen.
REV.7.8	Ye kwənərəus kape Sebulun, iriə twelef taosen. Ye kwənərəus kape Josef, iriə twelef taosen. Ye kwənərəus kape Benjamin, iriə twelef taosen.
REV.7.9	Kɨni ai, yakwaag əkupən irak, məm kwhen ehuə kɨrik, to kɨpəh nəvheikɨn-famien.
REV.7.10	Mɨsokrapomh mhani mhamə,
REV.7.10	“Kughen kapətawə yame ramkwətə ye kafan jea mamarmaru, mɨne Kwaji Sipsip, iriu pɨsɨn əmə kravəh mɨragh ətawə.”
REV.7.11	Agelo mɨnə fam kasərer rao rao kɨn jea kape King mɨne nəmehuə mɨnə, mɨne nar mɨragh e kamni kɨmə ‘jerubim’ iriə kuas. Mɨsənɨmkur kupən ye jea kape King, masəhuak kɨmi Kughen 
REV.7.12	mhamə,
REV.7.12	“!Amen! Kapətawə Kughen In rhuvə pɨk, makhak pɨk.
REV.7.12	Nɨrkunien kafan rehuə. Nagheen rehuə. Nəsanɨnien kafan rehuə.
REV.7.12	Pəh kɨsəgnəgɨn In, mhasiai In, mhani vi vi In kape rerɨn.
REV.7.12	Amen.”
REV.7.13	Məkneikɨn yamehuə kɨrik irəriə raiyoh-pə mɨmə, “?Narmamə mɨnə e kasarkaoh kɨn neipən hawən, iriə nɨ-pa mɨnə e? ?Khasɨ-pən hiə?”
REV.7.14	Mərɨg əmə yakmə, “Yemasur. Ik əmə nakɨrkun.”
REV.7.14	Kɨni ramrɨpɨn mɨni-pə mɨmə, “Narmamə mɨnə e, kwəsəta ye nəmhəyen ehuə; mɨsaikwas ye kapəriə neipən kɨn nɨtaw Kwaji Sipsip, ror neipən ramhawən. 
REV.7.15	Ror pən,
REV.7.15	Iriə kasərer ye nɨmrɨ Kughen, yame ramkwətə mamarmaru.
REV.7.15	Masəhuak kɨmin ye nəkwai Nimə Kafan yenpɨg mɨne yeraan.
REV.7.15	Kɨni King e yame ramkwətə-pən ye jea mamarmaru, In tukrhotɨkəm-kəmɨn əriə ye nɨpɨg m-fam.
REV.7.16	Iriə, sweiwei tukrɨpəh nuh-mɨnien əriə.
REV.7.16	Tukhapəh nɨsakwəkwə-mɨnien.
REV.7.16	Rukweiha tukrɨpəh mɨn nhenien əriə.
REV.7.16	Nəpan-əpanien kape mɨrh tukrɨpəh mɨn nəsien əriə.
REV.7.17	Meinai Kwaji Sipsip yame ramkwətə ye kwerkwan ye jea kape King, In tukrarha tuk əriə rəmhen kɨn yermamə yame ramarha tuk sipsip.
REV.7.17	In tukramkɨr əriə mamvən ye nɨmrɨ nu mɨragh,
REV.8.1	Mərɨg nɨpɨg Kwaji Sipsip a rəvɨt-əpɨr-pɨr nehe kandel yame kɨmɨvaan-ətərəkɨn nəkwəkwə kɨn, yame ror seven kɨn, nəgkiarien rɨrkək ye rao ye neai kape nɨpɨg kwakwə, rəmhen kɨn haf aoa.
REV.8.2	Kɨni yakwaag-pən kɨn agelo yamə mɨne kasərer ye nɨmrɨ Kughen, iriə seven, məm iriə kamharəh naiyuk. 
REV.8.3	Kɨni agelo mɨn kɨrik ramrəh besin kɨrik yame kɨmnor kɨn gol. Besin a, rukwar kɨn nar kɨrik yame ramənah, mapien huvə. Rɨrəh mɨvən marer kupən ye tebol ye nimə ehuə kape Kughen. Kɨvəhsi-pən narɨmnar rɨpsaah yame ror nəmiovɨn kɨmin mə tukrɨvəhsi-pən kɨmi Kughen, iriə nəhuakien kape narmamə kape Kughen mɨnə, mɨvaan apa ye tebol yame kɨmnor kɨn gol, yame ramərer kupən ye jea kape King. 
REV.8.4	Nəuwəh kape nəmiəv nar a, mɨne nəhuakien kape narmamə mɨnə kape Kughen, yame agelo a rampɨk ye kwermɨn, kashaktə mamhavən tuk Kughen. 
REV.8.5	Kɨni agelo a ramrəh besin a, mɨvəh nap ye tebol mɨsiai-pən ye besin, mətəgətəg-pən ye tanɨmtanə. Məkneikɨn raroapɨg, karuəruə rarkwomətei, nuvrɨg-uvrɨgien rehuə, kɨni nɨmnɨmien ravən.
REV.8.6	Məkneikɨn agelo seven kwəsərer matuk tuk nherien naiyuk. 
REV.8.7	Kɨni yame rəkupən rɨmnher naiyuk. Məkneikɨn kamətəg-pən aes mɨne nap mɨne nɨtə ye tokrei tanə. Rɨmuək məs nɨpar tanə kɨrik, mɨpəh mɨn nɨpərɨn kɨraru, kɨni muək məs naimɨnai nɨpərɨn kɨrikianə, mɨpəh mɨn nɨpərɨn kɨraru. Kɨni muək məs mənvhirɨk nɨpərɨn kɨrikianə, mɨpəh mɨn nɨpərɨn kɨraru.
REV.8.8	Kɨni agelo yame ror kɨraru kɨn rɨmnher naiyuk, kɨni kərəhu-pən ye tame tahik nar kɨrik rəmhen kɨn tukwas ehuə yame ramuək. Nɨpar tahik kɨrikianə rɨmnor nɨtə kɨn, mɨpəh mɨn nɨpərɨn kɨraru. 
REV.8.9	Rɨmnoriah nar mɨragh yamə mɨne kasarə ye tahik, nɨpərɨn kɨrikianə, mɨpəh mɨn nɨpərɨn kɨraru. Moriah mɨn rao mɨnə ye tahik, nɨpərɨn kɨrikianə, mɨpəh mɨn nɨpərɨn kɨraru.
REV.8.10	Kɨni agelo yame ror kɨsisər kɨn rɨmnher naiyuk, məkneikɨn kəmhau ehuə kɨrik rier ta, mamuək rəmhen kɨn kwensiə. Rɨsɨ-faktə ye neai meiwaiyu məwhan muək-pən ye nu mɨnə mɨne nɨmrɨ nu mɨnə nɨpərɨn kɨrikianə, mɨpəh mɨn nɨpərɨn kɨraru. 
REV.8.11	Kəmhau a kamni kɨmə ‘Rəukəh Pɨk.’ Rɨmnor nɨpar nu rəukəh, mɨpəh mɨn nɨpərɨn kɨraru. Kɨni narmamə khapsaah yamə mɨne kɨmnhanɨm nu yame rəukəh, kɨmnhamhə.
REV.8.12	Kɨni agelo yame ror kuas kɨn rɨmnher naiyuk, nar kɨrik ruh mɨrh mɨne makuə mɨne kəmhau mɨnə, mor nɨpar mɨrh rɨpɨs, mɨpəh mɨn nɨpərɨn kɨraru kaoəsiə. Nɨpar makuə rɨpɨs, mɨpəh mɨn nɨpərɨn kɨraru kaoəsiə. Nɨpar kəmhau rɨpɨs, mɨpəh mɨn nɨpərɨn kɨraru kaoəsiə. Yeraan, rukweiha ramavən nɨpərɨn kɨraru, mɨpəh mɨn nɨpərɨn kɨrikianə. Yenpɨg, neai raməsiə nɨpərɨn kɨraru, mɨpəh mɨn nɨpərɨn kɨrikianə.
REV.8.13	Məkneikɨn yɨmnarha-pən maməm kweriə ramivə ye napuə, mokrapomh mɨmə, “!Aweh! !Aweh! !Aweh! Agelo kɨsisər mɨn tukrher naiyuk, mɨrhor nahasien ramvən tuk narmamə ye tokrei tanə.”
REV.9.1	Kɨni agelo yame ror kɨrkɨrɨp kɨn rher naiyuk, məkneikɨn yakəm kəmhau rɨsɨ-faktə ye neai meiwaiyu-pə ye tokrei tanə. Kɨmɨvəhsi-pən ki kɨrik kɨmin tuk nəhitəyen ye nəkwai nɨmɨr ehuə yame reiwaiyu pɨk. 
REV.9.2	Nɨpɨg rɨmnəhitə ye nəpəəg a, nehenap ramənah rəmhen kɨn nehenap kape nap ehuə. Nehenap yame ramsɨ-pən tuk nəkwai nɨmɨr ruvrɨg əpɨs mɨrh mɨne napuə. 
REV.9.3	Kɨni nar mɨragh khapsaah kɨsəmhen kɨn kəvɨraiyuk khasɨ-pən ye nehenap a, mɨseiwaiyu-pə. Kɨvəhsi-pən nəsanɨnien kɨmi əriə mə tukshai narmamə kɨn nɨpikovriə, raməmhə pɨk. 
REV.9.4	Kɨni-pən tuk əriə kɨmə tukhapəh nɨsoriahyen mənvhirɨk mɨne naimɨnai mɨne nəsimien. Mərɨg tuksoriah əmə narmamə yamə mɨne nətətao kape Kughen rɨrkək ye nupanairiə. 
REV.9.5	Kɨni kɨvəhsi-pən nəsanɨnien kɨmi əriə mə tuksəs narmamə masor nəmhəyen kɨmi əriə tuk makuə kɨrkɨrɨp. Mərɨg tukhapəh nɨshopniyen narmamə. Kɨni nəmhəyen yame iriə tuksərɨg rahah kɨn, in rapita pɨk yame wərawk
REV.9.6	Ye nɨpɨg mɨnə a, narmamə tuksarkut mə tukhamhə mɨseinein. Mɨsorkeikei pɨk mə tukhamhə, mərɨg to khapəh nhamhəyen.
REV.9.7	Yɨmnəm kəvraiyuk eihuə mɨnə a kɨsəmhen kɨn hos yamə mɨne kɨmɨsərer matuk tuk narowagɨnien. Iriə kɨmɨsəvəvhao kɨn nar kɨrik rəmhen kɨn kəvəvhao kape king yame kamor kɨn gol. Kɨni nɨmrɨriə rəmhen kɨn nɨmrɨ yermamə. 
REV.9.8	Nɨkwəneriə rəpomh rəmhen kɨn nɨkwəne piraovɨn, kɨni kweruriə resrə rəmhen kɨn kweru laeon. 
REV.9.9	Kɨmɨvitərəkɨn nɨmagɨriə kɨn aean. Nɨpɨg khaivə, təmərməriə rarkərɨk rəmhen kɨn hos khapsaah yamə mɨne kamhavi kat mamhavən ye narowagɨnien. 
REV.9.10	Nɨpikovriə raməs əjir raməmhə rapita pɨk yame wərawk ramhai əjir. Iriə kamhavəh nəsanɨnien ye nɨpikovriə kape makuə kɨrkɨrɨp tuk norien nəmhəyen kɨmi narmamə. 
REV.9.11	Kapəriə yamehuə in yermaru kape nəkwai nɨmɨr ehuə yame rewaiyu pɨk. Ye nəgkiarien kape nəmə Isrel ramni mə nhagɨn e Abadon. Ye nəgkiarien kape nəmə Gris ramni mə nhagɨn e Apolion
REV.9.12	!Aweh! Nahasien kupən rɨnor infamien. Mərɨg, nahasien kɨraru apaikɨn tukpirauə.
REV.9.13	Məkneikɨn agelo yame ror sikis kɨn ramher naiyuk. Kɨni yakərɨg rɨki yermamə rɨsɨ-pən apa yerki kapən apət tebol yame kɨmnor kɨn gol, yame ramərer kupən ye nɨmrɨ Kughen. 
REV.9.14	Rɨni-pən tuk agelo a yame ramor sikis kɨn, yame ramrəh naiyuk, mɨmə, “Rɨsɨn-ta agelo kuas yamə mɨne kɨmɨrkwəji əriə apa ye nu eihuə a Yufretes.” 
REV.9.15	Ror məkneikɨn rɨrɨsɨn-ta agelo kuas a yamə mɨne kərəhu əriə apaikɨn mə tuksərer matuk tuk aoa atuatuk e, mɨne nɨpɨg atuatuk e, mɨne makuə atuatuk e, mɨne newk atuatuk e yame tukɨrɨsɨn əriə kamhavən mɨshopni narmamə ye tokrei tanə, nɨpərɨn kɨrikianə, mhapəh mɨn nɨpərɨn kɨraru.
REV.9.16	Kɨni yɨmɨvəh nɨhupɨn ye mobael mɨnə kapəriə, yamə mɨne kɨsaiyu ye hos, kɨni iriə fam tu handred milian. 
REV.9.17	Kɨni yakəmrərhav mɨn maməm mɨn narmamə kasaiyu ye hos məkneikɨn: Kɨmɨvitərəkɨn nɨmagɨriə kɨn aean yame rəwhao rəmhen kɨn nap, kɨni ror blu rəmhen kɨn napuə apɨg, kɨni rəokrə rəmhen kɨn nɨmar nai yame rɨmhiak-ɨmhiak. Kɨni kapən kapə hos mɨnə a rəmhen kɨn kapən kapə laeon. Nap, mɨne nehenap, mɨne təpis krhɨsɨ-pən ye nəkwairiə.
REV.9.18	Nahasien misɨr e - nap, mɨne nehenap mɨne təpis - krhɨsɨ-pən ye nəkwairiə mrhopni nɨpər narmamə ye tanɨmtanə, mɨpəh mɨn nɨpərɨn kɨraru. 
REV.9.19	Kɨni nəsanɨnien kape hos mɨnə e, ramsɨ-pən ye nəkwairiə mɨne nɨpikovriə. Nɨpikovriə rəmhen kɨn kapən kapə snek yame raməkwopah.
REV.9.20	Mərɨg narmamə yamə mɨne nahasien misɨr e kɨrhɨpəh nɨrhopniyen əriə, khapəh nɨsararien ye nərɨgien kapəriə. Mhapəh nɨsəpəhyen nəhuakien kɨmi yarmhə mɨnə mɨne nanmɨ kughen eikuə yamə mɨne kamɨvhirəkɨn kɨn gol, uə silva uə bras, uə kapier, uə nai. Narɨmnar mɨnə a kɨsəru, nɨmrɨriə rɨpɨs, nɨprairiə rəpou. 
REV.9.21	Kɨni narmamə mɨnə a khapəh nɨsararien ye nərɨgien kapəriə tuk nhopniyen narmamə mɨne norien nahawk, mɨne norien kleva, mɨne nor-apnapɨgien nar, mɨne nəkrəhyen.
REV.10.1	Kɨni ai yakəm agelo mɨn kɨrik, nagheen rehuə, ramsɨ-pən ye neai. Ramvən ye napuə rəmhen kɨn mə kafan neipən. Kɨni mərai-mərai rarkurao ye kapən kapə. Kɨni in rəkhak maməsiə rəmhen kɨn mɨrh. Kɨni nɨhun mir kwəmhen kɨn səpaag ehuə mir yamə mir kɨrauək. 
REV.10.2	Kɨni in ravəh nəkwəkwə kəskəh ye kwermɨn matuk yame kɨmnəvi. In rərɨp nɨhun matuk ye tahik, mərɨp nɨhun mawor ye nɨmoptanə. 
REV.10.3	Kɨni mokrən apomh. Rɨkin rəmhen kɨn rɨki laeon. In rokrən apomh, karuəruə rhorpɨn m-seven. 
REV.10.4	Karuəruə rhorpɨn m-seven, yakmə jakrai-pən ye nəkwəkwə a, mərɨg yakərɨg rɨki yermamə kɨrik rɨsɨ-faktə ye neai mɨmə, “Erkwaig kɨn nəgkiarien e yame karuəruə ramni, mɨpəh nɨrai-pən-ien ye nəkwəkwə.”
REV.10.5	Kɨni ai agelo a yame yɨmnəm kupən ramərer-pən ye tahik mɨne nɨmoptanə mɨvəhsi-haktə kwermɨn matuk ye neai, 
REV.10.6	mɨvəh kwəsu ye nhag yarə rerɨn, yame rɨmnor neai mɨne nɨmoptanə mɨne tahik mɨne narɨmnar fam. Kɨni mɨmə, “Kughen tukrɨpəh nɨwhin-mɨnien. 
REV.10.7	Mərɨg nɨpɨg agelo yame ror seven kɨn tukrher naiyuk, kɨni nərɨg-məniwənien kape Kughen tukruə mor nəfrakɨsien kɨn ai taktəkun. In tukrɨtərhav rəmhen əmə kɨn yame rɨmɨni ta kupən kɨmi kafan yorwok mɨnə, iriə a kafan profet mɨnə.”
REV.10.8	Kɨni ai yakərɨg rɨki yermamə kɨrik ramsɨ-pən ye neai mɨmə, “Yuvən, mɨrəh nəkwəkwə yame kɨmnəvi ye kwermɨ agelo matuk yame ramərer-pən ye tahik mɨne nɨmoptanə.”
REV.10.9	Məkneikɨn, yɨmavən maiyoh agelo mə tukrɨvəhsi-pə nəkwəkwə kəskəh a kɨmi yo. Kɨni rɨmə, “Vəh mən. Nar a tukroriah tɨpɨm. Mərɨg tukmə nakən, mərɨg rheikən rəmhen kɨn sukapak.” 
REV.10.10	Məkneikɨn yɨmavən mɨvəh nəkwəkwə kəskəh ai ye kwermɨ agelo, mən, mərɨg rheikən rəmhen kɨn sukapak. Yɨmnən, mətgai, roriah tɨpɨk. 
