GEN.1.3	 Da sa Gud: «Det skal bli lys!» Og det ble lys. 
LUK.8.22	En dag gikk han ut i en båt sammen med disiplene og sa til dem: «La oss sette over til den andre siden av sjøen.» De la ut, 
LUK.8.23	og mens de seilte, falt han i søvn. Da kom det en virvelstorm kastende over sjøen, båten begynte å fylles med vann, og de var i stor fare. 
LUK.8.24	 De gikk bort og vekket ham og sa: «Mester, mester, vi går under!» Da reiste han seg og truet vinden og bølgene så de la seg, og det ble blikk stille. 
LUK.8.25	Han sa til dem: «Hvor er deres tro?» Men de var grepet av frykt og undring og sa til hverandre: «Hvem er han? Han befaler både vinden og sjøen, og de adlyder ham!»
LUK.8.27	Da han steg i land, kom en mann fra byen der imot ham. Han hadde onde ånder i seg. I lengre tid hadde han ikke hatt klær på kroppen, og han bodde ikke i hus, men holdt til i gravhulene. 
LUK.8.28	 Da han fikk se Jesus, satte han i å rope, kastet seg ned for ham og skrek høyt: «Hva vil du meg, Jesus, du Sønn av Gud, Den høyeste? Jeg ber deg at du ikke må pine meg!» 
LUK.8.29	– For Jesus hadde befalt den urene ånden å fare ut av mannen. Den hadde lenge hatt ham i sin makt. Ofte hadde de bundet ham med lenker og fotjern og holdt vakt over ham, men han hadde sprengt lenkene og var blitt drevet ut i ødemarken av den onde ånden. – 
LUK.8.30	 Jesus spurte ham: «Hva er navnet ditt?» «Legion», svarte han, for det hadde fart mange onde ånder inn i ham. 
LUK.8.31	 Og de ba Jesus om at han ikke måtte befale dem å fare ned i avgrunnen.
LUK.8.32	Det gikk en stor griseflokk og beitet der på fjellet, og de onde åndene ba om å få fare inn i grisene. Det ga han dem lov til. 
LUK.8.33	Da fór de onde åndene ut av mannen og inn i grisene, og flokken satte utfor stupet og ned i sjøen og druknet. 
LUK.8.34	Men da grisepasserne så det som hadde hendt, løp de av sted og fortalte det i byen og ute på landet omkring. 
LUK.8.35	Og folk dro ut for å se hva som hadde hendt. Da de kom fram til Jesus, fant de mannen som de onde åndene hadde forlatt. Han satt ved Jesu føtter, påkledd og ved sans og samling. Da ble de grepet av redsel. 
LUK.8.36	Men de som hadde sett på, fortalte dem hvordan han som hadde hatt de onde åndene, var blitt frisk igjen. 
LUK.8.37	Hele folkemengden fra gerasenernes område ba Jesus dra bort derfra, for de var grepet av stor redsel. Og han gikk i båten og vendte tilbake. 
LUK.8.38	Mannen som de onde åndene hadde forlatt, ba om å få være med ham. Men Jesus sendte ham bort og sa: 
LUK.8.39	«Gå hjem igjen og fortell om alt det Gud har gjort for deg.» Han gikk av sted og gjorde kjent i hele byen alt det Jesus hadde gjort for ham.
LUK.8.40	Da Jesus vendte tilbake, sto folkemengden og tok imot ham, for alle hadde ventet på ham. 
LUK.8.41	En mann som het Jairus, kom fram; han var forstander for synagogen. Nå kastet han seg ned for Jesu føtter og bønnfalt ham om å komme hjem til seg. 
LUK.8.42	For hans eneste datter, som var omkring tolv år gammel, lå for døden. Mens Jesus var på vei dit, presset mengden seg inn på ham fra alle kanter.
LUK.8.44	 Hun nærmet seg Jesus bakfra og rørte ved dusken på kappefliken hans, og straks stanset blødningen. 
LUK.8.45	Da spurte Jesus: «Hvem var det som rørte ved meg?» Da ingen ville svare, sa Peter: «Mester, folk presser og trenger seg inn på deg fra alle kanter.» 
LUK.8.46	 Men Jesus sa: «Det var noen som rørte ved meg, for jeg kjente at en kraft gikk ut fra meg.» 
LUK.8.47	Da kvinnen skjønte at det ikke kunne skjules, kom hun skjelvende fram. Mens alle så på, kastet hun seg ned for ham og fortalte hvorfor hun hadde rørt ved ham, og hvordan hun var blitt frisk med det samme. 
LUK.8.48	 Da sa Jesus til henne: «Din tro har frelst deg, datter. Gå i fred!»
LUK.8.49	Mens han ennå talte, kom det en fra synagogeforstanderens hus og sa: «Din datter er død. Bry ikke mesteren lenger.» 
LUK.8.50	Jesus hørte det og sa til faren: «Frykt ikke, bare tro, så skal hun bli reddet.» 
LUK.8.51	Da han kom fram til huset, lot han ingen andre bli med inn enn Peter, Johannes og Jakob og barnets far og mor. 
LUK.8.52	 Alle gråt og jamret over henne. Men han sa: «Gråt ikke! Hun er ikke død, hun sover.» 
LUK.8.53	De bare lo av ham, for de visste at hun var død. 
LUK.8.54	 Men han tok henne i hånden og ropte: «Barnet mitt, stå opp!» 
LUK.8.55	Da vendte livspusten hennes tilbake, og med en gang reiste hun seg. Han ba dem gi henne noe å spise. 
LUK.8.56	Foreldrene hennes ble ute av seg av undring, men Jesus forbød dem å fortelle noen om det som hadde hendt.
LUK.9.1	Han kalte sammen de tolv og ga dem myndighet over alle onde ånder og makt til å lege sykdommer. 
LUK.9.2	 Så sendte han dem ut for å forkynne Guds rike og helbrede syke. 
LUK.9.3	 Og han sa til dem: «Ta ikke noe med dere på veien, verken stav eller veske eller brød eller penger, og heller ikke to kjortler. 
LUK.9.4	Har dere tatt inn i et hus, så bli boende der til dere drar videre. 
LUK.9.5	 Men er det noen som ikke vil ta imot dere, skal dere dra bort fra den byen og riste støvet av føttene. Det skal være et vitnesbyrd mot dem.» 
LUK.9.6	Så dro de ut og gikk fra landsby til landsby, og overalt forkynte de det gode budskapet og helbredet syke.
LUK.9.8	 andre at det var Elia som hadde vist seg, og andre igjen at det var en av de gamle profetene som var stått opp. 
LUK.9.9	 Men Herodes sa: «Johannes har jeg latt halshugge. Hvem er da han som jeg hører slike ting om?» Og han ville gjerne møte ham.
LUK.9.10	Apostlene vendte tilbake og fortalte Jesus alt det de hadde gjort. Da tok han dem med og trakk seg tilbake, bortover mot en by som heter Betsaida, for å være alene med dem. 
LUK.9.11	Men folk fikk vite det og fulgte etter. Han tok imot dem og talte til dem om Guds rike, og han helbredet dem som trengte å bli friske.
LUK.9.12	Da det led mot kveld, kom de tolv til ham og sa: «Send folket fra deg, så de kan dra til landsbyene og gårdene her omkring for å få tak over hodet og finne noe å spise. Her er vi jo på et øde sted.» 
LUK.9.13	Men Jesus svarte: «Dere skal gi dem mat!» «Vi har ikke mer enn fem brød og to fisker», sa de, «hvis vi da ikke selv skal gå og kjøpe mat til alle disse menneskene» 
LUK.9.14	– det var omkring fem tusen menn. Så sa han til disiplene: «La dem sette seg ned i grupper på femti.» 
LUK.9.15	De gjorde som han sa, og lot alle sette seg. 
LUK.9.16	Så tok han de fem brødene og de to fiskene, løftet blikket mot himmelen og velsignet dem. Deretter brøt han dem og ga til disiplene, for at de skulle dele ut til mengden. 
LUK.9.17	Og alle spiste og ble mette. Etterpå samlet de opp stykkene som var til overs etter dem, tolv kurver i alt.
LUK.9.18	En gang var han alene og ba. Bare disiplene var med ham. Da spurte han dem: «Hvem sier folk at jeg er?» 
LUK.9.19	 «Døperen Johannes», svarte de, «men noen sier Elia og andre at en av de gamle profetene er stått opp.» 
LUK.9.20	 «Og dere», spurte han, «hvem sier dere at jeg er?» Da svarte Peter: «Du er Guds Messias.» 
LUK.9.21	Men han forbød dem strengt å si dette til noen. 
LUK.9.22	 Han sa: «Menneskesønnen må lide mye og bli forkastet av de eldste, overprestene og de skriftlærde. Han skal bli slått i hjel, og den tredje dagen skal han reises opp.»
LUK.9.24	 For den som vil berge sitt liv, skal miste det. Men den som mister sitt liv for min skyld, skal berge det. 
LUK.9.25	Hva gagner det et menneske om det vinner hele verden, men mister seg selv og går til grunne? 
LUK.9.26	 For den som skammer seg over meg og mine ord, ham skal også Menneskesønnen skamme seg over når han kommer i sin og sin Fars og de hellige englers herlighet. 
LUK.9.27	 Sannelig, jeg sier dere: Noen av dem som står her, skal ikke smake døden før de ser Guds rike.»
LUK.9.28	Omkring åtte dager etter at han hadde sagt dette, tok han med seg Peter, Johannes og Jakob og gikk opp i fjellet for å be. 
LUK.9.29	Og mens han ba, fikk ansiktet hans et annet utseende, og klærne ble blendende hvite. 
LUK.9.30	Med ett sto det to menn og snakket med ham; det var Moses og Elia. 
LUK.9.31	De viste seg i herlighet og talte om den utgangen livet hans skulle få, om det han skulle fullføre i Jerusalem. 
LUK.9.32	 Peter og de andre hadde falt i dyp søvn. Nå våknet de og fikk se hans herlighet og de to mennene som sto sammen med ham. 
LUK.9.33	Da mennene skulle til å forlate ham, sa Peter til Jesus: «Mester, det er godt at vi er her. La oss bygge tre hytter, en til deg, en til Moses og en til Elia» – han visste ikke selv hva han sa. 
LUK.9.34	Mens han talte, kom det en sky og skygget over dem, og da de kom inn i skyen, ble de grepet av frykt. 
LUK.9.35	 Det lød en røst fra skyen: «Dette er min Sønn, den utvalgte. Hør ham!» 
LUK.9.36	Og da røsten lød, var det ingen annen å se, bare Jesus. Disiplene tidde med dette. På den tiden fortalte de ikke til noen hva de hadde sett.
LUK.9.37	Neste dag, da de kom ned fra fjellet, ble han møtt av en stor folkemengde. 
LUK.9.38	En mann i mengden ropte: «Mester, jeg ber deg: Se til sønnen min, han er det eneste barnet jeg har! 
LUK.9.39	Rett som det er, tar en ånd tak i ham. Den setter i et skrik og river og sliter i ham så han fråder. Den tar nesten livet av ham før den endelig slipper ham. 
LUK.9.40	Jeg ba disiplene dine drive den ut, men de var ikke i stand til det.» 
LUK.9.41	Da sa Jesus: «Du vantro og vrange slekt! Hvor lenge skal jeg være hos dere og holde ut med dere? Kom hit med sønnen din!» 
LUK.9.42	Mens gutten ennå var på vei fram, kastet den onde ånden ham over ende og rev og slet i ham. Da truet Jesus den urene ånden og helbredet gutten og ga ham tilbake til faren. 
LUK.9.43	Og alle var overveldet av Guds storhet.
LUK.9.43	Mens alle undret seg over alt han gjorde, sa han til disiplene: 
LUK.9.44	 «Hør nøye etter hva jeg nå sier: Menneskesønnen skal overgis i menneskers hender.» 
LUK.9.45	Men de skjønte ikke dette ordet; det var skjult for dem, så de ikke kunne fatte det. Og de våget ikke å spørre ham om det han hadde sagt.
LUK.9.47	Men Jesus skjønte hva de tenkte i hjertet. Han tok et lite barn og stilte det ved siden av seg 
LUK.9.48	 og sa til dem: «Den som tar imot dette barnet i mitt navn, tar imot meg. Og den som tar imot meg, tar imot ham som har sendt meg. For den som er den minste av dere alle, han er stor.»
LUK.9.50	 Men Jesus svarte: «Dere skal ikke hindre ham! Den som ikke er mot dere, er med dere.»
LUK.9.52	 Han sendte bud foran seg, og de dro av sted og gikk inn i en samaritansk landsby for å skaffe ham husly. 
LUK.9.53	 Men der ville de ikke ta imot ham, fordi hans ansikt var vendt mot Jerusalem. 
LUK.9.54	 Da disiplene Jakob og Johannes fikk høre dette, sa de: «Herre, vil du at vi skal by 
LUK.9.55	 Men han snudde seg og talte strengt til dem. {{«Dere vet ikke hva slags ånd dere er av», sa han. «For Menneskesønnen er ikke kommet for å ødelegge menneskeliv, men for å frelse.»}} 
LUK.9.56	Så dro de til en annen landsby.
LUK.9.57	Mens de gikk der på veien, var det en som sa til ham: «Jeg vil følge deg hvor du enn går.» 
LUK.9.58	Jesus svarte: «Revene har hi, og himmelens fugler har rede, men Menneskesønnen har ikke noe han kan hvile hodet på.»
LUK.9.59	Han sa til en annen: «Følg meg!» Men mannen svarte: «Herre, la meg først få gå hjem og begrave min far.» 
LUK.9.60	 Da sa Jesus til ham: «La de døde begrave sine døde, men gå du av sted og forkynn Guds rike.»
LUK.9.62	 Men Jesus svarte: «Ingen som har lagt hånden på plogen og så ser seg tilbake, er skikket for Guds rike.»
LUK.10.2	 Og han sa til dem:
LUK.10.2	«Høsten er stor, men arbeiderne få. Be derfor høstens herre sende ut arbeidere for å høste inn grøden hans. 
LUK.10.3	Gå av sted! Jeg sender dere som lam blant ulver. 
LUK.10.4	 Ta ikke med dere pengepung, ikke veske og ikke sko. Stans ikke på veien for å hilse på folk. 
LUK.10.5	Men når dere kommer inn i et hus, skal dere først si: ‘Fred være med dette hjemmet!’ 
LUK.10.6	Og bor det et fredens menneske der, skal freden deres hvile over ham. Hvis ikke, skal den vende tilbake til dere selv. 
LUK.10.7	 Bli boende der i huset og spis og drikk det de byr dere! For en arbeider er verd sin lønn. Flytt ikke fra hus til hus! 
LUK.10.8	Og når dere kommer inn i en by og de tar imot dere, så spis det de setter fram for dere! 
LUK.10.9	 Helbred de syke der og si: ‘Guds rike er kommet nær til dere!’ 
LUK.10.10	Men når dere kommer inn i en by der de ikke tar imot dere, så gå ut på gatene og si: 
LUK.10.11	 ‘Selv støvet vi har fått på føttene i byen deres, kan dere beholde, vi børster det av oss. Men det skal dere vite: Guds rike er kommet nær.’ 
LUK.10.12	 Jeg sier dere: På dommens dag skal Sodoma slippe lettere enn den byen.
LUK.10.14	Men Tyros og Sidon skal slippe lettere i dommen enn dere. 
LUK.10.15	 Og du, Kapernaum – skal du bli opphøyd til himmelen? Nei, til dødsriket skal du støtes ned!
LUK.10.17	De syttito kom glade tilbake og sa: «Herre, til og med de onde åndene er lydige når vi nevner ditt navn!» 
LUK.10.18	 Da sa han til dem: «Jeg så Satan falle ned fra himmelen som et lyn. 
LUK.10.19	 Ja, jeg har gitt dere makt til å tråkke på slanger og skorpioner og makt over alt fiendens velde. Ingenting skal skade dere. 
LUK.10.20	 Og likevel: Gled dere ikke over at åndene lyder dere, men gled dere over at navnene deres er blitt innskrevet i himmelen!»
LUK.10.22	 Alt har min Far overgitt til meg. Ingen vet hvem Sønnen er, unntatt Faderen, og ingen vet hvem Faderen er, unntatt Sønnen og den som Sønnen vil åpenbare det for.»
LUK.10.23	Da de var alene, vendte han seg til disiplene og sa: «Salige er de øynene som ser det dere ser! 
LUK.10.24	 For jeg sier dere: Mange profeter og konger ville gjerne se det som dere ser, men fikk ikke se det, og høre det som dere hører, men fikk ikke høre det.»
LUK.10.26	«Hva står skrevet i loven?» sa Jesus. «Hvordan leser du?» 
LUK.10.27	 Han svarte: «
LUK.10.28	 Da sa Jesus: «Du svarte rett. Gjør det, så skal du leve.» 
LUK.10.29	Men han ville rettferdiggjøre seg selv og spurte Jesus: «Hvem er så min neste?» 
LUK.10.30	 Jesus tok dette opp og sa:
LUK.10.30	«En mann var på vei fra Jerusalem ned til Jeriko. Da falt han i hendene på røvere. De rev klærne av ham, skamslo ham og lot ham ligge der halvdød. 
LUK.10.31	Nå traff det seg slik at en prest kom samme vei. Han så ham, men gikk utenom og forbi. 
LUK.10.32	 Det samme gjorde en levitt. Han kom, så mannen og gikk rett forbi. 
LUK.10.33	 Men en samaritan som var på reise, kom også dit hvor han lå, og da han fikk se ham, fikk han inderlig medfølelse med ham. 
LUK.10.34	Han gikk bort til ham, helte olje og vin på sårene hans og forbandt dem. Så løftet han mannen opp på eselet sitt og tok ham med til et herberge og pleiet ham. 
LUK.10.35	 Neste morgen tok han fram to denarer, ga dem til verten og sa: ‘Sørg godt for ham. Og må du legge ut mer, skal jeg betale deg når jeg kommer tilbake.’
LUK.10.36	Hvem av disse tre synes du nå viste seg som en neste for ham som ble overfalt av røvere?» 
LUK.10.37	Han svarte: «Den som viste barmhjertighet mot ham.» Da sa Jesus: «Gå du og gjør som han.»
LUK.10.39	Hun hadde en søster som het Maria, og Maria satte seg ned ved Herrens føtter og lyttet til hans ord. 
LUK.10.40	Men Marta var travelt opptatt med alt som skulle stelles i stand. Hun kom bort til dem og sa: «Herre, bryr du deg ikke om at min søster lar meg gjøre alt arbeidet alene? Si til henne at hun skal hjelpe meg.» 
LUK.10.41	Men Herren svarte henne: «Marta, Marta! Du gjør deg strev og uro med mange ting. 
LUK.10.42	 Men ett er nødvendig. Maria har valgt den gode del, og den skal ikke tas fra henne.»
LUK.11.1	En gang var han et sted og ba. Da han var ferdig, sa en av disiplene til ham: «Herre, lær oss å be, slik Johannes lærte sine disipler.» 
LUK.11.2	 Han svarte: «Når dere ber, skal dere si:
LUK.11.2	Far!
LUK.11.2	La navnet ditt helliges.
LUK.11.2	La riket ditt komme.
LUK.11.3	Gi oss hver dag 
LUK.11.4	for også vi tilgir hver den 
LUK.11.4	Og la oss ikke komme 
LUK.11.5	Så sa han til dem: «Sett at en av dere går til en venn midt på natten og ber ham: ‘Kjære, lån meg tre brød! 
LUK.11.6	En venn som er på reise, er kommet til meg, og jeg har ikke noe å by ham.’ 
LUK.11.7	Tror dere han da vil svare der innefra: ‘Ikke forstyrr meg! Døren er alt stengt, og både barna og jeg er i seng. Jeg kan ikke stå opp og gi deg noe.’ 
LUK.11.8	 Nei, sier jeg dere: Om han ikke står opp og gir ham det for vennskaps skyld, vil han i alle fall gjøre det fordi han er så pågående, og gi ham alt han trenger.
LUK.11.10	For den som ber, han får. Den som leter, han finner. Og den som banker på, skal det lukkes opp for.
LUK.11.12	eller gi ham en skorpion når han ber om et egg? 
LUK.11.13	 Når selv dere som er onde, vet å gi barna deres gode gaver, hvor mye mer skal ikke da Far i himmelen gi Den hellige ånd til dem som ber ham!»
