GEN.1.4	Gud så lyset, at det var godt. Og Gud skilte lyset fra mørket.
EZK.34.22	derfor skal Jeg frelse Min flokk, og de skal ikke lenger være til bytte. Jeg skal dømme mellom lam og lam.
EZK.34.31	‘Dere er Min flokk, flokken på Min beitemark. Dere er mennesker, og Jeg er deres Gud’, sier Herren Gud.»
EZK.35.1	Herrens Ord kom til meg, og det lød:
EZK.35.2	«Menneskesønn, vend ansiktet mot Se’irfjellet, profeter mot det,
EZK.35.4	Jeg skal legge dine byer i ruiner, og du selv skal legges øde. Da skal du kjenne at Jeg er Herren.
EZK.35.6	derfor, så sant Jeg lever’, sier Herren Gud, ‘skal Jeg sannelig gjøre deg til blod, og blod skal forfølge deg. Fordi du ikke har hatet blod, skal blod forfølge deg.
EZK.35.8	Jeg skal fylle hans fjell med hans falne. De som drepes ved sverdet, skal falle på dine høyder, i dine daler og i alle dine bekkefar.
EZK.35.10	Fordi du har sagt: «Disse to folkeslagene og disse to landene skal bli mine, og vi skal ta dem i eie» – men Herren har vært der –
EZK.35.11	derfor, så sant Jeg lever’, sier Herren Gud, ‘skal Jeg handle ut fra din vrede og ut fra den misunnelsen du viste i ditt hat mot dem. Jeg skal gjøre Meg kjent blant dem når Jeg dømmer deg.
EZK.36.6	Profeter derfor om Israels land og si til fjellene, høydene, bekkefarene og dalene: Så sier Herren Gud: ‘Se, Jeg har talt i Min nidkjærhet og Min harme fordi dere har båret vanære fra folkesla-gene.
EZK.36.8	Men dere, Israels fjell, skal skyte grener og bære frukt for Mitt folk Israel, for det er like før de kommer.
EZK.36.9	For sannelig, Jeg er med dere, og skal vende Meg til dere, og dere skal bli dyrket og tilsådd.
EZK.36.14	derfor skal du ikke fortære mennesker lenger, og ikke føre dine folkeslag til fall’, sier Herren Gud.
EZK.36.15	‘Jeg skal ikke la deg høre at folkeslagene vanærer deg lenger, og ikke la deg bære hån fra folkene mer. Og du skal ikke føre dine egne folkeslag til fall mer’, sier Herren Gud.»
EZK.36.16	Herrens Ord kom til meg, og det lød:
EZK.36.23	Jeg skal hellige Mitt store navn, det som er blitt vanhelliget blant folkeslagene, det som dere har vanhelliget iblant dem. Folkeslagene skal kjenne at Jeg er Herren’, sier Herren Gud, ‘når Jeg blir helliget midt iblant dere for øynene på dem.
EZK.36.26	Jeg skal gi dere et nytt hjerte og en ny ånd i deres indre. Jeg skal ta steinhjertet ut av kroppen deres og gi dere et kjøtthjerte i stedet.
EZK.36.28	Da skal dere bo i det landet Jeg ga deres fedre. Dere skal være Mitt folk, og Jeg skal være deres Gud.
EZK.36.31	Da skal dere huske deres onde ferd og gjerninger som ikke var gode. Dere skal avsky dere selv i egne øyne på grunn av deres misgjerninger og det avskyelige dere gjorde.
EZK.36.32	Det er ikke for deres skyld Jeg gjør dette’, sier Herren Gud. ‘Det må være kjent for dere. Dere må kjenne skam og vanære over deres ferd, Israels hus.
EZK.36.34	Det øde landet skal dyrkes i stedet for å ligge som ørken for øynene på alle som drar forbi.
EZK.36.38	Som en flokk av hellige, som Jerusalems flokk på hennes høytidsdager, slik skal menneskeflokken fylle byene som lå i ruiner. Da skal de kjenne at Jeg er Herren.’»
EZK.37.2	Så lot Han meg gå rundt hele veien forbi dem, og se, det var svært mange som lå der i den åpne dalen. Og se, de var helt tørre.
EZK.37.3	Han spurte: «Menneskesønn, skal disse beina få liv igjen?» Da sa jeg: «Herre Gud, Du vet det.»
EZK.37.4	Igjen talte Han til meg: «Profeter til disse beina og si til dem: ‘Dere tørre bein, hør Herrens Ord!’
EZK.37.5	Så sier Herren Gud til disse beina: ‘Sannelig, Jeg skal la det komme ånd
EZK.37.7	Så profeterte jeg slik jeg var blitt befalt. Mens jeg profeterte, kom det et brak. Og se, det begynte å klapre. Beina trakk nær hverandre, hvert av dem til det beinet det hørte til.
EZK.37.8	Jeg så, og se, det kom sener og kjøtt på dem, og det kom hud som dekket dem. Men det var ikke ånd i dem.
EZK.37.10	Så profeterte jeg slik Han befalte meg. Da kom Ånden inn i dem, og de ble levende, og de sto på føttene, en meget, meget stor hær.
EZK.37.13	Da skal dere kjenne at Jeg er Herren, når Jeg åpner deres graver, Mitt folk, og fører dere opp fra gravene.
EZK.37.14	Jeg skal gi Min Ånd i dere, og dere skal leve. Jeg skal la dere hvile i deres eget land. Da skal dere kjenne at Jeg, Herren, har talt det, og at det er Jeg som gjør det’, sier Herren.»
EZK.37.15	Igjen kom Herrens Ord til meg, og det lød slik:
EZK.37.17	Så skal du feste dem sammen, den ene til den andre, så det blir én stav. De skal bli til én i din hånd.
EZK.37.21	Så skal du si til dem: Så sier Herren Gud: ‘Se, Jeg skal ta Israels barn ut fra folkeslagene, hvor de enn har dratt. Jeg skal samle dem fra alle kanter og føre dem inn i deres eget land.
EZK.37.23	De skal ikke mer gjøre seg urene med sine avguder, avskyelige gudebilder eller med noen av sine overtredelser. Jeg skal frelse dem fra alle stedene der de bor, der de har syndet, og Jeg skal rense dem. De skal være Mitt folk, og Jeg skal være deres Gud.
EZK.38.1	Herrens Ord kom til meg, og det lød slik:
EZK.38.2	«Menneskesønn, vend ansiktet mot Gog, landet Magog, fyrsten over Ros
EZK.38.3	og si: Så sier Herren Gud: ‘Se, Jeg kommer imot deg, Gog, fyrste over Ros, Mesjek og Tubal.
EZK.38.4	Jeg skal vende deg rundt, sette kroker i dine kjever og føre deg ut med hele din hær, hester og hestfolk. De er alle vakkert kledd, en stor flokk med store og små skjold, og alle kan svinge sverdet.
EZK.38.5	Persia, Kusj
EZK.38.10	Så sier Herren Gud: ‘På den dagen skal det skje at det dukker opp noen tanker i ditt hjerte, og du skal legge en ond plan.
EZK.38.12	Dette skal du gjøre for å plyndre og ta bytte, så du kan vende din hånd mot ruinene som på ny er bebodd, mot et folk som er samlet fra folkeslagene, et folk som har skaffet seg buskap og eiendeler og bor i jordens navle
EZK.38.18	På samme dag, den dagen Gog kommer mot landet Israel’, sier Herren Gud, ‘skal det skje: Min harme vil vise seg i Mitt ansikt.
EZK.38.21	Over alle Mine fjell skal Jeg kalle på sverdet imot ham
EZK.38.22	Jeg skal dømme ham med pest og blodsutgytelse. Over ham, hans tropper og de mange folkene som er med ham, skal Jeg la det regne et flommende regn, hagl som stein, ild og svovel.
EZK.38.23	Jeg skal vise Meg selv stor og hellig, og Jeg skal bli kjent foran øynene på mange folkeslag. Da skal de kjenne at Jeg er Herren.’
EZK.39.1	Og du, menneskesønn, profeter mot Gog og si: Så sier Herren Gud: ‘Se, Jeg kommer imot deg, Gog, fyrste over Ros
EZK.39.3	Så skal Jeg slå din bue ut av din venstre hånd og få dine piler til å falle ut av din høyre hånd.
EZK.39.5	På åpen mark skal du falle. For Jeg har talt’, sier Herren Gud.
EZK.39.8	Sannelig, det kommer, og det skal skje’, sier Herren Gud. ‘Dette er dagen Jeg har talt om.
EZK.39.9	Da skal de som bor i Israels byer, gå ut og sette fyr på våpnene og brenne dem, både de små og de store skjoldene, buene og pilene, håndstavene og spydene. De skal holde ilden ved like i sju år med dem.
EZK.39.11	‘På den dagen skal det skje: Jeg skal gi Gog et gravsted der i Israel, i dalen til dem som drar forbi
EZK.39.13	Hele folket i landet skal være med på å begrave dem. På den dagen da Jeg herliggjør Meg, skal det gå gjetord om dere’, sier Herren Gud.
EZK.39.15	De som skal dra gjennom landet, drar, og ser et bein av et menneske, skal han sette opp et merke ved det, til de som skal begrave, har begravd det i Goghærens dal
EZK.39.19	Dere skal spise fett til dere er mette og drikke blod til dere er drukne, ved Mitt offermåltid. Jeg ofrer det for dere.
EZK.39.21	‘Jeg vil vise
EZK.39.26	etter at de har båret sin skam og all sin troløshet, som de viste mot Meg da de bodde trygt i sitt eget land og ingen skremte dem.
EZK.39.29	Jeg skal ikke mer skjule Mitt ansikt for dem. For Jeg skal utøse Min Ånd over Israels hus’, sier Herren Gud.»
EZK.40.4	Mannen talte til meg: «Menneskesønn, se med øynene og hør med ørene, og legg deg på hjertet alt det jeg viser deg. For du ble ført hit for at det skulle bli vist deg. Fortell om alt du ser til Israels hus.»
EZK.40.7	Hvert portrom var én måleenhet langt og én måleenhet bredt. Mellom portrommene var avstanden fem alen. Dørterskelen til porten ved forhallen på innsiden av porten var én måleenhet.
EZK.40.8	Han målte også forhallen på innsiden av porten, den var én måleenhet.
EZK.40.9	Så målte han forhallen ved porten, den var åtte alen. Portstolpene var to alen. Forhallen ved porten var på innsiden.
EZK.40.10	I østporten var det tre portrom på den ene siden og tre på den andre. De tre var like store. Også portstolpene var like store på begge sider.
EZK.40.11	Han målte så bredden av inngangen til porten, den var ti alen. Porten var 13 alen lang.
EZK.40.12	Det var et mellomrom
EZK.40.13	Så målte han porten fra taket på det ene portrommet til taket på det andre. Bredden var tjuefem alen, dør mot dør.
EZK.40.14	Han målte portstolpene, 60 alen høye. Forgården hele veien rundt porten strakte seg bort til portstolpen.
EZK.40.15	Fra forsiden av inngangsporten til forsiden av forhallen til den indre porten var det 50 alen.
EZK.40.16	På innsiden av porten var det vinduer med fast gitter i portrommene helt bort til portstolpene, hele veien rundt. Slik var det også i forhallen. Det var vinduer hele veien rundt på innsiden. På hver portstolpe var det palmetrær.
EZK.40.18	Brolegningen var ved siden av portene og nådde like langt som portene. Dette var den nedre brolegningen.
EZK.40.19	Så målte han bredden fra forsiden på den nedre porten til forsiden på utsiden av den indre forgården. Den var 100 alen både mot øst og mot nord.
EZK.40.20	I den ytre forgården var det også en port som vendte mot nord, og han målte lengden og bredden av den.
EZK.40.21	Portrommene, tre på denne siden og tre på den andre, portstolpene og for-hallen, hadde de samme målene som i den første porten. Lengden var 50 alen og bredden 25 alen.
EZK.40.22	Vinduene, forhallen og palmetrærne hadde de samme mål som i porten som vendte mot øst. En steg opp til den på sju trappetrinn, og forhallen var på forsiden av den.
EZK.40.23	Porten til den indre forgården var rett overfor nordporten, slik som ved østporten. Han målte fra port til port, 100 alen.
EZK.40.24	Deretter førte han meg mot sør, og se, der var det en port som vendte sørover. Han målte portstolpene og forhallen, de hadde samme mål som de andre.
EZK.40.25	Det var vinduer på den og på forhallen, hele veien rundt, slik som de andre vinduene. Lengden var 50 alen og bredden 25 alen.
EZK.40.26	Sju trappetrinn førte opp til den, og forhallen var på forsiden av dem. Den hadde palmetrær på portstolpene, ett på den ene siden og ett på den andre.
EZK.40.27	Det var også en port til den indre forgården, som vendte mot sør. Han målte fra port til port mot sør, 100 alen.
EZK.40.28	Så førte han meg inn i den indre forgården gjennom sørporten. Han målte sørporten. Den hadde de samme mål som de andre.
EZK.40.29	Også portrommene, portstolpene og forhallen hadde de samme mål som de andre. Det var vinduer i porten og i forhallen, hele veien rundt. Lengden var 50 alen og bredden 25 alen.
EZK.40.31	Forhallen vendte ut mot den ytre forgården, det var palmetrær på portstolpene, og trappen opp hadde åtte trinn.
EZK.40.32	Han førte meg inn i den indre forgården som vendte mot øst. Han målte porten. Den hadde de samme målene som de andre.
EZK.40.33	Også portrommene, portstolpene og forhallen hadde de samme mål som de andre. Det var vinduer i porten og i forhallen, hele veien rundt. Lengden var 50 alen og bredden 25 alen.
EZK.40.34	Forhallen vendte mot den ytre forgården, og det var palmetrær på portstolpene både på den ene siden og på den andre siden. Trappen opp hadde åtte trinn.
EZK.40.35	Så førte han meg til nordporten og målte den. Den hadde de samme målene som de andre,
EZK.40.36	også portrommene, portstolpene og forhallen. Den hadde vinduer hele veien rundt. Lengden var 50 alen og bredden 25 alen.
EZK.40.37	Portstolpene vendte mot den ytre forgården, og det var palmetrær på portstolpene både på den ene siden og på den andre siden. Trappen opp hadde åtte trinn.
EZK.40.40	På utsiden av sideveggen, like ved der en går opp inngangen til nordporten, var det to bord. På den andre siden av forhallen til porten var det to bord.
EZK.40.41	Det var fire bord på denne siden og fire bord på den andre, ved siden av porten. Til sammen var det åtte bord hvor de slaktet.
EZK.40.42	Det var også fire bord av hogd stein til brennofferet. De var en og en halv alen lange, en og en halv alen brede og en alen høye. På disse la de redskapene som ble brukt til å slakte brennofferet og slaktofferet.
EZK.40.43	Hele veien rundt på huset var det doble kroker, en håndsbredd brede. Kjøttet fra offergavene lå på bordene.
EZK.40.45	Da sa han til meg: «Dette rommet som vender med forsiden sørover, er for de prestene som har ansvaret for huset.
EZK.40.47	Han målte forgården, den var 100 alen lang og 100 alen bred. Den var kvadratisk. Alteret sto foran huset.
EZK.41.2	Inngangen var ti alen bred, og sidemurene på inngangen var fem alen på den ene siden og fem alen på den andre. Han målte lengden på helligdommen, den var 40 alen, og bredden var 20 alen.
EZK.41.3	Han gikk så innenfor
EZK.41.4	Han målte lengden på den, den var 20 alen. Bredden var 20 alen mot forsiden av helligdommen. Han sa til meg: «Dette er Det Aller Helligste.»
EZK.41.5	Deretter målte han veggen på huset
EZK.41.7	Når en gikk opp fra en høyde til en annen, ble siderommene bredere hele veien rundt, siden de avsatsene de hvilte på i veggen på huset, gikk oppover som trappetrinn. Derfor ble bygningen bredere etterhvert som man gikk opp fra den nederste høyden til den øverste, gjennom den midterste.
EZK.41.9	Ytterveggen til siderommene var fem alen brede. Det samme var mellomrommet mellom siderommene til huset.
EZK.41.10	Mellom ytterveggen og rommene langs muren var det 20 alen på alle sider hele veien rundt huset.
EZK.41.11	Dørene til siderommene åpnet seg ut mot mellomrommet, én dør mot nord og en annen mot sør. Mellomrommet var fem alen bredt hele veien rundt.
EZK.41.12	Bygningen som vendte mot gårdsplassen der den atskilte tempelet mot vest, var 70 alen bred. Veggen på bygningen var fem alen tykk hele veien rundt, og lengden var 90 alen.
EZK.41.13	Så målte han huset. Det var 100 alen langt. Gårdsplassen som atskilte tempelet, med bygningen og veggen, var 100 alen lang.
EZK.41.14	Forsiden av huset og gårdsplassen mot øst var 100 alen bred.
EZK.41.15	Han målte lengden på bygningen som vendte mot gårdsplassen, på baksiden av den. Med svalgangene på begge sider var lengden 100 alen. Det indre tempelet
EZK.41.17	Fra området over døren, helt til det indre huset
EZK.41.20	Fra jorden til området over døren og på veggen til helligdommen
EZK.41.21	Dørstolpene til helligdommen
EZK.41.25	På dørene til helligdommen var det utskåret kjeruber og palmetrær, slik de var utskåret på veggene. Det var en himling av tre foran forhallen på utsiden.
EZK.41.26	Det var vinduer med fast gitter og palmetrær på den ene siden og på den andre siden, på sideveggene til for-hallen, i siderommene til huset og på himlingene.
EZK.42.2	Lengden var 100 alen og bredden 50 alen. Døren vendte mot nord.
EZK.42.4	Foran rommene, mot innsiden, var det et trinn
EZK.42.5	De øvre rommene var kortere, fordi svalgangene tok bort mer plass fra dem enn fra de laveste og midterste høydene i bygningen.
EZK.42.6	For de var i tre høyder og hadde ikke søyler lik søylene i forgårdene. Derfor ble disse mindre enn de i de laveste og midterste høydene fra bakken og opp.
EZK.42.7	På utsiden, mot den ytre forgården, gikk det en mur langs rommene på forsiden av rommene. Lengden på den var 50 alen.
EZK.42.9	Til de nederste rommene var inngangen på østsiden, når en går inn i dem fra den ytre forgården.
