MAT.1.1	Aanna Yisuu Kirisiinna oyaiya kuavai. Aaparahaamooya Davuitiiya oyaivakidiri Yisuuva diiteeravai.
GAL.1.15	Ni noonna ausaivakidiri hama na kooyaa variaa suaivaki Anutuuqo ni mmataama kieeravai. Ivo kati niiyara yoketaama yaata utuoo na inna mmooriivaa iinaraivaara ni maavee tiravai. 
GAL.1.16	Na ngiari voopinnaiya Yisuunna mmayaaya yoketaivaa kiaa mmiaiveeraivaara Anutuuqo ari Mmaapuuvaa kooyaa ni vitairavai. Iva kooyaa ni vitau suaivaki hama na vaidiiyasi viee iyaata kua tiee vo kuavaara iya yaparairavai. 
GAL.1.17	Hama na Yerusareema viee ni tauraa varuu aposorooyaata kua tiee vo kuavaara iya yaparairavai. Hameetavee. Na safuuma viee mmanna mmataivaa nnutuuvo Arapiaa ivaki hara kiee kiisa suai variee kava vara ranee Damasakuusa nniravai. 
GAL.1.18	Na ivaki hara kiee variaaduu nuanu taaravooma taika kiooduu na Yerusareema viee Petorooso ivaki varuuvaasidiri kuaivaa rikiaanara ivaki variaaduu yaakuuvaitana yuku sai suaivai taikeeravai. 
GAL.1.19	Hama na sai aposorooya teeravai. Na ti Udaanga Yisuu Kirisiinna kataivaa Yakoopaa nnaasu teeravai. 
GAL.1.20	Aa na fafaara rau kua aavo kutaa kuavai vainoo. Hama na unnakuavai kiaunoo. Anutuuqaa avuuvaudiri na kua kutaavai kiaunoo.
GAL.1.21	Nnaagiai na mmataivaitana nnutuuvaitana Suriaa Kirikiaa mmataivaitanaki viravai. 
GAL.1.22	Na itaama varia ree nookiaa suaivaki Yutayaa gioonna kiaapu vaa ausa hanigiada Yisuu Kirisiinnara kutaavaivee tuuya kati na nookiaa kuaivaa rikiada hama ni teeravai. 
GAL.1.23	Gioonna kiaapu vooyaano iya tunoo: Yisuunnara kutaavaivee tira aataruuvo eeyaara taikaiveera ii vaidi ivo tauraa ti ruputuoo maisa mmooriivaa tiiyara iiravai. Mo aanna makee ta taunnano ii vaidi ivoonoonno Yisuunna kua mmayaaya yoketaivaa kiaa mmiaa roo nuainoo, tuduu ivaa nnaasu rikiada 
GAL.1.24	niiyara Anutuuqaata kua yoketaivaa tiravai.
GAL.2.1	Nnaagiai nuanu yaakuuvaitana yukukidiri taarama taarama taika kiooduu na kava Yerusareema kuaaduu Panapaaso ni tasipama viravai. Ta vida vaidi Titiinnaata vitada viravai. 
GAL.2.2	Anutuuqoono ni tuduu na viravai. Na viee viee oro ivaki hara kiee variee ivaki varuu kieetaiya vitee iya tasipama oro vo kammu voovau variee Yisuunna mmayaaya yoketaivaa na ngiari voopinnaiya kiaa mmiaa ree nookiaa kuaivaa kooyaa iya kiaa mmiravai. Ni mmoori tauraa na iikiaiyauvoota nnaagiai iinaraiyauvootama kuminayaa vaivoora na kooyaa iya kiaa mmiravai. 
GAL.2.3	Titiiva ni tasipama varuu vaidiivo Ereengaa vaidivai varuduaata hama vaidi vooyaano inna mmammaivaa hatokaateeraivaara ti tarikua tiravai. 
GAL.2.4	Vaidi vooyaano unnakua kiaa tunoo: Ta ngii seenayavee, kiaa kiada ti tasipama varuuya inna mmammaivaa hatokaaree kiaa iidada hama hatokeeravai. Ii vaidi iyaano ta Yisuu Kirisiinna aataruuvau varida iikiaannaivaa taaree kiaa unnakua unnakua kiaa rada ta iikiaanna aataruuvaa teeda ngiari kieetaiya kiaa mmiaaraivaara teeravai. Hama mmaanna tuu aataruuvo mmannammanna ti ravaatau utuduu ta Yisuunna aataruuvau kati tete yaata utuaannaivau viravai. Iya mmaanna tuu aataruuvaadiri ti ravaatau utuaaraivaara iya itaama iiravai. 
GAL.2.5	Yisuu Kirisiinna mmayaayaivo yaagueeqama kutaavai vainai rikiada ngia yoketaama variateeraivaara ta hama iya kuaivaa rikiada muaraagaida iiravai.
GAL.2.6	Mo ngiari kieeta vaidiiya mmataama kiooya dataama variaannee? Iya aruooma variaannee? Vara adida variaannee? Hama na ivaara yaata utuaunoo. Anutuuqo iyaata niitama taikiai ta mmuaakaraama variaunnanoo. Ii vaidi kieeta iya hama karaasa kua voovai ni giaa ni miravai. 
GAL.2.7	Hameetavee. Vaa iya taavai. Yutayaa gioonna kiaapuuya Yisuunna mmayaaya yoketaivaa kiaa mmianeera aataruuvaa Anutuuqoono Petoroosaa mmiravai. Inna roosiima na ngiari voopinnaiya kiaa mmianeera aataruuvaa Anutuuqoono ni miravai. 
GAL.2.8	Anutuuqoono Petorooso aikiooma Yutayaa gioonna kiaapuuyaki aposoroo mmooriivaa iikiaiveera kiaa kioo ari yaagueeqaivaa inna mmioo inna tasipooduu iiravai. Ivaa roosiima Anutuuqoono tuduu na ngiari voopinnaiyaki aposoroo mmooriivaa varaaduu ivo ari yaagueeqaivaa ni mioo ni tasipooduu na iiravai. 
GAL.2.9	Yakoopo Petorooso Yuvuaanainna iya kieeta nnutuuvaa varoodoono Anutuuqo ii mmoori yoketaa ari vookarau ivaa ni muuvaa iya arinaima rikieeravai. Rikiada niita Panapaasaatama ti yaaku rumisiravai. Ivaara iyaata teetama mmuaa ausa mmuaa tinnivai varada iya Yutayaiyaki mmooriivaa varooduu ta ngiari voopinnaiyaki mmooriivaa vareeravai. 
GAL.2.10	Iya mmuaa mmoorivaara nnaasu ti kiaa ti mmiravai. Ta mmanna haipuuyara yaata utida tuqinnaateeraivaara ti kiaa ti mmiravai. Vaa na ivaara yaata utuee na makemakee yaagueeqama mmoori vareeravai.
GAL.2.11	Na oto Adiookiaa variaaduu Petorooso nnuduu ivo koonnama uuvaara na gioonna kiaapuuya avuuyauvunu safuuma ari tinniivau ivaara inna tiravai. 
GAL.2.12	Ngiari voopinnaa vaa ausa hanigiooyasi Petorooso makemakee iya tasipama yeenna nneeravai. Yapooma nnaagiai Yakoopoono vaidi vooya titaa kiooduu nnuuya innasi nnuduu rikioo Petorooso ngiari voopinnaiya pikioo hama kava iya tasipama yeenna nneeravai. Vaidi vooyaano ngiari voopinnaiya ngiari mmammaiyauvaa hatokaateera tuuvaara ivo aatuunno hama iya tasipama yeenna nneeravai. 
GAL.2.13	Petorooso itaama aatuunno hanigioo varuneema ari seena Yutayaa vaidiiyaata Panapaasootama iva varuneema itaama variravai. 
GAL.2.14	Yisuunna mmayaaya yoketaivo kua kutaavai vauvaa iya hama ivaa safuuma uuvaara na tee iya avuuyauvunu na Petoroosaa kiaanoo: A Yutayaa vaidi tuanaakua varieennaatainna ngiari voopinnaiya roosiima hara kiee variannanoo. Hama Yutayaiya roosiima a hara kiee variannanoo. Itaama vaikiai mo dataama kiee a ngiari voopinnaiya kiannanoo: Yutayaiya roosiima hara kiada variatee, kiannannee? tiravai.
GAL.2.15	Ta Yutayaiya ti kaano kooya Yutayaa gioonna kiaapuyaano ti mmateeravai. Ta hama ngiari voopinnaiya mminnamminnaa maisa vareeraiyakidiri diitaunnayavee. 
GAL.2.16	Itaama vaikiai vaa ta rikiaunnavai. Gioonna kiaapu voovoono Anutuuqaa avuuvau safuuma varinaree tioo ivoono Yisuu Kirisiinnara kutaavaivee kiaa kioo safuuma varinaravai. Ivo hama mmaanna tuu aataruuyauvaa iivaara safuuma Anutuuqaa avuuvau varinaravai. Ta Yutayaiya teetama Anutuuqaa avuuvau safuuma variaaraivaara Yisuu Kirisiinnara kutaavaivee tiravai. Hama ta mmaanna tuu aataruuvaa iikiaannaivaara Anutuuqaa avuuvau ta safuuma variaunnavai. Hama yopeema gioonna kiaapu voovoono mmaanna tuu aataruuvaa iinno Anutuuqaa avuuvau safuuma varinaravai. 
GAL.2.17	Itaama vaikiai ta Yisuu Kirisiinnara kutaavaivee kiaa kiada Anutuuqaa avuuvau safuuma ta variataama kiadaata ta ngiari voopinnaiya roosiima mminnamminnaa maisaiyauvaa varada mmaanna tuu aataruuvaa hatokaunnaivo kooyaa vaivaudiri ta kiaara: Yisuu Kirisiivaano ti tikiai ta mminnamminnaa maisaiyauvaa varaunnavaivee, kiaarannee? Ai hama fai ta itaa kua kiaaravaivee. 
GAL.2.18	Mmaanna tuu kuaivaa vaa na pikiaivaa fai na keenaa iinaree kiaa iina teeno hama yopeenai teeda fai ngia na mminnamminnaa maisaivaa varaanaraivaa kooyaa taaravai. 
GAL.2.19	Hama na aikiooma mmaanna tuu kuaivaa iirama kiee na vaidi putiraiya roosiima putuauvai variaunoo. Na Anutuuqaara nnaasu yaata utu kiee vaina variraivaa varee variaunoo. Na itaama varinaraivaara na vaidi putiraiya roosiima putuauvai variaunoo. 
GAL.2.20	Yisuu Kirisiiva yatari sagaivau putuneema neeta mmuaikaraama maisa aataruuvaara putuauko hama kava ni utivaivee. Aanna makee na variauvo hama nene variaunoo. Yisuu Kirisiiva niiki variivaara na variaunoo. Na mmata aavau variau suaivaki na Anutuuqaa Mmaapuuvaara kutaavaivee kiauvaara na hara kiee variaunoo. Ivoono niiyara mmuduuya ruoo putiravai. 
GAL.2.21	Anutuuqo kati tiiyara yoketaama yaata utiraivaara hama na kiaunoo: Kuminavaivee, kiaunoo. Ta mmaanna tuu aataruuvau hara kiada varida kiaunnanoo: Ta Anutuuqaa avuuvau safuuma variaunnanoo, kiaa kiada variaunnatiri. Yisuu Kirisiiva putuuvo kuminayaa vaitirivee.
GAL.3.1	Ngia Garatiaa variaiya kumimakayavee. Vaidi vooyaano ngii unnakua kiaani rikiada ngia iya mmemmaana kuaavaivee. Mo ngia ivaara dataamaida yaata utuaannee? Yisuu Kirisiiva yatari sagaivau putuuvaara vaa ta kooyaa ngii giaa ngii miaannaduu ngia yatari sagaivaa arinaima kooyaa teeda rikieeravaara roosiima ngia arinaima rikieeravai. 
GAL.3.2	Na vo kuavaaraata ngii yaparainaravee. Mo vara ngia mmaanna tuu aataruuvaudiri iida Anutuuqaa Mmannasaivaa vareeravainnee? Vara ngia Yisuunna mmayaaya yoketaivaa rikiada ivaara kutaavaivee kiaa kiada Anutuuqaa Mmannasaivaa vareeravainnee? Ngia Yisuunna mmayaaya yoketaivaara kutaavaivee kiaa kiada vareeravaivee. 
GAL.3.3	Mo dataama vaikiaida ngia ivaara kumimakaida variaannee? Ngia tauraa Anutuuqaa Mmannasaivaa vara kiada ivaara yaata utu kiada vaida iikiaa aataruuvaa pikiada ngiengie yaata utuaivaugiataama iikiaanoo. 
GAL.3.4	Ngia Mmannasa yoketaivaa vara kiada safu aataruuvau varuuvaara vaa ngia taunnuuda kiaannee? Ngia itaama varuu aataruuvo hama kumina mminnaavai. 
GAL.3.5	Anutuuqoono Mmannasa Yoketaivaa ngii mi kioo ngii nuuna aakiaiyauvaki mmoori ari vookara ari vookaraiyauvaa iira suaivaki ngia mmaanna tuu kuaivaa rikiada iikiaivaara ivo itaama iinnee? Vara ngia Yisuunna mmayaaya yoketaivaa rikiada ivaara kutaavaivee kiaivaara ivo iinnee? Mo ngia Yisuunna mmayaaya yoketaivaara kutaavaivee kiaivaara ivo iivaivee.
GAL.3.6	Ngia Aaparahaamaara yaata utuatee. Ivo varuuvaara Anutuuqaa kua fafaaraivo vainno tinoo: Ivoono Anutuuqaara kutaavaivee tiravai. Ivo yaagueeqama kutaavaivee tuuvaara Anutuuqo innara tunoo: Safuuma varira vaidivaivee, tiravai. Kua fafaaraivo vainno itaa kua tiivai. 
GAL.3.7	Itaama vaivaara arinaima rikiaatee. Aaparahaamo Anutuuqaara kutaavaivee tuneema gioonna kiaapuuya Yisuunnara kutaavaivee kiaiyara Anutuuqo tinoo: Aaparahaamaa uru nnaakara tuanaayavee, tiivai. 
GAL.3.8	Ngiari voopinnaa gioonna kiaapuuya Yisuunnara kutaavaivee kiaiyara Anutuuqo tinara: Inna safuuma varira gioonna kiaapuyavee, tinara kuaivaa vaa Anutuuqo tauraa kiaa kiooduu vauvaa vaidiiya ivaa fafaarairavai. Ivaarainno mmayaaya yoketaivaara Anutuuqo mmuaanaa Aaparahaamaa kiaa mmioo tunoo: A Anutuuqaara kutaavaivee kiannaivaara mmuakiaa gioonna kiaapu mmatayaa variaiya fai yoketaama variaaravaivee, tiravai. 
GAL.3.9	Aaparahaamo Anutuuqaara kutaavaivee tuuvaara Anutuuqo innara yoketairavai. Innanikaraama mmuakiaa gioonna kiaapuuya Anutuuqaara kutaavaivee kiaiyara ivo iyara yoketainaravai.
GAL.3.10	Gioonna kiaapuuya mmaanna tuu kuaivaudiri ngiari yoketaama variaaraivaara iida ngiari irisai maisaiyauvo pinaayauvai vaikiainnaata iya variaavai. Ivaara kua fafaara voovai vainno tinoo: Mmaanna tuu kua yanaivaki vai kua mmuakiaayauvai gioonna kiaapu voovoono hama makemakee iyauvaa rikioo iino Anutuuqo irisai maisaivaa pinaavai inna mminaraivo vaikioonnaata iivaivee, tiivai. 
GAL.3.11	Kua fafaara voovai vainno tinoo: Gioonna kiaapu voovoono Anutuuqaara kutaavaivee kiaa kioo inna avuuvau safuuma variivoono fai tupatupaa variraivaa varoo hara kioo varinaravaivee, tiivaara vaa ta rikiaunnavai. Itaama vaikio gioonna kiaapu voovoono mmaanna tuu aataruuvau variivoono hama Anutuuqaa avuuvau safuuma varivai. 
GAL.3.12	Ivaara kua fafaara voovai vainno tinoo: Gioonna kiaapu voovoono Anutuuqo mmaanna tuu kuaivaa iinno fai ii aataru ivau nnaasu varinaravaivee, tiivai. Gioonna kiaapu voovoono Anutuuqo mmaanna tuu aataruuvaa iivoono hama Anutuuqaara kutaavaivee kiaa kioo iivai.
GAL.3.13	Rikiaatee Yisuu Kirisiiva ti mminnamminnaa maisaiyauvaa irisai maisaivaa pinaavai vareeravai. Gioonna kiaapuuya mmaanna tuu aataruuvaa uuya irisai maisaiyauvo pinaayauvai vauduaata uu aataruuvakidiri Yisuu Kirisiiva ari kiauvaadiri ti yookaama kieeravai. Ivaara Anutuuqaa kua fafaaraivo vainno tinoo: Vaidi vooya vaidi voovai utu raririima rada yatariyaa inna nnuunaivaa mmaana heerayaama rau rasotaama kiaavo too putiivoono fai Anutuuqaasidiri irisai maisaivaa pinaavai ari varaanaravaivee. Kua fafaaraivoono itaa kua tiivai. 
GAL.3.14	Aaparahaamo Anutuuqaa kuaivaara kutaavaivee tuuvaara ivo innara yoketairavai. Ngiari voopinnaiyaatama Yisuunnara kutaavaivee kiaaraivaara ivo iyaraatama yoketairavai. Ivo iyaraatama yoketaakiaiveeraivaara Yisuu Kirisiiva ti yookainaraivaara ee-oo tiravai. Nnaaru Anutuuqo Mmannasa Yoketaivaa ti mminaraivaara kua kiaa teerama kieeravai. Ta Yisuunnara kutaavaivee kiaa kiada Mmannasaivaa varaaraivaara Yisuu Kirisiiva ti yookainaraivaara ee-oo tiravai.
GAL.3.15	Ni seenayaso, na mmatayaa diaa aataru voovaudiri mmataama kiee ngii giaa ngii minaravee. Fai vaidi taaravaitanaano kua tida kuaivaa oyaivaa kiaa yeena rau kiada ngiari nnutuuvaitanaatama yaagueeqai kuavai fafaara raa yapa kiaivaa fai hama vaidi voovoono yopeema ivaa hatokoo vo kuavai ivaa tasipama raanaravai. 
GAL.3.16	Aikioovai. Anutuuqo ari kua kiaa teerama kiooyauvaa Aaparahaamaata inna sidinnaidiivaatama kiaa mmiravai. Hama ii kua ivo tunoo: Inna sidinnaidiiyaatama kiaa mmiravaivee, tiravai. Itaa kua tuu kuaivo hama kaayau sidinnaidiiyara tiravai. Ii kua ivo tunoo: Inna sidinnaidiivaatama kiaa mmiravaivee, tuuvo mmuaa sidinnaidivaara tiravai. Ii vaidi ivo Yisuu Kirisiivavee. 
GAL.3.17	Na kiau kuaivaa oyaivaa arinaima rikiaatee. Anutuuqo kua kiaa teerama kioo yeena rau kioo kuaivaa Aaparahaamaa kiaa mmioo tunoo: Kua kutaa fai na iinaravaivee, tiravai. Anutuuqaa mmaanna tuu kuaiyauvo kaayau nuanu (430) nnaagiai nnuuvoono hama yopeema Anutuuqo kua kiaa yeena rau kiooduu tauraa vauvaa hatokaivai. Ivo kua kiaa teerama kioo kua kutaivaa tuuvaa hama yopeema rugaivai. 
GAL.3.18	Gioonna kiaapuuya Anutuuqaa mmaanna tuu kuaiyauvaa iidada Anutuuqaa avuuvau safuuma variaaree kiaa kiada variaatiri. Anutuuqo kua kiaa teerama kioo kua kutaivaa Aaparahaamaa kiaa mmuuvaa hatokaatirivee. Hama itaama vainoo. Anutuuqo kua kiaa teerama kioo kua kutaivaa Aaparahaamaa kiaa mmuuvaara kua kiaa yeena rau kioovaa kaanaivaa inna mmiravai.
GAL.3.19	Itaama vauduu aaniira Anutuuqaa mmaanna tuu kuaiyauvaa gioonna kiaapuuya kiaa mmiravainnee? Mminnamminnaa maisa vareera aataruuyauvo kooyaa vakiaiveeraivaara Anutuuqo gioonna kiaapuuya kiaa mmiravai. Anutuuqaa mmaanna tuu kuaivo vainnonno nnaagiai ivo taikeeravai. Yisuuva Aaparahaamaa sidinnaidiivo tuu suaivaki taikeeravai. Anutuuqo kua kiaa teerama kioo kuaivaa innara Aaparahaamaa kiaa mmiravai. Anutuuqaa mmaanna tuu kuaiyauvaa aangeraiyaano vaidi tammaivaki duuvaa Musiinna kiaa mmuduu ivoono gioonna kiaapuuya kiaa mmiravai. 
GAL.3.20	Fai vaidi mmuaavoono vaidi voovaata kua tinaree kiaa safuuma innaata kua tinaravai. Fai hama vaidi voovoono tammaivaki dinaravai. Anutuuqo Aaparahaamaata kua tuu suaivaki ari mmuaavoono innaata kua tiravai.
GAL.3.21	Mo Anutuuqaa mmaanna tuu kuaiyauvo Anutuuqo kua kiaa teerama kioo kuaiyauvaa hatokaivainnee? Hama hatokaivaivee. Anutuuqo mmaanna tuu kua voovai gioonna kiaapuuya mmuuvaudiri iya tupatupaa variraivaa varaatiri. Iya mmaanna tuu aataruuvaa iida ivaudiri Anutuuqaa avuuvau safuuma variaatirivee. Hama itaama vainoo. 
GAL.3.22	Anutuuqaa kua fafaaraivo vainno tinoo: Gioonna kiaapu mmuakiaa mmatayaa variaiya mminnamminnaa maisaiyauvo iya puaisa utivaivee. Kua fafaaraivoono itaa kua tiivai. Mminnamminnaa maisaiyauvo iya puaisa utiivaara gioonna kiaapu Yisuunnara kutaavaivee kiaiya Anutuuqo kua kiaa teerama kioovaa kati ivaa iya mmiivai.
GAL.3.23	Hama ta Yisuunnara kutaavaivee kiaanna suaivaki Anutuuqaa mmaanna tuu kuaiyauvo oovi nnauvaa roosiima ti puaisa utiravai. Ti utuoonnonno Yisuunnara kutaavaivee tuu aataruuvo kooyaa vau suaivaki taikeeravai. 
GAL.3.24	Anutuuqaa mmaanna tuu kuaivoono ti haitatuududuu Yisuu Kirisiiva tuu suaivaki taikeeravai. Ta Yisuu Kirisiinnara kutaavaivee kiaa kiada Anutuuqaa avuuvau safuuma variateeraivaara ti haitatuududuu Yisuu Kirisiiva tuu suaivaki taikeeravai. 
GAL.3.25	Aanna Yisuunnara kutaavaivee tira suaivo vaa kooyaa nniivaara ti haitatuuraivoono hama kava ti haitatuunno ti utivai.
GAL.3.26	Ngia mmuakiaaya Yisuu Kirisiinnara kutaavaivee kiaiya ivo ngiiiki variivaara ngia Anutuuqaa raunna mmaapu tuanaaya variaanoo. 
GAL.3.27	Ngia ausa hanigiaavo Yisuuva ngiiiki varikiai ngia nnoori varaiya ngii mmammayaa uyira rairaiyauvaa yapaaneema vaa ngia Yisuu Kirisiinna varaavai. 
GAL.3.28	Yisuu Kirisiiva ngiiiki variiya ngia mmuaakaraiya variaanoo. Anutuuqo ngii taikiai hama ngia ari vookaraiya variaanoo. Hama Yutayaiyaata Ereengaiyaatama variaanoo. Mmuaakaraiya variaanoo. Sikaunnaadiri yookaama kiada viteeraiyaatama kati ngiari yaata utiraivaugiataama nuairaiyaatama hama itaa kiaaya variaanoo. Mmuaakaraiya variaanoo. Hama vaidiiya variaani gioonnaiya variaanoo. Mmuaakaraiya variaanoo. Yisuu Kirisiiva ngiiiki variivaara ngia mmuaakaraiya nnaasu variaanoo. 
GAL.3.29	Fai ngia Yisuu Kirisiinna gioonna kiaapuya varida ngia Aaparahaamaa uru nnaakaraya variaaravai. Ngia Aaparahaamaa uru nnaakaraya varida Anutuuqo kua kiaa teerama kioo inna kiaa mmuuvaa ngieetama varaaravai.
GAL.4.1	Ii kua ivaara na ataa kua kiaunoo. Mmaapuuvo ari koonna mminnamminnaa mmuakiaayauvai varaanaraivoono kiisavai varii suaivaki sikaunnaadiri yookaama kioo viteera ngiaammuauvaa roosiima varivai. Ivo mmuakiaa mminnamminnaiyauvaa nakaaraivo varikiainnaata iya innara kiaanoo: Mmoori vareera ngiaammuauvaivee, kiaavai. 
GAL.4.2	Ivo kiisavai varii suaivaki vaidi vooyaano innaatama inna mminnamminnaa mmuakiaayauvaaraatama haitatuuma rada kuaavovo ari koova mmataama kiai suaivaki ariinoo haitatuuvai. 
GAL.4.3	Ta itaama mmuaikaraama variaunnanoo. Ta hama ausa hanigieerama kiada nnaakaraiya roosiima variaanna suaivaki varida sikaunnaadiri yookaama kiada viteeraiyanikaraama ta variaannaduu mmatayaa diaa mminnaa saaka sifaa moomeera iira aataruuyauvoono ti haitatuuravai. 
GAL.4.4	Ii aataru ivo itaama vauduu Anutuuqo ariinoo yaata utuoo mmataama kioo suaivaki ari Mmaapuuvaa titooduu tiiravai. Mmatayaa diaa gioonna Yutayaivoono inna mmata kiooduu Anutuuqaa mmaanna tuu aataruuvaa Yutayaiya mmuuvaa ivoota iiravai. 
GAL.4.5	Mmaanna tuu aataruuvo gioonna kiaapuuya utuuvakidiri ivo ari kiauvaadiri yookaama kinai iya kati mmamma dummukiara kuaaraivaara ivo tiiravai. Ta viina nnaakaraiya vaidiiya viriraiya roosiima Anutuuqaa raunna mmaapuya variateeraivaara ivo tiiravai.
GAL.4.6	Ngia inna raunna mmaapuya variaivo kooyaa vakiaiveeraivaara Anutuuqo ari Mmaapuuvaa Mmannasa Yoketaivaa tikio ti aakiaiyauvaki tioo ti tikiai ta kai tida kiaunnanoo: Napoo-o, kiaunnavai. 
GAL.4.7	Ivaaraida hama ngia mmuaavai mmuaavai sikaunnaadiri yookaama kiada viteeraiyanikaraama variaanoo. Ngia inna raunna mmaapuya variaivaara Anutuuqo ari raunna mmaapuuyani teerama kiaiyauvaa fai ngii minaravai.
GAL.4.8	Ngia nnaaru Anutuuqaara vueennama kiada varuu suaivaki ngia mmata aavau diaa kumina mminnaa saaka sifaa moomeera iira aataruuyauvaa iida varuduu iyauvo ngii haitatuuda ngii ravaatau utuduu ngia iya mmoori vareeravai. 
GAL.4.9	Aanna makee vaa ngia arinaima Anutuuqaa teeda rikiaanoo. Na ngii giaa ngii miataa kuaivo vaikiai na fanniima vo kuavai kiaunoo. Anutuuqo vaa ngii too rikiaivai. Itaama vaikiai mo aaniira ngia kava hanigiada ngiingii ausaiyauvaa kumina mminnaa saaka sifaa moomee hama yaagueeqaataiya mmiaannee? Mo aaniira iyauvo kava ngii haitatuukiai ngia iya mmooriivaa varaaraivaara ngii ee-oo kiatainnee? 
GAL.4.10	Ngia suai vooyauvaaraata kuraaga vooyauvaaraatama buusa nneera suai vooyauvaaraata nuanu vooyauvaaraatama pinaa suaiyauvaivee kiaa kiada kati variaavai. 
GAL.4.11	Ngia itaama iikiaivaara na pinaama ngiiiyara yaata utuaunoo. Na ngiiiyara mmoori varauvo kuminayaa vaivoora na pinaama ngiiiyara yaata utuaunoo.
GAL.4.12	Ni seenayaso, na yaagueeqama ngii giaa ngii miee ataa kua tinaravee. Na aanna makee variauneema ni roosiima variatee. Tauraa mmaanna tuu aataruuvo ni ravaatau utuuvaa vaa na pikiee aanna makee ngii roosiima variaunoo. Hama ngia vo mmoori vo mmoori maisaivaa niiyara iiravai. 
GAL.4.13	Vaa ngia teeda rikiaavai. Na vo yoosinnaivaki kuanaree kiaa iikiaaduu ni niitarooduu ngii tasipama variaivaara Yisuunna mmayaaya yoketaivaa toosa hara ngii giaa ngii miaaduu ngia rikieeravai. 
GAL.4.14	Ni niitaroovo niiki vauduu ni mmammaivo maisauduaata hama ngia niiyara nniki rakaida ni ooqoo tiraida ngia ni tuqinneeravai. Aangeraa voovoono ngiiisi nninai ngia ivaara tuqinnaara iikiaaravee kiaa iikiaaneema vaa ngia itaama niiyara iiravai. Fai Yisuu Kirisiiva ngiiisi nninai ngia innara tuqinnaara iikiaaravee kiaa iikiaaneema vaa ngia itaama niiyara iiravai. 
GAL.4.15	Ii suai ivaki ngii ausa vuatinniiyauvo niiyara pinaama yoketauduu ngia sirigaida variravai. Aanna makee ngii tinniiyauvo dataama vaikiaida ngia ari vookarai aataruuyauvaara yaata utuaannee? Vaa na tauvai. Ngia niiyara yoketauvaara ngiingii avuuyauvaa ranigaama kiada ni miatauduu hama yopeema ranigaama kiada ni miravai. 
GAL.4.16	Itaama vaikiai na kua kutaivaa ngii giaa ngii miee variauvaara ngia niiyara ti nnammutuaavaivee kiaannee?
GAL.4.17	Vo aataru vo aataruuvaa ngii miraiya unnakua unnakua kiaa rada memeyayaa vakia rada maisa aataruuvaa ngii iikiaara iikiaanoo. Iya ngiari mmuduuya riraivaa ngiiiki yapa kikio ngii mmuduuya riraivo mmuaavau vainai niisidiri fai ngii utu rada ngiariisi yapaaravai. 
GAL.4.18	Mo ngia yoketaa aataruuvau kuateeraivaara vaidiiya yamayamaa kua kiaivo inna yoketaivai vaivai. Mmuakiaa suai itaama iivo inna yoketaivai vaivai. Hama na ngii tasipama variau suaiyauvaki nnaasu yoketaivai vaivai. Mmuakiaa suaiyauvaki yoketaiyauvai nnaasu vaivai. 
GAL.4.19	Ni seena na ngiiiyara mmuduuya ruauyaso, rikiaatee. Gioonnaivo nnaakara mmataanara iinno varioo nniitareeraivaa varoonnonno nnaagiai mmataivai. Ivaa roosiima na tauraa iikiauneema na kava ngiiiyara yaata utuauko ni niitaraikiokio Yisuu Kirisiiva ngiiiki suvuai kino ni niitaraivo pikiaanaravai. 
GAL.4.20	Ngia iikiaa aataruuvaara hama ni yoketainoo. Na itaama ngiiiyara yaata utuauvaa pikiee yoketaa yaataivaa ngiiiyara utuee yoketaa kuaivaa tinaraivaara aanna na ngii tasipama ni variataikiainnaata aavau hara kiee variee pinaama ngiiiyara yaata utuaunoo.
