GEN.1.1	Kechengsi, Arnam sining-heihei lapen pirthe kepinchong ahut, 
EPH.6.14	Tangte, Arnam alamjir ahok alam ke nanglitum avam kechingtin-i avamkok ason, dhoromi akam ke nanglitum aning kecheden-i achong-plang ason, 
EPH.6.15	lapen ning kangsam alamjir a-Birta Keme kepachethangji kechesikding ke keng-op asonle enra arjapthipnon. 
EPH.6.16	Lahei hei aparta kekroi ke chong asonle ennon. La pen ajok Hi-i Sarpo nang ke-ap athai aso akekar-ang ame pamep unpo. 
EPH.6.17	Kejok ke phutup ajakhor asonle ennon. 
EPH.6.18	Arnam kardom penle la kadokave klemnon, lapen Arnam pen akerap kelongji aphan kechoningri penle Arnam ardomnon. Nanglitum klem aling setta karjong nangkeja ateng pen Arnam ardomra klemnon. Labangso apotsi nanglitum arjuton dingra chesikdingnon: lapen nanglitum Arnam kardom aling kangthir atum aphanta ardom pinon. 
EPH.6.19	Lapen neli pherere pin pen Birta Keme akepatu alam kethan kepachethang thekji lapen kethan kepachinidak thekji aphan neli kaningjeji ahut neli keningje nangji alam Arnam neliphan nekepachinidunjile neliphanta Arnam ne-ardompinon. 
EPH.6.20	Neli ke labangso a-Birta Keme Kepachethang apherangkelo, lapen labangso pen apotsi neli non phatek jang nang-lo. Neli keklem nangji akam ateng phererepin pen Birta Keme kepachethang thekji aphan neliphanta Arnam ne ardompitha.
EPH.6.21	Lasi neli kopusonma, lapen kopisi keklembomma, la nanglitum kechiniji aphan ilitum akorte, Hemphu akam keklem pame abang, Taikikas nanglitum aphan kadokave alam nangthanpo. 
EPH.6.22	Lasi nanglitum aphan nelitum alamjir nangkepathanji lapen ning nang kepatheji aphansi neli alangliphan nanglitum along nangtoilo. 
EPH.6.23	Po Arnam lapen Hemphu Jisu Khristo Khristian akorte atum an aphan ning kangsam lapen kekroi pen pen kanghon papinang. 
EPH.6.24	E-Hemphu Jisu Khristo aphan kejut un-epin akanghon kedo atum an along Arnam akangjinso padonang.
PHP.1.1	Jisu Khristo aban atum, atheke Timothi pen pen neli Polsi nanglitum aphan, atheke mondoli keja atum lapen kerapdun atum aphan pen pen Philipi arongsopi kedo Jisu Khristo pen kechelangpet akangthir atum an aphan labangso aloh tok-lo.
PHP.1.2	Epo Arnam lapen e-Hemphu Jisu Khristo nanglitum aphan kangjinso lapen ningkangsam nangpapinang.
PHP.1.3	Neli nanglitum aphan nangkeche-matha abataitinta nanglitum pen apot Arnam aphan roverlo, 
PHP.1.4	lapen neli nanglitum kadokave aphan Arnam nang kardompi abataitinta neli ning arong pensi Arnam ardomlo, 
PHP.1.5	pima kecheng arni pen nonputa nanglitum neli long Birta Keme kepachethang akam keklem nangcherapdunlo. 
PHP.1.6	Lapen nanglitum along kam keme keklem kepangcheng abang, Arnam labangso akam klemponbomsi mo Jisu Khristo a-Arni ahut patang pameji pu neli kroi pamelo. 
PHP.1.7	Neli nanglitum kadokave aphan lapuson nang kematha ke kechokpame akamlo, pima nanglitum kaiketa neli ning arlo doverlo, atheke lahelo, non neliphan ingchin ani pen kekok ahut tame, mate neli kejokvan pen Birta Keme kerai lapen kepathir ahut settame, nanglitum kadokaveta Arnam neliphan nekepi akangjinso apharman nanglong-dunhurlo. 
PHP.1.8	Jisu Khristo akechinghon asonsi neli nanglitum kadokave aphan ko-an chinghon loma, lake Arnam neli hakilo.
PHP.1.9	Kopi alam meneima, la kangvai pame thekji aphan nanglitum akechini lapen akangvai pamethek ajakong pen pen nanglitum akanghon patheponbomnang pusi neli Arnam ardomverlo. 
PHP.1.10	Anke mo Khristo a-Arni ahut nanglitum akechokche lapen adai avedetpo, 
PHP.1.11	lapen Arnam aphan kero—karcho lapen adak atur kepatheji aphan Khristo pen ajoksi kelong unchot adhoromipet a-ot athe pen nanglitum plengsetpo.
PHP.1.12	Neliphan keplangtang ason an pen Birta keme chan-ilo, la nangli-tum kechinijisi neli ning hang-lo, kortemarli atum, 
PHP.1.13	Pima labangso pen ajok, neli Khristo akam keklempi apotsi neliphan ingchin ani pen ne-kok-lo pu alam recho ahem kehon aron-aso atum an lapen ladak kedo akaprek atum anta chini pamelo. 
PHP.1.14	Neliphan kekok pen apot Khristian akorte atum angbong ongmuchot atum ke Hemphu aphan ansose chikithu-muchot-lo. Lasi halatum aphrang apar pherere-muchotbom pen Arnam alam pachethang hailo. 
PHP.1.15	Ahok-lo, manene atum ke kelang un-e lapen kechebohong aning pensi Khristo alamjir than-pachethang-lo, bonta manene atum ke aning keme pensi than-pachethang-lo. 
PHP.1.16	La aphi atum ke kanghon pensi klemlo, pima Arnam neliphan Birta Keme kerai akam nepek-lo pu alanglitum chinilo. 
PHP.1.17	Hala aphrang atum ke ahok aning penle Khristo alamjir kethan kali, bonta amethang methang ale kelongji aphansi thanlo; pima labangso pen ajok non neliphan ingchin ani pen kekok ahut neliphan pasung dunthu muchot longpo pusi halatum mathalo.
PHP.1.18	Tangte kopilo? Ajat ason pen settame, atheke ahok-he aning pen tame, mate ahokpet aning pen settame, Khristo alamjir ke than-pachethangdet-lo anhelo. Lapen labangso pen apot neli ning arong-lo. Lapen chenamsi neli ning arongbomji. 
PHP.1.19	Pima nanglitum Arnam kardom lapen Jisu Khristo akarjong akerap pen ajok lake neli kejok-i ason plangpo pu neli chinilo. 
PHP.1.20	Neli ning kehang-o lapen neli ning kethe lahelo, son suri alam settame, neli therak-redetji, bonta kai atengsi non ahutta, neli rengbom tame, mate thi settame, neli phereredetsi nelibang arpum pen Khristo anong patheji. 
PHP.1.21	Pima neliphan ke, neli kereng-bom ke Khristo aphanlo, lapen neli kethi ke neliphan alelo. 
PHP.1.22	Bonta neli kerengbom pen ajok jongsi neli ale kedo akam klem unpo tangte neli kolobangso abangsi ingvai apot-loma, lake neli puthekthe. 
PHP.1.23	La, sonni alam angbong neli pa-ing-ang-lok-lo. Neli labangso apirthe pen che-osi Khristo along kedodunji ninghangpik-lo; pima neli methang aphan ke la memulo, 
PHP.1.24	bonta nanglitum pen apot neli kerengbom helo ansose akenangsot-lo. 
PHP.1.25	Neli labangso alam chini pamelo; lasi neli rengbomjilang pu neli chinilo. Neli nanglitum akekroi pen keplang aning arong nang kepa-ong muchotji aphan neli nanglitum kadokave angbong dobomjilang. 
PHP.1.26	Anke mo neli nanglitum angbong kevangthu ahut nanglitum Khristo Jisu pen chelangpetsi neli pen apot kechepindakji athe do muchotpo.
PHP.1.27	Non kenangsot alam ke lahelo, neli nanglitum angbong vangsi nanglitum aphan nangchehumri un tame, mate vang un-e-detsi neli nanglitum angbong avedet settame, nanglitum ning isipet pen lapen ning kehang isipet pen dothipsi chelangpet pen birta keme pen keplang akekroi aphan ajok ron chedan bomlo pu neli karjulongji aphan Khristo alamjir a-Birta Keme atengle nanglitum a-ot-adur chepadonon. 
PHP.1.28	Nanglitum ahotur atum aphan phereri. Kaiketa phererepin-non, anke labangso pen ajok halatum remji lapen nanglitum haiji pu halatum chiniji; thangbakma Arnamsi nanglitum aphan pahaiji. 
PHP.1.29	Pima Khristo aphan kekroichot pen kali, bonta alangliphan ajok keduk-kesung kechechak pen setta nanglitum keklemji aphansi Arnam amethang akangjinso pen nanglitum aphan Khristo akam paklem long-lo. 
PHP.1.30	Aphrang neli ron kechedan nang-litum nangthekdunlong-lo, lapen nonta neli chedanbomlo, lake nanglitum arjulong-lo; labangso aron kechedan akamsi nanglitumta pholo.
PHP.2.1	Nanglitum Khristo pen kechelang-pet pen ajok jongsi kedo kechepathirklongji ajakong long-lo, alangli akanghon jongsi nanglitum aning paplilo, nanglitum jongsi Karjong pen chelangpet-lo, lapen nanglitum jongsi lahin lahin kechejinso lapen kechematha seroi dolo tangte, 
PHP.2.2	nanglitum ning isipet pen dora, isipet akanghon pen chinghon seroira, lapen isipet aning kehang pen lapen isipet aning kematha pen dora neli ning arong paplengsetnon. 
PHP.2.3	Nanglitum nang methang methang ale kelongji aphanchot, kalite kecheparoka penke thangta klemri, bonta chepabihek-ra nangli par bang memu pule mathanon. 
PHP.2.4	Nanglitum nang methang methang ale cherichot-ri, bonta bang aphanta ale ripinon. 
PHP.2.5	Nanglitum akematha ke Jisu Khristo akematha asonthot nangji;
PHP.2.6	Alangli ke Arnam asonthot-lo,
PHP.2.6	setta Arnam pen chingbarchit keplang,
PHP.2.6	lake kehung nangji akam puke mathathedet-lo.
PHP.2.7	Bonta alangli amethang aning kehang pen thangta kalidet abang cheplangsi ban asonthot cheplang-lo.
PHP.2.7	Alangli monit a-arje ensi monit asonthak thaksi nangcheklang-lo.
PHP.2.8	Alangli chepabihek pen kethi anta,
PHP.2.8	atheke ha thengparpan athak kethi anta kroilo.
PHP.2.9	Labangso apotsi Arnam alangliphan akethenei aman palong-lo,
PHP.2.9	lapen alangliphan kadokave amen apar akethemu amen pilo.
PHP.2.10	Lasi sining athak, pirthe athak
PHP.2.10	lapen pirthe arum kedo atum an Jisu anong kepathejisi akengphu patongpetji,
PHP.2.11	lapen Po Arnam adak atur kepathejisi Jisu Khristo helo Hemphu pu abangphutinta pupetji.
PHP.2.12	Lahelo, neli kechinghon atum, nanglitum kaiketa kekroiver asonthotsi nanglitum angbong neli bang kedo ahutchot kali; non nanglitum angbong neli bang kave ahutta nanglitum aphrang apar kroithumu-chotnon. Nanglitum methang akejok kepaplengjile kephere lapen ok klemhur pen klemponbomnon, 
PHP.2.13	pima Arnam aning kehang ateng nanglitum aning kehangji lapen keklemji aphan Arnam nanglitum along kaiketa klemverlo.
PHP.2.14	Nanglitum klem aling setta pasimuturtedet pen lapen alam chehili-seisepin penle klemnon. 
PHP.2.15	Anke la kehingno lapen kechingkino atum apirthe angbong nanglitum adai kavepin, akelet kavepin lapen kechok lim Arnam asomar plangsi sining angsong keturbong achiklolongso atum asonsi nanglitum halatum angbong turdangpo. 
PHP.2.16	Nanglitum halatum aphan chethe alamjir kethan ahut lasonle klemnon. Nanglitum lapuson klemlote mo Khristo a-Arni ahut neli nanglitum pen apot chepindak-longpo, pima neli kat chebai nakne lapen klem chepaduk naknelo pu la nanglitum akam pen ajok klangdakpo.
PHP.2.17	Nanglitum akekroi pen ajok nanglitum kepi athok athak lapen akardom-kangduk along, neli chethe avi dungnangdetji setta neli ning arong do, lapen nanglitum kadokave pen pen neli chehok rap rappo. 
PHP.2.18	Lapuson thak thaksi nanglitumta chehok-ra neli pen chehoktha.
PHP.2.19	Jongsi Arnam aning kehang do tangte, neli nanglitum abirta longsi neli ning ke-arong-longji aphan neli Timothi aphan nanglitum along nangtoi dapprang unpo pusi ningthelo. 
PHP.2.20	Neli sonthot nanglitum akeme aphan aning aklong pen nang kematha-e abang ke alangli anhelo, neli long baduta avelo. 
PHP.2.21	Akaprek atum ke abangphutinta amethang methang alamsi chematharepchot-lo, Jisu Khristo aning kehang akam keklemji aphan ke mathavangve. 
PHP.2.22	Lapen Timothi a-ot keme alam nanglitum methangta chinilo, asopole apo along kam keklem kecherapdun asonthotsi alanglita neli long birta keme kepachethang akam nangcherapdunlo. 
PHP.2.23	Lasi neliphan kopi plangjima, la neli kechinilong pen mamat neli alangliphan nanglitum along nangtoi longpo pusi neli ningthelo. 
PHP.2.24	Lapen jongsi Hemphu aning kehang do tangte, neli methang amatta nanglitum along vang longdap prangpo pusi ningthelo.
PHP.2.25	Neliphan nekeparapdunji aphan nanglitum neli long nangketoitang abang, atheke neli ri asangho lapen polton asonthak thak neli long kam nangkecherapdun abang, ilitum akorte Epaprodaitas aphan neli nanglitum along nangtoithuveknangji pusi neli mathalo. 
PHP.2.26	Pima alangli nanglitum kadokave aphan nangchingtung pik-lo lapen alangli keso alam nanglitum karjulong apot alangli ningdukpik-lo. 
PHP.2.27	Ahok-lo, alangli sodet-lo, lapen thiji dok dok anlo. Bonta neli ningduk apar ningduk kephophedetji aphan Arnam alangliphanchot kali, neliphanta ne-ingjinsolo. 
PHP.2.28	Lasi nanglitum alang-liphan thekthu longsi nanglitum aning arong kedoji lapen neli ning adukta kedobombedetji aphan neli alangliphan nanglitum along nangketoiji ning hang-olo. 
PHP.2.29	Hemphu aphan langra nanglitum ning arong pen alangliphan dengnon. Alangli son son amonit aphan aman pitu, 
PHP.2.30	pima Khristo akam aphan ajok alangli thiji dok dok anlo, lapen nanglitum neliphan nekerapdun un-e akam alangli keklem kepaplengjisi alangli kethi kerengta chemathathedet-lo.
PHP.3.1	Kejutsi, kortemarli atum, Hemphu amen pen chehoknon. Neli nang-litum aphan nangketoktang alam nangketokthu lethotji momelo, lapen neli lapuson klemlote nanglitum jokvan muchotpo. 
PHP.3.2	Hala kehingno keklem atum, halabangso amethan atum, hala abang a-ok kecherot akam anat alam kepathevaret atum aphan cherenon. 
PHP.3.3	Ahok areng-rot ke-en atum ke ilitum helo, halatum kali, pima ilitumke Arnam a-Karjong pensi Arnam aphan ingduk-ardomlo, lapen Khristo Jisu pen chelangpetsi chehok-lo. La athak keklemphrui aron-atang akam aphan ke ilitum chikikelo. 
PHP.3.4	Lason akam aphanle kechikijile pute neli ke chiki un. Komane abang jongsi lason ok akam aphan kechikiji athe do pule matha lote, nelisi kechikiji athe ke-ongchot-lang. 
PHP.3.5	 Neli arta ni nerkep kepleng ahut neliphan reng-rot pilo; neli ke mahangkethek penta inut a-Jihudilo; neli kur ke Benjaminlo; neli phusar atum anta Jihudilo. Jihudi atum Aron kekroi anat-le langdam setta neli ke inut a-Pharisilo, 
PHP.3.6	lapen neli Arnam aning kehang ateng keklemji aphan ning hangpik-lo apotsi neli mondoli aphanta chenek-lo. Aron ahukum kekroi pen ajok-le dhoromi plang un pulote, neli ke kroipamesi neliphan nedin movepinlo. 
PHP.3.7	Hala hei hei ason neliphan ale do pusi aphrangke neli lakhalo, setta nonke Khristo pen apot lahei hei ason ke neliphan ale ave pusi neli lakhadet-lo. 
PHP.3.8	Hala hei hei ason anchot kali, ne Hemphu Khristo Jisu aphan kechini pen apot kadokave asonta ale avepin pusi neli lakhadet-lo; pima kadokave ason apar la ne Hemphu Khristo Jisu aphan kechini ale domu pusi neli mathalo. Neli kadokave asonta che-o-et-lo, Khristo pen kechelangpet pen ajok neli ale kelongji lapen alangli pen isipet kecheplangji aphan la kadokave ason ke kevartang alohban asonthak thak-lo pusi neli mathalo. 
PHP.3.9	Nonke neli methang akam, atheke Aron kekroi pen apotsi neliphan dhoromi pu nelakhaponlo, lapu kali, bonta neli Khristo aphan kroilo apotsi neliphan dhoromi pu nelakhaponlo, lapen lake neli kekroi apot-lo. 
PHP.3.10	Neli Khristo aphan kechiniji lapen alangli kethitang atum angbong pen kethur ajakongta neli kechiniji, alangli keduk-kesung kechechak asonthotsi nelita keduk-kesung kechechakji, lapen alangli kethi asonthot nelita kecheplangjisi neli ning hang-lo.
PHP.3.11	Lasi neliphanta kethitang atum angbong pen pathursi parengthuji pu neli ning thelo.
PHP.3.12	Neli longtang-lo, mate neli chok-limtang-lo pule neli kepudam kali, bonta nong-e kelongji aphan neli bor-i ponbomlo, pima labangso aphansi Khristo Jisu neliphan nechepahemphu tang-lo. 
PHP.3.13	Kortemarli atum, chenamsi neli longtang-lo pule kemathadam kali, tebonta eson akam klemlo, neli neliphi chelangledetsi neliphrang kedo ason aphan matha-elo. 
PHP.3.14	Lasi anong-e kelongji aphan neli ahot-he anat kat pakengding-lo. Labangso anong-e aphansi Khristo Jisu pen ajok Arnam neliphan angsong anat nehang-lo.
PHP.3.15	Ilitum Karjong anat kedo pame atum anke lapusonsi mathapet nangji. Bonta nanglitum angbong komanene atum akematha jongsi lapuson ake-matha pen prekdak-lo tangte, Arnam labangso alamta nanglitum aphan paklangdakji. 
PHP.3.16	Tebonta ilitum non an kevangtang asonthot-le ephrang anat dambom lonang.
PHP.3.17	Kortemarli atum, nanglitum neli long nangcharlidunnon. Nelitum nanglitum aphan nangkepaklang ateng kengkam kechejor atum aphan lang pangthekdunnon. 
PHP.3.18	Aphrangta neli nanglitum aphan abatai batai nangthanlo, lapen nonke neli mekkri-mek-lang pensi nanglitum aphan puthupo: Khristo athengparpan ahotur ason kengkam kechejor atum do-o. 
PHP.3.19	Halatum kepho paduji ke kevir helo, pima halatum a-arnam ke halatum apok helo. Ketherak-meme akam pensi halatum ane chepathe-ilo, lapen halatum ke pirthe alam loksi matha-elo. 
PHP.3.20	Bonta ilitum adet ke sining helo, lapen e-Kepajok a-Bang, Hemphu Jisu Khristo hadak sining pen kevangji aphan ilitum tovar cholang-lorlo. 
PHP.3.21	Alangli kadokave aphan amethang aber kechebi un ajakong pen ilitum akevir undet lapen ajakong kavedet abang arpum aphan larsi amethang abang arpum ason adak-atur kedo abang arpum paplangji.
PHP.4.1	Lasi neli kechinghon akorte marli atum, nanglitum Hemphu pen chelangpetra chepathirthipnon. Neli nanglitum aphan nangchinghonpik-lo, lapen nangchingtungpik-lo. Nanglitum neliphan ning neparongpik-lo, lapen nanglitum helo neliphu avaikang anong-elo, kechinghon akortemarli atum!
PHP.4.2	Eudia lapen Sintiki, neli nanglitum aphan choningrilo, nanglitum Hemphu aphan langra ning isipet penle donon. 
PHP.4.3	Lapen nangli, atheke ahokpet pen neli pen kam keklem rap rap abang, nangli labangso arlosomar atum aphan rapduntha.
PHP.4.4	Nanglitum Hemphu pen chelang-pet-ra kaiketa chehoknon. Neli puthulo; chehoknon!
PHP.4.5	Nanglitum kadokave angno ke-chingkime a-ot paklangnon. Hemphu vangdap-prangpo. 
PHP.4.6	Son suri alam setta ning biri, bonta kardom lapen kechoningri pen pen kero penle nanglitum akenangji anta Arnam aphan pachininon. 
PHP.4.7	Anke nanglitum Khristo Jisu pen kechelangpet pen ajok monit atum kechinipet un-e Arnam kepi aning kangsam nanglitum aning lapen akematha aphan honpo. 
PHP.4.8	Kejutsi, kortemarli atum, nanglitum keme ason an lapen keromeme atheng an: atheke ahok ason an, ot keme an, kechok ason an, kedin movedet ason an, inghonmeme ason an lapen aman kepimeme ason an alamle mathanon. 
PHP.4.9	Nanglitum neli long pen kecharlitang, kelongtang, karjulongtang lapen neli long nangkethek dunlongtang ason an klemnon. Anke ning kangsam ekepi a-Arnam nanglitum along dopo.
PHP.4.10	Arni dingklui pen aphi nanglitum neliphan kemathathu apot neli Hemphu pen chelangpetsi ning arong-lo. Nanglitum neliphan kematha ingtonkok-lo pule neli kepudam kali, bonta nanglitum neliphan kerapji aphan asoi keme longledet apotsi nanglitum neliphan akematha alam chepaklang longledet-lo. 
PHP.4.11	Neli akedorde kedo apotsi labangso alam pudamlo, lapu kali, pima neli kedo ason an pen ning kechepangsamji aphan charlitang-lo. 
PHP.4.12	Neli akedorde ahut lapen kedorchit pen apar kedo ahut kopusonsi do nangjima, lake neli chinilo. Neli do-dam aling tame, kadokave ahut tame, neli ingkrangling tame, mate ingchirduk settame; do-o tame, mate avedet settame, pho aling setta neli ning kechepangsamji aphan charlitang-lo. 
PHP.4.13	Neli pho aling settame, Khristo nekepi ajakong pen kadokave asonta keklemji ajakong do.
PHP.4.14	Tebonta nanglitum neli akesung apharman nangke-endunke mesenlo. 
PHP.4.15	Lapen neli nanglitum ahavar birta keme kepachethang kepangcheng ahut malom, neli Masedonia ke-otekang ahut neliphan nekerapdun amondoli mate kroi-asong ke nanglitum anchot, akaprek ave, lake nanglitum Philipi asor atum chinipamelo. Ale kedo lapen ale kave akam along neli pen keche-langrap atum ke nanglitum anchot; 
PHP.4.16	neli ha Thessalonika arongsopi kedo ahutta nanglitum neliphan batai isi-hini akerap ason nang-lolo. 
PHP.4.17	Neli danle keri kali, bonta nanglitum ale longsi nanglitum alakha kechanbomjisi neli ning hang-lo. 
PHP.4.18	Neli longpet-lo, lapen lake kenangji pen aparlo. Nanglitum Epaphrodaitas along nangkelodun akerap ason neli kelong pen neli dorphlup-lo. Halabangso akerap ason ke Arnam aphan kethok kenemprujin, Arnam kedengmeme lapen aning kedok athok asonthakthak-lo. 
