MAT.1.1	Tcgãyas Jeso Krestem dis qhàòs di sa, Dafitem ka tsgõose-coa ba, Abrahamam ka tsgõose-coa ba.
COL.4.6	Gatu di kg'uian méé i wèé x'aè ka cgóm̀kuan ka cg'oèa hãa, ta̱bean cgoa tsa̱ubeèa hãase, nxãasega tu gha q'ãa, ntama tu gha ma wèém khóè ba xo̱a sa ka.
COL.4.7	Wèé tchõà nem gha Tigiko ba tíí ka bìrí tu u, ncàm̀-ncamsam qõe ba, a tcom-tcomsam tséé-kg'ao ba, a gaxae khama ma qãà ba X'aigam koe. 
COL.4.8	Gaa domkar ko gatu koe tsééa úú me, ntama xae ma hãa sa tu gha nxãasega q'ãa ka, me gha gataga gatu di tcáóan ghùi-ghui. 
COL.4.9	Onesimom cgoam ko síí, tcom-tcomsa, a ncàm̀-ncamsam qõe ba, ncẽe gatu ka c'ẽe ba. Wèé zi gúù zi ncẽe koe ko kúrúse zi ka tsara gha bìrí tu u.
COL.4.10	Tíí khama qáéèàm Arisetareko ba ko tsgám̀kagu tu u, me ko Marekom Barenabasem ka qõese ba thẽé tsgám̀kagu tu u (nxãakamaga tu x'áè-kg'áḿan hòòa, ncẽè hààm kò ne méé tu qãèse hààkagu me di i). 
COL.4.11	Jesom, ncẽe ko Juseto ta ma tciiè ba, nxãam igabam ko 
COL.4.12	Epaferasem ncẽe gatu ka c'ẽe ba, a Jeso Krestem dim qãà ba ko tsgám̀kagu tu u. Wèé x'aè kam ko qarika còrèa máá tu u, wèéan ẽem ko Nqari ba tc'ẽe koe tu gha qarika téé, a gha 
COL.4.13	Kaisa tsééan ẽem ko gatu hẽé naka Laodikea di ne hẽé naka Hierapolise di ne koe hẽéthẽé tcãà tcáó a kúrú koe ra ko gam ka nxàea tseegukagu. 
COL.4.14	Ncàm̀-ncamsam Lukam naaka di ba hẽé, nakam Demase ba hẽéthẽé tsara ko tsgám̀kagu tu u.
COL.4.15	Tíí qõe ga ne Laodikea koe hàna ne méé tu tsgám̀kagu, naka Nimefase sa hẽé naka kerekes gas dim nquum koe ko 
COL.4.16	Ncẽes tcgãya sa tu ko nxárá mááèa xg'ara ne méé tu kúrú nakas gataga thẽé kerekes Laodikea di sa nxárá mááè si. Naka tu gatu tcgãyas Laodikea koe guua sa nxárá.
COL.4.17	Naka gataga Arekipo ba bìrí naka máá: “Q'õé méé tsi naka ẽe tsi ko X'aigam koe máàèa tsééan xg'ara-xg'ara,” témé.
COL.4.18	Tíí Paulo ra ko ncẽe tsgám̀kagukuan tshàua te cgoa góá máá tu u. Tiri táùan tu tc'ẽe-tc'ẽese. Cgóm̀kuan méé i gatu cgoa hãa.
1TH.1.1	Paulo ra a, a Silefano
1TH.1.1	xae ko 
1TH.1.1	Cgóm̀kuan hẽé naka tòókuan hẽéthẽé méé i gatu cgoa hãa, témé.
1TH.1.2	Wèéa tu domka xae ko wèé x'aè ka Nqari ba qãè-tcaoa máá, a ko sixae di còrèan koe gatu ka kg'ui, 
1TH.1.3	a ko Nqarim gatá ka Xõòm cookg'ai koe wèé x'aè ka tc'ẽe-tc'ẽese: gatu kúrúa hãa tsééan dtcòm̀an di hẽé, naka gatu di tsééan ncàm̀kuan di hẽé, naka gatá dim X'aigam Jeso Krestem koe nqòòan ka tu qarika tẽes ka hẽéthẽé e.
1TH.1.4	Tíí qõe ga tu Nqarim ka ncàm̀mèa tuè, q'ana xae hãa nxárám tcg'òó tua hãa sa 
1TH.1.5	Sixae di qãè tchõà nea kò gatu koe kg'ui iise cúí hàà tama khama, igaba i kò qarian cgoa hẽé, Tcom-tcomsam Tc'ẽem cgoa hẽé naka kaisa tcoman cgoa hẽéthẽé hàà. Tu q'ana hãa nta xae kòo ma gatu xg'aeku koe gatu domka kg'õè sa. 
1TH.1.6	A tu a kò hàà sixae hẽé naka X'aiga ba hẽéthẽé di tu serè-kg'ao tu kúrúse. Eẽta i kò ma xgàrakuan hãa igaba tu kò Tcom-tcomsam Tc'ẽem koe guua qãè-tcaoan cgoa kg'ui ba séèa mááse khama. 
1TH.1.7	A tu a kò ncẽem dàòm ka, wèé ne dtcòm̀-kg'ao ne Maketonia hẽé naka Akaia hẽéthẽé koe hàna ne koe x'áí sa kúrúse. 
1TH.1.8	X'aigam dim kg'uim gatu koe guua ba kò Maketonia hẽé naka Akaia koe hẽéthẽé cúí síí tama, igabaga i kò gatu di Nqarim koe dtcòm̀an wèé za ga q'ãaè, nxãasega i gha c'ẽe gúù xae gha nxàe sa táá qaase ka. 
1TH.1.9	Gaa nea ko gane ka nxàe, nta tu kò ma hààkagu xae e sa khama. A ne a ko gataga nxàe, nta tu kò ma kúrúa mááseèa hãa nqárìan ma tcg'oaragu a Nqarim koe ma ka̱bise sa, a síí kg'õèa hãa a tseegu dim Nqari ba tsééa máá sa, 
1TH.1.10	naka tu ma Cóásem nqarikg'ai koe gha guu a hàà ba ma qãà hãa sa, ncẽem kò x'ooan koe ghùi ba, Jesom ncẽe hààko xgóàn koe ko kgoara ta a ba.
1TH.2.1	Tíí qõe ga tuè, q'ana tu hãa, sixae dis dàras gatu xae kò dàra tu ua hãa sa kò kg'amaga di tama sa. 
1TH.2.2	Hàà tama xae hãa cookg'ai koe xae kò ma Filipi koe xgàraè sa hẽé, naka xae kò ma sau-saugase qgóóè sa hẽéthẽé tu q'ana hãa. Igaba xae kò sixae dim Nqarim koe qarian hòò, a qãè tchõàn kgoarasease kg'ui cgoa tu u, ẽeta i kò ma kaisa ntcoekuan hãa igaba. 
1TH.2.3	Sixae di xgaa-xgaa ne kàma, kana cg'urigam dàòm di, kana kàan di tama khama. 
1TH.2.4	Igaba xae ko Nqarim ka tcommèa hãa, a xae a qãè tchõàn xgaa-xgaan dis tséé sa máàèa hãa khama ma kg'ui, khóèan xae gha qãè-tcaokagu ka tamase, igabaga xae gha Nqari ba qãè-tcaokagu ka, ncẽe ko tcáóa xae kúrúa bóò ba. 
1TH.2.5	Tu q'ana hãa, wèé x'aè ka xae kò táá qàe-qaekuan di kg'uian cgoa hàà cgae tu u sa, a xae a kò táá sixae di tsééan kúrú, c'ẽe gúù xae gha gatu koe hòò domka - Nqari ba sixae dim tééa-máá-kg'ao Me e! 
1TH.2.6	Gataga xae kò khóèan ka xae gha dqo̱m̀mè sa qaa tama, gatu kaga igaba kana c'ẽe khóèan kaga igaba.
1TH.2.7	Krestem di xae x'áè úú-kg'ao
1TH.2.8	A xae a kò kaisase xgónè tua hãa, domka xae kò kg'ónòsea hãa, táá xae gha Nqarim di qãè tchõàn cúí máà tu u ka, igabaga xae gha thẽé sixae di kg'õèan tcg'òóa máá tu u ka, tseegukaga tu kò sixae koe kaisase ncàm̀-ncamsa tu u khama. 
1TH.2.9	Qanega tu q'ana hãa, tíí qõe ga tuè, sixae di tsééan hẽé naka qóḿ cgoa qgóókuan hẽéthẽé ka. Nqarim di qãè tchõàn xae kò xgaa-xgaa tu u, a xae a kò ntcùú ba hẽé naka koaba ba hẽéthẽé tséé, táá xae gha gatu ka c'ẽean ga qóḿ ba qgóókagu ka.
1TH.2.10	Gatu hẽé naka Nqari ba hẽéthẽéa gha ncẽes gúù sa nxàea tseegukagu, sixae di qgóóse-kg'áḿa ne kò gatu 
1TH.2.11	Gataga tu q'ana hãa, xae ko ma gatu ka c'ẽem wèé ba ma qgóó sa, ẽem ko ma cóán ka xõò ba ma cóán qgóó khamaga ma, 
1TH.2.12	naka xae kò ko ma ntcàm, a korè, a ko Nqarim koe ma qarika bìrí tu u sa hẽéthẽé e, Nqari ba kg'anoa hãas kg'õè sa tu gha kg'õè ka, ncẽe ko Gam di x'aian hẽé naka x'áàn hẽéthẽé koe tcii tu u ba.
1TH.2.13	Nqari ba xae ko chõò tamase qãè-tcaoa máá, ẽe xae kò kg'ui ba xgaa-xgaa tu u ka tu kò cám̀ tshàua máá me khama. Khóèan koe guua hãam kg'uim iise tamase, igaba Nqarim koe guuam kg'uim iise, ncẽem tseeguan kaga ii khamaga ma, 
1TH.2.14	Tíí qõe ga tuè, Jutea koe hàna zi kereke zi Nqarim di zi, ncẽe Jeso Krestem di zi koe kúrúsea hãa sa gatu koe thẽé kúrúsea. Gatu di ne khóè ne ka tu kò xgàraè, ncẽe gane kò ma Juta ne ka ma xgàraè khamaga ma. 
1TH.2.15	 ncẽe kò X'aigam Jeso ba hẽé naka porofiti xu hẽéthẽé cg'õo, a xhàiagu xae e ne, ncẽe Nqari ba qãè-tcaokagu tama ne, a ko wèé khóèan cgoa ga ntcoeku ne. 
1TH.2.16	Xgáè-kg'am xae e ne ko, nxãasega xae gha táá tãá zi qhàò zi di ne cgoa kg'ui, ne kgoaraè ka. Ncẽem dàòm ka i ko wèé x'aè ka gane di chìbian càùse a cg'oè. I ncẽeska Nqarim di xgóàn còo dis ka hàà cgae nea.
1TH.2.17	Tíí qõe ga tuè, xòm̀ x'aè-coan xae kò gatu cgoa q'aa-q'aaèa hãa, i kò tc'áróa xae gatu xg'aeku koe káà a, tc'ẽea xae ka tamase. Xae gaa domka kaisase xgónè tua hãa, a ko wèé qaria xae cgoa x'ãà máá, gaicara xae ga bóò tu u sa, 
1TH.2.18	síí cgae tu u kg'oana xae kò hãa khama. Tíí Paulor tc'áróa kò káí q'oro tc'ẽea hãa, síí cgae tu ur gha sa, igabagam kò satana ba xgáè-kg'am xae e. 
1TH.2.19	Kháé sa nxãaska sixae dis nqòò sa, kana qãè-tcao sa, kana x'aian dis cábá sa, ẽe xae gha X'aigam Jesom kò hàà ne xae gha dqo̱m̀se cgoa sa dùú saa? Gatu tama tua? 
1TH.2.20	Tseeguan kaga xae ga dqo̱m̀se cgoa tu u, tu ko qãè-tcaokagu xae e.
1TH.3.1+1TH.3.2	Eẽ xae ko ncẽes gúù sa qóḿa máá xaea hãa sa bóò, ka xae kò nxãaska bóòa tcg'òó, sixae ka qõesem Timoteo ba xae gha tsééa úú sa, ncẽe sixae khamaga ma Krestem di qãè tchõàn xgaa-xgaa koe Nqarim dim tséé-kg'ao ba, xae gha sixae cuiaga Atene koe hãa ka. Ncẽes gúù sa xae kò bóòa tcg'òó, síím gha gatu di dtcòm̀an koe qari-qari, a korè tu u ka, 
1TH.3.3	nxãasega i gha táá cúí-kg'áía tu ga ncẽe zi xgàraku zi domka tééa dìbi ka. Gatu igaba tu qãèse q'ana hãa, ẽe zi xgàraku zim Nqari ba kgoara máá taà hãa sa khama. 
1TH.3.4	Eẽ xae ko qanega gatu cgoa hãa ka xae kò x'aèan cookg'ai koe ga bìrí tua hãa, hààko x'aè ka ta gha xgàraè sa, si ncẽe sa kúrúsea, ẽe tu ma q'ana hãa khamaga ma. 
1TH.3.5	Gaa domkar kò, ẽer ko bóò si ncẽes gúù sa qóḿa máá tea hãa ka, 
1TH.3.6	Igabam ncẽeska Timoteo ba ka̱bisea hãa, a qãè-tcaokagu xae e ko kg'uian cgoa hààra máá xaea hãa, gatu di dtcòm̀an hẽé naka ncàm̀kuan hẽéthẽé di i. Gatagam kò thẽé bìrí xae e, wèé x'aè ka tu ko qãè-tcaoan cgoa tc'ẽe-tc'ẽese xae e, a bóòa xae xgónèa hãa sa, ncẽe xae ma sixae igabaga ma bóòa tu xgónèa hãa khamaga ma. 
1TH.3.7	Tíí qõe ga tuè, gaa domka xae kò gaxae di qóḿan hẽé naka xgàrakuan hẽéthẽé wèé q'oo koe gatu di dtcòm̀an ka qgài-qgai tcáóè. 
1TH.3.8	Ncẽè X'aigam koe tu kòo qarika tẽe, ne xae gha nxãaska ncẽeska sónòa dìbi a kg'õèan hòò khama. 
1TH.3.9	Nqari ba xaea gha ntama ma tc'ãòase gatu domka cám̀ tshàua máá! Kaisase xae ko Gam cookg'ai koe gatu ka qãè-tcao. 
1TH.3.10	Koaba ba hẽé naka ntcùú ba hẽéthẽé xae ko qarika còrè, gatu cgoa xae ga xg'ae a bóò tu u sa, nxãasega xae gha ẽe gatu di dtcòm̀an koe tcàoa hãa sa càùa máá tu u ka.
1TH.3.11	Ke méé tsara ncẽeska gatá dim Nqarim, ncẽe gatá ka Xõò ba hẽé, nakam gatá dim X'aigam Jeso ba hẽéthẽé tsara dàò ba kg'ónòa máá xae e gatu koe xae gha síí di ba. 
1TH.3.12	Gataga méém X'aiga ba gatu ka c'ẽea ne koe hẽé naka wèé khóèan koe ga hẽéthẽé kúrú naka i gatu di ncàm̀kuan càùse naka káí, ncẽe xae sixae ma ncàm̀ tua hãa khamaga ma. 
1TH.3.13	Nxãasegam gha Nqarim gatá ka Xõò ba gatu di tcáóan qarian máà, tu gha káàn chìbi, a tu a gha Gam cookg'ai koe tcom-tcomsa ii, ẽem gha ko gatá dim X'aigam Jeso ba Gam di ne tcom-tcomsa ne wèé ne cgoa hàà ka.
1TH.4.1	Ncẽeska còo dis ka, tíí qõe ga tuè, sixae koe tu xgaa-xgaasea hãa, nta méé tu ma kg'õè naka tua X'aiga ba qãè-tcaokagu sa, si ncẽe sa gaas kúrú tu kos ga si i. Igaba xae ko X'aigam Jesom koe dtcàrà a ko korè tu u, a ko máá: ncẽes gúù sa méé tu qarika kúrú, témé. 
1TH.4.2	X'aigam Jesom di qarian ka xae kò x'áè-kg'áḿan máà tu u sa tu q'ana hãa khama.
1TH.4.3	Ncẽea Nqarim ko ma tc'ẽe ga a khama, tcom-tcomsakaguè tu gha sa: nxãasega tu gha cg'áràn koe ncèèsea hãa ka, 
1TH.4.4	nakam wèém khóè ba tcom-tcomsa a tcommèa hãam dàòm ka gam dis khóès cgoa kg'õè, 
1TH.4.5	cg'ãè zi tc'ẽe-kg'áḿ zi tcáóa ba ka ncàm̀mèa hãa zi kúrú ka tamase, cg'ãè tc'ẽe ne khóè ne Nqari ba c'úùa hãa ne ko hẽé khama. 
1TH.4.6	Nakam gha nxãasega táá cúím khóèm ga ba ncẽes gúùs ka gam ka c'ẽe ba chìbian kúrú cgae guu, kana kàa me guu. X'aiga ba gha ẽeta ii chìbian wèé ko kúrú ne xgàra ke, ncẽe xae nxãakamaga ma bìrí tua hãa a ma nxàea tseegukagua hãa khamaga ma. 
1TH.4.7	Hàà ta gha q'ano tamase kg'õè kam Nqari ba tcii ta a tama khama, igaba ta gha hàà tcom-tcomsas kg'õè sa kg'õè ka a. 
1TH.4.8	Gaa domkam gha ẽe ko ncẽe xgaa-xgaan xguì ba, khóèm ko méé sa xguì tama, igabam gha ko Nqarim ko méé sa xguì, 
1TH.4.9	Ncẽeska gatu ka ncàm̀kuan ka: qaase tama ia góá xae ga máá tu u sa; Nqarim ka tu nxãakamaga xgaa-xgaaèa hãa, tu ga ma ncàm̀ku sa khama. 
1TH.4.10	A tu a ko tseeguan kaga wèé ne dtcòm̀-kg'ao ne Maketoniam wèém di ne koe ncẽe sa kúrú, igaba xae ko dtcàrà tu u, tíí qõe ga tuè, kaisase tu gha gatà hẽé sa.
1TH.4.11	Gataga xae ko thẽé korè tu u, kgàea hãas kg'õè sa tu ga kg'õè sa, nakam wèém khóè ba gam di zi tséé zi gam ka kúrú naka baà tshàua ba cgoa tsééa mááse, ncẽe xae ma x'áè tua hãa khama. 
1TH.4.12	Naka tua gha nxãasega c'ẽe ne khóè ne ka tcommè, naka tua táá c'ẽe khóèan dtcãàsea hãa guu.
1TH.4.13	Tíí qõe ga tuè, tc'ẽe tama xae hãa ẽe x'óm̀a hãa ne ka tu gha c'úùa hãase hãa sa, nxãasega tu gha táá thõò-tcaoase kg'ae ka, gane ẽe nqòòan úú tama ne khama ma. 
1TH.4.14	Ncẽè Jesom xg'ao x'óó a x'ooan koe tẽea hãa sa ta kòo dtcòm̀, ne ta ko thẽé dtcòm̀, Nqarim gha gane ẽe Gam koe x'óm̀a hãa ne Jesom cgoa óá sa. 
1TH.4.15	Ncẽea X'aigam dim kg'uim nxàe xae kom ga me e khama, ncẽe ko máá: gatá ncẽe kg'õèa a qaùa hãa ta cuiskaga ẽe x'óm̀a hãa ne ka tc'ãà naka síía hãa tite, ẽem gha ko X'aiga ba hààm cáḿ ka. 
1TH.4.16	X'aiga ba gha nqarikg'ai koe guu a kaiam dòm̀ cgoa xõa, kaiam moengelem dim dòm̀ ba hẽé naka Nqarim dim nxãàm di q'auan cgoa hẽéthẽé e, ne gha ẽe Krestem koe x'óóa hãa ne tc'ãà a ghùiè khama. 
1TH.4.17	Nxãaska ta gha gatá ẽe kg'õèa a qaùa hãa ta gane cgoa xg'ae-xg'ae a túú-c'õòs q'oo koe hãase ghùiè, a síí X'aigam cgoa tc'ãá q'oo koe xg'ae, a ta a gha gaa koe guus ka chõò tamase X'aigam cgoa hãa. 
1TH.4.18	Gaa domka méé tu ncẽe kg'uian cgoa qgài-qgai tcáóku.
1TH.5.1	Tíí qõe ga tuè, ncẽe zi gúù zi gha hàà kúrúse x'aèan hẽé naka cáḿan hẽéthẽé ka xae ga góáa máá tu u sa qaase tama. 
1TH.5.2	Gatu igaba tu qãèse q'ana hãa, X'aigam dim cáḿ ba gha ts'ãà-kg'aom ko ma ntcùú ka hàà khama ma hàà cgae tu u sa khama. 
1TH.5.3	C'ẽe ne khóè ne gha máá: “Wèé zi gúù zia qãèse hãa, ta qãè qgáì koe hãa,” témé. I gha kúúga cg'ãèan hàà cgae ne, ncãàn úúas khóès ábàn di thõòan ka ko kúúga hàà cgaeès khama ma, ne cuiskaga nxanagu ana hãa tite.
1TH.5.4	Igabaga tu gatu ntcùús q'oo koe hãa tama, tíí qõe ga tuè, me cuiskaga ẽem cáḿ ba ts'ãà-kg'aom ga ma arekagu tua hãa khama ma arekagu tu u tite. 
1TH.5.5	Wèéa tu ga x'áàm di tu cóá tu u, a koaba di tu cóá tu u khama. Ta ntcùú kana dcùú-qoms di ta cóá ta tama ta a. 
1TH.5.6	Ke méé ta táá x'óm̀a hãa guu, c'ẽe ne khama, igabaga méé ta kókòa hãa, naka qgóósean úúa hãa. 
1TH.5.7	Eẽ ko x'óm̀ ne ko ntcùú ka x'óm̀, ne ko ẽe ko nqàre ne ntcùú ka nqàre khama. 
1TH.5.8	Igaba ta gatá koaba di ta a, ke méé ta qgóósean úúa hãa naka ta dtcòm̀an hẽé naka ncàm̀kuan hẽéthẽé dxùua ta ko ncèèa máás gúùs khama ma hã̱a, naka taa kgoarakuan dis nqòò sa tcúúa ta ko ncèèa máás cábás khama ma cábá. 
1TH.5.9	Nqari ba Gam di xgóàn ka ta gha xgàraè ka nxárá tcg'òó ta a tama khama, igabaga ta gha gatá dim X'aigam Jeso Krestem koe kgoarasean hòò ka a. 
1TH.5.10	Ncẽe kò x'óóa máá ta a ba, ẽem ko hàà x'aè ka ta gha nxãasega Gam cgoa xg'ae a kg'õè ka, kg'õèa ta ga hãa kana ta ga x'óóa hãa igaba
1TH.5.11	Ke méé tu gaa domkaga ncẽe tu ko hẽé khamaga ma korèku naka hùiku.
1TH.5.12	Tíí qõe ga tuè, dtcàrà tu u xae ko, ẽe ko gatu xg'aeku koe tséé ne khóè ne méé tu tcom sa, gane ẽe X'aigam koe tc'ãà-cookg'ai tua hãa a ko tchàno-tchano tu u ne. 
1TH.5.13	Eẽ ne ko kúrú tsééan domka méé tu kaisa tcoman hẽé naka ncàm̀kuan hẽéthẽé cgoa qgóó ne. Gatu xg'aeku koe méé tu tòókuan cgoa hãa. 
1TH.5.14	Tíí qõe ga tuè, dtcàrà tu u xae ko, a ko máá: Eẽ ko xg'áḿ-kg'aiate ne tchàno-tchano, ẽe ko sau-cgaese ne korè, ẽe kg'amka ne hùi, naka wèé ne khóè ne koe qáò tcáó ii. 
1TH.5.15	Bóò méé tu naka i táá cúí khóè ga c'ẽean kúrú cgae ana cg'ãèan domka cg'ãèan kúrú cgae e guu, igaba méé tu wèé x'aè ka, gatu ka c'ẽe ne hẽé, naka wèé khóèan ga hẽéthẽé tu ga ma qãèan kúrúa máá sa x'ãà máá.
1TH.5.16	Wèé x'aè ka méé tu qãè-tcaoa hãa, 
1TH.5.17	naka tua wèé x'aè ka còrè. 
1TH.5.18	Wèé zi xg'aeku zi koe méé tu Nqari ba qãè-tcaoa máá, ncẽea gatu kam ma Nqari ba Jeso Krestem koe ma ncàm̀a hãa ga a ke.
1TH.5.19	Táá méé tu 
1TH.5.20	naka tua táá porofitan ntcoe guu. 
1TH.5.21	Wèés gúù sa méé tu qãèse bóòa tcg'òó, naka ẽe qãè ii sa qgóóa qari. 
1TH.5.22	Qgóóse méé tu wèés gúùs ẽe cg'ãè iis koe.
1TH.5.23	Nqarim tòókuan di ba méém Gam tc'áró-tc'aro ka kúrú tu u naka tu wèé zi dàò zi koe tcom-tcomsa ii: gatu di tc'ẽean hẽé, naka tcáóan hẽé, naka tc'áróan hẽéthẽé wèé méé i qãèse qgóóè, naka ia táá cúís chìbis ga sa úú guu nakam nxãakg'aiga síí gatá dim X'aigam Jeso Kreste ba hàà. 
1TH.5.24	Nqarim ncẽe tcii tua hãa ba tcom-tcomsa Me e, khamam gha ẽem nqòòkagu tua hãa sa kúrú.
1TH.5.25	Tíí qõe ga tuè, còrèa tu máá xae e. 
1TH.5.26	Wèé ne dtcòm̀-kg'ao ne tu tcom-tcomsas x'obèkus cgoa tsgám̀. 
1TH.5.27	Ra ko X'aigam di cg'õèan koe dtcàrà tu u, ncẽes tcgãya sa méé tu wèé ne dtcòm̀-kg'ao ne nxárá máá sa.
1TH.5.28	Gatá dim X'aigam Jeso Krestem di cgóm̀kuan méé i gatu wèé tu cgoa hãa.
2TH.1.1	Tíí Paulo ra hẽé, naka Silefano
2TH.1.1	xae ko 
2TH.1.2	a ko máá: Nqarim gatá ka Xõò ba hẽé naka X'aigam Jeso Kreste ba hẽéthẽé tsara koe guua hãa cgóm̀kuan hẽé naka tòókuan hẽéthẽé méé i gatu cgoa hãa, témé.
2TH.1.3	Tíí qõe ga tuè, ncẽe i ko ma qaase khama méé xae wèé x'aè ka gatu domka Nqari ba qãè-tcaoa máás gúù si i, gatu di dtcòm̀a ne ko kaisase càùse, i ko gataga gatu ka c'ẽem wèém koe tu úúa hãa ncàm̀kuan thẽé kai khama. 
2TH.1.4	Gaa domka xae ko Nqarim di zi kereke zi koe gatu di qarika tééan ka hẽé naka dtcòm̀an ka hẽéthẽé dqo̱m̀se, ncẽe tu ko xgàraku zi hẽé naka xháé zi ncẽe kúrúse cgae tua hãa zi hẽéthẽé koe x'áía hãa a.
2TH.1.5	Wèé zi ncẽe zia ko Nqarim di xgàrakua ne tchàno o sa x'áí, tu gha gazi domka Nqarim di x'aian kg'anoa hãa, ncẽe tu gaan domka xgàrasea hãa a. 
2TH.1.6	Nqari ba tchàno Me e, a ba a gha gane ẽe xgàra tua hãa ne thẽé xgàra. 
2TH.1.7	A ba a gha gatu di xgàrasean koe sãakagu tu u, a sixae thẽé sãakagu xae e. Ncẽe sam gha kúrú, X'aigam Jesom gha Gam di xu moengele xu qari xu cgoa nqarikg'ai koe guu a hàà ka. 
2TH.1.8	Ka̱rùkom c'eem cgoam gha hàà, a hàà gane ẽe Nqari ba ko xguì ne hẽé naka gane ẽe gatá dim X'aigam Jesom di qãè tchõàn komsana tama ne hẽéthẽé xgàra. 
