MAT.1.1	'Crɩɛn ‑bʋ, ‑Yusu 'Klɩsʋ a ‑tɩ ɛ nɛ ‑mɔ lɛ. ‑Yusu 
JAS.2.22	‑Yɩ꞊ɩ 'nɩ 'ye, ‑ɛ mɔ, ɛ kuo la Nyɩsʋa ꞊wlʋ yɩ dɩakɩ. Nɔ‑ nu꞊o, 'ɛ ‑wɛ la ‑mɔ, 'kɩ bʋ nu la 'a ‑nɛ ꞊dedede, Nyɩsʋa ‑hʋɛ la꞊a. 'A nunu‑tɛblɩ a 'mʋ, nɔ‑ nu꞊o, 'a Nyɩsʋa a ꞊wlʋ a yɩkuolɛ, 'ɛ 'sii la 'ʋ yɩ. 
JAS.2.23	‑Tɩ ‑mʋ', ʋ 'crɩ la, 'kɩ 'lɩ Nyɩsʋacrɩɛn 'kwli, ɛ mu la 'lu ‑mɔ. ‑Tɩ a 'mʋ, ɛ nɔ‑ ‑bʋ: «Abrahamʋ kuo la Nyɩsʋa ꞊wlʋ yɩ, nɔ‑ nu꞊o, Nyɩsʋa 'ɛ 'sii la 'ʋ꞊ʋ yɩ, 'kɩ 'ʋ 'a dɩɔnʋ ye'», 'tɩ‑ Nyɩsʋa 'ɛ dɛɛ la꞊a 'a nɩnatumu. 
JAS.2.24	'A ‑tɩ, a yɩ꞊ɩ 'nɩ 'ye, ‑ɛ mɔ, Nyɩsʋa yɩ 'sii 'ʋ nyiblo yɩ, 'kɩ 'ʋ 'a ꞊haan‑tɛblɩ, ɛ ni a ‑ta', ɛ 'yɩ 'a ꞊wlʋ a yɩkuolɛ nɩ ‑do a ‑tɩ 'pa‑.
JAS.2.25	Kʋɛ 'ʋ꞊ʋ ‑mɔ bʋ de, ‑wlawlɩnʋgba Rahabʋ a ‑tɩ, bʋ bi 'lɩ ‑mʋ 'kwli ‑wɛ. Ti ‑kɔ 'yri Yisraɛkʋɛ a lɛlenyʋ pa la 'lɩ 'waa 'dɩɔ 'kwli, ɛ ‑hɛɛ la ꞊nʋ nɩ dɩakɩ, 'ɛ tɔɔ la ꞊nʋ kɩ'bɛɛhru, ‑ɛ di꞊e nu, ʋ 'nɩ ꞊ha la ꞊nʋ 'la. Dɛ a 'mʋ, ɛ nu la, nɔ‑ nu꞊o, Nyɩsʋa 'ɛ 'sii la 'ʋ꞊ʋ yɩ, 'kɩ 'ʋ 'a dɩɔnʋ ye'.
JAS.2.26	‑Ɛ ‑bɩ 'kɩ, ‑tɛ ‑tonyiblo ni, 'bʋ 'yɛ nɩ pʋ ‑hʋnhlʋn, 'ɛ 'kʋɩ, kɛ‑ ɛ nɩ 'mʋ ‑wɛ, 'kɩ 'ʋ Nyɩsʋa a ꞊wlʋ a yɩkuolɛ a ‑ta'. Nyiblo 'bʋ hla꞊a, ‑ɛ mɔ, ɛ kuo Nyɩsʋa ꞊wlʋ yɩ, 'tɩ‑ 'bʋ 'yɛ nɩ nu ꞊haan‑tɛblɩ, ‑ɛ ‑bɩ 'a ꞊wlʋ a yɩkuolɛ a 'mʋ, ɛ 'nɩ ‑da꞊a ꞊dedede.
JAS.3.1	'Na 'dɩayɩnʋ ‑na, 'kɩ 'lɩ 'a mʋ 'nyɩ, nyibli ‑hʋɔhʋɩ 'nɩ 'mɔɔ 'lɩ Nyɩsʋa a ‑tɩtɔɔnyʋ. Ba kɔ 'a yiyie, ‑a mʋ ‑bʋ, ‑ʋ tʋɛ Nyɩsʋa a ‑tɩ, 'bʋ mɔ, ꞊ba nu dɛ ‑hʋan, ‑aan ‑bati, Nyɩsʋa di pʋ, ɛ di 'nɩ 'yakla ‑nɩ, ɛ 'mʋ 'ʋ nyibli ‑mʋ', ‑ʋ 'yɛ nɩ tɔɔ Nyɩsʋa a ‑tɩ a ‑bati 'ʋ ‑hi. 
JAS.3.2	‑Aan pɛpɛ, ‑a kɛ nɩ, 'kɩ 'ʋ ‑tɛblɩ ‑hʋɔhʋɩ, ‑a ni kɩ. Nyiblo 'bʋ nɩ 'ʋ, 'a pʋpʋwin 'bʋ nɔ yɩ ti a pɛpɛ, 'bʋ 'yɛ nɩ ka, ‑ɛ ‑bɩ nyiblo a 'mʋ, ɛ ꞊cɛɛ 'ʋ yɩ, ɛ ꞊hɛn 'nyrɛ, ɛ ‑wɛ 'lɩ bʋ nu꞊o nɩ, 'a 'klɔ bʋ 'sii 'ʋ yɩ nɩ. 
JAS.3.3	꞊Bʋ pʋʋ ꞊nɛ ‑so a dɛ yɩ. 'Tɩ‑ ꞊mʋ 'ʋ꞊ʋ kɩ 'ya mɔ mu, ‑kɔ ‑bʋ naa 'lɩ꞊ɩ 'plɩdɛ wlɔn, ‑ɛ kɔ 'kwli 'lili naa 'lɩ. 'Lili a 'mʋ, ɛ nɔ‑ yɩ ‑mʋ ‑hɛɛ ‑nɩ, ꞊nɩ pɩ 'ʋ꞊ʋ 'hru wlɔn lɛ, ‑tɛ ‑hʋɛ 'lɩ, ꞊nɩ gbɛɛ 'lɩ꞊ɩ yɩ. 
JAS.3.4	꞊Bʋ pʋ꞊ʋ ꞊tʋ a dɛ yɩ de, ‑ɛ kɔ danʋ, ʋ pʋ yɔ'. 'Ye ꞊bɩɩ ꞊tʋ a 'mʋ ɛ 'bʋa, pepe gbagbʋ 'bʋ ‑hʋɛ bʋ gba꞊a, nyiblo ‑mʋ', ‑ɛ nɛɛ ꞊nɛ, wanʋ 'cɩmɩɛ ɛ ni, 'ɛ pɩ 'ʋ꞊ʋ 'hru wlɔn lɛ. 
JAS.3.5	Kɛ‑ nɩ ‑do ‑aan mɛ nɩ 'mʋ ‑wɛ. ꞊Haan‑tɩ, 'ɛ 'cɩmɩ ‑nɩ, kɛɛ, 'a nunu‑tɛblɩ 'bʋa nɩ.
JAS.3.5	‑Ba pʋʋ ꞊nɛ na'klayie a dɛ yɩ de. Ɛ ‑wɛ 'lɩ ti nɩ ‑do a ti 'yri, bʋ pʋ 'wandu 'tɔ nɩ. 
JAS.3.6	‑Aan mɛ 'wɩ꞊ɩ na'klayie yɩ. Ɛ mɔ yɩnyredɛ ꞊nɩɔ, 'ɛ nɩ 'lɩ ‑tonyiblo wlɔn, 'a nunu‑tɛblɩ 'ɛ ni꞊e, ‑tonyiblo a 'klɔ 'ɛ yɩ yɩ nyre. Mɛdʋ a 'mʋ, 'a nunu‑tɛblɩ 'wɩ꞊ɩ na yɩ, ‑ɛ 'bɛ, 'kɩ 'lɩ ‑tonyiblo 'hʋɩ ‑mɔ. Na a 'mʋ, ‑tonyiblo a 'klɔ a pɛpɛ, ɛ nɔ‑ ɛ yɩ yɩ nyre. 'Kɩ na a 'mʋ ɛ ‑hʋɛn 'lɩ 'kuo ‑hʋɩn a nyiblo gbagbʋ ‑mɔ. 
JAS.3.7	‑Tonyiblo ‑wɛ 'lɩ bʋ naa nɛ 'a ‑nɛ ꞊dedede nɩ: 'Wan bʋ a mamʋɩ, kɔ nʋblɩ, kɔ wlɔwlɔ‑tɛblɩ, ɛ kɔ ‑hrin 'hʋɛn‑. 
JAS.3.8	Kɛɛ, nyiblo ꞊dʋ 'yɩ 'lɩ꞊ɩ 'lɩ ‑wɛ, bʋ kɔɔ nɛ 'a dɩɔnʋ a mɛ win kɩ. 'A mɛ a 'mʋ, ɛ mɔ yɩnyredɛ ꞊nɩɔ, 'ɛ 'yɛ nɩ ‑wle.
JAS.3.8	'A nunu‑tɛblɩ nɩ 'kʋɛ, kɔ, 'ɛ 'lɩlɛ nyibli lɛ. 
JAS.3.9	Mɛ nɩ ‑do a 'mʋ, ɛ nɔ‑ ‑a ni, ꞊a yɩ Nyɩsʋa 'wio ‑nyi, ‑ɛ mɔ ‑aan 'Baɩ, kɔ ‑aan Kʋkɔnyɔ. Ɛ nɩ ‑do a 'mʋ, nɔ‑ ‑a ni, nyibli ‑mʋ', Nyɩsʋa nu, ꞊a pɩ ꞊nʋ 'jrɔ ‑mɔ. 
JAS.3.10	Wuntɔ nɩ ‑do a 'mʋ wlɔn, 'kɩ win ‑hʋɛn 'lɩ ‑wlu, ꞊a yɩ Nyɩsʋa 'wio ‑nyi, ɛ nɩ ‑do a 'mʋ wlɔn, 'kɩ win ‑hʋɛn 'lɩ ‑wlu, ꞊a pɩ nyibli 'jrɔ ‑mɔ ‑wɛ. 'Na 'dɩayɩnʋ ‑na, dɛ a 'mʋ, ɛ 'yɩ 'ʋ lɛ nɔɔ ‑nɩ. 
JAS.3.11	Ɛ 'yɩ 'wlo ꞊dʋ ‑kɔ, ‑ɛ kɔ ‑mɔ ti nɩ ‑do a ti 'yri, ʋ ‑hɛ 'lɩ ꞊haan'nie kɔ 'nie ‑hʋɩn. 
JAS.3.12	'Na 'dɩayɩnʋ ‑na, ‑a 'yɛɛ ‑hʋan nɩ 'ye, bubuotu bʋ di ꞊wɔnmlʋkui tʋ, kɔ, ‑a 'yɛɛ ‑hʋan nɩ 'ye ‑wɛ, ‑gbɔgbʋtu bʋ di bubuokui tʋ, kɔ ‑a 'yɛ ‑hʋan nɩ 'ye ‑wɛ, 'kɩ 'lɩ 'niebutɩɔ nɩ ‑do 'kwli, 'tanie kɔ ꞊haan'nie 'hʋɛn‑ bʋ ‑hɔn 'lɩ ‑wlu.
JAS.3.13	'Kɩ 'lɩ 'a mʋ 'nyɩ, nyiblo 'bʋ nɩ 'lɩ, 'bʋ pʋ lɛ, ɛ kɔ ꞊tɔ, ‑ɛ ‑bɩ 'a nunuklɔ bʋ nɔ yɩ, 'tɩ‑ bʋ ꞊tɩɔ 'lɩ 'a dɩɔnʋ, ‑ɛ di꞊e nu, nyibli 'mʋ꞊ʋ ꞊haan‑tɩ pʋ, ‑ɛ mɔ, ɛ kɔ ꞊tɔ. 
JAS.3.14	Kɛɛ, ꞊nɩ kɔ ca dɩakɩ, 'tɩ‑ ‑na ꞊wlʋ 'bʋ nyre yɩ, kɔ ꞊nɩ yɩ ‑dɩɔnʋ nɩ ‑do a plɔ a bleelɛ lɛ nɩ ꞊mʋɛ, ‑ɛ ‑bɩ ꞊nɩ 'pʋʋ 'lɩ ‑na dɩɔnʋ a ‑pli, ‑ɛ mɔ, ‑kɔ ꞊tɔ. 'Bʋ mɔ, ꞊nɩ yɩ 'pʋplɛ lɛ nɩ ni, ‑ɛ ‑bɩ ‑ni hɩ. 
JAS.3.15	꞊Tɔdʋ a 'mʋ, ‑pʋ lɛ, ‑kɔ, ɛ 'yɩ Nyɩsʋa 'pa‑, ɛ 'yɩ ‑mɔ꞊ɔ ‑nyi. Kɛɛ, ‑tonyibli a ꞊tɔ ꞊nɩɔ. ꞊Tɔdʋ a 'mʋ, 'kuo ‑hʋɩn a nyiblo gbagbʋ, ɛ nɔ‑ yɩ꞊ɩ nyibli lɛ ‑nyi. 
JAS.3.16	‑Tɛ ‑mʋ', ‑tonyibli kɔ 'ʋ ca, kɔ, ‑tɛ ‑tonyibli ꞊mʋɛ 'ʋ 'waa dɩɔnʋ nɩ ‑do a plɔ bleelɛ lɛ, kɩbʋwɛɛnlɛ 'yɩ 'ʋ ‑nɩ, kɛɛ, yɩnyre‑tɛblɩ a gblegble, nɔ‑ nɩ 'ʋ. 
JAS.3.17	Kɛɛ, nyiblo 'bʋ nɩ 'ʋ, 'bʋ kɔ ꞊tɔdʋ ‑mʋ', Nyɩsʋa yɩ nyibli lɛ ‑nyi, ‑ɛ ‑bɩ nyiblo a 'mʋ, ɛ yɩ 'sii 'ʋ yɩ, 'ɛ ni꞊e, ‑tonyibli 'ʋ kʋɛ kɩbʋwɛɛnlɛ, kɔ, ɛ 'nɩ 'yaa 'lɩ 'a dɩɔnʋ 'lɩ, kɛɛ, ɛ pɩ nyibli nʋa yɩ bʋ, 'kɩ 'ʋ 'ʋ꞊tuulɛ 'kwli, 'ɛ kɔ nyibli a nyaɩ, kɔ, 'a ‑nɛ ti, yɩnɔ‑tɛblɩ nɩ ‑do, nɔ‑ ɛ ni. 
JAS.3.18	Nyiblo a 'mʋ, ‑ɛ kɔ ꞊wlʋ ‑nɔ yɩ, 'tɩ‑ ‑ɛ ni꞊e ‑tonyibli, 'ʋ kʋɛ kɩbʋwɛɛnlɛ, 'a nunu‑tɛblɩ a 'mʋ 'kwli, ꞊haandɛ ‑di 'lɩ ‑wlu ‑hɔn. Nyiblo a 'mʋ, ɛ 'wɩ꞊ɩ 'dʋdɔnyɔ yɩ: 'dʋdɔ‑tɛblɩ ‑mʋ', ɛ 'dɔ, 'dʋdɔ‑tɛblɩ nɩ ‑do a 'mʋ, nɔ‑ ɛ di 'cɛ.
JAS.4.1	'Kɩ 'lɩ 'a mʋ 'nyɩ, yɩ‑wʋnwɔnlɛ kɔ 'blini 'hʋɛn‑, ‑ʋ nɩ 'lɩ, ‑bɩ' ʋ ‑hʋɛn yɩ 'lɩ? 'Kɩ ʋ ‑hʋɛn 'lɩ 'aan ꞊wlɩ ‑hʋɩn klɛ, ꞊wlɩdʋ ‑mʋ', ‑ʋ ‑wɛn ꞊haan꞊wlɩ yɩ. 
JAS.4.2	‑Tɛblɩ ‑mʋ', 'aan ꞊wlɩ ‑hʋɛ ba kɔ, a 'nɩ ‑kɔ꞊ɔ lɩ꞊ɩ. Nɔ‑ nu꞊o, nyibli ‑mʋ', ‑ʋ kɔ ‑tɛblɩ a 'mʋ, 'aan ꞊wlɩ ‑hʋɛ, 'a ꞊mʋɛ 'waa 'lɩla lɛ. ‑Tɛblɩ ‑mʋ', 'aan 'bio ‑kɔ, nʋ‑ kɔ ca a ꞊tui, kɛɛ, a 'nɩ 'ye꞊e lɩ꞊ɩ. Nɔ‑ nu꞊o, 'a pɩ ꞊yɛ, kɔ, 'a ‑wʋnwɛn yɩ. ‑Tɛblɩ ‑mʋ', a ‑hʋɛ, a 'nɩ ‑kɔ꞊ɔ lɩ꞊ɩ, ‑ɛ nu꞊o, a 'nɩ ‑da꞊a Nyɩsʋa, ɛ 'mʋ 'a mɔ꞊ɔ ‑nyi. 
JAS.4.3	'Ye ꞊bɩɩ a ‑hʋa꞊a Nyɩsʋa, ɛ 'yɩ 'lɩ꞊ɩ 'lɩ ‑wɛ, bʋ ‑nyi 'a mɔ꞊ɔ, ‑ɛ nu꞊o, ‑tɛ a ni 'a dɩda, ɛ 'nɩ ‑blee꞊e lɩ 'a plɔ. A ‑hʋɛ ‑tɛblɩ a 'mʋ nɩ, ‑ɛ di꞊e nu, a 'mʋ plɔ a bleelɛ kɔ 'a mʋ nɩ ‑do.
JAS.4.4	‑Tɛ ‑wlawlɩnʋgba ni, 'ɛ yɩ 'ʋ 'a nyɩbɩʋ bʋ hie, 'ɛ mi ‑wlawlɩ nu mɔ, kɛ‑ a ni, 'a yɩ 'ʋ Nyɩsʋa bʋ hie, 'a nʋɛ 'klɔ ‑bʋ a yɩnyre‑tɛblɩ. Ba kɔ 'a yiyie, nyiblo ‑mʋ', ‑ɛ nʋɛ ‑tɛblɩdʋ a 'mʋ, ɛ yraa Nyɩsʋa nɩ. 'N yɩ 'a mʋ 'nɩ ‑lee ‑nɩ de, nyiblo 'bʋ nɩ 'ʋ, 'bʋ nʋɛ 'klɔ ‑bʋ a yɩnyre‑tɛblɩ, ɛ 'wɩ yɩ 'a ꞊wlʋ yraa Nyɩsʋa nɩ. 
JAS.4.5	A 'nɩ 'yee 'lɩ꞊ɩ, ‑ɛ mɔ, ‑tɩ ‑mʋ', Nyɩsʋa a 'crɩɛn hla, ɛ 'nɩ ‑da꞊a ꞊dedede. ‑Tɩ a 'mʋ, ɛ nɔ‑ ‑bʋ: «Nyɩsʋa a ‑Hihiu ‑mʋ', ɛ ‑nyi ‑a mʋ, ɛ ‑hʋɛ nɩ, bʋ kɔɔ nɛ ‑a mʋ win kɩ pɛpɛ.» 
JAS.4.6	‑Ɛ ‑bɩ 'kɩ, Nyɩsʋa yɩ ‑nyi ‑a mʋ 'klɩ dadʋ, a 'mʋ yɩnyre‑tɛblɩ a pɛpɛ yɩ ‑wɔn, ꞊wɩ yɩ ‑tɛ ʋ nu la 'a 'cɩcrɩɩ, 'kɩ 'lɩ Nyɩsʋa a 'crɩɛn 'kwli, ‑ɛ mɔ: «Nyɩsʋa 'nɩ ‑hʋa꞊a nyiblidʋ ‑mʋ', ‑ʋ 'yɛɛ 'lɩ 'waa dɩɔnʋ 'lɩ, kɛɛ, nyibli ‑mʋ', ‑ʋ ꞊tɩʋɛ 'lɩ 'waa dɩɔnʋ, nʋ‑ ɛ ni ꞊haandɛ ‑mɔ, 'kɩ 'lɩ dadʋke 'kwli.»
JAS.4.7	'A ‑tɩ, ba ꞊tɩɔ 'lɩ 'aan dɩɔnʋ, 'kɩ 'ʋ Nyɩsʋa ye'. Ba ‑wɔn 'kuo ‑hʋɩn a nyiblo gbagbʋ yɩ, ‑ɛ di꞊e nu, ɛ 'mʋ 'a mʋ ‑mɔ lɛ ‑hlɔɔ ‑nɩ. 
JAS.4.8	Ba 'mʋɛ Nyɩsʋa yrɛ, ɛ 'mʋ 'a mʋ yrɛ 'mʋɛ ‑nɩ ‑wɛ. 'A mʋ dɛ'kukununyʋ, a 'nɩ 'nuo 'kɩ dɛ 'kuku de. 'A mʋ ‑mʋ', ‑ʋ nɛɛ 'li nɩ 'hʋɛn, 'aan ꞊wlɩ bʋ 'sii 'ʋ yɩ. 
JAS.4.9	'Aan ‑tɛblɩ 'kukui, a ‑nu a ‑tɩ, 'kla bʋ 'ya 'a mʋ ‑wliye. Ba nu nyaɩ ŋmlɩ lɛ, 'tɩ‑ ba we. Ba 'kee 'cɩca, ba we ꞊hien. Ba 'kee dɔdʋ a nunuo, kɛɛ, 'kla bʋ 'ya 'a mʋ ‑wliye. 
JAS.4.10	Ba ꞊tɩɔ 'lɩ 'aan dɩɔnʋ, 'kɩ 'ʋ Kʋkɔnyɔ Nyɩsʋa ye', ɛ 'mʋ 'lɩ 'a mʋ 'yaa ‑nɩ.
JAS.4.11	'Dɩayɩnʋ ‑na, a 'nɩ 'hlaa 'lɩ 'aan 'bio ‑tɩ ‑hʋɩn yrɛ. Nyiblo ‑mʋ', ‑ɛ hlɛ 'a 'bɩ ‑tɩ ‑hʋɩn yrɛ, 'tɩ‑ ‑ɛ pɩɩ ꞊nɛ ‑bati lɛ, nyiblo a 'mʋ, ɛ ‑hlɛ ‑tɩ ‑hʋɩn lɛ, 'kɩ 'ʋ Nyɩsʋa a tete a ‑ta', kɔ, 'ɛ pɩɩ Nyɩsʋa a tete a 'mʋ ‑bati lɛ. 'Bʋ mɔ, ꞊nɩ yɩ Nyɩsʋa a tete ‑bati lɛ nɩ ‑pɩɩ ‑nɩ, ‑ɛ ‑bɩ ɛ ꞊hɛn 'nyrɛ, ꞊nɩ ꞊tuu꞊o 'ʋ꞊ʋ 'ʋ, kɛɛ, ‑pɩɩ ꞊nɛ ‑bati lɛ nɩ ‑do. 
JAS.4.12	Nyɩsʋa nɩ ‑do, nɔ‑ yɩ nyibli 'a tete ‑nyi, kɔ, ɛ nɩ ‑do a 'mʋ, nɔ‑ blɛɛ yɩ ‑bʋ pʋʋ ꞊nʋ ‑bati lɛ. Ɛ nɩ ‑do a 'mʋ de, nɔ‑ ‑wɛ 'lɩ bʋ wa nyibli, kɔ, ɛ nɩ ‑do a 'mʋ, nɔ‑ ‑wɛ 'lɩ bʋ nu꞊o, bʋ ‑wɛ bʋ. ‑Mɔ ‑mʋ', ‑ɛ pɩɩ ‑na 'bɩ ‑bati lɛ, nyiblo a 'dɩ ‑bɩ ‑pʋ lɛ, ‑mɔ 'lɩ?
JAS.4.13	Ba pʋ 'ʋ nʋa bʋ ‑tɛɛ, 'a mʋ ‑mʋ', ‑ʋ pɩ lɛ: «Kɩkɛ ‑bʋ, ‑hʋʋ' ‑ŋɩŋa, 'kɩ ‑a di ‑hʋan 'lɩ 'dɩɔ ‑bʋ ‑hʋʋ' 'dɩɔ ‑mʋ' kɩ mu, ‑a 'mʋ 'lɩ 'yrʋ ‑hii ‑nɩ, ‑a 'mʋ 'lɩ kʋɛsɛ 'lɩ ‑hlaa ‑nɩ, ‑ɛ di꞊e nu, ‑a 'mʋ 'wliyɛ 'ye ‑tɛɛ.» 
JAS.4.14	'A mʋ a 'mʋ, ‑ʋ hlɛ ‑tɩ a 'mʋ, ꞊bɩ dɛ, ‑ɛ di ‑hʋan 'lu ‑mɔ mu, a yi꞊e nɩ? ‑Hʋnhlʋn ‑mʋ', a pɩ, ɛ 'wɩ ‑jru yɩ, ‑bʋ 'hrɩ, 'kɩ 'lɩ ti gbi 'kwli, ti nɩ ‑do a ti 'yri, ‑ɛ yɩ ‑gbɛ lɛ. 
JAS.4.15	Kɛ‑ a kɔ ba pʋ wɛn: «'Kɩ 'lɩ Nyɩsʋa a 'klɩ 'kwli, ‑a di pʋ ‑hʋnhlʋn, kɔ, dɛ ‑bʋ, ‑hʋʋ' dɛ ‑mʋ', ‑a 'mʋ꞊ʋ nu.» 
JAS.4.16	Kɛɛ, nɔ‑ a hie 'ʋ bʋ, 'a 'yɛɛ 'lɩ 'aan dɩɔnʋ, 'a pɩ 'aan dɩɔnʋ a ‑pli. 'Bʋ mɔ, 'ba kɔ ba nu 'lɩ 'aan dɩɔnʋ a 'lɩ'yaalɛ lɛ, ‑ɛ ‑bɩ ɛ nyre yɩ. 
JAS.4.17	'A ‑tɩ, bʋ bi 'lɩ 'a mʋ 'kwli, ‑ɛ mɔ, nyiblo ‑mʋ', ‑ɛ yi ꞊haandɛ a nulɛ, 'tɩ‑ ‑ɛ 'yɛ nɩ nu꞊o, nyiblo a 'mʋ, ɛ ni dɛ 'kuku.
JAS.5.1	'A mʋ dɛkɔnyʋ, ba pʋ 'mʋ nʋa yɩ bʋ ‑tɛɛ. Ba we, ꞊hɩʋɛn a di 'ye a ‑tɩ, 'kɩ 'ʋ 'kla‑wliye'yɩya, ‑ɛ di 'a mʋ yɩ mu a ‑ta', ba nu nyaɩ ŋmlɩ lɛ. 
JAS.5.2	'Aan kʋkɔ‑tɛblɩ ꞊hɔn nɩ, kɔ 'hlɔ mɛ 'aan 'hʋɩlɛpʋ‑tɛblɩ nɩ. 
JAS.5.3	‑Yrʋsʋ nyre 'aan 'wli yɩ. ‑Yrʋsʋ a 'mʋ, nɔ‑ di 'a mɔ꞊ɔ ‑tɔɔ ‑nɩ, ‑ɛ mɔ, a 'yɩ 'aan kʋkɔ‑tɛblɩ ‑kʋan 'yri ‑nuu ‑nɩ ‑tɛɛ, kɔ, ɛ nɔ‑ di 'aan 'hʋɩ yɩ nyre, ꞊wɩ yɩ, ‑tɛ na 'yɛ nɩ pʋ wɛn 'a mʋ 'tɔ. ꞊Haan‑tɩ, ꞊a nɩ 'lɩ lɛ'bɔɔti 'kwli, 'tɩ‑ 'klɔ 'mʋ 'ʋ ‑wlu ‑hɔn, kɛɛ, a 'tɩɛ 'kukue kʋkɔ‑tɛblɩ lɛ. 
JAS.5.4	'Tɩ‑ nyibli ‑mʋ', ‑ʋ nu ‑kʋan, 'kɩ 'lɩ 'aan ‑cio kɩ, a 'yɩ ꞊nʋ 'pɛɛ ‑nɩ. Ba pʋ 'ʋ nʋa bʋ, ‑tɛ nyibli a 'mʋ, ʋ ni 'lɩ win a 'lɩ'yaalɛ, ʋ ni wuwe. 'Waa ꞊hienwewin a 'mʋ, ɛ nyre 'lɩ Nyɩsʋa ‑mɔ nɩ, ‑ɛ mɔ 'klɔ a pɛpɛ a Kʋkɔnyɔ. 
JAS.5.5	Ti a pɛpɛ, a ‑hi 'nɛ‑ 'klɔ kɩ, 'a ‑nɛ dɛ a ‑hʋɛ, a kɔ꞊ɔ nɩ, kɔ, 'aan plɔ a bleelɛ nɩ ‑do, ɛ nɔ‑ a ꞊mʋɛ lɛ. A yɩ di la dɛ ‑tɛɛ, 'a 'bʋɛ la, ꞊wɩ 'wlugba‑tɛblɩ, ‑ʋ 'bʋɛ, 'tɩ‑ ʋ 'lɛ, 'kɩ 'ʋ 'waa didie a ‑ta'. 
JAS.5.6	Nyibli ‑mʋ', ‑ʋ 'sii 'ʋ yɩ, nʋ‑ a pʋʋ hɩ‑bati lɛ, 'a 'lɩla ꞊nʋ lɛ, ‑ɛ nu꞊o, ʋ yɩ 'lɩ꞊ɩ 'lɩ ‑wɛ, bʋ ‑wɔn 'a mʋ yɩ.
JAS.5.7	'Na 'dɩayɩnʋ ‑na, ba 'la ꞊wlʋ, 'kɩ 'ʋ ‑Yusu a ꞊wlʋ a yɩkuolɛ a ‑ta', ɛ 'mʋ꞊ʋ gba ‑gbagba, ‑Yusu a 'mʋ, ɛ 'mʋ di. Ba 'ye kɛ 'dʋdɔnyɔ, ‑tɛ ɛ ni, 'ɛ 'dʋɛ ‑tɛblɩ, 'tɩ‑ 'kɩ 'lɩ ꞊wlʋ a 'lɩla 'kwli, 'ɛ yɩ tawɩ ‑ple, kɔ lɛ'bɔɔnu 'hʋɛn‑, 'ɛ 'ble꞊e kʋa ‑bleble, 'ɛ yɩ ‑tɛblɩ a 'mʋ 'a 'cɩcɛti kɩ yɛ. 
JAS.5.8	'Aan 'mumu, ba 'la ꞊wlʋ, 'kɩ 'ʋ ‑Yusu a ꞊wlʋ a yɩkuolɛ a ‑ta'. 'Aan ꞊wlʋ nɩ 'bie 'lɩ ꞊hlɔn. ‑Tɛ a 'blee 'ʋ kʋa, 'kɩ ba 'blee 'ʋ kʋa. ‑Aan Kʋkɔnyɔ a diditi 'mʋɛ yrɛ.
JAS.5.9	A nɩ 'yɩyɛɛ 'lɩ ‑tɩ, ‑ɛ di꞊e nu, Nyɩsʋa 'nɩ ꞊ha 'a mʋ ‑bati lɛ ‑pʋʋ ‑nɩ. Ba kɔ 'a yiyie, ‑batipʋnyɔ, ‑ɛ mɔ ‑Yusu, 'a diditi 'mʋɛ yrɛ, 'kɩ ɛ nɩ 'ʋ ꞊hʋan.yɩ. 
JAS.5.10	'Na 'dɩayɩnʋ ‑na, Nyɩsʋa a winwlɔn‑hanyɔ, ‑ʋ hlɛ la Nyɩsʋa a ‑tɩ, ti ‑hi la a ti 'yri, 'waa ‑tɩ bʋ bi 'lɩ 'a mʋ 'kwli. Ʋ kɔ la ꞊wlʋ a 'lɩla, 'kɩ 'ʋ Nyɩsʋa a ꞊wlʋ a yɩkuolɛ ‑mɔ', 'ye ꞊bɩɩ ʋ yɩ la ꞊hɩʋɛn nɩ 'ye. 'Aan 'mumu, kɛ‑ ba nu ꞊wlʋ a 'lɩla a kʋkɔ ‑wɛ. 
JAS.5.11	‑A wɛn 'nɩ, Nyɩsʋa a winwlɔn‑hanyʋ a 'mʋ, ʋ kɔ la plɔ a bleelɛ, ‑ɛ nu꞊o, ʋ 'yɩ la ‑sa, 'kɩ 'ʋ Nyɩsʋa a ꞊wlʋ a yɩkuolɛ ‑mɔ'. Nyɩsʋa a nyiblo ‑mʋ', ‑ɛ mɔ Sɔbʋ, ɛ nɔ‑ ‑mɔ ‑bɩ, a 'wɩn 'a ‑tɩ nɩ, ‑tɛ ɛ nu la ꞊wlʋ a 'lɩla a kʋkɔ, 'kɩ 'lɩ ꞊hɩʋɛn a 'yiye 'kwli. A 'wɩn nɩ ‑wɛ, ‑tɛ Nyɩsʋa ‑nu, 'tɩ‑ 'a ꞊hɩʋɛn a 'yiye a 'mʋ, ꞊haandɛ 'ɛ ‑hɔn 'lɩ꞊ɩ 'kwli. Ɛ mɔ ꞊haan‑tɩ, Nyɩsʋa kɔ ‑tonyiblo a nyaɩ, 'tɩ‑ 'ɛ ni꞊e ꞊haandɛ ‑mɔ.
