GEN.1.1	Talfut kese ding dim bakate, Sunbin-Got e abiil so kawin so mesesem alik alik be kilkese kale. 
COL.1.28	Num bakayem tem bakayem tem de kakabuluw ding dim bakate, nu Kulais em weng sang be diwkuw diwkuw bakayembomi, num fukunin ken so, kal ken so, alik alik be kuluko, mali ilo yemkitilmoko, tem tem weng bokoyemeko, ilo kukuyemkabuluw te. Nimtew angom? Nu kunum waneng alik alik biim ibolow be kitil keyemomin beem mongom so, biim ibolow e Kulais em kanese beem mongom ete kiol kuw sen so banim keyemeko, ilo Sunbin-Got em mit mewso yemdemomin beem mongom so, mongom alew beem dulum elote aluwkabuluw kasike. 
COL.1.29	Kaneko kasike, Kulais em kitil fian be nelo nemkitilmobelei, ne beem kitil melmel fian keko, kun kuluko, auleko, bukeko, gal keminba keko, aluwkakawkabi te.
COL.2.1	Yu kilele kiliko, kal keloliwka! Yuso, Alaodisia abiw mutuk fian kasel iso, mali kawtiw nem kiinguen neteminba kekabiliw kawtiw iso, alik alik yom gomet ete kuw ne bukeko, aluwbamin fian kale bukekakawkabi te. 
COL.2.2	Nimtew angom? Nem ibolow fukunin e kanekote: “Yom ibolow fukunin be kitil kuw keyemeko, ibolow mutuk fian so dulew dulew kukuw e yom dim e fian kuw gekeko, boka!”, angekabi kasike. Keko beli, Sunbin-Got em ibolow win sang ken be yukal atin kuw dolon kuw keko, kal kebiliw te.
COL.2.2	Ibolow win sang beem mongom e Kulais ete te. 
COL.2.3	Feinka! Kulais ete kuw fukunin ken so, kal ken so, dem ati gilakabe dem alik alik angom beem sen mongom kayak ete te.
COL.2.4	Mesik esik mali kawtiw mak yom mit teleko, funum keyemeko, weng mil bokoyemiwi, yom ibolow be teifuluko, koyemiw tewe, ne weng be bakayembi te.
COL.2.5	Nimtew angom? Ne kal so kun so yuso mewso binba kebi kate, nakalem ibolow fukunin be yuso mewso atew kebe kasike. Keko beli, ne yom kiol kuw kukuw gelewbiliw beso, yom Kulais elo “Fein!”, dangeko, kitil kuw mobiliw kukuw beso, alik alik be atemeko, kalfong fian keyemeko, bi te.
COL.2.6	Yu Kamok Fian Kulais Yesus em kukuyemse weng sang be kilele kiliko, kulusiliw kasike kame, eso makuw fewtokoko, kakamoliwka! 
COL.2.7	Yom Yesus elo “Fein!”, dangakabiliw fein ibolow be Kulais em dim kitil kuw molaka! Yom fein ibolow be ais kimkim emdiw keko, kawin kitil dim be wentomose te. Wentomobomelei, yu mali im yulo kukuyemsiliw weng be aluweko, beem dim e kitil kuw tebeko, diwkuw diwkuw Sunbin-Got elo “Weso! Seyo!”, dangboliwka!
COL.2.8	Kate yu kilelbiko, boliwka! Yu kanelom kawtiw yulo dasuw funum weng bakayemkabiliw kawtiw im sak dem banim weng be gelewemokoliw te! Kawtiw bi mali kunum waneng im fukunin yangen tem yangen tem yangenaliw weng so, kawin so abiil so biim dim biliw finik biim weng beso, weng alik alik be kukuyemkabiliw kate, kanekabiliw kawtiw biim weng be Kulais em ibolow fukunkabe weng be bakilewkabiliw te. 
COL.2.9	Yu kilele ibolow fukunemoliwka! Kulais em kun so kal so keko, kawtiw nukatetew kelewse ding dim bakate, Sunbin-Got em ibolow tem fian alik alik be Min beem ibolow mutuk ka kel gekeko, alakabe te.
COL.2.10	E kawin fe abiil fe biim kak kunum so, mesesem mesesem mak auk so angom beso, alik alik biim emisik kak kunum kese te. Kate, yu eso fewtokoko, biliw kasike, yom ibolow mutuk e eso wen gekeko, alakabe te.
COL.2.11	Kanelei, yom ibolow bi ^kal okilew keemin kukuw emdiw kulusiliw te. Nimtew angom? Kulais em kanese kukuw be num ibolow sili sili nam beem kal beemdiw kulu kolewse kasike. Feinka! Kanebe be Kulais em kitakamin weng beem takiak kekabe te.
COL.2.12	Keko beli, yom yulo ok da koyemsiliw ding dim bakate, alik alik yu Kulais eso makuw fewtokosomi, fomkamin dim elo tew unsiliw te. Uniwi, yu Sunbin-Got em kitil melmel fian beelo “Fein! Em kitil e ki keko, kuankemin beem deiw be okileweko, finik so bin koyemoke te.”, dangsiliw kasike, e yulo Kulais eso makuw fomkamin dim elo tew yemkalfolse te.
COL.2.13	Dil akate, yu sili sili nam keko, ibolow kal okilinba kebiliw em kukuw geleweko, beem deiw kakameliw kasike, yu kuansiliw kawtiw ke alenaliw te. Kate, Sunbin-Got e alik alik nulo ibolow folok keyemeko, num sili sili kukuw be sak misism kuw kulu koyemeko, Kulais em dawkalfolse emdiw keyemeko, nulo finik so bin duyemse te.
COL.2.14	Duyemeko, num sawa sakalaw keko, weng bo bo kelewkabuluw kukuw beem geeyemin weng fut be kuluko, Kulais em ais dim sil bikisiliw beem dim ka kel sil bikiko, kolewei, beem mongom ete fut beem kitil be atin kuw banimse te.
COL.2.15	Banimei, kaem ding dim bakate, Kulais e kawin fe abiil fe aneng aneng angom alik alik biim kak kunum so, mesesem mesesem mak auk so angom beso, alik alik angom biim on balam be sak kuluko, im wiin fong gel kuw keyemei, i inkal fian mak kulusiliw te. Kaneyemeko, esik emisik fian kuw kese te.
COL.2.16	Kaneko kasike, mali kawtiw mak teleko, yulo mali wanin beem dulum so, mali tokotoko kemin beem ding em dulum so, kikis kayow ayem ding beem dulum so, finengdakamin Sabat beem dulum so, alik alik beem dulum elote geeyemin weng mak yangiw tewe, yu im yangbiliw weng be kanelom kiliko, gelewemokoliw te!
COL.2.17	Im mesesem mesesem beem dulum elote yangbiliw weng be, Kulais em sow ibik toloke ding em eisneng beem takak kiskiw ete kuw kasike. Kate, Kulais bete mesesem mesesem yangbiliw beem fein dem ete te.
COL.2.18	Mali yom mutuk teliw kawtiw biim dim ete takak eisneng atew mak falak angei, i atemsiliw sang be yulo bokoko, bokoyemomeliw: “Yu yukalem ete de mit da koyemeko, Sunbin-Got em yemdakamin finik biim wiin daoyem kemoliwka!”, yangbiliw kate, yu kanelom im yangbiliw weng be kiliko, gelewemokoliw te! Gelewiw tewe, yu Sunbin-Got em yulo duyemoke yan be nam kuliw te. Fein! Kanebiliw kawtiw bi kawin dim kaleem kal anggil em fukunin wa kuw geleweko, ikalem fasuse ibolow fukunin beem dulum elote bokolomeliw: “Nu kal fian so buluw kai!”, angeko, biliw kawtiw ite te. 
COL.2.19	Feinka! I Kulais eso fewtokoko, elo kilele aluwbinba kekabiliw kate, sios kunum waneng nu Kulais em anggil emdiw keko, buluwi, e num emisik kak kebe te. Kebomi, emisik kak be akalem kal anggil biilo wanin yemgiwbelei, em kun so, yan so, kal anggil alik alik beelo melmel sok so fewtokoko, koyemkabe te. Kanebelei, Sunbin-Got akalem ete kal anggil beelo dokolewei, e tebeko, fian kekabe te.
COL.2.20	Yu kilele kililina! Yu Kulais eso kuansiliw kunum waneng kebiliw kasike, yu kawin so, abiil so, alik alik biim finik im kitil afak binba kebiliw te. Kaneko kasike, yu nimtew angom ete kawin dim kaleem kunum waneng imdiw kakabiliw e? Nimtew angom ete yu biim bakayembiliw weng be kiliko, gelewkabiliw e?
COL.2.21	I bokoyemomeliw: “Yu kanelom mesesem be melelew kebomi, aluwkabomi, wanbomi, kemokoliw te!”, yangakabiliw te. 
COL.2.22	Yu kilele ibolow fukunemoliwka! Beem dulum elote sawa weng beemdiw yangbiliw mesesem mesesem eisneng be mali kawtiw i kuluko, aluwkabiliw kasike, mesesem eisneng be kiloneko, sak banimoke te. Feinka! Kawtiw bi ikalem ibolow fukunin kuw bakayembomi, kukuyemkabiliw te.
COL.2.23	Kukuyemkabiliw kate, mali kawtiw i biim yangbiliw weng be kiliko, bokolomeliw: “Yake! Im bakabiliw weng be fukunin ken so atite kai!”, ange ange kekabiliw te. Nimtew angom? Sak sawa weng be gelewkabiliw kawtiw biim kukuw em kal dim be ati te kuw kekabe kasike. I Sunbin-Got em fein kunum emdiw kebomi, ikalem wiin de mit dabomi, ikalem kal anggil beelo ibolow fukuninba kekabiliw te. Kate, im kanekabiliw kukuw beem mongom ete i ki keko, ikalem ibolow mutuk kawyak beem gek kekabe ibolow fukunin wa be nam kasi koleweko, banim kelewkabiliw te.
COL.3.1	Yu kilele kililina! “Aatim Sunbin-Got e nuso Kulais eso yemkalfolse kai!”, angiw tewe, yukal abiil tikin katem em eisneng kuw ibolow fukunemoliwka! Aneng ka e, Kulais e Sunbin-Got em wiin so yuk teing dim ka kel teineko, be kasike.
COL.3.2	Feinka! Diwkuw diwkuw yu abiil tikin katem beem eisneng kuw ibolow fukunemoliwka! Yu kanelom kawin dim kaleem eisneng elo ibolow fukunemokoliw te!
COL.3.3	Nimtew angom? Yom Kulais eso kuansiliw ding dim bakate, yom kanemaliw kukuw be atin kuw banim kelewsiliw kasike. Keko beli, yom kameem finik so bin biliw dim bakate, Kulais e yulo kasi koyembe kasike, eso yuso makuw bongguko, Sunbin-Got eso fewtokoko, biliw te. 
COL.3.4	Biliwi, yulo kasi koyemkabe Kulais em fitewoke ding dim kabalak e, eso yuso makuw kaim dim kuw fitewsomi, Sunbin-Got em auk so kitil so dim kalo uneko, ka kel bokoliw te. Nimtew angom? Kulais ete yom finik so bin beem sen mongom kayak kebe kasike.
COL.3.5	Kaneko kasike, yu yom dim kel bomelei, kawin dim kaleem kukuw wa alik alik be anko, atin kuw banim kelewboliwka! Wa kukuw angombi be kanekote:
COL.3.5	Osow kukuw e,
COL.3.5	ibolow sili sili nam kukuw e,
COL.3.5	osow inkal kulomin deiw kemin e,
COL.3.5	wa eisneng em kelomin ibolow e,
COL.3.5	mali kawtiw im eisneng kiin yakut keko, “Sak kuluyem kemum o!”, angeko, bisil ibolow kukuw ete te.
COL.3.5	Kate, yu kililina! Bisil ibolow kukuw e fong gel eisneng bate! Dasuw-got im wiin daoyemin kukuw emdiw kasike.
COL.3.6	Yu kilelbiko, boliwka! Sunbin-Got em kaisuw fian e kawtiw sakalaw keko, weng bo bo kebomi, kaneko kukuw gelewkabiliw kawtiw biim dim fein toloke te. 
COL.3.7	Yom sua em alenaliw ding kabalak e, yukati kanebiliw kawtiw biimdiw kemaliw te. 
COL.3.8	Kate kame, yu wa kukuw angom be kulu kolew keemoliwka! Wa kukuw angom be kanekote:
COL.3.8	Sakalala kelew kelew kemin kukuw e,
COL.3.8	kaisuw kemin kukuw e,
COL.3.8	ibolow wa kemin kukuw e,
COL.3.8	mali kawtiw ilo weng miyemin kukuw e,
COL.3.8	inkal weng wa bokolew bokolew kemin kukuw ete te.
COL.3.9	Beemdiw, yu kanelom dasuw weng mak bokolew bokolew kemokoliw te! Nimtew angom? Yu suaem ibolow tem so beem kukuw wa so ilim tulum emdiw gulu koleweko,
COL.3.10	ibolow tem kikis mak minggisiliw kasike. Kame, kilkese Sunbin-Got e yom ibolow tem kikis be akalem ibolow fukunin em takak atew alwol keyembomelei, yu akalem ibolow fukunin beem fukunin be fein kal kekabiliw kasike.
COL.3.11	Feinka! Sunbin-Got e alik alik num ibolow tem alwol keyemkabe kasike, nu kanelom amen amen keko, bokolomeluw:
COL.3.11	“I e Gilik kawtiw ite te.
COL.3.11	I e Suda kawtiw ite te.
COL.3.11	I e ^kal okilewsiliw angin ite te.
COL.3.11	I e kal okilinba kesiliw angin ite te.
COL.3.11	I e wiin banim kawtiw ite te.
COL.3.11	I e ibolow atul nam kawtiw ite te.
COL.3.11	I e sak weng afak kawtiw ite te.
COL.3.11	I e kak kunum waneng ite te!”,
COL.3.11	angbokoliw te! Itel bate! Nimtew angom? Kulais ete kuw emisik keko, alik alik nulo kasi koyemeko, alik alik num mutuk ka kel alakabe kasike.
COL.3.12	Sunbin-Got e yulo akalem wiin so amkoko, akalem galmose kunum waneng keyemeko, ibolow mutuk fian duyemalakabe kasike, yukati kaneko kukuw ken be ilim emdiw minggiboliwka! Kukuw ken be kanekote:
COL.3.12	Ibolow mutuk dulew dulew kukuw e,
COL.3.12	kinkin ibolow kelew kelew kukuw e,
COL.3.12	ibolow ken dulew dulew kukuw e,
COL.3.12	falit angeko, mali im afak bin kukuw e,
COL.3.12	ibolow menew kukulew kukulew kukuw e,
COL.3.12	nanbow bin em kukuw ete te.
COL.3.13	Kaneko beli, yom mutuk kel ilum mak keliw tewe, yu dokolew dokolew kukuw kemoliwka!
COL.3.13	Wa kukuw keyembiliw kawtiw biim kanebiliw kukuw be yu sak misim kuw kulu koyem kemoliwka! Nimtew angom? Kamok Fian e emisik keko, yom kanekabiliw kukuw wa be kulu koyemse kasike! Kasike kame, yukati em kaneyemse emdiw kawkunum kumel im wa kukuw keyembiliw be sak misim kuw kulu koyem keyemboliwka!
COL.3.14	Keyembokoliw kate, emisik eisneng ete kanekote: Ibolow mutuk fian dulew dulew kemin kukuw e yu ilim minggimin emdiw keleweko, aluwboliwka! Nimtew angom? Nu ibolow dulew dulew kukuw kemuw tewe, kanekabiliw kukuw be ken kukuw alik alik angom sok emdiw bongguko, net kelin tew keyemeko, alakabe kasike.
COL.3.15	Keko beli, Sunbin-Got e yulo akalem wiin so amkoko, alik alik yulo bongguko, kal anggil makmak emdiw keyemeko, Kulais em menew ibolow be yom ibolow mutuk ka kel duyemkabe kasike kame, em menew ibolow be yom ibolow tem beelo atin kuw gekeko, wenbomaka! Wenbelei, yu diwkuw diwkuw Sunbin-Got elo “Weso! Seyo!”, dangboliwka!
COL.3.16	Kaneko kasike, yu Kulais em weng be dolon kuw keleweko, mali kunum waneng ilo kukulew kukulew keyemeko, tem tem weng bokolew bokolew kemoliwka! Kebomeliwi, yom mutuk tem ka kel akati Sunbin-Got elo “Weso! Seyo!”, dangbomi, Sim Fut sim bakalewbomi, atmet sin akalem wiin daolew kebomi, mali Sunbin-Finik em yangakabe sim mak bakalewbomi, kemoliwka!
COL.3.17	Feinka! Nomin eisneng mak yu bokoliw yako, nomin eisneng mak yu keliw yako, alik alik eisneng bi, yu Kamok Fian Yesus em wiin dim kel kuw aluwbamoliwka! Aluwbabomi, Min beem wiin dim e Aatim Sunbin-Got elo “Weso! Seyo!”, dangboliwka!
COL.3.23	Keko beli, nomin eisneng mak yu aluwbiw tewe, yu kunum awet biim ibolow fukunin gelewinba kebiliw kate, “Be Kamok Fian em aluwbamin ete kai!”, angeko, kitil keko, yangsiliw aluwbamin be kiol kuw aluwbamoliwka! 
COL.3.24	Nimtew angom? Yu kal keliwete: Sunbin-Got e yulo yan ken mak fan atew memen keyemeko, yulo fein duyemoke kasike. Kaneko kasike, yu Kamok Fian Kulais em aluwbamin be fein aluwbamoliwka! 
COL.3.25	Kate, nimin ete wa kukuw mak kebiliw tewe, i wa kebiliw beem yan wa akati kulokoliw te. Kasike, yu kilelbiko, boliwka! Sunbin-Got e wiin so kawtiw ikal, baluw kawtiw ikal, alik alik ilo makuw ki akate kilele diwyemoke kasike.
COL.4.2	Yu Sunbin-Got eso weng bakamin kukuw be diwkuw diwkuw gelewemoliwka! Yom kanekabiliw ding dim bakate, yu kilele ibolow fukuneko, Sunbin-Got elo “Weso! Seyo!”, dangboliwka!
COL.4.3	Eso weng bakabiliw ding dim bakate, yu num ibolow akal fukuneko, Sunbin-Got elo “Ku Fol so, Timoti so, aso iso fangfang dakakabiliw kunum waneng iso, alik alik ilo dokoyemeko, Weng Kal Ken Ati beem kawin fe abiil fe unomin deiw be busuyema!”, dangboliwka! Dangbiliw kano, Kulais em sua kel kasi kolewse ibolow win sang be kilele kaim dim musunoke te. Kanekabi beem dulum elote mali maka kawtiw i nelo sok so ge konemsiliw te.
COL.4.4	Feinka! Yom Sunbin-Got eso weng bakabiliw ding dim bakate, yu “Fol elo dokolew kano, e ki keko, kom elo dulewbelew aluwbamin be kilele aluweko, Weng Kal Ken Ati be kiol kuw de kakamoko!”, dangboliwka!
COL.4.5	Kameem ding dim bakate, yu kitil keko, memen keko, sios em kut elo kebiliw kawtiw ilo yom ken kiol kuw ibolow fukunin kukuw ken ati be kukuyem kemoliwka!
COL.4.6	Keko beli, diwkuw diwkuw ibolow folok so weng abal weng kuw iso bakamoliwka! Bokoyemeko, kilele ibolow fukunsomi, kawtiw alik alik ilo yan weng ken kuw bakayemboliwka!
COL.4.7	Nakalem ibolow so kunum Tikikus e yom fukun teleko, nem alakabi sang be kilele bokoyemoke te. E Kamok Fian em atin kuw ken aluwbamin kunum keko, nemdiw aluwkabe kunum ete te.
COL.4.8	Ne elo yom fukun dabalalii, yu em yangoke weng be kiliko, num alakabuluw sang kilele kiliko, kal kesomi, yom ibolow e beem dulum elote kitil keyemoke te.
COL.4.9	Tikikus e Onesimus eso makuw toloke te. Neso kiol kuw aluwkabe Onesimus be yukalem angin kelei, ne elo ibolow mutuk fian dulewkabi te. Aso bi kaem kanekabe eisneng alik alik be kilele bokoyemokiliw te.
COL.4.10	Alistalkus e neso sok am tem kale kel alakabe te. E “Yukalo!”, yange te.
COL.4.10	Balnabas em alak Mak akati yulo “Yukalo!”, yange te. Em yom mit kalo toloke ding dim kabalak e, yu nem sua kel bokoyemsi weng be fein geleweko, elo kalfong so kuluko, dokolewoliwka!
COL.4.11	Yesus, em wiin mak e Sastus bakati “Yukalo!”, yange te.
COL.4.11	Mali Suda kawtiw mak neso Sunbin-Got em ^gawman em aluwbamin aluwbabinba kekabiliw kate, Alisalkus so, Balnabas so, Sastus so, alemsal kunum bite kuw dokonemeko, nem ibolow nemkitilmokabiliw te.
COL.4.12	Yukalem angin keko, Kulais Yesus em aluwbamin kunum Ebafalas akati yulo “Yukalo!”, yange te. Diwkuw diwkuw e bukeko, yom dim kuluko, Sunbin-Got eso weng bokolewomele: “Sunbin-Got kutaka! Ku Kolosi kunum waneng ilo dokoyemewi, i sen so banim kunum waneng kesomi, kilinin ibolow so keko, kom ibolow fukunin alik alik be kilele kal keloliwka!”, angakabe te.
COL.4.13	Yu kililina! Ne nakunum beem dim kel fein weng mak bokoyemomeli: E ilum aluwbamin fian mak yuso, Alaodisia abiw mutuk fian kunum waneng iso, Yelabolis abiw mutuk fian kunum waneng iso, alik alik yom dulum elote aluwkabe te.
COL.4.14	Ibolow fian dulewkabi abung geyembin kunum Iluk eso, Demas eso, aso ikati yulo “Yukalo!”, yangiw te.
COL.4.15	Alaodisia abiw mutuk fian biliw nakunum kumel kunum waneng ilo “Yukalo!”, yangoliwka!
COL.4.15	Nimfa uso, um am wensanbiliw sios kunum waneng iso, alik alik ilo ikati “Yukalo!”, yangoliwka!
COL.4.16	Yu kililina! Yomisik fut kale teing bokoko, kilele kal keloliwka! Kesomi, yu fut kale dabalako, Alaodisia abiw mutuk fian kalo dabalaloliwka! Dabalaliwi, ikati fut be teing bokosomi, kal kelokoliw te. Kesomi, sua kel ikalem dim elo dabalasi fut bakati yu teing bokoko, kal keloliwka!
COL.4.17	Yu Alkibus elo bokolewomeliw: “Ku Kamok Fian em dukemse aluwbamin be kilele kelebolewka!”, dangoliwka!
COL.4.18	Fol nakalem ete nakalem teing so fefe weng kale boko, alik yulo “Yukalo!”, yangi te. I nem teing be sok so ge konemsiliw kasike, yu nem ibolow fukunemoliwka! Sunbin-Got em ibolow folok e alik alik yuso boke te!
COL.4.18	Bete kuw. Aso num fut weng boyemuw fut be kame kilaka.
1TH.1.1	Fol o, Sailas o, Timoti o, alemsal nu Tesalonaika abiw mutuk fian em sios kunum waneng Sunbin-Got Aatim so, Kamok Fian Yesus Kulais so fewtokoko, alakabiliw kunum waneng yulo “Yukal biliw yako!”, yanguw te. Sunbin-Got em ibolow folok so, menew ibolow so, alik alik be yu so boke te!
1TH.1.2+1TH.1.3	Num Sunbin-Got eso weng bakabuluw ding dim bakate, nu alik alik yom ibolow fukuneko, yom Yesus elo “Fein!”, dangakabiliw ibolow em fein dem gilakabe kukuw so, yom mali ilo ibolow fian kelew kelew aluwbamin fian beso, yom kalfongeko, kalaing kuw kesomi, Kamok Fian Yesus Kulais em ding feneko, alakabiliw kukuw beso, alik alik kukuw ken beem dulum elote Aatim num Sunbin-Got elo diwkuw diwkuw “Weso! Seyo!”, dangakabuluw te.
1TH.1.4	Dangeko, fein kal keluwete: Sunbin-Got e nakunum kumel yulo ibolow fian duyemsomi, yulo akalem wiin so amkoko, kuluse te. 
1TH.1.5	Nimtew angom? Yom Sunbin-Got em Weng Kal Ken Ati beem kilisiliw ding dim kabalak e, yu fein kiliko, atemiwete: Num yangkabuluw weng be sak weng kuw bate! Kate, weng be kitil so, auk so, weng kesomi, Sunbin-Finik e auk so, kitil so, eisneng mak weng beso amkoko, kolei, yukalem ibolow fukunin be weng beso fewtokoko, fatmolei, nu atemsuluw kasike. Atemsomeluwi, yu nukalem yulo dokoyemkabuluw kukuw bakati kilele atemeko, kal kesiliw te.
1TH.1.6	Keko beli, nuso, Kamok Fian eso, alik alik nu yom yamtolo unemin kunum kekabuluw kasike, maka im yulo ilum sakik duyembiliw ding dim bakate, Sunbin-Finik e yulo kakat duyembelei, yukati numdiw keko, Sunbin-Got em fein weng be kilele aluwkabiliw te.
1TH.1.7	Aluwkabiliw kasike, yukati Masedonia aneng fian so, Akaia aneng fian so, mali ka biliw Yesus em kunum waneng alik alik im yomisik yamtolo unemin kunum waneng kekabiliw te. 
1TH.1.8	Feinka! Kamok Fian em weng be yom dim talfutsomi, Masedonia aneng so, Akaia aneng so, aneng biim abiw abiw angom kalo uneko, alik alik i yom Sunbin-Got elo “Fein!”, dangakabiliw ibolow be fein atin kuw kal kebiliw te. Kaneko kasike, nu yulo beem dulum elote weng makso nam bokoyembuw te. 
1TH.1.9	Nimtew angom? Ikalem ete kuw yom nulo kukuyemkameliw kukuw ken beem sang be de anung anung kebomi, bokolew bokolew kekabiliw kasike. Weng sang be kanekote: Nukalem yom fukun mewso talsuluw ding dim bakate, yu nulo kalfongyemeko, dokoyemsomi, num yulo yangenaluw weng be fein kili aluweko, yukalem dasuw-got ilo ibiku koyemeko, sunsun finik so bin fein Sunbin-Got em mit teleko, em weng afak kunum waneng ke alakabiliw bakate. 
1TH.1.10	Alakabiliw kasike kame, yu akalem Sunbin-Min beem abiil tikin elote toloke ding dim fenkabiliw te. Feinka! Sunbin-Min Yesus be num Sunbin-Got em kawtiw alik alik nulo kaisuw keyemomin deiw be bul gewsi belei, okileweko, kasi kolewse te.
1TH.2.1	Nakunum kumel kunum waneng yutaka! Yukalem ete kilele kal keliwete: Num yom mutuk ka kel aluwkabuluw aluwbamin be wei keko, baniminba kese kate, fein dem gilase te. 
1TH.2.2	Feinka! Sua kel akate, num Filibai abiw mutuk fian ka kel bisuluw ding dim bakate, i nulo kal ilum fian mak duyemiwi, nu ilum daosuluw te. Daosomeluwi, num abiw be koleweko, yom fukun talsuluw ding dim bakate, maka i nulo iti ilum duyemsiliw kate, Sunbin-Got e nulo dokoyemeko, yemkitilmolei, nu yulo akalem Weng Kal Ken Ati be fein duyemsuluw te.
1TH.2.3	Yu kililina! Nu yulo funum funum dasuw dasuw keyemeko, yom ibolow yak e “Teifuluko akokow kelina!”, angomin telinba keko, kitil weng bokoyemalenaluw te! 
