MAT.1.1	Abraham tapa David, tapa Jesu Krist khangthu bu.
HEB.10.27	Hinanleh vaihawmna lauhuai kichiantak lam etna banghiam leh doudaltute kangmang ding thangpaihna meiah a omjawta ding hi! 
HEB.10.28	Kuapeuh Mosi dan deihloumite pen theihpihtu nih leh thum thu in zahngaihna beiin asijel uhi. 
HEB.10.29	Pasian Tapa tuanden a, thukhun sisan amah suksiangthouna pen sil nadanmai a sim a, tualeh hehpihna kha thangpaisak pen! Hua sang a bangchituk a gawtna thupijaw ahia thuakleh kilawm a na ngaihtuah uh? 
HEB.10.30	Ajiak pen, “Phulak him him kei lak ding ahi, keiman ka thukding hi.”
HEB.10.30	Toupa`n achi, chihleh, “Toupa`n amite vai ahawmsak ding,” chia gentu amah ithei uhi. 
HEB.10.31	Pasian hing khutsung a puk pen sil lauhuai mahmah ahi!
HEB.10.32	Hinanleh nidanglai a, hihvak a na omnung ua, thuakna haksatakte na thuaklai nite uh ngaihtuah kik un, 
HEB.10.33	langkhat ah phawknate leh gimthuaknate thuak in na om ua, langkhat ah ahihleh huachibang a bawl a omte thuakpihtute na hung hi uhi. 
HEB.10.34	Ajiak nou ka kolhbulhna ah nung lainat ua, van ah gou hoihjaw leh omjing ding na neih uh kitheiin, na van uh hung laksakte uzong kipaktak in na thuakjawta uhi. 
HEB.10.35	Tuajiakin, nuamman thupitak muding a na kimuanna uh; paikhia mawng mawng kei un. 
HEB.10.36	Bangjiakin ahia ichihleh, Pasian deihlam na bawlzoh ua, thuchiam pen na muhtheihna ding un, thuakzohna na poimoh uhi. 
HEB.10.37	Ajiak pen
HEB.10.37	“Tomkhat zoh chiang in,
HEB.10.37	ahung paidingpa a hungpai ding;
HEB.10.37	ajekai nawn kei ding hi.
HEB.10.38	Tuachi`n midiktat ginna in a hing ding a;
HEB.10.38	hinanleh a nungtolh leh pen,
HEB.10.38	ka kha in amah ah kipahna a neikei ding hi.”
HEB.10.39	Hinanleh eite pen mangthang ding a nungtolhte lak a mi i hikei ua, hinanleh hinna humbit ding a gingtate lak a mi i hijaw uhi.
HEB.11.1	Tualeh ginnna pen sil kinepnate theihchianna, sil muhlouhte aom a theihna ahi. 
HEB.11.2	Ajiakpen hihthu ah upate`n pahtat alawh uhi. 
HEB.11.3	Ginna in leitungte pen Pasian thu a suktuah khawm ahi chih ithei a, tuachi`n sil kimute zong sil kilangte asiam ahikei hi. 
HEB.11.4	Ginna in Abel in Kaina sangin kithoihna hoihjaw Pasian kiangah alan hi. Huajiakin midiktat ahi chih theihsakna alawh a, Pasian in a silpiakte a theihpih a; huajiakin sikhin napi`n, thu agen nalai hi. 
HEB.11.5	Ginna jiakin Enok sihna mulou dingin lakmang in a om a; tualeh Pasian in a lakmang jiakin, muh in aom takei. Lakmanga a omma in Pasian a kipaksak hi chih theihsakna anei hi. 
HEB.11.6	Hinanleh ginna louin amah kipaksaktheih gual ahikei hi, ajiak kuahileh Pasian kiang a hungpai in amah aom chih leh, amah guntuhtak a zongmite kiang a nuamman piatu ahi chih agintat ding ahi.
HEB.11.7	Ginna in Noah, sil muhnailouhte thu Pasian hilh a na om in. Pasian lauhdan siam in a gamtang a a innkuanpihte hutdamna dingin kuang abawl a. Huatawh leitung siamlouh a tangsakta a ginna jiak a om diktatna gou luahtu ahung hita hi. 
HEB.11.8	Ginna in Abraham in anung chiang a gou ahung tan ding mun a sap a aom laiin a thumang a; tualeh khoilam a pai ding chih zong theilouin, a paikhia hi. 
HEB.11.9	Ginna in gamchiam ah, mi gam a teng bangin ana tengjing a, thuchiam kibanga a gouluahpih ding Isak leh Jakob tawh, puan innte ah, ateng uhi. 
HEB.11.10	Ajiak aman suangphum dettak nei, Pasian lam leh bawl khuapi pen a ngakjing hi.
HEB.11.11	Ginna in Sarah in zong nau paitheihna anei a, achiamtu pen muanhuai a asehjiak in ateknung in ta anei hi. 
HEB.11.12	Tuajiakin asisa tawbang, mikhat a pat in, van a aksite bang a tam leh, tuipi piau a sehnel bang a simsenglouh ahung suakta hi. 
HEB.11.13	Hihte jousiah ginna neiin sil chiamte tanglou in asita uhi. Hinanleh gamlapi a pat galmuh in apomkip uhi. Leitung ah mikhual leh khualjin ihi uhi chih ana phuangta uhi. 
HEB.11.14	Ajiak hichibang thu genten gamtuam khat azong uh chih chiantakin aphuang uhi. 
HEB.11.15	Tualeh amau`n ahung pawtna uh gam lunggulh taktak le uh pen, kik kikna hunlemtang ana muta tham ding uhi. 
HEB.11.16	Hinanleh tuin, gam hoihjaw deih ana hi ua, huapen, van gam ahi. Huajiakin a Pasian uh Pasian chih a sap a jumnawnkei ua; ajiakpen amauh a dingin khuapi khat guatsa in akoih uhi.
HEB.11.17	Ginna in Abraham, ze-et a aom in, Isak alan a, thuchiamte tangpa in a tapa tang neihsun alan hi. 
HEB.11.18	“Isak ah na suante akisam ding,” kichipa pen. 
HEB.11.19	Pasian in misi lak a pan in zong amah a kaithouthei hi chia ngaihsun in; hua a kipan in etsakna in amah a mukikta hi.
HEB.11.20	Ginna in Isak in sil hungtung dingte tawh kisai in Jakob leh Isau a gualjawl hi. 
HEB.11.21	Ginna in Jakob in, Joseph ta tegel a gualjawl a, tualeh a chiangkhut dawn a kingam in Pasian abia hi. 
HEB.11.22	Ginna in Joseph in, a sihkuan in Israel tate pawtkhiat ding thu agen a, tualeh aguhte tungtang ah thu ahilh hi. 
HEB.11.23	Ginna in Mosi apianlai in, naungek melhoihtak ahi chih amuhtak un khathum sung a nulehpa phual in a om a; kumpipa thupiak zong a laukei uhi. 
HEB.11.24	Ginna in Mosi, ahung pichin nung in, Pharaoh tanu tapa chih a om a utkei a. 
HEB.11.25	Tomkhat sung khialhna nopna mansang in Pasianmite tawh gimthuakna a teljawta hi. 
HEB.11.26	Krist kisimmohna pen Izipt gam goute sang a thupijaw a ngaiin, ajiak a nuamman muh ding lam a enjaw hi.
HEB.11.27	Ginna in aman kumpipa thangpaihna laulouin Izipt gam anusia a, muhtheih louhpa pen muhtheih bang a ngaiin athuak paisuak hi. 
HEB.11.28	Ginna in paikan kut leh sisan thehna a bawl a, tamasa thattu in amauh a khoihkhak louhna ding in. 
HEB.11.29	Ginna in mauh leigaw a pai bangin tuipi san akan ua, Izipt gammite`n zong huabang in bawl a sawm ua, hinanleh tuilak ah atumta uhi. 
HEB.11.30	Ginna in Jeriko kulhbang ni sagih avialh nung un achimta hi. 
HEB.11.31	Ginna in kijuaknu Rahab zong gingloumite tawh amangthang khawm kei hi, aman enkhiatute khamuangtak a ana jintun jiak in.
HEB.11.32	Tualeh bang ahia ka genbeh lai ding? Gideon thute, Barak thute, Samson thute, Jephthah thute, David thute, Samuel thute leh Jawlneite thu genning chileng hun in ahung daih kei ding hi. 
HEB.11.33	Huate`n kumpi gamte ala ua, diktatna asemkhia ua, thuchiamte atang ua, humpinelkaite kam achihsak ua, 
HEB.11.34	meikuang thahatna a hihmit ua, namsau hiam apel ua, hatlouhna a pan in hatsakin aom ua, kidouna ah a hangsan mahmah ua, agalte uh pangkhawm adelhjak uhi. 
HEB.11.35	Numeite`n a misi uh thoukik amu uhi. Midangte zong gawt in aom ua, thohkikna hoihjaw a muhtheihna ding un, hutkhiatna a deihkei uhi. 
HEB.11.36	Midangte`n nuihjat bawlna leh vuakna athuak nalai ua.
HEB.11.36	Ahi, tualeh kolbulh leh thong a khum in aom uhi. 
HEB.11.37	Suang a denlup in aom ua, sing-atna a attan in aom ua, khem in aom ua, namsau tawh satlup in aom ua, belam vunte leh kel vunte silhsak in a vakthap ua, gentheitak in, gimthuak in, bawlgentheih in aom uhi. 
HEB.11.38	Huate a dingin leitung omna tak ahikei hi. Gamdaite ah, mualte ah, guamte ah, leikawhawmte ah avak kawikawi uhi.
HEB.11.39	Tualeh hihte jousiahin a ginna jiak un phatna na ngahkhin nanle uh, silchiam a tangkei uhi, 
HEB.11.40	ajiak eite pangloua amah hihbukim a aomlouh na dingin, Pasian in eite a dingin sil hoihjaw khat ahung piata hi.
HEB.12.1	Tuajiakin, eite zong theihpihtu meipi thupitak umkimkual a i om uh mahbang in, ahung giksakthei jousiahte leh khialhna baihlamtak a eite hung mantu pen i koihkhia ding ua, imai a kitaidemna om ah kuhkaltak in itai ding uhi. 
HEB.12.2	I ginna uh siamtu leh hihbukimtu Jesu lam en in, aman amai a om kipahna jiakin jumnate zong khawksalou in, kross ah gimna a thuak a! Pasian Laltouna jiatlam ah a touta hi.
HEB.12.3	Ajiak na lungsim ua nabah ua, na lungkiat louhna ding un, amah tung a mi helte nialkalhna thuakjoupa ngaihsun un. 
HEB.12.4	Khialhna douin sisan pawtjen in na pang naikei uhi. 
HEB.12.5	Tualeh hasotna thu tate hilhbang a na kiang ua kigen na manghilhta uhi.
HEB.12.5	“Ka tapa, Toupa sawina simmawh kenla,
HEB.12.5	a taihilh a na om in zong lungkia ken. 
HEB.12.6	Ajiak Toupa`n a itte a sawisa a,
HEB.12.6	tualeh ta adeih jousiah azepjel hi.”
HEB.12.7	Sawina nathuak uleh Pasian in a tate bawl a hungbawl ahi; pa sawilouh ta kua aom ngai a? 
HEB.12.8	Hinanleh ta jousiah tan ngaina sawina nathuak kei ua ahihleh, jawlta na hi ua, ta taktaklou na hi uhi. 
HEB.12.9	Huate ban ah zong, eite hung sudiktu taksa a pa inei ua, tualeh amauh i zahtak uhi. Hua sang a khate Pa thuthu a i omjawk ua i hin ding uh hilou amaw! 
HEB.12.10	Ajiak amau`n ni tomnou khat ding a hoih asak bangjel ua ahung sawi uh ahi a, hinanleh aman ahihleh eite phattuamna ding a, ama siangthouna i tantheihna dingin a hungsawi ahi. 
HEB.12.11	Sawina pen akithuak laiin kipak-huai abang kei a khasiat ahuaijaw hi, hitalehzong anung chiangin ahihleh huachia sawi a omte dingin diktatna gah khamuan omtak asuakjel hi.
HEB.12.12	Tuajiakin khut kaikhiate leh khup jawte hatsak un! 
HEB.12.13	Tualeh na kengte ua dingin lampi tang bawl un, kengbaite guh a kilawilouh na dingin, hinanleh huate hihdamjaw un. 
HEB.12.14	Mi jousiah tawh kituahna leh siangthouna delhjui jel un, huate louin kuaman Toupa a mungaikei ding hi. 
HEB.12.15	Pilvangtak in en un atuachih keileh kuahiam khat Pasian hehpihna a chingjoulou na omkha ding ua; tualeh khaatna jung banghiam hungsel a nou hung hihbuai in, hua in mi tampite hihbuai in aom kha ding hi. 
HEB.12.16	An kamkhat a ta upa hihna juakpa Esau bang a angkawmhattu hiam, ahihkeileh Pasian zahloumi kuahiam a omkha ding. 
HEB.12.17	Ajiak pen hua nunglam in, gualjawlna gou pen luahsawm in, mittui luangpum in kuhkaltak in zongnanleh, kisikna ding hun a muhlouh jiakin deihlouh in a omta hi chih nathei uhi. 
HEB.12.18	Ajiak pen nou mual khoihkhak theih leh meia kang, vomna leh, mialna leh, huihpi leh, guahpi lanna mun, 
HEB.12.19	tualeh pengkul ging leh, thugen gingte omna a hungpai na hikei ua; hua aginzate`n ahihleh akiang uah huathu a kigenkik nawnlouh na dingin a ngen uhi. 
HEB.12.20	Ajiak, “Gamsa nangawn in zong hua mual a khoihkhak leh, suang a denlup ahihkeileh thaltang a kaplup ding ahi,” chih thupiak pen amau`n a thuakjou takei uhi. 
HEB.12.21	Tualeh, hua a asilmuh uh pen alauhhuai mahmah a, Mosi in, “Ka hahlau mahmah a ka kithing hi!” achi hi. 
HEB.12.22	Hinanleh noute pen Zion mual leh Pasian hing khuapi, van Jerusalem, simzohlouh vantungmi hon leh, 
HEB.12.23	khawmpilian leh van a min kigelhta piang masa saptuam kiangah leh, mi jousiah vaihawmtu Pasian kiang leh, midiktat hihbukim a omte khate kiangah leh, 
HEB.12.24	thukhunthak palai, Jesu kiangah leh, Abel a sang a sil hoihjaw ngen sisan thehkawm a hungpai na hijaw uhi. 
HEB.12.25	Thugentu pen na deihlouh khak ding uh pilvang un; ajiak leitung a thugentu a deihlouh ua bawn suaktalou ahih uleh, van a kipan thu hunggentu amah i kiheisan uleh i suakta sem kei ding uhi! 
HEB.12.26	Tuachi`n a aw in lei alingsak a; hinanleh tuin “Khatvei leiguak hilouin van zong kalingsak kik ding chi`n thu achiamta hi.” 
HEB.12.27	Tuin hihthu, “Khatvei ka hihling ding,” chih in sil kilingloute a omden jing theihna dingin, sil kilingte pen silsiam bang a suanmang in a om ding chih a theisak hi.
HEB.12.28	Tuajiakin, kumpi gam sukling guallouh i ngahjiak un, zahtak leh Pasian lauhdan siamkawm a saantaak taktak a Pasian nna i septheihna ding un hehpihna inei ding uhi; 
HEB.12.29	ajiak i Pasian uh pen kakmanghat mei ahi. 
HEB.13.1	Unau ki itna omsak jing un. 
HEB.13.2	Mikhualte hoihbawl ding manghilh kei un, ajiak huachibang bawl in mi khenkhaten theiloupi`n vantungmite ana zintun uhi. 
HEB.13.3	Thong sung a kan a omte pen amauh tawh kankhawm a om bangin theijing un, tualeh gelgawtna thuakte, nou zong pumpi a om na hih jiak un theijing un.
HEB.13.4	Mi jousiah lak ah kitenna zahbawl in om henla, tualeh lupna zong hihbuah louhin om hen; hinanleh nu leh pa kal a thangtatte leh angkawmte pen Pasian in vai a hawmsak ding hi. 
HEB.13.5	Na omdan uh deihgohna panglou in hihen, nasil neihsun uh tungah lungkim un; ajiak aman, “Bangmahchik in kung nusiangai kei ding a, tai zong kung taisan ngaikei ding hi,” achi hi. 
HEB.13.6	Tuachi`n hangsan takin,
HEB.13.6	“Toupa pen a hung panpihtu ahi a;
HEB.13.6	ka laukei ding hi.
HEB.13.6	Mihing in bang ahung bawl thei dia?”
HEB.13.6	ichi ngam uhi.
HEB.13.7	Na tung ua thuneitute leh na kiang ua Pasian thu gentute theijing un; a omdan ua sil hung omkhiate ngaihtuah unla, a gindan uh jui un. 
HEB.13.8	Jesu Krist pen jani leh tuni leh tangtawn in a ngaingai ahi hi. 
HEB.13.9	Thugin tuamtuamte leh lamdangte puakmang in omkei un; ajiak pen lungtang hehpihna a hihkip tuh ahoih ahi, nek ding a hihkip ding ahikei, huachibang lungkhamten huate ah phattuamna a mutuan kei uhi.
HEB.13.10	Biak buk nasemtute`n a nektheihlouh na uh maitam inei uhi. 
HEB.13.11	Siampi in khialh thoihna ding a mun siangthoua a sisan a lutpihjel gan luangte ahihleh huan pualam ah a halmangjel uhi. 
HEB.13.12	Tuajiakin Jesu`n zong ama sisan tawh mite khialhna a hihsiangthou theihna dingin kulh kongkhak pualam ah a thuakta hi. 
HEB.13.13	Tuajiakin amah a simmohna uh pua in a kiangah huang pualam ah i paikhia ding uhi. 
HEB.13.14	Ajiak hihsan ah a omjing ding khuapi i neikei ua, hinanleh khuapi hung om ding pen izong uh ahijaw hi. 
HEB.13.15	Tuajiakin, ama vang in, pahtawina kithoihna pen Pasian kiangah tawplou in ilan ding uhi, huapen amin a i kipahna phuankhiatna muk gahte ahi. 
HEB.13.16	Hinanleh silhoih bawl leh silphal pen manghilh kei un, ajiakpen huachibang kithoihnate ah Pasian a kipak mahmah hi.
HEB.13.17	Na tung ua thuneitute thu mang unla a thuthu un om un. Ajiak pen na tungtang thu uh gendingte bangin na kha uh a hungvensak uhi. Huapen lunggimtak a bawllou a kipaktak a a bawltheihna ding un. Lunggimtak a abawl uh nou a dingin a phatuamkei hi.
HEB.13.18	Kou a dingin hung thumsak un; ajiakpen sil bangkim ah diktak a gamtat ut in, sialehpha theihna hoihtak ka nei uh chih ka thei hi. 
HEB.13.19	Hinanleh kintak a na kiang ua sawlkik a ka omtheihna dingin, hihpen abiktak in na kiang uah kung ngen hi.
HEB.13.20	Tuin khamuanna Pasian, i Toupa uh Jesu Krist misi lak a kipan a a kaithoupa, tangtawn a thukhun sisan jal a belampu thupitak in, 
HEB.13.21	Jesu Krist jal a a mitmuh a adeihlam taphot bawl ding in silhoih chinteng ah nou hung hihbukim hen, amah kiangah thupina tangtawn tangtawn in omta hen! Amen.
HEB.13.22	Tualeh unaute, hasotna thu ngaithei teitei dingin kung ngen hi, ajiakpen thu tomnoukhat in na kiang uah kung gelh hi. 
HEB.13.23	I sanggampa uh Timothi khakkhiat in a omta chih na theita un; a hung paipaileh, amah tawh nou kung mu ding hi.
HEB.13.24	Nou hung lamkaihte jousiah leh misiangthoute jousiah chibai hung na buksak un. Itali gam a mite`n chibai ahung buk uhi.
HEB.13.25	Na kiang uah hehpihna om hen. Amen.
JAS.1.1	Jakob, Pasian leh Jesu Krist sila in, nam sawmlehnih kithehjakte:
JAS.1.1	Chibai abuk hi. 
JAS.1.2	Ka unaute aw, engbawlna na tuahchiang un, kipakna ngen in ngai un, 
JAS.1.3	na ginna uh etkhiatna in kuhkalna asiam chih thei in. 
JAS.1.4	Hinanleh bangmah tasamlou a chibit leh bukim tak a na omtheihna ding un kuhkalna in semkhia hen. 
JAS.1.5	Na lak ua kuapeuhin pilna a taksapleh, mijousiah kiang a tailou leh itlou a piatu Pasian kiangah, ngen hen, tuachi`n a kiang ah piak ahi ding hi. 
JAS.1.6	Hinanleh ginglahlou keiin, ngen hen. Ajiak ginglahmi pen tuipi kinawk huih mutleng kawikawi bang ahi. 
JAS.1.7	Ajiak, huachibang mi in, Toupa a pat bangmah muh kinem kei hen. 
JAS.1.8	Lungsim thuahneimi pen alampi jousiah akipkei hi.
JAS.1.9	Hindan ngiam sanggampa pen pahtawia aom jiakin kipak hen, 
JAS.1.10	hinanleh mihausa pen hihngiam a aom jiakin kipak hen, ajiak lou a pak bang a mang ding ahi hi. 
JAS.1.11	Ajiak pen ni in asatna tawh ahung suah chiangin ahaivul a, hua pakpen akia a, ahoihnate amangta hi. Tuachimah bangin mihausa zong, apaina ah amang ding hi.
JAS.1.12	Khemna thuakjoumi ahampha hi. Ajiak pen etkhiat a aomzoh chiangin Toupa`n amah itte kiang a piak achiam hinna lallukhu amu ding hi. 
JAS.1.13	Mi kuamah in, khem a aom chiangin, “Pasian khem ka hi kichikei hen.” Ajiak Pasian pen gitlouh a khemgual ahikei a, aman zong kuamah a khemngaikei hi. 
JAS.1.14	Hinanleh michih amauh utna a puimang leh hip a aom chiangin, khem in aom ahijaw hi. 
JAS.1.15	Tuachi`n, utna in nou apai chiangin, khialhna ahung piangkhia a, tua khialhna, ahung pichin chiangin, sihna ahung piangkhia hi.
JAS.1.16	Ka unau ittakte aw, khem in omkei un! 
JAS.1.17	Silpiak hoih leh, silpiak bukim jousiah tunglam a kipan ahi a, vakte Pa kiang a kipan a hungpaisuk ahi, amah ah lamdanna leh kiheina lim aom kei hi. 
JAS.1.18	A silsiamte lak a gahmasa khat i hihtheihna ding un, ama deihna bang a thutak lak ah ahung lakkhiat ihi uhi.
JAS.1.19	Tuajiakin ka unau ittakte aw! Michih a ngaihkhiat lam ah kin henla, thugen lam ah manlang kei henla, thangpaih lam ah ze-ol hen. 
JAS.1.20	Ajiak mihing thangpaihna in Pasian diktatna asiamkhia kei hi. 
JAS.1.21	Tuajiakin silnin jousiah gitlouhna dimlet jousiah koihkhia unla, tualeh na hinna uh hundamthei phuhlutsa thu pen nunnemtak in pom un.
JAS.1.22	Hinanleh noumah leh noumah kikhem a thu ngaikhia guak hilou in, thu juitute hijaw un. 
JAS.1.23	Ajiak pen mi kuapeuh thu ngaikhia guak ahih a ajuitu ahihkei leh, amah pen mi limlang a apianpih mai ki en tawh kibang ahi. 
JAS.1.24	Ajiakpen aki en a, apaikhia a, bangchi bang mi ahih aki manghilhpai hi. 
JAS.1.25	Hinanleh kuapeuh zalenna dan bukim en a, tualeh hih juijing a, manghilhhat ngaikhiatu hilou a, hinanleh thu nasemtu hijaw, hua mi pen a nasep ah gualjawl in a om ding hi.
JAS.1.26	Na lak ua mi kuapeuh sahkhuami ka hi chia kingaihsun a, tualeh alei venghoihlou a, hinanleh ama lungtang kikhemjaw tuh, hih mipa biakna pen apanna bei ahi. 
JAS.1.27	Pasian leh Pa mitmuh a biakna siangthou leh ninbanglou ahihleh hih ahi: tagahte leh meithaite buailai a vaveh leh, leitung buahna banglou a mahni kikep jing ahi.
JAS.2.1	Ka unaute aw, i Toupa Jesu Krist, thupina Toupa gingta kawm in mi khentuam neikei un. 
JAS.2.2	Ajiak pen na kikhawpna uah kham khutsip bulh puanhoih silh hunglut henla, tualeh mijawng khat zong puannin silh in hunglut taleh, 
JAS.2.3	tualeh puanhoih silhpa na zahbawl ua a kiang ah, “Nang hih munhoih ah touin,” nachi ua, tualeh mijawngpa kiangah, “Nang huatak ah dingin, ahihkeileh, Ka keng koihna ah touin,” nachi uhi, 
JAS.2.4	nalak uah khentuam neia, tualeh ngaihtuahna gilou neia thukhentute na hih uh ensaktute hilou ding na hi uh maw.
JAS.2.5	Ngaiun, ka unau ittakte aw, Pasian in hih leitung a mijawngte ginna a hausa ding leh amah itte achiam kumpi gam luah ding a atel hilou amaw? 
JAS.2.6	Hinanleh nou mijawngte na simmoh uhi. Mihausate`n nou a hung bawlgenthei ua! Vaihawmna ah ahung kailut kei uh maw? 
JAS.2.7	Amauhte`n na kisapna uh min zah-omtak a gensia kei uh maw?
JAS.2.8	Laisiangthou dungjuia, “Nangmah na ki it mahbang in na innvengte it in,” chih kumpi dan na hihtangtun taktak uleh na bawlhoih uhi. 
JAS.2.9	Hinanleh khentuam na neih uleh pen, sil na hihkhial ua, tualeh dan in giloutu na hih uh ahung theisak hi. 
JAS.2.10	Ajiak pen mi kuapeuhin dan juikim henla hinanleh munkhat ah kipalpuk taleh aun a khial a sim in aom hi. 
JAS.2.11	Ajiak pen, “Angkawm ken,” chipa`n, “Tualthat ken,” zong achi hi. Tuin angkawm kei nanle chin zong hinanleh tual nathahleh, dan bawtsiatu na hi veve hi. 
JAS.2.12	Tuajiakin zalenna dan a vaihawmsak a om dingte bangin thu gen unla sil bawl un. 
JAS.2.13	Ajiak pen zahngaihna neilou mi pen zahngaihna beia vaihawmsak in a om ding hi; zahngaihna in vaihawmna azou hi.
JAS.2.14	Ka unaute aw, min ginna ka nei chi henla nasep neikei taleh, bang a phatuam diai? Huachibang ginna in a hundam theidiai leh? 
JAS.2.15	Sanggampa hiam sanggamnu hiam khat guaktang in om henla niteng nek ding tasam taleh. 
JAS.2.16	Tualeh nalak ua khat in, “Khamuangtak in om inla! Lumtak leh vahtak in om in!” chi henla hinanleh a pumpi ding a sil poimoh petuan keileh, bang a phatuam diai? 
JAS.2.17	Tuachimah bangin ginna ngeizong nasep panglou in asi ahi.
JAS.2.18	Hinanleh mi khenkhat in, “Nang ginna na nei a ken nasep ka nei ahi, na ginna pen na nasep panglouin hung ensak inla, tualeh ken ka ginna ka nasep in kung ensak ding.” 
JAS.2.19	Pasian khat aom chih na gingta maw? Na bawlhoih hi! Dawite`n zong a gingta ua, a kiling hial uhi, achi thei hi. 
JAS.2.20	Hinanleh aw mimaw! Nasep pangloua ginna asi ahi chih nathei nuam ei? 
JAS.2.21	I pu uh Abraham in a tapa Isak maitam tung a alat laiin silbawl jiak a siamtang hilou amaw le? 
JAS.2.22	Ginna in a silbawlte tawh a semkhawm a, tualeh a silbawlte jiakin ginna pen a bukimta hi chih nathei hi. 
JAS.2.23	Tualeh Laisiangthou in, “Abraham in Pasian agingta a, tualeh hihpen a diktatna a sim ahi chih a tangtung a,” tualeh amah pen Pasian lawm chia sap in aomta hi. 
JAS.2.24	Tuachi`n ginna jiak guak hilouin nasep jiak in mi`n siam atang chih na mu uhi.
