GEN.1.1	En el comienzo de todo, Dios creó
2TI.4.7	He peleado la buena batalla, he llegado al término de la carrera,
2TI.4.8	Ahora me espera la corona merecida
2TI.4.9	Haz lo posible por venir pronto a verme, 
2TI.4.10	pues Demas,
2TI.4.11	Solamente Lucas
2TI.4.12	A Tíquico
2TI.4.13	Cuando vengas, tráeme la capa que dejé en Tróade,
2TI.4.14	Alejandro
2TI.4.15	Guárdate también tú de él, porque se ha puesto muy en contra de nuestro mensaje.
2TI.4.16	En mi primera defensa ante las autoridades, nadie me ayudó; todos me abandonaron.
2TI.4.17	Pero el Señor sí me ayudó, y me dio fuerzas para llevar a buen término la predicación del mensaje de salvación y hacer que lo oyeran todos los paganos. Así el Señor me libró de la boca del león,
2TI.4.18	y me librará de todo mal, y me salvará llevándome a su reino celestial. ¡Gloria a él para siempre! Amén.
2TI.4.19	Saludos a Prisca y a Áquila,
2TI.4.20	Erasto
2TI.4.21	Procura venir antes del invierno.
2TI.4.22	Que el Señor Jesucristo esté contigo y que Dios derrame su gracia sobre todos vosotros.
TIT.1.1	Pablo, siervo de Dios y apóstol de Jesucristo, enviado por él para traer a la fe a los que Dios ha escogido, para que conozcan la verdad de nuestra religión, 
TIT.1.2	que está basada en la esperanza de la vida eterna. Dios, que no miente,
TIT.1.3	y ahora, a su debido tiempo,
TIT.1.4	A Tito,
TIT.1.5	Cuando te dejé en la isla de Creta, lo hice para que arreglases lo que quedaba por arreglar, y para que en cada pueblo nombrases ancianos de la iglesia, de acuerdo con lo que te encargué.
TIT.1.6	El anciano
TIT.1.7	En cuanto al obispo, como administrador de las cosas de Dios, es necesario que lleve una vida recta. No debe ser terco ni de mal genio; no debe ser borracho ni amigo de peleas, ni ha de anhelar ganancias deshonestas. 
TIT.1.8	Al contrario, ha de ser hospitalario
TIT.1.9	Debe apegarse al verdadero mensaje que se le enseñó, para que también pueda animar a otros con la sana enseñanza,
TIT.1.10	Porque, sobre todo entre los que proceden del judaísmo,
TIT.1.11	A esos hay que taparles la boca, pues trastornan a familias enteras enseñando lo que no deben, para obtener ganancias deshonestas.
TIT.1.12	Fue un profeta de la misma isla de Creta quien dijo de sus paisanos: “Los cretenses, siempre mentirosos, salvajes, glotones y perezosos.”
TIT.1.13	Y dijo la verdad. Por eso, repréndelos duramente, para que sean sanos en su fe, 
TIT.1.14	para que no hagan caso a cuentos inventados por los judíos
TIT.1.15	Para quienes tienen la mente limpia todas las cosas son limpias; pero para quienes no creen ni tienen la mente limpia nada es limpio,
TIT.1.16	Dicen que conocen a Dios, pero le niegan con sus hechos;
TIT.2.1	Tus palabras deben estar siempre de acuerdo con la sana enseñanza.
TIT.2.2	Los ancianos
TIT.2.3	Igualmente, las ancianas han de portarse con reverencia y no ser chismosas
TIT.2.4	y enseñar a las jóvenes a amar a sus esposos y a sus hijos, 
TIT.2.5	a ser juiciosas, puras, cuidadosas del hogar, bondadosas y sujetas a sus esposos,
TIT.2.6	Anima igualmente a los jóvenes a ser juiciosos, 
TIT.2.7	y dales tú mismo un buen ejemplo en todo.
TIT.2.8	hablando de una manera sana,
TIT.2.9	Aconseja a los esclavos que obedezcan en todo a sus amos; que sean amables y no respondones;
TIT.2.10	que no roben, sino que sean completamente honrados, para que todos vean en su vida lo hermosa que es la enseñanza acerca de Dios nuestro Salvador.
TIT.2.11	Dios nos ha mostrado su bondad, que trae la salvación a toda la humanidad.
TIT.2.12	Esa bondad de Dios nos enseña a dejar la maldad y los deseos mundanos y a llevar en este mundo una vida de moderación, rectitud y devoción a Dios, 
TIT.2.13	mientras esperamos el feliz cumplimiento de aquello que se nos ha prometido,
TIT.2.14	Él se entregó a la muerte por nosotros,
TIT.2.15	Esto es lo que tienes que enseñar, animando y reprendiendo con toda autoridad. Que nadie te desprecie.
TIT.3.1	Recuérdales que se sometan al gobierno y a las autoridades,
TIT.3.2	Que no hablen mal de nadie, que sean pacíficos y bondadosos, y que se muestren humildes de corazón en su trato con todos.
TIT.3.3	Porque antes también nosotros
TIT.3.4	Pero Dios nuestro Salvador
TIT.3.5	y nos salvó,
TIT.3.6	y por medio de nuestro Salvador Jesucristo nos ha dado el Espíritu Santo en abundancia,
TIT.3.7	para que, hechos justos por su bondad, recibamos la vida eterna que esperamos.
TIT.3.8	Esto es muy cierto,
TIT.3.9	Pero evita las discusiones tontas, las leyendas acerca de los antepasados, las discordias y las peleas por cuestiones de la ley de Moisés. Son cosas inútiles y sin sentido.
TIT.3.10	Al que cause divisiones en la iglesia llámale la atención una y otra vez; pero si no te hace caso, expúlsalo de ella,
TIT.3.11	pues debes saber que se ha pervertido
TIT.3.12	Cuando te mande a Artemas
TIT.3.13	Ayuda en todo lo que puedas al abogado Zenas,
TIT.3.14	Y que los nuestros aprendan también a hacer el bien y a ayudar en casos de necesidad,
TIT.3.15	Todos los que están conmigo te mandan saludos. Saluda a nuestros queridos amigos en la fe.
PHM.1.1	Pablo, preso por causa de Cristo Jesús,
PHM.1.2	y también a la hermana Apia, y a Arquipo, compañero nuestro en la lucha,
PHM.1.3	Que Dios nuestro Padre y el Señor Jesucristo derramen su gracia y su paz sobre vosotros.
PHM.1.4	Siempre doy gracias al acordarme de ti en mis oraciones, 
PHM.1.5	porque he tenido noticias del amor y de la fe que profesas al Señor Jesús y a todos los que pertenecen al pueblo santo;
PHM.1.6	y pido a Dios que tu participación en la misma fe te lleve a comprender todo el bien que nosotros podemos hacer por amor a Cristo. 
PHM.1.7	Estoy muy contento y animado por tu amor, ya que, gracias a ti, hermano, el corazón de los que pertenecen al pueblo santo ha sido consolado.
PHM.1.8	Por eso, aunque como apóstol de Cristo tengo derecho a ordenarte lo que debes hacer, 
PHM.1.9	prefiero rogártelo en nombre del amor. Yo, Pablo, ya anciano y ahora preso por causa de Cristo Jesús, 
PHM.1.10	te pido un favor para Onésimo,
PHM.1.11	En otro tiempo, Onésimo fue para ti un esclavo inútil, pero ahora nos es útil
PHM.1.12	Te lo envío de nuevo: trátalo como a mí mismo.
PHM.1.13	Yo habría querido que se quedase aquí conmigo, para que me sirviera en tu lugar mientras estoy preso por causa del evangelio. 
PHM.1.14	Pero no quiero hacer nada que tú antes no hayas aprobado, para que el favor que me haces no sea por obligación sino por tu propia voluntad.
PHM.1.15	Tal vez Onésimo se apartó de ti por algún tiempo para que ahora le tengas para siempre, 
PHM.1.16	no ya como un esclavo sino como algo mejor: como un hermano querido.
PHM.1.17	Así pues, si me tienes por hermano en la fe, recíbele como si se tratara de mí mismo. 
PHM.1.18	Si te ha hecho algún daño o te debe algo, cárgalo en mi cuenta.
PHM.1.19	Yo, Pablo, escribo esto de mi propio puño y letra:
PHM.1.20	Sí, hermano, hazme este favor como creyente en el Señor. Consuela mi corazón
PHM.1.21	Te escribo porque estoy seguro de tu obediencia y sé que harás más de lo que te pido.
PHM.1.22	Aparte de esto, prepárame alojamiento, pues espero que, en respuesta a vuestras oraciones, Dios os concederá que vaya a veros.
PHM.1.23	Saludos de Epafras, mi compañero de cárcel por la causa de Cristo Jesús, 
PHM.1.24	y también saludos de Marcos, Aristarco, Demas y Lucas, que me ayudan en el trabajo.
PHM.1.25	Que el Señor Jesucristo derrame su gracia sobre vosotros.
HEB.1.1	En otros tiempos habló Dios a nuestros antepasados
HEB.1.2	Ahora, en estos tiempos últimos, nos ha hablado por su Hijo, mediante el cual creó los mundos y al cual ha hecho heredero de todas las cosas. 
HEB.1.3	Él es el resplandor glorioso de Dios,
HEB.1.4	Así el Hijo de Dios ha llegado a ser superior a los ángeles, pues ha recibido en herencia un título mucho más alto que el de ellos.
HEB.1.5	Porque Dios nunca dijo a ningún ángel:
HEB.1.5	“Tú eres mi Hijo,
HEB.1.5	yo te he engendrado hoy.”
HEB.1.5	Ni tampoco dijo de ningún ángel:
HEB.1.5	“Yo seré un padre para él
HEB.1.5	y él será un hijo para mí.”
HEB.1.6	En cambio, en otro lugar, al presentar a su Hijo primogénito en el mundo, ordena:
HEB.1.6	“Que todos los ángeles de Dios lo adoren.”
HEB.1.7	Dios dice respecto de los ángeles:
HEB.1.7	“Hace que sus ángeles sean como vientos
HEB.1.7	y como llamas de fuego sus servidores.”
HEB.1.8	Pero respecto del Hijo afirma:
HEB.1.8	“Tu reinado, oh Dios, es eterno
HEB.1.8	y es un reinado de justicia.
HEB.1.9	Has amado lo bueno y odiado lo malo;
HEB.1.9	por eso te ha escogido Dios, tu Dios,
HEB.1.9	y te ha colmado de alegría
HEB.1.9	más que a tus compañeros.”
HEB.1.10	También dice:
HEB.1.10	“Tú, oh Señor, afirmaste la tierra
HEB.1.10	desde el principio;
HEB.1.10	tú mismo hiciste el cielo.
HEB.1.11	Todo ello dejará de ser,
HEB.1.11	pero tú permaneces para siempre.
HEB.1.11	Todo ello se envejecerá como la ropa,
HEB.1.12	¡lo doblarás como se dobla un vestido,
HEB.1.12	lo cambiarás como quien se cambia de ropa!
HEB.1.12	Pero tú eres el mismo,
HEB.1.12	tu vida no tiene fin.”
HEB.1.13	Dios nunca dijo a ninguno de sus ángeles:
HEB.1.13	“Siéntate a mi derecha
HEB.1.13	hasta que yo haga de tus enemigos
HEB.1.13	el estrado de tus pies.”
HEB.1.14	Porque todos los ángeles son espíritus al servicio de Dios,
HEB.2.1	Por esta causa debemos prestar mucha más atención al mensaje que hemos oído, para no apartarnos del camino. 
HEB.2.2	Los mandamientos que en otros tiempos dio Dios por medio de los ángeles,
HEB.2.3	¿Cómo, pues, escaparemos nosotros si descuidamos una salvación tan grande? Pues el mismo Señor anunció primero esta salvación, que después confirmaron entre nosotros los que oyeron el mensaje.
HEB.2.4	Además Dios la ha confirmado con señales, maravillas y muchos milagros, y con el don del Espíritu Santo repartido de diferentes maneras
HEB.2.5	Dios no ha puesto bajo la autoridad de los ángeles ese mundo futuro del cual estamos hablando. 
HEB.2.6	Al contrario, en un lugar de la Escritura alguien declara:
HEB.2.6	“¿Qué es el hombre? ¿Qué es el ser humano?
HEB.2.6	¿Por qué lo recuerdas y te preocupas de él?
HEB.2.7	Por un poco de tiempo le hiciste
HEB.2.7	algo menor que los ángeles,
HEB.2.7	pero le coronaste de gloria y honor;
HEB.2.8	todo lo sometiste bajo sus pies.”
HEB.2.8	Así que, al someter todas las cosas bajo sus pies, Dios no dejó nada sin someterlo a él. Sin embargo, todavía no vemos que todo le esté sometido. 
HEB.2.9	En cambio, vemos a Jesús, a quien por un poco de tiempo Dios hizo algo menor que los ángeles. Dios, en su amor, quiso que para bien de todos
HEB.2.10	Todas las cosas existen para Dios y por la acción de Dios, que quiere que todos sus hijos tengan parte en su gloria. Por eso, Dios, por medio del sufrimiento, tenía que hacer perfecto
HEB.2.11	Porque todos proceden del mismo Padre:
HEB.2.12	cuando dice en la Escritura:
HEB.2.12	“Hablaré de ti a mis hermanos
HEB.2.12	y te cantaré himnos en medio de la congregación.”
HEB.2.13	También dice:
HEB.2.13	“En él pondré mi esperanza.”
HEB.2.13	Y dice otra vez:
HEB.2.13	“Aquí estoy, con los hijos que Dios me dio.”
HEB.2.14	Así como los hijos de una familia son de una misma carne y sangre, así también Jesús fue de carne y sangre humanas para derrotar con su muerte al que tenía poder para matar, es decir, al diablo. 
HEB.2.15	De esta manera ha dado libertad a todos los que por miedo a la muerte viven como esclavos durante toda la vida. 
HEB.2.16	Pues ciertamente no vino para ayudar a los ángeles, sino a los descendientes de Abraham. 
HEB.2.17	Por eso tenía que ser hecho igual en todo a sus hermanos, para llegar a ser delante de Dios un sumo sacerdote fiel y compasivo, y para obtener el perdón de los pecados de los hombres por medio del sacrificio.
HEB.2.18	Y como él mismo sufrió y fue puesto a prueba, ahora puede ayudar a quienes igualmente son puestos a prueba.
HEB.3.1	Por lo tanto, hermanos, vosotros que pertenecéis al pueblo santo, que habéis sido llamados por Dios a ser suyos, considerad atentamente a Jesús, el apóstol
HEB.3.2	Pues Jesús ha sido fiel a Dios, que le designó para este servicio, como también Moisés fue fiel en su servicio
HEB.3.3	Pero Jesús merece más honor que Moisés, del mismo modo que el que construye una casa merece más honor que la casa misma. 
HEB.3.4	Toda casa es construida por alguien, pero Dios es quien hizo todo cuanto existe. 
HEB.3.5	Así pues, Moisés, como siervo, fue fiel en toda la casa de Dios, consistiendo su servicio en dar testimonio de las cosas que Dios había de decir. 
HEB.3.6	Pero Cristo, como Hijo, es fiel sobre esta casa de Dios que somos nosotros mismos si mantenemos la seguridad y la alegría en la esperanza que poseemos.
HEB.3.7	Por eso, como dice el Espíritu Santo en la Escritura:
HEB.3.7	“Si hoy escucháis lo que Dios dice,
HEB.3.8	no endurezcáis vuestro corazón
HEB.3.8	como aquellos que se rebelaron
HEB.3.8	y pusieron a Dios a prueba en el desierto.
HEB.3.9	Allí me pusieron a prueba vuestros antepasados,
HEB.3.9	aun cuando habían visto mis obras
HEB.3.10	durante cuarenta años.
HEB.3.10	Por eso me enojé con aquella generación
HEB.3.10	y dije: ‘Andan siempre extraviados
HEB.3.10	en su corazón,
HEB.3.10	y no han querido conocer mis caminos.’
HEB.3.11	Por eso juré en mi furor
HEB.3.11	que no entrarían en mi reposo.”
HEB.3.12	Hermanos, cuidaos de que ninguno de vosotros tenga un corazón malo que se aparte del Dios viviente para no creer en él. 
HEB.3.13	Al contrario, animaos unos a otros cada día mientras dura ese “hoy” de que habla la Escritura, para que ninguno de vosotros sea engañado por el pecado y su corazón se vuelva rebelde. 
HEB.3.14	Porque para tener parte con Cristo hemos de mantenernos firmes hasta el fin en la confianza que teníamos al principio.
HEB.3.15	Por lo cual dice:
HEB.3.15	“Si hoy escucháis lo que Dios dice,
HEB.3.15	no endurezcáis vuestro corazón
HEB.3.15	como aquellos que se rebelaron.”
HEB.3.16	¿Y quiénes fueron los que se rebelaron después de haber oído la voz de Dios? Todos los que Moisés había sacado de la tierra de Egipto. 
HEB.3.17	¿Y con quiénes estuvo Dios enojado durante cuarenta años? Con los que pecaron, cuyos cadáveres quedaron tendidos en el desierto. 
HEB.3.18	¿Y a quiénes juró Dios que no entrarían en su reposo? A los que desobedecieron,
HEB.3.19	los que, en efecto, vemos que no pudieron entrar
HEB.4.1	Por eso, mientras todavía contamos con la promesa de entrar en ese reposo de Dios,
HEB.4.2	Porque también a nosotros se nos anunció la buena noticia, lo mismo que a ellos; pero a ellos no les sirvió de nada el oirla, porque no se unieron por la fe a los que habían obedecido al mensaje. 
HEB.4.3	Pero nosotros, que hemos creído, entraremos en ese reposo del que Dios ha dicho:
HEB.4.3	“Por eso juré en mi furor
HEB.4.3	que no entrarían en mi reposo.”
HEB.4.3	Sin embargo, Dios terminó su trabajo después de crear el mundo, 
HEB.4.4	pues en alguna parte de las Escrituras se dice del séptimo día:
