MAT.1.1	Issá Masih, 
ACT.19.26	Bale shomá wat eshkotag o distag, é mardá, Pulosá, na tahná Epesosay, kamm o gésh sajjahén Ásiáay damagay bázén mardomé gomráh kortag o gwashit ke may dastáni addh kortagén Hodá, pa hech dábá Hodá naant. 
ACT.19.27	Nun tors tahná é naent ke pa mardomán may kár kamsharapa bit, tors esh ent ke may mazanén Hodá Ártemisay zyáratjáhay mazani gára bit o á, ke Ásiáay damag o sajjahén 
ACT.19.28	Wahdé mocchiay mardomán é habar eshkotant, sakk zahr geptant o pa kukkár gwashtesh: “Epesosay hodá, Ártemis mazan ent.” 
ACT.19.29	É paymá sajjahén shahrá shóresh chest but. Mardománi mocchi, kukkár kanán shahray maydánjáhá
ACT.19.30	Pulosá mocchiay tahá rawag lóthet bale áiay shágerdán naesht. 
ACT.19.31	Tantaná Ásiáay damagay lahtén masterá ham, ke Pulosay dóst atant, pa áiá kolaw ráh dát o dazbandi kort ke shahray maydánjáhá marawt. 
ACT.19.32	Ódá báz shór o árhahór at, harkasá yak chizé gwasht. Bázénéá é habar ham nazánt ke á chiá edá átkag o mocch butagant. 
ACT.19.33	Yahudián, Eskandar námén mardé démá kort o cha mocchiá harkasá áiárá hokmé dát. Dasti shahár dát ke chopp o bétawár bebant, tán mardománi démá gón wati habarán Yahudiáni démpániá bekant. 
ACT.19.34	Bale wahdé mocchiay mardomán zánt ke á Yahudié, gorhá padá hamgotth o hamtawár butant o tán kesás do sáhatá ják o kukkáresh kort o gwashtesh: “Epesosay hodá, Ártemis mazan ent.”
ACT.19.35	Gorhá, shahray monshiá mocchi árám kort o gwashti: “Oo Epesosay mardomán! Sajjahén 
ACT.19.36	Nun ke harkas é habará mannit,
ACT.19.37	É doén mardom ke shomá geptag o edá áwortagant, eshán na cha zyáratjáhá chizé poletag o na may bánokén hodáesh bésharap kortag. 
ACT.19.38	Agan Dimitrius o áiay honarmandán gón kaséá jérhahé hast, hakdiwánay darwázag pach ent o wáli ham har wahdá hastent, berawant o wati jérhahá pésh bekanant. 
ACT.19.39	Agan dega habaré hast, báyad áiá shahray sarkári diwáná byárant tánke gisshénag bebit. 
ACT.19.40	Cha maróchigén sargwastá, tors esh ent may sará shóreshgariay bohtámá
ACT.19.41	Áiá é habar kortant o mocchii prósht.
ACT.20.1	Epesosay shahray shóreshay halásiá rand, Pulosá á shahray morid lóthet o delbaddhi dátant, gorhá cha áyán roksati gept o dém pa 
ACT.20.2	Cha á hand o damagán ke gwast, gón wati habarán, 
ACT.20.3	Ódá tán say máhá mahtal but. Gón bójigéá Suriahay rawagá pésar, Yahudián pa áiá pandalé sázet, paméshká cha Makduniahay ráhá per tarragay shawri kort. 
ACT.20.4	Áiay hamráh esh atant: Pirrusay chokk Supáterus ke Biriahay mardomé at, Aristarkás o Sekundus ke Tesálunikiay mardom atant, Gáyus ke Derbehay mardomé at, Timutáus, Tikikus o Trupimus ke Ásiáay damagay mardom atant. 
ACT.20.5	Á cha má pésh kaptant o Truásay shahrá shotant. Hamódá pa may áyagá rahchár butant. 
ACT.20.6	 rand, má cha Pilipiay shahrá bójigéá swár butén o panch róchá rand, Truásá áyáni kerrá átkén o tán hapt róchá hamódá dáshtén.
ACT.20.7	Haptagay awali róchá,
ACT.20.8	Hamá borzádi báná ke neshtagatén, bázén cherágé rók at. 
ACT.20.9	Pulosay habaráni wahdá, Yutukus námén warnáé darigay dapá neshtagat. Wábénag but, kóchandhagá lagget o wáb kapt. Cha lógay saymi tabaká jahlád kapt o mort. Mardomán áiay jón chest kort. 
ACT.20.10	Pulos ér átk, áiay némagá jahl but, goláéshi kort o gwashti: “Matorsét, sáhi mán ent.” 
ACT.20.11	Gorhá borzád shot, náni chondh chondh kort o wárt, randá gón áyán wati gapp o tráni tán gwarbámá
ACT.20.12	Á warnáesh, zendag o dráh áiay lógá bort o áyán mazanén tasallá o delbaddhié raset.
ACT.20.13	Má bójigéá swár but o cha Pulosá pésar, Ásusay shahrá shotén ke cha ódá áiá gón wat bezurén. Pulosay wáhag esh at ke Truásá beger tán Ásusá hoshkiá sapar bekant. 
ACT.20.14	Wahdé Ásusay shahrá gón áiá dochár kaptén, gorhá bójigá swáren kort o Mitiliniay shahrá átkén. 
ACT.20.15	Cha ódá domi róchá Kiusay jazirahay démá átk o rasetén. Saymi róchá, Sámusay banden o cháromi róchá Militusay shahrá átkén. 
ACT.20.16	Pulosay shawr at, Epesosay shahrá hecch maóshtit, tánke Ásiáay damagá báz mahtal mabit. Áiá eshtáp at ke agan buta kant 
ACT.20.17	Pulosá cha Militusay shahrá, pa Epesosay 
ACT.20.18	Kamásh ke átkant, gón áyán gwashti: “Shomá wata zánét cha hamá awali róchá ke man Ásiáay damagá pád ér kortag, che paymá wati zend gón shomá gwázéntag. 
ACT.20.19	Man ars réchán o pa békebri o darbéshi 
ACT.20.20	Wata zánét, shomay nap o suttá harché ke mani dastá bayagi butag man kortag o Hodáay kolaw pa shomá, mocchiáni tahá o lóg pa lóg áwortag o sar kortag. 
ACT.20.21	Man Yahudi o Yunáni, doén pant o sój dátagant ke cha wati radén kárán pashómán bebant, Hodáay ráhá begerant o may Hodáwandén Issáay sará báwar bekanant. 
ACT.20.22	Annun gón 
ACT.20.23	Bale eshiá zánán ke Pákén Ruh maná har shahrá péshgói kanag o gwáhi dayagá ent, kayd o band o sakki o sóri mani wadár o entezárá ant. 
ACT.20.24	Maná pa wati sáh o zendá parwáh nést, mani yakkén wáhag esh ent ke wati dawr o bárigá pa sar berasénán o Hodáwandén Issáay dátagén kárá sarjam bekanán, bezán Hodáay mehr o 
ACT.20.25	“Nuna zánán, man ke 
ACT.20.26	Paméshká maróchi shomárá pa rásti o deljamia gwashán ke shomay hechkasay hón mani gardená naent. 
ACT.20.27	Chiá ke man pa shomá Hodáay sajjahén wáhagáni rasénagá hechbar chakk o pad nabutagán. 
ACT.20.28	Shomá wati jend o wati ramagay sajjahén 
ACT.20.29	Mana zánán cha mani rawagá rand, derrókén gork shomay nyámá káyant o ramagay sará rahma nakanant. 
ACT.20.30	Tantaná shomay wati nyámá ham anchén mardom páda káyant ke rástén habarán prosht o prósha kanant tánke moridán wati némagá bekasshant. 
ACT.20.31	Paméshká hozzhár bét o yát bekanét ke tán say sálá, man shap o róch pa shomá grétag o shomárá dháh
ACT.20.32	“Nun shomárá Hodá o áiay pormehr o 
ACT.20.33	Maná cha kaséá hech chizéay tamah o lálech nabutag, na sohr o tangaway, na nograh o zarray o na god o póshákay. 
ACT.20.34	Shomá wata zánét ke man gón wati é dastán kár kortag, watig o wati hamkáráni zalurat o garaz wat sarjam kortagant. 
ACT.20.35	Man shomárá darwar o nemunah pésh kortag ke shomá ham mani dhawlá wati dastán kár bebandét o kár bekanét o wár o bazzagán komak bedayét. Shomá cha 
ACT.20.36	Cha é habaráni halásiá rand, Pulos kóndhán kapt o gón sajjahénán hór dwái kort. 
ACT.20.37	Sajjahénán Pulos goláésh kort, chokket o báz grétesh. 
ACT.20.38	Á géshter pa eshiá gamig atant ke Pulosá gwashtagat: “Shomá padá maná nagendét.” Gorhá tán bójigá raséntesh.
ACT.21.1	Wahdé má cha áyán jetá butén, bójigá swár but o tachkátachk dém pa Kásay jazirahá átkén. Domi róchá Rudesay jazirahá rasetén o cha ódá Pátáráay shahrá shotén. 
ACT.21.2	Ódá márá yak bójigé dast kapt ke Pinikiahá rawagi at. Má hamé bójigá swár but o ráh geptén. 
ACT.21.3	Wahdé bójig daryáyá rawán at, cha durá Kebresay jazirah, chappén pahnátá gendag but, cha ódá gwazán, Suriahá, Suray bandená raset o cha bójigá ér kaptén, chiá ke ódá bójigá bár ér géjagi at. 
ACT.21.4	Má óday morid shóház kortant o tán hapt róchá áyáni kerrá jalleten. Áyán, cha 
ACT.21.5	Bale wahdé ódá may jallagay róch halás butant, má padá wati sapar bendát kort. Sajjahén 
ACT.21.6	Cha yak domiá roksat bayagá rand, má bójigá swár butén o á wati lógán per tarretant.
ACT.21.7	Cha Suray bandená sapar kanán Potulemaisay shahrá átk o cha bójigá ér kaptén. Ódá ham má gón 
ACT.21.8	É dega róchá cha ódá dar átk o Kaysariahay shahrá rasetén. Ódá má 
ACT.21.9	Áiá chár neshtagén janénchokk hastat ke paygambariay sawgátesh cha Hodáay némagá rasetagat. 
ACT.21.10	Á lahtén róchá ke má ódá atén, Ágábus námén nabié cha 
ACT.21.11	May gendoká átk, Pulosay lánkbandi zort, wati dast o pádi bastant o gwashti: “
ACT.21.12	Áiay habaráni eshkonagá rand, má o á shahray mardomán gón Pulosá dazbandi o mennatgiria kort ke Urshalimá marawt. 
ACT.21.13	Bale Pulosá gwasht: “Chiá shomá gréwét o mani delá próshét? Man band bayagá bell, Urshalimá, pa 
ACT.21.14	Wahdé má Pulos mannént nakort, gorhá gwashtén: “Harché ke Hodáwanday razá ent, hamá dhawlá bebit” o bétawár butén.
ACT.21.15	Cha á róchán o rand, má wati ord o bonag bast o dém pa 
ACT.21.16	Cha Kaysariahay shahrá lahtén morid may hamráh but, áyán márá pa dárag o mehmán bayagá Manásun námén 
ACT.21.17	Wahdé 
ACT.21.18	Domi róchá, Pulosay hamráhiá Issáay brát Ákubay gend o nendá shotén. 
ACT.21.19	Tayárjórhiá rand, Pulosá pa sarjamiá gwasht ke Hodáyá cha áiay hezmatán pa 
ACT.21.20	Wahdé áyán é hál eshkotant, Hodáay shogresh gept. Nun gón Pulosá gwashtesh: “Oo brát! Taw sahig ay ke hazárán Yahudi Issáay sará 
ACT.21.21	Bale lahténá tai bárawá gón áyán gwashtag ke taw sajjahén á Yahudi ke darkawmáni nyámá neshtagant sója dayay ke Mussáay Sharyatá yalah bedayant o wati chokkán 
ACT.21.22	Nun shawr chi ent? Má ché bekanén? Allamá cha tai eday áyagá sahiga bant. 
ACT.21.23	Paméshká anchosh ke má gwashén, hamá dhawlá bekan. May kerrá chár mardom hast ke áyán gón Hodáyá kawlé kortag. 
ACT.21.24	Taw hamáyáni hamráhiá beraw o gón áyáni pák o palgáriay rasmán hór bebay. Áyáni korbánigay dalwatáni kimmatá ham taw porr kan, tánke á wati sarán besáyant. É dhawlá harkasa zánt ke tai bárawá áyáni eshkotagén habar dróg butagant o taw wati zendá Sharyatay sará gwázénagá ay. 
ACT.21.25	Bale má hamá darkawmén báwarmandáni sará nebeshtag ke may hokm áyáni bárawá chi ent. Cha botáni námá korbánig kortagén góshtá, cha hónay waragá, cha mordárén dalwatáni góshtá o cha zená o bénangiá pahréz bekanant.” 
ACT.21.26	Pulosá á chárén mardom zortant o é dega róchá gón áyán hórigá, pák o palgáriay rasmi sarjam kort. Padá 
ACT.21.27	Áyáni palgáriay haptén róch sarjam bayagi atant ke Ásiáay damagay lahtén Yahudiá Pulos 
ACT.21.28	kukkáresh kort: “Oo Esráilián! Byáét márá komak bekanét. É mard, Pulos hamá ent ke har jágah gón harkasá, may kawm o Mussáay 
ACT.21.29	Áyán é habar paméshká kort ke pésará Pulosesh gón Trupimusá, ke Epesosay shahray nendóké at, Urshalimay bázárá distagat. Gománesh kortagat ke Pulosá, Trupimus mazanén parasteshgáhá áwortag. 
ACT.21.30	Sajjahén shahrá shóreshé chest but, sajjahén mardom cha har némagá tacháná átk o mocch butant. Pulosesh gept o cha mazanén parasteshgáhá dhanná dar kort o hamá damáná parasteshgáhay darwázagesh band kortant. 
ACT.21.31	Pulosesh koshagi kortagat ke Rumi lashkaray masterá hál raset sajjahén 
ACT.21.32	Áiá hamá damáná watá, sepáhig o apsaráni hamráhiá pa mardomán rasént. Wahdé mardomán lashkaray master o sepáhig distant, Pulosay latth o kotthesh bass kort. 
ACT.21.33	Lashkaray master Pulosay kerrá átk, dazgiri kort o parmáni dát gón do zamzilá bebandanti. Cha mardomán josti gept ke: “É kay ent o mayári chi ent?” 
ACT.21.34	Mardom báz kukkár kanagá atant, harkasá áiay bárawá chizé gwasht, paméshká lashkaray master cha rástén jáwará sarpad nabut o hokmi kort ke Pulosá kalátá bebarant. 
ACT.21.35	Wahdé Pulos kalátay padánkán raset, cha mahlukay zahr o hezhmá sepáhig áiay baddh kanagá náchár butant, 
ACT.21.36	chiá ke mahluk áiay randá kukkár kanán, gwashán at: “Eshiá bekosh.”
ACT.21.37	Hamá wahdá ke sepáhig Pulosá kalátá baragá atant, áiá gón Rumi lashkaray masterá gwasht: “Maná mókala dayay gón taw habaré bekanán?” Lashkaray masterá jost kort: “Záná, taw Yunáni zobáná balad ay? 
ACT.21.38	Acha, taw hamá Mesri naay ke nóki shóreshi kortagat o chár hazár yágién mardomi gón wat gyábáná bortagat.” 
ACT.21.39	Pulosá darráént: “Enna, man Yahudié án o Kilikiahay damagay námién shahr Tarsusay mardomé án. Maná bell ke gón é mardománi mocchiá kammé habar bekanán.” 
ACT.21.40	Lashkaray masterá mannet, Pulos átk o kalátay padánkáni sará óshtát o gón dastay sorénagá mardomi bétawár kortant. Wahdé mardom bé trekk o tawár butant, gorhá Pulosá gón áyán 
ACT.22.1	“Oo pet o brátán! Maná é hakká bedayét ke shomay démá wati démpániá
ACT.22.2	Wahdé mardomán dist ke á 
ACT.22.3	“Man Yahudié án o mani pédáeshay jágah, Kilikiahay damagá, Tarsusay shahr ent, bale mani rost o rodóm hamedá Urshalimá butag. Gámálial mani ostád butag o may pet o pirokáni sarjamén 
ACT.22.4	Man ‘É Ráhay’ mannóger ázár dátag o koshagi ham kortagant, mardén wa mardén ant, janén ham geptag o bandi kanáéntagant. 
ACT.22.5	Masterén dini péshwá o sajjahén kamásháni diwán mani bárawá gwáhi dáta kant. Áyán pa Dameshkay Yahudi brátán maná kágad dátagat tán ódá berawán, óday 
ACT.22.6	“Ráhá, wahdé Dameshkay shahray nazziká rasetagatán, némróchay wahdá anágat cha ásmáná mani chapp o chágerdá trondén rozhné drapshet. 
ACT.22.7	Zeminá kaptán o tawáré eshkoton ke maná gwashti: ‘Shául, Oo Shául! Taw chiá maná ázára dayay?’ 
ACT.22.8	Man jost kort: ‘Oo wájah! Taw kay ay?’ Passawi dát: ‘Man Issá Náseri án, hamá ke taw áiá ázára dayay.’ 
ACT.22.9	Mani hamráhán rozhn dist, bale hamá ke gón man habar kanagá at, áiay tawáresh naeshkot. 
ACT.22.10	Joston kort: ‘Oo 
ACT.22.11	Hamráhán maná dastá gept o Dameshkay shahrá bort, chiá ke cha hamá trondén rozhnay gendagá mani chammáni rozhnái shotagat.
ACT.22.12	“Ódá Hannániá námén yak mardé at ke Hodádóst o 
ACT.22.13	Mani kerrá átk o óshtát o gwashti: ‘Oo mani brát Shául! Tai chammáni rozhnái per betarrát o maym bekanátay.’ Hamá damáná mani chamm padá rozhná butant o man á dist. 
ACT.22.14	Gorhá Hannániáyá gón man gwasht: ‘May pet o pirokáni Hodáyá tará gechén kortag tán áiay razáyá bezánay, áiay “Pák o Nékéná”
ACT.22.15	Báyad ent pa sajjahénán wati eshkotagén o distagénáni gwáhiá bedayay. 
ACT.22.16	Nun chiá mahtal ay? Pád á, Issáay námá beger, 
ACT.22.17	“Randá wahdé 
ACT.22.18	Issá Masihon dist ke maná gwashti: ‘Zut kan. Cha Urshalimá dar kap, chiá ke eday mardom mani bárawá tai gwáhiá namannant.’ 
ACT.22.19	Man gwasht: ‘Oo 
ACT.22.20	É habará ham zánant ke wahdé tai shahid Estipánay hón réchag but, man hamódá óshtátagatán o pa áiay koshagá rázig atán o áiay hónigáni god o poccháni negahpán atán.’ 
ACT.22.21	Padá Hodáwandén Issáyá maná gwasht: ‘Beraw, chiá ke man tará durén hand o damagán 
ACT.22.22	Mardom tán haminchoká Pulosay habarán gósh dáragá atant, bale é habari ke kort nun kukkár kort o gwashtesh: “É mard koshag o gár kanag bebit ke zenda nakarzit.” 
ACT.22.23	Áyán kukkár kort, wati gwaray kabáh o jámagesh kasshetant o hákshániesh kort. 
ACT.22.24	Rumi lashkaray masterá parmán dát ke Pulosá kalátá bebarant o shallák bejanant tán zánag bebit mardom chiá áiay sará kukkár kanagá ant. 
ACT.22.25	Wahdé Pulosesh pa shallák janagá bast, áiá hamódá cha óshtátagén apsará jost kort: “Man 
ACT.22.26	Wahdé apsará é habar eshkot, lashkaray masteray kerrá átk o gwashti: “Oo wájah! Taw ché kanagá ay? É mard Rumi báshendahé.” 
ACT.22.27	Lashkaray master, Pulosay kerrá shot o josti kort: “Begwash, pa rásti taw Rumi báshendahé ay?” Pulosá passaw dát: “Haw, man Rumi báshendahé án.” 
ACT.22.28	Masterá gwasht: “Man pa Rumi báshendah bayagá bázén zarré dátag.” Pulosá darráént: “Man cha pédáeshá Rumi báshendahé án.” 
ACT.22.29	Á sepáhig ke cha Pulosá jost o pors kanagá atant, hamá damáná cha áiá poshtá kenzetant. Wahdé lashkaray master sarpad but ke Pulos Rumi báshendahé o áiá band kanáéntag, wat ham torseti. 
ACT.22.30	Lótheti sharr bezánt Yahudi Pulosay sará chónén bohtámé janant, paméshká domi róchá Pulosi cha bandijáhá dar kort o parmáni dát Yahudiáni mazanén dini péshwá o sarókáni diwánay sajjahén básk diwáná benendant. Gorhá Pulosi áwort o áyáni démá pésh kort.
ACT.23.1	Pulosá sarókáni diwáná nendókén báskáni némagá tachkátachk cháret o gwasht: “Oo brátán! Man tán maróchigén róchá wati zend gón pák o palgárén jabin
ACT.23.2	É habará o rand, masterén dini péshwá Hannániáyá Pulosay pahnátá óshtátagén mardom parmán dátant ke áiay dapá shahmát bejanant. 
ACT.23.3	Gorhá Pulosá gwasht: “Hodá tará jant, oo espéti per moshtagén diwál!
ACT.23.4	Pulosay kashá óshtátagén mardomán gón áiá gwasht: “Tará lajja
ACT.23.5	Pulosá passaw dát o gwasht: “Oo brátán! Man nazántag ke é, Hodáay náméntagén masterén dini péshwá ent. Chiá ke nebeshtah ent 
ACT.23.6	Pulos sahig at ke sarókáni diwánay lahtén básk, 
ACT.23.7	Anchosh ke áiá é habar kort, sarókáni diwánay Parisi o Saduki báskáni nyámá jérhahé pád átk o diwán do bahr but. 
ACT.23.8	Sadukiáni báwar esh ent ke mordag padá zendaga nabant o na 
ACT.23.9	Báz ják o jik but o Parisiáni 
ACT.23.10	Wahdé áyáni nyámá arh o janjál géshter but, lashkaray masterá torset, chó mabit Pulosá bejanant o chondh chondh bekanant, paméshká sepáhigi parmán dátant ke jahlád berawant, Pulosá cha áyáni nyámá pa zór dar bekanant o kalátá bebarant.
ACT.23.11	Hamá shapá 
ACT.23.12	Domi sabáhá, lahtén Yahudiá pandalé jórhént o watmánwatá sawgandesh wárt ke tán Pulosá makoshant, na ápa warant o na warag. 
ACT.23.13	Pléndh o petnah sáchókén mardom cha chelá géshter atant. 
ACT.23.14	Mazanén dini péshwá o kawmay kamásháni kerrá shotant o gwashtesh: “Má pa del sawgand wártag ke tán Pulosá makoshén heccha nawarén. 
ACT.23.15	Paméshká shomá gón sarókáni diwáná hórigá, lashkaray masterá begwashét ke á Pulosá shomay kerrá byárit. Gón lashkaray masterá shomay nimmón é bebit ke shomá Pulosay bárawá géshter zánag o jost o pors kanaga lóthét. Má tayár én, rasagá pésar, ráhá áiá koshén.”
