GEN.1.1	O konmansman, Bondye ti kree lesyel ek later. 
MAT.4.21	En pe pli lwen, Zezi ti war de lot frer, Zak ek Zan, de garson Zebede. Zot ti dan kannot avek zot papa Zebede, e zot ti pe repar zot lasenn. Zezi ti apel zot. 
MAT.4.22	Deswit, zot ti kit zot kannot ek zot papa e swiv Zezi.
MAT.4.23	Zezi ti al partou dan Galile. I ti prese dan bann sinagog e anons Bonn Nouvel konsernan Rwayonm Bondye. I ti geri toudsort maladi ek soufrans parmi lepep. 
MAT.4.24	Son renonmen ti fannen partou dan Lasiri antye. Zot ti anmenn kot li bann ki ti annan toudsort maladi e ki ti pe soufer: Bann ki ti posede par demon, bann ki ti annan bebelouka ek bann ki ti paralize. Zezi ti geri zot tou.
MAT.4.25	En gran lafoul ti swiv li sorti depi Galile, dan rezyon Dekapol, depi Zerizalenm, Zide e dan teritwar ki lo lot kote larivyer Zourden.
MAT.5.1	Kan Zezi ti war lafoul ki ti vin kot li, i ti mont lo en montanny. I ti asiz e son bann disip ti vin otour li. 
MAT.5.2	I ti konmans donn zot sa lansennyman:
MAT.5.3	Byennere bann ki konnen zot pov,
MAT.5.3	akoz Rwayonm lesyel i pour zot!
MAT.5.4	Byennere bann ki dan latristes,
MAT.5.4	akoz zot pou ganny konsole!
MAT.5.5	Byennere bann ki dou,
MAT.5.5	akoz zot pou posed later!
MAT.5.6	Byennere bann ki lafen e swaf lazistis,
MAT.5.6	akoz zot pou rasazye!
MAT.5.7	Byennere bann ki annan konpasyon pour lezot,
MAT.5.7	akoz Bondye pou annan konpasyon pour zot!
MAT.5.8	Byennere bann ki annan leker pir,
MAT.5.8	akoz zot pou war Bondye!
MAT.5.9	Byennere bann ki fer lape,
MAT.5.9	akoz zot pou ganny apele bann zanfan Bondye!
MAT.5.10	Byennere bann ki ganny persekite pour lazistis,
MAT.5.10	akoz Rwayonm lesyel i pour zot!
MAT.5.11	Zot byennere, kan zot ganny ensilte, persekite akoz mwan;
MAT.5.11	kan dimoun i koz dimal
MAT.5.11	kont zot, akoz mwan!
MAT.5.12	Rezoui e santi zot ere,
MAT.5.12	akoz annan en gran rekonpans
MAT.5.12	pe esper zot dan lesyel!
MAT.5.12	Konmsa menm ki zot bann zanset
MAT.5.12	ti persekit bann profet avan zot.
MAT.5.13	Zezi ti kontinyen dir: Se zot disel later. Me si disel i perdi son gou, avek kwa ou pou redonn li son gou sale? I pa bon pour nanryen; i ganny zete deor, pour dimoun mars lo la.
MAT.5.14	Se zot lalimyer lemonn. En lavil ki'n ganny konstri lo en montanny pa kapab ganny kasyet. 
MAT.5.15	Personn pa alim en lalanp pour met anba en bol, me i met li anler lo en portlanp pour ekler tou dimoun ki dan lakaz. 
MAT.5.16	Konmsa ki zot lalimyer i devre klere devan tou dimoun, pour ki zot war byen zot bann bon aksyon e loue zot Papa ki dan lesyel.
MAT.5.17	Pa krwar ki mon'n vin pour fer disparet Lalwa Moiz ek lansennyman bann profet. Mon pa'n vin pour detri, me pour akonplir. 
MAT.5.18	Mon dir zot, sa i laverite: Osi lontan ki lesyel ek later i egziste, pa menm en pli pti let, ni en pli pti detay Lalwa pou ganny detri, ziska ki tou sa bann lansennyman i ganny akonpli. 
MAT.5.19	Alor, sa enn ki kas menm en pli pti komannman e ansenny lezot pour fer parey, i pou ganny deklare pli pti dan Rwayonm lesyel. Me sa enn ki met mon bann komannman an pratik e ansenny lezot pour fer parey, i pou ganny deklare gran dan Rwayonm lesyel. 
MAT.5.20	Mon asir zot: Si zot fidelite anver lavolonte Bondye pa depas fidelite bann profeser Lalwa ek bann Farizyen, zot pa pou kapab antre dan Rwayonm lesyel.
MAT.5.21	Zot in tande ki nou zanset ti ganny demande: Pa fer krim
MAT.5.22	Me mwan mon dir zot: Sa enn ki pran lakoler kont son frer, pou ganny zize. Sa enn ki ensilte son frer, pou ganny zize devan tribinal. Sa enn ki tret son frer: Fou, pou ganny pini dan dife lanfer.
MAT.5.23	Si alor, ou pe al prezant ou lofrann devan lotel, e ki ou rapel ki ou frer i annan keksoz kont ou, 
MAT.5.24	kit ou lofrann la, devan lotel, e al fer lape avek ou frer avan. Apre, retournen e prezant ou lofrann avek Bondye.
MAT.5.25	Si ou annan en zafer an kour kont en dimoun, depese fer zanmi avek li letan zot ankor dan semen; sinon, ou ladverser ava anmenn ou devan ziz. Ziz ava met ou dan lanmen gard e ou ava ganny met dan prizon. 
MAT.5.26	Mon dir ou, sa i laverite: Ou pa pou sorti la ziska ki ou'n fini pey ou det ziska sa dernyen sou.
MAT.5.27	Zot in tande ki i'n ganny dir: Pa komet adilter
MAT.5.28	Me mwan mon dir zot: En dimoun ki get en fanm avek lanvi, i'n deza komet adilter avek li dan son leker. 
MAT.5.29	Si ou lizye drwat i fer ou tonm dan pese, aras li e zet li lwen. Vomye ou perdi en parti ou lekor, plito ki ou lekor antye i ganny zete dan lanfer. 
MAT.5.30	Si ou lanmen drwat i fer ou tonm dan pese, koup li e zet li lwen. Vomye ou perdi en parti ou lekor, plito ki ou lekor antye i ganny zete dan lanfer.
MAT.5.31	I'n ganny osi dir: En dimoun ki divors son fanm i bezwen donn li en let divors
MAT.5.32	Me mwan mon dir zot: En zonm ki divors son fanm, sof dan ka ki son fanm in tronp li, i pe pous li pour komet adilter. En zonm ki marye avek en fanm divorse, i osi komet adilter.
MAT.5.33	Zot in osi tande ki i'n ganny dir avek nou bann zanset: Pa kas ou serman, me akonpli bann ve ki ou'n promet par serman devan Senyer
MAT.5.34	Me mwan mon dir zot: Pa fer okenn serman ni par lesyel, akoz lesyel i tronn Bondye; 
MAT.5.35	ni par later, akoz later i landrwa kot i poz son lipye; ni par Zerizalenm, akoz i lavil gran Lerwa.
MAT.5.36	Pa ni fer serman lo ou latet, akoz ou pa kapab fer en sel bren seve vin blan oubyen nwanr.
MAT.5.37	Kan ou koze, dir wi, kan fodre dir wi; oubyen non, kan fodre dir non. Tou sa ki zot azoute, i sorti kot dyab.
MAT.5.38	Zot in tande ki i'n ganny dir: Ey pour ey, dan pour dan
MAT.5.39	Me mwan mon dir zot: Pa tir vanzans lo en dimoun ki'n fer ou ditor. Si en dimoun i donn ou en kalot lo ou lazou drwat, prezant li lazou gos osi.
MAT.5.40	Si en dimoun i anmenn ou ankour pour ou semiz, les li pran ou palto osi.
MAT.5.41	Si en dimoun i fors ou mars en kilomet avek li, fer de kilomet avek li.
MAT.5.42	Si en dimoun i demann ou keksoz, pa refiz li. Pa refiz en dimoun ki demann ou pret li en keksoz.
MAT.5.43	Zot in tande ki i'n ganny dir: Kontan ou prosen
MAT.5.44	Me mwan mon dir zot: Kontan zot bann lennmi e priy pour bann ki persekit zot.
MAT.5.45	Alor, zot ava vin bann vre garson zot Papa ki dan lesyel. Annefe, i fer son soley leve lo bann ki move e lo bann ki bon; i fer tonbe lapli lo bann ki zis e lo bann ki pa zis.
MAT.5.46	Si zot kontan zis bann ki kontan zot, ki rekonpans Bondye pou donn zot? Menm bann kolekter taks zot fer parey.
MAT.5.47	Si zot dir bonzour zis zot bann frer, kwa ki ekstraordiner? Menm bann non-Zwif i azir konmsa.
MAT.5.48	Zot alor, zot devre parfe parey zot Papa ki dan lesyel i parfe.
MAT.6.1	Fer atansyon ou akonpli ou bann devwar relizye an piblik, zis pour fer ou ganny remarke. Sankwa, ou Papa ki dan lesyel pa pou rekonpans ou.
MAT.6.2	Donk, kan ou fer lomonn, pa bezwen fer tapaz pour atir latansyon, parey bann ipokrit i fer dan sinagog e dan semen. Zot fer sa pour ganny felisite. Mon dir zot, sa i laverite: Sa dimoun in deza ganny son rekonpans. 
MAT.6.3	Me ou, kan ou fer lomonn, ou lanmen gos pa devre konnen sa ki ou lanmen drwat i fer.
MAT.6.4	Ou bon aksyon i devre reste sekre. Ou Papa ki war ou aksyon dan sekre, ava rekonpans ou.
MAT.6.5	Kan zot priye, pa fer parey bann ipokrit. Zot kontan debout pour priye dan sinagog e dan tou kwen semen pour ki tou dimoun i war zot. Les mwan dir zot: Sa bann dimoun in deza ganny zot rekonpans.
MAT.6.6	Me ou, kan ou priye, antre dan ou lasanm, ferm laport e priy ou Papa ki la dan sa landrwa sekre. Ou Papa ki war dan ou profon sekre, ava rekonpans ou.
MAT.6.7	Kan zot priye, pa servi en kantite parol parey bann non-Zwif: Zot krwar ki Bondye ava ekout zot si zot koz bokou.
MAT.6.8	Pa imit zot, akoz zot Papa i konnen sa ki zot bezwen, avan menm ki zot demann li. 
MAT.6.9	La ki mannyer zot devre priye:
MAT.6.9	Nou Papa ki dan lesyel!
MAT.6.9	Nou demande ki ou non sen i ganny glorifye,
MAT.6.10	e ki ou renny i ganny etabli;
MAT.6.10	ou lavolonte ava ganny akonpli lo later parey dan lesyel.
MAT.6.11	Donn nou ozordi, nou dipen pour sak zour.
MAT.6.12	Pardonn nou, nou lofans ki nou'n fer,
MAT.6.12	parey nou pardonn bann ki'n ofans nou.
MAT.6.13	Pa les nou tonm dan tantasyon.
MAT.6.13	Me delivre nou kont ladverser.
MAT.6.13	Akoz ou ki posed larwayote,
MAT.6.13	pwisans ek mazeste pour touzour. Amenn
MAT.6.14	Annefe, si zot pardonn bann dimoun ki'n fer zot ditor, zot Papa ki dan lesyel ava osi pardonn zot. 
MAT.6.15	Me si zot pa pardonn lezot dimoun, zot Papa osi pa pou pardonn zot, lemal ki zot in fer.
MAT.6.16	Kan zot zennen, i pa neseser pran en figir tris, parey bann ipokrit: Zot sanz figir pour ki tou dimoun i war ki zot pe zennen. Mon dir zot, sa i laverite: Sa bann dimoun in deza ganny zot rekonpans.
MAT.6.17	Me ou, kan ou zennen, lav ou figir e parfim ou latet. 
MAT.6.18	Pa les dimoun remarke ki ou pe zennen. Zis ou Papa ki la dan sekre ki konnen. Ou Papa ki war tou sa ki ou fer an sekre, ava rekonpans ou.
MAT.6.19	Pa anmas zot larises lo later, kot i ganny detri par lever ek larouy, kot voler i kas lakaz pour vole. 
MAT.6.20	Plito, anmas zot larises dan lesyel, la kot ni karya, ni larouy pa pou kapab detri, e ni voler pa pou kapab kas laport pour vole.
MAT.6.21	Annefe, la kot ou larises i ete, ou leker pou osi la.
MAT.6.22	Lizye i lalanp ou lekor. Alor, si ou lizye i an bonn sante, ou lekor antye pou dan lalimyer. 
MAT.6.23	Me si ou lizye i malad, ou lekor antye pou dan fernwanr. Alor, si lalimyer ki dan ou, i parey fernwanr, ou pou vreman dan en gran fernwanr.
MAT.6.24	Personn pa kapab servi de met. Annefe, swa i pou ay enn e kontan lot; swa i pou devoue anver enn e mepriz lot. Ou pa kapab servi Bondye ek larzan anmenmtan.
MAT.6.25	Pour sa rezon, mon dir zot: Pa trakase lo sa ki zot pou manze e lo sa ki zot pou bwar; ni pour konnen kwa ki zot bezwen pour viv oubyen kwa ki pou mete. Eski lavi pa i pli enportan ki manze, e lekor pa i pli enportan ki lenz? 
MAT.6.26	Get bann zwazo: Zot pa ni senmen, ni rekolte, e ni met nanryen an rezerv. Pourtan, zot Papa ki dan lesyel i nouri zot. Eski zot, pa vo bokou plis ki bann zwazo? 
MAT.6.27	Lekel parmi zot ki krwar i kapab viv pli lontan kan i pran traka?
MAT.6.28	E akoz zot bezwen trakase lo size lenz? Gete ki mannyer bann lis dan laplenn i pouse. Zot pa ni travay, ni fer latwal. 
MAT.6.29	Pourtan, mon dir zot: Menm Salomon dan tou son mazeste
MAT.6.30	Ozordi, Bondye i abiy byen sa bann zerb dan laplenn. Demen, zot pou ganny zet dan dife. Alor, a pli fort rezon, pa i ava abiy zot? Zot napa bokou lafwa.
MAT.6.31	Alor, pa bezwen pran traka e demande: Ki nou pou manze? Ki nou pou bwar, oubyen ki nou pou mete?
MAT.6.32	Dimoun ki pa konn Bondye ki touzour pe rod tousala. Me zot Papa ki dan lesyel i konn tou sa ki zot bezwen.
MAT.6.33	Rod plito Rwayonm Bondye ek son lazistis, e li menm i ava donn zot leres ki zot bezwen.
MAT.6.34	Alor, pa trakase pour demen. Demen ava li menm anmenn ase traka konmsa. Traka ozordi i ase pour ozordi.
MAT.7.1	Pa ziz personn e ou pa ava ganny zize. 
MAT.7.2	Bondye pou ziz ou parey ou ziz lezot, e i pou servi avek ou, menm mezir ki ou'n servi anver zot. 
MAT.7.3	Ki mannyer ou war lapay ki dan lizye ou frer, me ou pa remark sa poto ki dan pour ou? 
MAT.7.4	Oubyen, ki mannyer ou kapab dir ou frer: Les mwan tir sa lapay dan ou lizye, kan ou menm, ou annan en poto dan sa ki pour ou? 
MAT.7.5	Ipokrit! Tir poto ki dan ou lizye avan. Apre, ou ava war ase kler pour tir lapay ki dan lizye ou frer.
MAT.7.6	Pa donn avek lisyen sa ki pour Bondye. Zot kapab retourn kont ou e desir ou. Pa zet ou bann perl devan bann koson. Zot kapab pil lo la.
MAT.7.7	Demande, zot ava gannyen. Rode, zot ava trouve. Tape, laport ava ouver. 
MAT.7.8	Annefe, sa enn ki demande, i resevwar. Sa enn ki rode, i trouve. Laport i ouver pour sa enn ki frape. 
MAT.7.9	Lekel parmi zot, ava donn son garson en ros, si i demann en dipen? 
MAT.7.10	Oubyen, si i demann en pwason, eski i pou donn li en serpan?
MAT.7.11	Si zot, move koman zot ete, zot konn donn zot zanfan bann bon keksoz, a pli fort rezon zot Papa ki dan lesyel, ava donn bon keksoz sa bann ki demann li.
MAT.7.12	Tou sa ki ou oule ki lezot i fer pour ou, fer parey pour zot: Sanmenm sa ki Lalwa Moiz ek bann profet i ansennyen.
MAT.7.13	Antre par laport etrwat! Annefe, laport ki kondwir ver lanmor i larz. I annan bokou ki pas par la. 
MAT.7.14	Me laport e semen ki anmenn ver lavi i etrwat e difisil. Napa bokou ki trouv li.
MAT.7.15	Mefye zot bann fo profet. Zot vin kot ou degize dan lapo mouton, me anndan, zot en bann loulou feros. 
MAT.7.16	Zot ava ganny rekonnet par zot fri. Ou pa rekolte rezen lo pye pikan, ni fig lo pye rons. 
MAT.7.17	Tou bon pye fri i raport bon fri, tandis ki en move pye fri i prodwi move fri. 
MAT.7.18	En bon pye fri pa zanmen raport move fri e en move pye fri, pa zanmen donn bon fri. 
MAT.7.19	Tou pye dibwa ki pa raport bon fri i ganny koupe e zete dan dife. 
MAT.7.20	Alor, zot ava rekonnet bann fo profet par zot fri.
MAT.7.21	Pa tou sa ki apel mwan: Senyer, Senyer, ki pou antre dan Rwayonm lesyel, me zis bann ki fer lavolonte mon Papa ki dan lesyel. 
MAT.7.22	Kan zour zizman pou arive, bokou pou dir mwan: Senyer, Senyer! Dan ou non, nou ti profetize; dan ou non, nou ti sas bann move lespri; dan ou non, nou'n fer en kantite mirak. 
MAT.7.23	Alor, mon pou reponn zot: Mon pa'n zanmen konn zot. Sorti la lwen ek mwan, zot ki pratik lemal.
MAT.7.24	Alor, sa enn ki ekout mon bann parol e met zot an pratik, pou parey en zonm saz ki konstri son lakaz lo ros. 
MAT.7.25	Lapli i tonbe, larivyer i deborde, e divan i soufle lo sa lakaz. Me i pa tonbe, akoz i'n ganny konstri lo ros.
MAT.7.26	Me en dimoun ki ekout mon bann parol e ki pa met zot an pratik, pou parey en zonm fou ki konstri son lakaz lo disab. 
MAT.7.27	Lapli i tonbe, larivyer i deborde, divan i soufle for lo sa lakaz. Lakaz in tonbe e i'n ganny konpletman detri!
MAT.7.28	Kan Zezi ti'n fini ansenny zot, lafoul ti tre enpresyonnen par son lansennyman.
MAT.7.29	Annefe, i pa ti ansenny parey zot bann profeser Lalwa, me avek lotorite.
MAT.8.1	Kan Zezi ti desann sorti lo montanny, en gran lafoul ti swiv li. 
MAT.8.2	Alor, en zonm ki ti annan en maladi parey lalep ti vin kot Zezi. I ti tonm lafas ater devan li e sipliy li, “Senyer, si oule, ou kapab fer mwan vin pir.”
MAT.8.3	Zezi ti lev son lanmen e tous li. I ti dir, “Dakor, mon oule ki ou vin pir.” Deswit son maladi ti geri. 
MAT.8.4	Apre, Zezi ti dir li, “Fer atansyon! Pa dir sa avek personn, me al prezant ou devan pret. Apre, al ofer lofrann ki Moiz in ordonnen. Sa i ava prouve ki ou'n geri
MAT.8.5	Zis koman Zezi ti pe antre dan lavil Kapernaoum, en zofisye larme Romen ti vin kot li e sipliy li, 
MAT.8.6	“Senyer, mon serviter i malad dan lakour, i paralize e i pe soufer bokou.”
MAT.8.7	Zezi ti dir li, “Mon ava vin geri li.” 
MAT.8.8	Me sa zofisye ti reponn, “Senyer, mon pa merite ki ou antre dan mon lakaz. Me dir zis en mo e mon serviter ava geri. 
MAT.8.9	Mwan osi, malgre ki mon anba lotorite, mon annan en bann solda anba mon lord. Si mon dir avek enn: Ale! I ale. Si mon dir en lot: Vini! I vini. Si mon dir mon serviter: Fer sa! I fer li.”
MAT.8.10	Kan Zezi ti antann sa, i ti annan ladmirasyon pour sa zofisye. I ti dir avek bann ki ti pe swiv li, “Mon dir zot, sa i laverite: Zanmen mon'n war en tel lafwa kot personn dan Izrael. 
MAT.8.11	Mon dir zot ki bokou dimoun pou sorti dan Les e dan Was, pou pran plas dan repa avek Abrahanm, Izaak ek Zakob, dan Rwayonm lesyel. 
MAT.8.12	Me bann ki ti ganny destinen pour Rwayonm, pou ganny zet deor dan fernwanr. La, zot pou plere e grens ledan.”
MAT.8.13	Apre, Zezi ti dir sa zofisye, “Al se ou. Sa ki ou'n demande avek lafwa, in ganny realize.”
MAT.8.13	Deswit, son serviter ti geri.
MAT.8.14	Kan Zezi ti al kot Pyer, i ti war belmer Pyer lo lili, malad avek lafyev. 
MAT.8.15	Zezi ti tous son lanmen e lafyev ti kit li. I ti leve e servi Zezi.
MAT.8.16	Ler aswar ti pe fer, zot ti anmenn kot Zezi en kantite dimoun tourmante par bann move lespri. Par son parol, Zezi ti sas sa bann move lespri. I ti osi geri tou bann malad. 
MAT.8.17	Alor, sa ki profet Ezai ti'n anonse, ti ganny realize:
MAT.8.17	I'n pran nou soufrans e port lo li nou maladi
MAT.8.18	Kan Zezi ti war sa lafoul otour li, i ti donn lord son bann disip pour al lot kote lak avek li. 
MAT.8.19	En profeser Lalwa ti apros li. I ti dir li, “Met! Mon pare pour swiv ou partou kot ou ale.”
MAT.8.20	Zezi ti dir li, “Bann renar i annan zot trou, zwazo dan lesyel i annan zot nik, me Fis-de-Lonm napa en landrwa kot i kapab repoz latet.”
MAT.8.21	En lot disip ti dir li, “Senyer! Permet mwan al anter mon papa avan.”
MAT.8.22	Me Zezi ti dir li, “Swiv mwan, e les bann mor anter zot bann mor.”
MAT.8.23	Apre, Zezi ti anbark dan en kannot e son bann disip ti swiv li. 
MAT.8.24	En sel kou, en gro divan ti leve lo lak. Divan ti sitan for, ki kannot ti preski kouver avek laroul. Me Zezi ti pe dormi. 
MAT.8.25	Bann disip ti apros Zezi e lev li. Zot ti dir li, “Senyer, sov nou! Nou pe mor!”
MAT.8.26	Zezi ti dir zot, “Akoz zot per? Zot napa lafwa!”
MAT.8.26	Apre, i ti leve, e i ti reprimann divan ek delo lak, e movetan ti kalmi. 
MAT.8.27	Zot tou, zot ti etonnen e zot ti dir, “Lekel sa zonm, ki menm divan ek delo i obei li?”
MAT.8.28	Kan Zezi ti ariv lot kote lak, dan teritwar bann Gadarenyen, de zonm ki ti sorti parmi bann latonm, ti vin rankontre li. Sa de zonm ti posede avek plizyer demon. Zot ti sitan danzere ki personn pa ti oze pas par sa semen. 
MAT.8.29	Zot ti konmans kriye, “Ki ou pe rode avek nou, Garson Bondye? Eski ou'n vin isi pour tourmant nou avan ler?”
MAT.8.30	Pa tro lwen, ti annan en gran troupo koson
MAT.8.31	Bann demon ti sipliy Zezi, “Si ou sas nou, anvoy nou dan sa troupo koson.”
MAT.8.32	Zezi ti dir zot, “Ale.”
MAT.8.32	Sa bann demon ti sorti dan sa de zonm e zot ti antre dan bann koson. Alor, troupo koson antye ti tay an desandan sa presipis e sot dan lak kot zot ti noye.
MAT.8.33	Bann gardyen ti taye. Zot ti al anvil kot zot ti rakont zistwar sa de zonm ki ti posede par demon e sa ki ti'n arive avek zot. 
MAT.8.34	Alor, tou bann zabitan lavil ti sorti e al rankontre Zezi. Kan zot ti war li, zot ti sipliy li pour kit zot teritwar.
MAT.9.1	Zezi ti mont dan kannot, travers lak e retourn dan son lavil
MAT.9.2	Dimoun ti anmenn kot li en zonm paralize lo en lanmak. Kan zezi ti war lafwa sa bann dimoun, i ti dir avek sa zonm paralize, “Pran kouraz, mon garson, ou pese in ganny pardonnen.”
MAT.9.3	Serten profeser Lalwa ki ti la, ti dir ant zot, “Sa zonm pe blasfenmen.”
MAT.9.4	Me Zezi ti konn tou sa ki ti pe pase dan zot lespri. I ti demann zot, “Akoz zot pe mazin tou sa bann move keksoz dan zot leker? 
MAT.9.5	Kwa ki pli fasil dir: Ou pese in ganny pardonnen oubyen: Leve, marse? 
MAT.9.6	Me pour mwan fer zot konnen ki Fis-de-Lonm i annan lotorite lo later pour pardonn pese,” Zezi ti dir avek sa zonm paralize, “Leve, pran ou lanmak e al kot ou!”
MAT.9.7	Sa zonm ti leve e al kot li. 
MAT.9.8	Kan lafoul ti war sa, zot ti ranpli avek lafreyer e zot ti loue Bondye ki'n donn zonm en tel lotorite.
MAT.9.9	Zezi ti kit sa lavil. An pasan, i ti war en zonm ki ti apel Matye, asize dan biro taks. Zezi ti dir li, “Swiv mwan!” Matye ti leve e i ti swiv Zezi.
MAT.9.10	Plitar, letan Zezi ti pe manze kot Matye, en kantite kolekter taks ek bann dimoun ki ti annan move repitasyon, ti vin manz avek Zezi ek son bann disip. 
MAT.9.11	Serten bann Farizyen ti war sa e zot ti demann avek son bann disip, “Akoz zot met i manz avek bann kolekter taks ek bann peser?”
MAT.9.12	Zezi ti antann sa. I ti dir zot, “Pa dimoun ki annan lasante ki bezwen dokter, me bann ki malad. 
MAT.9.13	Al rode ki savedir sa bann parol Lekritir: Konpasyon ki mon oule, pa sakrifis zannimo
MAT.9.14	Alor, bann disip Zanbatis ti vin demann Zezi, “Akoz nou ek bann Farizyen nou souvan zennen, me ou bann disip pa zanmen fer zenn?”
MAT.9.15	Zezi ti reponn zot, “Eski bann envite dan en maryaz i kapab tris, letan nouvo marye i avek zot? Me ler pou arive kan nouvo marye pou nepli avek zot. Alor, la zot ava zennen.”
MAT.9.16	“Personn pa pyeste en vye lenz avek en morso latwal nef. Si i fer li, sa morso latwal nef pou retresi e desir en pli gran morso dan sa lenz. 
MAT.9.17	Anplis, personn pa met diven nef dan bann vye sak diven, akoz zot pou desire. Diven pou koule e bann sak diven pou perdi. O kontrer, fodre met diven nef dan bann sak diven nef, pour ki zot byen konserve.”
MAT.9.18	Pandan ki Zezi ti pe koz avek zot, enn bann sef ti vin kot li. I ti tonm azenou devan Zezi. I ti dir, “Mon fiy i fek mor. Vini e poz ou lanmen lo li e i ava viv.”
MAT.9.19	Alor, Zezi ti leve e i ti swiv sa sef avek son bann disip.
MAT.9.20	En fanm ki ti soufer avek en lemorazi depi 12 an, ti vin deryer Zezi e tous bor son lenz. 
MAT.9.21	I ti dir dan li menm: Si mon kapab zis tous son lenz, mon pou geri.
