MAT.1.1	Jesucristo e-dadgan-siki ilekwaa-danikid e-garda. Jesucristo, David-e-wagwa, degi, Abraham-e-wagwabar.
PHP.3.13	Gwenadgan, an-sunnad we-ibmar bato an bela baramis-deeye an sogsulid. Unnila ibmar-soggwen an imaked, ibmar-nasmalad an ies-imaked, unnila ibmar-danimaladginbi an alamaknaisunnad. 
PHP.3.14	Igi dulemar abarmaknair na bengunanaimaladyob, doa-inse omogoe, ayob an abarmaknaimogad, adi Bab Dummad nibneggi ibmar-nued anga ukoye sogsad, anga ukegar, ar Cristo-Jesúsgi an akanaid-ular.
PHP.3.15	Degisoggu, bela anmar Jesucristogi-ulubgi-bensulidgi-nasgumamaid, an-sogsadyob anmar binsae-wilubmalad. Ar we-ibmargi bemar akar binsa-dibe, Bab Dummad a-igargi mag-ito be-imakmarbaloed. 
PHP.3.16	Ar Cristo-igar bemar durdaksadse, aba bemar nanae-wilubmalad.
PHP.3.17	Gwenadgan, an-daedba be damar. An bemar-walik gudigusgu, igi an nanadii-gusa, ayob gwenadgan-nanadimaladba bemar damarmosun. 
PHP.3.18	Bato ichesurgus an bemarga soged, emigindi boed-abargi, gannar an bemarga sogbar, dulemar bukidar Cristo-nakrusgi-burgwisad-e-istarmaladga gudidimalad. 
PHP.3.19	Amardi na e-san-burba degi yoggudmaloed, ar unnila na e-saban na e-bab-dummadga imaksa-gudidimalad. Amar e-ibmar-imakdiidgi bingegue-wilubmalanad. Emigindi, agi na dukin san ogannodidimalad. Amardi unnila we-napneggi-ibmar-naidginbi binsadimalad.
PHP.3.20	Anmardi nibneggined gumalad. Degisoggu, anmar-Dummad-Jesucristo, anmar-Abonoged nibneggi danikoed, a anmar edarbebukmarsunnad. 
PHP.3.21	Jesucristo na e-ganguedba belagwapa ibmar ganisoggu, ar gannar danikir, a-e-ganguedba anmar-san-wile-itodiid anmarga ogwanonikoed, na e-san-nibneggined-nikadyobi anmar-imakoed.
PHP.4.1	Degisoggu gwenadgan, na nue-be-sabmalad, degi, nue na-be-dakbimarbalid, ar ade bemar weligwar an-imakmalad, degine, bemar an-olo-gurginyob gumalad. Wegibi bemar Bab-Jesúsgi gandik gudigu-imakmalo. Gwenadgan, an na nue-be-sabmalad.
PHP.4.2	Emigindi omegan-warbogwadse wilesakwaa an goled, Evodia, degi, Síntiquese. Bemardi na be igar-nabomar, Bab-Jesúsba-naid-ular, na emarbi be binsamar. 
PHP.4.3	Deginbali, bedina, anba-be-nue-arbadiid, we-bunmar wis be bendako, adi na emarbi binsamalagar. We-bunmar, degi, Clemente, degi, baiganmo, anba nue arbananai-gusmogad, Bab-Jesúsgi abonolegedgi an sunmakdigusgu. Amar-nug garda-burba-geg-berguedgi bato narmakar naimogad.
PHP.4.4	Bab-Jesúsgi wergudigu be gumar. Gannar an bemarga sogbalid, be wergumarye. 
PHP.4.5	Bitigi bela dulemar be-daksamalana-gadin, bemar sabedgi ibmar-imaked-dulemarye. Bab-Jesús-gannar-danikiddi nue warmakdanikid.
PHP.4.6	Mer surbinsa be itomar, Bab-Dummadse-goledgi bela ega ibmar be sogmar. Ibmar-na-be-abediidi Bab Dummadse be egis, degi, ega dog-nuedye be sogmarbar bega ibmar ukdiidbar. 
PHP.4.7	Geb degi ulubgi-bogidik-itoleged Bab Dummad bemarga ukoed. We ulubgi-bogidik-itoleged dummarbasoggu, dulemar nue aku itoged. We ulubgi-bogidik-itoleged, bemar-gwagegi, degi, bemar-binsaedgi bemar nikunonikoed, ar Cristo-Jesúsgi bemar bensulidba.
PHP.4.8	Gwenadgan, an bemarga napi sogmar, unnila igar-napiragwadgi be binsamar, bela nug-nued-nikuedgi, bela igar-inikigwadgi, bela ibmar-swilidikidgi, bela yeer-itole dule-imakedgi, degi, bela ibmar-nued-egi-soglediidgi, aginbi bemar binsamar. Degine, igid igar-nued mamaidgi, degi, egi nabir-nug-odummolegedgi, amargi bemar binsamarsun.
PHP.4.9	Ar igi angi be durdaksamala, angi be abingasmala, angi be itosmala, degi, be an-daksamarbali, aba bemar damarsun. Deyob bemar gudiile, Bab Dummad ulubgi-bogidik-itoleged uked, bemarba gudiguoed.
PHP.4.10	Ibibayobi Bab-Jesúsgi weligwar an itoge, ar ade bemar geb angi gannar binsaarbargu. An sogsurdo, bemar an ies-gudiiye. Suli, unnila an-bendakega bemar geg-gue gusmalad.
PHP.4.11	An we bemarga-ibmar-sogedi, an ibmar-abegedba bemarga sogsulid. Ar bato an durdas-gudiid, ar an ibmar nika-dibe, ibmar niksurbar-dibe, an gusgu weligwar ito-daed. 
PHP.4.12	An wisi igi wilesakwaa nanalege, degi, an wisbalid, ibmar-ichesur-nikadgi igi nanalebali. Bato an durdaksad, igi an nanaoe ibmar ise-obinagwar an nikar, degi, ibmar ise-akuedgi an nikbalir, igi an nanabaloe. An ise-immedikidgin-dibe, ise-ukumadadgin-dibe, agi wergued an durdaksad. 
PHP.4.13	Ar Cristogi bela sunna an ibmar saed, e-gangued anga ukedba.
PHP.4.14	Degi-inigwele, ar bemar nued imaksamarbardo, an-nunmakedyob na be anba itononimarmogu. 
PHP.4.15	Bemar Filipos-dorgan, na be nue wismalad, an Macedonia-akar-nadgu, gebe Bab-Dummad-gaya-burba-nuedgi an sunmakdegu, unnila bemarbi anga mani barmiar-gusmalad, Bab-Jesúsba-nanaimalad-danar-ambikunoni-damalad-baigandi anga gwen mani barmiar-gussurmalad. 
PHP.4.16	Amba an Tesalónicagi maigu, bemar an-bendakega irbigbasaar mani barmiar-gusmalad.
PHP.4.17	Bemargi mani-gaedgi an binsasulid, an binsaed, bemar ibmar-nued imaked, Bab-Dummad-asabin bemarga urbilemai-guegar. 
PHP.4.18	Ar ibmar unniguar bato an nikad, obinegwagi an abingasad. Ar bemar Epafroditoba anga ibmar barmiarmarsoggu, emigindi bato unniguar an niksundo. Epafroditoba-bemar-anga-ibmar-barmialiddi Bab Dummad nue-yeer abingasad, ibmar-wawadikid gummakar ega uklegedyobi abingasad.
PHP.4.19	Degisoggu, an-Bab-Dummad na bela be ibmar abedimalad, Cristo-Jesúsgi bemarga ukoed, na nibneggi unnitiba ibmar-nika-maidba.
PHP.4.20	Bab Dummad anmar-Baba, a e-nugdi odummolesun, degi-sadegu gusun. ¡Ar deyobdo!
PHP.4.21	Cristo-Jesúsgi-akananaimaladga anga be sogo, andi nued gudiiye. Gwenadgan-anba-gudimalad bemarga sogsimarmogad, emarde nued gudimarye. 
PHP.4.22	Bela wegi Jesucristogi-akananaimalad, Roma-Dummad-César-neggi-bukmalad, amar bur-bule bemarga sogmalad, emarde nued gudimarye.
PHP.4.23	Anmar-Dummad-Jesucristo, bela bitigi bemargi nued binsaena-gadin. Be itomargua.
COL.1.1	Ani Pablo, an Bab-Dummad-sogedba Jesucristo-nuggi-barmilealidid. Gwenad-Timoteo anbo, 
COL.1.2	gwenadgan Colosas-neggweburgi nue-Cristogi-akananaimaladse, degi, gwenadgan-gwen-galakudisurmaladse anmar we-garda barmisiid.
COL.1.2	Bab Dummad anmar-Baba, degi, Dummad-Jesucristo, amar bitigi bemargi nued binsamalana-gadin, degine, ulubgi bogidik bemar-itogega imakbalina-yerban.
COL.1.3	Anmar Bab Dummadse bemarga goled-irba, dog-nuedye Dummad-Jesucristo-e-Babga sog-daed. 
COL.1.4	¿Ibiga bemarga deyob an sogmala? Ar an be-itomalad, bemar Cristo-Jesúsgi nue bensurmarye, degine, bemar Jesucristogi-akananaimalad bela bemar nue sabmarbarye. 
COL.1.5	Ar bemar deyob gudimalad, ar ade nibneggi bemar megmaloed nue-bensuli edarbedimalad. We deyob ibmar-gunonikid, deun Bab-Dummad-gaya-burba-nued-napiragwad be itosmargu.
COL.1.6	We Bab-Dummad-gaya-burba-nued bemarga soglesadi, gebe bemar itononimargu, bemar nue mag itosmalad: Bab Dummad bemar-abonoge-wilubsulinad, emigindi na e nabir-bemargi-binsaedba bemar-abonononikid. A-gaya-burba-nued bela we-napneg-naidgi nasgumaid. Bemar-abonolesadyob, baigan abonolemaimogad.
COL.1.7	Epafras we-igargi bemar-odurdaksad. Epafrasde anmarba-arbaedid, an nue sabmaladid, emide anmar-ular bemar-abargi Cristoga gwen galakussuli arbanaid. 
COL.1.8	Epafras anmarga sognonikid, Bab Dummad Burba Nuedba bemar na muchub-muchub nue sabmarye.
COL.1.9	A-ulale, anmar degi-itosad-akale, bemarga Bab-Dummadse-goled gwen iedisulid. Anmar bega Bab Dummadse egisdisunnad, bitigi Bab Dummad na e-binsamaid gatik mag-ito bemar-imakena-gadinye, degine, bitigi binsaed-nuegan, degi, burbar-ibmar-mag-bela-itoged bemarga ukbalina-gadinye. 
COL.1.10	Adi bemar nabir Bab-Jesúsba-nanaimalad-daed-sunnadyob nanamalagar. Unnila Bab-Dummad-ibmar-abegedbi imakdii, ibmar-nueganbi oyodii, degine, gatik bur-bule Bab Dummad nue-wisi bemar guegar. 
COL.1.11	Anmar bemarga Bab Dummadse egisbalid, na e-gangued-gandikidbali be-ogannomarye, adi bemar ibmar-bulegan-abin baisur-itoge, degine, weligwaledba abin-gwisguegar.
COL.1.12	Degine, anmar bemarga Bab Dummadse gorbalid, bitigi bemar Bab Dummadga dog-nuedye weligwaledgi sogmalana-gadin, ar ade Bab Dummad anmarga igar-egasad, anmarga ibmar-ukoye sogsad, adi nabir anmar Jesucristogi-akananaimaladba, Bab-Dummad-gwallu-meegwad-neggi abingamogagar.
COL.1.13	Anmar nia-sailagi galenaigu, Bab Dummad anmar-onononikid, E-Machi-sabed neg-dakmaidse anmar-odosad. 
COL.1.14	Cristo burgwisgu, na e-abe-aryosadgi anmarga iskued-nabosad, anmar abonolenonisunnad, Cristo anmarga iskued elinonigu.
COL.1.15	Bab Dummad dule geg dakedi, E-Machigi mag-dakle-gunonikid. Ar E-Machi bela ibmar-bukwad-iduedid. 
COL.1.16	Emi Cristogi belagwapa ibmarmar obinnilesad, ibmar-nibneggined, degine, ibmar-napnegginbalid, ibmar mag-dakleged, degine, ibmar-aku-daklebalid. Deginbali, burbar-dummagan-gangi-bukmalad, burbar-dummagan-neg-semamaid, burbar dummaganga-gumaid, degine, burbar-gandikidba-gangued-nikmaladse-bakale bela Cristogi, degine, Cristoga obinnilesad. 
COL.1.17	Bela we-ibmar-iduale, Cristo bato gudiid, degine, bela ibmar-obinnilesad, Cristo nabir-selemai-guega imakmaibalid.
COL.1.18	Deginbali, Cristo dule-san-e-nonoyobid. We dule-sande Bab-Jesúsba-nanaimalad-danar-ambikunoni-damaladye-sogleged. Ar Cristo, gebesailaginedid, deginbali, na e-inse burgwismalad-abargi gannar durgusadbalid, adi Cristo na e-inse bela-ibmar-iduedga guegar. 
COL.1.19	Ar Bab Dummad na e-abegedbali bela Cristoga na Bab-Dummadga-gued uksamogad. 
COL.1.20	Degine, amba Cristogi abesbalid, bela we-napneggined-ebo, degine, nibneggined-ebo, igar naboged. Weyob igar-nabononikid, deun Cristo nakrusgi burgwisgu, abe-aryonai gusgu.
COL.1.21	Bemar amba yo Cristo abingaeunni, galagwensuli bemar-binsaedgi gudidbali Bab Dummadgi bemar bangus gudigusad, e-istaradga nanadigusad. Emigindi Bab Dummad Cristogi bemarbo igar-nabononisunnad. 
COL.1.22	Deyob bemar gunonikid, ar Cristo na e-sangi nakrusgi burgwenai-gusad-ular. Cristo weyob imaksad, adi Bab-Dummad-asabin gwen gutu-naisuli, swilidiki, degine, ibmar-akalad sate, Bab Dummadga be-san na be ukmalagar. 
COL.1.23	Ar deyob bemar guegala, Bab-Jesúsgi-bensulidgi bemar gandikidba alamaknai-gumalar-gebed. Degine, Bab-Dummad-gaya-burba-nued sunna egi abonoleged be itosmalad bensuli edarbedii, gwen egi bangusuli be gumalar-gebed. We-gaya-burba-nued we-napneg-naidgi bela dulemarga egi sunmaklenaid. Ani, Pablo, we-igar-barsogegala an nugsalenonikid.
COL.1.24	Emigindi weligwar an itosunnad, an bemar-ular wiledigu. Ar Cristo anga sogsad, be an-ular dummad-wilegoye, ar a-ular deyob an-sangi amba Cristo-san-ular an wiledisunnad, a sogleged, Bab-Jesúsba-nanaimalad-danar-ambikunoni-damalad-ularye, ar a, ade Cristo-sanad. 
COL.1.25	A-ular Bab Dummad an-sunonikid, Bab-Jesúsba-nanaimalad-danar-ambikunoni-damalad e-maiga an guegar, adi an bemarga belagwapa Bab-Dummad-gaya-burbagi sunmakegar.
COL.1.26	Bela gebesailaunni, degine, bela dula-ambikusad-unni, ibmar-dukuar-maigusad mag-ito saegala, Bab Dummad Jesucristogi-akananaimaladse we-igar oyononisunnad. 
COL.1.27	Amarse Bab Dummad na nue oyogegala, we-ibmar-dukuar-maigusad, nue-napiragwad, Judiosurmaladga oyononisunnad. Ar we-ibmar-dukualed we-Cristo-bemargi-maid, ibmar-nued yoedse anmarga uklegoye sogsad, anmargadga guoed.
COL.1.28	A-ular bela dulemarga Cristogi anmar sunmakdisunnad, dulemar unadisunnad, bela dulemar odurdakdisunnad, nue-binsaed-nikaa, adi nabir bela Cristo-Jesúsgi-akanimalad iskussuliyobi Bab Dummadga an ukegar. 
COL.1.29	A-ular an arbadisunnad, bela an-ganguedgi, degi, Cristo gandikid-anga-ukedba an alamaknaisunnad.
COL.2.1	Ar bemar nue wisgubi an abedo, an bemargala nue-dummad alamaknaid, degine, Laodiceagi-bukmaladga, deginbali, bela dulemar amba-yo-an-wagar-dakmaladga, an nue alamaknaibalid. 
COL.2.2	An alamaknaido, adi bemar-burba gangumalagar, sabguedgine nue-bulakwaa nanamalagar, degine, belagwapa mag-itogedgine, nuekwaa Bab-Dummad-igar-dukuar-maigusad wisguegar, ar we-igar-dukuar-maigusad, we Cristo-sunnaddo. 
COL.2.3	Ar bela ibmar-wisi-guedi, degine, ibmar-mag-ito-guedi, ar unnila Cristoginbi maid.
COL.2.4	Ar we an bemarga sogdo, adi mer dulemar yamo-binsaed-nikaa yeer-sunmakdimaladse be yardaklemalagar. 
COL.2.5	Ar an bemar-abargi sanagwar gudisurmar-inigwele, an bemar-abargi-gudiyob be angi binsamaloed. Deginbali, an weligwar itodo, ar an wisid bemar nued nanadimalad, degine, Cristogi nue-bensuli bemar nanadimarbalid.
COL.2.6	Degisoggu, ar igi bemar Bab-Jesucristo be-Dummadga be abingasmala, amba deyob bemar egi-akani gudigue-wilubmarbardo. 
COL.2.7	Degine, gatik bur-bule be-burba-maligan Cristogi diglemar, degine, Cristogi be bensulidba, gatik egi be gandik gwisgumarsun. Ar be odurdaklesmaladyob, Bab Dummadga dog-nuedye sogdigu bemar gumarsun.
COL.2.8	Degisoggu, nue salakarmar. Mer dulemar-binsa-na-ibmar-wisi-sogdimaladse binsaed galemalo, ar wemar unnila dulemar-igar-maidba, degine, we-napneg-igar-maidba sunmakdimalad, Cristo-igar-maidba sunmakdisurmalad.
COL.2.9	Ar igar-napiragwaddi Cristoginbi danikid. Ar bela Bab-Dummad-e-burba, degine, Bab-Dummad-binsaed, bela Cristo na e-sangi deyob nikmogad. 
COL.2.10	Cristo bela burbar-dummaganga-gumaid, degine, burbar-gandikidba-gangued-nikmalad e-dummadid. A-Cristogi bemar akanaid, degisoggu, bemar unnitiba Bab Dummad igi nanabi bemar-abemaid Cristogi nikmarsunnad.
COL.2.11	Deginbali, ar bemar Cristogi akanimarsoggu, bemar Cristogadga gunonisunnad. Cristogadga bemar gunonikid, abgan-duku-sikaled-ular sur, ar unnila adi sangi wilub nagued. Suli, agarsuli. Iskuedgi Cristo bemar-abonosad-ular, bemar Cristogadga gunonikid. 
COL.2.12	Ar bemar Bab Dummad na e-ganguedgi gannar Cristo-odulosadgi bengussurmarsoggu, bemar Bab-Jesús-digi-ogleged-igar imaksamargu, Cristoba napa-urba diglesayob gunonimalad, degine, eba gannar bemar durgusmalayob gunonimarbalid.
COL.2.13	Ar iduardi be iskudiid-ular bemar burbar burgwar gudigusanad, deun yo bemar Cristogadga gumargu. Emigindi Cristoba-mesa Bab Dummad bemarga burba-dulad uksasunnad, bemarga be-iskudimalad osulononigu. 
COL.2.14	Igar-maidgi anmar annadigusad-ular, we-igar-maid anmarga sognaisunnad, anmarde sabsur odurdaklegoye. Degi-odurdaklegoed-igar-maid Bab Dummad anmarga osulononikid, deun Cristo nakrusgi burgwenonigu. We-igar dule-burgwisadyob gunonisunnad, degisoggu, we-igar geg bar-anmar-oakalosundo. 
COL.2.15	Cristo nakrusgi burgwisgu, bela burbar-dummaganga-gumaid, degine, burbar-gandikidba-gangued-nikmaladgi nakwisad, degine, Cristo ibgwensur emar-wagab amar-imaksabalid.
COL.2.16	Degisoggu, dulemar mer begi sunmaked be sao, be-ibmar-gunnedgi, be-gobedgi, be-ibagan-dakedgi, nii-gwagedgi, degine, be-obunnoged-ibagi. 
COL.2.17	Ar unnila wemar belagwapa yo-ibmar-danikoed-e-burbagan gued, ar Cristodi napiragwad gued. Cristo napnegse-nonikidba we-igar osanalononikid.
COL.2.18	Bab-neggi-be-ibmar-nued-maid mer emar begi sued be imakmalo. Dulemar yamo-na-san-bipii-imakdimaladse, degine, angermar-nug-odummoged-Bab-Dummadyob-imakmaladse mer be yardaklemalo. Ar amardi ibmar-daksasuli binsa gordiid, na dukin binsa san-odummodiid.
COL.2.19	Ar Cristo eba-akananaimalad-e-nonoga gusisoggu, a bela san-odummogega gued, bela egi-akananaimalad-odungusunnad, Bab Dummad igar-mesisadbar. Ar we-dulemardi Cristogi gwen akanaisurmarsoggu, noar dulemar-odurdakdimalad.
COL.2.20	Ar bemar Cristoba burgwismarsoggu, we-napneg-naid-e-binsaedba be burgwismardo, ar degite, ¿ibiga amba we-napnegginedyob be damala? ¿Ibiga we-napneggined igar-sogedba be damarsunna? 
COL.2.21	Ar emide we-dulemar bemarga soggu: “We melle be ebugo, melle be gunno, amba be-argangi ebugedse-bakar mer be ebubalo.” 
COL.2.22	Ar we-ibmargandi ebugedba bergudoed, ar ade unnila dulemar-sogedba, degine, dulemar igar-odurdakedba odurdakdimalad. Degisoggu, mer amar-odurdakedba be damar.
COL.2.23	Ar napiragwad, we-ibmar igar-nuedyob dakleged, ar ade Bab-Dummadse-goled-maid na emar mesisad, na san-bipii-saed, degine, sabsur na-san-saed, ar degi-inigwele, we-ibmarmar iskuedgi geg-anmar-bargamalad.
COL.3.1	Ar bemar bato Cristoba gannar durgussoggu, nibneggined-ibmarmar be amimar, ar bia Cristo nibneggi-Bab-Dummad-argan-nuedsik-siidgi. 
COL.3.2	Nibneggined-ibmargi bur be binsamar, mer we-napaneggined-ibmargi be binsamar. 
COL.3.3	Ar bemar Cristoba burgwismarmosoggu, emigindi, be-san-burba Cristoba-mesa Bab Dummadgi saboles-maid. 
COL.3.4	Ar Cristo-sunnad anmar-san-burba dula-imaknonikid. Degisoggu, Cristo we-napnegse danikile, anmar e-ganguedba eba oyolemarmogoed.
COL.3.5	Degisoggu, belagwapa bemargi we-napneggined-ibmar-naid osuloged be imakmar. Mer na abirgunagwarsuli neg-sichigi galagwensuli be damar. Degine, ibmar-iskana mer imakmalo, mer yoote igar-suli-daedba be nanamar, degine, mer iskuedgi be binsamar. Mer ibmarbina-sur-binsa itomar, ar wede dule-degi-daedi, a e-bab-dummadga imakdiyobid. 
COL.3.6	Ar dulemar we-iskuedgi degi-daedbali, Bab Dummad a-dulemar sabsur odurdaknoni-dasunnad.
COL.3.7	Ar we-igargangi bemar nanadii-gusmoganad, deun bemar we-igargan-sogedba gudigusgu. 
COL.3.8	Emigindi bela we-igargan be indakmarsun: Urwed, sae-itoged, istar dulemargi binsaed, dulemargi-ichakwa-sunmaked, galagwensuli-nisaar sunmaked. 
COL.3.9	Mer na ga be gakansamar, ar ade bato epenne-be-damalad be osulosmalad.
COL.3.10	Emisgindi bemar burba-bini gwagsamarsunnad. Be burba gwagmaioed, Bab-Dummad-be-obinnisadyob be guedse, adi bur-bule bela be Bab-Dummad-wisguegar.
COL.3.11	Bemar Cristoba-nagusadba geg bemar akar-akar dulemar-daked. Geg be sogmalad wedi Griego-dule, wedina Judio-dule, wedi abgan-duku-sikaled, wedi abgan-duku-sikar-sulid, wedi dule-ainebalid, wedi dule-ibmar-gwen-wichurmalad, wedi dule-maiga-gudimalad, degine, wedi dule-maiga-gudisurmalad. Bela wemar gwen akar-akarsulid, ar bela anmar Cristogi emarbiid, degine, Cristo bergwapa anmargi maidbimalad.
COL.3.12	Bab Dummad bemar-sabedba egadga guega be-susmalad. Degisoggu, nue-emar-wile-dake be nanamar, nue emar-sabedba bendakbi be ito-nanamar, na san-dummarba imaksuli be nanamar, binnalegwadgi be ibmar imakmar, degine, baisursunna-sae-itosuli be nanamar. Bela weyob be dae be nanamar. 
COL.3.13	Na be muchub-muchub ibmar akalar, baisur-itoged be imakmar. Na egi be nosmalale, na egi nossuliyob be dakmar, ar igi Cristo bemar-iskued osulosmoga, deyob na be igar nabomarmo.
COL.3.14	A-ukinbali, bur-bule, bemar belagwapa emar-sabedgi be ibmar imakmar, ar ade sabgued bela ibmar-gwamaksiid. 
COL.3.15	Degine, Bab Dummad ulubgi bogidik-itole-be-imakedgi be nanamar, ar a-ular Bab Dummad bemarse gochad, bemar unnila wargwennagwadyob guegar. Dog-nued itoye Bab Dummadga be sogmar.
COL.3.16	Cristo-gaya-burba bemar-gwagegi bela nai be imakmarsun. Na be ibmar nue-wisidgi, na be muchub-muchub odurdakmar, degi, na be muchub-muchub ogannomarbar, degine, be weligwar-itogedgi Salmos namakmar, namaked-nuegan, degine, Babga-namaked, weligwaledgi be nuedye Babga sogedgi be namakmarsun.
COL.3.17	Ar ibu-ibmar be imakmar-dibe, degine, ibu be sogmarbar-dibe, bela Dummad-Jesús-nuggi be imakmar, dog-nuedye Bab Dummadga Jesús-nuggi be sogmarsun.
COL.3.18	Omegan, be-sui-urbaligwaa be nanamar. Ar bemar Bab-Jesúsba naimarsoggu, deyob bemar dae-wilubmalad. 
COL.3.19	Suigan, be-ome na be nue sabgumar, mer sae be dakmar.
COL.3.20	Mimmigan, bela be-babgan bemarga ibmar-sogedba be damar, ar deyob be damalale, Bab Dummad yeer-ito-daed. 
COL.3.21	Babgan, mer be-mimmigan ourwed be imakmar, adi mer be-nusgana beba bar ibmar-imakbisur-gudagegar.
COL.3.22	Maigan, bela be-dummagan-we-napnegginmalad-sogedba be damar, unnila be-daknaidginbisur, yamo uaya-nikaa be damarye be-nik sogmalagar. Suli, amba be-daksulile, Bab-Dummad-dobegwaa napiragwadgi be ibmar-imakmar. 
COL.3.23	Ar ibu be imaknaimar-dibe, bela weligwaledba be imakmar, Bab-Jesucristoga imakeyob, dulemargarsur. 
COL.3.24	Ar bato bemar wisid, Bab Jesús bemarga ibmar-ukoye sogsad, bemarga ukoed. Ar bemar Dummad-Cristoga arbananaid. 
COL.3.25	Ar dule-ichakwa-ibmar-samaladi Bab Dummadse dummad odurdaklemogoed. Ar ade Bab Dummaddi bela dule emarbi daked.
COL.4.1	Dummagan, bemar mai-nikmalad, nue igar-nikaa, degine, napiragwadgi be-maigan be nimalo. Ar bemar insamarmogo, be Dummad-nikmarmogad, nibneggi be-Dummad maid.
COL.4.2	Gatik Bab Dummadse be gormar. Gatik nue be atakmar, degine, Bab Dummadga dog-nuedye be sogmar. 
COL.4.3	Deginbali, Bab Dummadse anmarga gormarmogo, adi Bab Dummad anmarga yawagak-egaar siegar, adi nabir E-gaya-burba-nuedgi an sunmakdii-guegar, degine, Cristo-igar-dukuar-maigusad an osanalogegar. Ar agi an sunmakdiid-ular an eskaryagi mellesiid. 
COL.4.4	Gatik Bab Dummadse anga be gormalo, adi Cristo-igar-dukuar-maigusad nue-ise-swilidik an osanalogegar.
COL.4.5	Dulemar-Bab-Dummad-bengudimalad-abargi be nue nanamar. Ibagan-bemarga-nagumaid nuekwaa ebuged be-imakmar. 
COL.4.6	Bemar-sunmakedi, nuedgi, binnalegwadgi, nabir-itolegedgi dulemar-abinsaed be imakmar, adi bela bemarse dulemar-ibmar-egismalad nuedgi be abinsamalagar.
COL.4.7	Anmar-gwenad-sabedi, Tíquico, nue an-bendakdiid, degine, nue Bab-Jesúsga yeer arbaed, bemarga bela an gudiid sognadapoed. 
COL.4.8	Ar a-ular Tíquico an bemarse barmisiid, bemarga sogega, igi wegi anmar gudii, degine, bemar-ogannomarbaligar. 
COL.4.9	Tíquicobali, bemar-neggined-wargwen, Onésimo-nugad, bemarse nadapmogoed. A-Onésimode, anmar-gwenad-sabed, degine, arbaedgi gwen galakudisulid-duled. Wemar-warbogwad bela bemarga sognadapmaloed, wegi igi an gudimala.
COL.4.10	Aristarco, anbo-eskaryagi-mellesiid, bemarga sogsimogad, bemarde nued sogeye, degine, Marcos, Bernabé-e-niga, amba deyob bemarga sogmogad. Bato igi bemarga soglesa, gannar an bemarga sogbalid, Marcos bemarse ataknadele, nue abindakmaloye.
COL.4.11	Deginbali, Jesús, Justo-bimalad, bemarse nued sogeye gorsimogad. Judiomar-Bab-Jesúsba-nanaimalad, unnila wemar-warbaagwadbi anba arbasmalad, Bab-Dummad-neg-dakmaid-igargi. Wemar nue-an-ogannodimalad, adi mer bukib an itogegar.
COL.4.12	Bemar-sorda-wargwen, Epafras, Cristo-maiga gudimogad, bemarse gorsimogad, bemarde nued sogeye. Bemarga Epafras nue Bab Dummadse gordimogad, adi bemar mer galakumalagar, gatik Bab-Dummad-sogedba bemar ibmar-imakmalagar. 
