GEN.1.1	Naãrãed̶a Ãcõrẽba bajãda idjab̶a naʌ̃ ẽjũãda osia. 
ACT.7.25	Moiseba crĩchasia israelerãba cawad̶ida idjid̶eba Ãcõrẽba ãdjirãra ẽdrʌ b̶ʌida. Baribʌrʌ ãdjirãba cawad̶aẽ́ basía. 
ACT.7.26	Nurẽma Moiseba unusia israelerãda umé djõ panʌda. Ãdji ibiad̶amãrẽã nãwã jarasia: “¡Bãrãra ab̶ari purud̶ebemaa! ¿Cãrẽ cãrẽã jãwã djõ panʌ?” 
ACT.7.27	Baribʌrʌ dji puo b̶ad̶aba Moisera tʌ chãtaped̶a jarasia: “¿Caiba bʌra dai boroda b̶ʌsi? ¿Caiba bʌra dai cawa obarida b̶ʌsi? 
ACT.7.28	¿Mʌ̃ sid̶a bea quĩrĩã b̶ʌca Egiptod̶ebema nuena bead̶a quĩrãca?” 
ACT.7.29	Maʌ̃ ũrĩsid̶e Moisera mĩrũ wãsia.
ACT.7.30	Cuarenta poa bad̶acarea ewari ab̶a Moisera ẽjũã põãsa ewaraga b̶ʌd̶e Sinai eya caita b̶asia. Maʌ̃ne bajãnebema nezocada bacuru zaque uruga nũmʌne idjima odjasia.
ACT.7.31	Moiseba maʌ̃ unusid̶e cawa crĩchaẽ́ basía. Maʌ̃ carea caitaara wãsia biara acʌi carea. Maʌ̃ne Ãcõrẽ bed̶eabʌrʌda ũrĩsia. 
ACT.7.32	Ãcõrẽba idjía nãwã jarasia: “Mʌ̃ra bʌ drõã naẽnabemarãba ĩjã panana Ãcõrẽa. Abrahaʌ̃ba, Isaba, Jacobo bid̶a mʌ̃ra ĩjã panasid̶aa.”
ACT.7.33	Maʌ̃ne dadji Boroba Moisea jarasia: “Naʌ̃ eyad̶e bʌra mʌ̃ quĩrãpita b̶ʌ bẽrã bʌ jĩrũne jʌ̃ b̶ʌra ẽrãdua. 
ACT.7.34	Mʌ̃a unu b̶ʌa mʌ̃ purura Egipto druad̶e bio bia mĩga b̶ʌda. Idjab̶a mʌ̃a ũrĩ b̶ʌa ãdub̶a mĩã sopua bed̶ea panʌda. Maʌ̃ bẽrã mʌ̃ra ze b̶ʌa ãdjirã ẽdrʌ b̶ʌi carea. Mʌ̃a bʌra Egiptod̶aa diabueya.”
ACT.7.35	Israelerãba Moisera igarasid̶aa. Idjía nãwã jarasid̶aa: “¿Caiba bʌra dai boroda b̶ʌsi? ¿Caiba bʌra dai cawa obarida b̶ʌsi?”
ACT.7.36	Moiseba zocãrã ne ununaca o b̶ʌd̶eba dadji drõã naẽnabemarãra Egiptod̶ebemada ẽdrʌ enesia. Pusa Purrud̶e ne ununacada osia bia chãni carea. Idjab̶a cuarenta poa ẽjũã põãsa ewaraga b̶ʌd̶e bid̶a ne ununacada obadjia.
ACT.7.37	Ara maʌ̃ Moiseba israelerãa jarasia: “Dadji Boro Ãcõrẽba mʌ̃ diabued̶a quĩrãca idjid̶eba bed̶eabarida ab̶a bãrãmaa diabueya. Maʌ̃ ẽberãra bãrã purud̶ebema baya. Idjia jarabʌrʌra ĩjãnadua.”
ACT.7.38	Idjab̶a Moisera ẽjũã põãsa ewaraga b̶ʌd̶e jũma israelerã ume b̶asia. Mama Sinai eyad̶e idjira bajãnebema nezoca ume bed̶easia. Bed̶ea dadji sãwã b̶ead̶ida panʌnebemada edaped̶a dadji drõã naẽnabemarãa jarasia.
ACT.7.39	Baribʌrʌ Moiseba jarad̶ara dadji drõã naẽnabemarãba ĩjã quĩrĩãnaẽ́ basía, ãtebʌrʌ idjira igarasid̶aa. Egipto druad̶aa jẽda wã quĩrĩã panasid̶aa.
ACT.7.40	Moise eyad̶e b̶asid̶e ãdjirãba Aaroʌ̃a jarasid̶aa: “Jãʌ̃ Moiseba dairãra Egiptod̶eba ẽdrʌ enesia. Baribʌrʌ idji sãwãnada cawad̶aẽ́a. Maʌ̃ bẽrã dairã nocod̶aa edemãrẽã ãcõrẽda odua.”
ACT.7.41	Ara maʌ̃da ãdjirãba paca zaque zaca b̶ʌda osid̶aa. Maʌ̃gʌ́a animarãda babue diasid̶aa. Maʌ̃ne ãdji jʌwaba oped̶ad̶a carea b̶ʌsrid̶a ewarida osid̶aa.
ACT.7.42	Maʌ̃ carea Ãcõrẽba ãdjirãra igaraped̶a dewara ãcõrẽda idu ẽpẽbisia. Maʌ̃ne ãdjirãba bajãne unubadarãa bia bed̶ea panesid̶aa. Maʌ̃nebemada Ãcõrẽneba bed̶eabadarã cartad̶e nãwã b̶ʌ́ b̶ʌa:
ACT.7.42	Israelerã, bãrã cuarenta poa ẽjũã põãsa ewaraga b̶ʌd̶e duanasid̶ad̶e ¿animarãda mʌ̃́a babue diabadjid̶aca?
ACT.7.43	¡Mãwãẽ́a! Ãtebʌrʌ ãcõrẽ Moloc abada wua deda jira edebadjid̶aa idjab̶a bãrã ãcõrẽ Repaʌ̃ abada chĩdau zaca od̶a sid̶a edebadjid̶aa.
ACT.7.43	Maʌ̃ra ara bãdji jʌwaba osid̶aa ãdjía bia bed̶ead̶i carea. Maʌ̃ carea mʌ̃a bãrãra Babilonia drua wagaa jʌretaya.
ACT.7.44	Ẽjũã põãsa ewaraga b̶ʌd̶e dadji drõãenabemarãba Ãcõrẽ wua deda eronĩbadjid̶aa. Maʌ̃ wua deba cawabisia Ãcõrẽra ãdjirã ume b̶ʌda. Ãcõrẽba Moisea wua dera obisia idjía unubid̶a quĩrãca. 
ACT.7.45	Mãwãnacarea ãdjid̶eba yõped̶ad̶arãba wua dera eropanasid̶aa. Josue ãdji boro basid̶e wua dera naʌ̃ druad̶aa enesid̶aa. Maʌ̃ ewarid̶e dewara puru naʌ̃ druad̶e b̶eada Ãcõrẽba dadji drõãenabemarã quĩrãpita ãyã jʌrecuasia. Mãwã naʌ̃ druara jũma jãrĩsid̶aa.
ACT.7.46	Jacobo Ãcõrẽba Davira bia unusia. Daviba Ãcõrẽa iwid̶isia idji itea de biada oi carea.
ACT.7.47	Maʌ̃ dera idji warra Salomoʌ̃ba osia.
ACT.7.48	Baribʌrʌ Ãcõrẽ dji Dromaara b̶ʌra jʌwaba od̶a ded̶e b̶acaa. Ãcõrẽneba bed̶eabariba cartad̶e nãwã b̶ʌsia:
ACT.7.49	Mʌ̃ chũmebarira bajãa. Naʌ̃ ẽjũãra mʌ̃ jĩrũ b̶ʌbaría.
ACT.7.49	Bãrãba ¿cãrẽ deda mʌ̃ itea od̶i? ¿Sãma mʌ̃ra ʌ̃nãũbid̶i?
ACT.7.50	¿Mʌ̃a ara mʌ̃dji jʌwaba ne jũmada osiẽ́ca?
ACT.7.51	¡Bãrãra cʌwʌrʌ zarea tab̶eaa! ¡Sod̶eba ĩjãnacaa!
ACT.7.52	Ãdjirãba Ãcõrẽneba bed̶eabadarãda biẽ́ od̶i carea jũma ẽpẽsid̶aa. Ẽberã Jipa B̸ʌ zei jaraped̶ad̶arã sid̶a beabadjid̶aa.
ACT.7.53	Ãcõrẽba idji leyra bajãnebema nezocarãneba bãrãa diad̶amĩna ¡bãrãba ĩjã od̶acaa!–
ACT.7.54	Maʌ̃ bed̶ea ũrĩsid̶ad̶e judiorã bororãra Estebaʌ̃ ume bio quĩrũbʌdaba ãdji quid̶ara cʌrrʌabisid̶aa. 
ACT.7.55	Mãwã duanʌne Estebaʌ̃ra Ãcõrẽ Jaured̶eba b̶asia. Bajãnaa acʌbʌrʌd̶e Ãcõrẽ quĩrãwãrẽã dorrodorroada idjab̶a Jesura Ãcõrẽ jʌwa araare nũmʌda unusia. 
ACT.7.56	Maʌ̃ne Estebaʌ̃ba nãwã jarasia:
ACT.7.56	–¡Acʌd̶adua! ¡Mʌ̃a bajãra ewa nũmʌda unu b̶ʌa! ¡Naʌ̃ Djara Edad̶ara Ãcõrẽ jʌwa araare nũmʌda unu b̶ʌa!–
ACT.7.57	Maʌ̃ ũrĩsid̶ad̶e ãdjirãra dji cãbãyã b̶ia duanenaped̶a ãdji cʌwʌrʌra jʌwaba jũãtrʌsid̶aa. Maʌ̃ne jũmarãba Estebaʌ̃ra orra edasid̶aa. 
ACT.7.58	Puru ãyã eded̶aped̶a mõgaraba tab̶ari jidasid̶aa. Idji naãrã biẽ́ jaraped̶ad̶aba ãdjia ʌ̃rʌ̃ jʌ̃badara ẽrãnaped̶a cũdra caita b̶ʌcuasid̶aa wagamãrẽã. Maʌ̃ cũdrara Saulo abadjid̶aa.
ACT.7.59	Mõgaraba tab̶ari eropanʌne Estebaʌ̃ba Ãcõrẽa nãwã iwid̶isia:
ACT.7.59	–Mʌ̃ Boro Jesu, mʌ̃ jaurera edadua.–
ACT.7.60	Maʌ̃be chĩrãborod̶e cob̶eped̶a jĩgua jarasia:
ACT.7.60	–Mʌ̃ Boro, naʌ̃gʌ ẽberãrãra bed̶ead̶e b̶ʌrãdua naʌ̃ cadjirua o panʌ carea.–
ACT.7.60	Mãwã bed̶eaped̶a jaid̶asia.
ACT.8.1+ACT.8.2	Maʌ̃be ʌ̃cʌrʌ Ãcõrẽ waya b̶eaba Estebaʌ̃ra tʌb̶arisid̶aa. Idji carea jĩãbi b̶ʌga duanesia. Maʌ̃ne Estebaʌ̃ beaped̶ad̶ara Sauloba bia unusia.
ACT.8.1+ACT.8.2	Maʌ̃ ewarid̶e ẽberãrãba Jerusaleʌ̃ne Jesu ĩjã b̶eara bio biẽ́ o panesid̶aa. Maʌ̃ carea Jesu ĩjã b̶eara jũma Judea druad̶aa idjab̶a Samaria druad̶aa mĩrũ wãsid̶aa. Jesuba diabued̶arãdrʌ Jerusaleʌ̃ne panesid̶aa. 
ACT.8.3	Maʌ̃ne Sauloba Jesu ĩjã b̶eara biẽ́ obadjia waa ĩjãrãnamãrẽã. Deza wãped̶a umaquĩrãra, wẽrãrã sid̶a jidacuaped̶a preso b̶ʌbadamaa erreb̶ari edebadjia.
ACT.8.4	Baribʌrʌ Jerusaleʌ̃neba mĩrũ wãped̶ad̶aba ãdji wãbʌdaza bed̶ea bia Jesucritod̶ebemada jarabadjid̶aa. 
ACT.8.5	Pelipera Samaria druad̶e puru ab̶aʌd̶aa wãsia.
ACT.8.6	Pelipeba jara b̶ʌda ũrĩsid̶ad̶e idjab̶a ne ununaca o b̶ʌda unusid̶ad̶e jũmarãba quĩrãcuita ũrĩ duanabadjid̶aa. 
ACT.8.7	Zocãrã ẽberãrã jai bara b̶eada biacuasid̶aa. Maʌ̃ jairãra ãdji cacuad̶ebemada b̶ia ẽdrʌcuabadjid̶aa. Idjab̶a zocãrã b̶ʌradrʌ b̶eada, jĩrũ biẽ́ b̶ea sid̶a biacuabadjid̶aa. 
ACT.8.8	Maʌ̃ carea maʌ̃ purud̶ebemarãra bio b̶ʌsrid̶a duanasid̶aa.
ACT.8.9	Jãĩbana Simoʌ̃ abadada mama b̶asia. Ara idjida dji dromada crĩchabid̶a bẽrã Samariad̶ebemarãra cũrũga erob̶asia.
ACT.8.10	Idjia jarabʌrʌra ẽberãrã dji ed̶aara b̶eaba, dji dromaara b̶ea bid̶a quĩrãcuita ũrĩbadjid̶aa. Jũmarãba jarabadjid̶aa idjira Ãcõrẽ Ʌb̶ʌa Droma abadada. 
ACT.8.11	Ẽberãrãba maʌ̃ jãĩbanara bio ẽpẽ panasid̶aa idjia o b̶ʌd̶eba dãrã cũrũga erob̶ad̶a bẽrã.
ACT.8.12	Baribʌrʌ Pelipeba bed̶ea bia Jesucritod̶ebemada idjab̶a Ãcõrẽba idji ẽberãrã bia pe erob̶ʌd̶ebemada ãdjirãa jaradia b̶abadjia. Maʌ̃ne zocãrã umaquĩrãrãba, wẽrãrã bid̶a ĩjãnaped̶a borocuesid̶aa. 
ACT.8.13	Simoʌ̃ bid̶a ĩjãsia. Maʌ̃be borocueped̶a Pelipe ume nĩbad̶e wãsia. Pelipeba ne ununaca waib̶ʌa o b̶ʌda Simoʌ̃ba unubʌrʌd̶e cawa crĩchaẽ́ b̶esia.
ACT.8.14	Maʌ̃ne Jesuba diabued̶arã Jerusaleʌ̃ne b̶eaba ũrĩsid̶aa Samariad̶ebemarãba Ãcõrẽ bed̶eara ĩjãsid̶ada. Maʌ̃ carea Pedroda Juaʌ̃ sid̶a ãdjirãmaa diabuesid̶aa. 
ACT.8.15	Jũẽnaped̶a Ãcõrẽa iwid̶isid̶aa ãdjirãba Ãcõrẽ Jaureda edad̶amãrẽã. 
ACT.8.16	Mãwã osid̶aa Ãcõrẽ Jaurera wad̶ibid̶a maʌ̃ djabarãmaa zeẽ́ b̶ad̶a bẽrã. Ab̶abe dadji Boro Jesu trʌ̃neba borocuesid̶aa. 
ACT.8.17	Pedroba Juaʌ̃ bid̶a Ãcõrẽa iwid̶ibʌdad̶e ãdji jʌwara djabarã ʌ̃rʌ̃ b̶ʌsid̶aa. Ara maʌ̃da Ãcõrẽ Jaurera edasid̶aa.
ACT.8.18	Maʌ̃ne Simoʌ̃ba unusia Jesuba diabued̶arãba ãdji jʌwa djabarã ʌ̃rʌ̃ b̶ʌbʌdad̶e djabarãba Ãcõrẽ Jaurera edasid̶ada. Maʌ̃ unusid̶e ãdjía parata diayad̶a asia ab̶ari quĩrãca poya oi carea. 
ACT.8.19	Nãwã jarasia:
ACT.8.19	–Jãʌ̃ ʌb̶ʌada mʌ̃́a diad̶adua, mʌ̃a bid̶a mʌ̃ jʌwa baridua ʌ̃rʌ̃ b̶ʌbʌrʌd̶e Ãcõrẽ Jaure edamãrẽã.–
ACT.8.20	Baribʌrʌ Pedroba jarasia:
ACT.8.20	–¿Mãwãra bʌa crĩcha b̶ʌca Ãcõrẽba bari dia b̶ʌra nẽdobadada? ¡Bʌdji parata ume tʌbʌ uruad̶aa wãdua! 
ACT.8.21	Bʌ sora Ãcõrẽ quĩrãpita jipaẽ́ b̶ʌ bẽrã naʌ̃ trajura dairã ume ocara b̶ʌa. 
ACT.8.22	Maʌ̃ crĩcha cadjiruara igaradua. Ãcõrẽa quĩrã djuburiada iwid̶idua. Ãĩbẽrã maʌ̃ crĩcha cadjirua bʌ sod̶e b̶ʌra idjia quĩrãdoaisicada. 
ACT.8.23	Mʌ̃a unu b̶ʌa bʌra daiba o panʌ carea bio sobiẽ́ b̶ʌda. Cadjiruaba bʌra preso erob̶ʌa.–
ACT.8.24	Maʌ̃ne Simoʌ̃ba jarasia:
ACT.8.24	–Mʌ̃ carea dadjirã Boroa iwid̶id̶adua bãrãba jaraped̶ad̶ara mãwãrãmãrẽã.–
ACT.8.25	Pedroba Juaʌ̃ bid̶a bed̶ea dadjirã Boro Jesud̶ebemada jarad̶aped̶a Jerusaleʌ̃naa jẽda wãsid̶aa. Wãbʌdad̶e Samaria druad̶e zocãrã puru b̶ead̶e maʌ̃ bed̶ea biara jara wãsid̶aa.
ACT.8.26	Mãwãnacarea dadji Boro nezoca bajãnebemada ab̶a Pelipemaa zeped̶a nãwã jarasia:
ACT.8.26	–¡Piradrʌdua! Jerusaleʌ̃neba Gaza purud̶aa wãbada od̶aa wãdua.– (Maʌ̃ ora ẽjũã põãsa ewaraga b̶ʌd̶e wã b̶ʌa.)
ACT.8.27	Ara maʌ̃da Pelipera wãsia. Od̶e nĩne ẽberã Etiopía druad̶ebemada unusia. Maʌ̃ ẽberãra Etiopíad̶ebema boro nezoca droma basía.
ACT.8.28	Idji druad̶aa jẽda wãbʌrʌd̶e idji carretad̶e Ãcõrẽneba bed̶eabari Isaía cartada acʌ chũmasia. 
ACT.8.29	Mãwã b̶ʌd̶e Ãcõrẽ Jaureba Pelipea jarasia: “Jari b̶ʌ carreta caita nĩbad̶e wãdua.” 
ACT.8.30	Ara maʌ̃da araa pira wãped̶a ũrĩsia dji nezocaba Isaía cartada jĩgua le chũmʌda. Maʌ̃ne Pelipeba iwid̶isia:
ACT.8.30	–¿Bʌa le b̶ʌra cawa b̶ʌca?–
ACT.8.31	Idjia panusia:
ACT.8.31	–Ni ab̶aʌba jaradiaẽ́bʌrʌ mʌ̃a ¿sãwã cawai?–
ACT.8.31	Maʌ̃ne idjia Pelipea jarasia b̶adoped̶a idji caita chũmemãrẽã. 
ACT.8.32	Idjia Ãcõrẽ Bed̶ead̶e le b̶ad̶ara naʌ̃gʌ basía:
ACT.8.32	Oveja beabadamaa edebada quĩrãca idjira bead̶e edesid̶aa.
ACT.8.32	Dji cara tʌbarima b̶ʌd̶e oveja chupea b̶abari quĩrãca chupea b̶esia.
ACT.8.33	Idji carea ipid̶ad̶aped̶a jipa cawa od̶aẽ́ basía. Beaped̶ad̶a bẽrã ¿caiba idji warrarãnebemada poya nẽbʌrʌi?
ACT.8.34	Maʌ̃be Etiopíad̶ebema nezoca dromaba Pelipea iwid̶isia:
ACT.8.34	–Ãcõrẽneba bed̶eabariba nama ¿caid̶ebemada b̶ʌsi? ¿Ara idjid̶ebemada b̶ʌsica wa dewarad̶ebemada b̶ʌsi? Mʌ̃ djuburia jaradua.–
ACT.8.35	Ara maʌ̃da Pelipeba maʌ̃ bed̶ead̶eba bed̶ea bia Jesud̶ebemada jaradia b̶esia. 
ACT.8.36	Mãwã panʌne baido b̶ʌma jũẽne wãsid̶aa. Maʌ̃ne nezoca dromaba jarasia:
ACT.8.36	–Acʌdua. Nama baidoda b̶ʌa. Mʌ̃ra ¿borocueiẽ́ b̶ʌca?–
ACT.8.36	[ 
ACT.8.37	Pelipeba jarasia:
ACT.8.37	–Bʌa Jesura Ãcõrẽ Warrada wãrãda sod̶eba ĩjã b̶ʌbʌrʌ, borocueida b̶ʌa.–
ACT.8.37	Maʌ̃ne nezoca dromaba panusia:
ACT.8.37	–Mʌ̃a wãrãda ĩjã b̶ʌa Jesucritora Ãcõrẽ Warrada.–]
ACT.8.38	Ara maʌ̃da idji carretara nũmebisia. Ãdji umena doed̶aa wãnaped̶a Pelipeba idjira borocuesia. 
ACT.8.39	Drua zebʌdad̶e dadjirã Boro Jaureba Pelipera ãyã edesia. Nezoca dromaba idjira waa unuẽ́ basía, baribʌrʌ od̶e b̶ʌsrid̶a wãsia. 
ACT.8.40	Maʌ̃ne Pelipera Azoto purud̶e odjasia. Maʌ̃be puruza bed̶ea bia Jesud̶ebemada jara wãsia ab̶a Cesarea purud̶e jũẽbʌrʌd̶aa.
ACT.9.1+ACT.9.2	Maʌ̃ ewarid̶e Sauloba wad̶ibid̶a dadjirã Boro ĩjã b̶eara quenai carea waraga b̶abadjia. Sacerdote dji droma b̶ʌmaa wãped̶a iwid̶isia cartada b̶ʌcua diamãrẽã. Maʌ̃ cartara Damasco purud̶e judiorã dji jʌrebada deza edeida crĩcha b̶asia. Cartad̶e b̶ʌ́ b̶asia ãdjirã tãẽna Jesu Od̶e nĩna umaquĩrãrãda, wẽrãrã sid̶a jidaped̶a Jerusaleʌ̃naa jũma edeida b̶ʌda. 
ACT.9.3	Maʌ̃ cartara edaped̶a wãsia. Od̶e nĩne Damasco caita jũẽbʌrʌd̶e cawaẽ́ne bajãneba uruada jʌ̃rã tẽũsia. 
ACT.9.4	Maʌ̃ba Saulora egode b̶aebisia. Maʌ̃ne bed̶eada ũrĩsia. Maʌ̃ bed̶eaba jarasia:
ACT.9.4	–Saulo, Saulo, ¿cãrẽ cãrẽã mʌ̃ra biẽ́ oi carea ẽpẽ b̶ʌ?–
ACT.9.5	Maʌ̃ne Sauloba iwid̶isia:
ACT.9.5	–Mʌ̃ boro, ¿bʌra cai?–
ACT.9.5	Dji bed̶eaba panusia:
ACT.9.5	–Mʌ̃ra Jesua. Bʌa biẽ́ oi carea ẽpẽ b̶ʌra mʌ̃́a. Ara bʌdub̶a puabʌrʌa cũmia ʌ̃rʌ̃ tʌgabʌrʌ quĩrãca.
ACT.9.6	Jãʌ̃be piradrʌped̶a Damasco purud̶aa wãdua.
ACT.9.7	Saulo ume wãbʌdara bio dauperasid̶aa. Ãdjirãba bed̶eara ũrĩsid̶amĩna ni ab̶aʌda ununaẽ́ basía. 
ACT.9.8	Saulora egode tab̶aped̶a piradrʌsia, baribʌrʌ dau ogabʌrʌd̶e poya unuẽ́ basía. Maʌ̃be idji ume wãbʌdaba idji jʌwad̶e jidad̶aped̶a Damascod̶aa edesid̶aa. 
ACT.9.9	Mama idjia ewari ũbea unuẽ́ b̶asia, ne coẽ́ b̶asia, idjab̶a baido doẽ́ b̶asia.
ACT.9.10	Damascod̶e ẽberã Ananía abadada b̶asia. Maʌ̃ Ananíaba Jesucritora ĩjã b̶asia.
ACT.9.10	–¡Ananía!–
ACT.9.10	Idjia panusia:
ACT.9.10	–Mʌ̃ra nama b̶ʌa, mʌ̃ Boro.–
ACT.9.11	Dadjirã Boroba jarasia:
ACT.9.11	–Piradrʌped̶a Juda ded̶aa wãdua. Maʌ̃ dera O Jipa B̸ʌ abadad̶e b̶ʌa. Jũẽsira jaradua bʌa ẽberã Saulo Tarsod̶ebemada acʌd̶e ze b̶ʌda. Ara nawena idjia Ãcõrẽa iwid̶i b̶ʌa. 
ACT.9.12	Idjia cãĩmocara quĩrãca unusia umaquĩrã Ananía abadada idjimaa zeped̶a idji ʌ̃rʌ̃ jʌwa b̶ʌbʌrʌda idji dauba wayacusa unumãrẽã.–
ACT.9.13	Maʌ̃ne Ananíaba jarasia:
ACT.9.13	–Mʌ̃ Boro, mʌ̃a jãʌ̃ ẽberãnebemada ũrĩ b̶ʌa. Zocãrãba jarabadaa Jerusaleʌ̃ne idjia bʌ ẽberãrãra bio biẽ́ o b̶ʌda. 
ACT.9.14	Maʌ̃ awara sacerdote bororã trʌ̃neba naʌ̃ purud̶aa ze b̶ʌa bʌ ĩjã b̶eara jũma jida edei carea.–
ACT.9.15	Baribʌrʌ dadji Boroba jarasia:
ACT.9.15	–Wãdua. Mʌ̃a idjira edasia mʌ̃nebemada judiorãẽ́a, ãdjirã bororãa, idjab̶a israelerãa bid̶a bed̶eamãrẽã. 
ACT.9.16	Mʌ̃a idjía cawabiya sãwã bia mĩga b̶aida b̶ʌda mʌ̃nebemada bed̶eai carea.–
ACT.9.17	Ara maʌ̃da Ananíara Saulo b̶ʌmaa wãsia. Dji ded̶e ed̶a wãped̶a idji jʌwara Saulo ʌ̃rʌ̃ b̶ʌped̶a jarasia:
ACT.9.17	–Djaba Saulo, dadji Boro Jesu bʌma od̶e odjad̶aba mʌ̃ra zebisia wayacusa bʌ dauba unumãrẽã idjab̶a Ãcõrẽ Jaured̶eba b̶emãrẽã.–
ACT.9.18	Ara maʌ̃da Saulo daud̶eba b̶eda e quĩrãca b̶eada jurrusia. Maʌ̃ne wayacusa unu b̶esia. Maʌ̃be piradrʌped̶a borocuesia. 
ACT.9.19	Maʌ̃bebʌrʌ ne coped̶a cacua ʌb̶ʌasia.
ACT.9.19	Saulora Damascod̶e Jesu ĩjã b̶ea ume dãrãsia. 
ACT.9.20	Maʌ̃ne judiorã dji jʌrebada deza idjia jaradia b̶esia Jesura wãrãda Ãcõrẽ Warrada. 
ACT.9.21	Jũma maʌ̃ ũrĩbʌdaba cawa crĩchad̶aẽ́ basía. Ãdjirãba nãwã iwid̶i duanasid̶aa:
ACT.9.21	–¿Naʌ̃gʌẽ́ca Jerusaleʌ̃ne Jesu ĩjã b̶earã jõbi quĩrĩã b̶ad̶ara? ¿Nama ze b̶ʌẽ́ca ãdjirãra sacerdote bororãmaa preso edei carea?–
ACT.9.22	Baribʌrʌ Sauloba ewariza ebud̶aara cawabibadjia Jesura wãrãda Ãcõrẽba ẽdrʌ edabari diai jarad̶ada. Maʌ̃ba Damascod̶ebema judiorãba cawa crĩchad̶aẽ́ panesid̶aa.
ACT.9.23	Ewari zocãrã bad̶acarea judiorã Damascod̶ebemara Saulo bead̶i carea bed̶ea ausid̶aa. 
ACT.9.24	Maʌ̃ carea ãsa, diamasi bid̶a dji purud̶e ed̶a wãbadama jʌ̃ã panasid̶aa. Baribʌrʌ ãdjia crĩcha panʌra Sauloba cawasia. 
ACT.9.25	Maʌ̃ bẽrã diamasi Jesu ĩjã b̶eaba Saulora ẽ waib̶ʌad̶e b̶ʌd̶aped̶a dji puru mõgaraba aud̶u jũrã ca b̶ʌd̶eba ud̶aa puru dajada ʌrab̶ari b̶ʌsid̶aa.
ACT.9.26	Saulo jẽda Jerusaleʌ̃naa wãsid̶e Jesu ĩjã b̶ea ume b̶e quĩrĩã b̶asia.
ACT.9.27	Baribʌrʌ Bernabeba Saulora edesia Jesuba diabued̶arãmaa. Maʌ̃be idjia nẽbʌrʌsia sãwã Sauloba dadji Borora od̶e unusida, dadji Borora idji ume bed̶ead̶ada, idjab̶a sãwã Sauloba Damascod̶e Jesud̶ebemada ne wayaa neẽ́ bed̶eabadjida. 
ACT.9.28	Mãwã Saulora ãdjirã ume b̶esia. Maʌ̃ne Jerusaleʌ̃ne Jesud̶ebemada ne wayaa neẽ́ bed̶ea nĩbabadjia. 
ACT.9.29	Judiorã dji griego bed̶ead̶e bed̶eabadarã ume Jesud̶ebemada bed̶eabadjia baribʌrʌ idjira bea quĩrĩã panasid̶aa. 
ACT.9.30	Djabarãba maʌ̃ cawasid̶ad̶e Saulora Cesarea purud̶aa edesid̶aa. Mamaʌba idji puru Tarsod̶aa diabuesid̶aa.
ACT.9.31	Mãwãnacarea Judea druad̶e, Galilea druad̶e, Samaria druad̶e bid̶a djabarãra necai duanasid̶aa. Ãcõrẽ Jaured̶eba biara ĩjãsid̶aa, dadjirã Boro waya panʌneba nĩbasid̶aa idjab̶a Ãcõrẽ Jaure ʌb̶ʌad̶eba yõ wãsid̶aa.
ACT.9.32	Maʌ̃ ewarid̶e Pedrora Ãcõrẽ ẽberãrã acʌ nĩbabadjia. Ewari ab̶a Lida purud̶e b̶eada acʌd̶e wãsia. 
ACT.9.33	Mama ẽberã Enea abadada unusia. Maʌ̃ ẽberãra b̶ʌradrʌ b̶ʌ bẽrã ocho poa cʌd̶ad̶e b̶asia. 
ACT.9.34	Maʌ̃ne Pedroba jarasia:
ACT.9.34	–Enea, Jesucritoba bʌra biabisia. ¡Piradrʌdua! Bʌ cʌd̶ara b̶ed̶adua.–
ACT.9.34	Ara maʌ̃da Eneara piradrʌsia. 
ACT.9.35	Lida purud̶e, Saroʌ̃ ẽjũãne bid̶a jũmarãba dji biad̶ara unusid̶aa. Maʌ̃ carea dadjirã Borora ĩjãsid̶aa.
ACT.9.36	Maʌ̃ ewarid̶e Jesu ĩjã b̶ʌ wẽrã Tabita abadada Jope purud̶e b̶asia. Griego bed̶ead̶e idji trʌ̃ra Dorca abadjid̶aa.
ACT.9.37	Ewari ab̶a Dorcara cacua biẽ́ b̶eped̶a jaid̶asia. Maʌ̃be idjira sʌgʌd̶aped̶a ʌ̃taarebema dejãne urraju b̶ʌsid̶aa. 
ACT.9.38	Jope purura Lida caita b̶asia. Jesu ĩjã b̶eaba ũrĩsid̶aa Pedrora Lidad̶e b̶ʌda. Maʌ̃ carea ẽberãda umé idjimaa diabuesid̶aa nãwã bed̶ea djuburiad̶amãrẽã: “Daimaa isabe zedua.”
ACT.9.39	Ara maʌ̃da Pedrora ãdji ume wãsia. Jũẽsid̶ad̶e idjira dji bẽwãrã b̶ʌmaa edesid̶aa. Mama jũma pẽdra wẽrãrãda jĩã duanasid̶aa. Ãdjia Pedroa Dorcaba wua cajud̶ada acʌbisid̶aa. 
ACT.9.40	Maʌ̃ne Pedroba jũmarãda dajadaa wãbisia. Chĩrãborod̶e cob̶eped̶a Ãcõrẽa iwid̶isia Dorca ʌ̃rẽbabimãrẽã. Iwid̶iped̶a dji bẽwãrãmaa acʌbʌrʌd̶e jarasia:
ACT.9.40	–Tabita, ¡piradrʌdua!–
ACT.9.40	Ara maʌ̃da idjira dau ogasia. Pedro unubʌrʌd̶e ʌ̃ta chũmesia. 
