MAT.1.1	Atzin te lu'n atzin tajlal t-xe'chil Jesucrist, a tzajnin ti'j qtzan David ex ti'j qtzan Abraham:
2CO.4.9	exla qa ma qo el kyiky'inxjal, me me te Dios, nlay qo kyij tkolin; exla qa ti' xb'ant kyu'nxjal qi'j, nlay qo kub' tu'n. 
2CO.4.10	Ikyxjo tze'nku b'aj ti'j Crist, a qxmilil te twutz tx'otx' il ti'j tu'n tkyim. Me ma jatz anq'in Jesús juntl majl tuk'a nimxix tipin. Ex nqo b'et ja'lin kywutzxjal tuk'a tipin Jesús toj qchwinqil. 
2CO.4.11	Tze'nku qe, awo nimilqo ti'j Jesús, noqx n-elje qi'j tu'n qkyim, noq tu'n tpaj, tu'n tyek'it kyexjal, a ak'aj chwinqil te jun majx toj qanmin, a tzajnin tu'n Jesús. 
2CO.4.12	Ikytzi'n tze'nku nqo anq'i'n tjaq' xob'ajil te kyimin kyu'nxjal, tu'ntzintla t-xi qq'ma'n kye'y Tb'anil Tqanil kolb'il, ex tu'n tten kychwinqila tu'n te jun majx.
2CO.4.13	Qu'n q'uqlek qk'u'ja ti'j Dios, ikyx tze'nkuxjo tq'ma jun xjal toj Tu'jil Tyol Dios: Ma txi nnimi'n. Tu'npetzi'n nchin yoli'n ti'jjo t-xilin nnimb'ila.
2CO.4.13	Ex ikyxjo qe ja'lin. Ma txi qnimin. Tu'npetzi'n, nqo yolin ti'jjo lo: 
2CO.4.14	Qu'n b'i'n qu'n, qa ax Diosjo, a jatz anq'in qAjaw Jesús tu'n, kyxol kyimnin; ex ikyxjo qe ok qo jawil anq'in tu'n, tu'n qja ti'n junx kyuk'iy toj kya'j, ja' ta'ye qAjaw. 
2CO.4.15	Qu'n tkyaqilxjo n-iky'x qu'n, noq tu'n kyel wena twutz Dios, ex tu'ntzintla ttch'iyxjo aq'b'il chjonte te Dios te nimsb'il tb'i, tu'n jni' t-xtalb'il, a nch'iy toj tkyaqil twutz tx'otx'.
2CO.4.16	Tu'npetzi'n, mi qo tzaj numj. Exla qa a qxmilil lajo'n tu'n tb'aj, me mete qanmin noq kyja tu'n t-xi ku'xinix te' junjun q'ij. 
2CO.4.17	Qu'n tkyaqilxjo nya b'a'n n-iky'x qu'n ja'lin, nya nimxix, ex liwey kb'ajil te'. Me te t-xeljo ikyjo, ktzajil q'o'n jun chojb'il qe nimxix wen, a nlayx b'aj toj kya'j. 
2CO.4.18	Tu'npetzi'n, mi tz'ok qq'o'n qwutz ti'jjo at twutz tx'otx', a q'ancha'l. Qala' qq'onk qwutz ti'jjo a nya q'ancha'l. Qu'n tkyaqiljo q'ancha'l, te twutz tx'otx', ex kb'ajil te'. Me ante', a nya q'ancha'l, mi b'ajx te' te jun majx.
2CO.5.1	Atzin ja'lin, b'i'n qu'n qa kb'ajiljo qxmilil tze'nku jun tal pach, a jun paqx kb'ajil. Me qa ma b'ajjo qxmilil lu'n, at juntl b'inchin tu'n Dios toj kya'j, a mixla kb'ajilx, qu'n nya tq'ob' ichin b'inchilte. 
2CO.5.2	Twutzxix te', qa tzunx nqo xji'pi'nx wen tzalu'n twutz tx'otx', tu'n jni' n-iky'x qu'n, ex qajatla tu'n ttx'ixpitjo qxmilil ja'linxix, tu'n qpon toj jun ja te jun majx toj kya'j, 
2CO.5.3	tu'ntzintla at jun kutxb'il te' qanmin. 
2CO.5.4	B'a'nxe tzalu'n twutz tx'otx', tzunx nqxjipinxjo qib' wen, ex nqo b'isin, qu'n qky'e'tla tu'n tkyimjo qxmilil. Qala' atla qajjo tu'n tul Crist ja'linxix, tu'n qk'mo'nte ak'aj qxmilil te jun majx, tu'n ttx'ixpitjo qxmilil lo, ex nya tu'n tkyim, exsintla tu'n qxi'tz toj kya'j te jun majx. 
2CO.5.5	Qu'n axte Dios xq'mante tu'n tokjo qxmilil ikyjo. Ex a saj q'onte Xewb'aj Xjan toj qanmin te jun techiljo Tyol, qa yajxi, il ti'j tu'n ttzaj tq'o'n qxmilil anetzi'n.
2CO.5.6	Tu'npetzi'n, at tq'uqb'il qk'u'j ti'j. Atzi'n ja'lin, b'i'n qu'n, qa oto'x tojjo qxmilil tzalu'n twutz tx'otx', ex najchaqx oto' ti'jjo kya'j, ja' ta' qAjaw. 
2CO.5.7	Na'm qlonte lu'n, me ojtzqi'n qu'n, ex loqo nqo b'et tojjo qchwinqil tuk'a qnimb'il. 
2CO.5.8	Ex q'uqle qk'u'j ti'j, ex tu'ntzi'n ikyjo, qajatla tu'n tkyij tzaqpetjo qxmilil te twutz tx'otx', ex tu'n qaj najal tuk'a qAjaw te jun majx. 
2CO.5.9	Tu'npetzi'n, qq'onktzin tilil tu'n qel wen twutz qMan Dios, exla qa oto' tojjo qxmilil tzalu'n, mo qa ma qo aj tuk'a. 
2CO.5.10	Me il ti'j tu'n qok twutz Tkawb'il Crist, tu'n qok toj pa'b'in ti'jjo qb'inchb'in tuk'a qxmilil tzalu'n twutz tx'otx'; qa b'a'n, mo minaj.
2CO.5.11	B'i'n qu'n qa at tchewil Dios; tu'npetzi'n, i tok qq'o'n tilil, tu'n tkub' kyk'u'jxjal qu'n, tu'n kynimin. Ojtzqi'n te Dios tu'n, qa tuk'a junch'in qanmi'n nqo aq'ni'n, ex q'uqle qk'u'ja kyi'ja noqit aku tz'el kyniky'a te. 
2CO.5.12	Me nya tu'n lu'n, nqo jyon tumil tze'n tten tu'n qnimsin qib'a kywutza; qala' nqo q'o'n tumil kye'y, tu'n kykoli'n qi'ja, kye noq nchi nimsin kyib' kywutzxjal; ex tuk'a kab'e kyk'u'j nchi b'inchin tkyaqil. 
2CO.5.13	Qa ma qo iky'a tib'ajjo tumil toj twutz junjun kye' ti'j taq'in Dios, ala Dios ojtzqilte. Me nya ikyjo; qala' nchin yoli'n tojxix tumil tu'ntzin kyel wena.
2CO.5.14	Axjo tq'aq'b'il tk'u'j Crist chq'ol qey tu'n qyoli'n ti'j Tb'anil Tqanil kyuk'a txqantl, qu'n twutzx te' qa ma kyim Crist te qxel, awo o qo nimin ti'j, tu'ntzintla qkyim qkyaqilx ti'jjo tb'inchb'in ojtxe qten. 
2CO.5.15	Qu'n ate Crist o kyim tu'n qpaj qkyaqilx, tu'ntzin mi qo ajb'ine qex, qala' tu'n qajb'in te', a xkyim te qxel, ex ma jatz anq'in te jun majx, tu'n qel wen twutz.
2CO.5.16	Tu'npetzi'n, nti' tu'n qkawin ti'j juntl tze'nku tumil te twutz tx'otx', a noq pa'j yol nb'aj; exla qa ikyxjo ojtxe nqo kawintaqa ti'j Crist, a noq tze'nku jun a'la. Me atzi'n ja'lin, mikyxi qximjo. 
2CO.5.17	Qu'n tkyaqiljo at mujb'il tib' tuk'a Crist, ma tz'ok te jun ak'aj tchi'ysb'in. Ex mi xi lipe ti'jjo ojtxe tumil, qu'n tkyaqil ja'lin, ma tz'ok te ak'aj toj tchwinqil. 
2CO.5.18	Tkyaqiljo lu'n ma b'ant tu'n Dios, noq tu'n qmujb'in te qib' tuk'a, noq tu'n Crist. Ex ma tzaj toqxenin qoklin tu'n t-xi qq'ma'n kyexjal, tu'n tok kymujb'in kyib' tuk'a. 
2CO.5.19	Qu'n a t-xim Diosjo, tu'n kymujb'in te kyib' tkyaqilxjal twutz tx'otx' tuk'a, noq tu'n Crist, a kyim te chojb'il kyil, tu'ntzintla kyel wen twutz. Ex atzin ja'lin, ma tzaj tq'o'n qoklin tu'n t-xi qq'ma'n kye kykyaqil, tu'n kymujb'in te kyib' tuk'a. 
2CO.5.20	Ma qo ok nyakuj t-xel Crist tzalu'n twutz tx'otx'. Ex nqo yolin kyuk'axjal nya nimil, nyakuj aku Dios nkub'sin twutz kye. Tu'npetzi'n, nxi qq'ma'n kye tu'n kymujb'in te kyib' tuk'a Dios. 
2CO.5.21	Qu'n te Crist, nti' te' il b'ant tu'n. Me a Dios xi q'onte tkyaqil qil tib'aj twutz cruz, te jun kawb'il kujxix, noq tu'n tok te qxel, tu'ntzintla qok te tz'aqle twutz.
2CO.6.1	Qu'n tu'n nqo aq'ni'n junx tuk'a Dios toj taq'in, nqo kub'sin qwutza kye'y, tu'n mi tz'ele kyiky'inji'y t-xtalb'il, a ma tzaj tq'o'n kye'y. 
2CO.6.2	Qu'n ikyx ntq'ma'n Dios toj Tu'jil Tyol kyjalu'n:
2CO.6.2	Tojjo tq'ijil kynimb'ila, ma nb'i'y kyyola,
2CO.6.2	ex tojjo tq'ijil kolb'il, ma chin oni'n kyi'ja, chi'.
2CO.6.2	Me kxel nq'ma'n kye'y, atzin tq'ijiljo ja'lin tu'n kynimi'n; ex atzin q'ijjo ja'lin te kolb'il.
2CO.6.3	Mi nkub' qb'inchi'n jun ti' toj qchwinqila tu'n mi jaw tolpaj jun a'la toj tnimb'il, tu'ntzin mi chi yolb'inxjal ti'j qaq'nb'i'n. 
2CO.6.4	Qala', qaja tu'n tkub' qyek'i'n toj tkyaqil, qa jun b'a'n aq'nilqo'y te Dios, qu'n noqx pa'n tkyaqil wiq yajb'il qu'n; ex atku maj nti'x ch'in at qey, ex atku maj nim b'is ntzaj toj qchwinqila; 
2CO.6.5	atku maj nqo b'aj laqtzi'n, ex o qo kux jpu'n toj tze,
2CO.6.6	Me tojjo lo, nkub' qb'inchi'n tkyaqil tuk'a jun qanmi'n saqxix, ex tuk'a nim qnab'la ti'jjo twutzxix, ex ikyxjo tuk'a jun qanmi'n tu'n qxi laq'e'y toj qnimb'ila, ex tu'n qb'inchi'n b'a'n kywutz kykyaqil, tu'n Xewb'aj Xjan toj qanmi'n, ex tu'n tq'aq'b'il qk'u'ja twutzxix. 
2CO.6.7	Ex nkub' qyek'i'n qa jun b'a'n aq'nilqo'y ti'jjo Tb'anil Tqanil, a twutzxix, a xi qq'ma'n, ex tu'n tipin Dios quk'i'y, ex tu'n qoka tze'nku jun xo'l q'aq' tuk'a taq'wil qq'ob'a, tu'n qb'inchin te qib'a twutz il, ja'chaqx tzajitz. 
2CO.6.8	Atku maj nqo kub' nimi'n, ex atku maj mina. Atku maj nyolajtz b'a'n qi'ja, ex atku mina. Exla qa nqo yoli'n Tyol Dios jikyin wen, me atku maj n-ok q'ma'n qa sb'ulqo'y. 
2CO.6.9	Exla qa nya ojtzqi'nqo'y kyu'nxjal, me mete Dios, ojtzqi'nqoxixa tu'n; ex atku maj n-elje qi'ja tu'n qkyima, me loqo'y itz'qo tzmax tzalu'n. Ex nqo b'iylajtza, me nya ma qo kub' b'yo'n. 
2CO.6.10	Nyakuj tzunx nqo b'isi'n, me mina; qala' tzunx nqo tzalaja. Nyakuj nti'x ch'in at qe'y, me ma chi q'inimixxjal qu'n tuk'a Tyol Dios. Nyakuj manyor tal yajqoxa wen, me mina, qu'n tkyaqil at qe'y tu'n Crist, a tAjaw Tkyaqil.
2CO.6.11	Ayi'y werman aj Corint, ma qo yoli'n kyuk'iy tuk'a tkyaqil qanmi'n, qu'n nimxix tq'aq'b'il qk'u'ja kyi'ja. 
2CO.6.12	Twutzxix te' qa at nim qk'u'ja kyi'ja, me ayetzin kye', nti' kyk'u'ja qi'ja. 
2CO.6.13	Nimxix tq'aq'b'il nk'u'ja kyi'ja tze'nku jun manb'aj kyi'j tk'wal. Tu'npetzi'n, nchin kub'sin nwutza kye'y, tu'ntzintla kyk'u'jli'n wi'ja, tze'nku we' at nk'u'ja kyi'ja.
2CO.6.14	Mi tz'ok kymujb'in kyib'a junx kyuk'a xjal nya nimil. Qu'n ¿Tze'ntzin tten tu'n tmujb'inte tib'jo b'a'n tuk'a nya b'a'n? Ex a spiky'in, ¿Ma akutzin b'ant tmujb'it tuk'a qxopin? 
2CO.6.15	¿Ma akutzin tz'el wen Crist tuk'a tajaw il? ¿Ex tze'ntzin tten tu'n tel wen jun nimil tuk'a jun nya nimil? 
2CO.6.16	¿Ma junxsin tten tja Dios tuk'a jun twutzb'iyil? Qu'n ayetzin kye' ma chi oka te tja Dios itz'xix,
2CO.6.16	Kchin tenb'ila kyuk'iy, ex kchin b'etila kyxola.
2CO.6.16	Ex ayi'n kchin okil te kyDiosa,
2CO.6.16	ex ayetzin kye', kchi okil te Ntanima, chi'.
2CO.6.17	Tu'npetzi'n, ku kyetza kyxol nya nimil,
2CO.6.17	ex kypa'mil kyib'a kyi'j, chi qAjaw.
2CO.6.17	Mi chi b'inchi'n il, ex ok kchi k'metila wu'n.
2CO.6.18	Ex ayi'n kchin okil te kyTati'y,
2CO.6.18	ex ayetzin kye' kchi okil te nk'wala, chitzi'n tAjaw Tkyaqil.
2CO.7.1	Ikytzi'n werman, ayi'y at-xix nk'u'ja kyi'ja; ayetzin yoljo o chi tzaj tq'ma'n Dios qe. Tu'npetzi'n, qq'onktzin tilil, tu'n qsaqix te tkyaqiljo nya b'a'n toj qxmilil ex toj qanmin, tu'n qok tz'aqle, noq tu'n tchewil Dios.
2CO.7.2	Kyb'inkuy qyola. Mix a'l jun kye' ntzaj q'onte amb'il te qe'y toj kyanmi'n. Mi o kub' qb'inchi'n jun nya b'a'n ti'j jun kye'; ex mix a'l jun o kub' tz'aq toj tnimb'il tu'n qpaja; ex nya noq nqo sb'u'n kyi'ja tuk'a jun ti'. 
2CO.7.3	Nya noq tu'n nxo'n yol kyi'ja ma txi nq'manji'y lu'n, qu'n o txi nq'ma'n kye'y, qa at-xix nk'u'ja kyi'ja. Nqo anq'in ex kqo kyimila tuk'a qk'u'ja kyi'ja toj qanmin. 
2CO.7.4	Nimxix q'uqle nk'u'ja kyi'ja, expe nchin yoli'n kyi'ja kywutz txqantl; ma chewx wanmi'n kyu'n. Noq toj tkyaqiljo n-iky'x wu'n, me nchin tzalaja kyi'ja toj tkyaqil.
2CO.7.5	Atxixjo tej qkani'n toj tx'otx' te Macedonia, tu'n qb'inti'y kyqanila, nti' ch'in twenil o qna'y, qala' noqx ti'chaqku yajb'il o tzaj qi'ja; nchi jaw xjal tu'n kyq'oj, ex nimxix b'is toj qanmi'n.
2CO.7.6	Me ate Dios kchewsil kyanminjo aye' nchi b'isin, ex ma qo onite tu'n tponlin Tito quk'i'y. 
2CO.7.7	Ex nya noq tu'n tponlin Tito, qala' noq tu'n otaq chewx tanmin Tito kyu'n. Qu'n ma tq'ma Tito qe'y, qa nimxix kyk'u'ja wi'ja, qa ma chi lab'i'n, ex qa ma chi b'isi'n wi'ja. Me tu'njo lo, nimxix nchin tzalaja.
2CO.7.8	B'a'nxe atzi'n u'j xi ntz'ib'i'n kye'y b'e'x i jaw b'isi'n ch'in tu'n, me mi nja ka'min wanmi'n tu'n ja'lin. B'a'nxe tzaj ch'in nb'isa te tnejil, qu'n b'e'x i jaw b'isi'n tu'n, me noq te ch'in tqan. 
2CO.7.9	Tu'npetzi'n, nchin tzalaja, nya tu'n b'is tzaj toj kyanmi'n; qu'n atzi'n b'is ma tz'ajb'in tu'n tajtz ti'j kyanmi'n, ex tu'n kyb'inchinte kyte'n twutz Dios. Ma tziky'x ch'in b'is kyu'n, me nya noq kukxjo, qu'n ma tziky'x kyu'n tze'nku taj qMan Dios; ex nya noq taj k'a'nil qk'u'ja kyi'ja. 
2CO.7.10	Atzi'n b'is ntzaj tze'nkuxjo taj Dios; n-ajtz ti'j kyanmi'n tu'n, tu'n kykleta. Tu'npetzi'n, mi chin lab'ti'y ja'lin qa otaq txi nsma'n u'j kye'y, qu'n atzi'n qu'ja xi qsma'n nya noq kukxjo. Me te kyexjal nya nimilqe, atzi'n b'is nya te kolb'il, qala' te najin, qu'n mi n-ajtz ti'j kyanmin tu'n. 
2CO.7.11	Kyka'yinktzinji'y a wen ma b'ant tu'n b'is tzaj kyi'ja, qu'n a tze'nkuxjo taj Dios: Qu'n ma kub' kyximi'n tu'n tok tilil kyu'n, tu'n tyupjjo q'oj qxol; ex ma tzaj tyab' kywi'y tu'n otaq kub' kywutzlinji'y ajo il kyxola; ex nchi xob'taqa we'y, tu'n npo'n ilil kye'y. Atzin ja'lin kyajxixa tu'n kylonti'y nwutza, ex nchi koli'n wi'ja kywutz txqantl, qa nchin yoli'n twutzxix. Ex ma kub' kyximi'n liwey tu'n kykawi'n tib'ajjo b'inchil il. Tu'n tkyaqiljo lu'n, ma kub' kyyek'i'n, qa ma kub' kypa'n kyib'a ti'jjo il b'ant kyxola, ex nti' kypaja ja'lin. 
2CO.7.12	Tej tkub' ntz'ib'inji'y u'j, nya noq tu'n kyximintaqa ti'jjo xjal, a xb'inchin il, mo ti'jjo xjal a n-iky'x tu'n, tu'n tpaj il, qala' noq tu'n tel kyniky'a te twutz qMan Dios, qa nimxix tok tilil kyu'n tu'n kyb'inchi'n tze'nku otaq txi nq'ma'n. 
2CO.7.13	Tu'npetzi'n, ma chewx qanmi'n kyu'n. Me nya o'kxjo lo, qala' nimx nqo tzalaja tu'n ma kanin Tito quk'i'y tuk'a tqanil, qa ma nimsit tk'u'j kyu'n tuk'a nim tzaljb'il, tej xten kyxola. 
2CO.7.14	Qu'n otaq nq'may te Tito, tej na'mxtaq txi' kyuk'iy, qa tb'anil xjalqetaqa. Ex twutzx nya noq ẍin ela toj ntx'ixewa ti'jjo nq'may kyi'ja. Qala', tze'nkuxjo nq'ma'y kye'y, twutzxix s-ele te', ex tkyaqiljo xi nq'ma'n kyi'ja te Tito, ex twutzxix s-ele. 
2CO.7.15	Ex nimxix tk'u'j Tito kyi'ja, aj ttzaj tna'n tze'n xi kyniminji'y tyol, ex tze'n xk'mete kyu'n tuk'a jun kymutxb'il kyib'a, ex tuk'a nim tchewil qMan Dios kyuk'iy. 
2CO.7.16	Tu'npetzi'n, nchin tzalaja, qu'n ma qe nk'u'ja kyi'ja toj tkyaqil.
2CO.8.1	Atzin ja'lin, werman, qaja tu'n kyb'inti'y tze'n ma yek'ine t-xtalb'il Dios tojjo Ttanim toj ttx'otx' Macedonia. 
2CO.8.2	Exla qa nimx siky'x kyu'n wen toj kynimb'il, exla qa manyor yajqe erman anetzi'n, me tzunx nchi tzalajx, ex tb'a'nilx chi oyin tuk'a tkyaqil kyanmin, nyakuj manyor q'ininqexnaj wen, tu'n kymojin kyuk'a nimil toj Jerusalén. 
2CO.8.3	Twutzxix nyola, qu'n ma nli'y, qa xi kyq'o'n tuk'a tkyaqil kyanmin ti'jjo ch'in at kye, ex mape txi kyq'o'n ch'intl tib'aj. 
2CO.8.4	Ox chi kub'sinx kywutz qe'y, tu'n t-xi qtziyi'n tu'n kyok mojil quk'i'y ti'jjo onb'il kye erman toj Jerusalén.
2CO.8.5	Qu'n nimxixtl b'ant kyu'n, tze'nkuljo qe' kub' qb'isin nej; xi kyq'o'n kyib' tu'n kyajb'in te Dios, ex kyaq' kyib' tu'n kyajb'in qe'y, tze'nku taj qMan. 
2CO.8.6	Tu'npetzi'n, ma qo kub'sin qwutza te Tito, tu'n t-xi' juntl majl kyuk'iy, tu'ntzintla tjapin kyu'n tu'n kywenila, tu'n tja chmetjo oyaj, a otaq txi xkye tu'n. 
2CO.8.7	Qu'n ikytzi'n tze'nkuxjo nchi ch'iya wen toj tkyaqil: Tze'nku toj kynimb'ila, ex jni' kyxnaq'tzb'ila, ex at-xix kynab'la, ex o tz'ok tilil kyu'n tu'n kyela wen toj nwutza, ex nim kyk'u'ja qi'ja; ikyxsintzjo tojjo tb'anil onb'il lo, ok kchi elila twutz.
2CO.8.8	Mi xi nq'manji'y lu'n kye'y tze'nku jun kawb'il, qala' noq waja tu'n tel nniky'a te, qa tuk'a tkyaqil kyanmi'n kxel kyq'onjiy onb'il lo, ikyxjo tze'nku kye erman toj Macedonia. 
2CO.8.9	Qu'n b'i'n kyu'n a t-xtalb'il qAjaw Jesucrist: Attaq tkyaqil q'inimil tuk'a toj kya'j, me noq tu'n kypaja, b'e'x kyij ttzaqpi'n tkyaqil, exsin kub' tq'o'n tib'tz tzalu'n twutz tx'otx' tze'nku jun xjal yaj, tu'ntzintla kyoka te q'inin tojjo kynimb'ila ti'j, noq tu'n yajb'il n-iky'xtaq tu'n.
2CO.8.10	Ti'j tkyaqiljo lu'n kxel nq'o'n jun tumil: Tojjo ab'q'e xb'aj, nya noq kub' kyb'isi'n tu'n t-xi kyq'o'n jun oyaj, qala' b'e'x tzyetku tchimle kyu'n. 
2CO.8.11	Atzin ja'lin, kyq'onka tilil, tu'n tjapin b'aj kyu'n, tze'nkuxjo at kye'y, ex tze'nkuxjo kyb'isa, tej t-xi xkyeku kyu'n te tnejil. 
2CO.8.12	Qu'n qa ma txi kyq'o'n jun oyaj tze'nkux at kye'y tuk'a tkyaqil kyanmi'n, ntzalaj te Dios ti'j, a xi kyq'o'n tze'nkuxjo at kye'y, qu'n mi nqaninte Dios ti'jjo a nti' at kye'y.
2CO.8.13	Mi nxi nq'manji'y lu'n, tu'n t-xi kyq'o'n tkyaqiljo at kye'y, ex tu'n tok yajil kyi'ja, noq tu'n kypajjo txqantl; qala' tu'ntzin junx tu'n kyeli'y. 
2CO.8.14	Qu'n qa at ch'in kye'y ja'lin, tu'n kymoji'n kyi'jjo txqantl; ex b'alaqa toj juntl majl ayetl kchi mojil kyi'ja, aj tel b'ajjo kye. Ikytzin tumiljo, tu'n qel junx, 
2CO.8.15	ikyxjo tze'nku ntq'ma'n toj Tu'jil Tyol Dios ti'jjo maná, a xi tq'o'n Dios kye aj Israel:
2CO.8.15	Aye' ila' kyb'aj ex nim o chmet kyu'n,
2CO.8.15	b'a'n tu'n tkub' kypa'n kyxolx,
2CO.8.15	ex jun elnin tu'n tele.
2CO.8.15	Ex aye' nya ila' kyb'aj, ex nya nim o chmet kyu'n,
2CO.8.15	exla qa noq kyinchaqjo teyile junjunch.
2CO.8.16	Chjonte qMan Dios, tu'n xkux tq'o'n toj tanmin Tito nim tk'u'j kyi'ja tze'nkuxjo we'. 
2CO.8.17	Qu'n tej qkub'sin qwutza te, tu'n t-xi' juntl majl kyuk'iy, ox tzalajx wen, qu'n tu'n otaqx kub' tb'isin tu'n t-xi' lol kye'y. 
2CO.8.18	Ex at juntl erman, ma txi qsma'n tuk'a Tito, b'a'nxix tyolajtz kyu'n tkyaqil Ttanim Dios, tu'n taq'nb'in ti'j Tb'anil Tqanil. 
2CO.8.19	Ex nya o'kxjo, qala' aye Ttanim Dios ma chi jaw sk'onte erman lu'n, tu'n t-xi' quk'i'y tojjo qb'e'y, ex tu'n tonin ti'jjo onb'il, a kxel qi'n te nimsb'il tb'i qAjaw, ex te jun yek'b'il ti'jjo qwenil. 
2CO.8.20	Nkub' qb'inchinji'y lo, qu'n qky'e'y tu'n kyyolb'inxjal qi'ja, qa ma kub' qyupin ch'in ti'jjo oyaj ktzajil kyq'o'n qe'y. 
2CO.8.21	Qu'n tok tilil qu'n, tu'n qb'inchi'n tkyaqil tojxix tumil twutz Dios ex kywutzxjal.
2CO.8.22	Ex junx kyuk'a Tito, ma txi qsma'n juntl qerman, ex o tz'ok qka'yi'n qa saqxix toj tkyaqil taq'in Dios. Ex tajxix tu'n tmojin tojjo lo, majxpe a ja'lin q'uqlekxix tk'u'j kyi'ja. 
2CO.8.23	Atzin kyi'jjo erman aye', nti' jun ch'otjb'il kyi'j. Qu'n te Tito jun wuk'a weji'y toj aq'untl kyxola, ex ayetzin txqantl, aye Ttanim Dios i xi sma'nte kyxola te kyxel, ex ntzalaj Crist kyi'j. 
2CO.8.24	Tu'npetzi'n, kyyek'inxa qa at-xix kyk'u'ja kyi'j, ex japinxitjo qyola ma txi qq'ma'n kye, qa wenqexixa, tu'n kyoka te jun yek'b'il kywutzjo tkyaqil Ttanim Dios.
2CO.9.1	Atzin ti'jjo oyaj tu'n t-xi' kye erman nimil toj Jerusalén, nyatla il ti'j tu'n t-xi ntz'ib'i'n kye'y, 
2CO.9.2	qu'n ojtzqi'n wu'n, qa kyajxixa tu'n kyoni'n kyi'j, ex nimx nchin yolin kyi'ja kyxol nimil aj Macedonia, qa ayi'y toj tx'otx' te Acay kub' kyb'isi'n tu'n kyoni'n atxix tojjo ab'q'e xb'aj. Ex atzin yek'b'il lo ma qe kyk'u'j nim aj Macedonia ti'j, ex tok tilil kyu'n, tu'n kymojin ti'jjo onb'il anetzi'n. 
2CO.9.3	Me ma chex nchq'onji'y erman lo, qu'n nya noq kukxjo nchin yoli'n kyi'ja kywutzjo txqantl ti'jjo lo. Qala' tu'ntzintla noqx ite'kula tze'nkuxjo o txi nq'ma'n kye'y. 
2CO.9.4	Yajtzila' qa ẍe'x junjun aj Macedonia wuk'i'y, exsin qa mikyxikutaq kytenji'y, ¿Nyapela kqo tx'ixwela? ¿Yajxsila kye'? 
2CO.9.5	Tu'npetzi'n, kub' nb'isi'n tu'n kyxi nchq'onji'y erman lo, tu'n kyxi nej kyuk'iy, tu'ntzintla kymojin tu'n ttzqetjo oyaj, a xi kytziyi'n, ex noqitla tkub' te jun yek'b'il ti'jjo kyso'jila, ex nya ti'jjo tkujil kyanmi'n.
2CO.9.6	Me kyna'nkutzinji'y jun yol lo: Ankye te' nya nim k'welix tawa'n, ex nya nim kjawil tchmo'n. Ex ankye te' ma nintz k'welix tawa'n, ex ma nintz te' kjawil tchmo'n. 
2CO.9.7	Tu'npetzi'n, ax junjun b'a'n tu'n t-xi tq'o'n tze'nkuxjo ma kub' tb'isin toj tanmin; nya tuk'a kab'e tk'u'j, ex nya noq jun a'la aku lab'te kyi'ja, qu'n ate Dios nk'u'jlin te', a nxi tq'o'n tuk'a tzaljb'il. 
2CO.9.8	Qu'n axte Dios nim tipin, tu'n ttzaj q'o'nte nimxix kye'y tu'n t-xtalb'il, tu'ntzintla ttzqetjo tkyaqil atx taj kye'y, ex tu'ntzintla kukx tu'n kyoni'n kyi'jjo txqantl, 
2CO.9.9	tze'nku ntq'ma'n toj Tu'jil Tyol Dios:
2CO.9.9	Ankye' k'wel tsipi'n a at te kye yaj tuk'a tkyaqil tanmin,
2CO.9.9	a twenil lo kyjel te jun majx.
2CO.9.10	Qu'n axte Dios kukx ntzaj q'o'nte ijaj kye awal, tu'ntzin tchmet kywa. Ex qa ma txi kyq'o'n tuk'a tkyaqil kyanmi'n kye yaj, ktzajil tq'o'n Dios t-xel toj awal, tu'n tch'iy wen, tu'ntzin kukx tu'n kyoyinji'y kye txqantl.
2CO.9.11	Ikytzi'n, kchi q'inimilxji'y toj tkyaqil, tu'ntzintla kukx t-xi kysipinji'y kye txqantl, aye', a nti' at kye, ex ajtzin t-xi qinji'y kyoyaja kye erman toj Jerusalén, ktzajil anq'in aq'b'il chjonte te qMan Dios toj kyanmin, noq tu'n kywenila.
2CO.9.12+2CO.9.13	Qu'n atzi'n kyoyaja kxel kysma'n at kab'e tumil: Tnejil, ti'jjo onb'il a kxel kysma'n, ex tkab', te aq'b'il chjonte te qMan Dios. Qu'n atzi'n kyoyaja k-okil te jun yek'b'il kywutz txqantl, qa ma kub' kynimi'n Tb'anil Tqanil ti'j Crist tuk'a tkyaqil kyanmi'n, ex kjawil kynimsin tb'i qMan Dios tu'n kyoyaja, a kxel kyq'o'n kye, ex kye txqantl. 
2CO.9.14	Ex chi na'l Dios kyi'ja, qu'n at-xix kyk'u'j kyi'ja, tu'n t-xtalb'il Dios, a ma tzaj tq'o'n kye'y. 
2CO.9.15	Chjonte qMan Dios tu'n toyaj nimxix ma tzaj tq'o'n qe, a kolb'il te jun majx.
2CO.10.1	Ayi'n Pabl, nchin kub'sin nwutza kye'y, toj tb'i Crist, a b'uninxix ex tb'anilxix, tu'n tel kyniky'a ti'j. Qu'n kab'etzila nk'u'ja, ex nchin xob'a tze'nku inti'n kyuk'iy. Me ajtzin qa najchaq intini'y, kujxix chin yoli'nch. 
