GEN.1.1	Mugaeai mugaeai tau, Deo ikado bubur ga tano ga iuot. 
EPH.1.2	Kemi ngan Deo Tamada ga Maron Iesus Kristus, gisirua led kadonga lolo marum aea ga lolo tarui aea idio pagimi.
EPH.1.4	Ngan ado toaiua Deo ikado tano toa ne ga iuot maitne, ei isio gita motean ngan lupnga toman ngan Kristus, ta idol ele ul ngan gita ga ikado ta leda idil eta paeamao imatai mao. Ngan ele kadonga kimnga aea 
EPH.1.5	irau posanga motean ngan gita ta ibada gita ga taot ele gergeu tautaunga ngan Iesus Kristus ele naurata. Ele kadonga toa ne inasi ele kimnga ta ikado ei ga itin igelgel. 
EPH.1.6	Ta gita tasoa ieda ngan ele kadonga lolo marum aea toa ne. Deo ele kadonga lolo marum aea toa ne eine kapei tau ga ipasolan ele taranga. Eine inam pagita ngan leda lupnga toman ngan Inat toa ikim ei tau. 
EPH.1.7	Ngan leda lupnga pan, ei ipola gita ta tatnan leda madonga paeamao. Be kadonga toa ne inam pagita ngan ising toa itoki ngan ado toaiua imate. Ta ei isamum leda kadonga sasat. Be kadonga toa ne inasi ele kadonga lolo marum aea toa iuon kapei ga kapei tau ga ienono. 
EPH.1.8	Be ei inonoi ele kadonga lolo marum aea ga inam pagita kapei tau toman ngan ele oatainga kemikemi imata ede ga ede. 
EPH.1.9	Deo irau posanga motean ngan saoa danga iuangga ikado ngan Kristus ele naurata. Be mugaeai ga inam, posanga toa irau ne ienono mumulnga. Be ngan ele tingelgel, ipaola ga inam pagita ga iuot masaeai. 
EPH.1.10	Ta muriai, oangga ado toa Deo isio motean oa iuot, posanga toa irau ne ga iuot tautaunga. Ngan ado toaiua, ei ga ipaluplup danga toa ngada ne buburiai ga tanoeai ta tidae Kristus ibageai.
EPH.1.12	Rabu ngan alu toa ngada ne, gai Iuda amuga ta lolomai matua ngan Kristus. Ta Deo isio gai ngansa ikim gai manta asoasoa ieda ga apasolan iura kapei ga ele taranga. 
EPH.1.13	Be gimi panua toa Iuda ami mao, gimi pade alup toman ngan Kristus ngan ado toaiua alongo posanga tautaunga ngan ele ato kemi. Ta ngan ato kemi toa ne, ei ibada gimi mulian. Ga pade ngan lemi lupnga pan, lolomi matua ngan ei. Tota inasi ele posanga tautaunga toa ikado mugaeai, ta ibada Itautau Tutui ga ila pagimi. Itautau Tutui toa ne eine mambe ul toa ipasolan mambe gimi aot ele panua tautaunga. 
EPH.1.14	Ga pade, Itautau Tutui eine mambe mudannga toa Deo ibada pagita ta iman kilala ngan gid danga kemikemi toa Deo ga ibada pagita muriai. Ta gita tasangasanga danga toa ne ga irangrang ngan ado toaiua Iesus ipola gita ta tatnan leda madonga paeamao. Toa bedaoa ta gimi pade ga asoasoa ieda ga apasolan iura kapei ga ele taranga.
EPH.1.15+EPH.1.16	Ngan ipu toaine, naposa kemi ga ila pan Deo somisomi ngan gimi ngan leg raring, be nakaput ngan mao. Mugaeai lolomi matua ngan Maron Iesus ga akim tau gid panua tututui ton Deo. Ta ngan ado toaiua nalongo ngan gimi toa bedaoa ga irangrang ngan labone, nakakado leg raring ngan luanga gimi. 
EPH.1.17	Nararing ga ila pan Deo ton ada Maron Iesus Kristus. Ei gita Tamada toa ele taranga kapei tau. Be nabeta ei ngan ibada Itautau Tutui ga ila pagimi kapei tau ta ilua gimi ngan oatainga kemikemi imata ede ga ede, ga ipasolan gimi ngan ele posanga ipu. Toa bedaoa ta aoatai kemi tau ngan ei. 
EPH.1.18	Ga pade, nabeta ei ngan ikado ga matami pal ta agera kemi ele taranga toa itara lolomiai. Toa bedaoa ta irangrang ngan aoatai kemi mambe ei ibaba gimi ngan badanga gid danga kemikemi buburiai aea. Gid danga toa oa, ei iposa tautaunga ngan pagid ele panua tututui. Ta gimingada panua tututui toa oa ga tinimi igelgel ta asangasanga. 
EPH.1.19	Toa bedaoa ta gimi ga aoatai mambe ei iura matua soke tau ga iasal danga toa ngada ne. Be iura kapei toa ne ilualua gita panua toa loloda matua ngan ei. Eine ibokoboko matua tau pagita, 
EPH.1.20	lalaede mambe ibokoboko ngan Kristus mugaeai. Ngan ado toaiua, Deo iura kapei toa ne ipei Kristus mulian ngan ele matenga. Ga kus ta idol ei ga idio imado ngan ibage oatai toa buburiai oa. 
EPH.1.21	Tota Kristus imamado gadae tau ngan gid anggelo ga antu matad ede ga ede toa urad ga edad kapeipei. Be ei kekelen ieda kapei ga kapei tau labone kekelen mao, be somisomi ga ilalala ga ila pade. 
EPH.1.22	Deo idol danga toa ngada ne ga idio iae ibuloloeai, ta idol ei ga ilabora imuga ngan danga toa ngada ne. Ngan kadonga toa ne, ei imadid ga imuga ngan gid panua toa iuato gid iaoa kelede ei ton. 
EPH.1.23	Gid iaoa kelede ton Kristus, eine mambe Kristus itin. Be Kristus kekelen iuon ele panua toa ngada ne lolodeai ta ikado ga danga toa ngada ne matad bibita ga timamado.
EPH.2.2	Ngan ado toaiua, gimi anasnasi gid kadonga papaeamao togid panua tanoeai ad. Gimi anasnasi madidnga togid antu ga iriau papaeamao. Eina gid antu urad kapeipei toa tibakbak alele mariambai. Be labone, ad madidnga toa oa ibokoboko maitne pagid panua papaeamao lolodeai toa tilongolongo Deo ilinge mao. 
EPH.2.3	Mugaeai gita toa ngada ne tamamado toman ngan gid panua toa bedaoa, ta tanasnasi kimnga papaeamao tinida aea. Ta somisomi kimnga papaeamao idada gita alele, ta matada nanan danga eta pade mao. Toa ada popongai ga inam, gita panua papaeamao, ta Deo iuangga ipanas gita toman ngan panua papaeamao padengada. 
EPH.2.4+EPH.2.5	Tautaunga leda kadonga sasat ikado gita ga taot mambe panua matemate, be Deo ilolo isat kapei, ta ikim gita kapei ga kapei tau. Ei ipei gita mulian toman ngan Kristus. Ta ngan ele kadonga lolo marum aea, ibada gita mulian. 
EPH.2.6	Ngan leda lupnga toman ngan Iesus Kristus, ei ipei gita mulian ngan leda matenga, ta ipamado gita toman ngan ei ngan ele mul maron aea toa buburiai oa. 
EPH.2.7	Ikado bedane ngansa iuangga ipasolan gid panua toa ngada oa muriai ga ilalala ga ila, mambe ele kadonga lolo marum aea eine kapei tau ga iasal danga toa ngada ne. Ele kadonga mamaron toa ne inam pagita ngan Iesus Kristus. 
EPH.2.8	Ngansa ngan ele kadonga lolo marum aea kekelen, Deo ibada gimi mulian. Gimi akado danga eta ngan luanga gimi mulian mao, be Deo ibada gimi mulian mambe ele tenainga ila pagimi. Lemi kadonga lolo matua aea eine mambe edap tenainga toa ne ila pagimi ngan. 
EPH.2.9	Kadonga toa ne iuot ngan gimi lemi naurata mao. Deo kekelen ikado, ta irangrang ngan eaba eta iparim ngan ei mulian mao. 
EPH.2.10	Ngansa gita eine Deo ibage mul. Ngan leda lupnga toman ngan Iesus Kristus, Deo ikado gita ga taot panua papau, ngansa iuangga gita takakado naurata kemikemi. Gid naurata kemikemi toa ne, ei ikoromot motean ngan gita ta iuangga tanasnasi.
EPH.2.11	Matami nanan lemi madonga mugaeai aea. Ngan ami poponga, gimi aot sing kelede toman ngan gid Iuda mao. Gid Iuda tinasnasi kadonga palunga aea, ta somisomi tiuatoato gimi alu padengada mambe panua abada palunga mao. Be palunga toa tikeokeo ngan ne, eine gid eababa tikakado. 
EPH.2.12	Tota matami nanan, mugaeai gimi alu padengada amamado aluai ngan Kristus ngan ado toaiua. Mugaeai gimi amamado gaot ngan alu togid Israel ta aman Deo ele panua mao. Gimi aman panua tuanga ede pade ami. Be gid posanga toa Deo irau toman ngan ele panua, ga posanga tautaunga toa ikakado ngan luanga gid, eine gimi aoatai ngan mao. Ngan ado toaiua, irangrang ngan gimi asanga danga eta kemi ga iuot muriai ngan gimi mao. Ngan lemi madonga tanoeai, aoatai ngan Deo mao ga mao tau. 
EPH.2.13	Mugaeai gimi amamado aluai tau ngan Deo. Be labone ngan Iesus Kristus ising, Deo ibada gimi ga anam alup toman ngan Kristus ta anam boloma pan Deo.
EPH.2.15	Ga pade, ei ipamate apu ton Moses toman ngan aea posanga idil imata ede ga ede, ta labone apu iura mao, ngansa ei iuangga ipaluplup gita alu toa rua ne ga taot iaoa kelede. Tota ikado ga loloda itarui pol ngan gita. 
EPH.2.16	Ga pade, ngan ele matenga ngan abei tabala, ikado ta gita alu toa rua ne loloda kelede pade toman ngan Deo, ngansa ei kekelen ipamate ariapolpol toa ienono rabu ngan gita ga Deo. 
EPH.2.17	Tota ngan ele namanga, ei ipaola posanga lolo tarui aea ga ila pagimi panua toa amamado aluai, ga pagai panua toa amamado boloma pan. 
EPH.2.18	Gita loloda itarui toa bedaoa ngansa ngan Kristus, gita iaoa toa rua ne tabada Itautau Tutui toa kelede ne. Ta ei isaoa leda edap ngan langa pan Tamada Deo.
EPH.2.20	Gimi mambe luma toa Deo ikado. Ei ipagun gai panua ato amai ga gid panua toa tibabada iaoa mambe luma toa ne aea kadanga. Be Iesus Kristus kekelen iman luma toa ne aea kisinga. 
EPH.2.21	Ta luma aea danga toa ngada ne ilup toman ngan Kristus. Ta ei ibalep kemi gid danga kelede kelede ta ilalala ga idae kapei. Ta ngan Maron iura, iuot luma ei ton toa ele ul ienono ngan. 
EPH.2.22	Gimi pade alup toman ngan Kristus, ta ei ipagun gimi ga aot mambe luma madonga aea ton Deo toman ngan Itautau Tutui.
EPH.3.3	Mugaeai ato toa ne aea posanga ienono mumulnga. Be Deo ipaola posanga mumulnga toa ne ga inam pagau, ta patautene aoag inasi kautede ngan posanga toa ne ngan leg laulau. 
EPH.3.4	Ta oangga gimi aoato posanga toa ne, gimi ga agera mambe Deo ibada oatainga kemi pagau ngan posanga mumulnga toa ne ngan Kristus. 
EPH.3.5	Mugaeai tau ga inam, eaba eta iuatai kemi ngan posanga mumulnga toa ne ipu mao. Be labone Itautau Tutui ipaola ga iuot masaeai pagai panua ato amai ga pagid panua tibabada Deo iaoa. 
EPH.3.6	Posanga mumulnga toa ne ipu ga bedane: Ngan Iesus Kristus ele ato kemi, gimi panua alu padengada ami aot iaoa kelede toman ngan gai Iuda ta gitaingada tasangasanga anada ngan gid danga kemikemi toa Deo iposa tautaunga ngan mugaeai. Gid danga kemikemi toa ne, tabada ngan leda lupnga toman ngan Iesus Kristus.
EPH.3.8	Tautaunga gau edag mao rabu ngan Deo ele panua tututui toa ngada oa, be Deo ilolo marum ngan gau ta ibada naurata toa ne pagau ngan paolanga ele ato kemi ga ila pagimi alu padengada. Ato kemi toa ne iposaposa ngan gid danga kemikemi tau toa Kristus ikado ngan gita. Eaba eta irangrang ngan imata inasi kemi gid danga toa ne ipu mao, ngansa eine kemikemi tau ga iasal leda oatainga. 
EPH.3.9	Ga pade, ibada naurata pagau ngan pamerenga posanga pagid panua toa ngada ne ngan saoa danga Deo iuangga ikado. Ngan ado toaiua Deo ikado danga toa ngada ne ga iuot ga irangrang ngan labone, posanga toa ne ienono mumulnga. 
EPH.3.10	Be labone ikado ga iaoa kelede ton Kristus iuot, ta ei ikim gid iaoa kelede ei ton tipasolan gid antu ga iriau papaeamao toa urad ga edad kapeipei mambe Deo kekelen ele oatainga imata ede ga ede. 
EPH.3.11	Mugaeai tau Deo irau posanga ngan saoa danga iuangga ikado, ta labone inasnasi ga iuot tautaunga ngan ada Maron Iesus Kristus ele naurata. 
EPH.3.12	Ngan leda lupnga toman ngan Kristus ga ngan leda kadonga lolo matua aea ngan ei, gita tarangrang ngan tala boloma pan Deo, be tamataud mao, ngansa taoatai kemi mambe Kristus ei gita leda edap ngan tala pan Deo. 
EPH.3.13	Tota nabeta gimi, kadonga kulupulupu toa iuotot ngan gau ngan luanga gimi ne, lolomi alele ngan padam, ga atnan lemi kadonga lolo matua aea mao. Ngansa kadonga toa ne ga ilua gimi ta amado kemi tau ngan Deo ele taranga.
EPH.3.14	Gau matag nanan Tamada Deo ele kadonga kemi tau ngan gita, ta nakor aeg ngan leg raring ga ila pan. 
EPH.3.15	Ei kekelen iman panua toa ngada ne buburiai ga tanoeai Tamad. Ei kekelen ikado gid iaoa kelede toa ngada ne ga tiuot. 
EPH.3.16	Ei iuangga ilua gimi ngan gid danga kemikemi tau buburiai aea. Ta ngan leg raring ga ila pan, nabeta ei ngan ipamatua gimi ngan iura kapei toa inam pan Itautau Tutui. Ta pamatuanga toa ne ga iuon lolomiai. 
EPH.3.17	Toa bedaoa ta Kristus ga imamado lolomiai, ngansa lolomi matua ngan ei. Ta ei ga ipamatua gimi ta amadid matua tau ngan ele kadonga kimnga aea, mambe tano ikisi abei iuaroar ga imadid matua, ga mambe luma imadid matua ngan aea kadanga. 
EPH.3.18	Toa bedaoa ta gimi ga abada pamatuanga toman ngan Deo ele panua tututui toa ngada oa. Ta irangrang ngan aoatai kemi ngan Kristus ele kadonga kimnga aea. Ta matami inasi mambe ele kimnga toa ne kapei ga kapei tau ga ilalala ga ila irangrang ngan kus mao. 
EPH.3.19	Ta gimi ga aoatai mambe Kristus ele kimnga toa ne iasal panua toa ngada ne led oatainga. Tota saoa danga kemikemi toa iuon Deo iloleai ga ienono, eine ga iuon gimi lolomiai pade.
EPH.3.20	Tasoa Deo ieda! Ei iura toa ibokoboko lolodai ne, eine kapei ga kapei tau. Ta ele luanga irangrang ngan iasal saoa danga tabeta ei ngan ga saoa danga matada nanan lolodai pade. 
EPH.3.21	Gita iaoa kelede ton Iesus Kristus, ngan leda lupnga pan, tamamado ngan soanga Deo ieda somisomi ga ilalala ga ila. Eine tautaunga.
EPH.4.2	Irangrang ngan asoa edami mulian mao, be adol gimi ga adio gadio. Irangrang ngan lolomi bake manmanae mao, be oangga oaeoaemi tikuk lolomi, manta abisibisi toman ngan lemi kadonga kimnga aea. 
EPH.4.3	Manta amarum tau ngan kisinga Itautau Tutui ele kadonga lolo kelede aea. Kadonga lolo kelede aea toa ne, eine mambe oaro ede itutulan gita ta taot iaoa kelede ga loloda itarui. 
EPH.4.4	Gimi alup kelede ta aot mambe Kristus itin. Be Itautau Tutui kelede mon imamado. Lalaede toa bedaoa, Deo ibaba gimi ta asangasanga madonga kelede toa muriai ga ibada pagimi. 
EPH.4.5	Be Maron kelede mon imamado, ga kadonga lolo matua aea kelede mon ienono, ga paliliunga kelede pade. 
EPH.4.6	Deo kelede mon imamado. Ei gita toa ngada ne Tamada. Ei kekelen gadae ngan danga toa ngada ne, be ei kekelen ibokoboko rabu ngan gita toa ngada ne, ga imamado gita toa ngada ne lolodai.
EPH.4.8	Eine lalaede mambe ele laulau ikeo ngan ga bedane,
EPH.4.8	“Ei iasal aea miri itamatama ga kus, ta idae ga ila gadae.
EPH.4.8	Ei iluku aea miri itamatama toa oa ta idada gid ga tila.
EPH.4.8	Be ipota tenainga ga ila pagid ele panua.”
EPH.4.10	Be eaba toa isulug ne, ei kekelen idae ga ila gadae tau buburiai. Toa bedaoa ta irangrang ngan imamado ngan tibur toa ngada ne ta danga toa ngada ne ienono ibageai. 
EPH.4.11	Ta ei kekelen ipota tenainga ga ila pagid ele panua ga bedane: Idol edengada ga timan panua ato ad, be padengada tibabada Deo iaoa, be padengada tipapaola ato kemi, be padengada timariala ngan Deo ele panua ga timan panua paoatainga ad. 
EPH.4.12	Ei ipota gid tenainga toa oa ngan luanga gita Deo ele panua tututui ta tarangrang ngan takakado naurata kemikemi ton Deo. Toa bedaoa ta gita toa Kristus itin idanga sisid ne tabada pamatuanga ga tamadid matua. 
EPH.4.13	Eine ga tababada pamatuanga toa bedaoa ga ila irangrang ngan gita toa ngada ne loloda kelede ngan leda kadonga lolo matua aea. Ta leda oatainga ngan Deo Inat ga ilalala ga idae kapei ga irangrang ngan loloda iuatai ga tamadid matua, lalaede mambe Kristus pade.
EPH.4.14	Toa bedaoa ta taot mambe gergeu pade mao. Be posanga togid panua buro ad toa tinanale tau ngan led aleburo ga pakakanga, irangrang ngan idada gita alele mao. Led paoatainga eine mambe rai isusuran oaga alele tadiai ga mambe dubam ipatambole ga ila ga inam. 
EPH.4.15	Be gita manta takado posanga tautaunga kekelen toman ngan leda kadonga kimnga aea. Toa bedaoa ta tadae kapei ga tamadid matua, lalaede mambe Kristus toa ilabora imuga ngan gita. 
EPH.4.16	Be gita kelede kelede mambe Kristus itin idanga sisid. Ta ei kekelen igaltung itin idanga toa ngada ne ga ipaluplup gid ituatua ga ikubal ga ilislisia ta tikikisi ngan gid. Ta itin idanga toa ngada oa tikakado gid kelede kelede led naurata ta irangrang ngan itin toa dodol oa itub ga idae kemi ga tipapamatua pol ngan gid toman ngan kadonga kimnga aea.
EPH.4.18	Timamado dodom be tiuatai ngan madonga kemi toman Deo mao ga mao tau. Tibuobuo kapei toa bedaoa ngansa laborad irangrang ngan ibada kemi posanga ipu mao. 
EPH.4.19	Maeamaea gid eta mao, be led naurata iuaro eine ngan nasinga kadonga mambe kaua ga kadonga ngan lolod aea muk. Tikakado bedaoa, be irangrang ngan kadonga toa oa itara gid mao.
EPH.4.20	Be gimi abada oatainga ngan Kristus ngan edap eta bedaoa mao. 
EPH.4.21	Gimi alongo posanga tautaunga ngan Iesus ga abada paoatainga ngan ei ngan edap tutui. 
EPH.4.22	Ngan ado toaiua aoatai ngan Kristus maitne, gimi anasnasi kadonga mugaeai aea. Gid kimnga papaeamao toa bedaoa ipakaka gimi ta iuangga ipaeabu ngan gimi. Be labone manta atado gid kadonga toa oa ga iduaea. 
EPH.4.23	Lolomi manta ipul ei ga iuot pau. 
EPH.4.24	Manta abada madonga pau ta apit ngan gimi mambe ami malo. Ngan lemi madonga pau toa ne, Deo ikado ga aot panua papau ta anasnasi kadonga tutui lalaede mambe ei, ga apasolan mambe ele ul tautaunga ienono ngan gimi.
EPH.4.26	“Oangga lolomi bake, irangrang ngan akado kadonga sat mao.” Irangrang ngan adada lemi lolo bake ga ado idil mao. 
EPH.4.27	Be arepe atama eta ngan eaba paeamao idudunga mao pade. 
EPH.4.28	Eaba lublubnga aea, irangrang ngan ilublub pade mao. Be ei manta ikado naurata kemi ngan ibage ta irangrang ngan ilua gid panua toa led danga sisid imata karanga mao.
EPH.4.30	Irangrang ngan akado ga Deo Itautau Tutui ilolo itang mao. Itautau Tutui toa ne eine mambe ul toa Deo idol ga ienono ngan gimi. Ul toa ne ga ienono ga irangrang ngan ado toaiua Deo ipola gimi ta atnan lemi madonga paeamao. 
EPH.4.31	Manta ala aluai ngan kadonga ga gid ne: lolomi imasmasi, ga lolomi bake, ga malmalnga, ga aoami ura, ga apaeabu ngan oaeoaemi edad, ga kadonga papaeamao imata ede ga ede. 
EPH.4.32	Manta lolomi marum pol ngan gimi ga auduan oaeoaemi. Manta asamum ngan lemi kadonga sasat pol ngan gimi, lalaede mambe Deo isamum gimi lemi kadonga sasat ngan lemi lupnga toman ngan Kristus.
EPH.5.2	Ga pade, manta anasnasi kadonga kimnga aea lalaede mambe Kristus ikim gita. Ei ilongean ei mulian ga imate ngan luanga gita, ta iuot mambe tenainga ede iuad kemi Deo imatai.
EPH.5.3	Irangrang ngan akado kadonga arala mao, ga kadonga ngan lolomi aea muk mao, ga mogal buda mao. Be alongean posanga salsal eta toa bedaoa iuot rabu ngan gimi mao pade, ngansa Deo ele panua tututui tirangrang ngan tinasi kadonga eta bedaoa mao. 
EPH.5.4	Ga pade, irangrang ngan akado gid posanga sakirkir mao, ga posanga sapaean alele mao, ga galingenga paeamao mao pade. Gid posanga toa bedaoa eine kemi mao. Be somisomi manta akado posanga kemi ga ila pan Deo. 
EPH.5.5	Ngansa gimi aoatai kemi ngan posanga ga oaine: Eaba sai ikakado kadonga arala, mao ikado kadonga ngan ilolo aea muk, mao imogal buda, ei lalaede mambe eaba ikakado raring ga ila pagid deo pakakanga ad namer. Be irangrang ngan eaba toa bedaoa ibada madonga kemi toa Kristus ga Deo bagedeai oa mao ga mao tau. 
EPH.5.6	Manta agabit kemi. Ngan kado ta eaba eta ipakaka gimi ngan posanga sapaean ta idada gimi ga anasi gid kadonga toa bedaoa. Ngansa gid kadonga toa ne ikado ga Deo ilolo bake ta ipanas gid panua toa tilongolongo ilinge mao. 
EPH.5.7	Tota irangrang ngan gimi asokon gid panua toa bedaoa mao.
EPH.5.9	Ngansa madonga merengai, aea annga ga bedane: kadonga kemikemi imata ede ga ede, ga kadonga tutui, ga nasinga posanga tautaunga. 
EPH.5.10	Amarum tau ngan ilonga saoa kadonga ikado ga Deo itin igelgel. 
EPH.5.11	Irangrang ngan asokon gid panua toa tinasnasi kadonga dodom aea mao. Gid kadonga toa bedaoa, aea annga eta kemi ga iuot mao. Be manta apasolan mambe led kadonga eine paeamao. 
EPH.5.12	Ngansa gid kadonga toa tikakado mumulnga oa, oangga taposa ngan, eine ga maeamaea gita. 
EPH.5.13	Be taranga ipamerenga kadonga toa ngada ne ga iuot masaeai. 
EPH.5.14	Ngansa saoa danga taranga igal, eine ga mil ga mil ga iuot masaeai. Ngan ipu toaine posanga ede ienono ga bedane,
EPH.5.14	“Eao eaba sai toa enono, manta dae!
EPH.5.14	Dae mulian ngan lem matenga,
EPH.5.14	ta Kristus ga itara go.”
EPH.5.16	Aparangrang ado imata toa ngada ne ngan naurata kemikemi ton Deo. Ngansa labone kadonga papaeamao iuotot somisomi. 
EPH.5.17	Irangrang ngan amangamanga alele mao. Be abada oatainga kemi ngan saoa danga Maron ikim. 
EPH.5.18	Irangrang ngan alasu unnga oain ga laborami imangamanga mao. Kadonga toa bedaoa ipaeabu ngan lemi madonga. Be manta alongean Itautau Tutui ga iuon lolomiai. 
EPH.5.19	Ngan posanga isaoa aposaposa pol ngan gimi, akakado gid baunga ienono ngan Deo ele laulau baunga aea, ga gid baunga padengada raring aea, ga gid baunga toa Itautau Tutui ipapot lolomiai. Abaubau ngan aoami ga lolomi pade toa somisomi ga ila pan Maron. 
EPH.5.20	Ta somisomi, aposa kemi ga ila pan Tamada Deo ngan ada Maron Iesus Kristus ieda ngan danga toa ngada ne.
