MAT.1.1	Ay niy de dawét i de katufua Jesu Kristo, sani ségétéwe séfu Datu Dabide séfu Abraham. 
3JN.1.10	Atin amuk géangéyu diyaan, ureté ku beem i kéluhanay de rénigo no, brab kéluhanay de tete tugi bénréhén fantag bé begeye. Atin békén saén i ni, non amuk géawét diyaan i de dumo tom munur, énda fo tayakufé no bero. Atin géléé noy de fiyo étéw méuyot témayakuf bero, atin énda féahuré no dob lawie féngadafan i de étéw témayakuf bero.
3JN.1.11	Adih, kago iringén i tetee adatén. Yamula iringém i fiyowe adat. I de étéw rémigo fiyo, beroy de étéw i Tuluse. Endob i de étéw rémigo tete, beroy de énda séna gégélolo bé Tuluse.
3JN.1.12	I kéluhanay de étéw émbéréh ro fiyo fantag bé Demetriowe. I métintuwe adatén i émféféngintoowe bé i beene, fiyo fo étéw. Been soy niy funa keye de démayéw. Atin gétiga mo toow i kéuret geye.
3JN.1.13	Médoo fo damén i kéuyoto kuwe uretén beem, éndob mikau de sémulat. 
3JN.1.14	Méuyotu damén ké géségito to bé magade ni inok géséténgaang to séuret-uret.
3JN.1.15	Métanék damén i fédéw me. I kéluhanay de dumo to dini ségifaé ro beem. Ségifaém so begén i kéluhanay de dumo to diyaan.
JUD.1.1	Begéney Judase, sani dumo Santiagowe sétiman idéng, brab sugu-sugué Jesu Kristowe.
JUD.1.1	Sémulatu mangéy dob begome do étéw fén-unur i Tuluse bé Jesuse. Begomey de étéw kégédaway Abaye Tulus brab do diyagané Jesu Kristowe.
JUD.1.2	Mégédaw damén i Tuluse begom, brab méuray damén i na nuwe begom, brab irayén damén begom i métanéke fédéw.
JUD.1.3	Do gulaané ku do dumo gu, bé gétahe, i toowe fo kéuyotu ku sulaté ku dob begome, been i niy fantage bé kéfukas Jesuse betom dob de sala tom. Endob kailangan fo sulaté ku na métah i kéféginau guwe begom bé fatut fo fétaus gom i kéatuho kome bé de étéw méuyot mégalin bé toowe kétoro niray i Tuluse. Non sénarig i Tulusey kétoro ne dob betome do étéwén. Atin kailangan énda fo méfégalino. 
JUD.1.4	Kailangan fo féginauné ku begom lee non wén i do étéw do békén méngintulus énggésélawék betom, éndob sékémé ro saén. Fégaliné roy toowe kétoro fantag bé kégédaw i Tulus tome. Non toroé roy fakay kun i de étéw do rémigo bé de mékérésik do adat loo bé de rigoné ro, non énda kémukum i Tuluse kun non toow saén mégédaw. Atin béréhé ro békén kun Kadna tom i Jesu Kristowe brab békén kun Jesus i méguléwe betom. Endob ménrugayén ménbéréh dob Ménsulate Kébéréh i Tulusey fantage bé kékukume bero.
JUD.1.5	Gétiga komén i kéluhanay de ni béréhé ku begom. Gido loo, féfégétédém gu begom i ni: Bé do gétah, ténangéy i Kadnaney de Judio mésut tidéw Egipto, sani ingéde gono ro ménrifén. Endob amun énggésut ron, fénléhu i Kadnaney de dumo bero sani do énda munur dob Beene. 
JUD.1.6	Fégétédém gom i de télaki bé do gétah. Amun méntéfégérotor ro brab ténagak roy fatute gono ro, fén-angéy i Tuluse bero dob délémone brab nikétén bero bé sangkalie énda mékédano taman sa taman. Atin diyo béleewe ni fénongot-ongot i Tuluse beroy gaiwe mékukum ro fo toow. 
JUD.1.7	Fégétédém gom i de étéw ménbati dob Sodoma brab dob Gomorah brab dob de ingéd gédét diyo. Ségiléw i rénigo ruwe bé de ni do télaki, non tete i de adat ro atin ménwaléy ro bakla. Mélaw kénukum i Tuluse bero bé kéfédiyo ne bero dob gonoy aféye taman sa taman inok émféingat bé de ségiyo étéw ké atiy mérigowe dob berowe ké ségiléw i de rigoné ro.
JUD.1.8	Atin ségiléw so bé niy de tugién do témoro. Rigoné roy de toow fo mékérésik dob de karo do lowoh, atin béréhé roy odoro ro saén i kéfémandu i de téginéf ro. Endob mika ro modor bé de sugu i Tuluse atin féngirasé roy de barakatan do étéw dob lawayo. 
JUD.1.9	Fiyon foy toowe fo gérotor télakiy Tuluse féndawét Miguel, énda rénigo noy loowe bé ni. Bé do gétah amun ménléhu i Moisese, ménséédél i ro Miguele bero Satanase fantag bé ati isuwe bero gégédot bé bangkay Moisese. Endob énda fo ménfébaraw i Miguele méngiras bé Satanase. Yamula ménbéréh saén mano, “Kadnan i gémélée beem.” 
JUD.1.10	Endob i de ni do tugién do témoro, féngirasé roy éndae gésobuto ro. Ségiléw ro bé de mérayar do binatang non énda i gétiga-tiga ro saliyu bé de tete adat ro funa ro mébinasa. 
JUD.1.11	Mékukum ro fo toow, non méniring ro bé adat Kaine, sani sunguwe ménméléhu bé gétaho. Atin méniring ro so bé adat Balaame, sani réménigowe bé békéne katabuwan. Non i de ni do tete témoro, rémigo ro tete inok gégédot ro kurta. Niring ro soy adat Korehe non rénigo noy sébanile bé Tuluse funa ro ménbinasa. 
JUD.1.12	Amuk sélimud gom inok mama gom brab méngintulus gom, mamung ro begom. Maak do mékérésik bérétik, non rigone roy tetee do kétaya ro saén atin énda mon mémala ro de. Rigoné ro saén i de karo kétayan. Ségiléw ro bé de rawén énda muwit ro rana, atin faniréy réfuruhe saén. Atin ségiléw ro so bé de kayéw énda mégonok ro ké gai ro damén mégonok. Maak do ménrandutén do kayéw do mégangu. 
JUD.1.13	I de ni do tugién do témoro, ségiléw ro bé de dakél do bagél dob dogote ké wén i défuk, non i de tete do mékémala do rigoné ro, maak do mékérésik buro-buro dob rotor i wayége. Ségiléw ro bé de gitoon énda modor ro dob fatute aguwo ro, non tagaké roy toowe kétoro. Mélaw ténafay i Tulusey toowe fo délémon gono ro méférisu taman sa taman.
JUD.1.14	Atin i Enoke, sani géénéme katufuan tidéw dob Adame, nuretén i kébéréh i Tuluse sénarigén dob beene fantag bé de ni do étéw mano, “Téngténg gom! Gégumah moso i Kadnane beroy firoye ngibu do télaki no, 
JUD.1.15	inok susiné noy de rénigoy kéluhanay de étéw. Atin kukumé noy de békén méngintulus do étéw do ménsala non bé kéluhanay de tete rénigo ro brab kéluhanay de tete kébéréh ro bénréh ro sébanil bé Tuluse.”
JUD.1.16	I de ni do tugién do témoro, démoyun ro butédbutéd brab démowoy. Modor ro saén bé de tete kétaya ro. Atin do fébantug-bantug ro brab kémuwéy bé de étéw inok mérigo saén i de karo kétayan.
JUD.1.17	Endob do dumo gu, fégétédém gom i bénréh i de apostol i Kadna tome Jesu Kristo begom fantag bé ati mérigowe dob de gai moso. 
JUD.1.18	Bénréh ro begom maro, “Amuk gégumahén i tamfaday de gai, wén i do étéw démiyangka begom. Been i niy de étéw odoro roy de tete kétaya ro sébanil bé Tuluse.” 
JUD.1.19	Been i niy de étéw émfésébanil begom. Odoro ro saén i de tete kétaya ro. Atin i Rémogor i Tuluse énda batién dob berowe. 
JUD.1.20	Endob i de begom do dumo gu, fétaus gom i késétabang gome inok méégét i kéunur gome bé kétoroe tidéw dob Tuluse. Atin fédaya gom i barakatane Rémogor i Tuluse témabangan begom démasal. 
JUD.1.21	Atin fétaus gom i kétanggaf gome bé kégédaw i Tuluse bé lala gome ongot-ongot bé kéirayay Kadna tome Jesu Kristo betom bé umule magufusa sabaf bé kéuray i na nuwe betom.
JUD.1.22	Atin fatut mégédaw gom bé de étéw ruwo-ruwoy fédéw ruwe munur. 
JUD.1.23	Tabanga kom i de ségiyo étéw inok énda mékukum ro, maak fégayasé kom bero fégawitén tidéw dob aféye. Atin fatut mégédaw gom bé de ségiyo étéw. Endob fatut mérarék gom bé de mékérésik do adat ro atin ingat gom inok énda géiring gom bero.
JUD.1.24	Toow tom fo fésalamat bé Tuluse. Beeney gétabange betom inok énda gésala tom, atin Been soy géuwite betom dob adafa nuwe. Atin bé béno, mékédan i de sala tom brab moror tom bé lala tome gégito bé réndaw ne. 
JUD.1.25	Dayéwé tom fo toow i Tuluse fénagéw dob Kadna tome Jesu Kristo. Tulusey mémukase betom dob de sala tom. Beeney barakatane méguléw atin kaan i kéluhanay aturane tidéw féganay taman sa taman. Amen.
REV.1.1	Been i niy librowe fantag bé kéfégétiga Jesu Kristowe. I Tuluse sénarigén dob Beeney ni inok fégétiga no dob de sugu-suguéy Tuluse ké atiy mérigowe énda mérugayén tidéw béni. Fénggétiga Kristowey ni bé késugu ne bé de télaki no mangéy dob begéne, sani sugu-sugué nuwe féndawét Juan. 
REV.1.2	Atin i begéne, sulaté kuy kéluhanay de énggito gu. Mélaw i ni libro, been i niy kébéréh i Tuluse brab toowe kétoro Jesu Kristowe. 
REV.1.3	Toow fo moror i étéwe masa bé ni libro, atin moror soy de mégélingo bé ni uret tidéw dob Tuluse atin modor bé ni kébéréh. Non éndaén mérugayén métuman i ni uret.
REV.1.4+REV.1.5	Begéney Juane, atin sulaté ku dob begomey de fitéw lumfuk do munur dob de fitéw timan ingéd dob sakuf i dakéle ingéd féndawét Asia.
REV.1.4+REV.1.5	I Tuluse brab Rémogor ne brab Jesu Kristowe, mégédaw ro damén begom atin irayén damén begom i métanéke fédéw. I Tuluse, ménwénén tidéw féganay, atin wén so béleewe ni, atin énda mékédano taman sa taman. Atin i Rémogor i Tuluse bati dob adafay Tuluse atin wén i fitéw fiman barakatén. Atin i Jesu Kristowe, mésarigon i kébéréh ne. Beeney Nga i Tuluse loo soy sunguwe méntébule inok méuyag taman sa taman. Been soy méguléw bé kéluhanay de méguléw dob duniyae ni.
REV.1.4+REV.1.5	Mégédaw foy Jesuse betom. Atin fénukasén betom dob de sala tom bé kéléhu ne dob kruse. 
REV.1.6	Atin fénwaléyén betom do fadi, atin Been i méguléwe betom. Rigoné tom i galbék i fadie méngadaf bé Abay ne Tulus. Mégédaw damén i Jesu Kristowe atin méguléw damén taman sa taman. Amen!
REV.1.7	Séfule moso i Jesu Kristowe giton gégumah dob de rawén. Atin gitoy kéluhanay de kéilawan, fiyon i de étéw ménméléhu de bé do gétah. Atin i kéluhanay de étéw dob duniyae ni, kémérew ro sabaf bé Beene. Mérigo damén. Amen.
REV.1.8	I toowe fo barakatan Kadnan Tulus, wénén tidéw féganay, atin wén so béleewe ni, atin énda mékédano taman sa taman. Bénréh i Tuluse mano, “I Begéne Alfa brab Omega, sani féganayane brab tamanane.”
REV.1.9	Begéney Juane, sani ségétéwe dumo gom munur bé Jesu Kristowe. Téméningkélu bé kéférasaye begén ségiléw bé kéluhanay de étéw féguléwo Jesu Kristowe. I Begéne, sabaf bé kéuret guwe bé kébéréh i Tuluse brab kétoro guwe bé kéuret Jesuse, fén-angéyén begén fénbati maak férisu dob ni bungéd féndawét Patmos. 
REV.1.10	Wén i no sébaan gai kéféngadaf bé Kadnane, fénémanduoy Rémogor i Tuluse begén. Atin énggélingoo kuy métanuge béréh maak témburi tidéw dob ségang guwe. 
REV.1.11	Ménbéréh mano, “Sulatém i énggito muwe, atin féuwitém mangéy dob de ni do fitéw lumfuk do munur Begén do bati dob Efeso, Esmirna, Pergamo, Tiatira, Sardis, Filadelfia, brab Laodisia.”
REV.1.12	Tidéw béno méntékélidu inok téngténgé kuy ni émbéréh dob begéne. Atin énggito guy fitéwe timan bélowon solo. 
REV.1.13	Atin wén i ségétéwe téménindég dob kérara i de fitéw ni timan solo. I falas ne maak kéilawane. Métaah i kégal ne taman dob de sékéyén. Atin lénégétén i bélowone dob kuméng ne. 
REV.1.14	Toow fo fute i buk ne maak fute safut, atin i de moto no maak rino aféy. 
REV.1.15	Atin i de sékéyén sémélinang maak galang métunag dob aféye. Atin i béréh ne maak érok samfaw. 
REV.1.16	Atin wén i fitéw timan gitoon génamak i kuwonone kémérén. Atin wén i sundang mésut dob ba ne maak dila. Atin i ni sundang, murém i de baén sébala-bala. Atin toow fo géfékaya i rangih ne maak térésang ké géutuh. 
REV.1.17	Amun énggito guy ni étéw, méntéléngkébu dob adafa nuwe maak ménléhuun. Endob nahayén i kuwonone kémérén dob begéne atin ménbéréh mano, “Kago mégilak. Begéney féganayane brab tamanane. 
REV.1.18	Begéney méuyage. Ménléhuu, éndob méntébuleu, atin méuyagu taman sa taman. Wén i atura ku méguléw bé kéléhue brab gonoy de ménléhu. 
REV.1.19	Mélaw sulatém i de énggito mo, sani de mérigo béleewe ni brab de mérigo moso. 
REV.1.20	Béréhé ku beem i atag i de fitéw timan gitoon gito mo dob kuwonone kémér gu brab atag i de fitéw timan do bélowon solo. I de fitéw timan do gitoon, beroy de maak télaki bantaya roy de fitéw lumfuk do munur. Atin i de fitéw timan do solo, beroy de maak do fitéw lumfuk do munur.”
REV.2.1	Atin féntaus Kristowey kébéréh ne mano, “Sulatém dob télakiy Tuluse démiyaga bé de munur bati dob ingéde Efeso mamo, ‘Ay niy kébéréh Jesuse. Begéney gémamake bé de fitéw timan gitoon dob kuwonone kémér gu brab magéwe dob kérara i de fitéw timan bélowon solo. 
REV.2.2	Gétiga kuy de rigoné kom, atin gétiga ku mégéror gom gémalbék brab gétiga kuy kétingkél gome. Atin gétiga ku so mika gom sélawék bé de tete étéw. Atin ténéngkad gom i de étéw béréhé ro do apostol ro kun funa kom énggétigan bé békén ro do tintu apostol. Atin gétiga kom tugién i kétoro ruwe. 
REV.2.3	Atin gétiga ku so témingkél gom bé kéférasay i de étéw begom sabaf bé kéunur gome Begén. Atin fiyon fo ké mérasay gom, énda mékédan i kéunur gome. 
REV.2.4	Gido loo, wén i téboé ku begom. Béleewe ni, éndaén féimué kom Begén loo bé do gétah. 
REV.2.5	Fégétédém gom i sunguwe kéimu gom Begén. Fatut gésénule gom brab tagak gom i de sala gom atin rigo gom fiyo loo bé do gétah. Non amuk énda rigoné kom i ni, mangéyu dob begome brab kédané kuy soloe tidéw dob gono nuwe. 
REV.2.6	Endob wén soy fiyo rénigo gom kétaya ku. Non ménkérit gom bé de tete rigonéy de Nikolaita ségiléw bé kékérito kuwe bero.
REV.2.7	“ ‘Kéluhana kom, fégélingo gom i kébéréh i Rémogor i Tuluse dob begome do munur.
REV.2.7	“ ‘I de étéw gétabana roy Satanase, iraya ku bero kuwagib mama bé onok i kayéwe miray bé umule magufusa, sani kayéwe dob bélowone fantad i Tuluse.’ ”
REV.2.8	Atin féntaus Kristowey kébéréh ne mano, “Sulatém dob télakiwe démiyaga bé de munur bati dob ingéde Esmirna mamo, ‘Ay niy kébéréh guwe. Begéney féganayane brab tamanane. Ménléhuu éndob méntébuleu. 
REV.2.9	Gétiga ku kérégénan gom. Gétiga ku méskinan gom. Gido loo, kawasa gom dob lawayo. Gétiga kuy de tete kébéréh fantag bé begome bénréh i de étéw béréhé ro do Judio ro. Endob békén ro do tintu Judio, yamula do étéw Satanas ro. 
REV.2.10	Kagom mégilak bé kéférasaye begom énda mérugayén tidéw béni. I Satanase, téngkadé no begom bé kéféférisu nuwe bé de dumo gom. Atin kérégénan gom bé foloe gétérésangan. Endob fatut fédayday gom bé kéunur gome Begén, fiyon fo ké féléhué ro begom. Atin iraya ku mélaw begom lakay, sani umule magufusa.
REV.2.11	“ ‘I kéluhana kome, fatut fégélingo gom i kébéréh i Rémogor i Tuluse begom do munur.
REV.2.11	“ ‘I de étéw gétabana roy Satanase, énda mékukum ro bé géruwowe kéléhu.’ ”
REV.2.12	Atin féntaus Kristowey kébéréh ne mano, “Sulatém dob télakiwe démiyaga bé de munur bati dob Pergamo mamo, ‘Ay niy kébéréh guwe, sani wéne sundangén murém i de baén sébala-bala. 
REV.2.13	Gétiga kuy Satanas i méguléwe bé ingéd gome, gido loo ménfédayday gom munur dob Begéne. Atin énda ténagak gom i kéunur gome fiyon fo ké fénléhu roy Antipase sani mésarigone muret fantag bé Begéne. Fénléhu ro diyaan dob ingéde féngguléwo Satanase. 
REV.2.14	Gido loo, wén i de téboé ku begom. Non wén i do dumo begom modor bé kétoro Balaame bé do getah. Non i Balaame, ténoroén i Balake émfésala bé de Judio bé kéféama ne bero bé amaéne ténulak dob de kéninontow. Brab ténoroén bero bigaén. 
REV.2.15	Atin loo so bé ni, wén i do dumo begom modor bé kétoro i de Nikolaita. 
REV.2.16	Fatut gésénule gom brab tagak gom i de sala gom. Amuk énda, mangéyu dob begome énda mérugayén tidéw béni brab tibohé ku begom bé sundange mésut dob ba guwe maak dila.
REV.2.17	“‘I kéluhana kome, fatut fégélingo gom i kébéréh i Rémogor i Tuluse dob de munur.
REV.2.17	“‘Dob de étéw gétabana roy Satanase, iray gu beroy amaéne féndawét mana nitong dob lawayo diyo. Atin iraya ku soy séngae ségétéw bero bé futee batéw. Atin dob séngae sébaan batéw wén i ménsulate de mantu dawét énda i gégélolo de saliyu bé étéwe gégédot bé ni batéw. Bero saén i de gégélolo de.’ ”
REV.2.18	Atin féntaus Kristowey kébéréh ne mano, “Sulatém dob télakiy Tuluse démiyaga bé de munur bati dob Tiatira mamo, ‘Ay niy kébéréh guwe, sani Nga i Tuluse. Mérino i de moto gu maak aféy atin sémélinang i de sékéy gu maak galang métunag dob aféye. 
REV.2.19	Gétiga kuy de rigoné kom, brab kégédaw gome, brab kéunur gome, brab de galbék gom, brab de kétingkél gom. Atin gétiga ku so toow na fo fiyoy de rigoné kom béleewe ni bé do gétah. 
REV.2.20	Gido loo, wén i téboé ku begom. Wén i libune féndawét Jesebel, sani ménbéréhe been kun i sarigoy Tuluse muret. Atin féndaya gom i ni libun témoro bé bigae dob de kuyug gu brab fénamaén bero bé de amaén ténulak dob adafay de kéninontow. 
REV.2.21	Téningkélo ku, brab niraya ku gai inok gésénule brab tagaké noy ni tete rigoné no. Endob mika fo témagak bé de ni do tete rigoné no. 
REV.2.22	Mélaw fédéruuné ku inok énda géétekén tidéw dob iroo nuwe, loo soy de dumo no ménsébiga. Rigoné kuy ni béleewe ni, amuk énda tagaké roy de tete rigoné ro. 
REV.2.23	Atin féléhué ku soy de kuyugén. Tidéw béno, i de munur dob kéluhanay de ingéd, gétiga ro mélaw i Begéne, gétiga kuy kéfégitung i kéluhanay de étéw brab de kétaya ro. Atin iray gu moso i fatute dob séngae ségétéw étéw sabaf bé de rigoné no.
REV.2.24	“‘Endob médoo gom dob Tiatira, énda ménodor gom bé ni tete kétoro. Atin énda gétiga kom i de féndawét do ménalém kétoro Satanase. Atin mélaw énda umana kuy kékérégéna kome. 
REV.2.25	Endob fatut féégét gom i kéunur gome taman séfuleu. 
REV.2.26	Atin dob de étéw gétabana roy Satanase atin modor ro bé kétaya kuwe taman dob tamanane, iray gu beroy aturane méguléw bé de ingéd dob duniyae ni. 
REV.2.27	Iray guy ni aturan non i Abay guwe Tulus nirayén so dob Begéne. Atin émbagér i kéféguléw ruwe, atin énda i géatuh bero. 
REV.2.28	Atin iray gu so dob berowey solo mubode.
REV.2.29	“‘I kéluhana kome fatut fégélingo gom i kébéréh i Rémogor i Tuluse dob de munur.’ ”
REV.3.1	Atin féntaus Kristowey kébéréh ne mano, “Sulatém dob télakiwe démiyaga bé de munur bati dob Sardis mamo, ‘Ay niy kébéréh guwe, sani gémamake bé Rémogor i Tuluse wén i fitéw timan barakatén brab do fitéw timan gitoon. Gétiga kuy de rigoné kom. Atin gétiga ku so médooy étéwe émbéréh bé wén kun i umul gom magufusa. Endob énda toowén, non énda gitono dob de rigoné kom. 
