MAT.1.1	Nigaj ijkuilijtoꞌ ito̱ka̱mej yej iyikyapatajwe̱wejmej Jesucristo,
EPH.4.18	Yejeme̱n ayá̱ꞌ ye̱ꞌtajla̱mikij iga onokej ken ka̱n takomichka̱n, yejeme̱n ayá̱ꞌ kipiáj vida yej Dios te̱maka tejeme̱n iga yo̱ltakuaktikej, inó̱n iga ayá̱ꞌ niga ki̱xmatij. 
EPH.4.19	Yejeme̱n ken ayꞌya xa̱yaꞌyojkej iga ayoꞌ pi̱na̱waj, kimelaꞌyo̱lmakákeja iga kichi̱waj yej pox ayejye̱kti iwá̱n ino̱nsan kiyo̱ltila̱ntokej. 
EPH.4.20	Eꞌ amejeme̱n, kua̱ꞌ ankicre̱dojkej Cristo, ayéj ijkó̱n mitzmachtijkej, 
EPH.4.21	siga mela̱ꞌwaꞌ ankikakikej yej mitzpowilijkej de Jesús, iwá̱n siga mitzmachtijkej kensan Jesús tane̱xtiliá. 
EPH.4.22	Xikajte̱wáka̱nya ken ikya ankichijtoyaj; xiki̱xti̱ka̱n ipan amoa̱lmaj yej mitzyo̱ltila̱ntoyaj iga ankichijtoyaj yej aye̱kti, inó̱n mitzpojpolojtoyaj iga anmokajkayajtoyaj. 
EPH.4.23	Ximomakáka̱nya iga Dios mamitzyo̱lpataka̱n wa̱n ken iga antajla̱mikij, 
EPH.4.24	iwá̱n xikchijtóka̱nya yej ye̱kti ken kineki Dios iwá̱n né̱sisya iga melá̱ꞌ anye̱ꞌnémija.
EPH.4.25	Inó̱n iga ayoꞌ xitakajkaya̱waka̱n, sejsé̱ de amejeme̱n amo makikajkaya̱wa iyikni̱n, iga tejéme̱mpasan iga pansan se̱ cuerpo tise̱titokej.
EPH.4.26	Siga ankuesiwij, amo iga inó̱n xikchi̱waka̱n yej aye̱kti iwá̱n amo xikuesitoka̱n semilwiꞌ. 
EPH.4.27	Niga ximomakaka̱n iga Tzitzimiꞌ makalaki pan amoa̱lmaj.
EPH.4.28	Yej tachtekiá, ayoꞌ matachteki, mapé̱waya ga maye̱ꞌtekipano iga matata̱ni, iga wel makipale̱wi yej ayá̱ꞌ motapialiá.
EPH.4.29	Amo xikijto̱ka̱n tájto̱l yej ajaye̱kti. Ma̱jwaꞌ xikijto̱ka̱n yej ye̱ꞌtájto̱l yej makipale̱wi̱ka̱n yej kitokaj toTe̱ko. 
EPH.4.30	Amo xikchi̱waka̱n iga mamokno̱mati Dios iyEspí̱ritoj. Mitzmakakej iyEspí̱ritoj iga mané̱siya iga amejeme̱n itátkiya yéj este kua̱ꞌ wi̱ꞌ Cristo iga mitzsalva̱ro̱kij.
EPH.4.31	Amo xiyo̱lchichi̱xtoka̱n iga ankuesiwij, amo xitajtawe̱ltajto̱ka̱n, amo xiktza̱tzajtzili̱ka̱n amokni̱n, niga xikma̱lijli̱ka̱n agaj, iwá̱n xikajte̱waka̱n nochi yej aye̱kti. 
EPH.4.32	Ma̱jwaꞌ xite‑ijikni̱mej, ximo‑ikne̱li̱ka̱n, ximoperdona̱rowili̱ka̱n yej anmochi̱wiliáj, ijkó̱n ken Dios ipan Cristo Jesús mitzperdona̱wilijkej nochi yej ankichijkej yej aye̱kti.
EPH.5.1	Amejeme̱n ipilowa̱n Dios yej mitzpoxnekij; xikte̱mo̱ka̱n iga xikchi̱waka̱n kensan yéj kichi̱wa. 
EPH.5.2	Ximose̱pancho̱kili̱ka̱n, kensan Cristo te̱cho̱kiliá, iwá̱n mote̱máꞌ iga miꞌ ga tejeme̱n. Kua̱ꞌ miꞌ Cristo, Dios kiye̱ꞌitaꞌ ken kua̱ꞌ se̱ yo̱lka̱ꞌ kimiktiliáj iwá̱n ajwiya̱ꞌ kua̱ꞌ tata.
EPH.5.3	Amejeme̱n yej Dio̱spay itatki, ni alí̱n ayoꞌ xikijto̱ka̱n iga agaj mote̱ka iwá̱n yej ayá̱ꞌ íwa̱n na̱miktitoꞌ, niga nokta xikijto̱ka̱n yej ajaye̱kti, niga xikejla̱mikika̱n iga ankipoxpiasnekij kuajkuantas. 
EPH.5.4	Amo xikijto̱ka̱n tájto̱l yej tipi̱na̱waj iga tikakij, niga xe̱toꞌtajto̱lmej, niga tajto̱lmej yej pox aye̱kti iga mamo‑ijto, iga nochi iní̱n ayá̱ꞌ kajasi iga xikijto̱ka̱n, ma̱jwaꞌ xikmakaka̱n gracias Dios. 
EPH.5.5	Ankimátija siga agaj mote̱ka iwá̱n yej ayá̱ꞌ na̱miktitoꞌ, o kichi̱wa tejté̱ yej aye̱kti o kipoxpiasneki kuajkuantas, ino̱nwaꞌ kenkua̱ꞌ kiweyimati ídolo iwá̱n ayá̱ꞌ kajasi iga Cristo iwá̱n Dios marreina̱ro
EPH.5.6	Amo agaj mamitzkajkaya̱waka̱n iga xe̱toꞌtajto̱lmej, inó̱n iga Dios yawi kicastiga̱ro̱tij yej ayá̱ꞌ ta̱gatakakij. 
EPH.5.7	Amejeme̱n amo ximotokaka̱n iwá̱n ino̱mej yej kichi̱waj yej aye̱kti.
EPH.5.8	Amejeme̱n ikya amonoyaj kenkua̱ꞌ ka̱n tamichka̱n, eꞌ iná̱n amonókeja ka̱n taxo̱talpa̱n iga anki̱xmatij toTe̱ko; xinejnemíka̱nya ken yej nemij nokta ka̱n taxo̱tatoꞌ. 
EPH.5.9	Iga yej kipiá iyEspí̱ritoj Dios pox te‑ijikni̱n, ye̱ꞌnemi, iwá̱n atakajkaya̱wa. 
EPH.5.10	Xiki̱xmatika̱n yej kiye̱ꞌita toTe̱ko. 
EPH.5.11	Amo ximotokaka̱n wa̱n yej onokej ken ka̱n takomichka̱n iga kichi̱waj yej ayá̱ꞌ teo̱nki̱xtiá, ma̱jwaꞌ xikne̱xtili̱ka̱n iga ayompa kichijtokej. 
EPH.5.12	Te tipi̱na̱waj iga tikpowaj yej yejeme̱n kichtakachi̱waj. 
EPH.5.13	Eꞌ kua̱ꞌ nóchiya momati, nité̱ ayoꞌ i̱ya̱ntos, iga inó̱n yej kita̱wiá, kine̱xtiá siga se̱ ye̱ꞌnemi o ayá̱ꞌ. 
EPH.5.14	Inó̱n iga mojtowa:
EPH.5.14	Xisa, tej yej tikochtoꞌ;
EPH.5.14	xi‑ojpa‑isa iga timiktoꞌ,
EPH.5.14	iwá̱n Cristo yawi mitzta̱wi̱ti.
EPH.5.15	Inó̱n iga ximo‑itaka̱n ken iga annemij. Amo xonoka̱n ken yej ayá̱ꞌ ki̱xmati yej ye̱kti, sino que ken yej kimati te̱ mochi̱wa iga nochi maye̱ꞌki̱sa. 
EPH.5.16	Amo xikne̱mpolo̱ka̱n kua̱ꞌ wel agaj ankichi̱wiliáj yej ye̱kti, iga ini̱mej día pox onoꞌ yej aye̱kti kichi̱waj. 
EPH.5.17	Amo ximoxe̱toꞌtili̱ka̱n; xikmatika̱n katiapa yej Dios kineki iga xikchi̱waka̱n. 
EPH.5.18	Amo xita̱wa̱naka̱n, iga yej ta̱wa̱na mopojpolowa, ma̱jwaꞌ ximomakaka̱n iga iyEspí̱ritoj Dios mamitznenti̱ka̱n. 
EPH.5.19	Kua̱ꞌ anmonechkowaj, xikui̱kaka̱n yej ijkuilijtoꞌ ipan salmos, iwá̱n takui̱ꞌ yej kajasi iga mokui̱kiliá Dios wa̱n te̱pale̱wiá iga timoconfia̱rowaj pan yéj. Xiktakui̱kili̱ka̱n iwá̱n xikweyimati̱lti̱ka̱n toTe̱ko iga nochi amoa̱lmajmej. 
EPH.5.20	Nochipa xikmakaka̱n gracias toTaj Dios iga nochi yej te̱maka, ipan ito̱ka̱ꞌ toTe̱ko Jesucristo.
EPH.5.21	Ximosepancre̱do̱ka̱n iwá̱n ijkó̱n ne̱sis iga ankimajmawiliáj Dios.
EPH.5.22	Siwa̱ꞌ yej we̱wejyoj makicre̱do iwé̱j, ijkó̱n kensan kicre̱dowa yej tatekimaka toTe̱ko Jesucristo. 
EPH.5.23	Iga ta̱gaꞌ tzontekon iga isiwa̱ꞌ, ijkó̱n kensan Cristo tzontekon iga nochi yej kitokaj. Cristo kima̱nawiá yej kitokaj wa̱n yejeme̱n ken icue̱rpoj. 
EPH.5.24	Ijkó̱n ken yej kitokaj Dios kichi̱waj ken kineki Cristo, ijko̱nsan no̱ siwa̱ꞌ nochipa makichi̱wa ken kineki iwé̱j.
EPH.5.25	Ta̱gaꞌ, xikcho̱kili mosiwa̱ꞌ, ijkó̱n ken Cristo kicho̱kilij yej kitokaj Dios iwá̱n miꞌ iga nochi tejemej. 
EPH.5.26	Cristo kichij iga tejemej matimochi̱waka̱n itátkisan; te̱pajpa̱ꞌ iga a̱ꞌti wa̱n iga itájto̱l. 
EPH.5.27	Inó̱n kichij iga tejeme̱n yej tiktokaj matonoka̱n ken isiwa̱ꞌ Cristo. Wa̱n mate‑ita iga tipoxye̱ꞌnemij iga atikpiáj nité̱ nokta yej yéj akiye̱ꞌita wa̱n tonóskejsan iga yéj. 
EPH.5.28	Ijkó̱n no̱ se̱ ta̱gaꞌ makicho̱kili isiwa̱ꞌ kensan yéj mocho̱kiliá. Yej kicho̱kiliá isiwa̱ꞌ, yéj no̱ mocho̱kiliá. 
EPH.5.29	Iga ayagaj mo‑ijiya igá̱najsan, ma̱jwaꞌ motamaka iwá̱n mocuida̱rowa, ken Cristo kichi̱wa wa̱n yej ípan kicre̱dowaj; 
EPH.5.30	iga tejeme̱n yej tiktokaj Cristo, icue̱rpoj nokta, tejeme̱n inakayo iwá̱n iyomiyomej. 
EPH.5.31	Ijkí̱n kijtowa itájto̱l Dios: “Inó̱n iga ta̱gaꞌ kikajte̱was itaj iwá̱n iye̱ꞌ iga mose̱tili̱j iwá̱n isiwa̱ꞌ, iwá̱n inó̱n o̱me mochi̱was se̱san.”
EPH.5.32	Yej iní̱n te̱machtiáj, pox vale̱rowa iwá̱n ayꞌ i̱ya̱ntoꞌ; nej nikijtowa iga iní̱n tajtowa de Cristo iwá̱n tejemej yej tiktokaj. 
EPH.5.33	Eꞌ no̱ nikijtowa iga xikcho̱kili mosiwa̱ꞌ kensan tej timocho̱kiliá, iwá̱n siwa̱ꞌ makiye̱ꞌita iwé̱j.
EPH.6.1	Te̱pilowa̱n, xita̱gatakakika̱n kua̱ꞌ te̱ mitzijliáj amotaj amoye̱ꞌ, xikchi̱waka̱n iga toTe̱ko ankitokaj, iga iní̱n sí ye̱kti. 
EPH.6.2	Onoꞌ diez mandamientos; sekin te̱ne̱xtiliá iga Dios kimakas tejté̱ agaj yej ijkó̱n kichi̱wa. Yej achto mandamiento yej ijkó̱n te̱ne̱xtiliá, ijkí̱n ijkuilijtoꞌ: “Xikye̱ꞌita motaj iwá̱n moye̱ꞌ, 
EPH.6.3	ijkó̱n tiye̱ꞌonos, iwá̱n tiwejka̱was iga tonos ipan iní̱n ta̱jli.”
EPH.6.4	Iwá̱n amejeme̱n te̱tajmej, amo xikuejkueso̱ka̱n amopilowa̱n, ma̱jwaꞌ xikno̱no̱tzaka̱n iwá̱n xikojkui̱lti̱ka̱n pan iyojwi toTe̱ko.
EPH.6.5	Amejeme̱n yej an‑escla̱vojmej,
EPH.6.6	Xitekipano̱ka̱n iga yejemej aya̱ꞌsan kua̱ꞌ mitzitztokej iga mamitzye̱ꞌitaka̱n, xikchi̱waka̱n ken kua̱ꞌ Cristo itekipáno̱l nemi ankichi̱waj, xikyo̱lmakaka̱n iga xikchi̱waka̱n ken Dios kineki. 
EPH.6.7	Xiyo̱lpa̱kika̱n iga antekipanowaj ken kua̱ꞌ nemi antekipanowaj iga toTe̱ko, ayéj iga agaj. 
EPH.6.8	Ankimátija iga sejsé̱ de amejeme̱n, an‑escla̱vojmej o ayéj, mitzmakaskej toTe̱ko kensan ankichijkej yej ye̱kti.
EPH.6.9	Amejemej ite̱komej escla̱vojmej, ijko̱nsan no̱ xikchi̱waka̱n wa̱n amoescla̱vojmej, amo xikijto̱ka̱n: “Nia nimitzmagati siga atikchi̱wa motekipáno̱l.” Xikejla̱mikika̱n iga yejemej iTe̱ko, yejsan no̱ amejéme̱mpa amoTe̱ko yej onoꞌ ipan cielo, yej ayá̱ꞌ se̱san kiye̱ꞌita.
EPH.6.10	Iwá̱n iná̱n nokni̱wa̱n, ximomelaꞌconfia̱ro̱ka̱n ipan toTe̱ko iga yéj nokta mitzpale̱wiáj iga iweyi poder. 
EPH.6.11	Ximotaajaki̱ka̱n iga ken armadura yej kakiáj iga moma̱nawiáj yej yawij ka̱n momijmiktilo; eꞌ ini̱mpa ayá̱ꞌ mo‑ita, iní̱n ipode̱r Dios yej mitzmakaj iga amo mamitzkajkaya̱waka̱n Tzitzimiꞌ. 
EPH.6.12	Iga ayá̱ꞌ nemi tikchi̱waj iga matikta̱nili̱ka̱n agaj yej nakayoj iwá̱n omiyoj, sino que nemi tikchi̱waj iga matikta̱nili̱ka̱n Tzitzimiꞌ iwá̱n iya̱ngelejmej yej onokej pan cielo, yej manda̱rowaj ipan iní̱n ta̱jli ka̱n mochijtoꞌ yej aye̱kti. 
EPH.6.13	Inó̱n iga xikuíka̱nya nochi iga yej amoma̱nawiáj, yej Dios mitzmakaj, iga wel ximoma̱nawi̱ka̱n kua̱ꞌ Tzitzimiꞌ mitzchi̱wili̱jnekij yej aye̱kti, iwá̱n kua̱ꞌ nóchiya ankijyo̱wijkej, anye̱ꞌisatoskej ipan iyojwi Dios. 
EPH.6.14	Xiye̱ꞌisatoka̱n; nochipa xikijto̱ka̱n yej melaꞌcie̱rtoj iwá̱n ijkó̱n kenkua̱ꞌ antajko‑ilpitokej iga anmoma̱nawiáj, iwá̱n nochipa xikchi̱waka̱n yej ye̱kti iwá̱n ijkó̱n kenkua̱ꞌ anmoe̱ltzakuaj iga kua̱chti de tepos. 
EPH.6.15	Ken se̱ soldado nochipa kakijtoꞌ igaꞌ, ijkó̱n no̱ amejeme̱n nochipa xikpowaka̱n itájto̱l Dios yej kichi̱wa iga maonolo tamelá̱.
EPH.6.16	No̱ ximoconfia̱ro̱ka̱n pan Dios, iga ijkó̱n ken kua̱ꞌ ankipiáj amoescu̱doj
EPH.6.17	Iwá̱n no̱ xikejla̱ntoka̱n pan amoa̱lmaj iga amejemej Dio̱sya mitzma̱nawijkej, ini̱nwaꞌ ken kua̱ꞌ se̱ kita̱liá ika̱skoj ipan itzontekon iga moma̱nawiá. Xiknenti̱ka̱n itájto̱l Dios pan amoa̱lmaj, ino̱nwaꞌ espada
EPH.6.18	Nochipa xikte̱ne̱wi̱ka̱n Dios wa̱n xiktajtanili̱ka̱n ken iyEspí̱ritoj mitztajto̱lmakaj. Ijko̱nsan nochipa xikchijtoka̱n, wa̱n xiktajtanilijtoka̱n Dios iga nochi yej kicre̱dojtokej pan yéj maye̱ꞌonoka̱n. 
EPH.6.19	Xiktajtanili̱ka̱n Dios no̱ iga nej, iga mane̱tajto̱lmaka iwá̱n kua̱ꞌ nitajtowa amo manimajmawi, iwá̱n iga wel manikmati te̱ manikijto kua̱ꞌ nikpowa ye̱ꞌnoti̱ciaj yej ne̱mati̱ltij. 
EPH.6.20	ToTe̱ko ne̱ti̱tan iga manikpowa ye̱ꞌnoti̱ciaj, inó̱n iga iná̱n nipre̱sojtitoꞌ. Achi xiktajtanili̱ka̱n Dios iga mane̱pale̱wi iga amo manimajmawi iga nikpowa ye̱ꞌnoti̱ciaj ken kajasi.
EPH.6.21	Tíquico, yej tókni̱mpa yej nikpoxcho̱kiliáj, ayá̱ꞌ kikajte̱wa iga ne̱pale̱wiá ipan itekipáno̱l toTe̱ko, yéj yawi mitzta̱tapo̱wi̱tij de nej iwá̱n yej te̱ nemi nikchi̱wa. 
EPH.6.22	Inó̱n iga nimitzti̱taniliáj Tíquico, iga mamitzijli̱ka̱n ken nonokej iwá̱n iga mamitzyo̱lchika̱waka̱n.
EPH.6.23	Dios yej toTaj iwá̱n toTe̱ko Jesucristo makichi̱wa iga xiye̱ꞌonoka̱n iwá̱n xonoka̱n tamelá̱. 
EPH.6.24	Ken iga Dios kiye̱ꞌita makichi̱wa ipan nochi yej ayí̱ꞌ kikajte̱waj iga kipoxnekij toTe̱ko Jesucristo. Ijkó̱nyawaꞌ.
PHP.1.1	Nej niPablo iwá̱n tokni̱n Timoteo yej nikchi̱waj ken ne̱tekimakaj Jesucristo, nimitzijkuilowiliáj yej amocha̱n Filipos nochi yej ankitokaj Cristo Jesús, nochi pasto̱rmej
PHP.1.2	ToTaj Dios iwá̱n toTe̱ko Jesucristo mamitzikne̱li̱ka̱n iwá̱n makichi̱waka̱n iga xonoka̱n tamelá̱.
PHP.1.3	Nochipa kua̱ꞌ nimitzejla̱mikij nikmaka gracias noDio̱s, 
PHP.1.4	iwá̱n poxsan nipa̱ki kua̱ꞌ niktajtaniliá Dios iga amejeme̱n, 
PHP.1.5	iga nikmati iga este kua̱ꞌ achto ankikakikej ye̱ꞌnoti̱ciaj iwá̱n este iná̱n, anne̱pale̱wiáj iga ankipowaj inó̱n ye̱ꞌnoti̱ciaj. 
PHP.1.6	Nej nikmati iga Dios iná̱n kipe̱waltij iga kichi̱wa iye̱ꞌtekipáno̱l ipan amejeme̱n, iga ankitokaj iyojwi, iwá̱n Dios inó̱n ye̱ꞌtekipáno̱l kichijtos este maye̱ꞌki̱sa kua̱ꞌ wi̱ꞌ Jesucristo. 
PHP.1.7	Kajasi iga inó̱n nikijtowa de amejeme̱n iga nimitzpoxcho̱kiliáj. Amejeme̱n anne̱pale̱wijkej ipan tekipáno̱l yej Dios ne̱máꞌ iga nikpowa ye̱ꞌnoti̱ciaj yej tasalva̱rowa, ino̱nsan tekipáno̱l yej nemi nikchi̱wa nij ka̱n nipre̱sojtitoꞌ iga nikne̱xtiliáj yej aya kicre̱dowaj iga melaꞌcie̱rtoj inó̱n ye̱ꞌnoti̱ciaj. 
PHP.1.8	Dios kimati iga poxsan nimitzitasnekij. Nimitzcho̱kiliáj ijko̱nsan ken Jesucristo mitzcho̱kiliáj. 
PHP.1.9	Kua̱ꞌ ni‑ora̱dowa iga amejeme̱n, niktajtaniliá Dios iga má̱j ximose̱pancho̱kili̱ka̱n iwá̱n wel nochi nokta xikmatika̱n 
PHP.1.10	ken iga wel nochipa xiktapejpenaka̱n yej má̱j ye̱kti yej ankichi̱waskej. Ijkó̱n wel anye̱ꞌnemiskej, iwá̱n ijkó̱n kua̱ꞌ wi̱ꞌ Cristo, ayagaj wel mitzijli̱skej iga ayompa ankichijkej. 
PHP.1.11	Pues amejemej, iga mitzpale̱wiáj Jesucristo, ankichi̱waskej yej ye̱kti iga tokni̱wa̱n makiweyimati̱lti̱ka̱n Dios.
PHP.1.12	Nokni̱wa̱n, nikneki xikmatika̱n iga yej ne̱chi̱wilijkej yej aye̱kti, inó̱n tapale̱wij iga má̱j mopowaꞌ ye̱ꞌnoti̱ciaj. 
PHP.1.13	Nochi solda̱dojmej yej onokej ipan palacio, iwá̱n sekin, kimatij iga nipre̱sojtitoꞌ iga niktoka Cristo. 
PHP.1.14	Iwá̱n iga momati iga nipre̱sojtitoꞌ, miaꞌ tokni̱wa̱n kipowaj itájto̱l Dios iga kiyo̱lmakaj, ayá̱ꞌ majmawij, iwá̱n má̱j moconfia̱rowaj ipan toTe̱ko.
PHP.1.15	Melá̱ꞌ iga sekin kipowaj ye̱ꞌnoti̱ciaj de Cristo iga ta‑i̱xitaj iwá̱n kijtowaj iga yejemej má̱j kimatij que nejemej, eꞌ sekin kipowaj ye̱ꞌnoti̱ciaj iga kiyo̱lmakaj iwá̱n kinekij no̱ya̱n mamomati. 
PHP.1.16	Sekin kipowaj itájto̱l Cristo iga san mane̱si iga no̱ kichi̱waj ino̱mpa tekipáno̱l, ayéj iga kimelaꞌtokaj Cristo, kinekij mane̱yo̱lmikti̱ka̱n iga kimatij nonoꞌ preso; 
PHP.1.17	eꞌ sekin kipowaj ye̱ꞌnoti̱ciaj iga ne̱cho̱kiliáj, iga kimatij niktajtowiliá itájto̱l Cristo yej tama̱nawiá. 
PHP.1.18	Eꞌ até̱ kichij siga kiye̱ꞌpowaj o ayá̱ꞌ, eꞌ ye̱kti iga tajtowaj de Cristo; iga inó̱n kichi̱waj, nej niyo̱lpa̱ki.
PHP.1.18	Iwá̱n ma̱joꞌ nia niyo̱lpa̱kiti 
PHP.1.19	iga nej nikmati iga ipan inochi nia niye̱ꞌki̱sati iga amejeme̱n an‑ora̱dowaj iga nej, iwá̱n iga ne̱pale̱wiá iyEspí̱ritoj Jesucristo. 
PHP.1.20	Nej nikneki nokta iga ayí̱ꞌ manikchi̱wa tejté̱ yej Cristo akiye̱ꞌita, ijkó̱n anipi̱na̱was iyi̱xtaj. Ma̱jwaꞌ amo manimajmawi iga nikpowa itájto̱l Cristo iwá̱n nochipa mamone̱xti ipode̱r ipan nej, até̱ kichij siga nimiktoꞌ o nisatoꞌ. 
PHP.1.21	Siga nonoꞌ, manikchi̱wa yej Cristo kineki, iwá̱n siga nimiki, nikta̱niaya yej ne̱makas Cristo. 
PHP.1.22	Eꞌ siga nisatoꞌ má̱j wel nitekipanowa iga toTe̱ko, anikmati katiá niktapejpena. 
PHP.1.23	Iyo̱mexti̱n wel niktapejpena: nikneki maguiꞌ manimíkiya iga manónoya iwá̱n Cristo, iga nej inó̱n má̱j ye̱kti katka; 
PHP.1.24	eꞌ iga amejeme̱n, má̱j ye̱kti iga manisato. 
PHP.1.25	Eꞌ nikmati iga ma̱joꞌ nisatos, nonos iwá̱n amejeme̱n iga nimitzpale̱wi̱skej iga má̱j xikyo̱lmakaka̱n iga ankitokaj toTe̱ko, iwá̱n xiyo̱lpa̱ktoka̱n iga anmoconfia̱rowaj ipan yéj. 
PHP.1.26	Iwá̱n wel sej nonos iwá̱n amejeme̱n iga xiyo̱lpa̱ktoka̱n iga yej kichij Jesucristo iga ne̱pale̱wij.
PHP.1.27	Eꞌ nimitzijliáj iga xiye̱ꞌnemika̱n ijkó̱n ken te̱ne̱xtiliá itájto̱l Cristo. Ijkó̱n siga nimitzitatij o wejka nonos, nikneki mane̱mati̱lti̱ka̱n iga amejeme̱n ankitókajoꞌ Cristo, iwá̱n se̱san amoa̱lmajmej iwá̱n ansentekipanojtokej iga ankipowaj ye̱ꞌnoti̱ciaj yej tama̱nawiá, 
PHP.1.28	iwá̱n amo xikmajmawili̱ka̱n yej mitzijiyaj. Ijkó̱n ne̱si iga yejemej yawij poliwitij, eꞌ kine̱xtiá iga amejeme̱n anyawij anmosalva̱ro̱tij, ino̱nwaꞌ kichi̱was Dios. 
PHP.1.29	Eꞌ iga ankitokaj Cristo, ayejsan iga ankipetzcre̱dowaj, sino que no̱ mitzikno̱chi̱waj iga yéj ankitokaj. 
PHP.1.30	Iná̱n wel tisentekipanowaj iga tikpowaj ye̱ꞌnoti̱ciaj. Ankitakej kén iga ne‑ikno̱chijkej wa̱n iná̱n ankimatij iga ne‑ikno̱chijtókejoꞌ.
PHP.2.1	Nej nikmati iga Cristo mitzpale̱wiáj iga wel xikyo̱lchika̱waka̱n sekin. IyEspí̱ritoj Dios onoꞌ amowa̱n iga ante‑ijikni̱mej iwá̱n antacho̱kiliáj, 
PHP.2.2	inó̱n iga nimitztajtaniliáj amonochi̱n iga xikchi̱waka̱n iga manipoxpa̱kto iga xonoka̱n ken se̱san, iwá̱n ximopoxcho̱kili̱ka̱n, se̱san amoa̱lmaj iwá̱n se̱san xikejla̱ntoka̱n. 
PHP.2.3	Amo xikchi̱waka̱n tejté̱ ka̱nsan mane̱si iga pox anwelitij, niga ximoweyimatika̱n, ma̱jwaꞌ ximoali̱mpamatika̱n, iwá̱n xikijto̱ka̱n: “Seꞌ tokni̱n ma̱jya sej que nej.” 
PHP.2.4	Ni agaj makite̱mo yej ye̱kti iga yéjsan, ma̱jwaꞌ makite̱mo no̱ iga sekin maye̱ꞌonoka̱n.
PHP.2.5	Amejeme̱n xitajla̱ntoka̱n ijko̱nsan ken Cristo Jesús. 
PHP.2.6	Cristo, malej iga yéj nochipa ijko̱nsan ken Dios, ayá̱ꞌ motekiꞌtilij iga maono ken Dios, 
PHP.2.7	ma̱jwaꞌ kikajtej ka̱n manda̱rojtoya wa̱n mochij ken se̱ ta̱gaꞌ yej tapale̱wiá iga wa̱laj ken tejemej, 
PHP.2.8	iwá̱n kua̱ꞌ onoyay ken nochi ta̱gaꞌ, moali̱mpamatiꞌ, iwá̱n kichij kensan Dios kineꞌ, mote̱máꞌ iga makimikti̱ka̱n, este miꞌ ipan se̱ cruz. 
PHP.2.9	Inó̱n iga Dios kita̱lij iga poxsan makiweyimati̱lti̱ka̱n, iwá̱n kita̱lilij se̱ ito̱ka̱ꞌ yej ateyi seꞌ ijko̱mpa iga kiweyimatij. 
PHP.2.10	Iga kua̱ꞌ makikakika̱n ito̱ka̱ꞌ Jesús, nochi mamotankua̱ketza, yej onokej ipan cielo, pan ta̱jli iwá̱n yej onokej ta̱ltampa, 
PHP.2.11	iwá̱n nochi makijto̱ka̱n iga Jesucristo yéj nokta toTe̱ko, iwá̱n mamoweyimati̱lti Dios yej toTaj.
PHP.2.12	Inó̱n iga nokni̱wa̱n, ijkó̱n ken amejeme̱n nochipa ankichijkej yej nimitzijlijkej kua̱ꞌ nonoya amowa̱n, iná̱n iga ayá̱ꞌ nonoꞌ amowa̱n, má̱j xikchi̱waka̱n yej nimitzijliáj, xikchijtoka̱n yej ye̱kti iga mane̱si iga Dios mitzsalva̱rójkeja wa̱n ankimajmawiliáj. 
PHP.2.13	Iga Dio̱swaꞌ in yej mitzejla̱ntiáj iga xikchi̱waka̱n yej ye̱kti, iwá̱n yéj mitzpale̱wiáj iga xikchi̱waka̱n ijkó̱n ken yéj kineki.
PHP.2.14	Nochi yej ankichi̱waj, xikye̱ꞌchi̱waka̱n, eꞌ amo xiktekiꞌchi̱waka̱n niga ximokue̱kuesojtóka̱npa, 
PHP.2.15	iga amo agaj wel makijto iga ankichijtokej yej aye̱kti. Wa̱n amo ximoweyimatika̱n, iga amejeme̱n ipilowa̱n Dios, xiye̱ꞌnemika̱n iyi̱xtaj la gente yej kipoxchi̱waj yej aye̱kti. Amejeme̱n ken si̱talimej yej ankita̱wiáj yej onokej ka̱n takomichka̱n 
PHP.2.16	iga ankipowiliáj itájto̱l Dios yej tane̱xtiliá ken iga wel nochipa maonolo wa̱n Dios. Ijkó̱n kua̱ꞌ wi̱ꞌ Cristo, nej niyo̱lpa̱ktos iga amejeme̱n, iga nikmatis iga ayéj balde notekipáno̱l iga nimitzpowilijkej ye̱ꞌnoti̱ciaj. 
PHP.2.17	Malej iga katka mane̱mikti̱ka̱n iga manimochi̱wa ken ofrenda yej ankimakaj Dios iga anmoconfia̱rowaj ípan, nej nipa̱ki, iwá̱n nikneki no̱ manipa̱ki amowa̱n. 
PHP.2.18	Xipa̱kika̱n no̱ amejeme̱n, iga matisempa̱kika̱n.
PHP.2.19	Siga toTe̱ko Jesús kineki, ayá̱ꞌ wejkatis ompiga nikti̱tanis Timoteo iga mamitzitatij, iga manipa̱ki iga nikmatis ken amonokej. 
PHP.2.20	Iga ateyi seꞌ ken yéj yej makejla̱miki kensan nej, yej melá̱ꞌ iga kitasneki iga amejeme̱n xiye̱ꞌonoka̱n; 
PHP.2.21	iga nochi kite̱mowaj iga yejémejsan mamoye̱ꞌchi̱waka̱n iwá̱n ayá̱ꞌ kiyo̱lmakaj iga makichi̱waka̱n yej kineki Cristo Jesús. 
PHP.2.22	Eꞌ amejeme̱n ankimátija ken iga ye̱ꞌnemi Timoteo iwá̱n ankimatij iga ne̱pale̱wij iga nikpowaj itájto̱l Dios, yéj ne̱pale̱wij ken se̱ te̱piltzi̱n kipale̱wiá itaj. 
PHP.2.23	Inó̱n iga nia nimitzti̱tanili̱tij Timoteo, eꞌ manikmáti‑oꞌ siga niki̱sas ipan cárcel, 
