MAT.1.1	Ni rguixogueꞌn quie ja xuzixtaꞌo Jesucristo. Naca Abraham len rey David xuzixtaꞌo Jesucristo. 
1PE.3.1+1PE.3.2	Naꞌra leꞌe yaca nigula bazu benꞌ quie, reꞌendaꞌ iniaꞌ leꞌe tu diꞌidzaꞌ. Reyaꞌalaꞌ galele dyëꞌëdi quie beꞌmbyu quiele. Chi rdale neza huen galele quie beꞌmbyu quiele, pero binao beꞌmbyu quiele xneza Jesús, galaꞌ inaonëꞌ xneza Jesús nun quie blëꞌënëꞌ rdale neza huen, rapalaꞌnle Diuzi. 
1PE.3.3	Lëscanꞌ niaꞌ leꞌe bireyaꞌalaꞌ upaꞌale guichole taz̃e. Bireyaꞌalaꞌ uzutzaꞌole cuinle conlë laꞌariꞌ tzaoꞌ, o conlë oro. 
1PE.3.4	Ta reyaꞌalaꞌ huele, inaole cabëꞌ rnën pensari quie Diuzi yuꞌu luꞌu guicho laxtaꞌole. Huele gaxo, bihuele ruꞌbe. Lenaꞌ zacaꞌn lao Diuzi. Hueyudyi quie tatzaoꞌ, pero tu ta zacaꞌn lao Diuzi biyeyudyin. 
1PE.3.5	Canaꞌ bë ja nigula unitaꞌ dza naꞌte, yaca nigula bë quie xtiꞌidzaꞌ Diuzi. Uzudyiꞌilëjëꞌ Diuzi, udapalaꞌnjëꞌ beꞌmbyu quiejëꞌ. 
1PE.3.6	Canaꞌ bë Sara dza naꞌte, udapalaꞌnnëꞌ beꞌmbyu quienëꞌ, Abraham. Udapanëꞌ lëbëꞌ balaꞌana ca xanꞌ yuꞌu. Chi huele tahuen sudyiꞌilële Diuzi, canaꞌ gaca quiele ca quie z̃iꞌisuba Sara.
1PE.3.7	Naꞌra leꞌe yaca beꞌmbyu bazu benꞌ quie, reꞌendaꞌ iniaꞌ leꞌe tu diꞌidzaꞌ. Reyaꞌalaꞌ tzuꞌule dyaꞌa conlë nigula quiele. Reyaꞌalaꞌ gapalaꞌnleyaquëꞌ huez̃elaꞌadyiꞌleyaquëꞌ, porque binapajëꞌ fuerza cabëꞌ leꞌe. Canaꞌ reyaꞌalaꞌ huele, porque begaꞌnlë Diuzi lëjëꞌ diꞌidzaꞌ gataꞌ yelaꞌ nebanꞌ quiejëꞌ tuzioli tuzi ca begaꞌnlënëꞌ leꞌe diꞌidzaꞌ. Ulehue cabëꞌ niaꞌ, porque chi bihuele cabëꞌ niaꞌ ni, bibi zacaꞌ rulidzale Diuzi.
1PE.3.8	Reyaꞌalaꞌ tuzi pensari huele. Reyaꞌalaꞌ sulële yaca benꞌ bichile, benꞌ nao xneza Jesús dyaꞌa. Reyaꞌalaꞌ yeyëchiꞌlaꞌadyiꞌlejëꞌ, huele gaxo conlë lëjëꞌ. 
1PE.3.9	Chi rue yaca benꞌ mala len leꞌe bizinaquezi, chi rutasi runiojëꞌ leꞌe, bigacalëlejëꞌ lëbi. Nacalan huen huele tadyaꞌa quiejëꞌ, porque cati ulio Diuzi leꞌe bënëꞌ tadyaꞌa quiele. 
1PE.3.10	Canaꞌ reyaꞌalaꞌ huele, porque rnën lëꞌë guichi laꞌiya quie Diuzi cani:
1PE.3.10	Nu benꞌ reꞌen initaꞌ dyaꞌa, benꞌ reꞌen su contento, bireyaꞌalaꞌ udyialaꞌadyiꞌjëꞌ siꞌjëꞌ benëꞌ yëꞌ.
1PE.3.11	Reyaꞌalaꞌ usanjëꞌ tamala, naꞌ huejëꞌ tahuen. Reyaꞌalaꞌ cueꞌjëꞌ chizi lëjëꞌ benëꞌ.
1PE.3.12	Canaꞌ reꞌennan, porque rapa Xuziro Diuzi benꞌ nayëri laxtaꞌohue, renëꞌ caora rulidzajëꞌ lëbëꞌ, pero huaguiz̃u Diuzi castigo quie benꞌ mala.
1PE.3.13	Naꞌ rnabaꞌ leꞌe tu pregunta: ¿Nuz̃i sue huejëꞌ tamala quiele chi huele puro tadyaꞌa quiejëꞌ? 
1PE.3.14	Chi rue yaca benëꞌ tamala quiele, laꞌacazi ruele tahuen quiejëꞌ, huelaꞌiyatzegue Diuzi leꞌe. Biidzebile bigalele quie yaca benꞌ rue tamala quiele. 
1PE.3.15	Reyaꞌalaꞌ gapalaꞌnle Cristo du guicho du laꞌadyiꞌle como benꞌ naca xaꞌnro. Reyaꞌalaꞌ isëdile huele pensari ta iquëbile dyëꞌëdi chi nu benꞌ inaba leꞌe bixquienꞌ naole xneza Jesús. 
1PE.3.16	Reyaꞌalaꞌ tzuꞌule neza dyaꞌa ta su chizi laxtaꞌole. Chi huele canaꞌ, gataꞌ yelaꞌ stuꞌ quie yaca benꞌ rao leꞌe xquia. Yedueꞌjëꞌ cabëꞌ rnëjëꞌ cati ilëꞌëjëꞌ naole neza dyaꞌa, ralele quie Cristo. 
1PE.3.17	Zacaꞌn lao Diuzi huez̃elaꞌadyiꞌle yedzagalaole baꞌalaꞌcazi bële tahuen, chi canaꞌ reꞌen Diuzi, pero bizacaꞌn lao Diuzi, chi dulaꞌ quiezile yedzagalaole bële tamala.
1PE.3.18	Guti Cristo lëꞌë yaga cruzo ta yez̃i dulaꞌ xquia quiero de tzalasagazi. Ni tu xquia binuenëꞌ, pero gutinëꞌ lao laza raꞌo, benꞌ napa dulaꞌ xquia, tacuenda tzuꞌulëro Diuzi tuz̃e, naꞌ gacaro benꞌ quienëꞌ. Dyin quie yaca benëꞌ gutinëꞌ, pero lao naꞌa Bichi Be quie Diuzi bebannëꞌ tatula. 
1PE.3.19	Pero tu gutinëꞌ binebannëꞌ uyonëꞌ yetixogueꞌnëꞌ diꞌidzaꞌ quienëꞌ lao ja bichi be quie yaca benꞌ gutija canaꞌte, yaca benꞌ naca preso rbezajëꞌ gataꞌ castigo quiejëꞌ. 
1PE.3.20	Bigulejëꞌ quie Diuzi caora unitaꞌjëꞌ tiempo aode canaꞌte, tiempo caora uzu tu benꞌ lao Noé. Uzu Diuzi ulezëꞌ utzaꞌyaquëꞌ pensari quiejëꞌ tu lala zu Noé ruenëꞌ barco, pero biptzaꞌjëꞌ pensari quiejëꞌ. Quie lenaꞌ udyiaguiꞌjëꞌ gutijëꞌ luꞌu nisa. Xunayaquëꞌ begaꞌn, bigutijëꞌ luꞌu nisa. 
1PE.3.21	Lenaꞌ nacan ca quie bautismo quie ja benꞌ nao xneza Cristo. Cabëꞌ guca quieyaquëꞌ ulayaquëꞌ lao nisa, canaꞌ nacarë quiero, apsela Diuzi raꞌo. Bibi dyin hue bautismo ta tzëri cuerpo quiero, pero hue bautismo dyin caora aonabaro Diuzi siꞌz̃enëꞌ quie xquia quiero. Caora naꞌ gun Diuzi yelaꞌ neban tuzioli quiero nun quie guti beban Jesucristo. 
1PE.3.22	Naca Jesucristo benꞌ beyëpi zeyo guibá. Zunëꞌ zaquëꞌ yebë quie Diuzi ga rnabëꞌnëꞌ lao ja ángel len lao ja yugulute benꞌ rnabëꞌ yuꞌuja guibá.
1PE.4.1	Como bedzagalao Jesucristo, gutinëꞌ lëꞌë yaga cruzo, lëscanꞌ leꞌe, reyaꞌalaꞌ sule dispuesto yedzagalaole. Porque chanꞌ yedzagalaole, lenaꞌ gacalën leꞌe ta biinan quiele huele xquia. 
1PE.4.2	Lëscanꞌ huacalën leꞌe inaole tadyaꞌa huele cabëꞌ reꞌen Diuzi huele dza rdale lao yedyi layu. 
1PE.4.3	Ziꞌtela abële tamala canaꞌte. Abële tamala ca yaca benꞌ binezi quie Diuzi. Abële tamala cabëꞌ unan quiele. Udale hueꞌe, uz̃udyile, bële lani, bële ruꞌbe, uyonlaꞌadyiꞌle yaca ídolo quiele ta naca bayatza gula. 
1PE.4.4	Pero naꞌra yaca benꞌ binezi quie Diuzi rdzaꞌjëꞌ leꞌe, porque bira tzuꞌulëlejëꞌ tuz̃e yelaꞌ mala quiejëꞌ. Quie lenaꞌ rudyialaꞌadyiꞌjëꞌ leꞌe. 
1PE.4.5	Pero huadyincazi dza gaca juicio quiejëꞌ lao Señor quiero Jesucristo, benꞌ ichugubëꞌ quie len yaca benꞌ aguti, yaca benꞌ naban. 
1PE.4.6	Quie lenaꞌ uyo yaca benëꞌ yetixogueꞌjëꞌ xtiꞌidzaꞌ Diuzi lao yaca benꞌ unitaꞌ tiempote cuenda gataꞌ yelaꞌ neban quiejëꞌ tuzioli lao naꞌa Bichi Be quie Diuzi, baꞌalaꞌcazi cati bdyin dza quiejëꞌ gutiyaquëꞌ cabëꞌ gaca quie yugulu benëꞌ. 
1PE.4.7	Baidyin dza yeyudyi yedu quie dyila yu. Quie lenaꞌ tzuꞌule pensari huen ulidzale Diuzi du guicho du laꞌadyiꞌle. 
1PE.4.8	Pero ta nacara belao idyëꞌële laguedyile, porque lenaꞌ gacalën leꞌe siꞌz̃ele quiejëꞌ caora rapajëꞌ falta. 
1PE.4.9	Reyaꞌalaꞌ gapachiꞌle laguedyile z̃an yuꞌu quiele dyëꞌëdi, bitilale leyaquëꞌ. 
1PE.4.10	Como benꞌ napa dyin quie Diuzi, gacalële laguedyile según ca banegun Diuzi quie quiele. 
1PE.4.11	Yaca benꞌ bëꞌ Diuzi laze quixogueꞌjëꞌ xtiꞌidzaꞌnëꞌ, reyaꞌalaꞌ quixogueꞌjëꞌn ca benꞌ rnë quie Diuzi. Lëscanꞌ, yaca benꞌ bëꞌ Diuzi laze gacalëjëꞌ laguedyijëꞌ, reyaꞌalaꞌ gacalëjëꞌ lëjëꞌ conlë fuerza valor ruꞌe Diuzi lëjëꞌ. Yugulu ta ruele, huelen lao naꞌa Jesucristo tacuenda hue yaca benëꞌ Diuzi balaꞌana. Naca Jesucristo benꞌ z̃ecazi, benꞌ de yelaꞌ huaca quie tuzioli. Amén.
1PE.4.12	Bichaꞌ, benꞌ nadyëꞌëdaꞌ, caora raca zëdi quiele nun quie rue Diuzi leꞌe prueba, bidëbile bihuele pensari tamala raca quiele. 
1PE.4.13	Mejorla yedaohuele caora rusaca benëꞌ leꞌe tamala nun quie naole xneza Cristo, porque tahuen gula yegaꞌnnan quiele yedaohuetzeguele caora yeguida Jesucristo ilëꞌë yaca benëꞌ naquëꞌ benꞌ z̃ecazi. 
1PE.4.14	Chi rutasi runio yaca benëꞌ leꞌe nun quie naole xneza Cristo, reyaꞌalaꞌ yedaohuele, porque lenaꞌ ruluꞌen yuꞌule Bichi Be quie Diuzi luꞌu guicho laxtaꞌole. Rutasi runio yaca benëꞌ Cristo, pero leꞌe reyaꞌalaꞌ ruelenëꞌ benꞌ z̃e. 
1PE.4.15	Chi redzagalaole nun quie bëtile benëꞌ, o chi ulanle quie benëꞌ, o chi bële tamala, o chi bdaꞌ quiele ta bireyaꞌalaꞌ udaꞌ quiele, reyaꞌalaꞌ yedueꞌle. 
1PE.4.16	Pero chi redzagalaole nun quie naole xneza Cristo, naꞌ bireyaꞌalaꞌ yedueꞌle, reyaꞌalaꞌ yedaohuele. 
1PE.4.17	Aruen bago dza gaca juicio quie lao yugulu benëꞌ. Huazulaona len raꞌo, benꞌ nao xneza Jesús. Pero chi sulaona len raꞌo, benꞌ nao xneza Jesús, bayëchiꞌ gula gaca quie yaca benꞌ bibë quie xtiꞌidzaꞌ Diuzi. 
1PE.4.18	Lenaꞌ rnën lëꞌë guichi laꞌiya quie Diuzi cani:
1PE.4.18	Chi canezi ula yaca benꞌ laxtaꞌo yëri, ¿biz̃i gaca quie yaca benꞌ mala?
1PE.4.19	Tanaꞌ, chi rusaca yaca benëꞌ leꞌe bizinaque nun quie naole xneza Cristo cabëꞌ reꞌen Diuzi, biusanlaꞌadyiꞌle huele tahuen sudyiꞌilële Diuzi, benꞌ bzalo raꞌo. Uzucazi Diuzi diꞌidzaꞌ quienëꞌ cabëꞌ unëꞌ huenëꞌ.
1PE.5.1	Leꞌe benꞌ napa dyin quie Diuzi, reꞌendaꞌ gunaꞌ leꞌe tu consejo. Nëꞌëdiꞌ nacariaꞌ benꞌ napa dyin quie Diuzi. Nacaꞌ testigo blëꞌëdaꞌ bedzagalao Cristo gutinëꞌ lëꞌë yaga cruzo. Lëscanꞌ conlë yaca los demás benꞌ napa dyin quie Diuzi, huazuliaꞌ Cristo bëꞌ yeguidëꞌ uluꞌenëꞌ yelaꞌ huaca quienëꞌ. 
1PE.5.2	Ca benꞌ rapa becoꞌ z̃iꞌilaꞌ quie, canaꞌ reyaꞌalaꞌ gapale benꞌ nao xneza Jesús, benꞌ naca cuenda quiele. Pero lëscanaꞌ du guicho du laꞌadyiꞌle huele bala quiele ca reꞌen Diuzi huele, bihuele benꞌ zuzile gan, benꞌ rzaꞌlaꞌadyiꞌ len. 
1PE.5.3	Biinabëꞌle ziꞌlaza benꞌ naca cuenda quiele como si fuera nacale xaꞌnyaquëꞌ, pero tzuꞌule neza dyaꞌa usëdilejëꞌ inaojëꞌ neza ca neza rnaole leꞌe. 
1PE.5.4	Canaꞌ cati yeguida benꞌ naca pastor belaora, huegaꞌn tadyaꞌa quiele lao Diuzi tuzioli.
1PE.5.5	Lëscanꞌ leꞌe, benꞌ ruꞌabe, reꞌendaꞌ gunaꞌ leꞌe tu consejo. Reyaꞌalaꞌ galele quie yaca benꞌ napa dyin quie Diuzi. Yugulule reyaꞌalaꞌ galale gacale gaxo conlë laguedyile, benꞌ nao xneza Jesús, porque canaꞌ rnën lëꞌë guichi laꞌiya quie Diuzi cani:
1PE.5.5	Biraxe Diuzi benꞌ rue z̃e cuine, pero racalë Diuzi benꞌ naca gaxo.
1PE.5.6	Reyaꞌalaꞌ gacale benꞌ gaxo lao Diuzi, porque idyin dza gueꞌen Diuzi, caora naꞌ huenëꞌ leꞌe benꞌ z̃e. 
1PE.5.7	Bidëbile chi bi tu ta raca quiele. Usedyinle tazëdi quiele lao Diuzi como danꞌ zu Diuzi rapanëꞌ leꞌe. 
1PE.5.8	Gapale cuidado quie xanꞌ taxiꞌibiꞌ, porque rdanan reꞌennan udyiaguiꞌnan benëꞌ. Ca rue león bëꞌ ruebaꞌ snia, rdabaꞌ rguilobaꞌ ta gaobaꞌ, canaꞌ rda xanꞌ taxiꞌibiꞌ reguilonan benëꞌ. 
1PE.5.9	Bigalele quienan, galele quie Diuzi. Bigalaꞌadyiꞌle rdanan duz̃e yedyi layu ruenan ta yedzagalao yaca los demás benꞌ bichiro, benꞌ nao xneza Jesús, lëscanꞌ ca leꞌe. 
1PE.5.10	Te yeyudyi yedzagalaole ilëꞌëtiꞌzi, caora naꞌ Diuzi huenëꞌ leꞌe benꞌ laxtaꞌo yëri, benꞌ rue quie xtiꞌidzëꞌ, benꞌ rzudyiꞌilë lëbëꞌ, benꞌ tzazulë lëbëꞌ tuzioli. Tantozi nedyëꞌë Diuzi raꞌo, ulionëꞌ raꞌo cuenda nuelëro Jesús tuz̃e, yeyoro guibá sulëronëꞌ tuzioli. 
1PE.5.11	Naca Jesucristo benꞌ de yelaꞌ huaca quie tuzioli. Amén.
1PE.5.12	Biaꞌ guichi daoꞌ ni useꞌelaꞌn laole lao naꞌa Silvano ta gunaꞌ leꞌe yaca consejo. Naca Silvano benꞌ bichiro, benꞌ nao xneza Jesús, benꞌ zudyiꞌilëro. Lëscanꞌ biaꞌ guichi ni ta nuxelaꞌadyaꞌ leꞌe inezile nadyëꞌë Diuzi leꞌe. Naca prueba nedyëꞌënëꞌ leꞌe bëlaꞌiyanëꞌ leꞌe taz̃e. Ulenao xnezëꞌ, biyehuëdile. 
1PE.5.13	Naꞌra yaca benꞌ nao xneza Jesús, benꞌ nitaꞌ ciudad Babilonia, benꞌ uliorë Diuzi lëscanꞌ ca leꞌe, rugapajëꞌ leꞌe diuz̃i. Lëzi Marcos, benꞌ naca ca z̃iꞌinaꞌ, rugapanëꞌ leꞌe diuz̃i. 
1PE.5.14	Ugapale yaca benꞌ bichiro, benꞌ nao xneza Jesús, diuz̃i. Como benꞌ bichiro gaole tu situ xagajëꞌ. Rulidzaꞌ Diuzi cuëchinëꞌ chizi luꞌu guicho laxtaꞌole yugulule. Amén.
2PE.1.1	Nëꞌëdiꞌ, Simón Pedro, nacaꞌ benꞌ rue mandado quie Jesucristo. Nacaꞌ apóstol quienëꞌ. Biaꞌ guichi ni useꞌelaꞌn lao leꞌe, yaca benꞌ rnaorë xneza Jesucristo cabëꞌ nao nëtoꞌ xnezanëꞌ. Yelaꞌ benꞌ justo quie Xuziro Diuzi Jesucristo rlëꞌënëꞌ tuzi ca rlëꞌënëꞌ raꞌo. 
2PE.1.2	Rulidzaꞌ Diuzi ta huelaꞌiyanëꞌ leꞌe taz̃e cuëchinëꞌ chizi luꞌu guicho laxtaꞌole como danꞌ rioñeꞌele ruele tuz̃e conlë Diuzi lënëꞌ Señor quiero Jesús.
2PE.1.3	Conlë yelaꞌ huaca quienëꞌ, banegun Diuzi fuerza valor quiero ta inaoro xnezëꞌ dza rdaro lao yedyi layu, naꞌ gacaro benꞌ laxtaꞌo yëri. Canaꞌ bënëꞌ quiero caora cati gucalënëꞌ raꞌo ta tzioñeꞌero galero quie Cristo, benꞌ ulio raꞌo, benꞌ z̃e gula, benꞌ rue puro ta yuꞌu niꞌa xnezi. 
2PE.1.4	Canaꞌ bë Diuzi quiero begaꞌn lënëꞌ raꞌo diꞌidzaꞌ ta gacalënëꞌ raꞌo ute uselanëꞌ raꞌo quie tamala de lao yedyi layu, naꞌ gacaro benꞌ yëri cabëꞌ nayëri Diuzi. Canaꞌ biudyiaguiꞌn ta rnazin quiero raꞌo. 
2PE.1.5	Quie lenaꞌ ruen dyabëꞌ galele quie Diuzi du guicho du laꞌadyiꞌle tale neza dyaꞌa. Lëscanꞌ ruen dyabëꞌ tzioñeꞌele huele cabëꞌ na Diuzi 
2PE.1.6	gapale cuidado bihueꞌle lato inabëꞌ ta rnazin quiele leꞌe huele tamala. Lëscanꞌ ruen dyabëꞌ 
2PE.1.7	yeyëchiꞌlaꞌadyiꞌle benꞌ bichiro, benꞌ nao xneza Jesús, idyëꞌële yugulu benëꞌ.
2PE.1.8	Chi tziole huele canaꞌ, naꞌ biten canaꞌzi dza rdale lao yedyi layu, biten canaꞌzi unaole xneza Jesucristo, benꞌ naca Señor quiero. 
2PE.1.9	Pero chi bitziole huele canaꞌ, nacale ca quie tu benꞌ laochula, benꞌ birlëꞌë dyaꞌa, porque agulaꞌadyiꞌle cabëꞌ bë Diuzi quiele uz̃iꞌz̃enëꞌ quie dulaꞌ xquia quiele ta bële tiempote. 
2PE.1.10	Quie lenaꞌ, bichaꞌ, nun quie bë Diuzi nombrar leꞌe, huele dyabëꞌ hue quiele ca niaꞌ niga. Chi huele canaꞌ, naꞌ biiquixile inaole xneza Jesús dyëꞌëdi gula. 
2PE.1.11	Chi huele canaꞌ, naꞌ huesalo Diuzi puerta guibá ta tzetzuꞌule tzesule tuzioli ga rnabëꞌ Señor quiero Jesucristo, benꞌ pte psela raꞌo.
2PE.1.12	Quie lenaꞌ biusanaꞌ iniaꞌ leꞌe ta bigalalaꞌadyiꞌle cabëꞌ reyaꞌalaꞌ huele, baꞌalaꞌcazi banezile dyëꞌëdi barue quiele diꞌidzaꞌ li quie Diuzi. 
2PE.1.13	Tu lala rdaꞌ lao yedyi layu, nacan bala quiaꞌ gunaꞌ leꞌe consejo ca consejo bënaꞌ leꞌe niga. 
2PE.1.14	Baona Señor quiero Jesucristo nëꞌëdiꞌ de que ruen bago dza gatiaꞌ. 
2PE.1.15	Quie lenaꞌ pcaꞌnaꞌ diꞌidzaꞌ quiaꞌ laole cuenda bigalaꞌadyiꞌle cabëꞌ consejo bënaꞌ leꞌe dza udaꞌ lao yedyi layu.
2PE.1.16	Caora unandoꞌ bzioñeꞌendoꞌ leꞌe quie yelaꞌ huaca quie Señor quiero Jesucristo, quele cuento ulio benꞌ rziꞌ yëꞌ bzioñeꞌendoꞌ leꞌe, porque nëtoꞌ blëꞌëndoꞌ yelaꞌ huaca quienëꞌ. 
2PE.1.17	Lëzi blëꞌëndoꞌnëꞌ caora bë Diuzi lëbëꞌ benꞌ z̃e. Bendoꞌ rchiꞌ Diuzi caora unënëꞌ dyëꞌëdi nanëꞌ nëtoꞌ: “Z̃iꞌinaꞌ benꞌ niga. Lega nedyëꞌëdaꞌbiꞌ raxedaꞌ ca ruebiꞌ.” 
2PE.1.18	Bendoꞌ rchiꞌ Diuzi zaꞌn guibá caora nitaꞌlëndoꞌ Jesús lao yaꞌa ga betzaꞌ z̃abanëꞌ gucan bezëri di raca titiꞌ.
2PE.1.19	Quie lenaꞌ nacan bala cabëꞌ una yaca benꞌ unitaꞌ tiempo, yaca benꞌ udixogueꞌ xtiꞌidzaꞌ Diuzi. Napale razón ruele cuenda cabëꞌ unajëꞌ, porque naca diꞌidzaꞌ unajëꞌ ca quie xniꞌ guiꞌ rseniꞌna ga naca chula cuenda ilëꞌëro ga zioro hasta yeguidara Jesucristo huenëꞌ gaca yeniꞌ gula luꞌu guicho laxtaꞌoro. 
2PE.1.20	Reꞌendaꞌ iniaꞌ leꞌe tu diꞌidzaꞌ naca belao. Nunu saqueꞌ tzioñeꞌe diꞌidzaꞌ laꞌiya quie Diuzi según pensari quieziyaquëꞌ, dechanꞌ según cabëꞌ rna Bichi Be quie Diuzi tzioñeꞌeyaquëꞌn. 
2PE.1.21	Pues yaca benꞌ naꞌ, benꞌ unitaꞌ tiempote, quele bzujëꞌ diꞌidzaꞌ lëꞌë guichi ta racazi laꞌadyiꞌjëꞌ, pero como nacajëꞌ benꞌ laꞌiya quie Diuzi, bzujëꞌ diꞌidzaꞌ lëꞌë guichi cabëꞌ mandado bë Bichi Be quie Diuzi quieyaquëꞌ.
2PE.2.1	Lao ja benꞌ Israel, uyuꞌurë benꞌ hueziꞌ yëꞌ. Unajëꞌ quie Diuzi najëꞌ, pero bëꞌ nazijëꞌ uz̃iꞌjëꞌ yëꞌ. Lëzi canaꞌ leꞌe, huayuꞌurë benꞌ naca maestro siꞌjëꞌ yëꞌ laole. Balarazi ruzioñeꞌejëꞌ benëꞌ diꞌidzaꞌ huiziꞌ yëꞌ, inajëꞌ diꞌidzaꞌ li ruzioñeꞌejëꞌ. Canaꞌ huejëꞌ siꞌjëꞌ yëꞌ udyiaguiꞌjëꞌ benëꞌ huejëꞌ condre Cristo, benꞌ udiz̃u xquia quie yugulu benëꞌ. Quie lenaꞌ tu sasazi udyiaguiꞌ Diuzi lëjëꞌ. 
2PE.2.2	Huanao benꞌ zë neza mala quiejëꞌ huejëꞌ ta rnazin quiejëꞌ. Dulaꞌ quiejëꞌ ina yaca benëꞌ binaca dyaꞌa xneza Jesús. 
2PE.2.3	Yelaꞌ rzaꞌlaꞌadyiꞌ dumi quiejëꞌ rziꞌjëꞌ leꞌe yëꞌ inajëꞌ leꞌe diꞌidzaꞌ hueziꞌ yëꞌ. Pero udyiaguiꞌ Diuzi lëjëꞌ, biilajëꞌ. Desde canaꞌte banucueza Diuzi castigo quiejëꞌ.
2PE.2.4	Caora cati bë bala ja ángel xquia dza naꞌte, biuz̃iꞌz̃e Diuzi quie xquia bëjëꞌ. Pues naꞌ bë Diuzi mandado tzuꞌujëꞌ ga naca chula tziojëꞌ laguiꞌ gabila iriojëꞌ caden cuenda cuezajëꞌ dza gaca juicio quiejëꞌ. 
2PE.2.5	Lëzi canaꞌ biuz̃iꞌz̃e Diuzi quie xquia bë yaca benꞌ unitaꞌ canaꞌte. Bënëꞌ mandado gaca nisayo yusiuꞌ lao chopa galo dza cuenda yedzaꞌjëꞌ nisa gatijëꞌ. Nun quie tamala bëjëꞌ, bdyiaguiꞌ Diuzi lëjëꞌ. Tuzi benꞌ lao Noé lënëꞌ igadyi familia quienëꞌ begaꞌnjëꞌ psela Diuzi lëjëꞌ. Pero gudyi Noé ja benꞌ unitaꞌ tiempo de quie reꞌen Diuzi inaojëꞌ xnezëꞌ huejëꞌ tadyaꞌa, pero bigulejëꞌ quie Noé. 
2PE.2.6	Lëzi canaꞌ bë Diuzi juicio lao yaca benꞌ nitaꞌ ciudad Sodoma len yaca benꞌ nitaꞌ ciudad Gomorra. Bzei Diuzi lëjëꞌ, danꞌ bëjëꞌ puro tamala. Lente ciudad quiejëꞌ bzei Diuzi len begaꞌnnan gucan puro de. Canaꞌ bë Diuzi quie ja benꞌ naꞌ ta ilëꞌë ja benꞌ zazaꞌ de que bireꞌen Diuzi huejëꞌ cabëꞌ bë ja benꞌ naꞌ. 
2PE.2.7	Pero tu benꞌ lao Lot, bibdyiaguiꞌ Diuzi lëbëꞌ, baꞌalaꞌcazi naquëꞌ benꞌ ciudad Sodoma, danꞌ naca Lot benꞌ bë quie xtiꞌidzaꞌ Diuzi. Guque Lot bayëchiꞌ bëꞌ blëꞌënëꞌ cabëꞌ ta bayatza gula bë ja benꞌ ciudad quienëꞌ. 
2PE.2.8	Canaꞌ uzu laxtaꞌohuëꞌ bayëchiꞌ gula yugu dza caora blëꞌënëꞌ cabëꞌ bë ja benꞌ yedyi quienëꞌ. Puro tabayatza ta biraxe Diuzi bëjëꞌ. 
2PE.2.9	Pero nezi Diuzi bi huenëꞌ ta uselanëꞌ yaca benꞌ nao xnezëꞌ caora reꞌen xanꞌ taxiꞌibiꞌ siꞌn lëjëꞌ yëꞌ huejëꞌ xquia. Lëzi nezi Diuzi bi huenëꞌ huenëꞌ castigo yaca benꞌ mala hasta dza gaca juicio quiejëꞌ.
2PE.2.10	Con yugulu benꞌ rue tabayatza ta rnazin quie, benꞌ ruz̃idyi ja xtiꞌidzaꞌ Diuzi, hue Diuzi lëjëꞌ tu castigo huala gula. Pues yaca benꞌ naꞌ ruejëꞌ z̃e cuinjëꞌ, nacajëꞌ benꞌ zidi, birdzebijëꞌ rutasi runiojëꞌ benꞌ rnabëꞌ, chi benꞌ zu guibá, chi benꞌ zu dyilayu. 
2PE.2.11	Naꞌra baꞌalaꞌcazi nacara yaca ángel benꞌ rnabëꞌ ca yaca benꞌ naꞌ, birutasi runio yaca ángel yaca benꞌ naꞌ caora rao yaca ángel xquia yaca benꞌ naꞌ lao Diuzi.
2PE.2.12	Pero yaca benꞌ naꞌ, yelaꞌ bayatza quiejëꞌ ruejëꞌ huabiaguiꞌjëꞌ. Biyuꞌujëꞌ pensari. Ruejëꞌ ca rue bia guixiꞌ. Puro ta rnazin quiejëꞌ ruejëꞌ. Con bitezi ta birioñeꞌejëꞌ, naꞌ rudyialaꞌadyiꞌjëꞌn. Yelaꞌ naca quiejëꞌ, naꞌ yeyula yenitijëꞌ lao Diuzi. 
2PE.2.13	Huanao xquia quiejëꞌ lëjëꞌ. Lente tedza ruejëꞌ ta rnazin quiejëꞌ huejëꞌ tabayatza. Anaca quiejëꞌ ca quie nidyiꞌ azun lëꞌë laꞌariꞌ dyaꞌa. Raxejëꞌ gaolëjëꞌ leꞌe tuz̃e gacalejëꞌ amigo, pero ta siꞌjëꞌ leꞌe yëꞌ, tanaꞌ ruejëꞌ canaꞌ.
2PE.2.14	Tuzi ca pensari ruejëꞌ, reꞌenjëꞌ gasilëjëꞌ nigula binaca quiejëꞌ. Binezijëꞌ bi modo huejëꞌ ta usanjëꞌ tamala quiejëꞌ. Rziꞌjëꞌ yëꞌ yaca benꞌ zaonao xneza Jesús. Puro dumi rzaꞌlaꞌadyiꞌjëꞌ. Pero babdzeꞌdeꞌ Diuzi lëjëꞌ. 
2PE.2.15	Aoruꞌunjëꞌ tzalaꞌla xneza Jesús, banaojëꞌ neza mala. Aruejëꞌ cabëꞌ bë tu benꞌ lao Balaam, z̃iꞌi Beor, benꞌ unitaꞌ canaꞌte. Ta huenëꞌ gan dumi bënëꞌ tatondo. 
2PE.2.16	Pero bë Diuzi mandado udila tu burro lëbëꞌ. Unë burro ca rnë benëꞌ. Bëꞌlëbaꞌ lënëꞌ diꞌidzaꞌ udilabaꞌ lëbëꞌ cuenda usannëꞌ bira huenëꞌ tatondo quienëꞌ.
