MAT.1.2	Abalaam hako noow Isak, tonde Isak hako Yaakop, tonde Yaakop hako Yuda-so halindin, 
PHP.2.13	hôôk ham alompayo in nambe ham alompayo melaas-ambe ham ambiing kul sen yoo ka navuu-to. 
PHP.2.14	Ham ambiing va pin osin melaas-ande vakasin nyuungin osin papenggin jip, 
PHP.2.15	in nambe ham naatu Anutu-te noondin anivasa nôôn, de va nipaya me-nanjip vu ham e, nganjo ham naatu hil anivalok keen. Ham nando hôôk hil anipaya sen davu sapa hôôk mop anipayaa-to lavuun, om ham naatum naambe kin tumin-ambe ham naatêêlang ak sil. 
PHP.2.16	Ham oo naapuvu vakasin metumin-ate tatin, in mem busin sen Kalisi nom-ato, ond sale gatee sa lak in ham in kul bopaata sen saawiing vu ham-ato, ond same haate sate niwêêk la malis e, nganjo sate kul nôôn ak.
PHP.2.18	Tombe yik ham akam vasa be ham naapêêlis gaving sa.
PHP.2.19	Ke, tonde Omaaho Bop Yesu taato mopaatôôv ond sale aambiing Timoti naas-anja vu ham pavis, in ji ham-ambe nom balup naanêêl ham banyem vu sa be mem sa kangg vasa. 
PHP.2.20	Same aatovu omaaho ti le, yik Timoti timu ahe having ham nambe sen sa be ka navu ham osin lopayo timu. 
PHP.2.21	De hil pin ond yoo kand navu silate va mu, de me-kand navu Yesu Kalisi-te kul e. 
PHP.2.22	Lemu Timoti ond ham alak ni nambe omaaho nivasa, be yoo nahôôvu sa in nanêêl banye nivasa having, lohvu unoopasiv sen nahôôvu mangganaan-ato. 
PHP.2.23	Ke, om saangge le, naambe yêêv naanêêl sanêêngg vakasin naambe tana, ond sale aambiing Timotii-jo naas vu ham pavis. 
PHP.2.24	Tonde saawii-having nambe Omaaho Bop e tatekin mopaatôôv pavis-ambe sa naas vu ham.
PHP.2.26	Yoo nawiingin nambe nos ji ham, lemu lopayo nimeen in ham hango banye nambe nilakin tovu yii-to. 
PHP.2.27	Keen, bôôy-ato nilak-ambe wiingin nambe jimb, le ma de Anutu ka pasiv, ond me-ka pasiv in yi timu le, nganjo ka pasiv in sa having, tombe wiing-ambe nivasa lak
PHP.2.27	in nambe nimeen-ame danjingin sa lôôt e. 
PHP.2.28	Om saawiingin nambe saambiing nos vu ham jesin, in ham angge be ham akam vasa dôôk, tombe mem sa longgpayo ahelavis jak. 
PHP.2.29	Om hako kaapiyaa-jo laas ond ham oo kam vasa be ham gako yi jak Omaaho Bop haale. Hil nambêênja ond ham oo gako sil haalend jak. 
PHP.2.30	Keen, ngaaho lak in nambe jimb in Kalisi-te kul, in me-ka navu yi le, nganjo ka navu ham-anja, in ham-ame alohvu nambe ham andôôvu sa le, om yik yoo nahôôvu sa lôôt.
PHP.3.3	In yiiy ond mem Anutu-te hil yiiy keen, lemu me-lak sen yiiy halaah yiiy naavingg e, nganjo lak sen Anutu-te Vavi Vaambuung nahôôvu yiiy-ambe yiiy naalohak vu Anutu be yiiy natee yiiy ak in Yesu Kalisi, de yame naawii-having yaningg naavii-jo in me-le dôôvu yiiy e. 
PHP.3.4	Lemu sa kangg bu naambe saambiing gaving sa ningg naavi voon-ate in nambe dôôvu sa, ond sa haalengg neep. Keen, omaaho ango-te haale bop neep lohvu nambe biing gaving ninaavi voon-ate in nambe dôôvu yi, lemu sak sa haalengg bop savok yi. 
PHP.3.5	In sa ond busin namaavaalu be vindak yaal atombe mem lalaah sa ningg naavi. Sak sa Islel keen, sate dangga vu Benyaamin, de sa Hiblu ti in Hiblu-te noondin ti sa, tonde sa Palisai ti in soo navu sapa hôôk tanasin nivasa lôôt. 
PHP.3.6	Tonde sa longgpayo haanjiihin sa in nambe saambiing Anutu-te kul lôôt, ondeey saawiing nindanjeen vu Omaaho Bop-ate hil bel-ate, in soo samu Mose-te tanasin pin-ambe saalohvu. 
PHP.3.7	Lemu sa kangg vu nambe va pin sen wiing-ambe sa haalengg tu bop-anjo, ond sa naahe nambe va malis amu in nambe sa longgpayo na vu Kalisi timu. 
PHP.3.8	De same naahe va vaaluu-ju mu nambe va malis e, nganjo sa naahe va pin nambe va malis in nambe sa gako va sen nivasa lôôt savok-ato jak, naambe mem sa jak sate Omaaho Bop Yesu Kalisi ni. Keen, saahe va pin lohvu kaalekaale mu be sa lapêêh la in nambe sa gako Kalisi timu, 
PHP.3.9	tombe soo mando gaving yi. De Anutu nêêl sa nambe omaaho nivalok-ato, ond me-dangga lak sen soo samu tanasin pin-ato le, nganjo dangga neep vu Anutu timu nambe sa longgpayo la timu vu Kalisi tombe yik Anutu nêêl sa nambe omaaho nivalok. 
PHP.3.10	Nambêênjo in nambe sa jak Kalisi ni, osin sa jak yite niwêêk sen kandi lak laah vu hil yimbin-ate be nandôô-to ni, de sa gako nivaane, yik naambe sen Yesu hako be yimb-ato, 
PHP.3.11	in nambe mem sa naatovu nôôn-anjo naambe sa kandi jak naah vu hil yimbin-ate.
PHP.3.12	nambe sa gako nôôn-anju naatu sate va le mem, in Kalisi hako sa be saatu yite va lung laa-to. 
PHP.3.13	Halingg-aso, same sa kangg vu nambe sa hako nôôn tu sate va lung la le, yik va sen saawiing bôôy-ato ond sa kangg lingin la, de soo navu saloongg niwêêk lôôt-ambe sêên nalak sa in nambe sa gako va sen vu taamusin-ato. 
PHP.3.14	Ke, om yik soo navu saloongg lôôt in nambe sa naatok ana be sa gako nôôn anivasa keen-ato le mem. In nôôn anivasaa-ju nambe sa longgpayo la timu vu Yesu Kalisi om Anutu teey sa nambe sana mando baandoni.
PHP.3.16	Lemu nôôn sen yaatovu lung laa-to ond yik yiiy oo mosapa dôôk.
PHP.3.18	Saanêêl vu ham balon ngeeyaata lung la, tonde yik gêên sa naanêêl vu ham jesin naah osin sa mengg luk naambe hil ngeeyaata davu sapa mop sen dayiis ngaamong in nambe daanggôôl Kalisi-te kul sen yimb ak haah pakôô-to. 
PHP.3.19	Sil oo davu sapa hôôk va sen sil anind naavi navu navu in nambe sil lambiing-ato
PHP.3.19	tu silate anutu, de yoo dapêêlis in va nipaya vaha vaha sen dawiing-ambe hil anind namum-ato, osin yoo kand navu va voon-atêênjo mu, om hil-anju le daatovu nyevahaan-ambe lana mend nama valok-ate. 
PHP.3.20	Lemu yiiy ond yambaangg dangga dosin neep baandoni, om yiiy natung mengg in Omaaho Bop Yesu Kalisi lôôt nambe vu baandoni be dukanom in gako yiiy naah. 
PHP.3.21	Tombe le biing-ambe yaningg naavi nipayaa-jo le naatu ango yoow jak-ato, ond le nikaapiikaanôôn, yik va timu naambe sen yoo ningaavii-to. Le biing naambêênju jak yite niwêêk sen lohvu daanggôôl va pin langgulis baambuu-to.
PHP.4.2	De muuh vêêh yuuh-anja Yuodia yuuh Sintiki, sa kataangg muuh naambe makam bu Omaaho Bop-ambe malompayo javuh ti. 
PHP.4.3	Ke, hong yêêv sen hoow naawiing kul timu keen-ato, sa kataangg hong naambe gandôôvu vêêh yuuh-anja, in yuuh danêêl banye nivasa niwêêk lôôt having sa, yik yuuh-ande Klemen having sate hil vaalu sen hey ahondoos naawiing kul hôôk tii-to, de sil haalend neep hôôk kaapiya metumin-ate.
PHP.4.5	Om ham ambiing va in hil pin lanjak ni naambe ham alompayo neep melaas, in busin sen Omaaho Bop nom-ato ngaaho lak lung la. 
PHP.4.6	Ham-ame naham jak in vati le, nganjo ham kataangg Anutu in va pin hôôk lohakin-ambe ham naapêêlis vu yi. 
PHP.4.7	De Anutu le biing-ambe ham alompayo nanjip melaas lôôt kaluuh va sen yaalohvu nambe yakangg buu-to, le mem ham akam e monambu Yesu Kalisi de ham alompayo na vu yi timu.
PHP.4.9	Ke, vakasin pin sen soo taahu ham-ambe ham hako lak-ato, tonde va sen ham hango osin ham ahe vu saa-to, ond yik vaa-ja ham oo ambiing lôôt. Tombe Anutu sen nawiing-ambe yalonggpayo neep melaas-ato ond le mando gaving ham.
PHP.4.10	Gêên sa kangg vasa lôôt vu Omaaho Bop, in ham akam vu sa be ham awiing va daka lo-valup vu sa yesin laah. Keen, bôôy ond ham akam vu sa, le ma de mopaatôôv ma. 
PHP.4.11	Vakasin sen saanêêl-anja ond
PHP.4.11	me-nambe sen sa naativak in va le, nganjo sa lak ni lung la nambe nimeen vaha vaha natovu sa, ond yik sa longgpayo nivasa in va pin-anju. 
PHP.4.12	Om naambe sa gako va pasivdaka mu ond lung, me naambe sa gako va ngeeyaata lôôt ond yik lung having. Keen, va pin sen natovu saa-to nambe sen yangga vanôôn ngeeyaata me yaanggimb ahengg, tonde yiiy naatovu va ngeeyaata me yiiy naativak in va, ond yik va pin-anjo ond gêên sa lak ni be sa nando osin sa longgpayo nivasa. 
PHP.4.13	In Kalisi navu kaandu sa lak yite niwêêk, om saalohvu nambe saambiing va pin.
PHP.4.14	Lemu ham awiing nivasa om ham ahôôvu sa in sa naaku nimeen. 
PHP.4.15	Sate va-so, ham oo alak ni nambe bôôy sen sa hako kul ak-ambe sa naanêêl banye nivasa nyendoos, tombe sa kandi lak vu Makedonia be salaa-to, ond hôôk busin-anju hil bel-ate vaalu ond me-danêêl-ambe hey naahôôvu hey vaha-vahaan e, malis. Yik ham Pilipaii-ja mu, ond mem ham oo nawiing nambêênja. 
PHP.4.16	Keen, sen sa nando Tesalonikaa-to ond ham oo ahôôvu sa balon balon. 
PHP.4.17	Lemu same sa kangg navu nambe ham ambu va vu sa le, nganjo saawiingin nambe ham ambiing va nivasa naambêênja, in nambe mem ham naatovu nôôn anivasa naatu bopaata jak. 
PHP.4.18	Ke, va pin sen ham nahôôvu saa-to ond sa hako lung la, tombe va ngeeyaata lohvu nambe le dôôvu sa nivasa lôôt. Keen, sa hako va ngeeyaata be lohvu sa, in va sen ham awiing-ambe Epaplodaitas hako laam-ato, ond vu vu sa. Vaa-jo tu salivangin galovasa nambe sen ham hatung vu Anutuu-to. Anutu yoo ahe nivasa in salivangin nambêênjo be nako lak.
PHP.4.19	Ke, om sate Anutu sen wiing-ambe ham lavuh ti having Yesu Kalisii-to, ond yite va nivasa vasa nikaapulis-ate ngeeyaata nando, om yoo le biing va sen ham nativak in-ato pin vu ham. 
PHP.4.20	Om yiiy gako yate Aamangg Anutu haale jak nanjip danggata osin danggata. Keen.
PHP.4.21	Ke, tonde ham naanêêl sate vakasin samu samu vu hamate hil sen ham pin atu Yesu Kalisi-te hil-ato, tonde halingg-aso sen dando having saa-to lanêêl vakasin samu samu vu ham. 
PHP.4.22	Anutu-te hil pin vuu-jo lanêêl
PHP.4.22	vakasin samu samu vu ham, tonde sil vaalu sen danggin Lom-ate yêêv bop Sisa yite bayêên-ato ond yoo lanêêl vakasin samu samu vu ham lôôt.
PHP.4.23	Yik vakasin lung laa-ja. Omaaho Bop Yesu Kalisi-te samu samu mando gaving ham kanum.
COL.1.2	ond haay kaavu kaapiyaa-jo vu ham halingg-aso Kolosi sen ham atu Anutu-te hil-ambe ham awii-having Kalisi keen-ato. Ke, yate Aamangg Anutu biing samu samu naas mando gaving ham-ambe ham alompayo nanjip melaas.
COL.1.4	In haay hangoyin nambe ham awii-having Yesu Kalisi lôôt-ambe ham ahem naving Anutu-te hil pin, 
COL.1.5	ondeey haay naapêêlis la vu Anutu, in ham hangoyin vakasin keen sen banye nivasaa-to vu nyendoos, tombe mem ham natung mem in nôôn sen Anutu nêêl lak ham anim lung la be nando baandonii-to. 
COL.1.6	Yik banye nivasa sen laas vu ham nyendoos-ato ond ham hango be ham alak Anutu-te samu samu keen ani be mem nayiis nôôn anivasa hôôk ham alompayo, yik banye nivasaa-ja la nalohvu taaku pin-ambe natu ahepataas nalak-ambe mem nayiis nôôn anivasa ngeeyaata. 
COL.1.7	Yik Epaplas sen haay ahengg naving yii-to ond yoo taahu ham hôôk banye nivasaa-ja. Epaplas-anju ond tu Anutu-te kul vaha having haay, tombe nawiing kul anivasa vu Kalisi lukalaah haay ahenggbaan. 
COL.1.8	Tombe nêêl vu haay nambe Vavi Vaambuung hôôvu ham-ambe ham ahem naving haay nivasa lôôt.
COL.1.10	Tombe mem ham alohvu nambe ham sapa hôôk mop sen Omaaho Bop ahe naving-ato, le mem ji be ahe nivasa lôôt vu ham, tonde ham ambiing va nivasa pin nôôn jak, be mem ham anjak Anutu ni lôôt. 
COL.1.11	Haay naalohak in nambe Anutu-te niwêêk nikaapulis-ate nando, om bu niwêêk-anju vu ham lôôt in nambe ham anohvu be ham baale niwêêk, be mem ham baaku nimeen pin osin ham akam vasa. 
COL.1.12	Om ham naapêêlis vu Aamangg, in wiing-ambe mem ham alohvu nambe ham gako va sen nêêl ak ham anim in nambe ham gako gaving Anutu-te hil pin hôôk taaku melangaah-atêêto. 
COL.1.13	In yoo vu vêêl yiiy in mekanu-te niwêêk-ambe hakoseey yiiy aalukalaam having Noow-ate hil-ambe mem Noow nanggin yiiy, in Noow-anjo sen Anutu yoo ahe having
COL.1.13	yii-to, 
COL.1.14	yik Anutu Noow-anjo sen hako yiiy lom-ande kawiiy yate nipaya laa-to.
COL.1.16	Anutu Noow-anju hatung va pin vu baandoni osin vu voon. Keen, yoo hatung va pin sen yiiy naahe osin va sen yame aalohvu nambe yaangge le. Yoo hatung angela-sote lulemak-aso osin silate gaaman-aso,
COL.1.16	de hatung silate yêêv-aso osin himbop-aso, tombe yoo hatung va pin-anju be nando in nambe yoo biing va sen ka navuu-to nôôn jak vu sil. 
COL.1.17	In va pin ma de yoo nando munggin, le mem yoo hatung va pin-anjo be dando lak yite niwêêk. 
COL.1.18	Kalisi tu hil bel-ate pin alukook, de hil bel-ate latu Kalisi naavi. Yoo tu hil bel-ate danggakook, tombe yik yi timuu-ju sen yoo kandi lak laah vu hil yimbin-ate munggin nalu, in nambe yoo naatu va pin-ate lukook. 
COL.1.19	In Anutu yoo wiingin om lukala nando hôôk Noow alopayo osin doos. 
COL.1.20	De lak va sen Yesu wiing-ato ond Anutu tatekin mopaatôôv in nambe va pin lanom vu yi. In Yesu yimb ak haah pako, tombe lak yite nihees-anju sen Anutu vu mamaal vu va pin vu baandoni de vu voon having in nambe lanom vu yi.
COL.1.22	Le sim gêên Anutu wiing-ambe ham atu yite hil lak sen Kalisi yimb ak haah pakôô-to, in nambe gako ham naah vu yi be ji ham naambe yite hil vaambuung osin hil anikaapiik, de meji naambe va nipaya neep vu ham e. 
COL.1.23	Om yik ham oo ambiing gaving lôôt-ambe ham baale niwêêk, in vati le biing atombe sim ham seelin na in va sen ham hango banye nivasa be ham natung mem in nôôn-ato. Banye nivasaa-ja ond sa Pol oo aatu yite kul vaha, tombe hey naanêêl langaah vu omaahonôôn pin vu voon.
COL.1.25	Anutu yoo holin sa be saatu hil bel-ate kul vaha tombe vu kul vu sa, om yik sate kul nambe soo naanêêl Anutute vakasin pin-ato langaah in nambe dôôvu ham. 
COL.1.26	In vakasin-anjo yoo vun yi bôôy in hil pin, le ma de gêên ond Anutu taato laam langaah vu yite hil lung la. 
COL.1.27	In Anutu wiingin nambe taato yite vakasin vunin sen ka vu nambe dôôvu omaahonôôn pin-ato, ond taato vu yite hil-ambe lanjak ni naambe nivasa lôôt-ambe nikaapulis. Vakasin vunin-anju nambe Kalisi nando hôôk ham alompayo, ondeey ham natung mem in, in nambe bu nikaapulis nôôn keen-ato vu ham. 
COL.1.28	Om nambêênja sen hey naanêêl Kalisi-te banye nivasa langaah-ato ond hey akangg navu nivasa lôôt e mem hey navu tatekin vu omaahonôôn pin, tonde hey naavu kôôvu sil in nambe sil oo ganggin sil nivasa, in nambe omaahonôôn ti ti pin daatu Kalisi-te hil anivasa nôôn-ambe mem hey naanggiiy sil landukanaam vu Anutu. 
COL.1.29	Ondeey soo naawiing kul aniwêêk lôôt lak Kalisi-te niwêêk bopaata sen yoo navu vu saa-to.
COL.2.1	Saawiingin ham anjak ni naambe soo naawiing kul bopaata lôôt in nambe saandôôvu ham osin hil Leodisia, de hil vaalu pin sen me-layi sa mengg-ato le. 
COL.2.2	Om sa naawiing kul bopaata lôôt in nambe sa kaandu ham alompayo be ham alompayo javuh ti be ham ahem gaving ham, de saawiingin nambe ham gako nôôn anivasaa-jo nambe ham anjak Anutu-te vakasin sen neep hôôk vunin-ato ni vanuh, in vakasin vunin-anjo ond manyinjo Kalisi. 
COL.2.3	In Kalisii-ju ond kakook anivasa vasa osin lukook bop sen vun yii-to pin neep vu yi.
COL.2.5	De sak sa nando diin in ham, lemu sa kangg oo navu ham lôôt, tombe sa kangg vasa in sa hango nambe ham nawiing va nivalok osin ham nawii-having Kalisi niwêêk.
COL.2.6	Ham hako Omaaho Bop Yesu Kalisi lung la, om yik ham oo mando gaving yi. 
COL.2.7	De ham oo naapuvu yi niwêêk naambe sen haah kangga napuvu ngaanggis aniwêêk-ato. Yik ham baale lak Kalisi be ham naatu niwêêk jak naambe sen hil dahaav bayêên naale lak ngaandiin aniwêêk-ato, tonde ham oo ambiing gaving banye nivasa sen hey aanêêl vu ham-ato niwêêk, osin ham naapêêlis na vu Anutu lôôt jak busin pin.
COL.2.9	In Kalisii-ju ond Anutu yoo lukala nando hôôk yite ninaavi voon-ate osin doos. 
COL.2.10	Om sen ham nando hôôk Kalisii-to ond Anutu vu metumin nôôn keen-ato vu ham. Kalisii-ju savok yêêv-aso osin hil aniwêêk pin-ambe tu silate danggakook.
COL.2.12	Tonde ham alipis bel-ato ond manyinja
COL.2.12	ham alompayo nipaya voon-ate niwêêk lung la, in ham alompayo nipaya voon-atêênjo yimb-ambe lahaav having Kalisi. Tombe ham awii-having nambe Anutu-te niwêêk sen wiing-ambe Kalisi kandi lak laah vu hil yimbin-ate ond gêên nawiing kul nando, om yik gêên ham kandi osin metumin moos ti having Kalisi. 
COL.2.13	Bôôy ond ham oo monawiing va nipaya be ham navu sapa hôôk ham alompayo nipaya voon-ate, ond manyinja ham oo naloh mop meyimbin-atêêto. Le sim Anutu wiing-ambe ham naloh mop metumin-ate having Kalisi, in kawiiy yate va nipaya pin la. 
COL.2.14	Tonde Anutu-te tanasin pin sen Mose kaavuu-to ond nawiingin nambe daanggôôl yiiy, in taato langaah nambe yiiy kalêêh tanasin om yale naatovu yate va nipaya nyevahaan, ond Anutu vaahu pin-ambe yiis lakala haah pako be kawiiy la valok-ate. 
COL.2.15	Tombe yik Anutu laanggôôl Saalang osin yite angela-so silate niwêêk, tonde sen Kalisi yimb ak haah pakôô-to, ond laanggôôl sil, tombe wiing-ambe omaahonôôn layi sil nambe va malis amu.
COL.2.17	Ke, va pin-anja ond navu taahu nôôn sen le naatok naam vu taamusin-ato kanu, ond yik nôôn keen-ato ond mem neep vu Kalisi. 
COL.2.18	De naambe omaaho ti ji mavin ti be
COL.2.18	naanêêl vu ham naambe ham oo daanggôôl ham-ambe ham anohak vu angela-so, ond ham-ame gango lava le, in hil nambêênja yoo datee sil ak malis amu, in lundkook navu sapa hôôk va nipaya voon-ate, 
COL.2.19	de me-dapuvu Kalisi niwêêk e. In Kalisi ond tu yiiy pin-ate lukook keen-ato, yik nambe sen omaaho ti yoo lukook tu yêêv-ambe nanggin ninaavi doos. Tonde yaningg naavi ond lundambi yuuh nikangga napuvu tatin-ambe nando osin doos. Ond yik Kalisi nambêênju, in yiiy aatu Kalisi-te ninaavi sen yoo napuvu tatin-ambe nando osin doos-ato, tonde Kalisi ninaavii-jo nalinj-ambe natu bopaata nalak Anutu-te niwêêk.
COL.2.21	“Game ganôôh vatii-ju lak onamam e, tonde game gangga le, de game palaah e.” 
COL.2.22	Tanasin nambêênja ond yoo laam vu omaahonôôn akand, lemu va sen danêêlin-anju ond nando in nambe yangga be jung na pavis. 
COL.2.23	Keen, omaahonôôn layi hil sen davu sapa tanasin nambêênju nambe sil hil osin kand, in hil-anju davu sapa Anutu lohvu sil akand, tonde yoo dalak in sil in va pin sen Anutu hatung in nambe dôôvu yiiy naavingg-ato de danêêlin va vaalu, le ma de silate tanasin nambêênju me-nahôôvu sil e, in me-naanggôôl sil alondpayo navu navuu-to le.
COL.3.2	Om ham akam oo bu va baandoni jak busin pin, de ham akam-ame bu va voon-atêênjo le. 
COL.3.3	In ham alompayo nipaya voon-ate yimb lung la, de ham kandi nando metumin, lemu omaahonôôn-ame dayi mend ak e, in ham nando metumin having Kalisi hôôk Anutu lopayo. 
COL.3.4	In Kalisi ond tu yate metumin danggakook, om vu taamusin sen naatok nom langaah-ato ond hôôk busin-anju ham e baale langaah gaving yi osin nikaapulis.
COL.3.6	Ke, om Anutu-te ahekalin e naatovu hil pin sen dawiing va nambêênjôô-to.
COL.3.7	Bôôy ond ham having hil sen dawiing va nambêênjuu-to be ham sapa hôôk vaa-ju pin. 
COL.3.8	Lemu gêên-anjo ond yik ham gavuuh va pin naambêênjo na, ham ahem kalin, ham alompayo nivaane, osin va nipaya, tonde vakasin palesin osin vakasin navu dees ond ham-ame naanêêl e. 
COL.3.9	Tonde ham-ame tatuhin halim-aso le, in ham alompayo nipayaa-to osin yite mop ond ham havuuh lung la. 
COL.3.10	De ham atu hil moos kalin ak, yik Anutu yoo monawiing-ambe ham natu hil moos nalak, osin navu samu ham nambe yi, in nambe ham anjak yi Anutu ni vanuh. 
COL.3.11	Ke, yaatu moos kalin lung la, om yame le baasuh yiiy-ambe yiiy naanêêl naambe hil Glik-ande hil Yuda le, tonde hil sen dalaah naavind-ato de hil sen me-dalaah naavind e, tonde hil sen damolin vakasin-ato, osin hil taavêêt alo
COL.3.11	le, tonde yame le naanêêl naambe hil malis de hil osin haalend bop e, malis. Yik gêên Kalisi yoo timu tu
COL.3.11	yate omaaho osin haale bop-ambe yoo nando hôôk yite omaahonôôn ti ti pin.
COL.3.13	Tonde ham-ame ahekalin vu hil e, nganjo naambe ham ti-te vakasin neep vu hali ti in wiing yi paya,
COL.3.13	ond mam kawiiy halii-ju yite nipaya na, in Omaaho
COL.3.13	Bop kawiiy hamate nipaya la lung laa-to, om yik ham oo kawiiy halim-asote nipaya na naambêênjo gaving. 
COL.3.14	Tonde yik ham ahem gaving hil keen, in ahe havingin ond savok va vaalu pin lôôt, tombe duuh va nivasa vasa pin lavuh ti nivasa lôôt. 
COL.3.15	De Kalisi biing-ambe ham alompayo nanjip melaas, in Anutu teey yiiy ak vakasin melaas-anja be yaatu nôôn timu, om yiiy oo naapêêlis na vu Anutu jak busin pin. 
COL.3.16	Tonde ham oo samu Kalisi-te vakasin nanjip hôôk ham alompayo niwêêk lôôt, de ham akam bu nivasa lôôt-ambe ham tatekin Kalisi-te vakasin vu ham, osin ham ambu kôôvu ham, tonde ham ambiing laalo osin taalôôt sen gako Anutu haale jak-ato, de ham ambiing laalo sen Vavi Vaambuung taato vu ham-ato, tonde ham ambiing laalo hôôk ham alompayo osin ham akam vasa vu Anutu. 
