MAT.1.1	A revereve huri retubui Jisas, netui Devet, netui Ebraham.
COL.1.18	I Kraes ingeie a qatui Warelue, a warelue hi a tarabesine a gineu doluegi hi ram vonai denie. Ingeie vage a muegi, u maraga dena mateana. Siu lo gineu doluegi i Jisas ingeie mo tomue gesegi. 
COL.1.19	I Kraes u garea u liu mwerehi, huri God mo havuhevu huri mo siregi na nona mwasoana doluegi mo eno lui Kraes. 
COL.1.20	Gina mateana ko a dai Kraes lo gai saroutu, mo lai na gineu doluegi vano taligu lawe God. Hatie huri tare ve a gineu talo ure sige ta eulu.
COL.1.21	Tomue igimiu neu tino vagahao dein God. Igimiu neu voragi nona tavului vuro lolo domimiu, ko neu vei na galegaleasi u sao goro God. 
COL.1.22	I God u lei gimiu taligu vano lawea sibona. Ingeie u vei na gineu ngaha lo mateana noi Kraes lo tarabesine, siu huri ve ingeie vin lei gimiu taligu vano lo nagoi God mwere na sinobu hi rau gogona, hatie nora galegaleasi lure ko hatie gineu huri ve i God vin vevegi lei gimiu huri ve neu vagasile. 
COL.1.23	A gineu ngaha vin vei, tare ve igimiu nem labe siaga lo nomiu lado hogo. Igimiu neu rongo na Roro Garea beno. Igimiu nein mese bela dena nomiu lado tare. A Roro Garea hi u waregi serea lo qatui ureure doluegi. Ineu Bol, nam bului nam waregi sere na Roro Garea hi.
COL.1.24	Ineu nam havuhevu lo noku gagarasi huri gimiu. A gineu u sao ngehi ve i Kraes vin gagarasi teu lo tarabesine, ngehi a warelue. Ineu nam masinge lo tarabesiku ve nain gagarasi lo gineu ngerehi mwere a duvi noku tabana. 
COL.1.25	Ineu nau voragi na tangaloi tabana lawe na warelue, a vevenagi i God u bete na muei tabana laweau ve nain veie ngehi mo bului gimiu ko a tabana hi ve ineu nain veve na roroi leo noi God doluegi lawe gimiu. 
COL.1.26	A roro ngaha a gineu hiligiana, u eno hiligi dena matara tangaloi doluegi lo vuigi redu, nge siserigi ngaha a sinobu gogona noi God rau rongoe beno. 
COL.1.27	I God u domiginie huri ve vin siregi lawe na nona sinobu ve rain ilo na gineu ngaha ko a gineu hiligi u roroa ngehi mo eno mei God huri na nona sinobu doluegi. A gineu hiligi hi i Kraes sibona, ngehi mo toga lumu. Ingeie hogosie a noda lado tare huri na ute ta eulu. 
COL.1.28	Siu igamai gam waregi sere tuturedugi Kraes lawe na tangaloi gagatalegi. Gina nomai mataisao, a lolorani gau bete leo matagute ko gam huhuire doluegi. Gau veie ngaha ve na vai na tangaloi doluegi ran matue lui Kraes ko vena lai na sinobu doluegi vano lo nagoi God. 
COL.1.29	Ineu nau tabana u huire ve nain vei na gineu ingere ngaha mena huireana doluegi i Kraes u bete laweau.
COL.2.1	Ineu nam tarani ve igimiu nein ilo ve ineu nau kea gagarasi huri gimiu, ingere hi lolo togagi venue lawua Loadisia, ko lavasigi vage hi rahe lehi na nagoku tea vohogi. 
COL.2.2	Ineu nam tarani ve nan vai siagagi na domire, ve ingere ran bulu gatagale lo tabetabe siu huri ingere rain lei na vai garea lo nora rongrong hogo ngehi mo vaire ram ilo na gineu hiligiana noi God, ngehi i Kraes sibona. 
COL.2.3	Nge a mataisao ko a lolorani ram hili lune.
COL.2.4	Igimiu nein mese siregi ve a sinobu rain vaga lengagi gimiu gina leo ngerehi mwere lo rongrongogi huri ve a hogo, nge ingere na kalikeli hogosie. 
COL.2.5	Hatie huri ineu nam vagahao dein gimiu lo tarabesiku, nge nam lado gimiu tamwere. Ineu nam havuhevu huri nam rongo ve nem toga lo mwasoana garea ko a nomiu lado hogo lui Kraes u siaga.
COL.2.6	Igimiu neu lei Jisas Kraes a nomiu Huqe, siu igimiu nen toga tuturedu lo bulgatagale meie. 
COL.2.7	Igimiu nen leo ve a goarimiu ran turebue lui Kraes ko ve ingeie na voragi vatu togaibibi huri na mwasoamiu. Nen labe siaga lo nomiu lado hogo mwerehi gau huhui gimiu ko nen havuhevu lolo lolomiu.
COL.2.8	Igimiu nein leo huri ve ihine tea vin mese tomuegi gimiu lo leo huhui kalikeli ngehi mo vanai dena tangaloi hogosie ngehi mo vanai dena vui hi ram huqegi na ure ngaha, hatie dein Kraes. 
COL.2.9	I Kraes u lei na tarabesi tangaloi mwerei gide, nge i God a mwasoana doluegi u toga lune beno. 
COL.2.10	Siu igimiu hi neu bulu bubugi mei Kraes, i God u vagahorongi na mwasoamiu beno gina gineu ngerehi u bete lawea gimiu. I Kraes mo huqegi goro na gineu doluegi, ira huqegi talo Vui ko ira tangaloi lalawua doluegi talo ure.
COL.2.11	Lune igimiu neu vonai lobei Kraes, mwerehi ve neu lei na teve gigilegi u wegineu. A teve gigilegi hi he vai tea lo tarabesigi, nge i Kraes u vei na teve gigilegi, ngehi gina nona mateana mo vai gimiu nem mariqe dena huireanai nomiu galegaleasi sibomiu. 
COL.2.12	Lune igimiu neu lei na garuhi gogona, u tulegi bubugi gimiu mei Kraes. Siu nem maraga taligu lo mwasoana a vevenagi a nomiu lado hogo u siaga lo managi noi God, ngehi u vei ragasi Kraes dena mateana. 
COL.2.13	Igimiu neu mate a vevenagi a nomiu galegaleasi u lawua ko igimiu hatie sinobu noi God. Igimiu neu toga tavala varea dena Leohora, nge i God u siregi lawe Kraes mo vai gimiu nem mwaso, lune ingeie u lado vohogi na bugui noda galegaleasi doluegi. 
COL.2.14	I God u mengi na leo vevegi hi rau eno vovohoi gide huri dau kalokalo lo Leohora. I God u lei vohoginire mo toto bibire talo gai saroutu. 
COL.2.15	Lo matahala mwere ngaha, i God u qoragi na huqegi talo vui esi ko a nora tanoi lawua. I God u vagamaemae ginire lo nagora tangaloi huri u qoraginire lo gai saroutu.
COL.2.16	Siu igimiu nein mese siregi ve ihine tea na vevegi gimiu huri na hava gineu tea hi nem gani sige nem inu. Igimiu nein mese siregi ve ihine tea na veve lawe gimiu ve nein tatabegi na vule tavidiri, a Rani Mangaana sige a rani lalawua lavasigi vage. 
COL.2.17	A gineu ingere ngaha, ingere hatie gineu hogo a vevenagi hatie tarabesire ve dain tango lai lure. Ingere a nunui tarabesi gineu dain tango lai lune. A tarabesigi hogo hi igide dain tango lai lune, ngehi Kraes. 
COL.2.18	A tangaloi lavasigi rain veve lawe gimiu ve ingere ram toga wuweu ko ram hudu goro na engsel. Ingere ram sagera mena nora hueri, nge a hueri ngerehi hatie gineu lure, a vevenagi a tangaloi ngerehi a domire mo horo gina sagesage. 
COL.2.19	Ingere rau siregi rahe wiri siagagi tea lui Kraes. Ingere hi a qatagi tarabesigi. I Kraes mo kokogoro na tarabesine. Ingeie mo wiri bulutegi na tarabesigi mwerehi a hariherinai tarabeside ram bulu lo garahugada. A tarabesigi mo mwaso mo huri na matahala noi God.
COL.2.20	Lo tarogi igimiu neu mate mei Kraes ko neu meriqe dena vui ngerehi ram toga lolo ure. ?Huri hava gineu nem vaie mwere ve igimiu a nati ure ngaha mosigei huri igimiu nem huri na tau leo mwere ingere ngaha: 
COL.2.21	“?Nein mese gani ngaha, Nein mese ganigeni rongoe ngaha sige. Nein mese hakovi na gineu hi?” 
COL.2.22	A tau leo hi ram dovo na gineuhi ureure hogosie, lo tagugi hi dau lalakogi lure u rovo, ingere ram salasala. 
COL.2.23	A sinobu lavasigi ram lado ve a tau leo ingere ngaha ve rau garea nge ingere ram labe lo mataisao nona tangaloi hogosie. A tau leo hi rau siaga, ko a sinobu hi ram dori tabetabegi lure, ram lado ve ingere rau lado wuweu. Nge a nora taratarani esi tea talo tarabesire
COL.3.1	A vevenagi nem maraga mei Kraes sulo mwasoana, nein teu na domimiu lo gineu hi ram eno eulu lo ute hi Kraes mo toga lo matuei God. 
COL.3.2	Nein lado huri na gineu ta eulu, hatie gineu ta lo ure. 
COL.3.3	A nomiu galegaleasi sibomiu hi ta tuei rau mate, ko a nomiu mwasoana garaqa mo toga mei Kraes lui God. 
COL.3.4	I Kraes ingeie a noda mwasoana, ko lune ve mo vonai taligu, igimiu nein bulu meie lo nona mwasoana garea lo eulu.
COL.3.5	Siu nein teu vohogi na nomiu galegaleasi doluegi dena nomiu mwasoana ngehi a bakabaka, a vai vagasile lo tarabesi doluegi, a taratarani esi ko a leo asi ngerehi mo vai na tangaloi mo havusie vena vai na galegaleasi lo tarabesine. A gineu ingere ngaha doluegi u mwere na lengai hudugoro na god kalikeli. 
COL.3.6	A gineu ngerehi ram vai God mo lologagasi. 
COL.3.7	Lo taro gatagale igimiu sibomiu neu toga lo vavai huireanai taratarani esi ngehi, ko a gineu ngerehi ram huqegi goro na mwasoanamiu.
COL.3.8	Nge siserigi ngaha igimiu nein teu vohogi na gineu ingere ngaha dena mwasoamiu, ngehi a lolo meromero, a meromero siserigi, nem vai gineu sige nem veve gineu vena vai esiesigi na domire tangaloi wagineu ko nem veve leo rau esi lo tarogi hi nem laqa. 
COL.3.9	Igimiu mese veve leo kalikeli lawe gimiu gagatalegi. Huri gimiu neu siregi vohogi na mwasoamiu tatuei hi u galegaleasi ko a gineu ingere ngaha neu veire tuei. 
COL.3.10	Siserigi ngaha igimiu nem tauvuigi na mwasoana garaqa. I God mo leahi na nomiu mwasoana garaqa, ingeie vin veie vin meuri ko vin meuri vin vagevage mwereie sibona. 
COL.3.11	Giniehi, hatie gineu ve vin haharagi ve a duvi Israel rau wegineu dena sinobu hi hatie duvi Israel, ingerehi rau lei na teve gigilegi ko ingerehi rahe lai na teve gigilegi tea, sige a sinobu ingere hi a hala vano sige a sinobu ngerehi lolo rani tea. Hatie gineu ve haharagi ve a tangaloi tabana vurogi rau wegineu denire tangaloi ngerehi ram toga tabetabegi. I Kraes mo toga lure doluegi hi ram lado hogo ginie. Kraes ingeie hogosie u eno hageliu.
COL.3.12	I God u leo wahe gimiu ko u vei gimiu nem voragi nona sinobu gogona. Ingeie u tabe gimiu. Siu igimiu nein vei na gineu ingere ngaha gesegi. Nein hagavi na tangaloi dolue, nein vaivei garea, nein lado wuwou, nein vano rorongo ko nein rong ribi. 
COL.3.13	Nein vui bului gimiu gagatalegi ko nein lado vohogi na havagi ngehi neu vei vovohoi gimiu gagatalegi. Tare ve ihine tea mo vai na esi voheigo, goin lado vohogi na gineu hi a tangaloi hi u veie voheigo, a vevenagi a Huqe vin lado vohogi na havagi ngehi gom vaie. 
COL.3.14	Nem vai na gineu ingere; nge a gineu hageliu, nein tabe gimiu gagatalegi. A tabetabe hi vin wiri bubugi gimiu lolo nomiu burigi garea. 
COL.3.15	Nein siregi na tamwata hi i Kraes u betea lawe gimiu ve vin dedegi na nomiu domiana, a vevenagi igimiu doluegi neu ware ve igimiu a betugi gatagale huri nein lei na tamwata. Nein veve garea lawe na Huqe gesegi. 
COL.3.16	Nein siregi na leo huhui noi Kraes na toga na siaga lumiu. Igimiu nen huhui ko nen vaga mwamwavigi gimiu gagatalegi gina mataisao. Igimiu nen huri ahi lo Sam, ko a ahi veve gareagi God mena nomiu tataro veve garea lolo lolomiu lawe God. 
COL.3.17	A gineu doluegi hi nem vaire sige nem veve, nein veire gina lado mava lo henai Huqe i Jisas ko nein veve garea lolo lolomiu lawe God a mama.
COL.3.18	Gimiu vavine hi neu legi beno nein rong huri tamai netumiu, a vevenagi u vovohoi ve dain vei na gineu mwerehi lawe na Huqe.
COL.3.19	Mwera hi neu legi beno, nein tabe horamiu ko nein vano rorongo meire.
COL.3.20	Ira renetugi, igimiu nein rong huri tamamiu tora retahimiu gina gineu doluegi, a vevenagi a Huqe vin rong garea huri na gineu mwerehi.
COL.3.21	Ira tama, nein mese vai renetumiu ram rong esi. Tare ve nem gato siaga lawagi meire ve rain rong hogo lune, ingere a domire vin soi gina havagineu tea hi ingere ram tarani ve rain vei.
COL.3.22	Tangaloi tabana vurogi, nein rong huri na nomiu tangaloi hi ram huqegi goro gimiu lo gineu doluegi. Nein mese lado mavaginire lune ve ram leo bibi gimiu, tau nem vaie huri ve ran leo gareagi gimiu, nge nein tabana hogo, a vevenagi neu lado mavagi na Huqe. 
COL.3.23	Lo tabana doluegi ingere hi nem vaire, nein tabana vin garea tabetabegi. Nein tabana mwerehi ve nem tabana lawe na Huqe, hatie lawe na sinobu. 
COL.3.24	Nein lado bibi huri ve nein lei na nomiu tabeana dena Huqe, ngehi u waratauginie lawe na nona sinobu. Igimiu neu tabana lawe na Huqe i Kraes. 
COL.3.25	Nge nein lado bibi huri ve ihine tea ve mo vai na gineu esi vin lei na leovevegi huri na gineu esi hi, ko a Huqe vin vevegi na tangaloi vin huri na matahala gatagale.
COL.4.1	Gimiu hi nem huqegi goro na tangaloi tabana vurogi, nein bete na havagineu hi u garea ko u tatarise lawe na nomiu tangaloi tabana vurogi. Igimiu nein lado haqe ve igimiu a nomiu huqegi mo toga.
COL.4.2	Nen tataro na vano tuturedu, nein mese wiriwiri, ko nein tataro nein veve garea lawe God gesegi. 
COL.4.3	Gimiu nein tataro vage huri gamai ve i God vin bete na tarogi lawe gamai vin garea huri gamai gain veve na nona Roro lawe na sinobu. Gimiu nein tataro ve igamai gain waregi sere na leo noi Kraes hi u eno hiligi ve i God vin vei gimiu nein iloilo huri Kraes. Giniehi ineu nam toga lolo valei veuveu. 
COL.4.4	Igimiu nen tataro hurieu huri ve nain waregi sere na Roro lawe na sinobu vin matamwasara.
COL.4.5	Gimiu nein mataisao lo turegi huri nein dori mena sinobu ngerehi hatie nora lado hogo lui Kraes, nein vei gimiu ve nein bului leire lo matahala u sao tare ve nem vai lei. 
COL.4.6	Lune igimiu nem laqa a leomiu rain mesuri gesegi, huri gimiu nein duvi lei na tangaloi doluegi lo matahalagi u garea.
COL.4.7	Tikikas ingeie i tueku lui Kraes nau tabea ko ingeie a tangaloi lado hogo siaga ko mo tabana meieu lawe na Huqe. Nge vin veve na gineu doluegi hi rau vei laweau. 
COL.4.8	Giniehi nam horae, siu huri gimiu nein ilo vurugegi huri gamai ko huri ingeie vin vaga mwamwavigi na domimiu. 
COL.4.9	Nau horae mei Onesimas, ingeie a tangaloi lado hogo siaga ko i tuada lui Kraes ko ingeie gatagale lo nomiu burigi. Ingere rain veve lawe gimiu huri na gineu rau vei tangaha.
COL.4.10	Aristakas ingeie u toga meieu lolo valei veuveu, ko i Mak i tuei Banabas, ram hora nora veve garea lawe gimiu. Nau veve lawe gimiu beno huri na hava gineu hi ve dai vei huri Mak. Tare ve mo vonatu nein lei vurugeginie. 
COL.4.11	I Jisas, ingeie tau hi dam warea ve i Jastas, ingeie mo hora nona vevegarea lawe gimiu vage. A duvi Israel gaitolu hogosie hi rau lado hogo ram tabana bubugi meieu huri na ute hi i God mo ratahigi lolona, ko ingeie rau veieu nam havuhevu.
COL.4.12	Ebravras, a tangaloi tabana noi Jisas Kraes, nge lo nomiu burigi mo veve nona veve garea lawe gimiu vage. Mo tataro gesegi huri gimiu ve igimiu nein meuri ko nein metue lo nomiu lado hogo ko huri nein vei na gineu doluegi hi God mo tarani huri gimiu. 
COL.4.13	Nau ilo huri ve ingeie u tabana gagarasi huri gimiu ko a sinobu ta lo qatui venue Laodisia ko Hierapolis. 
COL.4.14	Dimas ko i tuada Luk, ingeie a dokta, mo hora nona veve garea lawe gimiu.
COL.4.15	Igimiu nein veve nomiu veve garea lawe retuada ta Laodisia. Ko nein veve nomiu veve garea lawe Nimva a vavine hi nem sone bubugi gesegi lo valena. 
COL.4.16	Lo tagugi hi neu velu na leta ngaha, nein ragahui huri nein veve lawe na sinobu lolo warelue ta Laodisia ve rain velue. Ko igimiu nein velu na leta hi nau ulie lawe na warelue ta Laodisia. 
COL.4.17	Igimiu nein veve lawe Akibas, ve vin vei leo ve igimiu nein vei vagasigi na tabana hi a Huqe u bete lawe gimiu.
COL.4.18	Ineu Bol, nam veve noku veve garea lawe gimiu ko nau ulue gina limeku siboku. Nein ladoau ve ineu nam toga lo garo vau. A hogogi na toga mei gimiu.
1TH.1.1	A leo tureture lawe na warelue ta Tesalonaeka mo vonai dein Bol, Saelas ko i Timoti. A warelue mo labe lui God a mama ko a Huqe Jisas Kraes. A hogogi ko tamwata na toga mei gimiu.
1TH.1.2	Lo nomai tataro gesegi igamai gam veve gareagi God huri gimiu doluegi ko igamai gam lado huri gimiu vataha tarogi lune gam tataro 
1TH.1.3	Vataha tarogi lo nagoi God a mama igamai gam lado taligu huri na doridori garea neu veire a vevenagi, a nomiu ladohogo. Ko a hava tabanagi neu veire huri mo haharagi na nomiu tabetabe. Ko igamai gam veve gareaginie huri gimiu nem labe siaga lo nomiu ladohogo huri na nomiu lado tare lui Jisas Kraes a noda Huqe. 
1TH.1.4	Retueku ko irehaqeku, i God u tabe gimiu ko dau ilo ve ingeie u leo wahe gimiu, 
1TH.1.5	a vevenagi a Roro Garea hi gam waregi serea lawe gimiu hatie gina leo hogosie, nge gina huireanai Vui gogona ko gina iloilogi huri ve a hogo. Siu vage igimiu neu ilo vurugegi huri na nomai togaana lo tarogi hi gau toga mei gimiu huri ve gain bului gimiu. 
1TH.1.6	Igimiu neu huri vurugegi na taikerumei ko a taikerui noda Huqe vage. Neu gagarasi vatu sao, nge neu lei tabetabegi na leo huhui hi gina havuhevu ngehi mo vonai dena Vui gogona. 
1TH.1.7	Siu igimiu nem voragi na taikeru garea lawe na tangaloi doluegi hi rau ladohogogi na Huqe lo qatui venue Masedonia ko Akaia. 
1TH.1.8	Ko igimiu nem waregi sere na leo nona Huqe hatie lo qatui venue Masedonia ko Akaia hogosie, nge a nomiu lado hogo lui God mo vai na tangaloi ram rongo huri gimiu vataha vanue. Siu igamai gahe lado utu tea ve gain veve sere na roro huri gimiu. 
1TH.1.9	A tangaloi vataha vanua ram ngasagi na roro huri neu lei tabetabegi gamai lo tarogi gau toga mei gimiu ko vage neu siregi nehe huduhudu goro na god a nunui gineu tea taligu, nge nem huduhudu goro na God hi a hogo ko mo mwaso ta vagi tuei. 
1TH.1.10	Igimiu nein toga rarai netui God ngehi u vagamwasoie dena mateana huri ve vin himei den eulu. Ingeie i Jisas hi vin vagamwasoi gide dena lologagasi noi God lo tarogi ingeie vin vevegi gide.
1TH.2.1	Retueku ko irehaqeku, neu ilo vurugegi huri ve a nomai sirosiro mei gimiu vin he vano vurogi tea, nge vin wei a mwasigi. 
1TH.2.2	Igimiu neu ilo vurugegi na havagineu rau vei lawe gamai lo tarogi gau toga Vilibae. A tangaloi ram veve asiesigi gamai. Nge a noda God mo vai huiregi na domimei huri ve gain waregi sere na nona Roro Garea lawe gimiu. 
1TH.2.3	Igamai gam navu siaga dein gimiu hatie gina kalikeli sige a domiana rahe vovohoi tea. Igamai gahe vaileo tea ve gain lamagi gimiu. 
1TH.2.4	Nge gam waregi sere na Roro Garea a vevenagi i God u vei lehi na domimei beno ko u lado hogogi gamai huri ve gain vei mwere hi. Igamai gam waregi sere na leo ingere ngaha hatie huri ve vin vei havuhevugi na tangaloi, nge vin vei havuhevugi God ngehi u vei lehi na domimei. 
1TH.2.5	Igimiu neu ilo vurugegi huri ve igamai gahe vai leo tea ve gain gato sinesine gimiu, sige gam veve leo ve na vunigi na nomai lado lawua huri vivilakogi, i God u ilo huri ve a gineu ngaha a hogo. 
1TH.2.6	Igamai gam vai mwere ngaha hatie huri ve igimiu sige a tangaloi wagineu vage rain gerigi gamai, 
1TH.2.7	ko vage igamai a gai hora gogona noi Kraes gau vei lei ve gain nevu gineu sao dein gimiu, nge igamai gau tatabegi gimiu mwere na vavine hi mo leo huri renetune. 
1TH.2.8	Igamai gahe waregi sere na Roro Garea noi God tea hogosie lawe gimiu nge gau siregi na mwasoamai vage ve gain bului gimiu a vevenagi gau tabe gimiu. 
1TH.2.9	Retueku ko irehaqeku nem lado bibi na nomai gagarasi ko a nomai tabana huire hi gau veire lo tarogi hi gau toga mei gimiu. Igamai gau tabana ko u reni huri gam bului gamai sibomai lo tarogi gam waregi sere na Roro Garea noi God lawe gimiu ko gahe vai garasi gimiu tea.
1TH.2.10	Lo tarogi gau toga mei gimiu, a mwasoamai u gogona ko u vovohoi, hatie asiana lune. Igimiu neu ilo vurugegi huri ve a hogo, ko i God vage. 
1TH.2.11	Neu ilo vurugegi huri ve gam leo huri gimiu gagatalegi mwere na tama hi mo leo huri netune sibona. 
1TH.2.12	Igamai gam hauragasi na domimiu ko gam navu siaga dein gimiu ve nein vei leo ve nein toga lo togaana u garea lo nagoi God hi ingeie u ware gimiu su lo tanoi ratahigi u roroa.
1TH.2.13	Mwerehi vage, Igamai gam veve gareagi God gesegi a vevenagi neu lei tabetabegi na leo hi neu rongoe dein gamai huri ve a leo hi a noi God, hatie nona tangaloi vurogi, ko a hogo a leo noi God hi mo tabana lolo lolomiu hi neu lado hogo ginie. 
1TH.2.14	Retueku ko irehaqeku a gineu gagarasi ngerehi rau veire lawe gimiu u mwere hi rau veire lawe na warelue Gogona noi God lui Kraes lo vanue Judia. A sinobu ta lo vanuemiu sibomiu rau vei garasi gimiu mwerehi ra duvi Judia rau vei garasire. 
1TH.2.15	Ingere rau wehi na noda Huqe Jisas Kraes ko a tangaloi ligoligogi noi God ko vage ingere ram garogi gamai ve gan vano den vanue Judia. Ingere rahe vairoroagi God tea lo nora lalakogi ko ram qalogoro na tangaloi doluegi. 
1TH.2.16	Ingere ram vai leo ve ran tugoro gamai ve gan mese huhui na tangaloi ngerehi hatie duvi Israel, vai teu ingere ram haqe na mwasoana. Lune ingere ram vai mwerehi, ingere ram vai na bugure mo sao mo vagevage. I God mo hora na nona lologagasi mo hivo lure lo tarogi hi ram vai mwerehi.
1TH.2.17	Retueku ko irehaqeku, hatie huri igamai gam toga vagahao dein gimiu lo mahogi qilodo ngaha nge a domimei he sala tea dein gimiu ko gam tarani garagara ve gan lehi gimiu ko gam vaileo ve gan vonatu lobemiu. 
1TH.2.18	Igamai gam tarani garagara ve gan vonatu lobemiu. Ineu Bol mena buluiku, gau vei leo ve gain vonatu lobemiu vagasao beno nge i Satan mo tugoro gamai. 
