MAT.1.1	Ani sén i dad dagit i gutambul Dyisas Krayst, i bel Harì Dabid, dunan i bel Abraham. 
GAL.4.27	Du ani man i Tnalù Dwata,
GAL.4.27	“E libun landè ngà, too ge flehew. Mkit ge di klehew balù ku là lmenam gmagu katduk fsut ngà, du i libun tnagak yaanan, mas dee kenen bel di libun nalay i yaanan.”
GAL.4.28	Dad flanek, gito ta dad ngà Dwata du mdà di kdohòan i fakangan. Gito i dad bel Isaak, i ngà Sara, dunan i ta fakang Dwata ku Abraham. 
GAL.4.29	Na di bang atù, i ngà sut di btal ksut, dunan Ismaél, falnayaman i twalin, Isaak, dunan i ngà sut fagu di gal i Tulus Dwata. Na salngad ayé kagkah i dad bella di mdu ani. 
GAL.4.30	Na dét kè i flau Dwata di ku Abraham i ta gsulat di Tnalù Dwata? Ani flaun, manan, “Filiham i libun fasak na i ngàan, du i ngà i libun fasak, landè gfunan di knun i màan.” 
GAL.4.31	Na yé duenam man, dad flanek, ta ise ato ngà i fasak, bay ta ngà ato i libun ise fasak.
GAL.5.1	Yé duen Krayst falwà gito du fye ta là dè ato magfasak di dad muna gulmalòto. Yé duenam man, too gamu fbagal, na ta nang gamu lê fafasak samfulê.
GAL.5.2	Do, Pol, i man ani di gamu. Ku yé duenyu fimò ilè di lawehyu du mdà di klalòyu i uldin, ta landè btas Krayst di gamu. 
GAL.5.3	Ani flaugu di gamu, ku nè to fimò ilè di lawehan, là fakay ku là sandulêan nimen i kdee uldin. 
GAL.5.4	Ku yé man nawayu tluh gamu di kite Dwata fagu di kimenyu i uldin, landè kasgagotyu di ku Krayst, na ta gtagakyu i kafye Dwata. 
GAL.5.5	Bay ani i gami fanden: Dwata i tamluh gami. Na yé galmi sanfatan du mdà di kgagan i Tulus Dwata tmabeng fagu di kaftoomi. 
GAL.5.6	Du i to ta masasatu di ku Krayst Dyisas, ta là mabtas di kenen ku ta nun ilè di lawehan, ku demen landèan. Lo yé mabtas i kaftoo teen di nimòan mdà di kalbong nawan.
GAL.5.7	Ta too fye sa i kaftooyu di munan. Simto kè i fnang gamu di klalòyu i kaglutan? 
GAL.5.8	Ise ku Dwata mimò ayé, du kenen tamlo gamu fdadong di kenen. 
GAL.5.9	Fgeye gamu du fye là kamfit i tdòla di gamu, salngad i bulung falnok fan, du ani gal man, “Balù ku too tukay i bulung falnok fan gbol di ta sanbool, kanfitan i kdee.” 
GAL.5.10	Du mdà di ksasatuto di Amuto, toogu gadè ta fan gamu samfulê lmalò di glut dalan, na falnayam Dwata i to sambulug gamu, balù simto kenen.
GAL.5.11	Bay dad flanek, ku sana katdògu kfimò ilè di laweh, là falnayam dad Dyu agu moon, na là ti tamduk nawala do balù ku fagin-gu tdò gablà di kfati Krayst di krus. 
GAL.5.12	I dad to smamuk gamu ayé, yé kayègu nang lo yé nimòla i fimò ilè di lawehla, bay yé fye fles maklang
GAL.5.13	Na dad flanekgu, ta tlo Dwata gamu du fye galwà gamu di dad gumagfasakyu. Bay nangyu gnamit i kagalwàyu ayé di sasè kfagu na fles di kagsalà. Bay yé fye nimòyu, too gamu stabeng du mdà di kasakdo. 
GAL.5.14	I kdee uldin Dwata, ta mbaling lo satu di manan, “Kanbongam nawa i dademem to salngad kalbong nawam i ktom.” 
GAL.5.15	Bay ku yé ganbetyu i adat dad lmanaf labè, na sigi gamu sngal na sakét, too gamu fgeye tà gamu sdulê malmo.
GAL.5.16	Yé duenam man, ani man-gu di gamu, tooyu blé i ktoyu di Mtiu Tulus du fye ta là nimenyu i sasè knayè i lawehyu. 
GAL.5.17	Du too sahal i knayè lawehyu na i knayè Mtiu Tulus. I knayè Mtiu Tulus, knangan i knayè laweh. Na i knayè laweh, knangan i knayè Mtiu Tulus. Taman masfati i lwe ani, na yé gamsang di kimòyu fye. 
GAL.5.18	Bay ku yé malak gamu i Mtiu Tulus, ta là mgikat gamu di uldin.
GAL.5.19	Too mlal dilè nimò i satu to ku yé malak dun i sasè knayèan. Ani nimòan: Snafédan i dademe dad to ise yaanan, na too magsik na magyà i dad nimòan. 
GAL.5.20	Mangamfù kenen di dad ise glut dwata, na lmoos kenen. I dad to ayé, snang ale nawa, na sbalew ale, na safè ale nawa, na safalbut ale, na lom ale, na landè ksasatu nawala, na mungul ale to. 
GAL.5.21	Na galla nibal knun i dademe, na flangal ale, na magin ale di dad sasè nimò. Na nun fa dademe dad sasè nimòla gambet ayé. Na ani fafaldamgu di gamu i galgu man, i dad to mimò gambet ayé, là ti gdawat ale di Kagot Dwata
GAL.5.22	Bay ani blé i Mtiu Tulus: kalbong nawa, klehew, ktanak nawa, ktahà nawa, klayù nawa, kafye balu, na kagsalig, 
GAL.5.23	i kakdo, na kadnan i kto. I kdee ayé, là ti gkuntran di balù dét uldin. 
GAL.5.24	Na i kdee dad to nfun Krayst Dyisas, ta fnatak di krus i labi ktola gagin i dad sasè niballa. 
GAL.5.25	Na du yé gumdà i nawato di Mtiu Tulus, taman kenen i gten malak gito. 
GAL.5.26	Na nang ato safdatah, nang ato sbalew, na nang ato safè nawa.
GAL.6.1	E dad flanek, ku nun di gamu tatek di salà, gamu dad to mbagal di kaftoo mdà di alak i Mtiu Tulus, yé nimòyu fansyeyu mték kenen. Bay fgeye gamu du fye là lê gamu tatek di salà. 
GAL.6.2	Na too gamu stabeng mebe dad klidùyu du ani kibòyu mimen i dad uldin Krayst gamu. 
GAL.6.3	Ku nun to, yé man nawan ta too kenen fye, bay di kaglutan là fyen, ta fan-gawan i kton. 
GAL.6.4	Kat satu to, toon fan-geye i dad nimòan, na ku fye nimòan, fakay kenen flehew. Na nangan sngad i nimòan di nimò i dademe dad to, 
GAL.6.5	du kat satu to, kenen tmimel di Dwata gablà di kenen nimò.
GAL.6.6	I satu to ta matdò di Tnalù Dwata, yé fye nimòan fagalmenan i to tamdò kenen.
GAL.6.7	Nang gamu flingu du là ti gafgawyu i Dwata. Ku dét i flah satu to, yé kantun. 
GAL.6.8	Ku simto mlah i dad sasè knayè lawehan, yé gaktun i kalmo. Bay ku simto mlah i knayè i Mtiu Tulus, yé kantun nawa landè sen. 
GAL.6.9	Nang ato ftakas mimò fye, du ku ta kel i du ta nalék Dwata, nun gdawatto taden ku là fanak ato mimò. 
GAL.6.10	Na yé duenam man, too ato fakgis mimò fye di kdee dad to, matnù fa di dademeto saflanek di kaftooto di ku Dyisas.
GAL.6.11	Neyeyu i kalbang dalan-gu smulat. 
GAL.6.12	I dad to mayè ku fimò gamu ilè di lawehyu, lo yé kayèla ku flehewla i dademela Dyu, na ku là maflayam ale mdà di kaftoola di kfati Krayst di krus. 
GAL.6.13	Balù i dad Dyu ta nun ilè di lawehla, là gaganla mimen i kdee dad uldin Dwata fagu di ku Mosis, bay yé duenla mayè ku nun ilè di lawehyu du fye dag i dad to ale mdà di kimenyu. 
GAL.6.14	Bay do, là sa daggu i ktogu, bay lo yé daggu i Amuto Dyisas Krayst mdà di kfatin di krus. Du fagu di kfatin ayé, ta landè agot i knayè banwe di do. Na do, ta lê landè ayègu mimò knayè i banwe. 
GAL.6.15	Là ti mabtasan ku nun ilè di laweh i satu lagi, ku demen landèan. Bay yé lo mabtas ku ta fnalami Dwata i adatan. 
GAL.6.16	Mulà moon ku blé Dwata ktanak nawa na kakdo di kdee dad to mimen i tdògu ani, na kel di kdee dad to i Dwata.
GAL.6.17	Na di gusenan, ani man-gu di gamu. Ta là fakay ku nun to man dun ise dek Dwata agu. Teenyu sa di lawehgu i dad laas mdà di kaflayam dad to do, du yé gugmadè dun na do i fasak Dyisas.
GAL.6.18	Na dad flanek, mulà moon i kafye Amuto Dyisas Krayst magin di kdeeyu. Amén.
EPH.1.1	Do, Pol, gumdà i sulat ani, satu dek Krayst Dyisas mdà di knayè i Dwata. Na febegu i sulat ani di gamu dad to nfun Dwata mnè di Ifisu, dunan i dad to gsalig du mdà di ta ksasatuyu ku Krayst Dyisas. 
EPH.1.2	Yé kayègu moon Dwata Mà na i Amuto Dyisas Krayst mlé gamu kafye na ktanak nawa.
EPH.1.3	Fasalamat ato di Dwata, i Mà Amuto Dyisas Krayst, du blén di gito mdà di langit i kdee gamfye di kaftooto du mdà di ta ksasatuto ku Krayst. 
EPH.1.4	Di laman là mimò i klamang banwe, ta sanan ato nalék du nfunan ato fagu di ksasatuto di ku Krayst du fye too ato tluh, na landè gumaslento di kanfen.
EPH.1.4	Na mdà di kalbong nawan gito, 
EPH.1.5	ta falan fnè di fandaman i kafbalingan gito dad ngàan fagu di ku Dyisas Krayst du yé gulehewan na knayèan. 
EPH.1.6	Na tooto dnayen i Dwata du tadèan ato banlé kafye fagun di ku Dyisas Krayst, i Ngàan toon kanbong nawa. 
EPH.1.7	Fagu di litè Krayst, ta nsò Dwata ato, na ta fnasinsyan dad salàto. Too bong kafye Dwata 
EPH.1.8	i ta blén gito, landè gamsngad dun.
EPH.1.8	Di kdee kfulungan na kgadèan, 
EPH.1.9	nimò Dwata i ta fnaleh nawan, na fiten di gito i knayèan nimò fagu di ku Krayst i là lmenan fgadè di munan. 
EPH.1.10	Ani fnaleh nawan i dnohòan ku ta kel i du, dunan sansatun i kdee ta nimòan di langit na di tah tanà, na Krayst ulu di kdee.
EPH.1.11	I kdee fnaleh nawan, slame mgimòan. Na ta nalék Dwata ato du fye nimòan ato dad ngàan fagu di ksasatuto di ku Dyisas Krayst, du yé ta fnaleh nawan mdà di kagatbùan. 
EPH.1.12	Dunan ayé i nimòan. Taman, gami ta muna smalig di ku Krayst, toomi dnayen i kdatah Dwata.
EPH.1.13	Na lê salngad ayé gamu dad to ise Dyu du ta lê gamu mbaling dad to Dwata. Di kaklingeyu i glut tdò, dunan i Fye Tulen mlé gamu kagalwà, ta fantooyu. Na yé ilè dun gamu ta nfun Dwata du ta blén di gamu i Mtiu Tulus, dunan i ta fakangan. 
EPH.1.14	Du yé funa blé Dwata di gito i Tulusan, yé gugmadèto dun gdawatto kadang i kdee fakang Dwata di dad ton, na fagu déé gadèto too sikof kafalwà Dwata i dad nfunan. Taman, tooto dnayen i kdatahan.
EPH.1.15	Yé duenam man, mdà di muna kaklingegu gablà di kaftooyu di Amuto Dyisas na i kalbong nawayu di kdee dad to nfun Dwata, 
EPH.1.16	là ti fanak agu fasalamat di Dwata gablà di gamu, na galta gamu fakuf di kat kdasalgu. 
EPH.1.17	Na mni agu di Dwata i Amuto Dyisas Krayst, dunan i Màto too mdatah. Ani fnigu, blén di gamu i Mtiu Tulus, dunan i mlé gamu kfulung na faglabat gamu i Dwata du fye midul i kdilèyu dun. 
EPH.1.18	Na lêgu fni lanwan i fandamyu fye glabatyu nun fandenyu mdà di katlon gamu, dunan i kdee kafye ta fakangan di kdee dad to ftoo di ku Dyisas. 
EPH.1.19	Na yé duen-gu lê mni ayé du fye galyaloyu kgis i kaltulus Dwata lamyak di gito dad to ftoo di kenen. I kaltulus ta dini di gito, dunan 
EPH.1.20	i gnamitan di ktékan ku Krayst di fati na di kafsudengan kenen di kwananan ditù di langit. 
EPH.1.21	Mdatah Krayst di kdee harì, na di dad ganlal, na di dad tulus
EPH.1.22	Na ta fdanà Dwata i kalbong kdee di ku Krayst, na ta fagotan dun i kdee, na kenen ulu i kdee dad to ftoo. 
EPH.1.23	Na gito dad to ftoo di ku Dyisas Krayst, ta mgimò lawehan, na déé gumite dun i ksikofan, na kenen smikof kalbong kdee.
EPH.2.1	Di munan, salngad gamu di dad to ta mati du landè kasgagotyu di Dwata mdà di ksasèyu, na di dad salàyu. 
EPH.2.2	Gamsalà gamu di munan du lalòyu ldam i dad to nfun banwe ani. Yé nimenyu Satanas, dunan i magot di bleng i langit na i tanà, na lê magot i dad to là mimen di Dwata. 
EPH.2.3	Na di munan, salngad i kdeeto di dale, du yé nimòto knayè i ungad, na nimento i ibalan na i sasè fandaman. Na salngad ato di dademe dad to là mimen di Dwata, mnè tahto i kalbut Dwata.
EPH.2.4	Bay mdà di kakdo Dwata na i kalbong nawan gito, 
EPH.2.5	di lamto mnè di fati du mdà di là kimento, ta ntékan ato magin ku Krayst. Du yé duenyu galwà lo mdà di kafye Dwata. 
EPH.2.6	Na mdà di ta ksasatuto ku Krayst Dyisas, ta nték Dwata ato magin di kenen, na ta fsudengan ato di saféd Krayst di langit. 
EPH.2.7	Nimòan ayé du fiten kel di landè sen i too bong kafyen ta fgadèan di gito fagu di ku Krayst Dyisas. 
EPH.2.8	Du mdà di kafye Dwata ta galwà gamu fagu di kaftooyu, na ise ku mdà di gamu nimò bay tadè blé Dwata di gamu. 
EPH.2.9	Na yé duenam man, landè to fakay fdatah i kton, du ise ku yé gumdà i kagalwàto di balù dét i ta mgimòto. 
EPH.2.10	Ta fnalami Dwata ato, na di ta ksasatuto di ku Krayst Dyisas, nimòan ato i dad to mimò i fye nimò ta fala fatlagad Dwata.
EPH.2.11	Gamu dad to ise Dyu, fandamyu i muna kagkahyu. Msik dad Dyu gamu, na yé katlola gamu “dad landè ilè di laweh.” Bay dale, nun fimòla ilè di lawehla. 
EPH.2.12	Na fandamyu i kagkahyu di munan, du gawag gamu di ku Krayst, na là glam gamu di dad Dyu ta mgalék Dwata, na landè alelyu di kasafnè ta fakang Dwata di dad ton. Na di knèyu di tah tanà ani, fa landè fandenyu, na là ti gadèyu i Dwata. 
EPH.2.13	Bay balù tagnè gamu gawag di Dwata, di nawan ani, mdà di ksasatuyu ku Krayst Dyisas, ta neben gamu di kenen fagu di litè faloh Krayst di kfatin.
EPH.2.14	Na Krayst samfye i dad Dyu na i dad ise Dyu du ta sansatun i lwe lumbuk ani. Na ta falmon i gambleng gito, dunan gumdà i kasnang nawa dad Dyu na i dad ise Dyu. 
EPH.2.15	Du yé nimò Krayst di kfatin, flandèan btas i dad uldin Dwata fagun di ku Mosis gagin i dad fimòan na i dad fnangan di dad to. Nimòan ayé du sansatun i lwe lumbuk di satu falami lumbuk mdà di ta ksasatuto di ku Krayst, na sanfyen ato. 
EPH.2.16	Fagu di kfati Krayst di krus, lanmon i kasnang nawa, na sansatun i lwe lumbuk, na sanfyen ale di Dwata. 
EPH.2.17	Du Krayst, tamdò kenen di dad Dyu, dunan i dad to mdadong di Dwata, na lêan tdò i dad ise Dyu, dunan i dad to mawag di Dwata. Na yé tdòan di kdeela nun kasafye. 
EPH.2.18	Du mdà di ku Krayst i kdee dad to, baling Dyu ku demen ise Dyu, fakay gafdadong di Mà fagu di Mtiu Tulus.
EPH.2.19	Na yé duenam man, ta ise gamu mahal to, bay ta glam gamu di dad to nfun Dwata, na ta ngà gamu i Dwata. 
EPH.2.20	Na i kdee ta ftoo di ku Krayst, salngad i gumnè ta fdak i dad tugad Dwata na i dad to dek Dyisas, na Krayst Dyisas i too mabtas batu gufdak i gumnè ani. 
EPH.2.21	Na fagu di ku Krayst, ta sagot i gumnè ani, na ta mgimò i gumnè Dwata too mtiu. 
EPH.2.22	Na fagu di ksasatuyu di ku Dyisas Krayst, ta lê gamu sasatu di kdee ta ftoo du mgimò i gumnè Dwata, du yé ta mnè di gamu i Tulusan.
EPH.3.1	Yé duenam man, do, Pol, i satu blanggù mdà di katdògu gamu dad to ise Dyu gablà di ku Krayst Dyisas. 
EPH.3.2	Na gadègu sa ta lingeyu gablà di kafye Dwata di do, du blén i nimò ani di do du gamfye di gamu. 
EPH.3.3	Na fite Dwata di do i là lmenan fgadè di munan, salngad i ta man-gu di gamu fagu di sulat. 
EPH.3.4	Ku bnasayu i sulatgu ani, glabatyu i là lmen fgadè Dwata di munan gablà di ku Krayst. 
EPH.3.5	Di munan, là tulenan ani di dad to, bay ani ta fgadèan fagu di Mtiu Tulus, na fgafatan di dad to dek Dyisas Krayst na di dad tugad Dwata. 
EPH.3.6	Na dunan ani i là lmenan fgadè di munan, gamu i dad to ise Dyu, fagu di Fye Tulen, lê gamu gagin di dad Dyu di kagfunla i blé Dwata, na sagin i kdee di satu laweh, na slame nun alel di fakang Dwata fagu di ku Krayst Dyisas.
EPH.3.7	Mdà di kafye Dwata, ta nimòan agu snaligan tamdò i Fye Tulen mdà di gnagan ta blén do fagu di kaltulusan. 
EPH.3.8	Na balù ku too agu mdanà di kdee dad to nfun Dwata, knèan ta blé Dwata di do i gnagan tamdò di dad to ise Dyu gablà di too bong kafye blé Krayst di gito. 
EPH.3.9	Na lêan blé di do i gnagan fbateng di kdee dad to i tdò là lmenan fgadè di munan. I Dwata mimò i kalbong kdee, là tayòan tulen i tdò ani di munan. 
EPH.3.10	Yé duen Dwata mimò ani du fye teen i dad ganlal na i dad tulus ditù di langit i kdee dad sahal gnaganan fagu di kdee dad to ftoo di ku Dyisas. 
EPH.3.11	I nimò Dwata ayé saglalò di ta fnaleh nawan di là fa nimòan i kdee, na dnohòan ayé fagu di ku Krayst Dyisas, i Amuto. 
EPH.3.12	Na mdà di ksasatuto di ku Krayst, na fagu di kaftooto di kenen, là gdè ato, na là myà ato fdadong di Dwata. 
EPH.3.13	Taman, ani fnigu di gamu, nangyu fagdanà i nawayu du mdà di dad kaflayamgu di katdògu gamu, du i dad kaflayam ani gamfye di gamu.
EPH.3.14	Taman, yé duen-gu lkuad di Màto di langit dmasal di kenen. 
EPH.3.15	Kenen gumangmà i kdee dad to ftoo ta ditù di langit, na lê man dini fa di tah tanà. 
EPH.3.16	Na ani fnigu di Dwata, mdà di bong kdatahan banlén gamu kgis fagu di Tulusan, du fye mbagal i nawayu. 
EPH.3.17	Ani lêgu fni, too mnè Krayst di nawayu fagu di kaftooyu. Na lêgu fni too gamu dmalil na lamnok fagu di kalbong nawan gamu, 
EPH.3.18	du fye glabatyu i kalbong nawa Krayst gamu salngad di kdee dad to i Dwata. 
EPH.3.19	Mulà moon galyaloyu i kalbong nawa Krayst gamu balù là sikof kaglabatto dun, du fye too gamu fnò i ldam Dwata.
EPH.3.20	Dnayento Dwata du fagu di kaltulusan gaganan nimò mdatah fa di fnito na di fandamto. 
EPH.3.21	Gito i dad to ftoo di ku Krayst, tooto dnayen i Dwata fagu di ksasatuto di ku Krayst Dyisas mdà di muna, na kel ani, na gafat di landè sen. Amén.
EPH.4.1	Yé duen-gu blanggù du mdà di kagin-gu di nimò i Amuto. Taman, ani fnigu di gamu, fanyeyu ldamyu du yé gten nimò i dad to mgalék Dwata. 
EPH.4.2	Tooyu fdanà i ktoyu, na too gamu sakdo, na tooyu fantahà nawayu. Na mdà di kasalbong nawayu, too gamu sfasinsya. 
EPH.4.3	Too gamu fgal di ksasatu nawa blé i Mtiu Tulus fagu di kasafye gumdà i kasbakas nawayu. 
EPH.4.4	Du gito dad to ftoo di ku Dyisas, lo satu laweh guglamto, na lo satu Tulus mnè di gito. Na mdà di kalék Dwata gito, ta lo satu fandento. 
EPH.4.5	Na lo satu Amuto, na lo satu fantooto, na lo satu duento fbunyag. 
EPH.4.6	Na lo satu Dwata, dunan Mà i kdeeto, na kenen mdatah di kdee, na mnè kenen di kdeeto, na nimòan i knayèan fagu di kdeeto.
EPH.4.7	Na kat satu di gito, ta banlé Krayst dad sahal gnagan nimò mdà di knayèan. 
EPH.4.8	Du ani man i Tnalù Dwata,
EPH.4.8	“Di kbatunan di langit, dee neben dad to gtafus, na blén i dad sahal gnagan di dad to.”
EPH.4.9	Dét gumtatek i manan, “Mbatun kenen?” Yé kayèan man ta muna kenen tufa di tanà, na fles di gumngalaman. 
EPH.4.10	I ta tufa di gumngalaman, dunan i mbatun ditù di tah langit, du fye baling di dungan ku demen di tah, déé sa kenen. 
EPH.4.11	Na kenen i mlé dad sahal gnagan nimò di dad to, na mdà ayé, nun dademe mgimò dad to dek Dwata, na i dademe tugad Dwata, na i dademe tamdò i Fye Tulen, na i dademe, ulu di dad to ftoo du tamdò ale di dad simbahan. 
EPH.4.12	Na yé duen Krayst mlé dad gnagan ani, du fye gatlagad i kdee dad to Dwata mimò i knayèan, na kamgis i laweh Krayst, dunan i dad to ftoo di kenen. 
EPH.4.13	Na fagu déé, ta nun ksasatuto di kaftoo na di kgadèto i Ngà Dwata. Na du yé kagkah, ta mgimò ato mbagal di kaftooto, na sikof i ldamto salngad di ku Krayst.
EPH.4.14	Na ku yé kagkahto, ta là ti salngad ato i dad malnak ngà mlal mgebe balù dét tdò i dad to fulung famgaw. 
EPH.4.15	Bay yé gito nimò, tmulen ato gagin i kaglut na kasakdo. Na fagu déé, too ato lamnok di kaftoo kel di kasalngadto di ku Krayst, dunan i Uluto. 
EPH.4.16	Na mdà di ku Krayst, i kdee dad to glam di lawehan, ta too sbakas, na ta sgagot i kabal laweh fagu di kat satu alel di laweh. Na ku kat satu, nimòan i kenen alel, too lamnok i laweh, na baling too midul i kbagalan fagu di kasakdo.
EPH.4.17	Na yé duenam man, fagu di dagit i Amuto, toogu man di gamu, ta nangyu ganbet i dad to là ftoo di ku Krayst du landè gukel i fandamla. 
EPH.4.18	Na kmifuh i kaglabatla. Là gfunla i falami nawa blé Dwata du landè gnadèla na magéng ulula. 
EPH.4.19	Na landè kyàla, na mdà ayé, ta bléla i lawehla di sasè knibal i ungadla, na magin ale di kdee dad sahal magsik nimò. Na baling midul i kiballa mimò sasè.
EPH.4.20	Ise yé teenyu di ku Krayst. 
EPH.4.21	Bay ta lingeyu sa gablà di kenen, na di klalòyu kenen, ta gatdò di gamu i kaglut teen di ku Dyisas Krayst. 
EPH.4.22	Taman, tnagakyu i labi ldamyu, dunan i labi ktoyu, du yé gamfalmo gamu du fibalan na fan-gawan gamu. 
EPH.4.23	Na tooyu fafalami i ktoyu na i fandamyu. 
EPH.4.24	Yé fye teen di gamu i falami kto nimò Dwata glalò di kenen kagkah du fye teen i katluhan na i ktiun.
EPH.4.25	Taman, ta nang gamu tmulen kéng. Yé fye, tulenyu kaglutan di dademeyu ftoo, du i kdeeto glam di laweh Krayst. 
EPH.4.26	Na ku malbut gamu, too gamu fgeye tàan gamu nebe di salà. Na lnifetyu i kalbutyu ayé di laman là sdaf i du, 
EPH.4.27	na nangyu banlé Satanas kdalan fagsalà gamu. 
EPH.4.28	I to tagnè tmaku, ta nang dè tmaku, bay yé fye, talbahò du yé fye kafngabalan i klawilan, na gtabengan i dad to landè knun.
EPH.4.29	Na nang gamu talù sasè, bay yé talùyu i fye du yé gamtabeng, na gamtgal nawa i dad to lminge gamu di balù dét klidùla. 
EPH.4.30	Na nangyu flidù i Mtiu Tulus Dwata, du kenen ilè i ta kfun Dwata gamu, na i gugmadè dun snikofan i kagalwàyu kadang di fulé du. 
EPH.4.31	Na tnagakyu i katduk nawa, na i kalbut, na i kaflabè, na i kafaltê, na i kaslen, na i kdee dademe sasè nimò. 
EPH.4.32	Fanyeyu i ldamyu di dademeyu to, na too gamu sakdo. Na too gamu sfasinsya salngad i ta kfasinsya Dwata i dad salàyu fagu di ku Krayst.
EPH.5.1	Yé duenam man, tooyu ganbet i ldam Dwata du gamu i dad ngàan toon kando. 
EPH.5.2	Na too gamu sakdo salngad i kakdo Krayst gito di kablén i kton di fati du mgimò dsù too fye bun gamfye nawa Dwata.
