MAT.1.1	Yayto i ginikanan-na si Jesu-Kristo, i Dadi'-na si David pati' si Abraham:
HEB.1.12	ngan saralli'an-mo mga iya pariho si kada'an na bado'.
HEB.1.12	Pero ka'aw gana' pagliliwatun-na,
HEB.1.12	ngan allom kaw hasta si kahastahan.”
HEB.1.13	Gana' si mga anghel nga nagpinugad-na si Diyos,
HEB.1.13	“Aningkulu'a ato si kawanan-ko,
HEB.1.13	tubtob nga sapama'ubus-ko i mga kuntra-mo pa
HEB.1.13	nga day pannungtungan-mo.”
HEB.1.14	Ma'in ba' nga i mga anghel mga rilihug-lihugon espirito nga nagpamabawa pagpanginano si kinahanglanun-na si mga papa'angkunon si katalwasan?
HEB.2.1	Sanglit tungod kay labaw i magpakatu'an, kinahanglan nga anmas i pagmatu-ta kam pagkuyot si mga sapamati'an-ta kam basi' ga'i kita kam agtatala dina sinan. 
HEB.2.2	Intumu-bi daw. Bisan ngani' i sumat nagpasamwak-na si mga anghel, ga'i abari'-bari' ngan i kada pagsupaki aniya' dayon angay kastigo, 
HEB.2.3	iya pa ba' kon agpasipara-ta kam i bali kapambihira katalwasan i pakalikay-ta kam si kastigo? Aka'angkon kita si kasiguraduhan nga ungod nan katalwasan pina'agi si magpakapamati' si Paragdalom si primiro mga pagparapasamwak-na. 
HEB.2.4	Ngan hasta liwat i Diyos agpamatu'od si kita kam sinan pina'agi si mga pangngilalahan si langitnon kasiguruhan, mga urusahon, mga makagagahom binuhatan, pati' pina'agi si pala'in-la'in abilidad nagparigalu-na si Espirito Santo nga nagtaltag-na si Diyos sigon si katuyu'an-na.
HEB.2.5	Ma'in i mga anghel i nagtubyanan-na si Diyos pagdalom si titakka baha'o kalibutan, huwang i magpaka'angkon si baha'o kinabuhi' nga iya i nagbararagawan-ta kam ato. 
HEB.2.6	Lugod aniya' maka'anna' si Kasuratan:
HEB.2.6	Ay ba' gayod i a'a kay agpanginanu-mo iya,
HEB.2.6	o i bug'os ka'aha'an
HEB.2.7	Si paghimu-mo si a'a, ga'i iya agpatala-mo si ka'anghelan,
HEB.2.7	agkurunahan-mo iya si maka'angayan danta' ngan agpa'unrahan-mo
HEB.2.8	ngan agpama'ubus-mo i dimu'an nga day pannungtungan-na.
HEB.2.8	Si pagpa'ubus-na si dimu'an ato si kalibutan, gana' naglaktawan-na si Diyos si bisan ay hayupa o bisan ay inanna'a nga ga'i agdaluman-na si mga a'a. Bisan si ina'anto ga'i pa sakulawan-ta kam i pagtuman nga i mga a'a, iya na i magdalom si dimu'an, 
HEB.2.9	sakulawan-ta nayto anan si Jesus. Ga'i iya agtala si mga ka'anghelan ngan pagpakang'a'a-na ngan ina'anto nagkurunahan iya si maka'angayan danta' pati' nagpa'unrahan tungod kay ag'antos iya si kamatayon. Sanglit pina'agi si mapinalangga'on pagpanginanu-na si Diyos, iya i magtuman sito dimu'an basi' i sa'agihan-na kamatayon, para nayray si dimu'an.
HEB.2.10	Kay si kamatu'uran, angay gayod i buhat-na si Diyos nga magpadayon si dimu'an pagtuman si karuyag-na. Panakka-na si uras pagpatuttot si kalabbatan dadi' pada'iray si maka'angayan kamutangan, agpamatgas-na dahulo si Diyos i kina'iya-na si Jesus pina'agi si pag'antos basi' si Jesus i magdahulo paghimo lalan para si magkataralwas to. 
HEB.2.11	Iya liwat i magtagama si mga iya paghuwang si Diyos ngan tungod kay ag'adda hamok pamilya i magtagama pati' i nagpanagama, ga'i asipog si Jesus pag'ako' si mga iya bilang kabugtu'an. 
HEB.2.12	Agpinugad iya,
HEB.2.12	“Pahayag-ko i arun-mo
HEB.2.12	si mga kabugtu'an-ko,
HEB.2.12	kanta-ko i mga pagdayaw si ka'aw
HEB.2.12	atubang si manniniripon pag'ampo'.”
HEB.2.13	Agpinugad liwat iya,
HEB.2.13	“I pagtapud-ko awinan si Diyos.”
HEB.2.13	Ngan agpinugad liwat iya sito,
HEB.2.13	“Atiya' ako huwang si mga dadi'
HEB.2.13	nagpatubyan-na si Diyos si ako.”
HEB.2.14	Tungod kay i mga dadi' aniya' puhu'-na
HEB.2.15	Ngan pina'agi liwat si kamatayun-na, sapalibri-na i mga a'a nga nag'uripon si bala'od si bug'os kinabuhi'-na mga iya tungod si katalaw-na mga iya si kamatayon. 
HEB.2.16	Kon sugad kon da'inan sinan i nagbuhat-na, sigurado nga ma'in i mga anghel i nagpara'isip-na siray nga paranginanuhun-na kundi' i mga ka'uru'ampuhan-na dina si Abraham. 
HEB.2.17	Tungod sinan katuyu'an, dati na agplano i Diyos nga kinahanglan gayod i pagpa'irog si iya si bisan ay sa'agihan-na si mga kabugtu'an-na, basi' magin gilalabawi paraghalad iya nga maluluy'on pati' tangkod si pagparasirbi si Diyos, ngan basi' si katapusan sapalugtuk-na mismo anan si iya i kasina-na si Diyos para apasaylo i sala'-na si mga a'a. 
HEB.2.18	Ngan tungod kay ag'antos si Jesus si pagparatintar si iya, pwidi may liwat iya akabulig si mga nagparatintar.
HEB.3.1	Sanglit mga kabugtu'an nga nagpanagama paghuwang si Diyos, ka'am nga parariho inagda-na pagprubitso si langit, palalumu-bi daw i isip-bi kon say gayod si Jesus si nagparabusngal-ta kam tuluhu'an bilang apostol pati' gilalabawi paraghalad. 
HEB.3.2	Tangkod iya si magtu'in si iya sinan pariho si Moises nga tangkod pagsirbi si panimalay-na si Diyos. 
HEB.3.3	Pero mas angay nagdayaw si Jesus kuntra si Moises pariho may nga mas darayawon i magtindog si panimalay kuntra si mga ginsakupan-na mismo sito. 
HEB.3.4	I karuyag sidngun-ko nga balang panimalay aniya' magtindog pero i magpatindog si bisan ay, iya i Diyos. 
HEB.3.5	Bilang paragsirbi nga huwang si mga ginsakupan-na si Diyos tangkod si Moises pagtistigos nga aniya' pa la'in titakka surumatun-na si Diyos. 
HEB.3.6	Pero tangkod si Kristo bilang dadi' nga agmangno si mga ginsakupan-na si Diyos. Ngan kita kam sakop si panimalay-na si Diyos kon ga'i kita kam palabba si kapusukadu-ta kam pati' si kasiguraduhan si kararawatun-ta nga iya i nagrayhakan-ta kam.
HEB.3.7	Sanglit tuninungi-bi i nagpahalling-na si Espirito Santo,
HEB.3.7	“Ina'anto mismo, kon sabati'an-bi i busis-na,
HEB.3.8	dakam agdiri'u-bi i pag'isip malalom
HEB.3.8	pariho si mga masinupakon nga makapangudyot si Diyos
HEB.3.8	ari si disyirto si uras si pagparapurbar-na mga iya kon singnga takka i pasinsya-na.
HEB.3.9	Agpurbaran-na ako si mga ginikanan-bi sallod si kwarinta anyos
HEB.3.9	bisan kon agpakakulaw mga iya si mga binuhatan-ko.
HEB.3.10	Iyay nan i rason kon ay kay anakka ako si pagsigra' si mga a'a nga allom na sinan panahon,
HEB.3.10	ngan akapinugad ako, ‘Pirmi mga iya agpara'isip paglisa
HEB.3.10	ngan ga'i mga iya agpakasayod si mga pama'agi-ko.’
HEB.3.11	Sanglit tungod si kasina-ko agsumpa' ako,
HEB.3.11	‘Ga'i gayod mga iya agpaka'ambit si pagdiskansu-ko.’
HEB.3.12	Sanglit mga kabugtu'an si pagtu'o, pasiguruhu-bi nga ga'i kam akabulag si gana' kamatayun-na Diyos tungod si panhuna'-huna' nga mara'at ngan ga'i agtapod. 
HEB.3.13	Lugod, agsi'uru'araghataya kam si allaw-allaw myintras nga aniya' pa uras basi' kunta' gana' si ka'am magdiri' pag'isip malalom tungod si pagdaya'-na si sala'. 
HEB.3.14	Kay aka'ambit na kita kam si katungdanan nagpatu'in si Kristo kon hasta si katapusan ga'i kita kam palabba si kasiguraduhan-ta kam ngan primiro. 
HEB.3.15	Pariho si maka'anna' si Kasuratan:
HEB.3.15	Ina'anto mismo, kon sabati'an-bi i busis-na,
HEB.3.15	dakam agdiri'u-bi i pag'isip malalom
HEB.3.15	pariho si mga masinupakon nga makapangudyot si Diyos.
HEB.3.16	Kas say di' i nagtukoy nga agpakabati' pero agpansupak? Ma'in ba' i dimu'an nga naggiyahan-na si Moises pagawas si Ehipto? 
HEB.3.17	Ngan say may i nagsigra'-na si Diyos sallod si kwarinta anyos? Ma'in ba' i mga a'a nga agsala' ngan agkamaratay ari si disyirto? 
HEB.3.18	Ngan say di' i nagsumpa'-na si Diyos nga ga'i agpaka'ambit si pagdiskansu-na kon ma'in i mga magparapamasibaya' hamok? 
HEB.3.19	Sanglit akasayod kita nga ga'i mga iya agpaka'ambit, tungod si ga'i mga pagtapud-na.
HEB.4.1	Sanglit, tungod kay nagbuwanan pa kita kam uras pag'ambit si nagpasa'ad-na si Diyos diskanso, kinahanglan agmato kita kam basi' si katapusan gana' si kita kam kinadiskubrihan nga ga'i bali' aka'ambit sito, 
HEB.4.2	kay pariho si mga a'a siray ari si disyirto, nagpasamwak may liwat si kita kam i mahalap sumat. Kundi' i sapakalihan-na mga iya sumat ahimo nga gana' pulus-na anan si mga iya, tungod kay ngan pakapakali-na mga iya, ga'i mga iya agpanutu'o. 
HEB.4.3	Pero kita kam dina nga magpantapod i maka'ambit sinan diskanso ngan ma'in mga iya. Sigon nan dimu'an si nagpinugad-na si Diyos,
HEB.4.3	“Sanglit tungod si kasina-ko agsumpa' ako,
HEB.4.3	‘Ga'i gayod mga iya agpaka'ambit si pagdiskansu-ko.’”
HEB.4.3	Si kamatu'uran, andang nayto agtagama-na si Diyos kay tikang pa si pakatapus-na paghimo si kalibutan pahuway iya. 
HEB.4.4	Kay aniya' pinahallingan-na hi'unong si kapito' allaw nga agkapurupariho sito: “Ngan si kapito' allaw pahuway i Diyos si dimu'an buhat-na.”
HEB.4.5	Kundi' dakam alimot nga aniya' liwat nagpinugad-na si Diyos ari si dyata', “Ga'i gayod mga iya agpaka'ambit si pagdiskansu-ko.”
HEB.4.6	Bisan kon ga'i agpaka'ambit sinan pagdiskanso i mga a'a siray nga nagpasamwakan sito mahalap sumat tungod si mga pagpasibaya'-na, pero hasta ina'anto aniya' pa gihapon uras nga pwidi aka'ambit sito i la'in. 
HEB.4.7	Sanglit ngani' kahuman si maliyat panahon, agtagama gihapon i Diyos la'in allaw pina'agi si pagpahalling-na si David. Ngan akatu'anan kita nga “Ina'anto” nagtukoy nan allaw kay iya i nagpahalling-na si David nga nagpa'anna'-ko pa hamok ari si dyata':
HEB.4.7	Ina'anto mismo, kon sabati'an-bi i busis-na,
HEB.4.7	dakam agdiri'u-bi i pag'isip malalom.
HEB.4.8	Kay kon sabuwanan-na kunta' mga iya si Josue
HEB.4.9	Kon sugad, hasta ina'anto aniya' pa gihapon diskanso para si mga a'a-na si Diyos irog si pandidiskansu-na allaw si Diyos 
HEB.4.10	kay i maka'ambit si pagdiskansu-na si Diyos, iya i a'a nga pahuway na si mga kalugaringun-na buhat, pariho may si paghuway-na si Diyos. 
HEB.4.11	Sanglit kinahanglan kita kam agdadagmit pag'ambit sinan diskanso, basi' gana' si kita kam nga aka'irog si mga a'a siray nga ga'i agpaka'ambit sinan tungod si mga pagpasibaya'-na.
HEB.4.12	Angay hamok nga maniguro kita kam sinan kay katikang na i allingun-na si Diyos paghuliskay si mga panhuna'-huna'-ta pati' si mga magpasarig si isip-ta. Allom ngan ipiktibo i allingun-na si Diyos. Mas matarom payto kuntra si bisan ay klasiha ispada nga dubli i tarum-na. Pariho sinan ispada nga akasuwat si luta-luta pati' akabuka si ta'ulang pagtakka si utuk-na, da'inan liwat sinan i allingun-na si Diyos para akaklaro kita si ungod isi-na si kina'iya-ta pati' espiritu-ta. 
HEB.4.13	Gana' anan si bisan ay hinimu-na si Diyos nga atago' si pangulawan-na. Puroy nan abyirto ngan hayag atubang si magpirit si kita pagpasumat pirmi si kina'agi-agi-ta.
HEB.4.14	Sanglit kinahanglan kita kam maniguro pagkuyot si nag'aku'-ta kam pagtu'o nga nagpabantug-ta na tungod kay aniya' gilalabawi paraghalad-ta nga bantugan gayod. Awiray na iya si gilalabawi langit, nga gana' la'in kon ma'in si Jesus, i Dadi'-na si Diyos. 
HEB.4.15	I gilalabawi paraghalad-ta ma'in pariho si ditangnga' nga ga'i ata'o pagpa'id si mga kaluyahan-ta. Lugod, ag'agi iya si kada pagparatintar pariho si dimu'an sa'agihan-ta kam pero ga'i iya abawa si pagsala'. 
HEB.4.16	Sanglit pusukado kita kam pagburubwilta pagdugok si trunu-na si mapinalangga'on basi' aka'angkon kita kam si kalu'oy ngan akaprubitso si mapinalangga'on pagpanginanu-na pagbulig si kita kam nga tu'ig gayod si kada pagkinahanglani-ta.
HEB.5.1	Parti si mga gilalabawi paraghalad, pirmi to nagpili' tikang si mga igkasi a'a-na ngan nagtu'inan to pagtunggo para si mga a'a si mga kinahanglanon pan Diyos. Iya liwat i nagtu'inan pagpahalad si mga rigalu-na si a'a pati' pagbuno' si mga papahalaron para apasaylo i mga sala'. 
HEB.5.2	Ngan akahimo iya pagparapaki'angay si mga a'a nga ga'i agpakatu'anan si tama' hasta nga agpamalisa na dina, tungod kay mismo iya aniya' may liwat mga kaluyahan-na. 
HEB.5.3	Sanglit iyay nan i rason kon ay kay kinahanglan iya dahulo agbuno' papahalaron para si mga kalugaringun-na sala' mangno iya na dina i para si mga sala'-na si mga a'a.
HEB.5.4	Gana' ato maglugaring pagpa'unra mismo si kalugaringun-na para sinan katungdanan, lugod kinahanglan i Diyos i mag'agda si iya pagtu'in sinan pariho si Aaron.
HEB.5.5	Ngan da'inan may si Kristo, ga'i aglugaringan-na pag'angkon i maka'angayan pwisto si pagkagilalabawi paraghalad. Lugod agpinugad-na iya si Diyos,
HEB.5.5	“Ka'aw i Dadi'-ko;
HEB.5.5	ina'anto publikar-ko nga ako i Tatay-mo.”
HEB.5.6	Si la'in namay parti si Kasuratan, agpinugad iya,
HEB.5.6	“Paraghalad kaw hasta si kahastahan,
HEB.5.6	irog si pagkaparaghalad-na si Melquisedec.”
HEB.5.7	Ngan ato pa si Jesus si kalibutan, agpara'ampo' iya ngan agparapalako bawa i gasod pati' panangis ngan sigi iya pakimalu'oy si Addangan hamok nga makasalbar si iya si kamatayon. Tungod si pagkamatinahapun-na huwang i pagkamasinunuron, agpamati'an-na iya si Diyos. 
HEB.5.8	Pero bisan kon dadi' iya, ag'adal iya si pagkamasinunuron pina'agi si mga sa'agihan-na kakurihan. 
HEB.5.9	Pakatuman-na si dimu'an nga akapamatgas si kina'iya-na, iya i mahimo pu'un-na si katalwasan nga gana' katapusan-na para si dimu'an nga masinunuron may si iya. 
HEB.5.10	Pwira pa sinan, iya liwat i nagtu'inan-na si Diyos bilang gilalabawi paraghalad irog si pagkaparaghalad-na siray si Melquisedec.
HEB.5.11	Malabbat pa kunta' i parahallingun-ko hi'unong si nagsabi-koy ray pa hamok pero bali kuri pag'isplikar tungod kay hubya' kam pagsantop si mga sapamati'an-bi na. 
HEB.5.12	Si kamatu'uran, si ina'anto pwidi na kam kunta' agpanturo' kundi' agkinahanglan pa kam hamok gihapon nga aniya' si ka'am utro magturo' si allingun-na si Diyos i parti si kamatu'uran nga mga mababaw hamok nagsantop. Gatas pa i nagkinahanglan-bi, ma'in pa kam angay si mabaskog pagkakan! 
HEB.5.13	Bisan say nga padayon si gatas hamok, pariho si adda dadi'-dadi', ma'in pa iya sayod hi'unong si turo' parti si pagkamatadong. 
HEB.5.14	Pero i mabaskog pagkakan para may si mga matgas na nga gara' na pagkilala si mahalap kuntra si mara'at tungod si malalom isip pagturutimbang.
HEB.6.1	Sanglit kunta' ga'i na kita kam abaraw si mga nagturo' parti si Kristo nga mga mababaw hamok nagsantop, lugod maniguro kita kam si makapamatgas nan si kita kam. Kunta' ma'in na ministir nga pabwilta pa kita kam pagtindog utro si pinakapundasyun-na si espirituhanon kinabuhi'. I karuyag sidngun-ko, i pagbasol huwang i pagtalikot si mga buhat nga akaguyod pada'iray si kamatayon nga bulag si Diyos, pati' i pagtu'o si Diyos. 
HEB.6.2	Kunta' ma'in na liwat ministir i mga turo' hi'unong si pala'in-la'in bunyag, si pagpadu'on si mga palat pagpa'ayop si Espirito Santo, si kabanhaw-na si mga minatay, pati' si gana' pagliliwatun-na si titakka paghusgar-na si Diyos. 
HEB.6.3	Ngan sigurado anakka kita kam si pagmatgas kon angalagad i Diyos.
HEB.6.4	Akapinugad ako sinan kay aniya' nga impusibli na nga sa'alagaran-na pa. Kon akasana'agan na i a'a kon ay i kamatu'uran, pati' akakinda na si langitnon rigalo, hasta nga nag'ayupan na si Espirito Santo, 
HEB.6.5	pati' aka'ikspiryinsya na si kahalap-na si allingun-na si Diyos, ngan aka'abat na si mga gamhanan pagpamatu'od nga katikang na i nagparapanimulat titakka panahon, 
HEB.6.6	katapos pabulag pa hamok gihapon iya si Diyos, gana' na sito a'a makapabwilta pa pagbasol gihapon huwang si pagbag'o ngan iya mismo i magpirdi si kalugaringun-na kay agpadayon iya si day pagpapako' pa si Dadi'-na si Diyos ngan iya i magbuwan ukasyon nga nagparatamay to.
HEB.6.7	Buwanan-ta kam adda halimbawa': I pitak nga maghuphop pirmi si uran mangno aniya' magpanubo' tinanom nga sapulusan-na si mga papaprubitsuhon, alipay i Diyos pagpanginano pahalap sinan pitak. 
HEB.6.8	Kundi' i pitak nga i magpanubo' mga tangulon dina pati' sapinit, gana' sinan pulus-na ngan ma'in naynan pira nagmaldisyon hasta nga si katapus-tapusan nagsunog.
HEB.6.9	Mga kumpaniya, bisan kon agpahalling ako da'inan sinan, mahaya i pagla'um-ko nga agpadayon kam si mahalap nan kamutangan. I karuyag sidngun-ko nga kinakulawan anan si ka'am i kinabuhi'-na si magkataralwas. 
HEB.6.10	Pirmi pantay i pagkukulaw-na si Diyos ngan ga'i iya alimot si mga trabahu-bi pati' si gugma' nagpakulaw-bi si iya pina'agi si pagbulig-bi si mga a'a nagtagama paghuwang si iya nga iya i padayon nagparabuhat-bi. 
HEB.6.11	I karuyag-ko nga balang addangan si ka'am agpakulaw si kadisididu-bi pagbuhat sito tubtob gayod si katapusan basi' aniya' kasiguraduhan-bi si pagla'um-bi. 
HEB.6.12	Ga'i ako aruyag nga agparahinubya' kam kundi' irugu-bi i magpantapod bawa i murayaw pag'antahak kay i da'inan a'a i maka'iridar si nagsa'ad.
HEB.6.13	Intumu-bi daw. Ngan pagsa'ad-na si Diyos si Abraham, gana' na nga mas tarapuran pa si Diyos pagtistigos, sanglit agsabi na hamok iya mismo si kalugaringun-na, 
HEB.6.14	pina'agi si pagpinugad, “Sigurado nga ako gayod i mamuwan si kabubuwasun-mo pati' i mamalabbat si ka'uru'ampuhan-mo.”
HEB.6.15	Sanglit kahuman si murayaw pag'antahak, sakarawat-na si Abraham i nagsa'ad.
HEB.6.16	Si pagsumpa'-na si mga a'a, pirmi mga iya agsabi si arun-na si addangan nga mas tarapuran kuntra si mga iya bilang tistigos nga ungod tuman-na i sa'ad, ngan yaynan klasi pagsumpa' i magpu'po' si mga paraki-paki-na pina'agi si pagpasarig nga ga'i naynan abari'-bari' sa'ad. 
HEB.6.17	Si pariho kamutangan, para si mga ti'iridar si nagsa'ad si Abraham, aruyag i Diyos pagpaklaro gayod si mga iya nga gana' pagliliwatun-na si katuyu'an-na, sanglit agsumpa' pa liwat iya pagpasarig si sa'ad. 
HEB.6.18	Agbuhat-nay to si Diyos basi' agka'araghat gayod kita kam, pina'agi si duway to nga ga'i pwidi abari'-bari' ngan impusibli sahimullu'an-na si Diyos, kita kam nga agrarabunos pag'anda' pannagu'an anan si Diyos pagkuyot si pagla'om nagparu'do' si kita kam. 
HEB.6.19	Sanglit yaynan pagla'om ahimo angkla si kinabuhi'-ta kam nga agsi'it gayod ngan ga'i aburubantad. Pwira pa sinan, yaynan pagla'om i magbuwan si kita kasiguraduhan nga tisallod kita si gisurusagraduhi lugar damurihan-na si kurtina 
HEB.6.20	kon singnga si Jesus nga makadahulo na pagtunggo para si kita kam. Sanglit sa'angkun-na i pagkagilalabawi paraghalad hasta si kahastahan irog si pagkaparaghalad-na si Melquisedec.
HEB.7.1	Ga'i ba' kam akatu'anan kon say si Melquisedec? Addangan iya hadi' siray si Salem
HEB.7.2	Si Abraham may agbuwan si Melquisedec dyis pursyinto si dimu'an sabawa-na tikang si girra. I karuyag sidngun-na si aron Melquisedec, “hadi' si pagkamatadong”. Hadi' liwat iya si Salem nga i karuyag sidngun-na, “hadi' si kamurayaw”. 
HEB.7.3	Gana' tatay-na o nanay-na, gana' listahan si ginikanan-na, gana' liwat panikangan-na o katapusan-na si kinabuhi'-na ngan irog si Dadi'-na si Diyos agpadayon iya si pagkaparaghalad-na hasta si kahastahan.
HEB.7.4	Pinsaru-bi ngani' kon day ay i kagamhanan-na. Bisan si Abraham nga ginikanan si nasyun-ta kam agbuwan si iya dyis pursyinto si sabawa-na tikang si girra! 
HEB.7.5	Tara', i maka'anna' dina si bala'od nga kinahanglan pagkulikta dyis pursyinto i ka'uru'ampuhan-na si Levi nga mga paraghalad tikang si mga a'a nga mga igkasi-na Hebro bisan pa kon mga ka'uru'ampuhan-nay to liwat mga a'a si Abraham. 
HEB.7.6	Pero si Melquisedec lugod bisan kon ma'in iya mamat-na si Levi, agkulikta iya dyis pursyinto tikang mismo si Abraham ngan agbindisyunan-na i nagsa'aran-na si Diyos. 
HEB.7.7	Ngan gana' makaduda nga i magbindisyon mas gamhanan kuntra si nagbindisyunan. 
HEB.7.8	Intumu-bi daw i pagkala'inan-na si duway to nga aniya' katungud-na pagkulikta si dyis pursyinto. Aniya' mga kamatayun-na si adday to grupo pero i addangan agpadayon allom sigon si maka'anna' si Kasuratan. 
HEB.7.9	Pwidi liwat kita akapinugad nga si Levi, i parakulikta si dyis pursyinto, agbayad si dyis pursyinto pina'agi si Abraham 
HEB.7.10	tungod kay ngan pagtupu'-na si Melquisedec si Abraham bisan kon ma'in pa siray allom si Levi, i similya magmamat si Levi ari na si puhu'-na si Abraham.
HEB.7.11	Kapa'i di' kay kinahanglan pa nga aniya' la'in klasi paraghalad nagpabawa nga irog dina si pagkaparaghalad-na si Melquisedec imbis irog si Aaron? Kunta' bali kaklarado si ka'am nga ga'i anmatgas i kina'iya para magin diyusnon pina'agi si mga paraghalad Levita kay i nagsibutan-na mga iya kon ay hamok i sakaya-na
HEB.7.12	Ngan saklaruhan-ta liwat i adda si mga ga'i sakaya-na kay si uras nga agsalli' i klasi si pagkaparaghalad, kinahanglan may liwat agsalli' i riglaminto kon pinapa'i agpadayon to pagkaparaghalad. 
HEB.7.13	I nagtukoy nga nagpabawa, addangan iya nga ma'in mamat si Levi kundi' mamat dina si pamilya nga gana' ni addangan magsirbi si altar. 
HEB.7.14	Sayod kita nga i Paragdalum-ta kam mamat dina si pamilya Juda nga gana' nagsabi-na si Moises mga paraghalad tikang sinan pamilya. 
HEB.7.15	Sanglit bali kaklarado nga kinahanglan gayod nagsalli'an i kada'an pa'agi pagtapit si Diyos tungod kay aniya' na nagpabawa la'in klasi paraghalad nga irog dina si kina'iya-na si Melquisedec, 
HEB.7.16	addangan nga nagtu'inan paraghalad ma'in sigon si riglaminto kon say i nagmamatan-na kundi' sigon dina si kalugaringun-na gahom nga anarutsot anan si kinabuhi'-na nga gana' kapapara'un-na. 
