MAT.1.1	Jesukrístu we̱a̱trí̱ ju̱ áiniawai. Tura ashí naṉkaamas ti uunt we̱a̱t Tawitcha Apraámsha áiniawai. 
3JN.1.10	Nu asamtai nui̱ jean ni yajauch túramun etsertuktatjai. Nii ántar ti áujmatuk tsanumprutmaji. Tura nu arantcha Yúsnan takainia nu irainiakui awayáiniatsui. Tura chíkich awayátaj tákuisha suritiawai. Tura nuyá Yus-shuarja̱i̱ iruntratniun surimiawai.
3JN.1.11	Aneamu yatsurú, nu yajauch túramu jumamkiirap antsu péṉker túratarum. Péṉker túrinia nuka Yúsnaiti. Antsu tunáa túrinia nuka Yúsan nékachuiti.
3JN.1.12	Imiá nekas péṉker shuar asamtai ashí shuar Timitriun péṉker áujmatainiawai. Iisha núnisrik péṉker shuáraiti tákurin nekas tájinia nusha nékarme. 
3JN.1.13	Wi ti nukap títinian wakerajme. Túrasha ju̱ papinium mashi áatrashtatjame 
3JN.1.14	wárik íitin asan. Nui̱ jean chichasmi.
3JN.1.15	Shiir pujustá. Ju̱yá amikrum amikmaatmainiawai. Ii amikri̱sha chikichik chikichik amikmaatruata.
JUD.1.1	Wi Jútas Jakupu yachi̱ntjai. Jesukrístu takarin asan ashí Yus Apa ni shuari̱ átinian achikma ainia nuna ju̱ papin áateajai. Jesukrístuja̱i̱ tsaniṉkiaru ásarmatai Yus nin wainiainiawai niiji̱a̱i̱ kanakchatniun. 
JUD.1.2	Yus ti waitnentramak imiatkinchanum tuke shiir pujustinian yainmakarti. Ti anenma asa túrati.
JUD.1.3+JUD.1.4	Aneamu yatsurú, iikia mai metek Yus-shuar asar ju̱ uwempratin chichaman áatratniun wakerukjarme. Túrasha ti yajauch shuar anaṉkramawar atumí̱i̱n pachiinkiarmai. Niisha “Yus ti aneṉkartin asamtai páchitsuk tunáa túramniaitji” tuiniawai. Nu arantcha Yus in Akuptamniuncha tura ii Uuntri̱ Jesukrístuncha nakitin áiniawai. Nu asamtai nu shuaran “yaunchu sumamawaruiti” tímiayi Yus. Tuma asamtai tájarme “Tuke Yus-Chicham yapaji̱áshtinian ashí Yus-shuar akasmatkarat tusar susamuiti. Wátsek, kakaram ajastarum” tájarme.
JUD.1.5	Yaunchu Uunt Yus Israer-shuaran túramia nu nékarme. Nuna atak enentáimtikratjarme. Ejiptu nuṉkanmaya̱ júkiar Nin umirkacharua nuna máawarmiayi. 
JUD.1.6	Nayaimpinmaya̱ suntarsha ni pujutairi̱n ajapa ikiukiar Yus susamun umitsuk iniaisarmiayi. Túrawarmatai Yus kiritniunam jiruja̱i̱ tuke jiṉkiá sepunam apujas pujurainiawai. Tura Uunt Tsawant jeamtai súmamtikiawartatui. 
JUD.1.7	Núnisaṉ Sutuma péprusha Kumura péprusha tura tíjiu̱ch péprusha áishmaṉja̱i̱sha nuwa̱ja̱i̱sha ti yajauch nuamtak tsanirmanainiakui ti tunaan peṉké túrachmin ana nunasha túrin ármiayi. Túmainiakui ashí shuar ashamkarat tusa Yus amuicha jinium asutiáwarmiayi.
JUD.1.8	Ayu. Atumí̱i̱n yajauch shuar ainia nu, yaunchu túrunamun enentáimtsuk tuke yajauch enentáimiainiak ni aya̱shin yajauch awajmamainiawai, Yusnasha nakitiainiawai, tura ashí akupin ainia nunasha yajauch áujmatainiawai. 
JUD.1.9	Antsu Mikiar, nayaimpinmaya̱ suntara kapitiántri̱ntiat, iwianchja̱i̱ máaniak Muisaisa aya̱shi̱n akasmatak “áaniumsha” tu chicharkachmiayi. Antsu áyatik “Yus íirmastí” tímiayi. 
JUD.1.10	Túrasha ju̱ shuarka nékainiatsna nuna náṉkamsar yajauch chicharainiawai. Tura nékainiana nuka yawá áinis enentáimtsuk áyatik nékainiawai. Tura núja̱i̱sha imia niṉki yajauch emesmamainiawai.
JUD.1.11	Maa, anearartí. Kaíṉ yajauchin túramia núnis tura ásar jákartatui. Tura Parama áinis kuítian ti wakeruiniak imia niṉki tunaanum tsaṉkamakaru áiniawai. Tura Kurea áinis ashí akupniun nakitin áiniak kajiṉkiartatui. 
JUD.1.12	Átum nuamtak anenaitiai-jisat nájankurmin nu shuar chikichan enentáimtutsuk Yusnasha ashamtsuk imia niṉki enentáimtumainiawai. Peṉké ántar áiniak yumi kia̱r tee ajasua núnin áiniawai. Tura nase umpuim yútutsuk naṉkamainiawai. Árak nerektin nantutin nerechua áanin áiniawai. Tuma ásar uwemu peṉké jaka áanin áiniawai. 
JUD.1.13	Entsa nujaṉkrak sauri̱n ajekeawai. Nu shuarsha núnisar ni natsantri̱n natsa̱mtsuk ajekenawai. Tura yaa waakua áanin áiniawai. Tuma ásar nekas kiritniunam tuke meṉkakatin áiniawai.
JUD.1.14	Ataṉka tiraṉki̱yayi Enuk. Ti peṉker Yúsnan etserin asa ju̱na tímiayi “Uunt Yus ti untsurí̱ ni shuari̱ji̱a̱i̱ winittiawai. 
JUD.1.15	Nuyá ashí shuar túrawarman nekaattawai. Tura ashí yajauch shuarnasha ti tunáa túrawarua nuja̱i̱ tura Yúsan yajauch áujmatsarua núja̱i̱sha súmamtikiawartatui” tímiayi Enuk. 
JUD.1.16	Nu shuarka péṉkera nuja̱i̱ waratsuk “yajauchiiti” tuiniawai. Aya ni aya̱shí̱ wakeramunak wakeruiniawai. Naṉkaamantu enentáimtumainiak chichainiawai. Tura chikich shuaran shiir chicharainiaksha aya nii wakera nuna túrutati tusa péṉker chichainiawai.
JUD.1.17	Tura atumsha, aneamu yatsurú, ii Uuntri̱ Jesukrístu akatramuri̱ yáunchu “aneartarum” tiarmiania nusha enentáimtustarum. 
JUD.1.18	“Amúamu tsawant ishichik ajatesmatai shuar Yúsnan wishikrar nakitrartatui. Tura ni yajauch wakeramuri̱niak umíi pujuartatui” tiarmiayi. 
JUD.1.19	Nu yajauch shuar atumín akantamenawai. Ju̱ nuṉkanmaya̱nak páchiniak Yusa Wakani̱n takakainiatsui.
JUD.1.20	Tura átumka, aneamu yatsurú, tuke Yus nekas enentáimtusrum kakaram ajastarum. Yusa Wakaní̱ kakarmari̱ji̱a̱i̱ ashí Yus seatarum. 
JUD.1.21	Yus ti anenmakui nii wakera nu wakeruktarum atumsha. Túrarum ni anenmamu shiir nekaattarme. Tsawant winiawai, ii Uuntri̱ Jesukrístu in waitnentrama asa tuke shiir Niiji̱a̱i̱ pujustinian amastatji. Nu tsawant naká pujutarum.
JUD.1.22	Mai yapaji̱ ajá ainia nu naka enentáimtikratarum. 
JUD.1.23	Chíkich shuarsha jiniumia̱ júsatniua áitkiasrum uwemtikratarum. Tura chikichcha ti yajauch ásarmatai anearum waitnentratarum. Tura ni pushiri̱sha ni tunaari̱ji̱a̱i̱ maatra asamtai muíjkiatniuiti.
JUD.1.24+JUD.1.25	Yus chikichkiiti. Ti nekaiti. In uwemtikkiartin asa ni kakarmariji̱a̱i̱ yainmakminiaiti tunaanum iniarchatniun. Tuma asa tunaaja̱i̱ máatrachu awajtamas ni ti shíirmari̱n ejetamtatrume. Túrutma ti waramtikramsattarme. Ii Uuntri̱ Jesukrístu túrunamuja̱i̱ Yuska Niṉki shiir awajsatniuiti tura naṉkaamantu enentáimtustiniaiti. Yáunchusha, yamaisha, tura tuke ashí akupin atí.
JUD.1.24+JUD.1.25	Núkete.
REV.1.1	Jú̱ áarman Jesukrístun Yus ujakmiayi. Wárik túrunatta nuna ni shuari̱n ujakarat tusa ujakmiayi. Tuma asamtai Jesukrístu ni suntari̱n akupak ashí winia paant awajtursamai. Wisha Juáṉkaitjai. 
REV.1.2	Yus timia nunasha tura Jesukrístu ujatkamia nunasha tura wi íismaj nunasha ti paant aya nekasa nuna tájai. Peṉké wáitratsjai.
REV.1.3	Jú̱ papin áujea nu shuarsha tura núnisaṉ ju̱na ántana nusha nekas enentáimtuiniakka shiir ártatui. Ukunam átatna nuna ujaawai tura jeatemayi.
REV.1.4	Wi, Juaṉ, Asia nuṉkanam siati (7) péprunam Yus-shuar írunun ju̱ papin áateajai. Yus anenma asa imiatkinchanum shiir pujustinian yainmakarti. Nu Yus tuke yaunchu pujuyayi. Núnisaṉ yamaisha pujawai. Tura nuke winittiawai. Akupin pujutainium Yusa Wakani̱ siati naka pujurainia nusha shiir yainmakarti. 
REV.1.5	Núnisaṉ Jesukrístu shiir yainmakarti. Nii tana nu imiá nekasaiti. Niisha emka jakamunmaya̱ yamaram iwiaakmaja̱i̱ nantakniuiti. Tura ju̱ nuṉkanmaya̱ akupniu Uuntri̱nti. In anenma asa ni numpe̱ja̱i̱ ii tunaari̱n nijiatramkaitji. 
REV.1.6	Túrutma akupin awajtamsaitji. Tura ni Apari̱ Yúsnan pujursarat tusa anaitiamkaitji. Nii ti kakaram asa tuke shiir awajnasti. Núnisaṉ atí.
REV.1.7	Wats, Krístuka yuraṉmiji̱a̱i̱ winittiawai. Tura íjiuarmia nusha tura ashí shuarsha nuna wáinkiartatui. Túrawar ashí sapijmiainiak úutiartatui. Maa, nekas nunis átatui.
REV.1.8	Krístuka “yámankamtaiknumia̱ amúamunmasha ashí nérenniuitjai, tawai. Wisha A rétranmaya̱ Y rétranam ashí retra áintsaitjai” tawai ti kakaram Uunt Kristu. Tuke yaunchu pujuyayi. Núnisaṉ yamaisha pujawai. Tura nuke ataksha winittiawai.
REV.1.9	Wi Juaṉ atumja̱i̱ métek waitia asan atumí yachi̱ntjai. Núnisaṉ nayaimpiniam, Yus akupeana nui̱, métek jeattaji. Tura katsuntrar nákastinian Jesukrístu mái métek súramji. Yus-Chichamnasha tura Jesukrístu timiancha étsereakun naya̱antsa ajapén atentramunam Pátmus nuṉkanam sepunam apujsamua núnisaṉ pujumjai. 
REV.1.10	Tumai tumiṉ tsawantai̱ Yusa Wakani̱ pujurtakui winia úkuruiní̱ kakantar untsumman antukmajai. Kachu umpúamua núnis ti kakarmauyayi.
REV.1.11	Tura turutmiai “Wiitjai. Yámankamtaiknumia̱ amúamunam ashí nérenniuitjai. Wisha A rétranmaya̱ Y rétranam ashí retra áintsaitjai, tímiai. Tuma asamtai wáinmena ju̱, papinium áaram Asia nuṉkanam siati péprunam Yus-shuar írunna nui̱ akuptukarta. Ju̱ peprunam akupkarta: Ipisiusha, Ismirnasha, Pírkamusha, Tiatirasha, Sártissha, Piratírpiasha, tura Rautiséasha.” Tu turutmiai.
REV.1.12	Túrutkui yaki túruta tusan apaja̱san íikman siati shirikip ikiutain kuriji̱a̱i̱ najanamun wainkiamjai. 
REV.1.13	Tura nui̱ ajapén Aents Ajasua núninan wajan wáinkiamjai. Tura pushirí̱sha nawe̱a timiai nuntuaru entsaruyi. Emenmamke̱sha kúriniak netsepnum emenmamauyi. 
REV.1.14	Tura ni muuke̱ intiashí̱sha murikiu uré̱ nijiamua núnisaṉ tura micha núnisaṉ ti puju chí̱a̱rauyi. Tura ni ji̱i̱sha jiya núniskeyi. 
REV.1.15	Ni nawe̱sha ti wincha asa jiru yaṉkutaku jiamua áinis néwar ajarmiayi. Ni chichame̱sha ti kakaram asa uunt entsa téter ajá áintsauyi. 
REV.1.16	Ni untsuuri̱ni̱ siati yaan takakuyi. Tura ni wene̱nia̱sha puniá áinis tsakatskat mai ere awajsamu jíinmiai. Ni yapi̱sha etsa ti etsantuk íischamnia núnisauyi.
REV.1.17	Nuna wáinkian jaka áintsanak nawe̱e̱n iniaarmajai. Túrasha ni untsuurí̱ uweje̱n awaa̱ntrus turutmiayi, “Ashamkaip. Wiitjai. Yámankamtaiknumia̱ amúamunmasha tuke pujuwitjai, timiai. 
REV.1.18	Wikia tuke iwiaakuitjai. Jakamiajai tura nantakin jákashtinian tuke iwiaaku pujajai. Jákatniuncha tura jaka pujuinia nuna yawiri̱n takakkun nérenniuitjai, timiai. 
REV.1.19	Tuma asamtai wáinkiamna ju̱sha, yamái wáinmena nusha, tura ukunam átatna nusha aartá, timiai. 
REV.1.20	Wáinmena nu jú̱nisaiti. Siati shirikip-ikiutai kúrik wainkiam nu, siati péprunam Yus-shuar írunun nakumeawai. Tura winia untsuurui̱ni̱ siati yaa wainkiam nu, siati péprunmaya̱ Yus-shuaran wáinniun nakumenawai, turutmiai.
REV.2.1	Nuyá turutmiai ‘Ipisiunmaya̱ Yus-shuaran wáinin ju̱ áatratá: Siati yaan untsuurnum takakna nu tura núnisaṉ siati shirikip-ikiutai kúrinman ajapén atenta wekáa nu, tawai: 
REV.2.2	“Ashí ame túram nuna nékajai. Ti kakaram takaakum katsunteamuncha nékajai. Yajauch shuar nawamtsuk awemaitrume. Shuar “Yus akatramuitjai” ántar tuinia nu nekaamarme. Wáitrinia nusha nékaitme. 
REV.2.3	Ti wáitiayatmek katsuntram yawe̱tsuk Winia ti takartusuitme. 
REV.2.4	Túrin áminiṉ ju̱na títiatjame. Yus aneakum yámankamtaik ti peṉker wekainiuyam núnisam túratsme. 
REV.2.5	Tuma asam ikiuknium nu enentáimpram yaunchu túriniuyam núnismek ataksha túrata. Túrachakminkia ame shiripkirmin wari jurustatjame. 
REV.2.6	Tura ju̱ péṉker túriniaitme. Nikiurás shuar nakitniuitrume. Nu shuar “aya̱sh wakeramu páchitsuk túramniaiti” tuiniakui Wisha núnisnak nakitiajai. 
REV.2.7	Kuíshtinia nu shuar Yusa Wakani̱ ashí Yus-shuaran timian antukti: Nupetmakunka tuke iwiaaku pujutai numi nere̱n yúatniun tsaṉkatkattajai. Nu numi Yus pujana nui̱ wajaawai.” Tu áartá’ turutmiai.
REV.2.8	Nuyá turutmiai ‘Ismirnanmaya̱ Yus-shuaran wáinin ju̱ áatratá: Yámankamtaiknumia̱ amúamunam tuke pujuwa nu tura núnisaṉ jaka nantakmia nu, tawai: 
REV.2.9	“Ashí ame túram nuna nékajai. Ti wáitiam nunasha tura kuítrinchaitmena nunasha nékajai. Antsu Yusai̱ṉkia ti kuítrinniuitme. Tura shuar uunt iwianch Satanása shuari̱ áiniayat “Israer-shuaraitjai” tuíniak yajauch áujmatramena nuna nékajai. 
REV.2.10	Ti wáitsattamna nu ashamkaip. Íwianch ashí nekapramsataj tusa atumii̱nia̱n sepunam eṉkeattawai. Nui̱ tias tsawant wáitsattarme. Jáakmesha tuke Yus shiir enentáimtusakminkia tawaspan nakurin susatniua nútiksanak nekas iwiaakman tuke shiir pujustinian amastatjai. 
REV.2.11	Kuíshtinia nu shuar Yusa Wakani̱ ashí Yus-shuaran timian antukti: Nupetmakuka jimiará jákatniuka waitsashtatui.” Tu aartá’ turutmiai.
REV.2.12	Nuyá turutmiai ‘Pírkamunmaya̱ Yus-shuaran wáinin ju̱ áatratá: Puniá áinis tsakatskat mai ere awajsamun takakna nu, tawai: 
REV.2.13	“Ashí ame túram nuna nékajai. Uunt iwianch Satanás akupea nui̱ pujayatmek tuke shiir enentáimturmena nuna nékajai. Winia shiir umirtínian Ántipasan máawarmataisha Winia enentáimtursatin ishichkisha iniaitiuschamame. Nusha íwianch pujutainium pujakrumin túrunamai. 
REV.2.14	Túrin áminiṉ ju̱na títiatjame. Atumi̱i̱nia̱ shuar yaunchu Yúsnan etserin Param yajauch jintíamun tuke emetainiawai. Niisha Israer-shuaran tunáa awajsat tusa kapitián Parakan unuiniarmiayi. Nuyá Parak Yus-sutai namaṉken maar yúatniun Israer-shuaran jintintiamiayi. Núnisaṉ ti tsanirmatniun jintintiamiayi. 
REV.2.15	Atumi̱i̱nia̱ shuarsha Nikiurás jintíamuncha, Wi nakitiaj nuna, iniaisatniun nakitiainiawai. 
REV.2.16	Wats, enentáimpram iniaisata. Túrachakminkia Wi wari winin winia wenurui̱ya̱ puniá jiinia nuja̱i̱ máaniaktajai. 
REV.2.17	Kuíshtinia nu shuar Yusa Wakani̱ ashí Yus-shuaran timian antukti: Nupetmakunka maná yurumkan u̱u̱kma nuna ayurattajai. Nuyá kaya pújun susattajai. Nu kayanam yamaram naari̱ aarma átatui. Nunasha chíkich shuarka peṉké nékatsa̱i̱ṉ aya achía nuke nekaattawai.” Tu aartá’ turutmiai.
REV.2.18	Nuyá turutmiai ‘Tiatiranmaya̱ Yus-shuaran wáinin ju̱ áatratá: Yusa Uchirí̱ ji̱i̱ jiji̱a̱i̱ métek keena nu tura núnisaṉ nawe̱ jiru yaṉkutaku jiamua núnis néwar ajawa nu, tawai: 
REV.2.19	“Ashí ame túram nuna nékajai. Yus shiir enentáimtakum aneam nuna nékajai. Tura katsuntram péṉker takaamna nuna nékajai. Yáunchuja̱i̱ naṉkaamas pénker túrame yamaikia. 
REV.2.20	Túrin áminiṉ ju̱na títiatjame. Nu nuwa̱ Jesapír awematsme. “Yúsnan unuiniajai” tinia Wíi shuaran ti anaṉkenawai. Tura ti tsanirmatniuncha tura ántar-yus-sutai namaṉken maar yúatniun jintintiainiawai. 
REV.2.21	Niisha ni tunaari̱n enentáimiar iniaisat tusan nákasuitjai. Tura nakitiawai. 
REV.2.22	Wátsek, suṉkurmatkiakan peaknum áepsattajai. Tura chíkichcha niiji̱a̱i̱ tsanirma ainia nunasha niiji̱a̱i̱ métek ti wáitkiastatjai. Ni tunaari̱n enentáimiar iniaisacharmataiṉkia túrattajai. 
REV.2.23	Ni uchiri̱ncha mantúattajai. Nuja̱i̱ ashí Yus-shuar Wi nekas shuara enentái̱n nékaitjia nuna nekaawartatui. Atumniasha chikichik chikichik takasmaja̱i̱ métek akiktatjarme. 
REV.2.24	Tura chíkich shuar Tiatiranmaya̱tiram, nú chicham enentáimtuscharmena nu, “nekas iwianchnia u̱u̱kma” tútai̱ya nu nékachu asakrumin atakka túratniun patatkashtatjarme. 
REV.2.25	Tura Wi jeatsa̱i̱ṉ takakrum nu emetatarum. 
REV.2.26	Nupetmakunka Wi wakeraj nunak tuke initsuk túrana nuna untsurí̱ nuṉkanam akupkatniun tsaṉkatkattajai. 
REV.2.27	Winia Apar tsaṉkatrukmia núnisnak akupkatniun tsaṉkatkattajai. Tura nuwe̱ najanamu jiruja̱i̱ awati ijiakratniua áinis ti kakarmaja̱i̱ akupkattawai. 
REV.2.28	Yáṉkuam káshik jiinia nuna susattajai. 
REV.2.29	Kuíshtinia nu shuar Yusa Wakani̱ ashí Yus-shuaran timian antukti.” Tu aartá’ turutmiai.
REV.3.1	Nuyá turutmiai ‘Sártisnumia̱ Yus-shuaran wáinin ju̱ áatratá: Siati Yusa Wakani̱n takakna nu tura núnisaṉ siati yaan takakna nu, tawai: “Ashí ame túram nuna nékajai. Iwiaakua áintsaṉ wekayatmek Wíji̱a̱i̱ṉkia jákaitme. 
REV.3.2	Shintiarta. Kajinia nu umpuím ekeemakta. Kame Yusja̱i̱ íisam péṉker túrichuitme. 
REV.3.3	Yus-Chicham ti shiir enentáiji̱a̱i̱ emka antukmam nu ataksha enentáimpram emetata. Tura tunaarumsha enentáimpram iniaisata. Tura iniaiyachkumniṉkia kasa núnisnak nékatsmin jeartiatjame. 
REV.3.4	Tura Sártisnum shuar ishichik pushiri̱ wapik máacharu pujuiniawai. Nusha ti peṉker áiniak pushí pújun entsarar Wiji̱a̱i̱ wekasartatui. 
REV.3.5	Nupetmakuka pushí pújun entsartatui. Tura iwiaaku átinia nu papiniumia̱ ni naari̱ áarman japirashtatjai. Antsu winia Apar tura ashí nayaimpinmaya̱ suntar íimmianum shiir áujmattsattajai. 
REV.3.6	Kuíshtinia nu shuar Yusa Wakani̱ ashí Yus-shuaran timian antukti.” Tu aartá,” turutmiai.
REV.3.7	Nuyá turutmiai ‘Piratírpianmaya̱ Yus-shuaran wáinin ju̱ áatratá: Ti shiir túrin tuke nekasan tana nu, uunt akupin Tawitia yawiri̱ takaku asa uraimtai chíkich peṉké epenchamniaiti. Tura epenmiatai chíkich peṉké uraichminiaiti. Ju̱na tawai: 
REV.3.8	“Ashí ame túram nuna nékajai. Kakarmachuitiatmek winia chichamur shiir enentáimtakum Winia initiuschaitme. Tuma asakmin wáitin uratjiame. Nuna chíkich peṉké epenchamniaiti. 
REV.3.9	Wátsek. Shuar wáitruiniak “Israer-shuaraitjai” tuíniayat uunt iwianch Satanás-shuar áiniawai. Nu shuáran, nekas ámin aneajna nuna nekaawarat tusan ami̱i̱ni tikishmatkiarartatjai. 
REV.3.10	Katsuntrata tímiaj nu, shiir umirka asakmin Wisha ti wáitsatin ashí nuṉkanam átatna nuyá uwemtikrattajme. Nu wáitsatniuja̱i̱ ashí nuṉkanmaya̱ shuar nekapnasartatui. 
REV.3.11	Wárik winittiajai. Takakmena nu emetata. Akinkiatniuitmena nuna chíkich shuar atantramkiara̱i̱ṉ. 
REV.3.12	Nupetmakunka winia Yusru je̱e̱ taṉkiri̱n awajsattajai. Tura nuyá peṉké jí̱i̱nkichartatui. Tura ni̱i̱n winia Yusru náari̱n áatrattajai. Tura winia Yusru pépruri̱ náari̱ncha áatrattajai. Nu pépruka nayaimpinmaya̱ yamaram Jerusaréṉka Yúsnumia̱ tára núiti. Núnisaṉ winia yamaram náarun ni̱i̱n áatrattajai. 
REV.3.13	Kuíshtinia nu shuar Yusa Wakani̱ ashí Yus-shuaran timian antukti.” Tu aartá,” turutmiai.
REV.3.14	Nuyá turutmiai ‘Rautiséanmaya̱ Yus-shuaran wáinin ju̱ áatratá: Wáitrutsuk nekasa nunak tiniua nu tura núnisaṉ ashí Yus najanamun Úuntri̱ya nu, tawai: 
REV.3.15	“Ashí ame túram nuna nékajai. Tura michaash míchachuitme. Núnisaṉ tsue̱rsha tsué̱rchaitme. Míchaitkiumsha tura tsué̱raitkiumsha maak. 
REV.3.16	Kame míchachu tsue̱rcha antsu aya tsué̱tsue̱tak asakmin imiutkattajme. 
REV.3.17	Iis, “Kuítrinniuitjai, ti irumpraitjai, warinkisha atsumatsjai” tame. Túrasha ashí yajauch, wáitnenmai, kuítrincha, kusuru, tura misú iyajme. 
REV.3.18	Tuma asam Winí ti shiir kuri sumakam nekas kuítrintin ajasta. Turam puju pushí Winí sumakam misú ajasma shiir entsarta. Péṉker íimprataj tusam ji̱i̱nium eṉketai eṉkeeta. 
REV.3.19	Aneajna nuna chichareajai. Nu asamtai kakaram ajasam tunaarum enentáimpram iniaisata. 
REV.3.20	Enentáimprata. Shuar wáitiniam wajas untsumna áintsanak Wi ámin untsúajme. Winia anturtukam ame enentáimin awaintiakminkia Wi wáintiuattajme. Tura waya̱n ámiji̱a̱i̱ yurumáttajai. Tura amesha Wiji̱a̱i̱ yurumáttame. 
REV.3.21	Nupetmakuka akupin pujutainium Wiji̱a̱i̱ pujustatui. Wisha núnisnak nupetmaku asan winia Aparja̱i̱ akupin pujutainium pujusuitjai. 
REV.3.22	Kuíshtinia nu shuar Yusa Wakani̱ ashí Yus-shuaran timian antukti.” Tu áartá,” turutmiai.
REV.4.1	Nu naṉkaamasmatai nayaimpiniam waiti uranniun wainkiamjai. Tura nuyá kakaram untsumman antukmajai. Nuik kachuja̱i̱ métek kakaram chichartukma nu turutmiai “Juí̱ yakí wakatá. Ukunam átatna nuna iniaktustatjame” turutmiai.
REV.4.2	Nu chichamaik Yusa Wakani̱ akantukmiai. Túrutamtai nayaimpiniam akupin pujutainium pujan wainkiamja̱i̱. 
REV.4.3	Niisha jaspi kayasha tura kurnarínia kayasha nuja̱i̱ métek ti wínchauyi. Akupin pujutain tuntiak téntakuyi. Nusha ismirarta kayaja̱i̱ métekeyi. 
REV.4.4	Chíkich paintikuatru (24) akupin pujutain nu pujutain téntakarun wainkiamjai. Tura paintikuatru uunt púju entsarainian tura kurin etseṉkrakainian, nui̱ pujuinian wainkiamjai. 
REV.4.5	Akuptainiumia̱ peemsha ipiamtasha untsummasha jíiniarmai. Tura nu pujutainium naka siati shirikip kearmai. Nusha siati Yusa Wakani̱nti. 
REV.4.6	Núnisaṉ nu pujutainium naka nayaantsa áanin ti saar amai.
REV.4.6	Nu pujutainium wakenmaani̱sha niisháa taṉku kuatru téntakar ármiayi. Ukuri̱ni̱sha tura eemsha ji̱i̱ irunmiai. 
REV.4.7	Emka taṉku úunt yawa̱a áanniuyi. Chíkichka turu uchichia áanniuyi. Tura chikichcha shuara yapia áanniuyi. Tura chíkichka churuwia nanamua áanniuyi. 
REV.4.8	Nusha sais nanamtin ármai. Tura ji̱i̱sha ti irunainiak ashí wainmarmai. Káshisha tsawaisha tuke iniaitsuk ju̱na tiniu armai:
REV.4.8	“Ti nekas péṉkeraiti Uunt Yus. Ashí naṉkaamas kakarmaiti. Tuke yaunchu pujuyayi. Núnisaṉ yamaisha pujawai. Tura ataksha ju̱ke winittiawai” tiniu armai.
REV.4.9	Tura uunt pujutainium pujana nu tuke iwiaaku pujú asamtai nu tanku ti shiir awajsar yúmiṉkiak pujuriarmai. 
REV.4.10	Túruiniakui paintikuatru uunt tuke iwiaaku pujun tikishmatainiak ni etseṉkrutairi̱n naka áepruiniak tuiniawai:
REV.4.11	“Úuntá, ii Yúsri̱nme. Tuke shiir awajmainme. Ashí nankaamas kakarmaitme. Amek ashí írunna nu najanaitme. Tura aya wakerakum najanamame. Ame wakerakmin irunainiawai” tuiniawai.
REV.5.1	Nuyá akupin pujutainium pujuya nuna untsuurí̱n papí penuarma áanniun wainkiamjai. Nu papisha initiaaní̱sha tura pátatkesha áarmauyi. Tura urakchamnia atí tusa siati anujtukmaja̱i̱ kaki peekmauyi. 
REV.5.2	Tura nayaimpinmaya̱ suntar ti kakarma nu, ti kakantar inintran wainkiamjai. Niisha tímiai “¿Ya akupniuk ju̱ papin kaki anujkamun ja̱a̱k urakminiait?” 
REV.5.3	Tura nayaimpinmaya̱sha nuṉkanmaya̱sha tura jakamunmaya̱sha chikichkisha nu papin urakmin atsumiayi. Áujtsuk íistinniasha tujinkiarmai. Tímianu akupin atsumai. 
REV.5.4	Nu papin uraktincha tura áujsatniusha, kame íistincha atsakui ti úutmiajai. 
REV.5.5	Nuyá chikichik uunt turutmiai “Ti úutíp. Israer-shuarnumia̱ Úunt-yawa̱, Jutá weeá awai. Niisha uunt akupin Tawit weeaiti. Nupetmaku asa nu papí siati anujtukman ja̱a̱k urakminiaiti.”
REV.5.6	Nuyá uunt pujutaiya nui̱ tura kuatru taṉkunam ajapén tura úuntnum ajapén Murik wajan wainkiamjai. Maamua áintsaṉketiat iwiaakuyi. Kachuri̱sha siátiyi. Ni ji̱i̱sha siátiyi. Nusha Yusa Wakani̱ siati ashí nuṉkanam akupramua nuuyi. 
REV.5.7	Nu Murik we nekas uunt Akupniun untsuurí̱nian nu papin achikmiayi. 
REV.5.8	Tura papin achikmatai kuatru taṉkusha tura paintikuatru uunt arma nusha Murikiun tikishmatrarmiayi. Ashí uunt arpa tuntuitiain takaku armai. Tura ashí kuṉkuin eṉketain kuri najanamun takaku armai. Nu kuṉkuin Yus-shuar áujsamuiti. 
REV.5.9	Ju̱ yamaram kantancha kantampriarmai:
