GEN.1.1	Jatíbi peokoonontianra, Diossen nai itan mai jonia iki.
GAL.2.2	Jain kati ea Diossenbi oinmaa ikax, ea jain kaa iki. Kaax nokóxonra, jonéshoko tsinkixon, ja joi akaibaon koshibo en jato yoixon onanmaa iki, ja judíoma joniboribi, en jato jan kishpinti joi yoiai. Enra jato jaskáakin onanmaa iki, jawekeska ikax ja en tee akábo, yankabires en aká inaketian.
GAL.2.3	Jatian jaskáakin en yoia, jawe iamai jakonbires ikana iki. Jatian ja ebé kaa Tito Griego ikenbi, jawen jakina rebichi xatenankaskintanibobi teayamakana iki.
GAL.2.4	Jaweti jonira, joi akonaibo keskati onantimatax, noa tsinkitainko weikana iki, noa oinni; noa Criston kishpinmaabo ikenbi, jakiribi jaton esébo noa senenhamati shinanyanix.
GAL.2.5	Jaskáakin noa akanabira, non jato ninkáxonyamaa iki. Noabiribi keena iki, maton ikonhaa jan kishpinti ikon join yoiai keskati mato jaai jenétima.
GAL.2.6	Ikaxbi jato ikinai koshibaon, wetsa bená joibo ea yoiamakana iki. Jatian earibi, jaboki jawekeska iki ixon, jato onankasibo iamaa iki. Diossenra nekebi jaton ikábo jato yoixonyamai.
GAL.2.7	Jaskáyamakinra, moa ea onankana iki, ja judíomabo jakon joi yoinon ixon, ea Diossenbi imaa. Ja judío jonibo joi yoinon ixon, Pedro imaa keskáribiakin.
GAL.2.8	Ja judíobo joi yoinon ixon, jan Pedro raana Diossenribira ea raana iki, ja judíomabobiribi en jato joi yoiti.
GAL.2.9	Jatian Jacobo, Pedro, jainoax Juan, jabo iká iki Jerusalénhainoa jatíbi joi akaibo jato koshikiinabo. Jabaon onanna iki, Diossenbi nato tee ea menia. Jaskara onanxon, Bernabé betanbi ea meshakonkana iki. Moa jaton akai teeribi non akai kopí, jabaon jakonbires shinannai non onannon ixon. Jaskara jaton shinan jakonbires ikax, jabo jawe iamakana iki; noabiribi judíomabo joi yoiai iken, jatian jabobiribi judío jonibo joi yoiai ikax.
GAL.2.10	Moa jaskáa pekáo, noa yoikana iki, ja joi akaibo jawékinin maxkáyoraabo non jato shinantaniti. Jatianra ja jawékibo koiranmeexon en senenhaa iki.
GAL.2.11	Jatian jain kaax noa iitaitian, Pedro Antioquíain kaa iki. Kaketian, jan akai jawékibo jakonmabires iketian ointaanan, beibaxon en notsina iki.
GAL.2.12	Rekenparira akátiai, ja judíoma jonibo betan jawékiakin, jato betan jaská jaskakinbi, Jacobon jonibo bekanketian moa judíomabo betan jawékiakin jenea iki. Jabaon jaton jakina rebichi xateti jato yoiaibo iketian jatoki rakékin.
GAL.2.13	Jatian Pedro, beparanmetaitian oinnax, wetsa joi akai judíoboribi jaskáshokokana iki, jainoax ja Bernabéribi ikanai keskati ishokoa iki.
GAL.2.14	Jaskati jaax, moa Diossen jakon join yoiai keskati iamakanai ointaananra, jatíbi joi akaibo tsinkíkana bebonxon, en Pedro yoia iki: “Judío joni ikaxbira, mia ipachoai judíomabo keskatires mia jaa, ¿Jawekopíki, ja judíobo jakana keskáribiakin ja judíomabo min jato jamakaskin tearesai?” akin.
GAL.2.15	Ikon noakaya riki, judío jonikonshamanbo, non anibo ja jonibo ikana iketian, noara judíomabo keská ochaya joniboma iki.
GAL.2.16	Jaskara ikenbira non onanke, ja Moiséssen esébo senenhaibi, tsoabi ochaoma keská iti atipanyamaa. Jesucristo ikonhaxpari riki, noa jaskara iti. Ja kopira nonribi Jesucristo ikonhaa iki, noa Diossen ochaoma keskábo oinnon ixon. Irake, jakopires riki noa jaskata, ja esébo senenhaa kopíma. Tsoabira esé senenhaax, ochaoma keská iti atipanyamake.
GAL.2.17	Jaskara iken, noaribi ochaoma itin keenkin, non Cristo benaitianra onantibires itoshiai noaribi ochayabo. ¿Jaskara ikenmein, Cristonra akai noa ochamakin, iki noa iti iki? Ikama.
GAL.2.18	En ati iki jawéki ras akin, iiwanxon enribi jakonhakin aríbai, jatianra eabi iki, jan jakonmaaka.
GAL.2.19	Jaskara ikaxa, ja eséainoax moa ea mawata keská iki, Dios keenai keskatires janox. Ja kopira ja eséki ea moa koshiamai.
GAL.2.20	Cristo betanbi korosen akana mawata keská riki ea. Jaskara ikenra Cristo emeranbi jaketian, nokon keena keskáres akí ea jayamake. Rama ea jake, Diossen Bake ikonhataanan, jaki koshiax, jara ea akonbireskin noiax, nokon toan mawata iki.
GAL.2.21	Jaskara kopíra, ja Diossen jaskáati jisáma ikenbi, noa noia jawéki en ikonhayamati atipanyamake. Ja esébo senenhaxes noa ochameax xabakaati iketianra, Cristo noa kopi mawata yankabires ikeanke.
GAL.3.1	¡Galacia jonibo, mato riki shinanhomabo! Matoiba inontianra, non mato yoia iki, jaskatax Cristo korosen akana mawata. Jaskara mato onanna ikenbi ¿Tsonki aká mato meskó shinanmaxon ja maton ikonhaa joi jenemakin?
GAL.3.2	Maton ea yoinon ixonra, en mato neskáakin yokatai: ¿Ja esébo senenhai kopírin, mato Diossen jawen Shinan menia? iamax ¿Ja jakon joi ninkaxon ikonhaketian, mato meniamakayarin?
GAL.3.3	Kikinshaman shinanhomabo riki mato. Matora jakoni jaai peokookana iki, ja Diossen Shinanman akinares. ¿Jatian jawekopiki, ramabiribi maton koshinbi Dios betan jakoni jakasi mato iikanai?
GAL.3.4	¿Yankabires onitsapixon, icha jawéki maton onanaki iti iki? ¡Yankabiresa iti atipanyamake, ja maton onanna jawékibo!
GAL.3.5	Diossenra jawen Shinan mato menixon, meskó ratéti jawékibo mato meranxon akai. ¿Jawekopiki jaskáai? Shinanyamakanwe maton esébo senenhai kopí jaskáai. Janra jaskáakai, jakon joi ikonhataanan mato jaki koshia kopíres.
GAL.3.6	Abrahamra iká iki, Dios ikonhataanan jaki koshia, jaskara kopíra, Diossen, Ochaoma keskáakin oinna iki.
GAL.3.7	Jaskara iken onankanwe, ja Cristo ikonhaax jaki koshiabo riki ikon, Abrahamman chiní bakebo.
GAL.3.8	Jawen joi, moabi Wishakaata meranra Diossen yoia iká iki, ja judíoma joniboribi ocha ayosma keskáakin imati, já ikonhaax jaki koshikanketian. Ja kopíra Diossen Abraham yoia iki: “Mia kopiresa jatíbiainoa jonibo en jato jakonhanoxiki”, akin.
GAL.3.9	Jaskara kopíra, ja Cristo ikonhaax jaki koshiaibo akai, Diossen jato jakonhakin, Abraham aní keskaribiakin.
GAL.3.10	Ikaxbi, ja Moiséssen esé senenhaaxes jakon jakasaibora, moa onsá meran ikanai. Jaskarabo yoiira ikai, Wishá meran neskati: “Ja esé kirika meran iká, jatíbi esébo senenhayamaibora jakonmabires winókanti jake”, iki.
GAL.3.11	Jaskara ixonra, moa non kikinhakin onanke, ja esébo senenhaaxbi tsoabi jaton ochameax xabakaati atipanyamaa. Diossen joi meran ikai neskati: “Ja jakon jonira Cristoki koshiaxes jati iki”, iki.
GAL.3.12	Ikaxbi ja esé senenhaxonres jati nete biti ikaxa, moa noa Dioski koshiti yamakeanke. Wishá meranra ikai neskati: “Jaweratonki ja esekan yoiai keská senenhai, jara ja kopíres kishpinmeetiki”, iki.
GAL.3.13	Esébo senenhayamaxon non ramibires teneti ikenbira, Cristo non ocha kopi jakonma joni keska mawáxon, noa kishpinmaa iki. Wishá meranra ikai neskati: “jatíbi jakonma jonibora, jiwin paniax mawákanai”, iki.
GAL.3.14	Jaskara masára Criston tenea iki, jaskáaxon ja Diossen Abrahamki jakon shinantaanan, ja meniti yoini jawékiboribi, Cristo ikonhaxon judíoma jonibaonribi biti kopí, itan ja ikonhaax jaki koshixonres, jawen Shinan noa Diossen meniti yoini non jatíxonbi biti kopí.
GAL.3.15	Nokon wetsabo, ramara ja jonin akai jawékiki yoinhanan en mato yoiai: Westíora jonin akai, wetsa joni betan, ja senenhabekonti joi kirika meran wishaxon firmanbekonkin, moa jaskákana pekáora tsonbi ja wishábo soati, itan tekiti atipanyamake.
GAL.3.16	Jaskáakinra Diossen anike Abraham betan jawen chiní rarebo yoikin, jato betan senenhati jawékibo. Ja Wishá meranra “icha chiní rarebobo”, yoii ikama iki. Jain yoiai riki: “Westíora chiní rarebobicho”, ja iki Cristo.
GAL.3.17	Ja kopíra en mato yoiai: Diossenra ja senenhabekonti joi Abraham betan aká iki, akonkin senenhanoxon. Jaskara kopíra, ja chosko pacha kimisha chonka baritia winota pekáo ixon, ja Moiséssen esekan jawekeskaxonbi, ja senenhabekonti joi meran, Diossen anoxon yoiabo, jawemabi itiakin imati atipanyamake.
GAL.3.18	Jatian ja esé senenhaketianres, noa Diossen kishpinmati iketianra, noa jaskámati yoini ixon senenhakin noa imaima itiki. Ikaxbi Diossenra Abraham yoia iki, ja kishpinti jawéki jawekopímabi iti.
GAL.3.19	Jaskara ikenki, ¿Jaweati ja esébo Diossen Moisés menia iki? Ja eséra noa menia iki, jaskáaxon jonibaon jaton jakonma jawéki akai onankanon ixon. Ja eséra iká iki, ja Abrahamman rarebo Cristo joái kamanres senenhati. Ángelbo yoimaxonra, ja esébo Moisés onanma iki, jatian Moisés iká iki, jatíbi jonibo jato tekikin onanmaibiribi.
GAL.3.20	Ikaxbi ja Abraham yoinontianra, wetsa joni yoimaanan Diossen yoiamaa iki, janbishamanra yoia iki.
GAL.3.21	¿Jaskara ikenmein, ja Moiséssen esébaon yoia keskáma ikax, ja Diossen Abraham yoiniboribi wetsaresibi iki? Jaskarama riki, ja esekan noa ochankonia xabáati atipana iketianra, ja esé senenhaa kopíres, noa Diossen ochaoma keskábo noa imakeana iki.
GAL.3.22	Ikaxbi Diossen joi meran noa onanmai: Jatíbi jonibo ochan jatoaresabo, ja Jesucristo ikonhaax jaki koshixonres, ja Diossen noa meniti yoinibo biti inon ixon.
GAL.3.23	Jatian noa jaki koshiti joámapari inontianra, esekan xepoa keskábo noa iká iki, ja ikonhaax, jaki koshiti jishtiai kaman.
GAL.3.24	Ja esekanra Cristo joái kamanres, ja iboaxon yonokanaitonin bakebo ikinai keskáakinres noa ikinna iki, já ikonhaxes noa ochaoma keskábo iti kopí.
GAL.3.25	Ikaxbi ramabiribira, moa ja ikonhaax noa jaki koshiti jaketian, ja esekan ikintinin moa noa maxkáyamake.
GAL.3.26	Ja Cristo Jesús ikonhaa kopí riki, mato jatíbi moa Diossen bakebo.
GAL.3.27	Ja Criston janenko bautizanmeetabora, moa Cristo betan westíora shinanyabicho baneta iki.
GAL.3.28	Ibanon tsoabires, judío itan judíoma; yonokanai joni itan jato yonoai joni; jainoax benbo itan ainbo inonbira, moa Cristo ikonhaabo ikax, mato jatíbi westíora shinanyabicho ikanai.
GAL.3.29	Jaskara Cristonabo ikaxiki, mato Abrahamman kikin rarebobo, jaskara kopíra ja Diossen meninoxon yoini jawékibo, matonribi biti jake.
GAL.4.1	Ramara en mato neskara jawéki yoiai: Ja jawen papan mawákin jatíbi jawéki iboamaa joni, bakepari ikaxa, westíora yonoti joni keskares iki, jakaya jawen papan jatíbi jawékibo iboamaa ikaxbi.
GAL.4.2	Ja bakera jan ikinaibaon koiranapari iki, ja meniti jawen papan yoini jawékiboyabi, moa jatio ani iken, jawen papan meniti yoini nete senenai kaman.
GAL.4.3	Jaskarashamanribira noa rama iitai. Noa bake inontianra, nato nete jan koshia jawékibaon noaaresabo ikana iki.
GAL.4.4	Jaskara noa iitainbira, jaskáati shinanni nete senenketian, Diossen jawen Bake raana joáx, ainbo meranoax pikota iki. Joxonra, ja Moiséssen esekan jaskáati yoiaiboribi senenhaa iki.
GAL.4.5	Jaskáaxon ja esekan iboabo ikenbi, kopíaxon noa xabáanox, itan jawen bakebi keská noa Diossen imati kopí.
GAL.4.6	Jatian moa jawen bakebo noa ikenra, jawen Baken Shinan noomeran noa Diossen axona iki. Ja shinanman imaara, non akai Dios betan yoyo ikin: “Mia riki nokon Papa”, akin.
GAL.4.7	Jaskara ikaxa, rama mia yanka yonokanai joni keskama iki. Rama riki mia Diossen bake. Jatian mia jawen bake ikenra Dios keenai, minribi jawen jawékibo bitin.
GAL.4.8	Ja Dios onanamatianra mato ikana iki, ja ikonma diosbaon iboaabo.
GAL.4.9	Ikaxbi ramara, moa maton Dios onanke, onantiakin yoia, Diossenkayara mato onanna iki ¿Jawekopiki, ja esébo, itan ja iresa koshioma jawékibo maton jenekashamai? ¿Matoki jakiribi ja jawékibo iboamakasai?
GAL.4.10	Matonra jatíribi netebo, oxebo itan baritiabo nokóketian, mekerespariai.
GAL.4.11	Mato jaskataibo ninkáxonra, en mato kopi akonbireskin masá shinannai, yankabiresra ea mato joi yoii onitsapita iki ixon shinannax.
GAL.4.12	Ja kopira en mato yoiai: Ramakaya nokon iká jawékibo ea mawakanwe, ebé joi akaibo ixon. Moara en akátiai ja maton akai jawékibobiribi en mawakin. Matonra ea jawekeskaxonbi jakonmaakama iki.
GAL.4.13	Matonra moa kikinhakin onanke, ja reken en mato jakon joi yoinontian, ea isinai ixonbi en mato yoiantana.
GAL.4.14	Jaskara isinyanixbi ea matoiba kaara iká iki, matona westíora tanakaati jawéki iken, ea matoiba imayamati keskábi, jakonshaman shinanyaxonres maton ea bia iki, westíora ángel keskáakin, itan Cristobi keskáakinribi shinantaanan.
GAL.4.15	Enbira onanke ea matoiba kaax nokoketian, ikonbiresi eon mato raroyantana. Jaskáati ikenra rarokin maton berobi tsekataanan, ea maton menikeana iki ¿Jatian jawekopiki moa mato rama jaskati raroyamai?
GAL.4.16	¿Ja ikon joibo en mato yoia kopíki, moa maton rawíakin ea shinannai?
GAL.4.17	Ja jonibaonra mato akinkasai, ikaxbi jakonshaman shinanyaxonma. Jabora keenai, moa mato nobé ikí jenétaanan, jaton yoiai joibores ikonhataanan, mato jato betan rabétinin.
GAL.4.18	Jakon riki wetsaboribi non akinti, ikaxbi jakon shinanyaxon. Ea matoiba iketianbicho jato akinnai iamakanwe, jatíbitiankaya jaskákanwe.
GAL.4.19	Bakebo, enra jakiribi mato kopi masá shinannai. Bake pikókin chexaa ainbaon masá teneai keskáakin, ja Cristo betan mato westíora shinanbicho ikai kaman.
GAL.4.20	¡Ramashokobi ea jain ipainon riki, moa wetsa keskaakin mato yoinon. Moa jaskáakin matoki shinanmatira en onanyamake!
GAL.4.21	Mato riki ja esébo senenhaax jakon jakasaibores. Jaskara ixon ea rama yoikanwe: ¿Matonki onanyama iká iki ja esekan yoiai joibo?
GAL.4.22	Jainra yoiai Abrahamra iká iki rabé benbo bakeya iki ixon: Westíora bake iká iki jawen yonoti ainboki aká, jatian wetsa iká iki, jawen awinkibi aká ja iká iki jawen yonotima.
GAL.4.23	Ja jawen yonotiki bakea iká iki, jatonbi shinanxon aká pikota bake. Ikaxbi jawen awinki bakeara iká iki, Diossen yoini joi seneni pikota.
GAL.4.24	Nato neskarabo winota riki, yoinmeetares. Ja rabé ainbo iní riki, rabéakin ja senenhabekonti joi jonibo betan Diossen aká yoii iká. Reken iki, ja Sinaí janeya mananmanxon aká, ja iki ja Agar keska, ja yanka yonokanai iti baken tita iní.
GAL.4.25	Jaskarainoax iki, ja Agar Arabiain iká Sinaí janeya mananki yoinmeeta. Ja iki nato main iká Jerusalén yoii iká. Ja jema iki, jainoa joniboyabi, inaaxon yonokanai joni keskabo.
GAL.4.26	Ikaxbi ja naikanmea Jerusalén ikainra, tsoa inakaatabo yamake. Jatian noa iki, ja jemamea bakebo.
GAL.4.27	Wishá meranra ikai Sara yoii neskati:
GAL.4.27	“Raroreskayawe, tooisma ainbo ikax, mia iki
GAL.4.27	bakeoma, baken chexá onanmabobi.
GAL.4.27	Jaskara ikaxkaya kikinbiresi raroi saí iwe.
GAL.4.27	Beneya ainbaon bakeai bebonbires icha
GAL.4.27	bakeyara iti jake, ja jawen benen potaresa
GAL.4.27	ainbo”, iki.
GAL.4.28	Jaskara iken ebé joi akaibó, matora Isaac iní keskabo ikanai, Diossen jawen bakebo imati shinanna ixon imaabo ikax.
GAL.4.29	Ja wetsa bakebires ikai keskati pikóni bakenra, ja Diossen Shinanman pikota bake ramiakatitai. Ramatianra jaskáribiakanai, noa Diossen bakebo iketian.
GAL.4.30	Ikaxbi ¿Jawe ikiai Diossen joi meran? Abraham yoiira ikai neskati: “Ja min yonotiki min bakea bakenra, jawekeskaxonbi, ja min awinkon betan min bakeaa baken iboa jawékibo biti atipanyamake. Jaskara iken ja min yonoti ainbo, jawen bake betanbi moa miibakea pikowe”, iki.
GAL.4.31	Jaskara iken ebé joi akaibó, noabora jawen awinin yonoti betan bakeaa bake iní keskamabo iki. Noabora ikanai, jawen awin betan bakea bake iní keskabo.
GAL.5.1	Cristonra noa xabáa iki, jan tsokas atibo yamaax noa xabáshamanbo jakanon ixon. Moa jaskati jaax, jakiribi jakonma jawékibo iboamaax, yankabires yonokanai keská iamakanwe.
GAL.5.2	Ea riki Pablo, en mato yoiaipari ninkákanwe: Ja maton jakina rebichi xateaxes kishpinti ikenra, ja Criston aká jawékibo moa jawemabi iti iki.
GAL.5.3	Enra mato jakiribi yoiai, jaweratobaonki jaton jakina rebichi jato xatemai, jabaonra jatíbi eséboribi moa senenhati jake.
GAL.5.4	Mato, ja esé senenhaxes ochaoma keská ikasaibora, onantibires moa Cristoki koshii jenetabo iki. Jainoax ja Diossen mato noixon akinkasai jawékininribi mato keenyamake.
GAL.5.5	Ikaxbi nonbiribi onanke, ja Diossen Shinanman akinares Cristoki koshiketian, noa Diossen ocha ayosma keskáakin imati. Jaskaratonra noa manáke.
GAL.5.6	Nonra Cristo Jesús iráke akai; ramara non jakina rebichi xatéya iamax xatéoma iti moa jawekeskamabi iki. Ja noimisti shinanman amaa, Cristo ikonhatikaya riki bebonbires jakon.
GAL.5.7	Matora ikana iki moa itibi keskati jakanabo ¿Jatian tsonkayaki mato wetsa shinan bimaxon, ja ikon join yoiai keská ati mato jenemaa?
GAL.5.8	Nato jawékira jan mato kenaa Diossen mato jenemaama iki.
GAL.5.9	Ichamashoko *levaduraninbira akai iki jatiobi patsá soo imakin.
GAL.5.10	Jatian enra ja non Iboki koshitaanan ikonhai, moa maton wetsa keskáakinbo shinanyamai. Ja wetsaresibi joi yoianan jato meskóbo shinanmai jonibora, Diossen castiganoxiki, ibanon tsoa inonbires.
GAL.5.11	Nokon wetsabo, ja jaton jakina rebichi xatetikiri iká joi en jato yoirespariai iketianra, nokon kaibo judíobaon ea ramiayamakeanke. Jainoaxibi Cristo noa kopí korosenmeax mawáni joi en yoiai ninkatax, nokon kaibobo eki itimaresshamakeanke.
GAL.5.12	Ikaxbi ja maton jakina rebichi xateti yoixon, mato meskó shinanmai jonibaonkaya, jaton jakinaribi jatiobi xatepainonra ikanai, jaskáatires shinannaibo ixon.
GAL.5.13	Ikaxbi en mato yoia riki nokon wetsabó, Dios keenxonresa mato ochamea xabáa iki, jaskáakin mato xabáa ikax, maton keena keskáres akí jayamakanwe. Jaskáyamaikaya wetsabo betanbires noianani jaax, akinnanani jakanwe.
GAL.5.14	Jawetianki, “minbix noikaata keskákinribi min jato noiai”, jatianra min jatíbi esébo senenhai, ikira ikai Diossen joi meran.
GAL.5.15	Jakopi koiranmeekanwe, natexananax, pianananai keskábora mato inake. Jaskati jaaxa, matonbinix ramianani mato keyóresti iki.
GAL.5.16	Jaskara ikenra, en mato yoiai: Diossen Shinan keenai keskábores axoni jakanwe. Jaskati jaaxkaya, ja maton jakonma ati shinannai keskábores akí jayamakanwe.
GAL.5.17	Ja jakonma ati shinanbora Diossen Shinanki jakonma iki. Jatian ja Diossen Shinanra ja jakonma ati shinankibiribi jakonma iki. Ja rabébira omisananbekonai. Jaskara kopíra, ja jakon atin keenkinbi maton ati atipanyamake.
GAL.5.18	Ikaxbi ja Diossen Shinanman ati yoiaires akai ikaxa, moa mato esekan yoiai keskati jati yamake.
GAL.5.19	Onantibires riki ja yora keenai jawéki akaibo, jaskarabo riki; ja atimabo betanbires yoranti akaibo; meskó jakonma ati shinanyabores; rami jawéki akí jan cheatabo,
GAL.5.20	diosma jawékibo rabiaibo; yobé jawékiki koshiaibo; omismisaibo; wetsabokibires ramiti sináresaibo; ranóyabo; itima jawékibaonbi sinataibo; jaskatax ramiananti benaibo; jakon iikanainbi meskó shinanmaxon jato jeneanamaibo; Diossen joi wetsa keskaakin yoiaibo,
GAL.5.21	wetsabo jawékia iken, jatoki notsiresaibo; joni reteaibo; paennaibo; naxkibo, itan meskó jakonma jawéki akaiboribi. Jakiribira en mato yoiai, maton jaskara onannon ixon. Jaskara jakonmabo akí jaa jonibora, jawekeskataxbi ja Diossen ikinaton jati netenko jikiamanoxikanai.
GAL.5.22	Ikaxbi ja Diossen Shinanmanra noa imai; noimisti shinanya; raroshaman; xabáshaman shinanya; manátia; noibamisti shinanya; jakon shinanya, itan senenhati shinanya.
GAL.5.23	Noa jato xewinaton shinanmeemayamai, itan jaskatax koiranmeeti noa onanmai. Jaskara jawékibora Diossen Moisés menini esekan, jawekeskaxonbi jakonmaati atipanyamake.
GAL.5.24	Jatian ja Cristo betan ikábaonra, moa jaton ocha yora korosen akana iki, jatíbi jaton tsini shinan itan jaton jakonma jawéki ati shinanyabi.
GAL.5.25	Jakopira rama, Diossen Shinanman akinares jaa ikax, jan yoiai keskáres akí, noa jati jake.
GAL.5.26	Jaskati jaax, moa noa rabírestima iki, noa rawikanantima iki, wetsabaon jawéki oinnax keeni noa notsirestima iki.
GAL.6.1	Nokon wetsabo, moa mato ikoni Dioski koshiabo ixonkaya, westíora ochan pakéketian onantaanan jakonhaxonres akinkanwe, ibanon shinanmeetax ponteti. Ikaxbi jato jaskáakin akini kikinni koiranmeekanwe, matoribira ochan pakénake.
GAL.6.2	Atikoma jawékiainbo akinanankanwe. Jaskati akinnanani jaxonra, ja Criston jaskáati yoinibo maton senenhai.
GAL.6.3	Jaweratoboki jaskarama ikaxbi jato xewinaton shinanmeetai, jabora jatonbinix paranmeetai.
