GEN.1.1	Vowambeela Mulugu ahipaddusa odhulu ni elabo ya vati. 
2TI.2.18	Ala ehiholowa mu dila ya ebaribari, enawoga wi ovenyihiwa muukwani ohiireya. Ndala enovunyangedha nroromelo na athu amohi. 
2TI.2.19	Mbwenye matibelelo ooliba a Mulugu ehikalawoove. Ehitopiwa ni madhu ala: <<Nabwiya ohaanona athu eli aaye>>. Teto vihikala madhu ala owi: <<Aatene enaroromela ndina na Nabwiya, erabelege dhoothega>>.
2TI.2.20	Mu nyuba yuulubale kamunakala dhoobove dha oro ni dha parata baahi, munokala teto dha muthanko ni dha ologo. Dhimohi dhinakala dha mabasa ooriiheya, dhimohi dha mabasa oohiyana-hiyana. 
2TI.2.21	Mowinda muthu eyeeliha mwa dhoovirigana nda, oliye onakala wona yoobo ya mabasa oriiheya, onakala oweelihiwa, oofuneya wi amwiimelelege Nabwiya, onakala osasanyedhiwa wa mabasa maatene apama.
2TI.2.22	Othawege dhifunelo dhabure dha ezombwe, vano othamagelege wogoowa, nroromelo, odhivela ni murenddele, wiiregena nda vamohi ni ale enamwiithana Nabwiya ni murima woweela. 
2TI.2.23	Orabelege dhoovaanyihana dha otaduwa dhihinna mabasa, ohunona wi dhinotatamula okangana. 
2TI.2.24	Vano mwiimeleli a Nabwiya ahikalelege okanganave ni akwaaye. Moohiyaniha, akalege oofwaasa ni aatene, owaanda osuuziha, akalege oovilela. 
2TI.2.25	Aasuuzihege ni wiiyeviha ale enamvaanya. Adha ayo Mulugu aavaha otthwaruwa onaamalele ni ononelamo wa ebaribari. 
2TI.2.26	Vano athu ayo yeera yambeela wuubuwelela pama, eneere otapuliwa vamusapani wa Ddiyabo,
2TI.3.1	Onone wi: Mwa malabo oomariha onofiya mudhidhi woorusa. 
2TI.3.2	Athu enoodha ekale a nrima, oodhiveliwa korowa, owiithukulela vajinji, oomunyemula Mulugu, oohawiiwelela ababiwa, oohutthettheela, oohumuriiha Mulugu, 
2TI.3.3	oohukalana odhivela, oohulevelela, enoodha ekale anamaaba, oohihiiha, enoodha ekale anambure, amwiiddani a dhapama, 
2TI.3.4	agwalagwambi, owumma mirima, aliba wiihelamo, oodhiveliwa dhoohagalasa dha mwiilaboni omwihiya Mulugu, 
2TI.3.5	owiyooniha wi boomuroromela Mulugu, ekooddaga owodha waaye. Athu owindo, waarabelege.
2TI.3.6	Mwa alena bi alobwana ayene enavolowa mmanyubani yaanyengethaga ahiyana oolodhowa. Ahiyana ala ehidhaaleliwa dhoothega, enojeya mirima ni dhidhivi-dhivi dheewa dhoohiyana-hiyana. 
2TI.3.7	Aliwa enosuuzave, mbwenye kinaanda odidela ebaribari. 
2TI.3.8	Alobwana eneerana dhedhi eli wona Zhanesi ni Zhambere ayene wale yamwiinyuwele Mozezi,
2TI.3.9	Aliwa kinaande waanyengetha athu ajinji vowi aatene eneere wawoona otaduwa weewa, wona teto dhampadduwele Zhanesi ni Zhambere.
2TI.3.10	Mbwenye we Timoteyo, wahiharave masuuziho aaga, meeddelo aaga, yoopima yaaga, nroromelo, oleva waaga, odhivela waaga, ntidi naaga, 
2TI.3.11	oharahariwa ni goyi gooniliimi, dhego dhagipadduwela oAntiyokiya, oIkoniyo ni oLixtara. Dhooharahariwa dhijinji gihivilelana! Vano mwa dhaatedhene Nabwiya ohugivulumusa. 
2TI.3.12	Ebaribareene aatene alene enafuna okalana egumi yoomuriiha Mulugu mwa Yesu Kirixtu eneerege oharahariwa, 
2TI.3.13	mbwenye athu ooholowa ni ooratha enoowelela etthabwegeve, enyengethaga, aliwa teto enyengethiwaga.
2TI.3.14	Mbwenye we okalegeve mwa nde dhisuuziliiwe, dhiroromeliiwe, omunonaga oyene wusuuzihile, 
2TI.3.15	vano ononege wi wambeela ezombwe yaawo wahinona teto Maleba Ootaleleya, ayene yaande wuukaliha oononelamo ovulumusiwa voomuroromela Yesu Kirixtu. 
2TI.3.16	Maleba Ootaleleya maatene bi madhu a Mulugu enaavahiiye anamaleba, enokamihedha osuuziha wi esumulule, ekooddihe, yawaaddelihe okala owogoowa, 
2TI.3.17	wi muthu a Mulugu akale owaanda ni owiisasanyedha wiirana meerelo maatene apama oohiyana-hiyana.
2TI.4.1	Vameentoni va Mulugu ni va Yesu Kirixtu, oyene onaathonge agumi ni ookwa, teto mwaha wa owela waaye ni Omwene waaye, miyo ginowuuwaraaliha mowuulibiha wi: 
2TI.4.2	Olaleyege madhu a Mulugu. Okalege owiisasanyedheene wi olaleye mwa mudhidhi naari voohukala mudhidhi. Waasumululege, waahiihege, waalibihege ni ovilela waatewene, waasuuzihaga madhu a Mulugu. 
2TI.4.3	Vowi onoodha ofiye mudhidhi, vevo athu vihinaafunigiisu wiiwa dhoosuuziha dhookamihedha. Moohiyaniha, wi yiihagalalihege weekiiwa, aliwa eneere wiyapeeleliha ni anamasuuziha enaawogege dhinaafunigiisu wiiwa baahi. 
2TI.4.4	Aliwa eneerege ovaanya ovuruwana ebaribari, yiipelekege muthalakoni dhooratha dha emakolo. 
2TI.4.5	Mbwenye we okale owiyiinanela mwa dhaatedhene, ovilelege mwa dhoovoreya, ohidde mabasa aawo oolaleya Muselu Wapama, wiirena omwiimeleli waawo mowaakwanela.
2TI.4.6	Miyo gineere okuthuliwa wona yooveleela ya yoong'wa.
2TI.4.7	Gihiwana koddo yapama, gihimariha pama othamaga, gihiinanela nroromelo. 
2TI.4.8	Dhiinova gihilogoleleliwa kara ya nthithimiho mwaha wowogoowa. Nabwiya oli namathonga owogoowa onoodha agithikele kara eyo Nlabo nddo, vano ahili miyeeneve baahi mbwenye teto aatene ayene enarabulela odha waaye.
2TI.4.9	Osayele odha mowaaguva ogumane ni miyo. 
2TI.4.10	Vowi Dema ohuginyanyala mwaha wa odhiveliwa dha elabo ela, odhowile oTesalonika. Keresenti odhowile oGalasiya, vano Titu odhowile oDalamasiya. 
2TI.4.11	Luka yeeka dili ni miyo. Omusayele Maruku, mudhe wuno vamohi mwaha wi oliye doofuneya mmabasani mwaaga. 
2TI.4.12	Tikiku gimurumile oEfeso. 
2TI.4.13	Wadhaaga odheegena mukanjo waaga oyene gahiyiliimi ni Karipu oTorowaddi. Ogithukulelewo teto maniivuru aaga, tthabwa-tthabwa ale a makupa.
2TI.4.14	Alixandere, meesili a dhoohana, ahigiirela dhabure vajinji. Nabwiya onoodha amulage mooligana ni dhedho dheeriliiye. 
2TI.4.15	We teto wiyiinanele mwaha wi oliye oovaanyihana vajinji ni mutheenga weehu.
2TI.4.16	Othongiwa waaga wowambeela kavaali muthu adhiile ogiirela onamoona, aatene yahiginyanyala. Gifunile wi Mulugu aalevelele. 
2TI.4.17	Mbwenye Nabwiya aali ni miyo, ahigivaha kopolo wi odheela wa miyo madhu maatene a Muselu Wapama ekale oolaleyeliwa, athu a malogo maatene yawiiwe. Mowindala gahivulumuwa muwano mwa poddogoma. 
2TI.4.18	Nabwiya onoodha agivulumuse mwa dhabure dhaatedhene onoodha agithukulele pamadhene mu Omweneni waaye wa odhulu. Oliye akale oothithimihiwa okala ni okala. Ameni!
2TI.4.19	Oveleelewo malojelo wa Pirisila ni Akwila vano teto a murala wa Onisiforo. 
2TI.4.20	Eraaxtu ahihala oKorintu, vano Torofimu gamwihiyile abulelaga oMileto. 
2TI.4.21	Waaguve odha ohunafiye mudhidhi wooddiddila. Akwiihu Yuubulu, Pudenti, Lino, Kalawudiya ni aKirixtu aatene yiire malojelo. 
2TI.4.22	Nabwiya akale ni muneba waawo. Mulugu oowomeleni murima wa nyo.
TIT.1.1+TIT.1.2+TIT.1.3+TIT.1.4	Wa we Titu, mwaana aaga-aaga vowi nili a nroromelo nimohive. Di miyo Pawulo, mwiimeleli a Mulugu, murumiwi a Yesu Kirixtu. Girumiwe wi gunnuwihe nroromelo na ale esakuliwe ni Mulugu, gaasuuzihege ebaribari wi aliwa yeeddege mwa mukalelo onafuna Mulugu. Ndo aliwa eneere, ojejihedha moohaanganyedha wi aliwa eneerege okalawoove. Malabo ehinakalewo Mulugu ahiroromeliha wi athu aaye yeerege okalawoove, Mulugu kanaratha, naari. Mudhidhi wasakuliiye, ahooneyiha madhu aaye odheela mwa dhoolaleya dhaaga. Ala bi mabasa gisakuleliwiimi moolamuleliwa ni Mulugu, Mvulumusi eehu.
TIT.1.1+TIT.1.2+TIT.1.3+TIT.1.4	Titu, Mulugu Baba ni Yesu Kirixtu Mvulumusi eehu yuuvahe mahala ni murenddele mmurimani mwaawo.
TIT.1.5	Guhuuhiya eliga ya oKereta wi osasanyedhe mwapama dhili dhoohaleela teto waasakule asogoleli a gerezha dha maluwa maatene wona muuxagiheliimi. 
TIT.1.6	Musogoleli akale muthu oohukanna yoosumululiwana. Akale mulobwana a mwihiyana mmohi, anaaye ekale aKirixtu, ehikale owiinkedhiwa ni meeddelo abure, naari oohiiwelela. 
TIT.1.7	Vowi soofuneya wi musogoleli winna omwiinya wa mabasa a Mulugu, ahikalegena yoosumululiwana. Ahikalege owiithukulela, ahikalege owaaguva otakaleliwa, ahikale namang'wa, ahikale namaddwadha, ahikale oofuna oreela moohufwaneelela. 
TIT.1.8	Mbwenye musogoleli akale muthu oowawaakela aleddo, oodhiveliwa opama, oowaraala, owogoowa, oomudidela Mulugu, owiihiiha. 
TIT.1.9	Teto oliye akale oohiddeela madhu oororomeleya mooligana musuuziheliwiiwa wi aandege waalibiha akwaaye ni masuuziho a ebaribari teto wi aavaanyege ale enapokiha mutheenga.
TIT.1.10	Vowi ehikalawo ajinji enapokiha, enawoga dhoohufwaneelela, enaanyengetha akwiiwa, tthabwa-tthabwa ayene enarumeedha ofuneya wa dhowiineliwa. 
TIT.1.11	Enofuneya wi aliwa ekale oomaalihiwa, vowi enonoonga emudhi yaatene, esuuzihaga dhego dhoohufwaneelela, yiiragana ndo eharagamo korowa. 
TIT.1.12	Namavuhulela eewa-eewa mmohi ahiiraga: <<AKereta munorathesa, muli apoddogoma owoopiha, muli anrima ooyimwa>>. 
TIT.1.13	Onamoona ola bwa ebaribari. Mowindo waasumululege mohaahiyedhedha wi ekale ooliba munroromeloni, 
TIT.1.14	ehivuruwanege dhilemeelelo dha aZhudewu, ehivuruwanege malamulo a alobwana enaholowa ehiyaga ebaribari. 
TIT.1.15	Wa athu apama, dhaatedhene sapama. Mbwenye wa athu abure, ehinaroromela, kavili yapama. Owodha weewa woodidela yapama ni yabure ohubwanyuliwa. 
TIT.1.16	Ala enowoga wi ehimunona Mulugu mbwenye enomukoodda ni meerelo eewa. Aliwa boweeddiha murima, oohiiwelela, kinna owodha wowiirana mabasa apama.
TIT.2.1	We Titu, osuuzihege nde dhineewanana ni masuuziho ookamihedha. 
TIT.2.2	Alobwana anakalaba ekale owiihiiha, ekale oriiheya, oowaraala, ooliba munroromeloni, moodhivelani teto a ntidi. 
TIT.2.3	Mooliganiha, ayebele yeeddege mwa mukalelo woomuriiha Mulugu, ehikalege adhuvudhuvu, ehikalege adhaari a dhoong'wa. Esuuzihege dhili dhapama, 
TIT.2.4	yaawaraalihege anamwali waadhivela amamuniwa ni aniiwa, 
TIT.2.5	yaasuuzihaga wi ekale oowaraala, oowoma mirima, ookameela pama mmavade mweewa, ekale owawiiwelela amamuniwa wi ahikalevo onaanyemulege mutheenga wa Mulugu. 
TIT.2.6	Mooliganiha, waalibihege azombwe wi ekalege oowaraala. 
TIT.2.7	Mwa dhaatedhene weeneene wawoonihege meeddelo apama owiirana meerelo apama. Wasuuzihaga kurathege, okale oofwaneelela oriihiwa. 
TIT.2.8	Teto wooneyihege madhu ookamihedha, oohusumululiwana wi ale enapokihana ni we ekalena manyazo mwaha woohukanna yego yoonisumelana. 
TIT.2.9	Adhaari yawiiwelelege anabwiya eewa-eewa. Esayelege waadhiveliha, ehikanganegena, 
TIT.2.10	ehawiiyelege. Moohiyaniha, yooneyihege ororomeleya waatewene mmabasani mweewa wi mwa dhaatedhene dhiwomihege masuuziho a Mvulumusi eehu.
TIT.2.11	Mahala a Mulugu ehikumelela, ehidhana ovulumusa wa athu aatene. 
TIT.2.12	Mahala ala enanisuuziha okoodda dhego dhaatedhene Mulugu dhihinafuniiye teto wi nikooddege dhifunelo dhabure dha elabo ela. Mahala ala enanisuuziha wi needdege mwa mudhidhi ola moowaraala, mowogoowa, mwa ofuna wa Mulugu, 
TIT.2.13	needdege mowindo njejihaga moohaanganyedha ofiya wa nthithimiho na Mulugu eehu mulubale, oli Mvulumusi eehu Yesu Kirixtu. 
TIT.2.14	Oliye ohiipeleka wa opama weehu wi anoobole mwa dhootakala dheehu dhaatedhene teto wi eelihe mulogo okale waaye-waaye, mulogo wowiipeleka wiirana meerelo apama.
TIT.2.15	We Titu, osuuzihege dhego dhedhi, waawaraalihaga, waasumululaga ni owodha waatewene, ohumwihiyaga muthu wi oonyemule.
TIT.3.1	Wawuubusedhege aKirixtu wi yaariihege anamalamula ni asogoleli a elabo. Kalani owawiiwelela, mukalegeve owiisasanyedheene wiirana dhaatedhene dhili dhapama. 
TIT.3.2	Wawaaddelege aKirixtu ehimwaabege muthu, ehiwanihege, ekale oodhivela, yooneyihegeve opwaasa wa athu aatene. 
TIT.3.3	Wale hiyo naali ataduwa ni oohiiwelela, needda moonyengethiwa, naali wona adhaari a dhidhivi-dhivi ni dhifunelo dhoohiyana-hiyana. Needda muubureni, a nrima, naali oweeddiha murima, nigananaga mmohi ni mukwaaye. 
TIT.3.4	Mbwenye Mulugu, Mvulumusi eehu, ohooneyiha opama ni odhivela waaye wa athu aatene, 
TIT.3.5	ohunivulumusa, ehili mwaha wa dhowiira dheehu dhowogoowa, mbwenye mooligana ni thagaraga dhaaye. Ohunivulumusa odheela moohuwiwa ni obaliwa dila biili, onivirusedha odheela mwa Muneba Woweela 
TIT.3.6	onikuthuleliiye mootthabwa odheela mwa Yesu Kirixtu, Mvulumusi eehu. 
TIT.3.7	Mulugu ohiirana nda wi nikale oorumeedhihiwa odheela mwa mahala aaye, niwelelaga okala amudhi a Mulugu nijejihedhaga moohaanganyedha egumi yoohumala.
TIT.3.8	Madhu ala boororomeleya, vano ginafuna wi we Titu, waawaddihedhege moriihedha dhego dhedhi wi ale enamuroromela Mulugu yiipelekegeve mowiirana meerelo apama. Dhego nda sapama dhoopuriha. 
TIT.3.9	Orabelege dhoovaanyihana dhootaduwa, dhoovaanyihana dha makolo, dhookangana ni opambihana mwaha wa Malamulo, vowi dhego dhedhi seebeweene, kadhinna mpurelo. 
TIT.3.10	Akalavo muthu mmohi onatatamula ogawanyeya mugerezha, omusumululege dila yowambeela ni dila ya nabiili, baahi. Oliye ahaandeyaga, omurabele. 
TIT.3.11	We ohumunona wi muthu oyo ohuholowa, dhoothega dhaaye dhinowooniha wi oliye ohuvirigana.
TIT.3.12	Goorumihedha Aritemasi naari Tikiku odhe mowaaguva wa miyo oNikopolisi, vowi gisakule givireliwe mudhidhi wooddiddila wewo.
TIT.3.13	Zenasi, namatapulela a Malamulo ni Apolo, waakamihedhege ni murima waatene wi ehikalena yowaahaleela voolenddoni weewa. 
TIT.3.14	Wasuuzihe aKirixtu eehu yiipelekegeve mwa meerelo apama wi ekalege owiisasanyedheene ookamihedha mudhidhi wohaleeliwa mowaaguveya wi dhigumi dheewa dhikalena mpurelo.
TIT.3.15	Aatene eli ni miyo enowuulojela. Waalojele ale enanidhivela mwa nroromelo.
TIT.3.15	Mahala ekale ni nyo mwaatene.
PHM.1.1+PHM.1.2	Wa we Filimoni, mukwiihu oodhivela oli mmabasani mamohive ni hiyo. Di miyo Pawulo, oofugeliwa mwaha wa Yesu Kirixtu, vamohi ni ddibilihu Timoteyo. Nnowuulebela kaarata ela we vamohi ni murogorihu Afiya, ni Arikipu, onalaba ni hiyo, ni gerezha enatugumana ni weevo vaade vaawo.
PHM.1.3	Mulugu Babiihu ni Nabwiya Yesu Kirixtu yuuvaheni mahala ni murenddele mmirimani mweenyu.
PHM.1.4	Goolobelelaga we ginomutthettheela Mulugu 
PHM.1.5	mwaha wi ginowiiwa odhivela winniiwena ni oweela mirima aatene, ni nroromelo ninniiwena ni Nabwiya Yesu. 
PHM.1.6	Ohunona dhapama dhaatedhene Mulugu dhanivahiliiye mwaha wa omohi weehu ni Kirixtu. Ginolobela vowi ohunona dhedhi, waandana waawo ni aKirixtu amohi omwadheye. 
PHM.1.7	Odhivela waawo onogivaha ohagalala wuulubale ni ogilibiha murima, mwaha wi we, ddibila aaga, onovivihedha mirima dha athu oweela mirima.
PHM.1.8	Mowindo, gihikanna owodha mwa Kirixtu wi guulamule wi wiirena dhifwaneeliiwe wiirana, 
PHM.1.9	mbwenye ni odhivela winnimina ni we, ginafuna wi giire wuuloba, baahi. Miyo, Pawulo, kalaba teto oomagiwa mwaha wa Yesu Kirixtu, 
PHM.1.10	ginowuukokomeza mwaha wa Onezimu, orugunuwe akala mwaana aaga mwa Kirixtu ngali mukaambura. 
PHM.1.11	Wale Onezimu kaavaha mpurelo wa we, mbwenye dhiinova onovaha mpurelo wa we ni wa miyo. 
PHM.1.12	Miyo ginomuwelihedha Onezimu mundduli wona ginarumiha murima waaga. 
PHM.1.13	Gahifuna wi akalege ni miyo agikamihedhege vamburoni vaawo veva giliimi oomagiwa mwaha wa Muselu Wapama. 
PHM.1.14	Mbwenye kagafunile wiirana yego ohugirumeedhihe wi opama waawo ohukale wowuuwaddihedha mbwenye mwa ofuna waawo. 
PHM.1.15	Kaahi Onezimu ahimwalanihiwa ni we mudhidhi vang'ono wi okalena oliye okala ni okala, 
PHM.1.16	ahili wona mudhaari, mbwenye oomukwaranya mudhaari. Okalena oliye wona ddibilihu oodhivela. Miyo ginomudhivela vajinji, mbwenye omudhivela waawo oneere okwaranya omudhivela waaga. Oneerege omudhivela mwaha wi oliye muthu teto mwaha wi di ddibilo mwa Nabwiya. 
PHM.1.17	Vano akala onogiira mukwaawo a mmabasani, omwaakele Onezimu wona onagaakela miyo. 
PHM.1.18	Akala oliye ohuuthegela naari ohuufiyaari yego, olebele dhuufiyaariliiye mu ndina naaga. 
PHM.1.19	Miyo Pawulo ni madada aaga-aaga ginoleba nda: Miyo ginoliva dhaatedhene. Kaginawoge wi we onogifiyaari egumi yaawo-yaawo. 
PHM.1.20	Mwaha wa Nabwiya, ddibilaga, ogiirele dhedho ginalobiimi. Ovivihedhe murima waaga mwa Kirixtu! 
PHM.1.21	Ginowuulebela moororomela wi weevo oneere ogiiwelela, ginonaga wi oneere wiirana dhookwaranya vajinji dhedho dhinoolobiimi.
PHM.1.22	Ginowuuloba teto wi ogisasanyedhe suubi aaga, vowi ginojejiha wi Mulugu oneere waakula malobelo eenyu vano agihiye wi gidhe wa nyo. 
PHM.1.23	Epafora, ofugeliwe ni miyo mwaha wa Yesu Kirixtu, onowuurumihedha malojelo. 
PHM.1.24	Maruku, Arixtariku, Dema ni Luka, enalaba ni miyo teto enowuulojela. 
PHM.1.25	Mahala a Nabwiya Yesu Kirixtu ekale ni mineba dheenyu.
HEB.1.1	Wale-wale Mulugu ahiwoga ni athu dila dhijinjidhene mwa makalelo oohiyana-hiyana odheela mwa anamavuhulela, 
HEB.1.2	mbwenye mwa malabo ala oomariha onawoga odheela mwa Mwaanaye, odheela mwa oliye ohupaddusa odhulu ni elabo ya vati, oyene omvahiliiye owodha wa dhaatedhene. 
HEB.1.3	Dowaara onooniha nthithimiho na Mulugu, yowoonihedha yowaakwanela ya okala waaye, onakameela dhego 
HEB.1.4	osadduliwa, okala oofuneya waakwaranya angero, vowi ndina naakeliliiye nnowaakwaranya eewa.
HEB.1.5	Mulugu kanaabihege owoga ni mungero:
HEB.1.5	Naari eera wa mungero:
HEB.1.6	Mbwenye weenjedhedha vevo, Mulugu amudhaagana Nammohi aaye elabo ya vati, ahiiraga:
HEB.1.7	Wa angero ahiira:
HEB.1.8	Mbwenye awogaga wa Mwaanaye, ahiiraga:
HEB.1.10	Teto ahiira:
HEB.1.13	Mulugu kanaabihege owoga ni mungero, eera:
HEB.1.14	Angero aatene kahuwo mineba dhinalaba, mineba dhirumiwe waakamihedha ale enadha yaakele ovulumusiwa?
HEB.2.1	Mwahaya buuyene enafuneyeliiwa vajinji ovuruwanesesa dhego dhiiwiliihu wi nihiholowe. 
HEB.2.2	Akala madhu yawogile angero yaali a ebaribari, akala othega ni ohiiwelela dhaatedhene dhihaakela goyi yoofwaneelela, 
HEB.2.3	ki nnathawe addi goyi eyo nalamwisa ovulumusiwa woofuneya wula? Ovulumusiwa wula, wambeeliwe olaleyiwa ni Nabwiya, naaddeliwe ni ale yamwiiwile. 
HEB.2.4	Mulugu ohiirela onamoona ni aliwa ovulumusiwa wula, odheela wa dhitoonyihedho, dhootikiniha dhoohiyana-hiyana, dhowiireya dha kopolo, ni dhoovaha dha Muneba Woweela dhagawiwe mooligana ni ofuna waaye.
HEB.2.5	Kahuwo angero evahiwe wi ethongege elabo enadha, eyene enawogiihu. 
HEB.2.6	Mbwenye vamohi mmohi ahiirela onamoona, eeraga:
HEB.2.8	Vamvahiliiye othonga dhego dhaatedhene, kahiyile yego yahaali muuthongini mwaaye. Ofiyedha dhiinova kannoone dhego dhaatedhene mmadani mwa muthu. 
HEB.2.9	Mbwenye nnamoona Yesu, akitihiwe mudhidhi vang'ono waakwaranya angero, ohabihiwe nthithimiho ni nriiho mwaha wi ohoona goyi yookwa, mooligana ni opama wa Mulugu, Yesu anone okwa, aakwele athu aatene.
HEB.2.10	Mulugu, onapaddusa onakameela dhaatedhene, ohiirana yoofwaneelela, ahimusaddula Yesu okala owaakwana odheela mwa goyi. Mulugu ahiirana eyo wi anaaye ajinji ekalenaawo epaddi ya nthithimiho na Yesu. Vowi di oliye namambeeliha a ovulumusiwa weehu. 
HEB.2.11	Ole onasakula ni ale enasakuleliwa enadheela mwa mmohi. Mwahaya buuyene Yesu ehinakaleliiyena manyazo wawiira addibile, 
HEB.2.12	wiire:
HEB.2.13	Teto ahiwogaga, wiira:
HEB.2.13	Teto wiira:
HEB.2.14	Vowoona wi ahima enaawogiiye bi athu a mwiili ni mwazi, oliye teto ahithukula makalelo mamohive a omuthu wi mwa okwa waaye amugonjihe ole winna owodha wa okwa, ela sowi Muneba Wootakala. 
HEB.2.15	Mowindala Nabwiya ahawoobola ale yaali muudhaarini wowoova okwa dhigumi dheewa dhaatedhene. 
HEB.2.16	Ela soononeya wi kanaakamihedha angero, mbwenye onaakamihedha anamabaliwelamo a Abarahamu. 
HEB.2.17	Mwaha wa ela yaali yoofuneya wi oliye asadduwe aliganege mwa dhaatedhene ni addibile, arogoriye wi akale musogoleli a anamakutha a thagaraga, oororomeleya mu dhego dha Mulugu wi athimihe
HEB.2.18	Vowi oliyeene ahirabulihiwa, weehiwa, onowaanda waakamihedha ale eneehiwa.
HEB.3.1	Mowindala, amudhi oweela mirima,
HEB.3.2	Aali oororomeleya wa oyene amuthomile wona teto Mozezi aali oororomeleya mu nyuba yaatene ya Mulugu.
HEB.3.3	Yesu dili oothithimiheya omukwaranya Mozezi wona ole onamaga nyuba onothithimiheya okwaranya nyubaya.
HEB.3.4	Ebaribareene nyuba eli yaatene enamagiwa ni muthu, mbwenye Mulugu dimagile dhaatedhene. 
HEB.3.5	Mozezi aali oororomeleya wona namalaba mu nyuba yaatene ya Mulugu, eerelaga onamoona dhedho dhaawogiwe osogolo. 
HEB.3.6	Mbwenye Kirixtu oli oororomeleya wona Mwaana, oolamula nyuba ya Mulugu. Hiyo dili nyubaya; nakalanaave nroromelo ni ojejihedha
HEB.3.7	Ndo wona munawogela Muneba Woweela, wiiraga:
HEB.3.12	Pole-pole, addibilaga, arogoraga, ahikalevo mmohiwa ookalana murima wabure naari woohuroromela wi omuthukulele olapelana ni Mulugu ookalawo. 
HEB.3.13	Moohiyaniha, mulibihanege mmohi ni mukwaaye malabo maatene, mwa mudhidhi oyene oneethaniwa <<peeno>> wi ahikalevo owumma murima ni onyengetha wa yoothega. 
HEB.3.14	Nili akwaaye a Kirixtu, neera nikalave ooliba munroromeloni nanniihuna ofiyedha omagomelo. 
HEB.3.15	Mwahaya buuyene madhu a Mulugu enawogeliiwa, yiiraga:
HEB.3.16	Yeere egeewile, yinnyuwela, baani? Kahuwo ale aatene yaavenyihiliiye Mozezi wEgubuddu? 
HEB.3.17	Mwa yaaka makumi mannayi Mulugu aaludduwele aani? Aaludduwele ale yathegile, ekwela mwiiddeddereni miruthu dheewa dhikala mwemo. 
HEB.3.18	Aalibelele aani wi kidha evolowa mburo waaye woovuma? Aalibelele ale yaali oohiiwelela.
HEB.3.19	Mowindo nnowoona wi kayaandile ovolowa mwaha woohuroromela weewa.
HEB.4.1	Vowi Mulugu ohuniroromeliha ovolowa mburo waaye woovuma, pole-pole mwiyaang'anelege kakalevo mmohiwa onaaviriganihe, athongiwe, ayeleele. 
HEB.4.2	Vowi teto nihilaleyeliwa Muselu Wapama wona vamohi ni aliwa; mbwenye museluya veewiliiwa kawaakamihedhe vowi kayatugumane ni ale yeewile eroromela.
HEB.4.3	Vowi hiyo nnaroromela nnovolowa mburo woovuma ole wona Mulugu muwogeliiye, eera:
HEB.4.3	Mulugu vawogiiye nda kaacenjile yowuubuwela yanniiyena vowambeela apaddusaga elabo. 
HEB.4.4	Teto mburo mmohi ahiwoga madhu ala dha nlabo na neetanu nabiili: <<Nlabo na neetanu ni meenddi Mulugu ahivuma wa mabasa aaye maatene oopaddusa>>.
HEB.4.5	Ahiwelela owoga emodha-modhave: <<Kidha evolowa mburo waaga woovuma>>.
HEB.4.6	Araaji olaleyeliwa mutheenga kayavolowile mwaha wohiiwelela, ndala amohiwa eneere ovolowa mburo woovuma. 
HEB.4.7	Mwahaya buuyene Mulugu ohuwelela osasanyedhela dila biili nlabo nneethaniiye <<peeno>>. Dhigavirile yaaka dhijinji dha mundduli ahiwoga odheela mwa Davidi, mooligana ni madhu ayene ewogiwe mundduli, owi:
