MAT.1.1	Tuhca̱ cochi nda̱ta yahn Dihvo vo Jesucristo. Ihyan ndico yahn ye ne, David ma̱n, Abraham ma̱n.
REV.17.7	Tuhme ra̱hn ángel me ri ye u:
REV.17.7	―Hua ca̱hn ine co. Té che cadine deh conahn yahn ta̱hn min ma̱n, ite che quendudo te ma̱n, deh conahn yahn ndache tin te ma̱n, ndiche dihne te ma̱n. 
REV.17.8	Ite min ne, quenan te iyehnse ro mena̱n, ne chih te. Ate ntuche te, ne a nun va che ca̱ca te na̱n che quenun chiche te, nda̱ tun te iyehnse numanahn che ametah din Dendiohs castigo ite, conun te va̱n ruchiya̱hn cuahn da̱ma. Nducoya̱ca ihyan che hua chenan ca̱ca ye na̱n lista yahn Dendiohs nde ro che metah cuhnde iyehnse ne, a̱ma ca̱hn ino ye che ndaconan ndihchero ye ite, te quenan te iyehnse ro mena̱n, ne chih te, ate ndaconan ntuche te.
REV.17.9	’Codiron chu ca̱va ihyan che ndedecadino ye nduco cuda̱do: Che ndache tin ite min ne, conahn che ndache ico na̱n che va ya̱n min che quenan che duche chata ta̱hn min. 
REV.17.10	Namin che ndache tin te ne, conahn che ndache rey. Uhn rey chahn ne, a chih se, ta̱ma se na̱n che chi a̱n se ne, rihquentiyon ca se, ne ta̱ma se na̱n che co ndache se ne, metah conda̱ ta̱h se vederihquentiyon. Cuahn che conda̱ ta̱h se vederihquentiyon ne, hua ra̱hn conan se. 
REV.17.11	Me ite ta̱n me che chih te, ne ntuche te, ite min che va che co te castigo va̱n ruchiya̱hn ne, conahn ta̱ma rey na̱n che co nine se che cuhnde ta̱h se ntiyon che chahtenan sa̱hn che ndache chahn.
REV.17.12	’Me che ndiche dihne te ne, conahn che ndiche rey che coma̱n cuahte se, cuahtenan cuma se vederihquentiyon a̱ma ura da̱ma nduco ite ta̱n me. 
REV.17.13	Sa̱hn chahn ne, co da̱ma ndudo yahn se nduco vih, conan se ite ta̱n me. 
REV.17.14	Cuahtecuhma se nduco Dihvo vo Jesucristo, ihyan min che chih ye nduhca̱ a̱ma itecuche lihn che chi te vedino na̱n Dendiohs. Ate nda̱hco ndiya ye sa̱hn, te ihyan min ne, tahque yudo vederihquentiyon yahn ye che co nducoya̱ca rey ma̱n, ihyan yudo ihyan rahte ma̱n. Ihyan che nduco ye ihyan ne, a tenda̱hnun Dendiohs ihyan, nedin yahn ye ihyan. Ihyan chahn ne, redinahn ye ndudo yahn ye.
REV.17.15	Namin ra̱hn ángel me ri ye u:
REV.17.15	―Nuniya̱hn na̱n che va ta̱hn che ndere quechica me ne, conahn ihyan numachahte iyehnse, nducuahn nación ma̱n, nda̱ta ya̱hn ye ma̱n, deva̱co yahn ye ma̱n. 
REV.17.16	Nduh che ndiche rey che conahn yahn dihne ite ta̱n me ne, condinun condina̱hno se ya̱n min che nduhca̱ Babilonia, cahnevi se nducuahn dehtenduh che va, cuihno ndahtera se, ca̱hquiya̱hn se. 
REV.17.17	Tihca̱ din se, te ma̱n Dendiohs ca̱hma nun ye chete chedave se che dinahn se che nahn ye. Chemin che coda̱ma ndudo yahn se nduco vih, conan se ite ta̱n me nde che conahn nduhca̱ che ra̱hn Dendiohs. 
REV.17.18	Nda̱hta ndere quechica me ne, conahn ya̱n min che nduhca̱ ya̱n Babilonia che a̱ma chi na̱n chi chahte ma̱n, na̱n che renda̱hco ndiya nducoya̱ca rey yahn numachahte iyehnse ma̱n.
REV.18.1	Chihno min ne, ndihcheró ta̱ma ángel che numacuahn vederihquentiyon chica ye vahchetero, ne a̱ma quendihco dave numachahte iyehnse ura che chiya ye. 
REV.18.2	A̱ma dito ra̱hn ye tuhca̱:
REV.18.2	―A chihnonan yahn ya̱n min che nduhca̱ ya̱n Babilonia che a̱ma chi na̱n chi chahte. Ma̱n ne, min nedin va̱co vaco chihnga̱ ma̱n, rahte ya̱hda chihnga̱ ma̱n. 
REV.18.3	Tihca̱ chahno chi, te ihyan ya̱n min ntihyon yune ye ihyan yahn nducuahn nación che ndere cuahtechica ye, cuahtendihco ye nunde. Namin nducoya̱ca rey yahn numachahte iyehnse ne, da̱ma chi ye nduco ihyan ya̱n min, ne va̱n nunde yahn ihyan chahn ne, chi cuihca nducoya̱ca sa̱hn rendihcue.
REV.18.4	Tuhme chihneván ta̱ma ndudo che chica vahchetero che ra̱hn tuhca̱:
REV.18.4	―Nducoya̱ca nchuhn ihyan yáhn, cuendiquenda̱h ne ya̱n min ca̱va che hua da̱ma co ne nduco ihyan ya̱n min ma̱n, ca̱va che hua nduco ne co ne castigo che co ihyan chahn ma̱n, 
REV.18.5	te ihyan chahn ne, a decuihta nduh ye nunde yahn ye, ne a nda̱ ro che dín castigo ihyan. 
REV.18.6	Ma̱n ne, va che chuhrihn ye nduhca̱ che ca̱h rihn ye ihyan chena̱hn, nde condudona̱n ca chuhrihn ye, nedihve ye nunde yahn ye. Nde tahque chuhrihn ma̱n ye che co che din ye che chuhrihn ihyan chena̱hn. 
REV.18.7	Va che a̱ma chuhrihn ye, co ye castigo yah, yahn che numacuahn vedeya̱de chahte ye iyehnse, ne numa ino ye ndere chahtechica ye, chahtendihco ye nunde. Ihyan chahn ne, ndedecadino ye che ametah duhva nduhchan ye. Hua dehva co yahn ye, nde hua vatema̱n ye, che ra̱hco ye. 
REV.18.8	Chemin che ndo da̱ma nducuahn castigo che co ye. Chuhrihn ye ma̱n, ndihche ye cuico ma̱n. Cuihno coh ye, nde cuihno cuco ya̱n va̱co ye. Tihca̱ va che cuahno co ye, te a Dihvo vo Dendiohs che din ye castigo ihyan, ne ihyan min ne, a̱ma chahte vederihquentiyon yahn ye.
REV.18.9	Nducoya̱ca rey yahn numachahte iyehnse che da̱ma chi ye nduco ihyan chahn, chahtendihco ye nunde ne, ndihchero ye che cuihnonan yahn ihyan chahn, cuihno cuco ya̱n va̱co ye, ne a̱ma conda̱che ye, nde cuaco ye. 
REV.18.10	Nde hua nahn ndedecadino ye yahn castigo me, che va̱h ye, ne ca̱hma ye:
REV.18.10	―¡A̱ma yah ri nuhn ca̱va nchuhn! Ya̱n va̱co ne che nduhca̱ ya̱n Babilonia, a̱ma chi na̱n chi chahte ro mena̱n, ate ma̱n ne, a̱ma yune no chihno ndo iya, din Dendiohs castigo.
REV.18.11	Namin nducoya̱ca sa̱hn rendihcue ne, conda̱che se, nde cuaco se ca̱va ya̱n min, te ametah nda̱ca duh che cua dehtenduh yahn se: 
REV.18.12	diya̱hngua̱n ma̱n, diya̱hngua ma̱n, tu diya̱hn ma̱n, perla ma̱n, nducuahn na̱n tino ndah, tino mora̱do ma̱n, tino cua̱h ma̱n, nducuahn na̱n ya̱hn che ndah ran ma̱n, ya̱hn ndah ma̱n, dehtenduh che ndindah nduco marfil ma̱n, cu ma̱n, cu cua̱n ma̱n, tu che duche mármol ma̱n, 
REV.18.13	canela ma̱n, ndute da̱n ma̱n, cuhn ma̱n, yuneda̱n che duche mirra ma̱n, nuneda̱n ma̱n, vino ma̱n, aceite ma̱n, yune pa̱n ma̱n, trigo ma̱n, ite dito ma̱n, itecuche ma̱n, caba̱llo ma̱n, ca̱rro ma̱n, nde ihyan che rendihcue se ma̱n. 
REV.18.14	Ndedecadino se: “¡Tiya ihyan che a̱ma chenan cuma vedecuihca me! ¡Tiya ihyan che a̱ma renan ino dehtenduh che ndah me!”
REV.18.15	Nducoya̱ca sa̱hn che chi cuihca se ya̱n min, ndihcue se dehtenduh ne, nde hua nahn ndedecadino se yahn castigo che chi ihyan chahn, che va̱h se. A̱ma conda̱che se, nde cuaco se, 
REV.18.16	ne ca̱hma se:
REV.18.16	―¡A̱ma ri nda̱che nuhn ca̱va ya̱n min! Ro mena̱n me ne, a̱ma chi na̱n chi chahte, a̱ma chihnde vedecuihca. Nduhca̱ a̱ma nda̱hta che a̱ma nendeva ca te nduco tino ndah, tino mora̱do ma̱n, tino cua̱h ma̱n, che nenecuco te diya̱hngua̱n ma̱n, tu diya̱hn ma̱n, perla ma̱n ne, tihca̱ ya̱n min. 
REV.18.17	Ate ma̱n ne, a̱ma yune no chihnonan yahn vedecuihca me.
REV.18.17	Nducoya̱ca sa̱hn rica̱hca ba̱rco ma̱n, sa̱hn ndina̱n yahn se ma̱n, ihyan che nda se chede ma̱n, nducoya̱ca sa̱hn chena̱hn che redin se ntiyon na̱n nuniya̱hn ma̱n, chan yahn se, 
REV.18.18	ndihchero se ura che riche. Neca̱hco yah se, ne ra̱hn se numa dito se:
REV.18.18	―Ro mena̱n me, ¡a̱ma chi na̱n chi chahte ya̱n ca̱h! ¡Nde a̱ma ya̱n nduhca̱!
REV.18.19	Chih se yune ya̱hn va̱n yudo tin se, raco se ma̱n, rah ra̱n se ma̱n, ne ra̱hn se numa dito se:
REV.18.19	―Ro mena̱n me ne, ¡a̱ma chi na̱n chi chahte ya̱n ca̱h! Min chi cuihca nducoya̱ca sa̱hn che va ba̱rco yahn se, techeca̱n se dehtenduh na̱n nuniya̱hn. Ate ma̱n ne, a̱ma yune no chihnonan yahn. ¡A̱ma yah ri nuhn ca̱va!
REV.18.20	Me nchuhn, che chenun ne vahchetero ma̱n, nchuhn ihyan apóstol ma̱n, nchuhn che rahndudo ne Ndudo yahn Dendiohs ma̱n, nchuhn ihyan yahn Dendiohs ma̱n, cuahte yeno ne, te techeca̱de Dendiohs yahn ne, din ye castigo ihyan ya̱n min.
REV.18.21	Tuhme a̱ma ángel che a̱ma dito ye ne, cheta̱h ye a̱ma tu nduhca̱ a̱ma tu yudo, chihnun ye va̱n nuniya̱hn, ne ra̱hn ye:
REV.18.21	―Tihca̱ cuahno co ya̱n che nduhca̱ ya̱n Babilonia che a̱ma chi na̱n chi chahte, ne ametah ndaconan ndihchero ihyan. 
REV.18.22	Ametah ndaconan cuahco arpa ma̱n, flauta ma̱n, trompeta ma̱n, ya̱n min. Ametah ndaconan cuahte ihyan redin ntiyon, nde metah ndaconan cuahco molino. 
REV.18.23	Ametah ndaconan co ro ya̱hn, ametah ndaconan cuahte vihco ihyan che rihneva̱co ye. Andahre ro mena̱n me a̱ma chi cuihca sa̱hn rendihcue ya̱n min ma̱n, andahre a̱ma chihncheh ihyan ya̱n min ihyan nación chena̱hn, ntihyon yune ye ihyan che ndere cuahtechica ye, cuahtendihco ye nunde, ate ma̱n ne, a chihnonan yahn.
REV.18.24	Ihyan ya̱n min ne, ndehda̱me ye yun yahn ihyan che cahndudo ye Ndudo yahn Dendiohs ma̱n, ihyan yahn Dendiohs ma̱n, che chih ye ya̱n min, numachahte iyehnse ma̱n.
REV.19.1	Chihno min ne, chihneván che a̱ma dito ra̱hn a̱ma ya̱hn ihyan che chenun ye vahchetero:
REV.19.1	―Ndeva vo yavena̱n Dendiohs yuhn vo, te a̱ma chahte vederihquentiyon yahn ye, ne ndedevahn ye uvo. 
REV.19.2	Retecheca̱de ye numa cua̱co, ne din ye castigo ihyan ya̱n che nduhca̱ ya̱n Babilonia che a̱ma chi na̱n chi chahte. Ihyan chahn ne, retihyon yune ye nducoya̱ca ihyan iyehnse che ndere cuahtechica ye, cuahtendihco ye nunde. Ate ma̱n ne, din Dendiohs castigo ihyan, yahn che chihno ye ihyan yahn ye.
REV.19.3	Ndaconan ra̱hn ihyan chahn che chenun ye vahchetero:
REV.19.3	―Ndeva vo yavena̱n Dendiohs, te ya̱n min ne, cuco cuahn da̱ma.
REV.19.4	Tuhme nduh che ndico cun indihte chahn ma̱n, nduh che cun che deca̱ ro ite deca̱ ro me ma̱n, chehntihya ye, ndeva ye yavena̱n Dendiohs che va ye na̱n che rihquentiyon ye, ne ra̱hn ye:
REV.19.4	―¡Tihca̱ co! ¡Ndeva nuhn yavena̱n ne!
REV.19.5	Ura min chihneván a̱ma ndudo che chica na̱n va ye, che ra̱hn tuhca̱:
REV.19.5	―Nducoya̱ca nchuhn, nde ihyan ndina̱n ma̱n, nde ihyan chena̱hn ma̱n, che renevahnecun ne Dendiohs yuhn vo, redin ne ntiyon yahn ye ne, cuendeva ne yavena̱n ye.
REV.19.6	Chihno min ne, chihneván a̱ma ndudo che a̱ma yudo chenun, nduhca̱ cuahn che a̱ma rahco ico ma̱n, a̱ma rine da̱ve ma̱n. Ndudo min ne, ndudo yahn a̱ma ya̱hn ihyan che ra̱hn ye tuhca̱:
REV.19.6	―Ndeva vo yavena̱n Dihvo vo Dendiohs, ihyan min che a̱ma chahte vederihquentiyon yahn ye, te a cana̱n rihquentiyon ye numacuahn vedeyudo. 
REV.19.7+REV.19.8	Ndeva vo yavena̱n ye numacuahn vedeyeno, te Dihvo vo Jesucristo, ihyan min che chih ye nduhca̱ a̱ma itecuche lihn che chi te vedino na̱n Dendiohs ne, a nda̱ ro che ndeva ye ihyan yahn ye. Ihyan chahn ne, anduhneca̱ a̱ma ta̱hn che neneva ca te tino cua che nde tuno diya̱hn ro, che a va ya̱n te che cahneva̱co te. Tihca̱, te a vate ya̱n ye, chenun ye tino cua ca̱va che ndeva Dihvo vo ihyan. Che chenun ye tino cua ne, conahn che a ihyan yahn Dendiohs ihyan, a dave yavena̱n ye.
REV.19.9	Tuhme ra̱hn ángel me ri ye u:
REV.19.9	―Codiron tuhca̱: “A̱ma ndah ro yahn ihyan che ndeva Dihvo vo Jesucristo ihyan.”
REV.19.9	Namin ra̱hn ye ri ye u:
REV.19.9	―Nducuahn dehtenduh che rá̱hn rí di ne, a ma̱n Dendiohs chihquentiyon ye.
REV.19.10	Tuhme chehntihyá na̱n ángel me ca̱va che ndevá yavena̱n ye. Ate ra̱hn ye ri ye u:
REV.19.10	―Hua din tihca̱, te u ne, anduhneca̱ nchuhn che redin ne ntiyon yahn Dendiohs, riquendi ne numa ino ne, ritahno ne ndudo yahn Dihvo vo Jesucristo. ¡Cuendeva yavena̱n Dendiohs!
REV.19.10	Cuedevano nchuhn te ihyan che rahndudo ye ndudo yahn Dihvo vo Jesucristo ne, ndiyu che cuande yahn ma̱n ye che rahndudo ye, te a ma̱n Dendiohs che rihquentiyon ye ihyan.
REV.19.11	Chihno min ne, ndihcheró che quendah vahchetero, ne chihnde ro a̱ma caba̱llo cua. Ihyan che quendudo ye ite ne, duche ye Ihyan Che Redinahn Ye Ndudo Yahn Ye ma̱n, Ihyan Che Numa Cua̱co Quechica Ye ma̱n. Ihyan min ne, retecheca̱de ye numa cua̱co, renda̱hco ndiya ye ihyan che rendihche ta̱n ye Dendiohs. 
REV.19.12	Ndutina̱n ye ne, a̱ma riya nduhca̱ ruchiya̱hn. A̱ma ndeh corona chendudo tin ye, ne chata ye ne, ndirun che duche ye che atena̱n ma̱n ye renahn ye. 
REV.19.13	Quenun ye a̱ma tino che a̱ma chenan yun, ne duche ye Ndudo yahn Dendiohs. 
REV.19.14	Nda ye a̱ma ya̱hn ángel che cuhma ye. Ihyan chahn ne, chenun ye a̱ma na̱n tino ndah che cua cuche, chendudo ye caba̱llo cua. 
REV.19.15	Ihyan ndina̱n me ne, quetah chende ye a̱ma espa̱da che a̱ma can, ne nduco chemin ne, nda̱hco ndiya ye ihyan yahn nducuahn nación. Ca̱hcantiyon ye ihyan numacuahn vedeyudo, ne din ye castigo yah ihyan numacuahn vedeta̱n nduhca̱ che nahn Dendiohs, ihyan min che a̱ma chahte vederihquentiyon yahn ye. 
REV.19.16	Na̱n tino yahn ye ma̱n, na̱n dihma ye ma̱n, ndirun tuhca̱: “Rey che tahque yudo vederihquentiyon yahn ye che co nducoya̱ca rey ma̱n, ihyan yudo ihyan rahte ma̱n.”
REV.19.17	Tuhme ndihcheró a̱ma ángel che nti ye na̱n quendihco ya̱hn. A̱ma dito cah ye yahn nducoya̱ca ya̱hda che reh te yute:
REV.19.17	―Menchi nchuhn, cuendo da̱ma ne, te numacuahn vedeyudo din Dendioh castigo ihyan iyehnse. 
REV.19.18	Cheh ne yute yahn rey ma̱n, sa̱hn ndina̱n ma̱n, sa̱hn ta̱n ma̱n, caba̱llo ma̱n, sa̱hn che chendudo se ite ma̱n, sa̱hn cuihca ma̱n, sa̱hn cheva̱h ma̱n, nde che ca̱hya nde che cune.
REV.19.19	Tuhme ndihcheró ite ta̱n che ndina̱n me. Nduco te nducoya̱ca rey yahn numachahte iyehnse ma̱n, sanda̱do yahn se ma̱n, vateya̱n se ca̱va che cuhma se nduco ihyan ndina̱n che quendudo ye caba̱llo cua me ma̱n, nduco ihyan yahn ye ma̱n. 
REV.19.20	Denda ite ta̱n me, ne chi te preso nduco sa̱hn rihncheh che chinan se ite, din se vederihno numacuahn vederihquentiyon yahn te, chihncheh se ihyan che cahnecun ye che quenan ca̱de yahn te ihyan ma̱n, ndeva ye yavena̱n che nenta̱ve me ma̱n. Tuhme chaconda̱hnun ye ite ta̱n me nduco sa̱hn rihncheh me va̱n ruchiya̱hn che riche nduco azufre. 
REV.19.21	Me nducoya̱ca sa̱hn che nduco te ne, chih se nduco espa̱da che quetah chende ihyan ndina̱n che quendudo caba̱llo me, ne ndo da̱ma nducoya̱ca ya̱hda chahn, cheh te sa̱hn.
REV.20.1	Chihno min ne, ndihcheró a̱ma ángel che chica ye vahchetero, nda ye lla̱ve yahn na̱n che chenan rino tena̱hn ma̱n, a̱ma cadena chahte ma̱n. 
REV.20.2+REV.20.3	Chiquiya̱hto ye ite ta̱n me, ntihyon chiche ye ite infierno, ne chaconahn ye sello chendevah. Min conun chiche te nde cuihno a̱ma mil nduyo ca̱va che metah cochica te, cahncheh te ihyan iyehnse. Tuno ro min ne, ndiquenda̱h te, cochica te neve ro. Ite ta̱n me ne, chemin che chundah, sa̱hn min che nda̱conda̱ se cu ro mena̱n.
REV.20.4	Tuhme ndihcheró a̱ma ya̱hn ihyan che vate ye na̱n che rihquentiyon ye. Ihyan chahn ne, ndonda̱ ta̱h ye vederihquentiyon ca̱va che techeca̱de ye. Namin ndihcheró ihyan che chihno se ihyan iyehnse, chihca ya̱n se da̱ndo ye, yahn che cahndudo ye ndudo yahn Dihvo vo Jesucristo ma̱n, Ndudo yahn Dendiohs ma̱n. Ihyan chahn ne, hua ndeva ye yavena̱n ite che nenta̱ve me, nde hua cahnecun ye che quenan ca̱de yahn ite che ndina̱n me ihyan. Namin ndihcheró che ntuche ye, ne chinan ye Dihvo vo Jesucristo, chihquentiyon ye chete che a̱ma mil nduyo. 
REV.20.5	A ihyan chahn che ntuche ye mena̱n vihca. Me tena̱hn chena̱hn ne, hua ntuche ye ro min, te nde chihno nduh che a̱ma mil nduyo. 
REV.20.6	¡Ama ndah ro yahn ihyan chahn che ntuche ye nda̱ ro min! ¡A yahn Dendiohs ihyan! Ametah che co ye castigo che co ihyan nunde. Co ye nduhca̱ chidocuya̱n yahn Dendiohs ma̱n, Dihvo vo Jesucristo ma̱n, ca̱hcantiyon ye nduco Dihvo vo chete che a̱ma mil nduyo.
REV.20.7	Chihno nduh che a̱ma mil nduyo ne, nta̱te sa̱hn chundah, 
REV.20.8	ne quechica se iyehnse, chihncheh se ihyan yahn nducuahn nación. A̱ma na̱n ye ne, Gog, ne ta̱ma na̱n ye ne, Magog, ne nedin da̱ma se ihyan, ca̱va che cuhma ye. A̱ma ya̱hn ye nduhca̱ che ndeh ya̱hndute che va chihto nuniya̱hn, 
REV.20.9	chica ye numachahte iyehnse, teche ndive ye na̱n vate ihyan yahn Dendiohs, ya̱n che yah ino ye. Ate din Dendiohs che chera ya̱hn che chica na̱n ro, ne chihno chiche ye. 
REV.20.10	Me sa̱hn chundah me che chihncheh se ihyan iyehnse ne, chaconda̱hnun Dendiohs sa̱hn va̱n ruchiya̱hn che riche nduco azufre, na̱n che chaconda̱hnun ye ite ta̱n me nduco sa̱hn rihncheh che rinan se ite. Min va che chuhrihn se nde ro nde ra̱hn numacuahn ro.
REV.20.11	Tuhme ndihcheró Dendiohs che va ye na̱n che retecheca̱de ye. A̱ma yudo vederihquentiyon quenan cuma ye ma̱n, numa cua̱co retecheca̱de ye ma̱n. Numacuahn vederihquentiyon yahn ye nda̱hco ndiya ye nducuahn vederihquentiyon che va vahchetero ma̱n, iyehnse ma̱n. 
REV.20.12	Namin ndihcheró nducoya̱ca tena̱hn, ihyan yudo ihyan rahte ma̱n, ihyan chena̱hn ma̱n, vatendi ye na̱n ye. Tuhme na̱hne ye nducuahn libro na̱n che chenan ca̱ca nducuahn che nedin ihyan. Namin na̱hne ye ta̱ma libro na̱n che chenan ca̱ca nducoya̱ca ihyan che va che cuahtenan ye vahchetero. Ura min techeca̱de ye yahn tena̱hn chahn anduhneva che chenan ca̱ca yahn ye. 
REV.20.13	Min nduco nducoya̱ca nducondi tena̱hn, nde ihyan che chih ye va̱n nuniya̱hn. Chica ye na̱n che chahtenan rino ye, ndo da̱ma ye min. 
REV.20.14+REV.20.15	Chihno techeca̱de ye ne, decuihno ye na̱n che chahtenan rino tena̱hn ma̱n, vederih ma̱n, chehnevi ye vederihquentiyon yahn. Me nducoya̱ca nducondi ihyan che hua chenan ca̱ca ye na̱n libro che va che cuahtenan ye vahchetero ne, dechuh ye ihyan va̱n ruchiya̱hn na̱n che co ye castigo cuahn da̱ma.
REV.21.1	Chihno min ne, ndihcheró vahchetero ma̱n, iyehnse ma̱n, che a nedin ra Dendiohs. Vahchetero ma̱n, iyehnse ma̱n, che va ro mena̱n me ne, ametah, nde nuniya̱hn ametah. 
REV.21.2	U Jua̱n ne, ndihcheró ya̱n ra che namin duche Jerusalén, ya̱n yahn Dendiohs, che chica vahchetero na̱n Dendiohs, cochahn cua̱hn iyehnse. A̱ma nda̱hca̱ ro nduhca̱ che ro a̱ma ta̱hn rihneva̱co che neneva ca te. 
REV.21.3	Namin chihneván a̱ma ndudo che chica vahchetero. A̱ma dito ra̱hn tuhca̱:
REV.21.3	―Condihche, ma̱n ne, nduco ma̱n Dendiohs ihyan iyehnse, nedin yahn ye ihyan, ne ihyan chahn ne, nevahnecun ye ihyan. 
REV.21.4	Dendiohs din ye che ametah vederih na̱n ihyan chahn ma̱n, ametah co ra̱n ma̱n, ametah cuaco ye ma̱n, ametah chuhrihn ye ma̱n. Nducuahn vedeyah che chuh ye ro mena̱n ne, a chihno.
REV.21.5	Tuhme Dendiohs, ihyan min che va ye rihquentiyon ye ne, ra̱hn ye:
REV.21.5	―Condihche, u ne, nedin rá nducuahn dehtenduh che va.
REV.21.5	Namin ra̱hn ye ri ye u:
REV.21.5	―Codiron ndudo che chihneven, te cua̱co, ne redin yahn che cochahtino ihyan.
REV.21.6+REV.21.7	Ra̱hn ye ta̱ma yune ri ye u:
REV.21.6+REV.21.7	―Nducuahn ndudo che chihcoca̱dé ne, a chinahn. U ne, vá numacuahn ro. U dendáh nducuahn che va. Hua nda̱ ro che cuihno vederihquentiyon yáhn. Ihyan che renda̱ yahn ye che nevahnecun ye u, ne hua nda̱cada̱ma ye u che Dendiohs yahn ye ne, numacuahn vedeyeno ndevá ihyan, nedin da̱yá ihyan, cuahtenan ye vahchetero numacuahn ro. Chemin ne, anduhneca̱ a̱ma vedecuihca ca̱va ye. 
REV.21.8	Me ihyan che hua rihquino ye cotahno ye u ma̱n, ihyan che hua richahtino ye u ma̱n, ihyan che chihnga̱ ihyan ye ma̱n, ihyan rihno ihyan ma̱n, ihyan che ndere rahtechica ye nduco ihyan che hua nihneva̱co nduco ye ma̱n, ihyan che redin cuah ye ma̱n, ihyan che rendeva ye yavena̱n dehtenduh che redendah ma̱n ihyan, redin ye dendiohs yahn ye ma̱n, ihyan rihncheh ma̱n, nducoya̱ca ihyan chahn ne, va che co ye castigo cuahn da̱ma, cuahtenun ye va̱n ruchiya̱hn che riche nduco azufre.
REV.21.9	Tuhme ndihcheró a̱ma cha ángel che ndache chahn che nda ye nduh che ndache cuh che chenun vedeyah ca̱va ihyan iyehnse na̱n che cuihnonan yahn, ne ra̱hn ye ri ye u:
REV.21.9	―Cochi ndihchero ihyan yahn Dihvo vo Jesucristo, ihyan min che chih ye nduhca̱ a̱ma itecuche lihn che chi te vedino na̱n Dendiohs.
REV.21.10	Tuhme din Vaco Dendiohs che chihnó che quenda ángel me u a̱ma tin ico ya̱co. Min na̱hme ye u ya̱n yahn Dendiohs che a̱ma yudo, ya̱n min che duche Jerusalén che chica vahchetero na̱n Dendiohs. 
REV.21.11	A̱ma diya̱hn ro, rihco ro vederihquentiyon yahn Dendiohs. Nduhca̱ che ro tu yuhno che duche jaspe tihca̱ ro. 
REV.21.12	Nta̱hn cuaco ya̱n me ne, ndahto a̱ma chete ya̱co che chenan ndichio chendevah yahn, ne quenan a̱ma ángel queri a̱ma chendevah chahn, redin ye cuda̱do. Queri a̱ma chendevah chahn ne, quenan che duche queri a̱ma nda̱ta yahn ihyan nación yahn Israel. 
REV.21.13	Nduh che cun la̱do chete me ne, chenan ino chendevah queri a̱ma la̱do. 
REV.21.14	Na̱me yahn chete me ne, ndavih nduco ndichio tu rahte, ne na̱n queri a̱ma tu chahn ne, quenan che duche queri a̱ma ihyan apóstol yahn Dihvo vo Jesucristo.
REV.21.15	Ángel me ne, nda ye a̱ma ca̱de diya̱hngua̱n ca̱va che deca̱de ye ya̱n me, chete yahn ma̱n, chendevah yahn ma̱n. 
REV.21.16	Ya̱n me ne, da̱ma no nduh che cun la̱do, o mil quenan o ciento kilómetro queri a̱ma la̱do. Che chahno a̱ma la̱do ne, ti va che ya̱co. 
REV.21.17	Chete me ne, ri ino raco ndiche cun metro che ya̱co.
REV.21.18	Chete me ne, ndahto nduco tu che duche jaspe. Viya̱n me ne, dema̱n diya̱hngua̱n, nde tuno diya̱hn ro nduhca̱ tu yuhno. 
REV.21.19	Nduh che ndichio tu rahte che ndi na̱me yahn chete me ne, nenecuco nduco nducuahn na̱n tu diya̱hn. A̱ma ne, nenecuco nduco jaspe; ta̱ma ne, nduco zafiro; ta̱ma ne, nduco ágata; ta̱ma ne, nduco esmeralda; 
REV.21.20	ta̱ma ne, nduco ónice; ta̱ma ne, nduco cornalina; ta̱ma ne, nduco crisólito; ta̱ma ne, nduco berilo; ta̱ma ne, nduco topacio; ta̱ma ne, nduco crisoprasa; ta̱ma ne, nduco jacinto; ta̱ma ne, nduco amatista. 
REV.21.21	Nduh che ndichio chendevah chahn ne, ndindah nduco perla; queri a̱ma ne, ndindah nduco a̱ma perla. Yune viya̱n me ne, dema̱n diya̱hngua̱n, nde tuno diya̱hn ro nduhca̱ tu yuhno.
REV.21.22	Metah nde a̱ma ya̱co viya̱n me, te Dihvo vo Dendiohs, ihyan min che a̱ma yudo vederihquentiyon yahn ye ne, quenun ye min. Namin min quenun Dihvo vo Jesucristo. 
REV.21.23	Ya̱n me ne, hua rendotenan ya̱hn ma̱n, iyo ma̱n, ca̱va che cuhnde ro dave, te nduco vederihquentiyon yahn Dendiohs ma̱n, Dihvo vo Jesucristo ma̱n, quendihco dave numachahte. 
