GEN.1.1	O konmansman, Bondye ti kree lesyel ek later. 
JER.30.22	Alor, zot ava vin mon pep
JER.30.22	e mon pou vin zot Bondye.
JER.30.23	Lakoler SENYER i arive parey en tanpet,
JER.30.23	en siklonn ki pe soufle an tourbiyon
JER.30.23	lo latet bann malfeter.
JER.30.24	Sa lakoler vyolan ki sorti kot SENYER,
JER.30.24	pa pou arete tan ki tou sa ki i'n deside,
JER.30.24	pa ganny realize.
JER.30.24	Plitar, zot ava konpran sa.
JER.31.1	La sa ki SENYER i deklare: Sa zour pe vini, kan mon pou Bondye tou bann tribi Izrael, e zot ava vin mon pep. 
JER.31.2	La sa ki SENYER i deklare:
JER.31.2	Mon'n montre mon bonte
JER.31.2	anver sa bann
JER.31.2	ki pa ti ganny masakre
JER.31.2	dan dezer.
JER.31.2	Izrael ava kapab repoze.
JER.31.3	Depi dan lwen, SENYER ti aparet avek mwan.
JER.31.3	Mon kontan ou depi touzour e pour touzour.
JER.31.3	Pour sa rezon, mon'n reste fidel anver ou.
JER.31.4	Izrael ki zoli! Mon pou rekonstri ou!
JER.31.4	Ou pou ganny remet lo ou de lipye.
JER.31.4	De nouvo, ou pou fer sorti ou bann tanbouren,
JER.31.4	e selebre dan lazwa avek bann danser.
JER.31.5	Ou pou replant pye rezen dan bann kolin Samari;
JER.31.5	bann planter pou manz prodwi zot plantasyon.
JER.31.6	Sa zour pe vini, kan bann gardyen ava kriye
JER.31.6	depi bann kolin dan rezyon montanny Efraim:
JER.31.6	Annou leve!
JER.31.6	Annou al Zerizalenm kot SENYER nou Bondye.
JER.31.7	La sa ki SENYER i deklare:
JER.31.7	Sant bann kantik lazwa pour Izrael!
JER.31.7	Kriy avek pasyon pour sa pli gran nasyon.
JER.31.7	Fer tande zot louanz e kriye:
JER.31.7	SENYER! Sov ou pep,
JER.31.7	sa restan pep Izrael.
JER.31.8	Annefe, mon pou fer zot retournen
JER.31.8	depi bann pei dan Nor,
JER.31.8	e rasanble zot depi pei pli lwen lo later.
JER.31.8	Tou dimoun pou la: Bann aveg, bann ki bwete,
JER.31.8	fanm ansent e fanm ki pe ganny zanfan.
JER.31.8	Sa pou en gran lasanble ki pou retourn isi.
JER.31.9	Zot pou ariv an pleran;
JER.31.9	mon pou akonpanny zot e konsol zot;
JER.31.9	mon pou anmenn zot kot bann larivyer;
JER.31.9	mon pou fer zot mars lo en semen san danze,
JER.31.9	kot zot pa pou riske tonbe.
JER.31.9	Annefe, mon en papa pour Izrael,
JER.31.9	e Efraim i mon premye garson.
JER.31.10	Tou bann nasyon!
JER.31.10	Ekout parol SENYER
JER.31.10	e al proklanm li dan bann zil elwannyen:
JER.31.10	SENYER ki ti dispers Izrael,
JER.31.10	pou aprezan rasanble li.
JER.31.10	I pou vey lo li parey en berze i gard son troupo.
JER.31.11	SENYER in delivre bann zabitan Izrael
JER.31.11	dan lanmen en lennmi ki ti tre pwisan.
JER.31.12	Zot pou vin selebre lo kolin Siyon
JER.31.12	avek lazwa lo zot figir,
JER.31.12	kan zot ava war tou sa ki SENYER in donn zot:
JER.31.12	Dible, diven nouvo, delwil,
JER.31.12	mouton, kabri ek bef.
JER.31.12	Zot lavi pou parey en zarden byen aroze;
JER.31.12	zot pou annan tou sa ki zot bezwen.
JER.31.13	Alor, bann zenn fiy ava danse dan lazwa;
JER.31.13	zennzan ek vyeyar pou fet ansanm.
JER.31.13	Mon pou sanz zot dey an lazwa;
JER.31.13	mon pou konsol zot
JER.31.13	e sanz zot tristes an lazwa.
JER.31.14	Mon pou nouri bann pret avek bokou lavyann gra.
JER.31.14	Mon pep pou rasazye avek mon bann byenfe,
JER.31.14	SENYER i deklare.
JER.31.15	La sa ki SENYER i deklare:
JER.31.15	Nou antann bann lavwa kriye asodlarm,
JER.31.15	sorti dan direksyon Rama.
JER.31.15	Sa i Rasel ki pe pler son bann zanfan.
JER.31.15	I refiz tou konsolasyon,
JER.31.15	akoz zot nepli la.
JER.31.16	Me la sa SENYER i deklare:
JER.31.16	Aret plere, eswiy ou bann larm.
JER.31.16	Tou sa ki ou'n fer
JER.31.16	pou ganny rekonpanse.
JER.31.16	Ou bann zanfan pou sorti dan pei lennmi.
JER.31.16	Zot pou retourn dan zot pei,
JER.31.16	SENYER i deklare.
JER.31.17	I annan lespwar pour ou lavenir,
JER.31.17	SENYER i deklare.
JER.31.17	Ou bann zanfan pou retourn dan zot pei.
JER.31.18	Mon'n antann konplent pep Efraim:
JER.31.18	Ou'n koriz nou severman
JER.31.18	parey en zenn toro sovaz i ganny drese.
JER.31.18	Fer nou retourn ver ou,
JER.31.18	akoz nou'n pare pour retourn kot ou,
JER.31.18	akoz zis ou SENYER, ki nou Bondye.
JER.31.19	Nou ti'n tourn lwen avek ou;
JER.31.19	me apre, nou ti regrete.
JER.31.19	Ou'n pini nou; aprezan nou rekonnet nou fot.
JER.31.19	Nou kanmi e nou'n ganny imilye,
JER.31.19	akoz pese ki nou'n komet dan nou zenes.
JER.31.20	La sa ki SENYER i deklare:
JER.31.20	Efraim! Ou menm mon garson prefere.
JER.31.20	Ou menm ki mon pli kontan.
JER.31.20	Sak fwa ki mon menase pour pini ou,
JER.31.20	mon kontinyen mazin ou an byen.
JER.31.20	Akoz mon annan bokou lanmour pour ou,
JER.31.20	mon pou pran pitye pour ou
JER.31.20	SENYER i deklare.
JER.31.21	Met bann sinyal tou dilon semen;
JER.31.21	rapel byen larout ki ou ti pran kan ou ti ale.
JER.31.21	Izrael ki zoli! Retournen.
JER.31.21	Retourn dan ou bann lavil.
JER.31.22	Fiy rebel!
JER.31.22	Pandan konbyen letan ou pou ankor ezite?
JER.31.22	SENYER in kre en keksoz nouvo lo later:
JER.31.22	Fanm ki pou fer lakour avek zonm.
JER.31.23	La sa ki SENYER liniver, Bondye Izrael i deklare: Kan mon ava'n fini retabli lepep koman i ti ete avan dan pei Zida e dan son bann lavil, zot pou rekonmans dir sa bann parol:
JER.31.23	Kolin sakre kot lazistis i reste!
JER.31.23	SENYER ava beni ou.
JER.31.24	Tou dimoun, bann fermye,
JER.31.24	bann berze avek zot troupo
JER.31.24	pou vin viv ansanm, dan Zida e dan son bann lavil.
JER.31.25	Mon pou rekonfort sa bann ki fatige,
JER.31.25	e sa bann ki lafen,
JER.31.25	mon pou donn zot tou sa ki zot bezwen.
JER.31.26	Apre sa, mon ti reveye; sa sonmey ti'n fer mwan dibyen.
JER.31.27	Letan pe vini, SENYER i deklare, kan mon pou ranpli Izrael ek Zida avek zabitan ek zannimo, parey ler ou senm lagrenn dan en plantasyon. 
JER.31.28	Mon'n fer tou pour derasinen, koupe, demoli, detri e fer dimal sa pep. Me aprezan, mon pou fer tou pour li; konmsa, i pou ganny rekonstri e replante, SENYER i deklare. 
JER.31.29	Kan sa zour pou vini, dimoun pou nepli dir:
JER.31.29	Bann paran ti manz rezen ver,
JER.31.29	me ledan bann zanfan ki pe grense.
JER.31.30	O kontrer, sa enn ki manz rezen ver ki son ledan pou grense; e sakenn pour ganny pini akoz son prop fot.
JER.31.31	Sa letan pe vini, SENYER i deklare, kan mon pou fer en nouvo lalyans avek pep Izrael ek pep Zida. 
JER.31.32	I pa pou parey sa enn ki mon ti fer avek zot bann zanset, kan mon ti pran zot par lanmen, pour fer zot sorti Lezip. Zot pa'n respekte sa lalyans, menm si mon ti zot met, SENYER i deklare.
JER.31.33	La koman pou ete, sa nouvo lalyans ki mon pou fer avek mon pep, SENYER i deklare: Mon pou met mon bann lalwa dan zot leker. Alor, mon ava vin zot Bondye, e zot ava vin mon pep. 
JER.31.34	Personn pa pou bezwen enstri son prosen oubyen son frer, SENYER i deklare, akoz zot tou, depi pli pti ziska pli gran, pou konn mwan. Mon pou pardonn zot fot, e oubliy zot pese, SENYER i deklare.
JER.31.35	La sa ki SENYER i deklare:
JER.31.35	Lekel ki donn soley pour klere pandan lizour?
JER.31.35	Lekel ki komann lalin ek bann zetwal pour klere lannwit?
JER.31.35	Lekel ki fer lanmer azite e laroul ronfle?
JER.31.35	Sa i SENYER liniver.
JER.31.36	Osi lontan ki sa lord natirel pa sanze,
JER.31.36	bann desandan Izrael pou kontinyen egziste koman en nasyon,
JER.31.36	SENYER ki deklare.
JER.31.37	Si lesyel ki anler, ti kapab ganny mezire;
JER.31.37	si bann fondasyon later ki anba, ti kapab ganny sonde;
JER.31.37	alor mon ti ava rezet tou bann desandan Izrael,
JER.31.37	pour tou lemal ki zot in fer,
JER.31.37	SENYER ki deklare.
JER.31.38	Sa zour pe vini, SENYER i deklare, kan lavil Zerizalenm pou ganny rekonstri zis pour mwan, depi latour Hananeel, ziska laport Dan Kwen. 
JER.31.39	Nouvo limit lavil pou ganny trase dabor lo kote Was, ver kolin Gareb; answit i pou vire ver Goa. 
JER.31.40	Sa vale antye kot bann dimoun mor i ganny antere e kot salte i ganny zete, tou bann propriyete ki sitye par lao pti larivyer Sedron ziska laport Seval ver Les, pour ganny konsakre pour SENYER. Nanryen pa pou ganny arase oubyen detri dan sa lavil.
JER.32.1	Dan dizyenm lannen ki Sedesyas ti lerwa Zida, e ki ti osi dizwityenm lannen ki Naboukodonozor ti lerwa Babilonn, SENYER ti koz avek Zeremi. 
JER.32.2	Dan sa letan, larme lerwa Babilonn ti pe anserkle Zerizalenm, e Zeremi ti prizonnyen dan lakour kordgard ki ti dan pale lerwa Zida, 
JER.32.3	kot lerwa Sedesyas ti'n fer met li an konsiny, apre ki i ti'n demann li: Akoz ou dir: La sa ki SENYER i deklare: Mon pour les lerwa Babilonn pran sa lavil, e i pou pran li. 
JER.32.4	Sedesyas, lerwa Zida, pa kapab sape anba pouvwar bann Babilonyen; i pou ganny livre dan lanmen lerwa Babilonn. I pou koz avek li an personn e i ava war li fas a fas. 
JER.32.5	Sedesyas pou ganny deporte Babilonn kot i pou reste ziska zour mon ava azir an son faver. Menm si ou kontinyen fer lager kont bann Babilonyen, ou pou perdi, SENYER ki deklare.
JER.32.6	Zeremi ti dir: La parol SENYER ti ariv kot mwan: 
JER.32.7	Ou kouzen Hanameel, garson Saloum, pe vin war ou. I pou dir ou: Aste mon later ki sitye Anatot; ou annan en drwa preferansyel pour aste sa morso later.
JER.32.8	Parey SENYER ti'n averti mwan, Hanameel pa ti tarde pour li vin war mwan dan lakour kordgard. I ti dir mwan: Aste mon morso later ki sitye Anatot, dan teritwar Benzamen. Annefe, ou mon fanmir pli pros e ou annan drwa aste avan lezot. Apre sa, mon ti sir ki SENYER ti'n vreman koz avek mwan.
JER.32.9	Alor mon ti aste sa later ki sitye Anatot avek mon kouzen Hanameel, e mon ti pey li 17 pyes larzan. 
JER.32.10	Mon ti siny lakt lavant; mon ti kaste en kopi devan temwen e fer pez larzan lo en balans. 
JER.32.11	Apre, mon ti pran sa kopi kaste ki fer mansyon tou bann kondisyon lavant, osi lot kopi ki pa ti'n kaste. 
JER.32.12	An prezans Hanameel e devan bann temwen, mon ti donn sa kontra lavant Barouk, garson Neriya e gran garson Maseya. Tou bann dimoun ki ti dan lakour kordgard ti osi temwen. 
JER.32.13	Alor, devan tou sa bann dimoun, mon ti dir Barouk:
JER.32.14	La sa ki SENYER liniver, Bondye Izrael, i deklare: Pran sa de lakt lavant, sa enn ki'n kaste avek sa enn ki pa'n ganny kaste, e met zot dan en po an later. Konmsa, zot ava ganny konserve pandan lontan. 
JER.32.15	Annefe, la sa ki SENYER liniver, Bondye Izrael i deklare: Dimoun pou rekonmans aste lakaz, later, plantasyon rezen dan sa pei.
JER.32.16	Kan mon ti'n donn Barouk, garson Neriya, bann lakt lavant, mon ti fer sa lapriyer:
JER.32.17	Senyer BONDYE! Kan ou ti kree lesyel ek later, ou ti montre ki pouvwar e ki lafors ou annan. Tou i fasil pour ou.
JER.32.18	Ou ti montre ou fidelite anver plizyer zenerasyon. Me ou osi pini zanfan pour pese ki zot paran e zot gran paran i fer. Ou menm Bondye ki gran e for; ou menm ki nou apel SENYER liniver.
JER.32.19	Ou bann proze i gran; ou realiz zot avek pwisans. Ou port bokou latansyon lo tou sa ki dimoun i fer; ou tret sakenn zot dapre son kondwit e dapre fri son bann aksyon.
JER.32.20	Otrefwa, ou ti akonpli bann mervey, bann keksoz fantastik dan pei Lezip; ou kontinyen fer tousala ozordi ankor dan Izrael e parmi tou bann imen. Sa i fer ki partou, dimoun i konn ou ozordi.
JER.32.21	Ou'n fer ou pep Izrael sorti Lezip atraver bann mirak e bann prodiz, par ou gran lafors e ou'n fer zot respe ou. 
JER.32.22	Parey ou ti'n promet avek zot bann zanset, ou'n donn zot sa later ki ris e fertil. 
JER.32.23	Zot ti vin dan sa pei ki zot ti pran posesyon. Me zot pa ti ekout ou lavwa, ni obei ou komannman; zot pa ti viv dapre ou lalwa; zot pa ti fer nanryen sa ki ou ti'n ordonn zot fer. Pour sa rezon ki ou ti fer tou sa bann maler tonm lo zot.
JER.32.24	Bann Babilonyen pe mont zot latak, pre avek lavil ki zot pou pran. Lager, lafanmin ek lepidemi pou fer lavil tonm dan zot lanmen. Parey ou war, tou sa ki ou ti dir pe ganny realize. 
JER.32.25	Zerizalenm i pre pour li al tonm dan lanmen bann Babilonyen. Akoz alor, Senyer BONDYE, ou ti ordonn mwan aste sa morso later dan Anatot e pey son pri devan temwen?
JER.32.26	Alor SENYER ti dir Zeremi: 
JER.32.27	Mwan menm SENYER, Bondye tou dimoun. Napa nanryen ki tro difisil pour mwan. 
JER.32.28	Mon pe al donn sa lavil avek Naboukodonozor, lerwa Babilonn ek son larme. I pou pran sa lavil. 
JER.32.29	Bann Babilonyen ki pe atak lavil pou antre, e zot pou met dife partou. Zot pou bril bann lakaz kot bann zabitan ti fer mon lakoler monte kont zot, akoz zot ti bril lansan en loner Baal lo twa lakaz, e ofer diven lezot bondye.
JER.32.30	Depi zot lazenes, pep Izrael ek pep Zida in fer zis sa ki mal ki mon pa kontan. Izraelit in pas zot letan provok mon lakoler par tou zot bann aksyon degoutan. 
JER.32.31	Depi zour ki lavil Zerizalenm ti ganny konstri, e ziska ozordi, son bann zabitan in provok mwan e fer mon lakoler monte. Pour sa rezon ki mon pou fer li disparet. 
JER.32.32	Mon pou detri sa lavil, akoz tou sa bann move keksoz ki pep Zida e pep Zerizalenm in komet avek zot bann lerwa, zot bann sef, zot bann pret e zot bann profet. 
JER.32.33	Olye tourn zot figir ver mwan, zot in vir zot ledo. Pourtan, mon pa'n zanmen arete averti zot; me zot pa'n oule ni ekoute ni aprann. 
JER.32.34	Zot in plas zot bann stati degoutan dan mon tanp ki'n ganny konsakre pour mwan e zot in rann li enpir. 
JER.32.35	Zot in konstri bann landrwa kot zot ador bondye Baal dan vale Benn-Hinonm. Zot fer bril dan dife zot garson ek zot fiy an loner bondye Molek. Zanmen mon ti demann zot fer sa; e zanmen mon ti mazinen ki zot ti ava fer en keksoz parey pour fer Zida komet pese.
JER.32.36	La sa ki SENYER, Bondye Izrael i deklare lo sa lavil ki zot pe dir: Lepep pe dir ki lager, lafanmin ek lepidemi in fer sa lavil tonm dan lanmen lerwa Babilonn.
JER.32.37	Mon pou rasanble zot depi tou bann pei kot mon ti'n dispers zot dan mon lakoler. Mon pou fer zot retourn isi kot zot ava viv an sekirite. 
JER.32.38	Alor, zot pou vin mon pep, e mon pou vin zot Bondye. 
JER.32.39	Mon pou donn zot en sel leker e en sel mannyer viv ki ava fer zot annan respe pour mwan, pour touzour. Sa i ava pour zot prop boner e osi pour boner zot bann desandan. 
JER.32.40	Mon pou fer en nouvo lalyans avek zot pour touzour; mon pou touzour fer zot dibyen. Zot ava annan respe pour mwan avek tou zot leker e zot pa pou abandonn mwan. 
JER.32.41	Mon pou pran plezir fer zot dibyen. Mon pou met tou mon leker e mon et antye pour ki zot enstal zot definitivman dan sa pei.
JER.32.42	La sa ki SENYER i deklare: Parey mon ti fer tou sa bann gran maler tonm lo sa pep, mon pou aprezan fer vin lo zot, tou boner ki mon'n promet li. 
JER.32.43	Ou dir ki sa pei in ganny livre ek bann Babilonyen e ki i parey en dezer kot ni dimoun ni zannimo pa viv. Me, dan sanmenm sa pei kot dimoun pou rekonmans aste later.
JER.32.44	Wi, dan teritwar Benzamen, otour Zerizalenm, dan bann lavil Zida, dan bann lavil ki lo kolin, dan bann lavil ki lo montanny e dan bann lavil ki dan Negev, dimoun pour aste ankor kare later. Bann akt lavant pour ganny ekri, sinyen, kaste devan temwen. Mon pou remet bann zabitan sa pei dan zot sityasyon pase, SENYER ki deklare.
JER.33.1	Zeremi ti ankor dan lakour prizon, kan SENYER ti adres li en lot mesaz.
JER.33.2	La sa ki SENYER ki'n kree later, ki'n donn li son laform e ki'n met li dan son plas, li menm ki son non i SENYER, i deklare:
JER.33.3	Apel mwan e mon ava reponn ou; mon pou montre ou bann gran sekre ki ou pa konnen. 
JER.33.4	Annefe, la sa ki SENYER, Bondye Izrael i deklare lo bann lakaz dan Zerizalenm ek bann pale bann lerwa Zida: Zot in ganny detri. Pa servi nanryen konbat kont bann miray ranfor e lite kont bann Babilonyen. 
JER.33.5	Sa pou zis ranpli lavil avek en ta kadav sa bann dimoun ki mon pou detri dan mon gran lakoler. Bann zabitan Zerizalenm in komet en kantite move keksoz ki mon pa oule war.
JER.33.6	Malgre sa, mon pou swanny sa lavil e mon pou geri son bann zabitan e fer zot viv dan lape e an sekirite. 
JER.33.7	Mon pou fer Zida ek Izrael prospere, e mon pou rekonstri zot parey zot ti ete avan. 
JER.33.8	Mon pou pirifye zot kont tou zot fot ki zot in komet kont mwan. Mon pou pardonn zot, zot bann fot ek rebelyon kont mwan. 
JER.33.9	Alor, i ava en gran plezir pour mwan pronons sa non: Zerizalenm. Sa lavil pou fer mon loner e mon pou fyer devan tou bann pep lo later. Sak nasyon pou tranble avek lafreyer kan zot ava antann tou sa bann bon keksoz ki mon fer pour pep Zerizalenm e koman mon'n fer sa lavil prospere.
JER.33.10	La sa ki SENYER i deklare: Dimoun i dir ki sa pei, in vin en dezer kot napa personn, ni zannimo ki viv. Annefe, bann lavil Zida e bann lari Zerizalenm i vid; napa personn ki reste, okenn imen, okenn zannimo. Dan sanmenm sa pei ou pou antann ankor 
JER.33.11	tapaz lafet, dimoun riye, bann zenn marye sante. Ou pou antann dimoun pe sante kan zot pe anmenn zot lofrann remersiman dan tanp SENYER:
JER.33.11	Loue SENYER liniver, akoz SENYER i bon,
JER.33.11	e son fidelite i pour touzour!
JER.33.11	Annefe, SENYER i deklare: Mon pou redonn sa pei son prosperite parey i ti ete avan.
JER.33.12	La sa ki SENYER i deklare: Dan sa pei ki parey en dezer, e kot napa personn ki viv, ni dimoun ni zannimo, e dan tou son bann lavil, pou annan nouvo landrwa kot bann berze pou kapab vey lo zot mouton ek zot bann kabri. 
JER.33.13	Dan bann lavil ki sitye dan montanny, dan sa bann ki dan laplenn, e dan Sid Zida, dan teritwar Benzamen, dan bann vilaz ki otour Zerizalenm, e dan bann lavil dan Zida, bann berze ava kapab kont zot mouton ek zot bann kabri enn par enn, parey avan, SENYER i deklare.
JER.33.14	La sa ki SENYER i deklare: Sa bann zour pe vini, kan mon pou akonpli sa promes ki mon ti fer avek pep Izrael e avek pep Zida. 
JER.33.15	Dan sa bann zour e dan sa letan, mon pou swazir en vre desandan pour David. I pou fer respekte lalwa ek lazistis partou dan pei.
JER.33.16	Dan sa bann zour, bann zabitan Zida pou ganny libere, e bann zabitan Zerizalenm pou viv an sekirite. Lavil li menm pou ganny apele: SENYER i nou lazistis!
JER.33.17	Annefe, la sa ki SENYER i deklare: Pou touzour annan en desandan David koman lerwa pep Izrael. 
JER.33.18	Pou touzour annan bann pret ki sorti dan tribi Levi pou ofer bann sakrifis konplet, lofrann vezetal, ek lezot sakrifis.
JER.33.19	SENYER ti dir Zeremi: 
JER.33.20	La sa ki SENYER i deklare: Personn pa kapab kas lalyans ki mon'n fer avek lizour ek lannwit. Eski ou kapab kas lalyans lizour avek lannwit e lannwit avek lizour pour fer ki lizour i nepli swiv lannwit. 
JER.33.21	Si sa ti arive, alor, mon lalyans avek mon serviter David ti ava'n kase; sa ti ava fer ki pa pou kapab annan en desandan pour rennyen lo son tronn e lalyans avek bann pret ki sorti dan tribi Levi pour servi mwan. 
JER.33.22	Parey i pa posib kont bann zetwal dan lesyel, ni bann gren disab dan lanmer, mon pou osi ogmant desandans mon serviter David e bann desandan Levi ki servi mwan koman pret.
JER.33.23	SENYER ti ankor dir Zeremi: 
JER.33.24	Eski ou pa'n antann sa pep dir ki mon'n rezet Izrael ek Zida, sa de fanmir ki mon ti'n swazir? Dimoun ki koz konmsa, zot mepriz mon pep, e zot nepli konsider li koman en nasyon.
JER.33.25	Me la sa ki SENYER i deklare: Si mon pa ti'n fer en lalyans avek lizour ek lannwit e si mon pa ti'n etabli bann lalwa ki gouvern later ek lesyel, 
JER.33.26	alor, mon ti ava'n kapab rezet desandans Zakob ek David mon serviter. Mon ti ava'n kapab rezet desandans Zakob ek mon serviter David e aret pran dan son desandans sa bann ki pou gouvern desandans Abrahanm, Izaak ek Zakob. Me mon pou annan pitye pour zot e mon pou fer zot prospere parey avan.
JER.34.1	La parol ki SENYER ti adres Zeremi, kan Naboukodonozor, lerwa Babilonn ek son bann gerye ti pe atak tou bann rwayonm lo later, ki tou bann pep dan son rwayonm ti pe lager kont Zerizalenm ek tou bann lavil:
JER.34.2	La sa ki SENYER, Bondye Izrael i deklare: Al kot Sedesyas, lerwa Zida. Ou ava dir li: La sa ki SENYER i deklare: Mon pe al met sa lavil dan lanmen lerwa Babilonn ki pou met dife ladan. 
