GEN.1.1	Fɔlɔfɔlɔ, Alla ka sankolo dan ka duukolo dan, 
LUK.15.13	Wo cɛ tun ma mɛn bakɛ, den wo ka a bolofen bɛɛ ta ka wa taama rɔ jamana jan do rɔ. A se mɛn kɛni ye, a ma foyi kɛ fo manamanaya. A tora wo la haan ka a bolofen bɛɛ tiɲan.
LUK.15.14	«Nba, kɔfɛ, kɔnkɔ fitina donda jamana wo rɔ, ka a tɛrɛn kanberen na wodi ra ban fewu. A la damunun dɛsɛra. Wo gbɛlɛyara a ma kosɛbɛ. 
LUK.15.15	Wo rɔ, a ka baara ɲinin ye mɔɔ do fɛ. Wo ka a ta ka a lawa waa rɔ a la kosɛilu gbɛngbɛn diya. 
LUK.15.16	Ka a to waa rɔ ye, kɔnkɔ gbara a la kojuuya, haan ka kosɛilu la damunun fen sɔsɔ fara damun loo bila a la. Hali wo, mɔɔ si ma a sɔ damunun dɔ.
LUK.15.17	«Kɔfɛ sa, a ka imiri ka hankili sɔrɔn. A kan ko: ‹Baaraden siyaman ye n fa bolo. Woilu bɛɛ ye damunun sɔrɔnna tuma bɛɛ, haan ka fa ka a tɔ to. Kɔni nde faatɔ le kɔnkɔ bolo yan.› 
LUK.15.18	A kan ko: ‹Nba, n di n wuli ka wa n fa wara. N wa se ye, n di a fɔ a yɛ ko: «N fa, n da julumun sɔrɔn Alla la, ka hakɛ sɔrɔn i fanan na. 
LUK.15.19	I kana n jate i den di butun. Wo ka bon nde ma. I ye n ta ka n kɛ i la baaraden di.»› 
LUK.15.20	Wo rɔ, a wulira ka wa a fa wara.
LUK.15.20	«Ka a to yɔrɔ jan, a fa ka a natɔla yen ka kininkinin a ma. A ka ibori ka wa a den nabɛn, ka iton a den kan ka a sunbu. 
LUK.15.21	A den ka a fɔ a yɛ ko: ‹N fa, n da julumun sɔrɔn Alla la, ka hakɛ sɔrɔn ile fanan na. I kana n jate i den di butun. Wo ka bon nde ma.› 
LUK.15.22	Kɔni a fa ka a fɔ a la jɔnilu yɛ ko: ‹Ai ye ibori ka na duruki ba ɲuma ri, ka a bila a kan na, ka ban ka bolola koyina don a bolo la, ka sanbara don a sen dɔ. 
LUK.15.23	Ai ye nisi den ɲuma ɲuma ta ka a kan natɛɛ. An ye damunun kɛ ka sewa, 
LUK.15.24	ka a masɔrɔn n den tun da sa, kɔni a ra kunun. A tun da tunun, kɔni bi a ra yen.› Alu bɛɛ sewara a ɲa jɛrɛ jɛrɛ ma.
LUK.15.25	«Wo ka a tɛrɛn, den kɔrɔmamɔɔ ye sɛnɛ rɔ. A bɔ mɛn kɛni ye, a sudunyara a fa wara ka dɔnkili la kan mɛn, a ni foli kan. 
LUK.15.26	A ka jɔn do kili ka a maɲininka ko: ‹Nfen kɛni yan bi?› 
LUK.15.27	Wo ka a fɔ a yɛ ko: ‹I doocɛ ra na! I fa ra sewa ka nisi den ɲuma ɲuma faa a yɛ, ko a den kɛndɛ ra na.› 
LUK.15.28	Den kɔrɔmamɔɔ monɛra kojuuya, fo ka iban donna lu ma. Wo rɔ, a fa bɔra lu ma ka wa a madiya. 
LUK.15.29	Kɔni a ka a fa jabi: ‹A ragbɛ! A ra san siyaman bɔ, n ye baarala i yɛ. N da i kumakan bonya tuma bɛɛ. Kɔni haan bi, i ma hali baadenni kelen di n ma, kosa n di n terilu kili ka tolon kɛ ka sobo damunun. 
LUK.15.30	Bari sisen, tuma mɛn na i den da na, mɛn wani tɛrɛ yɔrɔ jan ka i la nanfulu tiɲan manamanaya rɔ, i ra sɔn ka nisi den ɲuma ɲuma faa wo yɛ.› 
LUK.15.31	A fa ka a fɔ a yɛ ko: ‹N den, an fila ye yan tuma bɛɛ. Fen fen ye n bolo, wo bɛɛ ye i ta le ri fanan. 
LUK.15.32	Kɔni an ka kan ka sewa ka ɲaalen bi. I doocɛ tun da sa, kɔni a ra kunun. A tun da tunun, kɔni bi a ra yen.›»
LUK.16.1	Lon do rɔ, Isa ka a fɔ a la karandenilu yɛ ko: «Nanfulutii do tɛrɛ ye, mɛn ka a lamɛn ko a la nanfulu kunnnasiila tɛrɛ ye a la nanfulu tiɲanna. 
LUK.16.2	A ka a kili ka a fɔ a yɛ ko: ‹A fɔra n ɲana ko i ye n na nanfulu tiɲanna. Wo ye di? I ra fen fen kɛ n na nanfulu la, i ye na wo bɛɛ dantɛɛ n ɲana. I ti nala kɛla n na nanfulu kunnnasiila ri butun!› 
LUK.16.3	Nanfulu kunnasiila ka a fɔ a jɛrɛ kɔndɔ ko: ‹N ye nfen kɛ sa? N na kuntii kɛtɔ n gbɛnna ka n bila baarabaliya rɔ. Fanka tɛ n na ka sɛnɛ kɛ. N di maloya sɔrɔn ni n ka tarali damira. 
LUK.16.4	Nba, n da sila yen sisen, n ka kan ka tamin mɛn fɛ. Kosa, n na kuntii wa n gbɛn, mɔɔilu ri hina n na ka n damira ie wara.›
LUK.16.5	«Wo rɔ, a wulira ka mɔɔilu kili, a la kuntii la julu tɛrɛ ye mɛnilu la. A ka ie kelen kelenna bɛɛ kili. Alu se mɛn kɛni ye, a ka a mɔɔ fɔlɔ maɲininka ko: ‹Julu mɛn ye i la, wo bɛnni yɛli ma?› 
LUK.16.6	Wo ka a jabi: ‹Olibiye tulu palan ɲa kɛmɛ seyin.› A ka a fɔ a yɛ ko: ‹I sii jona ka i la julu sɛbɛ yɛlɛman. I ye palan ɲa kɛmɛ naanin sɛbɛ wo nɔ rɔ.› 
LUK.16.7	A ka dɔgbɛrɛ maɲininka ko: ‹Julu mɛn ye i la, wo bɛnni yɛli ma?› Wo ka a jabi: ‹Bile kisɛ bɔrɔ kɛmɛ loolu.› A ka a fɔ a yɛ ko: ‹I ye i la julu sɛbɛ yɛlɛman ka kɛ bɔrɔ kɛmɛ naanin di.›
LUK.16.8	«Nanfulutii ka a la nanfulu kunnasiila telenbali tando, ko a kiwoyani. A mafɛnɛ! Alla lɔnbalilu kiwoyani. Alu ka iɲɔɔn mira ɲa lɔn fasayi! Alu kiwoyani Alla lɔnnailu ri. 
LUK.16.9	N di ai lali. Ni dunuɲa nanfulu kɛra ai bolo, ai ye a kɛ mɔɔilu dɛmɛnni fen di. Kosa, ai la nanfulu wa ban, ai ri ramira Alla wara, yɔrɔ mɛn tɛ ban habadan.
LUK.16.10	«Ni mɔɔ mɛn ye a telenna ka fen fitini lamara wo tii ri se a telenna ka fen kunba ba lamara fanan. Kɔni ni mɔɔ mɛn ma se a telenna ka fen fitini lamara, wo ti se a telenna ka fen siyaman lamara fanan. 
LUK.16.11	Dunuɲa nanfulu, ni ai ma isɛbɛdon wo mirala, yon di nanfulu bɛrɛ bɛrɛ karifa ai la? 
LUK.16.12	Ni ai ma telen mɔɔ la nanfulu lamarala, yon di nanfulu di ai ma ka kɛ ai jɛrɛ ta ri? 
LUK.16.13	Jɔncɛ ti se ka baara kɛ kuntii fila yɛ waati kelen. Ni kuntii kɛra fila ri jɔncɛ ri do kanin ka tamin do kan. A ri do kumakan bonya ka tamin do ta la. Wo rɔ, ai ti se ai jii lala Alla ni nanfulu rɔ.»
LUK.16.14	Farisilu ka kuma wo mɛn ka Isa mayɛlɛ, ka a masɔrɔn nanfulu ko duman ie yɛ kojuuya. 
LUK.16.15	Isa ka ie jabi: «Ka ai jɛrɛ kɛ mɔɔilu ɲana iko telenbailu, wo duman ai yɛ. Kɔni mɛn ye ai jusu rɔ, Alla ka wo bɛɛ lɔn. Adamadenilu ye mɛn jatela, wo gboman kojuuya Alla yɛ.
LUK.16.16	«Ka a tɛrɛn Yaya ma kawandili kɛ waati mɛn na fɔlɔ, mɔɔilu tɛrɛ ye Alla la sariya lataamala, a ni nabiɲumailu la kuma. Kɛbi Yaya nara ka kawandili kɛ, Alla la mansaya kibaro ɲuma ye lasela mɔɔilu ma. Bɛɛ ye irajala ka don wo mansaya rɔ.
LUK.16.17	«Sankolo ni duukolo ban duman ka tamin Alla la sariya kelen pe ban na, hali sariyatombeli kelen.
LUK.16.18	«Mɔɔ mɔɔ wa a la muso furusa ka dɔgbɛrɛ furu, wo ra kaninkɛ. Mɔɔ mɔɔ wa muso furusanin ta, wo fanan da kaninkɛ.
LUK.16.19	«Nanfulutii do tɛrɛ ye. Faanin dagbɛlɛn bilani tɛrɛ a kan na tuma bɛɛ. Lon lon, a tɛrɛ ye damunun duman kɛla ka fa. 
LUK.16.20	Kɔni a la bonda lafantan do tɛrɛ lani ye mɛn to ko Lasari, kudukudu ni da ye a fari fan bɛɛ ma. 
LUK.16.21	A tɛrɛ ye a fɛ ka nanfulutii la daatɔ damun, fen mɛn ye burunna tabali kɔrɔ. Wuluilu tɛrɛ ye nala ka a lani tɛrɛn bon da la ka a dailu maanɛn.
LUK.16.22	«Lon do rɔ, fantan cɛ wo sara. Mɛlɛkailu ka a ta ka wa a ri harijeene, Iburahima dafɛ. Kɔfɛ, nanfulutii fanan sara. Mɔɔilu ka a suu don. 
LUK.16.23	Ka nanfulutii jakankatani to lakira, a ka a ɲa lɔ ka Iburahima yen yɔrɔ jan. Lasari siini tɛrɛ Iburahima dafɛ. 
LUK.16.24	Nanfulutii ka a kan nabɔ Iburahima ma ko: ‹N fa Iburahima. I ye hina n na ka n dɛmɛn. I ye Lasari lɔ a bolo koyini sula ji rɔ, ka na a maa n nen na. N jakankatani ta rɔ yan kojuuya.› 
LUK.16.25	Kɔni Iburahima ka a jabi: ‹N dencɛ, i ye imiri kunun ma. Kunun, i dafanin tɛrɛ a ɲa jɛrɛ jɛrɛ ma, ka a tɛrɛn Lasari tɔrɔni tɛrɛ kojuuya. Bi, a sewani yan, ka a tɛrɛn i jakankatani. 
LUK.16.26	Ka la wo kan, denka dun ba ye an ni ile tɛma, sa mɔɔ si kana bɔ yan ka wa ye, wala ka bɔ ye ka na yan.› 
LUK.16.27	Wo rɔ nanfulutii ka a jabi: ‹N fa Iburahima, n ye i madiyala. I ye Lasari lawa duukolo kan n fa wara. 
LUK.16.28	N badenma mɔɔ loolu ye ye. I ye diɲɛ Lasari ye wa ie lali. Kosa alu kana na jakankata diya yan.› 
LUK.16.29	Kɔni Iburahima ka nanfulutii jabi: ‹Nabi Musa la sariya ni nabiɲuma tɔilu la kawandili ye ye. Alu ye wo mira.› 
LUK.16.30	Nanfulutii ka a sɔsɔ ko: ‹N fa Iburahima, wo tɛ a ɲa. Kɔni ni mɔɔ kelen wulira ka bɔ suuilu tɛma ka wa ie ma, alu ri tubi.› 
LUK.16.31	Iburahima ka a fɔ a yɛ ko: ‹Nabi Musa la sariya ni nabiɲumailu la kawandili kan ye ye. Ni alu ma sɔn ka wo bonya, alu ti sɔn kawandili kan si ma. Hali ni mɔɔ kelen wulira ka bɔ saya rɔ ka wa ie kawandi, alu ti sɔn a rɔ fewu.›»
LUK.17.1	Isa ka a fɔ a la karandenilu yɛ, lon do rɔ, ko: «Sika tɛ a rɔ, lafili koilu ri na ka mɔɔilu lɔ kojuu kɛla. Kɔni mɔɔ mɛn wa lafili koilu lana mɔɔilu ma, gbalo ye wo yɛ. 
LUK.17.2	Hali ni alu tun ka kabakurun ba sidi wo tii kan na ka a lafili kɔɔji rɔ, wo tun di fisaya wo rɔ, sa ni a ye kɛ sababu ri ka den kelen nafili. 
LUK.17.3	Ai ye ai jɛrɛ lakɔrɔsi. Ni i badenma do ka hakɛ ta, i ye a kili ka a lali. Ni a nimisara, i ye a makoto. 
LUK.17.4	I badenma wa hakɛ ta i la haan siɲa wɔrɔnwula tele kelen kɔrɔ, ni a nara wo kelen kelenna bɛɛ rɔ ka a fɔ ko a ra nimisa, i ye a makoto.»
LUK.17.5	Keladenbailu ka a fɔ Isa yɛ ko: «Maari, i ye do la an na lemɛniya kan.» 
LUK.17.6	Maari ka ie jabi: «Hali ni ai la lemɛniya dooyara ka kɛ iko sɛbɛni fira kisɛ kelen, wo lemɛniya jate baraka rɔ ai ri se a fɔla jiri luluma ba yɛ ko: ‹I ye bɔ yan ka wa turu fo kɔɔji rɔ›. Jiri wo ri i gbiliya.»
LUK.17.7	Isa ka a fɔ ie yɛ ko: «A ye di? Ni i la jɔn do bɔra sɛnɛ kɛ diya, wala kolofen gbɛn diya, ka na lu ma, yon ye ai tɛma, mɛn di sɔn ka a fɔ a yɛ ko ‹i ye na isii jona ka damunun kɛ fɔlɔ›? 
LUK.17.8	Wo kuma tɛ! I ri a jamari ko ‹i ye ikaliya ka tibili kɛ, ka i jɛrɛ rabɛn, ka na damunun sii n kɔrɔ. N di damunun kɛ ka fa ka ji min. Wo kɔ, i ri damunun kɛ ka ji min›. 
LUK.17.9	Ni jɔn ka a la baara kɛ, a la kuntii ri baraka bila a yɛ wo rɔ wa? Wo kuma tɛ! 
LUK.17.10	A ye wo ɲa kelen de ma ai fanan fan fɛ. Baara mɛn fɔni ai yɛ, fo wo ye kɛ. Bonya ko tɛ a rɔ. Ni ai banda baara wo bɛɛ la, ai ye a fɔ ko: ‹An tara mɛn kanma, an da wo dɔrɔn de kɛ. Bonya tɛ an yɛ.›»
LUK.17.11	Isa tɛrɛ ye sila kan ka wa Jerusalɛmu. A tamintɔ tɛrɛ ye Samari mara ni Kalile mara tɛma. 
LUK.17.12	A dontɔla so do kɔndɔ, kunatɔ tan nara a labɛn. Alu lɔni tora yɔrɔ jan, 
LUK.17.13	ka ie kan nabɔ Isa ma ko: «Isa, an na faama, i ye kininkinin an na ka an dɛmɛn.» 
LUK.17.14	Isa ka ie yen tuma mɛn, a ka a fɔ ko: «Ai ye wa ai jɛrɛ yiraka sarakalaselailu la.» Wo bolo ma, alu bɔra ye ka wa. Alu watɔla, alu bɛɛ kɛndɛyara. 
LUK.17.15	Kelen ka a yen ko a ra kɛndɛya. Ka a to Alla tandola kan ba la, a ka ikɔseyi ka na Isa ma. 
LUK.17.16	A ka a ɲakɔrɔ bɛn duu ma Isa sen kɔrɔ ka baraka bila a yɛ. Samarika le tɛrɛ. 
LUK.17.17	Isa ka a maɲininka ko: «Mɔɔ tan ma kɛndɛya wa? A tɔ kɔnɔndɔ ye mi? 
LUK.17.18	Mɔɔ si ma seyi ka na Alla tando fo cɛ kelen pe ɲin wa, mɛn ye siya gbɛrɛ mɔɔ ri?» 
LUK.17.19	Isa ka a fɔ a yɛ ko: «Iwuli! Wa, i ra kɛndɛya i la lemɛniya sababu la!»
LUK.17.20	Farisi doilu ka Isa maɲininka, lon do rɔ, ko: «Alla la mansaya ri na waati ɲuman?» Isa ka ie jabi: «Alla la mansaya ti nala yenna ɲa la. 
LUK.17.21	A ti nala a fɔla ko: ‹Alla la mansaya ye yan› wala ‹a ye ye›. Kɔni Alla la mansaya ye ai tɛma.»
LUK.17.22	A ka a fɔ a la karandenilu yɛ ko: «A loo ri kɛ ai la, lon do rɔ, ka Mɔɔ Dencɛ tele kelen yen, kɔni ai ti se ka wo yen. 
LUK.17.23	Mɔɔilu ri a fɔ ai yɛ ko: ‹A fɛlɛ, a ye ye› wala ‹a ye yan›. Kɔni ai kana ibori wo kɔ. 
LUK.17.24	I ɲa lɔ! Sanmɛlɛnin ye bɔla sankolo fan kelen na ka wa fan do fɛ ɲa ma, Mɔɔ Dencɛ wa kɛ nala lon mɛn, a natɔla ri kɛ wo ɲa kelen ma. 
LUK.17.25	Kɔni yani wo ye dafa, a fɛrɛ tɛ fo bi mɔɔilu ye a tɔrɔ kojuuya fɔlɔ ka iban a rɔ.
LUK.17.26	«Yani Mɔɔ Dencɛ ye na iko tuunni, ko mɛnilu kɛra Nuhan tele rɔ, woilu ɲɔɔn di kɛ. 
LUK.17.27	Nuhan tele rɔ, mɔɔilu tora damunun ni minnin na, ni muso furula, a ni ka ie denmusoilu furu. A tɛrɛ ye wo ɲa fo Nuhan donda kulunba kɔndɔ. Wo lon kelen sanci ba ka nali damira. Sanci wo ma tɛɛ, fo ka a to gbiliyala a ɲa jɛrɛ jɛrɛ ma ka dunuɲa yɔrɔ bɛɛ latunun ka mɔɔilu bɛɛ halaki.
LUK.17.28	«Mɛn kɛra Luti tele rɔ, wo ɲɔɔn fanan di kɛ. Luti tele rɔ, mɔɔilu tora damunun ni minnin na, ka to sanni kɛla, ka to sɛnɛ kɛ ni bon lɔla. 
LUK.17.29	A tɛrɛ ye wo ɲa haan Luti bɔra Sɔdɔmu so kɔndɔ lon mɛn. Wo lon kelen, ta ni tinbiriki bɔra sankolo rɔ ka jii Sɔdɔmu so kɔndɔ iko sanci. Wo ka Sɔdɔmu mɔɔilu bɛɛ halaki.
LUK.17.30	«A ri kɛ wo ɲa ma Mɔɔ Dencɛ bɔtɔ gbɛ ma lon mɛn. 
LUK.17.31	Ni wo lon sera ka a tɛrɛn do ra yɛlɛ bon bilikun sanfɛ ka a bolofenilu to bon kɔndɔ, wo ma kan ka jii a bolofenilu ta kanma bon kɔndɔ. Ni wo lon sera ka do tɛrɛn sɛnɛ rɔ, wo ma kan ka ikɔseyi a bolofenilu ta diya so kɔndɔ. 
LUK.17.32	Ko mɛn kɛra Luti muso la, ai ye ai hankili to wo rɔ. 
LUK.17.33	Mɔɔ mɛn ye dunuɲaratɛɛ daha dɔrɔn de ɲininna bi, wo ri bɔnɔ sini. A tɛ ɲenemaya banbali sɔrɔn sini. Kɔni mɛn wa sɔn ka bɔnɔ dunuɲaratɛɛ daha rɔ bi, sini wo ri kisi ka ɲenemaya banbali sɔrɔn.
LUK.17.34	«N ye fɔla ai la ko su wo rɔ mɔɔ fila ri sunɔɔ lafen kelen kan; mɔɔ kelen di ta ka kelen to ye. 
LUK.17.35+LUK.17.36	Muso fila ri suman kisɛ bundɛ iɲɔɔn fɛ, muso kelen di ta ka muso kelen to ye.» 
LUK.17.37	Karandenilu ka Isa maɲininka ko: «Maari wo ri kɛ mi?» Isa ka ie jabi sanda rɔ ko: «Suu wa kɛ diya mɛn dɔ, duwailu ri jii ye.»
LUK.18.1	Nba, wo kɔ, Isa ka sanda do la ka a la karandenilu karan, ka a masɔrɔn a ye a fɛ alu ye to Alla matara tuma bɛɛ. Alu kana jiitɛɛ ka wo boloka.
LUK.18.2	A ko: «Kititɛɛla do tɛrɛ ye so do la. A tun tɛ silanna Alla yɛ, a tun tɛ mɔɔ bonyala. 
LUK.18.3	Nba, cɛsamuso do tɛrɛ ye mɛn tɛrɛ sela kititɛɛla ma tuma bɛɛ ka a fɔ a yɛ ko: ‹I ye n na kiti tɛɛ, baa n juu ra kojuu kɛ n na.› 
LUK.18.4	A mɛnda, kititɛɛla ma sɔn ka kiti wo tɛɛ. Kɔni, lon do rɔ, kititɛɛla ka a fɔ a jɛrɛ kɔndɔ ko: ‹Tuɲa le. N tɛ silanna Alla yɛ, n tɛ mɔɔ bonyala, 
LUK.18.5	kɔni, muso ɲin da n tɔrɔ kojuuya. Wo bolo ma, a fɛrɛ tɛ fo n ye kiti wo tɛɛ. Ni wo tɛ, a ri to n ɲagbala tuma bɛɛ fo ka n sɛɛ.›»
LUK.18.6	Wo rɔ, Maari ka a fɔ ko: «Kititɛɛla telenbali wo ka mɛn fɔ, ai ye ai tolo malɔ wo la kosɛbɛ. 
LUK.18.7	Ni Alla la mɔɔilu ka ie kan nabɔ ale ma ka kiti ɲinin a fɛ su ni tele, a tɛ ie dɛmɛn ka ie la kititɛɛilu ɲanabɔ wa? A tɛ iban ie rɔ. 
LUK.18.8	Alla ri a kaliya ka kiti tɛɛ ie yɛ telenbaya la. A ye ten de! Kɔni hali wo, Mɔɔ Dencɛ wa seyi dunuɲa kan waati mɛn na, a ri mɔɔ tɛrɛn yan wa, mɛn lani ale la?»
LUK.18.9	Mɔɔ doilu tɛrɛ ye, mɛnilu tɛrɛ ye ie jɛrɛ jatela mɔɔ telennilu ri. Alu lani a la ko alu ka ɲi mɔɔ tɔilu ri. Isa ka sanda do la woilu le yɛ.
LUK.18.10	A kan ko: «Mɔɔ fila wara Alla matara diya Allabatobonba kɔndɔ. Kelen tɛrɛ ye Farisi ri. Kelen tɛrɛ ye nisɔnkɔmirala ri. 
LUK.18.11	Farisi cɛ wo ka ilɔ ka Alla matara a jɛrɛ la ko rɔ ko: ‹Ɔ Alla, n ye baraka bilala i yɛ, n tɛ iko mɔɔ tɔmailu, ka a masɔrɔn n ti tɔɲɔli kɛla, n tɛ telenbali ri, n tɛ kaninkɛla ri, wala n tɛ ikomin nisɔnkɔmirala ɲin. 
LUK.18.12	N ye sun donna siɲa fila lookun kelen kɔrɔ. Ka la wo kan, n wa fen fen sɔrɔn, n di wo ja bɔ.› 
LUK.18.13	Kɔni nisɔnkɔmirala wo ka ilɔ yɔrɔ jan. A ma sɔn ka hali a ɲa lɔ sankolo fan dɔ. A ka a sisi magbasi ka kɛ a nimisa tɔɔmasere ri. A ka a fɔ ko: ‹Alla, i ye n makoto, baa kojuukɛla le nde ri.›»
LUK.18.14	Isa kan ko: «N ye a fɔla ai yɛ ko nisɔnkɔmirala ka jo sɔrɔn, kɔni Farisi cɛ wo ma jo sɔrɔn. Baa mɔɔ mɔɔ wa a jɛrɛ bonya, wo ri majii, kɔni mɔɔ mɔɔ wa a jɛrɛ fanmajii, wo ri bonya.»
LUK.18.15	Lon do rɔ mɔɔilu tɛrɛ ye nala denninilu ri Isa ma ko a ye a bolo la woilu kan ka duwa ie yɛ. Isa la karandenilu ka wo yen ka mɔɔ woilu makuma. 
LUK.18.16	Kɔni Isa ka denninilu kili ko alu ye na a ma. A ka a fɔ a la karandenilu yɛ ko: «Ai ye a to denninilu ye na n ma. Ai kana ie mabali, ka a masɔrɔn Alla la mansaya ye ie ɲɔɔnilu le ta ri. 
LUK.18.17	A ragbɛ! Mɔɔ mɛn ma sɔn Alla la mansaya ma iko dennin sɔnni Alla la mansaya ma ɲa mɛn ma, wo tɛ don Alla la mansaya rɔ habadan. Tuɲa le wo ri fewu.»
LUK.18.18	Yahudiyailu la kuntii do nara Isa maɲininka ko: «Karanmɔɔ ɲuma, n ye nfen kɛ sa n di ɲenemaya sɔrɔn, ɲenemaya mɛn tɛ ban?» 
LUK.18.19	Isa ka a jabi: «I ra a fɔ n ma ‹karanmɔɔ ɲuma› nfenna? Mɔɔ ɲuma si tɛ ye fo Alla kelen pe. 
LUK.18.20	Alla ra mɛn sɛbɛ a la sariya rɔ, i ka wo lɔn. A sɛbɛni ye ko: ‹I kana kaninkɛya kɛ. I kana mɔɔ faa. I kana sonyali kɛ. I kana wuya fɔ sereya rɔ. I ye i fa ni i na bonya.›» 
LUK.18.21	A ka Isa jabi: «Karanmɔɔ, kɛbi n denniya waati, n da sariya wo bɛɛ mira.» 
LUK.18.22	Isa ka wo mɛn waati mɛn na, a ka a fɔ cɛ yɛ ko: «I ra dɛsɛ ko kelen na butun. I ye wa i bolofen bɛɛ san ka wo wodi di fantanilu ma, sa nanfulu bɛrɛ bɛrɛ ri kɛ i bolo harijeene rɔ. Wo wa ban, i yɛ na bila n kɔ.» 
LUK.18.23	Cɛ ka jabili wo mɛn waati mɛn na, a jusu makasira, ka a masɔrɔn nanfulu ba tɛrɛ ye a bolo.
LUK.18.24	Isa ka a ɲa lɔ a rɔ ka a fɔ ko: «Nanfulutii don gboman Alla la mansaya rɔ de! 
LUK.18.25	Nanfulutii don Alla la mansaya rɔ, wo ka gbɛlɛn ɲɔɔmɛ don di seyilan woo la.» 
LUK.18.26	Mɛn ka wo mɛn, woilu ka ɲininkali kɛ ko: «Yon di se kisila wo rɔ?» 
LUK.18.27	Isa ka ie jabi: «Ko mɛnilu ti se kɛla mɔɔ bolo, woilu ri se kɛla Alla bolo.»
LUK.18.28	Piyɛri ka a fɔ Isa yɛ ko: «Andeilu don? An da fen bɛɛ to ye ka bila i kɔfɛ.» 
LUK.18.29	Isa ka a fɔ ie yɛ ko: «A ragbɛ! Mɔɔ mɔɔ wa sɔn ka a la bon to ye, wala a muso, wala a badenmailu, wala a sɔrɔnbailu, wala a denilu, ka wa Alla la mansaya ɲinin, 
LUK.18.30	wo sara ri wara dunuɲa ɲin dɔ. Sini, ɲenemaya fanan di di a ma, ɲenemaya banbali kɔnin.»
LUK.18.31	Wo kɔ, Isa ka a fɔ a la keladenba tan ni fila yɛ ko: «An watɔ Jerusalɛmu. Alla la nabiɲumailu ka fen fen sɛbɛ Mɔɔ Dencɛ la ko rɔ, wo bɛɛ ri dafa ikomin a sɛbɛni ɲa mɛn ma. 
LUK.18.32	Alu ri a mira ka a don siya gbɛrɛ mɔɔilu bolo. Woilu ri a lafɛya ka a mayɛlɛ, ka a nani, ka ie daji tu a kan. 
LUK.18.33	Alu ri a gbasi kojuuya, ka ban ka a faa. Kɔni, a faa tele sawana lon wa se, a ri wuli.» 
LUK.18.34	Keladenbailu ma foyi ɲayen a la kuma rɔ. Wo kɔrɔ dooni tɛrɛ ie ma. Alu ma famunyali si sɔrɔn a rɔ.
LUK.18.35	Ka Isa ni a la mɔɔilu sudunyara Jeriko so la, alu ka ɲa fuyen do tɛrɛn yɔrɔ wo rɔ. A siini tɛrɛ ye taralila sila da la. 
LUK.18.36	Ɲa fuyen wo ka jama mankan mɛn, ka maɲininkali kɛ ko: «Nfen kɛni?» 
LUK.18.37	A fɔra a yɛ ko Isa Nasarɛtika le tamintɔ. 
LUK.18.38	A ka wo mɛn tuma mɛn na, a ka a kan nabɔ ka a fɔ ko: «Isa, Mansa Dawuda mamaren cɛ, i ye kininkinin n ma.» 
LUK.18.39	Mɔɔ mɛnilu tɛrɛ ye jama ɲɛfɛ, woilu ka a makuma ka a fɔ a yɛ ko: «Imakun!» A ma sɔn imakunna, fo ka a kan nabɔ fanka la, ka a fɔ ko: «Isa, Mansa Dawuda mamaren cɛ, i ye kininkinin n ma!» 
LUK.18.40	Isa ka ɲa fuyen kan mɛn ka ilɔ, ka a jamari kɛ ko ɲa fuyen ye lana a ma. Mɔɔilu wara a ta ka na a ri a ma. A se mɛn kɛni Isa ma, Isa ka a maɲininka ko: 
LUK.18.41	«A ye di? I ye a fɛ n ye nfen kɛ i yɛ?» A ka jabili kɛ ko: «Maari, n ye a fɛ n ɲa ye laka ikɔ tuun.» 
LUK.18.42	Isa ka a fɔ a yɛ ko: «Ale le wo ri. I ɲa ra laka. I ra lakɛndɛya i la lemɛniya sababu la.» 
LUK.18.43	A ɲa lakara ikɔrɔ ye. A bilara Isa kɔ ka to Alla gbiliyala. Mɔɔilu ka wo bɛɛ yen ka Alla tando bakɛ.
LUK.19.1	Isa donda Jeriko so kɔndɔ ka a tamintɔ ka wa. 
LUK.19.2	Wo ka cɛ do tɛrɛn ye, mɛn tɔɔ ko Sace. Ale tɛrɛ ye nisɔnkɔmirala la kuntii ri. Nanfulu ba tɛrɛ ye a bolo. 
LUK.19.3	A loo tɛrɛ ye a la ka a ɲa la Isa kan ka a lɔn. Kɔni, jama warani tɛrɛ Isa laminin dɔ kojuuya. Wo bolo ma, Sace ma se a yenna, baa a kundiyani tɛrɛ. 
LUK.19.4	A ka ibori ka wa jama ɲɛ, wo rɔ, ka yɛlɛ toro ju la ka Isa makɔnɔ, kosa a ri Isa tamintɔla yen, ka a masɔrɔn Isa ka kan ka tamin dinkira wo rɔ. 
LUK.19.5	Nba, Isa se mɛn kɛni jiri ju wo ma, a ka a ɲa layɛlɛ san ma ka a fɔ Sace yɛ ko: «Sace, ikaliya, i ye jii. N ye a fɛ i ye n jiya i wara bi.» 
LUK.19.6	Sace jiira kaliya rɔ ka bɔ jiri la. A ka Isa ramira sewa rɔ ka wa a malɔ fo a wara. 
LUK.19.7	Mɔɔilu ka wo yen tuma mɛn na, alu ka Isa mafɔ ko: «A sɔnni ka wa jiya kojuukɛla wara.» 
