GEN.1.1	Diyà te keteboan te kedita, mig-inang se Timanem te langit aw keneyonan. 
HEB.1.2	Meneng songkani, sebad den se ininang te Timanem, so pineokit te Batà din si Jesu Cristo se peg-ikagi din kenitadon. Pineokit heman ki Jesu Cristo se peg-inang te Timanem te keneyonan. Sikandin heman se pinemallì te Timanem amon menig-apò te kedita. 
HEB.1.3	Pineokit heman kandin, ipegpekità se kelangkaw te Timanem, aw sikandin se egkitaan tadon te ketanem te Timanem. Sikandin se egbayà-bayà te kedita te neinang dini te keneyonan pineokit te kagi din metolos. Pegkepenga din te miglinis kenitadon lekat te salà, minolì sikandin doton te langit, aw minonsad sikandin kidoen te tangkil te Timanem Melangkaw amon lomowan doma din.
HEB.1.4	Pineokit kenyan, impetaga-taga te Timanem te labi pa melangkaw si Jesu Cristo diyà te kedita te anghil. Labi pa heman melangkaw se inggulal din kandin diyà te kedita te anghil. 
HEB.1.5	Wedad palos anghil inikegiyan te Timanem iling te inikagi din diyà ki Cristo,
HEB.1.5	“Sikona se Batà ko, aw ipetaga-taga ko den te siaken se Amay nikaw.”
HEB.1.5	Si Cristo olò heman se inikegiyan te Timanem kani,
HEB.1.5	“Siak se Amay din, aw sikandin se Batà ko.”
HEB.1.6	Te agpet isogò te Timanem se ontò melangkaw Batà din dini te keneyonan, minikagi heman se Timanem,
HEB.1.6	“Simbahen sikandin te kedita te anghil te Timanem.”
HEB.1.7	Seini se inikagi te Timanem tepad te pegkesawol te menge anghil,
HEB.1.7	“Mepakay aw inangen te Timanem se menge anghil iling te kelamag aw apoy, aw yan se ibeg din.”
HEB.1.8	Meneng kenà onawa se inikagi te Timanem tepad te Batà din, so minikagi sikandin,
HEB.1.8	“Sikona Timanem se lomowan te wedad temanan. Metòlid se peglowan nikaw. 
HEB.1.9	Egkeibeg ka te metòlid. Eked ka keibeg te medaet. Yan se doun te siaken Timanem nikaw se mig-inang kamno labi pa melangkaw diyà te kedita, aw nemegay a kamno te ontò keluba.”
HEB.1.10	Doen heman sebad kagi te Timanem diyà te Batà din,
HEB.1.10	“Te keteboan, sikona Pengolo se mig-inang te tanà.
HEB.1.10	Sikona heman se mig-inang te kedita doton te langit.
HEB.1.11	Pengkey megkewedad se kedakel niyan, meneng wedad temanan nikaw.
HEB.1.11	Megketapay se tanà aw langit, iling te pepidit megkedaet.
HEB.1.12	Penga niyan, iling te peglepì te tapay saol, selilinan no se langit aw tanà.
HEB.1.12	Meneng sikona se eked palos keselilini, so wedad palos temanan nikaw.”
HEB.1.13	Wedad palos anghil inikegiyan te Timanem iling te inikagi din diyà ki Cristo,
HEB.1.13	“Onsad ka dini te tangkil ko lamig dàgen ko se menge poon no aw ipetolò ko dan kamno.”
HEB.1.14	Nayan, netegahan tadon den ini. Se menge anghil, yan olò se egsogò-sogoen te Timanem. Pengkey eked dan kitai te otaw, meneng ipegsogò dan te Timanem amon megtabang dan te kedita tadon ipelowà din.
HEB.2.1	So ontò melangkaw si Cristo, yan se doun te netegahan tadon den te keilangan ontò kidon menenalan te menge kebenalan intoladà kenitadon, amon eked kidon soway lekat kenyan. 
HEB.2.2	Ontò keseligan se punù te Timanem ingkeliwat te menge anghil diyà ki Moises gebii. So keseligan iyan, yan se doun te impelumun se kedita te otaw limàpang kenyan, aw impelumun se otaw wedà tolò. 
HEB.2.3	Yan heman se doun te labi kidon din ipelumun aw eked kidon penenalan te kagi din tepad te ontò mèpiya kelowaan lekat te salà. Pengolo tadon se tagnà migpetaga-taga te doen kelowaan lekat te salà, aw doen heman menge otaw dimineg kandin migpetaga-taga kenitadon te keseligan se kagi din sìyan. 
HEB.2.4	Pineokit te menge kepelahan aw menge inang din metolos, impetaga-taga heman te Timanem te keseligan se kagi din ingkeliwat dan. Lekat te kandin ibeg, inteped din heman kandan se menge kemolò te kebiyasa ipegpemegay te Espiritu Santo.
HEB.2.5	Kenà menge anghil se pinemallì te Timanem ipelowan din diyà te kaling keneyonan te modi aldaw, aw yan se keneyonan in-indan ko den kenyo seini. 
HEB.2.6	Meneng otaw beling se ipelowan din kenyan, so doen insolat diyà te kagi te Timanem gebii tepad kenyan,
HEB.2.6	“E Timanem, ontò ka melangkaw diyà te otaw, meneng kepelahan so wedà kay nikaw kelibeli.
HEB.2.6	Ontò ka melangkaw, meneng gayed kay nikaw eg-ipaten.
HEB.2.7	Te wedà kenamay ininang no se otaw medanà diyà te menge anghil.
HEB.2.7	Gebii ininang no se otaw ontò melangkaw,
HEB.2.8	So impelowan no se otaw diyà te kedita.”
HEB.2.8	So yan se insolat te impelowan te Timanem se otaw diyà te kedita, netegahan tadon te wedad palos pinolò din wedà lowani te otaw, pengkey netegahan tadon te kenà kidon eglowan diyà te kedita songkani. 
HEB.2.9	Meneng netegahan tadon te timoman si Jesus limowan. Pegpekeotaw din, neinang sikandin medanà diyà te menge anghil te wedà kenamay, amon somelilin sikandin kenitadon aw matay doton te kros tandà te keido te Timanem kenitadon. Pineokit te pegkematay din, ininang sikandin te Timanem ontò melangkaw. 
HEB.2.10	Timanem se miglalang te yan se inangen din, so ibeg te Timanem mig-inang te kedita domuyun kandin, ontò medita se otaw meinang menge batà din aw inangen din melangkaw doma kandin. Yan metòlid se pegpeokit din ki Jesus diyà te kelimahan amon metoman se ibeg din, so pineokit te pegkematay din, impetaga-taga te Timanem te ontò mèpiya si Jesus migtoman te pegpelowà kenitadon lekat te salà.
HEB.2.11	Timanem se Amay i Jesus eglinis lekat te salà, aw Timanem heman se Amay te kedita tadon lininisan din lekat te salà. Yan se doun te kenà sikandin egkeyàyà mikagi te sikitadon se menge kedowa din, 
HEB.2.12	so minikagi sikandin,
HEB.2.12	“Amà, mig-indan a tepad kamno diyà te menge kedowa ko.
HEB.2.12	Iduyun ta pineokit te pegdelangan ko sipat kedita te otaw egsimba kamno.”
HEB.2.13	Minikagi heman sikandin,
HEB.2.13	“Somalig a heman diyà te Timanem.”
HEB.2.13	Minikagi heman,
HEB.2.13	“Seini a sipat menge batà te Timanem insalig din kanak.”
HEB.2.14	Sikitadon doen lawa egkematay se menge batà te Timanem sìyan. Yan migpekeotaw heman si Jesus amon matay sikandin, so pineokit te pegkematay din, dinaeg din den se eglekatan te kemetayun si Satanas. 
HEB.2.15	Nematay si Jesus amon ipelowà din se otaw gayed neallang te lamit te kemetayun. 
HEB.2.16	Netegahan tadon te kenà menge anghil se tinebangan din, meneng kedita te menge bowad-bowad i Abraham se tinebangan din. 
HEB.2.17+HEB.2.18	Meneng eked sikandin peketabang kenitadon singed aw meinang sikandin iling kenitadon menge kedowa din. Yan se doun te migpekeotaw sikandin aw timayod te kelimahan amon meinang sikandin telekagon tadon doton te Timanem, aw amon pegwedaden din se menge salà tadon. So dinetengan sikandin te kelimahan, yan doen den keido din kenitadon egdetengan te kelimahan. So neketayod sikandin te pegboyo i Satanas, yan meketabang den sikandin te kedita te otaw boyowen i Satanas.
HEB.3.1	Menge kedowa ko tinawal aw sinakop te Timanem, peg-aneng-aneng kaw den tepad ki Jesus pinemenalan tadon. Sikandin se insogò te Timanem dini te tanà, aw sikandin se egkagon kenitadon doton te Timanem. 
HEB.3.2	Egkeseligan sikandin so gayed timolò te Timanem simogò kandin. Yan iling sikandin ki Moises gebii gayed timolò te Timanem te pegpengibing din te menge kemonaan tadon Judiyo ipolingun ko iling te balay te Timanem. 
HEB.3.3	Pengkey melangkaw si Moises, meneng labi pa melangkaw si Jesus. Pengkey iduyun se balay, meneng labi pa iduyun se otaw mig-inang te balay. 
HEB.3.4	Aw doen balay, doen heman otaw mig-inang te balay. Timanem se mig-inang te kedita. 
HEB.3.5	Olò sineligan te Timanem si Moises. Insalig te Timanem kandin se pegpengibing te kedita te menge doma din Judiyo. Pineokit te pegtoman i Moises te sogò te Timanem kandin, netegahan tadon te metoman se ipetaga-taga te Timanem te modi aldaw. 
HEB.3.6	Meneng kenà sineligan te Timanem si Jesus, so Batà din sikandin. Insalig te Timanem kandin se pegpengibing te kedita te menge sakop te Timanem. Aw gayed kidon somalig diyà te egpelimanan tadon, ipetaga-taga tadon te sakop kidon din.
HEB.3.7	Yan se doun te keilangan toloen tadon se inikagi te Espiritu Santo,
HEB.3.7	“Pengkey seini aldaw, aw domineg kaw te kagi te Timanem, 
HEB.3.8	ikà niyo egketugul. Ikà niyo eg-iling te menge kemonaan niyo doton te kebigtilan gebii, so impekagsen dan se olo dan, aw wedà dan tolò, aw migtandà dan te kedalem te pedowan te Timanem.”
HEB.3.9	Minikagi se Timanem, “Pengkey kinità dan se menge kepelahan ininang ko kandan dalem te kepatan se omay, meneng tinandà dan pa se kedalem te pedowan ko. 
HEB.3.10	Yan se doun te neopal a kandan, aw minikagi a diyà kandan, ‘Gayed dan egsoway lekat kanak. Kenà dan egtaking te ibeg ko.’
HEB.3.11	Yan neopal a aw migpakang a, ‘Eked ko dan peogpai doma ko doton te mèpiya ogpeanan impetagad ko.’”
HEB.3.12	Yan menge kedowa ko, peg-ahà kaw amon wedad palos otaw doton kenyo medaet se pedowan aw eked tolò, aw amon wedad somoway lekat te Timanem wedad temanan. 
HEB.3.13	Yan keilangan megpekegsenay kaw te kelikit te aldaw dalem pa te doen aldaw, amon wedad metugul kenyo pineokit te peg-akal kenyo meg-inang te salà, 
HEB.3.14	so aw gayed kidon somalig diyà ki Cristo lekat te keteboan lamig te temanan, meinang kidon menge doma din.
HEB.3.15	Ikà niyo egkelibel te kagi te Timanem seini,
HEB.3.15	“Pengkey seini aldaw, aw domineg kaw te kagi te Timanem, ikà niyo egketugul. Ikà niyo eg-iling te menge kemonaan niyo gebii, so impekagsen dan se olo dan, aw wedà dan tolò.”
HEB.3.16	Se menge otaw gebii dimineg te kagi te Timanem aw wedà tolò kandin, yan se kedita te otaw timaking ki Moises te peglowà dan lekat te Ehipto. 
HEB.3.17	So gayed dan mig-inang te salà, yan neopalan dan te Timanem taman te kepatan se omay, aw nematay se kedita dan doton te kebigtilan. 
HEB.3.18	Migpakang se Timanem tepad kandan, “Eked ko dan palos peogpai doma ko doton te mèpiya ogpeanan impetagad ko.” Yan se punù te Timanem tepad kandan, so wedà dan tolò kandin. 
HEB.3.19	Pineokit kenyan, netegahan tadon te wedà dan pekeogpà doton, so wedà dan pemenal te kagi te Timanem.
HEB.4.1	Nayan, doen pa ketomanan te pakang te Timanem te meg-ogpà kidon doma din doton te mèpiya ogpeanan impetagad din. Yan keilangan meg-ahà kidon amon aw domateng se aldaw te peg-okom, wedad peden diyà kenitadon eked peogpai doton. 
HEB.4.2	Inindanan kidon den te mèpiya indan, onawa te in-indan diyà te menge kemonaan tadon Judiyo gebii. Meneng pengkey dimineg dan kenyan, wedad ontong dan, so wedà dan pemenal kenyan. 
HEB.4.3	Meneng sikitadon egpemenal se ipeogpà te Timanem doton te mèpiya ogpeanan impetagad din, so minikagi se Timanem tepad te menge kemonaan tadon gebii,
HEB.4.3	“Yan neopal a aw migpunù a, ‘Eked ko dan peogpai doma ko doton te mèpiya ogpeanan impetagad ko.’”
HEB.4.3	Doen ogpeanan tapay impetagad din, so impetagad din iyan lekat te ketebò te keneyonan. 
HEB.4.4	Doen insolat diyà te kagi te Timanem gebii tepad te ikepito aldaw,
HEB.4.4	“Mig-ogpà se Timanem te ikepito te aldaw, so nepenga den se kedita te ininang din.”
HEB.4.5	Meneng minikagi se Timanem tepad te menge kemonaan tadon wedà tolò kandin, “Eked ko dan peogpai doma ko doton te mèpiya ogpeanan impetagad ko.” 
HEB.4.6	Pengkey dimineg dan te mèpiya indan, meneng wedà dan peogpai te Timanem doma din, so wedà dan pemenal kandin. Yan doen pa menge doma otaw ipeogpà din doma din. 
HEB.4.7	Netegahan tadon te benal iyan, so pengkey medita se omay minokit, pineokit te insolat i David, impetaga-taga te Timanem te doen doma aldaw, pengkey seini, te ipeogpà din se menge otaw doma din. Yan se kedegdagan te kagi din tapay ko sinoblod,
HEB.4.7	“Pengkey seini aldaw, aw domineg kaw te kagi te Timanem, ikà niyo egketugul.”
HEB.4.8	Gebii te pegpengibing i Josue te menge kemonaan tadon, kenà ogpeanan impetagad te Timanem se dinotonan dan, so penga niyan minikagi se Timanem te doen pa doma aldaw te ipeogpà din se menge otaw doma din. 
HEB.4.9	Yan se doun te netegahan tadon te doen pa mèpiya ogpeanan impetagad te Timanem te kedita tadon menge sakop din ogpaan tadon, iling te peg-ogpà din gebii te ikepito te aldaw. 
HEB.4.10	Aw meg-ogpà kidon doma din, nepenga den se eg-inangen tadon, iling te peg-ogpà te Timanem penga te peg-inang din te keneyonan. 
HEB.4.11	Yan, so doen mèpiya ogpeanan impetagad te Timanem kenitadon, keilangan megpekagsen kidon amon ipeogpà kidon din doma din doton te mèpiya ogpeanan sìyan impetagad din. Keilangan eked kidon peg-iling te menge kemonaan tadon sìyan, so wedà dan tolò aw yan wedà din dan peogpai doton.
HEB.4.12	Ontò metolos se kagi te Timanem aw egpekebegay te kaling pedowan. Labi pa megalang se kagi te Timanem diyà te sondang mekesipal te luluwadun aw ogat, so mekeapet se kagi te Timanem doton te temanan te pedowan aw aneng-aneng te otaw. Pineokit kenyan, ipetaga-taga aw eden se egkeeneng-enengan tadon aw egkeibegan te pedowan tadon. 
HEB.4.13	Wedad palos mekeeles diyà te Timanem, so egkitaen din se kedita, aw sikandin se meg-okom te kenitadon eg-inangen.
HEB.4.14	Nayan, keilangan lobosen tadon se pegsalig tadon diyà ki Jesus pinemenalan tadon. Doen melangkaw Telekagon tadon dimoton den diatas te langit eg-ogpaan te Timanem, aw yan se Batà te Timanem si Jesus. 
HEB.4.15	Netaga-taga se Telekagon tadon te kelomayan tadon aw ontò egkeido kenitadon, so pengkey eden kemoloi se ipegboyo i Satanas kenitadon, yan heman se tineyodan din, meneng wedà sikandin peg-inang te salà. 
HEB.4.16	So doen Telekagon tadon, yan se doun te eked kidon sagkà te peg-apot tadon diyà te Timanem gayed egpenabang, amon keidowan kidon din, aw amon tebangan kidon din aw doen kelimahan tadon.
HEB.5.1	Aw pemellien te menge Judiyo se otaw meinang telekagon dan diyà te Timanem, sikandin se seligan te menge doma otaw amon megkagon kandan diyà te Timanem. Sikandin se egkinawà te menge ibowang dan diyà te Timanem. Sikandin heman se egbegayan dan te ayam-ayam imetayan tandà te salà ininang dan. 
HEB.5.2	So otaw heman sikandin egpekesalà, yan doen heman keido din diyà te menge doma otaw egpekesalà aw egsoway lekat te ibeg te Timanem. 
HEB.5.3	So egpekesalà heman sikandin, yan keilangan doen ayam-ayam imetayan din tandà te kandin salà, iling te pegpengimatay din te ayam-ayam tandà te salà te menge doma otaw. 
HEB.5.4	Eked kepakay aw megpepallì se otaw te kandin pegkeotawun amon meinang sikandin telekagon te Judiyo, so keilangan Timanem se tomawal te otaw meinang telekagon te Judiyo. Iling kenyan se pegpemallì te Timanem ki Aaron gebii.
HEB.5.5	Iling heman kenyan si Cristo, so wedà sikandin pegpepallì te kandin pegkeotawun amon meinang sikandin Telekagon tadon. Ininang si Cristo melangkaw te peg-ikagi te Timanem diyà kandin,
HEB.5.5	“Sikona se Batà ko, aw siaken se Amay nikaw.”
HEB.5.6	Minikagi heman se Timanem diyà kandin,
HEB.5.6	“Inangen ko sikona Telekagon te wedad temanan, iling te pegkagon i Melkisedec gebii.”
HEB.5.7	Pegtawal-tawal i Jesus diyà te Amay din dalem te peg-ogpà din dini lanto te tanà, seletà migpegais sikandin aw migkelag, so mekebatog se Timanem megpelowà kandin lekat te kemetayun. So ibeg i Jesus tomolò, yan se doun te nenenalan se Timanem kandin. 
HEB.5.8	Pengkey Batà te Timanem si Jesus, meneng mig-iling sikandin timolò te ibeg te Amay din pineokit te pegtayod din te kelimahan dimateng kandin. 
HEB.5.9	Pineokit te pegtayod din te kedita niyan, impetaga-taga din te ontò sikandin timolò, aw yan neinang sikandin Egpelowà te kedita te otaw tomolò kandin, amon begayan din dan te kaling pedowan wedad temanan. 
HEB.5.10	Neinang sikandin Egpelowà, so ginulal sikandin te Timanem Telekagon tadon, iling te pegkagon i Melkisedec gebii.
HEB.5.11	Nayan, doen pa dakel isolat ko peden kenyo tepad te pegkagon i Melkisedec aw si Jesus, meneng melima se pegpetaga-taga ko kenyo tepad kenyan so wedad den nael ibeg niyo menenalan. 
HEB.5.12	So nenamay kaw den migpesakop diyà ki Cristo, yan biyasa kaw den peden megtoladà te doma otaw. Meneng sikiyo se keilangan todà toledaan te tagnà intoladà kenyo lekat te kagi te Timanem. Iling kaw te batà olò egsoso aw eked pa pekekaen te pengelapen. 
HEB.5.13	Iling te batà egsoso se otaw wedà pa peg-iling te keilangan meg-inang dan te metòlid. 
HEB.5.14	Meneng mekekaen se otaw metesan te pengelapen. Metesan den se otaw ontò den biyasa egtaking te mèpiya aw egkulu te medaet.
HEB.6.1	Yan botong den se kenamay te peg-iling tadon te menge kebenalan onà intoladà diyà kenitadon tepad te pegpemenal tadon ki Cristo, so keilangan meg-iling kidon den te menge kebenalan labi pa medalem. Eked den kepakay aw gayed tadon sobloden se menge kebenalan tapay pig-ilingan tadon tepad te peglengà tadon te inang wedad ontong, aw tepad te pegsalig tadon diyà te Timanem. 
HEB.6.2	Ikà niyo eg-anggà-anggà te pegsoblod niyo te kebenalan tepad te pegpebonyag tadon, aw tepad te pegkinawà tadon te Espiritu Santo, aw tepad te peg-antay te Timanem kenitadon lekat te nematay te modi aldaw, aw tepad te peg-okom din aw eden se detengan te otaw te wedad temanan. 
HEB.6.3	Yan mèpiya aw megpedeleg kidon den meg-iling te doma kebenalan labi pa medalem, aw yan se inangen tadon den seini aw mepakay diyà te Timanem.
HEB.6.4+HEB.6.5+HEB.6.6	Mèpiya aw megpedeleg kidon amon eked kidon peketinàyog te Timanem, so aw tominàyog se menge otaw te Timanem tapay nenedaman dan, eked dan todà pekeselsel. Pengkey tapay dan netaga-taga te kebenalan, pengkey doen imbowang te Timanem kandan aw doen heman ininang te Espiritu Santo kandan, pengkey netaga-taga dan te mèpiya se kagi lekat te Timanem, aw kinità dan se menge kepelahan iling te meinang te modi aldaw, meneng aw tominàyog dan te Timanem tapay nenedaman dan, eked dan todà pekeselsel. Eked dan iyan kebatog so nekeiling dan te menge otaw miglansang te Batà te Timanem doton te kros, aw egyèyaen dan sikandin diyà te menge doma otaw.
HEB.6.7	Ipolingun ko se kedita te otaw iling te pawà gayed eg-odanan. Mèpiya se pawà egtoboan te menge tinanem, so doen kekemowan te otaw menanem kidoen. Aw iling kenyan se otaw, begayan dan te Timanem te ontong. 
HEB.6.8	Meneng medaet se pawà egtoboan olò te benganga aw menge doma kemolò te sagbet, so wedad kekemowan niyan. Aw iling kenyan se otaw, agpet dan detengan te pelumun te Timanem.
HEB.6.9	Menge kedowa ko egkedekelan ko te pedowan, pengkey yan se kagi ko kenyo, meneng netegahan ko den te labi pa mèpiya se domateng kenyo tandà te pegpelowà te Timanem kenyo lekat te salà. 
HEB.6.10	Ontò metòlid se peg-okom te Timanem, aw yan eked din kelibeli se mèpiya ininang niyo tandà te kedakel te pedowan niyo kandin, so migtabang kaw te menge doma sakop te Timanem, aw yan heman se eg-inangen niyo lamig songkani. 
