MAT.1.1	Kabuttuanna Yesus Kristus peampoanna tomaraya Daud, peampoanna Abraham, susi inde laoannae:
TIT.3.8	Inde battakadae tonganna. Dadi kupelau tae'ko la malaya' umpa'pa'guruanni anna malara angganna ma'rupa tau to ummoreammo Puang Allata'alla la ma'kadua-dua umpalako pengkarangan mapia. Pepa'guruan iatoo mapia anna ma'guna lako ma'rupa tau.
TIT.3.9	Pasikambelai kalemu kuama tama'guna, kasipekkaan diona rettenan kadadian anna atoranna alukna to Yahudi, aka tae' dengan gunana anna masala babang. 
TIT.3.10	Ianna dengan to umpasisala-sala tau illaan kombonganna to mangngorean, anna penduammo mupakilala sapo tae' liuko naperangngii, daumo posameleanni. 
TIT.3.11	Aka muissanammi kumua tau iatoo pusa tongan-tongammi anna pa'palakona siamo umpakawananni kumua to kasalaan.
TIT.3.12	Ianna saemo matin Artemis battu' Tikhikusraka kusua, kenamala ma'sirra'ko umpellambi'ina' dio Nikopolis, annu la torro diona' ke attunnai masakka' padang. 
TIT.3.13	Patokanni kinallo Zenas, itin to paissan diona atoranno,
TIT.3.14	Anna lako solata to mangngorean, la napopa'beasa umpogau' kamapiaan umpamoloi to dengan tongan-tongan kaparalluanna, indana tama'gunamo katuoanna.
TIT.3.15	Salama'na angganna to kusolaan inde. Palandasanna' salama'ku lako angganna to ungkamaseikan illaan kapangngoreanan.
TIT.3.15	Anna Puang Yesusmora untamba'koa'.
PHM.1.1	Kaomo Paulus, to ditarungkun annu unturu'na' Kristus Yesus, ummuki' inde sura'e sola Timotius, sa'do'doranta, kipalulako Filemon satappaan lentekki to kikamasei. 
PHM.1.2	Anna kipalulako duka' Apfia sa'do'dorangki sola lako Arkhipus to kisolaan ma'kadua-dua illalan pengkarangangki, anna lako kombonganna to mangngorean to sima'rempun illalan banuammu.
PHM.1.3	Anna Puang Allata'allamora Ambeta anna Puang Yesus Kristus untamba'koa' anna tandoikoa' kamasakkean.
PHM.1.4	Sima'kurru' sumanga' liuna' langngan Puang Allata'alla to kupenombai ke kukilalaiko illalan sambayangku, 
PHM.1.5	annu kukarebami umba nakua pa'kamasemu lako angganna to nasarakki Puang Allata'alla napopendadi petauanna anna kapangngoreanammu langngan Puang Yesus. 
PHM.1.6	Kupa'sambayangan kenamala kamesaanta illalan kapangngoreanan lako Kristus la umpabuttu kapaissanan tapolalan ungkaleso manappa angganna kamapiaan talambi'mo annu mesa kappa'mikia' Kristus. 
PHM.1.7	O sa'do'dorangku Filemon, pa'kamasemu lako solata to mangngorean umpatiala penawangku anna umpakamai penawangku, annu inde pa'kamasemue umpakaranga angganna to nasarakki Puang Allata'alla napopendadi petauanna.
PHM.1.8	Sitonganna la malako kuparenta diona la parallunna mukarang annu rasulnana' Kristus. 
PHM.1.9	Sapo anggami kupelau matin annu kuissanammi pa'kamasemu. Kaomo te Paulus-e, mesa to matua anna ditarungkun polepa' temo annu unturu'na' Kristus Yesus. 
PHM.1.10	Dengan pelaungku matin la mupogau' lako Onesimus
PHM.1.11	Yolona mala dikua tae' dengan gunana Onesimus lako kalemu. Sapo temo ma'gunami. Tae' angga lako kalemu, sapo ma'guna duka' lako kaleku.
PHM.1.12	Inde Onesimus to kukamaseie, kusua sule matin. 
PHM.1.13	Sitonganna moraina' la umpatorroi inde la ussondako ungkandapana' illalan tarungkun annu umpalanda'na' Kareba Kadoresan. 
PHM.1.14	Sapo mokana' tokke' umpalakoi ke tae' mukua, anna malara mengkalao dio penawammu umpogau' kamapiaan tae'ko susi to dipassa.
PHM.1.15	Umbai iamo dingei umpasisarak salako sappai', ammu malara sola liua' sae lako-lakona ke ma'pasulemi matin. 
PHM.1.16	Ta'mo angga la muposabua', sapo la muala sa'do'dorammi ammu kamaseii. Annu kao anna kukamasei, la ikopa susi melalan ma'rupa tau tenni melalan sa'do'doran illalan sanganna Puang Yesus.
PHM.1.17	Ianna muangga'na' satappaan lentekmu, la untarima manappako Onesimus, susi kaleku. 
PHM.1.18	Ianna dengan kasalaanna battu' indannaraka matin, kao la muita. 
PHM.1.19	Kaomo te Paulus-e melolo ummuki'i: la kulendu'i asan. Ta'moko parallu kupakilala kumua sitonganna kaindanangko lako kaleku annu kupaitaimoko lalan kasalamasan napolalan ullambi'ko katuoan bakaru. 
PHM.1.20	O sa'do'dorangku, kurannuan kenamala pa'kamasemu la ma'guna lako kaleku annu mesa kappa'miki' Puang Yesus. La mupatialanna' penawangku annu napamesamiki' Kristus.
PHM.1.21	Kuukisangko inde sura'e sitonda kaparannuan kumua la mupalako pelaungku. Anna kuissanan kumua la marru budapa mupogau' anna inde pelaungkue. 
PHM.1.22	Mesa polepi pelaungku: la mupatokanna' angngenan illalan banuammu annu kurannuan kumua la natarima sambayangmua' Puang Allata'alla kupolalan nalappasan illalan mai tarungkun angku malara matin umpellambi'iko.
PHM.1.23	Salama'na Epafras matin, solaku ditarungkun annu unturu' Kristus Yesus. 
PHM.1.24	Kupalandasan duka' salama'na Markus, Aristarkhus, Demas, anna Lukas, to ussolanna' illalan pengkarangangku.
PHM.1.25	Anna Puang Yesus Kristusmora untamba'ko.
HEB.1.1	Yolona pembuda ma'kada Puang Allata'alla lako neneta napalanda' nabi ummolai ma'rupa-rupa lalan. 
HEB.1.2	Sapo illalan inde attu kasuppikanna linoe melolomi Anakna Puang Allata'alla ullombunganni pudukna lako kaleta. Inde Anaknae innang mangkami napatantu la ummampui angga lako. Anna ia siamo napake Puang Allata'alla umpadadi langi' anna lino. 
HEB.1.3	Iamo duka' umpaarrangngiki' kamatandeanna Puang Allata'alla, anna kawanan kumua tananan penawanna susi siami tananan penawanna Puang Allata'alla. Ia toi umpatipalao angga lako ummolai battakadanna sitonda kakuasaan. Mangkai umbasei kasalaanna ma'rupa tau, lu langngammi suruga anna ummokko' dio tandai kananna To Randan Matande. 
HEB.1.4	Napolalan untondon angganna malaeka', susi sanga nasangaianni Puang Allata'alla marru untondon sanganna malaeka'. 
HEB.1.5	Annu tae' dengan kadanna Puang Allata'alla lako malaeka' nakua:
HEB.1.5	“Ikomo Anakku;
HEB.1.5	allo temo kupa'peassakan kumua: Kaomo Ambemu.”
HEB.1.5	Tae' toi dengan ma'kada lako mesa malaeka' nakua:
HEB.1.5	“Kaomo la napoambe
HEB.1.5	anna Iamo la kupoanak.”
HEB.1.6	Sapo inde anna ussua Anak pa'bunga'na tama linoe, ma'kada Puang Allata'alla nakua:
HEB.1.6	“Angganna malaeka'na Puang Allata'alla la menomba dio tingngayona.”
HEB.1.7	Mengke'de' malaeka', nakua Puang Allata'alla untula'i:
HEB.1.7	“Puang Allata'alla umpasusi talimpuru' malaeka'na
HEB.1.7	anna umpasusi api ma'lana-lana pesuanna.”
HEB.1.8	Sapo nakua kadanna untula' Anakna:
HEB.1.8	“O Dewata, la mentomarayako sae lako-lakona,
HEB.1.8	maloloko ma'parenta.
HEB.1.9	Umporaiko kamaloloan anna ungkabassiko kakadakean.
HEB.1.9	Iamo nangei Ikomo nabengan kamatandean Puang Allata'alla, Dewatammu,
HEB.1.9	untondon angganna solamu
HEB.1.9	annu nabolloiko minna'-minna'
HEB.1.9	la napolalan kendek kadoresan illalan penawammu.”
HEB.1.10	Nakua polepa Puang Allata'alla lako Anakna:
HEB.1.10	“O Puang, parandukanna Ikomo ungkombong lino,
HEB.1.10	anna Iko toi umpadadi langi'.
HEB.1.11	Angganna te maie la pa'de asan,
HEB.1.11	anna la malusa susi sampin.
HEB.1.11	sapo la montong liuko Iko talumalin.
HEB.1.12	Langi' anna lino la muluppi' susi bayu rui'
HEB.1.12	ammu mane sondaii senga'na.
HEB.1.12	Sapo tae' Iko dengan leleammu la lumalin,
HEB.1.12	anna la tuo batuko.”
HEB.1.13	Tae' dengan la nakua Puang Allata'alla lako malaeka':
HEB.1.13	“Okko'ko dio tandai kanangku,
HEB.1.13	lambisan kulukkoan asangko angganna ewalimmu
HEB.1.13	dio tingngayomu.”
HEB.1.14	Inde mai malaeka'e iamo penawa siumpengkarangan Puang Allata'alla anna nasua lao umpamoloi ma'rupa tau to la ullolongan kasalamasan.
HEB.2.1	Makalesomi kumua marru untondon malaeka' Anakna Puang Allata'alla. Iamo too la tuttuan umpengnganda'ki' pepa'guruan mangka tarangngi indata untampemo kapangngoreananta. 
HEB.2.2	Angganna battakada napalanda' malaeka' lako neneta yolona montong tanan anna benna-benna tae' unturu'i battu ullendai la dipabambanni sangka' situru' pa'palakona. 
HEB.2.3	Dadi, umbamo la takua nasala perambinna Puang Allata'alla ke tae'ki' umpaillalan tambuk kareba kasalamasan taditondon? Annu inde kareba kasalamasanne Puang Yesus randan yolo umpa'peassakanni, anna angganna to urrangngii umpatarru'i lako kaleta napolalan taissanan kumua tonganna. 
HEB.2.4	Anna melolopa Puang Allata'alla umpomanassa inde kareba kasalamasanne ummolai ma'rupa-rupa tanda anna tanda memangnga-mangnga. Anna umbengampa kapaissanan dio mai Penawa Masero lako ma'rupa tau situru' pa'kuanna.
HEB.2.5	Tangngia malaeka' nabeen kakuasaan Puang Allata'alla la ma'parenta dio lino tanda lako, battu' dikua lino bakaru inde marassan ditula' temoe. 
HEB.2.6	Sapo ma'rupa tauria nabeen kakuasaan annu dengan tiuki' illalan Buku Masero nakua:
HEB.2.6	“O Puang Allata'alla, akara inde ma'rupa taue, napolalan mukilalai Iko?
HEB.2.6	Bennara inde to linoe, napolalan muandaran liu?
HEB.2.7	Illalan attu sappalli' mupatanda rokko salapi
HEB.2.7	Anna mangkamo mupaokko' yao angngenan kamatandean anna ma'tandalangnganan.
HEB.2.8	Mubenganni kakuasaan la ungkuasai angga lako.”
HEB.2.8	Dadi, ianna dikua Puang Allata'alla umbeen kakuasaan ma'rupa tau la ungkuasai angga lako, kalembasanna angga lako tae' dengan tae' la nakuasai ma'rupa tau. Sapo moika anna susi too, ta'pa kawanan diita temo ma'rupa tau ungkuasai angga lako. 
HEB.2.9	Sapo taitami Puang Yesus ma'kuasa temo. Inde anna sae tama linoe, dipatanda rokko salapi sappai' anna la angganna malaeka'. Temo dipaokko'mi yao angngenan ma'tandalangnganan anna randan matande, aka mangkami ummolai kamasussaan lambisan mate. Angganna te maie napogau' ura'na pa'kamasena Puang Allata'alla lako kaleta anna malara mate ussonda angganna ma'rupa tau.
HEB.2.10	Puang Allata'alla umpadadi angga lako anna kalena napapiaan. Situru' pa'kuanna, la buda ma'rupa tau mendadi anakna la mangngala tawa illalan kamatandeanna. Iamo nangei innang la sipato' napatantu Puang Allata'alla la ummolai kamasussaan Puang Yesus anna mala mendadi To Ma'pasalama' tae' dengan sassana, to umbukai lalan kasalamasan anna malara dipasalama' ma'rupa tau. 
HEB.2.11	Annu Puang Yesus to usseroi ma'rupa tau mesa kabuttuan ma'rupa tau to diseroi. Iamo nangei tae' makadere' Puang Yesus ussa'bu' sa'do'doranni. 
HEB.2.12	Ma'kada Puang Yesus lako Puang Allata'alla nakua:
HEB.2.12	“La kupa'peassakangko lako angganna sa'do'dorangku,
HEB.2.12	anna la kutendengko illalan kombonganna petauammu.”
HEB.2.13	Anna nakuapa:
HEB.2.13	“Angga Puang Allata'alla kungei umpasande' kaparannuangku.”
HEB.2.13	Anna nakua polepa:
HEB.2.13	“Indemo'e sola angganna anak to napalessu' rokko lisu pala'ku Puang Allata'alla.”
HEB.2.14	Inde to nakuaan Puang Yesus anakke, sangngin ma'rupa tau innang to la mate. Iamo nangei umpoperrupa tau kalena Puang Yesus, anna malara illalan kamateanna mala umpa'dean kakuasaanna ponggawana setang to ungkuasai kamatean. 
HEB.2.15	Ia toi nangei umpasusii anna malara ullappasan ma'rupa tau dio mai kakuasaanna kamatean. Annu mengkalao dio mane dadi sae lako matena naposabua' kamareasan lako kamatean. 
HEB.2.16	Manassa anna tangngia malaeka' napamoloi, sapo peampoanna Abraham. 
HEB.2.17	Iamo nangei merrupa taumo Puang Yesus annu innang la umpa'pasusii sa'do'doranna illalan angganna kara-kara. Annu ianna susimo ma'rupa tau, malami mendadi Pongkena Imam, to lando ma'kamase anna matutu umpalako pengkaranganna Puang Allata'alla, anna mala digarri'i kasalaanna ma'rupa tau. 
HEB.2.18	Annu melolomi mangka ussa'dingan kamapa'disan inde anna disudie, napolalan la nabela umpamoloi ma'rupa tau to narua passudian.
HEB.3.1	Dadi, anggammua' sa'do'dorangku to masero to mangka natambai Puang Allata'alla, paalai manappaia' penawa Puang Yesus to taakui kumua Rasulna Puang Allata'alla anna Pongkena Imam. 
HEB.3.2	Inde Puang Yesus-e matutu tongan-tongan lako Puang Allata'alla to unturoi, susi Musa yolona matutu tongan-tongan umpalako pengkaranganna illalan banuanna Puang Allata'alla, battu' dikua illalan alla'-alla'na petauanna Puang Allata'alla. 
HEB.3.3	Sapo la sipato' Puang Yesus marru dipakasalle anna la Musa, susi to umpake'de' banua marru la dipakasalle anna la banua napake'de'. 
HEB.3.4	Annu angganna banua innang dengan tukan umpake'de'i. Sapo to umpapia angga lako angga mesa-mesanna Puang Allata'alla. 
HEB.3.5	Innang matutu ia Musa umpalako pengkaranganna illalan alla'-alla'na petauanna Puang Allata'alla sirapan mesa sabua' matutu umpalako pengkaranganna illalan banuanna puangna. Anna inde napogau' Musae umpa'peissanan la natula' Puang Allata'alla illalan allo la ditingngayona. 
HEB.3.6	Sapo Kristus matutu annu Anakna Puang Allata'alla to ummissanan asan angganna issinna banuanna Puang Allata'alla. Kitamoa' dikuaan issinna banuanna Puang Allata'alla ke tontong liui matoro penawanta anna kaparannuanta la untarima pa'pebenganna Puang Allata'alla.
HEB.3.7	Iamo too, susi tula'na Penawa Masero nakua:
HEB.3.7	“Ianna urrangngikoa' kadanna Puang Allata'alla allo temo,
HEB.3.8	daua' pomakarra' penawammu susi nenemu makarra' penawa
HEB.3.8	iato anna umbali sola ussandak-sandak Puang Allata'alla dio padang alla'o.
HEB.3.9	Ma'kada Puang Allata'alla nakua:
HEB.3.9	‘Diomo angngenan iatoo nangei ussandak-sandakna' nenemua' anna nasudi,
HEB.3.9	moi kenada ummitamo pa'pogau'ku lako kalena appa' tapulo taunna.
HEB.3.10	Iamo too anna kendekmo ara'ku lako tau iatoo
HEB.3.10	anna kukua: Innang pusa penawa tongan
HEB.3.10	anna moka unturu' lalangku.
HEB.3.11	Napolalan keara'na' lambisan kupa'pindai kukua:
HEB.3.11	Tae' la kupabeai ullambi' pelliwean kupatokanni.’ ”
HEB.3.12	O anggammua' sa'do'dorangku, dagai manappai indamu dengammoa' ma'penawa kadake anna tae' mangngorean lambisan umpemboko'ikoa' Puang Allata'alla Dewata tuo. 
HEB.3.13	Sapo la sipakilala-lalakoa' allo-allona, indana dengammo illalan alla'-alla'mua' pusa natumang kamoraian umpogau' kasalaan lambisan umpemboko'i Puang Allata'alla, bayuanna dengampa attu battu dikua “Allo temo.” 
HEB.3.14	Annu kitamoa' to mesa kappa' Kristus ke tontong liui matoto' kapangngoreananta sae lako allo ma'katampakanna susi kapangngoreananta parandukanna. 
HEB.3.15	Susi inde battakadanna illalan Buku Maseroe:
HEB.3.15	“Ianna urrangngikoa' kadanna Puang Allata'alla allo temo,
HEB.3.15	dau pomakarra' penawammu susi nenemua' makarra' penawa
HEB.3.15	iato anna moka unturu' Puang Allata'allao.”
HEB.3.16	Benna dikuan to urrangngi kadanna Puang Allata'alla sapo moka unturu'i? Angganna to napatette Musa illalan mai lembangna Mesir. 
HEB.3.17	Anna benna dikuan to narua ara'na Puang Allata'alla appa' tapulo taunna? To kasalaan lambisan mate dio padang alla'. 
HEB.3.18	Ma'pinda Puang Allata'alla nakua: “Tae' la kupabeai ullambi' pelliwean kupatokanni.” Benna nakuan? Angganna to moka manuru' lako kalena attu iatoo. 
HEB.3.19	Dadi manassa anna taissanan temo kumua tae' ullambi' pelliwean dipatokanni annu tae' mangngorean.
HEB.4.1	Pa'dandinna Puang Allata'alla la umpebeen pelliwean dipake liupi sae lako temo. Iamo too anna la tontongkoa' matangkin indamu dengammoa' tae' ullambi' angngenan iatoo. 
HEB.4.2	Annu mangkamikia' duka' dipalandasan kareba mapia susi mangka dipalanda' lako neneta. Moika anna mangkamo ditulasanni, sapo tae' dengan gunana lako kalena annu moka mangngorean. 
HEB.4.3	Annu kita to mangngorean la ullambi'ki' pelliwean iatoo, sapo lako to tamangngorean tae' dengan leleanna la nalambi', susi mangka natula' Puang Allata'alla nakua:
HEB.4.3	“Keara'na' lambisan kupa'pindai kukua:
HEB.4.3	Tae' la kupabeai ullambi' pelliwean la kupebeen.”
HEB.4.3	Moika anna innang dengammo pelliwean annu mangkami pengkaranganna Puang Allata'alla mangkanna umpadadi langi' anna lino. 
HEB.4.4	Annu dengan battakada illalan Buku Masero untula' allo kapitunna nakua: “Allo kapitunna nangei torro Puang Allata'alla annu dadi asammi pa'padadinna.”
HEB.4.5	Anna illalan inde battakadanna Puang Allata'allae nakua polepa:
HEB.4.5	“Tae' la kupabeai la ullambi' pelliweangku.”
HEB.4.6	Inde to yolo urrangngi kareba mapiae tae' ullambi' pelliwean annu tae' mangngorean. Sapo innang la dengan tau la ullambi' pelliwean la napebeen Puang Allata'alla. 
HEB.4.7	Annu innang mangkami napatantu Puang Allata'alla allo senga' la nangei ma'rupa tau ullambi' pelliwean, iamo: “Allo temo.”
HEB.4.7	“Ianna urrangngikoa' kadanna Puang Allata'alla allo temo,
HEB.4.7	daua' pomakarra' penawammu.”
HEB.4.8	Annu kela nabaa lakoi pelliwean ditula' temo Yosua neneta yolona, ta'mo untula' pole allo senga' Puang Allata'alla.
HEB.4.9	Dadi dengampi pelliwean la nabeen petauanna Puang Allata'alla susi Puang Allata'alla melliwe illalan allo kapitunna. 
HEB.4.10	Annu benna-benna untarima pelliwean nadandi Puang Allata'alla, tau iatoo torromi dio mai pengkaranganna,
HEB.4.11	Iamo too la tontongki' umpeang lalan anta malara ullambi' pelliwean nadandi Puang Allata'alla, indana dengammiki' tae' ullambi' pelliwean susi neneta natumang kataesanna mangngorean.
HEB.4.12	Annu battakadanna Puang Allata'alla battakada tuo anna ma'kuasa, mataran pole ia anna pa'dang mataran patomali, annu sirapan pa'dang dipentossokan mandalan tama batang kale lambisan umpa'dua penawa anna batang sunga', ullosa sae tama lesoan tarru' tama unak buku anna ummissanan pikki' anna pa'kua penawanta. 
HEB.4.13	Tae' dengan aka illalan lino la tibuni dio olona Puang Allata'alla. Annu makaleso asan angga lako dio olona to la tangei ummakui angganna pa'palakota.
HEB.4.14	Dadi temo ummampuimiki' Pongkena Imam randan matande, to mangka sae langngan tingngayona Puang Allata'alla yao langnganna langi', iamo Puang Yesus Anakna Puang Allata'alla. Iamo too anna la tontongki' ummanda'i kapangngoreanan mangka taakui. 
HEB.4.15	Annu Pongkena Imam taampui tangngia imam tae' ussa'dingan kamalammaanta. Sangngadinna mangkami ummolai sangga' rupanna passudian susi kaleta. Anggami tasisalai annu tae' ia dengan kasalaan. 
HEB.4.16	Iamo too ta'miki' la marea' urreke' tongkonan layukna Puang Allata'alla to sanda mamase, anta malara ullolongan tamba' anna pa'kamasena sola pantulunganna ke paralluki'.
HEB.5.1	Angganna Pongkena Imam yolo to dipile illalan alla'-alla'na ma'rupa tau anna dituro la ussonda padanna ma'rupa tau dio tingngayona Puang Allata'alla umpalanda' pa'petandona anna bua pemala'na ma'rupa tau la kagarrisanna kasalaanna. 
HEB.5.2	Inde Pongkena Imam-e to malamma duka' napolalan la naissan untembanan to tapaissan anna to pusa. 
HEB.5.3	Kamalammaannamo napolalan sipato' untunu bua pemala', tae' angga la kagarrisanna kasalaanna tau senga' sapo la kagarrisanna duka' kasalaanna.
HEB.5.4	Tae' dengan mesa ma'rupa tau la mala ummangka' kalena Pongkena Imam sapo naturopi Puang Allata'alla, susi Harun yolona.
HEB.5.5	Susimi duka' Kristus, tae' ummangka' kalena mendadi Pongkena Imam la naola untandean kalena, sapo melolo Puang Allata'alla untandeanni, annu nakua:
HEB.5.5	“Ikomo Anakku;
HEB.5.5	allo temo kupa'peassakan kumua: Kaomo Ambemu.”
HEB.5.6	Dengan polepi tiuki' illalan Buku Masero nakua:
HEB.5.6	“Ikomo la mendadi imam sae lako-lakona,
HEB.5.6	susi imam Melkisedek yolona.”
HEB.5.7	Inde anna illalampa lino Puang Yesus-e, sima'sambayang sola melau sitonda wai mata anna sarro langngan Puang Allata'alla to ma'kuasa la umpasalama'i dio mai kamatean. Anna naperangngii pelaunna annu mengkarea' langngan Puang Allata'alla. 
