MAT.1.1	Annayan mansùsùnufan na nginkanà an Jesu Cristu wi kanà David wi kanà ako Abraham.
GAL.5.25	Siyan, susunud, kapu ta Ispiritun Apudyus na nangatod ta makafiyakantaun Apudyus à tapin na padcha, masapur patkontau kumà siya ta annay atattakutau. 
GAL.5.26	Achitau pu kuma mamadpachayaw tan maid pu safalì lisortana nu achi afus na apos ya lawingi somsomòtau ta uchum.
GAL.6.1	Susunud, nu miyaspur wi ilasinyu wi fummasur na furunyu, chiayuy napigpigsan pammatina, ammayu fagfag-an à siya wi mamachang ta somsomòna ta ochasanan ustu. Ngim ilanyu ta foon à siyan makafasuranyu. 
GAL.6.2	Masapur man-asifachang-ayu tan amaschin mamtokantau ta illintog Jesu Cristu wi ananay man-asiay-ayattau. 
GAL.6.3	Nu siya ka nun ustu wi foon à kasapurnan sinumani fachang, turtulliyana kan long-agna. 
GAL.6.4	Waschi osay taku, masapur ammaana imanman na oy-oyyoona ta ilana nu ustu winnu foon. Tan nu ustu, sachi kuman lumagsakana ta achina iyisun iningwana ta ingwan na uchum à mangipachayawana ta long-agna ta taku. 
GAL.6.5	Tan waschi kuma osa somsom-onan kinakapsutna wi foon à kinakapsut na furunnan somsom-ona.
GAL.6.6	Na osa koy ifakà, sinuy matudtuchuwan ta ukud Apudyus, masapur koy ifingayana kuman sachi manudtuchun siya ta mafalinna.
GAL.6.7	Achiayu manturtulli, susunud, tan inaagkammun Apudyus na oy-oyyoonyu. Tan sinumani oyyoon na taku, apitona ko kan iningwana. Tan sinumani immuran na taku, siya kon apitona. 
GAL.6.8	Siyan nu oyyoon na takun pion na long-ag, ochasana kon fungan na sachi iningwana wi kachusaanà ing-ingkana. Ngim na takuy mangwa ta pion na Ispiritun Apudyus, ochasana kon mamfaru wi marpu ta Ispiritun Apudyus wi makafiyag an siyà ing-ingkana. 
GAL.6.9	Siyan achitau pu kuma mas-à wi mangwa ta mamfaru tan nu siyan oy-oyyoontau, chumatong na timpuy mangchasantau ta kunkunan losan chachi iningwatauy mamfaru. 
GAL.6.10	Siyan, susunud, na sanay atattakutau, ipapatitau wi mangwa ta mamfaru ta losani taku, sinchumallun chachi fufuruntauy mamati.
GAL.6.11	Saoni Pablo na mismuy mangiyug-is ta annay anungus na ifakà an chiayu. Ilanyun achakor na annay inyùug-is-u! 
GAL.6.12	Chachi mangipapilit wi mamarkaan na long-agyù manungparanyu ta lintog, siya kay anaponchan machayawancha. Ya amaschin oyyooncha ta achicha kuma mapalikatan kapu ta mamatiyanchan Jesu Cristu wi natoy ta kros. 
GAL.6.13	Ngim na katuttuwaana, uray chachi namarkaan na long-agcha, achicha pu tungparon losan na lintog! Pioncha kay wi mangipapilit ta amaschin chiayu, ta awad ipasikatcha wi pintogyu chicha. 
GAL.6.14	Ngim à saon, foon pù machayawà na anapò, tan maid uchum à ichayaw-u nu achi afus na natayan Aputauy Jesu Cristu. Tan kapu ta natayana, maid pu ayat-u ta uray sinumani nikakangay ta taku ta annay luta tan kattoi maid silfin na amaschin saon ta sana. 
GAL.6.15	Siyan maid pu karasinan chitaun namarkaan na long-ag winnu foon pun, tan na masapur kay, mafaliwan na somsomò. 
GAL.6.16	Siyan chiayuy manungpar ta annay intudtuchù, sapay kuma ta farfaruwon Apudyus na somsomòyu ya achakuwanà chiayu wi sachin màwa ta losani tuttuway takun Apudyus.
GAL.6.17	Siyan manipud ta sana, maid kuma makulikuran na somsomòu mipangkop ta annay itudtuchù. Tan impapatì wi mangwa ta pion Apu Jesus wi nginsanilun saon. Siyan napillapillatan na long-ag-ù mail-an na katuttuwaana.
GAL.6.18	Susunud, sapay kuma ta fadngan chiayu losan an Aputauy Jesu Cristu. Amen.
EPH.1.1	Saon à Pablo wi chinutukan Apudyus à man-apostoles Jesu Cristu. Annayan surat-un chiayuy takun Apudyus wi mangipapati wi mamatin Jesu Cristu ad asnati Efeso. 
EPH.1.2	Na iluwarù, ta fadngan chiayu losan an Amatauy Apudyus ya Apu Jesu Cristu, ya farfaruwoncha kon somsomòyu.
EPH.1.3	Kattòtau chaychayawon à Apudyus wi Aman Jesu Cristu wi Aputau tan na namatiyantaun Jesu Cristu inadchonan chitaun losani fumaruwan wi narpud langit wi impàwana ta Ispirituna. 
EPH.1.4	Tan ilanyun iningwana: Na chaanna pù mangwaan ta annayay luta, nar-usna piniliyan à chitaù man-anàna kapu ta nitapiyantaun Cristu. Siyan namfalinonà chitaù maapudyusan ya maid fasurtaun siya, wi maid pu safalì puun na sachi iningwanà para an chitau nu achi afus na ayatnan chitau.
EPH.1.5	Siyan nisisikud wi somsomò Apudyus wi manganà an chitau kapu ta natayan Jesu Cristu. Siyan kattoi naragsakan Apudyus na nangwaana ta sachi. 
EPH.1.6	Siyan chaychayawontaù siya kapu ta achakunan chitau wi maid pu miyisuwana, wi sachin nangipaaliyana ta anànay ay-ayatona! 
EPH.1.7	Ad mipakapu ko ta natayan Cristu wi nifùfuan na charana, nasubfuttau ad pinakawan Apudyus na fasurtau. Siyan maid pu miyisuwan na achakun Apudyus 
EPH.1.8	wi illiblinan chitau.
EPH.1.8	Ad na kinaraing Apudyus ya kinanungnungna, 
EPH.1.9	impaakammunan chitaun sikud wi puranunay pàwa mipangkop an Jesu Cristu wi foon pù naakammuwan ingkana ta sana. 
EPH.1.10	Annayan pinuranuna: Nu chumatong na ustuy timpu, mantitimpuyukon Apudyus na sinumani awad ad langit ya asnay luta ta siya man-apuchà Jesu Cristu.
EPH.1.11	Na losani màwa, màwa tan sachin simsimmò Apudyus wi màwa. Siyan nanipud ta chamchamun na sinuman, napipilliyantaù mantakuna wi mitapi an Jesu Cristu. 
EPH.1.12	Siyan chiani wi nisisikud na namnamani wi umalin sachi impustan Apudyus wi umali, chaychayawonnin kinafarun Apudyus!
EPH.1.13	Ad ta sana, chiayu koy uchum, iningwan Apudyus chiayu kò mantakuna ta nangngoranyu ta sachi tuttuway ukudnay Mamfaruy Chamag à masaraknifanyu. Ad na namatiyanyun Jesu Cristu, innadchon Apudyus na Ispiritunà makarong-ag akon chiayu wi sachin impustanà manuttuwaan wi takunà chitau losan. 
EPH.1.14	Na nakarong-akan na Ispiritun Apudyus an chitau, sachin manuttuwaantau wi adchon Apudyus na losani impustanan chitaù tapin na padcha, ya aran chitau ko ad langit. Siyan chaychayawontaun kinafarun Apudyus!
EPH.1.15	Siyan nanipud ta chamuy nangngorà wi namatiayun Apu Jesus ya chakor na ayatyu ta losani takun Apudyus, 
EPH.1.16	maid pu pagpag na yaman-un Apudyus mipakapun chiayu. Na losani malluwaruwà, kanayun-u somsom-on à chiayu, 
EPH.1.17	ya iluwarù an Apudyus wi isag machaychayawi Amatau, wi Aman akon Aputauy Jesu Cristu, ta adchan chiayù kinaraing à marpu ta Ispirituna, ya ta ipaakammuna kon chiayun losan wi mipangkop ta kina-Apudyusna ta maaawwatanyu. 
EPH.1.18	Ya iluwarù ako ta lawakan Apudyus na somsomòyu ta lumawag na mangilasinanyu nu sinun sachi wi losantau namnamaon wi awaton à tapin na padcha kapu ta namiliyanan chitau, ya ta maawatanyu kon kinaachu ya kinafarun na adchona ta takuna, 
EPH.1.19	ya kinapigsan na mannakafalin Apudyus wi mangiturung an chitauy mamati tan maid pu miyisuwana. Na sachi mannakafalinna wi mangiturung an chitau, siya ko kan mannakafalinna wi impailana 
EPH.1.20	ta nangipauliyana nanakuwan an Jesu Cristu ta natayana, ya nangipatùchuwanan siya ta apot ta chiwawannad langit. 
EPH.1.21	Siyan nanipud ta lugrukin na lufung ya à ing-ingkana, maid pu miyisuwan na kinangatun Jesu Cristu, tan siyan kangatuwan na losani mannakafalin wi manturay ad asnay luta ya uray ad langit, tan siyan angatuwan na losani ap-apu ya losani aran ya uray sinuy ifakan na taku. 
EPH.1.22	Tan iningwan Apudyus à Jesu Cristù man-apun na losan ya iningwana kò siyà pinakaurutau wi mamati. 
EPH.1.23	Ad na losani mamati, chichan pinakarong-agna. Ad na losani awad an Jesu Cristu wi uru, makafingaytau ko wi long-agna.
EPH.2.1	Na chaanyu pù mamatiyan an Jesu Cristu, maid pu namnamayù mitapin Apudyus, tan isuayù nanattoy an siya kapu ta fasuryu. 
EPH.2.2	Ad na sachi, tinuradyun ukalin na foon pù mamati, ad pintogyu kon pion Satan wi siyan mangituray ta sana ta chachi mannakafalin wi achi pu maila ya losan akoy foon pù mamati. 
EPH.2.3	Ya uray à chiani wi Judio, sachi kon iningwani ta chaanni pù mamatiyan an Jesus, tan iningwanin farangnay pion na long-agni ya sinumani chinumtong ta somsomòni. Siyan maid pu karasinan chiani wi Judio tan sikuchi lobfongni ko wi machusa, wi isun na kachusaan na losani foon pù mamati.
EPH.2.4	Ngim à Apudyus, maid pu miyisuwan na ayatnan chitau, ya maid pu ko miyisuwan na kaasina, 
EPH.2.5	tan uray nu isutaù nanattoy an siya ta chaantau pu mamatiyan, tinakuna chitau mipakapun Cristu. Siyan kaasina kan nanaraknifanan chitau. 
EPH.2.6	Siyan na sana, kapu ta nitapitaun Jesu Cristu, impangatun Apudyus chitau ko wi makaturay an Jesu Cristu ad langit ta kinangatuna. 
EPH.2.7	Sachin iningwan Apudyus à mangipail-anà ing-ingkana ta kinachakor na ayatnan chitau ya sayaawna wi maid miyisuwana. Na puun na sachi, Jesu Cristu. 
EPH.2.8+EPH.2.9	Siyan kaasin yakay Apudyus na nasaraknifantau ta namatiyantaun Jesu Cristu, wi foon à kinafarun na iningwatau, tan illiblin Apudyus na nitapiyantaun siya. Siyan maid pu mafalini ipaspas-ar na sinumani taku ta mitapiyanan Apudyus. 
EPH.2.10	Tan Apudyus yakan nangwà mitapiyantaun siya ta namatiyantaun Jesu Cristu. Ya finaliwanan somsomòtau ta makàwatau ta mamfaruwona, wi sachin kakaranay nangwan chitau ya simsimmòna wi sachi kuman oyyoontau.
EPH.2.11	Siyan chiayuy foon à Judio, achiyu kuma maliwatan wi niyanàayù foon pù tuttuway takun Apudyus, ad man-iyaamisni chiayu tan maid pu markan Apudyus an chiayu. Ngim na katuttuwaan, foon à Apudyus na mangwa ta sachi marka, tan taku kay. 
EPH.2.12	Siyan na chaanyu pù mamatiyan, maid pu inakammuyu mipangkop an Jesu Cristu ya foon pu kò nifilang-ayun chiani wi kanà Israel wi piniliyan Apudyus. Ad maid pu ko ay-ayanyu ta inturag Apudyus wi impustana adchon an chiani. Ya maid pu ko namnamayù mafadnganyun Apudyus ta sanay mafiyakanyu tan maid akammuyun siya. 
EPH.2.13	Ngim safali ta sana, tan uray maid akammuyun Apudyus ta sin-arkawan, nitapiayun siya kapu ta charan Jesu Cristu wi nifùfù ta natayana.
EPH.2.14	Siyan Jesu Cristun nangwa ta nantitimpuyukantau wi Judio ya foon à Judio wi nan-ossaanon chitau mansusunuchon tan inaannan nangkukuraantau. 
EPH.2.15	Na natayana, inaanan Lintog na Judio ya liglamintuna, tan siyan nangkukuraantau. Siyan na sana, uray chuway karasitauy taku wi Judio ya foon à Judio, nansusunudtau nan-ossaan ta nitapiyantaun siya. Ad sachin nantitimpuyukantau.
EPH.2.16	Siyan na natayan Jesu Cristu ta kros, siyan naaanan na nangkuraan na Judio ya foon à Judio, ad sachin nantimpuyukona nan-ossaanon chicha nangulinon losan an Apudyus. 
EPH.2.17	Siyan na ummaliyan Jesu Cristu, itudtuchunan mantitimpuyukantau an Apudyus, wi uray chiayuy foon à Judio wi achayun Apudyus ya chiani koy Judio wi naawakan à takun Apudyus. 
EPH.2.18	Ad na sana, losantau wi uray Judio ya foon à Judio, fadngan na Ispiritun Apudyus chitau losan wi mitapin Apudyus kapu ta iningwan Jesu Cristu.
EPH.2.19	Siyan chiayuy foon à Judio, uray nu foon pù faryan chiayun Apudyus ta sin-arkawan, imfilang Apudyus chiayù takuna ya inanà chiayu ta mitapiayu losan ta chachi uchumi mamati wi faryanna. 
EPH.2.20	Na aligna, chitau losan na isù foroy Apudyus wi iingkawan na Ispirituna. Siyan à Jesu Cristu na isù nisaachan na foroy, ya chachi profetas ya apostoles, isuchà tuud na foroy tan chichan ummunay nangipaakammu ta mipangkop an Jesus, 
EPH.2.21	ad na losani mamati, chichan isù takiaran na foroy. Ad à Jesu Cristu na mamangchon ta manchartuman na losani takiara ta makaofanà osà naapudyusani foroy. 
EPH.2.22	Siyan kapu ta nitapiyanyun Jesu Cristu, chiayu kon isù takiara wi usaron na Ispiritun Apudyus wi mangwa ta fumroyan Apudyus.
EPH.3.1	Siyan saoni Pablo wi mansilfin Apudyus, nafaruchà kapu ta nantudtuchuwà ta mipangkop an Jesu Cristu an chiayuy foon à Judio à mafadnganyu. 
EPH.3.2	Ad chichingngoryu wi impafiyang Apudyus an saon na mangipaakammu ta kaasina an chiayù fumaruwanyu. 
EPH.3.3	Tan foon pù nipaakammun mipangkop ta nitapiyanyuy foon à Judio an Apudyus ingkana ta sana, ngim impailan Apudyus an saon ad siyan isurat-un chiayu ta sana. 
EPH.3.4	Siyan nu fasaonyun annaya, acharonyun maawatà ta sachi puranun Apudyus mipangkop an Jesu Cristu wi foon pù nipaag-akammu. 
EPH.3.5	Tan nanipud ta sin-arkawan, maid takù nangakammu ta sachi puranun Apudyus, ngim na sana, impaakammun na Ispiritun Apudyus an chiani wi piniliyanay man-apostolesna ya profetasna. 
EPH.3.6	Siyan annayan puranunay foon pù nipaag-akammu: Na sana, chiayuy foon à Judio, makafingay-ayu ta losani adchon Apudyus an chiani wi Judio, ya mifilang-ayu kò long-ag Jesu Cristu ya makafingay-ayu ko ta losani impustan Apudyus mipakapun Jesu Cristu. Sachin nàwan chiayu kapu ta namatiyanyu ta Mamfaruy Chamag.
EPH.3.7+EPH.3.8	Uray nu saon na kafafaani takun Apudyus, iningwanà saon à mansilfin siya tan inadchà à karobfongà wi mangitudtuchu ta Mamfaruy Chamag an chiayuy foon à Judio. Ad sachin impurang Apudyus an saon à mangiwarawakà ta kaasin Jesu Cristu an chiayu wi maid miyusuwana. 
EPH.3.9	Ad na osa koy imfakan Apudyus, ta ipakaawat-u ta losani taku na oyyoon Apudyus wi mangipacharan ta sachi puranuna wi foon pù nipaag-akammu. Tan à Apudyus wi nangwa ta losan, achina pu impaag-akammun sachi puranuna ingkana ta sana. 
EPH.3.10	Siyan uray na losani mannakafalini turay ad langit wi achi pu maila, maid akammucha ta kaskaschaaw wi kinaraing Apudyus, tan na pion Apudyus, chitauy mamatin Jesu Cristu na mangil-ancha ta kinaraing Apudyus wi maid miyisuwana. 
EPH.3.11	Na sachi puranun Apudyus, nisisikud ta somsomòna, ad à Aputauy Jesu Cristu na lummoswaana losan. 
EPH.3.12	Siyan na sana, kapu ta namatiyantaun Jesu Cristu ya nitimpuyukantaun siya, foon pù umogyattauy mangifaka an Apudyus ta sinumani ifakatau. 
EPH.3.13	Siyan achiayu kuma machismaya kapu ta annayay mapalikatà mipangkop ta itudtuchù an chiayu, tan anusà losan à fumaruwanyu.
EPH.3.14	Nu somsom-ò losan na iningwan Apudyus wi Amatau, mampalintumongà wi manaychayaw an siya, 
EPH.3.15	wi siyan puun na asinchuwan, ya siya kon Aman na losan, uray ad langit ya asnay luta. 
EPH.3.16	Ad na iluwarù an siya wi angatuwan wi maid pu makasomsomò ta mannakafalinna, ta papigsaonan somsomòyu losan kapu ta Ispirituna, 
EPH.3.17	ya ta ingkaw à Jesu Cristu ta somsomòyu kapu ta pammatiyun siya. Ya iluwarù ako ta lumamut ta somsomòyun man-asiay-ayatanyu 
EPH.3.18	ta awad karobfonganyuy mangawat ta kinapigsan na ayat Jesu Cristu an chitau. Ya foon pu kà chiayu ngim uray losani takun Apudyus ta maawatancha losan na ayat Jesu Cristu wi maid miyisuwana. 
EPH.3.19	Uray achitau pu makasomsomò ta kinapigsan na ayat Jesus an chitau, iluwarù ta machog-achog-an kuman maawatanyu ingkanà miyukali an chiayu na kina-Apudyus Apudyus.
EPH.3.20	Uray sinumani ifakataun Apudyus, mafalini ad-achun oyyoona nu ifakatau tan maid pagpag na karobfongana, tan uray na achitau pu makasomsomò, mafalin an siya. Ad na mannakafalinna ko, man-iwaar an chitau à mafadngantau. 
EPH.3.21	Siyan losantauy mamati, chaychayawontaù Apudyus à ing-ingkana mipakapun Jesu Cristu ya mitapiyantaun siya! Amen.
EPH.4.1	À saoni Pablo wi nafarud kapu ta manursurutà an Apu Jesu Cristu, na ifakà an chiayu, iyafainyù Apudyus wi namilin chiayu. 
EPH.4.2	Na oyyoonyu, masapur wi ipafafayun long-agyu wi achiayu mampadpachayaw ya masapur akoy man-asiinnanus-ayu tan sachin mangipail-anyu ta man-asiay-ayatanyu. Ad anusanyun illachun na fufurunyu ya anayunonyu pakawanon chicha. 
EPH.4.3	Ya ipapatitau ko wi mangwa ta pion na Ispiritun Apudyus ta achitau pu chachailon na timpuyugtau wi narpun siya.
EPH.4.4	Os-osàan na long-ag Jesus wi chitau, ya maid pu osà long-ag à achi pu man-asiinnawat. Ya os-osàan akon Ispiritun Apudyus wi nakarong-ag an chitau losan. Ya os-osàan akon losantau namnamaon wi awaton à tapin na padcha kapu ta namiliyan Apudyus an chitau wi sachin mannaynayuni fiyag. 
EPH.4.5	Ad uray achutau, os-osàan na Aputau wi siyà Cristu. Ya os-osàan akon charan ta mapati à mitapiyantaun Apudyus. Ya os-osàan akon singyar à maifag-an ta nitapiyantaun siya wi funyag. 
EPH.4.6	Ya os-osàan à Apudyus wi siyan angatuwan ta sinuman, ya siya kon Aman na losani mamati. Ya à siya, iingkaw an chitau losan ya man-iwaar akon chitau losan.
EPH.4.7	Siyan tuttuway os-osàan na patiyontau wi siyà Jesu Cristu. Ngim foon pu kà os-osàani karasi na karobfongan na inadchonan chitauy mamati, tan inadchan Jesu Cristu na waschi osan chitaù karobfongan. 
EPH.4.8	Nifakan sachi ta ukud Apudyus wi impaiyug-isna ta awi:
EPH.4.8	“Na nangulinanad langit,
EPH.4.8	achun inawitnay farud,
EPH.4.8	ya inadchona kon karobfongan na losani taku.”
EPH.4.9	Ad sinun mining na ananay nangulin ad langit? Na miningna, kapilitani ummali ummunad asnay luta, tan tanako anani nangulin ad langit nù? 
EPH.4.10	Siyan maid pu safalì nangwa ta sachi nu achi afus à Jesu Cristu wi siyan ummalid asnay luta achiwot mangulin ad langit. Siyan na sana, sinumani lukar awad à siya.
EPH.4.11	Ya achu kon inadchonay karobfongan na takù mafadngan na namatin siya, tan iningwanan uchum à man-apostoles, ya karobfongan na uchum wi mangifaka ta ukud Apudyus wi ananchay profetas. Ya inadchona kon karobfongan wi mangiwarawag ta Mamfaruy Chamag ya karobfongan wi mangayyuwan ta namati ya manudtuchun chicha. 
EPH.4.12	Na kakaran Jesu Cristu wi nangatod ta chachi nan-ob-ofot wi karobfongan, ta waschi osay mamati orognay mangwa ta pion Apudyus à pumigsaan na pammatina ta man-ossaan à long-ag Cristu. 
EPH.4.13	Na màwa kuma, machogchog-an na pammatitau ya akammutau mipangkop ta Anà Apudyus ta matimpuyug na pammatitau ingkanà miyustuustu wi miyisutau an Jesu Cristu.
EPH.4.14	Nu sachin màwan chitau, tuttuway foon pù isutaù an-ananà wi mallasuy maawis ta sinumani adchatuy tudtuchu, ya achitau pu ko maturtulliyan ta chachi masmasikap wi mansabsafalin itudtuchucha. 
EPH.4.15	Tan na oyyoontau, ug-ugkuchontaun katuttuwaan wi achitau pu kuma fumchù wi mangifaka, ta ipailataun ayattau. Tan masapur miyisutaun Jesu Cristu ta losani oyyoontau tan siyan urutau. 
EPH.4.16	Ya siyan mangimanihun chitauy pinakarong-agna, wi urat na mamangchon ta mansilsilpuwan na losani partin na long-ag. Ad nu oyyoon na waschi osay partin na long-ag na fiyangna, pumigsa ya chumakor na long-ag. Siyan amaschi kuman oyyoontauy long-ag Jesu Cristu ta pumigsan timpuyugtau ya pammatitau kapu ta man-asiay-ayatantau.
EPH.4.17	Siyan na itudtuchù an chiayu wi imfakan Apu Jesu Cristu an saon, masapur achiyu turachon na oy-oyyoon chachi foon pù mamati, tan à chicha, siya kay surutoncha afus na awad ta somsomòcha wi maid pu silfina 
EPH.4.18	tan foon pù narawakan na somsomòcha. Ya maid fingaycha ta fiyag wi adchon Apudyus, tan maid akammucha ta mipangkop an siya. Tan siya kay ipapilitcha oyyoon na pioncha. 
EPH.4.19	Siyan naaan na losani faincha ya tuttuway achicha pù ait makatingngil ta lawing wi pion na long-agcha wi oyyoon wi afafain ya narafos na somsomòcha ta sinuman.
EPH.4.20	Ngim à chiayu, foon pù sachin inacharyu mipangkop an Jesu Cristu. 
EPH.4.21	Tan chingngoryu met na mipangkop an siya ya turachonyu kon katuttuwaan wi intudtuchuna. 
EPH.4.22	Ad siyan masapur wi man-awichanyu losan na lawingi ukaliyu wi tinuradyu ta chaanyu pù mamatiyan, tan na chachi ukali, sachin maturtulliyan na long-agyu ya machachailana. 
EPH.4.23	Na masapur ta sana, mafaliwan na somsomòyu 
EPH.4.24	wi aranyun mamfaruy somsomò wi marpun Apudyus wi isù niyanàayu asin à faruy taku. Tan na sachi marpun Apudyus, nacharus ya nalimpiw.
EPH.4.25	Siyan masapur wi achiayu man-asituli, ta afus na katuttuwaan à ukuchonyu, tan man-am-amungtau losan à osà long-ag Jesus. 
EPH.4.26	Ad nu awad umog-otanyu, annachanyu ta achi siyan fumasuranyu. Ya achiyu ko sosom-on na og-otyu, ta sin-aitan kuma ad naaan. 
EPH.4.27	Ya achiyu iparufus wayaan na mangkuliyan Satan ta somsomòyu. 
EPH.4.28	Nu awad osà man-aakaw, masapur iyakayna ta mallabfu ta ustuustu ta awad mangar-anà masapurna ya ifachangna ta chachi makasapur à fachang. 
EPH.4.29	Achiayu ko man-ukud à lawing, tan na ukuchonyu kan makafachang ta chachi mangngor, ta pumigsan somsomòcha mipangkop ta mamfaru. 
