GEN.1.1	 Khangla Mühghaüei müh si kaodak yaükei. 
2PE.3.8	Kü thangbou shuong, kanei ho tema: Bunyubou yoa chalou che kho po hajar che tegü hoba po hajar che kho chalou che tegü ki. 
2PE.3.9	 Ho mütshuongei dambü tegü Bunyubouei haoeibü thekubü loushadtila maang yaangkei ji. Haoei kan to haisühda hoba aokei mautimang asühda. Haoei müt pendou maangpon sepeibü to loutimang sühda. 
2PE.3.10	Kokbü che tegü Bunyubou Chalou loulabü. Ladang kho loulaje mühshuong kho langh langko mauan aplabü hoba khanshoulitshou shuong aubüei tühnyinlabü. Hobaje kaodak hoba khonei kibü ajanjan pendou joulep lo? 
2PE.3.11	Mühnyu kaonyu khümbo kho tegütham tühnyinlabü yingalonga, kankei ailaibü müt yingla? 
2PE.3.12	 Kanei Mühghaü Chalou loubü haiyeijinei hoba hao tongde lousühtimang sühjinei, kan saopobü hoba khümbo kubü langkei kijan. Kho Chaloua mühshuong wana lontilabü hoba khanshoulitshou shuong aubüei dühlettilabü. 
2PE.3.13	Lausikei Mühghaüei sen la saopobü shuong kishang chem, khuthük haanbü hoba kaodak haanbü che thekuakei. Senei khübü chüheida.
2PE.3.14	Hibü sanoubü jenabou shuong, kanei khübü haüthükbü haiyeijinei hao yoa hinseibü hoba nali atheko haksoa haptila haujemashi. 
2PE.3.15	Kan khümentila jihsiphai kuko seneibü Bunyubouei natenbü kho damanchühshi.
2PE.3.15	Seneibü jaisina Pauleikei hao la kubü songsihonei kan to dokei. 
2PE.3.16	Maimaitham habü shangabü lauko haoeibü le pendoua haoei dokei. Khünei ngühkung atje ditenla sekakei, hoba angebü hoba tak ashatbü danei jembü maulabü lele, ailai lubü Lai shuong haoenei khüpeilangeitida kho tegü habükei süktinongtida.
2PE.3.17	Lausikei kan, ngeibü jenabou shuongje mudonga maangsangtia. Hibü, kan amaibü mütshuongeibü ngühei leilangan, kan jembü kaangbü younak ka üatetla maangsangashi. 
2PE.3.18	Lausikei seneibü Bunyubou hoba Khümenbou Jisu Khrista onou hoba ngebüa chingashi. Hao to tou hoba ponpen soneikangbü yingshi. Amen.
1JN.1.1	Küneibü nyekchüh kho langkei ngüh ki. Büngla khangla ai kikei, künei ai ditkei, künei küneibü nyekei ai hapbei, küneibü nyekei ai to chühkei hoba küneibü ikei ai to meitikei, kho künei kan to phinthonda. 
1JN.1.2	Langkei kho tang khitkei; künei khohapa, künei kho aukabü künda, hoba thon akibü langkei laobou Mühghaü yoa kikei hoba kün to tang khitkei kho künei kan to
1JN.1.2	phinthonda. 
1JN.1.3	Kün yoa kankei himjam kila shanga künei ai hapa hoba dida, kho künei kan to phinthonkuda. Küneibü himjam kho Bou yoa hoba Shou Jisu Khrista yoa ki. 
1JN.1.4	Hobaje küneibü olin penbüsoubü nayeila shanga künei habü ngüh doda.
1JN.1.5	Künei laobou ngühlang hao ka ditkei hoba tou kan to lenda kho ho: Mühghaü kho ngesakbü hoba hao to nakthüh hansho ongkei aki. 
1JN.1.6	Senei sen hao yoa himjam kia dogo lauan nakthühbüa paisije sen yepeida hoba ngühmai kho ajungeida. 
1JN.1.7	Hao lai ngesakbüa ki kho tegü sen ngesakbüa paialonga sen jenabou si jenabou himjam ki, hoba hao Shou Jisueibü siiei sen shabü pendou ka saüenkuda. 
1JN.1.8	 Senei sen to shabü aki laualonga senei sen lolo huonetda, hoba ngühmai kho sen to aki. 
1JN.1.9	 Senei seneibü shabü theleda longa, haoei sen la seneibü shabü apbulabú, hoba asaopobü pendou ka sen saüenkulabü, aishanga hao maanglemenbü hoba saopobü ki. 
1JN.1.10	Senei shabü ashon dogo laualonga senei hao yepeibü la yeitida hoba hao ngüh kho sen to aki.
1JN.2.1	Kü shousi shuong, kanei shabü ashontila shanga ngei ho kan to doda. Müt atei shabü shona tegükei Bou to sen shanga sukujakulabü saopobü müt che kia. Kho Jisu Khrista. 
1JN.2.2	Hao sen shanga shabü angbou ki; seneibü shabü ong aying, lausikei kaodak khümboeibü shabü shanga ki.
1JN.2.3	Senei hao ngühkhüm jungeisije senei hao ngeakei dogo chong- chingla thükkei. 
1JN.2.4	Aoei “Ngei hao ngeakei,” dogo lauan hao ngühkhüm ajungeida, hao kho yepeibü hoba ngühmai kho hao to aki; 
1JN.2.5	lausikei Mühghaü ngüha lebou müteibü langkeia ong Mühghaü to sanoubü pentisoutida. Khoei ong sen Mühghaüeibü dogo ngeda. 
1JN.2.6	Müt atei ngo Mühghaü to kida dogo laualongaje haokei Jisu Khrista lai kikei kho tegü kijan.
1JN.2.7	Sanoubü thangbou shuong, ngei kan jungto ngühkhüm haanbü che doda aying, lausikei khangla kanei ai ngühkhüm hapbei kho doda. Hangbü ngühkhüm kho kanei ditbü ngühlang kho ki. 
1JN.2.8	Ngühkhüm haanbü che ngei kan jungto doda. Kho ngühmai Khrista to hoba kan to hapda; aishanga nakthüh dankhümda hoba tükdebü ngesakbü kho hauakei. 
1JN.2.9	Aoei hao ngesakbüa kia dogo lauda hoba jembü jaisina mangsenda, hao toukei nakthühbüa kia. 
1JN.2.10	Aoei jembü jaisina sanouda hao ngesakbüa ki, hoba hao to phaiyetlabü ai aki. 
1JN.2.11	Lausikei aoei jembü jaisina mangsenda hao nakthüha ki hoba nakthüh phanga paida; hao lae haudaje haoei angekei, aieilausi nakthühei haoeibü nyek thutia.
1JN.2.12	Ngei kan to shousi shuong dogo doda, aieilausi hao nyen laüa kaneibü shabü apbua. 
1JN.2.13	Ngei kan to bousi shuong dogo doda, aieilausi kanei amaibou kho thükena. 
1JN.2.14	Ngei kan to shousi shuong dogo doa, aieilausi kanei khangla thama ao kikei hao ngeakei. Ngei kan to heshou shuong dogo doa, aieilausi kan hau kia hoba Mühghaü ngüh kan to kia, hoba kanei amaibou kho thükena.
1JN.2.15	Kaodak ayingsi kaodaka kibü peitoleito tesanou. Atei kaodak sanoualonga hao to Bou to sanoubü aki; 
1JN.2.16	 aishanga kaodaka kibü phe dühbü, nyekei dühbü, hoba kibükeibü shanga yonglam lilibü pendou Bou ka aying, lausikei kaodak ka louda. 
1JN.2.17	Kaodak hoba khoei müteibü nyekdüh maangdüh senyüh shemtila kubü pendou dankhümda; lausikei aoei Mühghaü maangangbü kümda hao ponpen thon akiko kilabü.
1JN.2.18	Nashousi shuong, tou ho thonbü angh ki. Kanei Khrista Khulimbou louada dogo dida, hoba maimaitham Khrista khulimbü juong longan apa. Khoei senei thonbü angh kho lousüha dogo ngeda. 
1JN.2.19	Haoen sen ka satkei lausikei haoen seneibü aying; haoen seneibü tegüje haoen sen yoa ong khüpbhoulabü. Haoen satan apbü khoei haoen aokei seneibü aying dogo shangashattida. 
1JN.2.20	Lausikei Saopobüei makenko pienbü kho kan ki, hoba kan pendouei ngühmai ngebü ki. 
1JN.2.21	Ngei kan to kanei ngühmai ange dogo dokei aying, lausikei kanei kho ngeakei, hoba ngühmai aikei yepeibü alongda dogo kanei ngebü shanga dokei.
1JN.2.22	Jisu kho Khrista yingkei dogo atheletbü to liman yepeibü ao ki? Kheibü müt Khrista khulimbou ki; haoei Bou si Shou ham atheletda. 
1JN.2.23	Hobaje aoei Shou atheletda hao Boueikei konga; aoei Shou sungletda haoei Boukei ki. 
1JN.2.24	Kanje khangla kanei ai ditkei kho kan to thüngtiashi. Kanei khangla ai ditkei khonei kialongaje, kanei Shou hoba Bou to kei thangjambüa kilabü. 
1JN.2.25	Ho haoei sen to thekubü thon akibü langkei ki.
1JN.2.26	Aoyouei kan ayinglam to leilangmang sühda, haoen shangabü ngei habü ngüh kan to doa. 
1JN.2.27	Hao ka kanei ai naangenko pienbü hapbei, kho kan to kisije, aoeikei kan la lenla akhamda. Haoei kan naangenko pienbü khoei kan la ajanjan pendou shangabü lenda; hoba haoeibü lenbü kho ngühmai, hoba ho yepeibü aying. Hibü haoei kan to lenbü tegü hao yoa thangjambo kishi.
1JN.2.28	Hobaje tou, nashousi shuong, hao tang khitjinei sen maang khailabü, hoba hao loujinei hao thedanga ihimoula shanga hao to kishi. 
1JN.2.29	Kanei hao saopobü ki dogo ngesije, aoei ong janbü kümda hao kho Mühghaü ka bukbü ki dogo kanei ngekei.
1JN.3.1	Sen to Mühghaü shousi shuong dogo ngalabü lele Bouei sanou lenenbü kho maangpanglabü latetche. Hobaje sen hao shousi shuong ki! Kaodakei sen angebü tetlabü kho kaodakei hao ange. 
1JN.3.2	Sanoubü jenabou shuong, sen mudonga Mühghaü shousi shuong ki, lausikei sen ailai yinglabü kho tang mokhit. Senei ngeakei, ladang hao tang khitlaje sen hao maimai kilabü, aishanga hao ailai ong ki, kho tegü senei hao haplabü. 
1JN.3.3	Aoyouei Khrista to kho maanglem ki, Khrista lai hinseian ki haokei kho tegü jembü lolo saüenda. 
1JN.3.4	Aoyouei shabü shonda ngühkhüm lulimda; aishanga shabü kho ngühkhüm tubou ki. 
1JN.3.5	Shabü künlangla hao tang khitkei dogo kanei ngeakei, hoba hao to shabü aki. 
1JN.3.6	Ao hao to kida haoei shabü ashonda; aoei shabü shonda haoei Bou ühüpbei, ayingsi haoei hao angekei.
1JN.3.7	Nashousi shuong, kan aolakei ayinglam to teleilangti. Aoei sao- pobü jungeida hao kho saopobü; 
1JN.3.8	lausikei aoei shabü jungeida hao shabü mühghaüeibü, aishanga shabü mühghaüei khanglathama shabü shonko loukei. Shabü mühghaü kümsilei mautilabü nyek- chüha Mühghaü Shou tang khitkei.
1JN.3.9	Mühghaü ka bukbü shou aoeikei shabü ajungeida, aishanga hao to Mühghaü haang ki; haoei shabü langkei kila athük, aieilausi hao Mühghaü ka bukbü shou ki.
1JN.3.10	Mühghaü shousi shuong si shabü mühghaü shousi shuong hoei bangnyinda: aoyouei saopobü ajungeida ayingsi haoeibü jaisinasi shuong to asanouda, haoen Mühghaüeibü aying.
1JN.3.11	Aishanga senei jenabou si jenabou sanouyojan dogo laubü ngühlang kanei khanglathama dida. 
1JN.3.12	Kain amaiboueibü kiteikei hoba haoei haona haitikei, hao tegü ayingjan. Haoei aila haitikei? Aieilausi haoeibü kümsilei shuong kho amaibü hoba haonaeibü kümsilei shuong kho saopobü kiteikei. 
1JN.3.13	Jaisinasi shuong, kaodakei kan mangsenalonga, maang tepang. 
1JN.3.14	Sen haibü ka langkeishang to khada dogo senei ngeakei, aieilausi senei seneibü jaisinasi shuong to sanouda. Aoei asanouda hao haibüa kia. 
1JN.3.15	Aoei haoeibü jaisina to mangsenda hao müt haitibou ki, hoba müt haitibü aokei hao to thon akibü langkei aki dogo kanei ngeakei. 
1JN.3.16	Senei sanou ngea, aieilausi Khristaei sen shanga hao langkei phoyokei. Seneikei seneibü jaisinasi shuong shanga seneibü langkei apyojan. 
1JN.3.17	 Ao mütei nyaksinam kian haojai haonaje khambokei hapda lausikei ik asengda, hao to Mühghaü sanou lai küman kila? 
1JN.3.18	Nashousi shuong, seneibü sanou kho ngühkongje ayingjan; kho kümsilei hoba ngühmai yingjan.
1JN.3.19+1JN.3.20	Khoei ong sen ngühmaieibü ki dogo lenenlabü, hoba ainei ong seneibü maangponei sen yuktida kheijinei sen lolo hao thedanga han shangashattida; aishanga Mühghaü kho seneibü maangpon to yaangbou hoba haoei pendou ngekei. 
1JN.3.21	Sanoubü jenabou shuong, seneibü maangponei sen ayukti longa sen Mühghaü jungto maangyaangko loula thükakei, 
1JN.3.22	hoba hao ka senei hibü pendou haplabü, aieilausi senei hao ngühkhüm jungeida hoba hao maanghaibü kümda.
1JN.3.23	Haoei sen la kubü ngühkhüm: hao Shou Jisu Khrista to mailemlabü hoba haoei sen la sakkubü tegü jenabou si jenabou sanouyolabü kho ki. 
1JN.3.24	Aoei Mühghaü ngühkhüm jungeida hao Mühghaü to kida, hoba Mühghaü hao to kida. Hobaje haoei sen la kubü Soushou danko hao sen yoa kida dogo senei ngekei.
1JN.4.1	Sanoubü jenabou shuong, soushou pendou to maitelem, lausikei haoen Mühghaü ka yinglaoje takteiashi, aishanga amlangbü thuseibü juongnyu kaodak to aa. 
1JN.4.2	Kanei Mühghaü Soushou honei shenlabü; Jisu kho müt tegü loubü Khrista ki dogo sungletbü soushou weko kho Mühghaü ka ki, 
1JN.4.3	hoba soushou laobouei ong Jisu asungletda kho Mühghaü ka aying. Kho Khrista Khulimbü kümsilei ki; hoba kanei hao louada dogo dida; tou mangkei hao kaodaka kia. 
1JN.4.4	Nashousi shuong kan Mühghaüeibü ki, hoba kanei amlangbü thuseibü thükena, aieilausi kaodaka kibou toje kan to kibü Mühghaü Soushou kho yaangbou ki. 
1JN.4.5	Amlangbü thuseibü shuong kaodakeibü ki, hoba khoei haoenei kaodakei laubü hima lauda, hoba kaodakei haoen to ditkuda. 
1JN.4.6	Sen Mühghaüeibü ki; Mühghaüei sen to ditkuda dogo haoei ngekei; ao Mühghaüeibü aying haoei sen to aditkuda. Hoei senei ngühmai soushou si shedbü soushou kho shenda.
1JN.4.7	Sanoubü jenabou shuong, senei cheei che to sanouakho, aishanga sanou Mühghaü ka louda hoba aoei sanouda hao Mühghaü ka bukbü shou ki hoba haoei Mühghaü ngekei. 
1JN.4.8	Aoei asanouda haoei Mühghaü angekei, aishanga Mühghaü kho sanou ki. 
1JN.4.9	Hao danko sen lang kitilabü lele Mühghaüei hao Shou jayangshou kaodak to hautikukei dogo laubü khünei Mühghaü sanou kho tang khitkei.
1JN.4.10	Sanou kho honei ki: senei Mühghaü sanoukei aying, lausikei haoei sen sanoukei hoba seneibü shabü angtila shanga haoei hao Shou jayangshou kaodak to hautikei. 
1JN.4.11	Sanoubü jenabou shuong, Mühghaüei sen hainyu sanoukeilonga seneikei jenabou si jenabou sanouyojan. 
1JN.4.12	Aoeikei Mühghaü hapan achühkei; senei jenabou si jenabou sanouyoa longa, Mühghaü sen to ki, hoba haoeibü sanou sen to penbüsoubü yeida.
1JN.4.13	Hao sen to, sen hao to ki dogo senei ngekei, aieilausi haoei sen la hao Soushou phejan kuakei. 
1JN.4.14	Bouei Shou kaodak khümenbou yeitila hautikei dogo künei hapa hoba aukabü künda. 
1JN.4.15	Jisu kho Mühghaü Shou ki dogo müt atei theleda longa, Mühghaü hao to ki hoba hao Mühghaü to ki. 
1JN.4.16	Sen shanga Mühghaü sanou laobou ki, kho künei ngekei, hoba mailema.
1JN.4.16	Mühghaü sanou ki; hoba ao sanoua kida hao Mühghaü to kida, hoba Mühghaü hao to ki. 
1JN.4.17	Matjemnyet sen maang nakhaitila shanga sen yoa sanou pentisoutikei, aieilausi ho kaodaka seneibü langkei kho Khristaeibü to jetei ki. 
1JN.4.18	Sanoua hatlabü aki, lausikei penbüsoubü sanouei hatbü shian sattida. Hatbü kho kayanga thonakei, hoba ao hatda hao sanoua penbüsoubü ayeikei. 
1JN.4.19	Senei sanouda aieilausi haoei shaang sen to sanoukei. 
1JN.4.20	Atei “Ngei Mühghaü sanouda” dogo lauan haojai haona mangsensije hao kho yepeijawebü ki; aishanga aoei haoei hapbü jaisina to asanoudaje haoei haoei ühüpbü Mühghaü sanoula athük. 
1JN.4.21	Aoei Mühghaü sanouda haoei haojai haonakei sanoujan, ho ngühkhüm haoei kün la kukei.
1JN.5.1	Aoyouei Jisu kho Khrista dogo mailemda hao Mühghaü ka bukbü shou ki, hoba aoyouei bou che to sanouda haoei hao shou tokei sanouda. 
1JN.5.2	Senei ladang Mühghaü to sanouda hoba haoeibü ngühkhüm shuong jungeida kheijinei senei Mühghaü shousi shuong to sanouda dogo senei ngekei; 
1JN.5.3	aishanga Mühghaü to sanoulabü kho hao ngühkhüm jungeilabü shanga ki. Hao ngühkhüm shuong atshaibü aying, 
1JN.5.4	aieilausi Mühghaü ka bukbü shou wekoei kaodak thükda, hoba kaodak thüklangbü kho seneibü thükenbü mailem ki. 
1JN.5.5	Jisu kho Mühghaü Shou dogo mailembü to liman kaodak thükenbou kho ao ki?
1JN.5.6	Jisu Khrista kho dei hoba sii danko loubü ki; deiei ong aying, lausikei dei hoba sii danko loukei. Ngühchung künbou kho Soushou, aieilausi Soushou kho ngühmai ki. 
1JN.5.7	Aukabü künbou sem ki: 
1JN.5.8	Soushou, hoba dei, hoba sii; hoba sem pendou kho nyekchüh che ong. 
1JN.5.9	Senei müteibü aukabü sungletda, lausikei Mühghaü aukabü kho yaangbou. Mühghaü aukabü khoje hao Shou shangabü. 
1JN.5.10	Aoei Mühghaü Shou to mailemdaje hao to kho aukabü thüngakei. Aoei maialemda haoei Mühghaü kho yepeibula yeitida, aieilausi haoei hao Shou shangabü Mühghaü aukabü to maialem. 
1JN.5.11	Mühghaü aukabü kho ho ki: haoei sen la thon akibü langkei kua hoba kho langkei hao Shou to ki. 
1JN.5.12	Aoei Shou ki, haoei kho langkei ki; aoei Mühghaü Shou aki haoei kho langkei aki.
1JN.5.13	Kanei thon akibü langkei kia dogo ngelabü shanga ngei ho kan Mühghaü Shou to mailembü shuong to doda. 
1JN.5.14	Senei haoei maangangbü tegü denche hialonga haoei sen to ditkuda dogo senei hao to maanglemenbü ki. 
1JN.5.15	Haoei sen to ponpendou ditkuda dogo senei ngeasikei, senei hao ka senei ai shanga hikei kho kia dogo senei ngeakei.
1JN.5.16	Atei haojai haonaei hailabü lele ayingko shabü shonko hapalonga, haoei hao shanga welaukulabü hoba hao shanga langkei hapbulabü. Kho hailabü lele ayingko shabü shonbü shanga ong. 
1JN.5.17	Asaopobü pendou shabü, lausikei ühailabü shabü at kia.
1JN.5.18	Mühghaü ka bukbü shouei shabü ashonda, lausikei Mühghaü Shouei hao lomda, hoba amaibouei hao to ajungda. 
1JN.5.19	Sen Mühghaüeibü dogo senei ngeakei hoba kaodak khümbo amaibou seisihauei yepeitida. 
1JN.5.20	Hobaje Mühghaü Shou loua dogo senei ngeakei, hoba senei tükdebü Mühghaü aoje ngela shanga haoei sen la ditenbü kuakei. Sen hao Shou Jisu Khrista to kisije, sen tükdebü to ki. Kho tükdebü Mühghaü, thon akibü langkei ki. 
1JN.5.21	Nashousi shuong, ayingbü mühghaü shuong ka kan lolo satenan kiashi.
2JN.1.1	Ho le, Mühghaüei pienbü Yaangennyu, hoba ngühmai himjama ngei sanoubü saoeibü shousi shuong jungto jaishou che ka ki. Ngei ong aying lausikei ngühmai ngebü dan pendouei sao to sanouda, 
2JN.1.2	aishanga kho ngühmai kün ka hoba kho kün to athakko kilabü. 
2JN.1.3	Bou Mühghaü hoba Shou Jisu Khrista ka onou, üeisanou hoba hakso, ngühmaia hoba sanoua sen yoa kilabü. Ngühmai hoba Sanou 
2JN.1.4	Bouei sen la ngühkhüm kubü tegü, ka shousi shuong ngühmaia paiko hapan ngo aeibou olinkei. 
2JN.1.5	Hobaje ngei tou ka shanga ngühkhüm haanbü che adokuda, lausikei khangla künei ai ngühkhüm sungletkei kho: senei jenabou si jenabou sanouyojan. 
2JN.1.6	Sanou tetlabü kho senei hao ngühkhüm hangeilamei paijan. Ho jeteibü ngühkhüm ho kanei khanglathama hapa; sanoua kishi. 
2JN.1.7	Aishanga Jisu Khrista müteibü hangalama loukei dogo atheletbü khüpettibou juongnyu kaodak to aa. Kho khüpettibou hoba Khrista khulimbou ki. 
2JN.1.8	Kanei kümbüleibüa kan konga ajimlabü lele kan lolo maang sangashi. 
2JN.1.9	Aoei Jisu Khristaei lenbü to liman hauda hoba kho kommanga akida haoei Mühghaü aki. Aoei lenbü kommanga kida haoeije Bou hoba Shou ham ki. 
2JN.1.10	Atei kho lenbü akünko ka jungto loualonga hao ka chem to teleiyet; salem mangkei teku; 
2JN.1.11	aishanga aoei hao to salem leda haoei haoeibü kümsilei janyoda. Thonbü Ngüh 
2JN.1.12	Ngei kan jungto dolabü juongkotham kisije, ngei le si shiai jungeimang asühda; kan olinbü soutilabü lele ngo kan jungto louan theshuok joyolabü dogo maanglemda. 
2JN.1.13	Mühghaüei pienbü kaibü nousina shousi shuongei ka la salem kuda.
3JN.1.1	Ho le, ngühmai himjam manga ngei sanoubü Gaia jungto jaishou ka.
3JN.1.2	Sanoubü thangbou, no soushoua lai hau ki kho tegü pheakei ashatanyatko langkei maibüa kila ngei welauda. 
3JN.1.3	Ladang jaisina at louan nyi ngühmai to khümbomeiko maangdakbü shangabü lenkei ngo aeibou olinkei. Maimaitham no ngühmaia paida. 
3JN.1.4	Kü shousi shuong ngühmaia paida dogo ditbü to yaangbou ngeibü olinbü aki.
3JN.1.5	Sanoubü thangbou, haoen yenla yeian kijinei mangkei nyi jaisina shuong shanga nongeisaebü pendoua no maanglemenbü ki; 
3JN.1.6	haoenei lashong thedanga kaibü sanou shanga aukabü kua. Sanoudaman haoen wakoua nyi khangenbü Mühghaü hangsilam muko thuiashi; 
3JN.1.7	aishanga haoen Nyen kho laüa wakou meimeia hoba haoenei küksithang ka ai aleku. 
3JN.1.8	Senkei ngühmai shanga thujam kümbüleibü shuong dogo lenenlabü lele senei khübü mütshuong thuijan.
3JN.1.9	Ngei lashong to dokei, lausikei haoen yoa khuleilanglei mangsühbou Diotrefeei küneibü hau asungletda. 
3JN.1.10	Hibü ngo ladang loulaje, haoei kün khulimbo nyamnyambü ngühsidei angbü pendou ngei kan la damentilabü. Khoeikei maang ühaiko, haoei jaisinasi shuong asungletda; hoba aoyouei sungletda haoei haoen shiletda hoba haoen lashong ka kuktida.
3JN.1.11	Sanoubü thangbou, amaibü tetsida phai tesem lausikei maibü phai semshi. Aoei maibü kümda hao Mühghaüeibü ki; aoei amaibü kümda haoei Mühghaü ühüpbei. 
