GEN.1.1	Aino luai God kata asinong na mete kuku na kuli rina. 
EPH.3.5	Si ri vap aino, parik kitapa amalangasai aniria ta mengen ang, sikei kana vang a Malanganto Gogoai katala amalangasai ani keve aposel daus si God ve kana keve katakai i kus amalangas tatana. 
EPH.3.6	Asukang ke ta ri vap i ngising kilapo kun atogon ani tauia ang, na kipo palpal i sikei a pukun ang, na ki kun luk kapa ani bil roron i palapalatung ang, le si kari angtogon ve Karisto Iesu, using kitala longong a akus ro. 
EPH.3.7	Na God si kana roron kata alis iau ta kirim, le si kana kitmat, ta naka serei asukang val asosokai si asoung ania. 
EPH.3.8	Nau vang kana na igenen e kevkev luai i mamain ta vap daus aongos, sikei kata alis iau ta kirim ang, asi kag akuskus si ri vap i ngising ta lakat i kana tauia mata pitikan a Karisto, 
EPH.3.9	na asi akalit amalangas aniria aongos ta papakangai i mengen mumun, voiang le kabang le katapo ago mumun si God, vopo asinong ani keve bil aongos. 
EPH.3.10	Asukang ani le si kuvkuvulan i lomlomon, na naunauan miang i kana masam a God, ri tulava ve ri ainoinoai si kari sinsinongan metekuku, ki malangas ia, 
EPH.3.11	angkokoai palau val kana lomlomonai le kabang, na kana kata mela apunuk ia si Karisto Iesu kara Volava. 
EPH.3.12	Using si kara angtogon ve nia na kara lomlomon serei singina, tarapo angkoai si aingik asung ani God velai ani kalakala na vinga makos. 
EPH.3.13	Asukang na napo aikut imi ta, mi ago ta takopos an si vilvil akui ke napo kui tatana animi, nang voiang kapo asukang ta kami miminaungan.
EPH.3.14	Tukulai ina napo sovusulai e mete tamara, 
EPH.3.15	voiang kana matan inatus aongos e metekuku na e kuli rina kipo atogon asan singina. 
EPH.3.16	Napo sokotuk ta, le si kana tauia miminaungan, ka amadot imi ta kitmat i Malanganto ina e nei petek i vingami. 
EPH.3.17	Asukang ani Karisto ka atu rina asi kana ago e vingami le si kami lomlomon, na e iang mi asisia mis velai ani tung akit kuli kana vinga roron, 
EPH.3.18	na mi atogon a kitmat, kuvul ve ri vap daus aongos, asi kami malangas korong ani kana vinga roron a Karisto, ta kapo manamanang na vungavunga na lakat na lulungai luai, 
EPH.3.19	na asi kami nasai atutuman ani vinga roron ke, voiang kapo tung akalaupai asoliu ani mamain ta nas aongos, na mi duk tung si kirol i atutung i duk si God.
EPH.3.20	Au na nia kapo atogon a kitmat na kapo angkoai si abis asoliu luai ani sa tarapo aikut ia vo dungai ania, angkokoai val kana kitmat vopo abis ang nei liuan ira. 
EPH.3.21	Ane singina na miminaungan asikei, nei kana kuvkuvulan i lomlomon, na le si angtogon ang ve Karisto Iesu, ane si keve matmatan tus using asikei, na ka kovek ta akamusai ina. Io, tutuman.
EPH.4.1	Asukang a napo sokotuk aro imi, nau vopo ago ke nei gogotan marai angtogon ve Karisto, ta mi pasal aro angkokoai val songo roron ang mitala longong ia. 
EPH.4.2	Na mi vil alik luai animi, na mi ago ananap, mi kokoai aro ani keve tungami na mi angasalakai kuvul velai ani vinga ro. 
EPH.4.3	Mi atokngai amadot si kami sikei palau si Malanganto, na marip ka got akuvul imi. 
EPH.4.4	Kapo sikei palau a pukun na sikei a Malanganto, asukang val kita songo imi taun a sikei palau a bil roron. 
EPH.4.5	Sikei a Volava, sikei a lomlomon, sikei a asing tauia, 
EPH.4.6	sikei a God kapo tamara aongos, nia kapo lakat ani keve bil aongos, nia nei liuan i keve bil aongos, na neina i keve bil aongos.
EPH.4.7	Au na siksikei ira, taratala luk a alilis roron, angkokoai val kinkintong si Karisto. 
EPH.4.8	Tukulai ina na kapo mengen ta, 
EPH.4.9	Vuk mengen ang palak luai kapo akalit amalangas ira ta kata kun pasiang luai kapa ane nei petek i vunep. 
EPH.4.10	Na vo pasiang ang nia palau kata palak ane pangkul luai ane si akamusai i metekuku, ani kana tavirimok ka aol a nei pangau ve kuli rina aongos luai. 
EPH.4.11	Na nia palau kata alis a mang matan asi kari aposel, na mang matan asi kari akus amalangas ta lomlomonai si God, mang matan asi pasal ta akus ro, mang matan asi aiveven ani kuvkuvulan i vap lomlomon, na mang matan asi pinipini. 
EPH.4.12	Ria aongos asi itoitonai ani ri vap daus, ani ki abis a keve avibisan i papakangai, ani pukun i Karisto ka tadut atung, 
EPH.4.13	na tara aongos, tara sikei palau si lomlomon, na si kara nas ani nat i God, na tara serei a vap matukal, na e iang tarala asereiai ani kirol i atutung punuk i kana lomlomonai a Karisto. 
EPH.4.14	Man asukang, parik taralapa anguan popo lik an, vo uli meleng angpok ve pungas i to. Na mamain ta akalkalit lok parik kilapa anguan tip angpok anira, voiang ri katakai i kapau kipo lomlomonai ania asi kari apupu ani ri vap tatana, parik. 
EPH.4.15	Sikei tara uli mengen ta mengen tutuman si selen i vinga ro, na tara polok alak aliu si kara angtogon ve Karisto, nia na patuna i pukun ke. 
EPH.4.16	Na le singina, kirol i pukun aongos ke ka angrodoai na dokot kuvul aro le si keve gail ina, na ka polok alak na ka tadut atung kuli laulauan i vinga ro, angkokoai val keve ngakan ina ki abis aro.
EPH.4.17	Asukang a napo antok imi, na napo porot akit imi si kara angtogon ve Volava, ta mi ago ta anguan pasal an val ri vap i ngising, si kari keve lomlomonai pel lik. 
EPH.4.18	Nei paturia kapo vong na kipo ago e ngising i matan to ang si God, using kipo vongvong le si kari vinga kit. 
EPH.4.19	Na using kitala amun kari nanasai roron kilapo siang nei keve lau i amarak i pukun, asi kari angamarakai nei mamain ta laulauan visuk, velai ani kipo uli tav masung. 
EPH.4.20	Au na nami, parik mitapa luk a nas i Karisto si selen suke, parik. 
EPH.4.21	Mita lapo longong tatana, na kitala alis imi ta akalkalit ina, angkokoai ve tutuman ang kapo ago si Iesu, 
EPH.4.22	ta mi atolongon a to kavang i kami ago anangan, using a to kavang kata lapo visuk si keve vubuk using ani kapau, 
EPH.4.23	na asi kami serei atanginang si lomlomonai imi, 
EPH.4.24	na mi amaus imi ta to tanginang, God kata iton ia ani mi to asukang val God, si lau korong i tutuman na si laulauan daus.
EPH.4.25	Asukang na mi pasal suai ani kapau, na 
EPH.4.26	 Ka ago ta makarap kalapo siang na mipo vinga marala lak. 
EPH.4.27	Ago ta alis pangau ani igenen rikek vopo petau ang anira. 
EPH.4.28	Igenen tainau ka kamus ta tainau, sikei ka abis na ka asereiai ani keve bil roron ta kungana, asi kana atogon bil si alis aniria vap ang kipo inongos. 
EPH.4.29	Mamain ta mengen tav pakangai ka ago ta soung an e ngurumi, sikei mengen ro papalik, asi sunguk atadut anira si kara inongos, ani ka vil aro na kolongong ang. 
EPH.4.30	Mi ago ta vil amakus an ani Malanganto Gogoai i God, using God katala akanangai animi tatana, na asi kana samui suai aongos lak animi si taun ang e mung. 
EPH.4.31	Mamain ta vinga visuk, takaring, marala, angvisvis na mengen arikek, kuvul ve mamain ta lomlomonai rikek, ka pasal suai aongos. 
EPH.4.32	Mi uli angpapakangai animi, mi ngorem tangis angpokpokai animi, mi uli lomon suai ani kami keve lau rikek angpokpokai, asukang palau val God katala lomon suai ani kami keve rikek, le si kami angtogon ve Karisto.
EPH.5.1	Asukang a mi uli akik kak using ani God, val matan inatus i vubuk, 
EPH.5.2	na mi uli pasal si selen i vinga ro, asukang val Karisto katala kun vinga roron taun ira, na ka alis suai ani kana to anira, asukang val alilis sain lulupusan i sula serei si God. 
EPH.5.3	Au na lau i panik, ve lau visuk na neikitung, ka ago ta atogon ta vuk lik ina singimi, using a matan lau suke parik kapa ro ta ri vap daus ki atogon ia. 
EPH.5.4	Na ki arikek ve mengen nio pulakai, na angkurek visuk, voiang parik kapa ro, ka ago luai kapa. Sikei mi uli posong ro. 
EPH.5.5	Using kana kapo mengen tutuman ta, igenen panik, igenen visuk, vo neikitung, nang kapo asukang val kapo soturungai si tangatangai, ka kovek i sinsinongan nei vainagoan ang si Karisto ve God.
EPH.5.6	Ka ago ta mangsikei ka kapau imi ta mengen palau, using le si mamain ta bil asukang ke, marala si God kapo pasiang taun ri katakai i longogel. 
EPH.5.7	Asukang a mi ago ta pasal kuvul an ve ria. 
EPH.5.8	Using anangan mitapo ago si vong, sikei kana milapo ago nei malangas si kami angtogon ve Volava. Mi uli pasal val matan inatus i nei malangas. 
EPH.5.9	Arai, malangas kapo uai asereiai ani roron, lau korong na tutuman. 
EPH.5.10	Io, mi lomlomonai gule using ani lau ang kapo auruk a Volava, 
EPH.5.11	na mi ago luai ta telan an ta mamain ta abis i nei vong kapo kovek i uai ro ina, sikei so akalitai amalangas ania. 
EPH.5.12	Using kapo bil i mese si posong amalangas ani matan lau ri katakai i longogel kipo uli abis musik ania. 
EPH.5.13	Au na keve bil aongos malangas ka mang ia, ki arai korong ania, 
EPH.5.14	using sa kata vil amalangas ia, nang a mang i malangas. Tukulai ina na kapo mengen ta, “Tapangun, numai vopo rot ang, na ku tadut pelek a mat, na Karisto ka mang ua.” 
EPH.5.15	Asukang a mi aiveven aro kami paspasal, parik ta val vap kovek i masam, sikei val vap masam, 
EPH.5.16	na mi uli aupele using ani keve vuk pangau roron lik asi abis, using taun ke kapo taun i lau rikek. 
EPH.5.17	Asukang a mi ago ta nio an, sikei mi nas aro kana vubuk a Volava. 
EPH.5.18	Mi ago ta inum anio animi ta vaen, using kapo selen i uli buk nio palau. Sikei mi duk ta Malanganto, 
EPH.5.19	na e iang mi uli angmemengenai ta keve mengen i alatun na keve tatangam i Malanganto, na mi tangam velai ani alatun ta pakangat imi, ane si Volava. 
EPH.5.20	Mi uli alis ani God tamara ta posong ro si keve taun, si keve bil aongos, si asan i kara Volava Iesu Karisto.
EPH.5.21	Mi vil alik angpokpokai animi le si kami suai ani Karisto. 
EPH.5.22	Ri aina, ani kari keve tauan akorong, asukang val ane si Volava. 
EPH.5.23	Using a tauan kapo patuna i kana aina, val Karisto kapo patuna i kuvkuvulan i lomlomon, nia kata asapang iria, vap ang kipo pukun ina. 
EPH.5.24	Sikei, asukang val kuvkuvulan i lomlomon kapo vil alik ia mete Karisto, ri aina kapa ki kun asukang mete kari keve tauan, si mamain ta bil aongos. 
EPH.5.25	Ri tauan, mi vinga roron taun a keve kisngami, asukang val Karisto katala akalitai ani vinga roron taun a kuvkuvulan i lomlomon, na ka alis suai ani kana to, ania, 
EPH.5.26	ani ka vil iria asukang val vap kakana akorong, le si kana mengen, nang katala galui adaus iria val laman. 
EPH.5.27	Na le iang ki tung e matana asukang val kuvkuvulan miminaungan, kovek i visuk lik vo pisu si kari maus, vo mang sa rikek an. Sikei ki gogoai velai ani kovek i oring asi mengen arikek aniria singina. 
EPH.5.28	Asukang suke palau, ri tauan ki vinga roron taun a keve kisngaria, using kipo sikei a pukun ve ria. Si kapo aiveven aro kana aina, nang palau kapo aiveven pok ia. 
EPH.5.29	Arai, kapo kovek ta sikei kapo mirik pok ani pukun ina. Sikei kapo apus ia, na kapo aiveven ia, asukang val Karisto si kana vap. 
EPH.5.30	Using tara kana na keve palpal i pukun ina. 
EPH.5.32	Sukana kapo mengen lulungai luai. Au na nau napo mengen kana ta Karisto ve kuvkuvulan i lomlomon. 
EPH.5.33	Sikei nami siksikei, mi vinga roron taun kami keve aina, asukang val mipo vinga roron taun imi akorong pok.
EPH.6.1	Inatus, mi longong a keve tamami ve rinami, si kami angtogon ve Volava, using sukana kapo lau korong. 
EPH.6.2	 nia kapo ainoai i asok tapai kapo atogon bil roron asi atumata taun ania, 
EPH.6.4	Na ri tama, mi ago ta vil atiakaring an ani kami inatus, sikei mi apolokai aniria ta akalkalit na pinipini i Volava.
EPH.6.5	Ri asosokai, mi longong a keve taukai imi i kuli rina, velai ani suai na mamaila aro aniria, na vingami ka daus, asukang val ane si Karisto. 
EPH.6.6	Parik ta asi bui aniria taun kipo arai animi, sikei asukang val keve asosokai si Karisto, mi abis using kana lomlomonai a God ta vinga daus. 
EPH.6.7	Mi abis aniria ta uruk roron, na mi arai ania ta mipo abis ani Volava, parik ta ri vap, 
EPH.6.8	using mipo nas ta Volava ka seu ri vap aongos si sa roron kitala abis ia, kantanem man kapo asosokai palau vo man kapo igenen kalakala. 
EPH.6.9	Na nami mipo taukai iria, mi pakangai aniria si selen suke palau. Mengen i aleleng ka ago, using mipo nas ta kami Volava kapo kari Volava kapa, nang a vopo ago ang metekuku, na kapo tav suai ani mangsikei.
EPH.6.10	Akamusai ina, mi dual si kami angtogon ve Volava, na si kana dual kitmat. 
EPH.6.11	Mi alak a kirol i maus i visvis si God, ani mi angkoai si tung akit nei liuan i keve lomlomonai ang si igenen rikek vopo petau anira. 
EPH.6.12	Using parik nang tarapa angsualai ve ri vap atogon sin na rangai, parik. Sikei tarapo angsualai ve ri katakai i saupai, na keve ainoinoai ve keve kitmat i vong i kuli rina ke, na keve malanganto rikek i nei pangau. 
EPH.6.13	Asukang a mi alak a kirol i maus i visvis ke si God, using si man a rikek kala serei, mi angkoai asi tung akit, na taun mila abis a sa aongos, mipo tung lak. 
EPH.6.14	Asukang a ku tung velai ani ngenge kitmat i tutuman, na kangim kapo tabat aro ta lau korong. 
EPH.6.15	Kakim kapo usausa asi sang le si akus ro i luai. 
EPH.6.16	Lakat kuli keve bil ke, ku teng akit kam lomlomon, voiang kapo ripus suak a keve vut ureurek ang si igenen rikek. 
EPH.6.17	Na vangangim kapo kuku ta vilvil ato, na e kungam kupo teng a samele i Malanganto, nang a mengen si God. 
EPH.6.18	Si keve taun aongos mi sokotuk si Malanganto, velai ani mamain ta sokotuk na aikut. Lomlomonai aro ani oring ke, na mi uli mata para na mi uli sokotuk serei si God ani mamain ta vap daus. 
EPH.6.19	Mi sokotuk kapa anig, ta taun napo akus, God ka alis iau ta mengen asi kag tav leng luai si asoung ani mengen mumun i akus ro, 
EPH.6.20	nang napo ago nei gogotan ke marai ina, na napo mengen amalangas tatana. Mi sokotuk ia ta ka ali dual iau asi kag posong asoung ania, ta kovek i leng, using kapo mamaiten ta naka mengen tatana.
EPH.6.21	Asi kami kun nas kapa ta napo saka ago an, na napo abis sa, keve bil asip, Tukiko ka amalangasai animi tatana, nia kapo tungara roron na kapo asosokai atutuman si Volava. 
EPH.6.22	Nala asok ia taun imi using a bil ke, asi kami kun nas ta namemlapo saka ago an, na kapa, asi kana la asumsumal animi.
EPH.6.23	Marip ane si keve tungara, na vinga roron velai ani lomlomon le si God tamara na Volava Iesu Karisto. 
EPH.6.24	Roron singiria aongos kipo buk kara Volava Iesu Karisto ta vubuk kapo tav taputuk.
PHP.1.1	Nau a Paulo, kuvul ve Timoteo, ngono asosokai ke Karisto Iesu, namemlongpo alis a panbuk ke ane singimi e iang e Pilipo, nami ri ainoinoai na ri katakai i papakangai kuvul ve nami aongos petau daus si kami angtogon ve Karisto Iesu. 
PHP.1.2	Roron na marip ane singimi, le si God tamara na Iesu Karisto nia na Volava.
PHP.1.3	Keve taun aongos napo lomlomonai animi, na napo uli posong aro ani kag God. 
PHP.1.4	Kag keve sokotuk aongos animi napo uli alis ania velai ni uruk, 
PHP.1.5	using mitala uli ali kunga si pakangai ani avibisan i akus ro, le si ainoai i taun tung kana. 
PHP.1.6	Au na napo lomon aus luai ta nia vo tutapongai ani abis ro ke singimi, ka uli abis aliu lak kana tung si kan atapunuk luai ania, si taun ang Karisto Iesu ka serei pok singina. 
PHP.1.7	Napo mengen asukang ke ta nanasai napo atogon ia taun imi, kapo roron luai ta napo atogon ia, using a pakangat ig luai singimi, using nami aongos mipo asalak kuvul ve nau si abis roron ke, kana si ago nei gogotan ke tatag, na si kag visvis bat ani akus ro, na si kag asoung ani tutuman ina, lak mipo asalak kuvul ve nau. 
PHP.1.8	Io, e matana i God napo antok imi ta pakangat ig kapo ping taun imi aongos val pakangat i Karisto Iesu akorong. 
PHP.1.9	Na kag sokotuk asukang ke ta kami lau i ngorem ka anguan uai alava an velai ani kami masam na laulauan i ispokai. 
PHP.1.10	Na asukang mila angkoai si tun kinle ani sa kapo roron luai. Au na e iang ka daus aongos a vingami na ka kovek ta bil asi poso arikek animi singina, tung si taun ang a Karisto ka serei singina. 
PHP.1.11	Au na e iang milapo uai alava ta matan uai i lau korong, voiang a Iesu Karisto kapo asereiai ania asi amaus na posong i alatun ani God.
PHP.1.12	Napo buk imi, keve tungag, ani mi malangas ta mamaiten ke kana kapo luk iau, kalapo asereiai ani polok i akus ro. 
PHP.1.13	Si oring ke ta nei non komo aongos ke, kuvul ve ri vap aongos, kilapo malangas kag ago nei gogotan marai Karisto. 
PHP.1.14	Na amiang i keve tungara kapa, taun ki arai anig sipo ago asukang ke, kilapo lomon akit kari angtunganan ve Volava, asukang na kilapo polok si kari akuskus ta mengen si God velai ani tav leng luai.
PHP.1.15	Mang vap kipo akuskus ta Karisto using kipo vinga rikek na kipo buk angkasai, na mang vap using kipo vinga ro. 
PHP.1.16	Vap po ngorem ang, kipo akuskus ta Karisto using kipo malangas ta tukulai i kag matung e ke, marai i visvis bat ani akus ro ke. 
PHP.1.17	Au na vap po angsual ang ve nau, kari lomlomonai kapo visuk ta ki vil akui alava palau iau nei gogotan ke. 
PHP.1.18	Au me, kotok! Parik, napo uruk using a akuskus i Karisto kapo uli soung amalangas lak. Kantanem man si keve selen angpetpetekai, vo man ta lomlomonai kapo petekai vo kapo tutuman, sikei nau lak napo uruk. Io, kapo koi iau si uruk, 
PHP.1.19	using napo nas ta bil ke kana ka asereiai ani kag kalakala lak, le si kami keve sokotuk na si papakangai roron si Iesu Karisto si malanganto ina. 
PHP.1.20	Using napo atu lomlomon luai velai ni atumata ke ta ka kovek ta bil ka vil amese iau. Naka tung amalangas luai ani Karisto nia ka mang e pukun ig si taun i kag to vo taun naka mat singina. 
PHP.1.21	Using anig asi to, naka to ani Karisto, na anig asi mat, nia kapo ro luai anig. 
PHP.1.22	Sikei, man naka to lak si pukun ke, kapo angkoai si abis asereiai ani uai. Asukang na parik kapa malangas singig ta nala pilak a si irilong. 
PHP.1.23	Nambang, ngono palpal aongos ang kilongpo tak iau. Si mang oring napo buk asi kag pasal suai si an ago ve Karisto, using ninia vanang kapo roron luai. 
PHP.1.24	Sikei si mang oring, si ago pok si pukun ke, ninia kapo mamaiten singirilong using pok le imi. 
