MAT.1.1	Ri' ri jb'ijak yak jmam Kakaj Jesucristo ri rijajl David y Abraham. 
REV.8.10	Xpe jrox anjl, xrok'saj jtrompet, xtzaakch jun nimlaj ch'umil lecj ri wi' jk'ak'al chapca' rilic jun candil wi' jk'ak'al. Xtzaakch lecj y xkej chib' raquitz mita' pajnic'j re mak nimaktak ja' wich ulew y relexeb'tak ja'. 
REV.8.11	Man nimlaj ch'umil ri xtzaakch, C'a jb'ij. Raquitz mita' pajnic'j re mak ja' xan c'a, jwi'li'li sub'laj cristian xcamtak jwi'l jc'ail.
REV.8.12	Xpe jcaj anjl, xrok'saj jtrompet, xan c'ax raquitz mita' pajnic'j re k'ij y raquitz mita' pajnic'j re ic' y raquitz mita' pajnic'j re mak ch'umil. Jilonli xcan uku'm raquitz mita' pajnic'j re jun k'ij y xcan sub'laj uku'm raquitz mita' pajnic'j re jun ak'ab'.
REV.8.13	Xinna'tunc, xwil jun nimlaj xic' tirupup laj nic'aj caj y xinta sub'laj cow xch'ejejc, xij: ¡Ay, ay, ay, c'ur jwichak juntir yak cristian ri wi'tak wich ulew cuando trok'sajtak jtrompetak yak uxib' anjl chic! xche'.
REV.9.1	Xpe jjo' anjl, xrok'saj jtrompet, ri'chak xwil wi' jun ch'umil wich ulew ri xtzaakch lecj. Y xye'saj man law re, re man xeleb'xan. 
REV.9.2	Y cuando xteb'a' man xeleb'xan li, cla' xelch sub'laj sib' chapca' jsib'el jun nimlaj jorn. Jsib'el man xeleb'xan li xk'at jwich jk'ak'al k'ij. 
REV.9.3	Y xilj man sib' li xeltakch sub'laj sac', xe'tak wich ulew. Y mak sac' li xye'saj jcwinelak chi jti'ic cristian chapca' mak sina'j re wich ulew. 
REV.9.4	Xijsaj rechak chi ta' trantak c'ax rechak mak q'uim re wich ulew pach mak woron, ni re jono che', xike trantak c'ax rechak mak cristian ri ta' cojol retalak chi' jwichak la' jsey Kakaj Dios. 
REV.9.5	Pero ta' xye'saj luwar rechak chi tijcamsajtak mak cristian, xike trantak c'ax rechak chiwch job' ic' y ri jc'axc'ol tib'ansaj rechak mak cristian jilon jc'axc'ol chapca' cuando titi'saj jun cristian jwi'l jun sina'j.
REV.9.6	La' mak ic' li mak cristian tijtoctak jcamicak, pero ta' tijta'tak onque tijrayaj jcamicak, ta' ticamtak. 
REV.9.7	Mak sac' jilon rilicak chapca' mak cwa'y cuando tib'etak li ch'o'j. Laj jb'aak wi' jun kelen chapca' rilic jun coron b'anal la' oro y jcayb'alak jilon chapca' jcayb'alak cristian. 
REV.9.8	Jilon rusumal jb'aak chapca' rusumal jb'a anm y reeak jilon chapca' ree mak coj. 
REV.9.9	Y cojol nic'j kelen chi jch'olak jwi'lak pire colb'i chi jch'olak chapca' coraza y mak jxic'ak cuando tirupuptak jilon jtaic chapca' sub'laj carret re ch'o'j jural jwi'l cwa'y cuando sub'laj tijolintak tib'etak li ch'o'j. 
REV.9.10	Wi' jjeak chapca' jjeak mak sina'j y chi jtzam jeak wi' jch'utak chapca' jch'utak mak sina'j, job' ic' tijti'tak cristian la' mak jch'utak. 
REV.9.11	Mak sac' li wi' jun rey titakon chib'ak y ri' man anjl ri titakon li man xeleb'xan. Man anjl li, li tzijb'al hebreo tib'ijsaj Abadón re y li tzijb'al griego tib'ijsaj Apolión re. Ri jcholajl tielwi' man b'ij Apolión, ajsachal jwichak cristian, tiche'.
REV.9.12	Jilonli tik'ax man nab'e nimlaj c'ax, pero ajwi' chiqui' quib' ri tina pena.
REV.9.13	Xpe jwak anjl, xrok'saj jtrompet, xinta jun ch'a'wem xaanch xo'lak mak quejab' ri chapca' rilic cach ri b'anal la' mak quejab' jxiquinl man altar ri b'anal la' oro ri wi' chiwch Kakaj Dios. 
REV.9.14	Y man ch'a'wem ri xaanch xo'lak mak quejab' ri chapca' rilic cach ri b'anal la' mak quejab' jxiquinl man altar ri b'anal la' oro, xij re jwak anjl: Tak mak quejab' anjl ri ximiltak chi' man nimi ja' Éufrates, xche' re.
REV.9.15	Jilonli xtaksajtak mak quejab' anjl ri xichak ulb'el jwi'lak man or, man k'ij, man ic' y man junab' pire tib'e jcamsajtak raquitz mita' pajnic'j re juntir cristian ri wi'tak wich ulew. 
REV.9.16	Xinta xajlaj jurub' soldad ri quejal cwa'y jwi'lak, quib' cient millon (200,000,000) rib'ilak.
REV.9.17	Jilonli cuando xwil mak cwa'y ri xwab'a' rib'ak chinwch chapca' li ichic' y mak quejawinak rechak cojolb'i nic'j ch'i'ch' jwi'lak pire colb'i chijch'olak ri jb'ij coraza ri quiek, azul y k'an rilic. Y mak cwa'y jilon jb'aak chapca' jb'a mak coj y laj jchi'ak tielch k'ak', sib' y asufre. 
REV.9.18	Man k'ak', sib' y asufre ri tielch laj jchi'ak mak cwa'y ri'taka' mak uxib' nimlaj c'ax li ri xcamsan rechak raquitz mita' pajnic'j re juntir cristian ri wi'tak wich ulew. 
REV.9.19	Jwi'l mak cwa'y li la' jchi'ak y la' jjeak tijcamsajtak cristian. Mak jjeak jilon rilic chapca' cumatz ri wi' jb'aak y la' mak jb'aak li trantak c'ax rechak cristian. 
REV.9.20	Pero mak cristian ri ta' xcamtak jwi'l mak nimaktak c'ax li, ta' xcan jye'tak jb'anic mak etzltak no'j ri tijin trantak. Ta' xcan jye'tak jcojic jk'ij mak etzl, mak tiox ri b'anal la' oro, la' plata, la' brons, la' ab'aj y la' che'. Juntir mak ichb'al li ta' tina'tuntak y ta' titontak ni ta' tiwo'cottak. 
REV.9.21	Y ta' xcan jye'tak camsanc, ta' xcan jye'tak jb'anic itz, ta' xcan jye'tak jb'anic tz'i'al y ta' xcan jye'tak alk'anc.
REV.10.1	Ajruc're' in Juan xwil chic jun anjl ri wi' sub'laj jcwinel xkejch lecj, sutulch rij chi sutz', wi'ch jun xocak'b' laj jb'a, jcayb'al sub'laj tikopopon chapca' k'ij y ra' jilon chapca' b'olb'aktak rij k'ak'. 
REV.10.2	C'amalch jun ra b'otom wuj laj jk'ab' jwi'l quiril jwich y xye' jpaach rakan b'a mar y jmax rakan xye' wich ulew.
REV.10.3	Ajruc're' sub'laj cow xch'ejej chapca' tich'ejej jun coj. Cuando xch'ejej anjl li, sub'laj cow xc'ululajch jwi'l wukub' (7) ch'a'wem ri chapca' quiekuljaw. 
REV.10.4	Cuando xaan mak wukub' (7) ch'a'wem ri chapca' quiekuljaw, in roj xinoc chi jtz'ib'aj nen xinta, pero etke xinta xaanch jun ch'a'wem lecj, xij: C'olke laj awanm nen xijtak mak wukub' (7) ch'a'wem ri chapca' quiekuljaw, ma tz'ib'aj, xche' chwe.
REV.10.5	Y xwil anjl ri ye'l jun rakan b'a mar y jun rakan wich ulew jwi'l, xb'it jpaach jk'ab' lecj. 
REV.10.6	Y xij chiwch Kakaj Dios chi tz'etel tz'eti' ri tijb'ij, ri Kakaj Dios ri yo'l y ta' jcamic. Ri b'anowinak caj y juntir ri wi'tak chiwch, ri b'anowinak ulew y juntir ri wi'tak chiwch, ri b'anowinak mar y juntir ri wi'tak xilj y xij: Xtawi' or tran Kakaj Dios ri chomorsal jwi'l, 
REV.10.7	xike cuando titaw k'ij tijchol rok'saj jtrompet jwuk anjl titaw chiwch ri chomorsal jwi'l Kakaj Dios ri tran ri ta' nen etemawinak re, ri b'il jwi'l rechak yak ajk'asaltak Jyolj ojrtaktzij, xche'.
REV.10.8	Y man ch'a'wem ri xinta ri xaanch lecj xinjch'ab'ej chicch, xij chwe: Jat, c'amtach man ra b'otom wuj ri quiril jwich ri wi' laj jk'ab' anjl ri wi' jun rakan b'a mar y jun rakan wich ulew, xche' chwe.
REV.10.9	In ximb'e riq'ui anjl li, xintz'onaj re chi tijye' man ra b'otom wuj chwe y re xij chwe: C'am y tatij. Laj áchi' qui'yi' tran, jilon jqui'l chapca' ra'l cab' re lak che', pero cuando titaw laj ach'ol, tik'ak'an laj ach'ol jwi'l jc'ail, xche' chwe.
REV.10.10	Ximpe in, xinc'am man ra b'otom wuj laj jk'ab' anjl y xintij. Cuando ajwi' laj ínchi', jilon jqui'l chapca' ra'l cab' re lak che', pero cuando jorok tijmaji' inwi'l, sub'laj xk'ak'an laj inch'ol jwi'l jc'ail. 
REV.10.11	Xijsaj chwe: Rajwaxi' tak'asaj chic Jyolj Kakaj Dios ri xij chirijak sub'laj cristian re sub'laj tilmit y chirijak jaljoj jtzijb'alak y chirijak sub'laj rey, xche' chwe.
REV.11.1	Ajruc're' xye'saj jun aaj chwe pire jun pajb'l y xijsaj chwe: Jat y tib'e apaje' nen jnimal richoch Kakaj Dios y pajta nen jnimal man altar y ajlaj jurub' rib'ilak yak ri tinimirsantak jk'ij Kakaj Dios cla'. 
REV.11.2	Pero ta' tapaj nen jnimal man chiwch jwi'l xye'saji' rechak yak ma' rijajl ta' Israel pire titakontak ca'winak quib' (42) ic' chib' man tilmit ri tosol pire Kakaj Dios. 
REV.11.3	Y in tantaka'b'i quib' ri tijcojb'i ritz'ikak k'ek re b'is chirijak pire tib'e jk'asajtak inyolj rechak cristian chiwch jun mil riq'ui quib' cient oxc'al (1,260) k'ij, xche'.
REV.11.4	Yak quib' ajk'asaltak Jyolj Kakaj Dios li, ri' jcholajl mak quib' che' ri jb'ij olivo pach mak quib' candil pach rakanak ri wi'tak chiwch Kakaj Dios ri rajw ulew. 
REV.11.5	Wi wi' nen rajak trantak c'ax rechak, rechak tielch k'ak' laj jchi'ak, tijc'attak mak ri ticontrin rechak, jilonli tran chi jcamsajcak mak ri rajak trantak c'ax rechak. 
REV.11.6	Yak quib' ajk'asaltak Jyolj Kakaj Dios li, wi' jcwinelak pire tijtz'apijtak caj pire ma' tran jab' chiwchak mak k'ij cuando tijk'asajtak Jyolj Kakaj Dios, wi' jcwinelak trantak quic' re jwich ja', wi' jcwinelak trantak sub'laj c'ax rechak cristian la' juntir jwich c'ax ri rajak trantak y wi' k'atb'itzij laj jk'ab'ak trantak jurub' b'welt rajak trantak.
REV.11.7	Pero cuando tijq'uistak jk'asaj Jyolj Kakaj Dios, tielch man etzl awaj li man xeleb'xan pire tiyuk ch'o'jin riq'uilak. Man awaj li ticwini' chirijak y tijcamsajtak. 
REV.11.8	Jcamnaklak yak quib' ajk'asaltak Jyolj Kakaj Dios tican li nimi b'e re man tilmit lamas xcamsaj wich curs Rajawlak y jwi'li'li tib'ijsaj chirijak mak cristian li man tilmit li chi jilontak chapca' mak cristian ri wi'tak Sodoma pach Egipto ri xantak etzltak no'j.
REV.11.9	Cristian re juntir tilmit, ri jaljojtak rijajl, jaljoj jtzijb'alak y jaljoj tilmit, uxib' k'ij riq'ui pajnic'j triltak jcamnaklak y ta' tijye'tak luwar timuksajtak. 
REV.11.10	Mak cristian ri wi'tak wich ulew sub'laj tina qui'cottakna jwi'l ticamtak yak quib' ajk'asaltak Jyolj Kakaj Dios asta tijsipaj kelen rechak chirib'il rib'ak jwi'l jqui'cotemak jwi'l ta' tzi tijtatak jyoljak yak quib' ajk'asaltak Jyolj Kakaj Dios, jwi'l pi rechak jun c'axi' tib'ansaj rechak. 
REV.11.11	Pero cuando xk'ax uxib' k'ij riq'ui pajnic'j, xpe Kakaj Dios, xc'astasaj jwichak laj jcamnaklak, rechak xb'iittak y xwa'rtak chic. Juntir cristian ri xiliw rechak sub'laj xtzaak jch'olak chi rilicak.
REV.11.12	Y yak quib' ajk'asaltak Jyolj Kakaj Dios li xtatak xaanch jun ch'a'wem lecj sub'laj cow xch'ejejch, xij rechak: ¡Jawentakch neri! xche'ch.
REV.11.12	Y rechak xjawtakb'i li sutz', xe'tak lecj y juntir mak ri xcontrin rechak xrila'taka'n. 
REV.11.13	Y la' man or li xan jun nimlaj cab'rakn y man jlájuj re man tilmit xmulaj rib', wukub' mil (7,000) chi cristian xcamtak jwi'l cab'rakn. Mak cristian ri aj yo'ltak sub'laj xtzaak jch'olak, xoctak chi jnimirsaj jk'ij Kakaj Dios ri wi' lecj. 
REV.11.14	Jilonli xk'ax man jcab' nimlaj c'ax, pero tichak pet chic man jrox nimlaj c'ax.
REV.11.15	Xpe jwuk anjl, xrok'saj jtrompet. Y xtasaj xaanch sub'laj ch'a'wem lecj, sub'laj cow xch'a'wtakch, xijtakch:
REV.11.15	Lajori ri'chak Kakaj Dios ri Kajawl pach ri b'il jwi'l chi tina jtaknach wich ulew titakontak chib'ak juntir ri wi'tak wich ulew y rechak ni jun b'welt tiel k'atb'itzij laj jk'ab'ak, xche'takch.
REV.11.16	Y yak junwinak quejab' (24) chi winak ri wi' rekle'nak riq'ui Kakaj Dios ri cub'ultak laj jcub'arb'ak lamas tib'an takon ri wi' chiwch Kakaj Dios xxucartak chiwch Kakaj Dios asta xtaw chi' jwichak lak ulew chi jnimirsaj jk'ij Kakaj Dios, 
REV.11.17	xijtak:
REV.11.17	Tikac'omowaj chawe at Kakaj Dios ri Kajawl ri wi' sub'laj acwinel, at ri wat lajori y watch ojrtaktzij y xawesaji' chi sakil chi wi' sub'laj acwinel y lajori xatoqui' chi jb'anic ak'atb'itzij.
REV.11.18	Mak cristian re juntir tilmit xpeti' retzalak chawij, pero lajori xtawi' chiwch tab'an ak'atb'itzij chib'ak juntir camnakib'.
REV.11.18	Y taye' jq'uixel rechak yak ajk'asaltak ayolj chapca' ri b'anal jwi'lak pach yak ri tosoltak pi awe y yak ri ticojowtak jk'ij ab'j, ri nimak jk'ijak pach yak ri ta' nimak jk'ijak.
REV.11.18	Y xtawi' k'ij tasach jwichak yak ri tisachowtak jwich juntir ri wi'tak jwich ulew, xche'tak.
REV.11.19	Ajruc're' xter richoch Kakaj Dios lecj, xc'utunch man cax ri c'utb'ire jchomorsa'n Kakaj Dios. Y xticar sub'laj coyop, sub'laj quiekuljaw, sub'laj tijumum, xan jun nimlaj cab'rakn y xpe nimaktak sakb'ach.
REV.12.1	Y xc'utun jun nimlaj retal lecj ri sub'laj sachom ch'olal rilic, xc'utun jun anm ri cojol k'ij jwi'l pire ritz'ik y wi' ic' ralaj rakan y wi' jun coron laj jb'a ri wi' cab'lajuj (12) ch'umil la'. 
REV.12.2	Man anm li yaj anmi'n, sub'laj tich'ejej jwi'l jc'axc'ol jyaj, sub'laj c'ax tijtij jwi'l tawem tran or tijye' Dios re. 
REV.12.3	Y etke xc'utun chic jun nimlaj retal lecj, xc'utunch jun dragón quiek rij. Wi' wukub' (7) jb'a, lajuj jcach y wi' jujun tra jcoron chib' mak jb'a. 
REV.12.4	Y la' jje xjurajch raquitz mita' pajnic'j re juntir mak ch'umil ri wi'tak lecj y xt'ojch wich ulew. Man dragón li xwa'r chiwch anm ri tawem tran or tijye' Dios re, chajal jwi'l tiq'uisi'y ra ric'lal pire tijb'ik'b'ic.
REV.12.5	Y anm li xq'uisi'y ra ric'lal winak y ri' re li tiwa'x nimlaj k'atb'itzij laj jk'ab' pire titakon chib'ak juntir cristian la' jun b'ar ri b'anal la ch'i'ch'. Pero xc'amsajb'i ric'lal anm li riq'ui Kakaj Dios ri cub'ul b'a man cub'arb' lamas tib'an takon. 
REV.12.6	Y anm xelmajb'ic, xe' li jun luwar lamas ta' cristian, ri jun luwar ri tosol jwi'l Kakaj Dios pire titzuksaj cla' jun mil riq'ui quib' cient riq'ui oxc'al (1,260) k'ij.
REV.12.7	Y xaan jun ch'o'j lecj. Miguel ri jb'ab'al anjl pach yak anjl ri jtako'n xch'o'jintak riq'ui man dragón pach mak etzltak anjl ri jtako'n. 
REV.12.8	Pero man dragón li pach mak jpach ta' xcwintak chirij Miguel pach yak anjl y ta' chiqui' luwar pi rechak lecj. 
REV.12.9	Jilonli xesajch lecj man dragón ri man ojr cumatz. Tib'ijsaj jb'ab'al etzl re y tib'ijsaj Satanás re, ri tisub'uw rechak juntir cristian wich ulew pire ma' ticojontak chiwch Kakaj Dios. Man dragón pach mak etzltak anjl ri jtako'n, xt'ojsajtakch wich ulew.
REV.12.10	Ajruc're' xinta xaanch chic jun ch'a'wem lecj sub'laj cow xch'ejejch, xij:
REV.12.10	Xtawi' k'ij re colb'i ib' laj jk'ab' mac.
REV.12.10	Y xtawi' k'ij tran Kakaj Dios lawi' raj tran la' jcwinel.
REV.12.10	Xtawi' k'ij tran jk'atb'itzij Kakaj Dios y jk'atb'itzij Kakaj Jesucristo ri b'il jwi'l Kakaj Dios chi tina jtaknach wich ulew.
REV.12.10	Y jwi'l xesaji'ch lecj man ajcojol tzij ri ticojow tzij chirijak yak kech'elxic chirij Kakaj Jesucristo chiwch Kakaj Dios chi lak'j chi lak'ab'.
REV.12.11	Yak kech'elxic chirij Kakaj Jesucristo xch'econtaka' jwi'l jquiq'uel Man Ra Carner, jwi'l rechak ta' xquib'aj ranmak chi jb'ij Jyolj Kakaj Dios, onque xcamsajtak.
REV.12.12	Jwi'li'li qui'cotentak caj y atak ri watak cla'.
REV.12.12	Pero mas c'ur awchak atak yak ri watak wich ulew y ri watak li mar jwi'l man jb'ab'al etzl xkeji'b'i aac'lak, sub'laj petzal retzal jwi'l retamchak chi quib' uxib' k'ijchak canal chirij pire tisachsaj jwich, xche'ch man ch'a'wem ri xaanch lecj.
REV.12.13	Man dragón, cuando xril chi xt'ojsajb'i wich ulew, xchol jtakej anm ri xq'uisi'y ra ric'lal winak raj roj tran c'ax re. 
REV.12.14	Pero anm li xye'saj quib' jxic' sub'laj nimak chapca' jxic' jun nimlaj xic' pire tijna' tirupupb'ic, tib'e li man jluwr ri tosol pire lamas ta' cristian pire tielmajb'i chiwch man ojr cumatz ri lamas xtzuksaj jwi'l Kakaj Dios uxib' junab' riq'ui pajnic'j. 
REV.12.15	Man ojr cumatz li xxab'aj ja' laj jchi' pire xan chapca' jun nimi ja', ri' raj roj xjik'saj anm li la' man ja'. 
REV.12.16	Pero xpe ulew xt'o' anm, xteb'a' jchi', xb'ik'b'i juntir man nimi ja' ri xelch laj chi' man dragón pire ma' tijik'saj anm li.
REV.12.17+REV.12.18	Jwi'li'li xpe chic sub'laj retzal man nimlaj etzl cumatz chirij anm li, xe' ch'o'jinok riq'uilak yak nic'j rijajl anm li, ri ticojowtak Jpixb' Kakaj Dios y yak ri ta' xquib'aj ranmak chirij jtaquil Kakaj Jesucristo. Y man dragón li xe' wa'rok chi' mar.
REV.13.1	Ajruc're' xwil xelch jun etzl awaj li mar ri wi' wukub' (7) jb'a y wi' lajuj jcach y chib' jujun mak jcach li, wi' jujun coron y la' jujun jb'a tz'ib'al yoloj ri tiyok'on chirij Kakaj Dios. 
REV.13.2	Man etzl awaj li ri xwil, jilon rilic chapca' jun b'alam y mak rakan jilon rilic chapca' rakan jun oso y jchi' jilon rilic chapca' jchi' jun coj. Man dragón xye' jcwinel laj jk'ab' man etzl awaj y xye' jcub'arb' re y xye' k'atb'itzij ri wi' laj jk'ab' re chi jb'anic k'atb'itzij chib'ak cristian. 
REV.13.3	La' jun jb'a man etzl awaj li wi' jun nimlaj soque'l rilic ri' li ticamsan re, pero man soque'l li xtzib'i'n. Juntir cristian wich ulew xsaach jch'olak chi rilic y xtakejtak man etzl awaj. 
REV.13.4	Xnimirsajtak jk'ij man dragón jwi'l xye' k'atb'itzij laj jk'ab' man etzl awaj y xnimirsajtak jk'ij man etzl awaj, xijtak: Ta' chiqui' ni jonok chapca' re y ta' nen ticwin chi ch'o'j riq'uil, xche'tak.
REV.13.5	Y xye'saj luwar re man etzl awaj pire tich'a'w y tijb'ij chi nimi' jk'ij y xyok' Kakaj Dios. Kakaj Dios xye' luwar re pire titakon chib'ak cristian ca'winak quib' (42) ic'. 
REV.13.6	Y jilonli man etzl awaj xch'a'wc, xyok' Kakaj Dios, xyok'on chirij jb'ij Kakaj Dios, chirij richoch Kakaj Dios lecj y richoch Kakaj Dios li ri'taka' yak ri wi'tak lecj. 
REV.13.7	Y xye'saj luwar re xch'o'jin riq'uilak yak ajtakeltak re Kakaj Jesucristo asta xch'econ chib'ak. Y xye'saj k'atb'itzij laj jk'ab' pire titakon chib'ak juntir jaljojtak cristian re jaljojtak rijajl, ri jaljoj jtzijb'alak y jaljoj jtilmitak.
REV.13.8	Y juntir mak cristian wich ulew ri ta' tz'ib'al jb'ijak li wuj re c'aslemal ri jwuj Man Ra Carner ri xcamsajna, ri' chiqui' xnimirsajtak jk'ij man etzl awaj. Y ri'taka' mak cristian li ri ta' tz'ib'al jb'ijak li wuj re c'aslemal cuando ajqui' chi ran caj pach ulew Kakaj Dios.
REV.13.9	Nen titonc, jte' jcholajl. 
REV.13.10	Wi wi' jonok tic'amsajb'i prexil, tina b'ena prexil. Wi wi' jono ri tina camsajna chi espad, tina camsajna chi espad. Jwi'li'li yak ajtakeltak re Kakaj Jesucristo rajwaxi' mi jquib'aj ranmak chirij Kakaj Jesucristo y jcub'a' mas jch'olak chirij.
REV.13.11	Ajruc're' xwil xel chicch jun etzl awaj lak ulew, wi' quib' jcach chapca' jcach jun k'un carner. Jilon tich'a'w chapca' tich'a'w jun dragón. 
REV.13.12	Man etzl awaj li wi' k'atb'itzij laj jk'ab' chapca' k'atb'itzij ri wi' laj jk'ab' man etzl awaj ri xelch li mar. Y man etzl awaj li ri xelch lak ulew xtak juntir cristian ri wi'tak wich ulew chi jnimirsaj jk'ij man nab'e etzl awaj ri xtzib' man jsoque'l ri wi' re, ri roj xcamsan re. 
REV.13.13	Y xana' nimaktak c'utb'i jcwinel asta xtzaka'ch k'ak' lecj, xkej lak ulew chiwchak cristian.
REV.13.14	Y juntir cristian wich ulew xsub'sajtak jwi'l man etzl awaj ri xelch lak ulew jwi'l xye'saj luwar re tran mak nimaktak c'utb'i jcwinel chiwch man nab'e etzl awaj ri xelch li mar. Y xtak mak cristian chi jb'anic jun richb'al man nab'e etzl awaj ri aj yo'lna, ri raquitzchak ma' xcam jwi'l xsocmaj chi espad. 
REV.13.15	Xye'saj luwar re man etzl awaj ri xelch lak ulew chi tijye' ruxb' man richb'al man nab'e etzl awaj ri xelch li mar pire tich'a'wc y xij chi ticamsaj yak cristian ri ta' ticojowtak jk'ij.
REV.13.16	Y xan man etzl awaj ri xelch lak ulew chi juntir cristian, chi nimak jk'ijak, chi ta' nimak jk'ijak, chi b'iom, chi powr, chi wi' rajwak, chi ta' rajwak, ticojsaj jun retalak la' jpaach jk'ab'ak o chi' jwichak. 
REV.13.17	Ni jonok tilok'oman o tic'ayin wi mita' man retal li chirij. Y man retal li, ri' man jb'ij man etzl awaj o man jb'ij ri b'anal la' número. 
REV.13.18	Man yoloj ri, rajwaxi' wi' jno'j jun cristian chi retemaj. Nen wi' jno'j ticwin chi rajlaj man jb'ij man etzl awaj ri b'anal la' número jwi'l ticwini' chi retemaj ri jcholajl tielwi', man rajlal ri tiel ri' wakakib' cient riq'ui oxc'al wakakib' (666).
REV.14.1	Xwil Man Ra Carner wa'l b'a witz ri jb'ij Sión pach jun cient riq'ui ca'winak quejab' mil (144,000) chi cristian ri tz'ib'al jb'ij Man Ra Carner chi' jwichak pach jb'ij Jkaj. 
REV.14.2	Y xinta xaanch jun ch'a'wem lecj jilon jtaic chapca' nimi ja' tipojojc o jilon jtaic chapca' jun nimlaj quiekuljaw o jilon jtaic chapca' sub'laj q'ui arp tijin jk'ojomaj jwi'lak yak ajk'ojom.
REV.14.3	Tijin tijb'ixajtak jun aac'laj b'ix chiwch man jcub'arb' Kakaj Dios lamas tran jk'atb'itzij y chiwchak yak quejab' q'uitzinoj y chiwchak yak jun winak quejab' (24) chi winak ri wi' rekle'nak riq'ui Kakaj Dios. Ni jonok ticwin chi retemaj man ra b'ix ri trantak, xike yak jun cient riq'ui ca'winak quejab' mil (144,000) chi cristian ri xcolmajtak chijxo'lak cristian ri retake wich ulew. 
REV.14.4	Ri'taka' yak winak ri ta' ni jun b'welt xrechb'ejtak jono anm. Ri' rechak li takel Man Ra Carner jwi'lak lamas tib'e'w y ri'taka' yak cristian li ri xesajtak chijxo'lak mak cristian ri retake wich ulew, jwi'l xcolmajtaka' laj jk'ab' jmacak pire tisujsajtak re Kakaj Dios y re Man Ra Carner chapca' nab'etak awaj y nab'etak jwich tico'n. 
REV.14.5	Ta' ni jono jo'staklaj yoloj xta'maj laj jyoljak, ni ta' jun etzl no'j b'anal jwi'lak pire tz'il ranmak chiwch Kakaj Dios.
REV.14.6	Xwil chic jun anjl tirupup nic'aj caj. Wi' tzilaj jtaquil chirij Kakaj Jesucristo riq'uil ri ta' jq'uisic pire tijb'ij rechak cristian re juntir jaljojtak tilmit, re jaljojtak rijajl y jaljoj jtzijb'alak. 
REV.14.7	Sub'laj cow xch'ejejc, xij: ¡Cojontak chiwch Kakaj Dios y nimirsajtak jk'ij jwi'l xtawi' or pire tran jk'atb'itzij chib'ak juntir cristian wich ulew! ¡Nimirsajtak jk'ij ri xanow caj pach ulew, ri xanow mar pach relexeb'tak ja'! xche' anjl.
REV.14.8	Y xpe chic jcab' anjl, xij: Xq'uisi'n, xq'uisi' cristian Babilonia ri xtijontak rechak juntir cristian wich ulew chi jb'anic tz'i'al. Y ri' mak cristian re man tilmit li ri xsachow jno'jak juntir cristian wich ulew la' jtz'i'alak chapca' jun cristian xk'ab'ar la' vin y xsaach jb'a, xche' anjl.
REV.14.9	Y xpe chic jrox anjl sub'laj cow xch'ejejc, xij: Wi wi' jonok ticojow jk'ij man etzl awaj ri xelch li mar pach man richb'al y tijye' luwar ticojsaj retal chi' jwich o la' jk'ab', 
REV.14.10	tina jtijna sub'laj c'ax li jk'ak'al asufre chiwchak yak anjl y chiwch Man Ra Carner jwi'l retzal Kakaj Dios. Y jilon jtijic c'ax tran chapca' jtijic jun vas vin ri ta' tz'ab'al la' ja'. 
REV.14.11	Y jsib'el man k'ak' ri tib'anow c'ax rechak tike tijin jawic lecj y ta' jq'uisic. Ta' tiuxlantak tik'ax k'ij tik'ax ak'ab' mak ri ticojowtak jk'ij man etzl awaj ri xelch li mar y man richb'al y tijye'tak luwar ticojsaj jb'ij la' jtio'jlak. 
REV.14.12	Jwi'li'li yak ajtakeltak re Kakaj Jesucristo, ri tib'anowtak lawi' ri tijb'ij Jpixb' Kakaj Dios y ri ta' tijquib'aj ranmak chirij Kakaj Jesucristo, rajwaxi' tijcoj jcowil ranmak, xche' jrox anjl.
REV.14.13	Y xinta xaan chicch jun ch'a'wem lecj, xij chwe: Tz'ib'aj jilonri: Lajori ticholmajb'ic, tzi rechak yak ri ticamtak ri juntakchak riq'ui Kakaj Jesucristo ri Kajawl, xche' man ch'a'wem.
REV.14.13	Y Lok'laj Jsantil Kakaj Dios xij: Tz'eti'n. Tiuxlantaka' chi jb'anic lawi' rajwax trantak y mak cuxtib'ire ri xantak y ri xijtak c'amali'b'i jwi'lak, xche'.
REV.14.14	Ajruc're' xinna'tunc, xwil jun sak sutz' y b'a man sutz' cub'ul jun chapca' rilic Jc'ajol Kakaj Dios ri xwux pi cristianil cojol jun coron laj jb'a b'anal la' oro y wi' jun coto'y mor laj jk'ab' ri wi' sub'laj ree. 
