GEN.1.1	Kjok ëre dämär, l̇l̇ëye l̇l̇ëm obishko ga Sbö kjok shäryono uunkong, kjopkwo, kl̈ung bakoe. 
1JN.5.5	¿L̇l̇ëbo owa l̈i zangga ërë? Ëye, Jesús, e Sbö Wa jl̈õe l̈e ga l̇l̇ëbo owa l̈i zangga beno epgarë döe.
1JN.5.6	Jesucristo öör shäng kjok ëre kjing go. E wara Juandë di go, ga wol̈onoshko ga srëng kwono. Miydëy e go ga e Sbö Wa. E waraba dö l̇l̇ëm, e srëng kwono bakoe. Jesús, e ë l̈e Sbö Sëyarë bi kong bako, ga tjl̈õkwo bek l̈i l̈ayde döe. 
1JN.5.7+1JN.5.8	Eni ga Jesús, e Sbö Wa jl̈õe miydëy l̇l̇ëbo kjringgwo mya go: Sbö Sëya go, di l̈i go, srëng l̈i go bakoe. 
1JN.5.9	Tjl̈õkwo l̈e nopgarë bi kongshko ga tjl̈õkwo kjrëy, tjwl̈õ ara bi kong kjĩshko. Gueniyo tjl̈õkwo l̈e Sbörë l̈i tjwl̈õ ara e kjinmo. Ga ba Wa roy l̈aga l̈i, e Sbö om go. 
1JN.5.10	Ëye mär Sbö Wa go ga tjl̈õkwo l̈ara Sbörë l̈i kjrara jl̈õkoyo. Ëye mär ba go l̇l̇ëm ga Sbö jyõ äe l̈ayde, ba Wa roy l̈ara l̈i tjl̈õkwo kjrara l̇l̇ëm kjĩshko. 
1JN.5.11	L̇l̇ëye l̈e Sbörë l̈i ëre: Shji kong ba Wa twara, shji ie ber l̈öng së ĩyado ba tjok wl̈o l̈e eni. 
1JN.5.12	Eni ga ëye mär ba Wa go ga sök së jl̈õkoyo. Ëye mär ba go l̇l̇ëm ga wol̈ono shäng wl̈eni.
1JN.5.13	Pjãy mär l̈öng Sbö Wa go, kjibokwo ëre tër bomi kong, pjãy iara Sbörë beno l̈öng së ĩyado ba tjok l̈i miydëmi pjl̈ú wl̈o. 
1JN.5.14+1JN.5.15	Eni ga l̇l̇ëbo woyde Sbörë wl̈eniyo rokëy ba kongshko ga miydëy ga shji kuya. Ga miydëy ga shji kuya wl̈eni ga l̇l̇ëbo rokoroy ba kong l̈i shärye bi kong eni. E kjĩshko ga rokëy ba kongshko ga l̇l̇ëye bangkjrëy l̇l̇ëme.
1JN.5.16	Ëye ba kjl̈ara ĩk shäng l̇l̇ëbo owa shäryë ga woyde ga syõshtë Sbö kong ba kjl̈ara l̈i kjĩshko. L̇l̇ëbo owa l̈ër shäng l̈i, shji ie ber shdungko ĩyado wl̈o l̇l̇ëm wl̈eniyo l̈otë. L̇l̇ëbo owa, shji ie ber shdungko ĩyado wl̈o wl̈eniyo tjok. Ëye l̇l̇ëbo owa eniyo shäryono ga shji syõshtë ba kjĩshko l̇l̇ëme. 
1JN.5.17	L̇l̇ëbo owa shäryoroy l̇l̇ë pogo ga e owa. Gueniyo l̇l̇ëbo owa, shji ie ber shdungko ĩyado wl̈o l̇l̇ëm wl̈eniyo tjok.
1JN.5.18	Ëye Sbö wa ga l̇l̇ëbo owa shärye enido ame. E de Sbö Warë. E kjĩshko ga l̇l̇ëye shärye Ärë ba kong ga äe. 
1JN.5.19	Miydëy ga shji Sbö wapga. Miydëy ga nopga Sbö miydë l̇l̇ëm wl̈eniyo l̈i ichaga Ärë. 
1JN.5.20	Miydëy ga Sbö Wa öör shäng kjok ëre kjing go, ga shji kong kjok miydë twara, Sbö bek l̈i miydëy pjl̈ú wl̈o. Shji mär l̈öng Sbö bek l̈i go, ba Wa Jesucristo go bakoe. Sbö bek l̈i e. Bi iaga ber l̈öng së ĩyado ba tjok l̈i e bakoe.
1JN.5.21	Pjãy bor wapga wl̈eni, shji sböpga jyãgl̈o poshrëk l̇l̇ëme.
2JN.1.1+2JN.1.2	Kjibokwo ëre taga tja bomi tjl̈apgarë.
2JN.1.1+2JN.1.2	Sbö tjl̈õkwo kjragaga, kjibokwo ëre ichër jek bomi kong. Pjãy kjrara Sbörë. Tjl̈õkwo bek l̈i kjroroy beno tjeng bi pjl̈úshko, ga ber tjeng eshko ĩyado. E kjĩshko ga pjãy woydër ara, pjãy woyde tjl̈õkwo bek miydagaga l̈öng l̈irë eni bakoe.
2JN.1.3	Rokër Data Sbö kong, ba Wa Jesucristo kong ga ba wopjl̈ú l̈i kjĩshko ga shji mär Sbö tjl̈õkwo bek l̈i go, ga shji ëng woydë ara kar kar wopro ga shji kjimte l̈ok ara, shji songe l̈e ĩyado, shji ie l̈ok ber l̈öng wl̈ẽp bakoe.
2JN.1.4	Roy kuror ga pjãy jëk l̈öng tjl̈õkwo bek l̈i go, shji ichara Data Sbörë sorë l̈i eni. E kjĩshko ga tja wopjl̈ú anmoyõ. 
2JN.1.5	Eni ga pjeyoga, tjl̈õkwo tër shäng bomi kong shäryëmi wl̈o ëre, e tjl̈õkwo tjagl̈ën totë l̇l̇ëme. Dämärshko ga tjl̈õkwo ëre twaraba bi kong. L̈ër bomi kong ga pjãy ëng woydos ara kar kare. 
2JN.1.6	Ga shji ëng woydë wl̈o ga woyde ga tjl̈õkwo l̈ara Sbörë bi kong shäryëy wl̈o l̈i shäryëy eni ĩyado. Shji ëng woydë l̈aga Sbörë bi kong tek dämärshko dwayo.
2JN.1.7	Nopga ara to l̈öng kjok ëre kjing go oba jyãpgwë. Tjl̈ẽ ga «Jesucristo shrono kjok ëre kjing go no wl̈eni l̇l̇ëme» l̈e l̈öng eni. Ëye tjl̈ẽ eni ga e Cristo wl̈oyo. 
2JN.1.8	Pjãy pak shäryono ara, ga pjãy potjwl̈ẽkkl̈o tjok. Gueniyo pjãy sjëk, pjãy jyãpgwe l̈ok l̇l̇ëm wl̈o, bomi potjwl̈ẽkkl̈o l̈i jer l̇l̇ëm wl̈o.
2JN.1.9	Ëye obl̈ë ping woydë, shji pina Cristorë sorë l̈i kjinmo l̈e wl̈eni ga shäng mär Sbö go l̇l̇ëme. Ëye jëk shäng tjl̈õkwo pina ba kong l̈i go ga mär shäng Data Sbö go, ba Wa go bakoe. 
2JN.1.10	Ëye äär bomi shwoy ga Cristo tjl̈õkwo bek ëre l̈e bomi kong l̇l̇ëm ga wl̈okjrëmi bomi ushko l̇l̇ëm, «Miga» l̈e bomi kongshko ga «Kjobe» l̈ëmi ba kong ëmdë l̇l̇ëm bakoe. 
2JN.1.11	Ëye omwl̈okjrono ga shäng ba pak owa l̈i shäryë ba tjok wl̈eni.
2JN.1.12	Tja l̇l̇ëbo l̈ë woydë ara bomi kong, gueniyo tër woydë kjibokwo go l̇l̇ëme. Pjãy ĩn woydë, shji l̈an ëng tjok wl̈o, shji ber l̈öng wopjl̈ú anmoyõ wl̈o.
2JN.1.13	Bomi pjeyoga Jesús tjl̈õkwo kjraga, kjrara Sbörë wl̈eniyo l̈i, «¿Pjãy yonde?» l̈e bomi kong.
3JN.1.1	Kjibokwo ëre taga tja bomi tjl̈apgarë.
3JN.1.1	Gayo, kjibokwo ëre ichër jek bop kong. Pja bor kjl̈ara, pja woydër ara jl̈õkoyo.
3JN.1.2	Pja bor kjl̈ara. Miydër pjl̈ú ga pja jëk shäng pjl̈ú Sbö tjok. Eni ga rokër Sbö kong ga pja kjimte, bop doyo ber pjl̈ú eni bako wl̈o. 
3JN.1.3	Pja roy söra bi pjeyoga kjone kjonerë bor kong. Kuror ga pja mär shäng Jesús go jl̈õkoyo, pja jëk shäng tjl̈õkwo bek l̈i go bakoe. E kjĩshko ga tja wopjl̈ú anmoyõ. 
3JN.1.4	Roy kur ga bor wapga wl̈eni jëk l̈öng tjl̈õkwo bek l̈i goshko ga tja wopjl̈ú anmoyõ.
3JN.1.5	Pja bor kjl̈ara. Tjl̈apga Jesús tjl̈õkwo kjragaga kjimtëp enido, pjeyoga miydëp l̇l̇ëm ëmdë ga kjimtëp bakoe. 
3JN.1.6	Epga kjimtorop sorë l̈i l̈ara l̈ok Jesús tjl̈õkwo kjragaga l̈öng l̈i kong. Epga äär eshko obishko ga kjimtos jek eni obi, woyde Sbörë sorë l̈i eni. 
3JN.1.7	To l̈öng Jesucristo pak shäryë, kjimtara nopga Sbö miydë l̇l̇ëm wl̈eniyo l̈irë l̇l̇ëme. 
3JN.1.8	E kjĩshko ga woyde ga bi pjeyoga eniyo tjwe bi shwoy ga wl̈okjrëy l̈öng wopjl̈ú, tjl̈õkwo bek l̈i shdär jek këgong wl̈o.
3JN.1.9	Kjibokwo ichoror jek Jesús tjl̈õkwo kjragaga l̈öng l̈i kong kjwara. Gueniyo domer shäng kjl̈ara eshko ko Diótrefes. Tjawa kol̈e woydë l̇l̇ëm, nopga obl̈ë ichë ä kjĩshko. 
3JN.1.10	Tjawa jyõyotke ara. Bi pjeyoga wl̈okjre woydë l̇l̇ëm bakoe. Ëye omwl̈okjrono ga iche tön tjl̈õkwo kjragaga l̈öng l̈i tjok ame. E kjĩshko ga tja jek äär eshko ga wl̈on kjl̈uwe.
3JN.1.11	Pja bor kjl̈ara. Ĩp ga no obl̈ë l̇l̇ëbo owa shäryë ga pja omshäryë eni l̇l̇ëme. L̇l̇ëbo pjl̈ú shäryopdë eröe. Ëye l̇l̇ëbo pjl̈ú shäryë ga e Sbö ĩ. Ëye l̇l̇ëbo owa shäryë ga Sbö miyde l̇l̇ëme. 
3JN.1.12	Domer shäng kjl̈ara ko Demetrio. Era pjl̈úe l̈e nopga uunkongdë eni. Tjawa oml̈ë eni bakoe. Miydëp pjl̈ú ga tjawa tjl̈ẽ beke. Ga miydër pjl̈ú ga tjl̈õkwo l̈e shäng l̈i, e beke.
3JN.1.13	Tja l̇l̇ëbo l̈ë woydë ara bop kong, gueniyo tër woydë kjibokwo go l̇l̇ëme. 
3JN.1.14	Pja ĩn woydë wop ä, shji l̈an ëng tjok wl̈o.
3JN.1.15	Rokër Sbö kong ga pja ie ber sök wl̈ẽpe.
3JN.1.15	Bop pjeyoga l̈öng jũshko l̈i, «¿Pja yonde?» l̈e l̈ok bop kong.
3JN.1.15	Bop pjeyoga l̈öng eshko bop tjok l̈i, «¿Yonde?» l̈ëp kjl̈ara kjl̈ara kong bakoe.
JUD.1.1	Kjibokwo ëre taga tja Judasdë. Tja Jesucristo parkaga. Tja Santiago l̈ëng.
JUD.1.1	Nopga rokara Sbörë l̈öng l̈i, kjibokwo ëre ichër jek bomi kong. Pjãy woyde Data Sbörë ara, ga pjãy de Jesucristorë.
JUD.1.2	Rokër Sbö kong ga pjãy songe l̈e ĩyado, pjãy ie ber l̈öng wl̈ẽp, pjãy woyde ara bakoe.
JUD.1.3+JUD.1.4	Pjeyoga, woydoror ga shji döra Sbörë beno l̈öng sorë l̈i roy l̈ër bomi kong kjibokwo ëre go. Gueniyo kur ga tjl̈õkwo ichër jek bomi kong obl̈ë kjl̈uwe. No kjone kjone wotjl̈ĩk ga owa pjang bi go l̈i l̈ö̃ya Sbörë ber dret ba wopjl̈ú l̈i kjĩshko kuzong ga shji l̇l̇ëbo owa shäryë ga pjl̈úe l̈e. Epga opyono beno l̈öng bi Tjl̈apga, bi pjl̈uyo Jesucristo l̈i wl̈oyo. Nopga eniyo, e shdungko. E tak beno pjang Sbö tjl̈õkwo go eni dëna tjän. Ga eerishko ga nopga eniyo kjone kjone opzrëno l̈öng bomi tjrëko, pjãy jyãpgwe wl̈o l̈e. E kjĩshko ga rokër bomi kong ga tjl̈õkwo roy pjl̈ú l̈i wl̈ikozĩa. E twaga Sbörë beno ba nopga kong pjl̈araso, ber ĩyado wl̈o.
JUD.1.5	L̇l̇ëbo kjone kjone woyoshrër woydë bomi kong, e miydëmi l̈öng pjir gueniyo. Dënashko ga Israel tjëyoga shira Tjl̈apgarë tek Egipto kjokyo dwayo irgoshko ga kjone kjone mär ba go l̇l̇ëm l̈i pjira drete. 
JUD.1.6	Dënashko ga ba parkagaga kjok dogo so kong pak twara Sbörë obl̈ë obl̈ë. Gueniyo kjone kjone omrayono. E kjĩshko ga pjrira Sbörë dröng sho go, iara beno l̈öng kjok ro sĩ roy, äär jong ba l̇l̇gwezl̈ong dbaryo l̈ishko. 
JUD.1.7	Dënashko ga Sodoma sopga, Gomorra sopga, kjok shto obl̈ë obl̈ë l̈öng ba soshko sopga, e pono no orkwosmono ba tjok l̇l̇ëm l̈i tjok ara, ga l̇l̇ëbo shäryako l̇l̇ëm l̈i shäryara l̈ok obl̈ë obl̈ë bakoe. E kjĩshko ga shduna Sbörë iök go, beno nopga owa shdũya iök pjë jong ri ri sjer l̇l̇ëm shtoyo l̈i go ĩyado wl̈o l̈i miydokl̈o.
JUD.1.8	Nopga owa l̈öng bomi tjrëko l̈i, e l̇l̇ëbo shäryë eni bakoe. L̇l̇ëbo shärye l̈öng owa ba doyo go, l̈ara Sbörë ba kong yoshko l̈e kjĩshko. Wotjl̈ĩk l̈ok ga ichaga ërë l̇l̇ëme l̈e, ga kjok dogo sopga l̈ãywe l̈ok owa bakoe. 
JUD.1.9	Sbö parkaga kjok dogo so kägäyo Miguel ëmdë ga ëngl̈ono kar kar Ä tjok, Moisés doyo l̈i kjĩshkoshko ga Ä l̈ãywara owa sira ëmdë l̇l̇ëme. Eshko ga tjl̈ẽ ba kong ga «Pja wl̈ongga ber Tjl̈apgarë» l̈e ba kong eni eröe. 
JUD.1.10	Gueniyo nopga ërera, l̇l̇ëbo l̈ãywe l̈ok owa obl̈ë obl̈ë, gueniyo l̇l̇ëye l̈ãywe l̈öng l̈i, e l̇l̇ë miyde l̈öng l̇l̇ëme. Epga so öng l̇l̇ë kjoyo, l̇l̇ëbo shärye ga woyotjl̈ĩya l̇l̇ëme. Wotjl̈ĩk tjwe l̇l̇ë l̈i shäryayde eröe. Ga ba pjikkl̈o l̈i e.
JUD.1.11	Epga opshäryë owa, Caín dik.
JUD.1.12	Pjãy tön, ië ëng tjok, pjãy wopjl̈ú Sbö tjok kjĩshkoshko ga l̇l̇ëbo shärye l̈ok owa l̈i l̈ökyokjre l̈ok l̇l̇ëm, gueniyo bomi kong ga l̇l̇ëbo owa wl̈eni, e ber l̈ökyo ara bomi kong bakoe. Epga opwoyotjl̈ĩk l̈öng om go erö, öng daga opsëng om go erö wl̈eni. L̇l̇ëbo l̈e l̈ok ara, gueniyo l̇l̇ëbo pjl̈ú shärye l̈ok l̇l̇ëm, pjäng sho roshko di l̇l̇ëm, bakwe pjl̈ukdë l̇l̇aw pogo wl̈eni. Ëye kjimte l̇l̇ëme. Kjor bo kjrozl̈ong dbaryo ga kjor l̇l̇ë botjyono l̇l̇ëm ga e l̇l̇ëno l̇l̇ëm, kjëtong jong wl̈eni. Eshko ga shiy ba sl̈eng tjok. Enira kjëtong jl̈õkoyo. Nopga ëre so e kjoyo bakoe. Ëye kjimte l̇l̇ëme. 
JUD.1.13	Epga so dl̈ung iõya dbo ara kjoyo, l̇l̇ëbo owa shärye l̈i ĩgöy wẽl̈ë, dl̈ung bung sho wl̈eni. Epga so dbala jëk ba irbo bäng l̇l̇ëm kjoyoe. Epga l̈öng shdungko kjok ro sĩ anmoyõ l̈i roy ĩyado wl̈o.
JUD.1.14	Dënashko ga domer shäng kjl̈ara ko Enoc. E tjok ga Adán tjëyoga tek beno ba irgo l̈i öötong kjringgwo tjer (6).
JUD.1.15	E tjwe nopga uunkong l̇l̇gwega, nopga owa l̈i shdungga, l̇l̇ëbo owa shäryara kës l̈i kjĩshko, tjl̈õkwo l̈ara l̈ok owa ba kjĩshko kës l̈i kjĩshko bakoe» l̈e. 
JUD.1.16	Nopga ëre kjl̈oshtë l̇l̇ë pogo kjĩshko, l̇l̇ë pogo l̈ãywe owa bakoe. Jëk l̈öng ba wotjl̈ĩk owa l̈i go erä. Krë l̈ok ara om goshko, ga obl̈ë jyãpgwe l̈ok tjl̈õkwo wol̈ëso go, l̇l̇ëye woyde l̈i wl̈ẽya wl̈o.
JUD.1.17	Pjeyoga, l̇l̇ëye l̈ara Sbö tjl̈õkwo roy l̈agaga bi Tjl̈apga Jesucristo ãskarë bomi kong l̈i, e woyoshrozĩa. 
JUD.1.18	Tjl̈ẽno l̈ok ga «Kjok pjir l̈ëshko ga nopga Sbö tjl̈õkwo joywë ä wl̈eniyo wen tjwe, ga jëk l̈öng ba wotjl̈ĩk owa l̈i go» l̈ara l̈ok eni. 
JUD.1.19	Nopga eniyo l̈öng bomi tjrëko, bomi shdögaga ber l̈öng dboy dboy wl̈o l̈i epga. Epga go Sbö Sëya l̇l̇ëm, jëk l̈öng ba wotjl̈ĩk owa l̈i go erä.
JUD.1.20	Gueniyo pjeyoga, pjãy ëng kjimtos mär Sbö go jek këgong këgong. Pjãy syõshtë Sbö kongshko ga pjãy kjimtaga ber ba Sëyarë. 
JUD.1.21	Pjãy woyde Sbörë ara, ga pjãy songe l̈e bi Tjl̈apga Jesucristorë bakoe. E kjĩshko ga l̇l̇ono ga pjãy ie Sbörë ber l̈öng së ĩyado ba tjok. E koshëmi l̈öng wopro ga tjl̈õkwo ëre woyoshrozĩa. 
JUD.1.22	Ëye, tjl̈õkwo kjrëy wl̈o l̈i kjone dey miyde l̇l̇ëm ga e songe l̈ozĩa. 
JUD.1.23	Ëye, tjl̈õkwo bek l̇l̇ëm l̈i kjre woydë kjwl̈ë ga dözĩ, nopga tek shiy iök roy dwayo wl̈eni. L̇l̇amoga songe l̈ozĩ, gueniyo pjãy sjëk, pjãy opshäryë baĩya dik l̇l̇ëm wl̈o. Woyotjl̈ĩzĩ ga l̇l̇ëbo owa shäryara l̈i kjĩshko ga ba shwong ëmdë ga beno owa, porwako l̇l̇ëm wl̈eni.
JUD.1.24+JUD.1.25	Sbö bi döga, e eröe. Pjãy kjimte dir l̇l̇ëm wl̈o ga pjl̈úe. Pjãy ie äär ber l̈öng ba bokshto ga pjl̈ú bakoe. Eshko ga pjãy pogo l̇l̇ëye dret, pjãy wopjl̈ú anmoyõ bakoe. Bi Tjl̈apga Jesucristo kjĩshko ga e iëy ber bi pjl̈uyo kësbang, tjwl̈õ ara, dbo ara ĩyado. Ber eni.
REV.1.1	L̇l̇ëbo ëre pina Sbörë Jesucristo kong, pĩya ba parkagaga kong wl̈o, l̇l̇ëbo wen dörö l̈i miyde l̈ok wl̈o. Eni ga tja Juan kong ga ba parkaga kjok dogo so ichara Jesucristorë ter shrono shäng bor kong, l̇l̇ëbo ëre pĩya bor kong wl̈o. 
REV.1.2	L̇l̇ëbo ĩnor l̈i tër uunkong bomi kong, Sbö tjl̈õkwo roy l̈ara Jesucristorë bor kong l̈i tër bomi kong bako, ber ba miydokl̈o wl̈o. 
REV.1.3	Ëye kjibokwo ëre l̈ë obl̈ë kong ga ber wopjl̈úe. Ëye tjl̈õkwo ëre kuk, ga kol̈e ga ber wopjl̈ú bako, dbar l̈ër shäng l̈i dörö kjĩshko.
REV.1.4+REV.1.5	Kjibokwo ëre taga tja Juandë.
REV.1.4+REV.1.5	Jesús tjl̈õkwo kjragaga kjringgwo kjäk (7) tjeng kjok shto obl̈ë obl̈ë Asia kjokyo, kjibokwo ëre ichër jek bomi kong.
REV.1.4+REV.1.5	Rokër Sök Ĩyado l̈i
REV.1.6	ga shji iara beno l̈öng syõshtagaga parkë l̈öng Sbö, ba Data, borwa pjl̈uyo l̈i kong. E kjĩshko ga Cristo iëy ber kësbang, tjwl̈õ ara, dbo ara ĩyado wl̈o. Ber eni.
REV.1.7	Tja kuzĩa. L̇l̇ono ga Cristo ter pjäng sho roshko,
REV.1.7	ĩga uunkongdë,
REV.1.7	ba shorkegaga l̈öng dënashko l̈i omĩk bakoe.
REV.1.7	Eshko ga tjëyoga l̈öng kës l̈i ber l̈öng woydë ara ba kjĩshko.
REV.1.7	Ber eni.
REV.1.8	Tjl̈apga Sbö tjl̈ẽ ga «Tja so tjl̈õkwo tokl̈o ko 
REV.1.9	Tja Juan, tja bomi kjl̈ara Jesús tjl̈õkwo kjraga. Shji mär bi pjl̈uyo Jesús go kjĩshko ga shji shdungoba, gueniyo kuy kjange. Sbö tjl̈õkwo roy l̈ara Jesúsdë bor kong l̈i l̈ër shäng oba kong kjĩshko ga tja icharaba beno sök dl̈ung tjrëko ko Patmos l̈ishko. 
REV.1.10	Pjl̈ara ga Tjl̈apga Jesús dbaryo
REV.1.11	Tjl̈ẽ bor kong ga «L̇l̇ëye ĩp l̈i tos ber pjang kjibokwo go. E irgo ga ichos jek Jesús tjl̈õkwo kjragaga kjringgwo kjäk (7) tjeng kjok shto obl̈ë obl̈ë Asia kjokyo l̈i kong. Ichos jek Éfeso kjokyo, Esmirna kjokyo, Pérgamo kjokyo, Tiatira kjokyo, Sardis kjokyo, Filadelfia kjokyo, Laodicea kjokyo bakoe» l̈e.
REV.1.12	Eshko ga tja bojongö ĩn iröng, ëye ybö kuror tjl̈ẽ l̈i ë miydër wl̈o. Eshko ga ĩn ga iök shjiy bapkwo shäryak dbur sho shõyl̈ṍr go tjeng kjwo kjäk (7), 
REV.1.13	tjrëko shäng kjl̈ara so no to ter kjok dogo dwayo l̈i kjoyo, doyono shäng shwong kur may äär ba kju kjing go, dop pjrikkl̈o shäryak dbur sho shõyl̈ṍr go pjang ba pjl̈ú kjing go. 
REV.1.14	Ba kägä, ba käkzong, e kjwo pjl̈ubl̈ún so pjäng sho kjoyoe. Ba bok roy so iök l̈ok ri ri kjoyoe. 
REV.1.15	Ba dre so dröng sho so kl̈ung sho kjoyo l̈i iak jong iök pjë jong ri ri roshko l̈i kjoyoe. Ba ybö dbo ara, di kës pjl̈ubl̈unyo dik. 
REV.1.16	Orkwo kël̈ëkong dbala tjeng kjwo kjäk (7). Dröng tur jong ba kjak roy kjwangna, kowo stek kar kar. Ba bokkwo kãl̈ã l̇l̇etl̇l̇et, dl̈o wl̈eni. 
REV.1.17	Ĩn jek drëng ga tja jek rish buk ba dre zl̈ong, shji wol̈ono buk wl̈eni. Gueniyo eshko ga tja porwara ba orkwo kël̈ëkong go, ga tjl̈ẽ bor kong ga «L̇l̇ëye bangkjrëp l̇l̇ëme. L̇l̇ëye l̇l̇ëm obishko ga tja sök tjän. L̇l̇ëbo uunkong pjitong dret ga tja sök obi. 
REV.1.18	Sök Ĩyado l̈i tja. Tja wol̈ono, gueniyo tja sök së ĩyado wl̈o. Shinmoga shtoyo u bäng bäng dökkl̈o tjeng bor wl̈oshko, epga woshrër iröng obi ga pjl̈úe.
REV.1.19	»L̇l̇ëye ĩnop l̈i tozong. Eni tjok ga l̇l̇ëye shäryë l̈i tos, l̇l̇ëye wen tek iröng l̈i tos bakoe. 
REV.1.20	Dbala ĩnop tjeng kjwo kjäk (7) bor orkwo kël̈ëkong ëre, iök shjiy bapkwo shäryak dbur sho shõyl̈ṍr go tjeng kjwo kjäk (7) ëre, e l̇l̇ë l̈okl̈o l̈ër bop kong. Iök shjiy bapkwo kjwo kjäk (7) ëre, e bor tjl̈õkwo kjraga kjringgwo kjäk (7) tjeng kjok shto obl̈ë obl̈ë l̈i jyãgl̈o. Dbala kjwo kjäk (7) ëre, e roy sögaga kjok dogo so dogl̈o kjäk (7), parkë l̈öng bor tjl̈õkwo kjraga kjringgwo kjäk (7) kong l̈i jyãgl̈o bakoe.
REV.2.1	»Roy söga kjok dogo so shäng kjl̈ara, bor tjl̈õkwo kjragaga l̈öng Éfeso kjokyo l̈i kong. Kong kjibokwo tos kjwara, söya jek ba kong wl̈o. Kjibokwo l̈i tos eni:
REV.2.1	»“Shäng kjl̈ara, orkwo kël̈ëkong dbala tjeng kjwo kjäk (7), jëk shäng iök shjiy bapkwo shäryak dbur sho shõyl̈ṍr go tjeng kjwo kjäk (7) l̈i tjrëko. E tjl̈ẽ bomi kong ga 
REV.2.2	‘Pjãy jëk l̈öng sorë, e miydër. Pjãy parkë bor kong kjang, l̇l̇ëbo weno bomi kong owashko ga kumi kjang bakoe. No kjone kjone tjl̈ẽno ga “Tja Sbö tjl̈õkwo roy l̈aga Jesús ãska” l̈ara eni. Eshko ga tjl̈ĩnomi yõtso, ga miydoromi ga jyõ erä. Eshko ga ioromi beno jëk l̈öng bomi tjok ame. 
REV.2.3	Bor kjĩshko ga l̇l̇ëbo weno bomi kong owa ara, gueniyo kuromi kjang, pjãy wosonkono l̇l̇ëm bakoe.
REV.2.4	”’Gueniyo bor kong ga pjãy l̈öng l̇l̇ëbo shäryë owa kjrina. Pjãy mär l̈öng bor go kjwl̈ëshko ga pjãy ëng woydono ara kar kare. Gueniyo pjãy opshäryë eni ame. 
REV.2.5	Pjãy opshäryono dämärshko sorë l̈i woyotjl̈ĩzĩa. L̇l̇ëbo shäryëmi l̈öng owa l̈i, e owa jl̈õe l̈ozĩ, ga rayozĩ, ga l̇l̇ëbo shäryoromi dämärshko, Sbö tjl̈õkwo kjroromi kjwl̈ëshko l̈i shäryozĩ eni iröng obi. Shäryëmi eni l̇l̇ëm ga tja jek bomi iök shjiy bapkwo jong l̈i kjë bomi shjiryo. 
REV.2.6	Gueniyo l̇l̇ëbo ber pjl̈ú bomi kong, l̇l̇ëbo owa shärye nicolaítagarë l̈öng l̈i ĩywor shjiktëng, ga pjãy omĩywõ shjiktëng eni bakoe.
REV.2.7	”’Ëye kwomgwo tjok ga woyde ga tjl̈õkwo l̈e Sbö Sëyarë bor tjl̈õkwo kjragaga kong l̈i kuya yõtso. Sbö kjok bukshko ga kjor jong kjl̈ara, ba bo uoroy ga shji wol̈on l̇l̇ëme. Ga ëye l̇l̇ëbo owa l̈i zano ga ichër kjor bo l̈i uë’ l̈e.”
REV.2.8	»Roy söga shäng kjl̈ara obi, bor tjl̈õkwo kjragaga l̈öng Esmirna kjokyo l̈i kong. Kong kjibokwo tos kjwara, söya jek ba kong wl̈o. Kjibokwo l̈i tos eni:
REV.2.8	»“Shäng kjl̈ara, l̇l̇ëye l̇l̇ëm obishko ga sök tjän, l̇l̇ëbo uunkong pjitong dret ga sök obi. Era wol̈ono, ga woshrono iröng obi. E tjl̈ẽ bomi kong ga 
REV.2.9	‘Pjãy shdungoba sorë, e miydër. Pjãy song jl̈õe. Gueniyo jl̈õkoyo ga pjãy song l̇l̇ëm, pjãy l̇l̇ëbo ara wl̈eni. Pjãy jyõyotke nopgarë sorë l̈i miydër. Epga tjl̈ẽ ga “Tjawa judíoga” l̈e, miga jyõ, epga Ä nopga erä. 
REV.2.10	L̇l̇ëbo wen tjwe bomi kong owa l̈i bangkjrëmi l̇l̇ëme. L̈ër bomi kong ga pjãy kjong kjong ie Ärë om go ber l̈öng no shdũzl̈ong uyo roshko, pjãy tjl̈ĩya wl̈o, l̇l̇ëbo owa shäryëmi wl̈o l̈e, ga pjãy shdũya song äär jong dbar sak kjwara (10). Gueniyo tja rayëmi l̇l̇ëm, äär jong pjãy wol̈ono guing. Shäryoromi eni ga pjãy iër ber l̈öng së ĩyado Sbö tjok.
REV.2.11	”’Ëye kwomgwo tjok ga woyde ga tjl̈õkwo l̈e Sbö Sëyarë bor tjl̈õkwo kjragaga kong l̈i kuya yõtso. Ëye l̇l̇ëbo owa l̈i zano ga nopga wol̈ono tjeng l̈i wol̈on jek obi wl̈enishko ga l̇l̇ëye wen ba kong l̇l̇ëme’ l̈e.”
REV.2.12	»Roy söga shäng kjl̈ara obi, bor tjl̈õkwo kjragaga l̈öng Pérgamo kjokyo l̈i kong. Kong kjibokwo tos kjwara, söya jek ba kong wl̈o. Kjibokwo l̈i tos eni:
REV.2.12	»“Shäng kjl̈ara, dröng tjeng kjwangna, kowo stek kar kar. E tjl̈ẽ bomi kong ga 
REV.2.13	‘Miydër ga pjãy l̈öng l̈ishko ga nopga pjl̈uyo l̈i Ä erä. Eni ëmdë ga pjãy mär l̈öng bor go ĩyado. Dënashko ga domer shäng kjl̈ara eshko ko Antipas. E parkono bor kong pjl̈úe. E zröraba bomi tjrëkoshko ga tja rayoromi l̇l̇ëme.
