GEN.1.1	Kotiyamale sitali dla Godtapo ta꞉lamo mate pepele di mate mimita꞉piyo. 
HEB.11.26	Mosestapo Isip mota hamili ka꞉ka꞉dle koko mate epo alisisi pasatale koko mate dulu dla halloweye posolotamana. Amasiyama ya꞉tapo Kelisota puluwe koko dla omtamama wotiyalle halowe tlo ka꞉pi duwapo. Adipalati, ya꞉tapo isikimi Godta ya꞉ watle asiyama hamilowe tlo omhaluwapo. 
HEB.11.27	Epame Mosestapo ya꞉ta mikadepe dle koko tle Isip mo dokopala oplamita kasilamaleye powota꞉lalo Isip mo tle alikili dla woyamuwapo. Epame ya꞉tapo opata ponatilalo wekelalo Godye ikadepe ma-natili some omtamama itiyamale mate tauwapo. 
HEB.11.28	Epame mikadepe dle koko tle Mosestapo Isalael so watle Godta Namilatale dayaye demama yia꞉ aya kokoloma dla omali huhutupiliyemtaiye duwapo, polowe hampulalo banakaka oplamitapo yia꞉ akimlala ka꞉yapa itapu hohomale soye popotimtlalo wekelepo depame.
HEB.11.29	Mikadepe dle koko tle Isalael sotapo Omteka꞉pele Kaula duka gladepame isikimi ta꞉la sekelle tle uluwapo. Amasiyama Isip so opatapo yia꞉ ma api hatlo metle ulluwa depo ullati yúta yia꞉ye poyuwapo.
HEB.11.30	Epedeme mikadepe dle koko tle Isalael sota Yeliko mo patoye alila 7 dulu dla siyamama sillidemsiyamalati mo kosukullita meyelo hauwokokopo tuluwapo.
HEB.11.31	Epame mikadepe dle koko tle opa pasatale elemsela꞉lalo a꞉ya Leihabtapo Isalael so yia꞉ wota꞉ tlalo soye gaduwapo. Epapele koko tle Yeliko so opa hapuloma, God dla posalladlalo wekele so tlo palimama hatlo Leihab tlo popolalo wekuwapo.
HEB.11.32	Epapedeme na꞉ ma apa kokoye wua꞉ dla atlepa꞉? Adipalati, na꞉tapo wua꞉ dla Gidiyon koko mate, epo Balak koko mate, epo Semson koko mate, epo Yepta koko mate, epo Deibidi koko mate, epo Sa꞉muwel koko mate, epame God tle yu hapame molo atlamalalo so koko mate atlamtelepiye, alilata pa꞉lepe. 
HEB.11.33	Epedeme mikadepe dle koko tle opa iwolotapo mo patoto opi mate opahale demama ma-tla꞉mtamaluwapo. Epame yia꞉tapo ka꞉ka꞉dle koko halomha꞉ha꞉lati asiyama Godta yia꞉ watle hamili depo halale kokoye yia꞉ta ma-halomduwapo. Epame layon esemalata yia꞉ye potimalala depame yia꞉ matiye hihimamduwapo. 
HEB.11.34	Epame yia꞉tapo dlapa ulli teleka꞉le aloweliye sustimduwapo. Epame opahale sota yia꞉ aipa꞉ya mate yia꞉ye potimala yakomalati yia꞉tapo dulu metle alikili dla woyamduwapo. Yia꞉ta opahale dele dulu dla yia꞉ta hopeyalimalati asiyama Godta yia꞉ watle itiyamale hamimduwapo. Epalati yia꞉tapo itiyamale e mate opahale soye alikili dla posalemduwapo.
HEB.11.35	Wola꞉ opitapo yia꞉ opa palli so ma pasakalo depo sillati yia꞉tapo ma elemduwapo. Epalati opa opitapo mikadepe dle so dla wotiyalle hapimha꞉ha꞉uwapo, yia꞉tapo wotiyalle e natimama God dla mikadepe dlowe kokoye memellepo depame. Epapele tlope mikadepe dle so ewolotapo wotiyalle koko e natimama yia꞉tapo God tle alikili dla woyamoloweye posolotamdena. Adipalati, yia꞉ solotamduwapo, wotiyalle dulu edla palipame ma mosukulu alila dla God tle pasakalo amko ka꞉dle halomolowedeme.
HEB.11.36	Dulu edla mikadepe dle so opiye opata tepelemyemama hohopolemduwapo. Epame opiye amtuwale aya dulu dla oli dea mate hihimapo ka꞉ka꞉timduwapo. 
HEB.11.37	Epalati opiye ewala mate siyomtimduwapo. Epalati opa opi motoye duka kotimduwapo. Epame opi tlo aipa꞉ya mate potimduwapo. Epalati opitapo sipi aliya kapala mate gaut aliya kapala mate didiyemha꞉ha꞉mama atali yimlala some alisisi dimi ha꞉ha꞉mduwapo. Epame yia꞉ dla ellalo sotapo yia꞉ watle wotiyalle hapimha꞉ha꞉mduwapo. 
HEB.11.38	Epalati yia꞉tapo dalupa dulu dla epo tamali di dla epo munamu dulu dla ha꞉ha꞉msiyamduwapo. Epapedeme ta꞉lamo iye pta batalimana, ka꞉ka꞉dle so opa ipapeleta hema ha꞉ha꞉loweye.
HEB.11.39	Epedeme opa hapuloma iwoloye yia꞉ta mikadepe dle tle Godtapo yia꞉ dla siyemhalemduwapo. Amasiyama yia꞉tapo Godta yia꞉ mate yu itiyapo himili kokoye pohalomana. 
HEB.11.40	Adipalati, Godtapo ka꞉ka꞉dle kokoye dia꞉ watle hamilowedeme ma-dinapopo haluwapo. Epapele tlope ya꞉ posolotamana, opa ewolo tatle koko e haloweye. Amasiyama ya꞉ solotamuwapo, ditapo yimkata yia꞉ mate koko eye halomelepo depame.
HEB.12.1	Epedeme opa hapuloma iwolota mikadepe dle kokotapo dia꞉ dla imapo, ditapo batalimale koko hapuloma pololepame itiyamale mate mosukulu dla ullumtlepo depame. Adipalati, batalimale kokotapo dia꞉ye hohopame hopeyamale hapimhalapo. 
HEB.12.2	Epedeme ka꞉dena, ditapo mosukulu dla ullumtamama di inomata woloma Yesu dla omtamama tloweye. Adipalati, ya꞉tapo dita mikadepe dle kokoye kotiyapame dinapolalo halapo. Epame ya꞉tapo alotle siyele halowe malamama dali yekelemhimili di dla poloweye powota꞉na. Epame ya꞉tapo God dowala tiyama dla poluwapo. 
HEB.12.3	Epedeme wua꞉tapo hopeyamama duka dla gudlala depame Yesu koko tlo momalamha꞉ha꞉iya. Adipalati, batalimale sota ya꞉ allimama wotiyalle hapimyelati ya꞉tapo duka dla pogudena. 
HEB.12.4	Epedeme wua꞉ta batalimale koko mate opahale demha꞉ha꞉ kokotapo ala wua꞉ye omali olostlowe oloma dla tame pogudesema.
HEB.12.5	Godtapo wua꞉ye ya꞉ akimlala depame gadle yu mate wua꞉ molo atluwaye, wua꞉ mo-wowelipa? Adipalati, ya꞉tapo epo atluwapo,
HEB.12.5	“Na꞉ maseyemala, wa꞉ta api hotlati Lodtapo wa꞉ yumhala koko dla pokoko demiya.
HEB.12.5	Epame ya꞉ta wa꞉ye sikemte molo atlati dalla alimiya.
HEB.12.6	Adipalati, Lodtapo ya꞉ta malahala sota api hotla natipame posalemhalapo.
HEB.12.6	Epame ya꞉tapo ya꞉ akimlala dlalo so opata ka꞉ka꞉depo ha꞉ha꞉lepo depame yia꞉ye posalemhalapo,” duwapo.
HEB.12.7	Epedeme Godta wua꞉ posalemhala koko dulu medla woloma sadle mate ha꞉ha꞉iya. Adipalati, Godtapo wua꞉ye ya꞉ akimlala ikadepe depame wua꞉ye posalemhalapo. Ame adipalati, dimalamana, adulotapo yia꞉ yimlalata ka꞉ka꞉depo ha꞉ha꞉lepo depame posalemha꞉ha꞉mde kokoye. 
HEB.12.8	Epapedeme Godtapo ya꞉ akimlala hapulomaye posalemhalapo. Epapele dulu dla Godtapo wua꞉ta api hotlati wua꞉ popoyulalo wekelepiye, wua꞉ po-God ya꞉ akimlala ikadepe depo ha꞉ha꞉sema. 
HEB.12.9	Epedeme ta꞉lamo hema di adulotapo dita api hotlati dia꞉ye posalemha꞉ha꞉lati ditapo yia꞉ yu dla salladepo siyamdepo. Epapedeme di ma ka꞉dena, ditapo pasakalo hallowe halowedeme, Pepele dimo dla hallalo A yu dla salladepo siyamoloweye. 
HEB.12.10	Epame ta꞉lamo hema di adulotapo dita api hotlati yia꞉tapo malamale tle ka꞉dena dle koko hamama dia꞉ye alila kiyele dla posalemdepo. Epele tlope Godtapo di posalemde kokoye pta ka꞉pipo. Adipalati, ya꞉tapo solotamdepo, dita ya꞉ some ullu pa꞉po ha꞉ha꞉mama aiyalma depo ha꞉ha꞉lepo depame. 
HEB.12.11	Epapele dulu dla dita api hotlati di posalemde kokoye posiyele koko, amasiyama pta wotiyalle kokopo. Epapele tlope ditapo di posalemde koko etle malamale ka꞉pi halepiye, eta ditapo ka꞉depo sadle dulu dla ha꞉ha꞉lepe.
HEB.12.12	Epapedeme wua꞉ do mate epo wua꞉ hete mateta hopeyalimaleye itiyamale hapiya. 
HEB.12.13	Epame wua꞉ta tlowe api ma woloma ka꞉depo dolepo himiya. Epelepiye, eta wua꞉ ko tle dolumtamala hopeyalimale so mape poteteyuluwa, amasiyama yia꞉ ma itiyamale halepe.
HEB.12.14	Epedeme opa hapuloma mate woloma sadepo ha꞉ha꞉lowe koko tlo totamaiya. Epame ullu pa꞉po ha꞉ha꞉lowe koko ma totamaiya. Adipalati, ullu mate ha꞉ha꞉lalo sotapo Lodye ponatilowa. 
HEB.12.15	Epedeme wua꞉ dulu dla oplami haletapo Godta bokotiyapo malamale kokoye pohalalo wekelala depame yimkaduloye asiyama woloma gade asiyama woloma gade demha꞉ha꞉iya. Epame wua꞉ dulu dla ya꞉mkale ellewe kokotapo wua꞉ye dukulu some popoliyepo halemama batalimale koko dla elemtulu demiya. Adipalati, epapele kokotapo wua꞉ta hapulomaye batalimalala. 
HEB.12.16	Epame wua꞉ wolomape, wua꞉ dulu dla oplami haletapo wola꞉ uhalowe koko mate epo opa uhalowe koko mate dulu dla tullala. Epame Iso some God dla kostapame ma batalimale koko dla solotamiya. Adipalati, Isotapo isikimi alila hatlo dla daya dlowe yilo ya꞉ a elo dla hallowe itiyamaleye ma ya꞉ ei watle hamiwapo. 
HEB.12.17	Amasiyama wua꞉malamana, ya꞉tapo ma-alotle ya꞉ a elo dla hallowe itiyamaleye ma hali depame ya꞉ a watle puame atlati asiyama ya꞉ ata ma ya꞉ watle pohamina. Epela natipame ma ya꞉tapo amale mate ya꞉ a watle atluwapo. Amasiyama ya꞉ atapo ma malamale meyelope depame ya꞉ gadlowe apiye ponatina.
HEB.12.18	Epedeme wua꞉ye Sainai tamali dla popuana. Adipalati, Godtapo tamali di edla halemama Isalael so dla ya꞉ aiyalmaye hapiwapo. Epapele oloma dla tamali eye amtuwale patota bopudepo hallati dlapata dulu metle woyapo ullumhaluwapo. Epalati mosisi patotapo tamali di edla puame yumhaluwapo. 
HEB.12.19	Epapele dulu dla Isalael sotapo hulu yu mate epo Godta yukamale yu mate dalepame sikemte wowota꞉le mate ma dalla allimama epo atlamyeuwapo, “Yu yukamhala eye medla gudlepo,” demyeuwapo. 
HEB.12.20	Adipalati, Godtapo epo atluwapo, “Oplami haletapo epame alinepi haletapo tamali iye umulupiye, ya꞉ye ewala mate kelepame yumilipe,” duwapo. 
HEB.12.21	Epalati Moses mape ya꞉ta natili koko dla sikemte wota꞉mama epo atluwapo, “Na꞉ sikemte wota꞉mama eseselalema,” duwapo.
HEB.12.22	Hao, wua꞉ Sainai tamali dla popuana. Amasiyama wua꞉tapo Sayon tamali dla mo-puapo. Tamali eye pasakalo halemhallalo God ya꞉ mopo. Eye Pepele dimo Yelusalempo. Epedeme mo edla God ya꞉ banakaka so sikemte pasataletapo sisiyele mate alumhalapo. 
HEB.12.23	Epame mo edla Godta ka꞉yapa hohomale akimlala Pepele dimo dla yia꞉ hi hutiye so ma medla me-ha꞉ha꞉po. Epame opa hapuloma koko gladlalo God ma edla halapo. Epame God mila꞉pi tle ka꞉ka꞉depo ha꞉ha꞉mama palli so yia꞉nasama mape mo edla ha꞉ha꞉po. Adipalati, yia꞉ mape mo edla God tle pasakalo gadle halopo ha꞉ha꞉po. 
HEB.12.24	Epame mo edla Yesu ma me-halapo. Ya꞉tapo Godta yu itiyapo himili amkoye di watle hampuwapo. Epame ya꞉ omalita popokalletapo dia꞉ dla batalimale howahalowe kokoye imapo. Amasiyama Eibol omaliye pe-epapena.
HEB.12.25	Epedeme wua꞉ wolomape! Godta wua꞉ watle koko atlati ya꞉ yu dalla allimiya. Adipalati, Godta Sainai tamali di dla Moses tle yukamhallati dalla alli so hapulomaye isikimi wotiyalle pa꞉le alikili dla powoyamana. Epapedeme watapo dita Pepele di tle dia꞉ dla yukamale oplami yu dla dalla allipiye, di ma adipammama wotiyalle pa꞉le mate alikili dla woyapa꞉? 
HEB.12.26	Godtapo Sainai tamali di tle yukamhalale oloma edla ya꞉ yutapo ta꞉lamo patoye holuwapo. Amasiyama ya꞉ matle epo atluwapo,
HEB.12.26	“Na꞉ta matle yukamelepiye,
HEB.12.26	hatlo ta꞉lamo siyapota poholluwa.
HEB.12.26	Amasiyama pepele di mate hollupe.”
HEB.12.27	Epedeme Godta ipo atluwa ya꞉ dulu kokoye ipapena. Ya꞉ta ya꞉ do mate mimita꞉ple alisisi hapulomaye mosukulu batalipo polollepe. Amasiyama kokó ha꞉ha꞉lalo alisisi hapulomatapo kokó mepo ha꞉ha꞉lepe.
HEB.12.28	Epedeme ditapo Godta di watle kokó hallalo mo hamilowe koko dla sisiyemama God dla wota꞉le mate ya꞉ hi di dla ta꞉dloweye ka꞉pi. 
HEB.12.29	Adipalati, di Godtapo alisisi hapuloma sikemte hamdepo hamastlalo dlapa epapele some halapo.
HEB.13.1	Wua꞉ta mikadepe dle dulu dla ya꞉mkale asiyama bokotiyapo malama ya꞉mkale asiyama bokotiyapo malama demha꞉ha꞉ koko dulu medla mepo ha꞉ha꞉iya. 
HEB.13.2	Epame yimkadulo asepe so mape gademha꞉ha꞉lowe koko ma welimiya. Adipalati, opa opitapo ka꞉yapa epo asepe so gagademha꞉ha꞉mama God ya꞉ banakaka so ikadepeye yia꞉ta malamaleta semte opa ikadepe tepo depame yia꞉ aya dla eleme hetauwapo. 
HEB.13.3	Epame wua꞉tapo amtuwale aya dulu dla ha꞉ha꞉lalo soye sikemte malaha꞉ha꞉mama wua꞉ mape semte yia꞉ mate yimkata ha꞉ha꞉mapo demha꞉ha꞉iya. Epame opa opita wotiyalle dulu dla ha꞉ha꞉ so mape sikemte malaha꞉ha꞉mama wua꞉ mape semte yia꞉ mate yimkata yia꞉ta wotiyalle ha eye hamapo demha꞉ha꞉iya.
HEB.13.4	Epame opatapo wola꞉ halomolowe kokoye pta koko patopo. Epedeme ka꞉dena, abili so opata yia꞉ wola꞉ mate woloma ka꞉depo ha꞉ha꞉mama ullu pa꞉po ha꞉ha꞉lowe ka꞉pi. Adipalati, Godtapo opa mate epo wola꞉ mate uhalomalalo so kokoye gladepame yia꞉ batalimale asiyama halopilipe.
HEB.13.5	Epame wua꞉ mani sikemte solotamale mate ha꞉ha꞉miya. Amasiyama wua꞉ dla alisisi hutiyeye etlo wua꞉ mate ma-ala꞉na demha꞉ha꞉iya. Adipalati, God meyelo epo atluwapo,
HEB.13.5	“Na꞉tapo wua꞉ye posaliyome tlowa,
HEB.13.5	epame na꞉tapo wua꞉ye powelilowa.”
HEB.13.6	Epapedeme ditapo yu edla ikadepe demama epo atlowe ka꞉pi,
HEB.13.6	“Lodye na꞉ gadlalopo. Epedeme na꞉ powota꞉lowa.
HEB.13.6	Adipalati, isikimi oplami siyapota itiyamale tle adipapele wotiyalleye na꞉ dla hamipa꞉?”
HEB.13.7	Epame ka꞉yapa God yu wua꞉ dla atlamha꞉ha꞉uwa dokopala so ewolo kokoye momalamha꞉ha꞉iya. Adipalati, yia꞉ta adipo ha꞉ha꞉le koko tle wua꞉ dla siyele hampumduwa e malapame yia꞉ta mikadepe dle koko ma natipame dolumaiya.
HEB.13.8	Yesu Kelisoye alila hapuloma dulu dla pomeyelope desemde. Epapedeme ya꞉tapo tatla mate epo watapo mate epame iyela mate mila꞉pi hatlo mepo halemdepo.
HEB.13.9	Epapedeme biskapa koko imale meyelope meyelope dleta wua꞉ye eleme alikili dla tademiya. Amasiyama Godta bokotiyapo malamaleta wua꞉ dupa dulu dla itiyamale hamilalo hala diya. Adipalati, wua꞉ta daya dlomde dla aiyalma hatitimale kokotapo wua꞉ dupa duluye itiyamale pohamimhalasema. Ame adipalati, aiyalma e dolumalalo so dla aiyalma etapo yia꞉ pogademhalasema.
HEB.13.10	Epedeme amko koko dulu dla ha꞉ha꞉lalo so dia꞉ dla alinepi poyupo ha꞉lalo tileye me-polapo. Epapele tlope aiyalma aya dulu edla oko halalo sotapo di tile edla daya hutiye e dloweye aiyalmapo. Adipalati, yia꞉ye takala koko dulu dla ha꞉ha꞉lalo sopo. 
HEB.13.11	Epedeme takala koko dulu dla God ka꞉ epo opa ka꞉ duka dla ha꞉ha꞉lalo so yia꞉ dokopala oplamitapo opa batalimale howahalomolowedeme alinepi omali hapame pta Sikemte Aiyalma dlalo alupoli dulu dla tumduwapo. Amasiyama alinepi e yia꞉ moto ikadepe tlo opata ha꞉ha꞉mduwa mo alikili dla halopo tame dlapa dla mistemduwapo. 
HEB.13.12	Epapedeme Yesu mape ya꞉ omali mate opaye ka꞉ka꞉depo mellowedeme yia꞉ mo alikili dla wotiyalle hapame pouwapo. 
HEB.13.13	Epedeme ditapo mo dulu tle alikili dla u-ulapo ya꞉ hala dla tlowa. Epame opata ya꞉ dla batalipo atlamya kokoye yimkata dia꞉ mate halowa. 
HEB.13.14	Adipalati, ta꞉lamo iye podita kokó ha꞉ha꞉po ha꞉ha꞉lowe mo. Epapedeme ditapo dita kokó ha꞉ha꞉po ha꞉ha꞉lowe mo amkoye omha꞉ha꞉po.
HEB.13.15	Epedeme ka꞉dena, ditapo Yesu tle dita siyele kokoye God watle alila hapuloma namkale dle alisisi some hapimha꞉ha꞉lowa. 
HEB.13.16	Epapedeme wua꞉ ka꞉ka꞉dle koko halomolowe mate epo yimkadulo gagadlowe koko halomolowe mate melemiya. Adipalati, ipapele koko mape God dla siyele hamilowe namkale dle alisisi epapele some halapo.
HEB.13.17	Epedeme wua꞉ sos dokopala so yu dla salladepame siyamama yia꞉ yu dla hutullu dle mate ha꞉ha꞉iya. Adipalati, yia꞉tapo wua꞉ pasakalo omha꞉ha꞉lalo ha꞉ha꞉po. Epame mosukulu alila dla yia꞉tapo wua꞉ omha꞉ha꞉uwa kokoye woloma God dla bobotimatimelepe. Epapele koko tle yia꞉tapo siyele mate yia꞉ oko woloma ka꞉depo halomelepo depame wua꞉tapo yia꞉ yu dla salladle mate siyamaiya. Amasiyama wua꞉ta pe-epapalalo wekelepiye, asiyama yia꞉tapo upiyele mate ha꞉ha꞉mama wua꞉ye woloma pogadlowa.
HEB.13.18	Epapedeme wua꞉tapo dia꞉ yilo God watle inoma sumale himme ha꞉ha꞉ kokoye melemiya. Epame di ma mikadepe dema, dita malamale sitalita dia꞉ dla dita batalimale koko halë halaye po-atlasema. Adipalati, di solotamde, alila hapuloma dulu dla woloma ka꞉ka꞉dle koko siyapo tlo halomha꞉ha꞉lowedeme. 
HEB.13.19	Epapedeme na꞉ solotama, wua꞉tapo na꞉ta hapele wua꞉ hala dla ilame pulupo depame inoma sumale himme ha꞉ha꞉loweye.
HEB.13.20	Godtapo sadle hamilalo halapo. Epame ya꞉tapo di Lod Yesuye powale tle ma pasakalo duwapo. Epedeme watapo Yesutapo ya꞉ opaye sipi aliya some eleme tlalo halapo. Adipalati, ya꞉tapo Godta ya꞉ opa mate kokó ellalo yu itiyapo himili amkoye kokallepo depame ya꞉ omaliye olostauwapo. 
HEB.13.21	Epedeme na꞉ inoma sumale yu himima, wua꞉tapo Godta gadle tle ya꞉ta solotamale koko halomha꞉ha꞉lepo depame. Epame na꞉ ma inoma sumale yu hale himima, Godtapo Yesu Kelisota itiyamale tle wua꞉ pasakalota ya꞉ dla siyele hamilalo hallepo depame. Epedeme Yesu Keliso dla itiyamale mate hela꞉dle mateta kokó ellepe. Koko iye ikadepepo.
HEB.13.22	Mikadepe dle so namkadulo, na꞉tapo wua꞉ dla gadle yu kiyeleye ilipo hamima. Epedeme ka꞉dena, wua꞉tapo na꞉ yu iye woloma ka꞉pi dalepame sadle mate haiya.
HEB.13.23	Na꞉ ma solotama, wua꞉tapo di ei Timotiye amtuwale aya dulu tle ma-alikili dla hamame woyamale kokoye dallepo depame. Epapedeme ya꞉tapo hapele na꞉ hala dla puame woyamelepiye, eta na꞉tapo ya꞉ mate ma wua꞉ hala dla puluwepo.
HEB.13.24	Epapedeme na꞉ta namkale dle yuye wua꞉ sos dokopala so dla epo mikadepe dle so hapuloma dla atlema. Epele dulu dla Itali mo tle pumulale mikadepe dle so opi mape yia꞉ta namkale dle yuye wua꞉ dla atlema.
HEB.13.25	Eso. Godta bokotiyapo malamaleta wua꞉ mate hallepe.
JAS.1.1	Na꞉ Yeims, God mate Yesu Keliso mate yia꞉ oko halalo oplamipo. Na꞉tapo Yu so elele 12 so ta꞉lamo meyelope meyelope dle dla ha꞉ha꞉mta dla namkale dle yu i ilipo hamima.
JAS.1.2	Mikadepe dle so namkadulo, kokalle koko hapulomata wua꞉ dla pulati sisiyele mate dulu medla ha꞉ha꞉iya. 
JAS.1.3	Adipalati, wua꞉malamana, kokalle koko ipapeletapo pumdepo, dita mikadepe dleye kokaleta꞉ depo natilowedeme. Epapele dulu dla dita kokalle koko dulu dla kokalepo ha꞉ha꞉lepiye, eta dita mikadepe dle dulu dla hutulli mate ha꞉ha꞉lowe kokoye hampumdepo. 
JAS.1.4	Epapedeme ka꞉dena, wua꞉ta mikadepe dle dulu dla mo-opa depo ha꞉ha꞉lepo depame hutulli koko wua꞉ dulu dla elata ta꞉mta diya. Wua꞉ta epapelepiye, eta wua꞉ta mikadepe dle dulu dla sikemte kokalepo ha꞉ha꞉mama ka꞉depo malamale Yesu Keliso dla ela epapeleta wua꞉ dla ellepe. Epalati wua꞉ta mikadepe dle dulu dla koko opita wua꞉ dla pokiyelowa.
JAS.1.5	Epedeme oplami antapo ka꞉depo hallowe malamaleye ya꞉ dla po-ala꞉lalo halema꞉, ya꞉ ka꞉dena, God dla inoma sumale yu mate otele himme hallepe. Adipalati, Godye ya꞉ opa gadlowe dla sikemte solotamale elademe ya꞉tapo ya꞉ye gadlepe. 
JAS.1.6	Amasiyama ya꞉ God dla mikadepe depame inoma sumale himme polomama malamale potatlamolowa. Adipalati, malamale tatlamale oplamiye mosisita puame ulo dla yulati ulota hahala꞉po siyamdiye, ya꞉ ma epapele some halapo. 
JAS.1.7+JAS.1.8	Epapele oplamiye malamale hatlo dla pohimme halasema, amasiyama momalamale tatlamale mate halapo. Epapedeme poka꞉dena, ya꞉tapo God dla inoma sumale yu mate otele himme halaye asiyama hali depo malahalloweye.
JAS.1.9	Epedeme mikadepe dle dulu dla ha꞉ha꞉mama alisisi pa꞉po ha꞉ha꞉ so, wua꞉ sisiyeiya. Adipalati, Godtapo wua꞉ye ya꞉ mila꞉pi tle mo-patoto so duwapo. 
JAS.1.10	Epame alisisi poposatilimale so, wua꞉ ma Godtapo wua꞉ye isili dla halopo tulluwe dla sisiyeiya. Adipalati, alila haleta wua꞉ye sali alemalleta osamokolo dla domalati tolemama palimdiye, wua꞉ ma epapelepe. 
JAS.1.11	Epame salita matamama dali haha dla domalati dali haha ka꞉dleta tolemama balla tulumdiye, wua꞉ ma epapelepe. Epedeme wua꞉tapo wua꞉ oko me-hamha꞉ha꞉mama me-pallipe.
JAS.1.12	Kokalle koko dulu dla kokalepo hallalo oplamitapo siyelepe. Adipalati, ya꞉ kokalle koko dulu dla kokalepo hallepiye, Godta ya꞉ watle asiyama halepo halepo hallowe pasakalo hamilipe. Epapedeme halepo halepo hallowe pasakalo iye Godtapo ya꞉ dla sikemte malaha꞉ha꞉ so watle hamilowedeme yu itiyapo himiwapo.
JAS.1.13	Epedeme elemala natili kokota wa꞉ dla pulati “Godta na꞉ye elemala natima,” demiya. Adipalati, batalimale kokotapo Godye elemala natili dla pohamamtulusemde. Epame Godta ya꞉ opaye batalimale koko dla tullupo depame pe-elemala natisemde. 
JAS.1.14	Amasiyama oplami meyelo batalimale koko solotapame malamdetapo ya꞉ye elemala natimhalapo. 
JAS.1.15	Epame batalimale koko malamale itapo moto mate koko halowe dla hamame tulumdepo. Epalati moto mate batalimale koko halë itapo ta꞉pame ma oplami dla poloweye hampumdepo.
JAS.1.16	Epedeme namkadulo, wua꞉ malamaiya, Godta opaye pe-elemala natimhalasemde. 
JAS.1.17	Adipalati, ka꞉ka꞉dle ullu pa꞉talo alisisi hapulomaye A Godta hala di tle pumhalapo. Epele dulu dla ya꞉ta mimita꞉ple alisisi hapuloma mama mate epo tamili mate epo sali matetapo yia꞉ta ha꞉ha꞉leye alila opi dla yia꞉ta popa꞉le meyelope meyelope demdepo. Amasiyama yia꞉ mimita꞉plalo Godye pomeyelope desemde. 
JAS.1.18	Epapedeme Godtapo meyelo yu himili dolumama ya꞉ yu ka꞉dle tle di watle pasakalo hallowe kokoye ma-hamiwapo, ya꞉ta mimita꞉ple alisisi hapuloma dulu dla ditapo itapu so depo ha꞉ha꞉lepo depame.
JAS.1.19	Epedeme mikadepe dle so namkadulo, wua꞉ daliya, opa hapulomatapo hapele dlallalo so depo ha꞉ha꞉lowe ka꞉pi. Epammama ma hapele yukamolowe koko mate hapele siyaladlowe koko mate dulu dla poha꞉ha꞉lowa. 
JAS.1.20	Adipalati, oplamita siyaladle tle koko woyamdetapo God mila꞉pi tle ka꞉depo hallowe pasakalo mate po-ala꞉po halasema. 
JAS.1.21	Epedeme wua꞉ dulu dla batalimale koko hapuloma mate epo ullu walle koko hapuloma mate alikili dla pololiya. Epame wua꞉ta God yu dalepame hamuwa koko eye hutulli mate kikitilata hamame ha꞉ha꞉iya. Adipalati, yu edla itiyamale elapo, wua꞉ta pasakalo hallowe haloweye.
