MAT.1.1	Este libro es el registro de Jesús el Mesías
HEB.7.9	Entonces podríamos decir que Leví, el que recibe los diezmos, ha pagado diezmos por ser descendiente de Abrahán, 
HEB.7.10	pues aún no había nacido de su padre
HEB.7.11	Ahora, si hubiera sido posible lograr la perfección por el sacerdocio de Leví (pues así fue como se recibió la ley), ¿Por qué había necesidad de otro sacerdote que siguiera el orden de Melquisedec, y no del orden de Aarón? 
HEB.7.12	Si se cambia el sacerdocio, la ley necesitaría cambiarse también. 
HEB.7.13	Pero este de quien hablamos viene de otra tribu, una tribu que nunca ha provisto sacerdotes que sirvan en el altar. 
HEB.7.14	Está claro que nuestro Señor es descendiente de Judá, y Moisés nunca hizo mención sobre sacerdotes que provinieran de esta tribu. 
HEB.7.15	Y esto queda aún más claro cuando vemos que aparece otro sacerdote similar a Melquisedec, 
HEB.7.16	que no llegó al sacerdocio por virtud de su ascendencia, sino por el poder de una vida que no puede ser destruida. 
HEB.7.17	Por eso dice: “Tú eres sacerdote para siempre, conforme al orden de Melquisedec.”
HEB.7.18	De modo que la norma anterior ha sido anulada porque era débil e inútil, 
HEB.7.19	(porque la ley nunca perfeccionó nada). Pero ahora ha sido reemplazada por una esperanza mejor, por la cual podemos acercarnos a Dios. 
HEB.7.20	Esto
HEB.7.21	Pero él se convirtió en sacerdote con un juramento porque Dios le dijo: “El Señor ha hecho un juramento solemne y no cambiará de opinión: Tú eres sacerdote para siempre.” 
HEB.7.22	Es así como Jesús se convirtió en la garantía de una relación con Dios
HEB.7.23	Ha habido muchos sacerdotes porque la muerte les impidió continuar su sacerdocio; 
HEB.7.24	pero como Jesús vive para siempre, su sacerdocio es permanente. 
HEB.7.25	En consecuencia, tiene el poder para salvar por completo a los que se acercan a Dios por medio de él, viviendo siempre para rogar su caso a favor de ellos.
HEB.7.26	Él es justamente el sumo sacerdote que necesitamos: santo y sin falta, puro y apartado de los pecadores, y con un lugar en lo más alto de los cielos. 
HEB.7.27	A diferencia de los sumos sacerdotes humanos, él no necesita ofrecer sacrificios diarios por sus pecados y los de las personas. Él lo hizo una vez, y por todos, cuando se dio a sí mismo como ofrenda. 
HEB.7.28	La ley designa hombres imperfectos como sumos sacerdotes, pero después de la ley, Dios hizo un juramento solemne, y designó a su hijo, que es perfecto para siempre.
HEB.8.1	El punto principal de lo que estamos diciendo es este: tenemos tal sumo sacerdote que está sentado a la diestra de Dios, que está sentado en majestad sobre su trono en el cielo. 
HEB.8.2	Él sirve en el santuario, el verdadero tabernáculo que fue establecido por el Señor y no por seres humanos. 
HEB.8.3	Como es responsabilidad de todo sumo sacerdote ofrecer dones y sacrificios, este sumo sacerdote también tiene algo que ofrecer.
HEB.8.4	Ahora bien, si él estuviera aquí en la tierra, no sería un sacerdote en absoluto, porque ya hay sacerdotes para presentar las ofrendas que exige la ley. 
HEB.8.5	Pero el lugar donde ellos sirven es una copia, una mera sombra de lo que hay en el cielo. Y eso fue lo que Dios le dijo a Moisés cuando iba a construir el tabernáculo: “Ten cuidado de hacer todo conforme al modelo que se te mostró en la montaña.”
HEB.8.6	Pero a Jesús se le ha dado un ministerio mucho mejor, pues él es el único mediador de una relación mejor entre nosotros y Dios. Una relación basada en mejores promesas. 
HEB.8.7	Si el primer pacto hubiera sido perfecto, no se habría necesitado un segundo pacto. 
HEB.8.8	Y hablando sus fallos,
HEB.8.9	No será como el pacto prometido que hice con los ancestros cuando los llevé de la mano fuera de la tierra de Egipto. Porque ellos no cumplieron con su parte en la relación que habíamos acordado, y por eso los abandoné, dice el Señor.”
HEB.8.10	“Esta es la relación que le prometo a la casa de Israel: Después de ese tiempo, dice el Señor, yo pondré mis leyes en sus mentes, y las escribiré en sus corazones. Yo seré su Dios, y ellos serán mi pueblo. 
HEB.8.11	Nadie tendrá que enseñarle a su prójimo, y nadie necesitará enseñar en su familia, diciendo: ‘Debes conocer al Señor.’ Porque todos me conocerán, desde el más pequeño hasta el más grande. 
HEB.8.12	Y yo seré misericordioso cuando se equivoquen, y me olvidaré de sus pecados.”
HEB.8.13	Al decir “pacto de una nueva relación,” Dios abandona el primer pacto. Ese pacto que ya está obsoleto y desgastado, y que casi ha desaparecido.
HEB.9.1	El antiguo sistema tenía instrucciones sobre cómo adorar, y un santuario terrenal. 
HEB.9.2	En la primera sala del tabernáculo estaba el candelabro, la mesa, y el pan sagrado. A este lugar se le llamaba el Lugar Santo. 
HEB.9.3	Al pasar el segundo velo, se encontraba la sala que se llamaba el Lugar Santísimo. 
HEB.9.4	Dentro de este lugar estaba el altar de oro del incienso, y el “arca del pacto,” cubierta de oro. 
HEB.9.5	Y encima del arca estaba el ángel querubín protegiendo el lugar de la reconciliación. Pero ahora no podemos hablar de esto en detalle.
HEB.9.6	Cuando todo esto estuvo establecido, los sacerdotes ya podrían entrar con regularidad a la primera sala para llevar a cabo sus labores. 
HEB.9.7	Pero solo el sumo sacerdote entraba a la segunda sala, y solo una vez al año. Incluso en ese momento tenía que hacer un sacrificio que incluyera sangre,
HEB.9.8	Con esto, el Espíritu Santo indicaba que el camino al verdadero Lugar Santísimo no se había revelado mientras aún existía el primer tabernáculo.
HEB.9.9	Esta es una ilustración para nosotros en el presente, demostrándonos que los dones y sacrificios que se ofrecen no pueden limpiar la conciencia del adorador. 
HEB.9.10	Pues esos son solamente requisitos religiosos, que tienen que ver con la comida y la bebida, y diversas ceremonias que implican el lavamiento, las cuales fueron impuestas hasta que llegó el tiempo en que Dios estableció una nueva forma de relacionarnos con él.
HEB.9.11	Cristo ha venido como sumo sacerdote de todas las buenas experiencias que ahora tenemos. Entró a un tabernáculo más grande y completo que no fue hecho por manos humanas, ni es parte de este mundo creado. 
HEB.9.12	Él no entró por medio de la sangre de cabras y becerros, sino por medio de su propia sangre. Entró una sola vez y por todas, en el Lugar Santísimo, liberándonos para siempre.
HEB.9.13	Pues si la sangre de cabras y toros, y las cenizas de vaca rociadas sobre lo que está ritualmente impuro pueden hacer que el cuerpo esté ceremonialmente puro, 
HEB.9.14	¿cuánto más la sangre de Cristo, quien se ofreció a Dios teniendo una vida sin pecado por medio del Espíritu eterno, puede limpiar sus conciencias de sus antiguas vidas de pecado, para que puedan servir al Dios vivo?
HEB.9.15	Por eso él es el mediador de una nueva relación de pacto. Puesto que la muerte ha ocurrido para liberarlos de los pecados cometidos bajo la relación del primer pacto, ahora los que son llamados pueden recibir la promesa de una herencia eterna. 
HEB.9.16	Pues para que se cumpla un testamento, quien lo hace debe morir primero. 
HEB.9.17	El testamento solo es válido cuando hay muerte, y nunca se cumple mientras la persona aun esté viva. 
HEB.9.18	Por eso el primer pacto fue establecido con sangre.
HEB.9.19	Después que Moisés presentó todos los mandamientos de la ley a todo el pueblo, tomó la sangre de cabras y becerros junto con agua y roció el libro
HEB.9.20	Y les dijo: “Esta es la sangre de la relación de pacto que Dios les ha dicho que quiere tener con ustedes.” 
HEB.9.21	Del mismo modo, Moisés roció la sangre en el tabernáculo y en todo lo que se usaba para el culto. 
HEB.9.22	Conforme a la ley ceremonial, casi todo se purificaba con sangre, y sin derramamiento de sangre, nada quedaría ritualmente limpio de la mancha del pecado. 
HEB.9.23	De modo que si las copias de lo que hay en el cielo necesitaban limpiarse de esta manera, las cosas que están en el cielo necesitaban limpiarse con mejores sacrificios.
HEB.9.24	Porque Cristo no ha entrado al Lugar Santísimo construido por seres humanos y que es apenas un modelo del original. Él entró al cielo mismo, y ahora aparece en representación de nosotros, hablando a nuestro favor en presencia de Dios. 
HEB.9.25	Esto no tiene como fin ofrecerse repetidas veces, como un sumo sacerdote que tiene que entrar al Lugar Santísimo después de un año, ofreciendo sangre que no es suya. 
HEB.9.26	De otro modo, Cristo habría tenido que sufrir muchas veces desde la creación del mundo. Pero no fue así: fue solo una vez al final de la era presente que él vino a eliminar el pecado al sacrificarse a sí mismo. 
HEB.9.27	Y así como los seres humanos mueren una sola vez, y luego son juzgados, 
HEB.9.28	del mismo modo ocurre con Cristo. Pues al haber sido sacrificado una sola vez para quitar los pecados de muchos, vendrá otra vez, no para hacerse cargo del pecado, sino para salvar a quienes lo esperan.
HEB.10.1	La ley es apenas una sombra de las cosas buenas que vendrían, y no de la realidad como tal. De modo que no podía justificar a los que venían a adorar a Dios por medio de sacrificios repetitivos que se ofrecían cada año. 
HEB.10.2	De otro modo ¿no se habrían detenido los sacrificios? Si los adoradores hubieran sido limpiados una vez y para siempre, nunca más habrían tenido conciencias culpables. 
HEB.10.3	Pero tales sacrificios, en efecto, le recuerdan a la gente los pecados año tras año, 
HEB.10.4	porque es imposible que la sangre de toros y cabras quite los pecados.
HEB.10.5	Por eso, cuando Cristo
HEB.10.6	Las ofrendas quemadas y los sacrificios por el pecado no te agradaron.’ 
HEB.10.7	Entonces dije: ‘Dios, considera que he venido a hacer tu voluntad, tal como se dice de mí en el libro.’”
HEB.10.8	Como se menciona arriba: “No quisiste sacrificios ni ofrendas. Las ofrendas quemadas y los sacrificios por el pecado no te agradaron,” (aunque eran ofrecidos conforme a los requisitos de la ley). 
HEB.10.9	Entonces él dijo: “Mira, he venido a hacer tu voluntad.” Entonces él abandona el primer pacto para establecer el segundo, 
HEB.10.10	por medio del cual todos somos santificados a través de Jesucristo, quien ofrece su cuerpo una vez y para siempre.
HEB.10.11	Todos los sumos sacerdotes ofician en los servicios cada día, una y otra vez, ofreciendo los mismos sacrificios que no pueden quitar los pecados. 
HEB.10.12	Pero este Sacerdote, después de ofrecer un solo sacrificio por los pecados, que dura para siempre, se sentó a la diestra de Dios. 
HEB.10.13	Y ahora espera hasta que todos sus enemigos sean vencidos, y vengan a ser como banquillo para sus pies. 
HEB.10.14	Porque con un solo sacrificio él justificó para siempre a los que están siendo santificados. 
HEB.10.15	Tal como nos dice el Espíritu Santo, por haber dicho: 
HEB.10.16	“Este es el pacto que haré con ellos más adelante, dice el Señor. Pondré mis leyes en sus corazones, y las escribiré en sus mentes.” Entonces añade: 
HEB.10.17	“Nunca más me acordaré de sus pecados e iniquidades.” 
HEB.10.18	Después de estar libres de tales cosas, las ofrendas por el pecado ya no son necesarias.
HEB.10.19	Ahora tenemos esta seguridad, hermanos y hermanas, de poder entrar al Lugar Santísimo por la sangre de Jesús. 
HEB.10.20	Por medio de su vida y muerte,
HEB.10.21	Siendo que tenemos este gran sacerdote que está a cargo de la casa de Dios, 
HEB.10.22	acerquémonos a Dios, con mentes sinceras y plena confianza. Nuestras mentes han sido rociadas para purificarlas de nuestros malos pensamientos, y nuestros cuerpos han sido lavados y limpiados con agua pura. 
HEB.10.23	Así que aferrémonos a la esperanza de la cual les hablamos a otros, y sin dudar, porque el Dios que prometió es fiel. 
HEB.10.24	Pensemos en cómo podemos animarnos unos a otros a amar y hacer el bien. 
HEB.10.25	No deberíamos desistir en cuanto a reunirnos, como algunos lo han hecho. De hecho, deberíamos animarnos unos a otros, especialmente cuando vemos que el Fin
HEB.10.26	Porque si seguimos pecando deliberadamente después de haber entendido la verdad, ya no hay sacrificio para los pecados. 
HEB.10.27	Lo único que queda es el temor, la espera de un juicio inminente y el fuego terrible que destruye a los que son rebeldes con Dios. 
HEB.10.28	Quien rechaza la ley de Moisés es llevado a muerte sin misericordia, ante la evidencia de dos o tres testigos. 
HEB.10.29	¿Cuánto más merecedores de castigo creen que serán quienes hayan pisoteado al Hijo de Dios, siendo que han menospreciado la sangre que selló el pacto que nos santificaba, considerándolo como ordinario y trivial, y que han abusado del Espíritu de gracia? 
HEB.10.30	Conocemos a Dios, y él dijo: “Me aseguraré de hacer justicia; le daré a la gente lo que merece.” También dijo: “El Señor juzgará a su pueblo.” 
HEB.10.31	¡Cosa terrible es caer en manos del Dios vivo!
HEB.10.32	Recuerden el pasado, cuando después de entender la verdad,
HEB.10.33	En ocasiones fueron mostrados como espectáculos, siendo insultados y atacados. En otros tiempos ustedes se mantuvieron siendo solidarios con los que sufrían. 
HEB.10.34	Mostraron compasión con los que estaban en la cárcel, y entregaron con alegría sus posesiones cuando les fueron confiscadas, sabiendo que cosas mejores vendrán para ustedes, cosas que realmente perdurarán.
HEB.10.35	Así que no pierdan su fe en Dios, porque será recompensada con abundancia. 
HEB.10.36	Es necesario que sean pacientes, para que habiendo hecho la voluntad de Dios, reciban lo que él ha prometido. 
HEB.10.37	“En poco tiempo vendrá, tal como lo dijo, y no tardará. 
HEB.10.38	Los que hacen lo recto vivirán por su fe en Dios, y si se retractan de su compromiso, no me agradaré de ellos.”
HEB.10.39	Pero nosotros no somos la clase de personas que se retracta y termina en la perdición. Nosotros somos los que creemos en Dios y su salvación.
