GEN.1.1	En el comienzo de todo, Dios creó
ROM.15.30	Hermanos, por nuestro Señor Jesucristo y por el amor que el Espíritu nos da, les ruego que se unan conmigo en la lucha, orando a Dios por mí. 
ROM.15.31	Pidan a Dios que me libre de los incrédulos que hay en Judea, y que la ayuda que llevo a los hermanos de Jerusalén sea bien recibida,
ROM.15.32	para que, si Dios quiere, llegue yo con alegría a verlos a ustedes y tenga descanso al visitarlos.
ROM.15.33	Que el Dios de paz esté con todos ustedes. Amén.
ROM.16.1	Les recomiendo a nuestra hermana
ROM.16.2	Recíbanla bien en el nombre del Señor, como se debe hacer entre los hermanos en la fe, y ayúdenla en todo lo que necesite, porque ha ayudado a muchos, y también a mí mismo.
ROM.16.3	Saluden a Prisca y Aquila, mis compañeros de trabajo en el servicio de Cristo Jesús.
ROM.16.4	A ellos, que pusieron en peligro su propia vida por salvar la mía, no solo yo les doy las gracias, sino también todos los hermanos de las iglesias no judías. 
ROM.16.5	Saluden igualmente a la iglesia que se reúne en casa de Prisca y Aquila.
ROM.16.6	Saluden a María, que tanto ha trabajado por ustedes. 
ROM.16.7	Saluden a mis paisanos
ROM.16.8	Saluden a Ampliato, mi querido amigo en el Señor. 
ROM.16.9	Saluden a Urbano, nuestro compañero de trabajo en Cristo, y a mi querido Estaquis. 
ROM.16.10	Saluden a Apeles, que ha dado tantas pruebas de su fe en Cristo; y también a los de la familia de Aristóbulo. 
ROM.16.11	Saluden a mi paisano Herodión, y a los de la familia de Narciso que creen en el Señor. 
ROM.16.12	Saluden a Trifena y a Trifosa, que trabajan en la obra del Señor; y también a nuestra querida hermana Pérside, que tanto ha trabajado en la obra del Señor. 
ROM.16.13	Saluden a Rufo, distinguido creyente en el Señor, y a su madre, que ha sido también como una madre para mí. 
ROM.16.14	Saluden a Asíncrito, a Flegonte, a Hermes, a Patrobas, a Hermas y a los hermanos que están con ellos. 
ROM.16.15	Saluden también a Filólogo y a Julia, a Nereo y a su hermana, a Olimpas y a todos los hermanos en la fe que están con ellos.
ROM.16.16	Salúdense los unos a los otros con un beso santo.
ROM.16.17	Hermanos, les ruego que se fijen en los que causan divisiones y ponen tropiezos, en contra de la enseñanza que ustedes recibieron. Apártense de ellos,
ROM.16.18	porque no sirven a Cristo nuestro Señor, sino a sus propios apetitos,
ROM.16.19	Todos saben que ustedes han sido obedientes.
ROM.16.20	así el Dios de paz aplastará pronto a Satanás bajo los pies de ustedes.
ROM.16.21	Les manda saludos
ROM.16.22	Yo, Tercio, que estoy escribiendo esta carta, también les mando saludos en el Señor.
ROM.16.23	Los saluda Gayo.
ROM.16.25	Alabemos a Dios, que puede hacerlos a ustedes firmes conforme al evangelio que yo anuncio y la enseñanza acerca de Jesucristo. Esto está de acuerdo con lo que Dios ha revelado de su designio secreto, el cual estuvo oculto desde antes que el mundo existiera,
ROM.16.26	pero ahora se ha dado a conocer por los escritos de los profetas,
ROM.16.27	¡A Dios, el único y sabio,
1CO.1.1+1CO.1.2	Pablo, llamado por la voluntad de Dios
1CO.1.3	Que Dios nuestro Padre y el Señor Jesucristo derramen sobre ustedes su gracia y su paz.
1CO.1.4	Siempre doy gracias a mi Dios por ustedes, por la gracia que Dios ha derramado sobre ustedes por medio de Cristo Jesús.
1CO.1.5	Pues por medio de él Dios les ha dado toda riqueza espiritual, así de palabra como de conocimiento, 
1CO.1.6	ya que el mensaje acerca de Cristo se estableció firmemente entre ustedes. 
1CO.1.7	De este modo no les falta ningún don de Dios mientras esperan el día en que aparezca nuestro Señor Jesucristo.
1CO.1.8	Dios los mantendrá firmes hasta el fin, para que nadie pueda reprocharles nada cuando nuestro Señor Jesucristo regrese.
1CO.1.9	Dios siempre cumple sus promesas,
1CO.1.10	Hermanos, en el nombre de nuestro Señor Jesucristo les ruego que todos estén siempre de acuerdo y que no haya divisiones entre ustedes. Vivan en armonía, pensando y sintiendo de la misma manera.
1CO.1.11	Digo esto, hermanos míos, porque he sabido por los de la familia de Cloe
1CO.1.12	Quiero decir, que algunos de ustedes afirman: «Yo soy de Pablo»; otros: «Yo soy de Apolo»;
1CO.1.13	¿Acaso Cristo está dividido? ¿Fue crucificado Pablo en favor de ustedes? ¿O fueron ustedes bautizados en el nombre de Pablo? 
1CO.1.14	¡Gracias a Dios que yo no bauticé a ninguno de ustedes, aparte de Crispo
1CO.1.15	Así nadie puede decir que fue bautizado en mi nombre. 
1CO.1.16	También bauticé a la familia de Estéfanas,
1CO.1.17	pues Cristo no me mandó a bautizar, sino a anunciar el evangelio, y no con alardes de sabiduría
1CO.1.18	El mensaje de la muerte de Cristo en la cruz parece una tontería a los que van a la perdición;
1CO.1.19	Como dice la Escritura:
1CO.1.19	«Haré que los sabios pierdan su sabiduría
1CO.1.19	y que desaparezca la inteligencia de los inteligentes.»
1CO.1.20	¿En qué pararon el sabio, y el maestro,
1CO.1.21	Puesto que el mundo no usó su sabiduría para reconocer a Dios donde él ha mostrado su sabiduría,
1CO.1.22	Los judíos quieren ver señales milagrosas,
1CO.1.23	pero nosotros anunciamos a un Mesías crucificado. Esto les resulta ofensivo a los judíos, y a los no judíos les parece una tontería;
1CO.1.24	pero para los que Dios ha llamado, sean judíos o griegos, este Mesías es el poder y la sabiduría de Dios.
1CO.1.25	Pues lo que en Dios puede parecer una tontería, es mucho más sabio que toda sabiduría humana; y lo que en Dios puede parecer debilidad, es más fuerte que toda fuerza humana.
1CO.1.26	Hermanos, deben darse cuenta de que Dios los ha llamado a pesar de que pocos de ustedes son sabios según los criterios humanos, y pocos de ustedes son gente con autoridad o pertenecientes a familias importantes.
1CO.1.27	Y es que, para avergonzar a los sabios, Dios ha escogido a los que el mundo tiene por tontos; y para avergonzar a los fuertes, ha escogido a los que el mundo tiene por débiles. 
1CO.1.28	Dios ha escogido a la gente despreciada y sin importancia de este mundo, es decir, a los que no son nada, para anular a los que son algo.
1CO.1.29	Así nadie podrá presumir delante de Dios.
1CO.1.30	Pero Dios mismo los ha unido a ustedes con Cristo Jesús,
1CO.1.31	De esta manera, como dice la Escritura: «Si alguno quiere enorgullecerse, que se enorgullezca del Señor.»
1CO.2.1	Pero hermanos, cuando yo fui a hablarles del designio secreto de Dios, lo hice sin hacer alardes de retórica o de sabiduría. 
1CO.2.2	Y, estando entre ustedes, no quise saber de otra cosa sino de Jesucristo y, más estrictamente, de Jesucristo crucificado.
1CO.2.3	Me presenté ante ustedes débil y temblando de miedo,
1CO.2.4	y cuando les hablé y les prediqué el mensaje, no usé palabras sabias
1CO.2.5	para que la fe de ustedes dependiera del poder de Dios y no de la sabiduría de los hombres.
1CO.2.6	Sin embargo, entre los que ya han alcanzado la madurez en su fe sí usamos palabras de sabiduría. Pero no se trata de una sabiduría propia de este mundo ni de quienes lo gobiernan,
1CO.2.7	Se trata más bien de la sabiduría oculta de Dios, del designio secreto que él, desde la eternidad,
1CO.2.8	Esto es algo que no han entendido los gobernantes del mundo presente, pues si lo hubieran entendido no habrían crucificado al Señor de la gloria.
1CO.2.9	Pero, como se dice en la Escritura:
1CO.2.9	«Dios ha preparado para los que lo aman
1CO.2.9	cosas que nadie ha visto ni oído,
1CO.2.9	y ni siquiera pensado.»
1CO.2.10	Estas son las cosas que Dios nos ha hecho conocer por medio del Espíritu, pues el Espíritu lo examina todo, hasta las cosas más profundas de Dios.
1CO.2.11	¿Quién entre los hombres puede saber lo que hay en el corazón del hombre, sino solo el espíritu que está dentro del hombre? De la misma manera, solamente el Espíritu de Dios sabe lo que hay en Dios.
1CO.2.12	Y nosotros no hemos recibido el espíritu del mundo, sino el Espíritu que viene de Dios, para que entendamos las cosas que Dios en su bondad nos ha dado.
1CO.2.13	Hablamos de estas cosas con palabras que el Espíritu de Dios nos ha enseñado, y no con palabras que hayamos aprendido por nuestra propia sabiduría. Así explicamos las cosas espirituales con términos espirituales.
1CO.2.14	El que no es espiritual
1CO.2.15	Pero aquel que tiene el Espíritu puede juzgar todas las cosas, y nadie lo puede juzgar a él.
1CO.2.16	Pues la Escritura dice: «¿Quién conoce la mente del Señor? ¿Quién podrá instruirle?»
1CO.3.1	Yo, hermanos, no pude hablarles entonces como a gente madura espiritualmente, sino como a personas débiles, como a niños en cuanto a las cosas de Cristo. 
1CO.3.2	Les di una enseñanza sencilla, igual que a un niño de pecho se le da leche en vez de alimento sólido,
1CO.3.3	porque todavía son débiles! Mientras haya entre ustedes envidias y discordias,
1CO.3.4	Porque cuando uno afirma: «Yo soy de Pablo», y otro: «Yo soy de Apolo»,
1CO.3.5	A fin de cuentas, ¿qué es Apolo?, ¿qué es Pablo? Simplemente servidores, por medio de los cuales ustedes han llegado a la fe. Cada uno de nosotros hizo el trabajo que el Señor le señaló: 
1CO.3.6	yo sembré
1CO.3.7	De manera que ni el que siembra ni el que riega son nada, sino que Dios lo es todo, pues él es quien hace crecer lo sembrado. 
1CO.3.8	Los que siembran y los que riegan son iguales, aunque Dios pagará a cada uno según su trabajo. 
1CO.3.9	Somos compañeros de trabajo al servicio de Dios,
1CO.3.10	Yo fui el maestro albañil al cual Dios en su bondad encargó poner los fundamentos, y otro
1CO.3.11	pues nadie puede poner otro fundamento que el que ya está puesto, que es Jesucristo.
1CO.3.12	Sobre este fundamento, uno puede construir con oro, plata y piedras preciosas, o con madera, paja y cañas; 
1CO.3.13	pero el trabajo de cada cual se verá claramente en el día del juicio; porque ese día vendrá con fuego, y el fuego probará la clase de trabajo que cada uno haya hecho.
1CO.3.14	Si lo que uno construyó es resistente, recibirá su pago; 
1CO.3.15	pero si lo que construyó llega a quemarse, perderá su trabajo, aunque él mismo logrará salvarse como quien escapa del fuego.
1CO.3.16	¿Acaso no saben ustedes que son templo de Dios, y que el Espíritu de Dios vive en ustedes?
1CO.3.17	Si alguno destruye el templo de Dios, Dios lo destruirá a él, porque el templo de Dios es santo, y ese templo son ustedes mismos.
1CO.3.18	Que nadie se engañe: si alguno de ustedes se cree sabio según la sabiduría de este mundo, vuélvase como un ignorante, para así llegar a ser verdaderamente sabio. 
1CO.3.19	Pues la sabiduría de este mundo es pura tontería para Dios. En efecto, la Escritura dice: «Dios atrapa a los sabios en la propia astucia de ellos.»
1CO.3.20	Y dice también: «El Señor sabe que los pensamientos de los sabios son tonterías.»
1CO.3.21	Por eso, nadie debe sentirse orgulloso de lo que es propio de los hombres; pues todas las cosas son de ustedes: 
1CO.3.22	Pablo, Apolo, Cefas, el mundo, la vida, la muerte, el presente y el futuro; todo es de ustedes, y 
1CO.3.23	ustedes son de Cristo, y Cristo es de Dios.
1CO.4.1	Ustedes deben considerarnos simplemente como ayudantes de Cristo, encargados de enseñar los designios secretos de Dios.
1CO.4.2	Ahora bien, el que recibe un encargo debe demostrar que es digno de confianza. 
1CO.4.3	En cuanto a mí respecta, muy poco me preocupa ser juzgado por ustedes o por algún tribunal humano. Ni siquiera yo mismo me juzgo. 
1CO.4.4	Sin embargo, el que mi conciencia no me acuse de nada no significa que yo por esto sea inocente. Pues el que me juzga es el Señor.
1CO.4.5	Por lo tanto, no juzguen ustedes nada antes de tiempo; esperen a que el Señor venga y saque a la luz lo que ahora está en la oscuridad y dé a conocer las intenciones del corazón. Entonces Dios dará a cada uno la alabanza que merezca.
1CO.4.6	Hermanos, les hablo de estas cosas por su propio bien y poniendo como ejemplo a Apolo y a mí mismo. Lo digo para que por nuestro ejemplo aprendan ustedes a no ir más allá de lo que está escrito,
1CO.4.7	Pues, ¿quién te da privilegios sobre los demás? ¿Y qué tienes que Dios no te haya dado? Y si él te lo ha dado, ¿por qué presumes, como si lo hubieras conseguido por ti mismo?
1CO.4.8	Al parecer, ustedes ya son ricos, y tienen todo lo que pueden desear, y se sienten como reyes que nada necesitan de nosotros. ¡Ojalá fueran reyes de verdad, para que nosotros tuviéramos parte en su reino!
1CO.4.9	Pues me parece que a nosotros, los apóstoles, Dios nos ha puesto en el último lugar, como si fuéramos condenados a muerte. Hemos llegado a ser un espectáculo
1CO.4.10	Nosotros, por causa de Cristo, pasamos por tontos; mientras que ustedes, gracias a Cristo, pasan por inteligentes. Nosotros somos débiles, mientras que ustedes son fuertes. A nosotros se nos desprecia, y a ustedes se les respeta.
1CO.4.11	Hasta hoy mismo no hemos dejado de sufrir hambre, sed y falta de ropa; la gente nos maltrata, no tenemos hogar propio
1CO.4.12	y nos cansamos trabajando con nuestras propias manos.
1CO.4.13	Nos injurian, y contestamos con bondad. Nos tratan como a basura del mundo, como a desperdicio de la humanidad. Y así hasta el día de hoy.
1CO.4.14	No les escribo esto para avergonzarlos, sino para darles un consejo, como a mis propios hijos, pues los amo. 
1CO.4.15	Pues aunque ustedes, como cristianos, tengan diez mil instructores,
1CO.4.16	Así pues, les ruego que sigan mi ejemplo.
1CO.4.17	Por esto les envié a Timoteo,
1CO.4.18	Algunos de ustedes ya se sienten muy confiados pensando que no iré a verlos;
1CO.4.19	pero, si el Señor quiere, espero visitarlos pronto. Entonces veré lo que son capaces de hacer esos que se hinchan de orgullo, y no solamente lo que son capaces de decir. 
1CO.4.20	Porque el reino de Dios no es cuestión de palabras, sino de poder.
1CO.4.21	¿Qué prefieren ustedes: que vaya dispuesto a castigarlos,
1CO.5.1	Se ha sabido que uno de ustedes tiene como mujer a su propia madrastra.
1CO.5.2	¡Y aún se hinchan ustedes de orgullo! ¡Deberían llenarse de tristeza! El hombre que vive en semejante situación debe ser expulsado de entre ustedes.
1CO.5.3	En cuanto a mí, aunque en el cuerpo no estoy presente entre ustedes, lo estoy en el espíritu; y, como si estuviera presente, he dado ya mi sentencia sobre aquel que así actúa. 
1CO.5.4	Cuando ustedes se reúnan, yo estaré con ustedes en espíritu, y también el poder de nuestro Señor Jesús estará con ustedes. Entonces, en el nombre de nuestro Señor Jesús, 
1CO.5.5	ese hombre deberá ser entregado a Satanás, para que su cuerpo sea destruido y su espíritu se salve cuando el Señor venga.
1CO.5.6	Ustedes no tienen razón para sentirse orgullosos. Ya conocen el dicho: «Un poco de levadura hace fermentar toda la masa.»
1CO.5.7	Así que echen fuera esa vieja levadura que los corrompe, para que sean como el pan hecho de masa nueva. Ustedes son, en realidad, como el pan sin levadura que se come en los días de la Pascua.
