GEN.1.1	En 
ACT.13.16	Entonces Paulo, leuantãdoſe, hecho silencio con la mano, dize, Varones Israelitas, y losque temeys a Dios, oyd. 
ACT.13.17	El Dios del pueblo de Iſrael eſcogió à nuestros Padres, y ensalçó el Pueblo, ſiendo ellos estrãgeros 
ACT.13.18	Y por tiẽpo como de quarenta años supportó ſus costumbres en el desierto. 
ACT.13.19	Y destruyendo las ſiete Gentes en la tierra de Chanaan, 
ACT.13.20	Despues 
ACT.13.21	Y entonces 
ACT.13.22	Y quitado aquel, 
ACT.13.23	De la ſimiente deeste, Dios, 
ACT.13.24	Predicando Ioan 
ACT.13.25	Mas como Ioan cũpheſſe 
ACT.13.26	Varones hermanos, hijos del linage de Abrahã, y losque entre vosotros temen à Dios, à vosotros es embiada eſta Palabra 
ACT.13.27	Porque los que habitauã en Ieruſalẽ, y ſus Principes, no conociendo à eſte, y las bozes de los Prophetas que ſe leen todos los Sabbados, 
ACT.13.28	Y ſin hallar enel 
ACT.13.29	Y auiendo cũplido todas las coſas que deel eran escriptas, quitãdolo del madero lo puſieron en el sepulchro. 
ACT.13.30	Mas Dios lo leuãtó de los muertos [àl tercero d??] 
ACT.13.31	Elqual fué viſto por muchos dias de losque auian subido juntamente con el de Gelilea à Ieruſalem, los quales haſta aora ſon ſus teſtigos àl pueblo. 
ACT.13.32	Y noſotros tãbien hos annunciamos el Euangelio de aquella promeſſa que fué hecha à los Padres, laqual Dios hà cumplido à los hijos deellos, à noſotros, resuscitando à IESVS: 
ACT.13.33	Como tambien 
ACT.13.34	Y que lo leuantó de los muertos para nunca mas boluer 
ACT.13.35	Portãto en otra parte dize, 
ACT.13.36	Porque à la verdad Dauid, auiendo seruido en ſu edad à la voluntad de Dios, 
ACT.13.37	Mas aquel que Dios leuantó, no vido corrupcion. 
ACT.13.38	Seahos pues notorio, varones hermanos, Que por eſte hos es annũciada remiſsion de peccados: 
ACT.13.39	Y de todo loque por la ley de Moyſen no podistes ſer justificados, en eſte es justificado todo aquel que creyere. 
ACT.13.40	Mirad pues que no venga ſobre vosotros lo que eſta dicho en los Prophetas. 
ACT.13.41	Mirad, o menospreciadores, y 
ACT.13.42	¶ Y ſalidos de la Synoga [de los Iudios, las Gentes] les rogaron, que el Sabbado siguiẽte les hablaſſen 
ACT.13.43	Y embiada la congregacion, muchos de los Iudios y de los religiosos estrangeros siguierõ à Paulo y à Barnabas: los quales hablandoles, persuadianles que permanecieſſen en la gracia 
ACT.13.44	Y el Sabbado siguiẽte jũtóse casi toda la ciudad à oyr la Palabra de Dios. 
ACT.13.45	Entonces los Iudios, vista la cõpaña, fuerõ llenos de 
ACT.13.46	Entonces Paulo y Barnabas dixeron constantemente, 
ACT.13.47	Porque anſi nos lo mandó el Señor, 
ACT.13.48	Y las Gẽtes oyendo eſto, fuerõ gozosas, y glorificauan la palabra del Señor: y creyeron todos losque estauã antes ordenados para vida eterna. 
ACT.13.49	Y la palabra del Señor era sembrada por toda aquella prouincia. 
ACT.13.50	Mas los Iudios cõcitarõ mugeres pias y honestas, y à los prĩcipales de la ciudad, y lauãtarõ persecucion cõtra Paulo y Barnabas: à los quales echarõ de susterminos. 
ACT.13.51	Ellos entonces 
ACT.13.52	Y los Diſcipulos eran llenos de gozo, y de Eſpiritu Sancto.
ACT.14.1	Y Acõteció en Iconio que entrados 
ACT.14.2	Mas los Iudios que fuerõ incredulos, incitaron y corrompieron los animos de las Gentes contra los hermanos. 
ACT.14.3	Con todo eſſo ſe detuuieron alli mucho tiẽp o confiados en el Señor, 
ACT.14.4	Y 
ACT.14.5	Y 
ACT.14.6	Entendiendolo, huyerõse à las ciudades de Lycaonia, y de Lystra, y de Derbẽ, y por toda la tierra alderredor: 
ACT.14.7	Y alli predicauan el Euangelio.
ACT.14.8	¶ Y vn varon de Lystra impotente de los pies eſtaua sentado: coxo desde el viẽtre de ſu madre, que jamas auia andado. 
ACT.14.9	Este oyó hablar à Paulo: elqual, como puso los ojos en el, y vido que tenia fe para ſer sano. 
ACT.14.10	Dixo à gran boz, leuentate derecho ſobre tus pies. Y el saltó, y anduuo. 
ACT.14.11	Entonces las cõpañas, viſto loque Paulo auia becho, alçaron la boz diziẽd o en lengua Lycaonica, Dioses semejantes à hombres han decendido à noſotros. 
ACT.14.12	Y à Barnabas llamauã Iupiter: y à Pau lo Mercurio: porque eſte era 
ACT.14.13	Y el Sacerdote del Iupiter que eſtaua delante de la ciudad deellos, trayendo toros y coronas delante de las puertas, queria con el pueblo sacrificar 
ACT.14.14	Loqual como oyeron los apoſtoles Barnabas y Paulo, saltaron à las compañas rotas ſus ropas, dando bozes. 
ACT.14.15	Y diziendo, Varones, porque hazeys eſto? Nosotros tambien somos mortales, hõbres semejãtes à vosotros, que hos annunciamos que de estas vanidades hos cõuirtays àl Dios Biuo, 
ACT.14.16	El qual en las 
ACT.14.17	Aunque no ſe dexó àsimismo ſin testimonio, bien haziendo, dandonos lluuias del cielo y 
ACT.14.18	Y diziendo estas coſas, à penas apaziguaron las compañas à que no les sacrificaſſen.
ACT.14.19	¶ Entonces ſobreuinieron vnos Iudios de Antiochia y de Iconio, que persuadieron à la multitud: y 
ACT.14.20	Mas rodeandolo los Diſcipulos, leuãtóse, y entrôse en la ciudad: y vn dia deſpues ſe partió con Barnabas à Derben. 
ACT.14.21	Y como vuieron annunciado el Euangelio à aquella ciudad, y enseñado à muchos, boluieronſe à Lystra, y à Iconio, y à Antiochia: 
ACT.14.22	Confirmando los animos de los Diſcipulos, exhortan dolos que permanecieſſen en la fe: y 
ACT.14.23	Y auiendoles constituydo 
ACT.14.24	Y Paſſando por Pisidia vinieron à Pãphylia. 
ACT.14.25	Y auiendo hablado la Palabra [del Señor] en Perges, decindieron à Attalia. 
ACT.14.26	Y de alli nauegaron à Antiochia 
ACT.14.27	Y como vinierõ, y juntarõ la Igleſia, relatarõ quan grandes coſas auia Dios hecho por 
ACT.15.1	Entõces algunos que venian de Iudea enseñauan à los hermanos, 
ACT.15.2	Anſique 
ACT.15.3	Ellos pues, acompañados 
ACT.15.4	Y venidos à Ieruſalem, fueron recebidos de la Igleſia y de los apoſtoles, y de los Ancianos: y hizierõles ſaber todas las coſas que Dios auia hecho por 
ACT.15.5	Mas algunos de la secta de los Phariseos, que auian creydo, ſe leuantarõ diziẽdo, Que es menester circuncidar 
ACT.15.6	¶ Y juntarõse los apoſtoles y los Ancianos para conocer de eſte negocio. 
ACT.15.7	Y auiendo auido grande cõtienda, leuantãdoſe Pedro, dixoles, Varones Herma nos, 
ACT.15.8	Y Dios, que conoce los coraçones, les dió testimonio, dandoles el Eſpiritu Sãcto tambien como à noſotros: 
ACT.15.9	Y ninguna differẽcia hizo entre noſotros y ellos 
ACT.15.10	Aora pues, porque tentays à Dios 
ACT.15.11	Antes por la gracia del Señor Iesus el Chriſto creemos que seremos saluos, como tambien 
ACT.15.12	Entonces toda la multitud calló, y oyerõ à Barnabas y à Paulo que cõtauã quã grãdes marauillas y ſeñales Dios auia hecho por 
ACT.15.13	Y des que ouierõ callado, Iacobo respõdió diziẽdo, Varones hermanos, oydme. 
ACT.15.14	Simõ ha cõtado como primero Dios 
ACT.15.15	Y cõ eſto cõcuerdã las palabras de los Prophetas, como eſtá eſcripto. 
ACT.15.16	Despues de eſto bolueré, y restauraré la cabaña de Dauid que eſtaua cayda: y instauraré ſus ruynas: y boluerlahé à leuãtar: 
ACT.15.17	Paraque la resta delos hõbres busquẽ àl Señor: y todas las Gẽtes, 
ACT.15.18	Notorias ſon à Dios 
ACT.15.19	Por loqual yo juzgo, que losque de las Gẽtes ſe cõuierten à Dios, no hã de ſer inquietados: 
ACT.15.20	Sino escreuirles que ſe apartẽ 
ACT.15.21	Porque Moyſen desde los tiempos anti guos tiene en cada ciudad quiẽ lo predique en las Synogas donde es leydo cada Sabbado. 
ACT.15.22	Entõces pareció bien à los apoſtoles, y à los Ancianos con toda la Igleſia, eligir varones deellos, y embiarlos à Antiochia cõ Paulo y Barnabas, à Iudas que tenia por ſobrenombre Barsabas, y à Silas, varones principales entre los Hermanos: 
ACT.15.23	Y escreuir por mano deellos 
ACT.15.24	Porquáto auemos oydo que algunos que hã ſalido de nosotroshos hãinquietado cõ palabras, trastornãdo vuestras animas, mãdando circũcidaros y guardar la Ley, à los quales no 
ACT.15.25	Ha nos parecido, ayũtados en vno, de elegir varones, y embiarlos à vosotros eõ nuestros amados Barnabas y Paulo. 
ACT.15.26	Hombres que han entregado ſus vidas por el Nombre de nuestro Señor Iesus el Chriſto. 
ACT.15.27	Anſique embiamos à Iudas, y à Silas, los quales tambiẽ por palabra hos haran ſaber lo mismo. 
ACT.15.28	Que ha parecido biẽ àl Eſpiritu Sancto, y à noſotros, de ninguna carga hos poner, mas, oue estas coſas neceſſarias; 
ACT.15.29	Que os aparteys de las coſas sacrificadas à idolos, y de sangre, y de ahogado, y de sornicaciõ: de las quales coſas ſi hos guardades, hareys biẽ. Bien ayays. 
ACT.15.30	Ellos entõces embiados decendierõ à Antiochia, y jũtando la multitud, dieron la carta: 
ACT.15.31	La qual como leyeron, fueron gozosos 
ACT.15.32	Iudas tambien y Silas, como ellos tambien eran 
ACT.15.33	Y paſſando alli algũ tiempo fueron embiados de los Hermanos 
ACT.15.34	Mas à Silas pareció bien de quedarſe alli.
ACT.15.35	¶ Y Paulo y Barnabas seestauan en Antiochia enseñando la palabra del Señor, y annũciando el Euangelio con otros muchos. 
ACT.15.36	Y deſpues de algunos dias Paulo dixo à Barnabas, Boluamos à visitar los Hermanos por todas las ciudades en sas quales auemos annũciado la palabra del Señor, como eſtan. 
ACT.15.37	Y Barnabas queria que tomaſſen consigo à Ioan elque tenia por ſobrenombre Marcos: 
ACT.15.38	Mas Paulo, pareciale que no auia de ſer tomado 
ACT.15.39	Y vuo 
ACT.15.40	Y Paulo escogiendo à Silas, partiose encomendado de los Hermanos à la gracia de Dios. 
ACT.15.41	Y anduuo la Syria y la Cilicia confirmando las Iglesias.
ACT.16.1	Y Vino haſta Derben, y Lystra: y heaqui, eſtaua alli vn Discipulo llamado 
ACT.16.2	Deeste dauan buen testimonio los Her manos que eſtauan en Lystra y en Iconio. 
ACT.16.3	Este quiſo Paulo que fueſe con el: y tomandolo, circuncidólo, por cauſa de los Iudios que eſtauan en aquellos lugares: porque todos sabian que ſu padre era Griego 
ACT.16.4	Y como paſſauan por las ciudades, dauanles que guardaſſen 
ACT.16.5	Anſique las Iglesias erã confirmadas en fe, y eran augmentadas en numero cada dia.
ACT.16.6	¶ Y paſſando à Phrygia, y la prouincia de Galacia, fueles defendido por el Eſpiritu San ct o de hablar la Palabra en Aſia. 
ACT.16.7	Y como vinieron en Mysia, tentaron de yr en Bithinia. mas no los dexó el Es piri tu [de Iesus.] 
ACT.16.8	Y paſſando à Mysia, decendierõ à Troas. 
ACT.16.9	Y fue mostrada à Paulo de noche vna vision: Vn varon Macedonio ſe puso delante, rogandole, y diziendo, Paſſa en Macedonia, y ayudanos. 
ACT.16.10	Y como vido la vision, luego procuramos partir en Macedonia certificados que Dios nos llamaua para que les annunciassemos el Euangelio. 
ACT.16.11	Y nauegando de Troas, venimos camino derecho à Samothracia: y el dia siguiẽte à 
ACT.16.12	Y de alli à Philippos, que es la primera ciudad de la parte de Macedonia, 
ACT.16.13	¶ Y vn dia de los Sabbados ſalimos de la ciudadàl rio, dõde solia ſer 
ACT.16.14	Entonces vna muger llamada Lydia que vendia purpura en la ciudad de los Thyatireos, temerosa de Dios, oyó: el coraçon de la qual abrió el Señor paraque estuuieſſe attenta à loque Paulo dezia. 
ACT.16.15	Y como fue baptizada, con ſu caſa, rogó 
ACT.16.16	¶ Y aconteció que yendo noſotros 
ACT.16.17	Esta, siguiendo à Paulo, y à noſotros, daua bozes diziendo, Estos hombres ſon sieruos del Dios Alto, los quales os annuncian el camino de Salud. 
ACT.16.18	Y eſto hazia por muchos dias. mas desagradando 
ACT.16.19	Y viendo ſus amos que auia 
ACT.16.20	Y preſentandolos à los Magistrados, dixeron, Estos hombres alborotan nueſtra ciudad ſiendo Iudios. 
ACT.16.21	Y predicã ritos los quales no nos es licito recebir, ni hazer, pues somos Romanos. 
ACT.16.22	Y concurrió el pueblo contra ellos: y los Magistrados rompiendoles ſus ropas 
ACT.16.23	Y deſque los vuieron herido de muchos açotes, echaronlos en la carcel mandando à la guarda que los guardaſſe con diligencia. 
ACT.16.24	El qual recebido eſte mandamiento, metiólos en la carcel de mas àdentro, y apretoles los pies en el cepo. 
ACT.16.25	Mas à media noche orãdo Paulo y Silas cantauan hymnos: y los que eſtauan presos los oyan. 
ACT.16.26	Entonces fue hecho de repẽte vn gran terremoto de tal manera que los cimiẽtos de la carcel ſe mouiã: y luego todas laspuertas ſe abrieron, y las prisiones de todos ſe soltaron. 
ACT.16.27	Y deſpertada la guarda de la carcel, como vido abiertas las puertas de la carcel, sacando el espada queriase matar, pensando que los presos ſe auian huydo. 
ACT.16.28	Entonces Paulo clamó à gran boz diziẽdo, No te hagas ningun mal: que todos estamos aqui. 
ACT.16.29	El entonces pidiendo lumbre, entró dentro, y tẽblando derribose à los pies de Paulo y de Silas. 
ACT.16.30	Y sacandolos fuera dizeles, Señores, que es menester que yo haga para ſer saluo? 
ACT.16.31	Y ellos le dixerõ, Cree enel Señor Iesus el Chriſto, y serás saluo tu, y tu caſa. 
ACT.16.32	Y hablaronle la Palabra del Señor, y à todos los que eſtauan en ſu caſa. 
ACT.16.33	Y tomandolos 
ACT.16.34	Y lleuandolos à ſu caſa, pusoles la mesa: y gozose de que con toda ſu caſa auia creydo à Dios.
ACT.16.35	¶ Y como fue de dia, los Magistrados embiaron los alguazilles, 
ACT.16.36	Y la guarda de la carcel hizo ſaber estas palabras à Paulo, Que los Magistrados han embiado que seays sueltos: anſique aora ſalid y ydhos en paz. 
ACT.16.37	Entonces Paulo les dixo, Açotados publicamente ſin auernos oydo, 
ACT.16.38	Y los Alguaziles boluieron à dezir à los Magistrados estas palabras: y vuieron miedo, oydo que eran Romanos. 
ACT.16.39	Y viniendo rogaronles. y sacandolos rogaronles que ſe ſalieſſen de la ciudad: 
ACT.16.40	Entonces ſalidos de la carcel, entraron à 
ACT.17.1	Y Paſſando por Amphipolis, y por Apollonia, vinieron à Theſſalonica, donde auia synoga de Iudios. 
ACT.17.2	Y Paulo, como acoſtumbraua, entró à ellos, y por tres Sabbados disputó con ellos de las Escripturas: 
ACT.17.3	Declarãdo abiertamente y proponiendo, Que cõuenia que el Chriſto padecieſſe, y resuscitaſſe de los muertos; y que eſte era Iesus, el Chriſto, el qual (dize) yo os annuncio. 
ACT.17.4	Y algunos deellos creyerõ, y ſe juntarõ con Paulo y con Silas: y de los Griegos 
ACT.17.5	Entonces los Iudios [que erã incredulos,] 
ACT.17.6	Y no hallandolos, truxeron à Iason y à algunos Hermanos à los gouernadores de la ciudad, dando bozes, Que estos ſon los que 
ACT.17.7	A los quales Iason ha recebido, y todos estos hazen contra los decretos de Cesar, diziendo que Iesus es otro rey. 
ACT.17.8	Y alborotaron el pueblo y à los gouernadores de la ciudad oyendo estas coſas. 
ACT.17.9	Mas recebida satisfacion de Iason y de los demas, soltaronlos.
ACT.17.10	¶ Entonces, los Hermanos luego de noche embiaron à Paulo y à Silas à Berea: los quales como llegaron, entraron en la Synoga de los Iudios. 
ACT.17.11	Y fuerõ los mas nobles de los I
ACT.17.12	Anſique creyeron muchos deellos; y mugeres Griegas 
ACT.17.13	Mas como entẽdieron los Iudios de Theſſalonica, que tambiẽ en Berea era annũciada la Palabra de Dios por Paulo, vinieron tãbien allà alborotãdo el pueblo. 
ACT.17.14	Empero luego los Hermanos embiaron à Paulo que fueſſe 
ACT.17.15	Y losque auiã tomado à cargo à Paulo, lo lleuarõ haſta Athenas: y tomãdo mãdado deel para Silas y Timotheo, que vinieſſen à el lo mas presto que pudieſſen, ſe partieron.
ACT.17.16	¶ Y eſperãdolos Paulo en Athenas, ſu eſpiritu ſe deshazia enel, viẽdola ciudad dada à idolatria. 
ACT.17.17	Anſique diſputaua en la Synoga con los Iudios y 
ACT.17.18	Y algunos Philosophos de los Epicureos y de los Estoicos diſputauã con el: y vnos deziã, Que quiere dezir eſte palabrero? Y otros, Parece que es predicador 
ACT.17.19	¶ Y tomãdolo, truxeronlo àl 
ACT.17.20	Porque metes en nuestras orejas vnas nueuas coſas: queremos pues ſaber que quiere ſer eſto. 
ACT.17.21	Entonces todos los Athenienses, y los huespedes estrãgeros, en nĩguna otra coſa entendiã ſino, o endezir, o en oyr alguna coſa nueua. 
ACT.17.22	Pues estãdo Paulo en medio del Areopago, dixo, Varones Athenienses en todo hos veo como mas 
ACT.17.23	Porque paſſãdo y mirãdo vuestros Sãctuarios, hallé tambien vn altar enel qual eſtaua eſta inscripcion, Al dios no conocido. Aquel pues que vosotros honrrays ſin conocerlo, à eſte hos annũcio yo. 
ACT.17.24	El Dios que hizo el mũdo y todas las coſas que enel ſon. Este como ſea Señor del cielo y de la tierra, 
ACT.17.25	Ni es honrrado 
ACT.17.26	El qual hizo 
ACT.17.27	Paraque buscaſſen à Dios, ſi porventura 
ACT.17.28	Porque 
ACT.17.29	Siendo pues linage de Dios, no aue mos de estimar la Diuinidad ſer semejante ô à oro, ô à plata, ò à piedra, ò à esculptura de artificio ò de imaginaciõ de hombres. 
ACT.17.30	Anſique dissimulando Dios los tiempos de eſta ignorancia, aora denũcia à todos los hombres que 
ACT.17.31	Porquãto ha establecido vn dia en el qual ha de juzgar con justicia à todo el mũdo por aquel varõ al qual determinó, dando 
ACT.17.32	¶ Y como oyerõ la Resurreciõ delos muertos, vnos entõces ſe burlauã: y otros dezian, Oyrtehemos acerca deesto otra vez. 
ACT.17.33	Y anſi Paulo ſe ſalió de en medio deellos. 
ACT.17.34	Mas algunos creyerõ jũtandoſe cõel entre los quales tambiẽ 
ACT.18.1	Paſſadas estas coſas Paulo ſe partió de Athenas, y vino à Corintho: 
ACT.18.2	Y hallãdo à vn Iudio llamado 
ACT.18.3	Y porque era de ſu officio, posó con ellos, y trabajaua: porque el officio deellos era hazer tiendas. 
ACT.18.4	Y diſputaua en la Synoga todos los Sabbados [entre poniẽdo el nombre del Señor Iesus:] y persuadia à Iudios y à Grie gos. 
ACT.18.5	Y como Silas y Timotheo vinierõ de Macedonia, Paulo era cõstreñido del Eſpiritu testificãdo à los Iudios que Iesus era el Chriſto. 
ACT.18.6	Y cõtradiziendo y blasphemando ellos, dixoles 
ACT.18.7	Y partiẽdo de alli, entró en caſa de vno llamado Tito el Iusto, temeroso de Dios, la caſa del qual eſtaua jũta à la Synoga. 
