GEN.1.1	En el principio creó Dios los cielos y la tierra. 
REV.16.21	y se desató del cielo una granizada tan grande que cada uno de los granizos que caía sobre la humanidad pesaba alrededor de cuarenta kilos. Y la humanidad maldijo a Dios por esa terrible plaga.
REV.17.1	Uno de los siete ángeles que habían vertido las plagas vino a donde yo estaba y me dijo: «Ven para que veas lo que le pasará a la gran prostituta que se sienta sobre las muchas aguas. 
REV.17.2	Los reyes tuvieron con ella relaciones sexuales ilícitas, y los habitantes del mundo se embriagaron con el vino de su inmoralidad».
REV.17.3	En el Espíritu, el ángel me condujo al desierto. Allí estaba una mujer sentada sobre una bestia escarlata que tenía siete cabezas y diez cuernos,
REV.17.4	La mujer, vestida de púrpura y escarlata, estaba adornada de hermosísimas joyas de oro, piedras preciosas y perlas, y sostenía en la mano una copa de oro repleta de obscenidades y de las impurezas de su prostitución. 
REV.17.5	En la frente llevaba escrito su misterioso nombre:
REV.17.5	BABILONIA LA GRANDE, MADRE DE LAS PROSTITUTAS Y MADRE DE LAS MÁS ODIOSAS IDOLATRÍAS DEL MUNDO.
REV.17.6	No tardé en comprender que estaba ebria con la sangre de los santos mártires de Jesús. La miré horrorizado.
REV.17.7	«¿Por qué te horrorizas? —me preguntó el ángel—. Te voy a decir quién es ella y quién es esa bestia sobre la que está sentada. 
REV.17.8	Esa bestia antes vivía, pero ahora no. Sin embargo, pronto surgirá del abismo y marchará hacia su destrucción. Los moradores de la tierra que no tienen su nombre escrito en el libro de la vida desde la creación del mundo, se pasmarán de asombro al verla aparecer después de muerta.
REV.17.9	»Y ahora oye y entiende bien lo que te voy a decir: Sus siete cabezas representan las siete colinas sobre las que está asentada la ciudad en que reside esta mujer. 
REV.17.10	Representan también siete reyes. Cinco de ellos ya cayeron, el sexto está gobernando ahora y el séptimo aún no ha surgido pero reinará poco tiempo. 
REV.17.11	La bestia que era y murió es el octavo rey, aunque es uno de los siete que habían reinado antes e irá también a la destrucción.
REV.17.12	»Los diez cuernos son diez reyes que todavía no han subido al poder. Durante una hora se les permitirá reinar junto a la bestia. 
REV.17.13	Luego, su propósito es entregar al monstruo el poder y la autoridad que poseen. 
REV.17.14	Y se unirán para pelear contra el Cordero, pero el Cordero los vencerá porque es Señor de señores y Rey de reyes, y los que lo siguen son sus llamados, sus elegidos y sus fieles».
REV.17.15	Además, me dijo el ángel: «Las aguas sobre las que la prostituta está sentada representan pueblos, muchedumbres, naciones y lenguas. 
REV.17.16	La bestia y sus diez cuernos atacarán a la mujer impulsados por el odio que sienten hacia ella, y la dejarán desnuda y desolada, y la devorarán por fuego. 
REV.17.17	Entonces Dios les hará concebir un plan con el que se cumplirán los propósitos divinos: por acuerdo mutuo entregarán a la bestia la autoridad que poseen para gobernar, hasta que se cumplan las palabras de Dios. 
REV.17.18	Y la mujer que has visto representa a la gran ciudad que gobierna a los reyes de la tierra».
REV.18.1	Después de esto vi que desde el cielo descendía otro ángel que, cubierto de gran autoridad, iluminó la tierra con su resplandor, 
REV.18.2	y con voz potente gritó:
REV.18.2	«¡Ya cayó, ya cayó la gran Babilonia! Babilonia se ha convertido en guarida de demonios, en antro de espíritus inmundos y en nido de toda ave impura y odiosa, 
REV.18.3	porque las naciones se han embriagado con el vino excitante de su adulterio, los gobernantes de la tierra se han entregado con ella a los placeres, y los comerciantes de la tierra se han enriquecido con la abundancia de lujos que ella despilfarraba».
REV.18.4	Entonces oí otra voz del cielo que decía:
REV.18.4	«Sal de esa ciudad, pueblo mío; no participes en su pecado para que no se te castigue con ella, 
REV.18.5	porque sus pecados se han ido amontonando hasta el cielo y Dios va a juzgarla por su perversidad.
REV.18.6	Hazle a ella lo que ella te hizo a ti, e imponle doble castigo a sus maldades. En la copa en que preparó bebida para otros, prepárale una bebida dos veces más fuerte.
REV.18.7	Ella ha vivido en derroches y en placeres sin límites; dale ahora dolores y penas sin límites. Ella se jacta diciendo: “En este trono soy reina. No soy ninguna viuda; nunca sufriré”.
REV.18.8	Por tanto, ¡en un solo día caerán sobre ella peste, llanto y hambre, y al final la consumirá el fuego! ¡Poderoso es el Señor Dios que la juzga!».
REV.18.9	Los gobernantes del mundo que tomaron parte en sus inmoralidades y se deleitaron con sus lujos, llorarán y lamentarán ante sus restos humeantes. 
REV.18.10	Desde la distancia, la contemplarán temblorosos de miedo al ver semejante castigo, y gritarán:
REV.18.10	«¡Pobre, pobre Babilonia, la gran ciudad poderosa! ¡En un instante te llegó el juicio!».
REV.18.11	Los mercaderes de la tierra sollozarán y se lamentarán, porque ya no habrá nadie que les compre. 
REV.18.12	Ella era una gran cliente que compraba oro, plata, piedras preciosas y perlas; lino fino, púrpura y seda escarlata; maderas olorosas, objetos de marfil, maderas preciosas labradas, cobre, hierro y mármol; 
REV.18.13	canela, especias aromáticas, incienso, mirra, y perfumes; vino, aceite, harina fina y trigo; vacas, ovejas, caballos y carrozas; y hasta seres humanos vendidos como esclavos.
REV.18.14	«Ya no tienes los lujos que tanto te gustaban —le gritarán—. Ya no tienes el lujo y el esplendor en que te deleitabas. Jamás los volverás a tener».
REV.18.15	Los mercaderes que se habían enriquecido comerciando con aquella ciudad se pararán de lejos, aterrorizados de ver semejante castigo. Llorarán y dirán entre sollozos:
REV.18.16	«¡Pobre, pobre de la gran ciudad, vestida de linos finos, púrpura y escarlata, y adornada con oro, piedras preciosas y perlas! 
REV.18.17	¡Cuánta riqueza se perdió en un instante!».
REV.18.17	Los navíos y los capitanes de las flotas mercantes, sus tripulaciones y sus pasajeros y todos los que viven del mar, se pararán lejos, 
REV.18.18	y al contemplar el humo del incendio, dirán: «¿Dónde vamos a encontrar otra ciudad como esta?».
REV.18.19	Y echándose tierra en la cabeza en señal de duelo, dirán ahogados por el llanto:
REV.18.19	«¡Ay, pobre de la gran ciudad que nos enriqueció con su gran riqueza! ¡En sólo una hora desapareció…! 
REV.18.20	Pero tú, cielo, regocíjate por lo que ha sucedido. Y regocíjense también los santos, los profetas y los apóstoles, porque al castigar a la gran ciudad, Dios les está haciendo justicia a ustedes».
REV.18.21	Entonces un ángel poderoso tomó una peña con forma de piedra de molino y la arrojó en el mar diciendo:
REV.18.21	«Babilonia, la gran ciudad, será arrojada como yo arrojé esta piedra, y desaparecerá para siempre. 
REV.18.22	Nunca se volverá a escuchar en ella la música de los cantantes, el vibrar del arpa, la flauta y la trompeta. Jamás volverá a verse en ella industria de ningún tipo, y cesará la molienda de granos. 
REV.18.23	Negras serán sus noches, sin luz de lámparas en las ventanas. Jamás volverán a proclamarse alegrías nupciales, porque tus mercaderes eran los más prósperos de la tierra y engañaste a las naciones con tus hechicerías, 
REV.18.24	porque por ti se derramó sangre de profetas y santos y de todos los que han sido asesinados en toda la tierra».
REV.19.1	Después de esto escuché que una multitud inmensa gritaba a viva voz en el cielo:
REV.19.1	«¡Aleluya! ¡La gloria, el poder y la salvación proceden de nuestro Dios!, 
REV.19.2	porque juzga con justicia y verdad. Ha castigado a la gran prostituta que corrompía la tierra con sus pecados, y ha vengado la sangre de sus siervos que ella derramó».
REV.19.3	Y añadieron:
REV.19.3	«¡Aleluya! ¡Las ruinas de ella humearán eternamente!».
REV.19.4	Entonces los veinticuatro ancianos y los cuatro seres vivientes se postraron y adoraron a Dios, que estaba sentado sobre el trono, y decían:
REV.19.4	«¡Amén! ¡Aleluya!».
REV.19.5	Y del trono brotó una voz que decía: «Alaben al Dios nuestro los siervos del Señor que le temen, pequeños y grandes».
REV.19.6	Entonces escuché algo así como las voces de una gran multitud o el estruendo de una catarata, o como el retumbar de grandes truenos. Y aquella voz gritaba:
REV.19.6	«¡Alabado sea Dios! ¡El Señor, nuestro Dios Todopoderoso, reina!
REV.19.7	Alegrémonos, regocijémonos y démosle gloria, porque ha llegado la hora de la boda del Cordero; y a su novia, que ya está preparada, 
REV.19.8	se le ha permitido vestirse del lino más fino, limpio y resplandeciente».
REV.19.8	El lino fino simboliza las buenas obras del pueblo santo.
REV.19.9	Y el ángel me pidió que escribiera lo siguiente: «Dichosos los que están invitados a la fiesta de bodas del Cordero». Y me dijo: «Este es un mensaje verdadero de Dios».
REV.19.10	Entonces me postré a sus pies para adorarlo, pero me dijo:
REV.19.10	«¡No! ¡No lo hagas! Soy un siervo al igual que tú y tus hermanos que proclaman fielmente su fe en Jesús. Adora sólo a Dios. El propósito de las profecías es dar testimonio de Jesús».
REV.19.11	Vi entonces que el cielo estaba abierto y contemplé un caballo blanco cuyo jinete se llamaba Fiel y Verdadero, porque con justicia juzga y pelea. 
REV.19.12	Los ojos de aquel jinete parecían llamas de fuego y en la cabeza traía muchas coronas. En la frente llevaba escrito un nombre cuyo significado sólo él conocía. 
REV.19.13	Vestía una ropa bañada de sangre y su nombre era: la Palabra de Dios.
REV.19.14	Los ejércitos celestiales, vestidos de lino finísimo, blanco y limpio, lo seguían en caballos blancos. 
REV.19.15	De la boca salía una espada aguda con la que herirá a las naciones, a las que gobernará con puño de hierro. Él exprimirá uvas en el lagar del furor y la ira del Dios Todopoderoso. 
REV.19.16	En su vestidura y en un muslo tiene escrito este título:
REV.19.16	REY DE REYES Y SEÑOR DE SEÑORES.
REV.19.17	Entonces vi que un ángel, de pie en el sol, gritaba a todas las aves que vuelan en el cielo: «¡Vengan! ¡Júntense a comer la gran cena de Dios! 
REV.19.18	Vengan y coman carne de reyes, capitanes, generales famosos, caballos y jinetes, y las carnes de toda clase de personas, grandes y pequeñas, esclavas y libres».
REV.19.19	Entonces vi a la bestia y a los gobernantes de la tierra y a sus ejércitos reunidos para pelear contra el que montaba el caballo blanco y contra su ejército.
REV.19.20	Y la bestia cayó presa, y con ella el falso profeta que podía realizar milagros en presencia de la bestia. Con esos milagros había engañado a los que aceptaron la marca de la bestia y adoraron su imagen. Los dos fueron arrojados vivos en el lago de fuego que arde con azufre. 
REV.19.21	Y los demás cayeron víctimas de la espada aguda que salía de la boca del jinete del caballo blanco, y todas las aves se hartaron de sus carnes.
REV.20.1	Entonces vi que un ángel descendió del cielo con la llave del abismo y una gran cadena en la mano, 
REV.20.2	y prendió al dragón, la serpiente antigua, conocida también con el nombre de diablo o Satanás, y lo encadenó durante mil años. 
REV.20.3	Lo arrojó al abismo donde lo encerró bajo llave para que no engañara más a las naciones hasta que transcurrieran mil años. Después de ese período, volverá a estar libre un tiempo breve.
REV.20.4	Entonces vi que los que habían recibido la facultad de juzgar se sentaron en tronos. Y vi a las almas de los que habían muerto decapitados por dar testimonio de Jesús y por proclamar la palabra de Dios. Ellos no habían adorado a la bestia ni habían aceptado que los marcaran en la frente o en la mano. Vi que resucitaban y reinaban con Cristo mil años. 
REV.20.5	Esta es la primera resurrección. Los demás muertos no resucitarán hasta que los mil años hayan transcurrido. 
REV.20.6	Dichosos y santos los que tienen parte en la primera resurrección; la segunda muerte no podrá hacerles daño, serán sacerdotes de Dios y de Cristo y reinarán con él mil años.
REV.20.7	Al cabo de los mil años, Satanás saldrá de la prisión 
REV.20.8	y correrá a engañar a las naciones del mundo, a Gog y a Magog, y a juntarlas para la batalla. Su número será incontable como la arena del mar. 
REV.20.9	Marcharán por todo lo ancho de la tierra y rodearán al pueblo de Dios y su amada ciudad. Pero Dios mandará fuego del cielo y los consumirá por completo. 
REV.20.10	Entonces el diablo, el que los había vuelto a engañar, será arrojado al lago de fuego y azufre, en el que ya estaban la bestia y el falso profeta. Allí serán atormentados día y noche por los siglos de los siglos.
REV.20.11	Y vi un gran trono blanco sobre el que alguien estaba sentado. Al verlo, la tierra y el cielo salieron huyendo, sin dejar rastro alguno. 
REV.20.12	Y vi a los muertos, grandes y pequeños, de pie delante del trono. Se abrieron entonces los libros; y se abrió también el libro de la vida. Los muertos fueron juzgados de acuerdo con lo que estaba escrito en los libros, según sus obras. 
REV.20.13	El mar entregó los muertos que había en él, y lo mismo hicieron la muerte y el infierno. Y cada uno fue juzgado según sus obras. 
REV.20.14	Y la muerte y el infierno fueron lanzados al lago de fuego. Este lago de fuego es la segunda muerte. 
