GEN.1.1	En el principio creó Dios los cielos y la tierra. 
GAL.6.5	porque cada uno llevará su propia carga.
GAL.6.6	El que es enseñado en la palabra, haga partícipe de toda cosa buena al que lo instruye.
GAL.6.7	No os engañéis; Dios no puede ser burlado: pues todo lo que el hombre sembrare, eso también segará. 
GAL.6.8	Porque el que siembra para su carne, de la carne segará corrupción; mas el que siembra para el Espíritu, del Espíritu segará vida eterna. 
GAL.6.9	No nos cansemos, pues, de hacer bien; porque a su tiempo segaremos, si no desmayamos. 
GAL.6.10	Así que, según tengamos oportunidad, hagamos bien a todos, y mayormente a los de la familia de la fe.
GAL.6.11	Mirad con cuán grandes letras os escribo de mi propia mano. 
GAL.6.12	Todos los que quieren agradar en la carne, éstos os obligan a que os circuncidéis, solamente para no padecer persecución a causa de la cruz de Cristo. 
GAL.6.13	Porque ni aun los mismos que se circuncidan guardan la ley; pero quieren que vosotros os circuncidéis, para gloriarse en vuestra carne. 
GAL.6.14	Pero lejos esté de mí gloriarme, sino en la cruz de nuestro Señor Jesucristo, por quien el mundo me es crucificado a mí, y yo al mundo. 
GAL.6.15	Porque en Cristo Jesús ni la circuncisión vale nada, ni la incircuncisión, sino una nueva creación. 
GAL.6.16	Y a todos los que anden conforme a esta regla, paz y misericordia sea a ellos, y al Israel de Dios.
GAL.6.17	De aquí en adelante nadie me cause molestias; porque yo traigo en mi cuerpo las marcas del Señor Jesús.
GAL.6.18	Hermanos, la gracia de nuestro Señor Jesucristo sea con vuestro espíritu. Amén.
EPH.1.1	Pablo, apóstol de Jesucristo por la voluntad de Dios, a los santos y fieles en Cristo Jesús que están en Éfeso:
EPH.1.2	Gracia y paz a vosotros, de Dios nuestro Padre y del Señor Jesucristo.
EPH.1.3	Bendito sea el Dios y Padre de nuestro Señor Jesucristo, que nos bendijo con toda bendición espiritual en los lugares celestiales en Cristo, 
EPH.1.4	según nos escogió en él antes de la fundación del mundo, para que fuésemos santos y sin mancha delante de él, 
EPH.1.5	en amor habiéndonos predestinado para ser adoptados hijos suyos por medio de Jesucristo, según el puro afecto de su voluntad, 
EPH.1.6	para alabanza de la gloria de su gracia, con la cual nos hizo aceptos en el Amado, 
EPH.1.7	en quien tenemos redención por su sangre, el perdón de pecados
EPH.1.8	que hizo sobreabundar para con nosotros en toda sabiduría e inteligencia, 
EPH.1.9	dándonos a conocer el misterio de su voluntad, según su beneplácito, el cual se había propuesto en sí mismo, 
EPH.1.10	de reunir todas las cosas en Cristo, en la dispensación del cumplimiento de los tiempos, así las que están en los cielos, como las que están en la tierra.
EPH.1.11	En él asimismo tuvimos herencia, habiendo sido predestinados conforme al propósito del que hace todas las cosas según el designio de su voluntad, 
EPH.1.12	a fin de que seamos para alabanza de su gloria, nosotros los que primeramente esperábamos en Cristo. 
EPH.1.13	En él también vosotros, habiendo oído la palabra de verdad, el evangelio de vuestra salvación, y habiendo creído en él, fuisteis sellados con el Espíritu Santo de la promesa, 
EPH.1.14	que es las arras de nuestra herencia hasta la redención de la posesión adquirida, para alabanza de su gloria.
EPH.1.15	Por esta causa también yo, habiendo oído de vuestra fe en el Señor Jesús, y de vuestro amor para con todos los santos, 
EPH.1.16	no ceso de dar gracias por vosotros, haciendo memoria de vosotros en mis oraciones, 
EPH.1.17	para que el Dios de nuestro Señor Jesucristo, el Padre de gloria, os dé espíritu de sabiduría y de revelación en el conocimiento de él, 
EPH.1.18	alumbrando los ojos de vuestro entendimiento, para que sepáis cuál es la esperanza a que él os ha llamado, y cuáles las riquezas de la gloria de su herencia en los santos, 
EPH.1.19	y cuál la supereminente grandeza de su poder para con nosotros los que creemos, según la operación del poder de su fuerza, 
EPH.1.20	la cual operó en Cristo, resucitándole de los muertos y sentándole a su diestra
EPH.1.21	sobre todo principado y autoridad y poder y señorío, y sobre todo nombre que se nombra, no sólo en este siglo, sino también en el venidero; 
EPH.1.22	y sometió todas las cosas bajo sus pies,
EPH.1.23	la cual es su cuerpo,
EPH.2.1	Y él os dio vida a vosotros, cuando estabais muertos en vuestros delitos y pecados, 
EPH.2.2	en los cuales anduvisteis en otro tiempo, siguiendo la corriente de este mundo, conforme al príncipe de la potestad del aire, el espíritu que ahora opera en los hijos de desobediencia, 
EPH.2.3	entre los cuales también todos nosotros vivimos en otro tiempo en los deseos de nuestra carne, haciendo la voluntad de la carne y de los pensamientos, y éramos por naturaleza hijos de ira, lo mismo que los demás. 
EPH.2.4	Pero Dios, que es rico en misericordia, por su gran amor con que nos amó, 
EPH.2.5	aun estando nosotros muertos en pecados, nos dio vida juntamente con Cristo
EPH.2.6	y juntamente con él nos resucitó, y asimismo nos hizo sentar en los lugares celestiales con Cristo Jesús, 
EPH.2.7	para mostrar en los siglos venideros las abundantes riquezas de su gracia en su bondad para con nosotros en Cristo Jesús. 
EPH.2.8	Porque por gracia sois salvos por medio de la fe; y esto no de vosotros, pues es don de Dios; 
EPH.2.9	no por obras, para que nadie se gloríe. 
EPH.2.10	Porque somos hechura suya, creados en Cristo Jesús para buenas obras, las cuales Dios preparó de antemano para que anduviésemos en ellas.
EPH.2.11	Por tanto, acordaos de que en otro tiempo vosotros, los gentiles en cuanto a la carne, erais llamados incircuncisión por la llamada circuncisión hecha con mano en la carne. 
EPH.2.12	En aquel tiempo estabais sin Cristo, alejados de la ciudadanía de Israel y ajenos a los pactos de la promesa, sin esperanza y sin Dios en el mundo. 
EPH.2.13	Pero ahora en Cristo Jesús, vosotros que en otro tiempo estabais lejos, habéis sido hechos cercanos por la sangre de Cristo. 
EPH.2.14	Porque él es nuestra paz, que de ambos pueblos hizo uno, derribando la pared intermedia de separación, 
EPH.2.15	aboliendo en su carne las enemistades, la ley de los mandamientos expresados en ordenanzas,
EPH.2.16	y mediante la cruz reconciliar con Dios a ambos en un solo cuerpo,
EPH.2.17	Y vino y anunció las buenas nuevas de paz a vosotros que estabais lejos, y a los que estaban cerca;
EPH.2.18	porque por medio de él los unos y los otros tenemos entrada por un mismo Espíritu al Padre. 
EPH.2.19	Así que ya no sois extranjeros ni advenedizos, sino conciudadanos de los santos, y miembros de la familia de Dios, 
EPH.2.20	edificados sobre el fundamento de los apóstoles y profetas, siendo la principal piedra del ángulo Jesucristo mismo, 
EPH.2.21	en quien todo el edificio, bien coordinado, va creciendo para ser un templo santo en el Señor; 
EPH.2.22	en quien vosotros también sois juntamente edificados para morada de Dios en el Espíritu.
EPH.3.1	Por esta causa yo Pablo, prisionero de Cristo Jesús por vosotros los gentiles; 
EPH.3.2	si es que habéis oído de la administración de la gracia de Dios que me fue dada para con vosotros; 
EPH.3.3	que por revelación me fue declarado el misterio, como antes lo he escrito brevemente, 
EPH.3.4	leyendo lo cual podéis entender cuál sea mi conocimiento en el misterio de Cristo, 
EPH.3.5	misterio que en otras generaciones no se dio a conocer a los hijos de los hombres, como ahora es revelado a sus santos apóstoles y profetas por el Espíritu: 
EPH.3.6	que los gentiles son coherederos y miembros del mismo cuerpo, y copartícipes de la promesa en Cristo Jesús por medio del evangelio,
EPH.3.7	del cual yo fui hecho ministro por el don de la gracia de Dios que me ha sido dado según la operación de su poder.
EPH.3.8	A mí, que soy menos que el más pequeño de todos los santos, me fue dada esta gracia de anunciar entre los gentiles el evangelio de las inescrutables riquezas de Cristo, 
EPH.3.9	y de aclarar a todos cuál sea la dispensación del misterio escondido desde los siglos en Dios, que creó todas las cosas; 
EPH.3.10	para que la multiforme sabiduría de Dios sea ahora dada a conocer por medio de la iglesia a los principados y potestades en los lugares celestiales, 
EPH.3.11	conforme al propósito eterno que hizo en Cristo Jesús nuestro Señor, 
EPH.3.12	en quien tenemos seguridad y acceso con confianza por medio de la fe en él; 
EPH.3.13	por lo cual pido que no desmayéis a causa de mis tribulaciones por vosotros, las cuales son vuestra gloria.
EPH.3.14	Por esta causa doblo mis rodillas ante el Padre de nuestro Señor Jesucristo, 
EPH.3.15	de quien toma nombre toda familia en los cielos y en la tierra, 
EPH.3.16	para que os dé, conforme a las riquezas de su gloria, el ser fortalecidos con poder en el hombre interior por su Espíritu; 
EPH.3.17	para que habite Cristo por la fe en vuestros corazones, a fin de que, arraigados y cimentados en amor, 
EPH.3.18	seáis plenamente capaces de comprender con todos los santos cuál sea la anchura, la longitud, la profundidad y la altura, 
EPH.3.19	y de conocer el amor de Cristo, que excede a todo conocimiento, para que seáis llenos de toda la plenitud de Dios.
EPH.3.20	Y a Aquel que es poderoso para hacer todas las cosas mucho más abundantemente de lo que pedimos o entendemos, según el poder que actúa en nosotros, 
EPH.3.21	a él sea gloria en la iglesia en Cristo Jesús por todas las edades, por los siglos de los siglos. Amén.
EPH.4.1	Yo pues, preso en el Señor, os ruego que andéis como es digno de la vocación con que fuisteis llamados, 
EPH.4.2	con toda humildad y mansedumbre, soportándoos con paciencia los unos a los otros en amor,
EPH.4.3	solícitos en guardar la unidad del Espíritu en el vínculo de la paz; 
EPH.4.4	un cuerpo, y un Espíritu, como fuisteis también llamados en una misma esperanza de vuestra vocación; 
EPH.4.5	un Señor, una fe, un bautismo, 
EPH.4.6	un Dios y Padre de todos, el cual es sobre todos, y por todos, y en todos. 
EPH.4.7	Pero a cada uno de nosotros fue dada la gracia conforme a la medida del don de Cristo. 
EPH.4.8	Por lo cual dice:
EPH.4.8	Subiendo a lo alto, llevó cautiva la cautividad,
EPH.4.8	Y dio dones a los hombres.
EPH.4.9	Y eso de que subió, ¿qué es, sino que también había descendido primero a las partes más bajas de la tierra? 
EPH.4.10	El que descendió, es el mismo que también subió por encima de todos los cielos para llenarlo todo. 
EPH.4.11	Y él mismo constituyó a unos, apóstoles; a otros, profetas; a otros, evangelistas; a otros, pastores y maestros, 
EPH.4.12	a fin de perfeccionar a los santos para la obra del ministerio, para la edificación del cuerpo de Cristo, 
EPH.4.13	hasta que todos lleguemos a la unidad de la fe y del conocimiento del Hijo de Dios, a un varón perfecto, a la medida de la estatura de la plenitud de Cristo; 
EPH.4.14	para que ya no seamos niños fluctuantes, llevados por doquiera de todo viento de doctrina, por estratagema de hombres que para engañar emplean con astucia las artimañas del error, 
EPH.4.15	sino que siguiendo la verdad en amor, crezcamos en todo en aquel que es la cabeza, esto es, Cristo, 
EPH.4.16	de quien todo el cuerpo, bien concertado y unido entre sí por todas las coyunturas que se ayudan mutuamente, según la actividad propia de cada miembro, recibe su crecimiento para ir edificándose en amor.
EPH.4.17	Esto, pues, digo y requiero en el Señor: que ya no andéis como los otros gentiles, que andan en la vanidad de su mente, 
EPH.4.18	teniendo el entendimiento entenebrecido, ajenos de la vida de Dios por la ignorancia que en ellos hay, por la dureza de su corazón; 
EPH.4.19	los cuales, después que perdieron toda sensibilidad, se entregaron a la lascivia para cometer con avidez toda clase de impureza. 
EPH.4.20	Mas vosotros no habéis aprendido así a Cristo, 
EPH.4.21	si en verdad le habéis oído, y habéis sido por él enseñados, conforme a la verdad que está en Jesús. 
EPH.4.22	En cuanto a la pasada manera de vivir, despojaos del viejo hombre,
EPH.4.23	y renovaos en el espíritu de vuestra mente, 
EPH.4.24	y vestíos del nuevo hombre,
EPH.4.25	Por lo cual, desechando la mentira, hablad verdad cada uno con su prójimo;
EPH.4.26	Airaos, pero no pequéis;
EPH.4.27	ni deis lugar al diablo. 
EPH.4.28	El que hurtaba, no hurte más, sino trabaje, haciendo con sus manos lo que es bueno, para que tenga qué compartir con el que padece necesidad. 
EPH.4.29	Ninguna palabra corrompida salga de vuestra boca, sino la que sea buena para la necesaria edificación, a fin de dar gracia a los oyentes. 
EPH.4.30	Y no contristéis al Espíritu Santo de Dios, con el cual fuisteis sellados para el día de la redención. 
EPH.4.31	Quítense de vosotros toda amargura, enojo, ira, gritería y maledicencia, y toda malicia. 
EPH.4.32	Antes sed benignos unos con otros, misericordiosos, perdonándoos unos a otros, como Dios también os perdonó a vosotros en Cristo.
EPH.5.1	Sed, pues, imitadores de Dios como hijos amados. 
EPH.5.2	Y andad en amor, como también Cristo nos amó, y se entregó a sí mismo por nosotros, ofrenda y sacrificio a Dios en olor fragante.
EPH.5.3	Pero fornicación y toda inmundicia, o avaricia, ni aun se nombre entre vosotros, como conviene a santos; 
EPH.5.4	ni palabras deshonestas, ni necedades, ni truhanerías, que no convienen, sino antes bien acciones de gracias. 
EPH.5.5	Porque sabéis esto, que ningún fornicario, o inmundo, o avaro, que es idólatra, tiene herencia en el reino de Cristo y de Dios. 
EPH.5.6	Nadie os engañe con palabras vanas, porque por estas cosas viene la ira de Dios sobre los hijos de desobediencia. 
EPH.5.7	No seáis, pues, partícipes con ellos. 
EPH.5.8	Porque en otro tiempo erais tinieblas, mas ahora sois luz en el Señor; andad como hijos de luz 
EPH.5.9	(porque el fruto del Espíritu es en toda bondad, justicia y verdad), 
EPH.5.10	comprobando lo que es agradable al Señor. 
EPH.5.11	Y no participéis en las obras infructuosas de las tinieblas, sino más bien reprendedlas; 
EPH.5.12	porque vergonzoso es aun hablar de lo que ellos hacen en secreto. 
EPH.5.13	Mas todas las cosas, cuando son puestas en evidencia por la luz, son hechas manifiestas; porque la luz es lo que manifiesta todo. 
EPH.5.14	Por lo cual dice:
EPH.5.14	Despiértate, tú que duermes,
EPH.5.14	Y levántate de los muertos,
EPH.5.14	Y te alumbrará Cristo.
EPH.5.15	Mirad, pues, con diligencia cómo andéis, no como necios sino como sabios, 
EPH.5.16	aprovechando bien el tiempo,
