GEN.1.1	Adikeh la Tsingrangbanü ninglih thricho. 
REV.3.21	Ihnü kohpü ade I U te abi Yangthsaba pümji la pümcho kyo, sünü kohro abi I te Yangthsaba pümji la pümsohnung.
REV.3.22	“Lithroti te Anbünü tu yoro, nührü nangku kehkhang nyieng!
REV.4.1	“Hütsüpü müngucheh apa khüdu ninglang yanglih la kukhang khüdu khangthrucho Ihnü ngucho. Ko rühti kyo khongba yuva khüinü akhudi I te chotacho hütsünü yocho, “Hila kürung ko hiko tuturü tikehnung Ihnü nü te ngusohnung.” 
REV.4.2	Hütsüde Anbünü Ih jengcho. Ninglang yanglih la tsü yangthsarü pümji khüdu chah nyüh khüdu püm ngucho. 
REV.4.3	Aromih tsü thsidi lung Jasper ko Karnelian kyo riricho, ko Yangthsaba pümji mükang tsü emerald ayah kyonü mürükengkengnü mükangti licho. 
REV.4.4	Yangthsaba pümji tsü mükangmüla apa yangthsarü pümji mükyüpü müyü licho, ko hütsüri la jengki athru khyüpü ko hon kuthri thripü azirü mükyüpü müyü pümcho. 
REV.4.5	Yangthsaba pümji la tsünü ningmüla ko ningki yuva rengreng chürocho. Yangthsaba pümji bete tsü atahkehcho dsibhong dhünyeh tru yacho, hütsü Tsingrangba Anbü dhünyeh licho. 
REV.4.6	Adesü Yangthsaba pümji bete tsü tsahrising ariri kihdi khüdu kyo licho. 
REV.4.6	Yangthsaba pümji mükangmüla khanglang belang anahtsenü jengpü kanglungrü müyü licho. 
REV.4.7	Akhudiba tsü kihkhünying kyocho; anyüuba tsü misüpung kyocho; asanguba romih tsü nyitsarü romih kyocho, ko amüyüuba tsü müdi mong rachide kyocho. 
REV.4.8	Kanglungrü müyüding tsü aqo dhürüroh kehcho, ko amilang ayonglang anahtsenü jeng licho. Ama atsingse arühnü mütozah khi thsacho: 
REV.4.8	“Amüsa, amüsa, amüsa, Akohbong
REV.4.8	Abüdongba Tsingrang,
REV.4.8	Sü licho, sü liro ko sü aronung liro”
REV.4.9	Akang kanglungrü müyü tsünü ahechi ko adhichi khi thsa Yangthsaba pümji la pümba, sü lede lidu liro abi khyang anengse jüre. Arühnü hütsüta thsade, 
REV.4.10	Yangthsaba pümji la pümba, lede lidu liba bete tsü azirü mükyüpü müyü tsünü mükhukeh mübüre. Yangthsaba pümji bete tsü arühnü arüh kuthri phungchopü yonung,
REV.4.11	“Ihrü Abüdongba ko Tsingrang! Ahechi,
REV.4.11	adhichi ko zii ngunung nüh adekheng.
REV.4.11	Tunüo nühnü lüpcho thricho,
REV.4.11	ko nühnü lümchonü arüh khyang akang jücho ko lisohre.”
REV.5.1	Yangthsaba pümji la pümba tsalangthring alohcho khüdu Ihnü ngucho; hütsü anyüdinglang thrahpü ashingsing dhünyehnü shingtipü licho. 
REV.5.2	Ko akohba ninglang riwürü khüdunü yuva amülahnü züde Ihnü ngucho, “Ashingticho thsangnyang thrahlohcho tsü khangthrunung sü dekheng liro?” 
REV.5.3	Ta thrahloh tsü khangthru dhengnungthsa ninglang yanglih la mahkhang alimih chah mahkhang alih yonglang süsü mülicho. 
REV.5.4	Thrahloh tsü khangthruchehnung mahkhang hütsüla dhengnung adekheng süsü münguchonü Ihnü longriyoh tracho. 
REV.5.5	Hütsüde azirü yola nyüh khüdunü I te yocho, “Tütra. Dheng! Juda hung lanü David chahnü trahchocho kihkhünying khüdunü akoh tsü nguko, ko abinü ashingtiba dhünyeh tsü khangthruchehle.”
REV.5.6	Hütsüde Yangthsaba pümji long la akang kanglungrü müyü ko azirütinü mükangtipü sanza khüdu ya Ihnü ngucho. Sanza tsü amapsehcho roh-i ngucho. Hütsü limih apümlang müthehchüba Tsingrangba anbü dhünyeh roh-i ajüh dhünyeh ko anahtse dhünyeh kehcho. 
REV.5.7	Sanza tsünü wü Yangthsaba pümji la pümba tsalang kheh lanü thrahlohcho tsü khyücho. 
REV.5.8	Abinü hütsüta khyüde, akang kanglungrü müyü ko azibarü mükyüpü müyü tsünü Sanza bete mükhukehcho. Arüh müipi ikhong khüdu-khüdu ko müchijinü jeng liba hon tbhü khüdu-khüdu licho, hiri tsü amüsarü dangkhidangnang licho. 
REV.5.9	Arühnü khi asi khüdu thsacho: 
REV.5.9	“Thrahlohcho tsü khyo ashingticho tsü
REV.5.9	khangthrunung nüh adekheng.
REV.5.9	Tunüo nüh mapsehcho, ko nüh sücho khu ahung, yucho, limih ko atrah müipi
REV.5.9	lanü Tsingrangba khyang nühnü nyitsarü lihchehjüko.
REV.5.10	Ihsa Tsingrangba dikehnung nühnü arüh bebürü yanglih khüdu külüpjüko, 
REV.5.10	ko arühnü limih la yangthsanung.”
REV.5.11	Ihnü thali dhengde, ninglang riwürü hajarnü hajar ko mükhilong yuva yuchicho. Akang kanglungrü müyü ko azibarütinü Yangthsaba pümji mükang yapü, 
REV.5.12	yuva arangchehnü khi thsacho:
REV.5.12	“Amapsehba San zanü azi,
REV.5.12	kuthsi, lümlong ko re
REV.5.12	adhichi, ahechi ko anengse ngunung adekheng!”
REV.5.13	Ko ninglang, alih la ko alih yonglang ko kihdi la, lihküp la akang apümnü khi thsacho Ihnü yuchicho:
REV.5.13	“Yangthsaba pümji la pümba ko San za te,
REV.5.13	müchangkapü anengse ko adhichi
REV.5.13	ahechi ko akohba thsaang!”
REV.5.14	Akang kanglungrü müyü tsünü lalingcho, “Amen!” Ko azirüti tsünü mükhukeh mübücho.
REV.6.1	Hütsüde San za tsünü ashingticho dhünyeh yola akhudiba tsü rohphoh khangthrucho Ihnü ngucho, ko akang kanglungrü müyü yola khüdunü ningki yuva la “Rung” ko yocho Ihnü yuchicho. 
REV.6.2	Ihnü dhengcho, ko hütsüla kuri athru khüdu licho. Hütsü chah pümba tsü singthsalu khüdu bicho, ko abi khyang kuthri khüdu jücho. Abinü athrungrü khüdu kyo mahnung wücho. 
REV.6.3	Hütsüpü Sanza tsünü ashingtiba anyüu tsü rohphoh khangthrucho; ko anyüuba akang kanglungrü tsünü “Rung” pü yocho Ihnü yuchicho. 
REV.6.4	Kuri amoh apa khüdu chürocho. Hütsü michah pümba khyang nyitsarü khüdunü khüdu kyüsehtasohnung limih la rothsa hironung tase jücho. Abi khyang nohsheng amülah khüdu jücho. 
REV.6.5	Hütsüpü Sanza tsünü ashingticho asangu tsü rohphoh khangthrucho; ko asanguba akang kanglungrü tsünü “Rung” pü yocho Ihnü yuchicho. Ihnü dhengcho ko hütsüla Kuri anyah khüdu licho. Hütsüla pümba khehla tsü ahosing khüdu bicho. 
REV.6.6	Akang kanglungrü müyü yola tsünü Ihnü yuchinü yuva khüdu chürocho, “Nyümong khüdu nyükheh ngang litoh süreh khüdu, ko lüdi süreh asang. Ta olive singdong ko shükusiluh tüthsangnyang!”
REV.6.7	Hütsüpü Sanza tsünü ashingticho amüyüu tsü rohphoh khangthrucho; ko amüyüuba akang kanglungrü tsünü “Rung” pü yocho Ihnü yuchicho. 
REV.6.8	Ihnü dhengde hütsüla Kuri apuleh khüdu licho. Hütsü chah pümba neng tsü Asüba ko asü yang abi shündhün iiwücho. Ko rothsa la, yangkongnü, adhsa-aranü, ko rangmü kangdinü süsohnung arüh khyang limih nohlüm müyü la khüdu michah tase jücho. 
REV.6.9	Hütsüpü Sanza tsünü ashingticho amüngau tsü rohphoh khangthrucho. Tsingrangba yu sobhocho ko yuje cho yuzi thsacho nengdang mapsehcho anbüti bholu pohki tsü Ihnü ngucho. 
REV.6.10	Arühnü yuva amülahnü züdecho, “Amüsa ko yuje, Akohba Abüdongba! Limih la lirü yukhanung ko ihrü mapsehrü rühyangnung nühnü khüdoi münu linung?” 
REV.6.11	Arüh müipi khyang jengki athru jücho, ko arüh müjang dikehrüti ko arüh jünirüti arüh roh-i mümapsehkhangde, azachah kyahshang yingnung arüh te yocho.
REV.6.12	Ko Sanza tsünü ashingticho adhüroh-u tsü rohphoh khangthrucho Ihnü ngucho. Hütsüde alihyo atrehdi zingcho, ko nyü tsü arangshü roh-i anyah kangcho, ko chonu tsü ashüh kyo amoh kangcho. 
REV.6.13	Ko nyübong amülahnü füde ngurüsih ashüh shohjocho kyo chenghiti limih la shohjocho. 
REV.6.14	Ko ning tsü thrahloh lohcho kyo lohtsang tsicho, ko azong ko mütro apüm palu alichahnü shehmüi tsicho. 
REV.6.15	Hütsüde limih yangthsarüti, amülahrüti ko anüchirüti, alirü ko athrungrüti ko ayurü ko nyüje nyitsarüti atümungnü lungkoh ko azong lihkhi pohki arüh jangjang rangcho. 
REV.6.16	Arühnü azong ko lung te yocho, “Ihrü michah shohjoung ko Yangthsaba pümji la pümba romih tenü ko Sanza rihlong chüroba lanü ihrü rangsohng! 
REV.6.17	Tunüo arüh rihlong chüroba nyümong tsü ro lile, ko sünü hütsü bete yachehnung?” 
REV.7.1	 Hütsüpü, limih mahkhang Kihdi mahkhang singdong tu chahsü tu nyübongnü müfükehnung nengdang, nyübong müyü tsü rangli, limih jongnah müyülang yaba ninglang riwürü müyü Ihnü ngucho. 
REV.7.2	Ninglang riwürü apa khüdu akang Tsingrang ashingsing bipü nyüchüro langnü chüro Ihnü ngucho. Abinü yuva amülahnü ninglang riwürü müyü sürü khyang limih ko Kihdi thsangnyangsohnung tase jücho, arüh dsicho. 
REV.7.3	 Ninglang riwürü tsünü yocho, “Ihrünü ihrü Tsingrang dikehrü kikhang chah amüdhethsa müshingkehde, nührünü limih, kihdi mahkhang singdong tükhingchi.” 
REV.7.4	Ko Tsingrangba amüdhethsa arüh kikhang chah shingkehrüti tsü arüh 144,000 lilepü I te yocho. Arüh tsü Israel hung dhüre-anyüh lanü.
REV.7.5	Juda hung lanü 12,000,
REV.7.5	Reuben hung lanü 12,000,
REV.7.5	Gad hung lanü 12,000,
REV.7.6	Asher hung lanü 12,000,
REV.7.6	Naftali hung lanü 12,000,
REV.7.6	Manase hung lanü 12,000,
REV.7.7	Simeon hung lanü 12,000,
REV.7.7	Levi hung lanü 12,000,
REV.7.7	Isakar hung lanü 12,000,
REV.7.8	Zebulun hung lanü 12,000,
REV.7.8	Josef hung lanü 12,000,
REV.7.8	Benjamin hung lanü 12,000.
REV.7.9	Hütsüpü Ihnü dhengde sühdi arangcheh khüdu sünüsü mükhichehba nyitsarüti ngucho! Arüh tsü anah, ahung, limih ko yucho mükhu lanü licho, ko arühnü jengki athru khyüpü arüh khehla Seva bipü Sanza Yangthsaba pümji bete yacho. 
REV.7.10	Arühnü züde yocho: “Akangcheh tsü Yangthsaba pümji la pümba Ihsa Tsingrang, ko Sanza chahnü rore!” 
REV.7.11	Ninglang riwürü atümungnü Yangthsaba pümji, azirüti ko akang kanglungrü müyü mükang yacho. Hütsüpü arühnü Yangthsaba pümji bete mükhukeh Tsingrangba mübo yocho, 
REV.7.12	“Amen! Anengse, ahechi, lümlong, nengse jüba, adhichi, zii ko akohba apüm Ihsa Tsingrang te müchangkapü thsaang! Amen.”
REV.7.13	Azirüti yola khüdunü I te tsingdhengcho, “Jengki athru khyürü hi sürüo, ko arüh khüdenü rocho?”
REV.7.14	 Ihnü lalingcho, “Ihnü mümüdhe, nühnü müdhele, adirü!”
REV.7.14	Abinü I te yocho, “Hiri nyitsarüti hi adrünung dhsümthsedhsümloh lanü khümcho rorüti lile. Arühnü arüh jengki Sanza shüh la thsüthoh thru kangsohko. 
REV.7.15	Hütsünü arühnü Tsingrangba Yangthsaba pümji jingte linü, ama atsingse abi dikehre. Yangthsaba pümji la pümbanü abi ziinü arüh khümchonung. 
REV.7.16	 Arüh adelü khodesü müyangnung mahkhang müxonung; nyünü mahkhang tu adhsanü arüh mütahnung, 
REV.7.17	 tunüo yangthsaba pümji alongla liba Sanza tsü arüh san nyahrü thsanung, ko abinü akang kih yongna yang arüh nünung. Ko Tsingrangbanü arüh nah lanü nahshükih nipehjünung.”
REV.8.1	Khode Sanza tsünü dhünyeh-uba ashingsing tsü rohphoh khangthrucho, hütsüde ninglang yanglih la rehtseh achangsho naying kangcho. 
REV.8.2	Hütsüde Tsingrangba bete yaba ninglang riwürü dhünyeh Ihnü ngucho ko arüh khyang rühti dhünyeh jücho.
REV.8.3	Ko müchiji tahsing hon tbhü biba ninglang riwürü khüdu ro bholu te yacho. Yangthsaba pümji bete liba hon bholu chah amüsarüti atümung dangkhidangnangde yohjüsohnung abi khyang müchiji khütango jücho. 
REV.8.4	Tsingrangba bete yaba ninglang riwürü khehla tsünü mikhu tsü amüsarü dangkhidangnang yola küducho. 
REV.8.5	Hütsüpü ninglang riwürü tsünü müchiji tahsing tsü khyonü bholu chahnü michang khyo jengsohpü limih yang dhichahchücho. Hütsüde ningki yuva rengreng, ningmüla ko alihyo zingba licho. 
REV.8.6	Hütsüde ninglang riwürü dhünyeh tsünü rühti dhünyeh biba tsü mehnung rungnüm licho.
REV.8.7	Akhudiba ninglang riwürü tsünü abi rühti mehcho. Hütsüde ashüh te yohrütapü shurü ko michang limih chah jürocho. Hütsünü limih chang asang la khüdu, singdong chang asang la khüdu ko za axeng apüm tahpehcho. 
REV.8.8	Hütsüpü ninglang riwürü anyüubanü abi rühti mehcho. Azong arangcheh michangnü tahyacho kyo kihdi la dhiyohchücho. Kihdi chang asang la khüdu ashüh kangpehcho. 
REV.8.9	Kihdi la kanglungrü chang asang la khüdu sopehcho, ko Kihkuh chang asang la khüdu thsangnyangpehcho.
REV.8.10	Hütsüpü ninglang riwürü asangubanü abi rühti mehcho. Hütsüde ninglangnü püti arangcheh khüdu dsi kyo tahkehpü yongkhi chang asang la khüdu ko kihnatungti michah longcho. 
REV.8.11	Püti aneng tsü “Akha.” Hütsüde kih chang asang la khüdu akha kangpehcho, ko hütsü akha kangchonü, hütsüba kih yongrü adrong sücho. 
REV.8.12	Hütsüpü ninglang riwürü müyüubanü abi rühti mehcho. Hütsüde nyü chang asang la khüdu, chonu chang asang la khüdu, ko chenghi chang asang la khüdu chah shingkehcho; hütsünü arüh atsingse chang asang la khüdu changpehcho; ko nyümong chang asang la khüdu ko ama chang asang la khüdu atsingse changpehcho. 
REV.8.13	Hütsüpü Ihnü dhengcho, ko ningwüm la müdi khüdu yuva amülah khong mongchicho Ihnü yuchicho. “O ahohah! ahohah! Ninglang riwürü apa asangnü mehnung liba rühti lanü yuva rode limih chah lirü nengdang khütoh-i adrünung thsanung!”
REV.9.1	Hütsünü ninglang riwürü amüngaubanü abi rühti mehcho. Hütsüde püti khüdu limih chah longcho Ihnü ngucho, ko abi khyang jongnah müliba shukuh azihsing jücho. 
REV.9.2	Püti tsünü jongnah müliba shukuh tsü khangthrucho, ko hütsü lanü mikhu ibong amülah lanü kyo mikhu chürocho; ko hiba shukuh mikhu tsünü nyü ko nyübong marürahsohcho. 
REV.9.3	Ko mikhu la tsünü limih chah khengqu pohchehcho, ko arüh khyang khakikoh re akyokyo jücho. 
REV.9.4	Arüh te zanu mahkhang singdong mahkhang rangva tu mükhingchinung; ta sürü kikhang chah Tsingrangba amüdhethsa shingcho mükehro arüh du khingchinung yocho. 
REV.9.5	Hiri nyitsarü khengqu khyang choo münga dhsümthsenung chah khu arüh mapsehnung mümülacho. Dhsümthseba adhsa tsü khakikohnü mükyahcho adhsa kyo lile. 
REV.9.6	Hiba choo münga shikhe la tsü arühnü asünung yangchinung, ta hütsü müngunung; arühnü sünyünung ta asübanü arüh tenü tsinung. 
REV.9.7	Khengqu adhengnung tsü Kuri rothsanung rungnümcho kyo licho; arüh thah chah hon kuthri kyo licho, ko arüh romih tsü nyitsarü romih kyo licho. 
REV.9.8	 Arüh kuva khingkurü kuva kyocho, ko arüh ha kihkhünying ha kyocho. 
REV.9.9	Arüh dreng tsü idhse drenghap kyobanü khyüdi licho, ko arüh qo yuva tsü khata yang shangba kuri akhülusing khütango yuva kyo licho. 
REV.9.10	Khakikoh kyo arüh müying ko münyüh kehcho, ko choo münga nyitsarü khingchinung arüh zii arüh müying chah kehcho. 
REV.9.11	Ajongnah müliba shukuh riwürü tsü arüh michah Yangthsaba thsacho. Abi neng Ibri yu la Abaddon, ko Greek yu la Apolleon licho (adüzü “Achangjürü”).
REV.9.12	Akhudiba adrünung khuko; hi khanglang adesü adrünung anyüh lile.
REV.9.13	Hütsüpü ninglang riwürü dhüroh- ubanü abi rühti mehcho. Ko Tsingrangba bete yaba hon bholu jongnah müyülangnü yuva chürocho Ihnü yuchicho. 
REV.9.14	Yuva tsünü ninglang riwürü dhüroh-uba te yocho, “Eufrates yongkhi arangcheh la khangti liba ninglang riwürü müyü tsü lehchehng!” 
REV.9.15	Ninglang riwürü müyü tsü müthehcho; arühnü amüi tsurü chang asang la khüdu, hiba rehtseh, hiba nyümong, hiba choo ko hiba kang la mapsehnung nengdang rungnüm licho. 
REV.9.16	Kuri chah pümrü rothsarü tsü million thsih anyüh lichoepü yocho. 
REV.9.17	Ko I müngucheh la kuri ko hütsüri chah pümrüti Ihnü ngucho: Arüh drenghap tsü michang kyo amoh, Safir kyo apuleh ko miphoh kyo amüyeng licho. Kuriti thah tsü kihkhünying thah kyo licho ko arüh be lanü michang, mikhu ko miphoh chürocho. 
REV.9.18	Kuriti be lanü chürocho michang, mikhu ko miphoh hiri asang tsünü amüi tsurü chang asang la khüdu changjücho. 
REV.9.19	Tunüo Kuriti zii tsü arüh be la ko amüying la licho. Arüh müying tsü mürü kyo athah kehcho, ko hütsürinü nyitsarü thsakehjücho.
REV.9.20	Hiri adhsanü mümapsehcho amüi tsurü anyingcho atümung tsünü arühbürünü nguchicho lanü lasih müthsamülacho. Ngunung, yuchinung mahkhang tsehnung mükohba motsing, hon kyothri, taripi, imüyeng, lung ko sing hiri mübüba arühnü müpehjücho. 
REV.9.21	Mahkhang arühnü nyitsarü mapsehba, zii-mongba, nahtrahnaxengba, mahkhang fühba, hiri lanüsü lasih müthsamülacho.
REV.10.1	Hütsüpü ninglang yanglih lanü apa akohba riwürü khüdu jürochi Ihnü ngucho. Abi nyükhinü lohtipü ko mürükengkengnü athah kengticho; aromih nyü roh-i, ko ajing michang dongdi roh-i licho. 
REV.10.2	Abi khehla thrahlohcho azikyah khüdu khangthru licho. Abi tsalang jing kihdi la ko fülilang jing alih akung la drangrang licho, 
REV.10.3	ko kihkhünyingnü khongcho kyo abinü yuva amülahnü züdecho. Ko abinü züdede, ningki dhünyehnü lalingcho. 
REV.10.4	Arühnü choyeng Ihnü thrahnung yacho, ta ninglangnü yuva khüdunü cho Ihnü yuchicho, “Ningki dhünyehnü yoba tsü rang yohpüng; hütsü tüthrah!”
REV.10.5	Hütsüpü Ihnü nguba kihdi ko akung la yaba ninglang riwürü tsünü akheh tsalang dhimüsu, 
REV.10.6	ning, alih kihdi ko hütsüla liba lüpcho thribong, sü müchangkapü lidu libong Tsingrang nengla yuchüm yocho, “Adelü mümünunung! 
REV.10.7	Ta khode ninglang riwürü dhünyeh-ubanü abi rühti mehnang, Tsingrangbanü abi dikehrü azirüti te müdhesohcho kyo abi arang lümchung thümnung.”
REV.10.8	Hütsüde ninglangnü cho Ihnü yuchiba yuva tsünü I te thali chota yocho, “Wüng ko kihdi la ko alih akung la yaba riwürü khehla tsünü khangthru liba thrahlohcho tsü khyüng.” 
REV.10.9	Ihnü ninglang riwürü yanglang wünü thrahlohcho azikyah tsü I khyang jüang pü tsingdhengcho. Abinü I te yocho, “Khyüng ko tsung; hütsü nü mi la aci kangnung, ta nü be la thsakukih kyo nyiyahnung.”
REV.10.10	Ihnü abi kheh lanü thrahlohcho azikyah tsü khyücho ko tsucho, ko I be la hütsü thsakukih kyo nyiyahcho. Ta Ihnü hütsü münyüde, I mi la aci kangcho. 
REV.10.11	Hütsüpü I te yocho, “Adesü nühnü limih, atrah, yucho ko yangthsarüti te Tsingrangba yusi sobhoung.”
REV.11.1	 Hütsüpü I khyang akihsing xuyang khüdu jünü yocho, “Wüng ko Tsingrangba amübükuh ko bholu tsü kihng, ko amübükuh la mübürüti khidheng. 
REV.11.2	 Ta dongkhu tsü tükih, tunüo choo yürepü anyüh Amüsa yangdi tsü dhrümchinung nengdang hütsü yangpirü khyang jopehko. 
REV.11.3	Ihnü I yuzi thsarü nyüh anyüh müyahshü müpipü müthehnung, ko arühnü hütsüri 1,260 nyümong la tsü Tsingrangba yu sobhonung.”
REV.11.4	 Yuzi anyüh tsü limih Abüdongba bete yaba olive singdong anyüh, ko dsimüdongsing anyüh tsü lile. 
REV.11.5	Khürünü arüh thsakehjünung müküpkhang, arüh be lanü michang chüro arüh rorüti changjüre; hütsüta arüh thsakehjünung müküprü tsü mapsehnung. 
REV.11.6	 Arühnü Tsingrangba yu sobho bekhyah tsing mürosohnung ning khangtinungsü arüh chah zii kehle. Kihnü ashüh kangsohnung, ko arühnü lümde limih chah wara masünü chihsohnungsü arüh chah zii kehle.
REV.11.7	 Arühnü thsingyukade, ajongnah müliba lanü chüroba kanglungrü tsünü arüh nyüm khatanung. Abinü arüh kohnung ko arüh mapsehnung, 
REV.11.8	 ko arüh me tsü arüh Abüdongba hamkehba yangdi tungte la tsü jonung. Hütsüba yangdi neng adüzü tsü Sodom mahkhang Ijip linung. 
REV.11.9	Ko limih, ahung, yucho, ko atrah apüm lanü arüh me tsü nyümong asangpü achangsho dhengnung ko arüh me rangnung mümülanung. 
REV.11.10	Hütsünyi sücho nengdang limih nyitsarüti künyangnung. Arühnü jiyü jüta künyangtanung, tunüo azikehrü hütsü nyinü amüi tsurü khütang chongchasohko. 
REV.11.11	 Nyümong asangpü achangsho khanglang Tsingrangba chahnü akang sah arüh chah züducho, ko arühnü yacho; ko hütsü ngurü atümung drüpehcho. 
REV.11.12	 Hütsüde azikehba nyüh tsünü ninglangnü anyüh te yuva amülahnü, “Hila kürung!” pü yo yuchicho. Arüh rorütinü dheng yade, nyükhi la arüh ninglang tuwücho. 
REV.11.13	 Hütsüde alihyo atrehdi zingcho; yangdi tsü changsho dhüre la khüdu changcho, ko nyitsarü hajar dhünyeh mapsehcho. Anyingcho nyitsarütinü drüseh ninglangrü Tsingrang dicho nengdang secho.
REV.11.14	Adrünung anyüuba tsü khuko, ta adrünung asanguba tsü zah ronung!
