MAT.1.1	Yisu †Kilisi ndê apai si ŋadênaŋ dindec. Iŋ sa akêŋ Dawid ndê, ma Dawid sa akêŋ Abraham ndê.
REV.5.6	Têŋ dinaŋ aö galic Domba daŋ naŋ ŋa-aŋgô gitôm sic iŋ ndu su, magoc mbo tali tiyham. Iŋ kalhac ŋalhu kêpiŋ pôŋ atu, ma aŋela hale ti lau bata 24 sêŋgihi iŋ ahuc. Iŋ ndê ŋapo 7, ma tandô 7, naŋ sem dôhôŋ Anötö ndê ŋalau 7 naŋ iŋ kêŋ ŋac sêsa sêtêŋ nom ŋabatiŋ hoŋ. 
REV.5.7	Ma Domba dau gi kôc bapia dau su yêc iŋ naŋ ndöc pôŋ atu ndê amba andô-ŋga. 
REV.5.8	Iŋ kôc sa su goc aŋela hale ti lau bata 24 sêpôŋ haduc têŋ iŋ. Yêc ŋac hoŋ si amba sêkôc gêŋ wê-ŋga naŋ sêsam bu hap,
REV.5.9	Ma ŋac sem wê wakuc daŋ bocdec, “Am gitêŋ andô, gitôm bu kôc bapia ma kac gêŋ ŋabalêp su. Ŋahu bu lau sic am ndu, ma am nem dac gêmlhi lau su sêti Anötö ndê lau. Am gêmlhi lau yêc nom ŋagameŋ hoŋ, ma yêc lau titoŋ-titoŋ ma awha têŋtêŋ hoŋ naŋ sêmbo nom. 
REV.5.10	Ma am kôm ŋac sêti lau toŋ tigeŋ, bu sênem akiŋ yac neŋ Anötö sêtôm lau †dabuŋsiga, ma ŋac oc sênem gôliŋ sêmbo nom.”
REV.5.11	Têŋ dinaŋ aö galic ti gaŋgô aŋela daêsam ma daêsam ma daêsam, oc tôm dom bu dasê sa. Ŋac sêŋgihi pôŋ atu ma aŋela hale ti lau bata ahuc. 
REV.5.12	Ma ŋac sem wê ŋa awha atu bocdec bu, “O Domba ŋayham kêlêc, am naŋ lau sic am ndu. Yac ampiŋ am, bu am gêŋ hoŋ ŋadau, ma am nem ŋaclai, ti gauc, ma licwalô, ma waêm ti ŋawê ma ŋawasi atu hôc gêlêc su.”
REV.5.13	Têŋ dinaŋ aö gaŋgô gêŋ tali hoŋ naŋ sêmbo undambê ti nom ma nom ŋapu-ŋga, ma naŋ sêmbo gwêc. Ŋac hoŋ sem wê bocdec bu, “Kwahic dec, ma tôm bêc hoŋ, yac ampiŋ iŋ naŋ ndöc pôŋ atu, ma yac ampiŋ Domba. Bu iŋlu si waê, ti ŋawê ma ŋawasi, ma ŋaclai atu andô!” 
REV.5.14	Ma aŋela hale sêsôm, “Yomandô!” Ma lau bata hoŋ sêhu dau sêyêc nom ma sêmpiŋ iŋlu.
REV.6.1	Dinaŋ su, goc aö galic Anötö ndê Domba dau kôc gêŋ ŋabalêp ŋamata-ŋga su yêc bapia tilhuŋ. Ma aŋela hale si daŋ ta yom ŋa awha atu gitôm wapap, ma sôm, “Mweŋ!” 
REV.6.2	Dec aö taŋhê gameŋ, ma galic hosi sêsêp daŋ. Ma aö galic ŋgac naŋ ndöc hosi ŋahô, naŋ kôc bakôc sôp-ŋga daŋ. Anötö kêŋ sanem daŋ têŋ iŋ, goc iŋ sa ti ŋaclai atu bu ku ŋacyo dulu.
REV.6.3	Goc Anötö ndê Domba kôc gêŋ ŋabalêp tilu-ŋga su, ma aö gaŋgô aŋela tilu-ŋga sôm, “Mweŋ!” 
REV.6.4	Ma hosi kokoc daŋ sa meŋ. Anötö kêŋ bieŋ baliŋ daŋ têŋ ŋgac naŋ ndöc hosi ŋahô, ma kêŋ ŋaclai têŋ iŋ bu kôc yom malô su yêc lau nom-ŋga, bu kôm ŋac sêndic dandi ndu.
REV.6.5	Goc Anötö ndê Domba kôc gêŋ ŋabalêp titö-ŋga su, ma aŋela titö-ŋga sôm, “Mweŋ!” Dec aö taŋhê gameŋ ma galic hosi yeyec daŋ. Ma ŋgac naŋ ndöc hosi ŋahô kôc gêŋ danem dôhôŋ gêŋ-ŋga yêc iŋ amba. Gêŋ kaiŋ dinaŋ dakôc bu danem dôhôŋ gêŋ bu ŋadehe me lolo. 
REV.6.6	Ma awha daŋ sa akêŋ pôŋ atu naŋ kalhac aŋela hale ŋalhu, naŋ sôm, “Kêŋ tôbôm sa bu lau nom-ŋga sêpônda gêŋ sêneŋ-ŋga, ma ŋac oc sênem dôhôŋ gêŋ bu lau sênemlhi gêŋ daneŋ-ŋga ŋagec-ŋagec ŋa ŋaôli atu. Tigeŋ kôm ôm a †olib-ŋga ti ôm wain-ŋga tisac dom.”
REV.6.7	Têŋ dinaŋ Anötö ndê Domba kôc gêŋ ŋabalêp tihale-ŋga su, ma aŋela tihale-ŋga sôm, “Mweŋ!” 
REV.6.8	Goc aö taŋhê gameŋ, ma galic hosi yaŋyaŋ daŋ. Ma ŋgac naŋ ndöc ŋahô, naŋ sêsam iŋ ndê ŋaê bu ‘Mbac Ndu,’ ma daŋ tiyham, naŋ ndê ŋaê ‘Lambwam’ kêkuc iŋ. Ma Anötö kêkiŋ iŋlu bu sêwhê lau nom-ŋga hoŋ kôc ndi toŋ hale, ma sêndic toŋ daŋ ndu. Iŋlu oc sêŋgilí siŋ, ma sêkêŋ tôbôm ma gêmbac atu ma bôclai bu sêseŋ lau toŋ tihale-ŋga dinaŋ su.
REV.6.9	Têŋ ndoc Anötö ndê Domba kôc gêŋ ŋabalêp ti-5-ŋga su, naŋ galic lau ŋatô si gatu sêmbo Anötö ndê alta ŋapu. Lau dinaŋ, muŋ-ŋga lau nom-ŋga sic ŋac ndu, ŋahu bu sêkêŋ whiŋ Anötö ndê yom, ma sêhoc iŋ ndê yom asê. 
REV.6.10	Ma ŋac sêta awha atu têŋ iŋ, “O Pômdau Dabuŋ ma Yom Ŋandô Ŋadau. Têŋ bêc bocke am oc êmatôc lau sac nom-ŋga, ma kêŋ ŋagêyô têŋ ŋac ô yac mba dac naŋ ŋac sêkêc siŋ su?” 
REV.6.11	Sêsôm yom dinaŋ su, ma Anötö kêŋ ŋakwê sêsêp baliŋ têŋ ŋac tôm gi. Ma iŋ sôm têŋ ŋac bu, “Mac nem asidôwai ŋatô sem akiŋ aö sêmbo, naŋ lau nom-ŋga oc sêndic ŋac ndu gitôm ŋac sic mac ndu. Bocdinaŋ ahôŋ malô e gêŋ dinaŋ pacndê su.”
REV.6.12	Aö taŋhê Anötö ndê Domba ma iŋ kôc gêŋ ŋabalêp ti-6-ŋga su, goc tiyhô atu gêm, ma aö galic ac tiyec gitôm sêcyaê, ma ayô tikoc gitôm dac. 
REV.6.13	Ma tata umboŋ-ŋga sêpeŋ sêsip nom gitôm mbu puc atu ma kêwic ahi goc ŋalôwê sêpeŋ sêsip nom si. 
REV.6.14	Ma umboŋ giŋga tôm mbu soc po daŋ su, ma lôc ti nduc hoŋ siŋga bocdinaŋ. 
REV.6.15	Tu dinaŋ-ŋga lau hoŋ naŋ sêkêŋ whiŋ Yisu dom, naŋ sêtöc dau ŋandô, ma sêŋsalê gameŋ bu sêsiŋ dau. Kiŋ ma lau bata, ma lau siŋ-ŋga, ma lau ti lêlôm ma lau ti licwalô atu, ma lau naŋ sem akiŋ ŋadaui ti lau naŋ sêmbo ŋambwa, naŋ hoŋ sêlhö bambaliŋ. Ma sêŋsalê mala sêsiŋ dau kwi-ŋga sêsôc hocsuŋ ti hoc naŋ sêyêc gameŋ lôc-ŋga, naŋ ŋapu. 
REV.6.16	Ma ŋac sêta yom têŋ lôc ti hoc bu êŋgatöc ŋac si e iŋ naŋ ndöc pôŋ atu, naŋ oc tôm dom bu lic ŋac, ma bocdinaŋ ŋac oc sêtap Anötö ndê Domba ndê atac ŋandê sa dom. 
REV.6.17	Sêkôm gêŋ dinaŋ, ŋahu bu bêc dinaŋ ti bêc sêtap ŋandê sa tu ŋac si sac-ŋga, ma lau sac daŋ oc sêtôm dom bu sêŋlêc Anötö ndê matôc.
REV.7.1	Dinaŋ su, goc aö galic aŋela hale naŋ sêyob mbu. Ŋac sêlhac nom ŋabatiŋ hale ma sêkôc ŋaclai bu sêlhac mbu nom-ŋga hale ahuc, tu bu sêpuc ŋadinda e sêkôm nom me gwêc me a tisac dom. 
REV.7.2	Anötö kêŋ ŋaclai têŋ ŋac bu sêyob mbu e tiŋambu sêhu mbu nom-ŋga siŋ bu kôm nom ma gwêc tisac. Ma aö galic aŋela daŋ tiyham naŋ sa akêŋ gameŋ ac pi-ŋga meŋ, ma yêc iŋ amba iŋ kôc Anötö Taŋli Ŋadau ndê gêŋ dapuc ŋadalô-ŋga.
REV.7.3	“Akôm nom ti gwêc ma a tisac dom, e yac apuc yac neŋ Anötö ndê ŋadalô pi iŋ ndê lau akiŋ si sêcbala su.”
REV.7.4	Iŋ sôm yom dinaŋ su, goc aö gaŋgô lau naŋ sêpuc ŋadalô pi ŋac si sêcbala, naŋ si namba, naŋ gitôm 144,000. Ma lau dinaŋ sêmeŋ akêŋ lau Israel-ŋga si gôlôwac toŋ 12. 
REV.7.5	Yêc Juda ndê toŋ, sêkeŋ ŋadalô pi lau 12,000, ma pi lau 12,000 yêc Ruben ndê, 12,000 yêc Gad ndê, 
REV.7.6	12,000 yêc Aser ndê, 12,000 yêc Naptali ndê, 12,000 yêc Manase ndê, 
REV.7.7	12,000 yêc Simeon ndê, 12,000 yêc Liwai ndê, 12,000 yêc Isaka ndê, 
REV.7.8	12,000 yêc Sebulun ndê, 12,000 yêc Josep ndê, ma pi lau 12,000 yêc Benjamin ndê toŋ.
REV.7.9	Tiŋambu aö taŋhê gameŋ ma galic lau daêsam andô, gitôm dom bu lau daŋ sêsê ŋac sa. Sêmeŋ akêŋ nom ŋagameŋ hoŋ, ma akêŋ lau titoŋ-titoŋ hoŋ, ma akêŋ lau awha têŋtêŋ. Ma sêlhac pôŋ atu ti Anötö ndê Domba aŋgô andô-ŋga. Ŋac hoŋ sêsôc ŋakwê sêsêp, ma sêhôc tômtôm ŋalauŋ. 
REV.7.10	Ma sêmbwêc ŋaŋga bu, “Yac tampiŋ yac neŋ Anötö naŋ ndöc pôŋ atu, ma iŋ ndê Domba, bu mwasiŋ nem lau si-ŋga yêc iŋlu.”
REV.7.11	Ma aŋela hoŋ naŋ sêlhac sêŋgihi pôŋ atu ti aŋela hale ma lau bata ahuc, naŋ sêhu dau aŋgô sip nom sêyêc pôŋ atu ndö-ŋga. Ma sêmpiŋ Anötö, 
REV.7.12	ma sêsôm, “Yomandô! Yac neŋ Anötö ndê ŋawasi ti gauc ma waê ti ŋaclai ma licwalô hôc gêlêc gêŋ hoŋ su. Bocdinaŋ tampiŋ iŋ, ma danem daŋge iŋ kwahic dec ma tôm bêc hoŋ. Yomandô!”
REV.7.13	Têŋ dinaŋ lau bata si daŋ meŋ ma ndac aö bocdec bu, “Lau ti ŋakwê sêsêp dindê, ŋac lau asa, ma sêmeŋ akêŋ nde?” 
REV.7.14	Ma aö gaô iŋ ndê awha ma gasôm, “O ŋgac atu, am daôm kêyalê.” Dec iŋ sôm têŋ aö, “Lau dinaŋ sêmbo nom têŋ ndoc ŋawapac atu hôc asê, ma kwahic dec sêmeŋ sêmbo lec. Sêŋgwasiŋ si ŋakwê sip Anötö ndê Domba ŋadac, ma ŋakwê dau sêp sambuc. 
REV.7.15	Tu dinaŋ-ŋga sêlhac Anötö ndê pôŋ atu ndö-ŋga yêc iŋ ndê lôm dabuŋ, ma sem akiŋ iŋ acsalô ma ôbwêc. Ma iŋ naŋ ndöc pôŋ atu, naŋ oc mbo whiŋ ŋac ma yob ŋac. 
REV.7.16	Tôm dom bu sêpônda gêŋ sêneŋ-ŋga ti sênôm-ŋga tiyham. Ma ac oc pec ŋac dom, ma gêŋ ŋandê daŋ oc tap ŋac sa dom. 
REV.7.17	Ŋahu bu Anötö ndê Domba naŋ mbo pôŋ atu ŋalhu, naŋ oc ti ŋac si ŋgac yob ŋac-ŋga, ma wê ŋac sêsa bu sênôm bu yêc bubata taŋli-ŋga. Ma Anötö dau oc puŋ ŋac tasulu su yêc ŋac tandô.”
REV.8.1	Têŋ dinaŋ Anötö ndê Domba kôc gêŋ ŋabalêp ti-7-ŋga su yêc bapia, ma gameŋ undambê-ŋga ŋaŋeŋ sa gitôm acgatu ŋasawa daŋga. 
REV.8.2	Ma aö galic aŋela 7 naŋ sêlhac Anötö aŋgô-ŋga, ma iŋ kêŋ dahuc têŋ ŋac hoŋ tôm gi. 
REV.8.3	Ma aŋela daŋ tiyham meŋ kalhac alta gol kêpiŋ pôŋ atu. Iŋ kôc lôŋ gol daŋ, ma sêkêŋ gêŋ ŋamalu ŋayham daêsam têŋ iŋ. Goc iŋ kêgaluŋ whiŋ Anötö ndê lau dabuŋ si mbec yêc lôŋ dau, ma kêc pi alta ti da têŋ Anötö. 
REV.8.4	Ma ŋawasu akêŋ gêŋ ŋamalu ti lau dabuŋ si mbec, sa akêŋ lôŋ naŋ yêc aŋela amba, ma pi têŋ Anötö aŋgô-ŋga. 
REV.8.5	Pacndê, goc iŋ kôc ya ŋanda akêŋ alta, ma kêŋ sip lôŋ gêŋ ŋamalu-ŋga e meŋhu, ma tuc sip gameŋ nom-ŋga gi. Ma aö gaŋgô ŋakêcsia atu, ma sickac ti wapap gic ma tiyhô gêm.
REV.8.6	Têŋ dinaŋ aŋela 7 naŋ sêkôc dahuc, naŋ sêmasaŋ dau bu sêyu. 
REV.8.7	Aŋela ŋamata-ŋga yu iŋ ndê, ma sêmbaliŋ u ŋalhuc gitôm ais, ma ya naŋ sêŋgaluŋ whiŋ dac naŋ sip nom gi. Ma ya dau gêŋ gameŋ nom-ŋga ti a daêsam su. Aö galic gitôm sêwhê gameŋ nom-ŋga ti a hoŋ kôc gi ŋatoŋ tö, ma toŋ daŋ ya gêŋ su, ma lu sêyêc ŋayham. Ma kwaŋ batac-batac, naŋ ya gêŋ hoŋ su.
REV.8.8	Goc aŋela tilu-ŋga yu dahuc, ma sêmbaliŋ gêŋ daŋ gitôm lôc atu ti ya sip gwêc gi. Ma tiyham aö galic gitôm sêwhê gwêc kôc gi toŋ tö, ma toŋ daŋ gêm dau kwi ti dac, ma toŋ lu sêyêc ŋayham. 
REV.8.9	Ma i ti gêŋ tali hoŋ naŋ sêmbo gwêc ti dac, naŋ sêmbac ndu. Ma waŋ naŋ sêpoc gwêc bocdinaŋ, toŋ daŋ siŋga su, toŋ lu sêpoc ŋayham.
REV.8.10	Têŋ ndoc aŋela titö-ŋga yu ndê dahuc, naŋ tata atu daŋ peŋ sip akêŋ umboŋ. Tata dau ŋawê atu, ma peŋ sip nom ma kôm bu ti bubata daêsam sêtisac. Aö galic gitôm sêwhê bu ti bubata hoŋ kôc gi toŋ tö, ma toŋ daŋ tisac. 
REV.8.11	Sêsam tata dau ŋaê bu ‘Ŋamakic.’ Ma yêc bu nom-ŋga hoŋ, toŋ daŋ ŋamakic sa ma toŋ lu sêyêc ŋayham. Ma lau hoŋ naŋ sênôm bu ŋamakic dinaŋ, naŋ sêmbac ndu.
REV.8.12	Goc aŋela tihale-ŋga yu ndê dahuc, ma ac ti ayô ma tata ŋatô sêtisac. Tu dinaŋ-ŋga têŋ acsalô, ac pô gameŋ gitôm acgatu ŋasawa 8, ma ŋasec sa gitôm acgatu ŋasawa hale. Ma têŋ ôbwêc bocdinaŋ, ayô ti tata ŋawê mba gitôm acgatu ŋasawa hale.
REV.8.13	Aö galic gêŋ hoŋ dinaŋ su, ma aö gaŋgô macmpoŋ daŋ naŋ hu mbo umboŋ, ma taŋ ŋa awha atu bocdec bu, “Oyaê! Oyaê! Oyaê! Aŋela hale sêyu dahuc su, ma aŋela tö sêmbo dôŋ sêmbo. Bocdinaŋ mac lau nom-ŋga oc atap ŋawapac sa tiyham.”
REV.9.1	Goc aŋela ti-5-ŋga yu ndê dahuc, ma aö galic tata daŋ peŋ yêc umboŋ sip nom gi. Ma Anötö kêŋ ki têŋ iŋ bu yob suŋ baliŋ sac naŋ sêsam bu Abis,
REV.9.2	Goc iŋ gêlêc gatam dau su, ma yawasu pi akêŋ suŋ baliŋ dinaŋ meŋ. Yawasu dau atu andô, gitôm yawasu têŋ ndoc lau sêkêc pwa atu daŋ. Yawasu dau gêm ac ahuc ma kôm umboŋ ŋasec sa. 
REV.9.3	Ma aö galic wakô sêsip akêŋ yawasu sêmeŋ. Ŋac si ŋaclai gitôm gapiŋgap bu sêkêŋ ŋandê atu têŋ lau nom-ŋga. 
REV.9.4	Magoc Anötö gic yao ŋac bu sêkôm kwaŋ ma gêŋ batac-batac ma a tisac dom, ma sêkôm lau naŋ aŋela sêpuc Anötö ndê ŋadalô pi ŋac sêcbala su, naŋ sêtisac dom. Magoc lau ŋatô, naŋ wakô dinaŋ oc sêkôm ŋac sêtisac. 
REV.9.5	Ŋac sêkôc ŋaclai bu sêkêŋ ŋandê atu têŋ lau dinaŋ gitôm ayô 5, magoc ŋac oc sêndic ŋac ndu dom. Ma ŋandê dau gitôm gapiŋgap seŋ lau. 
REV.9.6	Têŋ ndoc dinaŋ lau oc sêtec bu sêmbo tali. Ŋac oc tac whiŋ bu sêmbac ndu, tigeŋ ŋac oc sêmbo tali ma sêhôc ŋandê ŋapaŋ.
REV.9.7	Aö galic wakô dinaŋ sêtôm hosi naŋ sêmasaŋ tu sêndic siŋ-ŋga. Gêŋ gitôm guluŋ gol sac ŋac si ŋagôlôŋ, ma ŋac si aŋgô gitôm ŋamalac. 
REV.9.8	Ŋac si kêclauŋ baliŋ gitôm lauwhê si, ma ŋac si ŋalhô atu gitôm layon si. 
REV.9.9	Ma yêc ŋac si ŋabapo aö galic gêŋ ŋaŋga gitôm lautuc ain. Ma têŋ ndoc ŋac sêhu sêmbo lôlôc, ŋac si ŋamakê ŋakêcsia atu gitôm hosi daêsam sêhê kaleta ma sênti bu sêndic siŋ. 
REV.9.10	Ŋac si ŋaŋguc gitôm gapiŋgap si ŋaŋguc bu sêtìŋ ŋamalac. Ŋaclai atu yêc ŋac si ŋaŋguc, bu sêkêŋ ŋandê têŋ lau gitôm ayô amaŋdaŋ. 
REV.9.11	Ŋac si kiŋ iŋ aŋela sac suŋ baliŋ-ŋga. Yêc Yom †Hibru sêsam iŋ ndê ŋaê bu Abadon, ma yêc Yom Grik sêsam iŋ bu Apolion.
REV.9.12	Ŋawapac dinaŋ ti ŋawapac ŋamata-ŋga. Ma ŋawapac lu sêyêc dôŋ sêyêc.
REV.9.13	Têŋ dinaŋ aŋela ti-6-ŋga yu ndê dahuc. Ma aö gaŋgô awha daŋ sa akêŋ alta gol naŋ kalhac Anötö aŋgô-ŋga. Ŋapo hale sêyêc alta dau ŋakêcsu hale, ma awha dau sa akêŋ ŋapo dau ŋalhu, 
REV.9.14	ma ta yom têŋ aŋela naŋ yu dahuc bocdec bu, “Sa têŋ aŋela hale naŋ sêsô ŋac dôŋ sêmbo bu atu Yupretes, naŋ ndi, ma êmgapwêc ŋac su.” 
REV.9.15	Muŋ-ŋga Anötö kêyaliŋ ndoc daŋ sa bu aŋela hale dinaŋ sêndic lau sac ndu, ma ŋac sêhôŋ ndoc dau sêmbo Bu Yupretes. Goc aŋela dau sa gi ma kêgapwêc aŋela hale dinaŋ su, bu sêwhê lau nom-ŋga kôc ndi toŋ tö. Ma toŋ daŋ ŋac oc sêndic ŋac ndu, ma toŋ lu sêhu ŋac siŋ.
REV.9.16+REV.9.17	Têŋ dinaŋ aö galic gêŋ ŋagatu daŋ, lau siŋ-ŋga daêsam kêlêc sêndöc hosi ŋahô. Ma awha daŋ sam ŋac si namba asê têŋ aö, naŋ gitôm 200 milien. Ma aö galic lautuc ŋaŋga sêyêc ŋac ŋabapo. Lautuc dinaŋ ŋadalô kokoc gitôm ya, ma ŋamayaŋ gitôm umboŋ, ma yaŋyaŋ gitôm gêŋ ŋandê ŋaê †solpa. Ma aö galic hosi si ŋagôlôŋ gitôm layon si, ma ya ti yawasu ma solpa sa akêŋ ŋac si whasuŋ. 
REV.9.18	Gêŋ tö dinaŋ, ya ti yawahô ma solpa, naŋ sêsa hosi whasuŋ naŋ tôm ŋawapac atu bu seŋ lau nom-ŋga ŋatô su. Lau toŋ daŋ oc sêmbac ndu, magoc toŋ lu oc sêmbo tali. 
REV.9.19	Hosi dinaŋ sêkôc ŋaclai atu yêc ŋac si whasuŋ, ma yêc ŋac si ŋaŋguc whiŋ. Bu ŋac si ŋaŋguc gitôm mboc ŋagôlôŋ bu seŋ lau ma kôm ŋac sêtisac.
REV.9.20	Ŋawapac tö dinaŋ kôm lau toŋ daŋ sêmbac ndu. Ma lau ŋatô naŋ sêmbac ndu dom, naŋ sêlic su, magoc sem si ŋalôm kwi dom. Mba! Ŋac sêsap ŋac si mêtê sac dôŋ ŋapaŋ. Ŋac sem akiŋ ŋalau sac ma anötöi gwam naŋ sêmasaŋ ŋa gol ti silba ma brons ti hoc ma ŋa a. Gwam hoŋ dinaŋ gitôm dom bu sêlic gameŋ me sêŋgô yom, ma sêŋsêlêŋ dom, tigeŋ lau nom-ŋga sem akiŋ ŋac ŋapaŋ. 
REV.9.21	Ma ŋac sêkôm mêtê sac daêsam tôm sic ŋamalac ndu, sêpec balö, sêkôm mêtê mockaiŋ-ŋga, ma sem kaŋ gêŋ. Ŋac sêlic ŋawapac dau, magoc sem dau kwi dom, ŋac sêsap si mêtê sac dinaŋ dôŋ ŋapaŋ.
REV.10.1	Têŋ dinaŋ aö galic aŋela ŋaŋga daŋ sip akêŋ undambê meŋ. Iŋ ndê ŋakwê gitôm dao, ma gasuŋ bu êp daŋ yêc iŋ ŋagôlôŋ ŋahô-ŋga. Iŋ ndê aŋgô andô ŋawasi gitôm ac, ma iŋ gahi gitôm alhö ti ya. 
REV.10.2	Ma iŋ kôc bapia sauŋ daŋ naŋ kac sa su, yêc iŋ amba. Iŋ sip gi ma kêŋ gahi gasê-ŋga kalhac nom, ma gahi andô-ŋga kalhac gwêc. 
REV.10.3	Ma iŋ mbwêc ŋaŋga, gitôm layon daŋ taŋ. Têŋ ndoc iŋ mbwêc, naŋ aö gaŋgô awha 7 sêta yom, naŋ ŋakêcsia gitôm wapap gic. 
REV.10.4	Aö gaŋgô awha 7 dinaŋ su, ma bu wato ŋac si yom sip bapia, tigeŋ awha daŋ akêŋ undambê sôm têŋ aö bu, “To yom naŋ am ŋgô akêŋ awha wapap-ŋga 7, naŋ dom. Mba! Kôc dôŋ ma sêc ahuc yêc am-ŋga.”
REV.10.5	Goc aŋela naŋ kalhac nom ti gwêc, naŋ tôc iŋ amba andô-ŋga pi undambê. 
REV.10.6	Iŋ bu sôm yom ma puc dôŋ ŋa Anötö ndê ŋaê, dec sôm, “Aö wasôm yom ŋandô yêc iŋ naŋ mbo tali ŋapaŋ, naŋ aŋgô-ŋga, iŋ naŋ kêŋ undambê ma nom ti gwêc, ma gêŋ hoŋ naŋ sêmbo gameŋ dinaŋ. Dahôŋ têm daŋ tiyham dom, 
REV.10.7	bu gêŋ hoŋ naŋ Anötö kêmatiŋ tidôŋ muŋ su, ma yêc siŋ dau e meŋ têŋ kwahic dec, naŋ oc meŋ sa tiawê. Têŋ bêc naŋ aŋela ti-7-ŋga yu dahuc, naŋ gêŋ hoŋ dinaŋ oc ŋandô sa tôm iŋ hoc asê gwanaŋ su têŋ lau propet naŋ sem akiŋ iŋ.”
REV.10.8	Dinaŋ su, goc awha akêŋ undambê naŋ aö gaŋgô su, naŋ sôm yom têŋ aö tiyham bocdec bu, “Am sa têŋ aŋela naŋ kalhac nom ma gwêc, naŋ ndi, ma kôc bapia naŋ kac sa yêc iŋ amba, naŋ su.” 
REV.10.9	Bocdinaŋ aö gatêŋ aŋela dau ga, ma gandac bapia sauŋ dinaŋ. Ma iŋ sôm têŋ aö, “Am kôc su, ma neŋ. Yêc whamsuŋ am oc êmsahê ŋaganda gitôm lêp. Tigeŋ bapia dau oc kôm am nem ŋatac yham dom.” 
REV.10.10	Aö gakôc bapia sauŋ dau su yêc iŋ amba, ma gaŋ. Yêc whaŋsuŋ aö kasahê bu ŋaganda gitôm lêp, tigeŋ tiŋambu sip aö ŋatac gi ma kôm aö ŋatac yham dom. 
REV.10.11	Goc Anötö sôm têŋ aö, “Am oc hoc yom asê tiyham gitôm propet, ma sôm yom pi lau daêsam, pi lau titoŋ-titoŋ ma lau awha têŋtêŋ, ma pi kiŋ sêwhiŋ.”
REV.11.1	Dinaŋ su, goc Anötö kêŋ gakoc baliŋ daŋ têŋ aö bu wanem dôhôŋ gêŋ. Ma iŋ sôm têŋ aö, “Am ndi, ma nem dôhôŋ aneŋ lôm dabuŋ, ma alta naŋ kalhac dê. Ma lau naŋ sêtoc aö sa ma sêteŋ mbec têŋ aö sêmbo dindê, naŋ sê ŋac sa. 
REV.11.2	Tigeŋ nem dôhôŋ gameŋ yêc lôm dabuŋ ŋabatêmndö dom, bu aö gakêŋ gameŋ dinaŋ têŋ lau sambuc ti ŋac si gameŋ. Ma ŋac oc sênem gôliŋ aneŋ malac dabuŋ, ma sêŋgwiniŋ aneŋ lau gitôm ayô 42. 
REV.11.3	Magoc aö wakêŋ ŋaclai têŋ aneŋ propet lu, dec iŋlu oc sêsôc ŋakwê yeyec ma sêsôm aneŋ yom asê gitôm bêc 1,260.”
REV.11.4	Propet lu dau sêlhac Pômdau, naŋ gêm gôliŋ nom sambuc, naŋ aŋgô-ŋga, sêtôm a olib lu, ma sêtôm yakaiŋ lu. 
REV.11.5	Lau naŋ bu sêkôm iŋlu ŋa yom, naŋ oc sêmbac ndu ŋalêŋ bocdec. Ya oc sa yêc iŋlu whasuŋ ma neŋ ŋac su. 
REV.11.6	Ma têŋ ndoc sêhoc Anötö ndê yom asê, naŋ sêkôc ŋaclai bu sêsôm u ndic dom yêc umboŋ. Ma sêkôc ŋaclai bu sênem bu kwi ti dac, ma bu sêkêŋ ŋawapac tidau-tidau têŋ lau nom-ŋga têŋ ndoc bocke naŋ iŋlu atac whiŋ naŋ.
REV.11.7	Têŋ iŋlu si têm sêhoc Anötö ndê yom asê-ŋga pacndê su, naŋ aö galic bu gêŋ sac daŋ pi akêŋ suŋ baliŋ sac dinaŋ meŋ, ma gic siŋ têŋ iŋlu. Ma iŋ ku iŋlu dulu ma gic iŋlu ndu. 
REV.11.8	Ma iŋlu si ŋamlaŋ sêyêc ŋambwa sêyêc malac atu dau ŋa-malac lôm. Yêc malac atu dau lau sic iŋlu si Pômdau ndu pi a gicso dau, ma bocdinaŋ lau ŋatô sem malac dau ŋaê kwi ma sêsam bu Sodom ma Isip. 
REV.11.9	Têŋ dinaŋ, lau akêŋ nom ŋagameŋ hoŋ, ma akêŋ lau titoŋ-titoŋ ma awha têŋtêŋ hoŋ tahê iŋlu si ŋamlaŋ gitôm bêc tö ma ŋadaŋga. Ma ŋac sêkêŋ yao bu lau daŋ sêŋsuhuŋ iŋlu dom. 
REV.11.10	Lau sac nom-ŋga sêtisambuc bu iŋlu sêmbac ndu, ma ŋac sêkêŋ gêŋ ŋayham-ŋayham têŋ dandi ti atac ŋayham atu. Ŋahu bu muŋ-ŋga propet lu dinaŋ sêkêŋ ŋawapac têŋ ŋac.
REV.11.11	Aö galic bu iŋlu sêyêc boc-dinaŋ tôm bêc tö ma ŋadaŋga, goc Anötö kêŋ iŋ ndê wayahô tali-ŋga têŋ iŋlu dec sêtisa tiyham ma sêlhac. Ma lau hoŋ naŋ sêlic, naŋ sêtöc dau ŋandô. 
REV.11.12	Ma aö gaŋgô Anötö ta yom awha atu têŋ iŋlu ma sôm bu sêpi sa sêtêŋ iŋ sêmeŋ. Goc dao daŋ kôc iŋlu sa sêpi undambê si, ma iŋlu si ŋacyo sêlic. 
