MAT.1.1	Yə̀mē sē lə̀tafē yə̀ mə̀sān mə̄cici Yɛso Krisəti, ywâ 
1PE.2.1	Yə sē ənə̀mē, nə̄ gyə̄ kà nkɔ̄n yə̄ gyə̄ là nan mə̄nē kī gbəjā mē kūkwār dɔ̀n. Kān gyə̄ kàdə cu mə̄nē kà beshi yo. Gyə̄ kàdə gyùr mə̄nē yo, də̀ man kàdə nàn kə̄de gwa yə̄ sē tu ywā yo, də̀ man kàdə tè ywu bə̄ mə̄nē yo də̀ man kàdə rɛ̀n rɛn gbəjā ətù mə̄nē yo nə̀nàn. 
1PE.2.2	Nə̄ gyə̄ gyɛ̂n nàn kə̄de mə̄nyə̄r nywɛn bān bə ngrin suswɛ bān là fɔ mə̀ səsə yə̀ gyəgyər bə ə mkpān mē kūkwār. Nə̄ gyə̄ fɔ̀ mə̀ səsə yə̀ njìnjì yə̀ sē rɛn Rì yə̀ lə là gyə̄ mān nə̄ gyə̄ cɛ mâ kə sū mkpān yə̄ Krisəti lə kpə̄ gyə̄ cūngwɔn. 
1PE.2.3	Nə̄ gyə̄ man sə̀ kūci tswē sa beshi bə̄ rɛn Rì anrɛ̀n gyə̄ tukpə̀ gyə̄ ngrɛn zəze yə̄ Nggɔn tə̄ Yɛso nan gyə̀.
1PE.2.4	Yə sē ənə̀mē, kān gyə̄ tè hyuhyur bə̄ Nggɔn tə̄ Yɛso Krisəti wān là nə̄ mə̄nē shishɛ̄n. Gu sē kə̄de mgbăntə̄ yə̀ shāmān bə̄ shishɛ̄n yə̀ bə ban mɛ̄ kə̄ yə̀ mə̄nē ka yə̄ de yə̄ la tɔ̀ yo, də̀ Rì cu yə̄ de yə̄ tɔ̀nzɛ̄ nggānme ə nggà bēshi gu. 
1PE.2.5	Nzɛ̂nmē gyə̄ tukpə̀ gyə̄ shāmān shishɛ̄n də̀ sē kə̄de mgbantə yə̄ Rì là vu mɛ̄ kə̄ yə̄ Gbrīn mə̄gu lə sɔ̀n mān. Rì cu gyə̄ nzɛ̂nmē də̀tswē gyə̄ man nàn ndu yə̄ kə̀ gu nggɔn kə̄de mə̄nē bān sē ntsər bān là tɔ kī nə gu. Gyə̄ nan ənə̀mē bə̄ dər gyə̄ kūkwār dùdu Yɛso Krisəti. Kì yə̀ gyə̄ lə nan, sē gyə̄ lə kan kī tɔ̀ nə̄ Rì ə nkɔ̄n gbrīn mə̄gu. Yə̀mē sē kì yə̀ lə sù gu Rì də̆r. 
1PE.2.6	Bə car gyɔ̄ ənywī lə̀tafē yə̀ rɛn Rì de gu Rì dan de,
1PE.2.6	“Gyə̄ kyɛn, nggə̄ là kan mgbăntə̄ yə̀ sē zəzè nggān zwe ə tswē yə̄ mə̄nē
1PE.2.6	bān mə̄nggə̀ sē mān ə gbù 
1PE.2.6	Nggə̄ lə mɛ̄ kə̄ nggə̄ ətù mgbăntə̄ yəmē də̀ nənè wān
1PE.2.6	də̀ sà tu bə̄ yə̄, lə la te də̆r cīnji yo.”
1PE.2.7	Gyə̄ mə̄nē bān là sa tu bə̄ gu, gu kan tè nē wān lə là gyə̄ mān nggānme nzɛ̂nmē. Də̀ sē bān la kpə̄ rɛn gu te njìnjì yo, bə lə ngrɛ̄n nàn de,
1PE.2.7	“Mgbăntə̄ yəmē yə̀ mə̄nē bān mɛ̄ ka yə̄,
1PE.2.7	sē yə̄ yə̀ gyɛ̂n kàn tè mgbăntə̄ zəzè mwɔ̄n
1PE.2.7	nkyɛn mgbantə mē kūkwār.”
1PE.2.8	Bə car gyɔ̄ ənywī lə̀tafē yə̀ rɛn Rì nzɔ̆ de,
1PE.2.8	“Yə̀mē sē mgbăntə̄ yə̄ yə̀ lə kùr mə̄nē ə nkɔ̀n də̀ bə lə bu zə ətù ywə̄ də̀ kankərɛ.”
1PE.2.8	Bə lə bu zə də̀ kankərɛ anrɛ̀n bə ka rɛn bə kpə̄ rɛn Rì nan ndu, də̀ yə̀mē sē kì yə̀ Rì dan de lə te kpaki bə̄ mə̄nē kūkwār bān là nan sə̄sānmə̄nàn.
1PE.2.9	Rì gyɛ̂n cu gyə̄ nə̄ gyə̄ sē mə̄nē bān mə̄gu bān ntsər. Gu cu gyə̄ nə̄ gyə̄ nàn Nggɔn tə̄ Krisəti ndu yə̄ gyə̄ lə lwe mə̄nē ca gu mān kə̄de mə̄nē bān tɔ̀ kī nə̄ gu Rì. Rì gu cu gyə̄ də̀ gyɔ gyə̄ nə̄ gyə̄ kà tswē yə̄ te bū dɔ̀n də̀ man sɔ̀n ə tswē glo mə̄gu là lan gbə̄gbla, də̀tswē gyə̄ man tsə də̀ man dàn mə̄nē ətù kī yə̄ sē nggɔn nggɔn mwɔ̄n kūkwār yə̄ gu nan. 
1PE.2.10	Mkpān gyə̄r sə̀sɛ̀ gyə̄ la sə̀ sē mə̄nē bān Rì yo, də̀ nzɛ̂nmē gu kan gyə̄ tè mə̄nē bān mə̄gu. Ə mkpān yəmūn nə̀nàn, Rì la sə̄ tè mə̀tù gyə̄ yo, də̀ nzɛ̂nmē gu là te mə̀tù gyə̄.
1PE.2.11	Gyə̄ nywɛngyə̆r nggə̀, kān gyə̄ tsə de sɔ̀n gyə̄ ə mgbəmgbrè mē sē yə̀ mkpān fətsɛ̀ me də̀ gyə̄ sē kə̄de mə̀cə̄cə̀r ənywī ywə̄. Yə sē ənə̀mē, nggə̄ là bər gyə̄ de nə̄ gyə̄ gbyɛ̄n ətù kī yə̄ mgbəmgbrè mē yə̄ gyə̄ là fɔ̀, yə̄ là gbin gyə̄ ka Krisəti dɔn. 
1PE.2.12	Kān gyə̄ ngrɛ̄n de gyə̄ là nan kī zəze zwē mkpān mē kūkwār ə nggà bēshi mə̄nē bān la kpə̄ rɛn Rì te njìnjì yo. Mə̄nē bə mē lə sə̀ gri gyə̄ də̀ mkpān yə̄ Krisəti də̀ nyə̀ nzɔ̆, bə lə gyɛ̂n nə̄ Rì nggɔn nggɔn anrɛ̀n kī zəze yə̄ bə ngrɛn gyə̄ ə tswē nan.
1PE.2.13	Dùdu rɛn Nggɔn tə̄ Krisəti, kān gyə̄ nàn kī yə̄ mə̄nē kūkwār bān là lwe mə̄nē là dan gyə̄ de gyə̄ nàn. Gyə̄ nàn kī yə̄ Cūn Roman wān sē tu mə̀cūcùn kūkwār là dan gyə̄ de gyə̄ nàn nə̀nàn, 
1PE.2.14	də̀ man nàn kī yə̄ mə̄nē bān Cūn Roman cu bə là dan gyə̄ de nə̄ gyə̄ nàn. Bə sē mə̄nē bān bə cu də̀tswē mə̄nē bān là ka gwɔ, nə̄ bə man nə̄ bə mgbŭ də̀ man bɛ̀ mə̄nē bān là nan kī zəze. 
1PE.2.15	Rì là fɔ̀ nə̄ gyə̄ nàn kī zəze də̀tswē mə̄nē bān la tsə kì yə̀ bə là nan yo mē, man kādə sē bə̄ rɛn nkinē yə̄ bə lə gri gyə̄ ətù ywə̄ yo. 
1PE.2.16	Gyə̄ la sē mə̄nē bān Bān là lwe gyə̄ yo. Rì kpə gyə̄ cūngwɔn ə ngwɔ̀n Bān. Yə̄ sē ənə̀mē, nə̄ gyə̄ zər kə̄de mə̄nē bān Rì kpə gyə̄ cūngwɔn. La sē de Rì kpə gyə̄ cūngwɔn də̀tswē gyə̄ man gyɛ̂n sə̀ nan məme yo. Gu kpə gyə̄ cūngwɔn də̀tswē gyə̄ man gyɛ̂n sē bān lə nan kī yə̄ lə sù gu də̆r kyame. 
1PE.2.17	Kān gyə̄ nə̄ mə̄nē kūkwār nggɔn nggɔn. Nə̄ gyə̄ nyɛn nywɛngyə̆r gyə̄ bān gyə̄ là zwē Rì mān gìgyə̀r nə̀nàn. Gyə̄ man sə̀ nə̄ Rì nggɔn nggɔn bə̄ gbre kpə də̀ man nə̄ Cūn Roman nggɔn nggɔn nə̀nàn.
1PE.2.18	Gyə̄ bān sē mə̄gər, kān gyə̄ nàn kī yə̄ taki mə̀kə̀ gyə̄ là dan gyə̄ de nə̄ gyə̄ nàn də̀ man nə̄ bə nggɔn nggɔn nə̀nàn. Gyə̄ kàdə nàn ənə̀mē bə̄ bān sē tu də̀ sē ryôryō bə̄ gyə̄ kyame yo, gyə̄ nàn bān sē beshi mgbla bə̄ gyə̄ nə̀nàn. 
1PE.2.19	Mkpān nə̄mān nē lə kpə̄ mgbŭ fàfà me ətù nkinē yə̀ gu la nàn yo, də̀ gu də̀ gwɔ rɛn Rì də̀ vūn də̆r lwè ətù mgbŭ yəmē, Rì lə far nyū zəze gyɔ̄ nē gu mē. 
1PE.2.20	Nənè wān də̀ vūn də̆r lwè ətù mgbŭ yə̀ gu là kpə̄ ətù rɛn məme yə̄ gu nan, gu là nan kì yə̀ sē ə tsō. Də̀ nənè wān là gyɛ̂n nan zəze də̀ bə là nə̄ gu mgbŭ ətù ywə̄ də̀ gu là vūn də̆r lwe ətù mgbŭ yəmē, Rì lə far nyū zəze gyɔ̄ nē gu mē. 
1PE.2.21	Yə tɔ̄nzɛ̄ nggānme yə̄ gyə̄ mə̄nē bān Rì cu gyə̀, nə̄ gyə̄ kpə̄ mgbŭ sə̄sānmə̄nàn ə mkpān yə̄ gyə̄ là zwē zə Krisəti. Mkpān yə̄ Krisəti tukpə̀ gu kpə̄ mgbŭ dùdu gyə̄, gu sə̄ nàn kì yə̀ gyə̄ lə ngrɛ̄n də̀ man zwē zə gu nə̀nàn. 
1PE.2.22	Krisəti la nàn rɛn nkinē nə̄mān məme yo gbəgbori, də̀ la tè mò kyɛn gbàngyə̀r yo. 
1PE.2.23	Mkpān yə̄ mə̄nē gri gu to, gu la sà bə mān yo; də̀ mkpān yə̄ bə nə̄ gu mgbŭ, gu la dàn bə de gu lə nan bə nkinē gbəjā yo. Gu gyɛ̂n kàn beshi gu sà bə̄ Rì wān lə nan mə̄nē rɛn sùr. 
1PE.2.24	Krisəti tukpə̀ gu vu rɛn məme mə̄tə̀ sà nkəywə̄ tù ə mkpān yə̄ bə kan gu kpān ə nggā. Gu nàn ənə̀mē də̀tswē tə̄ man sē kə̄de mə̄nē bān tsu də̀ ka rɛn məme tə̄ dɔn də̀ man sɔ̄n də̀ man sə̄ nan zəze. Gu kpə̄ mgbŭ də̀tswē gu man kpə̄ gyə̄ cūngwɔn ə ngwɔ̀n məme gyə̄. 
1PE.2.25	Sə̀sɛ̀ mun gyə̄ sə̄ kàn də̄ ywè tswē nkan nkān kə̄de gbə̄ntan, də̀ nzɛ̂nmē gyə̄ mərtu nyə̀ də̀ là zwē nē wān là gbyɛ̄n shishɛ̄n gyə̄ nə̄ nkinē man kàdə nàn gyə̄ yo.
1PE.3.1	Ə nkɔ̄n yəmē nə̀nàn, kān gyə̄ mbə̀mbə̄ bān là zwē Rì kàn tu gyə̄ tè ryôryō bə̄ lə̄lɔn gyə̀. Gyə̄ də̀ nàn ənə̀mē, lə̄lɔn gyə̄ bān ka rɛn Rì lə kàn mərtu də̀ kpə̄ yə te njìnjì anrɛ̀n zər gyə̄ yə̄ mwɔn rɛn yə̄ nyū, 
1PE.3.2	bə̄ nkɔ̄n yə̄ gyə̄ là nə̄ Rì nggɔn nggɔn bə̄ gbre kpə də̀ là zər tsō. 
1PE.3.3	Gyə̄ kàdə nə̄ tēkə gyə̄ sē ətù nan mkpɔ̆nkpə̀ gyə̄ kyūn nə̄ yə tɔ̄nzɛ̄ kyame yo, də̀ man kàdə fɔ̀ de gyə̄ lo tu yə̄ tɔ̀nzɛ̄ kyame yo. Rɛn gyə̄ te nzɛ̄ bə̄ zinare kē kpm kī zəze kyame də̀tswē gyə̄ man tɔ̀nzɛ̄ yə̄ bə kyɛn gyə̀, nə̄ gyə̄ kà yə dɔ̀n. 
1PE.3.4	Nə̄ gyə̄ gyɛ̂n nàn nkənywɛ̀n kyūn də̀ man tɔ̀nzɛ̄ ənywī dər gyə̄. Gyə̄ də̀ nàn ənə̀mē, gyə̄ lə sē bān sē tu ryôryō, də̀ mkpān yə̄ gyə̄ də̀ cɛ tè kpəkpɔ ywə̀, gyə̄ lə sə̀ sù lə̄lɔn gyə̄ dər me. Yə̀mē sē kì yə̀ də̆r Rì kpənyɛ̀n bə̄ yə̄ nggānme mwɔ̄n kī mē kūkwār. 
1PE.3.5	Kān kə tsɔ kū gyə̄ ə də̆r ətù mbə̀mbə̄ bān sə̀sɛ̀ bān nan Rì zwē mān də̀ sə̄ sa beshi bə̄ gu. Bə sə̄ nan nkəywə̄ kyūn də̀ tɔ̄nzɛ̄ ə nkɔ̄n yə̄ bə sə̄ kan tu bə te ryôryō nə̄ lə̄lɔn bə. 
1PE.3.6	Saratu, mbə̄ Bərayi sə̄ gwɔ lɔnywə̄ də̀ gyɔ gu de, “Nggɔn nggə̀.” Gyə̄ kan tè nywɛnywə̄ màn gyə̄ də̀ nàn zəze də̀gbà tè mpūr nkinē yo.
1PE.3.7	Də̀ sē gyə̄ lə̄lɔn, kān gyə̄ tsə nkɔ̄n yə̄ gyə̄ lə nan mbə̀mbə̄ gyə̄ kyūn anrɛ̀n bə la tswe kuku kə̄de gyə̄ yo. Yə sē ənə̀mē, gyə̄ nə̄ bə nggɔn nggɔn anrɛ̀n gyə̄ gìgyə̀r bə̄ bə, sē bə̄ shishɛ̄n yə̄ Rì nə̄ gyə̄. Mkpān yə̄ gyə̄ də̀ nàn ənə̀mē, Rì lə gwɔ gyə̄ ə mkpān yə̄ gyə̄ də̀ rɛ̀n bə̄ gu.
1PE.3.8	Kì yə̀ nggə̄ là dan gyə̄ yə̀ krɛ̀gba sē nàn de, nə̄ gyə̄ kūkwār kpə̄nyɛ̀n bə̄ nkənywɛ̀n də̀ man là nkənywɛ̀n gì jə̄ nə̀nàn. Nə̄ gyə̄ nyɛn nkənywɛ̀n sə̄sān gyə̄ sē nywɛngyə̆r də̀ man nàn nkənywɛ̀n zəze də̀ man tè ryôryō bə̄ nkənywɛ̀n. 
1PE.3.9	Mə̄nē də̄ nan gyə̄ məme, gyə̄ kàdə nàn bə məme nə̀nàn yo. Bə də̄ gri gyə̄ to, gyə̄ kàdə grì bə nə̀nàn yo, də̀ man gyɛ̂n fàr nyū zəze gyɔ̄ bə, sē anrɛ̀n rɛn yəmē yə̄ Rì gyɔ gyə̄ nə̄ gyə̄ sē mə̄nē bān mə̄gu də̀tswē gu man nàn gyə̄ zəze. 
1PE.3.10	Bə car gyɔ̄ ənywī lə̀tafē yə̀ rɛn Rì de,
1PE.3.10	“Nənè də̀ là fɔ̀ gu sɔ̀n sɔ̀n zəzè də̀ man sē bə̄ te zə̀zè ə sɔ̀n mə̀gu,
1PE.3.10	nə̄ gu kàdə nə̄ rɛn gbəjā gə̄ru ə nyū gu yo.
1PE.3.10	Nə̄ gu kàdə tè mò nə̀nàn yo.
1PE.3.11	Nə̄ gu kà nkɔ̄n məme dɔ̀n, də̀ man gyɛ̂n nàn zəze,
1PE.3.11	Nə̄ gu nə̀r də̀ man ngrɛ̄n de gu sɔn sɔ̀n susù bə̄ nkyɛn mə̄nē.
1PE.3.12	Yə sē ənə̀mē Rì là gbyɛ̄n mə̄nē bān là nan zəze;
1PE.3.12	ə mkpān mē kūkwār gu là sa tɔ̄n də̀ là gwɔ kī yə̄ bə là bər gu;
1PE.3.12	də̀ sē mə̄nē bān là nan məme, gu là kà bə.”
1PE.3.13	Gyə̄ də̀ là nə̀r ə tswē nan zəze, nənè lə la nan gyə̄ nkinē gyə̀r yə̀ lə kan gyə̄ te gbəjā yo. 
1PE.3.14	Màgba sē mə̄nē là nə gyə̄ mgbŭ anrɛ̀n gyə̄ là nan zəze, Rì lə far nyū zəze gyɔ̄ gyə̀. Yə sē ənə̀mē, gyə̄ kàdə tè mpūr ətù kì yə̀ mə̄nē lə nan gyə̄ yo. 
1PE.3.15	Nə̄ gyə̄ gyɛ̂n ngrɛ̄n Yɛso Krisəti bə̄ nggɔn nggɔn ənywī dər gyə̄ də̀ man nə̄ gu sē Nggɔn gyə̀. Kān nə̄ gyə̄ sɔ̀n də̀ man sə̀ kyūn ə mkpān mē kūkwār, yə̄ gyə̄ lə sa mə̄nē rɛn màn bə də̀ ri gyə̄ de sē rɛn nggyɛ̆ yə̄ gyə̄ kpə Krisəti tè njìnjì də̀ là sa beshi jì nyə̄ mə̄gu. 
1PE.3.16	Mkpān yə̄ gyə̄ də̀ là nan ənə̀mē, nə̄ gyə̄ nə̄ nē gu mē nggɔn nggɔn də̀ man sà gu rɛn yə mān rêrè me də̀tswē də̆r man sū gyə̀. Də̀ mə̄nē bān là gri gyə̄, mùmwɔ̀n lə te bə anrɛ̀n bə lə ngrɛ̄n de dùdu gyə̄ là zwē Krisəti, zər gyə̄ sē zwē tsōtsō. 
1PE.3.17	Yə tɔ̄ mwɔ̄n nə̄ gyə̄ kpə̄ mgbŭ anrɛ̀n zəze yə̄ gyə̄ là nan, màn yə də̄ sē kì yə̀ lə sù Rì də̆r, bə̄ yə̄ gyə̄ lə gyɛ̂n kpə̄ mgbŭ anrɛ̀n gyə̄ là nan məme. 
1PE.3.18	Krisəti kpə kyū dùdu rɛn məme tə̄ kə gyə̄r me də̀ yə sē krɛ̆ ywə̄. Gu wān sē zəze kyù dùdu məme bān la sē zəze yo də̀tswē gu man lwè tə̄ nyə̀ hyuhyur bə̄ Rì. Mə̄nē sə̄ ngun mkpɔ̆nkpə̀ mə̀gu kyame də̀ Rì nə̄ gu gbrīn yə̄ sē bə̄ shishɛ̄n yə̄ nənè lə la ngun yə nzɔ̆ yo. 
1PE.3.19	Də̀ sē bə̄ shishɛ̄n yəmē yə yə̄ gu ywe kə̄ dàn gbə̄gbrìn mə̄nē bān bə zwe bə ywān te ə jàrō rɛn Rì. 
1PE.3.20	Gbə̄gbrìn yəmē sē mə̄nē bān kā rɛn Rì sə̀sɛ̀ ə mkpān yə̄ Rì vūn də̆r lwè ə mkpān yə̄ 
1PE.3.21	Sə̄sān Rì kpə̄ bə Nuhu cūngwɔn ə mə̀sər yə̀ ywān mgbəmgbrè mē də̄, gyə̄ gbojun nə̀nàn ə gyār yə̀ Rì nzɛ̂nmē ə mkpān yə̄ bə là swē gyə̄ 
1PE.3.22	Gu krisəti sə̄ ywē mkparū də̀ nzɛ̂nmē gu sɔ̀n ə ngga ngwɔn re Rì tswē mə̄nē là nə̄ gu nggɔn nggɔn. Ə tswēyəmūn gu là lwe mə̀lɛ̀kū bə̄ gbə̄gbrìn yə̀ sē bə̄ nggɔn nggɔn.
1PE.4.1	Yɛso Krisəti kpə̄ mgbŭ ə mkpān yə̄ gu sə̀ shāmān ə mgbəmgbrè mē. Yə sē sə̄sānmə̄nàn, nə̄ gyə̄ nàn krè də̀ man kpə̄ mgbŭ nə̀nàn sə̄sān Yɛso Krisəti kpə̄ anrɛ̀n tə̄ ngrɛn de nənè wān də̀ là kpə̄ mgbŭ, sē wān ka nkɔ̄n yə̄ nan məme dɔ̀n. 
1PE.4.2	Gyə̄ də̀ nàn sə̄sānmə̄nàn, kī yə̄ dər gyə̄ là fɔ lə la lwe gyə̄ ə nkyɛn sɔ̀n mə̀gyə̄ yə̀ mgbəmgbrè mē nzɔ̆ yo, də̀ gyə̄ lə gyɛ̂n sə̀ nan kī yə̄ Rì là fɔ̀ de nə̄ gyə̄ nàn. 
1PE.4.3	Mkpān yə̄ gyə̄ la kpə̄ rɛn Rì mbɛ̄ yo, gyə̄ sə̄ bàn mkpān də̀ zwē nkɔ̄n yə̄ mə̄nē bān la tsə Krisəti yo. Ə mkpān yəmūn gyə̄ sə̀ sē mə̄nē bān nàn kī yə̄ te war də̀ sə̀ nàn kī yə̄ dər gyə̄ là fɔ kyame, mùmwɔ̀n la sə̄ tè gyə̄ ə tswē sə̄ mə̀sər kī də̀ hwə bə̄ nkyə̄r mə̄nē yo, də̀ gyə̄ sə̀ bɛ̀ kpūkpɔ̀ sān də̀ nə̄ yə nggɔn nggɔn. 
1PE.4.4	Nzɛ̂nmē, mə̄nē bān la tsə Krisəti yo là mə rɛn yə̄ gyə̄ ka bə dɔ̀n də̀ la nan kī yə̄ gyə̄ sə̀ nàn gìgyə̀r bə̄ bə nzɔ̆ yo, də̀ anrɛ̀n rɛn yəmē, bə là sə̄ gri gyə̀. 
1PE.4.5	Mkpān lə nyə̄ yə̄ mə̄nē bə mē lə krè ə nggà bēshi Rì də̀ dan gu kī yə̄ bə nan kūkwār. Gu Rì lə sùr mə̄nē bān shāmān shishɛ̄n ənywī mgbəmgbrè mē bə̄ bān tsu rɛn nə̀nàn. 
1PE.4.6	Njìnjì, bə sə̄ dan mə̄nē kūkwār bān tsu mbɛ̄ rɛn zəze yə̄ Rì də̀tswē bə man sē bə̄ shishɛ̄n yə̄ sɔ̀n be ywe njì sə̄sān Rì sē bə̄ shishɛ̄n yə. Yə sē ənə̀mē, sùr rɛn yə̀ mə̀gu sē njìnjì, də̀ mə̄nē bə tsu sə̄sān yə sē kpaki yə̄ mə̄nē kūkwār lə tsu, anrɛ̀n Rì sur mə̄nē rɛn mbɛ̄ ətù rɛn məme yə̄ mgbəmgbrè mē.
1PE.4.7	Mkpān la kədè kənàn nzɔ̆ yo yə̄ kī kūkwār ə mgbəmgbrè mē lə krɛ. Yə sē ənə̀mē, fɛ beshi də̀ man nàn krè də̀tswē gyə̄ man nàn rɛn bə̄ Rì. 
1PE.4.8	Kì yə̀ mwɔn kūkwār sē nàn de, nə̄ gyə̄ nàn nkənywɛ̀n nyɛn, anrɛ̀n gyə̄ də̀ nàn sə̄sānmə̄nàn, gyə̄ là swɛ mə̄nē rɛn məme mə̄bə kankərɛ̄. 
1PE.4.9	Nə̄ gyə̄ kpə̄ mə̄nē bə̄ ngwɔn ywā də̀ man kàdə rɛ̀n mgbə̄r ətù ywə̄ yo. 
1PE.4.10	Rì nan gyə̄ kī zəze nkan nkān kənàn. Gu nə̄ gyə̄ nggɔn nggɔn yə̄ gyə̄ lə nan kī nkan nkān də̀ yə sē sə̄sānmə̄nàn nə̄ gyə̄ nàn nkənywɛ̀n zəze bə̄ nggɔn nggɔn yə̄ Rì nə gyə̀. 
1PE.4.11	Də̀ sē Rì nə nənè rɛn nyū, kān nē gu mē dàn mə̄nē rɛn Rì. Də̀ sē Rì nə nənè nggɔn nggɔn yə̄ gu là mə̄nē, mān nə̄ gu nàn mə̄nē là bə̄ mgbrêmgbrē yə̄ Rì nə gu. Nə̄ gyə̄ nàn ndu bə̄ kī kūkwār yə̄ Rì nə gyə̄ ə tswē nan zəze ə nkɔ̄n yəmē də̀tswē mə̄nē man nə̄ Rì nggɔn nggɔn anrɛ̀n Yɛso Krisəti. Sē gu wān nggɔn nggɔn yə̄ lwe kī kūkwār sē ə ngwɔ̀n gu ywē njì. Yə sē ənə̀mē.
1PE.4.12	Nywɛngyə̆r nggə̀, gyə̄ kàdə mə̀ ətù mgbŭ nggān yə̀ gyə̄ là kpə̄ mē yo. Kī yəmē là te bə̄ gyə̄ də̀tswē bə man ngrɛ̄n kē gyə̄ là nan tu sa bə̄ Rì. Yə sē ənə̀mē, gyə̄ kàdə tèkə de yə̀mē sē nkinē suswɛ̀ yo. 
1PE.4.13	Nə̄ gyə̄ gyɛ̂n tè də̆r kə̄kla anrɛ̀n mgbŭ yəmē yə̀ gyə̄ là kpə̄ yə̀ sē yə̀ Krisəti kpə, də̀tswē gyə̄ man tè zə̀zè ə mkpān yə̄ gu Krisəti lə nyə̄ bə̄ nggɔn nggɔn. 
1PE.4.14	Nə̄ gyə̄ sē bān là te zə̀zè, màn mə̄nē də̄ là gri gyə̄ anrɛ̀n gyə̄ là zwē Krisəti. Gyə̄ də̀ kpə̄ mgbŭ yəmē, yə là tsar de Gbrīn Rì yə̄ mwɔn kī mē kūkwār bə̄ nggɔn nggɔn sē gìgyə̀r bə̄ gyə̀. 
1PE.4.15	Nənè nə̄mān ənywī gyə̄ də̀ là kpə̄ mgbŭ, nə̄ yə kādə sē anrɛ̀n gu nlywe mə̄nē yo, kē gu sē wān gĭ yo, kē nē wān là nan kī gbəjā yo, də̀ nə̄ yə kādə sē anrɛ̀n gu là sɔn nyū ə kī mə̄nē nə̄mān yo. 
1PE.4.16	Də̀ sē bə də̄ nə̄ gyə̄ mgbŭ anrɛ̀n gyə̄ sē mə̄nē bān là zwē Krisəti, nə̄ yə kādə sē gyə̄ kì mùmwɔ̀n yo. Nə̄ gyə̄ gyɛ̂n bɛ̀ sān Rì anrɛ̀n gyə̄ kan tè mə̄nē bān là zwē Krisəti.
1PE.4.17	Mkpān nyə yə̄ Rì lə sùr mə̄nē bān mə̄gu rɛn. Də̀ sē mə̄nē bān mə̄gu bān gu lə kūcici sùr bə rɛn. Krɛ̆ yə̀ mə̄nē bān la kpə̄ rɛn gu nan ndu yo lə sē sɛ̆n mun njwè? 
1PE.4.18	Lə̀tafē yə̀ rɛn Rì dan nàn de,
1PE.4.18	“Yə də̄ sē kì yə̀ rànkpə yə̀ nē zəze lə sē bə̄ kpə̄ cūngwɔn,
1PE.4.18	sē nə̄nggyɛ̆ yə̀ sē krɛ̆ nē wān là kà gwɔ rɛn Rì də̀ là sə̀ kūci tswē nan məme?”
1PE.4.19	Yə sē sə̄sānmə̄nàn, gyə̄ də̀ kpə̄ mgbŭ anrɛ̀n gyə̄ là gwɔ rɛn Rì, gu wān nan gyə̀ də̀ là sə̀ kyūn gyə̀, gyə̄ kàdə tsu də̆r nkinē yo, də̀ man sə̀ kūci tswē nan zəze.
1PE.5.1	Gyə̄ mə̄nē bān lə̄nkū, nggə̄ sē bə̄ rɛn bə̄ gyə̀. Nggə̄ tukpə̀ nggə̄ nə̀nàn nggə̄ sē lə̄nkū. Sə̀sɛ̀ nggə̄ sə̄ shāmān ə mkpān yə̄ bə nə̄ Krisəti mgbŭ, də̀ mkpān yə̄ gu də̀ nyə̀, tə̄ gìgyə̀r bə̄ gyə̄ lə ngrɛ̄n nggɔn nggɔn yə̄ mə̄gu yə̄ Rì lə kan tsar tə̀. Yə̀mē sē rɛn yə yə̄ nggə̄ là bər gyə̄ de nə̄ gyə̄ 
1PE.5.2	nàn mə̄nē bān Rì kan tè gyə̄ ə ngwɔ̀n kyūn. Gyə̄ nàn bə kyūn kə̄de nē wān wɔ̀ gbə̄ntan là nan gbə̄ntan mə̄gu kyūn cùcùn, də̀tswē nkinē man kàdə tè bə̄ bə yo. Gyə̄ kàdə sē kə̄de nē wān bə là ywan gu kə̄jī nə̄ gu nàn ndu də̀ beshi gu sē ətù kə̄jī kyame yo. Nə̄ gyə̄ gyɛ̂n nàn yə bə̄ də̆r gyə̀r la sē kə̄de nənè kpan gyə̄ anrīn yo anrɛ̀n sē gyə̄ là fɔ̀ gyə̄ sù Rì də̆r njìnjì. 
1PE.5.3	Gyə̄ kàdə sē mə̄nē bān dan mə̄nē bān Rì kan tè gyə̄ ə ngwɔ̀n de: nan bàn ənə̀mē də̀ man nàn bàn ənə̀mūn kyame yo. Nə̄ gyə̄ gyɛ̂n nàn kī yə̄ bə lə ngrɛ̄n də̀ man zwē zə gyə̀. 
1PE.5.4	Gyə̄ də̀ nàn ənə̀mē, mkpān yə̄ Krisəti wān là lwe tə̄ kūkwār də̀ nyə̀, gu lə nə̄ gyə̄ mə̄nē bān mə̄gu ryă ngwɔn yə̀ mwɔn kì mē kūkwār yə̀ lə la te gbəjā yo.
1PE.5.5	Ə nkɔ̄n yəmē nə̀nàn, gyə̄ nywɛnzɛ̀, gyə̄ gwɔ rɛn mə̄nē bān lə̄nkū. Də̀ gyə̄ kūkwār man sə̀ tè ryôryō bə̄ nkənywɛ̀n də̀ man sə̀ sɔ̀n bə̄ kyūn yə̄ gyə̄ lə là nkənywɛ̀n mān; anrɛ̀n bə car gyɔ̄ ənywī lə̀tafē yə̀ rɛn Rì de,
1PE.5.5	“Rì là kà mə̄nē bān là ngwur ngwɔn də̆r,
