MAT.1.1	Iesu Keriso ena rama kupu torina Aberahamo mai Davida bibirakiai emai.
2TH.3.11	Ai 'uru ṯao'o baiatamiai maearima baika hanona te'aboro, aka ha a'i tibabaina tiaomo maearima baika ekia aka aokiai titoto. 
2TH.3.12	Obiapaka Iesu Keriso atanai ṯahina benakia mai ṯabahi ahinakia, katemia 'ororo ekia aniani tabu akakia katebabai ekia aniani katerama.
2TH.3.13	Uaho'abamai e, wai aka namona ibabainai a'i katohau hororo. 
2TH.3.14	Hau ha emai ba'iobi 'abikia marere neiana aonai a'i nia'i taeanakia hauna hanona katoiha 'inina, ia kipokia a'i katobahamomo, ba kipona abiabina keonobaina hanona kehaumaea. 
2TH.3.15	Ia hau weiana katoihana hanona 'ou haunai a'i katobaona, 'a uaho'abami ai katobaona katorobena.
2TH.3.16	Obiapaka hana eka baibua pokina hauna, bariu ai ṯanoina ia kehore kipona baibua kebenimi. Rani ikoinai mai taeara ikoikiai Obiapaka hana wai ikoimiai heremiai.
2TH.3.17	Au Paulo e'u banamo 'abina neiana ima'u tohanai narerena, e'u marere ikoikiai aokiai hanona ṉa narere aihonakia katobatohana au e'u marere.
2TH.3.18	Ai ṯabahuba'ari eka Obiapaka Iesu Keriso ena aoko'o hoana hana wai ikoimiai heremiai kemiaho.
1TI.1.1	Au, Paulo, Tirama aika ibamaurika hauna mai Keriso Iesu aika nahabuabena hauna ekia 'abiai hanona Keriso Iesu ena iuhubeau hau'uai aeao,
1TI.1.2	Timoteo narerebeni'o, oi hanona au naha'u tohamu Iesu ia'ikakaumana aonai. Nabahuba'ari Hamaka Tirama mai Keriso Iesu eka Obiapaka ekia baraibarai apa'uana, aoko'o mai baibua ahamuai kemiaho.
1TI.1.3	Au aeao Makedonia hanona raninai, abahi ahini'o ihobonai oi hanona naia Epeso aiaranai komiaho weiana maearima baika naia kohinabe pahihinakia ba'iobi bai'oikia a'i katebabai mue, 
1TI.1.4	abomo kipokia hauanikia a'i katebaibeni hanopaka tiramakia 'orikia mai kuputori 'abi'abikia weiakia ekia pua aha'i haukia herekiai. Neiakia hanona baihara taea rarikia kateba ramanakia iamo Tirama ena raona weiana a'ikakaumai nibawaira tinana hauna akana i'iobinai a'i tibaraibarai. 
1TI.1.5	E'u bahiahi 'abina neiana ena poki tohana hanona raona'auai katemiaho, weiana hanona aoka berona namonai nia'i ramana mai raona beronai haeaomona a'ikakauma tohanai nimai. 
1TI.1.6	Ia maearima baika hanona hoahoa neiakia herekiai tekaobo teao 'abi anikia aha'i haukia ti'abi'abi ainakia. 
1TI.1.7	Ṯenuatae Tirama ena rauhubu iba'iobi aina haukiai kateao, iamo taba robana tiahuna 'ao aokiai taba ṯehina taburana hanona obona a'i tiobo.
1TI.1.8	Aika aba ha'iobina weiana maearima ha rauhubu keka'ai haraina raninai rauhubu hanona taba namona. 
1TI.1.9	Abomo aba ha'iobina weiana rauhubu hanona bero haukia paukiai a'i erama ia rauhubu hanona rauhubu tikabena haukia paukiai erama, weiakia a'i tika'aina haukia mai Tirama a'i timariki aina haukia mai ki'a haukia, a'i terobe haukia mai Tirama atana tia'i ki'ana haukia, weiakia hamakia 'ao hinakia tiahu 'arinakia haukia mai ahu ahu haukia, 
1TI.1.10	nabau haukia, mai hau kipona 'abana ninabauaina haeamona babi'e kipona 'abana ninabauaina haukia, ta'ara a'i haukia tikawa kawa ainakia haukia, mai bai'oi haukia, mai bakai aonai tihorehore abu haukia, abomo taba haeai haeai weiakia ba'iobi tohana tainai a'i titai haukia. 
1TI.1.11	Ba'iobi tohana weiana hanona banamo Tiramana ena pou namona nuabina herenai emai, pou namona weiana au e'u iha'ini aonai ehorotina akana kababaina.
1TI.1.12	Keriso Iesu aika eka Obiapaka namo 'abina nabena, weiana ia hanona au tabura ebena'u pokina ia aia ababua 'auna hau'uai ebaona'u. 
1TI.1.13	Iamo 'uainai hanona Keriso atana ihinana a'iki'ana mai a'oatana, haeamona aibara ki'a herenai mo raninai, Tirama au eaoko'o aina'u pokina e'u a'ikakauma aha'i mai taba ababaina hanona a'i a'iobina. 
1TI.1.14	Eka Obiapaka ena aoko'o hoana here'uai ebapa'ua ki'ana, haeamona a'ikakauma mai raona'au Keriso Iesu aonai aika 'euka haukia rani hamonai ebena'u.
1TI.1.15	Neiana hanona 'abi tohana aoka tohakiai kaha'i taeana mai kaha a'ikakaumana. Keriso Iesu emai hanopaka aonai hanona ki'a haukia kebamaurinakia, baiatakiai au hanona aki'a ki'a baha. 
1TI.1.16	Ia Tirama au eaoko'oai ki'a bahana'u, weiana au aki'a ki'a baha, pokina Keriso Iesu ena bapahihi tabura weiana ena ore aha'i hauna au here'uai kebawaira tinana, ba baika ihaiha neiana kateihana hanona Keriso kate a'ikakaumana mauri banaibanai katetabu ahina. 
1TI.1.17	Obia 'arana nimauri banaibanai, ena pua aha'i, mai a'i nahaihana hauna, Tirama mo weiana ikupaiana kahamariki aina mai herenai nuabi kemiaho keaomo banaibanai. Amen.
1TI.1.18	Timoteo, naha'u e, 'abi koka'aina hauna neiana nabeni'o, weiana hanona 'uainai mahabanai 'abina ihinanai oi robamu teahuna, ba mahabanai 'abikia weiakia ihobokia koka'ainakia hanona oi aba huari namona kobabaina. 
1TI.1.19	Emu a'ikakauma mai aomu berona namona koa'i 'ini harainakia. Baika aokia berona neiana tebaki'ana hanona ekia a'ikakauma tebauhuna. 
1TI.1.20	Ia baiatakiai hanona Humenaio mai Alesanda, terarua hanona aba Satani imanai ahabonakia ia ena hiabu ba'anai katemiaho, weiana kehore keba'iobinakia ekia 'abi ki'a Tirama herenai haukia katebapuanakia.
1TI.2.1	E'u bahiahi kori'uaina hanona neiana, maearima ikoikiai paukiai Tirama konoina kebarainakia mai kebanamonakia, ia paukiai Tirama herenai namo 'abina kohinana emu bahuba'ari ai. 
1TI.2.2	Weiana obia 'arana haukia mai hiabu haukia ikoikiai paukiai abomo kobahuba'ari, ba aika mai ia kipokia hanona mai baibuaka haeaomona mauri namona aonai kahamiaho Tirama imariki aina mai robe maurina ikoinai taearanai. 
1TI.2.3	Bahuba'ari nahomana hanona enamo ba Tirama ibamaurika hauna aona ibanamona hoana. 
1TI.2.4	Tirama nenuatae maearima ikoikiai bamauri katea'ina mai katemai Tirama ena 'abi tohana kate'iobina. 
1TI.2.5	Weiana Tirama hanona hamona haeamona Tirama mai maearima baiatakiai bairarao hauna abomo hamonamo Keriso Iesu, ia hanona maearima tohana, 
1TI.2.6	ia kipona hauanina ebaibeni maearima ikoikiai ekawanakia irubu katea'ina. Tirama hanona ena nuatae ebatohana ranina tohanai ebawaira tinana. 
1TI.2.7	Weiana paunai au etina'ana'u iroro mai iuhubeau hau'uai naeao Keriso pouna kahinana, rama haeai haukia ibamarerekia hau'uai naeao Tirama ena 'abi tohana mai a'ikakauma kaba'iobinakia. ('Abi tohana nahinana a'i nabai'oi.)
1TI.2.8	Ua buonai, nanuatae 'eka maikoinai hau a'i kateopuere 'ao kipokia a'i katebaihara tae, ia ekia mauri katebero aonai katebahuba'ari.
1TI.2.9	Abomo au nanuatae, babi'e ekia habuni batotoai hanona aba tia'ia'i harai, ia buikia a'i katebahaeai haeainakia, 'ao taba 'imare'imarekia weiakia gold 'ao kutu ai tebabainakia haukiai a'i kateba taitainakia, habuni 'arakia rarikia a'i katebatotonakia. 
1TI.2.10	Ia ekia hoahoa namokia katebabai weiakia katehore kateba tohanakia ia hanona Tirama ṯekuti aina babi'ekia. 
1TI.2.11	Babi'e hanona ena 'aiaunuai hanona 'iobi kea'ina. 
1TI.2.12	Au naharabuna, babi'e hanona hau a'i kateba marerenakia 'ao a'i katepoki ainakia, ia hanona kemiaho 'uru'uruna keaha'i. 
1TI.2.13	Pokina Tirama ehore Adamu ebabai 'uaina ba muriai 'Eva ebabaina. 
1TI.2.14	Ba Satani hanona Adamu a'i e'oina ia babi'e e'oina, ba ki'a weia ia herenai ea'i ramana. 
1TI.2.15	Iamo babi'e ekia 'aiaunu aokiai a'ikakauma, raona'au, mai robe maurikiai katemiaho to'o baihana raninai, nahukia kateba ramanakia, ba bamauri katea'ina.
1TI.3.1	“Hau ha nenuatae Tirama ena mareai iha'ini akana kebabaina raninai ia hanona aka namona nenuatae aina,” ṉa ti'abi aiho hanona 'abi tohana aoka tohanai kaha'i taeana hauna. 
1TI.3.2	Tirama ena marea iha'ini hauna hanona ena babai kenamo herenai beho ha a'i katetabu ahina, atawana kehamona, aona kebakiro, aona kea'i 'inina, katemariki aina, aru 'abaea haukia kea'i taeanakia ena ituai, haeamona bamarere akana kebabai haraina, 
1TI.3.3	a'i keinu 'ari, a'i keaiahu ia ke'aiaunu, a'i keaibara, mai moni a'i keraona'au aina. 
1TI.3.4	Ia hanona kipona ena itu haukia ke'ima harainakia haeamona nahuna kemaiainakia aiana kateka'aina mai katemariki aina. 
1TI.3.5	(Hau ha kipona ena itu haukia a'i ke'ima harainakia raninai, Tirama ena marea haukia aea ke'ima harai aihonakia?) 
1TI.3.6	Maearima bariumo nia'ikakauma hauna hanona mareai iha'ini haunai a'i katea'i taeana, pokina a'i meapa ba Tirama Satani eba'ehona 'abanai a'i me'eho. 
1TI.3.7	Ba murimuri haukia abomo ia katemariki aina, weiana a'i kate'uahi aina Satani ena rioai a'i meto'o.
1TI.3.8	Taeara ihobonai Tirama ena marea ena aka haukia abomo hoahoa namokia katebaiha baihai, bai'oi akakia a'i katebabai, a'i kateinuinu banaina, mai beho taearanai moni a'i katetabunakia. 
1TI.3.9	Ia haukia hanona raonaraona apa'uakia weiakia Tirama aba ebawaira tinanakia a'ikakauma aonai haukia tia'i 'ininakia mai aokia berona namonai. 
1TI.3.10	Ia haukia hanona kahabahobo 'uainakia ba herekiai beho ha a'i kahatabu ahina hanona tiakono akana katebabaina. 
1TI.3.11	Taeara ihobonai atawakia
1TI.3.12	Tirama ena marea ena aka hauna atawana kehamona haeamona nahuna mai ena itu haukia ke'ima harainakia. 
1TI.3.13	Weiakia tiakono akana tebabai haraina haukia 'arakia hanona mariki 'ekakia katea'ina, ekia a'ikakauma katetabura ki'a Keriso Iesu pouna katehina haraina.
1TI.3.14	Au nabuabeni rani papana aonai aba kawahi kaihani'o, iamo marere neiana natiu ahina niwahi heremu, 
1TI.3.15	pokina papana kamahari re'a marere neiana kebaraonani'o kipoka eka mauri aea kaha'ima harai aihona Tirama ena marea haukia baiatakiai, weiana hanona mauri Tiramana ena marea, Tirama ena 'abi tohana kemiaho aina kebataburana 'ekana. 
1TI.3.16	Aika naha'iobi haraina eka kuti taearana weiana Tirama herekai ebawaira tinana haukia hanona eapa'ua.
1TI.3.16	Keriso
1TI.3.16	ewaira tina,
1TI.3.16	aubai ena bero ebatohana,
1TI.3.16	aneru ia teihana,
1TI.3.16	rama haeai haukia herekiai
1TI.3.16	ia pouna teiroro aina,
1TI.3.16	mai hanopaka maearimakia
1TI.3.16	ia tea'ikakaumana,
1TI.3.16	nuabi aonai ea'i taeana
1TI.3.16	eao kupai.
1TI.4.1	Auba Robe nehinabe maha harainaka netibaha, muri ranikiai maearima baika a'ikakauma katehabona ia auba weiakia tibai'oi haukia murikiai kateka'a mai auba ki'a obokia ekia ba'iobi tainai katetai. 
1TI.4.2	Ba'iobi nahomakia hanona bai'oi haukia herekiai timai weiakia aokia berokia hanona teki'a ihobona auri hiabunai teba'aranakia. 
1TI.4.3	Maearima tikaiabunakia a'i katehawainibe mai aniani baika hanona a'i kateani. Ia Tirama hanona aniani ebenaka kahani, aniani neiakia hanona ebenakia a'ikakauma haukia mai weiakia Tirama ena 'abi tohana ṯe'iobina haukia namo 'abina katehinana ba kateani. 
1TI.4.4	Tirama ebarama tabakia ikoikiai hanona tenamo, ikoikiai hanona ahakiai Tirama namo 'abina kahabena ba kahani ia ha a'i kahabaki'ana. 
1TI.4.5	Pokina aniani hanona Tirama ena 'abi mai eka bahuba'ari nihore nibarobenakia.
1TI.4.6	Ba'iobi neiakia uaho'abaka koba'iobi harainakia raninai oi hanona Keriso Iesu ena aka haumu namomuai koao, weiana oi kipomu abomo a'ikakauma 'abikiai mai ba'iobi namona weiana tainai otai haunai kotabura. 
1TI.4.7	Hanopaka tiramakia bai'oikia 'orikia mai kikipa 'abaeakia herekiai kokapare, iamo kipomu ibataburamu akana kobabaina Tirama imarikiaina haumuai koao. 
1TI.4.8	Hauanika ibataburana akakia nahababai hanona ena namo baika, ia Tirama imarikiaina hoana ena namo hanona taba ikoikiai aokiai, pokina ia hanona mai 'abi'uaina eka mauri bariu hanopaka neiana aonai mai mauri banaibanai wairai hauna abomo aonai. 
1TI.4.9	Neiana hanona 'abi tohana aoka tohakiai kaha'i taeana mai kaha'ikakaumana. 
1TI.4.10	Neiana paunai naharo'ari mai nahahau haiara pokina aika hanona mauri Tiramana nahabuabena, ia hanona maearima ikoikiai ekia Bamauri hauna, weiakia tia'ikakaumana haukia hanona katemauri.
1TI.4.11	'Abi neiakia koba'iobinakia mai kohinanakia kateka'ainakia. 
1TI.4.12	O'aru'aru buonai maearima oi a'i katehao tiboani'o, iamo ihaiha namokia a'ikakauma maearimakia wairakiai kobawaira tinana emu 'abi'abiai, emu mauriai, emu raona'auai, emu a'ikakaumai, mai beho ha a'i kobabaina aonai. 
1TI.4.13	Mako wairakiai aka neiakia kobabai to'ona, Puka robena 'abina kotuabina, koiroro aina, mai kobamarere aina keaomo au kawahi heremu. 
1TI.4.14	Auba Robe ena ibeni aomuai nemiaho hauna a'i kobaoaoaina, weiana hanona marea ena kiro haukia imakia ahamuai tehao'au tebahuba'ari raninai mahabanai 'abina aonai ebeni'o. 
1TI.4.15	Kohauaro aka neiakia ikoikiai aokiai mai aomu ikoinai kobabainakia, weiana maearima ikoinai oi emu aka aba ninamo hauna kateiha tinana. 
1TI.4.16	Emu ba'iobi mai emu mauri ko'ima haraina, taba neiakia kobabai to'o baihana, pokina neiana kobabaina hanona Tirama kehore kebamaurini'o haeamona aiamu tiona haukia ikoikiai abomo kebamaurinakia.
1TI.5.1	Hau anepakakia herekiai a'i ko'abi pahihi 'apua, iamo mariki hoahoanai kohinabe hinabe harainakia matoha ia hanona oi hamamu 'abana, ia hau 'aru'arukia hanona uaho'abamuai kobaonakia, 
1TI.5.2	babi'e anepakakia hanona hinamu 'abanai kobaonakia, mai babi'e 'aru'arukia hanona haibumuai kobaonakia mai aomu beronai.
1TI.5.3	Wapu babi'ekia weiakia tiwapu toha haukia komariki ainakia. 
1TI.5.4	Ia wapu nahuna 'ao kupuna baika raninai, ia koba'iobi 'uainakia ekia kuti hoahoana tainai ekia itu haukia kate'ima harainakia, uahomanai hanona hamakia hinakia mai kupukia ekia 'ima'ima 'arana katebamuena, pokina weiana hanona Tirama aona ibanamona akana.
1TI.5.5	Wapu babi'ena tohana ikupaiana nemiaho hanona ena buabeni Tirama herenai nihorotina rabi ikoinai mai mararani ikoinai nibahuba'ari Tirama herenai baraibarai ninoiaina. 
1TI.5.6	Ia wapu babi'ena weiana hauanina ena aonamo niraona apa'uana hanona hauaniai nimauri ia aubai aba e'ari. 
1TI.5.7	A'ikakauma haukia herekiai 'abi neiakia kobenakia kateka'ai, weiana herekiai beho ha a'i temetabu ahina marikina. 
1TI.5.8	Weiana maearima ha hatia'ana 'ao ena itu haukia tohakia baraibarai ha a'i nibenakia hanona a'ikakauma babaina nebuniaina, maearima uahomana hauna hanona eki'a ki'a baha ba maearima weiana a'i nia'ikakauma hauna.
1TI.5.9	Atarere pukanai wapu atakia a'i katererenakia keaomo ekia rama ihaukia imabui harauhaea abiranai, haeamona atawakia hamokia tewapu ainakia babi'ekia mo atakia katererenakia, 
1TI.5.10	haeamona babi'e ha'iobi haraina ena mauri enamo, abomo nahuna ne'ima harainakia, aru 'abaea haukia nia'i taea harainakia ena ituai, a'ikakauma haukia ta'arakia nia'i, baika ekia aro'ariai ebarainakia, mai aka namokia haeaihaeai ikoikiai aokiai nia'ituri babi'ena.
1TI.5.11	Iamo wapu babi'ekia 'aru'arukia hanona atakia atarere pukanai a'i korerenakia, pokina aokia hawainibe kateraonana raninai Keriso aba katereana ba katehawainibe. 
1TI.5.12	Weiana ia hanona kipokia Tirama ena bakai 'ekanai katetoto pokina Tirama herenai ekia 'abi'uai kori'uaina weiana a'i katehawainibe mue hauna tekabena. 
1TI.5.13	Ia hanona ti'aboro tiao itu ha haeamona itu ha ai tikara'au, ekia 'aboro mo aha'i ia ṯe'uahi 'uahi mai maearima haeai ekia aka aokiai titoto, haeamona 'abi a'i patehina haukia ṯehinanakia. 
1TI.5.14	Ua buonai au nanuatae wapu 'aru'arukia hanona katehawainibe nahukia kateba ramanakia kipokia ekia itu kate'imanakia. Weiana 'ou haukia kate'abi ki'a herekai hanona taearana keaha'i. 
1TI.5.15	Wapu baika hanona a'ikakauma aba tehabona teao Satani murinai te'au. 
1TI.5.16	A'ikakauma babi'ena ha ena ituai wapu baika ṯemiaho raninai ia mehore wapu weiakia mebarainakia, ia Tirama ena marea maearimakia a'i kebaro'arinakia, weianai Tirama ena marea maearimakia katehore wapu tohakia weiakia ikupaiakia ṯemiaho haukia katebarainakia.
1TI.5.17	Tirama ena marea kiro haukia weiakia maearima herekiai 'uai akana namona tibabaina haukia katomariki ainakia. Ba weiakia aka tihauaro aina Tirama ena 'abi ṯeiroro aina mai tibamarere aina haukia hanona katomarikiai apa'uanakia. 
1TI.5.18	Puka robenai e'abi,
1TI.5.18	“Poromakau witi iba'iti'itina
1TI.5.18	akana nibabaina aonai pinana
1TI.5.18	a'i kobiri abuna,” 
1TI.5.18	haeamona
1TI.5.18	“Aka hauna 'arana kea'ina
1TI.5.18	hanona ebero.” 
1TI.5.19	Weiana hau ha Tirama ena marea poki hauna ena beho 'abina nehina hanona aiana a'i koa'i taeana, keaomo maearima rua 'ao aihau katebatohana hanona aiakia koa'i taeana. 
1TI.5.20	Ba marea poki hauna ha ki'a ebabai toha raninai mako wairanai kobatana ba marea poki haukia baika ihaiha neiana kateihana hanona kateta'u.
1TI.5.21	Tirama mai Keriso Iesu mai aneru robekia wairakiai au oi nahina beni'o, aka neiakia ikoikiai robakia ahu haukia koka'ai harainakia, maearima ikoikiai herekiai babai ihobona kobabaina ia tai ha'i kotaina.
1TI.5.22	Koraona harai 'uaina ba imamu hau ha ahanai kohao'au Obiapaka ena aka kebabaina raninai baika ekia babai ki'a aokiai a'i kototo. Kipomu ko'ima haraini'o emu mauri a'i ke'opu Tirama wairanai.
1TI.5.23	Bei 'aki mo a'i koinu, ia bine beina papana koinu nuamu kebaraina pokina emu inawa inawa paunai.
1TI.5.24	Maearima baika ekia ki'a hanona temahanai harai ki'a baha nahaihanakia, ki'a weiana hanona keaoai 'uainakia bakai 'ekanai, iamo baika ekia ki'a hanona muriai aba katewaira tina. 
1TI.5.25	Ihobonai mo maearima babai namokia tibabai hanona temahanai harai ki'a baha nahaihanakia, haeamona ekia babai namokia a'i nahaihanakia haukia abomo aba katewaira tina.
1TI.6.1	A'ikakauma haukia weiakia ta'ara'i akana tibabaina haukia ikoikiai hanona ekia poki haukia katemarikiai ki'a bahanakia, weiana hau ha Tirama atana mai eka ba'iobi 'abikia ahakiai a'i ke'abi ki'a.
1TI.6.2	Ta'ara'i haukia ekia poki haukia hanona a'ikakauma haukia raninai ia uaho'abakia paukiai a'i katehao tiboanakia, ia ta'arakia katea'i harai, pokina poki haukia weiakia ta'ara'i haukia herekiai barai barai tia'ina haukia hanona a'ikakauma haukia weiakia ta'ara'i haukia tiraona'au ainakia haukia. Taba neiakia hanona kobamarere ainakia mai kobahi ahinakia.
1TI.6.3	Hau ha ba'iobi haeai ha niba'iobi aina haeamona eka Obiapaka Iesu Keriso ena ba'iobi tohana mai ba'iobi weiana Tirama ikutiaina taearana tohana nibaihana hauna a'i nibatohana raninai, 
1TI.6.4	ia herenai hanona apamo ebonu, ia taba ha'i e'iobina. Ia ena raona raona teki'a ki'a baha, weiana 'abi'abi aokiai hanona ke'abi harataea mai ke'abi baitaeai, ba 'abi weiakiai hanona wamuru mai baiara, 'abi ki'a obokia mai tai ha a'i nibatohana. 
1TI.6.5	Haeamona maearima weiakia ekia raona raona a'i tibero harai, Tirama ena 'abi tohana a'i ṯe'iobina, mai Tirama ibanamona akakiai kateobia tiraonana haukia kipokia baiatakiai tibaiara to'ona.
1TI.6.6	Iamo hau ha herenai taba ea'inakia haukiai aona ketaina raninai Tirama ikutiaina maurina hanona kebaobiana. 
1TI.6.7	Harama ahi raninai taba ha'i hamaiaina hanopaka, haeamona hanopakai kaha'ari raninai taba ha'i kahaeaoaina kupa. 
1TI.6.8	Ua buonai herekai aniani mai habuni papakia katehaea re'a weiana hanona abetaina aika 'eukai. 
1TI.6.9	Ia weiakia ṯenuatae pateobia haukia hanona baihobo aokiai katetoto, raona po'okia mai ao ibahaiara raonaraonakia rionai kateto'o, weiana ekia mauri keaoaina ki'a 'ekana tohanai mai kea'i ki'anakia. 
1TI.6.10	Pokina moni iraona'au aina hanona aka ki'a haeai haeai ikoikiai keba ramanakia. Maearima baika moni tenuaki'aina hanona a'ikakauma tereana kipokia ao pumai tebonu.
1TI.6.11	Ia oi Tirama ena maearima, taba neiakia ikoikiai herekiai kokapare. Ia bero tohana kotabuna, Tirama komarikiaina, koa'ikakauma, raona'auai komiaho, kobapahihi, mai rabo haraiai komiaho. 
1TI.6.12	A'ikakaumai huari namona kobabaina, ba mauri banaibanai koa'i 'inina, pokina mako tebatohani'o wairanai emu a'ikakauma hoana ohina pou haraina raninai Tirama eaparini'o mauri neiana aonai.
1TI.6.13	Tirama taba ikoikiai mauri nibenakia hauna mai Keriso Iesu ia kipona Pontio Pilato herenai 'abi tohana ehina pouna hauna wairakiai au oi nabahi ahini'o. 
1TI.6.14	Keriso ena rauhubu 'abikia koka'ai harainakia mai herekiai a'i kobeho, haeamona hau ha a'i kekaiahini'o keaomo eka Obiapaka Iesu Keriso ena mai mue wapuna. 
1TI.6.15	Ena mai mue wapuna weiana hanona Tirama kehore ena rani tohanai kebabaina. Tirama hanona banamo pokina mai ia ikupaiana mo taba ikoikiai ekia poki, obia 'arana haukia ikoikiai ekia Obia 'arana, haeamona obiapaka ikoikiai ekia Obiapaka. 
1TI.6.16	Ia ikupaiana mo kemiaho banaibanai a'i ke'ari 'apua, ia hanona ea aonai nemiaho ea weiana hanona ea ki'a baha tai ha keao herena hanona a'i ketaina, maearima 'abaeana ha hanona Tirama a'i eihana 'ao a'i keihana. Mariki mai hiabu hanona Tirama herenai kemiaho banai banai. Amen.
1TI.6.17	Maearima weiakia bariu hanopaka neiana ena mauri tabakiai tiobia haukia kohinabe taburanakia, a'i kateapa, mai ekia buabeni obia tabakia weiakia aba kate'akauma haukia herekiai a'i kemiaho, ia ekia buabeni hanona Tirama herenai mo kemiaho, pokina taba ikoikiai niberuberu benaka aoka ibanamona. 
1TI.6.18	Kohina benakia aka namokia katebabai, babai namokiai kateobia, haeamona maearima baika herekiai watewateai kateberuberu benakia. 
1TI.6.19	Taeara weianai katebabaina hanona kipokia ekia kepu katebararona, weiana hauna ia kebamia 'ininakia mauri wairai hauna 'euna, ba mauri weiana katea'ina hanona mauri tohana.
